[00:00:06.038 --> 00:00:07.880]  Ladies and gentlemen,
[02:20:57.936 --> 02:21:00.377]  This is Alex Jones for SurvivalSeedBank.com.
[02:21:00.897 --> 02:21:04.979]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[02:21:05.660 --> 02:21:07.761]  I want you to know some very important information.
[02:21:08.670 --> 02:21:17.015]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[02:21:17.636 --> 02:21:22.559]  Now, 27 years later, Carnivora capsules are used around the world to keep people healthy.
[02:21:23.189 --> 02:21:34.160]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[02:21:34.561 --> 02:21:41.568]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[02:21:42.248 --> 02:21:46.513]  Call 1-866-VENUSFLY or order from carnivora.com.
[02:21:46.533 --> 02:21:49.716]  That's C-A-R-N-I-V-O-R-A dot com.
[02:21:50.136 --> 02:21:57.103]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[02:21:57.403 --> 02:21:58.384]  Protect your immune system.
[02:21:58.685 --> 02:21:59.706]  It's the only one you've got.
[02:22:02.324 --> 02:22:04.005]  Are you still a traditional smoker?
[02:22:04.405 --> 02:22:09.108]  Now experience a new lifestyle and try vaping with e-cigarettes by Le Cig.
[02:22:09.549 --> 02:22:13.191]  Imagine no ashes, stains, nasty smell, or coughing and hacking.
[02:22:13.391 --> 02:22:24.138]  With Le Cig e-cigarettes revolutionary microelectronic technology, rechargeable battery, and unique replaceable cartridge, you'll get all the benefits and satisfaction of smoking without the hazards.
[02:22:24.298 --> 02:22:30.082]  Choose your taste from a wide variety of our new American-made vape-free at e-liquids at lecig.com.
[02:22:30.382 --> 02:22:41.528]  And Lecig smokes the competition by serving thousands of worldwide customers with real people customer service, fast, free, same-day shipping, and a 30-day warranty and satisfaction guarantee.
[02:22:41.708 --> 02:22:44.290]  So are you ready for a new vaping lifestyle?
[02:22:44.490 --> 02:22:45.050]  Then call 870-518-4307.
[02:22:45.110 --> 02:22:45.290]  That's 870-518-4307.
[02:22:45.310 --> 02:22:45.870]  Or visit lecig.com.
[02:22:45.890 --> 02:22:46.971]  Spelled L-E-C-I-G.com.
[02:22:46.991 --> 02:22:49.012]  Lecig e-cigarettes for today's modern smoker.
[02:22:59.898 --> 02:23:03.279]  BePrepared.com heats up July with the hottest sale on the web.
[02:23:03.919 --> 02:23:10.700]  Going on now, save 28% on freeze-dried raspberries, or save on our 3-Day Light Emergency Kit, a $50 value.
[02:23:10.960 --> 02:23:12.120]  This month, just $30.99.
[02:23:12.920 --> 02:23:16.301]  Plus, all one-year supplies are on sale at BePrepared.com.
[02:23:16.421 --> 02:23:20.622]  This month, save over $350 on our traditional 2,000-year supply of food.
[02:23:20.902 --> 02:23:22.022]  Now, just $12.99.
[02:23:23.022 --> 02:23:24.722]  And get a hand-grained meal free!
[02:23:24.922 --> 02:23:27.483]  Or choose our most popular year supply, the Premium 2,000.
[02:23:28.303 --> 02:23:32.946]  It gives you 2,000 calories per day from a variety of nutritious meals for one whole year.
[02:23:33.106 --> 02:23:38.690]  Save over $700 plus get a free Canadine Hiker water filter, a $75 value.
[02:23:38.990 --> 02:23:43.613]  More details and more Hot July savings at BePrepared.com now through July 31st.
[02:23:43.833 --> 02:23:50.898]  Call 800-999-1863 to experience exceptional customer service and BePrepared.com's low price guarantee.
[02:23:51.138 --> 02:23:51.418]  That's 800-999-1863.
[02:23:51.439 --> 02:23:52.019]  The choice is clear.
[02:23:52.039 --> 02:23:53.060]  Be unprepared or BePrepared.com.
[02:24:01.606 --> 02:24:04.969]  Oh Lordy, my troubles so hard.
[02:24:06.090 --> 02:24:09.554]  Oh Lordy, my troubles so hard.
[02:24:09.994 --> 02:24:14.138]  Don't nobody know my troubles with God.
[02:24:14.398 --> 02:24:18.702]  Don't nobody know my troubles with God.
[02:24:19.142 --> 02:24:21.905]  Oh Lordy, my troubles so hard.
[02:24:22.429 --> 02:24:28.975]  I want to get Chris Emery in here, but Holland, continue with the points you're making after the last six, seven years.
[02:24:29.656 --> 02:24:33.519]  I know Chris Emery even more immersed in studying false flags and how they work.
[02:24:34.220 --> 02:24:42.287]  It's hard for people that don't spend all their time studying this, like I've been doing for 17 years, to just hear us say, oh yeah, it's got the earmarks.
[02:24:42.347 --> 02:24:45.910]  Folks, when we say it's got the earmarks, I mean it's got the earmarks.
[02:24:46.090 --> 02:24:48.493]  I wish this guy was a lone nut.
[02:24:49.033 --> 02:24:54.541]  But now he's clearly drugged out of his mind on television and they're just going to tell us open and shut case.
[02:24:54.881 --> 02:25:00.088]  We'd be crazy to believe a government that's been caught running so many other false flags.
[02:25:01.320 --> 02:25:01.740]  Exactly.
[02:25:01.780 --> 02:25:03.942]  I mean, this is not the world I want to live in.
[02:25:03.982 --> 02:25:07.544]  I'd much rather be doing other things with my time, but I'm not going to deny reality.
[02:25:08.125 --> 02:25:19.392]  And the fact is that this government has time and time again, as many governments around the world, engaged in the false flag methodology that has cost innocent lives in order to enact a political agenda.
[02:25:19.452 --> 02:25:23.114]  This is a basic 101 politics, real politics 101.
[02:25:23.154 --> 02:25:25.256]  We've seen it time and time again.
[02:25:25.296 --> 02:25:27.117]  You referenced Operation Northwoods earlier.
[02:25:27.377 --> 02:25:30.019]  Well, they actually talked about shooting American citizens
[02:25:30.479 --> 02:25:30.699]  That's
[02:25:47.575 --> 02:25:57.340]  Operation Gladio, you were referencing, the Italian Senate actually indicted the CIA for its role in the Bologna bomb, uh, bus station bombing that cost 89 lives.
[02:25:57.360 --> 02:26:09.206]  Those were innocent people in order to enact a strategy of tension to keep people scared, keep them on edge, and make them vote for the politically convenient party convenient to the interest of the slave market.
[02:26:09.226 --> 02:26:10.287]  And now we have three memos
[02:26:10.507 --> 02:26:19.333]  In this case, and like I said before, is that we made a noble lie so we could wake people up to the fact of what this government was capable of and what they would do in the future.
[02:26:19.353 --> 02:26:26.258]  And we referenced a Clinton cabinet official, Robert Shapiro, who was in the government during the Oklahoma City bombing.
[02:26:26.918 --> 02:26:33.565]  Uh, who later opined in an editorial that Obama needed another Oklahoma City or 9-11.
[02:26:33.785 --> 02:26:37.708]  Now, this guy just wasn't an observer, perhaps making a callous remark.
[02:26:38.109 --> 02:26:40.851]  He was in the government when the bombing happened.
[02:26:40.871 --> 02:26:50.601]  He saw exactly how they benefited, and he was saying the Obama administration needed another mass murder to justify election and a political agenda.
[02:26:51.764 --> 02:26:54.745]  And he actually said that quote, and that's what's frustrating.
[02:26:54.765 --> 02:27:02.829]  We then have all these other fundraising memos where they said, don't worry, don't worry, a new Oklahoma City or 9-11, and they're going to get the blame.
[02:27:03.209 --> 02:27:05.850]  I mean, that right there, they are so arrogant.
[02:27:06.230 --> 02:27:14.433]  And then this magically happens right as they, in the last six months, have been delivering the TSA kits for checkpoints all over the highway.
[02:27:14.713 --> 02:27:15.794]  We've talked to high-level
[02:27:16.574 --> 02:27:23.919]  Department of Transportation whistleblowers that say they're getting ready in the next few months to roll this out and then right on time this starts.
[02:27:24.339 --> 02:27:27.862]  If we start seeing more of these, then we know it's a setup.
[02:27:28.812 --> 02:27:30.393]  And Fast and Furious.
[02:27:30.573 --> 02:27:42.436]  One of the, I guess you could say, good benefits of Fast and Furious was that it was unlikely that Obama was going to be able to get gun control legislation passed because of the blowback from Fast and Furious.
[02:27:42.496 --> 02:27:55.280]  It was simply ridiculous that the federal government is asking for restrictions on our gun use when the biggest gun runner in the past decade is the Bureau of Alcohol, Tobacco, and Firearms under Operation Gunwalker, Fast and Furious.
[02:27:55.300 --> 02:27:56.561]  And they did it to blame the Second Amendment.
[02:27:56.581 --> 02:27:57.621]  And now that's all blown out of the water.
[02:27:57.961 --> 02:27:59.644]  And they did it to blame the Second Amendment.
[02:27:59.985 --> 02:28:02.469]  CBS News broke that almost a year ago.
[02:28:03.530 --> 02:28:04.632]  Let's go to Chris Emery.
[02:28:04.652 --> 02:28:09.581]  We're about to go to break, but Chris, what's your first look on this, having three or four days to look at it?
[02:28:10.723 --> 02:28:15.107]  First of all, I want to extend my condolences to the victims' family members and survivors.
[02:28:15.147 --> 02:28:18.870]  That's one thing that we did immediately when we studied the Oklahoma City case.
[02:28:18.990 --> 02:28:20.051]  People that lost their lives.
[02:28:20.211 --> 02:28:21.512]  Very sacred loss.
[02:28:22.113 --> 02:28:31.821]  Second thing is, I'm going to suggest to every single one of these family members, hire an attorney, get a completely independent view of what's going on here, because I can guarantee you that you're being lied to.
[02:28:32.241 --> 02:28:34.223]  I say that as a filmmaker that looks at the facts.
[02:28:34.263 --> 02:28:35.564]  Holland can back me up on this.
[02:28:36.044 --> 02:28:43.246]  There are so many cases we reviewed, and this is consistent, and you did an excellent job on Friday and over the weekend reviewing all of these cases that are similar.
[02:28:43.786 --> 02:28:45.727]  You cannot believe the federal government anymore.
[02:28:46.127 --> 02:28:46.747]  Simple as that.
[02:28:47.027 --> 02:28:49.948]  The top dogs that are taking control of this case are going to lie.
[02:28:50.448 --> 02:28:53.729]  Flat out, bald-faced lie to the family members and have no compunction about doing it.
[02:28:54.149 --> 02:28:59.670]  So they have to hire independent forensic experts and independent counsel to make sure that they get the truth on what happened to their loved ones.
[02:28:59.930 --> 02:29:00.770]  That's the bottom line.
[02:29:01.491 --> 02:29:02.271]  And uh... I...
[02:29:03.432 --> 02:29:08.112]  It's frustrating because we see this happen time and time again and we've got to get the truth out on this.
[02:29:10.213 --> 02:29:11.094]  Well, I agree with you.
[02:29:11.194 --> 02:29:15.637]  I mean, it would be a lot less scary to think he was just a lone Ronald McDonald killer.
[02:29:16.898 --> 02:29:21.761]  I forget calling him the Joker, but they're already saying he's the guy and he can't even talk.
[02:29:22.101 --> 02:29:23.902]  He's obviously bombed out of his brain.
[02:29:24.443 --> 02:29:28.045]  We'll talk about Jolly and West and mind control when we get back.
[02:29:28.385 --> 02:29:33.909]  That's my first question, but I want you to be able to finish, Chris Emery, with all the points I know you've got there you want to go over.
[02:29:34.390 --> 02:29:37.532]  Because again, these are guys who have investigated in depth
[02:29:38.112 --> 02:29:49.598]  With the primary survivors and witnesses, the false flag that was Oklahoma City, and I'm telling you, the prime suspects of this new event are the people that did this, okay?
[02:29:49.638 --> 02:29:50.558]  That's why these guys are in prison.
[02:29:50.578 --> 02:29:53.420]  We're on the march, the empire's on the run.
[02:29:54.340 --> 02:29:57.022]  Alex Jones and the GCN Radio Network.
[02:30:01.087 --> 02:30:02.347]  Hi, this is Alex Jones.
[02:30:02.387 --> 02:30:07.729]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:30:07.969 --> 02:30:12.611]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[02:30:12.991 --> 02:30:18.033]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[02:30:18.573 --> 02:30:23.256]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:30:23.797 --> 02:30:25.718]  They call it a Survival Seed Bank.
[02:30:26.098 --> 02:30:30.721]  And it can produce an endless supply of nutrient-dense food for you and your family.
[02:30:30.901 --> 02:30:31.802]  And here's the best part.
[02:30:32.022 --> 02:30:34.804]  These seeds have not been genetically modified in any way.
[02:30:35.104 --> 02:30:38.406]  And you actually get enough seeds to plant a full acre crisis garden.
[02:30:38.706 --> 02:30:41.548]  So visit them today at survivalseedbank.com.
[02:30:41.909 --> 02:30:43.790]  That's survivalseedbank.com.
[02:30:44.130 --> 02:30:45.051]  Or give them a call at 877-327-0365.
[02:30:48.693 --> 02:30:50.455]  That's 877-327-0365.
[02:30:52.918 --> 02:30:57.443]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:30:57.763 --> 02:31:00.146]  This is Alex Jones for survivalseedbank.com.
[02:31:01.308 --> 02:31:02.309]  Let me ask you a question.
[02:31:02.529 --> 02:31:03.690]  What does freedom mean to you?
[02:31:04.030 --> 02:31:04.870]  The freedom to choose?
[02:31:04.931 --> 02:31:05.651]  The freedom to vote?
[02:31:05.891 --> 02:31:06.652]  The freedom to worship?
[02:31:06.892 --> 02:31:08.853]  How about the freedom to take control of your own future?
[02:31:09.093 --> 02:31:14.257]  My friends at eFoods Direct are celebrating freedom this month while helping you take control of your greatest dependency, food.
[02:31:14.597 --> 02:31:21.762]  Right now you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food.
[02:31:22.042 --> 02:31:25.705]  The Patriot Pack is a 30-day supply of eFoods quick fix, easy to store food.
[02:31:25.945 --> 02:31:30.629]  For example, purchase a one-year supply and get five Patriot Packs, which is five months of food free.
[02:31:30.849 --> 02:31:34.433]  Use the extra food for everyday use and save hundreds off your grocery bill.
[02:31:34.673 --> 02:31:39.917]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free.
[02:31:40.158 --> 02:31:46.143]  Call 800-409-5633 or go to efoodsdirect.com forward slash alex and get your free Patriot Pack with purchase.
[02:31:46.443 --> 02:31:47.584]  Operators are standing by.
[02:31:47.784 --> 02:31:51.906]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:31:52.226 --> 02:31:55.428]  eFoods is so affordable, the more you store and eat, the more you save.
[02:31:55.688 --> 02:32:00.470]  Go to efoodsdirect.com forward slash Alex or call 800-409-5633 right now.
[02:32:00.810 --> 02:32:03.552]  Alex Jones here with a message to fellow freedom lovers.
[02:32:03.852 --> 02:32:08.654]  The prognosis for the entire planetary economic system runs from bad to worse.
[02:32:08.854 --> 02:32:16.038]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[02:32:16.158 --> 02:32:21.562]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[02:32:21.802 --> 02:32:25.525]  These are items that I did research on, that I personally use.
[02:32:25.825 --> 02:32:30.349]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[02:32:30.549 --> 02:32:35.773]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[02:32:35.993 --> 02:32:39.076]  Strategic Relocation 3rd Edition by Joel Skousen.
[02:32:39.236 --> 02:32:41.498]  When Disaster Strikes by Matthew Stein.
[02:32:41.738 --> 02:32:46.322]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[02:32:46.502 --> 02:32:48.965]  Hand cranked shortwave AM FM radios.
[02:32:49.385 --> 02:32:56.431]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[02:32:56.611 --> 02:32:57.632]  We're getting prepared.
[02:32:57.873 --> 02:32:58.293]  Are you?
[02:32:58.533 --> 02:32:59.374]  Infowarshop.com
[02:33:09.828 --> 02:33:11.290]  It's mine.
[02:33:26.036 --> 02:33:33.200]  Ladies and gentlemen, it came out of the Congressional hearings in 94-95 that
[02:33:50.524 --> 02:33:54.105]  Waco had been a ATF stunt because of Ruby Ridge.
[02:33:54.145 --> 02:33:54.825]  They look bad.
[02:33:55.286 --> 02:33:57.566]  Congress was looking at just getting rid of them entirely.
[02:33:58.107 --> 02:34:07.630]  So there's film of them in the documentaries about it, like Waco Rules of Engagement, loading up their video cameras going, these are really great kooks.
[02:34:08.090 --> 02:34:12.992]  We're going to get some great footage of this to launch their new war against domestic extremists.
[02:34:13.012 --> 02:34:13.952]  So they found a group
[02:34:14.432 --> 02:34:15.673]  They thought they could demonize.
[02:34:15.693 --> 02:34:17.234]  They could have arrested Koresh in town.
[02:34:17.274 --> 02:34:18.255]  He went to town every day.
[02:34:18.615 --> 02:34:20.676]  They own an auto repair shop down the street.
[02:34:22.137 --> 02:34:25.099]  Instead, they went in there and started a fight with him and then burned the place down.
[02:34:26.040 --> 02:34:27.280]  So that blew up in their face.
[02:34:28.001 --> 02:34:31.203]  FBI cooked the bomb, trained the drivers in the first World Trade Center attack.
[02:34:31.243 --> 02:34:31.723]  Look that up.
[02:34:31.743 --> 02:34:33.484]  I mean, this is not our opinion.
[02:34:33.845 --> 02:34:36.106]  The Levon Affair being staged by Israel.
[02:34:36.606 --> 02:34:41.810]  The plan was to shoot up and blow up movie theaters and places where Westerners were at.
[02:34:43.123 --> 02:34:45.684]  And bomb their, you know, churches and things.
[02:34:45.704 --> 02:34:48.606]  There have been a lot of other events.
[02:34:48.666 --> 02:34:49.786]  I went over them yesterday.
[02:34:49.846 --> 02:34:57.970]  The point is, is that when you study this, how did the CIA and MI6 overthrow Mohammad Mosaddegh in 1953 in Iran?
[02:34:59.791 --> 02:35:01.152]  Look up Operation Ajax.
[02:35:01.252 --> 02:35:02.953]  It's at CIA.gov.
[02:35:03.433 --> 02:35:04.633]  They don't even hide this.
[02:35:04.753 --> 02:35:05.554]  It's declassified.
[02:35:06.667 --> 02:35:15.729]  They committed mass shootings of mosques and of crowds of people who didn't like the more secular Mossadegh who wanted to develop Iran.
[02:35:16.529 --> 02:35:18.410]  But he wanted to keep part of the oil money for his people.
[02:35:18.950 --> 02:35:24.811]  He was the man of the year, Time Magazine, really nice guy, compared to some of the extremists over there.
[02:35:25.332 --> 02:35:27.012]  And who did they say they were going to put in power?
[02:35:27.052 --> 02:35:27.892]  The Muslim Brotherhood.
[02:35:28.352 --> 02:35:31.193]  They staged attacks claiming Mossadegh had done it.
[02:35:33.214 --> 02:35:35.595]  Against the Muslim Brotherhood type extremists.
[02:35:35.615 --> 02:35:36.476]  They were really Shiites.
[02:35:37.016 --> 02:35:38.597]  So I guess Muslim Brotherhood is kind of a mixture.
[02:35:38.637 --> 02:35:42.279]  The point is... And then they double-crossed them and put the Shah in.
[02:35:43.797 --> 02:35:46.199]  And again, mass shootings are one of their favorites.
[02:35:47.520 --> 02:35:49.321]  To then blame it on who they want.
[02:35:49.822 --> 02:35:51.403]  And you've got all these White House memos.
[02:35:51.423 --> 02:35:55.686]  In fact, we're going to have them on the nightly news tonight, and then we'll air part of these reports tomorrow.
[02:35:55.706 --> 02:35:57.488]  A lot of work goes into all of this.
[02:35:57.888 --> 02:36:00.250]  Paul Watson's got a new article coming out very, very soon.
[02:36:00.630 --> 02:36:06.394]  The ATF's in trouble putting out videos to their own people saying, watch out, don't report on our crimes.
[02:36:07.155 --> 02:36:09.036]  All of this is happening right now.
[02:36:10.177 --> 02:36:12.379]  The UN Treaty is just a couple weeks away.
[02:36:13.079 --> 02:36:15.040]  They can sign it as early as early next week.
[02:36:16.221 --> 02:36:17.842]  And then magically this happens.
[02:36:18.623 --> 02:36:19.823]  Are there real mass shootings?
[02:36:19.863 --> 02:36:20.144]  Yes.
[02:36:20.264 --> 02:36:21.324]  Are there real crazies?
[02:36:21.384 --> 02:36:21.665]  Yes.
[02:36:22.365 --> 02:36:28.049]  But when you see something like this, notice it happened close to Columbine and Littleton.
[02:36:28.709 --> 02:36:30.730]  Total shadow government command base.
[02:36:31.211 --> 02:36:34.533]  Department of Defense funded programs going on.
[02:36:34.673 --> 02:36:36.954]  I've been in these neuroscience departments.
[02:36:37.415 --> 02:36:39.336]  You can't go in half the facility.
[02:36:40.638 --> 02:36:43.561]  Even though I might have accidentally got into one once.
[02:36:44.743 --> 02:36:47.526]  The point is, is that it's all about mind control.
[02:36:48.126 --> 02:36:49.928]  Because that's what control is all about.
[02:36:50.048 --> 02:36:51.670]  Mind war, is what they call it.
[02:36:52.151 --> 02:36:54.393]  Chris Emery, finishing up your points, continuing here.
[02:36:55.282 --> 02:36:56.382]  I'm going to do a wide shot of this.
[02:36:56.562 --> 02:36:58.483]  Just one of your shirts, Alex, is Defend Freedom.
[02:36:58.823 --> 02:37:01.263]  And that's you defend your freedom by finding out the truth.
[02:37:01.503 --> 02:37:07.145]  Whether it be your loved ones, or your neighbors, or people that are horrifically murdered in the case of this last week.
[02:37:07.765 --> 02:37:09.585]  We base our research on the facts.
[02:37:09.825 --> 02:37:18.427]  And like I said, I urge every one of the victims, family members, and survivors, and their close friends that have the wherewithal, that have the resources, to find out what happened last week.
[02:37:18.848 --> 02:37:22.668]  You deserve the truth, and you're not going to get it from the controllers from the federal government.
[02:37:22.989 --> 02:37:24.769]  I wish I could say it differently, but
[02:37:25.189 --> 02:37:29.493]  We've gone over literally dozens of cases, big and small, and it's consistent.
[02:37:29.633 --> 02:37:34.757]  They will lie to you and have no compunction about doing it.
[02:37:35.077 --> 02:37:39.661]  We just got the issue of Rolling Stone Magazine out of my PO Box this weekend.
[02:37:40.101 --> 02:37:44.385]  The Making of Dark Knight, two-page article on here, and it's called Nolan's Reboot.
[02:37:44.425 --> 02:37:46.827]  It's basically a review from director Christopher Nolan.
[02:37:46.887 --> 02:37:48.829]  Let me read this real quick, just a few sentences.
[02:37:49.449 --> 02:37:54.673]  Anyone who's tried telling stories after 9-11 noticed that the real world becomes horrifically fictional.
[02:37:55.133 --> 02:37:57.495]  So all of our fictions seem to aspire toward realism.
[02:37:57.935 --> 02:38:01.758]  In Nolan's films, Batman is a soldier and it echoes the whole war on terror.
[02:38:02.199 --> 02:38:04.740]  They're the best expression of Batman that's been done so far.
[02:38:05.201 --> 02:38:12.226]  This is a line between reality and fiction and it's becoming crystal clear that who's controlling and who's blurring that line.
[02:38:12.266 --> 02:38:14.448]  That's right, they're blurring it on purpose.
[02:38:14.588 --> 02:38:16.209]  They're blurring it on purpose.
[02:38:16.589 --> 02:38:18.431]  I've talked to high-level producers
[02:38:19.191 --> 02:38:20.493]  Chris Carter of X-Files.
[02:38:20.553 --> 02:38:21.754]  I've talked to his top people.
[02:38:22.034 --> 02:38:33.986]  The CIA came to them and said do an episode where a hijacked jet gets flown into the World Trade Center and the government's really behind it as a way to attack Afghanistan and they use a drill to make everybody stand down.
[02:38:34.346 --> 02:38:41.534]  What do you guys continue along that line of why they're trying to blur reality with fiction but then also what do you make of the drill at
[02:38:41.954 --> 02:38:49.708]  At the university being run, of a local movie theater being attacked, by a guy who uses smoke bombs as a distraction.
[02:38:50.632 --> 02:38:56.475]  Well, the whole Batman mythos is about legitimizing covert state operations.
[02:38:56.955 --> 02:39:15.065]  It's all about the forces of law and order that are unable to cope with this evil, and they must call upon this man in black to skirt the law and do things that aren't really approved of, but really society needs someone to be behind the scenes doing these covert operations.
[02:39:15.085 --> 02:39:17.366]  He has to use the NSA to spy on everyone!
[02:39:17.766 --> 02:39:19.548]  A product, maybe, of the Cold War.
[02:39:19.568 --> 02:39:26.215]  I need to do my homework on the origins of the Batman comics, but that's certainly what the mythos is being used for today.
[02:39:26.796 --> 02:39:31.100]  And we see, like, the tell-tale signs, the concurrent drills.
[02:39:31.280 --> 02:39:39.729]  One of the signs that something is fishy is if there's a concurrent intelligence, military, or police operation or drill
[02:39:40.149 --> 02:40:00.647]  That simulates the real thing and now we have a drill being run out of a medical department simulating a mass shooting in Colorado in a theater with bombs being thrown also almost to a tee and this was the only medical department in the country that was running this kind of drill and it was just down the road from the theater from where it took place.
[02:40:02.136 --> 02:40:08.463]  And again, Webster Tarpley's written synthetic terror of 300 and something page book, 400 page book, breaking this down.
[02:40:08.924 --> 02:40:13.389]  It's done so that other agencies, if they discover it, you just say it's part of the drill.
[02:40:13.769 --> 02:40:16.072]  It's also used to confuse NSA chatter.
[02:40:16.832 --> 02:40:17.033]  Yes.
[02:40:18.434 --> 02:40:20.615]  The concurrent operations have several different functions.
[02:40:20.775 --> 02:40:24.538]  One, to move assets in place, to cover their butts as they move assets in place.
[02:40:24.898 --> 02:40:26.379]  It's under the cover of this drill.
[02:40:26.739 --> 02:40:30.741]  And then afterwards, it also is part of the cover-up.
[02:40:31.021 --> 02:40:38.465]  Because the people involved in executing what they thought was a drill, only afterwards may or may not realize that it was actually part of the real thing.
[02:40:38.806 --> 02:40:42.608]  And now they're either complicit or they're kept in the dark about their true role.
[02:40:42.908 --> 02:40:46.290]  It also aids the cover-up, as in the case of Oklahoma City.
[02:40:46.730 --> 02:40:55.796]  After the bombing, a lot of the cops on the scene were being told by their superiors that the bombing was the result of a sting operation that went bad.
[02:40:56.036 --> 02:40:59.458]  Of course, this is not part of the official story, but this is what the cops were being told.
[02:40:59.478 --> 02:41:00.579]  This was a cover story.
[02:41:00.919 --> 02:41:07.323]  The sting operation was to move the assets in place, move the truck in place, get the explosives inside the building.
[02:41:07.883 --> 02:41:14.947]  And then afterwards, as part of the cover-up, well now you're going to interfere with justice if you blow the whistle on the sting operation.
[02:41:15.247 --> 02:41:17.469]  So it has a lot of different components, and it works.
[02:41:17.809 --> 02:41:19.170]  And that's what they use.
[02:41:19.230 --> 02:41:20.250]  They use what works.
[02:41:20.270 --> 02:41:22.331]  You see the same methodology... No, that's right.
[02:41:22.431 --> 02:41:24.112]  It's totally pathological.
[02:41:24.152 --> 02:41:25.013]  ...because it's effective.
[02:41:25.697 --> 02:41:26.618]  Now let's expand.
[02:41:26.658 --> 02:41:32.141]  We also have the FBI flyer that was put out about theaters being attacked.
[02:41:32.662 --> 02:41:43.129]  This was put out in June, that theaters were going to be attacked by Al-Qaeda there in the Colorado area, that there'd be mass shootings in them.
[02:41:43.669 --> 02:41:47.192]  They pulled the flyer once this shooting happened.
[02:41:47.232 --> 02:41:48.292]  They don't normally do that.
[02:41:48.613 --> 02:41:50.114]  Why don't they want us seeing that flyer?
[02:41:50.934 --> 02:41:59.298]  Well, if this was legit, Alex, they would actually be waving the flyer around and taking credit for warning the American people about this threat.
[02:42:00.019 --> 02:42:05.301]  The fact that they pulled that flyer, which I just learned from you, means that they have something to hide.
[02:42:05.802 --> 02:42:10.804]  And they don't want us knowing that they were warning, that they actually had this plan underway.
[02:42:11.084 --> 02:42:14.586]  Perhaps they were picking up chatter, and then it was covered up, I don't know.
[02:42:14.906 --> 02:42:18.268]  But the fact that they pulled that flyer means that there was something to hide, definitely.
[02:42:18.268 --> 02:42:22.010]  Now, I know we have a lot of new listeners tuning in every millisecond on AM and FM's across the country.
[02:42:22.510 --> 02:42:25.612]  Explain to people why you do a false flag.
[02:42:25.632 --> 02:42:40.161]  I mean, they never do these unless there's a key piece of legislation like an omnibus crime bill they couldn't pass, or assault weapons ban they can't pass, or a UN treaty where they're like two votes short in the Senate, and now there's all this pressure.
[02:42:40.481 --> 02:42:44.003]  Explain the motive for false flags, and then I want to get into mind control.
[02:42:45.194 --> 02:42:45.654]  Exactly.
[02:42:45.674 --> 02:42:59.262]  Well, the unfortunate consequence of people waking up to the truth is that when people start to resist an agenda and they can't get it passed by conventional political means, they will get desperate and they will shed blood.
[02:42:59.302 --> 02:43:00.323]  They have done this time
[02:43:00.843 --> 02:43:02.665]  And time again, they did it in Oklahoma City.
[02:43:02.705 --> 02:43:06.387]  The timing of the Oklahoma City bombing was two years after Waco.
[02:43:06.728 --> 02:43:09.990]  Waco, like you said, happened exactly because of Ruby Ridge.
[02:43:10.030 --> 02:43:25.182]  The criticism the ATF and federal law enforcement was facing over their unconstitutional abuses and infringement on individual rights and the atrocities they were committing, that was all washed away with Oklahoma City, which happened two years the day after Waco.
[02:43:25.202 --> 02:43:27.504]  And then we look at this attack, which happens a week before
[02:43:28.004 --> 02:43:41.632]  A controversial gun ban treaty is going to be voted upon at the same time that Fast and Furious has really taken the wind out of the sails of the gun control agenda.
[02:43:41.652 --> 02:43:44.014]  They needed something to push it over the top.
[02:43:44.074 --> 02:43:48.236]  Fast and Furious had really blown up in their face.
[02:43:48.256 --> 02:43:49.237]  There was a lot of blowback.
[02:43:49.717 --> 02:43:58.743]  And the unfortunate consequences of us waking up, of people waking up and fighting back, is that they get desperate, and they pull these aces out of their sleeves, and they shed blood.
[02:43:59.063 --> 02:44:06.108]  They want to be able to pose as heroes and have the moral authority, and they're the mommy and the daddy, we're the bad children.
