[00:00:00.348 --> 00:00:00.875]  You've got it!
[01:13:52.248 --> 01:13:55.229]  And this is the way that they sink your economy.
[01:13:55.229 --> 01:14:05.232]  When you look at it from that point of view, high-speed trains are a total failure and a way to lose your total control over your ability to spend your transportation dollars
[01:14:05.612 --> 01:14:09.413]  Because there's never going to be enough money for those high-speed trains.
[01:14:09.413 --> 01:14:12.874]  And this is a way to enforce regionalization.
[01:14:12.874 --> 01:14:15.955]  They are a building block for mega regions.
[01:14:15.955 --> 01:14:19.156]  And we have those right now in the United States.
[01:14:19.156 --> 01:14:25.118]  You've got your local regions within your states, and sometimes breaking the borders.
[01:14:25.118 --> 01:14:29.099]  And then you've got 11 mega regions in the United States.
[01:14:29.099 --> 01:14:31.800]  You thought you had 50 states, but no you don't.
[01:14:31.800 --> 01:14:34.001]  Now you have 11 mega regions
[01:14:34.601 --> 01:14:40.563]  And you can go to americatwentyfifty.org if you want to check that out.
[01:14:40.563 --> 01:14:42.203]  Yeah, the governments and the U.N.
[01:14:42.203 --> 01:14:45.664]  admit all this, and the New York Times comes out and says, yeah, the U.N.'
[01:14:45.644 --> 01:14:48.345]  's taken over, but you're bad because you don't want it.
[01:14:48.345 --> 01:14:50.405]  I have a map here based on U.N.
[01:14:50.405 --> 01:14:56.747]  documents that Congress presented, and it shows more than half the U.S.
[01:14:56.747 --> 01:14:57.767]  off limits.
[01:14:57.767 --> 01:14:59.687]  And people are like, they'll never do that.
[01:14:59.687 --> 01:15:00.308]  Where the U.N.
[01:15:00.308 --> 01:15:01.628]  has taken over third world countries,
[01:15:02.108 --> 01:15:11.331]  I've seen National Geographic where armed guards keep people out of the biospheres, and what it's really about is making the insider's property values go up.
[01:15:11.331 --> 01:15:15.052]  They shut off America being able to mine Utah clean-burning coal.
[01:15:15.052 --> 01:15:18.073]  That doubles the value of the Chinese coal overnight.
[01:15:18.073 --> 01:15:20.754]  They shut down our pipeline out of Canada for oil.
[01:15:20.754 --> 01:15:27.936]  Now Warren Buffett doubles his money, Bloomberg reported overnight, shipping it by train to the West Coast to ships to go to China.
[01:15:27.936 --> 01:15:30.997]  Also, sustainable development is selectively enforced.
[01:15:32.579 --> 01:15:33.080]  Incredible.
[01:15:33.080 --> 01:15:34.140]  Stay there.
[01:15:34.140 --> 01:15:37.522]  Ladies and gentlemen, it is so mind-blowing.
[01:15:37.522 --> 01:15:38.943]  And I've seen the UN meetings.
[01:15:38.943 --> 01:15:39.943]  I've been to them.
[01:15:39.943 --> 01:15:42.685]  It's all public how they're going to pulverize our roads.
[01:15:42.685 --> 01:15:44.546]  They're already cutting off the funding.
[01:15:44.546 --> 01:15:49.609]  You can only then get on the big roads that they've built with huge toll roads on it.
[01:15:49.609 --> 01:15:53.611]  It is so nightmarish and it has nothing to do with the environment.
[01:15:53.611 --> 01:15:57.913]  We're going to come back and break down this takeover with our guest Rosa Corey.
[01:15:57.913 --> 01:15:58.374]  Stay with us.
[01:16:00.558 --> 01:16:05.100]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:16:05.100 --> 01:16:06.021]  Number one.
[01:16:06.021 --> 01:16:09.442]  New climate legislation could easily double or triple your electric bill.
[01:16:09.442 --> 01:16:10.303]  Number two.
[01:16:10.303 --> 01:16:15.205]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:16:15.205 --> 01:16:15.946]  It's true.
[01:16:15.946 --> 01:16:20.488]  Total government control of electricity in the name of smart grid technology is coming.
[01:16:20.808 --> 01:16:21.628]  Number 3.
[01:16:21.628 --> 01:16:25.229]  In some areas of the country, the power grid is dangerously overloaded.
[01:16:25.229 --> 01:16:29.130]  And now, new socialist legislation is only compounding the problem.
[01:16:29.130 --> 01:16:29.930]  Number 4.
[01:16:29.930 --> 01:16:32.691]  Dangerous weather is always a threat to local grids.
[01:16:32.691 --> 01:16:36.372]  Every year, thousands of families lose their power from weather-related outages.
[01:16:36.372 --> 01:16:37.172]  Number 5.
[01:16:37.172 --> 01:16:41.313]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:16:41.313 --> 01:16:46.074]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:16:46.354 --> 01:16:50.516]  You can get more information at www.mysolarbackup.com.
[01:16:50.516 --> 01:16:52.317]  That's mysolarbackup.com.
[01:16:52.317 --> 01:16:54.559]  Remember, the government doesn't own the sun.
[01:16:54.559 --> 01:16:56.920]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:17:01.431 --> 01:17:03.152]  Hi folks, this is Alex Jones.
[01:17:03.152 --> 01:17:08.454]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:17:08.454 --> 01:17:09.994]  Saving means to make money.
[01:17:09.994 --> 01:17:18.758]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:17:19.518 --> 01:17:27.040]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:17:27.040 --> 01:17:35.042]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:17:35.042 --> 01:17:40.264]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:17:40.264 --> 01:17:42.444]  Getting a free catalog is easy by calling 800-340-7091.
[01:17:45.225 --> 01:17:48.431]  Or see Calvin on the web at FiveStarSoap.com.
[01:17:48.431 --> 01:17:50.816]  Take charge of your health now by calling 800-340-7091.
[01:17:50.816 --> 01:17:52.940]  Or see Calvin on the web at FiveStarSoap.com.
[01:18:00.290 --> 01:18:03.212]  I've been telling you about eFoods Direct for a while now.
[01:18:03.212 --> 01:18:06.894]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[01:18:06.894 --> 01:18:07.415]  Number 10.
[01:18:07.415 --> 01:18:09.956]  The food I get from eFoods Direct tastes great.
[01:18:09.956 --> 01:18:10.717]  Number 9.
[01:18:10.717 --> 01:18:12.538]  The eFoods meals are easy to prepare.
[01:18:12.538 --> 01:18:16.481]  8. eFoods Direct delivers the food right to my front door.
[01:18:16.481 --> 01:18:16.781]  7.
[01:18:16.781 --> 01:18:19.443]  Most of these meals cost less than $2.
[01:18:19.443 --> 01:18:19.783]  6.
[01:18:19.783 --> 01:18:21.985]  With their large variety, I can eat it every day. 5.
[01:18:23.025 --> 01:18:26.209]  I always have access to high-quality and delicious food.
[01:18:26.209 --> 01:18:30.173]  Number four, eFoods products don't spoil, so I never waste any food.
[01:18:30.173 --> 01:18:33.577]  Three, eFoods uses only safe, healthy ingredients.
[01:18:33.577 --> 01:18:37.881]  Number two, I have my own food supply and don't depend on the grocery store.
[01:18:37.881 --> 01:18:43.728]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[01:18:44.088 --> 01:18:45.029]  Folks, don't wait.
[01:18:45.029 --> 01:18:46.291]  Get prepared now.
[01:18:46.291 --> 01:18:48.253]  We all need to be self-sufficient.
[01:18:48.253 --> 01:18:50.835]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[01:18:50.835 --> 01:18:53.358]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:19:00.922 --> 01:19:02.643]  Hi folks, this is Alex Jones.
[01:19:02.643 --> 01:19:07.948]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:19:07.948 --> 01:19:09.489]  Saving means to make money.
[01:19:09.489 --> 01:19:18.277]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:19:18.997 --> 01:19:26.542]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:19:26.542 --> 01:19:34.547]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:19:34.547 --> 01:19:39.770]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:19:39.770 --> 01:19:41.931]  Getting a free catalog is easy by calling 800-340-7091.
[01:19:44.713 --> 01:19:47.915]  Or see Calvin on the web at 5starsoap.com.
[01:19:47.915 --> 01:19:50.918]  Take charge of your health now by calling 800-340-7091.
[01:19:50.918 --> 01:20:01.605]  Or see Calvin on the web at 5starsoap.com.
[01:20:01.605 --> 01:20:03.126]  Coast to Coast.
[01:20:03.126 --> 01:20:05.188]  Direct from Austin.
[01:20:05.188 --> 01:20:08.390]  You're listening to the Alex Jones Broadcasting Network.
[01:20:22.096 --> 01:20:23.857]  Okay, we're going back to our guest.
[01:20:23.857 --> 01:20:32.723]  We're giving you an in-depth report on Agenda 21, sustainability, smart growth, all of it.
[01:20:32.723 --> 01:20:40.368]  Now, remember, I've noticed, I've seen all over the country, there's Democrats against smart growth, Democrats against Agenda 21.
[01:20:40.368 --> 01:20:42.970]  The liberals are waking up to this right now.
[01:20:42.970 --> 01:20:45.552]  Because, especially in California, it is tyranny.
[01:20:46.400 --> 01:21:07.426]  Here in Austin, under Save Our Springs, they'd take 15,000 acres of ranchers' property, give them 5 cents on the dollar or less, make them sell it, eminent domain, that's what she's an expert in, and then they'd turn around and sell it off to the former mayor's buddies and they'd build luxury million-dollar homes on it and shopping malls and spas and hotels.
[01:21:07.426 --> 01:21:08.567]  And they'd just laugh about it.
[01:21:09.227 --> 01:21:12.292]  I mean, so again, stuff's going to get developed.
[01:21:12.292 --> 01:21:14.376]  This is not about the environment.
[01:21:14.376 --> 01:21:22.188]  It's about insiders controlling everything you can do and artificially not letting you have your own well water.
[01:21:22.188 --> 01:21:23.070]  That's already starting.
[01:21:23.993 --> 01:21:41.597]  Rosa Corey, continue how this is already affecting people, how it targets the rural to force us into the compact cities, how it's already, and again, get back into how they control the zoning boards, because it's all on record, and it's global standardization, continuity of agenda worldwide.
[01:21:41.597 --> 01:21:43.097]  This is New World Order.
[01:21:43.097 --> 01:21:49.459]  I showed AFP, Associated Press, where the UN admits global government, global tax through this.
[01:21:49.459 --> 01:21:49.799]  Go ahead.
[01:21:51.087 --> 01:21:52.749]  Yeah, well that's saying a lot.
[01:21:52.749 --> 01:21:59.655]  You know, I just want to go back to what you just said about the fact is this is not a left-right issue.
[01:21:59.655 --> 01:22:02.498]  It's not a liberal conservative issue.
[01:22:02.498 --> 01:22:04.039]  It's an American issue.
[01:22:04.039 --> 01:22:05.761]  I happen to be a liberal Democrat.
[01:22:05.761 --> 01:22:11.707]  There are many people who are waking up to this who are liberal and we have a group.
[01:22:11.707 --> 01:22:14.309]  It's DemocratsAgainstUNagenda21.com.
[01:22:16.829 --> 01:22:25.677]  You know, when we talk about sustainability, first of all, sustainable development is United Nations Agenda 21, so you've heard that term.
[01:22:25.677 --> 01:22:33.964]  But what is unsustainable, according to the United Nations, and according to your government as well, the American government?
[01:22:33.964 --> 01:22:45.013]  Single-family homes, private vehicles, appliances, meat-eating, dams, of course, golf courses,
[01:22:45.723 --> 01:22:50.696]  And many, many other things were identified as being unsustainable.
[01:22:51.545 --> 01:22:57.790]  And so you want to say to yourself, well, what kind of impact is this going to have on my quality of life?
[01:22:57.790 --> 01:23:02.194]  And I tell you, it's having an incredible impact on your life right now.
[01:23:02.194 --> 01:23:19.109]  Because as I was saying earlier, the President's Council on Sustainable Development paid the American Planning Association to come up with a guide that is now in every single planning department and every single university and college in the entire United States.
[01:23:19.549 --> 01:23:29.119]  And it's called Growing Smart, a legislative guidebook with model statutes for planning and the management of change.
[01:23:29.119 --> 01:23:31.962]  And just think about that, you know... The U.N.
[01:23:31.962 --> 01:23:36.806]  and Ken Lay who wrote all this will control everything and can selectively enforce it.
[01:23:36.806 --> 01:23:40.530]  This is conquering our country by bureaucratic evil.
[01:23:40.530 --> 01:23:41.111]  I'm sorry, go ahead.
[01:23:41.897 --> 01:23:42.458]  It's true.
[01:23:42.458 --> 01:23:48.083]  Well, you know, you referred to Ken Lay, and he's supposedly dead, but I kind of don't believe that.
[01:23:48.083 --> 01:23:50.706]  But, you know, this was captains of industry.
[01:23:50.706 --> 01:23:53.369]  It's a corporatocracy, is what it is.
[01:23:53.369 --> 01:24:01.557]  Public-private partnerships are your government combined with corporations combined with non-profit groups.
[01:24:03.279 --> 01:24:09.747]  And they pick the winners and losers.
[01:24:09.747 --> 01:24:13.132]  It's this inside crony capitalist model.
[01:24:13.132 --> 01:24:17.518]  That's why Mitt Romney and all the major Republicans absolutely worship this.
[01:24:18.561 --> 01:24:34.985]  Yeah, well you know you're not going to have, there's no silver bullet for this, you're not going to be getting, I shouldn't say you would never get a politician who would fight this for you, but you know it's up to all of us to make bad politicians do the right thing.
[01:24:34.985 --> 01:24:40.727]  And so I really want to encourage people not to be panicked or paralyzed by this.
[01:24:41.147 --> 01:24:43.509]  We need to take power and we are doing it.
[01:24:43.509 --> 01:24:48.333]  I'm glad to hear that you're the headquarters of the resistance because I thought I was.
[01:24:48.333 --> 01:24:51.615]  But we are being, you know, this is the resistance.
[01:24:51.615 --> 01:24:54.538]  Don't be a good German and go along to get along.
[01:24:54.538 --> 01:24:56.359]  These are land use plans.
[01:24:56.359 --> 01:25:00.923]  They're designed to get you out of the rural areas and into the center of your city.
[01:25:01.523 --> 01:25:09.687]  And every single one of these plans is called, it's called Vision Your Town or Your Town 2050 or 2035.
[01:25:09.687 --> 01:25:17.171]  And they're going to call you to come on down and give your opinion of this great new plan for your town.
[01:25:17.171 --> 01:25:30.758]  And what they're going to do when you get there is Delphi You, which is a Rand Corporation mind control technique that is now being used on you by your government in almost every government meeting that you'll be going to.
[01:25:31.744 --> 01:25:36.831]  You know, you've never seen so many people's opinions being solicited by your government before.
[01:25:36.831 --> 01:25:41.036]  And the fact is that it's just the illusion of asking for your opinion.
[01:25:41.036 --> 01:25:44.200]  This is a, it's a window dressing.
[01:25:44.200 --> 01:25:46.824]  You are merely window dressing for these plans.
[01:25:46.824 --> 01:25:48.366]  These plans are pre-designed.
[01:25:48.686 --> 01:25:49.907]  Pre-approved.
[01:26:07.754 --> 01:26:19.564]  As for us being the center of the resistance and wide-spectrum resistance to the New World Order, but everyone out there, if you're listening to my voice, you are the center of the resistance against this global corporatocracy.
[01:26:19.564 --> 01:26:26.970]  But I agree with you, the work you're doing is some of the most piercing and focused when it comes to their key blueprint, Agenda 21.
[01:26:26.970 --> 01:26:34.276]  Now, continuing though, how they're standardizing it, how they're coming in, because we were talking off-air about how scared the system is.
[01:26:34.776 --> 01:26:42.182]  And how they're now putting out manuals to cities to how to counter, how to laugh at you, how to act like you're crazy.
[01:26:42.182 --> 01:26:47.245]  The New York Times is coming out, freaking out, saying, there's people everywhere fighting us.
[01:26:47.245 --> 01:26:48.706]  Our agenda's in trouble.
[01:26:48.706 --> 01:26:51.488]  And of course, the next day they had an article about getting rid of the Constitution.
[01:26:51.488 --> 01:26:54.651]  They're showing themselves to be foreign globalist corporate traitors.
[01:26:55.711 --> 01:27:10.499]  That's exactly right, and you know, you'll see this propaganda, it's containment, and the reason that they've got it out there, they're really bringing out their guns now, is that, well not quite, but they will, but this is all about controlling us.
[01:27:10.499 --> 01:27:21.305]  They're what, you know, it's a totalitarian state that's being developed right now, and so acquiring information about you, the American Planning Association is out there right now giving
[01:27:21.425 --> 01:27:29.948]  seminars on how to control and manage the people who, like us, who show up at their meetings and say, hey, we don't want to be Delphi.
[01:27:29.948 --> 01:27:31.529]  We don't want your plan.
[01:27:31.529 --> 01:27:34.650]  Take your dog and pony show and get out of our town.
[01:27:34.650 --> 01:27:38.951]  And I want you to know we're doing this all over the United States.
[01:27:38.951 --> 01:27:43.993]  People are standing up and saying, no, we will not accept regional plans.
[01:27:43.993 --> 01:27:49.555]  We will not accept dissolution and destruction of our form of government, which is
[01:27:50.135 --> 01:27:51.196]  We're good to go.
[01:28:08.221 --> 01:28:13.426]  One of the regions, we've got one in Northern California, one of the mega regions.
[01:28:13.426 --> 01:28:15.728]  It includes, you know, parts of Canada.
[01:28:15.728 --> 01:28:19.932]  You've got the Southern California mega region, includes part of Mexico.
[01:28:19.932 --> 01:28:29.200]  You have these 11 mega regions across the United States that are effectively destroying your ability to have any impact at all on your government.
[01:28:29.200 --> 01:28:32.143]  And this is not what we want as Americans.
[01:28:32.503 --> 01:28:35.005]  They will want you to go along to get along.
[01:28:35.005 --> 01:28:35.846]  All right, stay there.
[01:28:35.846 --> 01:28:36.386]  Incredible.
[01:28:36.386 --> 01:28:40.730]  Let's come back with solutions and more and break down how it's going to affect us in the future.
[01:28:40.730 --> 01:28:42.151]  You think it's bad now.
[01:28:42.151 --> 01:28:43.352]  You ain't seen nothing yet.
[01:28:43.352 --> 01:28:47.255]  I'm going to play you what they're showing schoolchildren right now in the U.S.
[01:28:47.255 --> 01:28:53.360]  and England, where they show them that every facet of your life is going to be controlled.
[01:28:53.360 --> 01:28:56.002]  It is unbelievable criminality.
[01:28:56.002 --> 01:28:56.503]  Stay with us.
[01:29:00.788 --> 01:29:08.012]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[01:29:08.012 --> 01:29:25.903]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:29:25.903 --> 01:29:30.005]  I then searched out the best vitamin and mineral company out there.
[01:29:30.285 --> 01:29:32.066]  And discovered Young-Jevity.
[01:29:32.066 --> 01:29:40.212]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[01:29:40.212 --> 01:29:46.536]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[01:29:46.536 --> 01:29:47.817]  Check it out for yourself.
[01:29:47.817 --> 01:29:48.697]  It's incredible.
[01:29:48.697 --> 01:29:57.904]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:29:57.904 --> 01:30:00.045]  That's Infowarsteam.com.
[01:30:00.605 --> 01:30:01.906]  Hi, this is Alex Jones.
[01:30:01.906 --> 01:30:07.510]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:30:07.510 --> 01:30:12.514]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:30:12.514 --> 01:30:17.558]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:30:18.098 --> 01:30:23.319]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:30:23.319 --> 01:30:30.421]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[01:30:30.421 --> 01:30:31.541]  And here's the best part.
[01:30:31.541 --> 01:30:37.903]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[01:30:38.223 --> 01:30:41.426]  So visit them today at survivalseedbank.com.
[01:30:41.426 --> 01:30:43.647]  That's survivalseedbank.com.
[01:30:43.647 --> 01:30:44.588]  Or give them a call at 877-327-0365.
[01:30:44.588 --> 01:30:44.988]  That's 877-327-0365.
[01:30:44.988 --> 01:30:48.231]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:30:48.231 --> 01:30:49.952]  This is Alex Jones for survivalseedbank.com.
[01:31:01.189 --> 01:31:16.653]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:31:16.653 --> 01:31:20.334]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:31:21.368 --> 01:31:34.120]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:31:34.120 --> 01:31:41.387]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:31:42.068 --> 01:31:52.452]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.silverlungs.com to learn more about how the Silver Lungs System works.
[01:31:52.452 --> 01:31:56.374]  As well, we are always ready to answer any questions you may have.
[01:31:56.374 --> 01:31:59.475]  That's www.silverlungs.com.
[01:32:00.444 --> 01:32:03.345]  I've been telling you about eFoods Direct for a while now.
[01:32:03.345 --> 01:32:07.046]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[01:32:07.046 --> 01:32:07.567]  Number 10.
[01:32:07.567 --> 01:32:10.107]  The food I get from eFoods Direct tastes great.
[01:32:10.107 --> 01:32:10.868]  Number 9.
[01:32:10.868 --> 01:32:12.668]  The eFoods meals are easy to prepare.
[01:32:12.668 --> 01:32:16.610]  8. eFoods Direct delivers the food right to my front door.
[01:32:16.610 --> 01:32:16.910]  7.
[01:32:16.910 --> 01:32:18.871]  Most of these meals cost less than $2.
[01:32:18.871 --> 01:32:19.931]  6.
[01:32:19.931 --> 01:32:22.112]  With their large variety, I can eat it every day. 5.
[01:32:23.172 --> 01:32:26.333]  I always have access to high quality and delicious food.
[01:32:26.333 --> 01:32:30.314]  Number four, eFoods products don't spoil, so I never waste any food.
[01:32:30.314 --> 01:32:33.695]  Three, eFoods uses only safe, healthy ingredients.
[01:32:33.695 --> 01:32:38.016]  Number two, I have my own food supply and don't depend on the grocery store.
[01:32:38.016 --> 01:32:43.878]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[01:32:44.238 --> 01:32:45.179]  Folks, don't wait.
[01:32:45.179 --> 01:32:46.420]  Get prepared now.
[01:32:46.420 --> 01:32:48.402]  We all need to be self-sufficient.
[01:32:48.402 --> 01:32:53.486]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[01:32:53.486 --> 01:33:01.654]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:33:01.654 --> 01:33:03.195]  Coast to Coast.
[01:33:03.195 --> 01:33:05.237]  Direct from Austin.
[01:33:05.237 --> 01:33:08.440]  You're listening to the Alex Jones Broadcasting Network.
[01:33:19.415 --> 01:33:26.220]  On screen we have a map showing, according to the UN documents, over half the U.S.
[01:33:26.220 --> 01:33:28.221]  off-limits to humans.
[01:33:28.221 --> 01:33:30.823]  This is what they want by 2020.
[01:33:30.823 --> 01:33:32.504]  This map is from what, 1993?
[01:33:46.926 --> 01:33:48.067]  And they are freaking out.
[01:33:48.067 --> 01:33:53.053]  Of course foreign megacorporations don't want your county and city and state having the authority.
[01:33:53.053 --> 01:33:54.335]  Or even your own federal government.
[01:33:54.335 --> 01:33:56.317]  So they've taken over your nation.
[01:33:56.317 --> 01:33:58.199]  Look what's happening in Europe now.
[01:33:58.199 --> 01:34:02.224]  Even Time Magazine says they've been captured and conquered by Goldman Sachs.
[01:34:02.224 --> 01:34:04.126]  Through fraud!
[01:34:04.126 --> 01:34:06.489]  Instead of going to jail like Bernie Madoff, they take over the world.
[01:34:08.055 --> 01:34:14.285]  And we're going to have Rosa Corey who's with us for the rest of the hour, but this is a shorter show and has a different clock on the Sunday.
[01:34:14.285 --> 01:34:19.933]  She's going to be back Thursday for an hour and a half to go over even more of this, but I just want to back up everything she's saying.
[01:34:21.687 --> 01:34:29.872]  In Australia and in the US, I've seen video games they have in public school, even ABC News covered this, where little animals die.
[01:34:29.872 --> 01:34:33.495]  Bunny rabbits die and get their heads chopped off if you breathe.
[01:34:33.495 --> 01:34:39.559]  Carbon hurts them, and so the little kids cry and learn to hate themselves and learn how great suicide is.
[01:34:39.559 --> 01:34:40.879]  I'm not kidding.
[01:34:40.879 --> 01:34:43.421]  But they also show school children in England.
[01:34:43.421 --> 01:34:44.702]  They have similar videos here.
[01:34:44.702 --> 01:34:47.524]  Well, you saw the video last year where, are you going to cut your carbon footprint?
[01:34:47.524 --> 01:34:50.325]  And the kids say no, so they blow the kids up in the class.
[01:34:50.325 --> 01:34:50.766]  Remember that?
[01:34:51.710 --> 01:34:57.435]  If you didn't see it, just type in, uh, green ads show kids exploding.
[01:34:57.435 --> 01:34:59.497]  It's all an anti-human agenda.
[01:34:59.497 --> 01:35:06.623]  But here's one of more than 10 videos they show children, and you think it's a joke, but this is everything sustainable development does.
[01:35:06.623 --> 01:35:09.366]  This is not a joke made to make them look bad.
[01:35:09.366 --> 01:35:15.411]  This is a video made by London Guardian in association with the British government for sustainability.
[01:35:15.411 --> 01:35:15.772]  Here it is.
[01:35:18.427 --> 01:35:19.327]  Oh, hi!
[01:35:19.327 --> 01:35:21.188]  I'm so glad you're on time.
[01:35:21.188 --> 01:35:22.869]  I'm Vee.
[01:35:22.869 --> 01:35:25.511]  I'm looking forward to showing you around Plandopolis today.
[01:35:25.511 --> 01:35:28.712]  My husband works from home.
[01:35:28.712 --> 01:35:32.895]  He's a virtual engineer working in one of the city's desalination plants.
[01:35:32.895 --> 01:35:35.316]  He controls the robots who do all the important maintenance.
[01:35:35.316 --> 01:35:38.458]  I think he basically plays computer games for a living.
[01:35:40.859 --> 01:35:41.500]  You ready to go?
[01:35:41.500 --> 01:35:44.943]  Have you got your calorie card open on your smartphone?
[01:35:44.943 --> 01:35:47.506]  I registered your visit with Slick Travel Corp.
[01:35:47.506 --> 01:35:50.869]  the other day, so they've allotted you a journey time to match mine.
[01:35:50.869 --> 01:35:53.812]  It makes so much sense, doesn't it?
[01:35:53.812 --> 01:35:56.755]  Switch off brain and go to work.
[01:35:56.755 --> 01:36:00.218]  With this many people around, I'm glad there's a mega-computer in charge.
[01:36:01.778 --> 01:36:03.019]  We're so lucky.
[01:36:03.019 --> 01:36:06.821]  Our kids were allocated a school quite near my practice so I can drop them off on the way.
[01:36:06.821 --> 01:36:08.983]  It saves on our calorie ration.
[01:36:08.983 --> 01:36:12.245]  Well, it won't be long until the little darlings get their career announcements.
[01:36:12.245 --> 01:36:15.767]  They've been working so hard, so I'm sure they'll get something good.
[01:36:15.767 --> 01:36:20.611]  Not that there's anything wrong with fixing carbon scrubbers for a living or anything.
[01:36:20.611 --> 01:36:22.332]  Are you hungry?
[01:36:22.332 --> 01:36:25.194]  Let's pop to the market as we're past.
[01:36:25.194 --> 01:36:28.396]  Right, what's on the menu this month?
[01:36:28.396 --> 01:36:29.757]  No, not meat.
[01:36:29.757 --> 01:36:30.858]  It's not your birthday.
[01:36:32.031 --> 01:36:36.892]  The Global Food Council are doing a really good job of keeping food production going.
[01:36:36.892 --> 01:36:39.633]  Alright, let's stop right there because our guest is here.
[01:36:39.633 --> 01:36:43.593]  There are 20 or 30, I haven't counted, of these videos.
[01:36:43.593 --> 01:36:49.595]  And the families aren't allowed to live in single-parent homes, no meats allowed, you're not allowed to have a car.
[01:36:49.595 --> 01:36:55.336]  And this is all officially what the UN and our own government says they're setting up.
[01:36:56.121 --> 01:37:00.183]  You have to understand, people see these videos and they think this is a joke.
[01:37:00.183 --> 01:37:02.124]  No, this is what they're showing kids.
[01:37:02.124 --> 01:37:05.865]  See, you're an adult and have formed your own opinions back when we were more free.
[01:37:05.865 --> 01:37:09.467]  For a child, they just watch this and think, well, that's normal.
[01:37:09.467 --> 01:37:12.108]  Just like kids growing up under Hitler thought it was normal.
[01:37:12.108 --> 01:37:15.289]  Or kids under the Aztecs thought cutting people's hearts out was normal.
[01:37:15.289 --> 01:37:25.334]  Going back to our guests, please continue, Rosa, Cory, author and researcher exposing Agenda 21, this total revolution against humanity by the bureaucratic tyrant eugenics class.
[01:37:26.787 --> 01:37:27.888]  You said it.
[01:37:27.888 --> 01:37:29.449]  Well, you know what?
[01:37:29.449 --> 01:37:33.151]  The truth is the environmental movement has been hijacked.
[01:37:33.151 --> 01:37:38.635]  And you're seeing this in your schools, for instance, with outcome-based education.
[01:37:38.635 --> 01:37:41.917]  You'll see asset-based community development.
[01:37:41.917 --> 01:37:43.318]  That's coming your way.
