[00:00:06.513 --> 00:00:06.696]  All right.
[01:10:33.691 --> 01:10:33.972]  Yeah.
[01:10:34.292 --> 01:10:43.738]  Well, you know, I watched the movie when I was a kid, and, you know, I'm a big Al Pacino fan, and I remember the movie a lot.
[01:10:43.758 --> 01:10:47.841]  I remember when I first went to New York, we were kind of talking to people and saying, who do you think you are, Serpico?
[01:10:47.861 --> 01:10:48.742]  You know, this kind of stuff.
[01:10:49.002 --> 01:10:54.105]  But the bottom line is, is that, you know, my brother-in-law's were good men, and they were good cops.
[01:10:54.325 --> 01:10:59.689]  And, you know, we have so many military men and women that come to Megadeth shows, and, you know, they go like,
[01:11:00.029 --> 01:11:03.372]  Holy Wars, oh man, hey, we know we got Vic painted on our tank.
[01:11:03.412 --> 01:11:13.820]  I got pictures of stealth bombers and stuff like that with our logo on the front or Vic, you know, the one particular one shows him in a conductor's outfit and the plane's called Symphony of Destruction.
[01:11:14.260 --> 01:11:25.449]  To me, that's very flattering because when I was a kid, we had, I think it was the Korean War was happening when I was 18 and I put my card in for the Selective Service.
[01:11:25.549 --> 01:11:26.210]  I was ready to go.
[01:11:26.810 --> 01:11:28.331]  If they would have drafted me, I would have gone.
[01:11:28.492 --> 01:11:29.612]  I wasn't a draft dodger.
[01:11:30.333 --> 01:11:35.697]  So, you know, I grew up to really respect the men and women who go out and fight for us.
[01:11:36.438 --> 01:11:37.038]  Absolutely.
[01:11:37.098 --> 01:11:40.341]  Dave Mustaine, pretty powerful interview here today.
[01:11:40.361 --> 01:11:42.062]  I mean, there's so many points to cover.
[01:11:42.463 --> 01:11:44.605]  It's our choice, liberty or tyranny.
[01:11:45.165 --> 01:11:46.546]  What is the bottom line?
[01:11:46.566 --> 01:11:52.271]  If you have to crystallize who Dave Mustaine and Megadeth, Megadeth.com, everything you stand for, what is it?
[01:11:52.831 --> 01:11:58.314]  I'm a Christian man who loves his family, loves his country, and most importantly loves God.
[01:11:58.695 --> 01:12:00.476]  And I'm willing to fight for those things.
[01:12:01.296 --> 01:12:07.019]  And I'm willing to share those things with people that would like to know about it.
[01:12:07.040 --> 01:12:11.662]  I'm not willing to get into it with people who don't care about it.
[01:12:11.862 --> 01:12:14.744]  I'm not going to defend myself or explain myself.
[01:12:15.044 --> 01:12:15.605]  It is what it is.
[01:12:17.225 --> 01:12:17.825]  I agree with that.
[01:12:17.886 --> 01:12:20.387]  I found that debating is like pearls before swine.
[01:12:20.908 --> 01:12:22.088]  If people want to just... You know what?
[01:12:22.129 --> 01:12:23.389]  It's like, great, hey, you got your views.
[01:12:23.429 --> 01:12:24.510]  I'm not going to fight with you about it.
[01:12:24.630 --> 01:12:26.111]  Well, I got a pig analogy too.
[01:12:26.131 --> 01:12:27.933]  It's like teaching a pig how to sing.
[01:12:27.973 --> 01:12:29.654]  It'll never work and it annoys the pig.
[01:12:32.080 --> 01:12:33.040]  All right, Dave.
[01:12:33.080 --> 01:12:34.721]  What's coming up new with Megadeth?
[01:12:34.761 --> 01:12:36.161]  You're in demand all over the world.
[01:12:36.541 --> 01:12:38.922]  The new album, 13, has done really well.
[01:12:39.522 --> 01:12:41.043]  What's coming up new for Megadeth?
[01:12:41.583 --> 01:12:43.603]  Well, we're really excited about what's going on.
[01:12:44.023 --> 01:12:45.484]  We're getting ready to do a new record.
[01:12:45.544 --> 01:12:47.224]  We're leaving in a couple days for Asia.
[01:12:47.704 --> 01:12:51.005]  And we'll be coming back and continuing work on this new record.
[01:12:51.085 --> 01:12:55.887]  And we go to South America in September and come back home and continue to do work on the new record.
[01:12:55.927 --> 01:12:59.908]  We're looking for a new release the beginning of next spring, hopefully.
[01:13:01.068 --> 01:13:05.433]  And we're super super excited about what's going on for us.
[01:13:05.533 --> 01:13:11.700]  We've continued to congeal as a band with David Ellison coming back and he and Shawn Drover as our rhythm section.
[01:13:11.720 --> 01:13:18.948]  It's very important the bass player and the drummer are tight and David is such an excellent bassist and Shawn's such a great drummer.
[01:13:19.008 --> 01:13:21.311]  The two of them just needed to be familiar with one another and
[01:13:22.652 --> 01:13:30.759]  They spend time together all day long when we're on tour traveling and doing things, mostly seeking out Starbucks around the world.
[01:13:30.779 --> 01:13:35.323]  But, you know, I'm excited about the music that we're going to be writing.
[01:13:35.503 --> 01:13:38.065]  We just changed agencies.
[01:13:38.125 --> 01:13:43.450]  We're with the prestigious CAA agency in Beverly Hills.
[01:13:43.690 --> 01:13:46.853]  We're going to be going to sign a new contract.
[01:13:47.694 --> 01:13:49.735]  For our recording career.
[01:13:50.396 --> 01:13:51.717]  Our contract with Roadrunners up.
[01:13:51.777 --> 01:14:01.605]  We haven't really notified anybody what our decision is and as soon as we do you'll be one of the first people we tell about because you know we're still kind of deciding.
[01:14:02.185 --> 01:14:12.994]  But for the most part we're getting ready to record this next record and I'm sure it's going to be chock full of all kinds of subject matter that our class of 2008 has given us.
[01:14:15.576 --> 01:14:19.179]  In closing, I think it's safe to say that you're not going to be intimidated.
[01:14:19.199 --> 01:14:20.360]  You're going to say what you believe.
[01:14:20.380 --> 01:14:22.181]  You're going to stand for liberty.
[01:14:22.241 --> 01:14:24.383]  And success is the greatest revenge.
[01:14:24.443 --> 01:14:26.845]  Living well is the greatest revenge, as the French say.
[01:14:27.305 --> 01:14:31.849]  But going back here, Megadeth's always been hot as a pistol for 20-plus years.
[01:14:32.329 --> 01:14:37.052]  But am I wrong in saying, this is what I hear on radio and see out there, that it's even getting hotter?
[01:14:37.413 --> 01:14:39.034]  Or that it's what you'd call a re-assurgence?
[01:14:39.074 --> 01:14:39.995]  Are you seeing that happen?
[01:14:40.975 --> 01:14:44.478]  You mean as far as people showing up, popularity with the music?
[01:14:44.699 --> 01:14:48.622]  All I know is I just see and hear more of a Megadeth buzz than I heard five years ago.
[01:14:48.682 --> 01:15:00.912]  Well, I think that when, if you look at the cycle, music is cyclical and heavy metal in general is more popular when times are tough, which is a terrible dynamic.
[01:15:00.952 --> 01:15:06.297]  If you look at the paradigm, heavy metal music should not be successful when people are struggling.
[01:15:07.217 --> 01:15:24.269]  But that's one of the things that, you know, they don't want to hear a bunch of, you know, vapid, anorexic, alternative, you know, androgynous guys that are singing about love and flowers and, you know, these kind of, like, ecstasy trips and stuff, you know.
[01:15:24.309 --> 01:15:26.030]  They want to know what's going on.
[01:15:26.150 --> 01:15:28.111]  They want to know what's happening in their world.
[01:15:28.211 --> 01:15:34.996]  And they want to have people they can look to who are rugged individuals who don't look like they could very easily be your sister.
[01:15:36.057 --> 01:15:36.837]  No, I agree.
[01:15:36.897 --> 01:15:37.938]  When fans thank me,
[01:15:53.709 --> 01:15:55.150]  I'm like, no, no, no, you don't get it.
[01:15:55.210 --> 01:15:56.571]  I wouldn't be here if it wasn't you.
[01:15:56.631 --> 01:16:05.618]  Yeah, like I just was talking with one of the directors for World Vision, which is a Christian organization that helps the poor.
[01:16:06.339 --> 01:16:12.923]  And because of our fans, we've been financially successful so that, you know, me being obedient as a Christian, I tithe.
[01:16:13.224 --> 01:16:18.768]  And for the last two years, we were capable of tithing an amount that provided
[01:16:19.128 --> 01:16:24.074]  Brand new clean water wells in Africa for villages that had no water.
[01:16:24.554 --> 01:16:32.403]  So we saw the villages prior to the wells and the kids had to drink water out of these filthy wells that animals drank out of and defecated in.
[01:16:32.483 --> 01:16:33.364]  That's what makes them sick.
[01:16:33.624 --> 01:16:33.905]  Right.
[01:16:34.165 --> 01:16:38.470]  And now they're drinking clean water and you see them after they're done they go...
[01:16:39.827 --> 01:16:50.570]  ...and smile and I started getting tears in my eyes watching them to hear the mothers say that the children couldn't bathe before because they had to decide... Well Dave, you reap what you sow.
[01:16:50.650 --> 01:17:02.913]  I don't think there's any other rock bands out there, I don't mean to be mean, but the head of YouTube got caught, Bono, he got caught giving less than 1% to charity while he's pushing UN and global government.
[01:17:03.753 --> 01:17:11.759]  And I can't imagine raising millions of dollars and not actually, but you, there you are, you're really actually giving right out of what you raised to build water wells.
[01:17:11.979 --> 01:17:12.339]  Yeah.
[01:17:12.459 --> 01:17:14.520]  I mean, you don't like to toot your horn, but that's a good thing.
[01:17:14.861 --> 01:17:26.568]  Well, I think the cool thing about it was, at the end of the day, you know, you see that the 200 villagers in each village that received the wells, approximately 200 people per village, not only did they get healthy,
[01:17:27.569 --> 01:17:47.735]  They also were able to get their livestock healthy, they were able to plant gardens, and one of the success stories was one of the first gardens, they took their 10% of their harvest and gave it to another poor village, and they sell their vegetables now, and they sell the extra water that they have.
[01:17:47.935 --> 01:17:56.120]  The flow of the water is stronger than what they can consume or irrigate their gardens with, so they sell the overflow to the other villages.
[01:17:56.201 --> 01:17:57.201]  This has happened twice.
[01:17:57.902 --> 01:18:07.648]  And we plan on sticking with World Vision, and I tweeted about this to our fans and just said, thank you so much for doing this, because it wouldn't have happened without the fans' support.
[01:18:07.688 --> 01:18:09.249]  We wouldn't have had the opportunity to do this.
[01:18:09.269 --> 01:18:09.870]  But wait a minute.
[01:18:09.970 --> 01:18:13.912]  You didn't raise that money off working hard to help build water wells.
[01:18:13.972 --> 01:18:14.793]  The government did it.
[01:18:15.253 --> 01:18:17.255]  And I didn't build this business.
[01:18:18.015 --> 01:18:19.376]  Dave, you didn't learn how to play guitar.
[01:18:19.576 --> 01:18:19.696]  Mm-mm.
[01:18:19.736 --> 01:18:21.236]  Obama taught me how to play guitar.
[01:18:21.276 --> 01:18:25.078]  You didn't ride around all those buses and, you know, all that hard work, long way to the top.
[01:18:25.158 --> 01:18:25.318]  Mm-mm.
[01:18:25.338 --> 01:18:28.259]  You want to rock and roll, it's a long way to the top, unless government does it.
[01:18:28.560 --> 01:18:28.720]  Mm-mm.
[01:18:28.880 --> 01:18:31.681]  Do you want to just be honest and apologize to government?
[01:18:32.261 --> 01:18:36.723]  Do you want to thank Kim Jong-il, Mao, Stalin, and all them, and thank them for helping you be who you are today?
[01:18:36.743 --> 01:18:38.844]  F*** no.
[01:18:42.342 --> 01:18:46.265]  Beep that out, because they'll be so hypocritical about my Christian stuff.
[01:18:46.345 --> 01:18:46.906]  Oh, whatever.
[01:18:46.946 --> 01:18:56.833]  You know, that's what I don't like, is some of these fake Christians, like Pharisees, they get mad at people that are real, with a cuss word, but then don't care about real evil going on.
[01:18:57.714 --> 01:18:58.954]  I, you know, I'm a freedom fighter.
[01:18:59.194 --> 01:19:02.235]  I really try and set a good example for our listeners and stuff like that.
[01:19:02.295 --> 01:19:16.618]  But as far as, like, thanking, you know, people who, you know, oppress the masses, you know, when you see some of these leaders that are in gold-gilded palaces and, you know, the people are just right outside.
[01:19:16.638 --> 01:19:20.859]  You know, like, when we went into India, for example, we stayed in a hotel that had 300 rooms and 600 staff.
[01:19:22.899 --> 01:19:23.199]  Wow.
[01:19:23.619 --> 01:19:32.843]  And right outside the hotel, people were begging in the street and you could throw pennies in the street and the children would literally fist fight each other over it.
[01:19:33.243 --> 01:19:40.946]  I was, I mean, I'm not some sissy that cries all the time, but I was very upset about that because, you know what, I hate hardship.
[01:19:41.006 --> 01:19:41.666]  I was homeless.
[01:19:41.706 --> 01:19:42.747]  I lived on the street.
[01:19:42.807 --> 01:19:44.628]  I lived in a car for a long time.
[01:19:44.988 --> 01:19:50.630]  You know, I'm trying to tell my kids who have been brought up, you know, in a very safe environment
[01:19:51.050 --> 01:19:53.032]  You know, your dad lived on the street.
[01:19:53.512 --> 01:19:54.273]  I know he did.
[01:19:54.433 --> 01:19:56.154]  I can't even imagine you living on the street.
[01:19:56.334 --> 01:19:56.754]  Oh, I know.
[01:19:56.774 --> 01:19:58.256]  They have no idea, yeah.
[01:19:59.196 --> 01:20:04.120]  And now I'm really grateful for everything that... You're grateful for what Obama gave you.
[01:20:05.141 --> 01:20:11.606]  Because Dave, you came up from nowhere to do everything you've done, from the street, and that was thanks to government, even though you didn't get any government help.
[01:20:11.646 --> 01:20:13.367]  That's right, that's right, that's right.
[01:20:13.407 --> 01:20:18.251]  In fact, I want to thank government for my 17 years on air, and the crew out there running the show now.
[01:20:19.732 --> 01:20:24.956]  You know what's sad about all this is that, you know, even though we're joking around about this, this is no joking matter.
[01:20:25.076 --> 01:20:25.256]  No!
[01:20:25.936 --> 01:20:26.797]  I had so much crew.
[01:20:26.817 --> 01:20:29.919]  When you said earlier, a president saying this, it didn't register.
[01:20:29.959 --> 01:20:37.485]  Darren McBrain, one of our reporters, came up that morning after he said it, like last Monday, and he said, I never thought I'd hear a president talk like that.
[01:20:37.505 --> 01:20:38.366]  It's so weird.
[01:20:38.406 --> 01:20:41.228]  It's like something Mao Zedong would say.
[01:20:41.388 --> 01:20:42.048]  Right, right.
[01:20:42.289 --> 01:20:49.232]  I'm not really aware of what Mao Zedong said, but I do know who he was and what he did, and it just surprises me.
[01:20:49.312 --> 01:20:54.335]  Again, to go back to this thing, why hasn't somebody moved to impeach this man?
[01:20:55.016 --> 01:21:04.961]  You know, with all of the proof about his birth certificate being fake, and you see the signs in Kenya that says the birthplace of Barack Obama.
[01:21:05.461 --> 01:21:05.882]  Hello?
[01:21:06.062 --> 01:21:06.742]  Come on, guys.
[01:21:07.242 --> 01:21:08.183]  How stupid are we right now?
[01:21:08.423 --> 01:21:15.389]  His own PR people for 60 and a half years, his publicist, everything he has put out that he was born in Kenya.
[01:21:15.889 --> 01:21:18.832]  His wife says he was born there, but then we go, hey, you say you're born in Kenya.
[01:21:19.052 --> 01:21:20.253]  Shut up, conspiracy theorist!
[01:21:20.293 --> 01:21:21.214]  Yeah, yeah, yeah.
[01:21:21.394 --> 01:21:28.740]  Well, the one thing that I guess the best revenge is when you look back in history at what Michelle wore at his inauguration.
[01:21:29.060 --> 01:21:33.764]  She had a black dress on with two red triangles, so she looked like the Black Widow turned upside down.
[01:21:33.804 --> 01:21:34.104]  Yeah.
[01:21:34.244 --> 01:21:34.784]  You ever seen that?
[01:21:34.804 --> 01:21:35.585]  Yeah, I saw it.
[01:21:36.005 --> 01:21:38.407]  Yeah, so there's gotta be some symbology there.
[01:21:38.427 --> 01:21:45.732]  You just don't wear something like that to some event like that without there being some kind of future message being told.
[01:21:46.434 --> 01:21:49.976]  Well, Dave, we've done a lot of interviews in the last five, six years that I've interviewed you.
[01:21:49.996 --> 01:21:51.596]  I think this is the best overall.
[01:21:51.756 --> 01:21:52.517]  Amazing.
[01:21:52.617 --> 01:21:53.497]  Thank you so much.
[01:21:53.557 --> 01:21:54.037]  You're welcome.
[01:21:54.257 --> 01:21:55.298]  For spending time with us.
[01:21:55.378 --> 01:21:56.799]  And people can, what, follow you at Twitter?
[01:21:57.779 --> 01:22:09.124]  At Twitter, at Megadesk.com, we have, you know, a lot of different ways you can, depending on how deep they want to get involved with us, you know, we've got a really great fan club, our Cyber Army.
[01:22:11.585 --> 01:22:17.493]  Our Facebook page and, you know, we have two different ways that we tweet.
[01:22:17.653 --> 01:22:24.843]  One is me, myself, but we also have a character, our mascot, Vic Rattlehead, and he's got his own Twitter account.
[01:22:24.963 --> 01:22:28.127]  And the stuff that I don't feel comfortable saying, he'll say.
[01:22:29.028 --> 01:22:30.549]  Good, so Rattlehead said it.
[01:22:31.129 --> 01:22:32.690]  All right, peace salesman, who's buying?
[01:22:32.710 --> 01:22:34.592]  Dave Mustaine, thank you so much for this interview.
[01:22:34.672 --> 01:22:36.413]  Great seeing you here in Austin, brother.
[01:22:36.433 --> 01:22:36.753]  You're welcome.
[01:22:36.773 --> 01:22:37.153]  Thank you.
[01:22:37.594 --> 01:22:38.554]  All right, folks.
[01:22:38.594 --> 01:22:41.316]  Well, that's the interview with Dave Mustaine, Megadeth.com.
[01:22:41.676 --> 01:22:48.841]  I'm Alex Jones of InfoWars.com, signing off from the front lines of the Info War, because there's a war on for your mind.
