[00:00:00.646 --> 00:00:01.707]  You got it.
[01:18:55.418 --> 01:18:57.720]  That's SupernaturalSilver.com.
[01:18:57.720 --> 01:19:00.943]  And like us on Facebook.
[01:19:00.943 --> 01:19:06.347]  We just had a terrible storm in the east, but we are all still in the eye of the perfect storm.
[01:19:06.347 --> 01:19:14.494]  We have the most devastating economic conditions since the Great Depression, America's worst drought in agricultural history, and what about the presidential election?
[01:19:14.494 --> 01:19:18.117]  This perfect storm is a huge threat to everyone's food supply.
[01:19:18.457 --> 01:19:22.739]  E-Foods Direct is preparing for the shortages, and you had better do the same.
[01:19:22.739 --> 01:19:25.060]  I can warn you, but I can't feed you.
[01:19:25.060 --> 01:19:28.601]  You know that E-Foods is the best tasting and safest food on the planet.
[01:19:28.601 --> 01:19:32.142]  We all need a bunch of storable and usable food from E-Foods Direct.
[01:19:32.142 --> 01:19:35.704]  None of us wants to be standing in a bread line trading our freedom for food.
[01:19:36.204 --> 01:19:40.528]  Anyone who doesn't take control of their uncertain future has to be just a little bit nuts.
[01:19:40.528 --> 01:19:43.130]  Go to efoodsdirect.com slash Alex.
[01:19:43.130 --> 01:19:51.297]  Starting Thursday, November 22nd at midnight through Monday, November 26th, you can save 25 to 30 percent on the Black Friday specials.
[01:19:51.297 --> 01:19:53.118]  Give the gift of food security.
[01:19:53.118 --> 01:19:56.862]  Would you rather prepare six months too early or one day too late?
[01:19:56.862 --> 01:19:59.324]  Go to efoodsdirect.com slash Alex.
[01:20:01.758 --> 01:20:05.359]  Coast to coast, direct from Austin.
[01:20:05.359 --> 01:20:18.903]  You're listening to the Alex Jones Broadcasting Network.
[01:20:18.903 --> 01:20:27.166]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones on the GCN Radio Network.
[01:20:30.819 --> 01:20:33.601]  You know, a lot of people don't care if they're a slave.
[01:20:33.601 --> 01:20:36.543]  They just don't want to be embarrassed about it.
[01:20:36.543 --> 01:20:41.667]  So most people know we've got a corrupt, out-of-control government run by corporate interests, but they don't care.
[01:20:41.667 --> 01:20:46.491]  You know, as long as, as long as it's not rubbed in their face.
[01:20:46.491 --> 01:20:51.855]  And the system likes to tell you how much power you got, and how you're really voting for somebody at the federal level, and...
[01:20:53.203 --> 01:21:02.309]  You know, the globalists come in and promote illegal aliens and say, oh, Obama winning shows that we've got to legalize all the illegal aliens now.
[01:21:02.309 --> 01:21:09.913]  You know, that validates Obama's whole agenda and shows people want government-run health care and shows people want socialism.
[01:21:09.913 --> 01:21:13.575]  And the Republicans better get in line and get behind that.
[01:21:13.575 --> 01:21:15.296]  And so you see Boehner come out.
[01:21:15.296 --> 01:21:16.777]  You even see Rand Paul come out.
[01:21:16.777 --> 01:21:21.540]  I'm going to talk about this tomorrow and say, well, we got to have an amnesty now.
[01:21:21.540 --> 01:21:22.601]  The people have spoken.
[01:21:24.246 --> 01:21:27.127]  Meanwhile, there was proven election fraud nationwide.
[01:21:27.127 --> 01:21:30.287]  I had non-partisan election experts on, like Bev Harris.
[01:21:30.287 --> 01:21:31.707]  She's been a Democrat.
[01:21:31.707 --> 01:21:34.288]  Saying whole states, Romney clearly won.
[01:21:34.288 --> 01:21:37.469]  They gave to Obama, and I wasn't even promoting Romney.
[01:21:37.469 --> 01:21:41.109]  The point is, they want to create a mandate for everything Obama's done.
[01:21:41.109 --> 01:21:46.710]  I mean, if the illegal aliens came and said, hey, we want your guns, should we turn all our guns in?
[01:21:46.710 --> 01:21:47.771]  Because there's a mandate?
[01:21:47.771 --> 01:21:49.491]  There's not a mandate.
[01:21:50.526 --> 01:21:58.230]  The foreign megabanks that have hijacked this country want us disarmed and want us bankrupted.
[01:21:58.230 --> 01:22:00.832]  Do you understand that?
[01:22:00.832 --> 01:22:11.558]  And it is a hoax when they get up on the news and say, oh my gosh, we've got to be fair and friendly.
[01:22:11.558 --> 01:22:17.602]  We've got to legalize the 30 million illegal aliens here.
[01:22:17.602 --> 01:22:19.663]  Because that's what Latinos want.
[01:22:22.065 --> 01:22:27.628]  And the media just says, Latinos want other Latinos legalized!
[01:22:27.628 --> 01:22:29.729]  And then it becomes a self-fulfilling prophecy.
[01:22:29.729 --> 01:22:35.431]  Well, I guess you're anti-Latino, you're anti-Hispanic if you don't want people legalized.
[01:22:35.431 --> 01:22:39.233]  Really, do they let people into Guatemala from the country south of there?
[01:22:39.233 --> 01:22:39.513]  No.
[01:22:39.513 --> 01:22:41.955]  Does Mexico let Guatemalans in?
[01:22:41.955 --> 01:22:42.415]  No.
[01:22:42.415 --> 01:22:47.237]  Do they beat them up and put them in forced labor camps?
[01:22:47.237 --> 01:22:47.697]  Yes.
[01:22:47.697 --> 01:22:48.678]  I'm not saying that's good.
[01:22:49.892 --> 01:22:52.734]  Does Mexico shake down Americans down there and rob them?
[01:22:52.734 --> 01:22:54.275]  Yes.
[01:22:54.275 --> 01:23:02.082]  Can I go to Mexico and show up at a hospital with my wife and say I'm here to have a baby, pay for it all and put me on full welfare?
[01:23:02.082 --> 01:23:02.442]  No.
[01:23:02.442 --> 01:23:06.465]  I got an article right here.
[01:23:06.465 --> 01:23:09.467]  I'm going to finish the Ron Paul clip.
[01:23:09.467 --> 01:23:16.353]  You can go to the federal website and right there on the site,
[01:23:18.038 --> 01:23:19.079]  Here it is right here.
[01:23:19.079 --> 01:23:21.400]  Government website for immigrants.
[01:23:21.400 --> 01:23:24.242]  Come to America, take advantage of our free stuff.
[01:23:24.242 --> 01:23:29.146]  The website's welcome2usa.gov.
[01:23:29.146 --> 01:23:34.249]  And it says you can get upwards of $60,000 as a couple a year and have your baby here in the U.S.
[01:23:34.249 --> 01:23:34.670]  for free.
[01:23:34.670 --> 01:23:35.110]  Go read it!
[01:23:37.210 --> 01:23:40.532]  Of course, I can't go to the hospital and have it, quote, for free.
[01:23:40.532 --> 01:23:49.438]  And again, once they get a big enough group here who are clients of the corrupt government, they will vote to take the guns, the private property, everything.
[01:23:50.742 --> 01:23:52.383]  It's always the ultra-rich.
[01:23:52.383 --> 01:24:01.731]  University of Texas has a couple billion in their permanent fund, a billion and a half dollars in gold, over a hundred billion dollars in assets.
[01:24:01.731 --> 01:24:08.376]  I don't know, Wikipedia says they have twenty billion dollars in just physical assets, real estate, and eight billion in the permanent fund.
[01:24:08.376 --> 01:24:11.179]  Whatever.
[01:24:11.179 --> 01:24:17.544]  But, I get to pay now, in their hospital district, for their new medical school.
[01:24:19.599 --> 01:24:29.464]  But it's only 300 bucks a year on top of the massive amounts of money I pay in property tax.
[01:24:29.464 --> 01:24:34.167]  And my property taxes go to the hospital district, so I get to pay for abortions!
[01:24:34.167 --> 01:24:35.788]  Only county in Texas that does that.
[01:24:35.788 --> 01:24:39.370]  I mean, you know, it's all... You see, I know the facts.
[01:24:39.370 --> 01:24:40.690]  I know I'm right.
[01:24:40.690 --> 01:24:48.775]  And then I sit here and know whether you're black, white, whatever it is, Hispanic,
[01:24:49.705 --> 01:24:58.590]  That 30 million illegal aliens in this country, who now under the amnesty plans, Bush pushed and now they're pushing again, will be able to bring their families here.
[01:24:58.590 --> 01:25:00.571]  It'll just completely bankrupt the country.
[01:25:00.571 --> 01:25:05.013]  I mean, take California that's becoming completely bankrupt with the carbon taxes and the illegals.
[01:25:05.013 --> 01:25:05.573]  What are they doing?
[01:25:05.573 --> 01:25:06.734]  Raising taxes again.
[01:25:06.734 --> 01:25:08.955]  They know when they do that it'll bankrupt things further.
[01:25:08.955 --> 01:25:10.496]  That's the consolidation plan.
[01:25:13.280 --> 01:25:18.341]  I saw a few months ago in that big report that came out in the Associated Press, where all over the U.S.
[01:25:18.341 --> 01:25:21.962]  tens of billions a year are sent to illegal aliens' houses.
[01:25:21.962 --> 01:25:26.263]  The IRS will give illegal aliens as many tax-added numbers as they want.
[01:25:26.263 --> 01:25:30.924]  And it was reported on one house in Austin got $89 million.
[01:25:30.924 --> 01:25:38.685]  And there will be no prosecution of the $89 million that one house got.
[01:25:38.685 --> 01:25:39.766]  They went and checked the house.
[01:25:39.766 --> 01:25:40.206]  What was it?
[01:25:40.206 --> 01:25:41.386]  Ten people were living there.
[01:25:42.810 --> 01:25:43.230]  $89 million.
[01:25:43.230 --> 01:25:52.653]  I mean, it was just a whole bunch of, you can't even, the fraud is so complete.
[01:25:52.653 --> 01:25:56.675]  And people are like, why do they want fraud this, this massive?
[01:25:56.675 --> 01:26:01.917]  Because it's all to foreign banks that loan us zeros and ones.
[01:26:01.917 --> 01:26:03.357]  It's all Bernie Madoff.
[01:26:03.357 --> 01:26:04.898]  It's all made up.
[01:26:04.898 --> 01:26:05.678]  It's all Ponzi.
[01:26:06.932 --> 01:26:08.613]  It's all derivatives.
[01:26:08.613 --> 01:26:25.961]  And the government wants the country fully bankrupt so bad, and then they're going to say, you're not going to get your welfare, you're not going to get your food stamps, you know, 50 million Americans on it, doubled in the last three and a half years, from 25 million to 49 million.
[01:26:25.961 --> 01:26:30.283]  Full-step Social Security, Obama phone, he gave us a phone, he's going to do more.
[01:26:30.283 --> 01:26:33.565]  Guys, pull up the Weekly Standard, we're the average welfare couple.
[01:26:34.761 --> 01:26:36.522]  Get $61,000.
[01:26:36.522 --> 01:26:38.083]  Well, they said $59,000.
[01:26:38.083 --> 01:26:40.905]  I looked it up.
[01:26:40.905 --> 01:26:41.726]  $61,000.
[01:26:41.726 --> 01:26:48.210]  And again, I'm not just throwing the illegal aliens under the bus.
[01:26:48.210 --> 01:26:53.074]  A lot of them are so moral, comparatively, that they refuse to take it.
[01:26:53.074 --> 01:26:53.674]  Some of them do.
[01:26:53.674 --> 01:26:55.315]  There's a lot of criminal illegal aliens.
[01:26:55.315 --> 01:26:59.778]  They're all criminals, technically, but there's some that aren't actual criminal types.
[01:26:59.778 --> 01:27:00.279]  There it is.
[01:27:00.279 --> 01:27:03.161]  Over $60,000 in welfare spent per household in poverty.
[01:27:04.892 --> 01:27:16.682]  And that's the latest numbers from the community, according to the Census American Community Survey.
[01:27:16.682 --> 01:27:17.983]  And you can't beat that.
[01:27:17.983 --> 01:27:20.285]  You're not going to be able to stop that.
[01:27:20.285 --> 01:27:26.650]  And as it all implodes, they're going to say, as they've done in Europe, three bailouts the last two years to foreign banks.
[01:27:26.650 --> 01:27:30.633]  They go, hey, we'll get more money for Spain or Greece for welfare and pensions.
[01:27:31.499 --> 01:27:41.186]  And the rest of it, if you raise all these taxes on the middle class, when the middle class is disappearing, that's how the ultra-rich extinct the middle class.
[01:27:41.186 --> 01:27:43.848]  That's how they get rid of them.
[01:27:43.848 --> 01:27:47.091]  That's how they annihilate them.
[01:27:47.091 --> 01:27:49.993]  And then they say, give us VAT, give us carbon tax.
[01:27:49.993 --> 01:28:00.101]  Oh my gosh, the fiscal cliff, these new taxes run by the federal government, which is really globalist controlled, these new taxes, they will keep the welfare payments going.
[01:28:01.206 --> 01:28:04.729]  And I saw an article, what was it, in Reuters last week, I meant to cover.
[01:28:04.729 --> 01:28:08.232]  But things are so crazy now, this didn't even rate covering.
[01:28:08.232 --> 01:28:15.297]  That they've had a whole bunch of congressional meetings in the Congressional Budget Office of the White House the last few weeks.
[01:28:15.297 --> 01:28:30.269]  And they're saying, yes, yes it's true, we're going to take the private pensions and the government's going to manage them now, the 401Ks, and take only about 20% the first time off the top.
[01:28:33.760 --> 01:28:36.082]  And again, you're like, well, we've got to prop the system up.
[01:28:36.082 --> 01:28:37.203]  Can't let it all go down.
[01:28:37.203 --> 01:28:38.824]  It's designed to bring it all down.
[01:28:38.824 --> 01:28:42.067]  They're bringing it down to consolidate it.
[01:28:42.067 --> 01:28:46.750]  They want you poor while training you to get the tiny chicken feet.
[01:28:46.750 --> 01:28:53.335]  People will beg when they're done for one one hundredth of what they would have gotten out of a free system, a free market.
[01:28:53.335 --> 01:28:53.816]  We'll be back.
[01:28:53.816 --> 01:28:56.418]  We'll give you the number, finish the Ron Paul speech and a lot more.
[01:29:01.383 --> 01:29:08.007]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[01:29:08.007 --> 01:29:10.429]  Renowned author and expert, Joel Skousen.
[01:29:10.429 --> 01:29:10.849]  The U.S.
[01:29:10.849 --> 01:29:15.071]  isn't building huge underground bases and bunkers because of some terrorist threat.
[01:29:15.071 --> 01:29:18.053]  They know that a massive nuclear attack is coming.
[01:29:18.053 --> 01:29:19.534]  They want that attack to come.
[01:29:19.534 --> 01:29:25.718]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[01:29:26.107 --> 01:29:28.789]  What I tell people is that you do have time.
[01:29:28.789 --> 01:29:33.754]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[01:29:33.754 --> 01:29:41.180]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[01:29:41.500 --> 01:29:44.263]  There is no preparedness without strategy.
[01:29:44.263 --> 01:29:47.345]  This Christmas, give the gift of preparedness.
[01:29:47.345 --> 01:29:51.909]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[01:29:51.909 --> 01:29:56.513]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[01:30:02.759 --> 01:30:10.865]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:30:10.865 --> 01:30:14.948]  Alex and his staff have used these pure soap products for years.
[01:30:14.948 --> 01:30:22.254]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:30:22.254 --> 01:30:25.036]  See them on the web at 5starsoap.com.
[01:30:25.276 --> 01:30:30.099]  Or call 800-340-7091 for a free catalog.
[01:30:30.099 --> 01:30:36.043]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:30:36.043 --> 01:30:41.447]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:30:41.447 --> 01:30:43.448]  This is an amazing deal.
[01:30:43.448 --> 01:30:48.672]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:30:48.672 --> 01:30:51.814]  See them on the web at 5starsoap.com or call
[01:30:52.054 --> 01:30:53.519]  Call 800-340-7091 for a free catalog.
[01:31:00.510 --> 01:31:04.612]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[01:31:04.612 --> 01:31:05.853]  Don't be one of them!
[01:31:05.853 --> 01:31:11.556]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[01:31:11.556 --> 01:31:21.362]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[01:31:21.362 --> 01:31:28.026]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[01:31:28.146 --> 01:31:28.466]  I'm good.
[01:31:49.082 --> 01:31:55.477]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[01:31:55.477 --> 01:31:58.965]  That's SupernaturalSilver.com and like us on Facebook.
[01:32:00.854 --> 01:32:06.258]  We just had a terrible storm in the east, but we are all still in the eye of the perfect storm.
[01:32:06.258 --> 01:32:14.404]  We have the most devastating economic conditions since the Great Depression, America's worst drought in agricultural history, and what about the presidential election?
[01:32:14.404 --> 01:32:18.407]  This perfect storm is a huge threat to everyone's food supply.
[01:32:18.407 --> 01:32:22.690]  eFoods Direct is preparing for the shortages, and you had better do the same.
[01:32:22.690 --> 01:32:24.652]  I can warn you, but I can't feed you.
[01:32:24.992 --> 01:32:28.514]  You know that E-Foods is the best tasting and safest food on the planet.
[01:32:28.514 --> 01:32:32.077]  We all need a bunch of storable and usable food from E-Foods Direct.
[01:32:32.077 --> 01:32:36.140]  None of us wants to be standing in a bread line trading our freedom for food.
[01:32:36.140 --> 01:32:40.242]  Anyone who doesn't take control of their uncertain future has to be just a little bit nuts.
[01:32:55.092 --> 01:32:58.193]  You're listening to the Alex Jones Broadcasting Network.
[01:33:22.642 --> 01:33:32.448]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:33:32.448 --> 01:33:34.609]  Waging war on corruption!
[01:33:37.807 --> 01:33:40.189]  We'll take some phone calls at the end of this segment and the next.
[01:33:40.189 --> 01:33:42.491]  I want to finish that Ron Paul clip I played earlier.
[01:33:42.491 --> 01:33:45.913]  We talked about secession last week.
[01:33:45.913 --> 01:33:49.316]  And I also want to give the number out for everybody who wants to call in on the Sunday show.
[01:33:49.316 --> 01:33:51.198]  I do want to take some calls today.
[01:33:51.198 --> 01:33:51.398]  877-789-ALEX.
[01:33:51.398 --> 01:33:51.538]  877-789-2539.
[01:33:51.538 --> 01:33:52.519]  First time callers today.
[01:33:52.519 --> 01:33:52.559]  877-789-2539.
[01:34:03.109 --> 01:34:08.073]  Okay, some of the other news here before I finish this Ron Paul clip.
[01:34:08.073 --> 01:34:09.974]  Here's the type of stuff that catches my eye.
[01:34:09.974 --> 01:34:11.795]  This is out of Bloomberg.
[01:34:11.795 --> 01:34:21.082]  Elderly at record Spurs Japan stores.
[01:34:21.082 --> 01:34:25.265]  And it goes on to talk about the different stocks going up.
[01:34:25.265 --> 01:34:26.386]  Very weird headline.
[01:34:26.386 --> 01:34:30.509]  Elderly at record Spurs Japan stores chase to 1.4 trillion.
[01:34:32.663 --> 01:34:48.157]  And it goes on to say that the sales of adult diapers in Japan exceeded those for babies for the first time last year at their major supermarkets nationwide.
[01:34:48.157 --> 01:34:51.560]  Customers can feel Japan aging.
[01:34:51.560 --> 01:34:55.664]  Literally, it has made shopping carts lighter.
[01:34:57.662 --> 01:35:19.035]  And it goes on to talk about the fact that not only is Japan having on average 1.2 children, I'm not making this up, there's another mainstream article on it, but Japanese women are jealous that men like to poop and urinate in their pants now, this is middle-aged men, as part of decadence, so they now enjoy pooping and urinating in their pants.
[01:35:19.035 --> 01:35:21.777]  Folks, I'm not making this up, okay?
[01:35:21.777 --> 01:35:24.519]  Again, it's not just America that's collapsing into decadence.
[01:35:26.082 --> 01:35:29.603]  In fact, I read that last night in another article researching this.
[01:35:29.603 --> 01:35:34.224]  You guys type in, the Huffington Post had it, but it was also in Reuters.
[01:35:34.224 --> 01:35:35.124]  People won't believe it.
[01:35:35.124 --> 01:35:38.945]  Type in, look at the exact headlines I was seeing.
[01:35:38.945 --> 01:35:48.248]  I heard this on the radio as a news piece that sales of adult diapers in aging Japan outpace that for babies or infants.
[01:35:48.248 --> 01:35:52.629]  So I got home and searched it and found a whole bunch of mainstream articles about
[01:35:55.549 --> 01:35:59.110]  Something like sales of diapers up.
[01:35:59.110 --> 01:36:02.511]  Japanese, more Japanese women wearing diapers.
[01:36:02.511 --> 01:36:06.053]  And then it just said that, you know, they're rebelling against men.
[01:36:06.053 --> 01:36:11.334]  That not only, you know, that the new fad with men is to defecate in their pants.
[01:36:11.334 --> 01:36:13.155]  I'm not talking about old men that are incontinent.
[01:36:13.155 --> 01:36:14.415]  I mean, it's really cool in Japan.
[01:36:14.415 --> 01:36:17.196]  I'm not joking, ladies and gentlemen.
[01:36:17.196 --> 01:36:17.696]  Yeah, there it is.
[01:36:17.696 --> 01:36:20.738]  Adult diapers big with young Japanese women.
[01:36:20.738 --> 01:36:22.158]  Yeah, there it is.
[01:36:22.158 --> 01:36:22.738]  What is that?
[01:36:22.738 --> 01:36:23.799]  What is that publication?
[01:36:23.799 --> 01:36:24.839]  Is that, is that Bloomberg?
[01:36:26.397 --> 01:36:27.658]  Okay, so that's Huffington Post.
[01:36:27.658 --> 01:36:29.160]  Yeah, I also saw Reuters.
[01:36:29.160 --> 01:36:31.282]  Yeah, and it says it's the new trendy thing.
[01:36:31.282 --> 01:36:32.884]  And if it's trendy, you gotta do it!
[01:36:32.884 --> 01:36:34.546]  I mean, you know.
[01:36:34.546 --> 01:36:38.050]  I'm not against having tattoos, but my God, does everyone have to have one?
[01:36:38.050 --> 01:36:41.994]  But at least Americans, kind of the trend is to act tough and have tattoos.
[01:36:41.994 --> 01:36:42.394]  I mean, I guess...
[01:36:43.795 --> 01:36:46.937]  Acting like something is the beginning of maybe being tough.
[01:36:46.937 --> 01:36:56.905]  Of course, in my book, being tough isn't going to bars and having ceremonial threats to fight with people that you then back down from if someone accepts the challenge.
[01:36:56.905 --> 01:36:59.287]  It's ceremonial combat.
[01:36:59.287 --> 01:37:01.789]  It would be actually being informed, being involved.
[01:37:01.789 --> 01:37:03.790]  To me, that's manly.
[01:37:03.790 --> 01:37:06.912]  Not wanting to be a slave.
[01:37:06.912 --> 01:37:11.276]  Knowing that the CDC has hundreds of pages of adverse reactions from vaccines.
[01:37:11.276 --> 01:37:12.416]  All the news says they're zero.
[01:37:13.570 --> 01:37:14.090]  Side effects.
[01:37:14.090 --> 01:37:26.213]  I got a big stack of news here on the latest on GMO, causing massive organ failure, all sorts of endocrine disruptions, diabetes, just tons of scientific mainline studies, how they're killing us by design.
[01:37:26.213 --> 01:37:27.674]  But you know, that's not manly.
[01:37:27.674 --> 01:37:42.018]  You know, I mean, for a man to read studies, just... So again, I... But in Japan, it is more of men have gotten, because the Japanese used to be totally into clemency, you know, bathing twice a day,
[01:37:43.806 --> 01:37:47.369]  You know, into being very hard-working, decent people.
[01:37:47.369 --> 01:37:56.534]  But see, the new decadence is, and the television sells this, because they're getting everybody ready to be euthanized, is to... I did some research on it.
[01:37:56.534 --> 01:38:01.077]  It was... Over here, it's amputating limbs now.
[01:38:01.077 --> 01:38:02.358]  That's the new sexy thing to do.
[01:38:03.038 --> 01:38:04.759]  It's like, oh, you only chopped your fingers off.
[01:38:04.759 --> 01:38:06.321]  I chopped my arm off.
[01:38:06.321 --> 01:38:06.741]  Oh, really?
[01:38:06.741 --> 01:38:08.142]  I chopped both my legs off.
[01:38:08.142 --> 01:38:11.284]  And the new trendy thing is, here in America, thousands have now done it.
[01:38:11.284 --> 01:38:12.745]  I forget the exact name for it.
[01:38:12.745 --> 01:38:14.126]  You can look it up.
[01:38:14.126 --> 01:38:17.489]  Men have their arms and legs cut off, and then they're put in a diaper.
[01:38:17.489 --> 01:38:22.993]  So actually, maybe the Japanese picked up on that, and then you're taken care of by your male lover.
[01:38:27.341 --> 01:38:30.826]  See, societies do this once they get ready to totally collapse.
[01:38:30.826 --> 01:38:31.927]  The Romans did it.
[01:38:31.927 --> 01:38:33.469]  The Babylonians did it.
[01:38:33.469 --> 01:38:34.831]  We're already collapsed.
[01:38:34.831 --> 01:38:35.772]  You know that, right?
[01:38:35.772 --> 01:38:40.959]  And it's just going to become more evident now in the next few years.
[01:38:42.990 --> 01:38:45.271]  Oh, I'm sorry, the other news here.
[01:38:45.271 --> 01:38:48.471]  Yes, elderly wearing their diapers.
[01:38:48.471 --> 01:38:51.632]  Now, the TSA mothballed and shut down the scanners almost everywhere.
[01:38:51.632 --> 01:38:58.834]  That got picked up by CBS News and others on our call for National Opt-Out Day of the cancer-causing scanners.
[01:38:58.834 --> 01:39:04.215]  Two weeks ago, Congress had a report admitting it was causing cancer, and the TSA had been caught lying about that.
[01:39:04.215 --> 01:39:08.396]  Obama's secret directive, again, Congress not allowed to see the new secret directive.
[01:39:08.396 --> 01:39:08.696]  Why?
[01:39:08.696 --> 01:39:11.357]  I mean, the states have stood down, the Congress has stood down.
[01:39:12.543 --> 01:39:24.413]  Because we're under a banking dictatorship and now they're saying, because, oh, that Goldman Sachs and JP Morgan, they're going to pay for the president's inauguration.
[01:39:24.413 --> 01:39:26.515]  We're now going to have corporate sponsorships.
[01:39:26.515 --> 01:39:27.636]  And that's a good idea.
[01:39:27.636 --> 01:39:30.078]  Maybe the president should start wearing like a NASCAR uniform.
[01:39:30.078 --> 01:39:33.461]  I think it's Jesse Ventura said this on my show a few months ago.
[01:39:33.461 --> 01:39:34.642]  I think that's where I heard it.
[01:39:34.642 --> 01:39:37.405]  Where they all just wear the logos of what owns them.
[01:39:39.258 --> 01:39:41.999]  Of course, most of them are Rothschild Rockefeller subsidiaries.
[01:39:41.999 --> 01:39:49.282]  So how about just a big Rothschild Rockefeller, we want the world for ourselves and the life extension technologies, we've almost got it.
[01:39:49.282 --> 01:39:54.504]  Once the robot armies are in place and the automated kill systems in place, we're gonna launch drones and kill all of you.
[01:39:54.504 --> 01:40:01.646]  The president could just wear a big big robe that said that on it.
[01:40:01.646 --> 01:40:06.008]  I know you think it's funny out there, because under the new decadence you want to be killed.
[01:40:06.906 --> 01:40:12.029]  They've got all the future, you know, soon there won't be any humans, it's going to be beautiful.
[01:40:12.029 --> 01:40:16.672]  They're getting you ready to accept it so you don't fight it.
[01:40:16.672 --> 01:40:17.653]  I understand.
[01:40:17.653 --> 01:40:18.894]  I understand.
[01:40:18.894 --> 01:40:19.454]  And you know what?
[01:40:19.454 --> 01:40:25.238]  If you think you're trash and you think you're ugly and worthless and you want to lay down and die to the globalists, that's your issue.
[01:40:25.238 --> 01:40:27.539]  I don't want to.
[01:40:27.539 --> 01:40:28.740]  You know, I've studied the globalists.
[01:40:28.740 --> 01:40:30.501]  I don't like what they're doing.
[01:40:30.501 --> 01:40:31.642]  I don't like what they stand for.
[01:40:33.328 --> 01:40:36.331]  And I'm trying to organize people to resist it.
[01:40:36.331 --> 01:40:37.852]  Peacefully.
[01:40:37.852 --> 01:40:40.835]  Because the globalists are off in their ivory-armored towers.
[01:40:40.835 --> 01:40:44.458]  They hope we have some fight with their dumbed-down police and military.
[01:40:44.458 --> 01:40:46.400]  And I'm not attacking the police and military.
[01:40:46.400 --> 01:40:48.081]  They're dumbed-down like the general public.
[01:40:48.081 --> 01:40:56.969]  They've been raised on adulterated poison, GMO, additives that are really just drug chemicals, set in front of a television from birth, have no idea.
[01:40:56.969 --> 01:40:58.391]  They're in a total daze.
[01:40:59.961 --> 01:41:12.065]  And a lot of yuppies and mid-level globalists, social engineer, psychologist types, they get off advertising types, they get off admin types, you know, advertiser types.
[01:41:12.065 --> 01:41:16.166]  They all talk about how dumb the public is in their publications, but they get off on it.
[01:41:16.166 --> 01:41:17.627]  It's like funny to them.
[01:41:17.627 --> 01:41:19.047]  Oh, you think it's funny?
[01:41:19.047 --> 01:41:20.808]  Your kids are going to live around these people.
[01:41:21.368 --> 01:41:24.769]  There's total blowback from all this into the upper echelons.
[01:41:24.769 --> 01:41:27.611]  The upper echelons are a bunch of rotting scum.
[01:41:27.611 --> 01:41:30.212]  By the way, their life expectancy is going down.
[01:41:30.212 --> 01:41:32.593]  Let me tell you how the universe works.
[01:41:32.593 --> 01:41:36.114]  You're not really going to get all that life extension.
[01:41:36.114 --> 01:41:40.896]  You may extend yourself in agony, but you won't even be what you were before.
[01:41:40.896 --> 01:41:44.917]  But you'll have scientists that, you know, tell you fraudulently you are.
[01:41:44.917 --> 01:41:46.698]  You've destroyed yourselves.
[01:41:46.698 --> 01:41:48.479]  Good job, New World Order!
[01:41:48.479 --> 01:41:50.960]  If you were so elite, you would have lifted up everybody.
[01:41:52.156 --> 01:41:58.737]  Instead, you try to drive everybody down so you could be on top because you're threatened by real consciousness.
[01:41:59.957 --> 01:42:03.438]  But you will not enter into the Kingdom of Heaven.
[01:42:03.438 --> 01:42:05.999]  You will not enter into the next phase of human development.
[01:42:05.999 --> 01:42:08.680]  You are a failure, and I know that.
[01:42:08.680 --> 01:42:10.020]  My gut knows that.
[01:42:10.020 --> 01:42:11.041]  You know what my gut is?
[01:42:11.041 --> 01:42:12.001]  Everybody's got it.
[01:42:12.001 --> 01:42:13.962]  It's called my spirit.
[01:42:13.962 --> 01:42:17.023]  Oh, by the way, the controllers all know that's real.
[01:42:17.023 --> 01:42:19.303]  And all the science is just confirming it.
[01:42:19.303 --> 01:42:21.424]  And they want you shut off from that.
[01:42:21.424 --> 01:42:22.224]  Well, you know what?
[01:42:22.224 --> 01:42:24.425]  I'm not shut off from that.
[01:42:24.425 --> 01:42:26.386]  And my gut's never wrong.
[01:42:26.386 --> 01:42:26.586]  Ever.
