[00:00:09.882 --> 00:00:10.362]  Media.
[02:28:25.049 --> 02:28:26.170]  It was a wash trade.
[02:28:26.710 --> 02:28:27.591]  This is illegal.
[02:28:28.191 --> 02:28:33.736]  But it's done now with high-frequency trading and algorithmic trading, billions of times a day.
[02:28:34.357 --> 02:28:40.802]  This morning, the fraud on the New York Stock Exchange involved hundreds of millions of transactions in the space of less than an hour.
[02:28:41.283 --> 02:28:46.227]  So there's no way to, actually, the authorities to step in there and to stop it because
[02:28:47.128 --> 02:28:55.655]  The high frequency traders Alex, believe it or not, they're only constrained with their computer technology by the speed of light.
[02:28:56.056 --> 02:28:58.198]  That's how fast these traders are going now.
[02:28:58.578 --> 02:29:01.561]  They are doing trades in billionths of a second.
[02:29:02.081 --> 02:29:05.804]  And so obviously the law enforcement can't possibly keep up with this.
[02:29:05.864 --> 02:29:08.346]  But essentially that's the way they manipulate prices up or down.
[02:29:08.386 --> 02:29:09.888]  Now if you have a stock like IBM,
[02:29:10.448 --> 02:29:14.310]  And you are manipulating the price, let's say, from $100 to $101, $102.
[02:29:15.070 --> 02:29:31.037]  And if you simultaneously put an option trade on one of the various options exchanges, knowing that there's going to be a price differential coming either up or down, you simply put on that trade on the New York Stock Exchange, move the price up or down by a few percentage points, and immediately book your profits in the option
[02:29:31.477 --> 02:29:31.857]  Marked it.
[02:29:32.257 --> 02:29:36.218]  And this is what we did all the time on Wall Street and variations on this theme.
[02:29:36.719 --> 02:29:44.521]  But it's very rare to find trading these days that is just people coming together and buying and selling in a traditional fashion.
[02:29:44.561 --> 02:29:44.881]  Exactly.
[02:29:44.921 --> 02:29:48.582]  It's all a giant matrix like fraud absorbing the real world.
[02:29:48.902 --> 02:29:51.723]  And the bankers are so hungry they're now taking houses they don't even own.
[02:29:52.263 --> 02:29:53.163]  We're on the march.
[02:29:53.663 --> 02:29:55.264]  The empire's on the run.
[02:29:56.204 --> 02:29:58.885]  Alex Jones and the GCN Radio Network.
[02:30:04.890 --> 02:30:12.572]  If you want an American company with American products made by Americans, here is the Cal-Ben Soap Company.
[02:30:13.012 --> 02:30:16.632]  Alex and his staff have used these pure soap products for years.
[02:30:17.073 --> 02:30:23.874]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[02:30:24.374 --> 02:30:27.735]  See them on the web at 5starsoap.com or call 800-5STARSOAP.
[02:30:28.635 --> 02:30:29.396]  We're good to go.
[02:31:02.436 --> 02:31:08.598]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[02:31:08.959 --> 02:31:11.359]  78% of the Midwest corn belt is in drought conditions.
[02:31:11.559 --> 02:31:16.641]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[02:31:16.941 --> 02:31:21.623]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[02:31:21.903 --> 02:31:29.289]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[02:31:29.549 --> 02:31:33.232]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[02:31:33.412 --> 02:31:34.993]  Now is the time to get your supply.
[02:31:35.214 --> 02:31:39.077]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[02:31:39.237 --> 02:31:41.839]  You know about their delicious long-term storable foods.
[02:31:42.119 --> 02:31:44.761]  The fact is, you can eat it anytime to save money today.
[02:31:44.901 --> 02:31:49.324]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[02:31:49.464 --> 02:31:49.985]  Don't wait!
[02:31:50.105 --> 02:31:51.986]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[02:31:52.006 --> 02:31:53.547]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:31:53.567 --> 02:31:55.088]  You can bet your life on eFoodsDirect.
[02:32:02.486 --> 02:32:06.709]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[02:32:07.029 --> 02:32:07.310]  Number 1.
[02:32:07.950 --> 02:32:11.092]  New climate legislation could easily double or triple your electric bill.
[02:32:11.373 --> 02:32:11.933]  Number 2.
[02:32:12.233 --> 02:32:16.777]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:32:17.117 --> 02:32:17.557]  It's true.
[02:32:17.857 --> 02:32:22.421]  Total government control of electricity in the name of smart grid technology is coming.
[02:32:22.741 --> 02:32:23.281]  Number 3.
[02:32:23.562 --> 02:32:26.844]  In some areas of the country, the power grid is dangerously overloaded.
[02:32:27.144 --> 02:32:30.847]  And now, new socialist legislation is only compounding the problem.
[02:32:31.047 --> 02:32:31.588]  Number 4.
[02:32:31.848 --> 02:32:34.210]  Dangerous weather is always a threat to local grids.
[02:32:34.610 --> 02:32:37.994]  Every year, thousands of families lose their power from weather-related outages.
[02:32:38.294 --> 02:32:38.494]  Number 5.
[02:32:39.075 --> 02:32:42.998]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:32:43.218 --> 02:32:47.983]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:32:48.263 --> 02:32:52.288]  You can get more information at www.mysolarbackup.com.
[02:32:52.448 --> 02:32:54.010]  That's mysolarbackup.com.
[02:32:54.230 --> 02:32:56.292]  Remember, the government doesn't own the sun.
[02:32:56.493 --> 02:32:58.835]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:33:23.729 --> 02:33:27.552]  Max Keiser of MaxKeiser.com is our guest.
[02:33:27.572 --> 02:33:29.814]  I'm Alex Jones, and this isn't a game.
[02:33:30.815 --> 02:33:43.265]  I could sit here and go over a hundred different articles where different world leaders, a lot of them who were involved in this premeditated criminal takeover of the real economy by the fraudsters.
[02:33:44.446 --> 02:33:46.387]  But you've seen the quotes out there.
[02:33:46.427 --> 02:33:48.129]  You've heard us cover the news.
[02:33:49.600 --> 02:33:52.521]  My question is, they're clearly gearing up for a bunch of new wars.
[02:33:53.202 --> 02:33:57.143]  The Ayatollah over in Iran is saying brace for war the next two weeks.
[02:33:57.244 --> 02:34:02.446]  I don't know if that's the case, but these are going from war drums to al-Qaeda proxy armies attacking.
[02:34:03.066 --> 02:34:08.789]  I want to get into all of that with Max Keiser, but let's go over a bunch of financial issues here after we finish up on this question.
[02:34:09.309 --> 02:34:12.251]  Because I want to get into HSBC and the drug running and the Al-Qaeda.
[02:34:12.271 --> 02:34:13.853]  I mean, that's all over the news.
[02:34:14.693 --> 02:34:15.654]  Just all of it.
[02:34:16.355 --> 02:34:20.278]  That's the thing about corruption, folks, is they always push the envelope.
[02:34:20.979 --> 02:34:25.843]  And it automatically will then sink to the most horrible thing you can imagine.
[02:34:26.443 --> 02:34:30.226]  Just like all over the U.S., they're saying you can't have water fall in your own garden now.
[02:34:30.246 --> 02:34:31.667]  We're going to arrest you 30 days in jail.
[02:34:31.928 --> 02:34:32.768]  That was in the news this week.
[02:34:34.930 --> 02:34:37.211]  All over, they're taking houses that are totally paid for.
[02:34:37.912 --> 02:34:40.393]  I mean, forget just triple selling the deed.
[02:34:42.094 --> 02:34:43.955]  They don't care if confidence is destroyed.
[02:34:43.975 --> 02:34:51.278]  They're converting it to prisons and checkpoints and if you're in the in crowd, your house doesn't get taken or you're allowed to travel.
[02:34:51.318 --> 02:34:59.883]  I mean, they really want a 1984 world where these globalists are offshore, they're tax exempt, they've written the laws, they pay little or no taxes.
[02:35:00.943 --> 02:35:02.805]  And they can just get away with anything.
[02:35:03.265 --> 02:35:23.442]  The problem is in the bravado, hubris, chutzpah-fueled madness of these people, they're trying to start wars now with Russia, who's wildly corrupt and has its own problems, but is not, you know,
[02:35:25.356 --> 02:35:26.737]  This brand of insanity.
[02:35:27.517 --> 02:35:28.897]  And of course they're infiltrated as well.
[02:35:28.957 --> 02:35:49.366]  This is a scientific, fraudulent takeover that Max was talking about, where they have created over a thousand trillion of garbage, gotten governments to sign on to it, and they lecture us all day that it's our taxes that have to pay this off, and then they raise the taxes knowing good and well it's going to implode the economy, and actually lower tax receipts, which makes government
[02:35:50.006 --> 02:35:52.408]  Then fall apart and then become more predatory.
[02:35:52.828 --> 02:35:54.569]  I mean, it is a hellish plan.
[02:35:55.510 --> 02:35:57.932]  Max, how does war fit into this?
[02:35:57.972 --> 02:36:04.156]  Because clearly they want to launch the next big implosion during a war because they think people will rally around them.
[02:36:04.476 --> 02:36:12.282]  Then they can have their buddies, Al Qaeda, stage an attack or take the blame for an attack and then really come after the people of Europe and the United States as freedoms.
[02:36:12.722 --> 02:36:14.503]  They got the military ready for martial law.
[02:36:14.523 --> 02:36:15.264]  That's now admitted.
[02:36:15.624 --> 02:36:17.986]  Secretary of the Army says they want to put troops in every city.
[02:36:18.346 --> 02:36:19.067]  It's starting.
[02:36:19.607 --> 02:36:20.808]  I mean, this is a takeover.
[02:36:20.868 --> 02:36:23.751]  We are being captured by the bankers who brag about it.
[02:36:23.811 --> 02:36:27.594]  So how will they try to complete this takeover?
[02:36:27.854 --> 02:36:29.035]  And is there any way to stop them?
[02:36:30.742 --> 02:36:41.371]  Well, war has always been a handy profit-making enterprise for entrenched kleptocrats.
[02:36:41.632 --> 02:36:43.573]  What's interesting is that the U.S.
[02:36:43.653 --> 02:36:48.518]  is not waging war abroad, they're waging war domestically against itself.
[02:36:49.378 --> 02:36:50.820]  So, this is tyranny.
[02:36:51.929 --> 02:36:53.671]  So this is the definition of tyranny.
[02:36:54.112 --> 02:36:57.836]  When the government wages war against itself, that's tyrannical.
[02:36:58.257 --> 02:36:59.719]  And this is what the U.S.
[02:36:59.759 --> 02:37:00.960]  government is doing.
[02:37:01.160 --> 02:37:09.430]  By stripping away all of the civil rights after 9-11, they opened the floodgate to the worst elements of government.
[02:37:10.233 --> 02:37:14.434]  Who are now in charge and attacking itself.
[02:37:14.974 --> 02:37:16.675]  And this is tyrannical.
[02:37:16.835 --> 02:37:25.217]  And they're doing so without any conscious adherence to any known democrat principle, constitutional principle, or economic principle.
[02:37:25.397 --> 02:37:26.978]  It's economic suicide.
[02:37:27.138 --> 02:37:28.698]  It's constitutional suicide.
[02:37:29.419 --> 02:37:36.661]  And so the war is, as you say, I guess sometimes in 360 full spectrum, you know, the war is both
[02:37:37.781 --> 02:37:49.130]  America fighting itself in a war against itself, as an attempt to snuff out its own democratic institutions, as well as fighting wars abroad, fighting wars all over the world.
[02:37:49.190 --> 02:37:53.013]  So clearly that's unsustainable, ideologically and economically.
[02:37:53.993 --> 02:37:57.556]  Max, do me a favor, tip your camera down for people watching at PrisonPlanet.tv.
[02:37:57.596 --> 02:37:58.176]  Thank you, sir.
[02:37:58.637 --> 02:38:04.301]  We want to get a good look at you there so we can put your bio and name under you there, MaxKaiser.com.
[02:38:05.141 --> 02:38:05.362]  Max,
[02:38:07.262 --> 02:38:09.545]  Well, I mean, it's the bankers using the U.S.
[02:38:09.685 --> 02:38:14.030]  as their giant attack goblin, but debilitating us at the same time.
[02:38:14.391 --> 02:38:15.692]  What is their out strategy?
[02:38:15.712 --> 02:38:22.020]  I mean, I see all these big billionaires that made their money off fraud, off manipulating markets and government contracts.
[02:38:22.060 --> 02:38:23.762]  They're all buying armored keeps.
[02:38:24.643 --> 02:38:29.771]  Uh, in different, you know, rural areas of the world with private security details.
[02:38:30.111 --> 02:38:32.374]  I mean, why would they want to do something like this?
[02:38:32.394 --> 02:38:34.016]  I mean, you've described it.
[02:38:34.777 --> 02:38:37.221]  You call it suicide bankers, right?
[02:38:37.281 --> 02:38:38.483]  I mean, it's just crazy.
[02:38:39.994 --> 02:38:42.576]  Well, it's not like the bankers are hurting at the moment.
[02:38:42.656 --> 02:38:44.358]  They're making record profits.
[02:38:44.458 --> 02:38:50.503]  And if you look at the prices of things that the bankers are buying, the prices are going up.
[02:38:50.563 --> 02:38:55.627]  I just saw a listing in New York City for a three or four floor apartment.
[02:38:56.388 --> 02:38:57.969]  That is selling for $100 million.
[02:38:58.630 --> 02:39:02.373]  That is one apartment on sale for $100 million.
[02:39:02.713 --> 02:39:11.119]  And if you go to cities around the world, London in particular, New York, Paris, Moscow, you find that unbelievable wealth is
[02:39:11.880 --> 02:39:13.561]  Putting money into apartments.
[02:39:13.601 --> 02:39:14.942]  They're putting money into art.
[02:39:15.003 --> 02:39:19.546]  You know, the art market, the high end of the art market is continuing to see higher and higher bids.
[02:39:20.307 --> 02:39:22.068]  Precious metals, precious jewels.
[02:39:22.548 --> 02:39:24.890]  So they're getting fabulously rich.
[02:39:24.910 --> 02:39:26.912]  What I see here is a conflict between...
[02:39:28.673 --> 02:39:30.454]  A majority and medievalism.
[02:39:30.515 --> 02:39:48.467]  And what I mean by that is that in order to keep the population in line, the government has returned to a pre-enacted medieval society where knowledge is kept hidden or monopolized by fear.
[02:39:49.728 --> 02:39:53.311]  And I saw something today, Alex, which is a perfect example of this.
[02:39:53.491 --> 02:39:59.015]  There's a new hedge fund launching on Wall Street that is going to be based entirely on superstition.
[02:39:59.815 --> 02:40:04.699]  So the hedge fund, it has algorithms and bots that go into the market and make trades.
[02:40:05.499 --> 02:40:06.320]  I don't think so.
[02:40:22.951 --> 02:40:31.536]  On this return to a superstitious belief system in society that has completely walked away from the age of enlightenment.
[02:40:31.636 --> 02:40:32.137]  Well, that's right.
[02:40:32.157 --> 02:40:33.577]  Let me stop you right there.
[02:40:33.618 --> 02:40:35.939]  That is absolutely key.
[02:40:36.179 --> 02:40:40.962]  They've even admitted in documentaries about MTV, they are trying to dumb it down.
[02:40:40.982 --> 02:40:47.266]  That's why you watch things now, and it's something that a mentally retarded child would like.
[02:40:47.286 --> 02:40:49.907]  And this is done by design.
[02:40:50.007 --> 02:40:50.768]  It's so horrible.
[02:40:51.593 --> 02:41:00.535]  I lived in a flat in Paris two years ago, which is where Denis Diderot lived when he was here, living in Paris during the Enlightenment.
[02:41:00.755 --> 02:41:03.856]  And he's famous for creating the first encyclopedia.
[02:41:04.276 --> 02:41:10.658]  And of course, part of the Enlightenment was to take the knowledge from the Church and put it into the hands of the people.
[02:41:11.138 --> 02:41:12.179]  Now we have the reverse.
[02:41:12.239 --> 02:41:19.847]  We have the knowledge of how to trade derivatives with a hedge fund that's got an algorithm searching for superstitions.
[02:41:20.347 --> 02:41:35.162]  That information is held behind a very high gate that is completely inaccessible by the masses, while it scoops up billions and billions of dollars from these markets in a way that's completely against any known economic
[02:41:35.162 --> 02:41:35.502]  We're good to go.
[02:41:58.175 --> 02:42:05.904]  Access to an incredible array of information, but we do not have access to the algorithms that you can let loose into the stock market.
[02:42:06.204 --> 02:42:13.012]  Did you automatically create arbitrage situations or high frequency trading that is in effect just taking or stealing money?
[02:42:13.092 --> 02:42:13.412]  I don't
[02:42:31.129 --> 02:42:31.369]  Money.
[02:42:31.590 --> 02:42:36.636]  If I put a tube in your neighbor's car and I siphon gas from your neighbor's car, that's stealing.
[02:42:36.897 --> 02:42:45.067]  And yet Goldman Sachs says they siphon cash from the New York Stock Exchange and their defense is that they're making a market or they're adding liquidity.
[02:42:45.187 --> 02:42:46.549]  That's complete rubbish.
[02:42:46.810 --> 02:42:48.452]  It's just pure theft.
[02:42:50.390 --> 02:42:55.396]  Now Max, again, it's been ruled this is illegal, but they have the regulators in every position.
[02:42:55.836 --> 02:42:58.079]  Now I want to move quickly before we take some calls here.
[02:42:58.659 --> 02:43:11.333]  Monsanto, as you know, has a bill introduced as a rider, looks like it may pass, to allow them to just get everything approved without approval, even of their own scientists and lawyers they've put in at the FDA.
[02:43:12.174 --> 02:43:15.737]  And to give them liability protection where they can do anything they want.
[02:43:15.797 --> 02:43:20.140]  I mean, now it's reaching literal god-like behavior by these people.
[02:43:20.821 --> 02:43:24.464]  Separately, we've got them talking about QE3.
[02:43:25.084 --> 02:43:28.287]  Let's get into the bankers wanting to sell carbon credits.
[02:43:28.727 --> 02:43:29.828]  I saw this a few months ago.
[02:43:30.308 --> 02:43:35.112]  They're about to get global diplomatic immunity when they sell carbon credits.
[02:43:35.152 --> 02:43:39.836]  I mean, they are making themselves, under this global government, absolutely exempt
[02:43:41.072 --> 02:43:47.539]  from their laws, but then they put laws on us saying we have absolutely no rights and are slaves.
[02:43:47.619 --> 02:43:54.686]  I mean, it's got to come to a head and their answer is militarize the police and have a bunch of drones attack us.
[02:43:56.052 --> 02:43:58.635]  Well, let's talk about the Monsanto issue first.
[02:43:59.536 --> 02:44:06.663]  The Monsanto is a particularly heinous corporation in that they sell these Terminator seeds.
[02:44:07.084 --> 02:44:10.988]  These are seeds that don't reproduce, so they have to be purchased every single year.
[02:44:11.429 --> 02:44:17.976]  So you're basically putting a boot on the throat of God and saying, these seeds don't reproduce.
[02:44:18.496 --> 02:44:20.297]  Only Monsanto can reproduce.
[02:44:20.657 --> 02:44:24.098]  Furthermore, they sell fertilizer that only works with those seeds.
[02:44:24.178 --> 02:44:26.598]  Again, the costs are astronomic.
[02:44:26.638 --> 02:44:31.900]  That's why something like 2,000 Indians in India are committing suicide.
[02:44:32.220 --> 02:44:34.821]  I think it's on a weekly basis or a monthly basis.
[02:44:34.841 --> 02:44:37.781]  It could even be on a daily basis.
[02:44:37.821 --> 02:44:43.263]  Yeah, they drink the Monsanto poison to off themselves, yes.
[02:44:44.110 --> 02:44:44.350]  Right.
[02:44:45.111 --> 02:45:01.028]  So now, this is happening, and of course, if these seeds are, and this is happening in Canada, and now it's happening in the United States, the seeds are blown by the wind into somebody else's farm, and then they sprout, unknown to that farmer.
[02:45:01.529 --> 02:45:06.054]  But Monsanto lawyers show up and say, we're going to sue you, or arrest you for patent
[02:45:08.055 --> 02:45:11.016]  I have no idea that the wind blew these seeds into their farm.
[02:45:11.036 --> 02:45:15.958]  And yet, they have the temerity to say, you are committing patent theft.
[02:45:16.298 --> 02:45:18.039]  And so they take these people to court.
[02:45:18.439 --> 02:45:22.721]  And then, of course, they can't have the wherewithal or the money to go against Monsanto.
[02:45:22.741 --> 02:45:25.062]  And Monsanto just keeps winning these lawsuits.
[02:45:25.562 --> 02:45:27.643]  It's similar to, we saw something in Bolivia.
[02:45:28.203 --> 02:45:35.185]  Where the people did not have access to rainwater, then they sued Bechtel, the corporation that was imposing this, and they won.
[02:45:35.545 --> 02:45:37.026]  So where did Bechtel and these other people come?
[02:45:37.046 --> 02:45:38.946]  They come to America, right there in Texas.
[02:45:38.966 --> 02:45:40.327]  You don't have access to your own rainwater.
[02:45:40.347 --> 02:45:40.847]  That's right.
[02:45:40.867 --> 02:45:48.529]  Bechtel comes in, buys up reservoirs that are paid for by the citizens, doubles, triples the prices, and they call that privatization.
[02:45:48.790 --> 02:45:50.050]  No, it's called robbery.
[02:45:50.811 --> 02:45:56.157]  And now they're securitizing and leveraging the water to drive the price up.
[02:45:56.237 --> 02:45:58.881]  And now that's why they're announcing all over the U.S.
[02:45:59.482 --> 02:46:02.185]  you're not allowed to have rainwater on your own yard now.
[02:46:02.425 --> 02:46:04.288]  You're going to pay a tax for that.
[02:46:04.588 --> 02:46:08.133]  And they're going around arresting people with rainwater collection tanks.
[02:46:09.335 --> 02:46:10.957]  Right now on the carbon.
[02:46:11.157 --> 02:46:26.697]  First of all, when you look at these things in total, you come to the conclusion that all of this lawyering around the world with the banking institutions around the world, this is really a global
[02:46:27.478 --> 02:46:28.900]  A global group of people.
[02:46:28.940 --> 02:46:42.954]  I mean, this idea that you have of a new world order, which five years ago, a lot of people were not willing to see how the United States could be gobbled up or subsumed by a global clique of lawyers and bankers.
[02:46:42.994 --> 02:46:44.215]  It seemed far-fetched.
[02:46:44.515 --> 02:46:46.858]  And yet here you have corporations like Monsanto,
[02:46:47.398 --> 02:46:52.264]  Which are attacking Americans with the help of a global clique of illicit bankers.
[02:46:52.384 --> 02:46:54.908]  That is a New World Order if you want to put it in those terms.
[02:46:54.928 --> 02:46:56.369]  That's exactly what that is.
[02:46:56.610 --> 02:47:06.001]  And we have no way to redress who you go after exactly because this is now a global court and a global bank.
[02:47:06.522 --> 02:47:07.803]  That answer is only to itself.
[02:47:08.183 --> 02:47:10.685]  That completely supersedes the Constitution.
[02:47:10.725 --> 02:47:11.646]  It's just like in Greece.
[02:47:11.966 --> 02:47:22.174]  When Greece started to get into trouble, the government signed what was called the Memorandum, which gave the Troika, which is the IMF, EU, and ECB, power over the country's Constitution.
[02:47:22.774 --> 02:47:29.660]  So therefore, at that moment, and in that memorandum, the country of Greece also signed away the rights to all of their country's assets.
[02:47:30.121 --> 02:47:31.542]  And this is all that's going on there.
[02:47:32.003 --> 02:47:43.353]  These outside forces are bankrupting Greece to take the income-producing assets, the roads, the tolls, the lottery, and they're doing so for virtually no money because they are killing the country.
[02:47:43.733 --> 02:47:45.996]  And then they install whoever they want.
[02:47:46.896 --> 02:47:52.758]  And brag that the bankers are installing the leaders in Italy and Greece and Ireland and everywhere.
[02:47:52.798 --> 02:47:53.718]  I mean, it's incredible.
[02:47:54.118 --> 02:47:55.619]  So is the sky the limit?
[02:47:55.839 --> 02:47:58.319]  I mean, they're just God because they're fraudulent crooks.
[02:47:59.220 --> 02:48:00.640]  And by the way, they're eugenicists.
[02:48:00.660 --> 02:48:02.300]  That's what the bankers are into, is killing us.
[02:48:02.681 --> 02:48:06.302]  I guess they've stolen everything they plan to kill us with a bioweapon release.
[02:48:06.342 --> 02:48:07.302]  These are really nice people.
[02:48:07.912 --> 02:48:09.494]  Well, here's what I would ask you.
[02:48:10.595 --> 02:48:11.916]  Here's my answer, Alex.
[02:48:11.956 --> 02:48:14.138]  You say, how far can it go?
[02:48:14.438 --> 02:48:18.142]  How far will these global banking crooks go?
[02:48:18.162 --> 02:48:19.683]  I would ask you this question.
[02:48:20.444 --> 02:48:22.726]  How low can we go?
[02:48:23.919 --> 02:48:29.622]  How much pain are we going to take before something snaps?
[02:48:29.822 --> 02:48:30.623]  That's the question.
[02:48:30.883 --> 02:48:33.644]  Because they're never going to stop.
[02:48:34.365 --> 02:48:41.188]  They're programmed to take all the money, just like cancer is programmed to take it all.
[02:48:42.689 --> 02:48:43.710]  So that's not the question.
[02:48:43.750 --> 02:48:44.770]  We know the answer.
[02:48:45.051 --> 02:48:49.133]  What they intend to do, they intend to create a global peasantry.
[02:48:49.153 --> 02:48:51.534]  And they are the aristocrats.
[02:48:51.554 --> 02:48:56.817]  They want to go back to the 16th century, the 15th century, the 14th century.
[02:48:57.078 --> 02:48:58.118]  So that's not the question.
[02:48:58.138 --> 02:49:00.280]  The question is not how high will they go.
[02:49:00.420 --> 02:49:02.401]  How low are we going to go?
[02:49:02.941 --> 02:49:05.264]  How far down are we willing to go?
[02:49:05.304 --> 02:49:06.085]  That's the question.
[02:49:06.325 --> 02:49:13.373]  And I don't know the answer to that because I don't see any evidence right now that people have decided that enough is enough.
[02:49:13.433 --> 02:49:14.414]  I'll tell you why, Max.
[02:49:14.454 --> 02:49:15.375]  I'll tell you why, Max.
[02:49:15.435 --> 02:49:17.517]  You've got a high IQ.
[02:49:17.557 --> 02:49:21.521]  People out there that have been successful, type A personalities don't want to be pushed around.
[02:49:22.122 --> 02:49:28.484]  The average person, even if they're somewhat smart, is passive and thinks everybody's like them, so they're just trying to be helpful and friendly.
[02:49:28.764 --> 02:49:34.907]  And because the globalists wear suits and ties, they must be nice men, just like why women got in the car with Ted Bundy.
[02:49:35.687 --> 02:49:40.268]  And so, you have to understand, a lot of people are physically in a trance.
[02:49:40.669 --> 02:49:46.170]  They watch TV all day, they think of themselves as these passive creatures that just kind of go through life.
[02:49:46.791 --> 02:49:49.892]  But what the globalists have to understand is, not all of us are like that.
[02:49:50.552 --> 02:49:52.853]  And that's why they think they're going to use the military and the police.
[02:49:52.893 --> 02:49:55.254]  But I got news for the globalists.
[02:49:55.274 --> 02:49:57.316]  The military and police worldwide are waking up.
[02:49:57.336 --> 02:49:58.236]  You've seen it in Europe.
[02:49:58.956 --> 02:50:03.379]  And I think it's going to end up with the globalists getting put in prison.
[02:50:03.719 --> 02:50:06.480]  The problem is, like you said, the structure's now in place.
[02:50:06.920 --> 02:50:10.122]  So we'll probably just trade out this group for another group.
[02:50:11.163 --> 02:50:13.604]  I think, as a culture, we have cancer.
[02:50:13.624 --> 02:50:16.165]  And as you just said, it's programmed to take it all.
[02:50:16.906 --> 02:50:17.946]  And God help us.
[02:50:17.966 --> 02:50:18.827]  That's all I can say.
[02:50:18.907 --> 02:50:19.447]  God help us.
[02:50:20.438 --> 02:50:24.579]  Well, I'll give you a movie reference, which is interesting.
[02:50:24.639 --> 02:50:25.580]  It's very haunting.
[02:50:25.600 --> 02:50:29.881]  I don't know if you ever saw that movie, The Green Mile, with Tom Hanks.
[02:50:30.562 --> 02:50:36.003]  And there's a character named, his last name is Coffee, John Coffee.
[02:50:36.304 --> 02:50:40.045]  It's kind of a, you know, J.C., Jesus Christ type character.
[02:50:40.445 --> 02:50:42.707]  Yeah, that's the big NFL player.
[02:50:42.747 --> 02:50:44.128]  I met him in a UFC fight.
[02:50:44.468 --> 02:50:46.370]  Big black guy with a cool voice.
[02:50:47.010 --> 02:50:48.491]  Big, big, big black guy.
[02:50:48.531 --> 02:50:49.332]  And he's in this movie.
[02:50:49.672 --> 02:50:50.673]  And they're in jail.
[02:50:51.333 --> 02:50:59.580]  And Tom Hanks is talking to him and he's saying, well, the guy who committed the murder, the real murderer, how did he get away with it?
[02:51:00.280 --> 02:51:03.143]  And this John Coffey character explains that it was love.
[02:51:04.073 --> 02:51:05.475]  That killed a little girl.
[02:51:05.495 --> 02:51:09.379]  And the way he explained it is that the murderer set up two sisters.
[02:51:10.320 --> 02:51:18.549]  And he killed one of the sisters, and he told the other sister that if you loved your sister, you would never tell on him.
[02:51:19.671 --> 02:51:23.493]  So he used the idea of love to keep by her silence.
[02:51:23.653 --> 02:51:42.585]  Now, I may be getting this plot a little mixed up, but that's essentially the idea, is that love, in the wrong hands, by a pathologically sick person, it can be used as a disguise to fool people into trusting them and to fool people into thinking that they have a message that they need to respect.
[02:51:43.085 --> 02:51:45.647]  Love can be very used in this way.
[02:51:46.067 --> 02:51:47.289]  No, that's what the tyrants do.
[02:51:47.309 --> 02:51:54.038]  It's all about how they love us and they're going to take the guns and they're going to take our property and they're going to brainwash us because they love us.
[02:51:54.861 --> 02:51:56.902]  Right, that's the message.
[02:51:57.022 --> 02:52:04.405]  They have a message of love and peace and understanding while they're putting us in prison, stealing our wealth, and destroying our economy.
[02:52:05.086 --> 02:52:08.027]  But people respond to love the same way people respond to sugar.
[02:52:08.367 --> 02:52:09.968]  It's hard-coded in our being.
[02:52:10.308 --> 02:52:13.550]  So we tend to believe it when somebody says, I love you.
[02:52:14.050 --> 02:52:15.931]  Our instincts are to believe them.
[02:52:16.191 --> 02:52:22.874]  And in that moment, that fraction of an instant, is when you lose your money, you lose your economy, and you lose your country.
[02:52:24.520 --> 02:52:30.764]  Yeah, because a bunch of people are posing like liberals and conservatives when they're all part of a criminal group.
[02:52:31.044 --> 02:52:39.229]  I was talking to the Goldman Sachs former top executive who made this documentary, A Greater Good, about vaccines killing people.
[02:52:39.629 --> 02:52:40.830]  Now the documents have come out.
[02:52:40.850 --> 02:52:42.351]  They know they don't help you.
[02:52:42.391 --> 02:52:43.051]  They hurt you.
[02:52:43.131 --> 02:52:44.552]  It's actually spreading the disease.
[02:52:45.072 --> 02:52:50.315]  And she said she was a Goldman Sachs exec, managing director, and she had
[02:52:51.876 --> 02:53:02.444]  This Goldman Sachs, of this big pharma guy, in the meeting with her, and he said, I'm going to make 7 million this year killing people, and he thought she was part of the club.
[02:53:02.465 --> 02:53:03.325]  That's when she woke up.
[02:53:03.665 --> 02:53:06.388]  He was telling her how much fun it was to kill people with the vaccines.
[02:53:07.228 --> 02:53:09.189]  And that's the crazy thing about these people.
[02:53:09.229 --> 02:53:12.751]  A lot of them, it's not just about power and stealing and being dominant.
[02:53:13.011 --> 02:53:14.552]  They really like killing people.
