[00:00:00.669 --> 00:00:01.590]  Alex Jones.
[02:22:20.972 --> 02:22:24.394]  Gold has outperformed paper investments, yet no word about IRAs.
[02:22:24.614 --> 02:22:27.216]  If you would like to have gold for your retirement, call 800-686-2237.
[02:22:27.336 --> 02:22:32.239]  Don't get left behind by rising inflation and low returns.
[02:22:32.399 --> 02:22:32.620]  Call 800-686-2237.
[02:22:32.640 --> 02:22:34.041]  Secure your future and call 1-800-686-2237.
[02:22:39.964 --> 02:22:43.187]  Smokers, are you still smoking traditional cigarettes?
[02:22:43.507 --> 02:22:48.930]  Are you still smelling up your clothes and car interior, staining your teeth, and getting ashes everywhere?
[02:22:49.531 --> 02:22:49.831]  Why?
[02:22:50.171 --> 02:22:54.153]  When you can be smoking or vaping with e-cigarettes by Le Cig.
[02:22:54.514 --> 02:23:05.561]  With Le Cig e-cigarettes revolutionary microelectronic technology, rechargeable battery, and unique replacement cartridges, you'll get all the satisfaction of smoking, but no smoking hazards.
[02:23:06.101 --> 02:23:16.408]  Choose from a wide variety of our new American-made Vapriate e-liquid flavors at lecig.com spelled L-E-C-I-G dot com or call 870-518-4307.
[02:23:17.669 --> 02:23:19.251]  That's 870-518-4307.
[02:23:19.291 --> 02:23:25.115]  Lecig e-cigarettes for today's modern smoker.
[02:23:25.375 --> 02:23:32.320]  Warning, e-cigs may contain nicotine, an addictive substance known to the state of California to cause birth defects or cancer.
[02:23:32.540 --> 02:23:35.811]  Please be aware of the risks associated with e-cigs prior to use.
[02:23:36.031 --> 02:23:38.399]  You must be 18 years or older to purchase.
[02:23:43.618 --> 02:23:44.079]  Don't worry.
[02:23:44.579 --> 02:23:46.101]  This show is documented.
[02:23:46.621 --> 02:23:49.324]  Alex Jones on the GCN Radio Network.
[02:24:03.154 --> 02:24:17.202]  And again, she's not against you having school choice, but this is now just the corporations taking over the old local, quote, independent school district system, draining off their funding, putting only in a little bit of their money.
[02:24:18.382 --> 02:24:19.182]  And get in control.
[02:24:20.623 --> 02:24:25.845]  Now, you were breaking down how you discovered why you were blocked by, quote, conservatives.
[02:24:26.445 --> 02:24:29.607]  But then also take the Bill and Melinda Gates Foundation.
[02:24:30.287 --> 02:24:32.428]  They are involved in education in every level.
[02:24:32.448 --> 02:24:37.970]  They're involved, just like Obama was, breaking up local schools and turning them over to corporations.
[02:24:39.010 --> 02:24:40.251]  That's what they're now doing.
[02:24:41.417 --> 02:24:48.139]  And I could play clips of Bill Gates up there saying, you don't give grandma health care, we can hire 10 teachers, and the teachers clapping.
[02:24:48.659 --> 02:24:56.241]  So they're even selling this idea of cannibalism, that you take something away from somebody, you get their resources.
[02:24:56.281 --> 02:24:57.521]  That's not how the world really works.
[02:24:58.161 --> 02:25:00.962]  It's a win-win-win, build the pie system is what we want.
[02:25:01.622 --> 02:25:04.923]  Not a post-industrial shut-it-down system.
[02:25:04.963 --> 02:25:21.450]  So, it's incredibly dangerous and classically authoritarian, but you notice with the TSA checkpoints and the groping of our families, I mean, they admit the TSA stuff is to break you, is to train you, is to Pavlovianly get you used to them putting their hands on your body.
[02:25:21.910 --> 02:25:24.071]  I mean, this is all dog training, as you said.
[02:25:24.751 --> 02:25:37.422]  Well, yes, Alex, and talking about the Gates Foundation, Bill Gates is totally involved in putting us under this international socialist system, or whatever you want to call it, fascist, communist, totalitarian system.
[02:25:37.442 --> 02:25:38.223]  He's very involved.
[02:25:38.643 --> 02:25:51.353]  I mean, Microsoft has got agreements with communist China and Russia and everywhere, and Gates has signed all sorts of agreements himself, and so really bad.
[02:25:52.074 --> 02:25:52.895]  We're good to go.
[02:26:15.367 --> 02:26:15.767]  I think so.
[02:26:39.258 --> 02:26:40.439]  We're good to go.
[02:26:54.395 --> 02:26:54.796]  I think so.
[02:27:15.792 --> 02:27:16.052]  It's dead.
[02:27:16.072 --> 02:27:16.833]  No, it's not.
[02:27:17.173 --> 02:27:22.537]  Communism, fascism, socialism, internationalism are all exactly what Gaither was talking about.
[02:27:22.717 --> 02:27:23.318]  Exactly!
[02:27:23.398 --> 02:27:26.680]  I'm a fool sending emails saying you're calling it fascist or socialist.
[02:27:26.701 --> 02:27:27.461]  They're two different things.
[02:27:27.521 --> 02:27:27.721]  No!
[02:27:28.162 --> 02:27:38.129]  There's different dressing, little different tweaks, but it's all black uniforms, all government-run, all surveillance, all state-planned, with the corporations over it.
[02:27:38.189 --> 02:27:39.030]  It's all the same thing.
[02:27:39.310 --> 02:27:40.751]  That's exactly what we're looking at.
[02:27:40.791 --> 02:27:43.894]  So what God was told is absolutely correct.
[02:27:53.096 --> 02:27:54.598]  That's what Carol Quigley wrote.
[02:27:54.638 --> 02:27:56.922]  He said there's not a difference between fascism and communism.
[02:27:57.242 --> 02:27:58.304]  We work with all of it.
[02:27:58.364 --> 02:28:00.007]  We are creating a fusion of it.
[02:28:00.898 --> 02:28:03.319]  Once they're socialists, then they merge in regions.
[02:28:03.339 --> 02:28:05.300]  So we've got all the regions being set up.
[02:28:05.580 --> 02:28:08.741]  Gorbachev called the European Union the new European Soviet.
[02:28:09.421 --> 02:28:11.982]  Now, the regionalism is communism.
[02:28:12.442 --> 02:28:14.703]  And that quote is in my book.
[02:28:14.723 --> 02:28:15.803]  A very interesting quote.
[02:28:15.863 --> 02:28:16.323]  Look it up.
[02:28:17.003 --> 02:28:18.164]  Rorf Zeitlin.
[02:28:18.464 --> 02:28:19.464]  He's a communist.
[02:28:19.524 --> 02:28:21.625]  Wrote the Communist Daily World in the 70s.
[02:28:21.725 --> 02:28:28.207]  He said, the United States has got to go have more regional government, because it worked so well in the Soviet Union.
[02:28:28.527 --> 02:28:36.331]  It's going in now, folks, all over the place with sustainable development, dropping borders, getting rid of elected officials.
[02:28:36.651 --> 02:28:39.172]  Don't forget, charter schools don't have elected officials.
[02:28:39.452 --> 02:28:44.575]  So you're paying taxes to run these charter schools, which is a federal test.
[02:28:45.255 --> 02:28:45.935]  Federal test.
[02:28:46.095 --> 02:28:48.537]  And all it really is is a globalist school.
[02:28:48.557 --> 02:28:48.617]  Yes.
[02:28:52.068 --> 02:28:59.974]  60% of the federal test is attitudinal, how they feel about the environment, what they think about the UN or whatever, you know, do they believe in God.
[02:29:00.535 --> 02:29:06.220]  60% of that test that the charter school students must take because it's a federally funded entity.
[02:29:07.400 --> 02:29:09.541]  We're on the march, the empire's on the run.
[02:29:09.601 --> 02:29:11.282]  Alex Jones and the GCN Radio Network.
[02:29:40.703 --> 02:29:46.104]  When you're out on the road, the last place you want to be is on the road.
[02:29:47.364 --> 02:29:52.106]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[02:29:52.506 --> 02:29:59.307]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[02:30:01.228 --> 02:30:04.028]  They sew pride in every stitch.
[02:30:05.288 --> 02:30:07.669]  Guarantee you'll love the way they fit.
[02:30:09.571 --> 02:30:13.613]  They put a diamond gusset in the crotch, where you need it most.
[02:30:14.314 --> 02:30:17.435]  Blue Diamond Gussets, got it.
[02:30:18.156 --> 02:30:18.956]  Others don't.
[02:30:19.377 --> 02:30:21.258]  We turn jeans inside out.
[02:30:21.518 --> 02:30:23.019]  Diamond Gusset Jeans.
[02:30:23.299 --> 02:30:25.860]  Made in the USA with unparalleled quality.
[02:30:26.200 --> 02:30:32.444]  Our Defender Motorcycle Jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[02:30:32.824 --> 02:30:35.046]  Order yours at gusset.com.
[02:30:35.526 --> 02:30:37.547]  Diamond Gusset Jeans, got it.
[02:30:37.887 --> 02:30:38.748]  Others don't.
[02:30:39.875 --> 02:30:44.098]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[02:30:44.418 --> 02:30:44.698]  Number 1.
[02:30:45.338 --> 02:30:48.480]  New climate legislation could easily double or triple your electric bill.
[02:30:48.761 --> 02:30:49.321]  Number 2.
[02:30:49.621 --> 02:30:54.184]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:30:54.504 --> 02:30:54.965]  It's true.
[02:30:55.265 --> 02:30:59.828]  Total government control of electricity in the name of smart grid technology is coming.
[02:31:00.128 --> 02:31:00.668]  Number 3.
[02:31:00.948 --> 02:31:04.230]  In some areas of the country, the power grid is dangerously overloaded.
[02:31:04.531 --> 02:31:08.233]  And now, new socialist legislation is only compounding the problem.
[02:31:08.433 --> 02:31:08.993]  Number four.
[02:31:09.233 --> 02:31:11.594]  Dangerous weather is always a threat to local grids.
[02:31:11.994 --> 02:31:15.376]  Every year, thousands of families lose their power from weather-related outages.
[02:31:15.676 --> 02:31:16.216]  Number five.
[02:31:16.456 --> 02:31:20.378]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:31:20.618 --> 02:31:25.380]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:31:25.660 --> 02:31:29.701]  You can get more information at www.mysolarbackup.com.
[02:31:29.841 --> 02:31:31.402]  That's mysolarbackup.com.
[02:31:31.622 --> 02:31:36.224]  Remember, the government doesn't own the sun, so go to mysolarbackup.com, or call 1-866-422-9000.
[02:31:36.644 --> 02:31:37.064]  877-327-0365.
[02:31:37.484 --> 02:31:42.226]  Hi folks, this is Alex Jones.
[02:31:42.446 --> 02:31:47.487]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[02:31:47.767 --> 02:31:49.107]  Saving means to make money.
[02:31:49.287 --> 02:31:58.070]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[02:31:58.810 --> 02:32:05.914]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[02:32:06.355 --> 02:32:13.959]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[02:32:14.359 --> 02:32:19.282]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[02:32:19.582 --> 02:32:21.743]  Getting a free catalog is easy by calling 800-340-7091.
[02:32:24.525 --> 02:32:25.206]  The answer to 1984 is 1776.
[02:32:25.246 --> 02:32:27.368]  You're listening to the Alex Jones Show.
[02:33:08.953 --> 02:33:11.634]  Alright, it's our final segment with Charlotte Iserby.
[02:33:11.874 --> 02:33:13.835]  And again, we're selling the book.
[02:33:14.496 --> 02:33:17.637]  She has the old, big, thick version up for free on her website.
[02:33:18.598 --> 02:33:20.719]  And just didn't want to deal with the hard copy anymore.
[02:33:20.739 --> 02:33:23.280]  And people convinced her, hey, this is important to have a hard copy of.
[02:33:24.290 --> 02:33:30.434]  They can shut stuff off the web really easy, so she's put out a new updated, abridged, revised, shorter one.
[02:33:30.474 --> 02:33:32.416]  It's only 450-something pages long.
[02:33:32.996 --> 02:33:37.980]  It's excellent, and every teacher, every educator you know needs a copy of this.
[02:33:38.880 --> 02:33:40.541]  Because then everything will make sense to them.
[02:33:41.122 --> 02:33:42.162]  And it has all the documents.
[02:33:42.182 --> 02:33:43.864]  I mean, she was the head of policy.
[02:33:44.204 --> 02:33:47.266]  That's the number two position at the Department of Education.
[02:33:47.926 --> 02:33:51.409]  She's published the documents where they admit they want a global Soviet system.
[02:33:52.833 --> 02:33:54.695]  Well, I don't know where I was on that one, Alex, but...
[02:34:11.989 --> 02:34:22.620]  All I can say is, because we don't have much time left, I want, first of all, I do, the reason for the book is that I felt it had to come out at this time.
[02:34:23.281 --> 02:34:24.402]  I think that book is
[02:34:25.282 --> 02:34:26.483]  Really very, very important.
[02:34:26.503 --> 02:34:35.812]  There are many books out there, but this gives you not just education history, but the history of the insiders for the beginning of the last century, or even going back into the 1800s.
[02:34:36.472 --> 02:34:37.593]  It's the Federal Reserve.
[02:34:37.653 --> 02:34:39.495]  It's everything else, too, that's in there.
[02:34:39.555 --> 02:34:40.316]  What happened?
[02:34:41.137 --> 02:34:41.997]  Disarmament.
[02:34:42.218 --> 02:34:43.519]  Blah, blah, blah.
[02:34:43.599 --> 02:34:44.079]  Go on.
[02:34:44.159 --> 02:34:46.882]  Ronald Reagan signing the agreements with the Soviet Union.
[02:34:49.124 --> 02:34:49.565]  We're good.
[02:35:01.946 --> 02:35:02.587]  We're good to go.
[02:35:25.140 --> 02:35:26.221]  You've got to keep fighting.
[02:35:26.261 --> 02:35:32.365]  And the reason I say this is there have been many, many people, and I gave a lot of credit to these people in the beginning of my book.
[02:35:32.746 --> 02:35:33.366]  I've known them.
[02:35:33.386 --> 02:35:34.367]  Some are dead, etc.
[02:35:34.387 --> 02:35:39.971]  They, the insiders, expected to bring us down, certainly in the 80s.
[02:35:40.171 --> 02:35:44.555]  The 1976 200th anniversary, we were meant to be basically going down.
[02:35:44.655 --> 02:35:45.135]  We didn't.
[02:35:45.475 --> 02:35:46.176]  We're still here.
[02:35:46.796 --> 02:35:57.024]  If those people had given up, the ones that we, you and I know, and a lot of us oldsters know, they're gone now, magnificent Americans who fought for freedom for the Constitutional.
[02:35:57.104 --> 02:36:00.887]  If they had given up, I wouldn't even be on this program today.
[02:36:01.668 --> 02:36:03.049]  And Alex wouldn't have a show.
[02:36:03.709 --> 02:36:05.010]  So, you cannot give up.
[02:36:05.270 --> 02:36:06.271]  You have to keep
[02:36:06.871 --> 02:36:07.212]  I think.
[02:36:37.415 --> 02:36:45.097]  Yeah, they're doing to him what they did to Goldwater back in the 60s when they had that film of the little girl in the field with the poppies and the bomb going off.
[02:36:46.077 --> 02:36:47.377]  They're going to do that to him too.
[02:36:47.397 --> 02:36:51.578]  Yeah, they're saying we'll get nuked if you elect Ron Paul, same thing LBJ did.
[02:36:51.978 --> 02:36:52.178]  Right.
[02:36:52.498 --> 02:36:55.439]  So, look folks, we've got good stuff out there now.
[02:36:55.479 --> 02:36:56.419]  We've got Ron Paul.
[02:36:57.560 --> 02:36:58.480]  I'm going to keep fighting.
[02:37:00.916 --> 02:37:07.660]  Well, Charlotte, as you know, 20, 30, 40 years ago, almost nobody knew about this stuff because it was so incredible.
[02:37:07.680 --> 02:37:10.102]  You mean their tyrants want to slowly take over?
[02:37:10.602 --> 02:37:13.564]  Now it's all coming to fruition.
[02:37:13.964 --> 02:37:15.245]  The crop is coming in.
[02:37:15.786 --> 02:37:17.887]  We told folks what those plants were going to grow.
[02:37:18.207 --> 02:37:19.948]  Before I was born, you were warning people.
[02:37:20.769 --> 02:37:25.712]  And then now we see, oh, this is tyranny they're setting up.
[02:37:26.092 --> 02:37:28.194]  I've never seen such an awakening happening.
[02:37:29.716 --> 02:37:30.676]  Some are awakening.
[02:37:30.936 --> 02:37:32.137]  That's happening faster.
[02:37:32.237 --> 02:37:40.779]  But others are getting deeper into the trance and you cannot reach them because they've been so damaged by the brainwashing, by the chemicals.
[02:37:41.140 --> 02:37:43.660]  But it's never a majority that turns things around.
[02:37:43.720 --> 02:37:50.983]  It's an evil minority or a good minority that are going to decide the destiny of the human species.
[02:37:51.143 --> 02:37:53.003]  And our minority is swelling.
[02:37:53.743 --> 02:37:55.184]  We are much bigger than the criminals.
[02:37:55.424 --> 02:37:57.886]  The young people are so important.
[02:37:58.166 --> 02:38:06.753]  Let me tell you, don't waste time on people my age, really, because they are so pathetic with their golf clubs, their retirement.
[02:38:06.813 --> 02:38:07.954]  I mean, they are pathetic.
[02:38:08.194 --> 02:38:09.115]  I'm sorry to say it.
[02:38:09.155 --> 02:38:12.918]  Maybe there are a few out there who aren't, but don't waste your time on them.
[02:38:13.358 --> 02:38:15.640]  Put your time into the young people getting
[02:38:23.534 --> 02:38:23.834]  I don't
[02:38:40.526 --> 02:38:43.948]  Well you know they create a fake consensus with all these fake polls.
[02:38:44.408 --> 02:38:50.912]  I mean now it's even quote mainstream news that there was fraud all over Iowa just as we said two three days ago.
[02:38:51.653 --> 02:38:54.794]  I mean it's just that it's so brazen Charlotte.
[02:38:55.135 --> 02:38:58.597]  Yes it is and I think that's why I think the young people know this.
[02:38:58.877 --> 02:39:04.220]  And the other thing is Ron Paul really is the anti-war candidate.
[02:39:04.660 --> 02:39:11.604]  And if he was smart, that's what he would run on, even though he's anti-Federal Reserve and he'd love to get rid of the Department of Education.
[02:39:11.664 --> 02:39:13.866]  He's the only one who's really mentioned that, isn't he?
[02:39:14.626 --> 02:39:16.407]  His platform is superb.
[02:39:16.527 --> 02:39:17.628]  And they say it's kooky?
[02:39:18.128 --> 02:39:18.349]  Don't.
[02:39:18.409 --> 02:39:18.869]  Wait a minute.
[02:39:18.909 --> 02:39:21.250]  Look, I always love it when people call me a kook.
[02:39:21.270 --> 02:39:21.831]  You know why?
[02:39:21.871 --> 02:39:22.931]  And I tell them, thank you.
[02:39:22.951 --> 02:39:28.775]  Because the greatest Americans and people in the Soviet Union, etc.
[02:39:28.855 --> 02:39:33.298]  all these people who cherished freedom were called kooks at the time.
[02:39:34.230 --> 02:39:36.632]  And so if someone calls you a crook, thank them.
[02:39:37.532 --> 02:39:40.054]  And say, you know, you put me in really good company.
[02:39:40.334 --> 02:39:43.977]  I'm in with Solzhenitsyn, I'm in with all these great people who fought for freedom.
[02:39:44.557 --> 02:39:52.242]  Well, as you know, Charlotte, a doodle dandy was the biggest insult the British could give each other.
[02:39:52.262 --> 02:39:55.644]  And I don't want to tell people what it means, but it's a slang.
[02:39:57.425 --> 02:39:57.966]  And you know what?
[02:39:57.986 --> 02:40:01.068]  We said, good, we're going to have a song called Yankee Doodle Dandy.
[02:40:01.926 --> 02:40:02.667]  That's very interesting.
[02:40:02.687 --> 02:40:03.328]  Good for you, Alex.
[02:40:03.408 --> 02:40:04.089]  I didn't know that.
[02:40:04.469 --> 02:40:08.154]  But, you know, the thing is, that is Brock Chisholm.
[02:40:08.414 --> 02:40:16.345]  That's one of those guys, Alger Hinson, in 1945 at the UN, who said they're going to use psychiatry, you know, to get rid of our conscience.
[02:40:16.565 --> 02:40:17.346]  These are the people
[02:40:23.126 --> 02:40:26.628]  We know war is wrong, but we know that sometimes you have to take a stand.
[02:40:27.108 --> 02:40:28.689]  But they don't want us... No, no, no.
[02:40:28.749 --> 02:40:32.570]  They teach us to not be warlike so they can wage war on us.
[02:40:32.630 --> 02:40:35.092]  They say, truce... That's exactly what we are.
[02:40:35.252 --> 02:40:39.414]  Our military is nothing but the United Nations military arm.
[02:40:39.754 --> 02:40:44.616]  To patrol all over the whole world has nothing to do with protecting the United States.
[02:40:44.776 --> 02:41:00.770]  And the good part for the globalists is, when they do all this imperial evil, and the massacres, their own globalist media tells the world about it, and then blames America, and then we're domestically told it's great and everybody loves us, for the future destruction of this country politically.
[02:41:01.151 --> 02:41:05.535]  I mean the globalists are such masters, that they have America doing all their dirty work,
[02:41:06.135 --> 02:41:09.896]  I mean, Rupert Murdoch's publications will badmouth the war and stuff overseas.
[02:41:10.196 --> 02:41:11.917]  But then domestically, he's all for it.
[02:41:12.917 --> 02:41:15.118]  And again, they know exactly what they're doing.
[02:41:15.138 --> 02:41:16.378]  They don't play by any rules.
[02:41:16.838 --> 02:41:24.120]  The book is available at Infowars.com with deliberate dumbing down of America, a new edition, a smaller edition.
[02:41:24.140 --> 02:41:25.581]  It's been out of print for a year.
[02:41:25.621 --> 02:41:27.321]  Available at Infowars.com.
[02:41:27.721 --> 02:41:29.422]  Charlotte, thank you for putting the book back out.
[02:41:29.442 --> 02:41:32.863]  I know the big, thick one is free on your website.
[02:41:33.983 --> 02:41:37.645]  Give folks that address as well for people that can't afford the soft cover.
[02:41:37.865 --> 02:41:47.050]  Okay, it's DeliberateDumbingDown.com and you can just go there and you can read it on the internet.
[02:41:47.090 --> 02:41:51.332]  It's a big book to read on the internet, but please, that's why it's there.
[02:41:51.512 --> 02:41:55.454]  And AmericanDeception.com is also a free website for all the documents.
[02:41:57.255 --> 02:42:04.623]  And let's be clear, when you send a friend or family or teacher the email with the link, people don't tend to appreciate something that's free.
[02:42:04.643 --> 02:42:10.949]  It's like, here's all this work, it's free, please warn people, here's the total blueprint of the enemy operation in education.
[02:42:10.989 --> 02:42:15.774]  This is what, yeah, you say the schools, you know, George Carlin said they want you dumb, well here's the proof.
[02:42:15.794 --> 02:42:16.875]  Yeah, George Carlin's right.
[02:42:17.196 --> 02:42:17.896]  Here's their own
[02:42:18.857 --> 02:42:21.739]  Criminal blueprint, all put together for you, all sourced.
[02:42:22.600 --> 02:42:24.381]  And tell people, you better look at this.
[02:42:24.841 --> 02:42:27.423]  But most people will still appreciate a book.
[02:42:27.864 --> 02:42:34.989]  So if you do buy the book, it's like, here, I read it, here it is, school teacher, I've got the most important parts highlighted, or to your school board, or whatever.
[02:42:35.009 --> 02:42:37.590]  Because most of these people are not evil operatives.
[02:42:37.651 --> 02:42:43.255]  They have grown up multi-generationally in this, and now it's getting so deep.
[02:42:43.375 --> 02:42:45.096]  Charlotte, look forward to speaking to you again soon.
[02:42:45.456 --> 02:42:50.039]  Well, thanks a lot, Alex, and keep up your good work, and Happy New Year to all your listeners.
[02:42:50.299 --> 02:42:51.760]  Thank you so much, and God bless you.
[02:42:51.780 --> 02:42:52.020]  Bye-bye.
[02:42:52.180 --> 02:43:00.845]  All right, there goes Charlotte Thompson Isserby, the book, Deliberate Dumbing Down of America, available at Infowars.com or by calling 888-253-3139 here at our office.
[02:43:00.865 --> 02:43:02.686]  You can also write to us at P.O.
[02:43:02.706 --> 02:43:03.487]  Box 19549, Austin, Texas, 78760.
[02:43:11.431 --> 02:43:13.893]  We also have the Everything Special.
[02:43:14.073 --> 02:43:15.675]  We're going to call it the New Year Special.
[02:43:15.715 --> 02:43:16.735]  I've never had a deal this good.
[02:43:16.755 --> 02:43:19.858]  But we're going to keep it running for the rest of the month because it's getting the word out.
[02:43:20.278 --> 02:43:24.041]  All 18 of my films on DVD are $99.95.
[02:43:24.241 --> 02:43:24.602]  All of them.
[02:43:24.702 --> 02:43:29.806]  Obama Deception, Fall of the Republic, Endgame, Terror Storm.
[02:43:29.826 --> 02:43:30.647]  $99.95 right now.
[02:43:30.667 --> 02:43:32.388]  Normally 360 smackers.
[02:43:33.048 --> 02:43:37.532]  And your funding of this operation allows us to continue and hopefully expand.
[02:43:37.572 --> 02:43:39.434]  And we're really working hard here, as you know.
[02:43:40.540 --> 02:43:43.921]  Because we understand this information is too important.
[02:43:44.541 --> 02:43:50.963]  I mean, you know, I separated some ribs, cracked some stuff, dropped a big weight on myself last weekend like an idiot.
[02:43:51.423 --> 02:43:53.484]  Do an incline weight, it slipped out of my hands.
[02:43:53.504 --> 02:43:55.084]  I was going too fast and it came out.
[02:43:55.964 --> 02:43:57.485]  And most people would be in bed right now.
[02:43:57.505 --> 02:43:58.825]  And I'm not whining about it.
[02:43:58.885 --> 02:44:01.346]  I'm not doing some great service being here.
[02:44:02.286 --> 02:44:04.347]  Wild horses cannot drag me away.
[02:44:05.384 --> 02:44:07.406]  I mean, I want to do productions.
[02:44:07.526 --> 02:44:09.447]  I want to make films.
[02:44:09.628 --> 02:44:10.788]  I want to get the word out.
[02:44:10.849 --> 02:44:11.869]  I want to warn people.
[02:44:11.969 --> 02:44:13.331]  I want to stop these people.
[02:44:13.931 --> 02:44:31.626]  Because it's so frustrating to know these are wanton evil criminals that use psychological warfare and false reality systems that they've taught people to get a lot of good men and women out there to not even ever become conscious human beings and to be mind slaves to these globalists and carry out all this evil.
[02:44:33.254 --> 02:44:35.075]  I don't even hate their minions anymore.
[02:44:35.135 --> 02:44:39.276]  I used to really get mad at minions of the system, and now I'm just like, man, it's frustrating.
[02:44:39.756 --> 02:44:41.777]  Like, I know what I'm talking about.
[02:44:42.257 --> 02:44:43.358]  I live this stuff.
[02:44:44.018 --> 02:44:45.919]  I read documents till I'm blue in the face.
[02:44:46.379 --> 02:44:48.420]  I understand how the system works.
[02:44:48.520 --> 02:44:52.001]  I understand that most people are not bad.
[02:44:53.826 --> 02:45:00.770]  And I understand this a lot more than even some of their high-level people, because they're all compartmentalizers doing their sector.
[02:45:01.090 --> 02:45:02.431]  They're trained to do it, they do it.
[02:45:03.051 --> 02:45:11.916]  And I've gotten the level of a master architect understanding of the overall integrated systems of how they run this thing.
[02:45:12.297 --> 02:45:15.298]  And let me tell you, it doesn't look like it's human-built.
[02:45:16.219 --> 02:45:19.320]  I'm not into space aliens, reptoids, any of that.
[02:45:19.340 --> 02:45:21.442]  I'm just saying it's hard to believe
[02:45:22.304 --> 02:45:28.668]  That humans would actually consciously be trying to set this up because they're trying to screw up the planet.
[02:45:29.109 --> 02:45:35.773]  They're trying to splice every animal and every plant and creating abominations that are already causing irrevocable problems.
[02:45:36.234 --> 02:45:38.855]  They've already got a lot of the key species dying out.
[02:45:39.436 --> 02:45:40.677]  Honeybees and things like that.
[02:45:42.798 --> 02:45:44.139]  It's other top scientists I've had on.
[02:45:44.179 --> 02:45:48.042]  It's like, they say it's like it's space aliens that want to destroy the Earth or something.
[02:45:48.820 --> 02:45:55.882]  And then they know that we're concerned about this, so they take over the environmental movement and make it an anti-human, anti-carbon dioxide movement.
[02:45:57.442 --> 02:46:07.645]  They are such masters at knowing how you're going to think and what you're going to do and creating false systems to capture your energy, to capture your resistance.
[02:46:07.725 --> 02:46:08.685]  It's just unbelievable.
[02:46:10.871 --> 02:46:12.932]  And they love hurting good things.
[02:46:13.032 --> 02:46:15.593]  They love defacing good things.
[02:46:15.633 --> 02:46:16.934]  They love screwing things up.
[02:46:16.954 --> 02:46:18.614]  All right, I'm going to start preaching here.
[02:46:18.694 --> 02:46:21.936]  It's just... It's the devil, ladies and gentlemen!
[02:46:22.756 --> 02:46:30.519]  I don't know how else to explain it to you, but when you get right down to hardcore 18-hour-a-day research, you run smack dab up against it.
[02:46:30.800 --> 02:46:33.201]  The leadership are devil worshipers, Lucifer worshipers.
[02:46:33.221 --> 02:46:35.762]  They think Lucifer's God, and they're just sick freaks.
[02:46:36.582 --> 02:46:39.904]  They are super smart, sick freaks, and it's skull and bones.
[02:46:40.285 --> 02:46:45.388]  They think they're guided by the devil, and they worship the devil, and ABC News captured it on tape.
[02:46:45.548 --> 02:46:50.071]  I mean, that's just, it's like, what in the world are we facing here?
[02:46:50.832 --> 02:47:00.698]  And they've got all these well-meaning people that will go and shoot Iraqi women for almost no reason, and call them subhuman, and think they're good guys.
[02:47:01.119 --> 02:47:02.820]  That is mind control.
[02:47:07.685 --> 02:47:10.927]  And it's all Skinner, it's all Edward Bernays.
[02:47:10.947 --> 02:47:28.677]  If you just read propaganda by Bernays, if you just know what I know, if you just read the Public Club of Rome documents, if you just read the Rockefeller Foundation documents we link to, where they put stuff in the vaccines and the food and the water to give us cancer.
[02:47:28.717 --> 02:47:30.038]  I mean, it's really uncool.
[02:47:31.479 --> 02:47:32.939]  You know, this is not about entertainment.
[02:47:32.959 --> 02:47:34.340]  It's not about a joke, people.
[02:47:34.360 --> 02:47:38.321]  It's not about, ooh, I'm a radio host and I'm up here talking to you about this stuff.
[02:47:38.681 --> 02:47:39.941]  This is life and death.
[02:47:39.961 --> 02:47:49.523]  And it starts with all of us, though.
[02:47:49.723 --> 02:47:54.124]  Evil couldn't have gotten away with this if people, by increment, didn't give in to evil and corruption.
[02:47:55.504 --> 02:47:57.185]  I said I got through a bunch of news and
[02:47:59.684 --> 02:48:00.704]  Look at this financial news.
[02:48:00.764 --> 02:48:07.227]  Doctors going broke under Obamacare, but don't worry, they just now want to fully nationalize healthcare and take it over.
[02:48:07.267 --> 02:48:08.268]  That was always the plan.
[02:48:08.648 --> 02:48:09.168]  CNN.
[02:48:10.169 --> 02:48:15.131]  Top 1% of mobile users consume half of world's bandwidth, and the gap is growing.
[02:48:15.551 --> 02:48:21.013]  So they're saying to people, well let us put a charge, more charges on you, since other people are using too much.
[02:48:21.053 --> 02:48:22.354]  That's just a way to charge everybody more.
[02:48:24.099 --> 02:48:27.621]  There's articles out about how they're lying about how many jobs have really been created.
