[00:00:00.069 --> 00:00:01.109]  The radio starts here.
[02:15:47.677 --> 02:15:49.179]  You altered that price.
[02:15:49.199 --> 02:15:53.082]  I remember it was $60-something a couple weeks ago.
[02:15:53.202 --> 02:15:54.783]  You changed that according to the market, right?
[02:15:55.498 --> 02:15:57.959]  Yeah, it has to go up because the price of silver is going up.
[02:15:58.019 --> 02:16:03.362]  When I priced the silver dollars at $63, you've got to realize silver was at $26 at that time.
[02:16:03.482 --> 02:16:03.742]  Right.
[02:16:03.842 --> 02:16:05.923]  Right now we're looking at $34 silver.
[02:16:06.183 --> 02:16:07.764]  What do you think is going to happen in the future?
[02:16:07.784 --> 02:16:08.484]  We're in the fall.
[02:16:08.724 --> 02:16:09.945]  We have lots of problems.
[02:16:10.005 --> 02:16:14.967]  Right now, Germany is expected to go into recession, and they're the ones that have been bailing out Greece.
[02:16:15.147 --> 02:16:16.648]  Well, who's going to bail out Germany?
[02:16:16.928 --> 02:16:18.929]  The printing press is going to bail out Germany.
[02:16:19.289 --> 02:16:23.431]  And we're going to be on the hook because the Fed is tied into the European Union.
[02:16:23.511 --> 02:16:25.791]  Well, plus we've got QE Unlimited now going on.
[02:16:25.811 --> 02:16:29.173]  $85 billion a month for how many months?
[02:16:29.433 --> 02:16:30.033]  Nobody knows.
[02:16:30.793 --> 02:16:31.473]  Right, exactly.
[02:16:32.014 --> 02:16:34.735]  And Ben Bernanke no longer has to bring it up anymore, too.
[02:16:36.215 --> 02:16:39.098]  He can increase quantitative easing or decrease quantitative easing.
[02:16:39.118 --> 02:16:40.359]  He doesn't even have to talk about it.
[02:16:40.399 --> 02:16:42.241]  There's not going to be a whole new announcement.
[02:16:42.521 --> 02:16:44.383]  We have QE2 on steroids.
[02:16:44.724 --> 02:16:45.664]  QE3 is here.
[02:16:46.145 --> 02:16:54.073]  And as long as we have the problems that we have, they're going to go to the printing press.
[02:16:54.273 --> 02:16:56.836]  And it's going to come right directly out of the value of our currency.
[02:16:56.956 --> 02:16:58.637]  And that's why gold and silver goes up.
[02:16:59.437 --> 02:17:01.078]  All right, well, thanks for the update, Ted.
[02:17:01.118 --> 02:17:02.058]  It's always great talking to you.
[02:17:02.078 --> 02:17:16.205]  The phone number, folks, is 1-800-686-2237 to take advantage of that combo offer of the two silver coins, the film, two books, I'm sorry, the two films and a book, or two books and a film?
[02:17:16.945 --> 02:17:17.545]  The American Dream.
[02:17:17.565 --> 02:17:20.086]  It's one book, two films, two silver dollars.
[02:17:20.126 --> 02:17:20.486]  There you go.
[02:17:20.667 --> 02:17:21.207]  There we go.
[02:17:21.247 --> 02:17:22.547]  And a partridge in a pear tree.
[02:17:22.567 --> 02:17:23.488]  He'll throw that in for you.
[02:17:24.248 --> 02:17:24.828]  Thank you, Ted.
[02:17:24.868 --> 02:17:25.649]  Always good to talk to you.
[02:17:26.266 --> 02:17:27.286]  Yeah, good to talk to you as well.
[02:17:27.667 --> 02:17:28.147]  All right.
[02:17:28.267 --> 02:17:30.068]  Take that information seriously, folks.
[02:17:30.188 --> 02:17:35.830]  Gold and silver is what's going to be around when the fiat currency money system is no longer around.
[02:17:36.730 --> 02:17:40.752]  And so that's why I always appreciate Ted dropping in to give us an update on the situation.
[02:17:40.812 --> 02:17:42.293]  Gold continues to trend upward.
[02:17:42.733 --> 02:17:44.413]  Now, we do have some calls on the line.
[02:17:44.433 --> 02:17:45.734]  We're going to go to them in just a minute.
[02:17:45.834 --> 02:17:51.636]  But I want to encourage callers, if you've got questions for me or things that are on your mind, call us now at 1-800-259-9231.
[02:17:55.678 --> 02:18:02.660]  And I am going to get to what I promised, some strategies for protecting yourself from radiation poisoning and MSG.
[02:18:02.980 --> 02:18:04.740]  We'll cover those in the next segment.
[02:18:04.760 --> 02:18:06.861]  A couple more headlines here real quick.
[02:18:07.301 --> 02:18:14.603]  More Americans now commit suicide than are killed in car crashes as a miserable economy takes its toll.
[02:18:14.663 --> 02:18:18.224]  This is the story from Daily Mail from out of the UK.
[02:18:19.504 --> 02:18:21.626]  Suicide is the cause of more deaths than car crashes.
[02:18:22.307 --> 02:18:31.494]  And, of course, you always have to wonder, too, what's the link to the psychiatric drugs, the antidepressants that have suicidal thoughts and violent thoughts as one of their side effects.
[02:18:32.095 --> 02:18:35.338]  But, clearly, the economy has something to do with this as well.
[02:18:35.358 --> 02:18:36.479]  We see crime on the rise.
[02:18:37.219 --> 02:18:39.760]  Lots of, I mean, counterfeit gold, as Ted just talked about.
[02:18:40.080 --> 02:18:41.320]  We see that on the rise as well.
[02:18:41.921 --> 02:18:46.862]  UK hospitals are on the verge of collapse as socialized medicine fails.
[02:18:47.342 --> 02:18:54.305]  This is a Natural News article, and this just shows, hey, that socialized medicine system doesn't work long term.
[02:18:54.545 --> 02:18:55.885]  Patients aren't any healthier.
[02:18:55.905 --> 02:19:00.307]  It just gets more and more expensive until the drug companies loot the entire economy.
[02:19:01.427 --> 02:19:03.869]  And here's a story out of RT.
[02:19:03.989 --> 02:19:08.151]  Public health officials on alert after new virus detected.
[02:19:08.211 --> 02:19:12.053]  Well, this could just be a scare story from the World Health Organization.
[02:19:12.534 --> 02:19:18.958]  They say they're on alert after two confirmed cases of a new virus in the same family as SARS.
[02:19:19.498 --> 02:19:25.581]  So it's like SARS Part 2 coming back to haunt us over and over again.
[02:19:26.542 --> 02:19:33.847]  Just like in the Texas Chainsaw Massacre movies, it's the WHO SARS Massacre sequel.
[02:19:34.207 --> 02:19:35.628]  Part 2, Part 3, Part 4!
[02:19:36.108 --> 02:19:39.871]  They're gonna keep scaring us until we all go get vaccinated and decide to kill ourselves with GMO.
[02:19:40.391 --> 02:19:41.052]  That's the plan.
[02:19:41.977 --> 02:19:42.297]  All right.
[02:19:43.398 --> 02:19:43.899]  Enough on that.
[02:19:44.199 --> 02:19:45.500]  We're going to take some phone calls.
[02:19:45.560 --> 02:19:50.625]  We've got Lars and Peter, John, Harry, Dave, all straight ahead.
[02:19:51.005 --> 02:19:51.426]  Thank you.
[02:19:51.886 --> 02:19:55.069]  We're going to take your calls when we come back here on the Alex Jones Show.
[02:19:55.109 --> 02:19:55.730]  Stay with us.
[02:19:56.130 --> 02:19:57.712]  Those calls and much more straight ahead.
[02:20:03.854 --> 02:20:04.595]  Aaron Fullin here.
[02:20:04.875 --> 02:20:16.170]  As the Food Police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[02:20:16.391 --> 02:20:20.196]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[02:20:20.396 --> 02:20:22.877]  But frankly, I'm not sure what the food police are so afraid of.
[02:20:23.138 --> 02:20:30.722]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[02:20:30.962 --> 02:20:38.426]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[02:20:38.706 --> 02:20:39.607]  But here's some good news.
[02:20:39.827 --> 02:20:45.651]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[02:20:45.991 --> 02:20:49.033]  Since it's still legal to make these foods as long as you can make them yourself.
[02:20:49.313 --> 02:20:51.955]  For more information, check out fermentationfactor.com.
[02:20:52.115 --> 02:20:53.837]  That's fermentationfactor.com.
[02:20:54.117 --> 02:20:56.458]  It's easy to create your own powerful fermented foods.
[02:20:56.538 --> 02:21:00.121]  And you can do it by going to www.fermentationfactor.com.
[02:21:00.201 --> 02:21:02.583]  That's www.fermentationfactor.com.
[02:21:04.741 --> 02:21:11.203]  Big business has discovered the preparedness market, and that makes it difficult to know where to go and who to trust.
[02:21:11.524 --> 02:21:16.005]  MyPatriotSupply.com is owned and operated by patriots just like you.
[02:21:16.285 --> 02:21:25.489]  Has the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books, and more.
[02:21:25.789 --> 02:21:31.731]  MyPatriotSupply.com has old-fashioned values and the absolute best customer service in the industry.
[02:21:31.971 --> 02:21:33.252]  Look for the deal of the day.
[02:21:33.552 --> 02:21:36.774]  Unique, affordable survival supplies that fit anyone's budget.
[02:21:36.954 --> 02:21:40.236]  Get same day shipping on all orders and free shipping on orders over $49.
[02:21:40.296 --> 02:21:40.576]  Call 866-229-0927.
[02:21:40.596 --> 02:21:40.636]  866-229-0927.
[02:21:48.240 --> 02:21:54.208]  Or visit MyPatriotSupply.com for emergency preparedness, self-reliance, and food independence.
[02:21:54.649 --> 02:21:57.352]  Shop with a name you know and a name you can trust.
[02:21:57.552 --> 02:22:00.296]  Before it's time to survive, it's time to prepare.
[02:22:00.576 --> 02:22:01.958]  MyPatriotSupply.com
[02:22:03.613 --> 02:22:07.774]  What do you do when your propane runs out and you don't have a large amount of wood for cooking?
[02:22:08.194 --> 02:22:11.615]  That's when you need a Grover Rocket Stove from StockStorage.com.
[02:22:11.876 --> 02:22:18.938]  The Grover Rocket Stove starts easily with any combustible material like junk mail, small twigs, leaves, weeds or dry sagebrush.
[02:22:19.238 --> 02:22:23.299]  Then just add a small amount of kindling wood and you'll be cooking entire meals in minutes.
[02:22:23.619 --> 02:22:26.100]  Grover Rocket Stoves are made right here in the USA.
[02:22:26.440 --> 02:22:32.483]  And are built to last a lifetime using heavy-duty thick-gauge steel and are painted with high-temp paint to withstand heat.
[02:22:32.823 --> 02:22:43.449]  Go to StockStorage.com and see three great Grover rocket stoves, stainless steel, heavy-duty, or our original Grover rocket stove for only $135 and get free shipping to the lower 48.
[02:22:43.509 --> 02:22:45.930]  For phone orders call 801-361-6984 or go to StockStorage.com.
[02:22:46.110 --> 02:22:46.410]  That's 801-361-6984.
[02:22:55.715 --> 02:23:06.744]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[02:23:07.424 --> 02:23:09.566]  I want you to know some very important information.
[02:23:10.447 --> 02:23:18.773]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[02:23:19.401 --> 02:23:24.346]  Now, 27 years later, carnivore capsules are used around the world to keep people healthy.
[02:23:24.966 --> 02:23:35.936]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[02:23:36.336 --> 02:23:43.343]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[02:23:44.003 --> 02:23:48.288]  Call 1-866-VENUSFLY or order from carnivora.com.
[02:23:48.308 --> 02:23:51.491]  That's C-A-R-N-I-V-O-R-A dot com.
[02:23:51.911 --> 02:23:58.858]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[02:23:59.178 --> 02:24:00.159]  Protect your immune system.
[02:24:00.440 --> 02:24:01.481]  It's the only one you've got.
[02:24:12.711 --> 02:24:26.420]  Yeah, we're back in the homestretch here.
[02:24:26.440 --> 02:24:27.961]  This is the Alex Jones Show.
[02:24:28.381 --> 02:24:31.043]  Mike Adams, the health ranger, filling in for Alex today.
[02:24:31.483 --> 02:24:32.424]  Hey, it's good to be back.
[02:24:32.724 --> 02:24:36.666]  I've been on kind of a, well, it was supposed to be a break.
[02:24:37.267 --> 02:24:38.968]  I was supposed to do some fasting.
[02:24:39.908 --> 02:24:40.949]  And that didn't happen.
[02:24:40.969 --> 02:24:44.831]  I ended up working on all these other projects, which will be launching soon.
[02:24:44.911 --> 02:24:46.852]  But anyway, it's great to be back.
[02:24:47.372 --> 02:24:54.016]  Thank you for, thanks to Alex for having me on, and thank you, the listeners, for supporting me with all your positive comments.
[02:24:54.076 --> 02:24:57.198]  I do enjoy bringing you this news and bringing you some interesting perspective.
[02:24:57.638 --> 02:25:01.180]  But let's get to something even more interesting now.
[02:25:01.220 --> 02:25:02.381]  Let's take some calls.
[02:25:02.921 --> 02:25:03.502]  Do we dare?
[02:25:03.522 --> 02:25:09.707]  I love taking calls because the callers are so well informed and also you never know what you're going to get.
[02:25:10.248 --> 02:25:11.409]  So let's do that right now.
[02:25:11.449 --> 02:25:14.772]  We've got Lars in Denmark on the line with us.
[02:25:14.832 --> 02:25:16.474]  Lars, you're live on the air.
[02:25:16.534 --> 02:25:17.054]  Go ahead, sir.
[02:25:17.074 --> 02:25:18.916]  Hi.
[02:25:19.016 --> 02:25:19.397]  Thank you.
[02:25:19.417 --> 02:25:20.137]  Thank you.
[02:25:20.157 --> 02:25:20.558]  Thank you, Adam.
[02:25:21.599 --> 02:25:26.844]  I just want to make a quick comment before I have a question about Change Engineering.
[02:25:27.948 --> 02:25:43.479]  The comment is that, you know, here in Denmark, of course, InfoWars is not as big as it is in the States, but I just started a new job a few weeks ago, and out of four guys working there, one of them was also a regular listener.
[02:25:44.560 --> 02:25:50.864]  And that was quite awesome to find out that, you know, even a small country like Denmark with what, five and a half million people,
[02:25:52.441 --> 02:25:54.782]  There's quite a few people who listen, so.
[02:25:55.042 --> 02:25:57.683]  Well, it's a global reach and it's getting bigger every single day.
[02:25:57.703 --> 02:25:59.584]  Do you have another question, Lars?
[02:25:59.604 --> 02:26:01.725]  That's exactly right, yeah.
[02:26:01.985 --> 02:26:06.787]  I have a question about, because we tried some tangerine from the integrity.
[02:26:07.047 --> 02:26:07.227]  Yes.
[02:26:07.868 --> 02:26:16.191]  And a family member had a problem after having a gallbladder removed, which we probably shouldn't have done, but now it's out, so we can't do anything about it.
[02:26:16.251 --> 02:26:18.592]  But the tangerine actually helped.
[02:26:19.469 --> 02:26:22.770]  I took some and I felt a lot of energy in my 70-year-old mother.
[02:26:22.950 --> 02:26:27.151]  Mother started skipping her noon naps.
[02:26:27.411 --> 02:26:28.791]  She felt a lot of energy too.
[02:26:29.871 --> 02:26:32.132]  And we used it all up and ordered another one.
[02:26:32.152 --> 02:26:33.352]  Oh, good!
[02:26:33.412 --> 02:26:35.953]  And got caught in the customs department.
[02:26:35.993 --> 02:26:36.793]  Of course!
[02:26:36.833 --> 02:26:37.733]  They wanted to check it.
[02:26:37.753 --> 02:26:40.834]  You know, you can make your own decisions here in Denmark, of course.
[02:26:41.114 --> 02:26:41.534]  Right.
[02:26:41.834 --> 02:26:45.215]  So they stopped it because of this glucosamine.
[02:26:46.374 --> 02:26:49.138]  Which is apparently allowed in Europe.
[02:26:49.799 --> 02:26:50.880]  You can take it, of course.
[02:26:50.920 --> 02:26:56.928]  They admit it's good for you, but if you import it from the States, then you can't.
[02:26:57.335 --> 02:27:04.960]  Well Lars, the bottom line is that the European Union especially is so strict on restricting your right to nutritional supplements.
[02:27:05.100 --> 02:27:15.986]  It is a tragedy of health and some of the countries you can't even get vitamin C shipped into the country without it getting seized and then you have to pay big fines or just you lose it.
[02:27:16.087 --> 02:27:16.967]  It gets confiscated.
[02:27:16.987 --> 02:27:18.128]  But thank you for your call, Lars.
[02:27:18.528 --> 02:27:26.273]  And also I do want to mention for those who have their gallbladders removed, remember doctors typically don't tell you that the gallbladder has a role in your digestion.
[02:27:26.733 --> 02:27:33.039]  Specifically, if you eat dietary fats and you have your gallbladder removed, then you're not going to be able to digest those fats as easily.
[02:27:33.079 --> 02:27:38.104]  You need to supplement with some enzymes that can help digest fats.
[02:27:38.264 --> 02:27:40.186]  That's part of the role of the gallbladder.
[02:27:40.466 --> 02:27:44.490]  Hey, you can't just take organs out of the body and not think something's going to happen, right?
[02:27:44.530 --> 02:27:46.732]  So do your homework, get informed.
[02:27:47.232 --> 02:27:51.896]  If a doctor wants to remove something from your body, like your gallbladder,
[02:27:52.757 --> 02:27:54.698]  Or a kidney or something, you know.
[02:27:54.998 --> 02:27:56.358]  Learn what that does, huh?
[02:27:56.418 --> 02:27:57.019]  Kind of a good idea.
[02:27:57.459 --> 02:27:58.699]  So, thank you for your call, though.
[02:27:58.719 --> 02:27:59.340]  Good information.
[02:27:59.380 --> 02:28:00.980]  Let's go to Peter in Washington.
[02:28:01.060 --> 02:28:02.461]  Peter, you're on the air.
[02:28:02.841 --> 02:28:03.361]  Go ahead, sir.
[02:28:03.421 --> 02:28:04.862]  What's your comment or question?
[02:28:05.862 --> 02:28:17.707]  A few days ago, or last week, I think it was, you had a report with the man from eFoods on the food crisis, and I just wanted to update it.
[02:28:17.727 --> 02:28:17.767]  In 1966,
[02:28:22.347 --> 02:28:34.376]  Western Islands, which was the publishing arm of the John Birch Society at that time, published a book called Ill Fares the Land, the Famine Planned for America by Dan P. Van Gorder.
[02:28:35.576 --> 02:28:38.558]  Now, that's almost 50 years ago.
[02:28:38.578 --> 02:28:45.643]  And at that time, it was started with the Agricultural Adjustment Act of 1933.
[02:28:46.444 --> 02:28:48.846]  They didn't get too far.
[02:28:48.926 --> 02:28:51.708]  Basically, what they did was they falsely reported
[02:28:53.241 --> 02:28:54.742]  That we were having surpluses.
[02:28:55.862 --> 02:29:05.846]  And they did that because the production was going up then, but it was dropping on a per capita basis and they were importing more and more food.
[02:29:07.087 --> 02:29:10.388]  And then they fiddled a little bit with the statistics.
[02:29:10.748 --> 02:29:14.130]  So you're saying that this has been an ongoing agenda for decades then?
[02:29:15.010 --> 02:29:21.053]  And the interesting thing is the agricultural department was run by Henry Wallace,
[02:29:22.236 --> 02:29:32.740]  ...Junior, who was a communist, and ran against Truman in 1948, claiming that the problem is not the communists, but the communist issue.
[02:29:33.601 --> 02:29:38.643]  Now, in the Department of Agriculture... Hey, Peter, we gotta go to break, but I appreciate your call.
[02:29:38.663 --> 02:29:39.503]  That's a really good point.
[02:29:39.523 --> 02:29:40.383]  Sorry to cut you off there.
[02:29:40.703 --> 02:29:43.344]  We gotta take a hard break here, but we'll be right back.
[02:29:43.384 --> 02:29:43.925]  Stay with us.
[02:29:44.305 --> 02:29:47.486]  More calls and more information straight ahead on the Alex Jones Show.
[02:29:47.506 --> 02:29:48.266]  This is Mike Adams.
[02:29:48.286 --> 02:29:48.767]  Stay with us.
[02:29:48.887 --> 02:29:49.387]  We'll be right back.
[02:29:53.137 --> 02:29:56.139]  We're on the march, the empire's on the run.
[02:29:57.059 --> 02:29:59.841]  Alex Jones and the GCN Radio Network.
[02:30:03.903 --> 02:30:04.643]  Aaron Fullon here.
[02:30:04.923 --> 02:30:16.290]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[02:30:16.510 --> 02:30:20.332]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[02:30:20.552 --> 02:30:23.055]  But frankly, I'm not sure what the food police are so afraid of.
[02:30:23.316 --> 02:30:30.966]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[02:30:31.206 --> 02:30:38.716]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[02:30:38.996 --> 02:30:39.917]  But here's some good news.
[02:30:40.117 --> 02:30:45.981]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[02:30:46.342 --> 02:30:49.384]  Since it's still legal to make these foods as long as you can make them yourself.
[02:30:49.664 --> 02:30:52.346]  For more information, check out fermentationfactor.com.
[02:30:52.506 --> 02:30:54.268]  That's fermentationfactor.com.
[02:30:54.528 --> 02:30:56.870]  It's easy to create your own powerful fermented foods.
[02:30:56.950 --> 02:31:00.553]  And you can do it by going to www.fermentationfactor.com.
[02:31:00.653 --> 02:31:03.375]  That's www.fermentationfactor.com.
[02:31:03.735 --> 02:31:09.720]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[02:31:09.880 --> 02:31:12.642]  78% of the Midwest corn belt is in drought conditions.
[02:31:12.842 --> 02:31:17.946]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[02:31:18.226 --> 02:31:22.949]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[02:31:23.210 --> 02:31:30.515]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[02:31:30.835 --> 02:31:34.538]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[02:31:34.698 --> 02:31:36.279]  Now is the time to get your supply.
[02:31:36.499 --> 02:31:40.362]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[02:31:40.502 --> 02:31:43.143]  You know about their delicious, long-term, storable foods.
[02:31:43.424 --> 02:31:46.065]  The fact is, you can eat at any time to save money today.
[02:31:46.206 --> 02:31:50.608]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[02:31:50.769 --> 02:31:51.289]  Don't wait!
[02:31:51.409 --> 02:31:52.850]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[02:31:52.890 --> 02:31:53.150]  Call 800-409-5633.
[02:31:58.914 --> 02:32:01.016]  Or eFoodsDirect.com forward slash Alex.
[02:32:01.156 --> 02:32:03.057]  You can bet your life on eFoodsDirect.
[02:32:05.659 --> 02:32:13.344]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[02:32:13.784 --> 02:32:17.407]  Alex and his staff have used these pure soap products for years.
[02:32:17.847 --> 02:32:24.672]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[02:32:25.152 --> 02:32:27.974]  See them on the web at 5starsoap.com.
[02:32:28.174 --> 02:32:32.677]  Or call 800-340-7091 for a free catalog.
[02:32:32.997 --> 02:32:38.681]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[02:32:38.941 --> 02:32:44.045]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[02:32:44.365 --> 02:32:45.986]  This is an amazing deal.
[02:32:46.346 --> 02:32:50.949]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[02:32:51.570 --> 02:32:54.712]  See them on the web at 5starsoap.com or call
[02:32:54.952 --> 02:32:56.075]  Call 800-340-7091 for a free catalog.
[02:33:21.502 --> 02:33:22.683]  Alright, long segment here.
[02:33:22.743 --> 02:33:24.824]  You are listening to the Alex Jones Show.
[02:33:25.144 --> 02:33:29.066]  This is Mike Adams, the health ranger, filling in for Alex today.
[02:33:29.486 --> 02:33:32.588]  Let me share this with you before we continue with calls.
[02:33:33.348 --> 02:33:39.992]  I promise to give you some information about how to protect yourself from MSG, monosodium glutamate.
[02:33:40.572 --> 02:33:43.194]  Now, MSG is an excitotoxin.
[02:33:43.214 --> 02:33:45.775]  That's how Dr. Russell Blalock describes it.
[02:33:46.036 --> 02:33:47.837]  He's a neurosurgeon who's an expert in this area.
[02:33:47.857 --> 02:33:50.238]  In fact, he's been a guest on this show many times.
[02:33:50.799 --> 02:33:56.863]  MSG is found in all kinds of foods, and they hide it using other ingredients, such as yeast extract.
[02:33:57.323 --> 02:33:59.084]  So remember that ingredient, okay?
[02:33:59.424 --> 02:34:00.825]  Yeast extract.
[02:34:01.286 --> 02:34:08.931]  That contains up to about 14% free glutamate, which is a taste enhancer, a chemical taste enhancer.
[02:34:09.915 --> 02:34:31.477]  Now there's a new study and this study is fascinating in that it offers a possible solution to protecting yourself from MSG and I think, let's see, it's called the combined treatment with capsicum and resveratrol enhances neuroprotection against glutamate induced toxicity in mouse cerebral cortical neurons.
[02:34:33.218 --> 02:34:43.707]  In layman's terms, what it means is that they tested glutamate toxicity on the neurons, the brains of mice, and they found that these two substances offer some protection.
[02:34:44.227 --> 02:34:48.370]  This is good news, and this is breaking right here on the Alex Jones Show.
[02:34:48.390 --> 02:34:50.072]  I'm not aware of anybody else who has covered this.
[02:34:51.616 --> 02:35:05.080]  But it means that you can take resveratrol, which has been called a miracle molecule by scientists, and that resveratrol holds real promise for protecting you from the toxic effects of MSG.
[02:35:05.460 --> 02:35:07.261]  It's kind of a defensive shield.
[02:35:07.801 --> 02:35:14.203]  Now, this hasn't been tested on humans to see if it reduces neurotoxicity of MSG, so some of this is
[02:35:15.003 --> 02:35:23.169]  Just conjecture, but it has real promise there, and resveratrol has so many benefits for heart health and longevity that I would recommend resveratrol anyway.
[02:35:23.749 --> 02:35:28.873]  And that, of course, resveratrol is the molecule that's often famously found in red wine.
[02:35:29.333 --> 02:35:38.980]  It's in grapes, especially organic grapes, because this molecule, resveratrol, is produced by the grape plant in response to a fungal infection.
[02:35:39.640 --> 02:35:46.644]  So you got to go for organic grapes, you get high resveratrol, and it may protect you from the toxic effects of MSG.
[02:35:46.904 --> 02:35:52.387]  And capsicum may also protect you, although that one, you know, that's a hot pepper.
[02:35:52.867 --> 02:35:56.489]  So that intuitively would seem like that would make the problem worse.
[02:35:57.229 --> 02:36:00.091]  But in fact, the study showed it had a neuroprotective effect.
[02:36:00.511 --> 02:36:01.912]  That's very interesting science.
[02:36:03.109 --> 02:36:07.691]  Now, in addition to that, I promised to share some thoughts with you on protection from radiation.
[02:36:08.011 --> 02:36:11.013]  This is a big deal because of Fukushima, but not just that.
[02:36:11.253 --> 02:36:14.414]  We've got the possible future radiation problems.
[02:36:14.575 --> 02:36:18.436]  What if nuke power plants across the USA go into meltdown?
[02:36:19.477 --> 02:36:31.863]  What if there's a high-altitude EMP weapon detonated over America, for example, takes out the power grid, and it wouldn't be long before some nuclear power facilities start to go into meltdown like they did in Fukushima?
[02:36:32.793 --> 02:36:33.494]  What are you going to do then?
[02:36:34.195 --> 02:36:37.200]  Well, here are some foods that can help protect you from radiation.
[02:36:37.841 --> 02:36:41.146]  And I really want to encourage you to eat these on a regular basis.
[02:36:41.166 --> 02:36:42.608]  They're also really healthy for other reasons.
[02:36:43.330 --> 02:36:47.797]  Miso is a traditional Japanese food, a soup base.
[02:36:49.683 --> 02:36:51.024]  It offers protection from radiation.
[02:36:51.364 --> 02:36:52.646]  Probiotics are also very good.
[02:36:53.286 --> 02:36:56.169]  Chlorella is a superfood, a microalgae, chlorella.
[02:36:56.970 --> 02:37:06.600]  Iodine, of course, as you know, offers protection to the thyroid, which is why the government even recommends potassium iodide pills for protection from radiation poisoning.
[02:37:07.020 --> 02:37:12.566]  But you can find iodine in seaweed, so if you can work some seaweed into your diet,
[02:37:13.146 --> 02:37:16.409]  Now, me being a guy from the Midwest, I think, that sounds crazy.
[02:37:16.449 --> 02:37:18.190]  How am I going to work seaweed into my diet?
[02:37:18.530 --> 02:37:20.572]  Well, sushi is the easiest way.
[02:37:20.612 --> 02:37:27.597]  The nori sheets that the sushi is rolled in, they actually help protect you from radiation poisoning, believe it or not.
[02:37:28.097 --> 02:37:29.959]  And also there are internal clays.
[02:37:30.219 --> 02:37:33.701]  So, some clay that's actually used for detox.
[02:37:34.482 --> 02:37:34.642]  I think?
[02:37:52.441 --> 02:37:53.841]  Go winging it on this stuff.
[02:37:54.422 --> 02:37:55.442]  Get some good information.
[02:37:56.142 --> 02:38:00.603]  You know, hey, read natural health websites and get informed so you know what you're doing.
[02:38:00.643 --> 02:38:05.204]  But anyway, those are the protections against radiation and MSG.
[02:38:06.204 --> 02:38:07.105]  Now, let's go to the calls.
[02:38:07.565 --> 02:38:15.807]  And I hope we have a caller who's going to call about this New York City schools giving out morning after pills to young students without telling their parents.
[02:38:16.127 --> 02:38:16.427]  Really.
[02:38:16.447 --> 02:38:18.288]  I hope we have a caller on that.
[02:38:18.348 --> 02:38:19.548]  John from Washington.
[02:38:20.228 --> 02:38:21.289]  John, you're on the air.
[02:38:21.909 --> 02:38:22.790]  What's on your mind, man?
[02:38:23.631 --> 02:38:27.373]  Well, what's on my mind is Monsanto gummy worms and hogs.
[02:38:28.634 --> 02:38:29.195]  There you go.
[02:38:29.215 --> 02:38:30.736]  Sounds like a great buffet.
[02:38:31.777 --> 02:38:40.643]  I'm a retired ornamental horticulturalist of 21 years, and some of my renewal classes are continuing ongoing education.
