[00:00:00.169 --> 00:00:01.290]  Serious tax problem.
[01:09:37.955 --> 01:09:42.097]  Take Napoleon, who finally found his Waterloo in 1815, in Belgium.
[01:09:47.413 --> 01:09:51.257]  Emperor Napoleon was horribly corrupt and evil and did all sorts of bad things.
[01:09:53.099 --> 01:09:56.302]  The British Empire was corrupt and wicked and did all sorts of horrible things.
[01:09:56.362 --> 01:09:58.484]  I mean, who would I have been for?
[01:10:00.466 --> 01:10:03.509]  Well, if I would have been British, I would have been for the British.
[01:10:04.710 --> 01:10:10.096]  Because back then, if your empire was doing something, in the end it would generally turn out to be pretty good for you.
[01:10:11.227 --> 01:10:15.329]  Or if I would have been French, I would have probably been, obviously, for Napoleon.
[01:10:15.349 --> 01:10:18.111]  Of course, if I wasn't, I'd have been killed by one of the secret police immediately.
[01:10:19.031 --> 01:10:20.372]  Which is what our media calls for now.
[01:10:20.472 --> 01:10:23.214]  Banning and arresting anybody who speaks out and doesn't agree with the government.
[01:10:23.434 --> 01:10:24.455]  That's the new American way.
[01:10:24.495 --> 01:10:25.715]  Land of the cowards, home of the slaves.
[01:10:26.216 --> 01:10:28.237]  I seem to think we're still land of the free, home of the brave.
[01:10:28.637 --> 01:10:29.157]  Free speech.
[01:10:29.697 --> 01:10:30.478]  First Amendment.
[01:10:30.798 --> 01:10:31.478]  We run the country.
[01:10:31.498 --> 01:10:32.359]  We have our own views.
[01:10:32.679 --> 01:10:37.582]  We make up what the nation's policy is, along with the Bill of Rights and Constitution as the guiding anchor.
[01:10:39.511 --> 01:10:41.212]  So really, I mean, it gets down to philosophy.
[01:10:43.073 --> 01:10:56.181]  Now, when you serve the American Empire, you need to know that the people that own this country are using us as their pit bull, who gets chewed up in these fights, or like a rooster in cockfighting.
[01:10:57.061 --> 01:10:58.402]  I mean, this is not good for us.
[01:10:59.083 --> 01:10:59.903]  We pay for it.
[01:11:01.384 --> 01:11:06.487]  The private banks and oil companies get the land, get the oil, get the weapons sales, get to set up the domestic police state.
[01:11:07.446 --> 01:11:11.149]  They get to dissolve the borders, set up the North American Union, and kill the country.
[01:11:13.190 --> 01:11:14.171]  And that's what they're doing!
[01:11:15.212 --> 01:11:20.136]  Iran isn't dissolving our borders and trying to legalize 30 million illegals right now with a guest worker program.
[01:11:21.577 --> 01:11:25.980]  Iran doesn't have HBO shows on where they started screaming, La Raza, La Raza!
[01:11:26.020 --> 01:11:27.161]  We're taking over America!
[01:11:27.421 --> 01:11:28.302]  We run the country!
[01:11:29.943 --> 01:11:30.683]  That means the race.
[01:11:30.763 --> 01:11:31.464]  We run the country.
[01:11:32.702 --> 01:11:35.943]  And again, 70% of Hispanics now in major polls are against that.
[01:11:36.163 --> 01:11:42.525]  But the media, white boy media, wants to divide Hispanics from the rest of America and make them be for the North American Union.
[01:11:42.805 --> 01:11:45.306]  Hell, Mexico is totally run by Chase Manhattan and Citibank.
[01:11:45.326 --> 01:11:45.906]  Go research it.
[01:11:46.327 --> 01:11:48.247]  They're being used as a weapon to destroy this country.
[01:11:48.687 --> 01:11:49.548]  Drive down the wages.
[01:11:50.228 --> 01:11:51.488]  We're in the North American Union.
[01:11:51.828 --> 01:11:53.829]  So don't sit up there in their stuffed suits.
[01:11:55.410 --> 01:11:59.371]  Now, if Lou Dobbs wanted to be for the war, which he really isn't for the war,
[01:12:00.313 --> 01:12:17.416]  Then I would say, hey, maybe Lou Dobbs is, you know... I mean, if the whole government had that attitude, the media had that attitude, where we're defending the border, we're going to have sovereignty, we're going to have low taxes, we're not going to be foreign controlled, and we're going to go off and have a war, I would, at least at a primitive level, be more like, yeah, I'm part of the country, let's go be an empire.
[01:12:17.676 --> 01:12:19.036]  Which I'm not for.
[01:12:19.256 --> 01:12:21.757]  I'm saying, at least that's more honest.
[01:12:22.257 --> 01:12:27.858]  But when you're for this, yeah, let's turn them into a glass parking lot and take their oil, which neocon followers will tell you.
[01:12:28.399 --> 01:12:29.900]  I mean, I've been at these neocon protests.
[01:12:29.920 --> 01:12:32.502]  They'll tell you, yeah, let's kill all the Arabs, and yeah, I want their oil.
[01:12:32.982 --> 01:12:39.046]  But I go, yeah, you're just paying for a war to go take oil that's then given to multinational corporations so they can jack up your oil prices.
[01:12:39.066 --> 01:12:45.430]  I mean, they tell these stupid neocon followers that we're over there to get cheap oil.
[01:12:45.530 --> 01:12:47.151]  And they go, well, I want cheap oil.
[01:12:47.311 --> 01:12:47.951]  I've had them tell me.
[01:12:47.971 --> 01:12:48.672]  And I go, no, no, no, no.
[01:12:48.952 --> 01:12:50.012]  Here's a Dutch Rochelle.
[01:12:50.233 --> 01:12:52.554]  Here's an ExxonMobil internal document.
[01:12:53.763 --> 01:12:54.823]  This came out in a lawsuit.
[01:12:54.843 --> 01:12:56.244]  Here, it's even in the Associated Press.
[01:12:56.264 --> 01:12:56.764]  Here, read it.
[01:12:57.084 --> 01:13:05.366]  They say that they wanted Iraq to be attacked in 1991 because Saddam was selling too much oil and driving down the prices, where people were paying 90 cents a gallon.
[01:13:06.826 --> 01:13:08.506]  And then a year after that war, you were paying $1.50 a gallon.
[01:13:08.526 --> 01:13:11.227]  And now you're paying, on average, what?
[01:13:11.247 --> 01:13:11.927]  $2.60 something?
[01:13:11.947 --> 01:13:12.727]  About to be $3.00 again?
[01:13:14.428 --> 01:13:14.608]  See?
[01:13:15.868 --> 01:13:17.008]  And then the good old boys sit there.
[01:13:17.028 --> 01:13:18.028]  They don't have any real logic.
[01:13:18.509 --> 01:13:20.189]  They get a few little ideas in their heads, and they go,
[01:13:20.916 --> 01:13:24.418]  Well, not much oil's flowing out of Iraq now, less is flowing than was.
[01:13:24.898 --> 01:13:26.799]  See, it ain't about the oil.
[01:13:27.640 --> 01:13:29.821]  It's about artificial scarcity, you dunce.
[01:13:30.261 --> 01:13:33.143]  Yes, it's about shutting the spigot off, because there's too much of it.
[01:13:34.824 --> 01:13:38.586]  Why do you think the oil companies lobbied to have almost the entire Gulf of Mexico laid off limits?
[01:13:40.427 --> 01:13:41.507]  Because there's too much of it.
[01:13:43.208 --> 01:13:44.109]  Don't you understand that?
[01:13:46.972 --> 01:13:47.972]  And I'm going to be frank with you.
[01:13:48.052 --> 01:13:51.373]  I've got family that's making money because of what George Bush is doing.
[01:13:53.613 --> 01:13:59.074]  I've got family that's made nice sums because of the war and the increase in oil prices.
[01:13:59.094 --> 01:14:00.235]  They're drilling again in Texas.
[01:14:00.555 --> 01:14:02.055]  Gas wells, oil, stuff like that.
[01:14:02.595 --> 01:14:03.535]  I don't see a red sin of it.
[01:14:03.935 --> 01:14:07.816]  But the point is, I don't want that money, and I have family that doesn't even particularly like what's happening.
[01:14:08.196 --> 01:14:13.017]  So don't tell me... I mean, I guess my family's one of the one-half of one percent
[01:14:13.675 --> 01:14:16.817]  Who actually are profiting from this evil empire.
[01:14:17.138 --> 01:14:18.899]  And I'm here telling you it's bad, folks.
[01:14:20.220 --> 01:14:25.344]  I got a family that's a petroleum geologist, right down to Roughnecks, a family that's run some of the biggest refineries in Houston.
[01:14:26.104 --> 01:14:32.909]  Believe me, in the oil business, at every angle of it, and let me tell you, folks, they don't want more oil flowing out of the Middle East.
[01:14:33.129 --> 01:14:34.150]  There's too much of it.
[01:14:34.811 --> 01:14:38.133]  Sweet, crude, coming right... It's like gasoline coming out of the ground, folks.
[01:14:41.716 --> 01:14:41.876]  So,
[01:14:43.231 --> 01:14:44.472]  That's the bottom line here.
[01:14:45.673 --> 01:14:47.834]  That's the bottom line of what's going on in this world.
[01:14:49.535 --> 01:15:02.804]  And the British admit, the former head of their maritime administration says they rewrote those lines, and didn't even announce those lines, and then told their troops, hey, this is our lines on your GPS, go ahead and go across on your rubber boaty and go over there and search some people.
[01:15:04.105 --> 01:15:05.987]  And the Iranians came right across and grabbed them.
[01:15:07.027 --> 01:15:12.291]  They're so stupid to take the bait, but it wouldn't have mattered if they wouldn't have took the bait, the British would have started sending them all the way up in their harbors.
[01:15:14.580 --> 01:15:19.302]  Hell, it's admitted that Special Forces troops are all over Iran, staging terror attacks.
[01:15:19.862 --> 01:15:32.027]  By the way, I'm no fan of the Mullahs and the things they do and the things they're involved in, but I demand that if you're going to be for this war, you have a little bit of a history lesson about the Persians, the Iranians.
[01:15:34.008 --> 01:15:35.869]  I think you need to know a little bit about these people.
[01:15:36.129 --> 01:15:41.191]  Okay, they had an elected leader who was pro-America, trained in the West, Mohammad Mossadegh, who was secular.
[01:15:42.734 --> 01:15:55.241]  He kicked the Communists out of his country, and he told British Petroleum, then Anglo Oil, that we're going to keep 20-25% of our oil revenue for our people.
[01:15:56.682 --> 01:16:04.966]  And the British said, no, we took this country over 100 years ago, as well as Afghanistan, go read your history, and you're going to be a puppet, or you're going to die!
[01:16:08.548 --> 01:16:11.930]  And the CIA, led by Kermit Roosevelt, and Norman Schwarzkopf's father,
[01:16:13.835 --> 01:16:30.140]  General Schwarzkopf went in there with a 12-man team and 50 million dollars and they staged terror attacks all over the country and put it up millions of handbills saying Mozadek did it and they went and arrested him and they took his cabinet and they publicly cut their heads off and put him on house arrest for the rest of his life.
[01:16:30.760 --> 01:16:34.041]  Then they put the Shah in who tortured to death over 200,000 people.
[01:16:36.021 --> 01:16:40.563]  Now, did Iran overthrow the US in 53 and cut our leaders heads off on television?
[01:16:41.243 --> 01:16:41.723]  No, they didn't.
[01:16:43.075 --> 01:16:46.179]  And that's only one-tenth of what the globalists have done to Iran.
[01:16:46.760 --> 01:16:55.110]  I'm going to tell you more of what they've done when we get back and go straight to your calls and get into the big Rosie O'Donnell 9-11 controversy that we broke a week before it went national.
[01:16:56.151 --> 01:16:57.573]  Infowars.com is the website.
[01:16:57.593 --> 01:16:58.114]  We'll be right back.
[01:17:11.821 --> 01:17:17.203]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:17:17.604 --> 01:17:25.247]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:17:25.945 --> 01:17:32.989]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:17:33.389 --> 01:17:44.775]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:17:45.115 --> 01:17:48.637]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:17:49.078 --> 01:17:50.999]  It's an anthology of government crimes.
[01:17:51.359 --> 01:17:55.121]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:17:55.794 --> 01:18:07.663]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll-free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[01:18:10.525 --> 01:18:14.068]  Hi, this is Ted Anderson, here for the 2007 Red Book.
[01:18:15.248 --> 01:18:20.052]  The commodity markets like gold, silver, copper, aluminum and oil have exploded over the last year.
[01:18:20.292 --> 01:18:23.034]  This is a glaring testimony of how quickly the U.S.
[01:18:23.054 --> 01:18:24.135]  dollar can be devalued.
[01:18:25.487 --> 01:18:30.089]  Many have turned to precious metals to provide a safe haven while increasing the potential profits.
[01:18:31.009 --> 01:18:38.292]  Though accumulating precious metals has been a proven method for the storage of wealth, it is important that you understand the market you are getting into.
[01:18:39.292 --> 01:18:42.353]  Midas Resources is offering the Red Book and Silver Dollar for only $27.95.
[01:18:43.253 --> 01:18:47.955]  The Red Book is the number one best-selling guide to gold and silver coins.
[01:18:48.935 --> 01:18:50.216]  Call for your copy today.
[01:18:50.256 --> 01:18:50.436]  It's 800-686-2237.
[01:18:53.704 --> 01:18:59.527]  If you've already accumulated or plan to get into the precious metals market, you simply must have the Red Book in your library.
[01:19:00.047 --> 01:19:00.288]  Call 800-686-2237.
[01:19:00.308 --> 01:19:00.648]  That's 1-800-686-2237.
[01:19:10.655 --> 01:19:12.436]  Hi, Steve Shank, Fearless Task Force.
[01:19:12.736 --> 01:19:15.577]  The J. Michael Stevens Group is shipping a lot of storable food.
[01:19:16.077 --> 01:19:18.278]  It's smart that you're getting going at your food supplies.
[01:19:18.899 --> 01:19:27.202]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[01:19:27.682 --> 01:19:28.242]  An example?
[01:19:28.763 --> 01:19:31.604]  In 24 hours, clementine oranges doubled in price.
[01:19:32.484 --> 01:19:35.245]  If you intend to start or finish your supply, call immediately.
[01:19:35.626 --> 01:19:38.867]  When you call, tell them how many adults and how many years of food you need.
[01:19:39.662 --> 01:19:44.866]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[01:19:45.486 --> 01:19:46.967]  Money is not the problem.
[01:19:47.187 --> 01:19:48.188]  Availability is.
[01:19:48.709 --> 01:19:50.570]  Be careful when food supplies get short.
[01:19:50.810 --> 01:19:54.493]  With no future, many retailers ship real trash to supply you.
[01:19:55.113 --> 01:19:57.195]  For safe food you can trust, call 800-409-5633.
[01:19:57.275 --> 01:19:58.135]  On the web, efoodsdirect.com.
[01:19:58.155 --> 01:19:58.195]  800-409-5633.
[01:20:09.346 --> 01:20:12.469]  We understand that decisions related to health can be overwhelming.
[01:20:12.729 --> 01:20:19.534]  That is why at ResearchedHerbs.com we take pride in offering you herbs whose safety and effectiveness have been proven time and time again.
[01:20:19.974 --> 01:20:33.345]  For example, did you know that LIV52, the top-selling natural herbal supplement for liver diseases since 1930, is backed by over 300 research studies and clinical trials and prescribed by more than 200,000 health professionals worldwide?
[01:20:33.645 --> 01:20:37.048]  In fact, the effectiveness of all the herbs featured on ResearchedHerbs.com
[01:20:37.568 --> 01:20:38.729]  We're good to go!
[01:21:11.465 --> 01:21:14.006]  You're listening to GCN.
[01:21:14.126 --> 01:21:18.568]  The Genesis Communications Radio Network.
[01:21:19.549 --> 01:21:22.050]  Crushing through the lies and disinformation.
[01:21:24.771 --> 01:21:25.952]  It's Alex Jones.
[01:21:33.916 --> 01:21:34.356]  Alright.
[01:21:34.976 --> 01:21:40.579]  Coming up in the next segment, I'm gonna play... Mr. Bonaduce.
[01:21:41.630 --> 01:21:48.414]  I don't know how he's now a political expert for Scarborough country and not MSNBC but also Fox as well.
[01:21:48.895 --> 01:21:59.441]  He says Rosie O'Donnell should be hung for treason for questioning the provocation with the British commandos on the rubber boating.
[01:22:01.202 --> 01:22:05.025]  Ladies and gentlemen, even if you disagree with Rosie O'Donnell, it is her right
[01:22:06.098 --> 01:22:07.099]  To come out and say that.
[01:22:07.139 --> 01:22:08.260]  And by the way, she didn't say that.
[01:22:08.300 --> 01:22:10.742]  She said, could it be Gulf of Tonkin?
[01:22:10.762 --> 01:22:11.963]  They staged things before.
[01:22:13.464 --> 01:22:14.705]  They could be staging them again.
[01:22:14.725 --> 01:22:17.468]  I said months ago, I said, this is how they'll kick the war off.
[01:22:17.488 --> 01:22:19.089]  They're going to stick all those fleets up there.
[01:22:19.329 --> 01:22:20.570]  They're going to have provocations.
[01:22:20.630 --> 01:22:21.551]  It's going to get kicked off.
[01:22:22.072 --> 01:22:25.314]  You know what happened in 1988 at the end of the Iran-Iraq War?
[01:22:25.374 --> 01:22:25.955]  They were mad.
[01:22:26.838 --> 01:22:27.259]  The U.S.
[01:22:27.279 --> 01:22:37.713]  had given the sarin nerve gas and had given the biological weapons to Saddam, their CIA asset, who they trained at the age of 18 in 1958, and who they put in as the head of Ba'athist security in 69.
[01:22:38.474 --> 01:22:40.737]  They helped stage a coup in 79, put the U.S.
[01:22:40.777 --> 01:22:42.459]  government asset Saddam Hussein in.
[01:22:42.519 --> 01:22:43.901]  Oh, that's encyclopedia, by the way.
[01:22:44.581 --> 01:22:50.963]  And they put him in, and he nerve-gassed them and attacked them, and our advisors were there with the weather reports and how to spray it and how to lay it down.
[01:22:51.203 --> 01:22:52.904]  Then they use it on the news to demonize him.
[01:22:53.204 --> 01:22:54.024]  Man, that is rich.
[01:22:54.305 --> 01:23:06.589]  It's like if the mafia orders a street thug, one of their soldiers, to go kill somebody, bust a cap in them, and then imagine that guy gets hauled into court and the federal judge is the mob boss.
[01:23:08.850 --> 01:23:12.632]  You're going to prison for killing, and he's like, but you gave the order!
[01:23:13.273 --> 01:23:14.654]  I'm not defending Saddam!
[01:23:15.014 --> 01:23:16.035]  You see how I'm not?
[01:23:16.215 --> 01:23:20.357]  He's bad, and so is our government, setting the whole thing up, because it's not our government.
[01:23:20.717 --> 01:23:21.738]  It's a pack of crooks.
[01:23:23.199 --> 01:23:34.846]  But they were real mad because the Iranians had lost over a million people, but they were winning against Saddam's, what, he lost 300,000 or so, and the 30-plus billion in weapons that our government gave him.
[01:23:36.468 --> 01:23:42.691]  And so they wanted to start a fight, so they shot down two different, not one, but one had 290 people on it, a big Airbus.
[01:23:43.051 --> 01:23:46.333]  They shot down two Iranian aircraft right over the Gulf.
[01:23:46.994 --> 01:23:48.794]  I mean, these are high-flying jumbo jets, man.
[01:23:48.814 --> 01:23:50.936]  They just missile them right out of the sky.
[01:23:50.956 --> 01:23:53.497]  I remember being a kid watching that, you know.
[01:23:54.139 --> 01:23:57.581]  Teenager, I guess, and just, it was just, that's good, they deserve it all.
[01:23:58.121 --> 01:24:00.462]  I mean, those women and children just in a plane?
[01:24:01.062 --> 01:24:02.043]  And then that didn't work.
[01:24:02.503 --> 01:24:06.765]  So, in 1988, they just, a huge sneak attack.
[01:24:06.845 --> 01:24:16.470]  Operation Praying Mantis blew up their battleships, their missile cruisers, blew up their oil wells, just, I mean, you're like, what, you're not for America?
[01:24:17.250 --> 01:24:20.212]  That's not America doing that, Operation Praying Mantis.
[01:24:21.098 --> 01:24:32.406]  The same people that did that are the same ones that are devaluing your dollar, and getting rid of your borders, and setting up a police state, and getting federal rulings that can take your private property or private interest.
[01:24:33.747 --> 01:24:34.608]  You understand, folks?
[01:24:34.988 --> 01:24:36.670]  You understand it's not that simple.
[01:24:36.750 --> 01:24:37.890]  Here's an example.
[01:24:37.970 --> 01:24:38.971]  Hitler was evil.
[01:24:39.992 --> 01:24:41.073]  Hitler was evil.
[01:24:41.873 --> 01:24:44.836]  But, Hitler fought evil.
[01:24:45.596 --> 01:24:46.497]  You're going, what do you mean?
[01:24:47.870 --> 01:24:52.172]  Well, how do you think Hitler convinced his population to go along with him?
[01:24:52.512 --> 01:24:55.733]  He said he was fighting the Soviets, fighting communism.
[01:24:56.073 --> 01:25:00.695]  They'd already killed at least 25 million people before Hitler got started killing his millions.
[01:25:01.435 --> 01:25:07.778]  And so Hitler could point his finger at an evil, see, and say, give up your rights, follow me, don't criticize me.
[01:25:08.178 --> 01:25:08.558]  And that's it.
[01:25:08.578 --> 01:25:15.401]  At first you could criticize Hitler when he got elected in 1933 and then he firebombed his own building to get martial law, just like they staged 9-11.
[01:25:16.989 --> 01:25:19.873]  The President's grandfather, of course, was the head Nazi agent in the U.S.
[01:25:19.914 --> 01:25:20.474]  New York Times.
[01:25:20.855 --> 01:25:22.137]  If you don't believe me, just go Google it.
[01:25:22.417 --> 01:25:25.602]  The point is, see, that's how this works.
[01:25:26.383 --> 01:25:30.830]  See, Iran is run by evil people, but we're run by evil people.
[01:25:31.681 --> 01:25:32.101]  Interesting.
[01:25:32.141 --> 01:25:33.662]  See, that's how they confuse you.
[01:25:33.682 --> 01:25:34.462]  That's how they trick you.
[01:25:34.802 --> 01:25:38.804]  I want to play this Rosie O'Donnell clip first, then we'll go to break, come back, take calls, and play the second one.
[01:25:38.824 --> 01:25:46.106]  This is the first clip where they're introing the show, then we'll come back and play Gary Bonaduce, who's attacking me savagely, too, as well.
[01:25:46.907 --> 01:25:50.308]  Just a real little... just a nasty little creature.
[01:25:51.568 --> 01:25:53.309]  First got a lot of attention going after John Connor.
[01:25:53.329 --> 01:25:55.350]  He's on the same network I'm on.
[01:25:55.370 --> 01:25:55.650]  Here it is.
[01:25:57.308 --> 01:26:03.050]  In America, we are fed propaganda, and if you want to know what's happening in the world, go outside of the U.S.
[01:26:03.091 --> 01:26:05.592]  media, because it's owned by four corporations.
[01:26:05.712 --> 01:26:06.752]  One of them is this one.
[01:26:07.152 --> 01:26:07.873]  And you know what?
[01:26:07.933 --> 01:26:13.335]  Go outside of the country to find out what's going on in our own country, because it's frightening.
[01:26:13.355 --> 01:26:14.655]  It's frightening!
[01:26:14.935 --> 01:26:16.296]  You know, she's at it again.
[01:26:16.336 --> 01:26:18.257]  While Rosie O'Donnell says the U.S.
[01:26:18.337 --> 01:26:20.618]  media is feeding the American people propaganda,
[01:26:21.238 --> 01:26:31.422]  She has no problem serving up her own brand of crazy on her blog, writing today that the British troops were taken hostage by Iran and it was their own fault.
[01:26:31.922 --> 01:26:34.643]  The British did it on purpose into Iranian waters as U.S.
[01:26:34.683 --> 01:26:36.584]  military builds up on the Iranian border.
[01:26:36.904 --> 01:26:39.385]  We will be in Iran before the summer is planned.
[01:26:39.445 --> 01:26:40.245]  She's kooky.
[01:26:40.505 --> 01:26:47.408]  And, for the first time today, she took her 9-11 conspiracy theories from the blogosphere to national television.
[01:26:49.449 --> 01:26:52.772]  I do believe that it is the first time in history that fire has ever melted steel.
[01:26:53.273 --> 01:26:59.278]  I do believe that it defies physics for the World Trade Center Tower 7, Building 7, which collapsed in on itself.
[01:26:59.618 --> 01:27:03.342]  It is impossible for a building to fall the way it fell without explosives being involved.
[01:27:03.642 --> 01:27:04.783]  World Trade Center 7.
[01:27:05.003 --> 01:27:07.846]  World Trader 1 and 2 got hit by planes.
[01:27:07.866 --> 01:27:12.190]  7, miraculously, the first time in history, steel was melted by fire.
[01:27:12.430 --> 01:27:14.132]  It is physically impossible.
[01:27:15.425 --> 01:27:16.665]  So is Rosie crazy?
[01:27:16.705 --> 01:27:18.146]  That's a historical question, by the way.
[01:27:18.166 --> 01:27:19.226]  Let's just stop right there.
[01:27:19.786 --> 01:27:20.506]  She's crazy.
[01:27:20.546 --> 01:27:23.587]  The Associated Press, British papers as well reported U.S.
[01:27:23.627 --> 01:27:28.408]  troops are massing on the eastern Iraqi border, on the western border of Iran.
[01:27:28.828 --> 01:27:29.569]  That was in the news.
[01:27:29.589 --> 01:27:32.209]  She was linking in her blog to other people's stories.
[01:27:33.550 --> 01:27:34.490]  Then she's crazy with 7.
[01:27:34.690 --> 01:27:35.210]  Let me see.
[01:27:35.954 --> 01:27:39.856]  I've interviewed, I don't know, six, seven firefighters, three or four police.
[01:27:40.296 --> 01:27:47.278]  I've played clips of dozens of other ones on other interviews and on videos and on national TV going, yeah, that was all molten steel.
[01:27:47.458 --> 01:27:48.279]  Jet fuel can't do that.
[01:27:48.319 --> 01:27:49.539]  And we don't know how it happened.
[01:27:49.559 --> 01:27:51.720]  And they said they were going to blow the building up and it had bombs.
[01:27:52.120 --> 01:27:53.241]  And we've got all these reports.
[01:27:53.261 --> 01:27:57.442]  We got the BBC reporting 22 minutes before it fell that building seven had fallen.
[01:27:57.702 --> 01:28:00.003]  Larry Silverstein says, yeah, we gave the order to pull it.
[01:28:00.523 --> 01:28:01.904]  Demolition term for destroy it.
[01:28:04.125 --> 01:28:04.325]  And then
[01:28:05.316 --> 01:28:06.397]  They call her crazy.
[01:28:08.037 --> 01:28:12.459]  I mean, you know, they ignored it when the German defense minister went public a few months after and said it was an inside job.
[01:28:13.600 --> 01:28:19.943]  They ignored it when members of the Bush administration, their chief economist for the Department of Labor, went public.
[01:28:20.826 --> 01:28:21.466]  Morgan Reynolds.
[01:28:21.607 --> 01:28:31.712]  They ignored it when all of these CIA agents, like Bill Christensen, who was the head of the European desk, the head of the Western Europe desk of the CIA.
[01:28:32.152 --> 01:28:33.973]  But you know how powerful that position is?
[01:28:33.993 --> 01:28:35.173]  I've interviewed him three times.
[01:28:35.434 --> 01:28:37.535]  Bill Christensen says, total inside job.
[01:28:37.915 --> 01:28:39.255]  Bill Christensen!
[01:28:39.956 --> 01:28:40.336]  Okay?
[01:28:40.516 --> 01:28:42.317]  He worked for Ronald Reagan.
[01:28:42.597 --> 01:28:44.078]  You know who else worked for Ronald Reagan?
[01:28:45.333 --> 01:28:49.838]  They had a threat assessment who gave the morning briefing to Ronald Reagan and George Bush Sr.
[01:28:49.858 --> 01:28:50.679]  and Ray McGovern.
[01:28:51.100 --> 01:28:52.181]  I mean, there's hundreds of them.
[01:28:52.902 --> 01:28:56.005]  Just type in hundreds of former government officials and go public on 9-11 into Google.
[01:28:56.746 --> 01:28:57.327]  Hundreds!
[01:28:57.847 --> 01:28:59.710]  I have the video of the molten steel.
[01:29:00.150 --> 01:29:02.513]  I have the video of the blast points at Seven Falls.
[01:29:04.175 --> 01:29:04.695]  I've got this
[01:29:06.545 --> 01:29:14.391]  Extra piece, this Hollywood debunking piece, where they go, look, popular mechanics, yeah, you know, you know, uh, Hearst Publishing in the encyclopedia next to yellow journalism.
[01:29:14.411 --> 01:29:18.214]  You know, people make the joke, in the encyclopedia next to the word ugly, there's a picture of you.
[01:29:18.554 --> 01:29:25.560]  In the, in the encyclopedia next to the term yellow journalism, literally, there is popular mechanics.
[01:29:25.960 --> 01:29:26.501]  Ha ha ha!
[01:29:27.001 --> 01:29:30.644]  I mean, Hearst Publishing, you know, Rosebud, all that stuff, do you know about it?
[01:29:32.086 --> 01:29:36.251]  I mean, hell, they blackballed forever Orson Welles for making Citizen Kane.
[01:29:36.611 --> 01:29:40.375]  Well, we're making the final cut.
[01:29:41.156 --> 01:29:42.316]  I've a little change for theaters.
[01:29:42.717 --> 01:29:44.237]  Wonder how blackballed that'll get me.
[01:29:44.757 --> 01:29:45.878]  I'm not gonna get blackballed.
[01:29:46.158 --> 01:29:47.538]  We're gonna beat you guys.
[01:29:47.858 --> 01:29:48.719]  We're gonna expose you.
[01:29:48.759 --> 01:29:49.839]  We're gonna defend the Republic.
[01:29:50.039 --> 01:29:53.120]  We're gonna save this nation from the New World Order with God's help.
[01:29:53.420 --> 01:29:55.881]  PleasantPlanet.com and InfoWars.com are the websites.
[01:29:56.101 --> 01:29:57.241]  Tons of news, more clips.
[01:29:57.402 --> 01:29:58.482]  Your call, straight ahead!
[01:30:08.706 --> 01:30:14.007]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[01:30:14.207 --> 01:30:16.288]  Your source for free solar electricity.
[01:30:16.528 --> 01:30:23.629]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[01:30:23.769 --> 01:30:35.292]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is not available.
[01:30:35.672 --> 01:30:43.057]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide for flexible source of auxiliary backup power.
[01:30:43.337 --> 01:30:48.341]  Simply place the Berkey Solar Charger in the sun, plug in your application, and you have power.
[01:30:48.461 --> 01:30:53.484]  Disconnect your application, the system automatically begins charging its own rechargeable batteries.
[01:30:53.764 --> 01:30:59.068]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-4438.
[01:31:02.330 --> 01:31:03.911]  And tell them Alex Jones sent you.
[01:31:04.171 --> 01:31:08.253]  That's toll free, 888-803-4438.
[01:31:09.514 --> 01:31:11.315]  Government is best, which governs least.
[01:31:11.395 --> 01:31:12.656]  Wake up and smell the fascism.
[01:31:12.876 --> 01:31:15.717]  Being in government means never having to say you're sorry.
[01:31:16.077 --> 01:31:18.799]  What part of unconstitutional do you not understand, George?
[01:31:19.366 --> 01:31:26.115]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[01:31:26.655 --> 01:31:34.746]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers from humorous to serious at LibertyStickers.com
[01:31:35.266 --> 01:31:38.950]  LibertyStickers.com can even customize your own bumper stickers.
[01:31:39.131 --> 01:31:41.273]  It's time to stand up for what you believe.
