[00:00:00.109 --> 00:00:01.490]  A really good idea.
[02:26:08.628 --> 02:26:14.512]  I've awoken in the last approximately six months and I don't even know where, how, or why.
[02:26:16.291 --> 02:26:17.552]  There's two things I want to get to.
[02:26:17.792 --> 02:26:27.557]  One is, my daughter is going to court tomorrow, and we believe it's a direct result of wearing a 9-11 Truth Info Wars bracelet.
[02:26:28.397 --> 02:26:29.918]  And the thing I want to... Well, what happened?
[02:26:29.958 --> 02:26:32.380]  I mean, I'm... What did they claim she did?
[02:26:32.780 --> 02:26:39.984]  Well, I want to bring up one other thing first, and that is, um, you're destroyed by design, uh, DVD.
[02:26:41.344 --> 02:26:42.465]  Um, there's a...
[02:26:43.052 --> 02:27:09.137]  Google Movie called Peace Propaganda and the Promised Land when it tells about the you know how they're taking the land away from the Palestinians and dividing them up and divide and conquer and they can't get around and all that kind of stuff and I've watched part of most of that a couple times and it gets some of it's a gruesome I kind of shut down and can't process information have to take a break but when watching your film I was realizing the same
[02:27:10.538 --> 02:27:13.680]  Mapping of the breaking up and dividing the land.
[02:27:13.700 --> 02:27:20.945]  No, no, they're going to use the roads and wall the roads off and not let us travel in most areas and totally control mobility.
[02:27:20.985 --> 02:27:21.606]  That's admitted.
[02:27:21.866 --> 02:27:23.327]  Oh, yes, absolutely, sir.
[02:27:23.367 --> 02:27:23.687]  Yes.
[02:27:23.827 --> 02:27:25.549]  Yeah, you can see the same things coming.
[02:27:25.609 --> 02:27:31.653]  If you don't have the chip or in the chosen few, you're going to be quartered off and you'll be stuck.
[02:27:32.153 --> 02:27:34.295]  And you can see they're using the same thing.
[02:27:34.775 --> 02:27:36.977]  You know, the patterns are the same to me.
[02:27:38.077 --> 02:27:40.119]  And moving to what happened to my daughter.
[02:27:41.060 --> 02:27:43.641]  Some of this is subjective on our part.
[02:27:43.741 --> 02:27:44.501]  Okay, what happened?
[02:27:45.022 --> 02:27:47.182]  Because it was a three-day ordeal.
[02:27:47.683 --> 02:27:52.624]  My daughter suffers from Crohn's, and she's in her 30s.
[02:27:52.704 --> 02:27:55.446]  She's been in and out of the hospital many times.
[02:27:55.506 --> 02:27:58.307]  She has a really big, serious problem with her intestines.
[02:27:58.907 --> 02:27:59.607]  Right, right.
[02:27:59.767 --> 02:28:02.068]  And when she gets the flare-ups, she starts
[02:28:02.535 --> 02:28:07.917]  Losing it out of both ends, gets mainly really heavy, dehydrated, has a lot of pain.
[02:28:08.277 --> 02:28:10.018]  And so they said this was evil?
[02:28:10.478 --> 02:28:13.940]  Well, she goes to emergency like 2 o'clock in the morning.
[02:28:14.240 --> 02:28:17.381]  They're not giving help, they're having trouble getting an I.D.
[02:28:17.401 --> 02:28:17.441]  in.
[02:28:17.881 --> 02:28:19.342]  About 4 a.m.
[02:28:19.582 --> 02:28:27.025]  this doctor comes in and he sees her 9-11, his inside job, InfraWars bracelet on.
[02:28:27.065 --> 02:28:28.265]  He's like, what's this about?
[02:28:29.145 --> 02:28:29.346]  And so,
[02:28:30.754 --> 02:28:32.375]  Like I said, she's not feeling pretty good.
[02:28:32.435 --> 02:28:33.716]  He watches Jack Bauer.
[02:28:33.756 --> 02:28:36.618]  He's about to be a commander of Save America.
[02:28:36.638 --> 02:28:39.060]  He's kind of a Class A personality.
[02:28:39.080 --> 02:28:40.701]  You can probably relate there.
[02:28:41.321 --> 02:28:44.383]  So anyway, and she's like, you know, it's just information.
[02:28:44.423 --> 02:28:45.444]  Go and see yourself.
[02:28:45.504 --> 02:28:54.090]  In fact, she had one of, when the Military Commissions Act came down, I bought a burner, started handing out.
[02:28:54.250 --> 02:28:56.412]  I go in and out of being safe with that.
[02:28:56.912 --> 02:28:58.293]  But anyway, so she had a 9-1-1.
[02:29:01.924 --> 02:29:06.507]  Yes, I understand.
[02:29:08.069 --> 02:29:27.865]  He must have flagged her, because she's not feeling too good, he leaves at 6am, the other shifts come in, they have questions, they do all this kind of stuff, they ask her about her pain, she says, well sometimes I feel so bad, I feel like cutting it out myself.
[02:29:31.676 --> 02:29:32.859]  A lot of time it went down.
[02:29:32.899 --> 02:29:33.881]  They put her in a room.
[02:29:33.901 --> 02:29:36.627]  They stripped her and put her in a room for like 12 hours.
[02:29:36.667 --> 02:29:37.669]  They had her under watch.
[02:29:37.749 --> 02:29:39.433]  Yeah, they claim she was suicidal.
[02:29:40.514 --> 02:29:46.059]  It's like the last lady writes a letter to the editor who said nothing about it, and so they swat her.
[02:29:46.419 --> 02:29:50.342]  You'd see you're now mentally ill if you don't believe.
[02:29:50.642 --> 02:29:52.704]  They really found WMDs.
[02:29:53.444 --> 02:29:55.386]  World government's good.
[02:29:55.726 --> 02:29:57.868]  The president never lies.
[02:29:57.888 --> 02:30:00.470]  There's no money missing from the Pentagon.
[02:30:00.550 --> 02:30:01.211]  Everything's fine.
[02:30:01.411 --> 02:30:05.594]  Well, stay there, sir, but you've got to quickly, because I want to hear the story, but you've got to just tell it.
[02:30:06.331 --> 02:30:08.413]  Because I got a bunch of news and a bunch of calls.
[02:30:08.954 --> 02:30:10.315]  That's why some days I don't take calls.
[02:30:10.356 --> 02:30:15.241]  I like your calls, but then I just can't ever seem to give people what they want enough time, you know?
[02:30:16.522 --> 02:30:17.423]  Because we're in hell.
[02:30:19.946 --> 02:30:20.887]  We're on the march.
[02:30:21.348 --> 02:30:22.970]  The Empire's on the run.
[02:30:23.871 --> 02:30:26.554]  Alex Jones and the GCN Radio Network.
[02:30:32.065 --> 02:30:36.186]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[02:30:36.426 --> 02:30:38.187]  Well, the glass has a natural resonance.
[02:30:38.447 --> 02:30:44.729]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[02:30:45.009 --> 02:30:51.130]  Using a similar principle, Royal Raymond Rife discovered that disease organisms can be destroyed using different resonant frequencies.
[02:30:51.390 --> 02:30:53.231]  The BioSolutions Frequency Instrument
[02:30:53.271 --> 02:30:58.834]  It uses the same technology for relief or elimination of pain and disease conditions with no side effects.
[02:30:59.194 --> 02:31:04.116]  The 2006 BioSolutions Plus is the easiest to operate frequency instrument ever developed.
[02:31:04.256 --> 02:31:07.798]  It's easy reference guide will allow you to begin using the instrument within minutes.
[02:31:08.098 --> 02:31:11.800]  Simple step by step instructions using pictures are easy to follow.
[02:31:12.000 --> 02:31:14.521]  Customer satisfaction is guaranteed or your money back.
[02:31:14.661 --> 02:31:15.722]  Don't just treat symptoms.
[02:31:16.002 --> 02:31:17.044]  Eliminate the cause.
[02:31:17.164 --> 02:31:19.969]  For more information call BioSolutions toll free 1-866-885-6625.
[02:31:19.989 --> 02:31:20.430]  That's 1-866-885-6625.
[02:31:20.450 --> 02:31:20.510]  1-866-885-6625.
[02:31:30.171 --> 02:31:34.114]  I found this company online and they have this really unique variety of salt wellness products.
[02:31:34.335 --> 02:31:37.877]  I read some of the articles and ended up ordering this beautiful salt lamp.
[02:31:38.158 --> 02:31:42.241]  According to the company, they said that the salt crystal lamps gently purify indoor air.
[02:31:42.541 --> 02:31:43.482]  I was so amazed.
[02:31:43.702 --> 02:31:46.605]  I put it in the baby's room and it made a perfect nightlight.
[02:31:46.745 --> 02:31:48.626]  Both my husband and I could tell the difference.
[02:31:49.007 --> 02:31:54.211]  Soleilwellness.com is a unique company that offers salt wellness products from around the world.
[02:31:54.671 --> 02:32:00.575]  So, I went back to the site and ordered their Soleil Simple Natural Cleaning Products, also made with Himalayan salt.
[02:32:00.856 --> 02:32:02.577]  I figured it would clean really well.
[02:32:02.817 --> 02:32:06.019]  The natural cleaning products worked wonderfully and there was no scent.
[02:32:06.199 --> 02:32:10.102]  This company has so many products my whole family can enjoy and feel better with.
[02:32:10.362 --> 02:32:11.903]  Plus, the service was great.
[02:32:12.203 --> 02:32:16.847]  If you're interested in natural homeopathic time-tested remedies, visit soleilwellness.com.
[02:32:17.347 --> 02:32:27.193]  That's SOLAYWellness.com or call 312-224-2710.
[02:32:27.213 --> 02:32:28.073]  312-224-2710.
[02:32:29.734 --> 02:32:32.496]  Are you concerned about the high cost of prescription drugs?
[02:32:32.816 --> 02:32:39.299]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription pill.
[02:32:39.340 --> 02:32:41.341]  That's over 46% savings!
[02:32:41.681 --> 02:32:43.962]  The average savings for generic drugs was over 71%.
[02:32:45.823 --> 02:32:54.250]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[02:32:54.550 --> 02:32:57.832]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[02:32:58.032 --> 02:33:02.816]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[02:33:02.836 --> 02:33:06.899]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[02:33:07.259 --> 02:33:11.723]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[02:33:12.043 --> 02:33:18.168]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[02:33:18.288 --> 02:33:22.471]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[02:33:22.511 --> 02:33:22.712]  That's 888-216-2461.
[02:33:22.732 --> 02:33:23.092]  Do it today!
[02:33:23.112 --> 02:33:23.772]  Look, it's simple.
[02:33:23.873 --> 02:33:25.334]  The economy is shifting over into
[02:33:40.513 --> 02:33:42.033]  Nothing but a predatory system.
[02:33:43.154 --> 02:33:47.934]  The elites don't want free market, they don't want any pools of independent resources or people.
[02:33:48.875 --> 02:33:55.836]  And so now, if you say anything that they can construe as suicidal, you're gone into the system.
[02:33:56.636 --> 02:34:01.937]  If you can do anything that they can construe as a threat to the government, they arrest you.
[02:34:02.937 --> 02:34:05.958]  If you argue with them, they arrest you, beat you up and then frame you.
[02:34:07.027 --> 02:34:11.468]  The public schools are there to get your child into prison.
[02:34:12.328 --> 02:34:16.229]  Everything is designed to get us into the system, by hook or by crook.
[02:34:16.830 --> 02:34:17.790]  It's about control.
[02:34:18.310 --> 02:34:22.271]  The elites, they own the money machines that print the money, folks.
[02:34:22.631 --> 02:34:24.252]  They're not there to make money.
[02:34:24.552 --> 02:34:25.992]  They literally make the money.
[02:34:27.643 --> 02:34:29.664]  It's all about monopolies.
[02:34:30.224 --> 02:34:33.925]  And they've gotten monopolies in industry, in science, in almost every area.
[02:34:34.525 --> 02:34:40.606]  Now they're moving into the last monopoly of thought, of action, land.
[02:34:41.926 --> 02:34:42.947]  They're mopping up.
[02:34:44.827 --> 02:34:45.467]  Real fast.
[02:34:46.067 --> 02:34:51.809]  Rick, to make a long story short, so now they got her locked up naked because she went in there sick at the hospital.
[02:34:52.289 --> 02:34:53.449]  Now you say she's going to court.
[02:34:53.869 --> 02:34:54.670]  How did it all end?
[02:34:55.550 --> 02:34:56.410]  Well, at some time,
[02:34:56.986 --> 02:35:00.633]  She got some freedom back, was going to go out to smoke, and they said she couldn't leave.
[02:35:00.713 --> 02:35:01.635]  And she said, I'm not leaving.
[02:35:01.655 --> 02:35:02.597]  I don't have a car here.
[02:35:02.617 --> 02:35:03.939]  They called the police.
[02:35:04.827 --> 02:35:08.090]  One of those Roy police cops, up against the wall, ruffs her up.
[02:35:08.170 --> 02:35:09.811]  And then he claims she assaulted him.
[02:35:10.311 --> 02:35:12.273]  Yeah, and uh... It's always the same.
[02:35:12.293 --> 02:35:13.614]  They took her to the loony bin.
[02:35:13.654 --> 02:35:22.340]  That's why smart people, when the cop arrives, you literally, you literally put your hands behind your head and lay on the ground, and they'll trick you.
[02:35:22.360 --> 02:35:23.381]  They'll say, get up!
[02:35:23.762 --> 02:35:25.983]  And then when you get up, that's assault, okay?
[02:35:26.303 --> 02:35:28.005]  And it doesn't matter, squad car cameras.
[02:35:28.085 --> 02:35:30.787]  I've been at courts, folks, where you don't touch them!
[02:35:31.207 --> 02:35:32.228]  And they charge you with it.
[02:35:32.468 --> 02:35:40.673]  You've got to totally jellyfish or you're going to spend time in prison because these juries are a bunch of bootlicking scum.
[02:35:40.873 --> 02:35:42.234]  They want to destroy America.
[02:35:42.474 --> 02:35:44.035]  They all think they're Jack Bauer.
[02:35:44.575 --> 02:35:45.936]  And that's just how it operates.
[02:35:46.036 --> 02:35:46.857]  And hey, good!
[02:35:46.897 --> 02:35:48.257]  Your money's going to be worthless.
[02:35:48.438 --> 02:35:49.678]  You're going to have nothing.
[02:35:49.838 --> 02:35:51.860]  I'm talking to the cops, the military, everybody.
[02:35:52.120 --> 02:35:53.441]  You want to slit America's throat?
[02:35:53.721 --> 02:35:54.761]  I got one solace.
[02:35:54.781 --> 02:35:55.862]  You're slitting your own.
[02:35:56.042 --> 02:35:57.043]  You go right ahead.
[02:35:57.623 --> 02:35:58.043]  I'm sorry.
[02:35:58.284 --> 02:36:01.766]  Okay, so then he comes out and he roughs her up, and then that's not enough for him.
[02:36:01.786 --> 02:36:02.907]  He wants to go ahead and ruin her life.
[02:36:03.227 --> 02:36:04.628]  Yeah, he takes to the loony bin.
[02:36:05.269 --> 02:36:07.330]  She spends about two days in there.
[02:36:07.390 --> 02:36:09.932]  They recognize right away she doesn't belong there.
[02:36:09.992 --> 02:36:15.116]  They let her loose after about a day and a half, and so this was Friday.
[02:36:15.156 --> 02:36:15.596]  She got out.
[02:36:15.636 --> 02:36:16.837]  Her husband comes to pick her up.
[02:36:16.897 --> 02:36:20.379]  All the nurses are crying because they see that she has a husband that cares about her.
[02:36:20.419 --> 02:36:22.681]  He's covered with mud because he's a contract worker.
[02:36:23.608 --> 02:36:25.329]  She's got a one and a three-year-old.
[02:36:25.429 --> 02:36:28.952]  I'm going tomorrow to babysit the little kids because she's got to go to court.
[02:36:29.372 --> 02:36:32.034]  And the hospital won't release any records.
[02:36:32.074 --> 02:36:34.336]  They say they've got to wait 30 days.
[02:36:36.697 --> 02:36:38.759]  But she's being charged with assaulting a god.
[02:36:39.379 --> 02:36:39.659]  Yes.
[02:36:41.180 --> 02:36:42.461]  Well, I mean, you don't listen.
[02:36:43.702 --> 02:36:44.283]  This is freedom.
[02:36:46.668 --> 02:36:49.490]  Uh, you know, she needs to, look, they'll try to make her plea bargain.
[02:36:49.730 --> 02:36:51.871]  First, they'll threaten her that she'll go to jail for her whole life.
[02:36:52.372 --> 02:36:57.615]  And my advice, and this is what I would do, and I'm not telling you what to do, because it's different in every case, but this is generally.
[02:36:58.035 --> 02:37:03.799]  You just keep demanding a trial by a jury of your peers, you demand the thing, and basically
[02:37:05.308 --> 02:37:07.210]  You'll have to find some activist lawyer.
[02:37:07.450 --> 02:37:08.770]  Don't get some mainline lawyer.
[02:37:09.051 --> 02:37:13.693]  You've got to find a lawyer that hates the system and just wants to defeat them.
[02:37:14.293 --> 02:37:15.154]  They are out there.
[02:37:15.254 --> 02:37:17.175]  Or you can be self-schooled yourself.
[02:37:17.635 --> 02:37:20.117]  And you ignore the judge because he'll keep saying, shut up.
[02:37:20.177 --> 02:37:23.278]  You just go, you've all heard about how they beat you up and claim you assaulted them.
[02:37:23.679 --> 02:37:24.999]  Ask the officer where he got hurt.
[02:37:25.019 --> 02:37:25.800]  I'm at a hospital.
[02:37:25.820 --> 02:37:26.540]  They won't let me in.
[02:37:26.560 --> 02:37:27.661]  They just do this for no reason.
[02:37:30.677 --> 02:37:31.257]  I'm a mother.
[02:37:31.277 --> 02:37:32.739]  You don't want to put me in jail, do you?
[02:37:33.059 --> 02:37:34.461]  And they're going to let her off.
[02:37:35.041 --> 02:37:36.823]  Long before then, they'll probably drop it.
[02:37:38.405 --> 02:37:42.109]  Okay, and just pray to God to deal with that cop.
[02:37:42.149 --> 02:37:44.972]  You know, your daughter's telling the truth and didn't do anything.
[02:37:45.312 --> 02:37:46.273]  It's the same ML always.
[02:37:46.313 --> 02:37:46.854]  I'm sure it's true.
[02:37:47.114 --> 02:37:47.755]  Don't worry about it.
[02:37:47.815 --> 02:37:48.936]  God will deal with that cop.
[02:37:50.297 --> 02:38:00.867]  And you know, so let's just get her had to be that first doctor that was a former military doctor that didn't like a wristband that must put something in her folder that, you know, made this whole thing react.
[02:38:01.147 --> 02:38:10.415]  Oh, yeah, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no
[02:38:12.094 --> 02:38:14.076]  We're mentally ill, or we're terrorists.
[02:38:14.096 --> 02:38:17.298]  I mean, I have Michael Medved, Laura Ingraham saying I should be arrested.
[02:38:17.859 --> 02:38:19.020]  These people don't play around.
[02:38:19.060 --> 02:38:20.121]  Listen, I appreciate your call.
[02:38:20.881 --> 02:38:25.045]  I mean, you know, it's... Our government put Mao into power.
[02:38:25.065 --> 02:38:25.945]  They now admit it.
[02:38:25.965 --> 02:38:29.168]  I mean, we knew it decades ago, but they now admit it.
[02:38:29.568 --> 02:38:30.669]  What does that say to you?
[02:38:30.689 --> 02:38:33.211]  A government that would put Mao in.
[02:38:33.251 --> 02:38:34.412]  Now, are those good people?
[02:38:35.513 --> 02:38:37.475]  As soon as they're able to,
[02:38:39.082 --> 02:38:43.423]  As soon as they think they can get away with it, they'll do that here.
[02:38:44.364 --> 02:38:46.284]  Everything is in preparation for that.
[02:38:47.845 --> 02:38:56.407]  As soon as enough people think that heroes torture children and are Jack Bauer, they'll Jack Bauer everybody.
[02:38:57.987 --> 02:38:59.988]  And they just can't wait.
[02:39:01.188 --> 02:39:02.209]  They cannot wait.
[02:39:02.229 --> 02:39:03.329]  They're cowardly scum.
[02:39:07.040 --> 02:39:08.381]  They've got a rude awakening, though.
[02:39:10.762 --> 02:39:11.822]  I'm out of control, folks.
[02:39:11.962 --> 02:39:12.342]  Joe?
[02:39:12.362 --> 02:39:14.523]  Joe, where are you calling us from?
[02:39:15.104 --> 02:39:15.284]  Yes.
[02:39:15.304 --> 02:39:17.445]  Yes, sir, where are you calling us from?
[02:39:17.805 --> 02:39:18.425]  Minneapolis.
[02:39:18.985 --> 02:39:19.486]  Minneapolis.
[02:39:19.526 --> 02:39:20.066]  What's on your mind?
[02:39:20.466 --> 02:39:21.967]  Yeah, I was curious.
[02:39:22.387 --> 02:39:31.751]  In 1985, I was in high school, and in one of our classes, they forced us, the teacher forced everybody
[02:39:32.310 --> 02:39:41.555]  In our class to sit down in front of a video camera with sound and everything and come up with a little presentation and put it on some kind of file.
[02:39:42.315 --> 02:39:48.378]  She said that we would be, we would, we would fail, she would fail us if we did not do this.
[02:39:49.295 --> 02:39:50.957]  And it seemed pretty suspicious.
[02:39:51.017 --> 02:39:51.898]  Why do you think they would do that?
[02:39:51.938 --> 02:39:54.821]  Well, they've got all sorts of experimentation in public schools.
[02:39:54.841 --> 02:39:56.623]  Dioxins in your food and water.
[02:39:57.244 --> 02:40:00.046]  They've got all sorts of face scanning systems in for years.
[02:40:00.767 --> 02:40:05.893]  That might have just been some hokey thing she was doing for a PhD or something.
[02:40:05.933 --> 02:40:06.533]  You never know.
[02:40:07.174 --> 02:40:07.514]  I don't know.
[02:40:10.462 --> 02:40:19.149]  So, some of these people would do this for any number of reasons and not really tell us why, but they really don't have the right to do that with their kids, right?
[02:40:20.110 --> 02:40:20.671]  No, they don't.
[02:40:21.191 --> 02:40:22.672]  It's a public school, isn't it?
[02:40:24.334 --> 02:40:25.835]  What does that statement mean?
[02:40:27.637 --> 02:40:34.522]  Well, I mean, it's not like some private enrolled school where you pay for it and have their own rules, you know?
[02:40:35.863 --> 02:40:37.024]  Well, exactly, but...
[02:40:38.166 --> 02:40:41.267]  Number one, you can't experiment on people without their consent.
[02:40:41.327 --> 02:40:43.008]  You can't videotape people.
[02:40:43.228 --> 02:40:44.209]  Well, she threatened us.
[02:40:44.289 --> 02:40:46.370]  She said that she would bail us.
[02:40:46.810 --> 02:40:48.911]  That we were required to do it.
[02:40:49.191 --> 02:40:50.031]  What class was it?
[02:40:50.491 --> 02:40:52.392]  It was an English Literature class.
[02:40:52.512 --> 02:40:54.513]  And all the kids out were like seniors.
[02:40:54.613 --> 02:40:55.834]  I was in like ninth grade.
[02:40:55.854 --> 02:41:00.296]  It was probably a federal grant and probably went to some database.
[02:41:00.916 --> 02:41:02.697]  Well, they acted very suspicious.
[02:41:03.337 --> 02:41:04.578]  And then they kicked me out.
[02:41:05.922 --> 02:41:07.783]  And, uh, I had to get a GED.
[02:41:07.963 --> 02:41:10.945]  They started picking on me for nothing.
[02:41:10.965 --> 02:41:11.845]  Well, you're probably all caught up.
[02:41:13.406 --> 02:41:18.689]  Well, yeah, they did set me up when I was in seventh grade, too, with terroristic threats.
[02:41:18.869 --> 02:41:20.370]  Oh, yeah, that's a good one, yeah.
[02:41:20.390 --> 02:41:22.050]  Listen, I appreciate your call.
[02:41:22.090 --> 02:41:24.272]  I gotta jump, but let me just comment on what you just said.
[02:41:24.292 --> 02:41:29.774]  Remember Bill Clinton, Al Gore, wanted to put computers in all the schools for the children?
[02:41:32.056 --> 02:41:32.596]  Remember that?
[02:41:33.394 --> 02:41:51.244]  Well, what they do is they keep, and it's under federal grants, remember that's a federal program, and then so now in English, in math, in everything, including your journal, that's all done on disk, even if you do it in homework, and it's put on the file, and they admittedly keep that in federal and state databases.
[02:41:54.125 --> 02:41:59.268]  And now, now we'd already heard this, but back in 99 we got the actual documents.
[02:42:02.308 --> 02:42:03.768]  We have this in my film, The Takeover.
[02:42:04.889 --> 02:42:12.231]  All over the country, they have BATF deputized sheriff's deputies.
[02:42:14.391 --> 02:42:16.652]  But they're certified Bureau of Alcohol, Tobacco, and Fire.
[02:42:16.672 --> 02:42:19.593]  In some cases, FBI or Secret Service, but mainly BATF.
[02:42:20.173 --> 02:42:21.973]  And they go in in the 6th and 7th grade.
[02:42:22.013 --> 02:42:23.374]  They have whole semester classes.
[02:42:23.854 --> 02:42:27.395]  And it says they will interact with the students at lunch, whenever they wish.
[02:42:27.615 --> 02:42:28.515]  This is for the grant money.
[02:42:30.249 --> 02:42:37.474]  And they have them on computers, write a daily journal up, and they ask them about mom and dad, what kind of guns they've got.
[02:42:37.494 --> 02:42:39.255]  This is in the news, okay?
[02:42:39.575 --> 02:42:44.158]  I mean, I actually got the documents from parents in the area who got mad and sued over it.
[02:42:46.680 --> 02:42:47.540]  And so, yeah.
[02:42:47.900 --> 02:42:55.125]  Now, when they got caught doing this, they said, oh, we're just putting it in a federal database to check for plagiarism.
[02:42:56.309 --> 02:43:03.951]  And then to make that true, they did buy some program where it goes off nationally to be checked for plagiarism, where it checks for keywords.
[02:43:09.333 --> 02:43:12.594]  I'm pretty sure it's mildly corrupt where I am, Mayor.
[02:43:14.254 --> 02:43:14.694]  Oh, it is.
[02:43:14.734 --> 02:43:15.614]  Listen, I'm going to let you go.
[02:43:15.674 --> 02:43:16.615]  I appreciate your call.
[02:43:17.255 --> 02:43:20.236]  Let's go ahead and talk to Robert in Texas.
[02:43:20.256 --> 02:43:21.436]  I've got to get to this Israel thing.
[02:43:21.496 --> 02:43:22.136]  Robert, go ahead.
[02:43:23.016 --> 02:43:24.277]  Hey Alex, how are you doing?
[02:43:24.477 --> 02:43:24.837]  Pretty good.
[02:43:25.774 --> 02:43:27.995]  Okay, I got a question for you.
[02:43:28.135 --> 02:43:30.717]  On the 9-11, the four plane incident?
[02:43:31.097 --> 02:43:31.377]  Yes.
[02:43:33.078 --> 02:43:37.000]  I'm trying to sort this thing out.
[02:43:38.041 --> 02:43:48.427]  If you got two planes that crashed on the ground, as far as the one in Pennsylvania, and those weren't planes that did that, what happened to
[02:43:48.806 --> 02:43:52.747]  People, the manifest, the people that was on those planes, where were those people at?
[02:43:53.107 --> 02:43:54.748]  Yeah, who's film are you talking about?
[02:43:54.768 --> 02:43:56.168]  Are you talking about... No, I don't know.
[02:43:56.208 --> 02:43:58.249]  I've seen several different things on it.
[02:43:58.309 --> 02:44:09.413]  I mean, as far as the hole in the Pentagon and different things about the PA plane that was supposed to have went down in Pennsylvania.
[02:44:09.593 --> 02:44:09.793]  Sure.
[02:44:09.873 --> 02:44:16.475]  If you see Terror Storm, or you see Road to Tyranny, or Martial Law,
[02:44:18.726 --> 02:44:19.847]  My film's about 9-11.
[02:44:22.708 --> 02:44:25.589]  And Road to Tyranny's the first film on 9-11.
[02:44:27.450 --> 02:44:31.611]  You won't hear any discussion about where there are dummy planes, where there are pods.
[02:44:33.032 --> 02:44:36.994]  And again, I'm not knocking those that do that, but they'll knock me.
[02:44:37.054 --> 02:44:41.595]  I've got to accept their orthodoxy around Beelzebub in this whole thing.
[02:44:43.236 --> 02:44:45.477]  I stick to what I can prove.
[02:44:47.058 --> 02:44:47.738]  And I stick
[02:44:48.487 --> 02:44:52.490]  To what, if I was a prosecutor, what I would put on in court.
[02:44:55.051 --> 02:45:00.395]  And so, people can debate all day, did they switch the planes?
[02:45:00.655 --> 02:45:04.738]  And because Northwoods, Northwoods talks about switching planes.
[02:45:05.618 --> 02:45:09.681]  And so loose change second edition shows Northwoods, the official U.S.
[02:45:09.721 --> 02:45:12.243]  government plan to carry out 9-11 style attacks,
[02:45:12.876 --> 02:45:18.541]  And people get confused and go, oh well, then they're saying that they must have done this.
[02:45:18.581 --> 02:45:21.164]  No, they're just looking at that, asking the question.
[02:45:22.845 --> 02:45:23.806]  Because an official U.S.
[02:45:23.826 --> 02:45:36.618]  government plan says they'll have a plane take off with government agents claiming they died, they'll later stage their deaths, give them new names, and then they're really going to have a dummy plane with nobody on board, and then blow it up.
[02:45:38.380 --> 02:45:42.925]  So because that's in the government plan, that's where you hear all that stuff start up from.
[02:45:43.525 --> 02:45:45.688]  But I don't believe that's what happened on 9-11.
[02:45:48.130 --> 02:45:49.672]  There was some chicanery.
[02:45:50.555 --> 02:45:50.675]  Okay.
[02:45:50.715 --> 02:45:51.795]  Alright, like I said, I haven't got those
[02:46:20.074 --> 02:46:24.595]  I don't have any DVDs yet, but I'm going to get those and get your take on it, sir.
[02:46:25.015 --> 02:46:25.575]  Thank you, sir.
[02:46:25.615 --> 02:46:26.756]  I appreciate your call.
[02:46:29.156 --> 02:46:35.898]  Again, the real world is a very complex place.
[02:46:38.338 --> 02:46:41.359]  And the establishment knows that we want it all simple.
[02:46:43.499 --> 02:46:45.940]  Osama bad, America good.
[02:46:45.960 --> 02:46:47.500]  There's some brown people over there.
[02:46:47.980 --> 02:46:50.601]  We're going over there to get them there so they don't get us here.
[02:46:54.222 --> 02:46:54.982]  Hey, did you hear?
[02:46:55.002 --> 02:46:56.122]  There was a nuclear spill.
[02:46:56.162 --> 02:46:57.082]  The Army saved us.
[02:46:59.343 --> 02:47:01.063]  Because that was announced 50 times.
[02:47:01.103 --> 02:47:03.204]  Then one time at midnight they announced it was a drill.
[02:47:06.805 --> 02:47:07.645]  See how that works?
[02:47:08.085 --> 02:47:09.745]  They treat you like you're stupid.
[02:47:10.226 --> 02:47:11.686]  They treat you like you're children.
[02:47:14.855 --> 02:47:15.975]  And they just move forward.
[02:47:16.195 --> 02:47:19.136]  I mean, how many years ago did we tell you they were reading your mail?
[02:47:21.536 --> 02:47:25.337]  I mean, folks, they tear into mail all the time.
[02:47:27.057 --> 02:47:29.158]  They sled up in the mail and read letters.
[02:47:29.218 --> 02:47:33.859]  That's what they do now at the Postal Service.
[02:47:37.720 --> 02:47:39.300]  They've been taught that's okay now.
[02:47:42.572 --> 02:47:46.475]  And Tom Martino called me up a couple days ago and said, oh, we gotta have you on the show!
[02:47:46.995 --> 02:47:49.918]  You were on with us six months ago and you talked about him reading our mail!
[02:47:50.438 --> 02:47:51.739]  How'd you know that?
[02:47:56.723 --> 02:47:58.264]  None of this stuff's really secret.
