[00:00:00.029 --> 00:00:01.021]  Bidding talk rates.
[02:07:40.099 --> 02:07:43.920]  And then you start looking at the heads of biology departments from Princeton with Dr. Peter Singer.
[02:07:44.260 --> 02:07:45.341]  He's even worse.
[02:07:46.101 --> 02:07:48.722]  He calls our children mackerel.
[02:07:49.442 --> 02:07:53.683]  He says a baby human has the same value as a mackerel fish.
[02:07:56.912 --> 02:08:05.034]  But I tell Bianca, and I tell Singer and all of you, and Prince Philip, and Ted Turner, and every single one of you, and Schwarzenegger who's big in this.
[02:08:06.014 --> 02:08:08.355]  I'll tell you, Prince Philip, I'll tell you all something right now.
[02:08:08.375 --> 02:08:11.696]  Prince Charles, you go first.
[02:08:11.796 --> 02:08:13.376]  You get out of my way.
[02:08:14.777 --> 02:08:16.637]  You stop killing innocent people.
[02:08:16.697 --> 02:08:17.998]  You stop doing things.
[02:08:18.658 --> 02:08:23.199]  And by the way, this very crowd that's running all of this, this very crowd who's behind all of this,
[02:08:24.432 --> 02:08:30.794]  Every time you turn around, they are funding and financing things that literally endanger the planet.
[02:08:31.134 --> 02:08:39.857]  I mean, folks, volcanoes exploding, high-power radiation from space, comets slamming into the Earth.
[02:08:39.937 --> 02:08:40.977]  We've been through it all.
[02:08:42.278 --> 02:08:53.221]  Again, we are a huge spaceship with a living skin on it, with molten rock, with huge tectonic islands floating on molten lakes.
[02:08:54.503 --> 02:08:59.526]  Hurtling around at hundreds of thousands of miles per hour around the sun.
[02:09:01.447 --> 02:09:02.247]  See, look around you.
[02:09:02.267 --> 02:09:07.510]  Realize the wonderment of what you're in, what you're witnessing, what you're seeing.
[02:09:12.212 --> 02:09:17.575]  And realize that carbon coming out of your tailpipe isn't going to hurt the earth.
[02:09:21.258 --> 02:09:24.521]  Realize that you having more babies isn't going to hurt the Earth.
[02:09:26.123 --> 02:09:41.438]  What's going to hurt the Earth is thousands of labs, open air, breeding cross-species chimeras that has already gotten into the global genome of the planet and is spreading like a cancer.
[02:09:42.950 --> 02:09:46.613]  And all the big studies just don't show the mercury is causing the brain damage.
[02:09:46.673 --> 02:09:55.341]  It's a cocktail of auto-immuno responses because of the genetic engineered foods!
[02:10:02.687 --> 02:10:03.909]  And so the people respond.
[02:10:03.929 --> 02:10:07.252]  The last 10 years, 10 years ago, you couldn't even hardly get organic food in Austin.
[02:10:08.172 --> 02:10:09.974]  Now every chain store has it.
[02:10:14.051 --> 02:10:17.372]  The country started demanding it, and what did they do last year?
[02:10:17.412 --> 02:10:22.173]  They got a law passed where it can be 75% non-organic and they certify it as organic.
[02:10:22.213 --> 02:10:25.094]  See, they don't want you to even be able to know.
[02:10:26.995 --> 02:10:29.296]  They do all of this by design.
[02:10:31.641 --> 02:10:37.924]  Do you realize that the global elite are very intelligent, they're into science, they're into creativity, but in a dark way.
[02:10:38.285 --> 02:10:44.068]  They revel in being aggressive and hyper-dominant and so competitive you can't even imagine.
[02:10:46.309 --> 02:10:50.551]  And it's the ultimate selfishness to kill and exterminate masses of people.
[02:10:50.631 --> 02:10:59.956]  It is the ultimate selfishness to say, I want myself and mine to be dominant into the future,
[02:11:00.936 --> 02:11:13.394]  And so we're going to poison and dumb down the mass of people and stir up wars and proliferate weapons and then claim we need global government to counter the proliferation of the weapons and do all these evil things and just race!
[02:11:14.976 --> 02:11:16.939]  And there's hundreds of examples, but...
[02:11:19.600 --> 02:11:22.262]  They're doing nothing to stop the chopping down of the rainforest.
[02:11:22.423 --> 02:11:24.705]  I don't think that's good, and it's certainly not good for the Earth.
[02:11:25.946 --> 02:11:29.349]  Overall, though, it's nothing compared to meteorites slamming in and the stuff that happened in the past.
[02:11:29.389 --> 02:11:30.670]  But, I mean, you could say, yeah, that's bad.
[02:11:32.431 --> 02:11:34.633]  Only because of the treasures of biodiversity there.
[02:11:35.294 --> 02:11:41.199]  But then you find out the big groups pushing that really are like the NRA to gun control.
[02:11:41.519 --> 02:11:42.420]  The fathers of it.
[02:11:42.825 --> 02:11:44.726]  And then they pose as being pro-gun.
[02:11:45.086 --> 02:11:51.068]  And then they position and control the indigenous groups, and then put them on reservations, and then they act as the advocates.
[02:11:51.248 --> 02:11:54.269]  And you find out the big groups protecting the rainforest really aren't.
[02:11:54.509 --> 02:11:57.730]  They're all financed by big oil companies and are involved in destroying it.
[02:11:59.210 --> 02:12:01.531]  That's what's so amazing when you find out the truth.
[02:12:01.551 --> 02:12:08.053]  I mean, you find out that the Delaware River, the Colorado River, the Gulf of Mexico,
[02:12:09.051 --> 02:12:10.672]  The Pacific, the Atlantic.
[02:12:11.112 --> 02:12:17.437]  I mean, every month the Army just hauls huge barges out with Sarin, VX, Nerve Gas, Mustard Gas.
[02:12:17.477 --> 02:12:19.198]  They just dump it right into the ocean.
[02:12:19.898 --> 02:12:32.367]  And trawlers come by with their nets on the bottom fishing and they're just scooping it up and you're just eating it.
[02:12:34.888 --> 02:12:37.050]  I mean, it's an insane disconnect.
[02:12:37.130 --> 02:12:38.651]  It's like we're demonic now.
[02:12:40.478 --> 02:12:41.399]  And that's just one example.
[02:12:42.239 --> 02:12:43.020]  I mean, there's hundreds.
[02:12:43.080 --> 02:12:43.700]  It just goes on.
[02:12:44.001 --> 02:12:46.462]  I mean, the Russians will just throw nuclear reactors in lakes.
[02:12:51.826 --> 02:12:55.309]  It's like that CNBC piece where they go, well, let's keep letting the toys.
[02:12:55.349 --> 02:12:55.749]  It's good.
[02:12:55.789 --> 02:12:56.850]  Poison food's good.
[02:12:57.651 --> 02:12:58.791]  Mercury's good for you.
[02:12:59.992 --> 02:13:00.633]  I'm not going to play it again.
[02:13:00.653 --> 02:13:01.453]  I've played it too many times.
[02:13:01.594 --> 02:13:02.955]  For new listeners, if you don't believe it, fine.
[02:13:04.336 --> 02:13:04.656]  It's true.
[02:13:04.676 --> 02:13:05.176]  I have the clips.
[02:13:06.657 --> 02:13:08.859]  This is the type of stuff that we're facing.
[02:13:10.586 --> 02:13:18.432]  So I'm not... Again, they're killing people and poisoning us and doing all this, saying it's for the Earth, but meanwhile, they're the ones destroying the Earth!
[02:13:18.832 --> 02:13:23.055]  It's... They can only be described as Hell's Legion.
[02:13:25.997 --> 02:13:35.523]  I mean, literally, no Stephen King book, no Nightmare Dream at 3am, nothing can describe an actual intellectual analysis of the New World Order.
[02:13:35.584 --> 02:13:37.305]  They are Hell.
[02:13:38.439 --> 02:13:39.620]  They are death.
[02:13:39.701 --> 02:13:42.384]  They are the smell of rotten meat.
[02:13:42.404 --> 02:13:44.686]  That's the only way to describe evil.
[02:13:44.987 --> 02:13:45.527]  It's weak.
[02:13:45.627 --> 02:13:48.290]  It's a pile of rotting flesh and maggots.
[02:13:49.372 --> 02:13:53.216]  The best way to describe the New World Order is a pile of dead children with maggots eating them.
[02:13:54.426 --> 02:13:55.207]  That's your power.
[02:13:55.247 --> 02:13:55.987]  That's your cup.
[02:13:56.047 --> 02:13:57.128]  That's what you're reaching for.
[02:13:57.408 --> 02:13:58.529]  That's what it is.
[02:13:58.949 --> 02:14:00.750]  It's kill, steal, and destroy.
[02:14:00.890 --> 02:14:02.111]  Death, death, death.
[02:14:02.571 --> 02:14:03.232]  And I see it.
[02:14:03.492 --> 02:14:04.893]  I see it clearly what it is.
[02:14:05.213 --> 02:14:06.694]  It is so... I do marvel.
[02:14:06.934 --> 02:14:08.435]  Oh yes, I marvel at the beast.
[02:14:08.976 --> 02:14:10.116]  It is unbelievable.
[02:14:10.837 --> 02:14:12.238]  And my mouth is hanging open.
[02:14:12.538 --> 02:14:13.879]  And then you have a public
[02:14:14.719 --> 02:14:21.561]  Who first feel inadequate, they first make you feel inadequate and petty and Madison Avenue makes you feel like you're ugly and don't have enough baubles or junk.
[02:14:21.621 --> 02:14:37.866]  And I found out sociologists in the 20s and 30s wrote about how they would create this new system of production, use baubles to control you, little trinkets you'd work hard for to get new signets of being middle class when you really weren't middle class.
[02:14:38.996 --> 02:14:49.079]  You know, the education and enlightenment and understanding and involvement that comes with that, and how they would create stratified societies, how the elite would break off and create a new species, how they would then exterminate us.
[02:14:50.220 --> 02:14:51.840]  You've got to handle the New World Order, folks.
[02:14:51.860 --> 02:14:56.082]  They're actually following that model, and they believe that's what they're doing.
[02:14:56.402 --> 02:14:59.323]  You can say, well, who knows if they'll really get super life extension?
[02:14:59.543 --> 02:15:00.723]  Who knows if they already have it?
[02:15:01.143 --> 02:15:03.304]  Who knows if they'll carry their plan out completely?
[02:15:03.584 --> 02:15:08.566]  All I know is it's their plan, and they keep carrying it out, and they keep doing everything they said they'd do.
[02:15:09.631 --> 02:15:11.352]  And I'm going, Mike, I keep hoping.
[02:15:11.612 --> 02:15:13.553]  Well, they won't really implode the dollar.
[02:15:13.573 --> 02:15:14.813]  They'll hold back at that point.
[02:15:14.933 --> 02:15:15.533]  Nope, they didn't.
[02:15:16.354 --> 02:15:17.474]  The public isn't even aware of it.
[02:15:17.974 --> 02:15:20.355]  Okay, they're not going to keep overrunning us with illegals.
[02:15:20.415 --> 02:15:21.135]  Somebody will.
[02:15:21.155 --> 02:15:22.216]  This is too evil.
[02:15:22.856 --> 02:15:23.476]  They'll back off.
[02:15:23.496 --> 02:15:24.137]  They'll slow down.
[02:15:24.217 --> 02:15:24.777]  Nope, they don't.
[02:15:26.077 --> 02:15:28.318]  Oh, we'll wake up to the gun control and back them off.
[02:15:28.338 --> 02:15:30.299]  Well, people wake up and don't want it, but they still do it.
[02:15:30.359 --> 02:15:32.080]  See, that's the thing.
[02:15:32.180 --> 02:15:33.860]  This is all playtime right now.
[02:15:33.920 --> 02:15:35.421]  This is all happy days.
[02:15:35.481 --> 02:15:36.681]  Calm before the storm.
[02:15:36.941 --> 02:15:38.202]  This is all Shangri-La.
[02:15:39.542 --> 02:15:40.202]  Valhalla!
[02:15:43.844 --> 02:15:44.964]  Chicka Chicka Woo Woo!
[02:15:44.984 --> 02:15:46.364]  I mean this is all happy!
[02:15:47.245 --> 02:15:48.305]  Green Pastures, folks!
[02:15:49.565 --> 02:15:50.826]  You think this is bad right now?
[02:15:50.886 --> 02:15:51.926]  This is prelude!
[02:15:52.186 --> 02:15:54.527]  The Vanguard hasn't even slammed into you yet!
[02:15:55.788 --> 02:15:59.649]  And I want you, when it hits, when it slams in, as things get more and more insane,
[02:16:00.772 --> 02:16:03.216]  I want you to know, look, they're already drugging us with the water and the air.
[02:16:03.256 --> 02:16:05.640]  They're already using different waves against us.
[02:16:05.660 --> 02:16:06.621]  That's mainstream news.
[02:16:06.861 --> 02:16:09.285]  They're already poisoning us in the vaccines and the food.
[02:16:09.505 --> 02:16:15.474]  And I'm just saying it's going to get worse and worse as they titrate the dose, as they build it up and use it against us, as they test it.
[02:16:15.715 --> 02:16:16.476]  I mean, it's admitted.
[02:16:17.359 --> 02:16:19.040]  I've read reports on it, but not the details.
[02:16:19.060 --> 02:16:21.200]  Then I talked to a top computer programmer I've known for years.
[02:16:21.480 --> 02:16:31.564]  Then he realized what he was agreeing to and chickened out about how he's over in, you know, Singapore and how they have different sectors of Singapore in the main city where they test different drugs on people who go through the water.
[02:16:32.444 --> 02:16:34.265]  But then he realized what he was telling me and he wouldn't come.
[02:16:34.305 --> 02:16:35.205]  I mean, I already know that.
[02:16:35.665 --> 02:16:36.426]  I mean, that's what I mean.
[02:16:36.506 --> 02:16:40.087]  We are in red-level emergency.
[02:16:40.876 --> 02:16:44.697]  They've already radiated hundreds of thousands of children on purpose killing many of them.
[02:16:44.917 --> 02:16:46.658]  They've already put poison in your food.
[02:16:46.878 --> 02:16:48.478]  They've already put poison in your water.
[02:16:48.658 --> 02:16:51.239]  They've already done it all 10,000 times 10,000.
[02:16:51.479 --> 02:16:54.620]  They are doing it all right now, much worse than they ever were.
[02:16:54.880 --> 02:16:56.580]  It's all going on right now.
[02:16:57.460 --> 02:17:03.182]  And we are such dynamic, incredible creatures that we are withstanding a lot of it.
[02:17:03.302 --> 02:17:04.762]  Some people are making through it.
[02:17:04.802 --> 02:17:07.223]  Some people are somewhat immune to it or resistant.
[02:17:10.493 --> 02:17:14.414]  I just, there's such an incredible thing going on, and it's not my opinion.
[02:17:14.634 --> 02:17:17.774]  To FBI, and police, and military listening, and all that guy's a nut.
[02:17:18.094 --> 02:17:18.814]  No, I'm not!
[02:17:18.914 --> 02:17:21.375]  It's documents, it's government documents!
[02:17:22.095 --> 02:17:24.715]  I mean, that's what I'm telling you, they're hurting you too!
[02:17:25.836 --> 02:17:31.297]  It's ridiculous that you even fight against us, and you believe that your masters lies about us!
[02:17:31.797 --> 02:17:33.357]  You're under mind control!
[02:17:34.797 --> 02:17:36.698]  They've implanted you with the viruses!
[02:17:37.538 --> 02:17:38.938]  They're putting it in your water!
[02:17:39.838 --> 02:17:41.883]  You're with us whether you like it or not!
[02:17:42.565 --> 02:17:43.848]  That's what's so ridiculous!
[02:17:51.187 --> 02:17:54.749]  Do you know where the 78 potentially active volcanoes in the U.S.
[02:17:54.809 --> 02:17:55.309]  are located?
[02:17:55.509 --> 02:17:58.891]  And do you know the locations of the top 300 prime terrorist targets?
[02:17:59.131 --> 02:18:03.834]  You can find these answers and more in the new interactive CD book, Prudent Places USA.
[02:18:04.114 --> 02:18:11.058]  With the more than 50 interactive parameters, you can pinpoint natural and man-made disaster areas, brewing environmental catastrophes,
[02:18:11.198 --> 02:18:11.578]  I think so.
[02:18:28.985 --> 02:18:29.365]  I think so.
[02:18:50.535 --> 02:18:55.843]  Ted Edders of Hermidas October 18, 2007 Gold 764 20 ounce gold coins can be purchased for $787.64, $388.30 per half and $194.15 per quarter.
[02:18:55.863 --> 02:18:56.203]  That's $787.64, $388.30 and $194.15.
[02:19:05.160 --> 02:19:07.860]  Hedge funds caught in the malaise of mortgage bankruptcies.
[02:19:07.900 --> 02:19:09.681]  The bond market continues to slump.
[02:19:09.861 --> 02:19:10.181]  J.P.
[02:19:10.221 --> 02:19:13.181]  Morgan gets caught in a $10 billion bad deal for Chrysler.
[02:19:13.221 --> 02:19:15.442]  Housing sales fell 6.6%.
[02:19:15.502 --> 02:19:20.383]  Mortgage giant Countrywide showed mortgage payment woes spreading to the middle and upper class.
[02:19:20.443 --> 02:19:22.883]  Investors cast doubt on investment banks.
[02:19:23.003 --> 02:19:27.424]  Credit protection insurance for mortgage lenders is skyrocketing due to the increased risk.
[02:19:27.764 --> 02:19:28.164]  The U.S.
[02:19:28.204 --> 02:19:32.565]  dollar is free-falling against foreign currencies and countries that previously financed the U.S.
[02:19:32.665 --> 02:19:34.445]  are now seeking safer alternatives.
[02:19:34.885 --> 02:19:37.669]  Economist Rody Boyd published the report, Bubble Leaking.
[02:19:37.929 --> 02:19:39.131]  Call for the report today, 800-686-2237.
[02:19:39.251 --> 02:19:44.838]  The value of your hard-earned money is being lost in a global game of chess.
[02:19:44.918 --> 02:19:45.159]  Call 800-686-2237.
[02:19:45.179 --> 02:19:45.359]  That's 800-686-2237.
[02:19:51.182 --> 02:19:54.184]  David J. Smith for Newswatch Magazine.
[02:19:54.464 --> 02:20:03.488]  Did you know that the Lenin School of Political Warfare has laid down a plan for a third world war that will destroy both Christianity and Communism at the same time?
[02:20:04.208 --> 02:20:09.711]  From the rubbles of this war, the Illuminati will establish their world government, prophesied in Revelation chapter 13.
[02:20:11.155 --> 02:20:21.155]  Communism said they would pretend to collapse, and when America had begun to disarm, the combined communist world would launch a surprise attack and smash us with their clenched fists.
[02:20:21.940 --> 02:20:29.122]  We'd like to show you how these things are coming to pass by offering you an absolutely free one-year subscription to Newswatch Magazine.
[02:20:29.823 --> 02:20:31.263]  Just call our toll-free number 1-800-516-8736.
[02:20:31.283 --> 02:20:32.424]  That's 1-800-516-8736 to request your subscription.
[02:20:32.444 --> 02:20:33.124]  Call now.
[02:20:33.144 --> 02:20:35.685]  Operators are standing by to receive your call.
[02:20:49.116 --> 02:20:51.238]  Gasoline prices are out of control!
[02:20:51.599 --> 02:20:54.682]  Are you tired of giving your hard-earned dollars to the major oil companies?
[02:20:54.922 --> 02:20:59.507]  Did you know that the oil companies have developed special products to increase mileage in their own vehicles?
[02:20:59.868 --> 02:21:02.490]  Very few customers even know such products exist.
[02:21:02.991 --> 02:21:09.718]  SFR has obtained this technology that is backed by testing the oil companies have run, yet they don't want you to know about them.
[02:21:10.158 --> 02:21:15.382]  This product is made right here in the United States and is not a typical gas treatment found at your local store.
[02:21:15.842 --> 02:21:17.483]  SFR lasts up to six months.
[02:21:18.003 --> 02:21:21.286]  SFR works so well that it even improves mileage on new cars.
[02:21:21.866 --> 02:21:25.208]  SFR recently ran this ad and the response from all over the U.S.
[02:21:25.248 --> 02:21:32.233]  was so incredibly strong that we're allowing GCN listeners to receive a free bottle when one is purchased at our regular price of $9.99.
[02:21:32.593 --> 02:21:37.957]  If you're not completely delighted with the savings, we'll refund the purchase price and shipping.
[02:21:38.297 --> 02:21:41.199]  Share the oil company secret and get SFR now!
[02:21:41.459 --> 02:21:41.979]  Call 888-USE-SFR1.
[02:21:42.099 --> 02:21:42.880]  That's 888-873-7371 today!
[02:21:42.960 --> 02:21:43.480]  Here's the deal!
[02:22:02.292 --> 02:22:13.778]  If we don't turn this around, our future becomes more and more nightmarish as the globalists create order out of chaos and global calamity.
[02:22:15.979 --> 02:22:17.900]  The claims I've made are documented.
[02:22:18.997 --> 02:22:19.698]  Intraplicate.
[02:22:19.718 --> 02:22:21.401]  They are available for anyone that wants to know.
[02:22:21.421 --> 02:22:24.585]  We're building a eugenics section starting with vaccines.
[02:22:24.945 --> 02:22:26.427]  We're going to build other subsections.
[02:22:26.468 --> 02:22:32.676]  We've written scores of articles and made hundreds of pages of info, but we're putting it all in one place at PrisonPlanet.com.
[02:22:33.537 --> 02:22:33.878]  Paul?
[02:22:34.582 --> 02:22:40.544]  In the next few hours is up on PrisonPlanet.com is launching the basic page with here are the waivers.
[02:22:40.604 --> 02:22:42.124]  It's no law to take the vaccines.
[02:22:42.384 --> 02:22:43.985]  They still have mercury in them.
[02:22:44.445 --> 02:22:46.125]  This is the problems it causes.
[02:22:46.225 --> 02:22:47.286]  It's by design.
[02:22:47.326 --> 02:22:48.406]  They've done it before.
[02:22:48.806 --> 02:22:51.067]  You know, so you can send somebody to one place.
[02:22:51.347 --> 02:22:51.967]  I've been looking!
[02:22:51.987 --> 02:23:00.529]  You know, there's places that'll, with doctors, it'll show that it's the mercury and they'll show it under an electron microscope and there's places it'll show there's no law to have to take it.
[02:23:00.569 --> 02:23:03.190]  There's places it'll show, you know, why they're doing it.
[02:23:04.525 --> 02:23:07.886]  Well, there's places that will show that since they introduced vaccines, there was more diseases.
[02:23:08.186 --> 02:23:14.868]  We ought to add in there about that they give them the polio shot, or the oral, and they all get it and die or become paralyzed.
[02:23:15.108 --> 02:23:15.788]  That just happened.
[02:23:15.808 --> 02:23:17.528]  I mean, there's hundreds and hundreds of these stories.
[02:23:18.969 --> 02:23:24.750]  And I know Tim here in the office found hundreds of them a few weeks ago, and I had this idea, well, had it again, to build all this.
[02:23:25.450 --> 02:23:27.251]  Don't forget, Tim, to send all that to Paul again.
[02:23:27.271 --> 02:23:27.911]  They're listeners.
[02:23:29.012 --> 02:23:31.033]  Send the stuff to Tim at InfoWars.com.
[02:23:31.053 --> 02:23:36.015]  Go over to Prison Planet and click on email the webmaster and email Paul all the mainline stuff.
[02:23:36.035 --> 02:23:43.577]  See, it's all out there, HAR after HAR, knowingly putting AIDS virus in vaccines, knowingly putting cancer virus, knowingly.
[02:23:44.158 --> 02:23:48.539]  And I'll talk to medical doctors and they'll go, I wasn't aware of that, and I'll hand them mainline articles and they'll go, oh my gosh!
[02:23:49.199 --> 02:23:53.341]  See, it's all just right in plain view, but a little piece here, a little piece there.
[02:23:54.036 --> 02:23:57.799]  See, they'll make Britney Spears being drunk some big national thing.
[02:23:57.819 --> 02:24:00.802]  Everybody knows what dress she was wearing or what she wasn't wearing.
[02:24:01.643 --> 02:24:07.268]  But then in the back of the newswire, back of the paper, there'll be this incredible announcement, but they'll say it like it's no big deal.
[02:24:09.089 --> 02:24:12.252]  Well, see, I'm looking at what's admitted and going, that is a huge deal!
[02:24:14.224 --> 02:24:23.372]  I mean we've gone from, and I keep saying 1 in 2,000, actual numbers, I've been doing more research, was before 20 years ago it was 1 in 3,000.
[02:24:23.913 --> 02:24:28.237]  And before 50 years ago it was less than 1 in a million.
[02:24:28.377 --> 02:24:29.558]  Autism was unknown.
[02:24:31.159 --> 02:24:34.522]  So now I've gone and actually got numbers back past 1980.
[02:24:34.602 --> 02:24:37.385]  I can't believe what I've found.
[02:24:40.169 --> 02:24:41.790]  It's now 1 in 75.
[02:24:41.850 --> 02:24:44.091]  It was 168 two years ago.
[02:24:44.491 --> 02:24:49.414]  Now it's 1 in 75, but I think that's under-reported, actually, because I'm seeing it everywhere.
[02:24:49.474 --> 02:24:50.995]  I mean, these little boys are gone.
[02:24:52.142 --> 02:24:55.946]  And all the women at the hair place know all these children.
[02:24:56.247 --> 02:24:58.849]  Every boy they know in some circles has it.
[02:24:59.530 --> 02:25:03.014]  I go to see a movie and then there's 30, 40 autistic kids there.
[02:25:03.354 --> 02:25:06.137]  I mean, it's just like, it's unbelievable!
[02:25:06.197 --> 02:25:07.459]  We're under attack!
[02:25:07.799 --> 02:25:08.640]  They know it!
[02:25:08.880 --> 02:25:10.903]  They said in the 20s they would do it!
[02:25:12.791 --> 02:25:15.733]  And then I have liberal friends go, how dare you talk bad about Bertrand Russell?
[02:25:15.753 --> 02:25:16.453]  He wasn't racist.
[02:25:16.473 --> 02:25:21.116]  And I go, okay, here's a book he wrote calling black people gross and saying we should get rid of them.
[02:25:21.336 --> 02:25:23.238]  Oh gosh, wow, I didn't know he said that.
[02:25:23.658 --> 02:25:25.839]  Yeah, you know, Time Magazine Man of the Year.
[02:25:26.420 --> 02:25:28.121]  Time's most 100 interesting people.
[02:25:28.341 --> 02:25:29.682]  Half of them are eugenicists.
[02:25:29.942 --> 02:25:31.443]  I mean, here's the father of DNA.
[02:25:33.018 --> 02:25:51.566]  James Watson's still alive, he ran the Coal Springs Eugenics Laboratory, they changed the name to the Human Genome Project in 1945, they gave Hitler all his data, and he ran it till 95, and he's out here saying blacks are stupid, but that's not the big story, that's bad enough.
[02:25:51.806 --> 02:26:01.731]  He goes into saying, you know, one-child policies, in a newspaper interview, a bunch he's been giving lately, you gotta go read Jim Ford to get all the horrible quotes, there's a bunch of them in here,
[02:26:02.603 --> 02:26:11.029]  He says, yeah, we should restrict people from having children who are dumb, we should make all the girls pretty, we should take control with government power.
[02:26:11.449 --> 02:26:13.831]  What do you think the Human Genome Project's about?
[02:26:13.991 --> 02:26:26.999]  When you hear about National Geographic, Total Intelligence Op, from the beginning, back to the CIA and OSS using their field people as doubles, like they use missionaries as well, I'm already digressing.
[02:26:27.540 --> 02:26:29.581]  It's just, there's so much data I want to give you.
[02:26:30.242 --> 02:26:34.367]  They've got this international program, oh find your roots and come give your blood.
[02:26:34.687 --> 02:26:38.771]  We'll find out where you really come from in association with the Human Genome Project.
[02:26:39.112 --> 02:26:43.036]  And they've been taking blood from everyone 34 and younger from New Zealand to the U.S.
[02:26:43.256 --> 02:26:49.143]  in an international secret program, now declassified, taking your blood at birth and putting it in federal databases.
[02:26:49.503 --> 02:26:50.984]  What do you think they're doing with that?
[02:26:51.144 --> 02:26:52.184]  They can use it to frame you?
[02:26:52.344 --> 02:26:56.106]  They can use it to make race-specific special bioweapons just for you?
[02:26:56.486 --> 02:27:04.290]  They're now building factories that we've looked at the specs of that are perfect to actually build bioweapons for individuals to kill just one person?
[02:27:05.890 --> 02:27:09.632]  Oh yes, it's so evil and diabolical.
[02:27:13.138 --> 02:27:27.488]  Dick Cheney in the PNAC document, September 2000, Revolving American Defenses, September 20th, he comes out and he says, we need to legitimize the use of race-specific bio-weapons in the media to be a politically useful tool, openly calling for the use of race bio-weapons.
[02:27:27.868 --> 02:27:28.529]  Red alert!
[02:27:28.829 --> 02:27:29.430]  Red alert!
[02:27:29.450 --> 02:27:30.670]  I mean, what am I supposed to do?
[02:27:30.690 --> 02:27:35.854]  A normal response is just to start screaming and yelling and running down the street, waving your arms.
[02:27:36.074 --> 02:27:39.817]  But we've been bathed in this so long, we just accept it.
[02:27:41.070 --> 02:27:44.073]  We're on the march, the empire's on the run.
[02:27:44.994 --> 02:27:47.697]  Alex Jones and the GCN Radio Network.
[02:27:53.186 --> 02:28:01.350]  So you've decided to make the switch to a healthier lifestyle, eating more organic fruits and vegetables, staying away from unhealthy snacking, and cutting out dangerous salts from your diet.
[02:28:01.610 --> 02:28:04.151]  The only problem is, you don't know how to keep it interesting.
[02:28:04.412 --> 02:28:06.993]  We are happy to introduce to you the Excalibur Dehydrator.
[02:28:07.233 --> 02:28:10.335]  The Excalibur Dehydrator will keep healthy eating adventurous and fun.
[02:28:10.435 --> 02:28:15.797]  The Excalibur Dehydrator preserves fruits and vegetables quickly and easily, so you don't have to worry about all that produce spoiling.
[02:28:15.977 --> 02:28:17.238]  The best yogurt is made from home.
[02:28:17.338 --> 02:28:19.299]  So make your own with the Excalibur Dehydrator.
[02:28:19.439 --> 02:28:25.844]  Not only will the Excalibur Dehydrator dry your fish and meats in just a few hours, it helps eliminate preservatives, additives, and excessive salt.
[02:28:26.024 --> 02:28:29.846]  The Excalibur Dehydrator is so amazing you can even use it for home craft projects and more.
[02:28:30.047 --> 02:28:32.608]  Be sure to mention GCN and get a free gift with your purchase.
[02:28:32.788 --> 02:28:36.951]  Go to drying123.com and see what else the Excalibur Dehydrator can do for you.
[02:28:37.271 --> 02:28:39.873]  That's D-R-Y-I-N-G-123.com or call 1-800-875-4254.
[02:28:39.913 --> 02:28:40.233]  That's 1-800-875-4254.
[02:28:50.759 --> 02:28:51.379]  It's a fact.
[02:28:51.579 --> 02:28:58.661]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[02:28:58.701 --> 02:29:05.623]  With never-ending late fees over the limit fees and higher and higher interest rates, it has become mathematically impossible to repay all debt, making
[02:29:05.663 --> 02:29:06.083]  We're good to go.
[02:29:33.592 --> 02:29:34.213]  I think so.
[02:29:49.228 --> 02:29:49.768]  Hey, Emily!
[02:29:50.048 --> 02:29:50.909]  Wow, you look great!
[02:29:51.129 --> 02:29:51.949]  I feel great!
[02:29:52.189 --> 02:29:53.969]  I've been using MediCleanse Colon Cleanse.
[02:29:54.249 --> 02:29:54.570]  Really?
[02:29:54.770 --> 02:29:55.190]  What is it?
[02:29:55.410 --> 02:29:55.870]  How does it work?
[02:29:56.070 --> 02:30:02.652]  MediCleanse is a natural fiber therapy with ground flaxseed, psyllium, and bentonite clay that eliminates toxins from your body.
[02:30:02.812 --> 02:30:05.092]  MediCleanse is easy to use without being intrusive.
[02:30:05.292 --> 02:30:10.614]  You take two tablespoons of MediCleanse powder, mix with water or juice, drink, and it does all the work for you!
[02:30:10.954 --> 02:30:11.435]  That's it?
[02:30:11.735 --> 02:30:13.237]  It sounds so easy and convenient.
[02:30:13.497 --> 02:30:14.218]  It is easy.
[02:30:14.418 --> 02:30:21.125]  Plus, the FDA says flaxseed works to prevent cancer and helps with menopause, weight loss, irritable bowel syndrome, and constipation.
[02:30:21.406 --> 02:30:22.927]  It helps with all of those ailments?
[02:30:23.248 --> 02:30:23.948]  That's amazing!
[02:30:24.349 --> 02:30:29.715]  And, the bentonite clay and MediCleanse eliminates viruses and pesticides in the intestinal tract.
[02:30:30.015 --> 02:30:30.356]  Well, how?
[02:30:30.556 --> 02:30:31.657]  Where can I buy MediCleanse?
[02:30:31.957 --> 02:30:34.780]  A one-month supply is available online at MediCleanse.com.
[02:30:34.880 --> 02:30:38.063]  That's M-E-T-A-C-L-E-A-N-S-E dot com.
