[00:00:00.049 --> 00:00:01.150]  Do Our City Pass.
[02:15:30.991 --> 02:15:33.612]  And so while I was out of town, I got Jack Blood to have some money on.
[02:15:33.632 --> 02:15:35.433]  I appreciate him doing that and the lady coming on.
[02:15:35.853 --> 02:15:39.115]  But that, I mean, you just can't have a national thing with a month's notice.
[02:15:39.555 --> 02:15:42.036]  And I say a month's notice because I didn't hear about it until three weeks ago.
[02:15:42.056 --> 02:15:43.937]  And that's why this happened.
[02:15:44.237 --> 02:15:48.139]  Well, there might be some other, there might be some more behind it because, um,
[02:15:48.780 --> 02:15:49.401]  I don't
[02:16:09.724 --> 02:16:21.532]  The state troopers were out in force and they were stopping the trucks and telling them that if they didn't have a quote legal load with a bill of lading they would be denied access to the capital area.
[02:16:22.233 --> 02:16:23.634]  Well that's how it's always worked.
[02:16:23.674 --> 02:16:33.661]  I mean remember back in the seventies they would actually, there's video of the cops climbing up on the cabs, climbing up in the tractors and the eighteen wheelers and literally knocking people's teeth out with belly clubs.
[02:16:34.202 --> 02:16:38.625]  That's your free country and I was about to say what we should do is a big concerted national
[02:16:39.546 --> 02:16:40.426]  I don't think so.
[02:16:59.617 --> 02:17:01.239]  You know, so they can dig in the sand and everything.
[02:17:01.879 --> 02:17:07.084]  And driving down I-37 my whole life to Corpus Christi and Port Aransas, I'd see one or two state police.
[02:17:07.705 --> 02:17:09.847]  D.B., I saw 21 state police.
[02:17:09.947 --> 02:17:11.809]  I would stop at gas stations, there were cops.
[02:17:12.209 --> 02:17:15.232]  I'd stop at Bill Miller BBQ, there'd be cops bugging their eyes out.
[02:17:15.872 --> 02:17:17.994]  With their radios on real loud, sitting there eating.
[02:17:18.015 --> 02:17:19.536]  They didn't act like cops used to act.
[02:17:19.616 --> 02:17:20.417]  I mean, I'm scared.
[02:17:20.657 --> 02:17:21.538]  I'm scared for the country.
[02:17:22.262 --> 02:17:23.904]  And they're just, there's cops everywhere.
[02:17:24.004 --> 02:17:25.325]  I mean, just all over the place.
[02:17:26.065 --> 02:17:29.268]  They're passing all these laws for any reason to put you in jail now.
[02:17:29.929 --> 02:17:32.991]  And literally, you know, always you went ten miles over, they'd pull you over.
[02:17:33.311 --> 02:17:36.814]  Now you go three miles over the speed limit, the state police on I-37 pull you over.
[02:17:38.276 --> 02:17:39.457]  Then they try to look for something.
[02:17:39.477 --> 02:17:40.577]  They want to search your car.
[02:17:40.597 --> 02:17:42.579]  I mean, I just, and you know what?
[02:17:42.599 --> 02:17:43.280]  They're not stopping.
[02:17:43.300 --> 02:17:44.281]  They're hiring more, more, more.
[02:17:45.442 --> 02:17:48.984]  And then they tell these dumb cops that we've got to write lots of tickets because we're bankrupt.
[02:17:49.525 --> 02:17:53.127]  I mean, a cop makes many, many more times in tickets every year what their salary is.
[02:17:54.608 --> 02:17:59.651]  And all these troops have been running checkpoints and shooting women and children and all brain damaged and screwed up.
[02:17:59.691 --> 02:18:00.952]  They're all becoming cops.
[02:18:01.532 --> 02:18:02.693]  I mean, we're in deep trouble, D.V.
[02:18:02.933 --> 02:18:09.718]  And it's going to get a lot worse because, of course, Mr. Bush's coup that he's trying to pull off for the North American Union.
[02:18:10.638 --> 02:18:12.660]  It doesn't take a lot of research.
[02:18:12.720 --> 02:18:14.721]  It does take some, but there's been some excellent
[02:18:15.285 --> 02:18:41.036]  There's a lot of investigative journalism going on for people like Jerome Corsi and I've tried to do my part in connecting the dots for people that what you're going to see over the next year or two while they try to cement things, because the masters of the game are in hyperdrive now because the resistance out there is enormous and they know it, is the completion of driving the American people off the land into these huge inner cities.
[02:18:43.659 --> 02:18:53.665]  One of the things that Jerome Corsi brought up, and there was, after we spoke in Alamogordo for the Paragon Foundation, and a woman in the audience, she's lived there all her life, she brought up the issue of water.
[02:18:54.205 --> 02:18:58.708]  Now, this is not covered as much as it should be, but it is, of course, of key interest.
[02:18:58.748 --> 02:19:03.230]  For 15 years, the IMF, the World Bank, have been backing European companies to grab it all up.
[02:19:03.590 --> 02:19:05.992]  Well, not only grab it up, but the...
[02:19:07.290 --> 02:19:13.552]  The city fathers in these towns and stuff, they've been working with the governors and the legislatures.
[02:19:13.932 --> 02:19:18.734]  What they're doing, and it will get worse, is diverting the water.
[02:19:18.754 --> 02:19:33.159]  And this woman in the audience, she's named these two reservoirs, and what's going to happen, and you're going to see this all over the place, is this water diverted so that it goes to only the major metropolitan cities like Las Vegas, Los Angeles area.
[02:19:34.437 --> 02:19:38.659]  Cities like Alamogordo and the ranchers and farmers, it'll simply dry up.
[02:19:38.819 --> 02:19:44.982]  And they're also bringing in, well we saw this of course, with what happened up in Oregon, Klamath Falls.
[02:19:45.462 --> 02:19:54.006]  Oh, I talked about it in my speech last Saturday, that Klamath Falls is the perfect example of how the government sets out to completely destroy
[02:19:54.634 --> 02:19:57.856]  And run these people off the land and up there in Klamath Falls.
[02:19:57.876 --> 02:20:01.057]  For a non-indigenous sucker fish that had plenty of water.
[02:20:01.437 --> 02:20:08.461]  Well, and it was also the sucker fish that 25 years before this happened had tried to get rid of because the numbers were so huge.
[02:20:09.101 --> 02:20:11.802]  But of course all this, well, we'd have to go to break, but it's all good.
[02:20:11.822 --> 02:20:16.944]  Yeah, one last segment with DBK and then we're going to get into another 9-11 info and your calls.
[02:20:16.985 --> 02:20:17.525]  Stay with us.
[02:20:17.585 --> 02:20:18.805]  Well, let's talk about that.
[02:20:19.186 --> 02:20:20.846]  Every key resource being cornered.
[02:20:21.587 --> 02:20:24.228]  Meanwhile, the general public's walking around trying to act stylish.
[02:20:30.379 --> 02:20:34.503]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[02:20:34.743 --> 02:20:36.505]  Well, the glass has a natural resonance.
[02:20:36.765 --> 02:20:43.051]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[02:20:43.351 --> 02:20:49.437]  Using this similar principle, Royal Raymond Rife discovered that diseased organisms can be destroyed using different resonant frequencies.
[02:20:49.697 --> 02:20:57.643]  The Biosolutions Frequency Instrument uses the same technology for relief or elimination of pain and disease conditions with no side effects.
[02:20:57.683 --> 02:21:02.426]  The 2006 Biosolutions Plus is the easiest to operate frequency instrument ever developed.
[02:21:02.587 --> 02:21:06.109]  Its easy reference guide will allow you to begin using the instrument within minutes.
[02:21:06.429 --> 02:21:10.132]  Simple step-by-step instructions using pictures are easy to follow.
[02:21:10.312 --> 02:21:12.854]  Customer satisfaction is guaranteed or your money back.
[02:21:12.994 --> 02:21:14.035]  Don't just treat symptoms.
[02:21:14.315 --> 02:21:15.357]  Eliminate the cause.
[02:21:15.497 --> 02:21:18.161]  For more information, call BioSolutions toll free 1-866-885-6625.
[02:21:18.181 --> 02:21:18.401]  That's 1-866-885-6625.
[02:21:18.421 --> 02:21:18.481]  1-866-885-6625.
[02:21:29.605 --> 02:21:31.366]  Hi, Ted Anderson from Midas Resources.
[02:21:31.466 --> 02:21:31.646]  April 25, 2007.
[02:21:31.706 --> 02:21:32.367]  Gold is at $6.86.
[02:21:32.527 --> 02:21:35.669]  One ounce gold coins can be purchased for $7.0798, $3.5598 for half, and $1.7799 for quarter ounce coins at $7.0798, $3.5598, and $1.7799.
[02:21:46.135 --> 02:21:51.880]  There has been talk coming from the Council of Foreign Relations of forming an American Union combining Canada, Mexico, and the U.S.
[02:21:51.980 --> 02:21:53.381]  and erasing economic borders.
[02:21:53.602 --> 02:22:00.368]  Bush met with Vincent Fox, President of Mexico, Paul Martin, Prime Minister of Canada, discussing a security and prosperity partnership.
[02:22:00.568 --> 02:22:04.111]  The formation of a North American Union will have a great impact on the U.S.
[02:22:04.151 --> 02:22:04.691]  economy.
[02:22:04.931 --> 02:22:09.656]  Jerome R. Corsi published the document, The Plan to Replace the Dollar with the Emerald.
[02:22:09.896 --> 02:22:11.297]  The sovereignty of the U.S.
[02:22:11.577 --> 02:22:12.278]  is under attack.
[02:22:12.738 --> 02:22:16.103]  And Corsi uncovers the secrets and lies that surround the deceit.
[02:22:16.364 --> 02:22:17.606]  Call for your copy today 800-686-2237.
[02:22:17.626 --> 02:22:19.028]  We the people must take a stand.
[02:22:19.088 --> 02:22:19.488]  That's 800-686-2237.
[02:22:19.508 --> 02:22:19.789]  That's 800-686-2237.
[02:22:28.169 --> 02:22:33.394]  Nuclear reactors provide economical energy, but would you be prepared during an accident?
[02:22:33.534 --> 02:22:41.643]  During nuclear disasters, great amounts of radioactive iodine are released into the atmosphere, which are then readily absorbed into the body.
[02:22:41.903 --> 02:22:48.950]  Medical course potassium iodate gives you virtually complete protection from the most feared consequence of a nuclear accident.
[02:22:49.070 --> 02:22:50.030]  We're good to go!
[02:23:21.168 --> 02:23:22.730]  Call now and get free shipping.
[02:23:22.950 --> 02:23:23.310]  That's 888-803-4438
[02:23:27.799 --> 02:23:32.301]  Summer is once again just around the corner, and as usual, so are higher gas prices.
[02:23:32.742 --> 02:23:35.903]  This year, stop taking it on the chin and start fighting back.
[02:23:36.384 --> 02:23:44.108]  Ethos FR, a product tested and found worthy by NBC and Fox News, can save you up to 19% on fuel and reduce emissions by up to 30%.
[02:23:45.388 --> 02:23:51.972]  Unlike other products and gadgets you've seen advertised, Ethos FR attacks the source of the problem, unburned fuel.
[02:23:52.412 --> 02:23:56.134]  You see, exhaust is essentially unburned fuel that's expelled from your tailpipe.
[02:23:56.594 --> 02:24:01.416]  That equates to toxins being released into the environment and dollars being released from your wallet.
[02:24:01.837 --> 02:24:08.440]  But with Ethos FR, fuel burns more completely, helping your engine to deliver better mileage and helping you to save money.
[02:24:09.080 --> 02:24:10.621]  And it's so easy to use!
[02:24:11.121 --> 02:24:17.044]  Simply pour a couple of ounces into your tank at every fill-up and you're on your way to saving money and the environment.
[02:24:17.484 --> 02:24:23.852]  So, do yourself and the environment a favor and visit ctsavegas.com to get your bottle today.
[02:24:24.152 --> 02:24:27.016]  That's ctsavegas.com.
[02:24:35.848 --> 02:24:39.210]  Lookin' out your window, man, there's a scene you ought to see.
[02:24:39.570 --> 02:24:44.092]  Lookin' out your window, baby, there's a scene you'll like to catch.
[02:24:44.152 --> 02:24:48.334]  Fendi, Saint-Dixie, man's got his hand outstretched.
[02:24:48.354 --> 02:24:54.097]  Could be the fjord, could be the local priest.
[02:24:54.517 --> 02:24:56.138]  Oh, but sometime the Elsie Bob.
[02:24:56.218 --> 02:25:03.281]  Well, there's sometimes, there's times... He comes as a man of peace.
[02:25:08.701 --> 02:25:14.405]  Yeah, you know, sometimes... DB Kid is our guest.
[02:25:53.517 --> 02:25:54.757]  Alright, D.B.
[02:25:56.537 --> 02:25:59.538]  That is very disappointing because like I just flew in last night.
[02:25:59.578 --> 02:26:03.319]  I wasn't going to be back on Monday, but I flew in last night and my wife's
[02:26:05.058 --> 02:26:06.478]  Uncle is on death's doorstep.
[02:26:06.498 --> 02:26:09.099]  We've been dealing with that this morning, visiting with him.
[02:26:09.119 --> 02:26:14.901]  That's another reason I got so mad earlier when some idiot called me up here.
[02:26:15.341 --> 02:26:17.041]  I just get so tired of it.
[02:26:17.581 --> 02:26:25.324]  Devi, you've been in this movement a long time, and you've seen our numbers grow, but how many times have you seen people, via egos, self-destruct local movements?
[02:26:25.344 --> 02:26:26.544]  How many times have you seen that, Devi?
[02:26:26.904 --> 02:26:29.245]  I've seen it over and over and over again.
[02:26:31.351 --> 02:26:32.011]  It's sickening.
[02:26:32.232 --> 02:26:49.202]  I mean, we're all sinking in the same ship, and these people get off on their ego trips, and it's their way or the highway, even though they don't have an inkling about constitutional law or how to attack, you know, some of these issues.
[02:26:49.602 --> 02:26:57.767]  And one good example is when Richard, my friend Richard Mack, you know, he's a former sheriff, when he and Sheriff Prince went after the Brady Bill,
[02:26:58.228 --> 02:26:59.830]  They did it brilliantly.
[02:27:00.250 --> 02:27:07.979]  They went after a very narrow legal argument and the United States Supreme Court agreed with both of them.
[02:27:08.480 --> 02:27:12.024]  And so they gutted a major provision in the Brady Law.
[02:27:12.364 --> 02:27:15.688]  But you have all these little Napoleons running around.
[02:27:16.161 --> 02:27:17.643]  They think they know everything.
[02:27:18.043 --> 02:27:20.566]  I've made mistakes over the last 17 years.
[02:27:20.927 --> 02:27:27.715]  You know, when I thought one thing was one thing, but then when I went to the law library or, you know, did some other research, I said, you know what?
[02:27:27.795 --> 02:27:28.596]  I'm wrong on this.
[02:27:28.696 --> 02:27:31.279]  I need to let people know that I'm wrong.
[02:27:31.880 --> 02:27:33.582]  And I don't see that anymore.
[02:27:33.662 --> 02:27:35.685]  All I see is a bunch of egos out there.
[02:27:36.045 --> 02:27:38.008]  And they're getting in the way of progress.
[02:27:38.729 --> 02:27:39.149]  I agree.
[02:27:39.169 --> 02:27:40.751]  I mean, this is life and death for me.
[02:27:40.911 --> 02:27:42.093]  I mean, I'm at the tip of the spear.
[02:27:42.113 --> 02:27:43.274]  Everybody knows I'm in danger.
[02:27:43.855 --> 02:27:46.198]  And it's made me so much more focused.
[02:27:46.238 --> 02:27:47.280]  And I just get depressed.
[02:27:47.600 --> 02:27:51.204]  But also, I get uplifted by all the good people that are out there.
[02:27:51.225 --> 02:27:52.867]  All the good people that are taking action.
[02:27:52.907 --> 02:27:53.788]  DeeDee, here's an example.
[02:27:54.551 --> 02:27:56.233]  I'm surfing around on the internet the other day.
[02:27:56.293 --> 02:28:01.117]  I see some guy on YouTube saying, I'm a liar, there's no North American Union, I'm a con artist.
[02:28:01.598 --> 02:28:04.320]  You know, he says, I'm talking about it one week, the next week I'm not.
[02:28:04.420 --> 02:28:05.061]  Where is it?
[02:28:05.361 --> 02:28:07.343]  He doesn't know Bush signed it two years ago.
[02:28:07.583 --> 02:28:09.545]  He doesn't know they're already merging all the treaties.
[02:28:09.805 --> 02:28:14.149]  He doesn't know business owners have gotten the letters that they're now in the North American Union.
[02:28:14.469 --> 02:28:16.652]  And I mean, they actually think we're lying, D.V.
[02:28:16.732 --> 02:28:20.115]  They actually, they think that we're making it up when it's admitted!
[02:28:20.955 --> 02:28:24.796]  These are people who refuse to do the hard research.
[02:28:25.196 --> 02:28:29.157]  They're in a state of denial, and they're the biggest fools on the face of this earth.
[02:28:29.557 --> 02:28:35.219]  Because it is an actual integration that's underway.
[02:28:35.719 --> 02:28:41.080]  And if the American people, the line in the sand has to be drawn at the state capitals.
[02:28:41.180 --> 02:28:48.262]  We have got, you know, Montana's governor just signed their legislation the other day, and so this is what's going to have to happen.
[02:28:49.200 --> 02:28:57.225]  The people are going to have to go at the state level so that the states tell the federal government, because we have no representation in Washington.
[02:28:57.645 --> 02:29:00.266]  It is little more than an open dictatorship.
[02:29:00.726 --> 02:29:03.728]  They crap in our faces at every time we turn around.
[02:29:04.108 --> 02:29:11.912]  They're busy passing law after law after law that has no constitutional foundation or justification, and they simply don't give a rat.
[02:29:12.393 --> 02:29:13.713]  This morning I watched that cretin
[02:29:15.333 --> 02:29:18.875]  John McCain make his big announcement to run for the presidency.
[02:29:19.256 --> 02:29:23.038]  Who gives a fig what this dirtbag has to say?
[02:29:23.378 --> 02:29:26.720]  Between him and Kerry, they've left our POWs to rot.
[02:29:27.081 --> 02:29:31.904]  There's a single large... He was in... Listen, I've had special forces commanders and people that were in the thing.
[02:29:32.124 --> 02:29:34.806]  He was in there like a week and was sent to a lavish hotel.
[02:29:34.826 --> 02:29:39.068]  Oh, I... There's... He's just... He's a poltroon.
[02:29:39.108 --> 02:29:40.749]  He's the lowest that you can get.
[02:29:42.389 --> 02:29:44.376]  And of course, you know, we're fighting the media.
[02:29:44.737 --> 02:29:47.507]  What have the media been spending all their time talking about?
[02:29:47.888 --> 02:29:48.691]  Alex Baldwin...
[02:29:49.246 --> 02:29:52.948]  He's got a stupid, you know, text or voicemail message with his daughter.
[02:29:53.428 --> 02:30:00.312]  Instead of sounding the alarm to let the American people know that the death of this country is sitting at their doorstep.
[02:30:00.352 --> 02:30:02.754]  The dollar just dropped a couple more points!
[02:30:03.054 --> 02:30:07.156]  And just wait until they start using Kilo to kick everybody off their land.
[02:30:07.476 --> 02:30:07.977]  Stay there.
[02:30:08.037 --> 02:30:08.337]  Stay there.
[02:30:08.357 --> 02:30:09.037]  Let's finish with that.
[02:30:09.077 --> 02:30:10.018]  Two or three minutes on the other side.
[02:30:10.038 --> 02:30:14.400]  That's all I need to be, and I promise I'll cover the news, play the clips, get to all your calls.
[02:30:14.440 --> 02:30:14.941]  Stay with us.
[02:30:14.981 --> 02:30:15.961]  PrisonPlanet.com.
[02:30:18.923 --> 02:30:21.926]  We're on the march, the Empire's on the run.
[02:30:22.827 --> 02:30:25.669]  Alex Jones and the GCN Radio Network.
[02:30:28.812 --> 02:30:32.095]  Attention gardeners, this is an urgent GCN self-reliance update.
[02:30:32.335 --> 02:30:36.659]  GCN has just discovered a new bioactive superfood for garden plants, flowers and herbs.
[02:30:36.859 --> 02:30:44.746]  It's called Proto-Gro and it's so effective at producing rapid plant growth that it seems to almost force plants to grow like crazy under practically any soil and light conditions.
[02:30:45.046 --> 02:30:47.888]  Now here's the best part for our listeners who garden for self-reliance.
[02:30:48.168 --> 02:30:55.693]  Proto-Gro's unique blend of sea nutrients maximizes mineral uptake and dramatically increases bloom set, creating maximum plant growth in minimum time.
[02:30:55.773 --> 02:31:01.396]  Proto-Gro works by providing geometric keys which have the capacity to actually unlock the genetic code for nutritional uptake in plants.
[02:31:01.616 --> 02:31:07.180]  Proto-Gro's full spectrum plant fertility means fruits and vegetables with extraordinary taste and up to 10 times the nutritional value.
[02:31:07.460 --> 02:31:10.702]  And if you want to double or triple the potency of herbs or wheatgrass, you can.
[02:31:11.002 --> 02:31:14.365]  If you want to grow nutritionalized superfoods with non-hybrids, it's now easy.
[02:31:14.585 --> 02:31:19.629]  GCN listeners who want to grow dirt cheap superfoods should visit the Proto-Gro website at growlikecrazy.com.
[02:31:19.649 --> 02:31:22.531]  That's www.growlikecrazy.com or call 877-327-0365.
[02:31:22.571 --> 02:31:22.751]  That's 877-327-0365.
[02:31:28.670 --> 02:31:32.251]  Are you looking for a one-stop shop to find all your favorite books and videos?
[02:31:32.511 --> 02:31:33.372]  Look no further!
[02:31:33.672 --> 02:31:36.233]  Northern Voice Bookstore has everything you need.
[02:31:36.673 --> 02:31:45.096]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[02:31:45.236 --> 02:31:45.536]  I think so.
[02:32:15.296 --> 02:32:15.937]  I think so.
[02:32:29.164 --> 02:32:33.025]  Did you know that the water you drink every day can be even more beneficial to your health?
[02:32:33.285 --> 02:32:37.146]  I'm not talking so-called enriched water, but I'm talking about electrolyzed water.
[02:32:37.526 --> 02:32:42.527]  RPA Biotech is an amazing American company that provides unique technology to transform water.
[02:32:42.807 --> 02:32:53.990]  Electrolyzed plus water will alkalize your water more powerfully than any other single nutraceutical because a body in an alkaline state can't grow pathogens, become allergic, or develop autoimmune disease or vascular degenerative illness.
[02:32:54.170 --> 02:32:54.830]  We're good to go!
[02:33:13.456 --> 02:33:14.978]  We're good to go.
[02:33:43.066 --> 02:33:45.268]  I'll send an S.O.S.
[02:33:45.288 --> 02:33:49.751]  to the world I'll send an S.O.S.
[02:33:49.791 --> 02:33:50.611]  to the world
[02:34:15.538 --> 02:34:19.100]  You know, most people run from death.
[02:34:19.180 --> 02:34:20.041]  And I don't want to die.
[02:34:20.061 --> 02:34:20.742]  I enjoy life.
[02:34:20.782 --> 02:34:22.523]  But I'm not running from it.
[02:34:22.563 --> 02:34:23.423]  I'm not afraid.
[02:34:24.484 --> 02:34:27.966]  I don't want to leave my children behind so I can't protect them.
[02:34:28.667 --> 02:34:30.328]  But at the same time, I'm not even going to fear that.
[02:34:30.468 --> 02:34:34.791]  I'm just going to do the right thing and let the chips fall where they may and leave it in God's hands.
[02:34:35.598 --> 02:34:44.707]  I tell you, it is a wake-up call when you go see somebody in the hospital who's in and out of consciousness and having trouble breathing and they're saying he's going to die in the next day.
[02:34:45.208 --> 02:34:51.214]  Like when I, just about a year ago, my best friend of childhood, I saw die right here in Austin.
[02:34:52.105 --> 02:34:55.126]  On the respirator, still fully conscious until the minute he died.
[02:34:55.626 --> 02:34:56.726]  That is a wake-up call.
[02:34:56.746 --> 02:35:03.168]  And if you remember how short and transient life is, it'll help you get your head screwed on straight and think about the things that matter.
[02:35:03.208 --> 02:35:04.348]  It's not a Rolex watch.
[02:35:04.388 --> 02:35:05.569]  It's not some fancy car.
[02:35:06.269 --> 02:35:07.709]  It's not everyone thinking you're cool.
[02:35:07.729 --> 02:35:08.730]  Believe me, that's a burden.
[02:35:09.970 --> 02:35:11.930]  It's doing the right thing and helping others.
[02:35:11.990 --> 02:35:13.691]  I mean, I want to have the time.
[02:35:14.477 --> 02:35:17.099]  To go help people in a Salvation Army Soup Kitchen.
[02:35:17.599 --> 02:35:19.441]  Like, we did many Christmas Eve's.
[02:35:20.041 --> 02:35:24.345]  I don't know, many three or four times I remember doing it in and around Christmas and many other times.
[02:35:24.785 --> 02:35:34.833]  I mean, we would go work all day at a Salvation Army and I remember being a child wondering why when I was 6, 7, 8, 9, 10 years old my parents would go do that.
[02:35:35.533 --> 02:35:37.555]  And it wasn't so they could feel good about themselves.
[02:35:37.815 --> 02:35:39.316]  I didn't know why they were doing it then.
[02:35:40.016 --> 02:35:43.079]  I just thought, look at these poor sad people and you know, I'm one of those donuts.
[02:35:45.200 --> 02:35:51.486]  I mean, that was what was feeding their souls, and that's how I was raised.
[02:35:51.806 --> 02:35:54.028]  It's not some bleeding heart thing, either.
[02:35:54.108 --> 02:35:56.250]  It's that that's what you're meant to do.
[02:35:56.330 --> 02:35:58.932]  That will fill the hole in your heart.
[02:35:59.553 --> 02:36:02.175]  I give money to Meals on Wheels and things like that.
[02:36:02.215 --> 02:36:03.336]  We need to give more money to that.
[02:36:03.556 --> 02:36:05.358]  I'm so busy, I forget to even give to charity.
[02:36:06.892 --> 02:36:07.673]  Yes, I'm going to admit it.
[02:36:07.693 --> 02:36:11.836]  Some of the money I get from video sales and the things I do does end up going to Meals on Wheels.
[02:36:11.876 --> 02:36:13.997]  So if you don't like that or The Salvation Army, I'm sorry.
[02:36:14.037 --> 02:36:15.118]  I do give some money to those.
[02:36:15.738 --> 02:36:18.900]  But more importantly than just giving money, you need to be there doing it.
[02:36:19.741 --> 02:36:25.305]  But I'm so busy, I kind of weigh it and I go, well, should I make a film exposing a world government that wants to set up eugenics and kill us all?
[02:36:26.146 --> 02:36:35.352]  Or should I go down and spend my time helping, donating, and then actually being there and not just giving them soup, but shaking their hand and talking to them?
[02:36:36.067 --> 02:36:40.909]  Like I got friends sometimes when we're walking down the street or sometimes I'm here at the office and I go, let's go walk down the railroad tracks.
[02:36:40.989 --> 02:36:43.590]  It's like all wild and pretty down the street in the middle of the city.
[02:36:44.130 --> 02:36:53.134]  And you know, there's hobos living, you know, there in the trees and they'll be walking back from their day jobs and I'll shake their hand and talk to them and ask about their life.
[02:36:53.174 --> 02:36:54.274]  And I'm not just being nice to them.
[02:36:54.774 --> 02:36:55.395]  I want to know them.
[02:36:55.415 --> 02:36:56.335]  I want to know their story.
[02:36:56.795 --> 02:36:58.776]  And I want them to know that I know they're a human being.
[02:36:59.594 --> 02:37:02.295]  They're always shocked by somebody and a lot of times they're really interesting.
[02:37:02.835 --> 02:37:05.896]  I was in Special Forces in Vietnam and you can tell they really are.
[02:37:05.916 --> 02:37:06.697]  It's some old man.
[02:37:06.957 --> 02:37:10.618]  It's not one of these fakes on the corner saying that with the dog trying to get your money.
[02:37:11.398 --> 02:37:15.720]  You know, the old guy doing carpentry from the day labor site coming back with all his teeth out.
[02:37:15.740 --> 02:37:20.041]  You know, you just see that and it's just, you know, I forgot I have D.B.
[02:37:20.061 --> 02:37:20.461]  Kidd holding.
[02:37:20.481 --> 02:37:21.982]  I'm going to let her go in just a minute and we're going to go to
[02:37:22.631 --> 02:37:29.274]  It absolutely does, and it also brings to me the forefront that we have been given all of these freedoms and liberties by the people who are and have left us.
[02:37:50.703 --> 02:38:06.076]  And it is our duty, our responsibility to ensure that the next generations, our children, your children, your grand, my daughter, that they live free and to stop this communization, this sovietization of the United States of America.
[02:38:06.777 --> 02:38:10.600]  And it has to be a battle for everybody.
[02:38:10.660 --> 02:38:12.302]  It's not a spectator sport.
[02:38:12.822 --> 02:38:15.765]  So, yes, these are the most important things in our lives.
[02:38:16.357 --> 02:38:24.295]  And not these material things, and that's what, you know, America is so distracted by electronic gadgetry and fashion wear.
[02:38:25.020 --> 02:38:31.243]  They can't see the forest through the trees, but they're going to because the trees are getting ready to fall right down on the top of their little homes.
[02:38:31.663 --> 02:38:34.604]  And their comfort zones are going to get very... Hell, it's already happening.
[02:38:34.624 --> 02:38:35.725]  The economy's in trouble.
[02:38:35.745 --> 02:38:37.465]  I haven't seen the indicators for two years.
[02:38:37.705 --> 02:38:38.065]  Oh, yeah.
[02:38:38.085 --> 02:38:40.026]  The foreclosures, the dollar plunging.
[02:38:40.046 --> 02:38:42.767]  I mean, it's not a pretty picture.
[02:38:43.188 --> 02:38:47.950]  No, and it's going to get a lot worse, and that's why everybody has to step up to the plate.
[02:38:48.510 --> 02:38:51.111]  Because it's basically a handful of people.
[02:38:51.684 --> 02:38:57.229]  And I want everybody to know who did it to them, too.
[02:38:57.269 --> 02:39:05.295]  I mean, they're going to do it, but it's so much more effective in our fight, and we have a chance of beating them, grabbing victory from the jaws of defeat.
[02:39:07.537 --> 02:39:12.220]  If we're able to, before all this happens, go, by the way, these are the people that are doing this to you.
[02:39:12.941 --> 02:39:13.802]  Oh, absolutely.
[02:39:13.862 --> 02:39:16.544]  As far as I'm concerned, they're traitors.
[02:39:17.119 --> 02:39:22.381]  Treason is aiding and abetting the enemy, or working to overthrow our legal form of government.
[02:39:22.761 --> 02:39:27.903]  And to me, Rick Perry, our governor, you and me, I believe that he's guilty of it.
[02:39:28.063 --> 02:39:29.504]  A sedition at the very least.
[02:39:29.684 --> 02:39:30.284]  Well, clearly.
[02:39:30.324 --> 02:39:36.387]  I mean, his Chief of Staff for U.S.-Mexico Affairs is a Mexican citizen registered lobbyist of Mexico.
[02:39:36.407 --> 02:39:37.247]  That's right.
[02:39:37.307 --> 02:39:41.189]  And they are seeking to overthrow the United States of America.
[02:39:41.249 --> 02:39:44.610]  And that is a treasonable offense, in my opinion.
[02:39:45.236 --> 02:39:47.317]  So yeah, we need to let people know.
[02:39:47.397 --> 02:39:54.639]  And of course, like I said before the first commercial break, they've pushed tens of millions of people into these big inner cities.
[02:39:54.659 --> 02:39:56.240]  They control the flow of information.
[02:39:56.640 --> 02:39:58.000]  And so you see this majority.
[02:39:58.040 --> 02:40:04.983]  And they're already using KELO, by the way, from Texas to New Hampshire, from Oregon to Louisiana to grab property.
[02:40:05.363 --> 02:40:08.244]  And I talked about that in my speech Saturday at Alamogordo.
[02:40:08.264 --> 02:40:14.906]  This is why I'm so keen on getting one state to challenge the 17th Amendment, because these
[02:40:15.459 --> 02:40:15.719]  U.S.
[02:40:15.799 --> 02:40:32.071]  Senators that serve in office under a law that doesn't exist, they're the ones who could put a stop to all of this and these bad federal judges by throwing their asses off the bench, but can't do anything because they're stuck with people like McCain and Feinstein and Clinton and Schumer.
[02:40:32.371 --> 02:40:39.996]  Oh my God, if you could have seen the exchange between Chuckie Schumer and Bill O'Reilly Monday night, I watched it in my hotel room, on the Second Amendment.
[02:40:40.517 --> 02:40:44.800]  It was the most sickening piece of garbage I have ever heard in my life.
[02:40:45.208 --> 02:40:49.251]  Bill O'Reilly wouldn't know what the Constitution said if James Madison... Well, let me guess.
[02:40:49.371 --> 02:40:55.336]  He was taking the quasi-pro-gun view, but compromising and watering it down.
[02:40:55.356 --> 02:40:57.277]  That's the false choice debate.
