[00:00:00.435 --> 00:00:01.215]  They did not talk.
[01:05:39.015 --> 01:05:46.322]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:05:52.893 --> 01:05:55.474]  Hey folks, Alex Jones here with an important question.
[01:05:55.634 --> 01:05:57.774]  When was the last time you used Pure Soap?
[01:05:58.054 --> 01:06:08.157]  I mean the hard to find kind that's all natural and not full of corrosive toxins and chemicals and detergents that just dry out your skin and have been connected to very serious health problems?
[01:06:08.477 --> 01:06:10.838]  Let me tell you something about the Cal Bend Pure Soap Company.
[01:06:10.978 --> 01:06:15.039]  There's a 100% unconditional guarantee on all their wonderful products.
[01:06:15.259 --> 01:06:21.383]  They're all natural, they're triple concentrated, they're factory direct, factory owned and operated since 1947.
[01:06:21.823 --> 01:06:25.885]  Earth friendly, pure soaps for bathing, laundry and kitchen.
[01:06:26.065 --> 01:06:29.407]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[01:06:29.727 --> 01:06:34.650]  Now for the first time, Calvin Pure Soap is available, factory direct to you and your family.
[01:06:34.890 --> 01:06:38.553]  Save up to 85% off supermarket and retail store prices.
[01:06:38.753 --> 01:06:41.275]  Call today for a Calvin Soap catalog at 1-800-340-7091.
[01:06:41.295 --> 01:06:43.017]  That's 1-800-340-7091, or on the web at calvinpuresoap.com.
[01:06:43.057 --> 01:06:45.799]  You're listening to GCN, the Genesis Communication Radio Network.
[01:07:04.306 --> 01:07:05.287]  It's Alex Jones.
[01:07:06.707 --> 01:07:08.488]  Waging war on corruption!
[01:07:08.508 --> 01:07:11.230]  Alright, I'm going to try this one more time.
[01:07:11.270 --> 01:07:12.290]  I'm going to hurry through your calls.
[01:07:12.370 --> 01:07:13.671]  I'm going to try Rudy one more time.
[01:07:13.691 --> 01:07:15.732]  I didn't want to cut him off earlier.
[01:07:16.032 --> 01:07:18.574]  We hit a break and I wanted to be able to finish what he was saying.
[01:07:20.075 --> 01:07:21.435]  Rudy, you're on the air.
[01:07:21.475 --> 01:07:21.836]  Go ahead.
[01:07:21.856 --> 01:07:26.018]  Okay, that guy, we're not going to go back to him.
[01:07:26.038 --> 01:07:27.359]  That's the last time, okay?
[01:07:28.179 --> 01:07:31.521]  Let's go ahead now and take a call from Carrie.
[01:07:32.472 --> 01:07:35.615]  And he's calling us from New Mexico, Kerry, you're on the air, go ahead.
[01:07:36.195 --> 01:07:37.156]  Hey Alex, how you doing today?
[01:07:37.216 --> 01:07:37.556]  Good, sir.
[01:07:38.196 --> 01:07:46.703]  Hey, I'd like to take the time to tell you how much we appreciate your efforts, you know, getting out here on a Sunday and taking time to keep us informed away from your family.
[01:07:47.284 --> 01:07:48.205]  Well, I appreciate it.
[01:07:48.225 --> 01:08:15.685]  Listen, I'm just trying to save my country, and I'm so frustrated that David Rockefeller, who runs the Trilateral Commission and the CFR, and our entire government, can write a book saying his goal is to destroy America, and I can read the quote, you can go buy the book, you can go read it online, and then I've still got a deal with a national talk show host saying I should be locked up because I talk about stuff like that, because those national hosts are bought and paid for, and they know the average person isn't going to go read that book.
[01:08:16.266 --> 01:08:16.686]  Exactly.
[01:08:17.099 --> 01:08:23.702]  But another thing Alex I want to tell you is I'm part of the American Freedom to Fascism New Mexico Volunteers.
[01:08:24.002 --> 01:08:24.342]  Good!
[01:08:24.462 --> 01:08:32.365]  And we got an email last week where it shows that they offered legislation in the Senate and Congress in New Mexico
[01:08:33.024 --> 01:08:36.987]  To repeal the REAL ID Act and New Mexico will not participate.
[01:08:37.247 --> 01:08:38.348]  Yes, that is true.
[01:08:38.668 --> 01:08:51.357]  And for those that don't know, REAL ID Act is the national ID card passed in 2005 by law standardizing all the driver's license to go under federal control, which makes it a national ID card.
[01:08:51.957 --> 01:08:52.358]  Exactly.
[01:08:52.738 --> 01:08:57.141]  So, you know, I encourage everybody to get a hold of their state legislators and try to get something done.
[01:08:57.577 --> 01:09:01.102]  You know, in a local area, because I don't think we can affect what they're doing in Washington.
[01:09:01.222 --> 01:09:01.702]  I agree.
[01:09:02.163 --> 01:09:06.709]  Vermont, New Hampshire, and New Mexico and other states are moving to block it.
[01:09:06.949 --> 01:09:12.997]  And, oh yeah, all week, all they've talked about on TV and radio and the paper is, oh, should it be Barack Obama?
[01:09:13.257 --> 01:09:14.197]  Should it be Hillary?
[01:09:14.417 --> 01:09:15.398]  Should it be Gingrich?
[01:09:15.578 --> 01:09:18.958]  They're all anti-free speech, pro-Patriot Act, pro-war.
[01:09:19.218 --> 01:09:21.259]  They're all New World Order!
[01:09:21.519 --> 01:09:30.381]  Anybody the media gives attention, anybody that they put out there in front of you from the two controlled parties bought and paid for by the same global crime syndicate is a joke!
[01:09:30.621 --> 01:09:35.562]  Why do we get 60% turnout for some presidential election and we get 8% for local elections?
[01:09:35.782 --> 01:09:38.083]  It's locally that we still have a chance to take over!
[01:09:38.283 --> 01:09:39.683]  So I salute what you just said!
[01:09:40.303 --> 01:09:48.617]  Yeah, I encourage everybody to go to Austin, go to Santa Fe, wherever, and get ahold of their, you know, their congressmen, senators, and we can stop them on the local level in the state.
[01:09:48.677 --> 01:09:53.946]  What do you think about the announcement that, okay, we're reading your mail without warrants, it's freedom, it's good.
[01:09:55.522 --> 01:09:58.104]  One of these days they're going to have to pay the piper on all that stuff.
[01:09:58.184 --> 01:09:59.625]  I'm just hoping I'm here to see it.
[01:09:59.845 --> 01:10:02.047]  But Jack Bauer does it on TV.
[01:10:02.547 --> 01:10:04.329]  I mean, that's what America's about.
[01:10:04.349 --> 01:10:05.690]  It's having your mail read, man.
[01:10:06.190 --> 01:10:10.033]  America's about pesos being used in restaurants in Dallas and Austin.
[01:10:10.473 --> 01:10:12.294]  America's about having a worthless dollar.
[01:10:12.715 --> 01:10:15.677]  America's about being owned by foreign corporations and being a joke.
[01:10:15.697 --> 01:10:16.417]  You didn't know that?
[01:10:17.018 --> 01:10:18.979]  You must be with Al Qaeda.
[01:10:18.999 --> 01:10:21.281]  Let's go ahead and talk to
[01:10:22.774 --> 01:10:23.294]  Hmm.
[01:10:23.594 --> 01:10:27.595]  Patrick in Owenbro, Kentucky.
[01:10:28.156 --> 01:10:29.576]  You're on the air.
[01:10:30.056 --> 01:10:30.436]  Welcome.
[01:10:31.517 --> 01:10:32.677]  That's Owensboro.
[01:10:34.538 --> 01:10:36.738]  God bless you, Alex, and you're doing excellent.
[01:10:36.818 --> 01:10:38.059]  It says Owenbro on my screen.
[01:10:38.079 --> 01:10:38.479]  Well, thank you.
[01:10:38.499 --> 01:10:38.799]  Go ahead.
[01:10:39.099 --> 01:10:40.119]  Okay.
[01:10:40.399 --> 01:10:42.480]  In fact, I'm George Bush with a signing statement.
[01:10:42.720 --> 01:10:43.940]  You are hence Owenbro.
[01:10:44.761 --> 01:10:45.301]  Okay.
[01:10:45.781 --> 01:10:46.581]  I am the emperor.
[01:10:46.741 --> 01:10:47.562]  Do as I say.
[01:10:47.582 --> 01:10:48.442]  It's freedom!
[01:10:48.662 --> 01:10:49.382]  And commando.
[01:10:53.999 --> 01:11:12.331]  I was watching something last week on CBS News or ABC or something and they had this, they said it in a way, they were talking about China and saying, oh along the lines that China's having a tough time trying to become an empire.
[01:11:13.223 --> 01:11:13.963]  Along that line.
[01:11:14.284 --> 01:11:15.304]  Do you know what I'm talking about?
[01:11:15.384 --> 01:11:18.605]  Oh yeah, China is totally bought and paid for by the globalists.
[01:11:18.685 --> 01:11:20.286]  China has a 10% growth rate.
[01:11:20.546 --> 01:11:25.468]  They're used as an economic weapon to destroy any middle class populations in Europe or the U.S.
[01:11:25.828 --> 01:11:28.670]  And it's all in a deal signed with the trilaterals back in the 70s.
[01:11:29.730 --> 01:11:33.071]  And absolutely... By the way, the CIA, it's now been declassified.
[01:11:33.091 --> 01:11:34.572]  It's even on History Channel.
[01:11:34.892 --> 01:11:37.213]  Actually put Mao into power and he killed 60 million people.
[01:11:37.553 --> 01:11:38.554]  Our government wanted that.
[01:11:39.114 --> 01:11:39.294]  Right.
[01:11:40.286 --> 01:11:45.548]  And, you know, everywhere you go, it's almost unavoidable.
[01:11:45.648 --> 01:11:50.169]  Everywhere you go, everything you buy is made in China.
[01:11:50.189 --> 01:11:51.609]  That's global mercantilism.
[01:11:51.649 --> 01:11:52.650]  That's economic warfare.
[01:11:52.690 --> 01:11:58.491]  The globalists made a deal with China to license their goods through them to de-industrialize the industrialized world.
[01:11:58.852 --> 01:11:59.072]  Right.
[01:11:59.652 --> 01:12:03.813]  And, you know, the great thing about the Internet, for as long as we'll have it,
[01:12:04.506 --> 01:12:08.029]  Uh, you know, they've already got Internet 2 in China and they're going to try to do the same.
[01:12:08.049 --> 01:12:08.429]  That's right.
[01:12:08.469 --> 01:12:12.553]  They shut down two months ago, the free web and then China, total control Internet 2.
[01:12:13.153 --> 01:12:13.373]  Right.
[01:12:13.974 --> 01:12:23.782]  And, you know, the great thing about the Internet that we have, you know, you can, you can go to Google, you can type in American made products, but you can't, you can't, uh, window shop.
[01:12:23.842 --> 01:12:25.843]  You can't, uh, you can't look at them.
[01:12:25.883 --> 01:12:26.764]  You can't touch them.
[01:12:26.824 --> 01:12:29.106]  You can't, you can't see if they fit you or not.
[01:12:29.887 --> 01:12:33.151]  And, I mean, what do you think here, Alex?
[01:12:33.171 --> 01:12:39.017]  Because everywhere we go... No, you cannot find anything made in America.
[01:12:39.097 --> 01:12:41.339]  If you do, it's like finding a four-leaf clover.
[01:12:42.023 --> 01:12:43.924]  I mean, literally, it just doesn't exist.
[01:12:43.944 --> 01:12:44.784]  But that's globalism!
[01:12:44.985 --> 01:12:46.045]  Oh, that's good!
[01:12:46.985 --> 01:12:50.447]  More Americans having to work, the husband and wife having to work two jobs.
[01:12:50.907 --> 01:12:55.009]  We have a higher debt ratio than we had in the depths of the Depression in late 1933.
[01:12:55.870 --> 01:12:59.472]  Oh, globalism's been so good because the news said so.
[01:12:59.932 --> 01:13:01.773]  Oh, is the economy good for you out there, folks?
[01:13:01.993 --> 01:13:03.454]  Well, the television said it was.
[01:13:03.854 --> 01:13:04.574]  It must be.
[01:13:04.834 --> 01:13:08.156]  So just go get a third mortgage and just act like you're rich in front of your neighbors.
[01:13:08.516 --> 01:13:09.597]  And everything will be okay.
[01:13:09.797 --> 01:13:13.218]  Don't listen to this evil talk show where we talk about the globalists.
[01:13:13.559 --> 01:13:21.783]  Because the TV that you can trust told you and national talk show hosts told you that anybody that talks about globalism is bad and backwards and isn't good.
[01:13:23.023 --> 01:13:26.525]  Let's go ahead and talk to Mike in California.
[01:13:28.106 --> 01:13:29.106]  You're on the air.
[01:13:29.166 --> 01:13:29.506]  Welcome.
[01:13:31.948 --> 01:13:32.628]  Go ahead, Mike.
[01:13:33.328 --> 01:13:34.809]  Speak now and forever hold your peace.
[01:13:35.710 --> 01:13:35.930]  Me?
[01:13:36.230 --> 01:13:36.410]  Yes.
[01:13:37.296 --> 01:13:38.777]  Oh, my name is actually David.
[01:13:39.077 --> 01:13:40.798]  Okay, well, I'm just going off the call list here.
[01:13:40.838 --> 01:13:41.758]  We'll just call you Mike.
[01:13:41.838 --> 01:13:42.438]  Go ahead, Mike.
[01:13:42.698 --> 01:13:43.039]  Okay, okay.
[01:13:43.619 --> 01:13:57.305]  Um, well, it seems that on the forums and on the internet, the intimidation tactics where they say, well, uh, you're crazy, you're not, blah, blah, blah, 9-11's not, uh,
[01:13:58.061 --> 01:14:05.473]  Well, what you do is, you go over and you get the Associated Press reporting that CENTCOM and the Pentagon are spending billions a year with U.S.
[01:14:05.513 --> 01:14:12.103]  troops illegally being paid in bases to go around attacking anybody who tells the truth on the Internet.
[01:14:13.907 --> 01:14:16.670]  That's bad, but I'm saying like... So, no, no, no, no, no, no, no.
[01:14:17.010 --> 01:14:30.124]  You go track those people, and then you go show how they've done thousands of posts apiece, under different names, with the exact same text, and you show how they're cutting and pasting, and now all that's coming out, and then you go back to the forum, and you show everybody how it's a dirty Fed.
[01:14:30.504 --> 01:14:32.426]  You didn't know about all the fake news they bought?
[01:14:32.446 --> 01:14:34.748]  1.8 billion, just in 2005 alone, of illegal fake news?
[01:14:38.095 --> 01:14:38.355]  No.
[01:14:38.835 --> 01:14:40.276]  Yeah, oh, you didn't know about that?
[01:14:40.576 --> 01:14:40.876]  Tight!
[01:14:41.156 --> 01:14:43.377]  White House buys $1.8 billion.
[01:14:43.877 --> 01:14:45.438]  I kept saying $1.6 billion.
[01:14:45.578 --> 01:14:46.698]  It's $1.8 billion in fake news.
[01:14:46.998 --> 01:14:48.479]  Go do that and you'll find out the truth.
[01:14:48.999 --> 01:14:50.459]  Alright, we're going to break here in a moment.
[01:14:52.060 --> 01:14:53.881]  Let's just jam one more call in here.
[01:14:53.981 --> 01:14:58.462]  Maybe this is Mike, if I can get myself straight.
[01:14:58.482 --> 01:14:59.002]  Go ahead, Mike.
[01:14:59.623 --> 01:15:00.143]  Hi, Alex.
[01:15:00.263 --> 01:15:00.863]  Yes, go ahead.
[01:15:01.203 --> 01:15:03.164]  I am Mike from California.
[01:15:04.471 --> 01:15:04.951]  Thank you.
[01:15:05.091 --> 01:15:05.691]  How are you doing?
[01:15:05.711 --> 01:15:06.071]  I'm good.
[01:15:06.111 --> 01:15:06.391]  I'm fine.
[01:15:06.411 --> 01:15:07.032]  I'm doing a radio show.
[01:15:07.052 --> 01:15:07.432]  Go ahead.
[01:15:07.572 --> 01:15:07.992]  Hit me.
[01:15:08.032 --> 01:15:08.352]  Hit me.
[01:15:08.392 --> 01:15:08.552]  Hit me.
[01:15:08.572 --> 01:15:15.394]  I basically wanted to find out about what happened about that footage that y'all were going to take up there in Taylor, Texas.
[01:15:15.634 --> 01:15:17.554]  Yes, it's on JonesReport.com.
[01:15:17.634 --> 01:15:18.294]  Absolutely free.
[01:15:18.354 --> 01:15:20.095]  The FEMA camp in Taylor, Texas.
[01:15:20.175 --> 01:15:21.875]  Absolutely free for you at JonesReport.com.
[01:15:22.375 --> 01:15:28.457]  I have no understanding, and holy hell, why it isn't up on InfoWars.com and PrisonPlanet.com.
[01:15:28.617 --> 01:15:29.297]  Yeah, I don't know.
[01:15:30.417 --> 01:15:32.698]  I tell my people stuff, but they do what the hell they want.
[01:15:33.832 --> 01:15:35.334]  But it's on jonesreport.com.
[01:15:35.434 --> 01:15:35.895]  How's that?
[01:15:35.915 --> 01:15:36.876]  You got it?
[01:15:37.056 --> 01:15:38.378]  Alright, I'll put you on hold.
[01:15:38.398 --> 01:15:40.000]  We'll come back and let you finish up on the other side.
[01:15:40.280 --> 01:15:41.461]  Final 30 minutes straight ahead.
[01:15:41.481 --> 01:15:42.062]  Don't believe me?
[01:15:42.082 --> 01:15:42.903]  The government loves you.
[01:15:43.063 --> 01:15:43.824]  They never lie to you.
[01:15:43.864 --> 01:15:44.425]  Everything's fine.
[01:15:44.465 --> 01:15:45.046]  Go back to sleep.
[01:15:52.449 --> 01:15:55.570]  We understand that decisions related to health can be overwhelming.
[01:15:55.830 --> 01:16:02.631]  That is why at ResearchedHerbs.com we take pride in offering you herbs whose safety and effectiveness have been proven time and time again.
[01:16:03.071 --> 01:16:16.433]  For example, did you know that Lit-52, the top-selling natural herbal supplement for liver diseases since 1930, is backed by over 300 research studies and clinical trials and prescribed by more than 200,000 health professionals worldwide?
[01:16:16.753 --> 01:16:20.474]  In fact, the effectiveness of all the herbs featured on ResearchedHerbs.com
[01:16:20.914 --> 01:16:29.057]  Including those for cholesterol, blood pressure, diabetes, arthritis, cirrhosis, and hepatitis, among others, is extremely well documented.
[01:16:29.477 --> 01:16:36.359]  Our website, researchedherbs.com, was created to empower you with the information and answers you need to make the right health decisions.
[01:16:36.740 --> 01:16:39.080]  Researched and proven herbs at great prices.
[01:16:39.260 --> 01:16:42.622]  Visit us online at researchedherbs.com or call 1-800-845-3841 for more information.
[01:16:42.702 --> 01:16:42.902]  That's 1-800-845-3841.
[01:16:51.989 --> 01:16:53.809]  You can see the good life all around you.
[01:16:54.029 --> 01:16:56.470]  The people with the bigger house, the fancy cars.
[01:16:56.810 --> 01:17:00.191]  It seems like everyone's living the American dream, except you.
[01:17:00.451 --> 01:17:05.152]  Well, what if you could start making the money you deserve with an internet business that virtually runs itself?
[01:17:05.472 --> 01:17:10.873]  Make cash even when you're sleeping by selling products you don't have to see, store, or even pay for.
[01:17:11.233 --> 01:17:13.453]  And what if you could get started for free?
[01:17:13.793 --> 01:17:15.154]  It's not too good to be true.
[01:17:15.434 --> 01:17:17.394]  It's a proven system from Internet Speedway.
[01:17:17.654 --> 01:17:21.337]  And once you get started, the computer does the work while you collect the cash.
[01:17:21.537 --> 01:17:24.899]  And while supplies last, you can request a free CD that shows you how.
[01:17:25.079 --> 01:17:26.200]  Just call 1-800-889-2994.
[01:17:26.400 --> 01:17:30.683]  The secret to the good life isn't working harder.
[01:17:30.963 --> 01:17:31.964]  It's working smarter.
[01:17:32.164 --> 01:17:37.908]  Whether you just want a second income or you're ready to quit your job and live the good life, call now for your free CD.
[01:17:38.268 --> 01:17:38.589]  We're good.
[01:17:51.810 --> 01:17:53.411]  The statistics are heart-wrenching.
[01:17:53.731 --> 01:18:02.314]  According to the CWC, of the 43 million people who have served in the major wars, from the Revolutionary War to the Gulf War, 3 million never made it home alive.
[01:18:02.675 --> 01:18:08.437]  Most likely, each one of us can say we either knew someone who served, or know a brave soul who is currently serving our country.
[01:18:08.797 --> 01:18:16.240]  Now there is a unique way to pay tribute to the courageous men and women who spend their lives protecting our freedom, and to those who have lost their lives doing so.
[01:18:16.560 --> 01:18:17.841]  Davis Products is offering
[01:18:17.841 --> 01:18:18.041]  I'm good.
[01:18:35.991 --> 01:18:36.332]  I think so.
[01:18:51.528 --> 01:18:56.090]  We at The Bible Says want to alert the world to the topic of the Mark of the Beast.
[01:18:56.490 --> 01:18:59.431]  Soon it will be upon us as an overwhelming surprise.
[01:18:59.731 --> 01:19:02.312]  The world is pressing toward a forced one-world religion.
[01:19:02.672 --> 01:19:07.494]  The real issue behind this is the union of church and state nullifying our First Amendment.
[01:19:07.875 --> 01:19:13.237]  Americans will have to give up their peculiar beliefs and accept what the new world religious leaders prescribe.
[01:19:13.537 --> 01:19:16.498]  In 2005, President Bush signed the REAL ID Act.
[01:19:16.698 --> 01:19:17.259]  We're good to go.
[01:19:40.100 --> 01:19:45.561]  For a better understanding of this very important topic, and to receive your three free books and a free DVD, call 1-888-211-1715.
[01:19:45.701 --> 01:19:46.101]  That's 1-888-211-1715.
[01:19:46.181 --> 01:19:47.961]  This is the GCN Radio Network.
[01:19:48.141 --> 01:19:49.902]  Home to hard-hitting talk radio.
[01:19:49.922 --> 01:19:52.562]  Is next at 6 on News Radio 590, KLVJ.
[01:19:52.602 --> 01:19:55.023]  Coming to you from the capital of Texas,
[01:20:09.298 --> 01:20:15.310]  Broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show!
[01:20:21.050 --> 01:20:22.811]  I'm just going to start coming on air and doing that.
[01:20:22.871 --> 01:20:23.712]  I'm sick of it!
[01:20:23.732 --> 01:20:25.553]  Hell, look how corrupt this government is!
[01:20:25.973 --> 01:20:28.234]  Four trillion almost missing from the Pentagon.
[01:20:28.395 --> 01:20:29.775]  They won't say who stole it.
[01:20:30.236 --> 01:20:32.617]  Corrupt police running around every crime lab in the country.
[01:20:32.637 --> 01:20:34.378]  It's been caught framing people.
[01:20:34.738 --> 01:20:36.639]  Illegal aliens running all over us.
[01:20:37.120 --> 01:20:38.341]  Politicians lying.
[01:20:38.561 --> 01:20:40.602]  Of course the Democrats are going to continue the war.
[01:20:40.842 --> 01:20:42.363]  They're all by the very same people!
[01:20:42.983 --> 01:20:47.566]  I just don't want fake neocon twits out there listening to have their power trips.
[01:20:47.666 --> 01:20:48.887]  I will ruin it for you!
[01:20:49.711 --> 01:20:52.312]  If every one of us was against the war, it would continue.
[01:20:52.372 --> 01:20:57.594]  So stop thinking just because you're for it that you're making everybody else be involved in the war.
[01:20:58.034 --> 01:20:59.035]  You don't run anything.
[01:20:59.055 --> 01:21:00.295]  You're an absolute slave.
[01:21:00.755 --> 01:21:01.116]  You know what?
[01:21:01.136 --> 01:21:05.597]  If we're going to be slaves, I'm going to be here to make sure you have to admit to yourselves you are.
[01:21:06.458 --> 01:21:07.938]  I'm really mad right now, folks.
[01:21:09.819 --> 01:21:11.720]  And yes, we've got incredible video.
[01:21:11.760 --> 01:21:17.502]  We sent two guys out to Taylor earlier this week to the FEMA camp where they're holding
[01:21:18.529 --> 01:21:23.254]  Other than Mexican illegal aliens and the problem is they're not getting due process.
[01:21:23.274 --> 01:21:25.236]  They should or they should be deported out.
[01:21:25.576 --> 01:21:29.840]  But in the executive documents in the Houston Chronicle, they say they're going to use these family facilities.
[01:21:30.121 --> 01:21:32.523]  We got video of kids out there on the swing set folks.
[01:21:33.364 --> 01:21:35.326]  Whole families and they break the families up.
[01:21:35.346 --> 01:21:36.987]  They give the small kids the CPS.
[01:21:37.208 --> 01:21:38.549]  Won't even tell parents where they're at.
[01:21:39.316 --> 01:21:41.397]  And, uh, I mean that's just horrible.
[01:21:41.717 --> 01:21:45.138]  CPS five times more likely to abuse your children than any other group.
[01:21:45.178 --> 01:21:47.838]  That's, uh, Justice Department's own numbers.
[01:21:47.899 --> 01:21:48.419]  Oh, don't believe me?
[01:21:48.439 --> 01:21:49.059]  Just gonna pull it up.
[01:21:49.079 --> 01:21:52.300]  Uh, I mean, this is the type of stuff we're dealing with.
[01:21:52.900 --> 01:21:56.421]  So, uh, we did go to a report out there, and it's on jonesreport.com.
[01:21:56.921 --> 01:22:03.144]  And for the life of me, I may have missed it, but I kept sending it to my other webmasters at InfoWars and Prison Planet, and I never saw it pop up there.
[01:22:03.525 --> 01:22:04.805]  They should do an article about it, too.
[01:22:05.285 --> 01:22:08.927]  We'll see about that in the next few days, but it's up on JonesReport.com, for free!
[01:22:09.308 --> 01:22:14.870]  I sent two guys out there with cameras all day, they threatened to arrest them, told them to turn their cameras off, for being across the street.
[01:22:14.890 --> 01:22:16.051]  Again, we're in such a free country.
[01:22:16.071 --> 01:22:23.175]  Of course, we told them, the federal jail guards, that it's a free country, and that we don't appreciate their color of law, so they had to back off.
[01:22:23.895 --> 01:22:25.576]  Then they were talking about taking our cameras.
[01:22:26.129 --> 01:22:26.709]  You know what?
[01:22:27.190 --> 01:22:27.970]  Just go ahead.
[01:22:28.711 --> 01:22:29.451]  You scum.
[01:22:30.052 --> 01:22:31.713]  I mean, that just shows what this country is.
[01:22:31.733 --> 01:22:36.837]  They think people across the street filming their FEMA camp, that they can come over and tell us to turn our cameras off.
[01:22:37.117 --> 01:22:38.478]  You pieces of trash!
[01:22:38.858 --> 01:22:41.780]  GO TO RUSSIA!
[01:22:42.601 --> 01:22:46.123]  So anyways, I paid people to be up there and shoot the video, because I was on the radio.
[01:22:46.844 --> 01:22:48.085]  I couldn't go during that period of time.
[01:22:48.105 --> 01:22:52.348]  So I could be on the radio live covering it while they were out there with live call-ins.
[01:22:52.868 --> 01:22:53.649]  And then I also
[01:22:54.750 --> 01:23:04.015]  I had my guy put it together for about a day, edited, with all the documents and Senate hearings admitting they want to put people in camps and how they were going to claim it was free legal, if it really put citizens in it.
[01:23:04.295 --> 01:23:07.076]  There's a nice little video report up there about 20 minutes long for you.
[01:23:07.096 --> 01:23:12.159]  You can also watch my film, Cost Me $100,000 to Make, and that's Terror Storm for free.
[01:23:12.479 --> 01:23:13.539]  One word, Terror Storm.
[01:23:13.779 --> 01:23:15.680]  Just type it into Google, you can watch the film for free.
[01:23:15.941 --> 01:23:18.082]  I just make films that cost $100,000 and put them out for free.
[01:23:18.142 --> 01:23:18.862]  That's how I operate.
[01:23:19.381 --> 01:23:22.222]  To total proof, it isn't this yelling and screaming Alex Jones.
[01:23:22.483 --> 01:23:25.704]  Frankly, folks, I don't want to say I'm burnt out, but I'm just really mad and I'm sick of it.
[01:23:26.605 --> 01:23:27.185]  Okay?
[01:23:27.225 --> 01:23:34.328]  I mean, I'm at the point where these smiley-faced people with American flags all over them, I want to, like, pull those American flags off their cars and shove them down their throats.
[01:23:35.249 --> 01:23:35.529]  Okay?
[01:23:35.989 --> 01:23:45.454]  Because they have desecrated America, and they don't know what that flag symbolizes, and they're wearing desecrated flags MADE BY CHINESE SLAVES!
[01:23:46.770 --> 01:23:47.310]  All right, that's it.
[01:23:47.350 --> 01:23:49.270]  Now I'm really starting to get mad right now.
[01:23:50.211 --> 01:23:55.692]  And, um... I'm very angry about my country being killed.
[01:23:55.992 --> 01:23:57.272]  We have calls here from Germany.
[01:23:57.292 --> 01:23:59.052]  A call from Germany just hung up.
[01:24:00.112 --> 01:24:01.292]  We got calls from all over.
[01:24:02.133 --> 01:24:06.033]  And, uh... I don't even know what to say anymore.
[01:24:06.073 --> 01:24:15.895]  I mean, if you're not mad about the fact that our mainline military's gonna... the ground forces will be half-illegal alien by 2010, that's mainstream news, then you got a problem!
[01:24:16.593 --> 01:24:21.675]  And if you don't like the fact that Patron's Pizza from Dallas to Austin is using pesos now, you got a problem.
[01:24:22.116 --> 01:24:24.997]  And if you don't like the fact that our country's dying, you got a problem!
[01:24:26.238 --> 01:24:34.041]  And I can't believe fake Neocon talk show hosts have got the nerve to get on talk radio, coast to coast, and lie and say none of this is happening!
[01:24:36.623 --> 01:24:43.626]  Mike in Southern California, you got any comments about the Taylor Concentration Camp, or were you just asking if we got the video on?
[01:24:44.026 --> 01:24:45.807]  Alex, I got comments and
[01:24:46.255 --> 01:24:47.356]  I'm there with you, man.
[01:24:47.396 --> 01:24:50.559]  You don't understand how angry I am about what's going on.
[01:24:51.539 --> 01:24:54.922]  I'm angry about how our country is going downhill right now.
[01:24:55.503 --> 01:24:58.745]  I'm angry about everybody I talk to are sheeple.
[01:24:59.586 --> 01:25:00.106]  You know what I mean?
[01:25:00.126 --> 01:25:01.187]  They're just scum!
[01:25:01.828 --> 01:25:03.549]  Weak chicken necks!
[01:25:03.669 --> 01:25:11.976]  I mean, the good news is, the good news is... I'm usually a calm guy, so, and excuse me if I vent a little bit on the air right now.
[01:25:12.540 --> 01:25:14.441]  But I'm glad you got this forum going on.
[01:25:14.461 --> 01:25:17.444]  I'm just... I'm really upset that... It's now the Maddest Hell Show.
[01:25:17.464 --> 01:25:19.185]  Let's just all start screaming together on air.
[01:25:19.325 --> 01:25:33.816]  Hey man, I'm... I'm upset that we've got troops watching our border in Arizona, and then we've got Mexican whoever coming in with firearms firing upon our troops.
[01:25:33.936 --> 01:25:34.797]  Well that's right, that's right.
[01:25:34.877 --> 01:25:37.298]  Our National Guard's supposed to be watching our border, right?
[01:25:37.318 --> 01:25:37.599]  That's right.
[01:25:37.619 --> 01:25:38.980]  Stuff's so bad, I didn't even mention it.
[01:25:39.000 --> 01:25:39.840]  Let me comment on that.
[01:25:41.121 --> 01:25:41.782]  Friday,
[01:25:42.593 --> 01:25:43.025]  Morning!
[01:25:44.791 --> 01:25:45.191]  U.S.
[01:25:45.251 --> 01:25:45.671]  troops.
[01:25:46.192 --> 01:25:47.632]  They put a few hundred down there.
[01:25:47.652 --> 01:25:48.432]  It was all for show.
[01:25:48.452 --> 01:25:49.613]  They're not allowed to have bullets.
[01:25:50.273 --> 01:25:51.494]  And so that's America.
[01:25:51.554 --> 01:25:52.754]  The troops are hightailing it.
[01:25:53.094 --> 01:25:56.856]  Mexican troops, same group, kills federal officers, kills cops all the time.
[01:25:56.876 --> 01:25:58.036]  The media keeps it real quiet.
[01:25:58.696 --> 01:26:01.617]  I mean, a citizen kills a cop, you'd think Jesus had died.
[01:26:01.978 --> 01:26:06.839]  But, boy, let me tell you, if Mexican troops kill our people, it's kept real quiet.
[01:26:07.199 --> 01:26:08.720]  Because that might upset people.
