[00:00:00.149 --> 00:00:00.969]  Dead on.
[01:09:37.094 --> 01:09:45.257]  Documents that supposedly help back up his allegations have been sealed to protect information in them, such as social security numbers and dates of birth.
[01:09:45.777 --> 01:09:46.057]  The U.S.
[01:09:46.077 --> 01:09:48.558]  Attorney's Office in Utah had no comment on the allegations.
[01:09:48.858 --> 01:09:50.839]  The FBI and Justice Department in Washington, D.C.
[01:09:50.899 --> 01:09:51.999]  also declined comment.
[01:09:53.232 --> 01:09:58.496]  And he goes on to say, Nichols does not know the motive the government would have to be involved in the bombing.
[01:09:58.836 --> 01:10:06.561]  The affidavit was filed in a lawsuit brought by Salt Lake City attorney Jesse Trinidou, who believes his brother's death in federal prison was linked to the Oklahoma City bombing.
[01:10:06.842 --> 01:10:18.910]  The suit, which seeks documents from the FBI under the Federal Freedom of Information Act, alleges that authorities mistook Kenneth Trinidou for a bombing conspirator, who they also tortured to death and hung, and that guards killed him in an interrogation that got out of hand.
[01:10:19.918 --> 01:10:23.241]  And it goes on from there, and that's how he got involved in this.
[01:10:23.862 --> 01:10:26.544]  Now, they were able to see the documents before they were sealed.
[01:10:26.965 --> 01:10:36.213]  We now have gotten the documents when they were unsealed, minus, and we're the only people that have these now, now you can get them at PrisonPlanet.com, minus the exhibits.
[01:10:36.273 --> 01:10:43.540]  He went back to the judge and got the basic filing unsealed, and we have that up on the websites for you right now.
[01:10:44.395 --> 01:10:47.056]  This is so important, but here is the desert news.
[01:10:47.576 --> 01:11:00.781]  The most shocking allegation in the 19-page signed declaration is that Nichols' assertion that the whole bombing plot was an FBI operation and that McVey let slip during a bout of anger that he was taking instruction from former FBI official Larry Potts.
[01:11:01.681 --> 01:11:03.662]  And going back to the Salt Lake City
[01:11:04.392 --> 01:11:11.574]  Tribune article, McVeigh told him, Nichols, he was recruited for underground missions while serving in the military, according to Nichols.
[01:11:11.854 --> 01:11:17.416]  He says he learned sometime in 95 that there had been a change in the bombing target, and that McVeigh was very upset about that.
[01:11:17.436 --> 01:11:20.477]  It just goes on and on and on.
[01:11:20.517 --> 01:11:28.219]  And the big news here is, this has been in two newspapers and on PrisonPlanet.com and InfoWars.com, has even been on the front page of Google News.
[01:11:28.259 --> 01:11:29.920]  If you type in Oklahoma City bombing, it's the
[01:11:30.732 --> 01:11:35.155]  Our stories are number one, meaning they're getting the most visitors, and it's being accepted by Google as news.
[01:11:35.175 --> 01:11:38.117]  It goes through a vetting process, because they went and researched it.
[01:11:38.157 --> 01:11:42.380]  It's been one of the number one stories on dig.com, which is like 54 on the web.
[01:11:42.440 --> 01:11:43.400]  It was 55 last week.
[01:11:43.440 --> 01:11:44.001]  I'll give you an idea.
[01:11:44.021 --> 01:11:47.143]  Drudge is like 500 and something in ranking.
[01:11:47.203 --> 01:11:54.267]  This is a huge story in the underground media, which is now becoming the dominant media, because mainstream media refuses to report on this.
[01:11:54.808 --> 01:11:58.090]  Let's go ahead and talk to Tony in Arlington.
[01:11:59.159 --> 01:12:00.481]  And you're on the air.
[01:12:00.542 --> 01:12:01.182]  Thanks for holding.
[01:12:02.364 --> 01:12:03.686]  Hey Alex, where do I start?
[01:12:03.847 --> 01:12:04.508]  Man, I'm sick.
[01:12:06.381 --> 01:12:10.703]  Well, it's a good thing the mainstream media is covering important stories like, you know, Brittany shaving her head.
[01:12:10.723 --> 01:12:12.365]  Oh, that's the cover of Newsweek.
[01:12:12.385 --> 01:12:13.705]  I was in a grocery store this morning.
[01:12:13.765 --> 01:12:16.627]  It's Girls Gone Bad, Girls Gone Wild.
[01:12:16.687 --> 01:12:17.868]  Oh my, this is so important.
[01:12:18.188 --> 01:12:19.009]  And Nicole Smith.
[01:12:19.049 --> 01:12:19.549]  Who cares?
[01:12:20.050 --> 01:12:21.891]  Yeah, isn't that great?
[01:12:21.911 --> 01:12:23.492]  A couple questions quickly, Alex.
[01:12:23.512 --> 01:12:28.395]  Well, let me just ask you, because I just spent an hour not taking calls trying to condense it all down.
[01:12:28.896 --> 01:12:30.577]  I mean, could you follow that?
[01:12:30.637 --> 01:12:31.998]  I mean, was that put together well?
[01:12:32.842 --> 01:12:33.643]  It was very cogent.
[01:12:33.683 --> 01:12:35.163]  No, it was very well put together.
[01:12:35.183 --> 01:12:36.224]  This is such a big issue!
[01:12:37.365 --> 01:12:38.925]  Well, here's the thing, as we live it.
[01:12:40.046 --> 01:12:42.968]  It's now breaking in the St.
[01:12:43.048 --> 01:12:44.088]  Paul City Tribune.
[01:12:44.568 --> 01:12:55.615]  My question is, when or how do you think the smoking gun evidence, the part of the lead is sealed, do you think that will ever see the light of day in the mainstream media?
[01:12:55.635 --> 01:12:59.857]  The second thing is, if it does, do you see this as a possible watershed?
[01:13:00.991 --> 01:13:01.932]  OKC is bad enough.
[01:13:02.332 --> 01:13:05.253]  I'm not diminishing that, and I'm certainly not diminishing your work here.
[01:13:05.553 --> 01:13:11.896]  But it points towards 9-11, and if we can prove OKC was an inside job, then the logical extension is 9-11.
[01:13:12.656 --> 01:13:13.077]  Well, yeah.
[01:13:13.137 --> 01:13:17.138]  I mean, A leads to B, and if they can do that, what can't they do?
[01:13:17.158 --> 01:13:18.879]  What won't a rat do at that point?
[01:13:18.939 --> 01:13:21.100]  Well, let's go back to what you said earlier.
[01:13:23.484 --> 01:13:25.626]  You know, basically, will this break?
[01:13:25.646 --> 01:13:26.326]  Will this come out?
[01:13:26.346 --> 01:13:34.333]  There have been three separate lawsuits by insurance companies and others, and the feds would never release the surveillance video of the bombing happening.
[01:13:35.133 --> 01:13:46.743]  And we have newscasts, the documents, it's all in Road to Tyranny, where people can go to Google Video, type in The Road to Tyranny, watch my film for free, you can buy it on DVD, and InfoWars.com if you want, but don't let that stop you, go watch it for free.
[01:13:47.243 --> 01:13:49.345]  And you'll see all the newscasts, you'll witness it all,
[01:13:50.194 --> 01:13:51.034]  For yourselves.
[01:13:51.455 --> 01:13:52.615]  I mean, this is admitted.
[01:13:52.935 --> 01:13:57.497]  So we have FBI agents who went public and said, yeah, it's McVeigh with these Arabs.
[01:13:58.137 --> 01:13:58.338]  Okay?
[01:13:58.358 --> 01:14:01.959]  And that fits in, and we know that they were there, but we know they were on federal payroll.
[01:14:02.239 --> 01:14:03.720]  This is all part of these black ops.
[01:14:03.760 --> 01:14:06.601]  So, no, I don't think they're going to release these sealed documents.
[01:14:06.861 --> 01:14:10.723]  The problem is, is that some lawyers out there have them, and who knows if they're going to be servicing.
[01:14:11.363 --> 01:14:12.784]  Well, I'm just livid, Alex.
[01:14:12.844 --> 01:14:14.885]  I started this, you know, after 9-11.
[01:14:14.965 --> 01:14:16.025]  I was a skeptic, quite honestly.
[01:14:16.085 --> 01:14:16.565]  I heard of you.
[01:14:16.625 --> 01:14:17.446]  I visited your website.
[01:14:18.664 --> 01:14:19.404]  Just another kook.
[01:14:19.444 --> 01:14:20.145]  Well, you know what?
[01:14:20.265 --> 01:14:23.266]  I did some research on my own, and I'm college educated.
[01:14:23.306 --> 01:14:31.289]  I've got a background that, you know, I'm very interested in 9-11 for personal reasons, and I've seen the light.
[01:14:31.329 --> 01:14:37.651]  I mean, you can't deny certain things, and I'll let you go, but I just wanted to say if there's any way this can see the light of day and
[01:14:38.450 --> 01:14:42.834]  And if you hit the mainstream news just for a day or two, maybe it'll wake some more folks up.
[01:14:43.335 --> 01:14:43.775]  I hear you.
[01:14:44.155 --> 01:14:45.737]  I mean, frankly, I've got a family.
[01:14:45.877 --> 01:14:46.658]  I enjoy my life.
[01:14:46.678 --> 01:14:48.760]  I don't even like covering issues like this.
[01:14:49.060 --> 01:14:50.361]  This is dangerous, folks.
[01:14:51.262 --> 01:14:53.824]  And, I mean, I'm here witnessing all this.
[01:14:53.904 --> 01:14:54.805]  I'm here covering this.
[01:14:54.865 --> 01:14:58.348]  Trinidad comes on the show and says, yeah, you really broke this three years ago.
[01:14:59.489 --> 01:15:01.091]  We laid this out a long time before that.
[01:15:01.975 --> 01:15:03.676]  And, uh, but they killed those people.
[01:15:03.696 --> 01:15:05.598]  They killed those children in that daycare.
[01:15:05.618 --> 01:15:09.520]  They did it to turn America into a police state, and somebody's got to stand up.
[01:15:09.540 --> 01:15:10.621]  Somebody's got to fight this.
[01:15:11.041 --> 01:15:13.723]  Let's go ahead and talk to Robert in Austin.
[01:15:13.763 --> 01:15:14.624]  Robert, you're on the air.
[01:15:15.545 --> 01:15:16.865]  Yes, Alex, how's it going?
[01:15:17.006 --> 01:15:17.266]  Good.
[01:15:18.487 --> 01:15:27.533]  Uh, about the OKC thing, I have a question later, but first, on FoxNews.com today, if you go to the latest news, you'll see
[01:15:28.052 --> 01:15:30.653]  Smart cams do flag suspicious behavior.
[01:15:30.894 --> 01:15:38.037]  Yeah, they're going to put cameras in all of the backs of the seats just to watch your every movement on the airplanes with computers analyzing it.
[01:15:38.838 --> 01:15:41.319]  It's more fraud than the lie detector ever was.
[01:15:41.579 --> 01:15:43.280]  It's just an excuse to totally surveil us.
[01:15:43.480 --> 01:15:44.361]  Let me give you one new.
[01:15:44.381 --> 01:15:46.262]  They're going to put them in all the new cars, but go ahead.
[01:15:47.182 --> 01:15:48.023]  Okay, get this.
[01:15:49.243 --> 01:15:50.384]  This is from the article.
[01:15:50.404 --> 01:15:52.605]  Surveillance cameras are common in many cities.
[01:15:52.944 --> 01:15:53.524]  Well, that's right.
[01:15:53.584 --> 01:15:58.508]  The Houston Police Chief, and I'm not making this up, was in the Associated Press last year.
[01:16:15.723 --> 01:16:18.845]  Just type into Google, Houston Police Chief wants cameras in homes.
[01:16:19.185 --> 01:16:21.326]  And they didn't say criminals' homes, that's how it'll start.
[01:16:21.386 --> 01:16:24.307]  No, everybody's house needs cameras with the police watching you.
[01:16:24.607 --> 01:16:27.869]  Sir, they put cameras in thousands of school bathrooms.
[01:16:28.349 --> 01:16:38.554]  Okay, I remember 8 years ago, almost 9 years ago, in 1999, I guess 8 years ago, seeing the Associated Press report that in Michigan they put them in the stalls in highway stops.
[01:16:39.114 --> 01:16:45.298]  I mean, again, it's 1984, you've got a decadent, dumbed-down public that has no idea what's being set up.
[01:16:45.418 --> 01:16:47.219]  Quickly, you're OK, C-Common, I've got to go to break.
[01:16:48.720 --> 01:16:57.926]  Yes, I was wondering, you've talked about this before, but the results of the bombing, was there any legislation passed, or did they try to pass anything, or is it just sort of a tie-off?
[01:16:58.327 --> 01:16:58.647]  Yes.
[01:16:59.067 --> 01:17:00.368]  Let me break that down when we get back.
[01:17:00.408 --> 01:17:01.289]  I appreciate your call.
[01:17:01.329 --> 01:17:03.230]  Stay with us, more calls, more news, straight ahead.
[01:17:08.286 --> 01:17:09.447]  Hey Jane, how's it going?
[01:17:09.787 --> 01:17:11.708]  Gosh, I'm not doing so well.
[01:17:11.929 --> 01:17:15.871]  Even though I'm doing everything I'm supposed to do, my blood sugar is way out of control.
[01:17:16.432 --> 01:17:18.113]  Oh Jane, I'm sorry to hear that.
[01:17:18.353 --> 01:17:20.414]  I have to monitor my blood sugar again.
[01:17:20.654 --> 01:17:25.798]  If there was only something natural I could take that would help control my blood sugar, that really works.
[01:17:26.078 --> 01:17:27.419]  Have you tried Sucroblast?
[01:17:28.191 --> 01:17:33.293]  For millions of Americans who can't keep their high blood sugar levels off their minds, there's Sucroblast.
[01:17:33.853 --> 01:17:38.215]  Sucroblast is the all-natural way to help keep your high blood sugar levels under control.
[01:17:38.755 --> 01:17:42.757]  For a limited time, you can get a free consultation from a Sucroblast specialist.
[01:17:43.277 --> 01:17:45.658]  Call 1-800-99-HEALTHY.
[01:17:46.058 --> 01:17:48.379]  That's 1-800-99-HEALTHY.
[01:17:48.839 --> 01:17:52.641]  Or visit them on the web at MyBloodSugarBreakthrough.com.
[01:17:53.021 --> 01:17:54.742]  That's MyBloodSugarBreakthrough.com.
[01:17:56.528 --> 01:17:57.708]  So, Jane, what do you think?
[01:17:57.948 --> 01:18:01.809]  I'm going to call Sucroblast to set up a free consultation right now!
[01:18:02.129 --> 01:18:02.889]  Excellent, Jane.
[01:18:03.009 --> 01:18:04.210]  He'll be glad you did.
[01:18:06.590 --> 01:18:07.550]  Ted Anders for Midas.
[01:18:07.590 --> 01:18:07.950]  February 23, 2007.
[01:18:08.010 --> 01:18:08.470]  Gold 683, 10 ounce.
[01:18:08.510 --> 01:18:10.271]  Gold coins are at 70492, 35501 for half, 17748 for quarter ounce.
[01:18:10.311 --> 01:18:10.511]  That's 70492, 35501, 17748.
[01:18:21.613 --> 01:18:34.719]  On June 4th, 1963, an unknown presidential decree, Executive Order 11110, was signed with the authority to strip the Federal Reserve Bank of its power to lend money to the United States government and interest.
[01:18:34.839 --> 01:18:38.120]  With the stroke of a pen, Kennedy would have put the Fed out of business.
[01:18:38.200 --> 01:18:41.682]  The November assassination quieted the production of the new currency.
[01:18:41.742 --> 01:18:44.743]  However, the Executive Order still stands unrepealed.
[01:18:45.023 --> 01:18:47.926]  Minus has the Kennedy vs. Fed document.
[01:18:47.986 --> 01:18:48.447]  Call 800-686-2237.
[01:18:48.507 --> 01:18:53.333]  Unlike your liberty, the paper is free.
[01:18:53.473 --> 01:18:56.296]  Call 800-686-2237.
[01:18:56.556 --> 01:19:00.461]  If you're interested in breaking the bondage of taxation and debt, call 800-686-2237.
[01:19:00.481 --> 01:19:00.661]  That's 800-686-2237.
[01:19:10.322 --> 01:19:15.747]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:19:16.147 --> 01:19:23.794]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:19:24.474 --> 01:19:31.515]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:19:31.915 --> 01:19:43.317]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:19:43.657 --> 01:19:47.158]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:19:47.618 --> 01:19:49.558]  It's an anthology of government crimes.
[01:19:49.878 --> 01:19:53.699]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:19:54.326 --> 01:20:06.209]  Get your copy today on InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[01:20:07.249 --> 01:20:09.050]  Government is best, which governs least.
[01:20:09.110 --> 01:20:10.370]  Wake up and smell the fascism.
[01:20:10.390 --> 01:20:13.431]  Being in government means never having to say you're sorry.
[01:20:13.791 --> 01:20:16.512]  What part of unconstitutional do not understand, George?
[01:20:17.097 --> 01:20:23.827]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[01:20:24.387 --> 01:20:29.274]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers.
[01:20:29.374 --> 01:20:32.038]  From humorous to serious at LibertyStickers.com
[01:20:32.979 --> 01:20:36.662]  LibertyStickers.com can even customize your own bumper stickers.
[01:20:36.842 --> 01:20:38.984]  It's time to stand up for what you believe.
[01:20:39.344 --> 01:20:40.385]  Invest in your freedom.
[01:20:40.645 --> 01:20:45.349]  Get your stickers at LibertyStickers.com for your family, friends, and community.
[01:20:45.750 --> 01:20:47.731]  Go to LibertyStickers.com or call 877-873-9626.
[01:20:51.414 --> 01:20:52.995]  That's 877-873-9626 and express your freedom of speech today.
[01:20:53.055 --> 01:20:53.235]  Call 877-873-9626.
[01:20:53.275 --> 01:20:53.555]  That's 877-873-9626.
[01:20:53.575 --> 01:20:55.336]  Thank you for listening to GCN.
[01:20:55.396 --> 01:20:56.556]  Be sure to visit GCNlive.com today.
[01:21:18.456 --> 01:21:19.796]  Raging for the truth.
[01:21:20.377 --> 01:21:21.717]  Exposing corruption.
[01:21:22.437 --> 01:21:25.738]  Dismantling the false left-right paradigm.
[01:21:26.118 --> 01:21:27.698]  He's Alex Jones.
[01:21:31.659 --> 01:21:43.903]  Alright, I just typed into Google Oklahoma bombing into the news, into their news area, and it says KTEN-TV at Oklahoma City did report on it.
[01:21:43.943 --> 01:21:44.843]  Oklahoma City bombing
[01:21:46.286 --> 01:21:50.549]  Conspirator Terry Nichols now claims a former top official of the FBI was behind the bombing plot.
[01:21:51.170 --> 01:21:57.755]  Nichols says in a statement from a federal lawsuit that bomber Timothy McVeigh identified Deputy FBI Director Larry Potts as the man directing the scheme.
[01:21:58.536 --> 01:22:04.919]  And it's just Pott says the claim is nonsense and ridiculous, and the FBI calls Nichols' allegations completely without any factual basis.
[01:22:05.339 --> 01:22:06.700]  But then the story continues.
[01:22:06.760 --> 01:22:11.482]  Nichols' statement gives no explanation why an FBI official would want a federal building bombed.
[01:22:11.962 --> 01:22:16.484]  Why would Hitler, when he was German Chancellor, want to bomb his own capital building?
[01:22:16.884 --> 01:22:21.886]  To have total control and scare the people into submission and get more funding and set up the Third Reich!
[01:22:22.387 --> 01:22:25.028]  That's why, two months after being elected on February 27th,
[01:22:26.292 --> 01:22:27.413]  1933, he did that.
[01:22:27.433 --> 01:22:28.873]  That's why it's now declassified.
[01:22:28.913 --> 01:22:32.415]  Our government staged the Gulf of Tonkin attack to kick off Vietnam in 1964.
[01:22:33.516 --> 01:22:34.977]  That's why our government's declassified.
[01:22:35.017 --> 01:22:38.779]  Hundreds of other examples of where they've staged terror attacks overseas to blame it on foreign enemies.
[01:22:39.059 --> 01:22:42.841]  In fact, I have the Times of London today in one other mainstream news article.
[01:22:42.861 --> 01:22:44.222]  In fact, where is that?
[01:22:44.262 --> 01:22:45.983]  It's in my big stack here.
[01:22:46.343 --> 01:22:46.883]  I had that.
[01:22:46.943 --> 01:22:48.684]  Oh, here's a London Telegraph on it.
[01:22:49.384 --> 01:22:49.705]  U.S.
[01:22:49.745 --> 01:22:52.226]  funds terror groups to sow chaos in Iran.
[01:22:52.958 --> 01:22:55.261]  And they've got terror groups running around blowing stuff up.
[01:22:55.601 --> 01:22:56.382]  Oh, here, right here!
[01:22:56.702 --> 01:22:57.403]  Here today!
[01:22:57.443 --> 01:22:58.324]  This is today!
[01:22:58.704 --> 01:22:59.605]  How many more articles?
[01:22:59.645 --> 01:23:00.606]  It's just constant!
[01:23:01.327 --> 01:23:03.209]  Stop being so naive out there!
[01:23:03.830 --> 01:23:05.752]  The cameras in the bathroom are for our safety.
[01:23:06.052 --> 01:23:07.434]  I think the Houston police chief's right.
[01:23:07.634 --> 01:23:09.016]  We need cameras in our houses.
[01:23:09.536 --> 01:23:10.958]  But the border needs to be wide open.
[01:23:12.822 --> 01:23:13.803]  I said I'd go to your calls.
[01:23:13.823 --> 01:23:16.645]  You know, the callers are pretty much asking the same question.
[01:23:16.985 --> 01:23:18.967]  Will the big national media cover this?
[01:23:19.047 --> 01:23:20.568]  Will more documents ever come out?
[01:23:20.848 --> 01:23:26.152]  It doesn't even matter if they do, at a certain level, because most people won't even go read it, and the media will ignore it.
[01:23:26.773 --> 01:23:28.374]  But over time, people are waking up.
[01:23:28.414 --> 01:23:31.036]  We can't wait 40 years or something like Gulf of Tonkin, though.
[01:23:31.556 --> 01:23:33.218]  This needs to come out now, and it is.
[01:23:35.874 --> 01:23:42.000]  I swore a long time ago to fight the globalists and find out the truth, and I found out OKC was an inside job months after it happened.
[01:23:42.421 --> 01:23:49.008]  I was watching local access TV, and somebody here locally had gone and gotten the newscast and put them all together.
[01:23:49.028 --> 01:23:52.411]  I was watching like two hours of newscast, but back-to-back, there they are taking the bombs out.
[01:23:52.691 --> 01:23:54.934]  The bombs, look at the pillars shattered, the bombs inside.
[01:23:54.994 --> 01:23:57.977]  Police going, yo, the BATF was here seconds after it happened.
[01:23:58.718 --> 01:24:02.660]  BATF's on video going, we were told not to come in our pagers.
[01:24:03.080 --> 01:24:04.681]  See, they weren't involved, those people.
[01:24:04.721 --> 01:24:06.462]  They were warned not to come in their pagers.
[01:24:06.843 --> 01:24:08.203]  This is real stuff!
[01:24:08.604 --> 01:24:10.384]  We're not saying they're all terrorists.
[01:24:10.845 --> 01:24:12.746]  I don't even know if Larry Potts really did this.
[01:24:12.766 --> 01:24:14.847]  This could be some elaborate disinfo.
[01:24:15.187 --> 01:24:18.329]  We're just here reporting this and covering this.
[01:24:20.168 --> 01:24:22.669]  And listen, it's admitted there's a cover-up.
[01:24:22.749 --> 01:24:37.034]  It's admitted he went directly to Ashcroft in 2004, Larry Nichols did, with all these documents, and it turns out it was in the trial, in the late 90s, there in Denver, and it turns out all this got covered under national security.
[01:24:37.395 --> 01:24:43.817]  And now the media tried to get in to interview Nichols for years, and they wouldn't let the media, but a lawyer was able to get in, because you can't block lawyers.
[01:24:45.478 --> 01:24:46.458]  This is the bottom line.
[01:24:47.695 --> 01:24:50.096]  Let's go ahead and talk to Lewis in New Jersey.
[01:24:50.896 --> 01:24:53.636]  Lewis, you're on the air, then we'll go to Kevin and others.
[01:24:54.917 --> 01:24:57.217]  Lewis, thank you for holding her on the air worldwide.
[01:24:58.377 --> 01:24:59.417]  Thanks for having me, Alex.
[01:25:00.638 --> 01:25:16.021]  I just wanted to let you know that, like you said, there are mountains of evidence proving our situation concerning Oklahoma City and the New World Order overall, their crimes, and I wanted to just encourage you that
[01:25:16.963 --> 01:25:21.724]  That we need to focus on the solutions that we have at our disposal.
[01:25:22.364 --> 01:25:29.906]  Well, the biggest solution right now is waking up the generally dumb public that can't find Iraq on a map but will form some policy in their head.
[01:25:30.386 --> 01:25:36.728]  The answer is exposing the New World Orders, gun control, their open borders, their North American Union, how they stage terror.
[01:25:37.928 --> 01:25:42.511]  How the environmental groups predominantly are nothing but a bunch of land grabbers for global corporations.
[01:25:42.771 --> 01:25:43.891]  You know, I'm here hitting the key.
[01:25:43.971 --> 01:25:51.795]  And I believe the solution is going to every hill and mountain and crying from the rooftops that this stuff's going on.
[01:25:52.015 --> 01:25:52.756]  And it is working.
[01:25:52.796 --> 01:25:53.736]  We are waking people up.
[01:25:54.177 --> 01:25:54.637]  Definitely.
[01:25:54.677 --> 01:26:04.322]  And I just want to comment on my delight at seeing the effect of stories like this on the alternative media and its position.
[01:26:04.990 --> 01:26:08.731]  And I just wanted to ask your opinion in connection with all of this.
[01:26:09.692 --> 01:26:16.034]  You know, we know that they carry out these crimes, and I recently learned that, you know, as far as I can tell, the U.S.
[01:26:16.254 --> 01:26:18.835]  is actually a private corporation at this point.
[01:26:18.935 --> 01:26:20.155]  A private corporation.
[01:26:20.195 --> 01:26:22.416]  This is officially registered in 1913.
[01:26:22.936 --> 01:26:27.678]  The Federal Reserve registered the District of Columbia and the District
[01:26:28.338 --> 01:26:32.702]  Uh, was then expanded to be the corporate, uh, rulers of this country.
[01:26:32.742 --> 01:26:39.748]  They then began abolishing all the original constitutional powers to the legitimate federal government and the states, okay?
[01:26:40.068 --> 01:26:46.113]  And then from that point, they began giving new powers into the new, uh, corporate system and administrative law judges.
[01:26:46.553 --> 01:26:57.562]  So they created a parallel shadow government, then started erasing the real government, and then now are announcing the shadow government as the legitimate government and claiming the constitutional government is illegitimate.
[01:26:58.227 --> 01:26:58.913]  Does that make sense?
[01:26:59.904 --> 01:27:01.965]  Let's go ahead, and I appreciate your great questions, sir.
[01:27:01.985 --> 01:27:02.505]  They're excellent.
[01:27:02.525 --> 01:27:11.247]  Yes, the District of Criminals, the District of Columbia, is a private corporation, and it is registered in Puerto Rico, and it's basically owned by the Bank of England.
[01:27:11.307 --> 01:27:11.987]  Go research it.
[01:27:12.227 --> 01:27:13.108]  Private shareholders.
[01:27:13.448 --> 01:27:14.808]  It's come out in mainstream news now.
[01:27:15.128 --> 01:27:17.189]  It's just part of the insane asylum we live in.
[01:27:17.569 --> 01:27:22.590]  It's part of just the total fakeness, the stageness of almost everything we see, but it's there.
[01:27:22.650 --> 01:27:24.231]  The truth is there if you want to find out about it.
[01:27:24.751 --> 01:27:26.852]  Let's go ahead and talk to Kevin in Kansas.
[01:27:26.912 --> 01:27:27.232]  Welcome.
[01:27:27.252 --> 01:27:28.312]  You're on the air worldwide.
[01:27:29.192 --> 01:27:30.273]  Hey Alex, how's it going?
[01:27:30.353 --> 01:27:36.797]  I'm out here in Manhattan, Kansas, and I just wanted to let you know that good ol' Bill Clinton's gonna be out here to give one of his speeches.
[01:27:37.237 --> 01:27:46.983]  Well, Barack Obama came to town Friday, and I took the day off to be with family, but my crew and other great folks went out there and confronted him, and the local 9-11 troopers got signs up saying, Investigate 9-11.
[01:27:47.003 --> 01:27:49.665]  9-11's an inside job, and look at those photos.
[01:27:49.945 --> 01:27:51.606]  Huge signs took over the whole event.
[01:27:51.946 --> 01:27:54.288]  You can go look at those at jonesreport.com, but go ahead.
[01:27:55.396 --> 01:28:00.900]  No, it would just be great if there would be some like-minded people out here to want to fight the New World Order, but it's kind of hard.
[01:28:00.940 --> 01:28:07.144]  I'm kind of in the rut of the neocons out here in Manhattan, Kansas, so it's kind of hard to break through to people.
[01:28:07.685 --> 01:28:14.329]  I hand out your films to some of my college professors and hand some out to the students, but people out here, I mean, it is just totally 1984.
[01:28:14.589 --> 01:28:18.092]  Yeah, but you know, five years ago, it was like that everywhere I went.
[01:28:18.132 --> 01:28:22.195]  Now, everywhere I go, the majority are awake, so just keep working, keep planting your seeds.
[01:28:22.255 --> 01:28:22.675]  Anything else?
[01:28:23.760 --> 01:28:38.087]  No, I just want to say if there's anybody that's in Manhattan and they want to go protest when Bill Clinton comes to town and maybe we can shine light to some of these new Oklahoma City... Yeah, because you told the folks that answered the phone, it says Oklahoma City and Bill Clinton.
[01:28:38.127 --> 01:28:39.968]  I mean, maybe go confront Clinton about that.
[01:28:40.948 --> 01:28:41.908]  No, that'd be great.
[01:28:42.049 --> 01:28:43.109]  That'd be nice.
[01:28:43.169 --> 01:28:48.892]  I just was calling to see if there's any like-minded people that are out here in Manhattan that would like to go do that with me.
[01:28:49.872 --> 01:28:51.453]  Do you have an email or something?
[01:28:51.966 --> 01:28:55.028]  Yeah, kdb at ksu dot edu.
[01:28:55.048 --> 01:28:55.869]  Alright, bro.
[01:28:55.909 --> 01:28:56.569]  I appreciate it.
[01:28:56.909 --> 01:28:58.771]  Let's go ahead and talk to James in Indiana.
[01:28:58.811 --> 01:28:59.331]  You're on the air.
[01:28:59.371 --> 01:29:00.011]  Go ahead, James.
[01:29:00.392 --> 01:29:00.912]  Yeah, Alex.
[01:29:00.972 --> 01:29:03.173]  I want to talk about the motive for the Oklahoma City bombing.
[01:29:03.374 --> 01:29:03.714]  Okay.
[01:29:03.754 --> 01:29:04.394]  Very important.
[01:29:04.754 --> 01:29:07.056]  I've heard you say a couple of times about funding.
[01:29:07.957 --> 01:29:14.702]  The Omnibus Crime Bill had failed six months before, and they got it to sail through right after the bombing.
[01:29:15.143 --> 01:29:18.765]  Okay, I kind of agree with you, but I disagree with you more, because I think the motive is bigger than that.
[01:29:19.126 --> 01:29:21.187]  I think the motive was... That was only one part of it.
[01:29:21.447 --> 01:29:21.687]  Yeah.
[01:29:21.848 --> 01:29:26.311]  Demonized the Constitutional Patriot Militia Movement that was exploding at the time.
[01:29:26.351 --> 01:29:27.191]  Yeah.
[01:29:27.211 --> 01:29:33.256]  There was the Patriot Movement, a strong Patriot Movement, because if you remember the times, the biggest image of the government at the time was the Patriot Movement.
[01:29:33.743 --> 01:29:41.225]  And it was gaining momentum with Ruby Ridge, the disaster there, and Waco... Oh, listen, there were... Listen, the Oklahoma Statehouse... Stay there, I'm going to put you on hold, okay?
[01:29:41.265 --> 01:29:42.225]  I want you to be able to finish up.
[01:29:43.785 --> 01:29:47.746]  The Oklahoma Statehouse was about to pass an amendment against the U.N.
[01:29:48.086 --> 01:29:49.547]  at the state level to start the U.N.
[01:29:49.587 --> 01:29:50.787]  pullout with a U.N.
[01:29:50.827 --> 01:29:51.407]  free zone.
