[00:00:00.209 --> 00:00:01.470]  We're good to go.
[02:15:09.534 --> 02:15:13.816]  I still have the British Sovereigns, they haven't changed right now, they're $2.56.
[02:15:14.296 --> 02:15:16.877]  I also still have the franc coin at $2.04.
[02:15:17.297 --> 02:15:20.559]  Both of those, and we both have seen, gold went up, what?
[02:15:21.700 --> 02:15:24.642]  I'm sorry, $15 since yesterday's time when we're on the air.
[02:15:25.623 --> 02:15:26.164]  $15 at increase.
[02:15:26.484 --> 02:15:30.147]  This stuff is still the same price and that's because I did lock in at the lower level.
[02:15:30.728 --> 02:15:34.371]  My trader Mona, she says, you've got to watch out on these silver dollars.
[02:15:35.152 --> 02:15:38.795]  Supply is so thin on those, but I'm still going to make the offer.
[02:15:39.135 --> 02:15:43.579]  $665 per roll of 20 and they're uncirculated piece dollars.
[02:15:43.839 --> 02:15:45.381]  Now these are trading for $33 apiece.
[02:15:47.282 --> 02:15:51.944]  Regular, circulated silver dollars are around 26, 27 bucks right now when you can get them.
[02:15:52.444 --> 02:15:54.725]  And they pretty much have been all sold out.
[02:15:54.765 --> 02:15:55.826]  Nobody's got supply.
[02:15:56.086 --> 02:15:59.107]  I've got a little tiny supply of silver.
[02:15:59.147 --> 02:16:01.628]  That stuff is just impossible to get our hands on.
[02:16:02.008 --> 02:16:04.229]  And the gold market's starting to turn the same way.
[02:16:04.729 --> 02:16:06.490]  And so, yeah, you're right, Alex.
[02:16:06.550 --> 02:16:15.334]  If you're going to be getting involved in the precious metals market, and I don't know how you couldn't, because when you take a look at what the dollar's doing right now, you know that deal's doomed.
[02:16:15.674 --> 02:16:17.955]  By the way, I talked to Ted behind the scenes last week.
[02:16:17.995 --> 02:16:24.519]  I've tried to buy silver, because I'm not a bigwig, I'm not a high roller, and I just said, hey, I want some more of those half dollars.
[02:16:25.020 --> 02:16:29.843]  And Ted went back and looked in his vault, and he said, okay, I've got a bag and a half left that isn't already sold.
[02:16:30.663 --> 02:16:33.505]  And he goes, oops, no, there's some orders here.
[02:16:33.545 --> 02:16:37.827]  She just told me, sorry, all I've got is $400 worth.
[02:16:37.987 --> 02:16:39.909]  And I go, well, that's okay, I just wanted to buy a thousand.
[02:16:40.269 --> 02:16:41.189]  I'm a small-time buyer.
[02:16:41.650 --> 02:16:45.292]  But the point here is that I got a little box of silver coins last week.
[02:16:45.985 --> 02:16:46.706]  I don't know.
[02:17:00.186 --> 02:17:01.527]  Type in gold shortage.
[02:17:01.567 --> 02:17:03.609]  Type in, excuse me, silver shortage.
[02:17:04.029 --> 02:17:05.010]  Type it into Google.
[02:17:05.210 --> 02:17:06.452]  They're running out everywhere.
[02:17:06.972 --> 02:17:08.553]  I mean, this is insane.
[02:17:08.874 --> 02:17:11.056]  And that's why they're trying to hold it down.
[02:17:11.116 --> 02:17:18.482]  They saw the insane, hysterical rally beginning two weeks ago that would have sent gold up to $1,500, $1,600, $2,000.
[02:17:19.563 --> 02:17:21.885]  Mainstream analysts saying it was going to go there in the next few months.
[02:17:22.165 --> 02:17:27.550]  And so they piled on with everything they had, and they can't even hold it down for a week.
[02:17:27.970 --> 02:17:29.471]  This is a buying opportunity.
[02:17:29.771 --> 02:17:31.412]  Tell them about the coins you've got, Ted.
[02:17:31.672 --> 02:17:35.253]  Again, what we have right now is the British Sovereign coin.
[02:17:35.413 --> 02:17:37.114]  It's $256 per coin.
[02:17:37.154 --> 02:17:38.835]  That coin is a quarter ounce gold.
[02:17:39.515 --> 02:17:41.936]  We also have the franc coin which is $204.
[02:17:43.257 --> 02:17:50.281]  Both of those coins are manufactured back in the 1940s, so they're older material.
[02:17:50.461 --> 02:17:52.002]  Obviously, they're not making them anymore.
[02:17:52.102 --> 02:17:53.042]  Finite supply.
[02:17:53.382 --> 02:17:59.045]  We have a lot of people that are getting into gold and silver right now, and there just is not enough material to go around.
[02:17:59.426 --> 02:18:07.490]  I wouldn't be surprised a bit if gold hits $2,000 an ounce, you're going to try to buy items and you're just not going to be able to get what you want.
[02:18:07.510 --> 02:18:08.010]  What do you mean?
[02:18:08.030 --> 02:18:09.311]  I mean, it's already hard to get silver.
[02:18:09.531 --> 02:18:10.792]  Yeah, it's silver right now.
[02:18:10.892 --> 02:18:11.833]  That's already happening.
[02:18:11.873 --> 02:18:12.834]  That's occurring right now.
[02:18:12.854 --> 02:18:14.997]  Just like you said, if you type it into Google, I know.
[02:18:15.357 --> 02:18:16.298]  I'm in the marketplace.
[02:18:16.338 --> 02:18:17.779]  I know who all my competitors are.
[02:18:18.080 --> 02:18:20.002]  Everybody's talking about the same thing.
[02:18:20.242 --> 02:18:21.043]  What are we going to do?
[02:18:21.323 --> 02:18:24.866]  Headline last week from Mainstream News was on Kitco.
[02:18:25.147 --> 02:18:29.271]  Twelve major silver distributors sold out.
[02:18:30.689 --> 02:18:31.850]  That's what's going on right now.
[02:18:31.890 --> 02:18:36.135]  All the wholesalers right now are in such short supply, it's ridiculous.
[02:18:36.155 --> 02:18:36.976]  Give them the numbers, Ed.
[02:18:37.136 --> 02:18:37.397]  It's 1-800-686-2237.
[02:18:37.417 --> 02:18:37.797]  Again, that's 1-800-686-2237.
[02:18:37.817 --> 02:18:38.118]  And do it now.
[02:18:38.258 --> 02:18:40.100]  Alex, the market is just not going to hold back.
[02:18:40.120 --> 02:18:42.563]  Gold has shot up, what, 20 bucks since yesterday?
[02:18:52.372 --> 02:18:53.132]  Yep, that's what it is.
[02:18:53.332 --> 02:18:55.093]  Right now, I'm looking at gold.
[02:18:55.273 --> 02:18:59.555]  It was up $11.10 from this morning and about $20 from yesterday is right.
[02:19:00.436 --> 02:19:05.178]  And silver right now... All I know is it was at $9.30 last night and now it's $9.52.
[02:19:05.738 --> 02:19:10.160]  I mean, we're almost at $18.50 on silver.
[02:19:10.180 --> 02:19:11.540]  And $950 on gold.
[02:19:11.600 --> 02:19:12.261]  I mean, come on.
[02:19:12.321 --> 02:19:15.082]  It's already come back $40-some dollars from its low.
[02:19:15.562 --> 02:19:17.603]  It didn't take, like you said, not even a week.
[02:19:17.623 --> 02:19:18.023]  What is that?
[02:19:18.043 --> 02:19:19.004]  It's already come back 3% in two days?
[02:19:19.044 --> 02:19:19.164]  Yeah.
[02:19:22.005 --> 02:19:23.546]  6-8-6-2-2-3-7-1-800-6-8-6-2-2-3-7-800-6-8-6-2-2-3-7.
[02:19:23.586 --> 02:19:30.869]  Ted, thanks for the analysis.
[02:19:30.909 --> 02:19:31.749]  Thanks for all the support.
[02:19:31.990 --> 02:19:32.350]  You bet.
[02:19:32.750 --> 02:19:33.510]  I'm glad to be here.
[02:19:33.730 --> 02:19:34.571]  Okay, here's the deal.
[02:19:34.611 --> 02:19:35.391]  I'm gonna come back.
[02:19:35.471 --> 02:19:36.672]  I'm gonna cover more news.
[02:19:36.732 --> 02:19:38.833]  I'm gonna try to jam in as many of your calls as I can.
[02:19:38.853 --> 02:19:40.834]  The time just flies.
[02:19:48.637 --> 02:19:49.958]  It is a big idea.
[02:19:51.098 --> 02:19:52.139]  A New World Order.
[02:19:52.859 --> 02:19:57.322]  In the near future, Earth is dominated by a powerful new government.
[02:19:57.362 --> 02:20:00.564]  It's known as the Bilderberg Group.
[02:20:00.584 --> 02:20:02.825]  Could their objective be world domination?
[02:20:03.385 --> 02:20:05.807]  For thousands of years, their dark order grew.
[02:20:06.547 --> 02:20:13.872]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[02:20:16.909 --> 02:20:21.852]  For the first time in history, the elite's plan for world government is blown wide open.
[02:20:22.353 --> 02:20:25.815]  You will learn the secret that drives the entire New World Order agenda.
[02:20:26.215 --> 02:20:28.737]  Bill of Rights is making great progress toward a world government.
[02:20:28.777 --> 02:20:29.918]  Most people have no idea.
[02:20:29.938 --> 02:20:30.698]  They're not after money.
[02:20:30.738 --> 02:20:31.799]  They have all the money they need.
[02:20:32.019 --> 02:20:32.740]  They're after power.
[02:20:33.000 --> 02:20:33.840]  That's what I have to do.
[02:20:34.141 --> 02:20:38.684]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[02:20:38.904 --> 02:20:42.406]  Or watch it online right now at PrisonPlanet.tv.
[02:20:42.726 --> 02:20:43.247]  In Game.
[02:20:43.627 --> 02:20:45.608]  Blueprint for global enslavement.
[02:20:45.668 --> 02:20:46.709]  You have been warned.
[02:20:47.529 --> 02:20:52.290]  If your body isn't feeling too well these days, you're gonna start taking this hemp I say.
[02:20:52.350 --> 02:20:55.571]  Go to hempusa.org.
[02:20:57.552 --> 02:21:01.993]  You may not like what I'm about to say, but you know I'm gonna say it anyway.
[02:21:02.013 --> 02:21:04.453]  The government doesn't want the best for you.
[02:21:04.794 --> 02:21:10.075]  They keep you down, they keep you blue, they starve your body for all its nutrients.
[02:21:12.139 --> 02:21:14.260]  They won't let you grow industrial hemp.
[02:21:14.600 --> 02:21:19.982]  It really doesn't make any kind of sense when it's so healthy for the world and useful for you, my friends.
[02:21:21.902 --> 02:21:26.444]  I hope Mr. Bush will hear this song, for the heart of America wants this one.
[02:21:26.464 --> 02:21:29.565]  Go to hempusa.org.
[02:21:31.305 --> 02:21:36.187]  If you're a truther, an anarchist, a renegade, you only want things that God has made.
[02:21:36.267 --> 02:21:38.728]  Go to hempusa.org.
[02:21:40.723 --> 02:21:42.866]  We offer free shipping anywhere in the states.
[02:21:42.966 --> 02:21:43.727]  Go to hempusa.org
[02:21:47.546 --> 02:21:50.067]  Terror Storm, a history of government-sponsored terror.
[02:21:50.407 --> 02:21:51.667]  Loose Change Final Cut.
[02:21:51.967 --> 02:21:53.948]  Endgame, blueprint for global enslavement.
[02:21:54.108 --> 02:21:55.848]  The true story of the Bilderberg Group.
[02:21:56.008 --> 02:21:57.249]  The late, great USA.
[02:21:57.509 --> 02:21:58.909]  America, freedom to fascism.
[02:21:59.269 --> 02:22:05.791]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[02:22:05.811 --> 02:22:10.212]  When you visit prisonplanet.com, you can connect to our amazing online store.
[02:22:10.372 --> 02:22:13.753]  Whether you're looking for survival and wellness products like Berkey water filters,
[02:22:14.153 --> 02:22:16.716]  Or you would like a book on the history of the Federal Reserve.
[02:22:16.936 --> 02:22:19.759]  We've got the most well-researched and documented titles.
[02:22:19.999 --> 02:22:22.102]  All available at PrisonPlanet.com.
[02:22:22.362 --> 02:22:27.728]  Or if you'd like, you can give the info or store a call at 888-253-3139.
[02:22:28.068 --> 02:22:33.033]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[02:22:34.074 --> 02:22:44.344]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[02:22:44.664 --> 02:22:46.205]  Join the info war today.
[02:22:46.986 --> 02:22:50.169]  Yes, there is an in-dash AM FM shortwave radio.
[02:22:50.449 --> 02:22:58.497]  For limited time and in limited numbers, the Sony GT-160S AM FM shortwave radio and CD player is available only at the Power Hour.
[02:22:58.797 --> 02:23:06.881]  This radio is designed to eliminate interference from ignition systems, and the result is clear, clean reception, so you can hear your favorite broadcasts both domestically and internationally.
[02:23:07.181 --> 02:23:11.043]  Get your Sony AM FM shortwave radio and CD player from the Power Hour today.
[02:23:11.404 --> 02:23:11.604]  Call 877-817-9829.
[02:23:11.624 --> 02:23:12.224]  That's 877-817-9829 to order.
[02:23:12.244 --> 02:23:14.885]  Only $249 plus shipping and handling, and we'll ship it right to you.
[02:23:22.009 --> 02:23:24.251]  There's even an input to plug in an external source.
[02:23:24.491 --> 02:23:30.437]  Your MP3 player, your iPod, your DVD player, or any other source will sound great through your new Sony receiver.
[02:23:30.717 --> 02:23:33.680]  These radios are not available anywhere else and for a limited time.
[02:23:33.900 --> 02:23:34.961]  So call now, dial 877-817-9829.
[02:23:34.981 --> 02:23:37.843]  That's 877-817-9829 and get your Sony GT-160S AM-FM shortwave radio and CD player from the Power Hour.
[02:23:53.579 --> 02:24:11.247]  Alright, I'm taking four calls right now.
[02:24:11.927 --> 02:24:13.948]  Dino in Chicago, you're on the air, go ahead.
[02:24:13.968 --> 02:24:15.729]  Yeah, hi Alex.
[02:24:15.809 --> 02:24:17.530]  Good to talk to you, mate.
[02:24:17.810 --> 02:24:22.792]  And I just want to say that you truly are a patriot and I first heard about you in my space.
[02:24:24.010 --> 02:24:52.238]  Probably early last summer and started listening to you through We The People Radio Network and I just wanted to get on here real quick and give you my support and my appreciation for what you're doing to help wake the people up and at the same time if I could just put in the plug for my favourite radio hosts on We The People Radio Network and that's mainly you, Jack Blood, Catherine Albrecht, Michael Bednarik, Mark Hornke, Alex Sancery, George Gordon and I'm
[02:24:52.954 --> 02:24:57.176]  Randy Kelton and Debra Stephens, and I'm pretty sure you probably know a couple of them personally.
[02:24:58.897 --> 02:24:59.377]  Yeah, I do.
[02:24:59.417 --> 02:25:00.097]  Thanks for the call.
[02:25:00.137 --> 02:25:01.318]  I appreciate it.
[02:25:01.818 --> 02:25:04.119]  Let's go ahead and take another call here.
[02:25:04.459 --> 02:25:07.680]  Moving quickly, let's talk to Derek in Detroit.
[02:25:08.100 --> 02:25:08.901]  Derek, you're on the air.
[02:25:08.941 --> 02:25:09.541]  Thanks for holding.
[02:25:10.061 --> 02:25:11.001]  Oh, no problem, Alex.
[02:25:11.502 --> 02:25:12.562]  Yeah, I called yesterday.
[02:25:12.602 --> 02:25:21.146]  I was about the Great Lakes region, like the policies from Brookings Institution, and I did some research on these people.
[02:25:21.186 --> 02:25:22.186]  Man, these guys have been like
[02:25:22.819 --> 02:25:26.242]  Pushing the One World Government for guts since like the 1913.
[02:25:26.422 --> 02:25:50.562]  Yeah, one of the biggest think tanks, one of the biggest foundations, Brookings Institute comes out and says, yeah, North American Union, we're merging everything right now, and then the public doesn't read, and so the news just said, look, I'm not kidding when I say this, CNN and Fox have announced the Trans-Texas Corridor, we've played the clips, does not exist, and that Ron Paul is insane
[02:25:51.986 --> 02:25:54.867]  The Trans-Texas Corridor is billboards, signs, roads.
[02:25:55.367 --> 02:25:59.748]  They don't care, and the public says, okay, you say it doesn't exist, I don't see the billboards.
[02:26:00.429 --> 02:26:04.810]  I mean, this is the level of incredible propaganda that we're living under.
[02:26:05.350 --> 02:26:16.414]  Oh yeah, and you know, these guys, these guys help, you know, refine the blueprint for the United Nations, and you know, I find it odd that they attack a region like our, you know, Michigan's hit.
[02:26:16.734 --> 02:26:20.315]  I mean, our housing industry is in shambles, I mean,
[02:26:20.808 --> 02:26:22.609]  I'm waiting for the big three to pack up.
[02:26:22.669 --> 02:26:28.771]  I mean, most of my family have lost jobs because... And their answer is more immigrants.
[02:26:28.791 --> 02:26:35.653]  There's a bill in Congress right now to legalize more of the value-added visas, the skilled visas.
[02:26:36.273 --> 02:26:36.733]  Oh, yeah.
[02:26:38.013 --> 02:26:39.554]  It's totally ridiculous.
[02:26:39.634 --> 02:26:46.336]  I mean, they said our greatest asset is the human resource of this area.
[02:26:47.041 --> 02:26:52.443]  Like we're nothing more than just... They hide their terms, and I appreciate your call, in plain view.
[02:26:53.363 --> 02:27:02.005]  Human resources is a eugenics term, and in the textbooks from a hundred, sixty, seventy years ago, they call us human resources.
[02:27:02.565 --> 02:27:03.346]  People say, what's the source?
[02:27:03.366 --> 02:27:03.806]  What's the source?
[02:27:04.246 --> 02:27:08.287]  John Dillergato's book, all 800 pages, is for free on his website.
[02:27:08.687 --> 02:27:12.008]  We sell Charlotte Isserby's book the size of a phone, but with all the documents.
[02:27:12.248 --> 02:27:13.629]  We post links to them all the time.
[02:27:13.829 --> 02:27:14.869]  Go find them for yourself.
[02:27:15.712 --> 02:27:16.032]  Okay.
[02:27:16.452 --> 02:27:20.294]  Human Resources, the Human Resources Department, all of that.
[02:27:21.555 --> 02:27:26.377]  Let's go ahead and... I mean, we do whole shows on that where you give me the sources, then later I'll give you a shorthand for it.
[02:27:29.078 --> 02:27:37.602]  But it is quite a claim to say DynCorp runs child kidnapping rings, so I had Aaron Reid post the mainstream news articles on JonesReport.com today because you called and asked about it.
[02:27:38.523 --> 02:27:42.165]  Let's go ahead and talk to Tommy in Texas.
[02:27:42.205 --> 02:27:42.985]  Tommy, you're on the air.
[02:27:45.546 --> 02:27:47.527]  Hey, I just wanted to make a comment.
[02:27:48.247 --> 02:27:58.870]  I'm a retired officer from the state of Texas, a correctional officer, and when I was at the Academy years back, it is an intent legislative.
[02:27:58.950 --> 02:28:00.191]  It's already passed.
[02:28:00.831 --> 02:28:06.753]  It's to put all citizens in the state of Texas with a TDC number.
[02:28:07.033 --> 02:28:07.913]  They told us that.
[02:28:08.814 --> 02:28:12.915]  And they told us to look around each other because all of us eventually would have it.
[02:28:13.929 --> 02:28:15.290]  And that's just the way it is.
[02:28:16.531 --> 02:28:23.217]  And for anybody who wants to come to Texas, if you come to Texas, you're looking at a TDC number.
[02:28:23.778 --> 02:28:27.061]  Now explain what a TDC, explain what a TDC number is.
[02:28:27.842 --> 02:28:29.743]  Texas Department of Correctional Number.
[02:28:30.024 --> 02:28:33.467]  You're going to prison or you will have that number and you will be on paper.
[02:28:34.027 --> 02:28:35.929]  Which is, they keep you
[02:28:36.813 --> 02:28:41.214]  On the paperwork, and basically you never get off a pro.
[02:28:41.794 --> 02:28:43.574]  Everybody is in a database.
[02:28:43.674 --> 02:28:45.055]  Everyone is treated as a criminal.
[02:28:45.875 --> 02:28:46.595]  That's correct.
[02:28:47.235 --> 02:28:49.536]  And I just want to let that out.
[02:28:49.656 --> 02:28:55.417]  I hope that other correctional officers step forward and start telling it like it is.
[02:28:56.037 --> 02:29:04.039]  And they also, Housing Gang Intelligence, and they're really after the Hispanic community.
[02:29:04.219 --> 02:29:05.739]  They're the most volatile group.
[02:29:06.747 --> 02:29:10.628]  As far as the department's concerned.
[02:29:10.708 --> 02:29:12.289]  Well, that's not a racial issue.
[02:29:12.329 --> 02:29:14.769]  Statistically, the biggest gangs are Hispanic in Texas.
[02:29:15.089 --> 02:29:15.429]  Stay there.
[02:29:15.449 --> 02:29:16.350]  I want to hear about this.
[02:29:16.950 --> 02:29:19.010]  I mean, my God, we're completely defenseless.
[02:29:19.090 --> 02:29:24.172]  It's MS-13, Las Zetas, car bombings, rocket attacks.
[02:29:24.192 --> 02:29:25.272]  They kill whoever they want.
[02:29:26.032 --> 02:29:27.213]  Don't look at them edgewise.
[02:29:27.233 --> 02:29:27.973]  They'll gun you down.
[02:29:27.993 --> 02:29:28.673]  Nothing will happen.
[02:29:29.053 --> 02:29:30.073]  Nobody knows their names.
[02:29:30.393 --> 02:29:31.354]  They don't have IDs.
[02:29:31.934 --> 02:29:34.275]  The whole system's for us, the fat, dumb cattle.
[02:29:34.475 --> 02:29:35.835]  Whether we're black, white, or Hispanic.
[02:29:38.655 --> 02:29:41.639]  We're on the march, the empire's on the run.
[02:29:42.581 --> 02:29:45.264]  Alex Jones and the GCN Radio Network.
[02:29:48.453 --> 02:29:53.957]  Why continue suffering from pain, illness, and disease when natural health and wellness therapies are within your reach?
[02:29:54.377 --> 02:29:58.620]  Hundreds of people report improved health and wellness using Rife Frequency Technology.
[02:29:59.041 --> 02:30:05.926]  In the 1920s, research scientist Royal Raymond Rife discovered that disease organisms can be destroyed using resonant frequencies.
[02:30:06.346 --> 02:30:13.031]  The BioSolutions Frequency Instrument uses this same technology for relief or elimination of pain and disease conditions.
[02:30:13.351 --> 02:30:14.973]  There are no reported side effects.
[02:30:15.273 --> 02:30:18.456]  Join others in discovering a return to natural health and wellness.
[02:30:18.736 --> 02:30:19.917]  Don't just treat symptoms.
[02:30:20.177 --> 02:30:21.178]  Eliminate the cause.
[02:30:21.478 --> 02:30:28.264]  BioSolutions has over 550 pre-programmed auto-sequences for various health conditions and is very easy to use.
[02:30:28.665 --> 02:30:31.367]  Customer satisfaction is guaranteed or your money back.
[02:30:31.627 --> 02:30:34.850]  For more information, call BioSolutions toll-free at 866
[02:30:35.811 --> 02:30:35.911]  885-6625.
[02:30:35.931 --> 02:30:36.131]  That's 866-885-6625.
[02:30:36.151 --> 02:30:38.414]  Once again, that's 866-885-6625 for BioSolutions.
[02:30:48.197 --> 02:30:48.837]  It's a fact.
[02:30:49.057 --> 02:30:56.541]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[02:30:56.661 --> 02:31:05.525]  With never-ending late fees, over-the-limit fees, and higher and higher interest rates, it has become mathematically impossible to repay all debt, making all of us slaves to our creditors.
[02:31:05.785 --> 02:31:16.330]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecured debts which have been fraudulently created by the banks.
[02:31:16.590 --> 02:31:22.655]  We can terminate your unsecured debt within 18 months with a much lower monthly payment, ending with nothing on your credit report.
[02:31:22.875 --> 02:31:27.900]  Join the thousands of Americans who now breathe with a sigh of relief because they have legally eliminated their debt.
[02:31:28.080 --> 02:31:32.584]  Instead of living each day in fear and frustration, it's time to take action and turn your life around.
[02:31:32.744 --> 02:31:34.546]  Call the Federal Debt Relief System at 877-943-8600.
[02:31:34.586 --> 02:31:34.846]  That's 877-943-8600.
[02:31:34.866 --> 02:31:35.386]  Or visit FDRS.org.
[02:31:35.406 --> 02:31:37.248]  Find out how you can break the cycle of debt slavery.
[02:31:44.454 --> 02:31:47.475]  Visit FDRS.org today.
[02:31:48.516 --> 02:31:51.898]  More than 700 chemicals have been found in our drinking water.
[02:31:52.038 --> 02:31:57.260]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[02:31:57.440 --> 02:32:02.222]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[02:32:02.603 --> 02:32:13.708]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[02:32:14.108 --> 02:32:19.672]  The KDF dual media shower filter typically last 10,000 gallons or one year, whichever comes first.
[02:32:19.892 --> 02:32:25.977]  Hospitals, restaurants and water treatment facilities use this media to reduce chlorine, iron, heavy metals and bacteria.
[02:32:26.157 --> 02:32:26.817]  What about you?
[02:32:27.198 --> 02:32:29.119]  Order your KDF shower filter normally.
[02:32:29.199 --> 02:32:33.222]  Forty nine dollars for a special price of only thirty nine ninety nine with free shipping.
[02:32:33.622 --> 02:32:35.866]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[02:32:35.947 --> 02:32:36.167]  That's 1-877-886-3653.
[02:32:36.267 --> 02:32:39.513]  Or simply click on the banner at GCNLive.com to order online now.
[02:33:17.452 --> 02:33:23.436]  Well, I just want to let people know and be aware about their beautiful state here.
[02:33:23.917 --> 02:33:25.478]  It's not what it seems.
[02:33:25.498 --> 02:33:26.418]  I got in it.
[02:33:35.607 --> 02:33:38.168]  Uh, thinking that could possibly make a change.
[02:33:38.188 --> 02:33:42.350]  I've heard so much about what was going on in there, and it is true.
[02:33:42.610 --> 02:33:47.153]  Uh, there's, uh, nothing but human rights violations going on left and right.
[02:33:47.193 --> 02:33:55.477]  People getting, uh, uh, run over by the, by the pickup trucks out in the field.
[02:33:56.397 --> 02:34:04.541]  Uh, you know, the whole thing is if you, if you end up, uh, violating someone, uh, you can always, uh,
[02:34:08.287 --> 02:34:11.948]  You're welcome back as long as it's the day before the year is out.
[02:34:12.709 --> 02:34:13.789]  And then you're reinstated.
[02:34:15.690 --> 02:34:16.810]  That's the whole thing.
[02:34:17.130 --> 02:34:24.393]  If you patch up and become part of the good old boy system, things will be alright.
[02:34:25.914 --> 02:34:27.034]  You have to play the game.
[02:34:27.794 --> 02:34:28.935]  And if you don't, you're out.
[02:34:29.535 --> 02:34:34.337]  Did you know Texas alone has the third most prisoners in the world?
[02:34:35.447 --> 02:34:45.275]  First it's the U.S., then it's China, then it's Texas, and they even bring Presidents in from out of state here, and that's pretty much the biggest part of our economy.
[02:34:45.715 --> 02:35:02.408]  Overall, law enforcement related activities are now, and it's not going to go away, and under the British Ministry of Defense and the Pentagon now, we are all designated enemy combatants basically, and it is the private bankers that own the military, they own the whole system, and the individual is the enemy.
[02:35:03.284 --> 02:35:07.849]  They even admit new wars won't be against countries, it's going to be against crowds and rioters.
[02:35:08.450 --> 02:35:10.432]  And because they say the people are going to revolt.
[02:35:11.573 --> 02:35:14.797]  And I know the average... I mean, you know, take my great uncle.
[02:35:15.672 --> 02:35:24.036]  You know, he was in the army for like 20 years, then he worked for the post office, and then for about six, seven years, you know, that's the kind of job you get.
[02:35:24.056 --> 02:35:25.016]  He went into corrections.
[02:35:25.376 --> 02:35:31.999]  He's not a bad guy, but the system itself, he's retired now, the system itself, you know, is really dangerous.
[02:35:32.039 --> 02:35:37.802]  Plus, you're in there with a bunch of scum, and so it becomes acceptable, just like war turns people into bad folks.
[02:35:38.002 --> 02:35:38.762]  It's just a nightmare.
[02:35:39.980 --> 02:35:53.028]  Well, it's part of the brainwashing, you know, because it's departmental policy, which everybody sees in the black and white, in your outtakes that everybody gets available to the public.
[02:35:53.568 --> 02:35:55.910]  And then, that's not how it's ran.
[02:35:56.670 --> 02:35:58.931]  It's ran by the warden, okay?
[02:35:59.552 --> 02:36:01.453]  And the warden has his own policy.
[02:36:02.914 --> 02:36:04.635]  The warden runs the farm.
[02:36:05.709 --> 02:36:07.010]  And it's what he says.
[02:36:07.590 --> 02:36:08.471]  Forget what's written.
[02:36:08.811 --> 02:36:11.333]  And I'll tell you, have you seen the movie Shawshank Redemption?
[02:36:12.674 --> 02:36:16.036]  In the past, about half the time, the wardens are that corrupt.
[02:36:16.056 --> 02:36:16.396]  Go ahead.
[02:36:17.177 --> 02:36:17.757]  Well, it is.
[02:36:18.157 --> 02:36:20.119]  And it's just a shame.
[02:36:20.179 --> 02:36:23.621]  And they teach you that they don't just come out right instead.
[02:36:23.661 --> 02:36:30.045]  But all through the academy and then once you're out, it's always us versus them.
[02:36:31.126 --> 02:36:33.668]  And them are just fellow human beings.
[02:36:34.361 --> 02:36:36.702]  And by the way, that's then what happened here.
[02:36:37.343 --> 02:36:39.504]  Now the police, it's us versus them.
[02:36:39.864 --> 02:36:41.845]  Call back sometime, tell me some stories, my friend.
[02:36:42.906 --> 02:36:43.906]  That's for sure, AJ.
[02:36:43.946 --> 02:36:46.627]  I'm going to get a hold of you while I'm here in Austin.
[02:36:46.667 --> 02:36:47.968]  I'd like to meet up with you.
[02:36:48.188 --> 02:36:51.070]  Well, unfortunately, I'd love to meet up with you, too, and I appreciate your call.
[02:36:51.230 --> 02:36:51.930]  All I do is work.
[02:36:53.531 --> 02:36:54.992]  And so I don't want to like Jabba the Hutt.
[02:36:55.012 --> 02:36:57.013]  I'm trying to make myself exercise 30 minutes a day.
[02:36:58.215 --> 02:37:26.973]  and uh... i just got work piled up to the me yesterday i got up at five a m rovin was on k l b j f m for two-and-a-half hours and then i did the t v show and uh... although the radio interviews in my own show and bill panin editing videos and working on new films in you know most filmmakers make one film a year and that's all they did i make two films a year under the radio i'm not whining i'm saying one of the time the quality isn't as good as it could be because i
[02:37:28.075 --> 02:37:29.515]  I mean, I'm doing 14 jobs here.
[02:37:31.296 --> 02:37:32.556]  And, I mean, it's hard for me.
[02:37:32.797 --> 02:37:37.178]  You know, in the past, I would go out to our family farm and ranch four or five times a year and hunt.
[02:37:38.198 --> 02:37:50.582]  I love walking through the woods by myself with a compound bow, shooting a wild hog, dragging it in, you know, getting it skinned, cooking it, eating it.
[02:37:50.602 --> 02:37:52.723]  I mean, I'm a primitive.
[02:37:53.023 --> 02:37:55.184]  I like, I love
