[00:00:00.009 --> 00:00:00.309]  Big Brother!
[01:28:48.995 --> 01:28:56.660]  And, uh, obviously what they're trying to do is to inundate an entire country or inundate an entire area.
[01:28:57.321 --> 01:28:58.904]  Well I was going to...
[01:29:08.735 --> 01:29:10.317]  Deformed genetic material.
[01:29:10.457 --> 01:29:12.038]  Partial red blood cell virus.
[01:29:12.118 --> 01:29:12.699]  Aluminum.
[01:29:12.779 --> 01:29:13.840]  Barium.
[01:29:13.880 --> 01:29:14.620]  Beryllium.
[01:29:14.801 --> 01:29:17.323]  Aluminum does not belong in your body.
[01:29:17.663 --> 01:29:21.287]  Well, let me add just something briefly here, because it's so important.
[01:29:21.947 --> 01:29:34.038]  I'm sure you guys know about this, but in case you don't, I've now learned in the last year, they call it, you know, these aerosol spraying programs, and hundreds of universities, Department of Energy and others, they admit, but they don't call it chemtrails,
[01:29:35.003 --> 01:29:40.547]  That it is secret programs for testing the weather and doing other things and to test global warming.
[01:29:40.967 --> 01:30:03.303]  They admit that they are doing it now and the reason they had to do it was so many government people who were compartmentalized were asking and confirming and testing that they had to come out and admit and now it's in high school textbooks that oh yes they're spraying that as a sunscreen for the earth and claiming it's weather modification but I mean I'm just throwing that out.
[01:30:03.323 --> 01:30:03.964]  Your take on that?
[01:30:05.282 --> 01:30:05.962]  Absolutely.
[01:30:06.883 --> 01:30:07.883]  That's what they tell you.
[01:30:08.183 --> 01:30:13.586]  One of the reasons that we're in Panama is that there are no chemtrails.
[01:30:13.646 --> 01:30:20.248]  Now, General Stubblebine and I have seen a chemtrail here in the highlands of Panama, but it was over Costa Rica.
[01:30:20.609 --> 01:30:22.910]  There are no chemtrails in Panama.
[01:30:23.370 --> 01:30:33.114]  And we believe that that's because of a very intentional decision that the elite have decided that there are going to be enclaves
[01:30:33.672 --> 01:30:39.976]  Where they foolishly think that they can separate the damage they're doing from the earth from where they live.
[01:30:40.016 --> 01:30:42.557]  Yeah, why has Bush bought all this land in Paraguay?
[01:30:42.797 --> 01:30:44.538]  Why is Dick Cheney moving to Dubai?
[01:30:46.159 --> 01:30:47.280]  Is he moving to Dubai?
[01:30:47.300 --> 01:30:47.800]  I missed that one.
[01:30:47.820 --> 01:30:49.681]  Yeah, he bought a big house there and dumped his dollars.
[01:30:50.622 --> 01:30:52.783]  Probably because there's no extradition.
[01:30:54.083 --> 01:31:01.848]  But, in Paraguay, the piece of land that the Bush family bought, then a Bush bought for the family, is
[01:31:03.010 --> 01:31:06.894]  Situated directly over the world's largest freshwater aquifer.
[01:31:07.194 --> 01:31:12.459]  And water is going to be another issue, because there's not going to be enough water to go around.
[01:31:13.320 --> 01:31:15.462]  Good God, I want to go to some phone calls here.
[01:31:18.263 --> 01:31:22.067]  Well, I didn't notice it when I was on active duty because I was too busy believing, doing,
[01:31:44.452 --> 01:31:53.619]  I really believed in what I was doing, so I wasn't paying any attention to the picture that I now see.
[01:31:54.260 --> 01:32:00.665]  However, about two years ago, suddenly, all of the dots, just like you and I were talking earlier,
[01:32:09.614 --> 01:32:10.775]  Just appear to be dogs.
[01:32:10.875 --> 01:32:20.219]  Suddenly there's a picture that just sort of jumps out of the screen and you hit you in the face and you say, Oh my God, Oh my God, what the hell is this?
[01:32:20.839 --> 01:32:22.720]  And then you say, no, it can't be true.
[01:32:23.160 --> 01:32:26.441]  And you try to make it go back into the screen and it won't.
[01:32:26.942 --> 01:32:28.282]  And so it pops out again.
[01:32:28.702 --> 01:32:31.524]  You say, all right, it's real.
[01:32:32.264 --> 01:32:34.685]  Now, what do I do about it?
[01:32:35.465 --> 01:32:38.987]  And so this occurred after I retired.
[01:32:39.888 --> 01:32:53.131]  This sudden realization that all of the things that I believed in, all of the things that I fought for in my country, were a bunch of baloney.
[01:32:53.331 --> 01:32:59.612]  I'd been sold a bill of goods and been duped.
[01:32:59.812 --> 01:33:08.694]  Incidentally, it's very, very difficult to admit that you did not see it at the time, that you were duped, that you'd been taken for a ride.
[01:33:09.535 --> 01:33:15.238]  And that all of this was going on even way back when.
[01:33:15.898 --> 01:33:17.819]  Well, it's all compartmentalized.
[01:33:17.839 --> 01:33:17.819]  1984.
[01:33:18.019 --> 01:33:19.400]  Well, it's all compartmentalized.
[01:33:19.420 --> 01:33:23.322]  I mean, it's all compartmentalized, sir, as you know, so you're certainly not guilty.
[01:33:23.602 --> 01:33:26.544]  You would be guilty if you then figured it out and then didn't do something.
[01:33:26.804 --> 01:33:29.405]  Let's jam in some final calls here for our amazing guest.
[01:33:29.785 --> 01:33:35.068]  Sean, in Washington, you're on the air with Major General Stubblebine and Dr. Lebo.
[01:33:35.088 --> 01:33:35.408]  Go ahead.
[01:33:35.428 --> 01:33:38.790]  Is this General Albert Stubblebine III?
[01:33:40.336 --> 01:33:40.736]  Yes, it is.
[01:33:40.796 --> 01:33:41.376]  Go ahead, sir.
[01:33:41.396 --> 01:33:42.337]  You got a question or comment?
[01:33:43.237 --> 01:33:44.617]  Yeah, I want to ask him a question.
[01:33:45.298 --> 01:33:46.878]  Were you the head of U.S.
[01:33:46.958 --> 01:33:51.260]  Army Intelligence Instrum at Fort Meade in 1981-84 with General Acuno?
[01:33:51.280 --> 01:33:52.140]  Were you his CO?
[01:33:52.160 --> 01:33:56.242]  Were you also a director or head of Psychotechnology?
[01:33:56.262 --> 01:33:56.682]  Hold on, sir.
[01:33:56.722 --> 01:33:57.802]  Your phone's echoing.
[01:33:57.822 --> 01:33:59.803]  Just talk slow so we can understand you.
[01:34:00.103 --> 01:34:01.823]  I can't understand a word he says.
[01:34:02.544 --> 01:34:05.005]  I heard something about, were you the director of intelligence?
[01:34:05.225 --> 01:34:06.885]  And then, I mean, you have to talk clearly, sir.
[01:34:07.826 --> 01:34:09.026]  Okay, I'll say again.
[01:34:09.810 --> 01:34:11.410]  Were you the director of U.S.
[01:34:11.470 --> 01:34:17.432]  Army Intelligence in SCOMP between 1981 and 1984 at Fort Meade, Maryland?
[01:34:18.872 --> 01:34:19.172]  Yes.
[01:34:20.592 --> 01:34:30.334]  Were you also a director or head of Psychotronics, Inc., which produced non-lethal psychotronic or developed weapons for the army?
[01:34:32.495 --> 01:34:33.475]  Psychotronics?
[01:34:33.575 --> 01:34:33.915]  No.
[01:34:35.215 --> 01:34:38.676]  Did you also run the GOAT lab at Fort Bragg, North Carolina?
[01:34:39.482 --> 01:34:40.683]  Well, he talked about that earlier.
[01:34:40.763 --> 01:34:42.765]  No, he said he passed that information on.
[01:34:42.785 --> 01:34:42.825]  No.
[01:34:42.845 --> 01:34:45.627]  The answer to that is no.
[01:34:46.528 --> 01:34:59.418]  I guess I just find this gentleman highly uncredible, given that you ran an army intelligence unit in the 80s, working with Michael Aquino, who started OTO, the Temple of Sacks.
[01:35:00.178 --> 01:35:02.360]  It is run by satanic cults.
[01:35:02.780 --> 01:35:04.782]  Okay, well, let's talk about Aquino, and then I'm going to let you go.
[01:35:05.463 --> 01:35:06.984]  Did you work with that Aquino character?
[01:35:08.854 --> 01:35:09.394]  The keynote?
[01:35:09.454 --> 01:35:10.195]  I don't remember.
[01:35:10.415 --> 01:35:13.497]  That doesn't ring a bell.
[01:35:14.577 --> 01:35:19.820]  I mean, General Stubblebine was the commander of special forces and the commander of intelligence.
[01:35:21.221 --> 01:35:25.163]  I was the commander of the Army Intelligence and Security Committee.
[01:35:25.443 --> 01:35:30.786]  I was responsible for all of the army intelligence and intelligence forces around the world.
[01:35:33.979 --> 01:35:36.660]  Yeah, and I had units all over the world.
[01:35:36.740 --> 01:35:37.021]  Very twisted.
[01:35:54.409 --> 01:35:57.771]  I mean, it's dark satire, and people that don't know that don't understand it.
[01:35:58.132 --> 01:36:04.736]  Because I was like in Northern California in these big trees going, man, this is like something out of a 1930s werewolf movie.
[01:36:04.756 --> 01:36:08.859]  Because, you know, there was fog like four feet deep, and it looked like those old movies.
[01:36:08.899 --> 01:36:12.022]  And I thought that was always, you know, something that didn't exist.
[01:36:12.062 --> 01:36:15.364]  And I was like, wow, you know, the fog's really, really thick here.
[01:36:15.384 --> 01:36:17.706]  I've never seen fog this thick, like in a movie.
[01:36:18.306 --> 01:36:24.517]  And in the book he has me scared in my hotel room of vampires and goblins.
[01:36:24.557 --> 01:36:25.960]  So, it's not true.
[01:36:26.641 --> 01:36:30.387]  General Stubblebine told you, without you even calling, that
[01:36:31.570 --> 01:36:35.733]  That this was passed across his desk and sent to Fort Bragg because I asked him about it.
[01:36:35.773 --> 01:36:37.474]  And yes, they were looking into all that stuff.
[01:36:37.574 --> 01:36:40.016]  And so, I don't think he was listening earlier.
[01:36:40.036 --> 01:36:43.478]  And the other issue is the fruits are what are important.
[01:36:43.518 --> 01:36:46.280]  They're warning people about GMO crops.
[01:36:46.801 --> 01:36:48.322]  They're warning people about real things.
[01:36:48.362 --> 01:36:51.104]  It's a red herring, but we let you ask your questions.
[01:36:51.164 --> 01:36:52.525]  Toby, in Indiana.
[01:36:52.585 --> 01:36:53.506]  Toby, you're on the air.
[01:36:53.546 --> 01:36:53.906]  Go ahead.
[01:36:55.663 --> 01:36:56.643]  Thanks for taking my call.
[01:36:58.304 --> 01:37:01.165]  You kind of touched on, I was going to ask about the chemtrails.
[01:37:01.465 --> 01:37:08.728]  I live here in Indiana, Indianapolis, and a day doesn't go by that I don't see dozens and dozens of chemtrails crisscrossing.
[01:37:11.408 --> 01:37:15.690]  Do you know if those are military airplanes or commercial airplanes?
[01:37:16.815 --> 01:37:17.996]  Some of all of the above.
[01:37:18.436 --> 01:37:18.976]  All the above?
[01:37:19.036 --> 01:37:20.697]  Yeah, they add a lot of it to the fuel.
[01:37:20.837 --> 01:37:22.258]  Again, it's compartmentalized.
[01:37:22.758 --> 01:37:25.480]  You've got three major wholesalers of it, so it's added there.
[01:37:25.920 --> 01:37:27.901]  But it's not in all aircraft.
[01:37:28.142 --> 01:37:36.907]  So, I mean, I was thinking about, you know, trying to grow some of my own food, but with that stuff being sprayed in the sky, it probably makes more sense to try to grow stuff indoors?
[01:37:38.307 --> 01:37:40.309]  Do you put it in a greenhouse?
[01:37:40.329 --> 01:37:44.971]  Do intensive farming indoors to create a community
[01:37:46.483 --> 01:37:51.628]  Greenhouse for your neighbors if you're not too far out in the country to have neighbors.
[01:37:52.328 --> 01:37:58.874]  Do not, do not assume that just because the sun is shining your food is safe.
[01:37:59.415 --> 01:38:05.761]  And if you live in a farming area, your food is contaminated with genetically modified material.
[01:38:08.028 --> 01:38:09.269]  Whether you know it or not.
[01:38:09.309 --> 01:38:10.430]  Yeah, it blows around.
[01:38:10.450 --> 01:38:12.551]  I mean, let's explain.
[01:38:12.631 --> 01:38:24.520]  Even the organic crops are having, you know, the same species but a different variety blow in and then plants aren't like a person where you've got one dad, one mom.
[01:38:25.520 --> 01:38:26.961]  Doctor, you want to explain that briefly?
[01:38:27.221 --> 01:38:29.803]  That plants take on the genetics of even other species?
[01:38:30.904 --> 01:38:34.086]  I was about to talk about this when we got to the call.
[01:38:35.729 --> 01:38:42.794]  Even organic food is allowed in the United States to have 10% genetically modified contamination.
[01:38:43.195 --> 01:38:48.018]  In the rest of the world, it's either 0.9% or 1%, depending on the country.
[01:38:48.379 --> 01:38:56.965]  So we're talking about one-tenth of the material that you eat when you're eating organic food being contaminated and still called organic.
[01:38:58.458 --> 01:39:02.140]  It is absolutely essential that you start growing your own food.
[01:39:02.480 --> 01:39:10.804]  Plants get contaminated not only by the same species as we used to think, but also by other species.
[01:39:10.844 --> 01:39:12.505]  The genetic material mixes.
[01:39:12.845 --> 01:39:17.287]  The results are absolutely not in your favor.
[01:39:17.387 --> 01:39:18.368]  Alright, Toby, gotta jump.
[01:39:18.428 --> 01:39:19.528]  Robert in Canada, go ahead.
[01:39:19.548 --> 01:39:20.749]  I'm trying to go quick with these calls here.
[01:39:21.129 --> 01:39:21.749]  Robert, go ahead.
[01:39:21.769 --> 01:39:22.610]  You're on the air with our guest.
[01:39:24.084 --> 01:39:25.265]  Yeah, I'm in Toronto.
[01:39:25.805 --> 01:39:27.947]  This is a Northern Molecular comment.
[01:39:29.027 --> 01:39:45.437]  Back in the 80s, and the doctor will understand this, I had an immune system collapse and I was going to die, according to my doctor of internal medicine, of some sort of lymphoma.
[01:39:45.977 --> 01:39:49.559]  The Epstein-Barr and other viruses had activated and it was going chronic.
[01:39:49.599 --> 01:39:52.241]  I contacted the Palo Alto Institute in California.
[01:39:53.208 --> 01:40:00.494]  I talked with Pauling's people, Linus Pauling, who, by the way, had 480 honorary PhDs and two Nobel Prizes.
[01:40:00.634 --> 01:40:11.662]  Correspondingly, they put me on to Cathcart, Dr. Cathcart in Philadelphia, and they said, if you take vitamin C at the appropriate doses three times a day, what will happen is you'll kill the virus.
[01:40:12.423 --> 01:40:17.487]  Their claim was any virus, any acute virus, will be killed by vitamin C if it's used properly.
[01:40:18.548 --> 01:40:19.509]  Now, that's what happened.
[01:40:20.569 --> 01:40:22.471]  And this is the issue now with the Codex.
[01:40:23.246 --> 01:40:36.293]  I've been taking 25 grams of C for 20, 22, 23 years, and if they cut off the supply of C, I've been told by physicians I'm in deep trouble.
[01:40:36.813 --> 01:40:38.994]  I contacted my... I have pieces for you.
[01:40:39.054 --> 01:40:47.258]  I've practiced orthomolecular medicine for many, many years, and what you say is right, although most people can't handle, the GI tract can't handle.
[01:40:47.702 --> 01:40:48.242]  That's right.
[01:41:16.392 --> 01:41:37.289]  All pathogens against which it's been tested currently 635 of them including the H5N1 virus which we believe to have been modified and the HIV supposed causal virus.
[01:41:37.549 --> 01:41:40.952]  We're talking about an immensely important completely safe
[01:41:41.483 --> 01:41:44.946]  And totally universally applicable.
[01:41:44.986 --> 01:41:47.808]  And that's why they're trying to restrict that, right here in Texas.
[01:41:47.848 --> 01:41:50.470]  You see, essentially my comment... Hello?
[01:41:50.490 --> 01:41:52.212]  Yeah, they're trying to kill you, sir.
[01:41:52.232 --> 01:41:57.276]  Yeah, essentially my comment is about the suppression of orthomolecular solutions.
[01:41:57.876 --> 01:41:59.638]  In my case, it worked.
[01:41:59.898 --> 01:42:07.644]  The doctor who in fact supported me in this particular endeavor was quite severely chastised.
[01:42:09.219 --> 01:42:14.044]  And she, there was some quite interesting political things that were happening 20 odd years ago.
[01:42:14.584 --> 01:42:16.166]  So I wanted just to put that in.
[01:42:16.386 --> 01:42:25.455]  I wanted to sort of show that, because there's so much talk about, you know, the suppression of medical solutions, orthomolecular and alternative medical solutions.
[01:42:25.615 --> 01:42:26.716]  This is just one case.
[01:42:27.236 --> 01:42:28.437]  And I thought I'd tell you about it.
[01:42:28.738 --> 01:42:30.519]  But thanks for the information.
[01:42:30.559 --> 01:42:31.040]  Thank you.
[01:42:31.060 --> 01:42:31.881]  Appreciate it.
[01:42:32.694 --> 01:42:43.263]  Natural medicine, but there's also a war against the people who are bringing you natural medicine, against physicians and non-physicians who are sharing this information and using these techniques.
[01:42:43.383 --> 01:42:45.245]  An absolute war against them.
[01:42:45.605 --> 01:42:47.987]  And the reason is because they work.
[01:42:48.708 --> 01:43:00.878]  They work just like they work for you, they work for me, they work for Dr. Arema, they work for people who use them, and they, the people who are in this genocidal approach,
[01:43:01.237 --> 01:43:05.599]  We do not want something like that that works.
[01:43:06.239 --> 01:43:08.360]  They would much rather give you GMO.
[01:43:08.640 --> 01:43:10.221]  They'd much rather give you drugs.
[01:43:10.341 --> 01:43:11.521]  Stay there, stay there, stay there.
[01:43:11.541 --> 01:43:11.882]  Got a break.
[01:43:11.902 --> 01:43:12.202]  Here we go.
[01:43:12.262 --> 01:43:12.802]  Final segment.
[01:43:13.382 --> 01:43:13.742]  Attention.
[01:43:13.762 --> 01:43:14.363]  Skip this break, too.
[01:43:15.796 --> 01:43:16.837]  We're on internet only.
[01:43:16.937 --> 01:43:19.079]  I appreciate your call, Robert.
[01:43:19.099 --> 01:43:25.645]  I'm going to talk to Sherry and Dan just for internet only, but that's tens of thousands live right now and hundreds of thousands within a day and millions within weeks.
[01:43:25.986 --> 01:43:27.647]  That's the exponential power of the web.
[01:43:27.667 --> 01:43:28.868]  That's why they're now moving.
[01:43:29.469 --> 01:43:31.871]  I've got to do a whole show on this to attack the web.
[01:43:31.891 --> 01:43:32.972]  They're openly announcing it.
[01:43:32.992 --> 01:43:34.574]  They're shutting it down all over the place.
[01:43:35.214 --> 01:43:37.795]  Definitely things are moving quicker than I'd even thought.
[01:43:37.815 --> 01:43:40.096]  And I don't like that because I want more time to beat these people.
[01:43:40.436 --> 01:43:44.458]  But let's take a few final calls and we'll come back live on air and say bye to our guest.
[01:43:44.498 --> 01:43:49.920]  And let's not wait a year before we have General Stubblebine and Dr. Labo back on the show.
[01:43:50.641 --> 01:43:53.782]  Let's go ahead and go to Sherry in Texas.
[01:43:54.242 --> 01:43:55.243]  You're on the air.
[01:43:55.283 --> 01:43:55.663]  Go ahead.
[01:43:55.683 --> 01:43:55.723]  Hi.
[01:43:56.663 --> 01:43:57.504]  Hi Alex.
[01:43:58.775 --> 01:44:05.196]  I just had a question about chemtrails and their effect on humans.
[01:44:06.157 --> 01:44:12.478]  I have a family member who has stage 3 breast cancer and she believes in chemtrails, finally.
[01:44:12.498 --> 01:44:16.019]  I finally got pictures of them, video of them, showed them to her.
[01:44:16.039 --> 01:44:19.059]  These are not contrails, Mom.
[01:44:19.079 --> 01:44:24.901]  She basically doesn't think that they're affecting anything.
[01:44:30.427 --> 01:44:31.387]  Well, let me just be clear.
[01:44:31.687 --> 01:44:34.029]  The chemtrail phenomenon, it's a cocktail.
[01:44:34.269 --> 01:44:38.731]  There's a bunch of different operations going on, and it's highly classified.
[01:44:39.011 --> 01:44:44.894]  They're only admitting the weather modification portion of them, and so we don't know.
[01:44:44.954 --> 01:44:45.975]  We need more research.
[01:44:45.995 --> 01:44:46.595]  But I know this.
[01:44:47.055 --> 01:44:47.295]  Until 1996,
[01:44:48.476 --> 01:44:49.637]  Trails were up there.
[01:44:49.957 --> 01:44:51.818]  They formed at 30,000 feet or higher.
[01:44:51.858 --> 01:44:53.399]  They were there for 30 seconds a minute.
[01:44:53.679 --> 01:44:56.321]  Now they're there for two hours while I'm in the garden.
[01:44:56.901 --> 01:44:58.823]  And then they start floating down.
[01:44:59.803 --> 01:45:01.624]  But go ahead, Doctor.
[01:45:01.644 --> 01:45:09.970]  Well, what I was going to say is if you Google Morgellons, M-O-R-G-E-L-L-O-N-S-G-E-L-L-O-N-S
[01:45:17.392 --> 01:45:17.992]  We're good to go.
[01:45:41.323 --> 01:45:42.284]  Well, listen, we're out of time.
[01:45:42.304 --> 01:45:43.044]  Thank you so much, Sherry.
[01:45:43.084 --> 01:45:45.345]  I'm going to try to cram Dan in for the full audience.
[01:46:07.045 --> 01:46:11.936]  The government is taking foster children and testing pesticides on them until they die.
[01:46:11.956 --> 01:46:12.939]  New York Daily News.
[01:46:13.319 --> 01:46:13.881]  Believe!
[01:46:13.941 --> 01:46:15.504]  The people running things are evil.
[01:46:15.524 --> 01:46:15.885]  Here we go.
[01:46:26.001 --> 01:46:30.763]  All right, real fast, because I've got to let my guests go, and I appreciate them joining us today.
[01:46:30.783 --> 01:46:32.004]  I hope to have them back very soon.
[01:46:32.104 --> 01:46:37.867]  Dan in Illinois, final caller for General Stubblebine, Major General Stubblebine, and Dr. Labo.
[01:46:37.887 --> 01:46:38.227]  Go ahead.
[01:46:38.247 --> 01:46:40.308]  Hey, Alex, I respect your show.
[01:46:40.348 --> 01:46:41.329]  Thanks for taking my call.
[01:46:42.069 --> 01:46:49.293]  Really quickly, I want to say my stepfather, I live here in Illinois, and he works in the agriculture business, and he does a lot of work with chemicals and fields.
[01:46:50.614 --> 01:46:51.154]  That's how he's
[01:46:52.031 --> 01:46:52.492]  I don't know.
[01:47:14.901 --> 01:47:23.247]  And maybe what's the best way that I could go about... I would give him studies about how it's sterilizing rats and say that, you know, that the studies show the same thing to humans.
[01:47:23.307 --> 01:47:26.230]  I mean, do you want to be involved in something that's hurting people?
[01:47:26.610 --> 01:47:31.193]  Because he's compartmentalized, and I would send him to InfoWars.com.
[01:47:31.333 --> 01:47:36.237]  I would send him to the website of our guest today.
[01:47:36.257 --> 01:47:39.259]  I mean, there's a lot of things that you can do like that.
[01:47:39.940 --> 01:47:41.641]  Can I add something real quick?
[01:47:41.661 --> 01:47:42.102]  Yeah, go ahead.
[01:47:43.220 --> 01:48:03.582]  I would suggest you tell him that you were listening to the show and you heard General Stubblebine, a man with a career of great luster, who realized that the forces that he was serving throughout his career were not what he understood them to be, and he had the courage to say,
[01:48:04.694 --> 01:48:13.785]  I did what I did with a heart of purity, but the people I was working for lied to me, and now I need to spread the information about what's real.
[01:48:15.692 --> 01:48:17.213]  Your dad can do the same.
[01:48:17.233 --> 01:48:30.897]  Absolutely, and I'm sorry to say to Dan and Dr. Labo and General Stubblebine that we are just flat out of time, but I want to thank you both for spending time with us today, and I want everybody to visit the website healthfreedomusa.org, and we'll also put it up on the screen.
[01:48:32.097 --> 01:48:39.639]  Absolutely, General Stubblebine was compartmentalized, I was compartmentalized, we all are in life, and the claims we're making are very serious.
[01:48:39.659 --> 01:48:40.779]  You better check them out, folks.
[01:48:41.079 --> 01:48:43.460]  General Stubblebine, Dr. Labo, thank you for joining us.
[01:48:45.170 --> 01:48:45.711]  Thank you.
[01:48:46.291 --> 01:48:47.212]  Very, very much.
[01:48:47.732 --> 01:48:49.013]  Keep up the good work.
[01:49:02.850 --> 01:49:12.617]  We also need support at InfoWars.com and I hope you give the gift of information this holiday season so check out the video and bookstore there at InfoWars.com or get a PrisonPlanet.tv membership.
[01:49:13.358 --> 01:49:22.764]  Some of the sponsors that tie into all of this are eFoodsDirect, eFoodsDirect.com, the best storable foods company out there at the best price that I have personally found.
[01:49:23.065 --> 01:49:24.466]  High quality, non-GMO,
[01:49:25.026 --> 01:49:25.306]  800-409-5633.
[01:49:27.008 --> 01:49:29.131]  The most inexpensive, the highest quality.
[01:49:29.151 --> 01:49:29.671]  800-409-5633.
[01:49:29.691 --> 01:49:35.718]  You can see them up on screen at PrisonPlanet.tv, their website.
[01:49:35.738 --> 01:49:39.142]  E, the letter E, foodsdirect.com, efoodsdirect.com.
[01:49:40.583 --> 01:49:41.003]  We're good to go.
[01:49:57.054 --> 01:50:00.476]  Really, uh, amazed at the listeners, but it's a great product.
[01:50:00.496 --> 01:50:04.098]  I mean, why wouldn't they be amazed that, you know, masses of people are calling and getting it?
[01:50:04.618 --> 01:50:06.579]  It's an atmospheric water generator for the home.
[01:50:06.619 --> 01:50:09.181]  Pays for itself in one year if you buy your water from the store.
[01:50:09.561 --> 01:50:12.142]  Great tasting, pure H2O, exactly the way nature makes it.
[01:50:12.182 --> 01:50:13.683]  No chemicals, pollutants, or toxins.
[01:50:14.103 --> 01:50:14.864]  Neutral pH.
[01:50:14.884 --> 01:50:16.524]  Then goes through five filters inside.
[01:50:17.885 --> 01:50:23.591]  6 6 5 8 5 40 44 8 6 6 5 8 5 40 44.
[01:50:22.590 --> 01:50:23.591]  Call and get a brochure.
[01:50:23.971 --> 01:50:25.693]  Go to the website, check out all their products.
[01:50:25.713 --> 01:50:26.554]  They've got a bunch of other stuff.
[01:50:26.914 --> 01:50:28.115]  Acolablue.com.
[01:50:28.856 --> 01:50:33.781]  Grabs the water out of the air, then puts it through five filters, and it is just perfect.
[01:50:34.489 --> 01:50:35.670]  Awesome, ladies and gentlemen.
[01:50:35.690 --> 01:50:38.771]  These things are awesome.
[01:50:38.791 --> 01:50:40.352]  866-585-4044 or callabaloo.com.
[01:50:40.372 --> 01:50:41.852]  Alright, we are out of time.
[01:50:41.892 --> 01:50:44.954]  Rebroadcast with all the important guests we had on today.
[01:50:45.394 --> 01:50:49.075]  Starts right now at InfoWars.com with Bob Chapman and others.
[01:50:49.355 --> 01:50:50.436]  So be sure and stay with us.
[01:50:50.616 --> 01:50:52.637]  And I had a JAG officer on right now.
