[00:00:00.089 --> 00:00:00.549]  So much more.
[01:59:39.503 --> 01:59:41.584]  Quote, you are not our god.
[01:59:41.704 --> 01:59:42.925]  You are not our king.
[01:59:42.965 --> 01:59:44.526]  We will defeat world government.
[01:59:44.706 --> 01:59:48.028]  I ask the creator of the universe to lead, guide, and direct us.
[01:59:48.108 --> 01:59:49.029]  You are arrogant.
[01:59:49.069 --> 01:59:50.750]  You believe you are invincible.
[01:59:50.770 --> 01:59:52.150]  Humanity will defeat you.
[01:59:52.190 --> 01:59:52.731]  Close quote.
[01:59:53.713 --> 01:59:55.314]  What kind of a response have you gotten?
[01:59:55.334 --> 02:00:02.116]  Have you gotten any threatening letters, an IRS audit, resignations from the staff, flat tires, broken windows, or what?
[02:00:02.476 --> 02:00:05.077]  Yes, I've had a lot of things happen.
[02:00:05.117 --> 02:00:18.482]  I don't like to advertise what the enemy's done to us, but you know their attacks on us are really a blessing because it shows us the old World War II saying, and I had a grandfather who actually was in B-17s, and the old saying was, when you're over the target, you're getting the flack.
[02:00:19.582 --> 02:00:25.526]  And so when I got flat coming up at me, that means I'm over the enemy target, dropping my load of info bombs on them.
[02:00:26.607 --> 02:00:38.015]  But yes, just last week he has a new book out called Super Class, and I had the head of the Kissinger Group, one of the heads of the Carnegie Endowment, doesn't get any more powerful at the global technocrat level.
[02:00:38.355 --> 02:00:40.777]  He's not an owner of the New World Order, but he's a top manager.
[02:00:41.837 --> 02:00:47.621]  And I had this Rothkopf on, and during the break I went to him and I said, OK, I'm about to interview you, and he started laughing at me.
[02:00:47.661 --> 02:00:49.262]  And I said, what, do you know who I am?
[02:00:49.283 --> 02:00:50.663]  And he said, yeah, Alex.
[02:00:52.145 --> 02:00:54.766]  And the board operator heard all this and talked about it on air.
[02:00:55.427 --> 02:00:58.469]  But I was like, thank you, Mr. Rothkopf, for coming on.
[02:00:58.949 --> 02:00:59.930]  We'll be live in a few minutes.
[02:00:59.970 --> 02:01:01.131]  And he started laughing at me.
[02:01:01.151 --> 02:01:02.312]  He goes, oh, yeah, Alex.
[02:01:02.652 --> 02:01:03.893]  And I said, what, do you know who I am?
[02:01:03.913 --> 02:01:05.274]  He goes, of course we know who you are.
[02:01:06.034 --> 02:01:07.695]  And I said, why are you coming on?
[02:01:07.735 --> 02:01:08.896]  He goes, to tell our point of view.
[02:01:09.456 --> 02:01:13.479]  And so, you know, he came on and said how great world government was on air.
[02:01:13.859 --> 02:01:20.584]  But let me tell you, that's chilling when Rothkopf, the head of the Kissinger Group, I mean, Kissinger's the top globalist puppet.
[02:01:20.904 --> 02:01:23.766]  He's the guy that runs around with the Rothschilds and Rockefellers doing this.
[02:01:24.447 --> 02:01:27.269]  And it's not a power trip for me.
[02:01:27.329 --> 02:01:28.449]  It's actually very upsetting.
[02:01:28.990 --> 02:01:33.353]  But I have to continue on to know that the chieftains of the New World Order know who I am.
[02:01:34.249 --> 02:01:36.631]  Well, they obviously know all about us.
[02:01:36.711 --> 02:01:41.094]  You do some work in RFID technology.
[02:01:41.154 --> 02:01:44.717]  Maybe you could tell our listeners a little bit about RFID technology.
[02:01:45.598 --> 02:01:47.639]  Should we have concerns about its use?
[02:01:47.719 --> 02:01:52.883]  And do you think maybe it's the kind of technology that the mark of the beast will involve?
[02:01:54.464 --> 02:01:55.605]  Well, I certainly think so.
[02:01:58.513 --> 02:02:02.495]  There are people who aren't Christians and who are denying the reality of what's happening out there.
[02:02:02.515 --> 02:02:08.239]  It totally describes it in Revelations, and in Ezekiel, and in Daniel, over and over again.
[02:02:08.259 --> 02:02:13.242]  You'll buy nor sell without this mark, and it is a number that's in commerce.
[02:02:14.242 --> 02:02:15.043]  I think so.
[02:02:33.180 --> 02:02:37.508]  The Associated Press is reporting, so is the Daily Mail, that in the U.S.
[02:02:37.548 --> 02:02:42.518]  and England, insurance companies are demanding that the local convenience stores...
[02:02:44.687 --> 02:02:54.471]  You'll be in a 7-Eleven and an 80-year-old woman, I mean I've seen this, 70, 80-year-old, and I'm talking sometimes walking on a cane, old men buying cigars, they will be carded.
[02:02:55.251 --> 02:03:01.354]  And I talked to people in corporations and I went and looked at RFID conferences they had in Chicago and read their minutes.
[02:03:02.174 --> 02:03:02.534]  That was from 2004.
[02:03:04.728 --> 02:03:25.538]  RFID Global Conference and they said the public will submit and that you know they will take over and they can't stop us and we're going to use this to control and tax everybody and just like Google has everything in cyberspace listed by having chips and everything they can track everything in real time and the radio readers have been up in every major city for at least seven years.
[02:03:25.598 --> 02:03:28.259]  San Francisco is where it started in the United States.
[02:03:28.439 --> 02:03:31.561]  You think it's to read you know the scanner tag in your car for the toll road.
[02:03:31.861 --> 02:03:33.882]  No, really they have readers up all over the country now
[02:03:34.202 --> 02:03:34.622]  That's right.
[02:03:47.577 --> 02:03:57.086]  And then it goes on to say that through the national ID card, through the driver's license, through the citizen IDs that are already global, since 2000 a UN treaty over a hundred countries are signatories to it.
[02:03:57.106 --> 02:04:02.872]  You know, Americans just now learned we got national ID cards, but really since 2000 we've been in a global ID card.
[02:04:03.272 --> 02:04:10.920]  It has a regional name like US or Texas on your passport, US on your, like they just told British people to add a sticker
[02:04:11.620 --> 02:04:16.243]  That's RFID retroactively to their passports that says EU citizen.
[02:04:16.583 --> 02:04:17.443]  See, it's the same thing.
[02:04:17.904 --> 02:04:19.845]  But the New World Order is masters of deception.
[02:04:20.225 --> 02:04:21.246]  They make it look like...
[02:04:22.085 --> 02:04:23.446]  That you've got a U.S.
[02:04:23.546 --> 02:04:25.328]  passport, but really it's a global passport.
[02:04:25.909 --> 02:04:26.850]  Well, it's the same thing here.
[02:04:27.190 --> 02:04:35.939]  You go into the supermarkets and they're going to scan your face and compare it to the driver's license slash passport database.
[02:04:36.359 --> 02:04:38.521]  That digital photo was really a face scan.
[02:04:38.921 --> 02:04:40.303]  Now all U.S.
[02:04:40.643 --> 02:04:41.124]  airports
[02:04:41.804 --> 02:04:42.064]  I think?
[02:05:02.196 --> 02:05:03.677]  And you're totally naked.
[02:05:03.757 --> 02:05:05.758]  It shows a color image of your naked body.
[02:05:06.059 --> 02:05:09.100]  That is then stored in the government database as well.
[02:05:09.120 --> 02:05:11.402]  It's like posing for Playboy for the government.
[02:05:11.442 --> 02:05:12.662]  So it's very obscene.
[02:05:13.143 --> 02:05:14.904]  Face scanners to catch underage drinkers.
[02:05:15.504 --> 02:05:17.805]  See, this is how they're going to introduce it for buying and selling.
[02:05:17.825 --> 02:05:26.130]  And the globalist documents say there'll be a global sales tax on everything, quote, to save Mother Earth to carry out the eugenics program.
[02:05:26.730 --> 02:05:32.992]  A supermarket chain is introducing face recognition cameras to prevent staff mistakenly selling cigarettes and alcohol to under-18s.
[02:05:33.332 --> 02:05:37.813]  The biometric technology is being piloted by Budgins and London branches.
[02:05:38.194 --> 02:05:42.475]  If successful, it could be rolled out across the country to create a database of youngsters who try to buy alcohol.
[02:05:43.015 --> 02:05:44.576]  But I've read deeper into this.
[02:05:45.216 --> 02:05:47.398]  I saw policy reports six, seven years ago on this.
[02:05:47.738 --> 02:05:49.999]  This is really hooked into the driver's license database.
[02:05:50.459 --> 02:05:53.841]  HEBs in Texas try to make you thumb scan to get your food.
[02:05:54.161 --> 02:05:59.384]  That's in the state driver's license database, off the thumbprint you gave when you got your driver's license.
[02:06:00.305 --> 02:06:02.206]  Well, friends, we're talking with Alex Jones.
[02:06:02.346 --> 02:06:09.310]  He has assembled a massive amount of documentary evidence that exposes the dark agenda of the New World Order.
[02:06:09.890 --> 02:06:20.135]  The United States of America has never faced this kind of a threat, and the shocking thing is that most people are not even aware of the extreme danger that we are facing.
[02:06:20.195 --> 02:06:23.277]  Our very way of life is in jeopardy.
[02:06:23.757 --> 02:06:31.020]  And Alex Jones has produced a really great DVD, it's called Endgame, and I certainly encourage you to look at that, give it to your friends.
[02:06:31.681 --> 02:06:34.422]  This is something that we all need to know about.
[02:06:34.782 --> 02:06:36.243]  This is a great threat to us.
[02:06:37.103 --> 02:06:41.630]  Alex, you know, several months ago, this was really an eye-opener to me.
[02:06:41.670 --> 02:06:44.554]  You probably remember Jose Medellin.
[02:06:44.614 --> 02:06:46.136]  He was the Mexican national.
[02:06:46.897 --> 02:06:53.246]  He was convicted and sentenced to death in 1994, I think, for raping and murdering two teenage girls in Houston, Texas.
[02:06:53.286 --> 02:06:53.727]  However,
[02:06:54.287 --> 02:07:03.758]  The International Court of Justice ruled that this conviction was in violation of international treaties and President Bush agreed with them.
[02:07:03.998 --> 02:07:04.579]  Well, that's right.
[02:07:04.619 --> 02:07:11.427]  We've had four of the nine Supreme Court justices in an article a few years ago, it was five years ago, in the
[02:07:12.888 --> 02:07:16.813]  USA Today say that they will follow the Hague's rulings and U.N.
[02:07:16.853 --> 02:07:19.797]  rulings and that that is now their Supreme Court.
[02:07:20.498 --> 02:07:28.468]  And so, and already our courts at the federal and state level are bringing in arguments and precedent from foreign court cases.
[02:07:29.369 --> 02:07:44.616]  That are totally, most of them, Napoleonic or Roman civil law, not our English Anglo-Saxon common law that was also mixed with Judaic law of Sinai.
[02:07:44.756 --> 02:07:45.816]  That's what our system is.
[02:07:45.856 --> 02:07:53.179]  What we have is an amalgamation of Anglo-Saxon Germanic common law mixed with the law given on Mount Sinai.
[02:07:53.540 --> 02:07:54.860]  That is our common law.
[02:07:55.220 --> 02:07:58.882]  That's being replaced in a Roman civil commerce law
[02:07:59.282 --> 02:08:01.704]  Guilty until proven innocent is being brought in.
[02:08:02.825 --> 02:08:04.306]  Well, we want to move to another area.
[02:08:04.326 --> 02:08:09.631]  There are so many things we could talk about, but let's talk about genetically modified food.
[02:08:09.731 --> 02:08:24.063]  We hear all kinds of good things, put that in quotes, about genetically modified food, that they're really not harmful, that, you know, we can dapple with corn, make super corn, that is drought-resistant and will grow very quickly and so forth.
[02:08:24.403 --> 02:08:27.666]  Are there hidden dangers of genetically modified food?
[02:08:28.206 --> 02:08:30.848]  Well, there certainly are hidden dangers of GMO.
[02:08:31.088 --> 02:08:43.256]  I have had Nobel Prize winners on, top scientists, people who were heading up major companies making millions a year, and they would feed the rats their potatoes, or feed the guinea pigs their corn, and they would all die.
[02:08:43.857 --> 02:08:51.442]  And science had always thought that mutations that were non-cancer only happened in utero as a genetic malfunction.
[02:08:52.162 --> 02:08:57.506]  They were having mutations while they were alive as adult animals, and what's happened is
[02:08:58.326 --> 02:09:15.151]  The disinfo agents from the big pharmacological slash GMO companies, there's three big ones, they come out and say, hey, George Washington Carver had GMO, you know, he made cross-species stuff, but no, he would take five different types of peanuts and cross-breed them.
[02:09:15.571 --> 02:09:19.112]  And he would do that through natural pollinization with the lagoons.
[02:09:19.892 --> 02:09:22.853]  Or he would, it's like dog breeding.
[02:09:23.613 --> 02:09:31.395]  You may get a Chihuahua out of a wolf, but it's still only the data that was originally in God's creation, that was originally in that code.
[02:09:31.415 --> 02:09:46.537]  And I've interviewed top genetic engineers who were atheists, but they said when you actually get into the code, they first thought 96% of it was junk, then they found out, no, it's not junk, the DNA is like handiwork, it's like a signature, it's like manufactured.
[02:09:47.178 --> 02:09:48.758]  It's so incredible they can't understand it.
[02:09:50.933 --> 02:09:57.788]  They liken this to genetic engineers claim they could make an elephant, but really what they give you is a picture of an elephant.
[02:09:59.008 --> 02:10:00.869]  But God actually makes an elephant.
[02:10:00.929 --> 02:10:03.711]  They give you a photo of an elephant and say it's an elephant.
[02:10:03.731 --> 02:10:05.592]  So what they do is they have these gene guns.
[02:10:06.332 --> 02:10:09.234]  And at a microscopic level, they take cockroach genes.
[02:10:09.254 --> 02:10:17.659]  For some reason, cockroaches have so many, it just works well in corn, salmon, spider goats have it.
[02:10:18.040 --> 02:10:24.303]  You have cross-species creatures that may in some cases have over a hundred different insects, reptiles.
[02:10:27.316 --> 02:10:41.728]  Just hundreds of different things put into a tomato, put into a potato, and they go in and they can change one genetic trait, but then every time, say the potato, one example of hundreds, replicates, it randomly changes other things.
[02:10:41.788 --> 02:10:51.756]  So, these potatoes that we're all eating, and there's a bunch of different varieties that are cross-species, that haven't had their genes manipulated, they've had other genes added.
[02:10:51.776 --> 02:10:52.617]  That's the really bad ones.
[02:10:53.157 --> 02:10:53.858]  It creates
[02:10:54.238 --> 02:10:55.558]  Totally new amino acids.
[02:10:55.578 --> 02:10:57.059]  There's 54 amino acids.
[02:10:57.299 --> 02:10:58.719]  There's now hundreds of new ones.
[02:10:59.139 --> 02:11:00.220]  The body's never had it.
[02:11:00.240 --> 02:11:01.000]  We're not designed.
[02:11:01.280 --> 02:11:02.340]  Totally fries you.
[02:11:02.920 --> 02:11:04.941]  We used to have 1 in 33 getting cancer.
[02:11:04.961 --> 02:11:05.561]  Now it's 1 in 3.
[02:11:05.901 --> 02:11:08.142]  1 in 1,000 and something getting diabetes.
[02:11:08.182 --> 02:11:09.162]  Now 1 in 4, 1 in 5.
[02:11:09.422 --> 02:11:11.122]  It's just growing, growing.
[02:11:11.262 --> 02:11:14.203]  All these new gut diseases, Crohn's, exploding.
[02:11:14.303 --> 02:11:16.984]  All these new bowel problems.
[02:11:18.044 --> 02:11:24.709]  Same things they found in rats, monkeys, guinea pigs that have similar intestines, similar autoimmune systems than us.
[02:11:25.129 --> 02:11:37.157]  It causes you to be allergic to everything else, gets your body's immune system really jacked up, and so they have these gene guns randomly firing into other organisms, and they'll put that organism... Here's an example.
[02:11:38.340 --> 02:11:50.145]  One big GMO company, Monsanto, has a soybean and they have several others that have a naturally occurring fungus that is toxic to bugs that is on the plant.
[02:11:52.102 --> 02:12:00.567]  But it's thousands of times the level that naturally occurs in nature, and it's inside the plant, and the plant grows it themselves inside.
[02:12:01.008 --> 02:12:05.070]  And so now, German studies have shown that's killing the honeybees, because they don't know and still eat it.
[02:12:05.350 --> 02:12:06.871]  Humans eat it and are having problems.
[02:12:07.852 --> 02:12:10.754]  I mean, it's just, it's so mind-boggling.
[02:12:10.774 --> 02:12:15.036]  I mean, I remember interviewing the CEO, who I saw on a CBS news piece in 2000,
[02:12:16.577 --> 02:12:44.809]  uh... with the part spider part goats in upstate new york in a military base where the where the others are spider parts and instead of you know the uh... milk udders create body armor and people couldn't believe me we'll just google spider goes it's mainstream news and uh... that's an example but now i remember ten years ago in the bbc they had started implanting human embryos that were cloned uh... this is a tactic they use they announce things
[02:12:46.539 --> 02:12:48.861]  And then, if people don't like it, they shut up about it.
[02:12:49.221 --> 02:13:14.343]  I mean, they were cloning decades ago, but they admitted in 1998, in the BBC, that in England, and in South Korea and other places, they had taken human embryos that were clones, and they had implanted them in cows to grow them up to larger size, but they were part cow, part bovine, so that the cow wouldn't reject them, and then they could harvest larger body parts, larger organs, off of the humanoid.
[02:13:15.463 --> 02:13:18.206]  We can argue whether they have a soul or not, but it's part human, part cow.
[02:13:18.486 --> 02:13:20.948]  Just enough cow where the cow doesn't reject it.
[02:13:21.329 --> 02:13:31.638]  If they're growing them in a Jersey cow's uterus, the little humans, or whatever they are, these poor creatures, then they take the genetics of that line of cows, and then they do that.
[02:13:31.698 --> 02:13:38.144]  Now they just now announced that again, and they've got part human, part spider, part human, part chimpanzee,
[02:13:38.704 --> 02:13:47.427]  Washington Post three years ago reported that in Costa Rica, a big U.S.-based biotech firm has part human, part chimpanzees, but they won't show them to us.
[02:13:48.067 --> 02:13:50.288]  And again, that I talk about it, I'm weird.
[02:13:50.668 --> 02:13:55.430]  I know it's crazy, folks, but the point is it's light years ahead of what we probably even know.
[02:13:56.348 --> 02:14:10.019]  Well, Alex, speaking about GMO, genetically modified foods, you know, the price of food is going up and increasing and so forth, so will that be used by the government or by the elitists to force us
[02:14:10.689 --> 02:14:14.111]  To produce more genetically modified food?
[02:14:14.131 --> 02:14:16.492]  You think that's going to be a wedge or a crowbar?
[02:14:16.672 --> 02:14:17.373]  Oh, there's no doubt.
[02:14:17.513 --> 02:14:19.033]  That's the New World Order master plan.
[02:14:19.093 --> 02:14:20.394]  Problem, reaction, solution.
[02:14:20.434 --> 02:14:27.278]  Their methodology is break up the family, take God out of the schools and out of the culture.
[02:14:27.298 --> 02:14:29.959]  Then when the family breaks down, have CPS and the government come in.
[02:14:29.979 --> 02:14:30.900]  And that's in their textbooks.
[02:14:31.340 --> 02:14:36.923]  Ship in the drugs, and when you use them, they bust you and put you in their private prisons owned by the same banks that launder the money.
[02:14:37.923 --> 02:14:39.924]  They only attack the cartels that don't pay them a cut.
[02:14:41.245 --> 02:14:45.527]  Stage the terror attacks, fund the terror groups, leave the borders open, then take our freedoms.
[02:14:45.907 --> 02:14:47.208]  Problem, reaction, solution.
[02:14:47.268 --> 02:14:50.350]  Create a crisis, offer the solution, and then it always gets worse.
[02:14:50.390 --> 02:15:00.815]  The Federal Reserve engineers an economic collapse, then they come in with regulation to take more of our freedoms and give them total economic control and abolish any federal regulations over themselves.
[02:15:01.255 --> 02:15:02.236]  Same thing with GMO.
[02:15:02.256 --> 02:15:04.498]  They've said, oh, Africa's not accepting GMO.
[02:15:04.978 --> 02:15:05.959]  That's why they're starving.
[02:15:06.299 --> 02:15:07.560]  Oh, Americans don't like it.
[02:15:07.860 --> 02:15:09.041]  You know, you've got to eat this.
[02:15:09.161 --> 02:15:25.073]  And the head of Monsanto said in 99, this was even in major magazines like National Geographic, they said their plan is to contaminate everything so you don't have a choice but to accept GMO and they own the courts and so they then come and sue the
[02:15:27.695 --> 02:15:29.956]  Uh, the people who they infect.
[02:15:30.257 --> 02:15:42.844]  They'll plant their canola right next to you and if it blows over, they, admittedly, fly over with planes, spray your crops with Roundup, and if your crops, one or two plants don't die, they kill your plants!
[02:15:43.644 --> 02:15:57.321]  They attack your property, this has been mainstream news, Percy Smizer, but if one or two plants live, they then know that's their Roundup Ready genetics, the plant that can live in that weed killer, and then they come sue you for them contaminating you.
[02:15:58.783 --> 02:16:00.365]  They say you've stolen their seeds.
[02:16:02.293 --> 02:16:21.652]  I've heard, I don't know if you have any information on this, maybe you do, but do you believe that once a certain percentage of the American population, say 10%, 20%, 30%, realizes what's going on, you know, like what we're doing right now, getting this information out and disseminating it,
[02:16:22.092 --> 02:16:26.633]  Once a certain percentage point is reached that suddenly martial law will be imposed?
[02:16:27.014 --> 02:16:28.894]  Yes, but they'll call it security.
[02:16:28.914 --> 02:16:30.875]  You know, they'll call it helping you.
[02:16:30.955 --> 02:16:32.215]  Oh, Al-Qaeda hit us again.
[02:16:32.275 --> 02:16:32.995]  Al-C-I-A-D-A.
[02:16:34.356 --> 02:16:36.016]  And that's why they're gearing up.
[02:16:36.056 --> 02:16:40.418]  And I ask every police officer, every military man and woman, we're not saying you're bad individually.
[02:16:40.538 --> 02:16:42.858]  Please, research my claims.
[02:16:42.899 --> 02:16:46.079]  I mean, if you don't believe they've got part spider, part goat creatures, go look it up.
[02:16:46.580 --> 02:16:50.261]  If you don't believe they've got humans, embryos growing in cows, go look it up.
[02:16:51.341 --> 02:16:53.323]  And, you know, don't just say, oh, I don't believe you.
[02:16:53.363 --> 02:16:53.823]  Check it out.
[02:16:53.883 --> 02:16:55.144]  I promise you it's true.
[02:16:55.644 --> 02:16:56.925]  I wish it wasn't true.
[02:16:57.306 --> 02:16:59.087]  I pray every day that it wouldn't be true.
[02:16:59.667 --> 02:17:00.428]  I have a family.
[02:17:00.588 --> 02:17:01.369]  I want to go fishing.
[02:17:01.389 --> 02:17:02.349]  I want to go on vacations.
[02:17:02.389 --> 02:17:03.811]  I don't want to work 18 hours a day.
[02:17:04.111 --> 02:17:05.492]  I was here until 1 last night.
[02:17:05.772 --> 02:17:13.157]  But I can't stop working because I know it's real and I just have a passion to warn people just like you do, sir, and God bless you.
[02:17:15.933 --> 02:17:24.436]  You know, they give you a lot of good reasons for everything they do, but when you get to the end of the line and realize it's just diabolical, I just ask that everyone spread the word about this radio show.
[02:17:24.796 --> 02:17:30.638]  Southwest Radio Ministries for decades has been publishing and speaking and warning and transmitting.
[02:17:31.018 --> 02:17:32.239]  Please support this ministry.
[02:17:33.439 --> 02:17:34.740]  And please support what we're doing.
[02:17:34.780 --> 02:17:36.201]  Go to Infowars.com.
[02:17:36.502 --> 02:17:37.703]  Go to PrisonPlanet.com.
[02:17:37.743 --> 02:17:39.764]  Call and get my film in-game.
[02:17:40.064 --> 02:17:40.965]  It's the one film.
[02:17:40.985 --> 02:17:46.109]  There are a lot of other great films, but this one really gives you a wide-spectrum analysis of the larger picture.
[02:17:46.449 --> 02:17:48.750]  Infowars.com or PrisonPlanet.com or 888-253-7000.
[02:17:51.372 --> 02:17:56.336]  3-1-3-9 to call and order the DVD or watch it free on Google Video.
[02:17:56.596 --> 02:18:01.139]  Just Google Endgame and it's the top link that comes up is the Google Video.
[02:18:01.439 --> 02:18:02.020]  It's free.
[02:18:02.420 --> 02:18:06.983]  I flew all over the world from Turkey to Canada to get this for you.
[02:18:07.104 --> 02:18:10.166]  It is available free at Google Video.
[02:18:10.916 --> 02:18:11.556]  One more question.
[02:18:11.576 --> 02:18:13.317]  We've got about two minutes for our end here.
[02:18:13.397 --> 02:18:19.078]  The Oklahoma legislature, April 29, 2008, passed SB 1507.
[02:18:20.298 --> 02:18:25.500]  That would involve the creation of foreign-owned smart ports within the state of Oklahoma.
[02:18:26.160 --> 02:18:30.501]  This is part of the plan to implement the NAFTA superhighway through Oklahoma.
[02:18:32.581 --> 02:18:38.843]  Is there any hope of stopping this massive thing coming through Texas and Oklahoma and going up to the Canadian border?
[02:18:39.463 --> 02:18:40.345]  That's part of the problem.
[02:18:40.365 --> 02:18:42.248]  A lot of people don't even believe it's happening.
[02:18:42.288 --> 02:18:46.155]  Well that's the thing, is that there's 83 of these they're going to put in.
[02:18:46.195 --> 02:18:50.262]  The first big test is Texas and Oklahoma and Kansas.
[02:18:52.876 --> 02:18:54.017]  Up into Minneapolis, St.
[02:18:54.057 --> 02:18:54.257]  Paul.
[02:18:54.657 --> 02:18:59.780]  That is the first test from the port on the Pacific side of Mexico to bring in the Chinese goods.
[02:18:59.900 --> 02:19:01.021]  Dallas, Kansas City.
[02:19:01.321 --> 02:19:03.382]  Chinese government's already taking over whole areas.
[02:19:03.462 --> 02:19:06.224]  Mexican government setting up a consulate in Kansas City.
[02:19:06.584 --> 02:19:07.324]  The smart port.
[02:19:08.025 --> 02:19:10.146]  We have trans-Texas corridor signs everywhere.
[02:19:10.386 --> 02:19:12.567]  They're putting toll roads on existing roads to fund it.
[02:19:13.068 --> 02:19:14.228]  Bilderberg Group owns it.
[02:19:14.288 --> 02:19:15.349]  Centra of Spain owns it.
[02:19:16.069 --> 02:19:18.511]  And the local paper said, Centra is not Spanish.
[02:19:18.531 --> 02:19:19.692]  Now you can go to Centra right now.
[02:19:20.799 --> 02:19:23.720]  They're the ones that own it, and the paper just says it doesn't exist.
[02:19:24.161 --> 02:19:34.446]  CNN and Fox, on video, said that the Trans-Texas Corridor does not exist when there's a sign one mile from where I sit, put up by the state of Texas.
[02:19:34.886 --> 02:19:37.107]  I mean, no, that's the devilish lying.
[02:19:38.768 --> 02:19:42.590]  They make the debate about whether it existed or not, instead of, hey, let's fight it.
[02:19:43.772 --> 02:19:45.033]  Remember their amnesty plan.
[02:19:45.474 --> 02:19:46.415]  They wouldn't let us see it.
[02:19:46.635 --> 02:19:48.016]  They said, trust us, and then we got it.
[02:19:48.237 --> 02:19:50.119]  It was total amnesty, even for felons.
[02:19:51.240 --> 02:19:59.969]  Again, if we can get people to admit it exists, admit it's happening, understand they're going to grab your land on ten miles on either side of it, yes, we can stop it.
[02:20:00.329 --> 02:20:02.271]  But first, we have to get the public moving.
[02:20:02.591 --> 02:20:05.815]  We have to get the preachers in there that have been bought off by the feds and are
[02:20:06.295 --> 02:20:08.916]  Telling folks to follow Romans 13 and the rest of it.
[02:20:09.276 --> 02:20:16.499]  We've got to get the church in America going again, and out of the clutches of the New World Order, and then maybe we can turn this around.
[02:20:16.579 --> 02:20:24.722]  If not, folks, also they want to use the NAFTA highways, 83 of them, I-35 to be the first being built right now.
[02:20:24.822 --> 02:20:27.203]  They're building it here outside Austin, they say it doesn't exist.
[02:20:27.643 --> 02:20:28.863]  With signs up saying it.
[02:20:30.604 --> 02:20:35.668]  If we're able to beat this, it'll stop so much of what they're doing.
[02:20:35.688 --> 02:20:36.649]  It's the front lines.
[02:20:37.669 --> 02:20:43.954]  And again, I just say to so many people out there that they want to block off all the side roads.
[02:20:44.134 --> 02:20:47.316]  In fact, there's I-35 already in Oklahoma going into Kansas.
[02:20:47.516 --> 02:20:49.198]  They block off all the small towns.
[02:20:49.958 --> 02:20:50.999]  I mean, everybody's seen that.
[02:20:51.019 --> 02:20:54.623]  I know you have a lot of stations that carry you in Oklahoma and in Missouri.
[02:20:54.644 --> 02:21:01.692]  I mean, that's what the whole nation's going to look like, and you're going to have to have special environmental passes to get off the roads.
[02:21:01.892 --> 02:21:02.573]  I'm not kidding.
[02:21:02.793 --> 02:21:04.034]  It's all in government documents.
[02:21:04.114 --> 02:21:05.136]  It's so incredible.
[02:21:05.396 --> 02:21:10.322]  It's turning the country into a prison grid, and they're going to tax us to fund world government with it.
[02:21:10.953 --> 02:21:12.414]  Well, Alex, thank you so much.
[02:21:12.454 --> 02:21:16.337]  This has been very exciting for me, and I know our listeners really appreciate you.
[02:21:16.377 --> 02:21:17.218]  Keep up the good work!
[02:21:17.538 --> 02:21:18.178]  Thank you, sir.
[02:21:18.379 --> 02:21:18.799]  Thank you.
[02:21:19.439 --> 02:21:20.420]  Let me just hold you over for a minute.
[02:21:20.440 --> 02:21:21.541]  Sir, tell us about yourself.
[02:21:21.581 --> 02:21:23.683]  Tell us about your show for my listeners.
[02:21:24.263 --> 02:21:29.327]  Okay, we've been on the radio five days a week since 1933, April of 1933.
[02:21:31.909 --> 02:21:34.531]  We do lots of stuff in the New World Order.
[02:21:34.691 --> 02:21:35.311]  Tell us about yourself.
[02:21:37.913 --> 02:21:38.513]  Oh, about me?
[02:21:38.753 --> 02:21:45.576]  Okay, well, I'm a local pastor in Oklahoma, and I am also the associate pastor here at Southwest Radio Ministries.
[02:21:45.636 --> 02:21:48.317]  I've been here for ten years, working with Noah Hutchings.
[02:21:48.857 --> 02:21:52.019]  And tell folks your name, because I know... Okay, it's a long one.
[02:21:52.059 --> 02:21:53.799]  It's Larry Spargimino.
[02:21:53.839 --> 02:21:55.500]  That's New York Italian.
[02:21:56.384 --> 02:21:58.547]  And I've been to seminary.
[02:21:58.567 --> 02:22:00.789]  I used to be a Christian school principal.
[02:22:00.830 --> 02:22:04.053]  I used to be a state trooper in New York State.
[02:22:04.073 --> 02:22:06.216]  I also used to be a social worker in New York City.
[02:22:06.816 --> 02:22:13.464]  I've been born again, living the Christian life by the grace of God for some 40 years, loving the Lord and very excited about prophecy.
[02:22:15.446 --> 02:22:24.075]  And I praise the Lord for the way that even though there are so many threats, yet God has raised this ministry, your ministry up, and I just love the Lord.
[02:22:24.095 --> 02:22:29.119]  And I think, you know, Christians have been like the ostrich with their heads in the sand.
[02:22:29.139 --> 02:22:30.020]  We need to wake up.
[02:22:30.060 --> 02:22:35.345]  The church is just into entertainment, into all of those kinds of things that make us feel good.
[02:22:36.366 --> 02:22:40.168]  Absolutely, and you're right, it is the persecution, it is the evil coming out that separates the wheat from the chaff.
[02:22:54.634 --> 02:22:57.955]  The bad metal from the good metal, and God's giving us all a choice.
[02:22:57.995 --> 02:22:59.416]  I mean, it's so obvious.
[02:22:59.636 --> 02:23:05.399]  He's sending people out to give people a warning, and I think we can get a reprieve like Nineveh if we speak out.
[02:23:05.439 --> 02:23:12.101]  But Larry, I'm really impressed with you, and I'd love to have you on my little radio show, so let me have Trey call you.
[02:23:12.962 --> 02:23:15.443]  Is today good, or should he call you tomorrow to get you on my show?
[02:23:15.743 --> 02:23:20.006]  Tomorrow would be great, because I've got to run to a prayer meeting about 35 miles north of here.
