[00:00:00.009 --> 00:00:00.792]  Term free, 33 dollars.
[01:08:42.946 --> 01:08:44.367]  So we need to understand
[01:08:44.987 --> 01:08:51.153]  That if a person says, oh no, it's only the Jesuits, it's only the Vatican, it's only this, it's only the Zionists.
[01:08:51.654 --> 01:08:52.114]  No, no, no.
[01:08:52.495 --> 01:08:59.162]  These people have created a system where everything concretes together, fits together.
[01:08:59.622 --> 01:09:02.105]  And as you just said, they are the capstone.
[01:09:02.685 --> 01:09:08.191]  And they're going to crown this monumental system, even this architectural colossus.
[01:09:08.612 --> 01:09:13.137]  And everything is being built now, and the ultimate is coming up.
[01:09:13.157 --> 01:09:17.322]  And I believe that the year 2009, for example, will be a very important year.
[01:09:17.922 --> 01:09:19.443]  Because 2 times 9 equals 18.
[01:09:19.903 --> 01:09:22.584]  And 18 is 6 plus 6 plus 6.
[01:09:22.984 --> 01:09:23.784]  Is that ridiculous?
[01:09:23.924 --> 01:09:25.265]  Of course it's ridiculous!
[01:09:25.865 --> 01:09:26.845]  It's absurd!
[01:09:27.205 --> 01:09:28.766]  But they believe it.
[01:09:29.106 --> 01:09:31.527]  The Illuminists actually believe it.
[01:09:31.907 --> 01:09:35.508]  And they have their lower-level subordinates, let's just call them.
[01:09:35.788 --> 01:09:43.811]  The George Bushes, the Cheneys, the Olmerts, the Browns, and so forth, to do their bidding.
[01:09:43.911 --> 01:09:46.352]  All of these people are servants themselves.
[01:09:47.466 --> 01:09:48.047]  Absolutely.
[01:09:48.087 --> 01:09:51.389]  Let's take a call, and as we go into break, we'll take calls behind the scenes as well.
[01:09:52.570 --> 01:09:55.652]  Let's talk to Chaffee in London first.
[01:09:55.692 --> 01:09:57.354]  You're on the air with Tex Mars Worldwide.
[01:09:57.374 --> 01:09:58.334]  Hello?
[01:09:58.875 --> 01:09:59.455]  Yes, go ahead.
[01:09:59.896 --> 01:10:00.336]  Yeah, hi.
[01:10:00.356 --> 01:10:02.017]  Sorry, this is the first time.
[01:10:02.378 --> 01:10:05.100]  Basically, there was a couple of points I needed to mention.
[01:10:05.440 --> 01:10:07.161]  First one was in respect.
[01:10:07.221 --> 01:10:08.522]  I'm actually a Muslim from London.
[01:10:09.523 --> 01:10:10.224]  Wait, wait.
[01:10:10.244 --> 01:10:12.826]  Tex is getting his headset on, and they're having a malfunction.
[01:10:13.826 --> 01:10:14.847]  Let me help you with them, Tex.
[01:10:14.867 --> 01:10:15.608]  Keep talking, Chaffee.
[01:10:16.226 --> 01:10:16.686]  Yeah, hello.
[01:10:16.947 --> 01:10:21.550]  Yeah, basically I just wanted to thank your guest and yourself for all the work that you've done.
[01:10:22.030 --> 01:10:24.592]  But there was just a couple of points I wanted to mention.
[01:10:24.712 --> 01:10:31.958]  One was in respect to the star and the crescent, which many people today actually state it's a true Islamic symbol.
[01:10:32.078 --> 01:10:34.980]  Its origins are actually from Constantinople.
[01:10:35.420 --> 01:10:39.623]  When the Muslims took Constantinople in 1453... That's right, they adopted the symbol of the city.
[01:10:39.663 --> 01:10:44.387]  What happened was the symbol of Constantinople was the star and the crescent.
[01:10:45.187 --> 01:10:51.211]  Well, hold on a minute, now that's true, but they liked the sign because they already liked the moon.
[01:10:51.571 --> 01:10:54.172]  Muhammad came from a tribe that were moon worshippers.
[01:10:54.552 --> 01:10:59.075]  No, this is actually about six or seven thousand years preceding that.
[01:10:59.315 --> 01:11:05.659]  We can debate these issues, but there was a couple of other things I wanted to mention as well.
[01:11:05.679 --> 01:11:07.660]  Constantinople isn't eight thousand years old, sir.
[01:11:10.117 --> 01:11:12.040]  No, it's about 7,000 years old, actually.
[01:11:12.280 --> 01:11:20.392]  I mean, if you actually go into the history of it, the symbol itself... We're going to keep talking behind the scenes with you for all the Prison Planet TV viewers.
[01:11:20.432 --> 01:11:21.834]  Final segment with Tex coming up, fine.
[01:11:23.996 --> 01:11:35.687]  I mean, we're just here talking about how it is now a Muslim symbol today, it's on top of the mosque, it's on the flags, and the point is that they're making the memorial of that out in Shanksville.
[01:11:35.707 --> 01:11:36.808]  So that's not debatable.
[01:11:37.088 --> 01:11:38.790]  We'll find out exactly what you're getting at here.
[01:11:39.170 --> 01:11:40.912]  Man, this hour and a half has gone by so fast.
[01:11:40.932 --> 01:11:41.893]  Your call is straight ahead.
[01:11:42.714 --> 01:11:43.995]  Michelle, John, Morgan, others.
[01:11:44.015 --> 01:11:45.096]  Stay there, Cheffy.
[01:11:45.376 --> 01:11:46.837]  Okay, Cheffy, go ahead and finish up.
[01:11:48.888 --> 01:11:51.991]  They did infiltrate the Sunni Islam.
[01:11:52.292 --> 01:11:58.258]  What they basically did was they removed certain books, which today Muslims are completely ignorant about.
[01:11:58.618 --> 01:12:05.726]  However, slowly, this information is now actually, you know, in the year 2009, it's actually now coming to light.
[01:12:06.266 --> 01:12:11.672]  And, you know, I think it's just a matter of time before people actually wake up and smell the bacon.
[01:12:12.012 --> 01:12:12.072]  Jax?
[01:12:27.301 --> 01:12:29.382]  Hey, I like what this London caller is saying.
[01:12:31.843 --> 01:12:42.128]  Again, I think it's really important that instead of us sticking to our points of confusion, we should come to common terms.
[01:12:42.568 --> 01:12:48.831]  Well, listen, sir, that wasn't a point of confusion.
[01:12:49.391 --> 01:12:53.253]  We were showing that they're manipulating and involved in all the religion.
[01:12:53.513 --> 01:13:18.751]  It's very clever, I mean I've actually been studying how the British did it and what they did was over a period of 150 years they infiltrated all the different sects as such and then they basically created, what they did was these individuals basically said they were Muslims and then they lived as Muslims for a period of 40, 50 and 60 years and one such dope that they picked up was this guy called Abdul Rahab
[01:13:19.332 --> 01:13:27.094]  And, you know, basically they loaded him, you know, and, you know, it was primarily to do, you know, I mean... Thank you, Jeffy.
[01:13:27.895 --> 01:13:28.615]  Jeffy, thank you.
[01:13:28.635 --> 01:13:29.355]  Sometime call back in.
[01:13:29.375 --> 01:13:29.915]  We'll talk more about it.
[01:13:29.935 --> 01:13:31.616]  I just want to get everybody in while we can.
[01:13:31.936 --> 01:13:33.976]  Michelle in Texas, you're on the air with TexMars.
[01:13:34.016 --> 01:13:34.396]  Go ahead.
[01:13:38.217 --> 01:13:38.938]  Come on, Michelle.
[01:13:38.958 --> 01:13:39.278]  You there?
[01:13:39.658 --> 01:13:40.578]  Yes, I'm here, Alex.
[01:13:40.598 --> 01:13:40.798]  Go ahead.
[01:13:40.818 --> 01:13:41.779]  You're on the air with TexMars.
[01:13:41.979 --> 01:13:42.619]  Wonderful.
[01:13:42.699 --> 01:13:46.700]  Tex, I want to say that I think that your book, I'm looking at it right now,
[01:13:47.310 --> 01:13:50.092]  It's absolutely wonderful, and I'm kind of intrigued, too.
[01:13:50.772 --> 01:14:00.057]  By page 29, you talk about Isaac Segret, who built the pyramid in Memphis.
[01:14:00.277 --> 01:14:00.417]  Yes.
[01:14:00.517 --> 01:14:08.621]  So I'm reading up on that, and I'm going to do some additional research, but I basically want to say, God bless you, Alex, as well, for all that you do.
[01:14:08.761 --> 01:14:09.361]  I am a U.S.
[01:14:09.401 --> 01:14:16.845]  veteran, and I talked to you a little bit more than a year ago, but there's just been so much going on, and just my only plea to people
[01:14:17.446 --> 01:14:23.670]  out there who aren't aware of this being real, that this is real, and with no shadow of a doubt.
[01:14:24.191 --> 01:14:38.281]  Me being a former veteran, I was stationed in Fort Carson, Colorado, right in the heart of Colorado Springs, Colorado, where Obama just did his speech talking about the Nazis, Nazi, and the youth.
[01:14:38.861 --> 01:14:41.623]  I just want to point out that this stuff is very much real.
[01:14:42.348 --> 01:14:56.698]  And also the fact that I'm African American, I catch a lot of heat for supporting Ron Paul and not Obama and I just think that it's crazy for people to not really do their own research to find out what's really going on.
[01:14:56.718 --> 01:15:02.362]  I've since relocated to Dallas and just trying to get the word out to people in this area too.
[01:15:04.456 --> 01:15:05.878]  Time and gas and everything.
[01:15:05.918 --> 01:15:09.821]  I would love to make a trip out there to Austin to see everything that she walks about there.
[01:15:09.901 --> 01:15:10.182]  Absolutely.
[01:15:10.202 --> 01:15:14.606]  But Michelle, tell us about, we know they're gearing up for martial law out in Colorado.
[01:15:14.866 --> 01:15:15.486]  Absolutely.
[01:15:15.606 --> 01:15:21.872]  Even in my neighborhood where I'm at now, I mean, they constantly, they do police checks.
[01:15:21.952 --> 01:15:23.453]  And it's very serious.
[01:15:23.594 --> 01:15:28.018]  And I think, I praise God for your guest yesterday, Freeman, who mentioned the fact
[01:15:28.920 --> 01:15:32.762]  Um, when he was confronted with police that he made the comment, widow son.
[01:15:33.062 --> 01:15:42.767]  So I know that when I get confronted again, because I was confronted two weeks ago in a local shopping mall by police, um, they still felt that there was a lot of chaos going on.
[01:15:42.787 --> 01:15:44.147]  Stay there, we're coming back on the main show.
[01:15:44.167 --> 01:15:45.128]  Tell us about the martial law.
[01:15:45.148 --> 01:15:45.388]  Here we go.
[01:15:50.558 --> 01:15:53.480]  Well, time has just blasted past, and I want to go to John and Morgan.
[01:15:53.500 --> 01:16:02.484]  We were talking to Michelle from PrisonPlanet.tv viewers, and she was talking about how she was out at Colorado Springs, Colorado, where they're openly setting up the martial law takeover of America.
[01:16:03.024 --> 01:16:07.647]  So she gets out of the military and goes to Dallas, and now they're running checkpoints in her neighborhood.
[01:16:07.667 --> 01:16:10.388]  Now they're going to use the National Guard for gun confiscation.
[01:16:10.408 --> 01:16:11.629]  They just calmly announce it.
[01:16:12.329 --> 01:16:13.770]  I mean, it's happening, folks.
[01:16:13.790 --> 01:16:14.771]  They're putting it in place.
[01:16:15.091 --> 01:16:17.212]  Finish up with what's happening in Dallas, Michelle.
[01:16:17.492 --> 01:16:18.213]  Well, absolutely.
[01:16:18.253 --> 01:16:20.815]  I can only talk about from my own personal experience.
[01:16:21.035 --> 01:16:27.041]  And again, I just want to point out again to anybody who's new to listening to your show that I am a U.S.
[01:16:27.081 --> 01:16:27.541]  Veteran.
[01:16:27.742 --> 01:16:31.225]  I served proudly in my country, the U.S.
[01:16:31.365 --> 01:16:33.067]  Army, the whole Iraq War thing.
[01:16:33.427 --> 01:16:36.430]  But I have a spirit of discernment and I went with my heart.
[01:16:36.929 --> 01:16:37.990]  Yeah, I'm good.
[01:16:53.832 --> 01:16:55.173]  Um, which was about two weeks ago.
[01:16:55.193 --> 01:17:00.378]  I got confronted by the local mall, um, police as well as the, um, city police.
[01:17:00.418 --> 01:17:09.506]  And they were in there and I made the comment to him saying that you, you essentially what you sharing a show, how this is a Nazi kind of operation.
[01:17:09.566 --> 01:17:12.969]  And he got completely upset with me and walked away.
[01:17:13.069 --> 01:17:17.193]  But it was, it blew my mind because I thought to myself, this is real.
[01:17:18.590 --> 01:17:22.712]  And I'm a soldier, or a former soldier, a veteran, and this is how they treat me.
[01:17:22.932 --> 01:17:24.273]  Of course, they didn't know that.
[01:17:24.393 --> 01:17:27.375]  They didn't know that, but it doesn't matter.
[01:17:27.595 --> 01:17:28.736]  Yeah, they're turning the heat up.
[01:17:29.036 --> 01:17:30.077]  They're turning the heat up slowly.
[01:17:30.137 --> 01:17:33.078]  Michelle, call me back another day when there's not a guest, and tell me more about this.
[01:17:33.138 --> 01:17:33.899]  It's everywhere.
[01:17:33.959 --> 01:17:34.299]  Boston.
[01:17:34.519 --> 01:17:39.222]  When I was in D.C., there'd be crowds of tourists just in the middle of a park, and cops would come over and yell at them.
[01:17:39.562 --> 01:17:44.605]  And it was there to let you know that you're a slave, and now it's happening everywhere, Tex.
[01:17:45.731 --> 01:17:59.306]  Well, you know, a lady like Michelle, who has served this country and deserves respect, can you believe that President Bush and John McCain opposed, violently opposed, the GI Bill, the Education Act?
[01:18:02.289 --> 01:18:07.133]  They don't want to pay for their college because they want to keep them entrapped in the military.
[01:18:07.333 --> 01:18:09.514]  They're afraid too many may get out and go to college.
[01:18:09.754 --> 01:18:14.178]  This was just horrible, the treatment through the Veterans Administration and everything.
[01:18:14.498 --> 01:18:25.246]  Listen, I'm getting on a tangent here, but after a 20-year career in the Air Force, people deserve more respect from our government.
[01:18:25.626 --> 01:18:26.647]  And I'll tell you something else.
[01:18:27.487 --> 01:18:32.917]  Our men and women who served in Iraq and Afghanistan deserve to know the truth about 9-11.
[01:18:33.077 --> 01:18:38.708]  And it is unpatriotic to oppose the truth-telling.
[01:18:40.094 --> 01:18:40.654]  Absolutely.
[01:18:41.194 --> 01:18:42.775]  They are the unpatriots.
[01:18:43.235 --> 01:18:57.078]  We're the patriots because we're saying we want to know for the sake of our men and women who have lost limbs and lives and sacrificed in the Iraq War and Afghanistan, we want them to know what the truth is about 9-11.
[01:18:57.558 --> 01:18:59.138]  I'm sorry, I just got a little upset about that.
[01:18:59.198 --> 01:18:59.978]  No, no, I agree.
[01:19:00.018 --> 01:19:01.318]  They treat them like absolute crap.
[01:19:01.338 --> 01:19:03.279]  They're even denying them health care now, as you know.
[01:19:04.559 --> 01:19:10.202]  Have you heard 35 year employees, even managers at GM are being told no healthcare?
[01:19:11.323 --> 01:19:13.584]  They have contracts saying they're supposed to get it and they say no.
[01:19:13.785 --> 01:19:18.007]  Well across America, healthcare is being cut out by corporations.
[01:19:18.547 --> 01:19:23.450]  And now it's going to be government, which is going to sound good, but then that's going to be eugenics.
[01:19:23.530 --> 01:19:23.830]  That's right.
[01:19:23.850 --> 01:19:30.054]  They're pushing people, and now people are going to say, hey Obama, President Obama or President McCain, we've got to have health care now.
[01:19:30.415 --> 01:19:32.536]  And of course, you're absolutely right.
[01:19:32.556 --> 01:19:38.140]  And now they'll be able to, the government is going to do what they want with you and tell the doctors what to do so they can carry out eugenics.
[01:19:38.480 --> 01:19:41.582]  I apologize to John and Morgan and others, we just don't have time to get to you.
[01:19:42.383 --> 01:19:43.143]  We are out of time.
[01:19:43.163 --> 01:19:46.325]  I have an Academy Award winner coming up to talk about two films she's doing.
[01:19:47.026 --> 01:19:49.868]  And it's just been absolutely amazing having Tex in here.
[01:19:50.208 --> 01:19:52.509]  Tex, give people the toll-free number.
[01:19:54.290 --> 01:19:56.732]  So they can call and get a free copy, sign up for your newsletter.
[01:19:56.752 --> 01:19:58.133]  They get it free all year, every month.
[01:19:59.093 --> 01:20:00.914]  Tell them how they can call and get a free copy of that.
[01:20:01.174 --> 01:20:04.016]  Oh yeah, we'll give them the special edition on Mysterious Monuments.
[01:20:04.797 --> 01:20:06.037]  It has a lot of pictures in it and such.
[01:20:06.217 --> 01:20:06.978]  No cost at all.
[01:20:07.398 --> 01:20:08.138]  Absolutely free.
[01:20:08.158 --> 01:20:14.042]  Just call us toll free 1-800-234-9673.
[01:20:14.382 --> 01:20:15.162]  Give us your address.
[01:20:15.443 --> 01:20:17.084]  Nobody will ask for a penny from you.
[01:20:17.584 --> 01:20:19.245]  Of course the book is available through
[01:20:20.166 --> 01:20:24.614]  Infowars.com, PrisonPlanet.com, and PowerOfProphecy.com.
[01:20:24.895 --> 01:20:27.018]  But the free newsletter, hey, they don't have to buy anything.
[01:20:27.058 --> 01:20:27.519]  Just call 1-800-234-9673.
[01:20:31.070 --> 01:20:35.231]  Absolutely, and I really do hope that listeners will get Tex Barr's book.
[01:20:35.831 --> 01:20:40.792]  You can also call toll-free and get it at 888-253-3139.
[01:20:41.232 --> 01:20:42.212]  Also, get Endgame.
[01:20:42.232 --> 01:20:43.492]  People need to see that film.
[01:20:43.512 --> 01:20:44.853]  That film's really waking people up.
[01:20:44.893 --> 01:20:50.974]  If you haven't gotten a DVD of Endgame, this information is very damaging to the New World Order, and who knows how long you'll be able to get it.
[01:20:51.334 --> 01:20:55.295]  I mean, don't take these shows and the internet and radio and books and films for granted.
[01:20:55.315 --> 01:20:57.435]  So go to Infowars.com or call toll-free.
[01:20:58.135 --> 01:21:02.577]  And get Mysterious Monuments, get Endgame, get my new film Truth Rising.
[01:21:02.657 --> 01:21:03.918]  They all need to be seen.
[01:21:04.358 --> 01:21:06.259]  And you need to realize that you're the solution.
[01:21:06.299 --> 01:21:06.899]  Look in the mirror.
[01:21:07.299 --> 01:21:10.120]  It's you that's going to fight the New World Order and wake up hearts and minds.
[01:21:10.540 --> 01:21:11.941]  They're out recruiting their people right now.
[01:21:11.961 --> 01:21:14.762]  We've got to recruit ours.
[01:21:14.782 --> 01:21:15.062]  888-253-3139.
[01:21:15.122 --> 01:21:19.964]  Or you can see all my films online right now at PrisonPlanet.tv.
[01:21:20.185 --> 01:21:22.826]  We're going to come back with Ivo Orner.
[01:21:22.846 --> 01:21:23.886]  I want to thank Tex Mars.
[01:21:23.926 --> 01:21:24.947]  Thanks, it was incredible, Tex.
[01:21:24.967 --> 01:21:25.527]  Thank you, Alex.
[01:21:26.087 --> 01:21:26.687]  God bless you my friend.
[01:21:26.727 --> 01:21:28.048]  Just absolutely amazing.
[01:21:28.508 --> 01:21:33.311]  I'm going to twist Tex's arm and get him back here in the next month or two to really take a lot of calls.
[01:21:33.351 --> 01:21:34.031]  God bless you all.
[01:21:34.051 --> 01:21:34.591]  We'll be right back.
[01:21:34.931 --> 01:21:35.852]  We're on the march.
[01:21:36.332 --> 01:21:37.933]  The empire's on the run.
[01:21:38.873 --> 01:21:39.614]  Alex Jones.
[01:21:58.898 --> 01:22:14.117]  Well, for the next 30 minutes, Eva Orner is our guest, Academy Award-winning documentary filmmaker of Taxi to the Dark Side, the torture and mass murder of children, knowing they were totally innocent just to create the image that they were fighting Al-Cieda.
[01:22:16.175 --> 01:22:21.061]  And I want to get a recap from her about the aftermath of the film coming out, winning the Academy Award.
[01:22:22.423 --> 01:22:23.644]  Now more has come out.
[01:22:23.704 --> 01:22:31.033]  You've got the International Association of Doctors, Generals of the Military, and our own government saying it's high treason, that it's all war crimes.
[01:22:31.053 --> 01:22:32.675]  So really vindicated, validated.
[01:22:33.496 --> 01:22:37.440]  Vindicated in the right word, because they were always right, and everybody pretty much commended him.
[01:22:38.300 --> 01:22:40.722]  But validated, Ian Spage.
[01:22:41.243 --> 01:22:46.207]  But also she's here because coming out is Gonzo, the life and work of Dr. Hunter S. Thompson.
[01:22:47.108 --> 01:22:49.029]  And it's also narrated by
[01:22:50.444 --> 01:22:51.125]  Johnny Depp.
[01:22:51.745 --> 01:22:55.209]  Eva Orner just is involved in so much fine work.
[01:22:55.249 --> 01:23:02.616]  I met her when she was here working on a documentary kind of covering the 9-11 truth movement with us, but she's not here to talk about that today.
[01:23:03.156 --> 01:23:08.341]  And so we have her with us, and later we're going to play a clip of Hunter S. Thompson talking about 9-11 being an inside job.
[01:23:08.682 --> 01:23:10.924]  I'd also interviewed some of his friends who set up before he died.
[01:23:10.944 --> 01:23:12.766]  He was working on stories about Bush.
[01:23:13.346 --> 01:23:19.430]  and pedophile rings and gay porn stars and the rest of it, which came out in the news later that we're in the White House, you know, the gay porn stars.
[01:23:20.010 --> 01:23:23.492]  But Eva Orner, it's very nice to have you on with us.
[01:23:24.293 --> 01:23:26.514]  Hey Alex, how you doing?
[01:23:26.634 --> 01:23:28.115]  It's getting crazier and crazier.
[01:23:28.435 --> 01:23:34.059]  They're announcing National Guard do house-to-house gun confiscation just nonchalantly in America.
[01:23:34.699 --> 01:23:40.883]  Obama's calling for a million-man Stasi force and it's just, everything is insane.
[01:23:42.709 --> 01:23:43.630]  It certainly is.
[01:23:43.830 --> 01:23:45.151]  It certainly is.
[01:23:45.751 --> 01:23:47.253]  I'm just glad I get to make movies.
[01:23:48.013 --> 01:23:51.736]  Yeah, and go to dangerous places like Afghanistan and China and the rest of it.
[01:23:52.176 --> 01:23:53.357]  Tell us about Gonzo.
[01:23:53.397 --> 01:23:54.298]  Let's get into that first.
[01:23:55.198 --> 01:24:04.064]  We actually made Gonzo at the same time as we were making Taxi to the Dark Side, which was a really interesting thing to be doing at the same time.
[01:24:04.265 --> 01:24:06.106]  I think in a lot of ways it really helped us with
[01:24:06.590 --> 01:24:14.553]  Making Taxi because it was, well it's not a light film by any means, it's definitely a lot lighter than The Subject of Torture, which we covered in Taxi.
[01:24:14.613 --> 01:24:17.614]  So we made them concurrently.
[01:24:19.854 --> 01:24:31.879]  It's a film about the great, late Hunter S. Thompson, who's one of the finest journalists and writers that have come out of America in, I would say, comfortably the last 50 to 100 years.
[01:24:33.669 --> 01:24:36.489]  And we were approached to make it after he killed himself.
[01:24:36.590 --> 01:24:37.670]  So we started making it.
[01:24:37.710 --> 01:24:46.311]  The first thing we shot was actually his ashes scattering that Johnny Depp organized at his house in Woody Creek, at Hunter's house in Woody Creek.
[01:24:46.771 --> 01:24:51.232]  And then, you know, we had unprecedented access to all of Hunter's estate.
[01:24:51.272 --> 01:24:52.872]  You know, he was an incredible hoarder.
[01:24:52.912 --> 01:24:55.753]  So we had access to all of this incredible archival material.
[01:24:56.393 --> 01:25:00.073]  And we had an incredible team of researchers who went through it all and put it together.
[01:25:00.153 --> 01:25:02.954]  And, you know, it's just a really comprehensive look at
[01:25:03.672 --> 01:25:12.647]  The pinnacle of his career, which was when he wrote, in the late 60s and early 70s, when he wrote Hell's Angels, Fear and Loathing in Las Vegas, and Fear and Loathing on the campaign trail.
[01:25:13.251 --> 01:25:14.931]  And some seminal articles as well.
[01:25:16.392 --> 01:25:22.253]  While you were, and I want to talk about the film, and it's getting great reviews by the New York Times and others, just congratulations.
[01:25:22.613 --> 01:25:23.474]  Thank you.
[01:25:23.514 --> 01:25:25.054]  You've hit the zeitgeist, Eva Orner.
[01:25:25.074 --> 01:25:27.455]  You've made so many films before this that are great as well.
[01:25:27.475 --> 01:25:37.317]  Well, we have to also credit the person that I worked with that whole time, who's really the force behind these films, which is the great director Alex Gibney, who also directed Taxi to the Dark Side.
[01:25:38.942 --> 01:25:41.062]  And of course, he also, before that, made the Enron film.
[01:25:41.322 --> 01:25:42.003]  Exactly.
[01:25:42.023 --> 01:25:44.343]  He's a really amazing force to be reckoned with.
[01:25:44.363 --> 01:25:45.623]  He's an incredible filmmaker.
[01:25:46.723 --> 01:25:49.744]  Well, he also, I mean, not just as a filmmaker, he picks great topics.
[01:25:49.824 --> 01:25:50.784]  Great, great subjects.
[01:25:51.384 --> 01:25:52.464]  You know, great things to cover.
[01:25:53.185 --> 01:25:57.885]  Yeah, he definitely knows how to get in trouble.
[01:25:58.246 --> 01:25:59.406]  Man, I can't wait to see this.
[01:25:59.466 --> 01:26:04.227]  I know it'll be next near impossible to see it at any of the film festivals.
[01:26:04.247 --> 01:26:05.727]  How are we going to be able to see this?
[01:26:06.793 --> 01:26:07.273]  Gonzo?
[01:26:07.593 --> 01:26:15.695]  Gonzo came out on July 4 in 25 cities across the country and I was just checking with your producer and it is on in Austin at the minute.
[01:26:15.955 --> 01:26:17.595]  Well guys, we're going to have to go see this.
[01:26:17.615 --> 01:26:20.696]  I also want to see that movie about the Huns.
[01:26:21.136 --> 01:26:24.076]  We've been so busy, they want to scurry off and watch Batman.
[01:26:24.116 --> 01:26:25.036]  I don't particularly want to.
[01:26:25.556 --> 01:26:28.257]  And Jason can't go, he's got to go watch Ultimate Fighting Saturday.
[01:26:29.037 --> 01:26:30.977]  But yeah, I want to go see it.
[01:26:31.478 --> 01:26:32.758]  Well, fantastic.
[01:26:32.778 --> 01:26:33.818]  Tell us more about the film.
[01:26:36.459 --> 01:27:02.954]  So, I mean, the thing about Hunter, I think, when people think about Hunter S. Thompson, a lot of people have very preconceived ideas about, you know, he was a big partier, he hung out with a lot of celebrities, or a lot of celebrities hung out with him, you know, he took copious amounts of drugs, he was very famous for the amount of alcohol and drugs that he took, and, you know, what we did was actually make a film that's got a really, it's a lot of fun and it's a great film to watch, but it's actually really serious in
[01:27:04.455 --> 01:27:09.117]  Um, in its tone and it's a great history lesson and a great recount of history.
[01:27:09.437 --> 01:27:19.342]  And we actually start the film with a really, you know, our, what's the word, I guess our style of, you know, a dig at the current US administration.
[01:27:19.742 --> 01:27:33.589]  Before Hunter killed himself, he wasn't terribly prolific for the last few years of his life, but he was writing a blog for ESPN and he wrote this incredible blog in response to 9-11 as he was watching it happen on television.
[01:27:34.108 --> 01:27:36.769]  He really predicted what was going to happen.
[01:27:36.789 --> 01:27:44.172]  He predicted that George Bush was going to declare martial law, and he kind of predicted the Patriot Act, and all of this amazing stuff.
[01:27:44.192 --> 01:27:52.195]  So we actually start the film with that, and Johnny Depp's reading it, because Johnny Depp played Hunter in the Terry Gilliam movie Fear and Loathing in Las Vegas.
[01:27:52.695 --> 01:27:59.137]  So Johnny Depp narrates the film as Hunter, and we only use Hunter's actual written words as narration in the film.
[01:27:59.197 --> 01:28:00.858]  So it's sort of very artful and lovely.
[01:28:01.458 --> 01:28:03.819]  But the film starts with this scathing account of
[01:28:04.597 --> 01:28:20.946]  Of what was happening in America, and then it goes back and kind of traces his career from his early days as a young journalist and writer, all the way through to being a pop culture icon, until his death.
[01:28:20.966 --> 01:28:33.393]  I think one of the best parts of the film, or one of my favorite parts of the film, is when we cover the great book that he wrote, Fear and Loathing on the Campaign Trail, in 1972, and George McGovern features very heavily in that section, and we cover the Eagleton Affair,
[01:28:34.564 --> 01:28:40.070]  Gary Hart talks about it and there's some really great people in the film that we interviewed.
[01:28:40.150 --> 01:28:43.253]  There's definitely someone in the film for every audience member.
[01:28:46.235 --> 01:28:47.196]  I think it's a great film.
[01:28:47.216 --> 01:28:49.338]  I've been sitting in a lot of audiences lately.
[01:28:49.479 --> 01:28:59.268]  I was just in Australia where it premiered in the Sydney Film Festival and I was doing a whole lot of Q&As in LA the last few weeks and audiences are responding incredibly well to the film.
[01:29:00.626 --> 01:29:04.770]  Why do you think so many celebrities and people at the time liked Hunter S. Thompson's writing?
[01:29:06.031 --> 01:29:19.402]  Um, you know, I think if you've read his writing and you're familiar with his writing, it's so, it's so fresh and so unique and so exciting and even now, you know, some of it's, you know, 50 years old and it's, is it 50?
[01:29:19.442 --> 01:29:21.744]  No, you know, 40, 45 years old.
[01:29:22.145 --> 01:29:28.230]  It's so powerful and dynamic and while so many people have tried to copy, you know, his gonzo style,
[01:29:29.429 --> 01:29:41.857]  It still is incredibly fresh, it's honest, it's irreverent, it's funny, it's angry, it's really, it's just so unusual and so dynamic and I think that's what appeals to it.
[01:29:41.897 --> 01:29:46.741]  I mean it's so funny because obviously from my accent people can tell that I'm originally from Australia.
[01:29:46.761 --> 01:29:52.825]  Well I mean I grew up with Hunter S. Thompson books laying around as my mom's a big fan and I read quite a few of them and I do think a lot of it was great info.
[01:29:53.305 --> 01:29:55.987]  I like how he also changed as he got more info.
[01:29:56.427 --> 01:30:00.269]  He clearly at the end knew that the Bush administration was a pedophile cult.
[01:30:00.790 --> 01:30:05.753]  I've talked to his friends and witnesses and people that he wrote things to and he was getting ready to do a big piece on that.
[01:30:05.793 --> 01:30:11.816]  He also began to believe it was a total inside job as other prominent
[01:30:12.677 --> 01:30:13.358]  I think so.
[01:30:29.373 --> 01:30:33.115]  Had woken up to that before he died and so had Kurt Vonnegut.
[01:30:33.435 --> 01:30:35.436]  I just wish they would have said more before they died.
[01:30:35.877 --> 01:30:43.360]  With the material you ran into, did you see him from saying they're going to use us to make us a police state to him then waking up as they blew up the towers?
[01:30:44.421 --> 01:30:50.204]  No, I mean we really didn't go into that and we honestly didn't come across anything like that.
[01:30:50.224 --> 01:30:51.865]  Well let me play an audio clip right now.
[01:30:51.885 --> 01:30:53.246]  Here's Hunter S. Thompson.
[01:30:53.866 --> 01:30:55.447]  This is about a year before he died.
[01:30:55.487 --> 01:30:55.787]  Here it is.
[01:30:56.551 --> 01:31:07.635]  The first question I have is basically to get from you a sense of how you would rate the American media in their coverage of the events of the attack last September.
[01:31:08.136 --> 01:31:11.437]  What's your assessment of how the American media has performed?
[01:31:12.717 --> 01:31:14.138]  Well, let's see.
[01:31:14.918 --> 01:31:21.441]  Shamefully is a word that comes to mind, but that's not true in the case of, well, it depends.
