[00:00:00.129 --> 00:00:02.651]  This is the GCN Radio Network, home to hard-hitting talk radio.
[01:11:39.843 --> 01:11:40.963]  Because the parents don't know.
[01:11:42.921 --> 01:11:43.782]  They do this all the time.
[01:11:43.842 --> 01:11:48.386]  We have a rogue criminal government that cons us and manipulates us.
[01:11:48.426 --> 01:11:53.470]  Now, there's no law that you've got to have vaccines.
[01:11:55.372 --> 01:11:59.395]  And so it's a fraud that they even tell you that you then need a waiver form.
[01:11:59.715 --> 01:12:02.378]  Okay, let's get some calls and we'll come back and take the rest of them.
[01:12:02.498 --> 01:12:05.000]  Joe in Wisconsin, you're on the air.
[01:12:05.040 --> 01:12:05.641]  Go ahead, Joe.
[01:12:06.061 --> 01:12:10.625]  The saccharine study, didn't they use cancer wraps also?
[01:12:11.337 --> 01:12:12.337]  I just thought I'd throw that out.
[01:12:13.378 --> 01:12:16.618]  I was going to make the point that government is your psychotic neighbor.
[01:12:17.019 --> 01:12:24.441]  Now most people don't think... Your psychotic, control freak, piece of filth neighbor with no accountability and a black uniform with a machine gun.
[01:12:24.921 --> 01:12:28.942]  Oh yeah, but most people, they don't go for people like that.
[01:12:29.162 --> 01:12:31.423]  Individuals, but they will go for organizations.
[01:12:31.443 --> 01:12:32.943]  So I was going to make the point that
[01:12:33.363 --> 01:12:41.309]  If Ted Bundy was your neighbor, do you, A, want him to like you, or would you say, B, uh, Ted, I think I'll pass on that barbecue?
[01:12:41.329 --> 01:12:44.351]  You know, most people would say, yeah, we'll pass on it.
[01:12:45.111 --> 01:12:55.399]  And if you are, you know, across the street from him, one side, the neighbor he does like, and on the other side, this guy does not go along with my kind of thinking.
[01:12:55.419 --> 01:12:56.279]  I don't like him.
[01:12:56.780 --> 01:12:58.621]  So who would you rather spend time with?
[01:12:58.921 --> 01:13:01.143]  The one he does approve of, or the one he doesn't?
[01:13:01.801 --> 01:13:07.506]  My point is, if we have a psychotic government, why is everyone trying to be liked by it?
[01:13:07.766 --> 01:13:09.928]  Why are they trying to be favored by it?
[01:13:10.408 --> 01:13:15.172]  Wouldn't you cozy up to Tony Soprano and, you know, you get what you deserve?
[01:13:15.793 --> 01:13:17.394]  Absolutely, they do it out of cowardice.
[01:13:17.414 --> 01:13:18.355]  Let's jam in one more.
[01:13:18.415 --> 01:13:20.677]  Matt in Canada, thanks for holding your own here.
[01:13:21.738 --> 01:13:21.978]  Hey!
[01:13:22.418 --> 01:13:22.678]  Hi.
[01:13:23.279 --> 01:13:24.320]  Hey Alex, how's it going?
[01:13:25.051 --> 01:13:25.611]  Pretty good.
[01:13:25.631 --> 01:13:27.532]  I'm just watching Total Criminality take over.
[01:13:27.592 --> 01:13:28.413]  I'm really freaked out.
[01:13:30.034 --> 01:13:30.794]  Nice to talk to you.
[01:13:30.894 --> 01:13:32.555]  Anyways, I had a question for you.
[01:13:33.436 --> 01:13:40.760]  If we were putting our money all into gold, who's to say that they couldn't create a gold seizure like they did in 1933?
[01:13:40.960 --> 01:13:42.641]  They could do anything.
[01:13:42.681 --> 01:13:45.643]  The point is, if your money's in the bank, they can grab it that much easier.
[01:13:46.043 --> 01:13:50.305]  Well, if you have the gold in your safe at home, can they come with
[01:13:52.026 --> 01:13:54.168]  The black cop uniforms come to your door?
[01:14:09.501 --> 01:14:13.985]  Yeah, it's better to get it out of the bank, but like, if we get the gold in our hands, we should probably hide it pretty good.
[01:14:29.119 --> 01:14:37.208]  Yeah, I think most of us don't have the problem of having a whole bunch of extra money to have that going on, but, you know, look, bottom line, sir, that's the whole point.
[01:14:37.248 --> 01:14:38.910]  The government doesn't follow a law.
[01:14:39.310 --> 01:14:48.520]  It's a private management group for private offshore corporations to suck off us, and they use high-tech brainwashing and public relations to neutralize and confuse the public.
[01:14:48.860 --> 01:14:51.142]  And we're going into hardcore tyranny right now.
[01:14:51.422 --> 01:14:53.403]  I mean, no matter who gets elected, it's just going to get worse.
[01:14:53.443 --> 01:14:54.024]  They're puppets.
[01:14:54.064 --> 01:14:54.964]  They don't run anything.
[01:14:55.244 --> 01:14:56.725]  The New World Order's in control.
[01:14:56.926 --> 01:14:58.947]  We're not going to get our power back until we admit that.
[01:14:59.657 --> 01:15:05.120]  I know, I see it locally here in Vancouver, on the trains, the transit cops all have tasers.
[01:15:05.420 --> 01:15:07.001]  That's right, and they catch you without a ticket.
[01:15:07.021 --> 01:15:10.123]  If you don't have a ticket, they'll just taser you.
[01:15:10.223 --> 01:15:16.787]  They taser you and they say, and then the police chief, the transit head, got in trouble and he said, yes, we're going to punish you.
[01:15:17.647 --> 01:15:18.588]  It's cattle prods.
[01:15:19.228 --> 01:15:19.408]  Yeah.
[01:15:19.969 --> 01:15:23.891]  And tasers have killed almost 400 people, they admit to, and so what do they do?
[01:15:23.911 --> 01:15:25.792]  They say, we're going to go from 50,000 volts to 75,000 volts.
[01:15:28.214 --> 01:15:29.015]  And you're gonna like it.
[01:15:29.035 --> 01:15:31.617]  You're gonna learn how to be a pathetic slave.
[01:15:32.738 --> 01:15:32.998]  Okay?
[01:15:33.038 --> 01:15:33.459]  I mean, look.
[01:15:34.259 --> 01:15:38.383]  20, 30 years ago, and I've seen the studies on this, Americans would help somebody in need.
[01:15:38.663 --> 01:15:41.946]  They would help somebody being mugged, or attacked, or killed, or bleeding to death in the street.
[01:15:42.206 --> 01:15:44.708]  They don't now, on average, because they've been trained.
[01:15:44.728 --> 01:15:46.730]  They watch four or five hours of TV a day.
[01:15:46.970 --> 01:15:48.572]  They wait for somebody else to do it.
[01:15:48.612 --> 01:15:49.613]  They're cowardly!
[01:15:49.993 --> 01:15:51.534]  Stop being cowards!
[01:15:51.594 --> 01:15:52.235]  Get angry!
[01:15:53.661 --> 01:15:58.446]  And stop defending the rat-infested government that's just stealing everything.
[01:15:58.466 --> 01:16:02.029]  I mean, here in Texas, they said, there's no toll roads, there's no plan for toll roads.
[01:16:02.529 --> 01:16:04.651]  The company isn't foreign, and now they're doing it all.
[01:16:04.992 --> 01:16:08.135]  They just lie, lie, lie, lie, lie, lie.
[01:16:08.475 --> 01:16:09.476]  Take the neighbor analogy.
[01:16:09.496 --> 01:16:11.498]  What if you had a neighbor who lied to you a thousand times?
[01:16:11.878 --> 01:16:13.520]  Neighbor you'd caught doing all these horrible things.
[01:16:14.884 --> 01:16:17.665]  I mean, the government gets caught every week shipping heroin and cocaine in.
[01:16:17.905 --> 01:16:21.927]  It's just a... I mean, the Texas Youth Commission runs giant rape rooms with children in them.
[01:16:21.967 --> 01:16:25.149]  I mean, it's the whole government totally filled with scum!
[01:16:25.169 --> 01:16:26.990]  We'll be right back with more of your calls.
[01:16:27.030 --> 01:16:27.570]  Stay with us.
[01:16:31.397 --> 01:16:32.819]  Senator Barkley, I presume.
[01:16:33.059 --> 01:16:35.262]  Governor Ventura, what are you doing down here?
[01:16:35.522 --> 01:16:38.345]  Looking for a way out for me and all these taxpayers.
[01:16:38.705 --> 01:16:40.107]  Are we where I think we are?
[01:16:40.287 --> 01:16:43.130]  Yes, it appears we're at the bottom of a very deep hole.
[01:16:43.311 --> 01:16:44.492]  Did we do something wrong?
[01:16:44.572 --> 01:16:45.093]  Not us.
[01:16:45.173 --> 01:16:49.838]  It seems some schemers on Wall Street dug this hole, and we're down here to get them out of it.
[01:16:50.038 --> 01:16:53.821]  I don't see too many investment bankers or insurance company executives down here.
[01:16:54.141 --> 01:16:55.642]  I don't see Al Franken here either.
[01:16:55.802 --> 01:16:59.005]  Senator, I said we're down here with taxpayers.
[01:16:59.725 --> 01:17:01.667]  I don't see Norm Coleman down here either.
[01:17:01.867 --> 01:17:06.410]  Well, since Norm Coleman became Senator, the federal deficit went up three trillion dollars.
[01:17:06.710 --> 01:17:09.532]  Governor, you and I know the first rule of getting out of a hole.
[01:17:09.872 --> 01:17:11.474]  Stop digging!
[01:17:11.514 --> 01:17:14.376]  During my administration, we ran budget surpluses.
[01:17:14.576 --> 01:17:16.117]  And we gave money back to taxpayers.
[01:17:16.577 --> 01:17:18.779]  That's the kind of thinking we need in Washington.
[01:17:18.959 --> 01:17:23.983]  Please go to SenatorBarclay.com to make a contribution and help take back our country.
[01:17:24.444 --> 01:17:26.966]  I'm Senator Dean Barclay and I approve this message.
[01:17:27.406 --> 01:17:30.409]  And so do I. Paid for by Barclay for Senate.
[01:17:33.271 --> 01:17:39.258]  Long-time survivalist author Ragnar Benson wrote, A survival retreat is a place you go to live, not die.
[01:17:39.658 --> 01:17:44.644]  It is a place out of the mainstream of events that contains the means to survive without outside support.
[01:17:45.144 --> 01:17:51.532]  A place where you find shelter, protection, food, water, medicine, and warmth you prepared for yourself.
[01:17:52.052 --> 01:17:56.956]  It is defensible and is put together with a realistic understanding of what the dangers will be.
[01:17:57.296 --> 01:17:59.918]  Ragnar Benson also said, Why retreat?
[01:18:00.498 --> 01:18:04.641]  This is a question that 90% of our population cannot and will not answer.
[01:18:05.041 --> 01:18:10.345]  If they could, that same 90% would have to admit that things may not continue on as they are now.
[01:18:10.845 --> 01:18:13.067]  They would also have to admit that they will need a retreat.
[01:18:13.687 --> 01:18:16.710]  Something completely impossible for the average American to do.
[01:18:17.371 --> 01:18:18.792]  Act now before it's too late.
[01:18:19.333 --> 01:18:27.521]  In order to find your new, high-security, self-sufficient, off-grid, beautiful retreat property, visit survivalproperty.com.
[01:18:27.821 --> 01:18:29.042]  That's survivalproperty.com.
[01:18:32.705 --> 01:18:35.766]  You know, I know exactly what you're thinking when it comes to this economy.
[01:18:35.886 --> 01:18:37.166]  The banks are crashing.
[01:18:37.266 --> 01:18:38.746]  The stock market's a mess.
[01:18:38.866 --> 01:18:40.387]  There's the mortgage crisis.
[01:18:40.527 --> 01:18:42.307]  There's the lending crisis.
[01:18:42.467 --> 01:18:46.868]  There is the food and gasoline prices through the ceiling crisis.
[01:18:47.148 --> 01:18:48.668]  And we are paralyzed a little bit.
[01:18:48.708 --> 01:18:50.489]  We don't know exactly how to respond to it.
[01:18:50.689 --> 01:18:51.449]  I don't know what to say.
[01:18:51.469 --> 01:18:52.249]  What can you do?
[01:18:52.269 --> 01:18:53.109]  Do what you can do.
[01:18:53.129 --> 01:18:53.689]  That's what you do.
[01:18:53.749 --> 01:18:54.670]  You do what you can do.
[01:18:54.890 --> 01:18:56.550]  What I can do is I can put some food away.
[01:18:56.670 --> 01:18:58.251]  I know there's a global food shortage.
[01:18:58.451 --> 01:18:58.951]  I can read it.
[01:18:58.991 --> 01:19:01.993]  I can go to efoodsdirect.com, read hundreds of articles about this.
[01:19:02.173 --> 01:19:06.376]  I can go up on the Google website and Google food shortage and see the world's a mess.
[01:19:06.556 --> 01:19:06.916]  I know it.
[01:19:06.976 --> 01:19:07.316]  You know it.
[01:19:07.396 --> 01:19:08.137]  Look at the prices.
[01:19:08.157 --> 01:19:08.797]  Look where they're headed.
[01:19:08.857 --> 01:19:09.457]  Be prepared.
[01:19:09.497 --> 01:19:10.118]  Take care of yourself.
[01:19:10.178 --> 01:19:16.121]  You owe your family some security, some sense of self-being, a little bit of self-reliance is a good idea right now.
[01:19:16.281 --> 01:19:18.323]  Get some food from efoodsdirect.com.
[01:19:18.423 --> 01:19:20.084]  Go up to efoodsdirect.com right now.
[01:19:20.124 --> 01:19:21.925]  Look, hey, you don't even have to can your own food anymore.
[01:19:21.965 --> 01:19:22.585]  We canned it for you.
[01:19:22.785 --> 01:19:23.145]  That's 1-800-409-5633.
[01:19:23.165 --> 01:19:27.449]  Eatfoodsdirect.com.
[01:19:27.469 --> 01:19:29.130]  1-800-409-5633.
[01:19:29.410 --> 01:19:29.931]  Call us now.
[01:19:30.891 --> 01:19:32.392]  Alex Jones here with a question.
[01:19:32.593 --> 01:19:34.034]  What does humidity mean to you?
[01:19:34.334 --> 01:19:36.556]  Most people think of hot and sticky summer days.
[01:19:37.016 --> 01:19:41.760]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:19:42.140 --> 01:19:45.002]  That's why I'd like you to visit acolablue.com.
[01:19:45.342 --> 01:19:48.865]  Acolablue is a state-of-the-art atmospheric water generator.
[01:19:49.225 --> 01:20:01.248]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:20:01.768 --> 01:20:03.789]  Finally, drinking water that you control.
[01:20:04.089 --> 01:20:05.089]  I use one every day.
[01:20:05.509 --> 01:20:10.970]  Say goodbye to expensive water delivery services and storing five gallon bottles of water in your home.
[01:20:11.190 --> 01:20:16.952]  The Ecola Blue 28 is shipped right to your home ready to make close to seven gallons a day right out of the box.
[01:20:17.572 --> 01:20:19.353]  They have a 30-day money-back guarantee.
[01:20:19.693 --> 01:20:21.214]  Call Ecola Blue right now at 866-585-4044.
[01:20:21.234 --> 01:20:21.495]  That's 866-585-4044.
[01:20:21.515 --> 01:20:23.116]  Or visit Ecola Blue at ecoloble.com today.
[01:20:23.156 --> 01:20:24.236]  You are listening to GCN.
[01:20:24.276 --> 01:20:25.217]  Visit GCNlive.com today.
[01:20:44.373 --> 01:20:50.179]  You know, I challenge new listeners listening out there on M&M's across the country or on the internet at InfoWars.com.
[01:20:53.563 --> 01:20:56.586]  There are archives of this show on the web going back more than 10 years.
[01:20:57.366 --> 01:20:59.388]  Just Google Alex Jones Radio 2000, 2002, 2004, 2005.
[01:21:04.614 --> 01:21:20.247]  And I laid out exactly how they would implode the derivatives, how they would give the banks unlimited governmental power, how they would then call for a world solution, the banks being given global government power, they're even calling in a new world order now, and then exactly what I said would happen has now happened.
[01:21:20.267 --> 01:21:20.487]  Why?
[01:21:20.507 --> 01:21:22.069]  I have the IMF and World Bank documents.
[01:21:22.924 --> 01:21:23.605]  We published them.
[01:21:23.825 --> 01:21:24.685]  We posted them.
[01:21:24.946 --> 01:21:25.726]  We talked about it.
[01:21:25.746 --> 01:21:28.588]  We know what we're talking about here.
[01:21:29.349 --> 01:21:30.630]  Look, I'm going to rampage through your calls.
[01:21:30.650 --> 01:21:35.414]  I'm going to play this clip of a psycho, a schizophrenic, beating a toddler to death.
[01:21:35.434 --> 01:21:36.295]  It's coming up later.
[01:21:38.216 --> 01:21:39.317]  Beating a toddler to death.
[01:21:40.402 --> 01:21:41.403]  I listen to your show every day.
[01:21:41.423 --> 01:21:44.426]  Actually, I listen to all the GCN shows every day.
[01:21:44.446 --> 01:21:45.668]  I'm a member of the Prison Clan.
[01:21:45.688 --> 01:21:46.689]  I've got all your movies.
[01:22:03.670 --> 01:22:04.712]  And, uh, wow.
[01:22:05.152 --> 01:22:06.154]  All I can say is wow.
[01:22:06.494 --> 01:22:07.616]  It's on the news every day.
[01:22:07.816 --> 01:22:11.281]  Uh, New World Order this, New World Government, New World Currency.
[01:22:12.296 --> 01:22:13.537]  And I'm still being laughed at!
[01:22:14.038 --> 01:22:15.779]  Yeah, well... I mean, you know, it's funny!
[01:22:15.839 --> 01:22:16.960]  Ha ha, yeah, great!
[01:22:17.300 --> 01:22:27.629]  Around in April, I told my dad, I work with my dad, I told him and a guy, we were talking, I told him, you know, around October we're going to find out that our government is bankrupting.
[01:22:27.749 --> 01:22:38.238]  Oh boy, they had such a hearty, even though I knew it then, they had a hearty laugh and they were almost rolling on the ground, but um... Yeah, they laughed at anybody that tells them they have a responsibility.
[01:22:38.258 --> 01:22:38.539]  Go ahead.
[01:22:38.899 --> 01:22:39.720]  That's too convergent.
[01:22:40.685 --> 01:22:41.846]  They are.
[01:22:42.206 --> 01:22:44.587]  So they woke up after it happened?
[01:22:44.607 --> 01:22:45.908]  You're a good man, I'm a good man.
[01:22:46.689 --> 01:22:53.112]  And all I can say about a woman being raped or a baby being beaten, not on my shift, I don't care.
[01:22:53.172 --> 01:22:53.813]  I'd stop it.
[01:22:53.893 --> 01:22:55.714]  I don't care if it was a cop with a gun.
[01:22:55.734 --> 01:22:57.335]  You're not going to rape a woman around me.
[01:22:58.115 --> 01:22:59.376]  A good man is a good man.
[01:23:00.131 --> 01:23:01.532]  Regardless of the New World Order.
[01:23:13.323 --> 01:23:14.705]  What happened to us as a country?
[01:23:14.745 --> 01:23:15.907]  This could never have happened.
[01:23:15.927 --> 01:23:19.531]  We had so much wealth and so much liberty because we wouldn't put up with being slaves.
[01:23:19.772 --> 01:23:21.033]  People knew government was bad.
[01:23:21.073 --> 01:23:22.716]  They knew it was bad to have it become big.
[01:23:23.056 --> 01:23:29.084]  But you're saying your dad and the guy that he works with, that you warned about the banks months before it happened, they now woke up?
[01:23:29.565 --> 01:23:30.286]  Yes, they did.
[01:23:31.954 --> 01:23:41.857]  Well, you ought to go give them the video clips that are on YouTube of where I was warning on Austin TV months before 9-11 saying the government's going to blow up the World Trade Centers and blame it on Bin Laden.
[01:23:42.157 --> 01:23:43.837]  Give them that and see what they say.
[01:23:43.917 --> 01:23:46.218]  Folks, we know what's going to happen, okay?
[01:23:46.258 --> 01:23:46.978]  I'm telling you.
[01:23:47.258 --> 01:23:49.619]  They're already poisoning your water and your food.
[01:23:49.999 --> 01:23:52.440]  The average person in government isn't aware and isn't involved.
[01:23:53.400 --> 01:23:53.740]  Okay?
[01:23:53.940 --> 01:23:55.000]  It's compartmentalized.
[01:23:55.100 --> 01:23:56.801]  I know it's hard to believe, but it's true.
[01:23:57.661 --> 01:23:58.641]  Go to the documents.
[01:23:59.221 --> 01:24:00.262]  Chad, in Canada.
[01:24:00.282 --> 01:24:01.202]  You're on the air, Chad.
[01:24:02.549 --> 01:24:03.991]  Hi there Alex, thanks for taking my call.
[01:24:04.231 --> 01:24:04.692]  Thanks for calling.
[01:24:05.132 --> 01:24:05.893]  First time caller.
[01:24:06.674 --> 01:24:12.241]  Now you mentioned fluoride and I'd like to basically state some credibility here.
[01:24:12.281 --> 01:24:17.067]  I have a degree in chemistry and biology from Laurentian University up here in Canada.
[01:24:17.996 --> 01:24:32.981]  And I'd like to point out to your listeners that fluoride is actually deposited in all glands, but more so in the pineal gland, up to 21,000 parts per million than any other tissue in the body, including teeth and bone.
[01:24:33.241 --> 01:24:35.381]  And they, of course, call that gland the seat of the soul.
[01:24:35.401 --> 01:24:36.302]  That's right.
[01:24:36.342 --> 01:24:40.643]  Even in my own Catholic religion, they call that the seat of the soul, the Eye of Horus.
[01:24:41.803 --> 01:24:42.944]  And, you know, it's interesting.
[01:24:42.964 --> 01:24:45.684]  Well, it regulates the other hormones involved in the area.
[01:24:45.724 --> 01:24:47.385]  Serotonin and melanin, that's right.
[01:24:48.260 --> 01:24:58.788]  And also, you know, our amphibian friends actually have a retina and a crystal attached to this hormone that's seeded in both hemispheres of our brain.
[01:24:58.808 --> 01:25:13.119]  Well, sodium fluoride attacks all the glands, all the bones, and over 90% of EPA scientists and toxicologists two years ago, I've had the head guy on, signed a letter to the head of the EPA.
[01:25:14.259 --> 01:25:16.820]  Saying, we've got to get this out of the water, it's toxic poison.
[01:25:17.240 --> 01:25:30.104]  That's right, and a couple of things recently, to the very meticulous research of Dr. Jennifer Luke from the University of Surrey in England, that states that the pineal gland is attacked the most by the fluoride.
[01:25:30.384 --> 01:25:33.165]  And you ever get that feeling, you're thinking of somebody and bang, they call?
[01:25:33.465 --> 01:25:36.566]  You know, that's your psychic sense that's responsible.
[01:25:37.126 --> 01:25:37.827]  Well, I know this.
[01:25:38.768 --> 01:25:39.568]  You make great points.
[01:25:39.588 --> 01:25:39.969]  I know this.
[01:25:52.458 --> 01:25:55.160]  Most of the studies show a 20 point IQ reduction.
[01:25:55.220 --> 01:25:59.063]  Some studies show higher, some show lower, but there's literally thousands of studies on fluoride.
[01:25:59.083 --> 01:26:00.804]  On average, the IQ studies, just Google it.
[01:26:01.184 --> 01:26:03.266]  Just type IQ reduction fluoride.
[01:26:03.286 --> 01:26:05.307]  You'll be reading mainline government stuff.
[01:26:05.327 --> 01:26:05.907]  Now, listen.
[01:26:06.508 --> 01:26:10.330]  In the 50s, we had widespread fluoridization by about 6% of the country.
[01:26:10.390 --> 01:26:10.711]  Now it's about 70.
[01:26:11.952 --> 01:26:18.056]  And they found very quickly on horse farms and cattle farms to not give them fluoridated water because it was killing them.
[01:26:18.076 --> 01:26:19.617]  And I've got a bunch of news articles about that now.
[01:26:20.794 --> 01:26:23.338]  I mean, it kills the horses and cows, folks!
[01:26:26.722 --> 01:26:27.343]  So incredible.
[01:26:27.764 --> 01:26:29.166]  Thank you so much for the call, sir.
[01:26:29.206 --> 01:26:30.047]  I appreciate it.
[01:26:30.127 --> 01:26:32.410]  I'm cutting all these great callers off so I have a chance to get to everybody.
[01:26:32.811 --> 01:26:34.794]  Bobby in California, you're on the air, Bobby.
[01:26:37.080 --> 01:26:46.526]  Hi, I now refer to my cell phone as a cancer phone, like pass me my cancer phone, or can I use your cancer phone?
[01:26:47.006 --> 01:26:50.988]  And I think what you do is just like, people call them cancer sticks.
[01:26:51.569 --> 01:26:53.950]  And statistically, people are better off
[01:26:54.794 --> 01:26:57.755]  Smoking two packs of cigarettes and putting their cell phone up to their head.
[01:26:58.275 --> 01:27:01.216]  That was a huge British study by the government came out about a month ago.
[01:27:01.236 --> 01:27:09.718]  Yeah, they found that regular cell phone use, I forget how many hours it said a month, but it was moderate, is more dangerous than a heavy smoker.
[01:27:10.778 --> 01:27:13.599]  And people are crazy that they should only use speakerphone.
[01:27:13.619 --> 01:27:14.819]  Don't put that thing up to your head.
[01:27:14.839 --> 01:27:20.881]  Well, the scientists, the brain surgeons and people, even have names now for the specific cell phone tumor you get.
[01:27:21.798 --> 01:27:22.078]  Yeah.
[01:27:22.198 --> 01:27:24.800]  And it's always on the side of the head you tend to use the phone on.
[01:27:25.781 --> 01:27:40.953]  Yeah, and I had an idea for the future, like maybe in the Prison Planet form, maybe someone could quote all the propositions throughout all the states, and maybe your listeners could go through and vote whether they think it's anti-New World Order or pro-New World Order.
[01:27:41.333 --> 01:27:42.594]  Just in the future.
[01:27:42.914 --> 01:27:45.917]  But another thing, I had a problem with Webster Tarpley.
[01:27:45.997 --> 01:27:48.218]  I think he kind of oversimplifies everything.
[01:27:49.159 --> 01:27:52.501]  You're certainly right that a lot of big support for her from the system but I mean
[01:28:04.626 --> 01:28:07.788]  Barack Obama's raising money almost two to one against McCain.
[01:28:08.328 --> 01:28:11.950]  Again, three times the Wall Street money that McCain got.
[01:28:12.011 --> 01:28:14.052]  And I'm not saying go vote for McCain, folks.
[01:28:14.072 --> 01:28:18.234]  The point is, the establishment's going to put in who they want coming up Tuesday.
[01:28:18.574 --> 01:28:22.997]  And regardless, I mean, here's what's scary about Barack Obama.
[01:28:23.760 --> 01:28:28.102]  He's calling for this million-man spy force of high schoolers to spy on their parents.
[01:28:28.143 --> 01:28:29.363]  We played the clip the first hour.
[01:28:30.284 --> 01:28:34.486]  He's running 30-minute infomercials where he's called the Chosen One and the Savior of the World.
[01:28:35.527 --> 01:28:37.768]  They're writing editorials calling him the Messiah.
[01:28:38.428 --> 01:28:43.711]  And I mean, any time I see people being called the Messiah, I get really upset and I get really worried.
[01:28:44.792 --> 01:28:51.696]  So, I just feel sorry for black folks because a lot of them are very proud and very happy and thinking, man, this will bring a bunch of equality.
[01:28:51.736 --> 01:28:52.036]  It's not.
[01:28:52.978 --> 01:28:57.920]  He's an evil globalist, so it's going to be blamed on black folks when it has nothing to do with color.
[01:28:58.760 --> 01:29:02.521]  And he's going to get so much through of the New World Order agenda.
[01:29:03.382 --> 01:29:06.523]  The left is sick of George Bush for eight years, now the globalists give us a leftist.
[01:29:06.983 --> 01:29:08.884]  Then we'll get sick of him, they'll give us a right winger.
[01:29:08.924 --> 01:29:09.484]  They're not left
[01:29:09.991 --> 01:29:12.713]  Right wing or right wing in their actual actions.
[01:29:13.393 --> 01:29:14.274]  I'm Alex Jones.
[01:29:14.934 --> 01:29:19.617]  30 more minutes of hard-hitting information right after this quick news break for stations out there.
[01:29:20.018 --> 01:29:20.938]  Stay with me.
[01:29:21.499 --> 01:29:25.281]  The websites again are infowars.com and prisonplanet.com.
[01:29:25.601 --> 01:29:29.604]  Join us in the Second American Revolution against dehumanization and tyranny.
[01:29:29.884 --> 01:29:30.885]  We'll be right back!
[01:29:48.573 --> 01:29:49.073]  We're good to go!
[01:30:14.531 --> 01:30:23.200]  Puriclear also has ingredients selected to promote improved circulation to enhance activity so that heavy metals may be more effectively captured and removed from the body.
[01:30:23.320 --> 01:30:26.664]  Order Puriclear now by calling Ripple Creek at 203-331-0363 or go to RippleCreek.com.
[01:30:31.471 --> 01:30:34.473]  Every 22 seconds a violent crime is committed.
[01:30:34.734 --> 01:30:36.755]  Are you concerned about your personal safety?
[01:30:37.055 --> 01:30:40.378]  Why wait for something bad to happen when you can take action now?
[01:30:40.678 --> 01:30:41.359]  Be smart.
[01:30:41.619 --> 01:30:42.320]  Be safe.
[01:30:42.600 --> 01:30:44.561]  Trust Pepper Spray instead of your luck.
[01:30:44.782 --> 01:30:50.346]  Pepperspray.com is the only website you'll ever need for all your non-lethal self-defense supplies.
[01:30:50.586 --> 01:30:54.009]  Pepperspray.com carries one of the largest assortments of pepper spray.
[01:30:54.289 --> 01:31:00.314]  And personal safety products on the web, including mace, animal repellents, stun guns, and tasers.
[01:31:00.514 --> 01:31:06.438]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:31:06.678 --> 01:31:10.962]  Pepperspray.com is proud to feature Saber brand pink ribbon pepper spray.
[01:31:11.142 --> 01:31:16.706]  For every Saber pink ribbon pepper spray sold, a donation will be made to the National Breast Cancer Foundation.
[01:31:16.986 --> 01:31:21.151]  Enter the word Pepper in the coupon box and you'll receive 10% off your order.
[01:31:21.391 --> 01:31:22.492]  So what are you waiting for?
[01:31:22.693 --> 01:31:24.114]  Go to Pepperspray.com.
[01:31:24.275 --> 01:31:26.497]  That's Pepperspray.com or call 1-800-908-9988.
[01:31:26.557 --> 01:31:26.938]  Call today!
[01:31:31.616 --> 01:31:34.937]  It is now time to reign in evil and bring them to justice.
[01:31:35.377 --> 01:31:39.979]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[01:31:40.399 --> 01:31:45.640]  The number of the mounted troops was 200 million, the vast majority of the population of the U.S.
[01:31:45.860 --> 01:31:56.403]  Though the people of the U.S., where their numbers and influence are strongest, have primary responsibility for reigning them in and bringing them to justice, all nations will participate since they reside the world over.
[01:31:56.864 --> 01:31:58.084]  They are called Illuminati.
[01:31:58.624 --> 01:31:59.405]  We're good to go.
[01:32:20.586 --> 01:32:24.075]  Visit our website at unveilingthem.com.
[01:32:24.315 --> 01:32:28.325]  That's U-N-V-E-I-L-I-N-G them dot com.
[01:32:28.626 --> 01:32:29.889]  The message of his kingdom.
[01:32:31.053 --> 01:32:33.195]  Break the law and you're caught on film.
[01:32:33.715 --> 01:32:38.299]  Practically impossible for police to spot plates that have been treated with a reflective spray.
[01:32:38.759 --> 01:32:40.621]  The reflection blinded our camera.
[01:32:40.701 --> 01:32:41.862]  We are under the microscope.
[01:32:42.042 --> 01:32:45.885]  Red light cameras and speed cameras are in place to make money, not for your safety.
[01:32:46.045 --> 01:32:49.448]  But you don't have to be defenseless against these unconstitutional devices.
[01:32:49.688 --> 01:32:52.870]  Have a fighting chance with SprayYourPlate.com's Photoblocker.
[01:32:52.991 --> 01:32:58.575]  When properly applied, this revolutionary product has proven itself to be the most effective device available against trafficking.
[01:32:58.615 --> 01:32:58.935]  I think so.
[01:33:13.692 --> 01:33:16.694]  You're listening to GCN, the Genesis Communications Radio Network.
[01:33:56.394 --> 01:33:58.555]  We're going to continue with your phone calls.
[01:34:02.397 --> 01:34:10.480]  But first I want to play the audio from this video out of California last week.
[01:34:14.622 --> 01:34:22.365]  And this goes to the issue of a spectator population, a cowardly population.
[01:34:23.175 --> 01:34:29.381]  A population that has literally lived their lives in front of a television set, sitting on their hind ends, living through other people.
