[00:00:00.049 --> 00:00:01.210]  SprayYourPlate.com.
[01:12:18.115 --> 01:12:21.899]  I haven't had a chance to read that yet, but I remember you almost a year ago.
[01:12:23.211 --> 01:12:29.473]  When Obama wasn't even a front-runner yet, wasn't even one of the top people yet, saying, watch Obama, watch Obama, watch Obama.
[01:12:30.253 --> 01:12:32.034]  Now Obama became the nominee.
[01:12:32.514 --> 01:12:37.135]  You're saying, watch for fascism, watch for street thugs beating you up for talking bad about him.
[01:12:37.495 --> 01:12:40.856]  Watch for the police saying you're not allowed to talk bad about Obama.
[01:12:41.156 --> 01:12:44.477]  And I remember going on Webster, even on air, I go, you're going too far.
[01:12:44.517 --> 01:12:46.098]  They're both puppets, they're both evil.
[01:12:46.718 --> 01:12:48.618]  I'm not going to say I support either one of them.
[01:12:48.658 --> 01:12:50.599]  They both are bought and paid for by Wall Street.
[01:12:51.239 --> 01:12:53.502]  I said, Webster, you know, I don't know where you get this.
[01:12:53.743 --> 01:12:58.729]  So we're going to go to break and come back and play a news clip and read what the governor of Missouri said about this.
[01:12:58.790 --> 01:13:00.051]  This is really happening now.
[01:13:00.412 --> 01:13:03.296]  But first, I want to know, how did you know that?
[01:13:03.356 --> 01:13:04.257]  I mean, that is like...
[01:13:04.924 --> 01:13:12.194]  That is like predicting who's gonna win the Indy 500, who's gonna win second, third, and fourth place, you know, in 2020.
[01:13:12.554 --> 01:13:14.216]  I mean, how did you know this?
[01:13:14.557 --> 01:13:15.218]  Thank you very much.
[01:13:15.238 --> 01:13:17.400]  You're making me look a little bit too good.
[01:13:17.541 --> 01:13:20.524]  I did not really understand Obama until about the 7th or 8th of January.
[01:13:22.026 --> 01:13:31.817]  So, in 2007... Okay, 10 months ago, all I know is that you were saying 3-4 months ago, 5-6 months ago, that exactly what's happening is now happening.
[01:13:32.017 --> 01:13:35.101]  Yeah, say 9 or 10 months ago, but here's the idea.
[01:13:35.541 --> 01:13:37.163]  I had lived in Central Europe.
[01:13:37.203 --> 01:13:43.150]  I've lived in Italy, lived in Germany, and I've really read a lot about the history of fascism and the early history.
[01:13:43.590 --> 01:13:50.154]  Italian fascism 1919 to 1922, German Nazism in the late 20s up until 1933.
[01:13:50.194 --> 01:13:52.295]  The Italian case is a very good one.
[01:13:52.715 --> 01:13:54.296]  Mussolini was a leftist.
[01:13:54.497 --> 01:13:54.917]  He was a socialist.
[01:13:54.937 --> 01:14:03.502]  He was a revolutionary socialist and his movement was made up of radical trade unionists, disgruntled war veterans from the special forces,
[01:14:04.282 --> 01:14:15.405]  Artists, intellectuals, sculptors, and revolutionary socialists who wanted Italy to join World War I. And that's what came together in Milan in 1919.
[01:14:15.765 --> 01:14:21.246]  So it's not a group of right-wing businessmen, although of course they pay for it.
[01:14:21.926 --> 01:14:25.347]  You've got to understand fascism is not a top-down phenomenon.
[01:14:25.667 --> 01:14:27.207]  It's a gutter phenomenon.
[01:14:27.247 --> 01:14:31.188]  It's a grassroots, anti-establishment, anti-authoritarian...
[01:14:47.737 --> 01:14:51.639]  Hooligans and fervently idealistic students.
[01:14:51.699 --> 01:14:55.362]  That would be a good summary of what fascist movements look like at the beginning.
[01:14:55.822 --> 01:15:01.305]  I'm stressing at the beginning, because once fascism takes power, these people more or less get mowed down.
[01:15:01.505 --> 01:15:04.327]  You know, Hitler just killed them all a couple of years ago.
[01:15:04.367 --> 01:15:05.688]  Because they're the troublemakers.
[01:15:05.948 --> 01:15:07.929]  Yeah, they're going to be uncontrollable.
[01:15:07.949 --> 01:15:08.450]  They're the useful idiots.
[01:15:08.470 --> 01:15:09.870]  They're not going to be happy when they get betrayed.
[01:15:09.890 --> 01:15:15.034]  There were people in the Nazi movement who wanted a second revolution, and Hitler was not going to go for that.
[01:15:16.286 --> 01:15:19.088]  So, yeah, exactly, the brown shirt.
[01:15:20.009 --> 01:15:23.732]  But in the early phase, fascism is radical.
[01:15:24.052 --> 01:15:25.794]  A lot of people think it's refreshing.
[01:15:25.934 --> 01:15:26.574]  It's new.
[01:15:27.715 --> 01:15:29.437]  It's a wonderful thing for many people.
[01:15:29.737 --> 01:15:40.025]  Alright, but I want to specifically understand how you knew, because for those that don't know, the police are saying, if you basically talk bad about Obama, they are going to arrest you.
[01:15:40.106 --> 01:15:41.427]  You cannot make this up.
[01:15:41.787 --> 01:15:42.948]  It's in multiple states.
[01:15:43.607 --> 01:15:48.375]  Tarpley was talking about it months ago, saying it was going on, but he couldn't document it in mainstream news.
[01:15:48.896 --> 01:15:51.561]  Now it's out there, and I mean, this is off the charts.
[01:15:52.022 --> 01:15:54.225]  This is off the charts, which you're about to hear when we get back.
[01:15:54.526 --> 01:15:54.926]  Stay with us.
[01:15:58.875 --> 01:16:03.299]  As a parent, your biggest fear is getting a phone call that your child has been attacked or worse.
[01:16:03.779 --> 01:16:08.704]  With your child going to college or moving out on their own, it's important to keep these safety tips in mind.
[01:16:09.264 --> 01:16:11.086]  Teach them to be aware of their surroundings.
[01:16:11.526 --> 01:16:13.608]  Walk on well-lit paths with friends or students.
[01:16:14.228 --> 01:16:16.892]  Secure the windows and doors of their dorm room or apartment.
[01:16:17.233 --> 01:16:18.755]  Know how to reach campus security.
[01:16:19.176 --> 01:16:22.300]  Always tell someone where they're going and when to expect their return.
[01:16:22.721 --> 01:16:25.064]  And always carry a self-defense device.
[01:16:25.545 --> 01:16:28.469]  This important message is brought to you by Pepperspray.com.
[01:16:29.370 --> 01:16:40.536]  Pepperspray.com features a full line of products for college students like Pepperspray and Mace, as well as window locks for dorm rooms or apartments, personal alarms, stun guns, and nighttime safety items.
[01:16:41.136 --> 01:16:44.878]  Enter school in the coupon code box and receive 10% off your order.
[01:16:45.318 --> 01:16:46.859]  Go to Pepperspray.com.
[01:16:47.239 --> 01:16:49.540]  That's Pepperspray.com or call 800-908-9988.
[01:16:49.580 --> 01:16:49.760]  That's 800-908-9988.
[01:17:00.291 --> 01:17:01.333]  Hi, this is Ted Anderson.
[01:17:01.733 --> 01:17:07.220]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[01:17:07.800 --> 01:17:08.301]  That's right.
[01:17:08.621 --> 01:17:11.265]  Gold has been available to be placed in IRAs since 1986.
[01:17:11.465 --> 01:17:18.393]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[01:17:18.934 --> 01:17:26.620]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds, and CDs, yet no word about IRAs.
[01:17:27.060 --> 01:17:31.924]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[01:17:32.545 --> 01:17:37.969]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[01:17:38.369 --> 01:17:42.493]  Don't get left behind by rising inflation and low return on your paper investments.
[01:17:42.893 --> 01:17:43.133]  Call 800-686-2237.
[01:17:43.153 --> 01:17:44.975]  Make sure that you secure your future.
[01:17:48.217 --> 01:17:48.478]  Call 800-686-2237.
[01:17:48.498 --> 01:17:48.698]  That's 1-800-686-2237.
[01:17:59.153 --> 01:18:08.798]  Since the year 2000, earthquakes, heat waves, droughts, tsunamis, floods, fires, and hurricanes have killed over 1 million people worldwide and forced tens of millions to go without food and water.
[01:18:08.998 --> 01:18:13.040]  After Katrina, the media was eager to show victims in New Orleans begging for food.
[01:18:13.160 --> 01:18:17.883]  If a disaster strikes you and your loved ones and you have no stored food, you'll be begging as well.
[01:18:18.143 --> 01:18:24.126]  Now our economy is slipping into an abyss that even Donald Trump says will make the Great Depression look like a Sunday picnic.
[01:18:24.306 --> 01:18:24.706]  The U.S.
[01:18:24.746 --> 01:18:27.427]  dollar is worth less today than it was even last week.
[01:18:27.608 --> 01:18:33.710]  Before food prices skyrocket, trucks stop running, and stores close their doors, Survival Enterprises can help you prepare.
[01:18:33.950 --> 01:18:36.932]  They're master distributors of Mountain House freeze-dried food.
[01:18:37.032 --> 01:18:45.196]  With up to a 50-year shelf life, Survival Enterprises has real butter, cheese and bread, real beef, chicken and turkey, all canned for long-term storage.
[01:18:45.376 --> 01:18:47.116]  For their website and more info, call 1-800-753-1981.
[01:18:47.136 --> 01:18:47.477]  That's 1-800-753-1981.
[01:18:53.120 --> 01:18:58.072]  1981 and remember if you wait until you need us it's too late call now
[01:18:59.381 --> 01:19:02.704]  It is now time to reign in evil and bring them to justice.
[01:19:03.144 --> 01:19:07.748]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[01:19:08.169 --> 01:19:13.413]  The number of the mounted troops was 200 million, the vast majority of the population of the U.S.
[01:19:13.633 --> 01:19:24.182]  Though the people of the U.S., where their numbers and influence are strongest, have primary responsibility for reigning them in and bringing them to justice, all nations will participate since they reside the world over.
[01:19:24.643 --> 01:19:25.864]  They are called Illuminati.
[01:19:26.284 --> 01:19:28.626]  Elite, proponents of the New World Order.
[01:19:29.006 --> 01:19:31.468]  They oppose everything that is God and Truth.
[01:19:31.788 --> 01:19:35.030]  They are of the line that was disinherited 2,000 years ago.
[01:19:35.350 --> 01:19:47.939]  Everything they have built over the centuries, the wealth they have accumulated, the power they have established, the poisoning of the masses, the destruction of the Earth and mankind, we will undo through the authority that has now been delegated to us.
[01:19:48.359 --> 01:19:51.841]  Visit our website at unveilingthem.com.
[01:19:52.101 --> 01:19:55.964]  That's U-N-V-E-I-L-I-N-G them dot com.
[01:19:56.444 --> 01:20:13.178]  You're listening to GCN, the Genesis Communications Radio Network.
[01:20:13.318 --> 01:20:15.119]  What are we talking about, ladies and gentlemen?
[01:20:15.139 --> 01:20:22.025]  Well, this is Governor Blunt's statement on Obama campaign's abuse of use of Missouri law enforcement.
[01:20:23.320 --> 01:20:29.624]  Now, remember when George Bush put people in free speech zones five miles away so they can't protest, we're against it here.
[01:20:30.005 --> 01:20:35.969]  That's a violation against the Bill of Rights, what our veterans have fought and died for, everything that makes us a free and safe society.
[01:20:36.689 --> 01:20:39.611]  From the greatest threat to humanity, tyranny from government.
[01:20:41.452 --> 01:20:44.855]  But remember Bill Clinton, how bad he was, and, oh, George Bush is going to save us.
[01:20:45.335 --> 01:20:46.576]  And I was neutral on that.
[01:20:46.636 --> 01:20:47.596]  I said, I don't think so.
[01:20:47.616 --> 01:20:48.577]  These guys are just puppets.
[01:20:48.597 --> 01:20:49.698]  And then it was so much worse.
[01:20:50.427 --> 01:20:53.370]  Well, it can get a lot worse after that, folks, with Barack Obama.
[01:20:53.970 --> 01:21:02.078]  And I'm not even saying, I'm not, I've said I'm not going to vote for either one, but I'll tell you, what I'm seeing here makes me question that.
[01:21:02.378 --> 01:21:03.139]  Not that it matters.
[01:21:03.199 --> 01:21:05.421]  Most areas of the country are electronic voting machines.
[01:21:05.842 --> 01:21:10.186]  They've been proven to be involved in fraud, so it, I mean, that's why we're under so much tyranny.
[01:21:10.586 --> 01:21:14.530]  That's why 91% of the American people don't want the bailout, but they're doing it!
[01:21:15.189 --> 01:21:16.930]  Or 91% in a Gallup poll?
[01:21:16.970 --> 01:21:17.450]  Same number.
[01:21:17.650 --> 01:21:18.430]  Don't want open borders?
[01:21:18.450 --> 01:21:18.950]  They're doing it.
[01:21:19.390 --> 01:21:20.951]  They just do what the elite want.
[01:21:21.011 --> 01:21:22.331]  But listen to the Governor.
[01:21:23.231 --> 01:21:33.834]  Governor Matt Blunt today issued a following statement on news reports that have exposed plans by Senator Barack Obama to use Missouri law enforcement to threaten and intimidate his critics.
[01:21:33.894 --> 01:21:37.195]  This is from governor.mo.gov.
[01:21:38.416 --> 01:21:40.116]  And this is Missouri Governor.
[01:21:40.956 --> 01:21:41.176]  St.
[01:21:41.216 --> 01:21:43.437]  Louis City Circuit Attorney
[01:21:44.708 --> 01:21:46.710]  Bob McCulloch, St.
[01:21:46.750 --> 01:22:05.022]  Louis City Circuit Attorney Jennifer Joyce, Jefferson County Sheriff Glenn Boyer, and Obama, and the leader of the Missouri campaign, Senator Clary McCaskill, they're all on TV and multiple newscasts, folks, have attached the stench of police state tactics to the Obama-Biden campaign.
[01:22:05.483 --> 01:22:06.604]  That is the governor!
[01:22:07.484 --> 01:22:09.786]  Now, I saw this Friday
[01:22:10.993 --> 01:22:21.120]  And then again Saturday I made more calls, and you can call the Obama campaign in Missouri, you can call them nationally, and they will say on the phone, yes, we want to arrest people that talk bad about Obama.
[01:22:21.720 --> 01:22:24.082]  I mean, you can't make this up!
[01:22:24.602 --> 01:22:26.623]  You can't make this up!
[01:22:28.404 --> 01:22:33.508]  When Senator Obama and his helpers are doing a scandalous beyond words,
[01:22:35.029 --> 01:22:38.111]  Again, what Senator Obama and his helpers are doing is scandalous beyond words.
[01:22:38.572 --> 01:22:48.299]  The party that claims to be the party of Thomas Jefferson is abusing the justice system and offices of public trust to silence political criticism with threats of prosecution and criminal punishment.
[01:22:49.100 --> 01:22:57.546]  This abuse of law for intimidating insults the most sacred principles and ideals of Jefferson.
[01:22:57.927 --> 01:23:03.731]  I can think of nothing more offensive to Jefferson's thinking than using the power of the state to deprive Americans of their civil rights.
[01:23:04.131 --> 01:23:04.612]  The only
[01:23:05.469 --> 01:23:19.490]  The conceivable purpose of Obama and others is to frighten people away from expressing themselves, to chill free speech and open debate, to suppress support and donations to conservative organizations targeted by this anti-civil rights.
[01:23:22.617 --> 01:23:35.995]  To strangle criticism of Mr. Obama, to suppress ads about his support of higher taxes, and to choke out criticism on television, radio, the internet, blogs, email, and daily conversation about the election.
[01:23:37.003 --> 01:23:38.424]  Barack Obama needs to grow up.
[01:23:38.805 --> 01:23:42.548]  Leftist blogs and others in the press constantly say false things about me and my family.
[01:23:42.949 --> 01:23:47.173]  Usually we ignore false, scurrilous accusations because the purveyors have no credibility.
[01:23:47.373 --> 01:23:48.594]  When necessary, we refute them.
[01:23:49.034 --> 01:23:55.961]  Enlisting Missouri law enforcement to intimidate people to kill free debate is reminiscent of the Sedition Acts, not a free society.
[01:23:56.441 --> 01:23:59.144]  Now, let's go ahead and play about a two-minute newscast.
[01:23:59.504 --> 01:24:02.547]  This is just one of many
[01:24:03.720 --> 01:24:08.362]  From NBC News 4, out of St.
[01:24:08.422 --> 01:24:09.243]  Louis, here it is.
[01:24:10.263 --> 01:24:19.728]  Senator Barack Obama's presidential campaign is asking Missouri law enforcement to target anyone who lies or runs a misleading television ad during the presidential campaign.
[01:24:20.069 --> 01:24:22.610]  First, John Mills is live at the county election board in Maplewood.
[01:24:22.630 --> 01:24:27.312]  He's been learning more about which members of law enforcement are getting involved in this.
[01:24:27.332 --> 01:24:28.233]  John, tell us more about this.
[01:24:29.002 --> 01:24:29.622]  Russell, good evening.
[01:24:29.722 --> 01:24:35.786]  Prosecutors and sheriffs from across Missouri are joining something called the Barack Obama Truth Squad.
[01:24:36.126 --> 01:24:39.368]  Two high-profile prosecutors are part of the team.
[01:24:39.688 --> 01:24:42.129]  We met them this afternoon in the Central West End.
[01:24:42.489 --> 01:24:45.691]  They are Jennifer Joyce from the city, Bob McCullough, the St.
[01:24:45.711 --> 01:24:47.332]  Louis County prosecuting attorney.
[01:24:47.372 --> 01:24:54.236]  They will be reminding voters that Barack Obama is a Christian who wants to cut taxes for anyone making less than $250,000 a year.
[01:24:56.517 --> 01:25:03.991]  They also say they plan to respond immediately to any ads and statements that might violate Missouri ethics laws.
[01:25:05.618 --> 01:25:08.079]  We want to keep this campaign focused on issues.
[01:25:08.539 --> 01:25:14.081]  We don't want people to get distracted, and the Missourians don't want to be distracted by these divisive character attacks.
[01:25:14.201 --> 01:25:18.883]  So we're here to respond to any character attacks, to set the record straight.
[01:25:19.003 --> 01:25:27.286]  Whether it is directly attributable to the campaign or to one of the soft money operations, if they're not going to tell the truth, then somebody's got to step up and say, wait a minute.
[01:25:27.486 --> 01:25:28.306]  Alright, that's enough.
[01:25:28.326 --> 01:25:29.766]  It goes on and on.
[01:25:29.826 --> 01:25:33.888]  Now, I've called the campaign, I've called the local campaign, I've called these offices.
[01:25:34.669 --> 01:25:38.557]  And they say, if you say that Barack Obama wants to raise taxes, you get arrested.
[01:25:39.494 --> 01:25:42.256]  Now, Obama's said over and over again he wants all sorts of new taxes.
[01:25:42.937 --> 01:25:44.478]  The guy is anti-gun.
[01:25:44.538 --> 01:25:49.961]  He said ban 30-odd, 6 rounds, 223, ban most rifles and handguns.
[01:25:50.302 --> 01:25:51.062]  That's on record.
[01:25:51.102 --> 01:25:51.983]  Am I going to get arrested?
[01:25:52.523 --> 01:25:55.585]  The point is, even if that wasn't true, they'd have to civilly go after me.
[01:25:55.846 --> 01:25:57.647]  This is a direct attack on the First Amendment.
[01:25:57.667 --> 01:26:03.611]  It also shows how warped the police are to think that they're allowed to come to control what you can and can't say.
[01:26:04.031 --> 01:26:05.132]  Now, understand something.
[01:26:05.392 --> 01:26:07.454]  This is going on in Illinois, in New York,
[01:26:07.914 --> 01:26:08.715]  And in other states.
[01:26:08.775 --> 01:26:09.876]  This is not just here.
[01:26:10.396 --> 01:26:11.817]  And this is a concerted effort.
[01:26:12.198 --> 01:26:15.561]  Webster Tarpley, this is just unbelievable.
[01:26:15.981 --> 01:26:21.385]  And then to have a governor come out and say that this is a police state tactic, a chilling effect tactic.
[01:26:22.106 --> 01:26:23.467]  At first, I didn't believe this Friday.
[01:26:23.507 --> 01:26:24.368]  I made phone calls.
[01:26:24.828 --> 01:26:29.012]  They are there saying, basically, you're not allowed to talk bad about Barack Obama.
[01:26:29.172 --> 01:26:33.816]  And they're saying, if you have a bumper sticker saying he's a Muslim, which his dad was, and he did go to Muslim schools,
[01:26:34.296 --> 01:26:36.659]  I mean, you know, certainly somebody has a right to their opinion.
[01:26:37.100 --> 01:26:39.282]  I mean, is that what America's come to?
[01:26:39.362 --> 01:26:42.686]  I mean, you said that he would do exactly stuff like this.
[01:26:42.726 --> 01:26:43.407]  How did you know that?
[01:26:44.316 --> 01:26:50.978]  Again, it's partly the comparison to Italian fascism at the beginning, to the other forms of fascism.
[01:26:51.018 --> 01:27:00.581]  You can look at the Iron Guard in Romania of Codriano, or the French under Pétain, or the Spanish under Franco, or the Portuguese under Salazar.
[01:27:00.641 --> 01:27:01.281]  It's all the same.
[01:27:01.661 --> 01:27:06.503]  You've also got to look at these people power coups or color revolutions.
[01:27:07.083 --> 01:27:17.193]  What Obama is basically doing, the structure of the Obama campaign has been refined in things like the Roses Revolution in Tiflis, Georgia, the Orange Revolution in Kiev.
[01:27:18.074 --> 01:27:19.615]  It's a CIA coup.
[01:27:19.815 --> 01:27:21.877]  And, oh, that's what you pointed out nine months ago.
[01:27:21.977 --> 01:27:29.044]  He has the exact people that run those coups running his campaign has gotten three times the Wall Street money that McCain has.
[01:27:29.304 --> 01:27:32.127]  So you've been saying he's their candidate, but you said repeatedly.
[01:27:32.447 --> 01:27:39.469]  And you also have written about it, that they would use the police with local support to go after people that criticized them.
[01:27:39.529 --> 01:27:40.469]  How did you know that?
[01:27:40.769 --> 01:27:41.850]  Because it's now happening.
[01:27:42.090 --> 01:27:54.874]  Well, I write about this in detail in the two books, Obama, The Postmodern Coup, and Barack H. Obama, The Unauthorized Biography, which are available in various internet sources, Amazon and also at your shop, Alex.
[01:27:55.174 --> 01:27:56.234]  Infowars.com, yeah.
[01:27:56.694 --> 01:27:59.596]  Uh, the idea is that that's the historical pattern.
[01:27:59.996 --> 01:28:03.939]  It's a movement of goons who have a political goal and they're in league with the police.
[01:28:04.259 --> 01:28:10.723]  See, you reach a point with a society like this where if you want to use the police for repression, there may not be enough.
[01:28:11.204 --> 01:28:14.806]  And if you want to bring in the army, the army may not be reliable.
[01:28:14.906 --> 01:28:19.068]  It's a way to organize a population to oppress itself around the hysteria of certain ideas, which in the case of Obama,
[01:28:36.255 --> 01:28:38.236]  I've made a list of 10 or 12 points.
[01:28:38.316 --> 01:28:42.998]  Yeah, let's go over and we come back and let's talk about what life under Obama is going to be like.
[01:28:43.358 --> 01:28:49.160]  Because you talk about being, you're going to be firebombed, attacked, arrested, shot, beaten to death, and no one's going to help you.
[01:28:49.660 --> 01:28:50.661]  Okay, this is the Bankers.
[01:28:50.781 --> 01:28:51.321]  We'll be right back.
[01:29:00.282 --> 01:29:02.524]  They say you can't predict the stock market.
[01:29:02.844 --> 01:29:06.026]  If you trade on a regular basis, you've probably heard that lie.
[01:29:06.287 --> 01:29:11.511]  But what if I told you there's a way to know which way the market will go each week, a whole week in advance?
[01:29:11.931 --> 01:29:14.313]  Do you think you could benefit from this kind of information?
[01:29:14.693 --> 01:29:19.056]  The guys over at eminiforecaster.com put out a weekly forecast line.
[01:29:19.296 --> 01:29:24.200]  They call it a G-Line, which forecasts the direction of the stock market a whole week in advance.
[01:29:24.640 --> 01:29:25.161]  Impossible?
[01:29:25.541 --> 01:29:30.303]  Head over to e-mini-forecaster.com and check out their forecast history to see for yourself.
[01:29:30.783 --> 01:29:34.664]  e-mini-forecaster.com predicts the market one whole week in advance.
[01:29:35.044 --> 01:29:38.626]  It's simple to use and can give you the market edge you've been looking for.
[01:29:38.986 --> 01:29:43.407]  If you're an active trader in the markets, go directly to e-mini-forecaster.com.
[01:29:43.687 --> 01:29:47.949]  That's e-m-i-n-i-forecaster.com right now for more information.
[01:29:48.209 --> 01:29:51.410]  Again, that's e-m-i-n-i-forecaster.com.
[01:29:53.345 --> 01:29:57.091]  This is Rob at EveningForecaster.com and I approve this message.
[01:29:59.258 --> 01:30:09.125]  Cameras are everywhere, above stoplights, on toll booths, and scanning the freeways just waiting to snap a photo of your license plate, only to slam you with ridiculous fines.
[01:30:09.485 --> 01:30:11.706]  In California, red light tickets are as high as $400.
[01:30:11.806 --> 01:30:17.410]  Spray Your Plate is a spray-on photoblocker that protects against all types of cameras.
[01:30:17.710 --> 01:30:23.734]  Spray Your Plate photoblocker spray reflects and protects against flash photo images, making your plate unreadable.
[01:30:24.195 --> 01:30:29.118]  One can of photoblocker will pay for itself many times over, last forever, and is complete
[01:30:29.158 --> 01:30:31.039]  Don't give your money to the state.
[01:30:31.099 --> 01:30:31.859]  Spray your plate!
[01:30:59.051 --> 01:31:05.276]  With oil at $105 per barrel and counting, we need radical change if we're to avert becoming a third world nation.
[01:31:05.737 --> 01:31:10.681]  It's time to jump on the next wave of free energy and radical natural alternative health solutions.
[01:31:10.941 --> 01:31:12.623]  Introducing Organ Products.
[01:31:12.903 --> 01:31:17.707]  Organ is the universal life force, the basic building block of all matter on the material planet.
[01:31:17.927 --> 01:31:22.391]  Oregon Electro Medicine is the wave of the future dating back to the late 1800s.
[01:31:22.571 --> 01:31:28.956]  Wilhelm Reich Oregon used cloud buster technology that can now be applied in your home for dramatic energy savings of up to 25%.
[01:31:29.716 --> 01:31:33.720]  The possible uses for this device are only limited by your imagination.
[01:31:33.900 --> 01:31:39.084]  For less than the cost of a doctor's visit, you can have a device that can lead to the end of all your problems.
[01:31:39.324 --> 01:31:41.766]  Health doesn't need to be expensive or complicated.
[01:31:41.906 --> 01:31:45.890]  Simple technology equals profound results at organproducts.org.
[01:31:45.950 --> 01:31:48.852]  That's O-R-G-O-N-E products dot org.
[01:31:49.093 --> 01:31:51.695]  O-R-G-O-N-E products dot org.
[01:31:51.975 --> 01:31:52.376]  Or call 646-498-5309.
[01:31:52.396 --> 01:31:52.716]  That's 646-498-5309.
[01:31:59.042 --> 01:32:00.884]  Heart disease is on the rise.
[01:32:01.024 --> 01:32:07.709]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[01:32:07.989 --> 01:32:16.156]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:32:16.376 --> 01:32:22.101]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:32:22.381 --> 01:32:24.062]  My blood pressure has normalized.
[01:32:24.122 --> 01:32:26.263]  My diabetes has totally improved.
[01:32:26.403 --> 01:32:30.665]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:32:30.825 --> 01:32:32.966]  I recommend Heart and Body Extract to everyone.
[01:32:33.046 --> 01:32:40.589]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:32:40.589 --> 01:32:41.389]  Thank you for listening to GCN.
[01:32:41.409 --> 01:32:42.690]  Be sure to visit GCNlive.com today.
[01:33:17.382 --> 01:33:27.606]  Now, the Obama campaign tells News 4 that others, prosecutors and sheriffs, are also part of the team, including some from the Kansas City area and from rural parts of Missouri.
[01:33:27.786 --> 01:33:32.988]  We're also told the Truth Squad is expected to include Jefferson County Sheriff Glenn Boyer.
[01:33:33.488 --> 01:33:35.569]  Live in Maplewood, John Mills, News 4.
[01:33:35.789 --> 01:33:36.549]  John, thank you.
[01:33:37.750 --> 01:33:39.290]  And we've got other newscasts out of St.
[01:33:39.330 --> 01:33:39.591]  Louis.
[01:33:39.611 --> 01:33:40.511]  I think that's closer to
[01:33:43.112 --> 01:33:43.852]  Kansas City.
[01:33:44.292 --> 01:33:45.813]  There's a whole bunch of these news clips.
[01:33:45.833 --> 01:33:46.813]  You can go up and watch them.
[01:33:47.293 --> 01:33:54.495]  We have an article up on InfoWars.com titled, Tell the Truth About Obama and Missouri Go to Jail.
[01:33:55.475 --> 01:34:00.417]  You can also call the Obama campaign yourself and they say, yeah.
[01:34:02.037 --> 01:34:08.139]  We say when you're lying, no judge, no jury, no civil case, we just come arrest you.
[01:34:09.326 --> 01:34:14.432]  Now, Webster, you've got a list of serious issues with Obama and the fascism and who's behind him.
[01:34:16.214 --> 01:34:25.665]  But also, there's a lot of other examples of the intimidation and the thug tactics and people being arrested for criticizing Obama before.
[01:34:26.832 --> 01:34:28.454]  Yeah, you want to go through a couple of those?
[01:34:28.474 --> 01:34:29.455]  Yeah, let's do it.
[01:34:29.535 --> 01:34:35.881]  It's kind of a coincidence, but I got a report from a friend of mine, Greg Nixon, an investigative journalist in Burlington, Vermont.
[01:34:36.502 --> 01:34:42.428]  A week ago Sunday, in the pedestrian zone in the center of Burlington, Vermont, this is Obama country, right?
[01:34:42.448 --> 01:34:46.933]  Richard Leedis, Howard Dean and company, and Bernie Sanders run the state.
[01:34:47.794 --> 01:34:50.638]  A guy is a graduate student in electrical engineering.
[01:34:50.698 --> 01:34:52.822]  He's not an incendiary.
[01:34:52.842 --> 01:34:53.923]  He's not a provocateur.
[01:34:54.444 --> 01:34:59.773]  He walks up to a group of middle-aged women who are doing a book table for Obama in the pedestrian zone.
[01:34:59.813 --> 01:35:02.337]  Now, in order to be there, you've got to get a permit from the city.
[01:35:02.857 --> 01:35:08.199]  So he says, what is the story about your man Obama being close to his big new Brzezinski?
[01:35:08.739 --> 01:35:10.480]  And they say, well, they get off.
[01:35:10.500 --> 01:35:11.360]  They don't want to answer that.
[01:35:11.400 --> 01:35:12.540]  The guy walks away.
[01:35:12.600 --> 01:35:13.581]  There's no incident.
[01:35:14.081 --> 01:35:14.801]  He walks away.
[01:35:14.841 --> 01:35:16.242]  He's about a block away.
[01:35:16.642 --> 01:35:17.842]  The police come after him.
[01:35:18.562 --> 01:35:28.886]  The middle-aged ladies of the Obama table have called the cops, telling him, perhaps under a program like this thing that we're hearing about in Missouri now,
[01:35:29.657 --> 01:35:41.605]  They tell him, uh, you're under arrest, uh, for, uh, they don't say for what, and the guy says, but you can't be serious, and then they grab him, they throw him in jail for 36 hours, and now he's got a court date.
[01:35:41.966 --> 01:35:44.648]  And there's, I've sent you a press release about this, Alex.
[01:35:44.668 --> 01:35:47.049]  Yeah, through that source, I'm gonna get him on the weekday show.
[01:35:47.069 --> 01:35:47.530]  Absolutely.
[01:35:47.550 --> 01:35:49.211]  Coming up, but now it's not just that.
[01:35:50.131 --> 01:35:54.574]  We had this other gentleman saying that he'd done drugs with Obama, then he gets arrested.
[01:35:54.594 --> 01:35:56.836]  I mean, they're not playing games.
[01:35:56.876 --> 01:35:57.917]  Let's talk about that one, too.
