[00:00:11.010 --> 00:00:12.771]  Monday through Friday from 11 a.m.
[01:26:44.852 --> 01:26:48.413]  I can predict what they're going to do down to the exact words, blowing people away.
[01:26:48.433 --> 01:26:51.615]  And as the real world is clearer and clearer to me,
[01:26:53.776 --> 01:26:57.398]  It's a little frightening as I see David Icke's world's pretty clear, actually.
[01:26:57.418 --> 01:27:02.682]  Then it horrifies me to see these stunted creatures.
[01:27:02.742 --> 01:27:03.803]  It's almost like in colors.
[01:27:03.823 --> 01:27:09.086]  There's these rainbow, happy, glowing light, you know, people waking up, shining brighter.
[01:27:09.106 --> 01:27:16.251]  And then there's these dark, like, black holes of people who are getting more and more evil, more and more hateful, more and more greedy and petty.
[01:27:16.651 --> 01:27:21.735]  And I see a huge war right now, that war against the people unlocking their minds.
[01:27:21.795 --> 01:27:22.195]  David Icke.
[01:27:23.175 --> 01:27:35.119]  Yeah, you know, when I go back to the days nearly 20 years ago when I was just minding my own business, introducing television programs, and suddenly the top of my head blew off.
[01:27:35.199 --> 01:27:43.501]  And for about three months, which is very much remembered by people in this country, for about three months if you'd asked my name I wouldn't have been able to tell you.
[01:27:43.521 --> 01:27:45.822]  If you'd asked me what planet I was on, I'd have had to check.
[01:27:46.402 --> 01:27:50.504]  But what happened in that period, it was like
[01:27:53.088 --> 01:28:09.672]  My mind opened so fast, for whatever reason, that all this knowledge that my mind and my brain did not have to decode before, suddenly it was decoding this massive amount of information that was coming into my mind.
[01:28:11.033 --> 01:28:20.195]  What happened to me for about three months was like when you press too many keys on the computer too quick, it freezes up and it goes, can't process this, shutting down, go away.
[01:28:20.965 --> 01:28:29.650]  And then after about three months, after mass ridicule because of what had gone on, my mind like morphed.
[01:28:30.130 --> 01:28:36.774]  It was like the computer unfroze and suddenly I could see the same world in a completely different way.
[01:28:36.834 --> 01:28:40.136]  Now David, let me ask you a question because I don't know a lot of people that have had this similar experience.
[01:28:40.696 --> 01:28:44.278]  I have that, but every six months, every year, it might be two times in a week.
[01:28:44.858 --> 01:29:05.984]  Like levels and then the problem is the level I'm on I can't even articulate to people so it's very frustrating that I can't even because it's like I'm at the Grand Canyon and you know on business and I and I call my wife and she says what's it look like describe it there's no describing it it's too big there's too much.
[01:29:06.004 --> 01:29:08.625]  Do you know I tell you what mate
[01:29:09.756 --> 01:29:38.469]  The biggest frustration of my life in the last 20 years has been being in that situation since that awakening, and people perceiving you as mad, as ridiculous, as far out, as dangerous, all these things, and you knew that you just couldn't explain where you were coming from fully, because you couldn't find the words to do it, because what you were knowing and what you were feeling
[01:29:38.949 --> 01:29:45.810]  We have simply, because we've been closed out for so long, we've not developed even the human language to express it.
[01:29:46.090 --> 01:30:04.854]  And what's a real joy to me now, I mean I could start crying to be honest as you bring this subject up, what's a real joy to me is that more and more minds are opening so we can now have a dialogue and people can understand other people and where they're coming from and where they've been.
[01:30:05.835 --> 01:30:10.597]  And so there is this massive parting of the ways, if you like.
[01:30:10.637 --> 01:30:12.278]  And that's got the New World Order upset.
[01:30:12.318 --> 01:30:14.239]  I mean, I'm not seeing arrogance anymore.
[01:30:14.599 --> 01:30:18.861]  They are acting like they are scared to death, like kryptonite or something.
[01:30:19.594 --> 01:30:33.741]  Well, it's interesting, Alex, you know, I've been saying for years now that this panic, and that's what it is, this mad panic to bring in this Orwellian state, is not even to advance their power.
[01:30:33.781 --> 01:30:34.741]  Yeah, they're desperate!
[01:30:35.181 --> 01:30:43.085]  Hold on to the power they'd already accumulated, because I was going to say, in those early years when my mind whacked open,
[01:30:43.869 --> 01:30:47.452]  I knew that there was a vibrational change coming.
[01:30:47.472 --> 01:30:52.636]  That's why I called the first book I ever wrote on these subjects back in 1990, Truth Vibrations.
[01:30:53.363 --> 01:30:57.466]  There was a vibrational change coming that was going to open people up.
[01:30:57.546 --> 01:31:02.090]  It was going to act like a spiritual alarm clock for those who were open to it.
[01:31:02.791 --> 01:31:14.260]  And that this network of control, which is a fear network, they're terrified of each other, and you're quite right, they are terrified.
[01:31:14.780 --> 01:31:15.000]  Of course!
[01:31:34.859 --> 01:31:41.683]  They live that, you know, John Carpenter movie was so accurate in so many ways about the way this system works.
[01:31:41.703 --> 01:31:42.684]  And that's their big joke.
[01:31:42.724 --> 01:31:44.085]  The general public isn't living.
[01:31:44.365 --> 01:31:45.006]  We're awake.
[01:31:45.066 --> 01:31:45.586]  We're living.
[01:31:45.606 --> 01:31:46.847]  We're just on the good guy's side.
[01:31:47.087 --> 01:31:47.667]  They're awake.
[01:31:47.707 --> 01:31:48.608]  They're on the dark side.
[01:31:49.249 --> 01:32:01.496]  Yeah, what they're terrified of, and this is why I said earlier, all this surveillance and stuff, and all this data, and all this tracking stuff, it's not for the mass of the population.
[01:32:02.537 --> 01:32:10.522]  It's for those who are awakened, because they knew, and I knew nearly 20 years ago, but who could I discuss this with?
[01:32:11.062 --> 01:32:21.028]  I knew 20 years ago that this stuff was coming in because they knew that the awakening was coming and they had to try to keep the trap door on it.
[01:32:21.348 --> 01:32:34.755]  And this is why it's in this period we've had the massive influx of chemicals in food, electromagnetic pollution, which is designed to manipulate the energy field that we live in, the food fields we live in.
[01:32:34.795 --> 01:32:36.316]  Yeah, all that stuff.
[01:32:36.736 --> 01:32:41.738]  It's designed to target those who have the potential to awaken.
[01:32:42.318 --> 01:32:43.339]  They're in terror!
[01:32:43.359 --> 01:32:44.960]  Let me stop you, let me stop you.
[01:32:45.160 --> 01:32:55.684]  They report that the magnetic field of the earth, energized by the sun and space radiation, and this is mainstream science, is what plants and plankton and bacteria and the whole time clock's on.
[01:32:56.104 --> 01:32:58.225]  Not just the light, but the magnetic field.
[01:32:58.505 --> 01:33:02.247]  And then I had the head of Harp on last week, and he was admitting they create artificial
[01:33:03.067 --> 01:33:08.629]  Uh, Aurora Borealis, but then he said cell phones and, and, and, and wavelengths and radio waves.
[01:33:09.349 --> 01:33:10.509]  None of them are bad for us.
[01:33:10.729 --> 01:33:16.611]  When Mainline Science admits it'll fry you, I mean, it's just... The man's either an idiot or a liar, huh?
[01:33:16.771 --> 01:33:17.391]  None of them.
[01:33:17.411 --> 01:33:19.012]  He's the top scientist ahead of them.
[01:33:19.412 --> 01:33:21.854]  Jeez, but I mean, it's a nonsense.
[01:33:22.414 --> 01:33:27.658]  You know, I said to someone a few weeks ago, how do you affect all the fish at the same time?
[01:33:27.838 --> 01:33:29.159]  Answer, you affect the sea.
[01:33:29.479 --> 01:33:31.801]  You change the sea, you affect every fish.
[01:33:32.241 --> 01:33:37.345]  You change the sea of energy that we live in, which is what harp and all these other things are about, you affect everybody.
[01:33:37.425 --> 01:33:43.329]  Well, I've got hundreds of studies, and obviously you know this, but I'm backing up, David, that just sell towers and things.
[01:33:44.830 --> 01:33:46.672]  They always argue, well, the sun puts off a lot of this.
[01:33:46.692 --> 01:33:50.997]  Well, we're designed and created to live with its waves.
[01:33:51.057 --> 01:33:54.841]  You add all these other ones, that's what causes that butterfly effect.
[01:33:55.381 --> 01:33:57.784]  Yeah, but this is the key point.
[01:33:58.565 --> 01:34:04.010]  And I think, you know, it brings into some perspective what we've been talking about with this parting of the waves.
[01:34:06.909 --> 01:34:08.970]  Everything is about frequency.
[01:34:11.012 --> 01:34:16.235]  Quite obviously the cell phones work on a frequency.
[01:34:16.355 --> 01:34:18.957]  All these things that are being poured at us work on a frequency.
[01:34:19.137 --> 01:34:25.821]  Even a chemical additive in a soft drink or whatever is a frequency on an energetic level.
[01:34:26.681 --> 01:34:45.647]  Once you open your mind, open your heart, which is connected to the mind, energetically, and you raise to a higher frequency, then just like Radio A doesn't affect Radio B, because it's on the different frequencies, so these things stop affecting us.
[01:34:46.267 --> 01:34:48.848]  The ones, and this I think is very significant,
[01:34:49.620 --> 01:34:50.961]  to what we've been talking about.
[01:34:51.541 --> 01:35:12.228]  The ones who are not opening up, who are on that frequency which they're targeting, they're going to respond more and more in line with that frequency range manipulation, and so they're going to be more closed, more robotic, whereas other people who are not being affected by that manipulation, because they're out of the
[01:35:12.728 --> 01:35:12.908]  It's
[01:35:28.075 --> 01:35:30.556]  It's a mental and spiritual rebellion against tyranny.
[01:35:31.036 --> 01:35:33.758]  Did you see the Baltimore Sun article six years ago?
[01:35:34.098 --> 01:35:43.642]  Where DARPA that invented the net and everything else said, we are in the field testing waves and towers to make people relax during emergencies.
[01:35:43.982 --> 01:35:50.485]  And they said, and we have the patents from the fifties, but I mean, they were testing us when they just put that in the newspaper.
[01:35:51.280 --> 01:36:16.591]  Well, I think you have something similar in America, but in Britain, the Blair government, even though we had a perfectly adequate and workable communication system for the emergency services in this country, suddenly at massive cost, changed it to something called the Tetra system, which they have these towers now all over Britain, and there's more and more all the time.
[01:36:16.631 --> 01:36:17.612]  Same thing here.
[01:36:17.792 --> 01:36:18.292]  Same thing here.
[01:36:18.792 --> 01:36:24.614]  Yeah, and they operate within human brainwaves, the range of human brainwaves.
[01:36:24.674 --> 01:36:28.395]  Now, you know, I say to people who say, well, it won't affect us.
[01:36:28.415 --> 01:36:29.376]  Well, hold on a second.
[01:36:29.696 --> 01:36:35.498]  When you go under those great power lines in your car with the radio on, what happens?
[01:36:35.538 --> 01:36:43.460]  Well, that's what they're doing to our electrical system and balance in the human body and the human brain.
[01:36:43.500 --> 01:36:45.961]  But again, the more we open up,
[01:36:46.878 --> 01:37:00.106]  The more we raise the frequency and expand the range that we're accessing, the more these things that are operating with a certain frequency range are not going to affect us like they're going to affect people who are still in that frequency range.
[01:37:00.286 --> 01:37:02.127]  But it's still not good for your tissue.
[01:37:02.387 --> 01:37:03.028]  No, it's not.
[01:37:03.368 --> 01:37:15.375]  It's not good to have, but I'm saying that if you're operating within these low emotional and mental states, then these things are going to affect you so much more powerfully.
[01:37:15.835 --> 01:37:20.697]  David, we're going to talk during this four-minute behind-the-scenes and come back for five minutes and then take calls.
[01:37:20.717 --> 01:37:20.857]  1-800-259-9231.
[01:37:20.897 --> 01:37:33.463]  But when we come back, I want you to talk about the stakes of what we face if we don't beat this, or whether you think it's foregone we're going to beat it, or foregone we're going to lose, or what their master plan is.
[01:37:33.483 --> 01:37:35.384]  I've got to get that out of you, David, before you leave us.
[01:37:35.404 --> 01:37:38.966]  But right now, we're going to talk more behind the scenes about mind control.
[01:37:40.969 --> 01:37:42.933]  Okay, John, let me talk to him.
[01:37:51.101 --> 01:37:54.662]  I think on a Discovery Channel show or something, and a lot of it's admitted, so I went to the library.
[01:37:55.003 --> 01:37:56.363]  I was in college then and looked it up.
[01:37:56.963 --> 01:37:59.944]  And not just subliminals in movies or TV, they admit all that.
[01:37:59.984 --> 01:38:03.986]  I took RTF, and that was in the textbooks, and you tell the public they don't believe it exists.
[01:38:05.026 --> 01:38:10.929]  But I remember reading that they have different standards for flicker rates, and that the U.S.
[01:38:10.989 --> 01:38:16.831]  adopted in the fifties a flicker rate that just so happened to be at the same rate of the brain.
[01:38:19.372 --> 01:38:23.893]  You know, that exact frames per second, that exact flicker rate, and that it is a fact.
[01:38:23.993 --> 01:38:25.934]  They know it's hypnotizing you.
[01:38:25.954 --> 01:38:26.334]  Yeah.
[01:38:26.534 --> 01:38:31.456]  And I wanted to ask you, why did Europe have a different higher rate?
[01:38:31.776 --> 01:38:32.796]  Why did the U.S.
[01:38:32.876 --> 01:38:36.817]  and Canada adopt one that did resonate exactly?
[01:38:36.977 --> 01:38:41.419]  And why did Europe go with one that does mesmerize, but not as well?
[01:38:42.059 --> 01:38:45.220]  And then what do you think all the high-def TV and all of this is about?
[01:38:46.508 --> 01:38:54.571]  Well, you know, maybe they weren't as accurate in Europe as they were in America.
[01:38:54.631 --> 01:38:59.534]  I can't answer that question except that the principle of what you say absolutely fits.
[01:38:59.954 --> 01:39:04.556]  I'll tell you one thing that I've intuitively felt for such a long time.
[01:39:05.276 --> 01:39:14.880]  This obsession and race to switch over from analogue to digital TV, and it's 2012, everything's going to be digital in this country, in Britain.
[01:39:15.810 --> 01:39:28.435]  There is some, I can't absolutely articulate great detail, there is some massive significance in terms of the effect that we've been talking about with digital TV.
[01:39:28.475 --> 01:39:34.318]  Well I know this David, when I watch, I don't watch a lot of TV but I have a big screen TV here at the office and we have digital cable.
[01:39:34.938 --> 01:39:38.619]  When I do watch it, you know, they'll have like five screens in the back with video.
[01:39:39.080 --> 01:39:44.942]  In basic marketing they teach that that makes you go into subconscious mode because only the subconscious can watch the five, six screens
[01:39:45.442 --> 01:39:45.642]  Right.
[01:40:01.733 --> 01:40:06.958]  Now, with millions of people playing the same game at the same time, that you go into a below-sleep state.
[01:40:06.978 --> 01:40:10.261]  You're in a sleep realm when you're watching TV after a few minutes.
[01:40:10.541 --> 01:40:15.966]  But with the video games, you go into oxygen, narcosis, pre-death function.
[01:40:16.367 --> 01:40:18.829]  And that's why a lot of folks are dying playing video games.
[01:40:19.089 --> 01:40:20.230]  Kids are having seizures.
[01:40:20.450 --> 01:40:22.452]  They are putting us into a death state.
[01:40:22.492 --> 01:40:23.213]  Were you aware of that?
[01:40:24.266 --> 01:40:27.349]  Well, not in that detail, but it absolutely fits.
[01:40:27.369 --> 01:40:28.390]  I'll tell you where it fits this most accurately.
[01:40:28.410 --> 01:40:31.713]  I mean, I've been aware of what video games do in principle and stuff like that.
[01:40:46.067 --> 01:40:54.994]  The biggest target is the young people and the children because they're the adults of tomorrow and they have the potential to wake up.
[01:40:55.434 --> 01:40:58.736]  And so what they're doing is targeting to them on a massive scale.
[01:40:58.776 --> 01:41:05.601]  I feel for young people today and that the video games are specifically targeting them, although some adults use them as well.
[01:41:06.041 --> 01:41:07.943]  So, I mean, if you look at the most
[01:41:09.084 --> 01:41:13.329]  Uh, appalling food in terms of additives, food and drink.
[01:41:13.429 --> 01:41:15.391]  It's that which is targeted to children.
[01:41:15.411 --> 01:41:20.036]  When you go to the store, it says bottled water with extra fluoride for the children.
[01:41:20.456 --> 01:41:24.581]  Oh God, extra fluoride, which is like fluoride, like a Spartan.
[01:41:26.369 --> 01:41:36.302]  Monosodium glutamate, all these things are excitotoxins, excite brain cells and destroy them and stop the natural... Let's talk about how they're targeting children right now.
[01:41:36.322 --> 01:41:37.744]  We're going back live on the main transmission.
[01:41:37.764 --> 01:41:38.005]  Here we go.
[01:41:43.066 --> 01:41:48.548]  David Icke was just talking to me behind the scenes here from PrisonPlanet.tv about how they're targeting the children.
[01:41:48.788 --> 01:41:52.049]  You go into the store, it says fluoride water for kids, extra fluoride.
[01:41:52.449 --> 01:42:03.692]  And the studies admit it's many times worse for children, attacking their cerebral cortex development, their entire brain, 20% IQ reduction, 20 point IQ reduction on average, federal studies.
[01:42:04.312 --> 01:42:05.312]  I mean, the cold-bloodedness.
[01:42:05.332 --> 01:42:06.793]  They now have the children's textbooks.
[01:42:06.833 --> 01:42:11.755]  I've got a bunch of them that say fluoride is one of the main vitamins and minerals you need.
[01:42:11.775 --> 01:42:13.556]  And it says how great it is.
[01:42:14.716 --> 01:42:15.857]  The mercury in the shots.
[01:42:16.277 --> 01:42:24.680]  The video games that bring you into an oxygen-starved narcosis in unnatural brainwaves that are only associated with near-death experiences.
[01:42:25.000 --> 01:42:26.861]  And David was explaining why they were doing that.
[01:42:26.901 --> 01:42:27.121]  David?
[01:42:28.686 --> 01:42:43.523]  Yes, they're targeting the children, because of course the children of today are going to be around on the law of averages for longer than anyone else, and so they want to create this long-term Orwellian prison.
[01:42:44.464 --> 01:42:53.131]  For the young, so that by the time they become the adults, they're fully fledged robots and controlled by the system.
[01:42:53.271 --> 01:43:00.457]  And so it's video games that we were talking about in the break, are targeting children overwhelmingly.
[01:43:01.518 --> 01:43:10.386]  The foods and the drinks and the soft drinks that are most appallingly filled with chemicals and toxins and all this stuff,
[01:43:10.806 --> 01:43:10.966]  I don't
[01:43:29.944 --> 01:43:45.012]  The body is an electrochemical entity, and if you destabilize it electrically or chemically, then you are going to manifest an imbalanced behavior of that body, an imbalanced reaction, an imbalanced sense of reality.
[01:43:45.032 --> 01:43:46.172]  This is what's happening.
[01:43:46.212 --> 01:43:47.313]  We're poisoning the kids.
[01:43:47.433 --> 01:43:48.974]  Well, David, it's not your opinion either.
[01:43:49.474 --> 01:43:54.098]  We have all the big eugenicists, 80 years ago, 100 years ago, it's in my film, Endgame.
[01:43:54.578 --> 01:43:55.659]  I mean, document it.
[01:43:55.779 --> 01:43:59.682]  They wrote books saying we're going to put mercury in shots to brain damage and put fluoride in.
[01:43:59.702 --> 01:44:02.884]  We're going to feed them poison food to dumb them down.
[01:44:02.964 --> 01:44:04.886]  We've isolated the chemicals that'll do this.
[01:44:05.586 --> 01:44:13.669]  And it's so cold-blooded, it's so big, the conspiracy is so large and so open that the average person can't come to grips with it, but now they can.
[01:44:13.809 --> 01:44:22.813]  If the New World Order was to have their way, what's the time frame, what are we going to see in the next year, next two years, next ten years, what is going to unfold and how do you see us fighting it?
[01:44:23.713 --> 01:44:26.874]  Well, we are now standing at this fork in the road.
[01:44:27.635 --> 01:44:33.357]  And I said it in a media conference for this by-election yesterday.
[01:44:34.017 --> 01:44:50.436]  That I'm being very, very optimistic in saying that if we go on as we are, not sleepwalking into this Orwellian state, but hurtling towards it in a comatose state, then we will live in a global fascist state within 15 years.
[01:44:50.476 --> 01:44:51.918]  And I'm probably being optimistic with the 15.
[01:44:53.419 --> 01:44:58.600]  However, at the same time this is happening, this awakening is going on.
[01:44:58.660 --> 01:45:07.442]  Now, I understand why people don't realize the scale of the awakening because, you know, if it's not in the mainstream media, to most people it doesn't exist.
[01:45:07.802 --> 01:45:15.664]  And for the mainstream media to actually see something that's outside of its tiny, tiny pea-sized bubble that it covers...
[01:45:16.844 --> 01:45:19.326]  It has to be ten foot high with neon lights.
[01:45:20.487 --> 01:45:32.155]  But I can tell you, mate, from traveling to, what, 45 countries now around the world from the early 1990s, I've seen it in every country.
[01:45:32.315 --> 01:45:32.375]  Yes.
[01:45:32.415 --> 01:45:33.996]  And it's exponential.
[01:45:34.797 --> 01:45:38.980]  And because it doesn't get in the mainstream, the scale of it is not understood.
[01:45:39.760 --> 01:45:40.901]  It is enormous.
[01:45:40.921 --> 01:45:45.306]  But it's not just that the mainstream's dumb, they're artificially not reporting on our victories.
[01:45:46.667 --> 01:45:59.640]  Exactly, but the thing is that what we need now to do is to harness this awakening into a unified force which will cease
[01:46:00.552 --> 01:46:01.533]  That's right.
[01:46:01.633 --> 01:46:02.514]  That's right.
[01:46:22.036 --> 01:46:22.857]  A quick story.
[01:46:23.237 --> 01:46:26.959]  I had a friend years ago, he was a famous comedian in Britain called Larry Grayson.
[01:46:27.320 --> 01:46:34.244]  And I went to his funeral and another comedian told this story that Larry Grayson had told to him about an experience he had.
[01:46:34.704 --> 01:46:40.047]  And Larry Grayson in the days of the music hall and stuff like that, the last vestiges of it, he was in this musical show.
[01:46:40.067 --> 01:46:45.311]  It was an all-male show and he played the woman in it, kind of what he did.
[01:46:45.911 --> 01:46:47.272]  And at the end of the show he said,
[01:46:48.806 --> 01:46:58.372]  He dressed up as Britannia and all the men came on dressed as sailors and got on top of each other's shoulders and formed a pyramid appropriately.
[01:46:58.392 --> 01:47:03.695]  And they were doing it to this song, Rule Britannia and all this rubbish.
[01:47:03.796 --> 01:47:05.336]  Stay there, I want to hear it on the other side.
[01:47:06.878 --> 01:47:08.480]  Yeah, we got to finish on the other side of this break.
[01:47:08.560 --> 01:47:10.622]  Final segment with David Icke.
[01:47:11.203 --> 01:47:12.624]  Straight ahead, ladies and gentlemen.
[01:47:12.644 --> 01:47:15.307]  We're really appreciative of him coming on with us.
[01:47:15.327 --> 01:47:16.388]  DavidIcke.com.
[01:47:16.749 --> 01:47:17.510]  I'm Alex Jones.
[01:47:17.550 --> 01:47:21.414]  Truth Rising is going to be released in the next few hours at InfoWars.com.
[01:47:30.828 --> 01:47:31.669]  I'm Alex Jones.
[01:47:32.089 --> 01:47:37.373]  Truth Rising is going to be released in the next few hours at InfoWars.com.
[01:48:07.105 --> 01:48:08.026]  We're on the march.
[01:48:08.507 --> 01:48:10.109]  The Empire's on the run.
[01:48:11.030 --> 01:48:13.733]  Alex Jones and the GCN Radio Network.
[01:48:19.705 --> 01:48:21.827]  Once, America was led by real politicians.
[01:48:22.047 --> 01:48:26.930]  Now politicians in the U.S., city, county, state, and federal are owned and controlled by corporations.
[01:48:27.131 --> 01:48:29.592]  We have corporate representatives instead of politicians.
[01:48:29.813 --> 01:48:33.936]  Criminal corporate manipulation has caused grain prices to soar to the highest levels in history.
[01:48:34.096 --> 01:48:36.998]  Shortages of rice, corn, and wheat now exist in most countries.
[01:48:37.158 --> 01:48:40.380]  Natural disasters have put millions worldwide at risk of starvation.
[01:48:40.480 --> 01:48:45.344]  Food riots and breadlines occur daily in 30 nations, and not only is that list growing, but it's headed this way.
[01:48:45.544 --> 01:48:49.486]  Survival Enterprises are master distributors of the highest quality long-term storage foods.
[01:48:49.606 --> 01:48:54.449]  Mountain House freeze-dried foods, canned beef, chicken, turkey, butter, bacon, spices, cheese, fruit, and more.
[01:48:54.549 --> 01:48:56.189]  We have tons of food in stock now.
[01:48:56.389 --> 01:48:57.870]  Call 1-800-753-1981.
[01:48:58.090 --> 01:49:01.492]  That's 1-800-753-1981.
[01:49:01.692 --> 01:49:03.613]  Or go to BeforeIt'sTooLate.us.
[01:49:03.693 --> 01:49:05.814]  That's BeforeIt'sTooLate.us.
[01:49:05.974 --> 01:49:08.756]  Where you'll find what you need to keep you and your loved ones secure.
[01:49:08.896 --> 01:49:12.618]  And remember, those without food will be servants of those with the food.
[01:49:12.918 --> 01:49:13.338]  Call now.
[01:49:16.815 --> 01:49:18.857]  May I have everybody's attention, please?
[01:49:18.977 --> 01:49:21.379]  I've come with a message of information.
[01:49:21.399 --> 01:49:23.621]  9-11 was an inside job.
[01:49:23.661 --> 01:49:25.242]  Do you like being a puppet, sir?
[01:49:25.262 --> 01:49:26.803]  Do you like being a puppet for the New World Order?
[01:49:26.924 --> 01:49:29.766]  How do the American people know that 9-11 was a stage?
[01:49:29.826 --> 01:49:33.449]  Was it engineered by you, David Rockefeller, the Trilateral Commission, the CFR?
[01:49:43.126 --> 01:49:47.958]  Seven years after the attacks of September 11th, a global awakening has taken place.
[01:49:49.517 --> 01:49:50.398]  Inside job?
[01:49:51.759 --> 01:49:52.840]  How dare you?
[01:49:54.201 --> 01:49:59.265]  If you know that there's treason going on, you can be held accountable for treason yourself.
[01:49:59.285 --> 01:50:01.808]  All hell is breaking loose on 6th Avenue.
[01:50:01.908 --> 01:50:08.373]  And if the government has not told the truth in five years, we will be here on the 10th anniversary of... Truth Rising.
[01:50:08.653 --> 01:50:11.216]  Download the film at PrisonPlanet.tv right now.
[01:50:11.516 --> 01:50:13.498]  Or get the DVD at InfoWars.com.
[01:50:13.758 --> 01:50:16.220]  It's now time to take the revolution to the next level.
[01:50:18.522 --> 01:50:18.942]  Warning!
[01:50:19.123 --> 01:50:25.868]  The EPA states indoor air pollution is the number one health problem today, causing 50% of all illnesses.
[01:50:26.048 --> 01:50:28.531]  Go to germfree33.com.
[01:50:28.591 --> 01:50:33.455]  Technology developed for NASA is now available to protect your family and health.
[01:50:33.595 --> 01:50:41.822]  Laboratory proven to eliminate 99.9% of deadly MRSA, black mold, E. coli, bird flu, and more from all surfaces.
[01:50:53.530 --> 01:50:59.752]  Tim, John, Graham, Joe, John and others are going to take some of your phone calls and have a quick question for David Icke.
[01:51:00.092 --> 01:51:02.073]  He's with us for this segment and then that's it.
[01:51:02.113 --> 01:51:03.793]  He's agreed to come back on the next few months.
[01:51:03.813 --> 01:51:10.636]  He's running for Parliament in England to expose the shell operation that is going on over there and heard his evidence.
[01:51:10.656 --> 01:51:12.536]  There's definitely no doubt about that.
[01:51:12.576 --> 01:51:13.797]  Learn more at DavidIcke.com.
[01:51:15.663 --> 01:51:17.284]  Again, your phone call is just a moment.
[01:51:17.944 --> 01:51:21.365]  David, you were finishing up to your famous comedian friend of yours.
[01:51:21.385 --> 01:51:24.626]  They're doing this Hail Britannia with him in the shape of a pyramid.
[01:51:24.726 --> 01:51:25.126]  Go ahead.
[01:51:26.047 --> 01:51:38.551]  Yeah, and Rule Britannia was, you know, building to the end and they all formed a pyramid on the stage and Larry Grayson came out dressed as Britannia and was manhandled up to the top of the pyramid for the big finish.
[01:51:39.480 --> 01:51:48.903]  And he said that one night there was a guy in the bottom left-hand corner of the pyramid who'd started to get a cough.
[01:51:49.963 --> 01:51:56.605]  And this night his cough got worse, and it coughed so much that he could no longer stand in the pyramid.
[01:51:57.345 --> 01:52:03.487]  And down came the pyramid, and Larry Grayson, symbolic of this elite on the top of the pyramid, ended up in row two.
[01:52:04.808 --> 01:52:08.449]  And all that it had taken was not, you know, someone
[01:52:09.505 --> 01:52:21.911]  You know, fighting at the top against Britannia symbolically, but someone who got a cough and walked away at the bottom of the pyramid, because the bottom of the pyramid holds the top of the pyramid up there.
[01:52:22.312 --> 01:52:34.478]  And when we stop cooperating with our own enslavement, because there are billions of us who are being enslaved, there's a handful at the peak of the peak of the peak who are orchestrating the enslavement in full awareness.
[01:52:35.681 --> 01:52:36.404]  It's all over.
[01:52:36.605 --> 01:52:37.428]  And they know that.
[01:52:37.628 --> 01:52:38.411]  They're terrified.
[01:52:38.431 --> 01:52:39.314]  You know what that is?
[01:52:39.475 --> 01:52:41.281]  That's a true Yertle the Turtle story.
[01:52:42.085 --> 01:52:42.305]  Yeah.
[01:52:42.425 --> 01:52:48.130]  Do you remember that movie, The Bug's Life, the animated movie?
[01:52:48.150 --> 01:52:53.294]  And he says if just one of these ants starts standing up, they can push us aside.
[01:52:53.554 --> 01:52:53.914]  Yeah.
[01:52:54.495 --> 01:53:02.461]  Basically, if they ever find out that we depend on them and not the other way around, then our way of life is over.
[01:53:02.561 --> 01:53:06.444]  And that's precisely what we face here.
[01:53:06.845 --> 01:53:08.486]  We are the ones with the power
[01:53:09.527 --> 01:53:21.296]  And they are the ones who are terrified of us finding that out, and that's why there's been this massive, constant campaign of suppression of knowledge and awareness to keep us in a smaller box than they're in.
[01:53:21.737 --> 01:53:33.747]  We're getting out of it, more and more people are, and it's going to be a very, very interesting few years as the irresistible force which is meets the immovable object which isn't.
[01:53:35.359 --> 01:53:50.854]  David, what do you think about the French students in England stabbed hundreds of times apiece, ritualistically tortured, biological weapons type students, and we have all these other microbiologists and engineers being murdered all over the world.
[01:53:50.894 --> 01:53:52.256]  What do you think is going on behind that?
[01:53:52.756 --> 01:53:55.839]  Well, I've just seen that because I've been out with the election all day.
[01:53:55.859 --> 01:53:57.280]  I've just seen that on the news tonight.
[01:53:58.251 --> 01:53:58.872]  We're good.
[01:54:11.286 --> 01:54:22.396]  This network of control in place, what they want, essentially, is for the cell door to click shut before enough people have realized they're even in a cell.
[01:54:22.876 --> 01:54:25.238]  So they're upping the ante all over the place now.
[01:54:25.338 --> 01:54:30.423]  I mean, we are having in this country the most incredible number of young people.
[01:54:30.943 --> 01:54:37.009]  Interestingly, often they are either famous in terms of one was in a
[01:54:38.177 --> 01:54:38.877]  Thank you.
[01:54:52.788 --> 01:54:53.108]  I don't
[01:55:13.895 --> 01:55:14.075]  Yes.
[01:55:14.115 --> 01:55:14.595]  Thank you.
[01:55:27.330 --> 01:55:36.618]  I'm reading that these guys that got killed, butchered in a satanic style torture ritual were studying parasites jumping between dog and cat fetuses.
[01:55:37.359 --> 01:55:41.983]  Man, I tell you, a bunch of the biological weapons guys in the U.S.
[01:55:42.383 --> 01:55:43.985]  were murdered ritualistically.
[01:55:44.625 --> 01:55:46.747]  The first one, when it all started, was in Virginia.
[01:55:46.767 --> 01:55:49.169]  Remember, they tortured him and carved a pentagram on his back?
[01:55:50.070 --> 01:56:01.233]  Yeah, the biotech industry, with Monsanto of course prime among them, are satanic.
