[00:00:00.009 --> 00:00:08.460]  Typically last ten.
[01:18:35.907 --> 01:18:42.712]  But when you're under tremendous stress and fear, fear of all the coming crises and food crises and all the crises they're creating,
[01:18:44.143 --> 01:18:45.924]  They want you to be so apathetic.
[01:18:46.084 --> 01:18:51.107]  That was an essential tool to create apathy, to allow yourself to be gated to the slaughterhouse.
[01:18:51.748 --> 01:18:52.608]  That's what they want.
[01:18:53.369 --> 01:18:56.931]  And so we mustn't let all of this crisis creation beat us down.
[01:18:57.171 --> 01:19:06.037]  Imagine if we could take the US or another country back and then bring all this out and show everybody the documents and have public trials showing how they did it.
[01:19:06.357 --> 01:19:09.960]  And then basically outlaw or restrict these technologies of control.
[01:19:10.360 --> 01:19:13.142]  Then we could have a true golden age of humanity and go to the stars.
[01:19:13.902 --> 01:19:25.987]  And we'd have to watch every person that we allow to have authority in any science whatsoever to be monitored all the time by the public, all of the public, when they wish to.
[01:19:26.407 --> 01:19:27.627]  Total transparency.
[01:19:28.267 --> 01:19:29.208]  Absolutely, it'd have to be.
[01:19:31.286 --> 01:19:31.666]  Have to be.
[01:19:32.046 --> 01:19:39.811]  You cannot allow foundations and organizations with secrecy and the backing of billions of dollars to do as they wish anymore.
[01:19:39.831 --> 01:19:40.611]  You cannot do that.
[01:19:40.751 --> 01:19:58.882]  And I have to say, I'm not calling for any form of tyranny, but this ultimate dehumanization, this perfection of darkness and wickedness is so dangerous and will always try to come back that we do, as you said, need to have absolute transparency and it will take
[01:20:00.883 --> 01:20:05.026]  You know, defeating it, unfortunately, I have to say, will take some type of tyranny itself.
[01:20:05.406 --> 01:20:10.370]  I hate to say that, Alan, but this thing is, this is human-ending systems we're talking about.
[01:20:10.610 --> 01:20:12.531]  This New World Order must be outlawed.
[01:20:13.211 --> 01:20:13.912]  Oh, absolutely.
[01:20:13.972 --> 01:20:21.517]  You cannot have secrecy and secret societies and foundations and world citizenships, I mean, that's what they call themselves now.
[01:20:22.238 --> 01:20:28.062]  Even the Club of Rome put themselves out under the Rockefeller Foundation, initially, as world citizens.
[01:20:28.741 --> 01:20:33.464]  And, you understand, it sounds nice and fuzzy on... It means worldwide prison.
[01:20:33.504 --> 01:20:35.966]  It means worldwide extermination grid.
[01:20:36.586 --> 01:20:37.207]  Absolutely.
[01:20:37.227 --> 01:20:44.672]  They're behind eugenics and everything else, because they decide what is a good citizen, what constitutes a healthy citizen, mental and otherwise.
[01:20:44.852 --> 01:20:45.492]  Well, here's an example.
[01:20:45.512 --> 01:20:46.173]  I mean, here's an example.
[01:20:46.193 --> 01:20:49.835]  They say families are unhealthy, everything's bad, but the bills they create.
[01:20:50.796 --> 01:20:57.881]  I told people 12 years ago, because I had the documents, and I had a congressman on the show, and I had a member of parliament from Australia on,
[01:20:59.101 --> 01:21:06.303]  I found out that everybody at birth for 35 years now, it's almost 36, had blood taken and was put in an international database.
[01:21:06.323 --> 01:21:07.363]  I gave them where it was stored.
[01:21:07.483 --> 01:21:25.687]  Now, because the show got big enough and others talked about it, they went ahead in the last six months and came out and said, yes, we're taking all your blood, it's in a database, we're keeping DNA databases, we're putting it in criminal databases, Homeland Security has it, and then they're now passing retroactive laws saying it was okay to take your blood.
[01:21:25.747 --> 01:21:27.868]  Folks, the government is so criminal.
[01:21:29.048 --> 01:21:37.172]  That they've been taking your blood in the industrialized world for 35 years and the program started everywhere the same year, 35 years ago.
[01:21:37.492 --> 01:21:40.514]  See that shows the global government is already in place.
[01:21:40.874 --> 01:21:51.999]  It's just sending down more tentacles, more tripods, more control systems and building a pyramid of control up around the skeleton of the pyramid that already shot out decades ago.
[01:21:53.440 --> 01:21:56.862]  Yeah, but Nick, the big world leaders signed
[01:21:57.802 --> 01:22:03.249]  The agreement and the charter at the United Nations in California at the end of World War II.
[01:22:03.489 --> 01:22:04.090]  Presidio!
[01:22:04.731 --> 01:22:04.931]  Yeah.
[01:22:05.451 --> 01:22:08.996]  What they did was sign on, and they knew it at the top.
[01:22:09.036 --> 01:22:10.257]  Those guys at the top knew this.
[01:22:11.038 --> 01:22:13.221]  This whole agenda was to come from that.
[01:22:13.461 --> 01:22:16.966]  It wasn't about... See, world peace, you'd understand how they define peace.
[01:22:17.921 --> 01:22:21.083]  That means everyone dead, but a few million elitist.
[01:22:21.544 --> 01:22:22.124]  That's correct.
[01:22:22.164 --> 01:22:28.129]  Peace means, just like the Emperor says in Revenge of the Sith, he goes, we'll kill everybody and then we'll have peace.
[01:22:28.829 --> 01:22:29.510]  Yes, that's it.
[01:22:29.770 --> 01:22:30.570]  That's absolutely it.
[01:22:31.151 --> 01:22:39.217]  And they had the whole agenda worked out before they signed the Charter that they'd destroy the family unit, create a war between male and female,
[01:22:39.757 --> 01:22:40.117]  Unbelievable.
[01:22:40.137 --> 01:22:40.758]  Who's up next here?
[01:22:40.778 --> 01:22:42.119]  I got calls all over the map.
[01:22:42.199 --> 01:22:43.060]  Allen in Virginia.
[01:22:43.220 --> 01:22:44.861]  Allen in Virginia, you're on the air.
[01:22:44.901 --> 01:22:45.101]  Hello?
[01:22:45.441 --> 01:22:46.002]  Yes, go ahead.
[01:23:10.290 --> 01:23:12.732]  Yes, I'm real privileged to be on today.
[01:23:12.872 --> 01:23:22.599]  Usually the system will kick callers off after ten minutes, but fortunately there was a glitch today and the queue got cleared for me.
[01:23:23.459 --> 01:23:28.303]  I wanted to talk with your guest today, Alan Watts, about... You know what?
[01:23:28.343 --> 01:23:29.443]  I'm not going to let that go by.
[01:23:30.104 --> 01:23:33.366]  John, there's no system that kicks callers off the phone system, is there?
[01:23:33.726 --> 01:23:34.327]  No, there's not.
[01:23:34.947 --> 01:23:35.448]  Yes, sir.
[01:23:36.288 --> 01:23:38.250]  And everybody keeps saying they're hearing a tshhh.
[01:23:38.650 --> 01:23:42.813]  That's what the Telos phone system does in talk radio to let you know you're on the air.
[01:23:42.853 --> 01:23:45.395]  It goes tshhh when we go to you, caller.
[01:23:45.475 --> 01:23:48.877]  So, it's something with your phone if you're being kicked off after ten minutes.
[01:23:48.897 --> 01:23:59.905]  But the point is, I'm not mad at you, but this is a classic kind of mental distraction here that each caller will add some little inanity to as a preface to what they're saying.
[01:24:00.085 --> 01:24:01.266]  I want to get to all the calls.
[01:24:01.586 --> 01:24:02.547]  So you've got the floor.
[01:24:02.567 --> 01:24:03.708]  Do you have an issue to cover?
[01:24:05.491 --> 01:24:06.031]  Yes, sir.
[01:24:07.592 --> 01:24:20.856]  I called several weeks ago and mentioned that I was a transhumanist, or I identify as such, and I wanted to talk with your guest today about whether the... I've not been able to identify.
[01:24:20.896 --> 01:24:33.400]  I mean, I've done extensive Google searches on everything from brain-computer interfaces to people talking about collective consciousness and stuff, and what I've found is that the
[01:24:34.215 --> 01:24:39.399]  Most advanced brain computer interface out there is called the BrainGate.
[01:24:40.579 --> 01:24:43.081]  It's not terribly impressive in itself.
[01:24:43.201 --> 01:24:50.086]  It's just a centimeter squared unit which can be implanted on the cortex.
[01:24:55.410 --> 01:25:03.392]  And it does provide for a limited... Sir, they were remote controlling rats with total control, even controlling their heart rates 20 years ago.
[01:25:03.772 --> 01:25:05.852]  They have robo-rats deployed all over the world.
[01:25:05.932 --> 01:25:08.493]  I mean, they had robo-roaches 25 years ago.
[01:25:08.513 --> 01:25:12.074]  Are you saying... Oh my God, just go ahead.
[01:25:13.274 --> 01:25:20.556]  Well, yes, the BrainGate chip, I mean, you have to understand that if you want some dramatic result, yes, you can...
[01:25:21.451 --> 01:25:27.401]  Get a dramatic result like increasing the heart rate and providing a euphoric feeling.
[01:25:27.601 --> 01:25:28.643]  What is your point?
[01:25:28.723 --> 01:25:30.926]  What are you saying we're making up?
[01:25:30.966 --> 01:25:33.510]  Everything's fine, the government loves us, take your shots basically?
[01:25:34.745 --> 01:25:46.808]  No, not at all, and I think that there is a great deal of evil in the government, but I'm just saying that Mr. Watts is jumping the gun, and... Well, let me answer that, but with some facts for a change, okay?
[01:25:47.248 --> 01:26:03.472]  Delgado, who ran the FBI department on mind control at one point, was controlling bulls in the arena back in the 1950s and 60s completely, so the stuff that you're talking about, and it's published in the so-called magazines and so on that you look at, is completely and utterly obsolete.
[01:26:04.102 --> 01:26:06.303]  These guys are so far advanced and stuff.
[01:26:06.323 --> 01:26:07.524]  They don't publish to you.
[01:26:07.864 --> 01:26:09.665]  They're quite confident they can pull this off.
[01:26:10.025 --> 01:26:12.086]  And it's not just about getting a brain implant.
[01:26:12.387 --> 01:26:17.910]  Who the hell do you think is going to program you when you're in this virtual real world yourself?
[01:26:18.210 --> 01:26:18.970]  You won't be doing it.
[01:26:18.990 --> 01:26:21.431]  They're programming you through the television set.
[01:26:21.471 --> 01:26:21.992]  Go ahead, Alan.
[01:26:22.728 --> 01:26:24.648]  Yeah, I mean, these guys are so stupid.
[01:26:25.128 --> 01:26:38.431]  On the one hand, they believe that there's somehow some altruism left amongst the psychopaths that allow them to go into this virtual world that'll be part cyborg and part this and part something else, and be allowed to do what they want.
[01:26:38.451 --> 01:26:43.512]  The whole intent of this virtual world is so that you can be completely and utterly controlled.
[01:26:44.212 --> 01:26:48.653]  You find at the World Science Meeting held in Louisiana in 2001,
[01:26:52.081 --> 01:26:59.106]  Yeah, stay there, stay there.
[01:26:59.126 --> 01:27:00.227]  We're going to keep talking.
[01:27:01.528 --> 01:27:02.429]  I want to keep going here.
[01:27:03.069 --> 01:27:13.317]  Look, we're not trying to beat you up here, Allen in Virginia, but out of the gate she just brought up some stuff that wasn't accurate about the phone system here at the network.
[01:27:15.168 --> 01:27:21.913]  You know, the architecture of the technological revolution, we're not saying it couldn't be empowering, as low-level transhumanists say.
[01:27:22.213 --> 01:27:34.261]  We understand that the point is, it's being deployed and funded as a control mechanism, and we've been right about every step of this, and you're saying you can't find where they say they're going to use this as a control mechanism?
[01:27:34.582 --> 01:27:35.963]  What about the January 7, 2000
[01:27:38.004 --> 01:27:42.266]  Well, I'm saying, sir, that I've not been able to find any thinker or a group or anybody
[01:28:01.411 --> 01:28:06.772]  And who actually discusses about inhuman collective consciousness in any serious terms.
[01:28:06.792 --> 01:28:23.436]  Well you just, I mean it's not my, number one, and I appreciate your call, I mean I really, it's in my book, Descent into Tyranny, I've made films about it, Bill Joyce, Why the Future Doesn't Need Us, owner of Sun Microsystems, chairman of Sun Microsystems, saying the elite have decided to basically kill all of us,
[01:28:24.916 --> 01:28:31.599]  I mean, it's throughout the literature that the elite is going to get rid of the majority of us, and they're going to be gods empowered with all this.
[01:28:31.919 --> 01:28:37.701]  So you're saying, with no proof, that you can't find proof, when there's a mountain of it.
[01:28:37.721 --> 01:28:38.661]  Alan Watt?
[01:28:39.582 --> 01:28:40.642]  It's just, it's incredible.
[01:28:40.662 --> 01:28:48.265]  The universities, they've had world meetings recently across the planet on the transhumanist societies.
[01:28:48.345 --> 01:28:53.347]  Heavily funded, big foundations, big professors from all the top universities.
[01:28:54.005 --> 01:28:54.606]  I don't think so.
[01:29:10.129 --> 01:29:12.630]  And I think that's a positive thing, but of course it's going to be used for bad.
[01:29:13.411 --> 01:29:17.753]  They've got all sorts of brain chips to stop seizures and things.
[01:29:18.514 --> 01:29:30.300]  I mean, Aldous Huxley, whose brother ran the UN, Julian Huxley, right before he died in 62, talked about how he'd been seeing secret programs in the 50s with people remote controlled by wires.
[01:29:30.860 --> 01:29:35.363]  When my dad was at University of Texas, he knew people were doing experiments.
[01:29:35.903 --> 01:29:37.724]  And what this last fellow said, too, is interesting.
[01:29:37.744 --> 01:29:38.645]  He's into the collective mind.
[01:29:38.665 --> 01:29:40.606]  See, that's been pushed through all the New Age movement.
[01:29:59.628 --> 01:30:00.468]  We're all one.
[01:30:01.149 --> 01:30:02.169]  The collective mind.
[01:30:02.189 --> 01:30:04.930]  The collective mind means you have no mind of your own.
[01:30:04.950 --> 01:30:07.371]  Alright, here we go, here we go, here we go.
[01:30:13.609 --> 01:30:16.770]  There's a bunch of control freaks that want to try to dominate society.
[01:30:16.830 --> 01:30:19.350]  We think the future belongs to them and them alone.
[01:30:19.370 --> 01:30:26.191]  And I'm here to tell them this is a declaration of independence against war, you pot-bellied, chicken-necked pedophiles.
[01:30:26.951 --> 01:30:29.892]  You degenerate, power-tripping sickos.
[01:30:30.352 --> 01:30:31.972]  You are going down!
[01:30:32.912 --> 01:30:37.913]  We're going to get our hands around your scrawny necks, you bastards.
[01:30:48.503 --> 01:30:50.064]  David in Texas, you're on the air.
[01:30:50.085 --> 01:30:51.145]  No, we already went to David.
[01:30:51.346 --> 01:30:52.566]  Bill in Texas, you're on the air.
[01:30:52.607 --> 01:30:53.027]  Go ahead.
[01:30:54.228 --> 01:30:56.129]  He's gone too.
[01:30:56.169 --> 01:30:57.030]  Next up is Tom.
[01:30:57.230 --> 01:30:58.932]  Man, this IM system giving me collars.
[01:30:59.032 --> 01:30:59.912]  It's just all jumbled.
[01:31:00.233 --> 01:31:01.333]  Just tell me again who it is.
[01:31:01.373 --> 01:31:02.514]  We'll just try to muddle through it.
[01:31:02.955 --> 01:31:04.036]  Tom in North Carolina.
[01:31:04.076 --> 01:31:06.177]  Tom in North Carolina, you're on the air with Alan Watt.
[01:31:07.338 --> 01:31:09.820]  Hey Alex, this is Tom McMillan.
[01:31:10.361 --> 01:31:12.783]  John McMillan, son, I talked to you years ago.
[01:31:14.524 --> 01:31:15.725]  John McMillan was killed
[01:31:16.495 --> 01:31:22.217]  And 82 for talking about the Trilateral Commission and Rothschilds and International Bankers.
[01:31:22.277 --> 01:31:27.518]  Which the public used to tell us didn't exist, now it's all been announced and they say it exists but it's good!
[01:31:28.579 --> 01:31:43.403]  And this September I keep getting the same feeling that, you know, it's like post-traumatic stress syndrome for the families of the revolutionaries, the good patriots that spoke about these years ago.
[01:31:44.395 --> 01:31:45.276]  And they have
[01:32:03.308 --> 01:32:15.260]  You know I forget your story so this is kind of off topic because we're right here at the end of the show and I don't even know what you're talking about so if I don't I don't think the listeners do.
[01:32:15.820 --> 01:32:24.849]  You said last time you said well I guess you're telling the truth but this story made national attention he was a celebrity you sound just like him
[01:32:26.633 --> 01:32:27.313]  And they killed him.
[01:32:27.333 --> 01:32:30.015]  They shot him 18 times in Bexar County, Georgia.
[01:32:30.375 --> 01:32:32.576]  Brought a SWAT team out of Athens, Georgia.
[01:32:32.596 --> 01:32:33.677]  Okay, tell me the name again.
[01:32:33.697 --> 01:32:34.317]  Who?
[01:32:34.337 --> 01:32:35.878]  B. McMillan.
[01:32:36.279 --> 01:32:36.759]  Say it again.
[01:32:37.319 --> 01:32:39.681]  John B. McMillan.
[01:32:39.981 --> 01:32:42.042]  M-C-M-I-L-L-A-N.
[01:32:43.283 --> 01:32:44.744]  And it's documented.
[01:32:44.784 --> 01:32:49.267]  I don't know if you can pull it up from the Atlanta... And the government told you that's a gag order?
[01:32:50.287 --> 01:32:51.968]  Well... Gag orders have... Screw them!
[01:32:52.028 --> 01:32:52.729]  Do whatever you want!
[01:32:53.655 --> 01:32:55.336]  I mean, I do whatever I want.
[01:32:55.376 --> 01:32:56.918]  They tell me not to talk, I'll keep talking.
[01:32:57.538 --> 01:33:09.408]  I know, but see, I'm talking to you because I don't believe in the gag rule, and I keep talking to everybody I know out here in Western North Carolina about this story.
[01:33:10.402 --> 01:33:13.244]  And I'm a little sensitive about this.
[01:33:40.802 --> 01:33:42.743]  Alex and Alan, thanks for giving them hell.
[01:33:42.883 --> 01:33:43.603]  I appreciate it.
[01:33:43.883 --> 01:33:46.684]  Yeah, I'll keep it real quick for you, because I know it's at the end of the show.
[01:33:46.704 --> 01:33:51.286]  I can't think of any other way to exit the show with something constructive.
[01:33:51.706 --> 01:33:57.568]  We put up the No New World... NoNewWorldOrder.com website up.
[01:33:58.188 --> 01:33:59.769]  It's a money bomb for Chuck Baldwin.
[01:34:00.529 --> 01:34:04.471]  I can't think of any other candidate out there who's been more vocal against the New World Order.
[01:34:04.491 --> 01:34:05.371]  Okay, we're out of time.
[01:34:05.411 --> 01:34:06.131]  Got to let you go.
[01:34:08.319 --> 01:34:13.080]  We're going to have some days this week where I just take phone calls so everybody can get on because then they're hurried and it doesn't work well.
[01:34:13.720 --> 01:34:15.501]  Alan Watt, thank you for spending time with us.
[01:34:15.521 --> 01:34:16.921]  It's been a pleasure.
[01:34:17.501 --> 01:34:17.861]  You bet.
[01:34:17.881 --> 01:34:18.402]  Take care.
[01:34:20.722 --> 01:34:27.864]  And to John B. McMillan's son, I don't mean to sound rude, it's just at the end of the show it makes no sense and I just don't even know what you're talking about.
[01:34:28.324 --> 01:34:30.985]  Okay, InfoWars.com, retransmission starts now.
[01:34:32.827 --> 01:34:36.033]  With a bunch of big guests today on the streams at InfoWars.com.
[01:34:36.374 --> 01:34:37.716]  Get the free podcast there as well.
[01:34:37.736 --> 01:34:38.217]  God bless you.
