[00:00:00.049 --> 00:00:01.010]  It is November 18, 2008.
[01:17:35.379 --> 01:17:46.141]  That's right, even though in Israel itself there is a Masonic lodge there, where some of the Muslim leaders attend, along with the Jewish leaders and leaders from the Western world.
[01:17:46.161 --> 01:17:55.324]  There's been articles in the paper here from a Jewish leader in Toronto with his regalia on, his Masonic regalia, going off to that particular lodge representing Canada.
[01:17:55.904 --> 01:17:56.944]  So, you understand,
[01:17:57.446 --> 01:18:00.187]  You should say that ISIS had a thousand faces.
[01:18:00.227 --> 01:18:03.848]  Well, you see, this is the organization with a thousand faces and fronts.
[01:18:04.508 --> 01:18:05.809]  There are a thousand points of light.
[01:18:05.869 --> 01:18:08.329]  And the Masons are only one more of those fronts.
[01:18:08.349 --> 01:18:14.751]  Yeah, there's blue, there's raw arch, but they all take their orders from the English Lodge.
[01:18:14.771 --> 01:18:16.072]  That's where they get their charters from.
[01:18:17.412 --> 01:18:19.533]  Just like all royalty gets its charter from there.
[01:18:20.153 --> 01:18:23.714]  Yes, and the Duke of Kent, traditionally, is the head of
[01:18:25.124 --> 01:18:32.351]  Do you agree with those statements?
[01:18:35.294 --> 01:18:36.175]  I do, I do.
[01:18:37.456 --> 01:18:44.042]  It was crazy because they were showing you that it's a cabal of all industrialists.
[01:18:44.423 --> 01:18:48.767]  But the British are good and they're going to save us from the cabal, right?
[01:18:49.727 --> 01:18:54.909]  Well, they wanted to go along with it, but supposedly James Bond did not want to go along with it.
[01:18:55.549 --> 01:19:09.273]  Then after that, but it's like it leaves you with like, okay, this shadow group is still out there, they're still doing what they're doing, and yeah, and the ministry even goes along with it, with a lot of resources.
[01:19:09.963 --> 01:19:11.824]  So we've got to go ahead and do it with the Shadow Grip once.
[01:19:11.844 --> 01:19:12.644]  I appreciate your call.
[01:19:13.584 --> 01:19:16.766]  That's throwing it in your face, and we're seeing that everywhere, Alan.
[01:19:17.126 --> 01:19:19.607]  Explain to people what predictive programming is.
[01:19:20.447 --> 01:19:34.193]  Yeah, predictive programming is a technique developed in London for the BBC by Tavistock Institute, where they experimented on, first of all, mental patients, and then they expanded it into the general population by surveys and tests, etc.
[01:19:35.131 --> 01:19:56.407]  And they found out that mainly through fiction, because your sensor part of the brain is down, you don't expect to have to make decisions on information, you're being entertained, your sensor is down, and therefore all of the messages that are wrapped into generally a fight and flight scenario, where the hero gets chased, there's a lot of chasing going on and your adrenaline's up,
[01:19:56.897 --> 01:19:59.459]  It's attached to emotion and sex and so on.
[01:19:59.980 --> 01:20:08.367]  Then many messages can be downloaded into your subconscious to make you familiar with this new possibility called possibility programming.
[01:20:09.067 --> 01:20:13.971]  And so now when we talk about it, they're comfortable with it because, oh, everybody knows about that.
[01:20:14.252 --> 01:20:16.273]  Everybody knows the CIA deals the drugs.
[01:20:16.553 --> 01:20:19.096]  Everybody knows they put cancer viruses in the vaccines.
[01:20:19.436 --> 01:20:21.718]  I mean, a lot of people don't even deny what we're saying.
[01:20:21.978 --> 01:20:24.060]  They just go, OK, yeah, everybody knows that.
[01:20:24.895 --> 01:20:31.397]  That's right, but they don't realize that they now have opinions and conclusions, and they have no idea how they arrived at those opinions.
[01:20:32.077 --> 01:20:32.477]  Absolutely.
[01:20:32.517 --> 01:20:33.298]  Just hold on to them.
[01:20:33.458 --> 01:20:34.858]  Let's jam in another call here.
[01:20:35.018 --> 01:20:35.959]  Jeremy in Canada.
[01:20:35.979 --> 01:20:37.219]  A lot of calls from where you're at.
[01:20:37.579 --> 01:20:38.699]  Jeremy, you're on the air.
[01:20:39.340 --> 01:20:40.220]  Okay.
[01:20:40.760 --> 01:20:49.863]  Listen, I really appreciate what you and Alan are doing, and other people like you in the alternative media, because you're the only ones I hear speaking the truth these days.
[01:20:51.023 --> 01:20:52.104]  I just have one question.
[01:20:54.025 --> 01:21:01.653]  Wouldn't the Bilderbergers and the elites who are killing us with soft kill, are they suicidal as well as homicidal?
[01:21:01.693 --> 01:21:05.437]  Because like on the subject of the disappearing mail,
[01:21:06.485 --> 01:21:10.188]  Wouldn't their sperm count be way down, and wouldn't their children be deformed too?
[01:21:10.608 --> 01:21:13.511]  No, when you read, they all avoid the plastics.
[01:21:13.931 --> 01:21:15.412]  They avoid the vaccines.
[01:21:15.452 --> 01:21:20.376]  I mean, it's like when I had the state director on about them forcibly injecting the kids in Maryland.
[01:21:20.757 --> 01:21:24.420]  He said, it's no law, you're right, and I don't, my kids don't take them.
[01:21:24.440 --> 01:21:25.821]  And then he laughed.
[01:21:26.161 --> 01:21:27.422]  You see, it's that pleasure.
[01:21:27.582 --> 01:21:27.823]  Alan?
[01:21:28.803 --> 01:21:35.349]  What's interesting, back in the 60s, I think it was, that was a small time tolling around, but there's a documentary on the Queen
[01:21:35.928 --> 01:21:40.231]  And how she had her own personal herbalist who dealt with the soap she used and everything else.
[01:21:40.271 --> 01:21:41.592]  But they don't use what we use.
[01:21:41.612 --> 01:21:46.094]  They understand the agenda and they make sure they're healthy and their offspring are healthy too.
[01:21:46.314 --> 01:21:48.236]  Yeah, does that answer your question?
[01:21:48.996 --> 01:21:50.497]  Jeremy, hold on, hold on.
[01:21:51.057 --> 01:21:51.958]  We're on the march.
[01:21:52.938 --> 01:21:54.199]  The Empire's on the run.
[01:21:54.279 --> 01:21:57.041]  It's Alan Watt and the GCN Radio Network.
[01:21:58.902 --> 01:22:00.223]  Yeah, go ahead Jeremy, finish up.
[01:22:01.047 --> 01:22:08.052]  Okay, what about some of these plastic dangerous chemicals are right in the atmosphere of the whole planet, so they'd be breathing it too.
[01:22:08.693 --> 01:22:10.714]  Well they are, and the fact is they're doing it.
[01:22:11.134 --> 01:22:14.637]  I mean, everything Alan's telling you that I'm telling you, they admit, sir.
[01:22:15.177 --> 01:22:23.203]  I mean, we can give you all the sources, they're on cuttingthroughthematrix.com, they're on infowars.com, they're on our sites, I make films about them, Alan does presentations about them.
[01:22:25.444 --> 01:22:28.066]  They also understand how these things cross and mix.
[01:22:29.795 --> 01:22:33.857]  It's a nexus of, take the Batman movies.
[01:22:33.957 --> 01:22:53.489]  In the Batman movie, one of them they say, from back 15 years ago, yeah, we staged terror attacks like the Gulf of Tonkin, or this event, or hey, we're crossing a whole bunch of different hair care and face care products, but together they poison you.
[01:22:53.709 --> 01:22:55.850]  And then they sell you the solution.
[01:22:56.071 --> 01:22:57.992]  Well, see, that's what they really do in the real world.
[01:22:58.852 --> 01:22:59.212]  Okay.
[01:23:00.133 --> 01:23:02.215]  So, I mean, these people are obsessive-compulsive.
[01:23:02.235 --> 01:23:06.900]  They're all about intricately woven systems, and they brag about it.
[01:23:06.940 --> 01:23:13.626]  Lord Rothschild, two weeks ago, in a major paper saying, you know, we run the world, we're setting up world government, world governance.
[01:23:13.666 --> 01:23:20.312]  He said, my family's most proud of how we've kept our wealth, not been decadent, controlled our family.
[01:23:20.832 --> 01:23:22.054]  See, they're all about
[01:23:22.594 --> 01:23:29.419]  Keeping their money, institutions, and the general public's like, how can something last 500 years?
[01:23:29.760 --> 01:23:32.962]  They don't understand, it's like universities or organizations.
[01:23:33.763 --> 01:23:34.864]  Alan, you want to explain that to him?
[01:23:35.584 --> 01:23:36.985]  Yes, it's intergenerational.
[01:23:37.306 --> 01:23:40.568]  Foundations can go on for centuries with the same mandate.
[01:23:41.229 --> 01:23:45.933]  Retiring, using, and rehiring new ones into the same agenda.
[01:23:46.673 --> 01:23:48.094]  The families all breed together?
[01:23:48.374 --> 01:23:50.076]  Even the servant families breed together?
[01:23:50.481 --> 01:23:52.042]  Yes, it's all eugenics.
[01:23:52.062 --> 01:23:57.344]  Rockefeller ran the eugenics system back in the 30s and 40s and so on.
[01:23:57.364 --> 01:24:01.006]  They were the ones who mandated forced sterilization of what they called the feeble-minded.
[01:24:01.606 --> 01:24:02.847]  And they're still into that yet.
[01:24:02.887 --> 01:24:10.030]  I've heard Rockefeller in a recent speech talking about the need to reduce the population and that there's too many basically common types at the bottom.
[01:24:11.050 --> 01:24:12.071]  So it's never changed.
[01:24:12.871 --> 01:24:15.873]  I totally agree that they are doing eugenics and that
[01:24:16.997 --> 01:24:20.861]  They want to get rid of the inferiors, which is most of us.
[01:24:22.022 --> 01:24:27.467]  But I'm just wondering, the pollution in the atmosphere, are they really totally responsible for that?
[01:24:27.487 --> 01:24:28.929]  Because they're breathing that air too.
[01:24:29.309 --> 01:24:31.111]  Yeah, but you understand how these people live.
[01:24:31.151 --> 01:24:34.154]  They live, if you take a Buckingham Palace, it's rigged up.
[01:24:34.730 --> 01:24:34.870]  Do you
[01:24:54.540 --> 01:24:56.901]  Yeah, we're going back to the main audience.
[01:24:57.201 --> 01:24:59.282]  They also do total body blood transfusions.
[01:24:59.302 --> 01:24:59.603]  Here we go.
[01:24:59.623 --> 01:25:00.623]  Alright, final segment with Alan Watt.
[01:25:00.663 --> 01:25:01.824]  This show has just blasted past us.
[01:25:01.844 --> 01:25:02.664]  Dr. Kyle, Scott,
[01:25:25.936 --> 01:25:27.917]  Dave, Andy and others.
[01:25:28.497 --> 01:25:30.898]  We're going to go back to Alan Watt here in just a moment.
[01:25:33.138 --> 01:25:42.581]  But before I go any further, I do want to tell you about some of our sponsors.
[01:25:44.342 --> 01:25:46.042]  And one of them is Inner Health Botanicals.
[01:25:46.062 --> 01:25:54.865]  You know, I plugged them last hour and forgot to tell you that they have a lot of new products in their product line like Natural Amino Acid Meal Replacement.
[01:25:56.018 --> 01:25:58.360]  Talk about something for dieting or something for emergencies.
[01:25:58.740 --> 01:26:03.344]  It's basically a natural, healthy, effective way to lose weight while getting all the nutrients your body needs.
[01:26:03.704 --> 01:26:07.708]  How it works, you mix up a cup and a glass of juice and have it in place of a meal.
[01:26:07.748 --> 01:26:12.932]  For example, you can replace one of your meals every day, stay healthy, get all your nutrients and lose weight in the process.
[01:26:13.412 --> 01:26:18.436]  Check it out at E-N-E-R, just innerfood.com.
[01:26:18.696 --> 01:26:19.777]  E-N-E-R, food.com.
[01:26:20.788 --> 01:26:25.191]  Or check out the natural amino acid meal replacement by calling 866-762-9238, 866-762-9238.
[01:26:25.651 --> 01:26:32.095]  And these aren't just great sponsors we go out and get.
[01:26:32.315 --> 01:26:33.216]  I only get stuff I believe in.
[01:26:33.736 --> 01:26:35.497]  It also makes what we're doing here possible.
[01:26:36.077 --> 01:26:40.920]  I want to do online, and probably on TV, daily news review shows.
[01:26:41.741 --> 01:26:47.204]  And I'm so busy, I'm going to try to hire somebody to come in and do it in our office.
[01:26:48.045 --> 01:26:48.565]  More people.
[01:26:50.919 --> 01:26:54.380]  But the point is, I got a lot of things I want to do to fight these people.
[01:26:54.701 --> 01:26:55.501]  We need your support.
[01:26:55.521 --> 01:26:59.122]  So go to InfoWars.com, buy the books and videos, get them out to people.
[01:26:59.162 --> 01:27:01.263]  They wake folks up and it supports what we're doing here.
[01:27:01.783 --> 01:27:03.844]  Support our sponsors like Interfood, 866-762-9238.
[01:27:07.459 --> 01:27:12.663]  Also, one other sponsor I want to plug is New Vitality.
[01:27:12.683 --> 01:27:17.407]  This is an old, large vitamin and mineral and nutrient company.
[01:27:17.847 --> 01:27:26.715]  No magic cures, no miracle stuff, just things that are proven to really have good nutritive and health effects, like their Aloe Ease Body Cleanse flushes out your guts, detoxifies,
[01:27:27.435 --> 01:27:33.700]  It's got aloe vera and 30 other powerful herbs known to detoxify.
[01:27:33.720 --> 01:27:35.381]  800-569-4056 or newvitality.com.
[01:27:35.401 --> 01:27:38.183]  Got big banners up on infowars.com.
[01:27:38.203 --> 01:27:38.883]  800-569-4056.
[01:27:39.584 --> 01:27:42.686]  They have super beta prostate.
[01:27:42.926 --> 01:27:44.708]  Really great for your prostate.
[01:27:45.028 --> 01:27:47.890]  After 45, younger people can even take it as well.
[01:27:47.910 --> 01:27:47.990]  800-569-4056.
[01:27:48.110 --> 01:27:52.273]  The salt palm meadow and a bunch of other ingredients.
[01:27:52.293 --> 01:27:53.674]  They've got the most popular
[01:27:55.962 --> 01:28:01.204]  It's a big company, one of the most popular mixes out there for the prostate, 800-569-4056.
[01:28:01.524 --> 01:28:06.466]  I want to make something clear before I take some final calls for Alan Watt here.
[01:28:06.706 --> 01:28:07.586]  We really appreciate it.
[01:28:09.227 --> 01:28:11.327]  You know, I don't even lose sleep dealing with this.
[01:28:11.347 --> 01:28:19.090]  I mean, I do sometimes, but not as much as I would if I just didn't do the best job I can fighting it and move forward.
[01:28:20.370 --> 01:28:21.691]  You're only alive one time.
[01:28:23.854 --> 01:28:27.396]  There are just very wicked focus control freaks that run the planet.
[01:28:29.356 --> 01:28:32.738]  They say it's their right to do this to us because survival of the fittest.
[01:28:32.758 --> 01:28:33.338]  They're in control.
[01:28:33.358 --> 01:28:33.798]  We're not.
[01:28:34.759 --> 01:28:36.059]  And I liken them to cancer.
[01:28:36.140 --> 01:28:37.620]  You know, cancer can take over a body.
[01:28:37.660 --> 01:28:40.361]  Cancer is quote dominant in the tissues of the body.
[01:28:40.762 --> 01:28:43.303]  But it ends up killing the host.
[01:28:45.544 --> 01:28:48.725]  And it's the same thing with the global elite.
[01:28:49.285 --> 01:28:50.546]  I don't think they're in total control.
[01:28:50.566 --> 01:28:51.526]  They've lost their minds.
[01:28:51.586 --> 01:28:52.167]  They're crazy.
[01:28:54.782 --> 01:29:04.866]  They say there's no such thing as a genetic mutation, so when they create chimera cross-species creations, they just say, well, man's a natural mutation, and so anything we make is a natural mutation.
[01:29:05.266 --> 01:29:07.587]  So all their talk about the environment is a bunch of bull.
[01:29:08.647 --> 01:29:10.568]  They don't even care about themselves at certain levels.
[01:29:10.628 --> 01:29:11.748]  Some of them do, some don't.
[01:29:11.768 --> 01:29:19.671]  A lot of them are very nihilistic, and openly state, and we have this in Endgame, Blueprint for Global Enslavement, that they
[01:29:21.724 --> 01:29:23.245]  Might want to just destroy the earth for fun.
[01:29:23.285 --> 01:29:29.911]  You know, it's like Nero burning Rome or Caligula marrying his horse.
[01:29:29.991 --> 01:29:32.894]  I mean, throughout history these guys go crazy.
[01:29:33.755 --> 01:29:36.077]  So there is some megalomania going on here.
[01:29:37.078 --> 01:29:40.681]  But this is just a huge institution of evil.
[01:29:41.642 --> 01:29:44.964]  And they select more evil people into their ranks as the older ones die.
[01:29:45.965 --> 01:29:48.728]  And to them, I mean, it's a great honor that
[01:29:49.793 --> 01:29:53.676]  Zbigniew Brzezinski brags that he supported Paul Pott and helped him kill two million people.
[01:29:53.716 --> 01:29:57.339]  He's very proud of that and they honor him when he walks on stage anywhere.
[01:29:57.599 --> 01:29:58.620]  They look at him with respect.
[01:29:58.640 --> 01:29:59.621]  Oh, you killed two million.
[01:30:00.501 --> 01:30:01.943]  Kissinger killed tens of millions.
[01:30:02.023 --> 01:30:04.485]  That's why there's just such respect for him.
[01:30:06.146 --> 01:30:09.569]  These people, we respect the tough job you've done.
[01:30:10.424 --> 01:30:11.905]  Well, someone has to do it.
[01:30:31.021 --> 01:30:35.044]  I want you, in closing, to speak to the enemy's mindset.
[01:30:36.024 --> 01:30:42.428]  I mean, was I accurately, from your position studying it, was I accurately trying to articulate their mindset?
[01:30:43.529 --> 01:30:43.809]  Yes.
[01:30:43.969 --> 01:30:54.837]  What they've found with psychopaths, like Hitler, he said that the German people could not conquer the world, did not deserve to live under his own theory, the Darwinistic theory.
[01:30:55.357 --> 01:30:59.900]  And you find with Israel, Israel did drag the Prime Minister Beginoff
[01:31:00.858 --> 01:31:05.061]  When you had the Samson Complex, when you said, well, if Israel goes down, we will take the world with us.
[01:31:05.721 --> 01:31:08.383]  That's a standard psychopathic response.
[01:31:08.523 --> 01:31:11.164]  Complete nihilism if they cannot win and get their way.
[01:31:11.545 --> 01:31:21.291]  However, most of them at the top have utter faith in their own abilities and their money and power to buy the sciences they need to help their own survival.
[01:31:21.731 --> 01:31:28.335]  And so they pin everything on higher sciences, which are kept quiet from the public, to pull themselves through.
[01:31:29.885 --> 01:31:33.807]  Same thing with Hitler and his super weapons, but they do have the underground bases.
[01:31:34.227 --> 01:31:37.790]  I mean, in Switzerland or in Russia, they have underground bases with a whole population of food.
[01:31:38.110 --> 01:31:47.916]  Here, we're told they don't exist while they're in the Congressional Office, Budget Office, they admit it exists, but they tell us, the dumbest people on Earth, no, it doesn't exist, or the most mind-controlled people on Earth, I should say.
[01:31:48.517 --> 01:31:50.898]  And so they're also very confident because they have those facilities.
[01:31:51.699 --> 01:31:54.541]  Yes, they have total faith in forward planning.
[01:31:55.271 --> 01:32:04.793]  And the unlimited financing that can be taken from the taxpayer and funneled into building their safe houses and their underground bases.
[01:32:05.153 --> 01:32:06.693]  And they're well stocked up as well.
[01:32:07.113 --> 01:32:15.255]  Margaret Thatcher talked about that when she was in power because she was spending incredible amounts of the taxpayer's money on building these things for the elite.
[01:32:15.715 --> 01:32:16.615]  She was quizzed on it.
[01:32:16.975 --> 01:32:23.296]  She said if the common people try to get in, the SAS will machine gun them down because no commoner would be allowed in.
[01:32:26.089 --> 01:32:29.010]  That's right.
[01:32:29.030 --> 01:32:29.750]  That's the arrogance.
[01:32:29.910 --> 01:32:33.992]  And by the way, Michael Crichton did come out about global warming.
[01:32:34.472 --> 01:32:37.633]  His last book was about the New World Order, State of Fear.
[01:32:37.693 --> 01:32:38.113]  I read it.
[01:32:39.033 --> 01:32:40.594]  It came out in 2006.
[01:32:40.814 --> 01:32:44.935]  It was about the New World Order, how they're engineering the mass extermination.
[01:32:45.676 --> 01:32:47.456]  And I know people that knew Michael Crichton.
[01:32:47.496 --> 01:32:50.617]  He died of an accelerated, basically very quick act in cancer.
[01:32:50.637 --> 01:32:52.158]  He was in great health, a medical doctor.
[01:32:52.958 --> 01:32:54.218]  And I believe they got rid of him.
[01:32:54.819 --> 01:32:55.439]  Mark Cuban,
[01:32:57.065 --> 01:32:58.325]  Was going to put out loose change.
[01:32:58.365 --> 01:33:00.626]  He backed off after threats and he was threatened.
[01:33:00.646 --> 01:33:01.747]  We should do an article about that.
[01:33:02.867 --> 01:33:04.068]  So he did back off of it.
[01:33:04.528 --> 01:33:11.050]  And then notice you have trillions being stolen by the bankers, but they claim he stole a stock, selling his own stock.
[01:33:11.550 --> 01:33:14.391]  $700,000 and he's worth like $5 billion.
[01:33:15.912 --> 01:33:18.313]  Selling some stock of some little company.
[01:33:19.013 --> 01:33:20.894]  But again, the public will think of him as rich.
[01:33:20.934 --> 01:33:24.096]  He owns a basketball team, just like they burned Martha Stewart.
[01:33:24.377 --> 01:33:31.101]  So none of the bankers, Kashkari or Paulson, they won't get in trouble.
[01:33:31.521 --> 01:33:32.662]  And of course, they're minions too.
[01:33:33.462 --> 01:33:37.925]  No, no, it's going to be Mark Cuban, and he's going to be punished now for even thinking about it.
[01:33:37.945 --> 01:33:39.446]  And remember, O'Reilly threatened him.
[01:33:39.486 --> 01:33:41.127]  He said, you will be taken down.
[01:33:41.488 --> 01:33:43.309]  Do not make it or you're gone, buddy.
[01:33:43.529 --> 01:33:43.949]  You hear me?
[01:33:44.329 --> 01:33:44.950]  I'm talking about
[01:33:46.463 --> 01:33:47.664]  Oh, they are ruthless at the top, absolutely ruthless.
[01:33:47.704 --> 01:33:49.545]  They had James Goldsmith, Sir James Goldsmith, who
[01:34:11.673 --> 01:34:12.174]  I don't think so.
[01:34:25.987 --> 01:34:27.888]  And of course, there's more than just that.
[01:34:28.528 --> 01:34:36.673]  We have the guy that was going to get us out of Iraq and England, and who was going to beat Gordon Brown, and ooh, something happened to him real fast.
[01:34:37.273 --> 01:34:43.617]  Kelly, he said they'll find me in the woods with my wrist cut.
[01:34:44.557 --> 01:34:46.338]  And sure enough, they did, but they found no blood.
[01:34:46.398 --> 01:34:51.201]  But we know their standard MO, they're utterly ruthless at the top.
[01:34:51.221 --> 01:34:55.403]  And those who join their circles and join their fraternities,
[01:34:55.859 --> 01:34:58.121]  And take-offs do put themselves at risk.
[01:34:58.161 --> 01:34:58.761]  They know that.
[01:34:59.461 --> 01:35:04.205]  Most of them think they'll never have to recount for it or stand up for it.
[01:35:04.545 --> 01:35:08.287]  But they do know if they cross the line, their lives can be forfeit.
[01:35:08.528 --> 01:35:11.029]  What do the elites think of us, Alan, from your study?
[01:35:11.990 --> 01:35:21.076]  Oh, I always liken it to the sadist breaking the legs of the cow and down it goes.
[01:35:21.576 --> 01:35:24.058]  And then they kick the cow because it can't get up.
[01:35:24.631 --> 01:35:33.576]  In other words, they've dumbed us down, they've poisoned us, they've dropped the IQ, they've literally bioengineered us until we were almost transsexual as we are today.
[01:35:34.657 --> 01:35:41.441]  And they laugh at us, they laugh at the mess we're in, and they have this complete disdain for us, in fact.
[01:35:41.601 --> 01:35:49.165]  That's right, they laugh at us wallowing in our excrement on the ground with broken legs, drooling in pain, and they say, look at how ugly they are!
[01:35:49.465 --> 01:35:51.326]  Look at how beautiful we are!
[01:35:51.567 --> 01:35:53.508]  I mean, that is the ultimate in selfishness.
[01:35:54.315 --> 01:36:19.770]  Yeah, I was watching a documentary, it was made in Germany during World War II, where some psychiatrists were explaining to schoolchildren why they had to kill off the feeble-minded, and they showed you the most extreme examples of deformed people with very low IQs, and I thought, this is exactly the same technique that they're conditioning the whole public, they're conditioning the victims to accept their own demise.
[01:36:20.170 --> 01:36:21.131]  That's what they're doing right now.
[01:36:23.675 --> 01:36:28.118]  Well, I want to jam in very quickly, a few final calls here.
[01:36:29.039 --> 01:36:29.939]  Who's up next, John?
[01:36:30.820 --> 01:36:31.580]  Kyle in Florida.
[01:36:31.680 --> 01:36:32.461]  Kyle in Florida.
[01:36:32.501 --> 01:36:33.642]  Go ahead, you're on the air with Alan Watt.
[01:36:34.542 --> 01:36:35.583]  Yeah, how you doing, Al?
[01:36:35.783 --> 01:36:36.304]  Good, go ahead.
[01:36:36.324 --> 01:36:36.804]  Not so bad.
[01:36:37.885 --> 01:36:42.988]  Um, yeah, I just, I actually, first of all, your show is amazing.
[01:36:43.448 --> 01:36:50.953]  You have unbelievable insight and I hope the general public
[01:36:53.095 --> 01:36:56.898]  You know, knows what you know.
[01:36:57.338 --> 01:37:20.176]  My question to you is, I have a situation going on where I'm prescribed with painkillers and my doctor decided to drug test me and apparently I came up positive for certain things that were not prescribed.
[01:37:20.917 --> 01:37:24.821]  And did not come up for what they prescribed me.
[01:37:27.123 --> 01:37:34.109]  After that, they urine tested me and then I went and had a blood test done.
[01:37:36.912 --> 01:37:45.019]  After that, I'm just kind of wondering, you know, why they are trying to
[01:37:48.778 --> 01:37:50.799]  Make this a criminal.
[01:38:18.998 --> 01:38:25.783]  And so, yes, they go, they put you on painkillers, then it's a schedule three, then they test you, then they find marijuana.
[01:38:26.103 --> 01:38:29.985]  You know, when a mother goes in, they don't tell you, they find marijuana in a mother, kid's gone.
[01:38:30.406 --> 01:38:31.687]  They find any alcohol.
[01:38:31.727 --> 01:38:34.488]  They find, and about a third of the time, it's a false positive.
[01:38:34.508 --> 01:38:35.609]  They CPS your kids.
[01:38:35.989 --> 01:38:42.674]  The whole system is meant to destroy individuality and to get control of your life.
[01:38:42.714 --> 01:38:44.435]  So, folks, never take
[01:38:45.745 --> 01:38:46.365]  Painkillers.
[01:38:46.686 --> 01:38:50.949]  I mean, even if you're in really bad pain, because if you get addicted, they're going to ruin your life.
[01:38:51.069 --> 01:38:53.671]  Never take their illegal drugs, because they want to catch you.
[01:38:53.711 --> 01:38:55.292]  You defeat them by living clean.
[01:38:55.592 --> 01:38:57.074]  You defeat them by living well.
[01:38:57.394 --> 01:39:00.556]  You defeat them by realizing they're scum and filth and garbage.
[01:39:00.976 --> 01:39:02.478]  Young people, do not use drugs.
[01:39:02.498 --> 01:39:03.478]  Do not think it's cool.
[01:39:03.679 --> 01:39:05.060]  They're brought here for you.
[01:39:05.400 --> 01:39:06.821]  Don't even get into the gateway drugs.
[01:39:07.081 --> 01:39:09.483]  Keep your head down if your parents put you in a government camp.
[01:39:09.803 --> 01:39:10.864]  Keep your mouth shut.
[01:39:11.224 --> 01:39:12.265]  They're there to destroy you.
[01:39:13.786 --> 01:39:16.787]  I mean, I could rant and rant, but Alan, in closing, you want to comment on that?
[01:39:17.928 --> 01:39:18.488]  It's true.
[01:39:18.748 --> 01:39:19.168]  It is true.
[01:39:19.188 --> 01:39:32.494]  They run both sides of the drug industry, legal and illegal, and you would not have the excuse to build up the massive police forces always under the guise of recruitment to fight the drug war if it wasn't for them putting out the drugs themselves.
[01:39:33.175 --> 01:39:36.376]  And we know for a fact, and I've read articles from some of the top
[01:39:37.117 --> 01:39:41.099]  X Special Forces men who were involved in bringing the drugs into the country.
[01:39:41.399 --> 01:39:47.602]  We see the Oliver North scandal with the drugs for guns with the Contras and so on.
[01:39:47.902 --> 01:39:51.984]  The government itself are the biggest drug dealers of all time.
[01:39:52.932 --> 01:39:54.233]  So, we want them in society.
[01:39:54.253 --> 01:39:55.094]  It's been a pleasure, Alex.
[01:40:21.840 --> 01:40:36.397]  I got a few final stories I'm going to hit at the very end of the show that we haven't gotten to and maybe jam in a few final calls, but I want to introduce Ted Anderson with this little piece of music because people, you know where the gold's at?
[01:40:36.437 --> 01:40:38.139]  Well, I know where the gold's at.
[01:40:38.159 --> 01:40:38.520]  Here it is.
[01:40:52.322 --> 01:40:53.163]  Give me the dough.
[01:40:53.323 --> 01:40:54.024]  I want the dough.
[01:40:54.044 --> 01:40:54.684]  I want the dough.
[01:40:54.724 --> 01:40:55.545]  Give me the dough.
[01:40:55.565 --> 01:40:56.426]  I want the dough.
[01:40:56.446 --> 01:40:57.067]  I want the dough.
[01:40:57.087 --> 01:40:57.967]  I want the dough.
[01:40:58.027 --> 01:40:59.188]  Give me the dough.
[01:40:59.329 --> 01:41:00.089]  I want the dough.
[01:41:00.109 --> 01:41:00.730]  I want the dough.
[01:41:43.530 --> 01:41:44.311]  Oh my goodness!
[01:41:44.391 --> 01:41:46.553]  Well, you just saw the Gimme the Gold video.
[01:41:47.033 --> 01:41:47.674]  I want the gold!
[01:41:47.694 --> 01:41:48.434]  What's the gold at?
[01:41:48.674 --> 01:41:49.655]  Well, I'll tell you what the gold at.
[01:41:49.695 --> 01:41:51.637]  The gold is with Ted Anderson.
[01:41:52.557 --> 01:42:00.744]  And Ted Anderson has got gold that he bought a week ago, when gold was fifty-something bucks under what it is now, so he can pass on those gigantor savings.
[01:42:01.284 --> 01:42:05.828]  Most people don't even have gold right now, ladies and gentlemen, but if they do, they're selling it at huge premiums.
[01:42:06.288 --> 01:42:07.709]  Well, Ted Anderson happens to have it
[01:42:08.470 --> 01:42:09.350]  With no premium.
[01:42:09.370 --> 01:42:12.651]  In fact, below the price, it should be sold because he's a smart guy.
[01:42:13.112 --> 01:42:15.372]  And when we come back, we're going to briefly talk to Ted.
[01:42:15.652 --> 01:42:17.073]  Ted, that is now your new anthem.
[01:42:17.113 --> 01:42:18.774]  Do you like your new music, your new ballad?
[01:42:22.015 --> 01:42:23.055]  Oh, Ted's not in the studio.
[01:42:23.075 --> 01:42:23.515]  No, I'm here.
[01:42:23.535 --> 01:42:23.855]  I'm here.
[01:42:23.895 --> 01:42:24.275]  Oh, good.
[01:42:24.315 --> 01:42:25.296]  I want to know where to go then.
[01:42:25.676 --> 01:42:26.136]  Yeah, I know.
[01:42:26.196 --> 01:42:27.617]  I just ran into the studio.
[01:42:27.657 --> 01:42:28.457]  I just got caught up.
[01:42:29.025 --> 01:42:30.906]  Getting the last prices on gold and silver.
[01:42:30.926 --> 01:42:31.527]  Give me the gold!
[01:42:31.947 --> 01:42:33.088]  Yeah, right now it's at $736.40.
[01:42:33.328 --> 01:42:35.529]  Right now the silver's at $957.
[01:42:35.629 --> 01:42:37.350]  I want the gold!
[01:42:37.751 --> 01:42:41.693]  Yeah, we did run into some maple leaves here, so let's talk about that right after the break.
[01:42:41.713 --> 01:42:42.634]  I definitely want that gold.
