[00:00:00.129 --> 00:00:00.890]  Federal agents!
[01:20:16.429 --> 01:20:22.192]  If you accidentally swallow more than used for brushing, seek professional assistance or contact a poison control center immediately.
[01:20:22.662 --> 01:20:25.245]  Why would you or your family use a product with this warning?
[01:20:25.585 --> 01:20:34.574]  If you're looking for a safe and natural alternative to keep your teeth healthy, clean, and sparkling, then you need SoliSmile All Natural Tooth Powder, the first tooth powder of its kind.
[01:20:34.995 --> 01:20:39.639]  SoliSmile contains 84 mineral-rich Himalayan sea salt, How many minutes into that clip are we?
[01:20:39.720 --> 01:20:41.922]  and xylitol, a sugar substitute with...
[01:20:42.954 --> 01:20:43.955]  Uh, five minutes.
[01:20:44.195 --> 01:20:45.776]  Join the info war today.
[01:20:46.276 --> 01:20:48.337]  Keep out of reach of children under six years of age.
[01:20:48.597 --> 01:20:54.381]  If you accidentally swallow more than used for brushing, seek professional assistance or contact a poison control center immediately.
[01:20:54.821 --> 01:20:57.443]  Why would you or your family use a product with this warning?
[01:20:57.763 --> 01:21:06.708]  If you're looking for a safe and natural alternative to keep your teeth healthy, clean, and sparkling, then you need SoliSmile All Natural Tooth Powder, the first tooth powder of its kind.
[01:21:07.148 --> 01:21:13.571]  Sully's Smile contains 84 mineral-rich Himalayan sea salt, baking soda, a 90-day money-back guarantee.
[01:21:19.593 --> 01:21:23.054]  Final segment for folks listening on the GCN radio network.
[01:21:23.515 --> 01:21:26.516]  But I'm gonna go into overdrive, I don't know, 10, 15, 20 minutes.
[01:21:27.756 --> 01:21:28.777]  One place only.
[01:21:30.938 --> 01:21:32.478]  InfoWars.com.
[01:21:32.878 --> 01:21:33.479]  PrisonPlanet.com.
[01:21:34.847 --> 01:21:35.708]  One stream only.
[01:21:36.428 --> 01:21:37.889]  One place to get it is the internet.
[01:21:38.309 --> 01:21:39.390]  At those specific streams.
[01:21:39.450 --> 01:21:40.490]  Not the Genesis streams.
[01:21:40.550 --> 01:21:41.511]  Not any other streams.
[01:21:43.912 --> 01:21:46.493]  You know, just to see how right these men were.
[01:21:46.513 --> 01:21:48.114]  To see how on target they were.
[01:21:48.134 --> 01:21:54.438]  And to see how they were ridiculed and laughed at by the brainwashed, dumbed down, massive people in that audience.
[01:21:56.087 --> 01:22:06.152]  But now you go to YouTube and Google and you see these clips and every single person's agreeing, unless it's some sitcom handle guy getting paid a hundred grand a year to bring his country down.
[01:22:06.652 --> 01:22:15.076]  I am sick of all the people in government who still go along with this evil, claiming you're the patriots, claiming you're the good guys, that you're getting rid of our freedom for America.
[01:22:15.896 --> 01:22:19.818]  You're doing that to make sure the bankers can rob the living daylights out of us.
[01:22:20.098 --> 01:22:22.079]  Let's play a few more minutes of this clip.
[01:22:22.099 --> 01:22:22.419]  Here it is.
[01:22:23.325 --> 01:22:28.189]  This preservation, what we do in Ohio, is we arm people with knowledge, is what we do.
[01:22:28.930 --> 01:22:31.612]  The knowledge that your rights are eroding.
[01:22:31.872 --> 01:22:32.252]  That is correct.
[01:22:32.272 --> 01:22:33.453]  You gotta say this, friends.
[01:22:33.533 --> 01:22:36.936]  If you don't say this, this audience is gonna not know what in the hell.
[01:22:36.956 --> 01:22:38.617]  You look like a barbershop quartet.
[01:22:38.697 --> 01:22:39.979]  I don't know, you're a sex guy.
[01:22:40.019 --> 01:22:40.579]  Go ahead.
[01:22:40.599 --> 01:22:41.179]  Go ahead.
[01:22:50.106 --> 01:23:00.232]  Every day American people from all across the country call us and they tell us two things.
[01:23:00.493 --> 01:23:02.054]  One, there's too much government.
[01:23:02.194 --> 01:23:07.297]  There's too much federal intervention into our states and in our personal lives that our states are losing our sovereignty.
[01:23:07.941 --> 01:23:08.461]  Back up.
[01:23:08.701 --> 01:23:10.982]  Give the control back to our local elected officials.
[01:23:11.362 --> 01:23:12.482]  Let's uphold our sheriffs.
[01:23:12.502 --> 01:23:18.724]  Let's give power back to our sheriffs who we esteem highly, who's our only elected law official in this country.
[01:23:19.104 --> 01:23:20.185]  Back off federal government.
[01:23:20.445 --> 01:23:21.805]  Give the state some power again.
[01:23:22.145 --> 01:23:23.546]  That's what the people are concerned about.
[01:23:23.646 --> 01:23:33.669]  And by the way, in reference to that, in reference to the possibility of them being a quartet, we have turned it into a huge singing organization of governors.
[01:23:33.989 --> 01:23:37.530]  As of today, the governors are wrapping up a convention.
[01:23:38.090 --> 01:23:44.574]  The governors of the United States of America have said exactly what Mr. Stucco has just been saying.
[01:23:44.594 --> 01:23:46.376]  That the federal government is taking too much power.
[01:23:46.636 --> 01:23:47.276]  Exactly.
[01:23:47.456 --> 01:23:50.498]  And that the governors need it back in their own backyards.
[01:23:50.778 --> 01:23:52.299]  Let me ask you a question.
[01:23:52.319 --> 01:23:52.720]  Go ahead.
[01:23:55.626 --> 01:23:56.367]  Okay, that's good.
[01:23:56.807 --> 01:23:57.087]  That's good.
[01:23:57.107 --> 01:24:03.951]  When we go into overdrive, I'll play the last three minutes of that clip and then ten minutes more of the other clip from Donahue.
[01:24:03.971 --> 01:24:04.652]  And there's more.
[01:24:04.692 --> 01:24:11.056]  There's more to the show online at Infowars.com and there's a bunch of other Donahues and other programs where they're viciously
[01:24:12.125 --> 01:24:13.126]  Attacking the militia.
[01:24:13.426 --> 01:24:21.310]  And Sean Hannity says, arrest all militia members, anybody that talks about a New World Order, every child should have a microchip, and that's conservative.
[01:24:21.890 --> 01:24:24.532]  No, these are New World Order dirtbags in both parties.
[01:24:25.412 --> 01:24:36.358]  By the way, the stock market right now is down over 300 points on the Dow Jones Industrial Average, and that is with hundreds of billions being pumped in today.
[01:24:37.459 --> 01:24:39.420]  They're talking about the dollar completely dying.
[01:24:41.044 --> 01:24:43.507]  Now is the time to expose government-sponsored terrorism.
[01:24:43.587 --> 01:24:45.369]  I'm telling you, we're in prime territory for that.
[01:24:45.729 --> 01:24:47.671]  Please go to InfoWars.com.
[01:24:47.712 --> 01:24:48.292]  Do not wait.
[01:24:48.753 --> 01:24:51.996]  Get fabled enemies exposing how they carried out the attacks with intelligence ops.
[01:24:53.561 --> 01:24:57.103]  You know, get Truth Rising so people really know who the 9-11 Truth Movement is and why.
[01:24:57.123 --> 01:24:58.584]  I didn't even get into it today.
[01:24:58.704 --> 01:25:00.665]  YouTube openly announcing censorship.
[01:25:01.326 --> 01:25:03.447]  Other websites banning 9-11 Truth.
[01:25:04.387 --> 01:25:09.970]  Openly admitting that Lieberman sends them, the staff basically tells them what to ban and what not to ban.
[01:25:11.571 --> 01:25:13.772]  The media running around attacking 9-11 Truth.
[01:25:14.032 --> 01:25:18.675]  You can also tell operatives in our own movement, they're all activating right now with their disinfo.
[01:25:19.960 --> 01:25:21.122]  We're winning, thank God.
[01:25:21.703 --> 01:25:25.609]  The hearts and minds, but the enemy can stage terror attacks, economic collapse, you name it.
[01:25:25.629 --> 01:25:29.495]  So please visit InfoWars.com and don't forget, it's up to you to carry the ball.
[01:25:29.535 --> 01:25:31.198]  You can't just passively sit here and listen.
[01:25:32.406 --> 01:25:36.087]  And then hope that everything works out and thinking, oh good, Alex is on the air.
[01:25:36.147 --> 01:25:36.627]  No, no, no, no.
[01:25:36.727 --> 01:25:37.907]  Tell more people about the show.
[01:25:37.947 --> 01:25:39.188]  Tell them about the free podcast.
[01:25:39.208 --> 01:25:42.589]  Tell them we're coming back up live right now in one minute at InfoWars.com.
[01:25:42.609 --> 01:25:43.729]  But start your own radio shows.
[01:25:43.989 --> 01:25:44.569]  Take action.
[01:25:44.589 --> 01:25:45.409]  Your own websites.
[01:25:46.090 --> 01:25:49.410]  People are really listening right now because everything we've said has come true.
[01:25:49.690 --> 01:25:51.471]  So now's the time to strike while the iron's hot.
[01:25:51.691 --> 01:25:53.892]  We'll see you back on the other side at InfoWars.com.
[01:25:53.912 --> 01:25:54.472]  We're live.
[01:25:54.732 --> 01:25:55.212]  Stay with us.
[01:25:56.311 --> 01:25:58.113]  Thank you for listening to TCN.
[01:25:58.133 --> 01:25:59.654]  Alright, take care Alex, good job.
[01:25:59.774 --> 01:26:00.715]  Hey John, appreciate it.
[01:26:00.755 --> 01:26:01.636]  I'll see you tomorrow, bubba.
[01:26:01.696 --> 01:26:02.757]  Anytime, we'll see you tomorrow.
[01:26:02.797 --> 01:26:03.498]  Take care, bubba.
[01:26:03.638 --> 01:26:03.918]  Buh-bye.
[01:26:04.679 --> 01:26:05.660]  Alright, buh-bye.
[01:26:05.700 --> 01:26:06.781]  He's good at those buh-byes.
[01:26:07.322 --> 01:26:09.183]  Hey, you know what?
[01:26:09.203 --> 01:26:13.267]  Let's not even do intro music here as we go into overdrive.
[01:26:13.528 --> 01:26:17.652]  For those watching on PrisonPlanet.tv live or watching on the archive there,
[01:26:19.703 --> 01:26:29.896]  For folks that don't know about PrisonPlanet.tv, that's where all my films are in super high quality, where we do the live streams every day, and it's 15 cents a day and that pays for the big servers and the crew and everything we're doing.
[01:26:30.197 --> 01:26:35.684]  We're pretty low budget, but it still costs a lot, so we want to thank all the PrisonPlanet.tv members that are out there.
[01:26:38.300 --> 01:26:52.678]  Okay, I want to go ahead and finish up this clip, and then there's another clip from the same show, but just look at how calm they are, how well-spoken, how focused, how serious they were, and how they were talking about martial law was being beta-tested then.
[01:26:53.199 --> 01:26:54.781]  Now, fast-forward 14 years, 15 years,
[01:26:56.002 --> 01:27:00.364]  Army Times comes out and says, yeah, we're going to use regular army brigades in the U.S.
[01:27:00.784 --> 01:27:10.148]  to combat people rioting or civil disturbance, and we hope we don't have to kill Americans, and we're going to use microwave guns, and this is Homeland Security, and NORTHCOM runs America.
[01:27:10.428 --> 01:27:13.669]  Just like Iraq's occupied, the United States is now being occupied.
[01:27:14.009 --> 01:27:15.310]  This is third-world country stuff.
[01:27:15.590 --> 01:27:19.092]  Congress has been told, you're not involved in the bailouts and the corporate looting.
[01:27:19.532 --> 01:27:20.792]  Nobody's going to jail for it.
[01:27:20.972 --> 01:27:24.534]  We're not going to bail your houses out, we're just going to take your money and bail the bankers out.
[01:27:25.134 --> 01:27:25.894]  But it's not a bailout.
[01:27:25.914 --> 01:27:27.375]  They've already secured all their assets.
[01:27:27.595 --> 01:27:28.576]  It's a consolidation.
[01:27:28.616 --> 01:27:29.456]  It's a new world order.
[01:27:29.896 --> 01:27:31.917]  So let me go ahead and punch up this screen for me.
[01:27:32.618 --> 01:27:38.861]  I'll go ahead and play this for the viewers out there, and we'll play the other clip for everybody as well.
[01:27:38.901 --> 01:27:39.241]  Here it is.
[01:27:41.070 --> 01:27:41.931]  Anarchy, yeah.
[01:27:42.271 --> 01:27:44.534]  And so, training in the woods, what?
[01:27:44.654 --> 01:27:47.117]  In other words, you really think this is going to come down here?
[01:27:47.137 --> 01:27:52.983]  You have to understand that in the area that I live, it is woods.
[01:27:53.124 --> 01:27:55.546]  My closest neighbors are half a mile away.
[01:27:55.687 --> 01:27:58.950]  I don't understand how higher interest rates and a big...
[01:28:03.038 --> 01:28:21.605]  I gotta say something here, look how domesticated Donahue is, I mean, he's going, you live in the woods, a house in the woods, oh my god, you should be like 90% of people in an urban area, so when we have a Great Depression, instead of 80% being rural and being able to survive and only 7 million starved in the Great Depression,
[01:28:22.125 --> 01:28:23.486]  Tens of millions more will starve!
[01:28:23.726 --> 01:28:24.466]  It's so crazy!
[01:28:25.047 --> 01:28:25.547]  My God!
[01:28:25.727 --> 01:28:26.968]  Live in the woods and have guns!
[01:28:27.128 --> 01:28:28.869]  You're not a domesticated slave like me!
[01:28:29.069 --> 01:28:32.591]  Oh, it's so shocking to see someone that's somewhat free and informed!
[01:28:32.871 --> 01:28:34.892]  And 15 years before their time!
[01:28:35.152 --> 01:28:35.832]  Oh my God!
[01:28:36.013 --> 01:28:36.693]  It's so scary!
[01:28:36.913 --> 01:28:37.033]  Oh!
[01:28:37.273 --> 01:28:37.373]  Oh!
[01:28:37.533 --> 01:28:38.294]  Oh my God!
[01:28:38.954 --> 01:28:42.977]  But he sees a cop or a guy in a black ski mask in New York with a machine gun.
[01:28:43.298 --> 01:28:44.399]  He feels safe.
[01:28:44.839 --> 01:28:45.860]  Oh, FEMA camps.
[01:28:46.580 --> 01:28:48.442]  Cops with machine guns and black masks.
[01:28:49.082 --> 01:28:50.143]  And cameras everywhere.
[01:28:50.163 --> 01:28:52.065]  It makes me feel so safe to have a criminal government.
[01:28:52.525 --> 01:28:57.049]  But just these citizens with guns.
[01:28:57.369 --> 01:28:58.510]  They live in the woods.
[01:28:58.830 --> 01:29:00.011]  They have water wells.
[01:29:00.031 --> 01:29:01.552]  They're not drinking their fluoride.
[01:29:02.213 --> 01:29:04.114]  Dear God, they're crazy people.
[01:29:05.137 --> 01:29:07.038]  Let's go back to these dangerous people!
[01:29:07.218 --> 01:29:08.439]  You live in the woods, though!
[01:29:08.879 --> 01:29:09.459]  The woods!
[01:29:09.519 --> 01:29:10.740]  My God, it's crazy!
[01:29:11.381 --> 01:29:13.582]  Oh, my God, this guy's out of his mind!
[01:29:13.882 --> 01:29:15.703]  I bet he doesn't think GMO's good for him!
[01:29:16.203 --> 01:29:17.044]  Oh, God, help us!
[01:29:17.244 --> 01:29:17.864]  Oh, no!
[01:29:18.304 --> 01:29:19.125]  Oh, it's all over!
[01:29:19.145 --> 01:29:21.406]  There it is, folks.
[01:29:26.069 --> 01:29:28.070]  Oh, for some reason the YouTube clip's not playing.
[01:29:28.710 --> 01:29:29.631]  Good old YouTube.
[01:29:29.731 --> 01:29:30.651]  I tell ya, it tortures me.
[01:29:30.691 --> 01:29:31.552]  Here, we'll just play it from here.
[01:29:35.218 --> 01:29:37.300]  The economic situation of this country.
[01:29:37.841 --> 01:29:40.303]  We're four and a half trillion dollars in debt.
[01:29:40.824 --> 01:29:43.087]  We're going in debt at a billion dollars a day.
[01:29:43.647 --> 01:29:49.674]  What will happen when all of the money collected on taxes goes to interest on the debt?
[01:29:50.595 --> 01:29:55.659]  If you look at Argentina or Brazil, you have hyperinflation, an economic situation.
[01:29:56.859 --> 01:29:59.121]  Collapse of the economy, rioting in the streets.
[01:29:59.221 --> 01:30:00.482]  Anarchy, yeah.
[01:30:00.802 --> 01:30:03.084]  And so, training in the woods, what?
[01:30:03.184 --> 01:30:05.745]  In other words, you really think this is going to come down here?
[01:30:05.765 --> 01:30:11.669]  You have to understand that in the area that I live, it is woods.
[01:30:11.790 --> 01:30:13.591]  My closest neighbor is in the MLA.
[01:30:14.351 --> 01:30:23.742]  I don't understand how higher interest rates and a big service load on the debt is going to be cured by wearing fatigues and running around the woods as a grown man huffing and puffing.
[01:30:23.762 --> 01:30:26.105]  What's the point?
[01:30:29.168 --> 01:30:34.071]  If we were not dressed like this, if we were not dressed like this in training, we wouldn't be sitting here talking to you today.
[01:30:34.371 --> 01:30:44.636]  And we want the American people to pull together, contact their elected officials, and tell them what the problems are, and let's sit down and start working out the problems instead of just... John, here's what you told us.
[01:30:44.656 --> 01:30:45.737]  Here's what you told us.
[01:30:46.617 --> 01:30:48.358]  No, but I mean, John, I think said this.
[01:30:49.838 --> 01:30:53.319]  It's about informing the public about what's going on in this country.
[01:30:53.959 --> 01:30:59.081]  You say it's a sell-off, the government is selling us out, the Constitution's in peril.
[01:30:59.481 --> 01:31:02.302]  You believe that our government is involved in a population reduction.
[01:31:03.376 --> 01:31:03.896]  Come on.
[01:31:04.597 --> 01:31:10.342]  Our government wants to disarm the citizens, create a one world government, then do a world reduction of the population.
[01:31:10.822 --> 01:31:17.728]  And what we're seeing now is foreign military equipment and chemical warfare equipment being brought into our country.
[01:31:17.808 --> 01:31:18.969]  Come on.
[01:31:19.189 --> 01:31:23.053]  Okay, if I might respond, I'm going to step on John's toes here.
[01:31:24.329 --> 01:31:31.533]  You gotta ask yourself, and you folks that are finding some of this humorous, number one, this was photographed in Texas a couple of weeks ago.
[01:31:31.733 --> 01:31:31.973]  Yeah.
[01:31:31.993 --> 01:31:37.816]  Alright, this is a Frog short-range Russian chemical biological missile.
[01:31:38.256 --> 01:31:39.977]  We have photographed several of these.
[01:31:40.037 --> 01:31:42.638]  We also have this equipment on videotape.
[01:31:42.738 --> 01:31:44.379]  With a red star and a gold finish.
[01:31:44.419 --> 01:31:47.060]  Sorry about that, folks, but this is in Texas.
[01:31:47.120 --> 01:31:50.622]  If that doesn't bother you, then maybe we should be... How do you know that?
[01:31:50.642 --> 01:31:51.483]  Okay, excuse me.
[01:31:52.443 --> 01:31:54.505]  By the way, I'm going to hit pause again.
[01:31:54.525 --> 01:31:56.647]  I mean, I've got to get out here and go to a meeting.
[01:31:56.667 --> 01:31:59.469]  I've got about ten more minutes to play of this, but this is what's incredible.
[01:32:00.810 --> 01:32:13.942]  Now, in 2008, we knew NORTHCOM did this five years ago, officially, but they didn't advertise it, said Canadian and Mexican and Eastern Bloc troops will be used to patrol America during an economic collapse for martial law.
[01:32:14.784 --> 01:32:15.666]  Or terrorist attack.
[01:32:16.147 --> 01:32:23.881]  Then, in early 2008, the NORTHCOM publicly signed a deal with the Canadian and Mexican generals on Canadian TV.
[01:32:25.014 --> 01:32:26.975]  And then Congress said, we'd like to be able to see that.
[01:32:26.995 --> 01:32:29.115]  We're supposed to fund that or agree to that.
[01:32:29.135 --> 01:32:29.955]  We passed the laws.
[01:32:30.396 --> 01:32:32.776]  And they said, nope, continuity of government, sit down and shut up.
[01:32:33.256 --> 01:32:35.797]  And now Paulson comes out and says trillions in bailouts.
[01:32:36.517 --> 01:32:38.258]  It's not 700 billion, it's trillions and trillions.
[01:32:38.638 --> 01:32:41.119]  And Congress started talking a week and a half ago saying, well, we have to look at that.
[01:32:41.139 --> 01:32:42.739]  And he said, sit down and shut up.
[01:32:43.179 --> 01:32:45.280]  Presidential Decision Directive 51.
[01:32:46.400 --> 01:32:47.761]  Everything these guys said in 1994.
[01:32:47.981 --> 01:32:49.021]  What is that, 14 years ago?
[01:32:54.955 --> 01:32:55.735]  Everything came true.
[01:32:56.556 --> 01:32:59.237]  And now it's all declassified about the population reduction?
[01:33:00.017 --> 01:33:01.438]  The public just can't deal with it.
[01:33:01.638 --> 01:33:03.198]  It's your fault out there, folks.
[01:33:03.458 --> 01:33:13.803]  We have given you all the information, and there's clips of me in 95, 96, 97 saying this stuff, and these guys all over the place before that, you know, in the 80s saying it.
[01:33:14.323 --> 01:33:15.123]  And other people.
[01:33:15.183 --> 01:33:16.504]  I mean, they've all been right.
[01:33:16.564 --> 01:33:17.624]  They told you!
[01:33:18.184 --> 01:33:19.145]  And you laugh at them!
[01:33:21.066 --> 01:33:22.166]  Let's just go back to it.
[01:33:22.386 --> 01:33:22.986]  Unbelievable.
[01:33:23.687 --> 01:33:24.427]  Unbelievable.
[01:33:26.618 --> 01:33:32.020]  Flatbeds of Russian tanks and armament that they brought into Montana.
[01:33:32.140 --> 01:33:33.721]  Our own people photographed this.
[01:33:33.881 --> 01:33:35.341]  Alright, I'm sorry about that.
[01:33:35.361 --> 01:33:37.142]  The Russians are coming again, you tell him.
[01:33:37.202 --> 01:33:37.862]  They're here.
[01:33:38.122 --> 01:33:38.843]  Oh, they're here.
[01:33:39.143 --> 01:33:39.503]  I see.
[01:33:39.543 --> 01:33:42.104]  While you're still handling your microphone.
[01:33:42.144 --> 01:33:43.344]  Raising up in the militia.
[01:33:43.565 --> 01:33:43.845]  Right.
[01:33:43.885 --> 01:33:45.765]  There's two ways to defuse the militia.
[01:33:46.065 --> 01:33:52.348]  Number one is people like you taking the information, taking our fears and proving that we're wrong.
[01:33:52.988 --> 01:34:04.394]  That will diffuse the militia movement, or people like you in the mainstream news media shine a light on this information and find out it's true, then let's get the country back on its true course.
[01:34:04.514 --> 01:34:08.716]  Why is it so easy for us to glean support from the public?
[01:34:09.196 --> 01:34:10.617]  We don't even have to go after them.
[01:34:10.637 --> 01:34:11.457]  People are calling us.
[01:34:11.477 --> 01:34:12.278]  Let me tell you why.
[01:34:12.478 --> 01:34:14.759]  Because I think you're stocking ammunition.
[01:34:15.259 --> 01:34:17.080]  I think you have semi-automatic.
[01:34:17.160 --> 01:34:18.321]  I think you've got automatic.
[01:34:20.384 --> 01:34:23.166]  I mean, listen to what a raving loony he is.
[01:34:23.487 --> 01:34:24.588]  I know why they're calling you.
[01:34:24.888 --> 01:34:26.750]  I think you're stuck in ammunition.
[01:34:27.110 --> 01:34:29.532]  I think you got it in there like it's illegal.
[01:34:30.353 --> 01:34:32.915]  He's like a totally domesticated creature, man.
[01:34:34.076 --> 01:34:36.438]  But, you know, all the liberals I know now are buying guns.
[01:34:36.458 --> 01:34:37.279]  They finally get it.
[01:34:38.019 --> 01:34:39.481]  They finally broke their conditioning.
[01:34:40.141 --> 01:34:43.444]  And most of the Kool-Aid drinking's going on from the Sarah Palin crowd.
[01:34:44.285 --> 01:34:46.427]  Yeah, by the... Oh, it's... This country's so gone.
[01:34:48.089 --> 01:34:50.350]  Go ahead and punch me up on screen here.
[01:34:51.811 --> 01:34:55.393]  We're not going to look at this hot booty video right here that's beside it.
[01:34:55.413 --> 01:35:02.396]  I'm going to give Paul a laugh in there, being stupid.
[01:35:02.757 --> 01:35:08.640]  You've got to laugh about some of this while the stock market's plunging and the bankers are raping the living daylights out of our entire country.
[01:35:09.280 --> 01:35:10.521]  I'm going to play this ten minute clip.
[01:35:11.377 --> 01:35:12.438]  And then we're just going to end the show.
[01:35:12.478 --> 01:35:13.739]  It's going to go into retransmission.
[01:35:13.759 --> 01:35:19.685]  I had a bunch of big guests, key economic analysis, a ton of info about cell phones coming out, and a lot more.
[01:35:19.725 --> 01:35:20.806]  I meant to get into the sun.
[01:35:20.826 --> 01:35:26.571]  NASA's having a special announcement on Friday about the future of the sun, and they say they're really worried about it.
[01:35:27.412 --> 01:35:31.315]  It's cooling off, and in 300 years of being recorded, never done this.
[01:35:32.737 --> 01:35:36.941]  It's snowing in South Africa right now, normally about 100 degrees there, but they're in feet of snow.
[01:35:38.442 --> 01:35:42.505]  But it's global warming, man, you better pay a global tax to them or everything's over.
[01:35:43.426 --> 01:35:52.093]  Let's go ahead and go to this page and play this clip for everybody that is out there.
[01:35:54.095 --> 01:36:00.700]  Let's go ahead and show this fool, Donahue, really making a fool out of himself.
[01:36:02.001 --> 01:36:02.422]  Here it is.
[01:36:05.327 --> 01:36:15.893]  I think you've got hardware on tripods, and you're looking out, you probably have night vision glasses, and every time you hear a tree crack in the woods, you're gonna blow half the forest away!
[01:36:16.093 --> 01:36:16.913]  Where does that happen?
[01:36:17.194 --> 01:36:19.155]  Your fear is that happened in America!
[01:36:19.595 --> 01:36:22.797]  You must be- You know what, I got a comment on this too, I'm just gonna back it up.
[01:36:23.717 --> 01:36:24.698]  I got a comment on this.
[01:36:25.078 --> 01:36:32.282]  People always tell me, oh, you're afraid, you're paranoid, you're scared, you hear a creak at night, you shoot bullet holes in the wall.
[01:36:32.822 --> 01:36:33.622]  No, it's the opposite.
[01:36:33.983 --> 01:36:37.945]  We know we have a criminal government, we know they're so evil, it's incalculable.
[01:36:39.540 --> 01:36:45.883]  We know, because we've been so gullible, we know that they've gotten away with so much, and then we have the courage to come up and fight them head-to-head.
[01:36:46.443 --> 01:36:52.566]  And these guys have the courage to, way before their time, to go on TV and warn everybody about exactly what was going to happen.
[01:36:52.786 --> 01:36:55.848]  Talking about hyperinflation and devaluation coming for his kids.
[01:36:56.208 --> 01:36:58.309]  Now his kids, who were five, are now twenty.
[01:36:59.190 --> 01:36:59.710]  And he was right.
[01:36:59.730 --> 01:37:02.831]  I mean, this is like prophecy, but it wasn't.
[01:37:03.011 --> 01:37:04.392]  It was all in the documents.
[01:37:04.892 --> 01:37:06.673]  That's why they were right then, I'm right now.
[01:37:07.013 --> 01:37:07.774]  And I was right then.
[01:37:08.780 --> 01:37:10.001]  And many other people were right then.
[01:37:10.481 --> 01:37:12.784]  This is when I was waking up when stuff like this was on TV.
[01:37:13.244 --> 01:37:14.285]  This is what I looked into.
[01:37:14.305 --> 01:37:16.267]  I remember watching stuff like this on television.
[01:37:16.867 --> 01:37:20.971]  And I was on air just a year later, when the Feds bombed OKC, to go expose that.
[01:37:22.270 --> 01:37:25.172]  So here he is going, you're scared, you're creeping around.
[01:37:25.813 --> 01:37:28.915]  No, they're bold on TV, knowing they were going to get heat.
[01:37:28.975 --> 01:37:32.438]  Some of these guys got set up and sent to prison and all sorts of stuff happened.
[01:37:32.478 --> 01:37:33.158]  My God.
[01:37:33.659 --> 01:37:36.321]  Feds would plant pipe bombs on militia leaders' property.
[01:37:36.841 --> 01:37:39.423]  It was hellish what they went through and I salute them.
[01:37:39.903 --> 01:37:44.787]  I salute you for what you've done defending this republic in the great spirit of our forefathers.
[01:37:44.827 --> 01:37:45.248]  I really do.
[01:37:45.928 --> 01:37:52.378]  So I'm going to go ahead and finish this clip, and then when this clip's over, we'll go to rebroadcast right here on the one and only GCN Radio Network.
[01:37:52.418 --> 01:37:56.104]  Don't forget PrisonPlanet.com and InfoWars.com.
[01:37:56.424 --> 01:37:58.026]  Here it is, my friends.
[01:38:00.020 --> 01:38:11.265]  Lucas, I think you've got hardware on tripods, and you're looking out, you probably have night vision glasses, and every time you hear a tree crack in the woods, you're gonna blow half the forest away!
[01:38:11.445 --> 01:38:12.126]  Where does that happen?
[01:38:12.146 --> 01:38:12.986]  Where does that happen in America?
[01:38:13.006 --> 01:38:13.826]  You must be a little bit paranoid, Phil.
[01:38:13.846 --> 01:38:14.947]  You must be a little bit paranoid, Phil.
[01:38:14.967 --> 01:38:15.887]  You must be a little bit paranoid, Phil.
[01:38:15.907 --> 01:38:16.808]  You must be a little bit paranoid, Phil.
[01:38:16.828 --> 01:38:17.668]  You must be a little bit paranoid, Phil.
[01:38:17.688 --> 01:38:18.549]  You must be a little bit paranoid, Phil.
[01:38:18.569 --> 01:38:19.389]  You must be a little bit paranoid, Phil.
[01:38:19.429 --> 01:38:20.229]  You must be a little bit paranoid, Phil.
[01:38:20.249 --> 01:38:21.090]  You must be a little bit paranoid, Phil.
[01:38:21.110 --> 01:38:21.930]  You must be a little bit paranoid, Phil.
[01:38:21.950 --> 01:38:22.771]  You must be a little bit paranoid, Phil.
[01:38:22.791 --> 01:38:23.691]  You must be a little bit paranoid, Phil.
[01:38:23.731 --> 01:38:24.612]  You must be a little bit paranoid, Phil.
[01:38:24.632 --> 01:38:25.452]  You must be a little bit paranoid, Phil.
[01:38:25.472 --> 01:38:26.252]  You must be a little bit paranoid, Phil.
[01:38:26.272 --> 01:38:27.093]  You must be a little bit paranoid, Phil.
[01:38:27.113 --> 01:38:27.773]  You must be a little bit
[01:38:28.180 --> 01:38:29.580]  Makes your case, don't you?
[01:38:29.740 --> 01:38:30.321]  Absolutely.
[01:38:30.341 --> 01:38:35.222]  That the federal government is coming down, they've got all the weapons and the problems, Phil.
[01:38:35.262 --> 01:38:39.063]  The problem is, regardless of what anyone in this audience... One show at a time, this young man is speaking.
[01:38:39.323 --> 01:38:40.643]  Can't be heard if you talk.
[01:38:40.683 --> 01:38:48.645]  No matter what anyone in this audience feels, or anyone in the country feels about David Koresh and his followers, whether they're innocent or guilty, they deserve due process.
[01:38:48.665 --> 01:38:50.486]  And they didn't receive that.
[01:38:50.686 --> 01:38:54.767]  And regardless of what you, Phil, about the adults, the children certainly weren't guilty of anything.
[01:38:55.047 --> 01:38:55.947]  And that's what we're concerned
[01:38:56.047 --> 01:39:00.609]  This is evidence of what the federal government is capable of.
[01:39:01.289 --> 01:39:06.132]  And you are concerned about the house-to-house sweeps for armament, aren't you?
[01:39:06.652 --> 01:39:09.153]  You think the feds are capable of that, aren't you?
[01:39:09.193 --> 01:39:10.454]  You think the feds are capable?
[01:39:10.514 --> 01:39:14.275]  Wait a minute, we don't think that the feds are capable of it.
[01:39:14.655 --> 01:39:20.038]  As I said two minutes ago, Marshall Law and San Juan Puerto Rico folks
