[00:00:00.535 --> 00:00:01.095]  Try Bundle.
[01:10:50.539 --> 01:10:52.380]  Gun dealers are being sued.
[01:10:52.600 --> 01:10:54.161]  Gun manufacturers are being sued.
[01:10:55.022 --> 01:10:58.725]  The Republican Party, just with the Democrats, just passed the biggest gun control act ever.
[01:10:59.352 --> 01:11:06.296]  Where you're not a judge, a jury, you're not indicted, no due process, they just say you have a mental problem, no Second Amendment anymore.
[01:11:07.677 --> 01:11:13.200]  The Second Amendment that Bush tripled the funding of the BATF, the biggest federal building ever built, was built in D.C.
[01:11:13.240 --> 01:11:14.381]  It just opened last year.
[01:11:14.981 --> 01:11:17.543]  They're just attacking gun dealers and people everywhere.
[01:11:17.603 --> 01:11:20.684]  No one knows because the neocons on radio won't talk about it.
[01:11:21.185 --> 01:11:23.586]  Just a reign of tyranny is now upon us.
[01:11:24.507 --> 01:11:27.889]  And if you want to defend the Second Amendment, now is the time.
[01:11:27.929 --> 01:11:28.509]  It's under attack.
[01:11:29.895 --> 01:11:36.279]  Let's go ahead and talk to Avion in Nashville.
[01:11:36.299 --> 01:11:36.840]  You're on the air.
[01:11:36.900 --> 01:11:37.280]  Go ahead.
[01:11:38.181 --> 01:11:39.241]  What up, Alex, man?
[01:11:39.281 --> 01:11:40.082]  I love you, bro.
[01:11:40.102 --> 01:11:40.823]  I love what you do.
[01:11:40.863 --> 01:11:43.664]  You woke me up, and you helped me wake up a lot of people, man.
[01:11:44.025 --> 01:11:45.246]  Well, I love all you guys out there.
[01:11:45.286 --> 01:11:45.906]  What's on your mind?
[01:11:45.926 --> 01:11:47.407]  You know, I was wondering.
[01:11:47.427 --> 01:11:52.991]  I had never voted before, and Ron Paul got message got to me, and I got out to the polls, and I looked at
[01:11:53.732 --> 01:12:07.875]  The ballot, and there were all these, uh, the names of the people that have already dropped off the ballot, you know, like, so Fred Thompson was on the ballot, and some other people, like Tom San Credo was on the ballot, and they had votes all, I mean, in their spots, I mean, upwards of, say, 20,000 votes.
[01:12:08.455 --> 01:12:13.576]  And I'm wondering why, like, why Rob Paul's not jumping on that whole New Hampshire thing and keeping that on the forefront, you know?
[01:12:13.596 --> 01:12:14.596]  Well, he can't do everything.
[01:12:14.617 --> 01:12:16.157]  He did say there was fraud in Louisiana.
[01:12:16.177 --> 01:12:18.157]  He won first place, the media said second.
[01:12:18.757 --> 01:12:21.378]  He got second place in Nevada, they said he didn't get that.
[01:12:22.149 --> 01:12:24.170]  In the news, but the state admitted he did.
[01:12:24.210 --> 01:12:25.430]  I mean, they just lie.
[01:12:26.011 --> 01:12:29.112]  You have to get the average person to be able to admit that there's massive fraud.
[01:12:29.612 --> 01:12:30.212]  Absolutely.
[01:12:30.452 --> 01:12:30.873]  Absolutely.
[01:12:31.133 --> 01:12:43.078]  But I would have loved, you know, in that debate that he had, the last one in Sydney, California, in the Reagan Center, if he just would have got up and walked away from just the disrespectful nature of that whole debate.
[01:12:43.738 --> 01:12:47.599]  And that would have been so powerful to the whole movement, because I think I was feeling it.
[01:12:47.960 --> 01:12:49.580]  And I know everybody else had been feeling it.
[01:12:49.600 --> 01:12:50.441]  Everybody was watching that.
[01:12:52.094 --> 01:12:52.894]  Yeah, the arrogance.
[01:12:53.234 --> 01:12:58.436]  And I want to tell all the people that think they're part of the establishment, the other talk show hosts and people, you're not part of the establishment.
[01:12:58.456 --> 01:12:59.636]  You're nothing to the New World Order.
[01:12:59.976 --> 01:13:02.657]  And a lot of them are celebrating that Ron Paul's campaign's in trouble.
[01:13:02.997 --> 01:13:06.418]  They're celebrating all this tyranny, because they think they're on the winning team.
[01:13:07.318 --> 01:13:09.079]  And then others do this out of just cowardice.
[01:13:09.099 --> 01:13:10.919]  They know the government's evil, so they decide to serve it.
[01:13:13.280 --> 01:13:16.901]  Alrighty, let's talk to John in Grand Rapids, Michigan.
[01:13:16.921 --> 01:13:17.761]  You're on the air, John.
[01:13:19.142 --> 01:13:19.662]  Hi, Howard.
[01:13:21.843 --> 01:13:24.624]  Yeah, it's great being able to talk to you.
[01:13:24.744 --> 01:13:34.329]  I'm not able to listen to you, Colin, during the week, listen to your podcast, so a lot of times I feel like I'm a day late on what's going on.
[01:13:34.409 --> 01:13:35.690]  Well, that's okay.
[01:13:35.750 --> 01:13:36.250]  Here you are.
[01:13:36.291 --> 01:13:36.991]  What's on your mind?
[01:13:38.692 --> 01:13:46.076]  I'm just frustrated like you are with, you know, everybody's lack of understanding.
[01:13:46.156 --> 01:13:49.258]  I really wish people understood things the way
[01:13:50.208 --> 01:13:50.868]  That we do.
[01:13:50.949 --> 01:14:04.097]  You really are blessed of God with your understanding and being able to truly understand all the massive information that you have.
[01:14:05.678 --> 01:14:10.981]  I mean, the Ron Paul Revolution is a miracle.
[01:14:11.001 --> 01:14:12.662]  I mean, it's monumental.
[01:14:12.982 --> 01:14:15.964]  Yeah, how far we've come, the people we've woken up, it's amazing.
[01:14:16.522 --> 01:14:18.543]  So of course they're cheating him in media time.
[01:14:18.583 --> 01:14:22.526]  Of course in all the debates he got a third or less of the time the other candidates got a piece.
[01:14:22.946 --> 01:14:23.787]  Of course they do.
[01:14:24.287 --> 01:14:26.789]  The world banking gangsters.
[01:14:27.309 --> 01:14:29.711]  Exactly, but now we've shown people that.
[01:14:29.731 --> 01:14:30.852]  Do I have time to jam in one more?
[01:14:32.298 --> 01:14:32.979]  And I'm going quick.
[01:14:33.019 --> 01:14:33.779]  I love all your calls.
[01:14:33.839 --> 01:14:36.960]  I'm sorry to have to move so fast, but I'll never get to any of you if I don't.
[01:14:37.301 --> 01:14:37.881]  J.D.
[01:14:38.041 --> 01:14:48.225]  in Mississippi, where the state's set to pass a law that you'll have to, without being paid if you own a restaurant, no longer is it just don't have salmonella, don't serve liquor to kids.
[01:14:48.626 --> 01:14:52.007]  Now it's you've got to have a tape measure, and if somebody's too overweight, you don't serve them.
[01:14:52.427 --> 01:14:53.728]  This is the new nanny state.
[01:14:54.728 --> 01:14:56.229]  And I just thought I'd mention that because J.D.'
[01:14:56.209 --> 01:14:57.189]  's calling from Mississippi.
[01:14:57.450 --> 01:14:58.210]  You're on the air, sir.
[01:14:59.219 --> 01:15:06.785]  Oh yeah, I called the Representative at his house and left a nice little message on his answering machine for him.
[01:15:08.006 --> 01:15:10.548]  But one thing, I wanted to run an idea past you.
[01:15:10.608 --> 01:15:11.149]  Go ahead.
[01:15:11.789 --> 01:15:22.879]  Is that, would it be a good idea for somebody out there listening, somebody in a good position to run as an independent if Ron Paul doesn't run as an independent?
[01:15:23.911 --> 01:15:29.355]  Maybe we could probably support him and get him in there, if he supports the Constitution, like Ron Paul has.
[01:15:29.415 --> 01:15:31.116]  Yes, and great question.
[01:15:31.536 --> 01:15:33.197]  Let me try to answer that on the other side.
[01:15:33.217 --> 01:15:38.520]  Then the Willie Nelson goes public on 9-11, being an inside job, and he's worried about martial law.
[01:15:38.901 --> 01:15:39.461]  That's coming up.
[01:15:39.501 --> 01:15:40.142]  I'm Alex Jones.
[01:15:40.162 --> 01:15:45.725]  The website's yourtruthnews.us, infowars.com, new and redesigned, and prisonplanet.com.
[01:15:45.745 --> 01:15:46.065]  Stay with us.
[01:15:52.169 --> 01:15:57.293]  If you're a chocolate lover, then now you can use chocolate to get the healthy body you've always wanted.
[01:15:57.593 --> 01:15:59.514]  Introducing Cocoa Pure Chocolate Tea!
[01:15:59.755 --> 01:16:01.676]  The most innovative health drink ever!
[01:16:01.916 --> 01:16:06.920]  With ingredients connected to a stronger immune system, a healthier heart, and more beautiful skin.
[01:16:07.180 --> 01:16:09.702]  Here's nutritional expert, Dr. Alex Duarte.
[01:16:09.942 --> 01:16:16.286]  Cocoa Pure Chocolate Tea blends the nutrition of concentrated cocoa with natural green tea and an extract from red wine.
[01:16:16.526 --> 01:16:21.450]  This makes it a critical action supplement with more antioxidant value than most fruits and vegetables.
[01:16:21.810 --> 01:16:26.213]  It has a natural energy booster, digestive health boosters, and much more.
[01:16:26.473 --> 01:16:29.936]  Best of all, this is probably the most delicious supplement that you're ever going to taste.
[01:16:30.336 --> 01:16:33.318]  Today, you can try Coco Pure Chocolate Tea risk-free.
[01:16:33.518 --> 01:16:38.762]  If you don't think this is the most delicious way to get healthy, you can return the empty bottle for your money back.
[01:16:38.962 --> 01:16:40.363]  To try Coco Pure, call 1-800-457-9914.
[01:16:40.383 --> 01:16:42.084]  Coco Pure will help get your health back on track.
[01:16:42.124 --> 01:16:42.425]  Call 1-800-457-9914.
[01:16:48.989 --> 01:16:51.511]  That's 1-800-457-9914.
[01:16:51.752 --> 01:16:54.174]  Our beloved Republic is on her knees.
[01:16:54.474 --> 01:16:57.937]  The forces of globalism are destroying national sovereignty worldwide.
[01:16:58.097 --> 01:16:59.979]  But in Liberty's darkest hour, there is hope.
[01:17:00.559 --> 01:17:03.301]  The first time in modern history, the people are beginning to wake up.
[01:17:03.622 --> 01:17:09.126]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[01:17:09.407 --> 01:17:13.370]  We have a short time frame to fully awaken and energize the people to meet this threat.
[01:17:13.670 --> 01:17:18.614]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[01:17:18.894 --> 01:17:21.656]  PrisonPlanet.tv is a vault of forbidden information.
[01:17:21.977 --> 01:17:28.862]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[01:17:29.242 --> 01:17:35.107]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[01:17:35.247 --> 01:17:39.791]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:17:40.091 --> 01:17:42.633]  The Info War is waiting for you to set it free.
[01:17:42.954 --> 01:17:44.635]  Join PrisonPlanet.TV.
[01:17:45.035 --> 01:17:46.797]  Burn the info bombs to dust.
[01:17:47.037 --> 01:17:48.839]  Put them on the file sharing networks.
[01:17:49.179 --> 01:17:50.620]  Bring down the New World Order.
[01:17:50.981 --> 01:17:52.362]  PrisonPlanet.TV.
[01:17:52.662 --> 01:17:53.323]  It's a fact.
[01:17:53.523 --> 01:18:01.010]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[01:18:01.130 --> 01:18:04.713]  With never-ending late fees over the limit fees and higher and higher interest rates,
[01:18:04.853 --> 01:18:09.975]  It has become mathematically impossible to repay all debt, making all of us slaves to our creditors.
[01:18:10.255 --> 01:18:20.799]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecure debts which have been fraudulently created by the banks.
[01:18:21.060 --> 01:18:27.062]  We can terminate your unsecure debt within 18 months with a much lower monthly payment, ending with nothing on your credit report.
[01:18:27.342 --> 01:18:32.343]  Join the thousands of Americans who now breathe with a sigh of relief because they have legally eliminated their debt.
[01:18:32.543 --> 01:18:37.024]  Instead of living each day in fear and frustration, it's time to take action and turn your life around.
[01:18:37.184 --> 01:18:38.985]  Call the Federal Debt Relief System at 877-943-8600.
[01:18:39.005 --> 01:18:39.205]  That's 877-943-8600.
[01:18:39.225 --> 01:18:39.725]  Or visit FDRS.org.
[01:18:39.845 --> 01:18:41.706]  Find out how you can break the cycle of debt slavery.
[01:18:41.766 --> 01:18:42.286]  Visit FDRS.org today.
[01:18:52.668 --> 01:18:53.529]  We're good to go.
[01:19:13.999 --> 01:19:14.259]  I think so.
[01:19:43.959 --> 01:19:46.300]  This product is also great for pets and animals.
[01:19:46.480 --> 01:19:51.481]  Call 908-691-2608 or go to hempusa.org today.
[01:19:55.463 --> 01:19:57.843]  Are you tired of searching for great talk radio?
[01:19:57.923 --> 01:19:59.064]  Well, search no more.
[01:19:59.184 --> 01:20:02.065]  We are the GCN Radio Network.
[01:20:06.886 --> 01:20:09.607]  The last caller brought up a really important question.
[01:20:10.365 --> 01:20:14.188]  We know that there is unprecedented political realignment taking place.
[01:20:14.888 --> 01:20:18.771]  AP, the national poll, found Congress at a 20% approval rating.
[01:20:19.732 --> 01:20:20.893]  Bush has an all-time low.
[01:20:21.433 --> 01:20:24.535]  But I've got a Gallup poll showing Congress with an 11% approval rating.
[01:20:24.935 --> 01:20:26.577]  Regardless, it's the all-time low.
[01:20:27.998 --> 01:20:29.639]  And people don't like McCain.
[01:20:29.659 --> 01:20:30.760]  Conservatives don't like McCain.
[01:20:30.820 --> 01:20:32.421]  Most liberals I've talked to don't like Hillary.
[01:20:32.861 --> 01:20:34.422]  Why then are these the candidates?
[01:20:36.243 --> 01:20:38.205]  A mix of fraud, idiots voting.
[01:20:39.145 --> 01:20:39.566]  It's a mix.
[01:20:40.954 --> 01:20:42.915]  But should we have another third-party candidate?
[01:20:43.575 --> 01:20:49.678]  I certainly think there's a vacuum there that needs to be filled, but really, it's just the info war is what needs to be fought.
[01:20:50.659 --> 01:21:03.265]  Now, Willie Nelson is an icon, and Willie Nelson, you know what, I'm just going to play excerpts of the hour-long interview I did with him Monday, and then I'm going to come back after the break and comment on Willie Nelson.
[01:21:03.865 --> 01:21:06.066]  But he's got a lot of courage and he is to be commended.
[01:21:06.807 --> 01:21:15.130]  Um, for speaking out, knowing he would be attacked for what he said on the O'Reilly Factor and a lot of other newspapers and magazines, but he got a lot more support than he got negative attacks.
[01:21:15.650 --> 01:21:18.531]  The media tried to spin to, uh, clips what he said.
[01:21:19.091 --> 01:21:20.491]  Oh, he's saying no planes at the towers.
[01:21:20.511 --> 01:21:20.611]  No, no.
[01:21:20.631 --> 01:21:24.933]  He's talking about Tower 1 and 2, then he talks about Building 7, no plane hitting it.
[01:21:25.393 --> 01:21:30.675]  He said those buildings came down, what looked like a controlled demolition, and then nothing hit the other building, that's Building 7.
[01:21:30.735 --> 01:21:34.556]  So, uh, here's some excerpts of my interview with Willie Nelson.
[01:21:36.704 --> 01:21:38.865]  And then we'll come back and comment on it.
[01:21:38.965 --> 01:21:41.386]  Global icon and American institution.
[01:21:41.406 --> 01:21:44.767]  There's probably nothing more Americana.
[01:21:44.787 --> 01:21:46.668]  What symbolizes America and Texas?
[01:21:46.928 --> 01:21:48.968]  And it's Willie Nelson.
[01:21:49.649 --> 01:21:53.270]  Now both parties have circled the wagons against the people and they're saying, we don't care what you want.
[01:21:53.750 --> 01:21:55.911]  John McCain said this war is going to go on for a hundred years.
[01:21:56.671 --> 01:21:57.171]  Yeah.
[01:21:58.292 --> 01:21:58.532]  Yeah.
[01:21:58.732 --> 01:22:01.973]  And it can't.
[01:22:02.413 --> 01:22:03.213]  It just can't.
[01:22:03.614 --> 01:22:04.794]  We can't let it go on.
[01:22:06.314 --> 01:22:06.974]  Another year.
[01:22:09.675 --> 01:22:12.835]  The other day I was getting interviewed and somebody said, what would you do if you were elected president?
[01:22:12.895 --> 01:22:15.076]  I said, I would stop the damn war.
[01:22:15.796 --> 01:22:17.476]  And it's just that simple.
[01:22:17.516 --> 01:22:25.538]  You stop that war, you stop the other wars that were in and around the country, and you go around the country being a peacemaker and stopping wars.
[01:22:25.638 --> 01:22:27.238]  I thought that's what you're supposed to do.
[01:22:28.479 --> 01:22:32.179]  Since when does America invade all these countries that have nothing to do with 9-11?
[01:22:32.819 --> 01:22:33.700]  Yeah, really.
[01:22:34.360 --> 01:22:35.080]  And all of a sudden,
[01:22:36.306 --> 01:22:43.069]  You know, the way I heard it, 15 people from Saudi Arabia hit us in New York and we go jump on Afghanistan.
[01:22:43.709 --> 01:22:46.150]  I never could figure that one out in Iraq.
[01:22:46.190 --> 01:22:50.312]  Well, I did figure it out, too, but I'm surprised more people haven't figured it out.
[01:22:51.133 --> 01:22:52.013]  Willie, you brought it up.
[01:22:52.053 --> 01:22:52.793]  You figured it out.
[01:22:52.833 --> 01:22:54.274]  What's your take on 9-11?
[01:22:54.534 --> 01:22:58.476]  It just came out in AP today that the White House was running the commission.
[01:22:58.516 --> 01:22:59.996]  We always knew that, but now they admit.
[01:23:00.016 --> 01:23:02.017]  In fact, I have the headline right here.
[01:23:02.037 --> 01:23:03.318]  I read it before you came on.
[01:23:04.236 --> 01:23:07.278]  Where they're now admitting it was a staged commission.
[01:23:09.519 --> 01:23:12.681]  Well, that ain't good news, but it doesn't surprise me.
[01:23:12.741 --> 01:23:13.221]  Did it you?
[01:23:14.542 --> 01:23:14.982]  No, it didn't.
[01:23:15.022 --> 01:23:16.023]  I'm glad it's coming out.
[01:23:16.543 --> 01:23:17.743]  What's your take on 9-11?
[01:23:18.344 --> 01:23:19.584]  Do you question the official story?
[01:23:20.545 --> 01:23:26.548]  I certainly do, and I saw those towers fall, and I've seen an implosion in Las Vegas.
[01:23:27.289 --> 01:23:29.530]  There was too much similarity between the two.
[01:23:30.350 --> 01:23:31.651]  And I saw the building fall.
[01:23:31.691 --> 01:23:32.912]  It didn't get hit by nothing.
[01:23:33.976 --> 01:23:35.877]  You know, how naive are we?
[01:23:35.897 --> 01:23:38.458]  What do they think we'll go for?
[01:23:39.198 --> 01:23:44.180]  So, are you saying you started having questions or that little voice in your head?
[01:23:44.460 --> 01:23:46.941]  I mean, did you have a bad feeling the day it happened?
[01:23:46.961 --> 01:23:47.541]  Is that what you're saying?
[01:23:47.801 --> 01:23:51.723]  The day it happened, I thought one fall and it was just so symmetrical.
[01:23:51.743 --> 01:23:58.505]  And I said, wait a minute, I just saw that last week at the casino over in Las Vegas.
[01:23:58.525 --> 01:24:00.426]  And you see these implosions all the time.
[01:24:00.446 --> 01:24:02.687]  And then the next one fell and there's another one.
[01:24:03.334 --> 01:24:07.395]  And they're trying to tell me that an airplane did it, and that's, you know, I can't go along with that.
[01:24:07.515 --> 01:24:15.457]  And then you find out that mainstream news reported, but it never got any attention, that the supposed hijackers were given national security clearance and were trained at U.S.
[01:24:15.497 --> 01:24:23.979]  bases, and the dean of the Defense Language School, Colonel Butler, goes public and says, we train these people, the government's involved, and they start court-martialing until he agreed to shut up.
[01:24:26.340 --> 01:24:27.240]  True story, I guess.
[01:24:27.921 --> 01:24:29.521]  I hate to hear it, but it's probably true.
[01:24:30.712 --> 01:24:34.075]  You've had a chance to see, what, Terror Storm, Endgame, some of the other films.
[01:24:34.155 --> 01:24:36.317]  What's Willie Elson's take on those films?
[01:24:37.618 --> 01:24:38.779]  Oh, I think they're right on.
[01:24:38.859 --> 01:24:49.648]  I think, you know, the fact that there are a few elite that are running everything, calling the shots, starting the wars, financing them all, I believe that.
[01:24:49.748 --> 01:24:52.731]  And what else they're doing, who knows?
[01:24:52.871 --> 01:24:58.816]  But that one thing alone is enough for us to think about how do we stop them.
[01:24:59.654 --> 01:25:00.855]  Well, the proof is in the pudding.
[01:25:00.975 --> 01:25:08.017]  If you've got, on every issue, 75 to 85, in all the major scientific polls, the people are against everything this government's doing.
[01:25:08.378 --> 01:25:10.358]  We send the Democrats to Congress to end the war.
[01:25:10.418 --> 01:25:11.159]  They increase it.
[01:25:12.179 --> 01:25:14.980]  And now they're saying they're going to be there 100 years, Hillary and McCain.
[01:25:15.300 --> 01:25:18.322]  I mean, to me, that is a small group running things right there in front of us.
[01:25:19.302 --> 01:25:19.882]  Absolutely.
[01:25:20.162 --> 01:25:26.045]  And as far as I can see, all those people attended the same meetings that you and the guys attended up in Canada.
[01:25:26.105 --> 01:25:26.625]  Am I wrong?
[01:25:26.885 --> 01:25:27.325]  Oh, no.
[01:25:27.385 --> 01:25:28.766]  A lot of them do go to the Bilderberg group.
[01:25:28.786 --> 01:25:29.026]  Yes, sir.
[01:25:29.628 --> 01:25:29.808]  Yeah.
[01:25:30.349 --> 01:25:30.950]  Is that freedom?
[01:25:31.732 --> 01:25:32.433]  I don't think so.
[01:25:33.355 --> 01:25:34.757]  It's not democracy either.
[01:25:37.742 --> 01:25:39.405]  Willie Nelson, you're blowing me away here.
[01:25:44.924 --> 01:25:56.012]  And it may be best in the news today, we're seeing that they've recruited 26,000 preachers the White House has in FEMA to tell their flocks to stand down in the Presidential Decision Directive 51.
[01:25:56.433 --> 01:25:58.074]  Bush says he's above the Congress.
[01:25:58.494 --> 01:26:02.197]  It's no longer involved in continuity of government in the John Warner Defense Authorization Act.
[01:26:02.917 --> 01:26:07.221]  They had openly funded for insurrection and rebellion by the American people.
[01:26:07.661 --> 01:26:16.628]  The whole police state apparatus they built up after 9-11, and I want to get your take on this, Willie, because I know you're aware of it, is now being used against the people.
[01:26:16.949 --> 01:26:20.031]  They're not even talking about the boogeyman of Al-Qaeda anymore.
[01:26:23.783 --> 01:26:34.831]  No, and I do believe that it's a long time until election day and some sort of national crisis could put off the elections and we could have George in there ten years longer.
[01:26:36.172 --> 01:26:37.673]  A lot of people are saying that.
[01:26:37.693 --> 01:26:44.758]  I was saying that many years ago and now Bob Woodward's talked about others setting up for martial law, of all people.
[01:26:45.159 --> 01:26:47.080]  Naomi Wolf is talking about it.
[01:26:47.640 --> 01:26:49.502]  I think that might save us.
[01:26:50.202 --> 01:26:50.843]  I'm seeing a
[01:26:51.443 --> 01:26:51.603]  Well...
[01:27:15.897 --> 01:27:23.801]  I would hope that we'd be smarter than that, and I would hope that, you know, we're throwing all you guys out and we're starting over.
[01:27:23.821 --> 01:27:28.303]  You know, you can stop the elections if you want to, but you can't stop the people.
[01:27:29.543 --> 01:27:37.807]  Well, Ron Paul has gotten more donations from troops and people in Iraq than all Republicans combined.
[01:27:37.827 --> 01:27:45.230]  The troops in polls, 75% are against the war, so if Bush is planning on using these troops here, it looks like he's going to have a problem.
[01:27:46.465 --> 01:27:52.407]  Well again the troops are under orders and if they don't obey the orders they get shot.
[01:27:52.487 --> 01:27:55.189]  So the troops have no choice.
[01:27:55.529 --> 01:27:59.850]  There's a few of them in there that are there because they think it's the right thing to do.
[01:27:59.890 --> 01:28:01.991]  There's a few there because they just like to fight.
[01:28:02.912 --> 01:28:06.313]  But there's a lot of them like you say that would rather be home with their families and
[01:28:06.812 --> 01:28:13.501]  Let's save our good men and women for something that really matters, for really something that is the defense of our country.
[01:28:13.862 --> 01:28:20.090]  If we need some people down here on the borders, let's take 150,000 people out of Iraq and put them on the borders of Canada and Mexico.
[01:28:20.291 --> 01:28:21.953]  We can secure our borders that way.
[01:28:23.331 --> 01:28:28.333]  Well, how do we have this war on terror where there's an Al-Qaeda terrorist under every bed, under every table?
[01:28:28.713 --> 01:28:35.136]  We've got to have checkpoints and kids getting thumbscanned to get their lunches to stop Al-Qaeda, but then the border's wide open.
[01:28:35.176 --> 01:28:37.277]  That kind of makes the war on terror look like a fraud.
[01:28:37.697 --> 01:28:44.760]  Well, yeah, and you know, they're fighting over there because you remember the old joke about the guy that dropped a quarter and he was looking around and he said, where did you lose it?
[01:28:44.840 --> 01:28:46.141]  I said, I lost it over yonder.
[01:28:46.161 --> 01:28:48.282]  And he said, what are you looking over here for?
[01:28:48.302 --> 01:28:49.543]  I said, well, I caught the light spreader.
[01:28:54.065 --> 01:28:56.126]  I think that's why they're over there with the lights better.
[01:28:57.466 --> 01:29:03.489]  Well, it's a black hole to launder money and dump trillions of dollars in no-bid contracts to Halliburton.
[01:29:04.829 --> 01:29:05.049]  Yeah.
[01:29:05.629 --> 01:29:07.870]  And there's nobody stopping it.
[01:29:08.771 --> 01:29:14.593]  And as long as it keeps going on and nobody stops it, I don't know what the end result will be.
[01:29:14.673 --> 01:29:17.514]  But it can't be good for us.
[01:29:18.620 --> 01:29:19.161]  Well, you're right.
[01:29:19.221 --> 01:29:20.822]  Tyrants have known throughout history.
[01:29:20.842 --> 01:29:21.522]  They keep pushing.
[01:29:21.822 --> 01:29:22.583]  They keep testing.
[01:29:22.623 --> 01:29:23.663]  Tyranny doesn't come overnight.
[01:29:23.683 --> 01:29:24.004]  All right, folks.
[01:29:24.024 --> 01:29:28.947]  We're going to come back and play about three or four more minutes of this, and I'm going to hit some martial law news that I've run out of time on.
[01:29:28.967 --> 01:29:31.108]  I'll have to cover more of it in the weeks to come.
[01:29:32.429 --> 01:29:34.070]  There's just so much of it that's the problem.
[01:29:35.410 --> 01:29:36.471]  This country's in a lot of trouble.
[01:29:36.491 --> 01:29:41.034]  The planet's in a lot of trouble, and Willie Nelson's got a lot of courage to come on my radio show and talk about those issues.
[01:29:41.734 --> 01:29:42.415]  We'll be right back.
[01:29:42.435 --> 01:29:42.815]  Stay with us.
[01:29:46.765 --> 01:29:47.026]  Yeah.
[01:29:52.339 --> 01:29:54.861]  Terror Storm, a history of government-sponsored terror.
[01:29:55.202 --> 01:29:56.483]  Loose Change, Final Cut.
[01:29:56.763 --> 01:29:58.745]  Endgame, Blueprint for Global Enslavement.
[01:29:58.905 --> 01:30:00.647]  The Truth Story of the Bilderberg Group.
[01:30:00.807 --> 01:30:02.068]  The Late Great USA.
[01:30:02.288 --> 01:30:03.709]  America, Freedom to Fascism.
[01:30:04.070 --> 01:30:10.916]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[01:30:11.096 --> 01:30:15.020]  When you visit prisonplanet.com, you can connect to our amazing online store.
[01:30:15.160 --> 01:30:18.563]  Whether you're looking for survival and wellness products like Berkey water filters,
[01:30:18.863 --> 01:30:19.183]  We're good.
[01:30:48.643 --> 01:30:49.644]  We're good.
[01:31:08.248 --> 01:31:22.431]  When the dollar and economy crash, when the imported and genetically poisoned food is all that's left, when the quarantine and bird flu hit, our only protection and only chance to be fearless is having control of our own supply of food and enough of it.
[01:31:22.711 --> 01:31:30.373]  But if you knew what we haven't yet discovered, you wouldn't waste time listening to the rest of this announcement before charging out and getting a serious food supply.
[01:31:30.393 --> 01:31:33.754]  Decide, it's food now or probably never.
[01:31:34.134 --> 01:31:35.394]  But can you afford to be wrong?
[01:31:36.095 --> 01:31:36.796]  Decide now.
[01:31:37.297 --> 01:31:38.078]  Place your bet.
[01:31:38.859 --> 01:31:40.322]  Can you afford to be wrong?
[01:31:40.702 --> 01:31:41.984]  Call 800-409-5633 on the web efoodsdirect.com.
[01:31:42.004 --> 01:31:42.185]  Call 800-409-5633.
[01:31:52.381 --> 01:31:56.942]  We at The Bible Says want to alert the world to the topic of the Mark of the Beast.
[01:31:57.343 --> 01:32:00.284]  Soon it will be upon us as an overwhelming surprise.
[01:32:00.604 --> 01:32:03.164]  The world is pressing toward a forced one-world religion.
[01:32:03.525 --> 01:32:08.346]  The real issue behind this is the union of church and state nullifying our First Amendment.
[01:32:08.726 --> 01:32:14.088]  Americans will have to give up their peculiar beliefs and accept what the new world religious leaders prescribe.
[01:32:14.388 --> 01:32:17.369]  In 2005, President Bush signed the Real ID Act.
[01:32:17.549 --> 01:32:18.109]  We're good to go.
[01:32:40.959 --> 01:32:48.821]  For a better understanding of this very important topic and to receive your three free books and a free DVD, call 1-888-211-1715.
[01:32:48.981 --> 01:32:51.702]  That's 1-888-211-1715.
[01:32:52.222 --> 01:32:52.863]  It's a fact.
[01:32:53.083 --> 01:33:04.266]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue, with never-ending late fees over the limit fees and higher and higher interest rates
[01:33:04.406 --> 01:33:09.549]  It has become mathematically impossible to repay all debt, making all of us slaves to our creditors.
[01:33:09.809 --> 01:33:20.374]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecured debts which have been fraudulently created by the banks.
[01:33:20.634 --> 01:33:26.697]  We can terminate your unsecured debt within 18 months with a much lower monthly payment, ending with nothing on your credit report.
[01:33:26.897 --> 01:33:31.900]  Join the thousands of Americans who now breathe with a sigh of relief because they have legally eliminated their debts.
[01:33:32.100 --> 01:33:36.584]  Instead of living each day in fear and frustration, it's time to take action and turn your life around.
[01:33:36.744 --> 01:33:38.465]  Call the Federal Debt Relief System at 877-943-8600.
[01:33:38.505 --> 01:33:38.705]  That's 877-943-8600.
[01:33:38.725 --> 01:33:39.146]  Or visit FDRS.org.
