[00:00:09.471 --> 00:00:11.312]  Vulnerable has no price.
[01:15:57.753 --> 01:16:01.877]  I'm going to have him and a lot of others on throughout the week coming up this week.
[01:16:01.877 --> 01:16:03.258]  Do I have time to go one more call?
[01:16:03.258 --> 01:16:04.299]  I don't do I?
[01:16:04.299 --> 01:16:06.181]  Okay, I'm going to try to hurry through your calls now.
[01:16:06.181 --> 01:16:07.562]  Thank you so much caller.
[01:16:07.562 --> 01:16:08.823]  Ken in Swartz, Texas.
[01:16:08.823 --> 01:16:10.004]  School's closed for five days.
[01:16:10.004 --> 01:16:11.225]  He wants to report on that.
[01:16:11.225 --> 01:16:13.508]  Stewart in Mass.
[01:16:13.508 --> 01:16:14.589]  Blaine in Austin.
[01:16:16.340 --> 01:16:19.361]  And, uh, George in Los Angeles.
[01:16:19.361 --> 01:16:21.422]  So, uh, we'll go ahead and open the phones up to everybody, too.
[01:16:21.422 --> 01:16:22.942]  I just want to hear from folks in Mexico City.
[01:16:22.942 --> 01:16:23.443]  877-590-5525 or 512-8360-590.
[01:16:23.443 --> 01:16:24.683]  Infowars.com is my website.
[01:16:32.253 --> 01:16:37.754]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:16:37.754 --> 01:16:38.554]  and the world.
[01:16:38.554 --> 01:16:42.415]  And for the first time in their lives, they are feeling the need for preparedness.
[01:16:42.415 --> 01:16:48.897]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:16:48.897 --> 01:16:50.937]  Ready Reserve is the manufacturer.
[01:16:50.937 --> 01:16:58.879]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish with double enameled cans and nitrogen packaging.
[01:16:59.159 --> 01:17:03.863]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:17:03.863 --> 01:17:09.668]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:17:09.668 --> 01:17:11.850]  Many companies do not even offer a catalog.
[01:17:11.850 --> 01:17:15.533]  We will be more than happy to send a catalog to you, free of charge.
[01:17:15.533 --> 01:17:17.654]  Dial 1-800-453-2202, 1-800-453-2202, or visit our website at readyreservefoods.com.
[01:17:26.741 --> 01:17:37.664]  On the average, Americans work between 45 to 50 years hoping to build up enough wealth to retire and live out their golden years.
[01:17:37.664 --> 01:17:45.766]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[01:17:45.766 --> 01:17:51.348]  Is this a flaw-free enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt
[01:17:51.688 --> 01:17:53.951]  Ensuring inflation and higher taxes.
[01:17:53.951 --> 01:17:59.037]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[01:17:59.037 --> 01:18:04.263]  Congressman Ron Paul states it's what every American needs to know about central bank power.
[01:18:04.263 --> 01:18:08.108]  A gripping adventure into the secret world of international banking cartels.
[01:18:08.588 --> 01:18:09.689]  Hi, this is Ted Anderson.
[01:18:09.689 --> 01:18:14.194]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[01:18:14.194 --> 01:18:19.099]  Call 1-800-686-2237 and order a copy today.
[01:18:19.099 --> 01:18:22.081]  It's critical that the public be made aware of the system.
[01:18:22.081 --> 01:18:23.863]  Call and order your copy today at 1-800-686-2237.
[01:18:23.863 --> 01:18:24.083]  That's 1-800-686-2237.
[01:18:31.488 --> 01:18:33.430]  Three Alex Jones here with a question.
[01:18:33.430 --> 01:18:35.171]  What does humidity mean to you?
[01:18:35.171 --> 01:18:42.997]  Most people think of hot and sticky summer days, but many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:18:42.997 --> 01:18:46.179]  That's why I'd like you to visit acolablue.com.
[01:18:46.179 --> 01:18:51.203]  Acolablue is a state-of-the-art atmospheric water generator, producing purified drinking
[01:18:53.773 --> 01:18:54.154]  I don't know.
[01:19:14.611 --> 01:19:18.034]  Ready to make close to seven gallons a day right out of the box.
[01:19:18.034 --> 01:19:19.975]  They have a 30-day money-back guarantee.
[01:19:19.975 --> 01:19:21.576]  Call Ecolablue right now at 1-800-691-6043.
[01:19:21.576 --> 01:19:21.896]  That's 1-800-691-6043.
[01:19:21.896 --> 01:19:23.578]  Or visit Ecolablue at E-C-O-L-O-B-L-U-E dot com today.
[01:19:31.463 --> 01:19:33.645]  The world appears to be on the brink of collapse.
[01:19:33.645 --> 01:19:40.772]  Experts say a pinch of heirloom vegetable seed could soon be the most valuable resource on earth because it will provide healthy food now and every year after.
[01:19:40.772 --> 01:19:46.618]  Survivalistseeds.com now has the heirloom garden seed time capsule, allowing you to store your seeds for the future anywhere.
[01:19:46.698 --> 01:19:47.479]  We're good to go.
[01:20:01.735 --> 01:20:05.917]  Survivalist Seeds dot com is owned by Big John Lipscomb, host of the Don't Tread on Me radio show.
[01:20:32.709 --> 01:20:34.130]  You're listening to GCN.
[01:20:34.130 --> 01:20:41.355]  The Genesis Communication Radio Network.
[01:20:41.355 --> 01:20:48.680]  Man, I feel like I'm a 1970's Mac Daddy pimp rolling right now to this music.
[01:20:48.680 --> 01:20:51.402]  I'd have said the right thing, but it must have been the wrong time.
[01:20:51.402 --> 01:20:56.185]  I'd have said the right thing, but it must have used the wrong line.
[01:21:00.813 --> 01:21:09.917]  Yeah, just a bit of gallows humor from the one and only Alex Jones.
[01:21:09.917 --> 01:21:10.518]  That's me.
[01:21:10.518 --> 01:21:13.839]  Thank you so much for joining us on this Sunday edition.
[01:21:13.839 --> 01:21:15.360]  You know I have a weekday show, 11 a.m.
[01:21:15.360 --> 01:21:16.300]  to 3 p.m.
[01:21:16.300 --> 01:21:17.461]  Central Standard Time.
[01:21:17.461 --> 01:21:20.522]  The place is PrisonPlanet.com, Infowars.com.
[01:21:20.522 --> 01:21:27.866]  Syndicated across the nation, I made the new film, The Obama Deception, now out on DVD showing how Barack Obama works for the very same interests.
[01:21:30.126 --> 01:21:55.951]  The way the media and the government is hyping this, they have flus every year that kill hundreds of thousands of people worldwide, 15,000 in the US, more than 15,000 in Mexico, because they have more poor folks and worse sanitation and less access to medicine.
[01:21:55.951 --> 01:21:57.291]  So, I mean, 80 deaths?
[01:21:57.291 --> 01:21:57.931]  This is nothing.
[01:21:59.249 --> 01:22:03.012]  And let's say it runs the gamut for the next couple months and kills a couple thousand.
[01:22:03.012 --> 01:22:04.674]  That is nothing!
[01:22:04.674 --> 01:22:12.840]  You know, there's literally hundreds of thousands dying, drowning in the car wrecks and three hundred and something thousand die a year.
[01:22:12.840 --> 01:22:20.067]  The American Medical Association admits from just bad medication interactions, prescription interactions.
[01:22:20.067 --> 01:22:22.509]  So you don't see all this ripping out of the hair and you've got
[01:22:23.496 --> 01:22:30.866]  The Chicago Tribune reporting Illinois-based Baxter working on swine flu vaccine.
[01:22:30.866 --> 01:22:34.350]  These are the same folks that have been caught mixing bird flu with the vaccines.
[01:22:34.350 --> 01:22:35.432]  Mainstream news, folks.
[01:22:36.798 --> 01:22:39.919]  Uh, strict measures to fight deadly flu in Mexico.
[01:22:39.919 --> 01:22:41.960]  Vaccination programs underway.
[01:22:41.960 --> 01:22:47.342]  That's a headline out of World News, out of Euronews.net.
[01:22:47.342 --> 01:22:55.646]  Vaccination programs underway, but the emergence of a mixture of viruses has taken experts by surprise and forced Mexico's president to appeal for calm.
[01:22:55.646 --> 01:23:00.648]  So, I mean, how can they have a vaccine for something that just popped up?
[01:23:00.648 --> 01:23:01.288]  Just amazing.
[01:23:01.288 --> 01:23:02.028]  So that's some of what we have.
[01:23:02.028 --> 01:23:03.369]  I want to blitz through your calls.
[01:23:04.560 --> 01:23:09.047]  And then coming up, we're going to have Dr. Bill Deagle, who does a show on the Genesis Network, where I do one.
[01:23:09.047 --> 01:23:13.093]  I'm going to pop in just briefly because I want to get to all your calls with his take.
[01:23:13.093 --> 01:23:13.974]  I don't know his take yet.
[01:23:13.974 --> 01:23:19.663]  We'll find his take on this, but he's been big on the bird flu the last few years, researching and saying it was coming.
[01:23:20.836 --> 01:23:22.477]  Thanks Alex, thanks for taking the call.
[01:23:22.477 --> 01:23:28.381]  Let me give you a little rundown of what's been going on out here Thursday afternoon as it were.
[01:23:46.212 --> 01:23:57.836]  They were calling everybody in this area with a recorded call saying that they had confirmed two cases of swine flu at Steele High School, which is in Cibolo.
[01:23:57.836 --> 01:24:01.317]  Well then, and they closed Steele down on Friday.
[01:24:01.317 --> 01:24:06.599]  Well then, it followed up with a letter we got Saturday from the school district saying what had happened.
[01:24:06.599 --> 01:24:15.022]  About three hours ago, they called again, and now they've closed down all the schools in Cibolo, Church, and Universal City.
[01:24:16.440 --> 01:24:22.269]  Now, of course, you know that all this sits right outside the front gate of Randolph Air Force Base.
[01:24:22.269 --> 01:24:27.096]  And I don't have any news on that, but they have a high school on the base there, and I'm sure they've got an elementary school.
[01:24:27.096 --> 01:24:29.679]  So I don't know what else is going on there.
[01:24:30.697 --> 01:24:35.378]  Well, you know the last two swine flu epidemics broke out on U.S.
[01:24:35.378 --> 01:24:40.980]  military bases and were genetically engineered, that's clear, designer viruses.
[01:24:40.980 --> 01:24:50.363]  And then they had a, quote, forced inoculation program in 76 for it, but it killed so many people that they had to stop it because people refused to take it.
[01:24:50.363 --> 01:24:56.245]  So, you watch, folks are lining up already just to get the regular flu shot, which has no connection to this flu.
[01:24:57.014 --> 01:25:01.097]  Listen, my mother was never sick, but she was getting ready for a triathlon years ago, like a decade ago.
[01:25:18.021 --> 01:25:20.262]  She took a flu shot and it almost killed her.
[01:25:20.262 --> 01:25:26.365]  And they admit the smallpox shot, the flu shots, actually gives people in many cases flu and smallpox and anthrax.
[01:25:26.365 --> 01:25:28.806]  They gave it to the troops, killed a bunch of them.
[01:25:28.806 --> 01:25:31.087]  These vaccines are dangerous, folks.
[01:25:31.087 --> 01:25:37.230]  They grow them in dead monkeys and dead babies and even the seed stock when they grow them on egg whites.
[01:25:38.070 --> 01:25:46.253]  Uh, the original seed stock from where the pathogen came from was grown on dead monkeys or dead humans nine times out of ten.
[01:25:46.253 --> 01:25:50.415]  So there's all those other viruses and human DNA involved, cancer viruses.
[01:25:50.415 --> 01:25:52.836]  You know, Google vaccines and cancer viruses.
[01:25:52.836 --> 01:25:54.756]  I can't believe folks don't know about this.
[01:25:54.756 --> 01:25:58.998]  Almost every major vaccine line out there is filled with viruses that cause cancer.
[01:25:58.998 --> 01:26:00.779]  Then no wonder cancer's way up.
[01:26:00.779 --> 01:26:02.299]  These vaccines are deadly.
[01:26:02.299 --> 01:26:03.239]  Period.
[01:26:03.239 --> 01:26:04.100]  I agree.
[01:26:04.100 --> 01:26:04.680]  All right, buddy.
[01:26:04.680 --> 01:26:06.221]  I really appreciate your call, Ken.
[01:26:06.221 --> 01:26:06.961]  Good to hear from you.
[01:26:07.529 --> 01:26:10.874]  Let's go ahead and talk to Stuart Mass.
[01:26:10.874 --> 01:26:12.918]  Stuart's off topic, so I'll give you about 30 seconds.
[01:26:12.918 --> 01:26:15.402]  Go ahead, Stuart.
[01:26:15.402 --> 01:26:15.963]  Yes, go ahead.
[01:26:17.186 --> 01:26:18.746]  Man, I'm on the Alex Jones Show.
[01:26:18.746 --> 01:26:20.267]  You are, go ahead.
[01:26:20.267 --> 01:26:23.167]  Yeah, I guess I gotta be quick, because you're putting through calls.
[01:26:23.167 --> 01:26:36.749]  But no, I did want to say something on the subject, which is, if they do use them, I'm almost convinced they're going to go with a pandemic, because if you think about it, once that gets out of the bag, man, there's almost nothing anybody can do about it.
[01:26:36.749 --> 01:26:38.070]  They just have to follow orders.
[01:26:38.070 --> 01:26:39.690]  I mean, even cops.
[01:26:39.690 --> 01:26:42.710]  And that's the perfect cover to bring in.
[01:26:42.710 --> 01:26:43.290]  Yeah, exactly.
[01:26:43.290 --> 01:26:46.091]  That's the perfect cover to bring in the police state they need.
[01:26:47.094 --> 01:26:55.778]  Yeah, totally, and I just wanted to talk about, like, I've looked myself being an info warrior since before it was popular.
[01:26:55.778 --> 01:27:03.502]  I'm kind of like, I'm not, you know, some psycho kid living with my parents, but I am one of those kids, like, trust me, man, I have fought the battle.
[01:27:03.502 --> 01:27:06.103]  I've been, like, snubbed off of campuses, lost.
[01:27:06.954 --> 01:27:08.876]  Countless friends.
[01:27:08.876 --> 01:27:10.317]  Every girlfriend I've ever had.
[01:27:10.317 --> 01:27:12.799]  This is a bad fight.
[01:27:12.799 --> 01:27:19.004]  Well, the French Resistance had people trying to kill them, though, when they were fighting the Nazis.
[01:27:19.004 --> 01:27:20.705]  So knowing you're doing the right thing is what matters.
[01:27:20.705 --> 01:27:23.768]  But, I mean, look, our movement's becoming more and more mainstream.
[01:27:23.768 --> 01:27:26.971]  It may be just the kind of the circle you're in.
[01:27:26.971 --> 01:27:30.513]  But you ought to just get with like-minded patriots and try to wake folks up en masse.
[01:27:30.513 --> 01:27:31.835]  But we salute your work.
[01:27:31.835 --> 01:27:32.935]  I appreciate your call, Stuart.
[01:27:32.935 --> 01:27:34.056]  Keep up the great work.
[01:27:34.056 --> 01:27:35.398]  George in L.A., you're on the air.
[01:27:35.398 --> 01:27:35.758]  Go ahead.
[01:27:36.721 --> 01:27:40.424]  Hey Alex, man, I'm so happy to hear from you and to talk to you, man.
[01:27:40.424 --> 01:27:43.906]  I want to let you know you're doing a great job, man, and you're my idol, bro.
[01:27:43.906 --> 01:27:47.629]  No, no, all you out there fighting tyranny are my idols, but go ahead.
[01:27:47.629 --> 01:27:54.793]  And Alex, I just want to let you know that on the day of the tax rally, we went to Glendale, California.
[01:27:54.793 --> 01:27:55.794]  We were wearing our 9-1-1.
[01:27:55.794 --> 01:27:58.216]  It was an inside job, and we went with
[01:28:01.359 --> 01:28:15.632]  Yeah, for those that don't know, we just had the second, last November 22nd, we had the end of the Fed, protests at Fed locations, private Federal Reserve.
[01:28:15.632 --> 01:28:22.058]  We had another big one all over the United States yesterday, pointing out the real enemy of the people, the private bankers.
[01:28:22.058 --> 01:28:22.399]  Go ahead.
[01:28:22.919 --> 01:28:23.380]  You know what?
[01:28:23.380 --> 01:28:30.406]  What's so ironic, Alex, is that the day of the taxation, when we went to go do the rally, there was no chemtrails.
[01:28:30.406 --> 01:28:31.707]  Hardly any was sprayed that day.
[01:28:31.707 --> 01:28:35.371]  Because I wanted to go and point out to people, because these people need to wake up, man.
[01:28:35.371 --> 01:28:37.173]  They really need to wake up.
[01:28:37.173 --> 01:28:40.976]  Alex, I mean, I've been awake for about a year now.
[01:28:40.976 --> 01:28:43.078]  I've totally changed my life.
[01:28:43.078 --> 01:28:47.703]  And I'm trying to talk to people, but people, you know, are kind of giving me the
[01:28:48.243 --> 01:28:52.748]  What happens is, George, a prophet's never known in his own country, and people think...
[01:28:54.801 --> 01:28:55.802]  Nothing of themselves.
[01:28:55.802 --> 01:28:59.323]  They're so insecure about themselves.
[01:28:59.323 --> 01:29:09.509]  When they hear about something scary, they don't respect themselves, so they don't want to hear about it because they can't imagine that they could actually change things or that they could make the world a better place.
[01:29:09.509 --> 01:29:14.832]  You think enough of yourself and have it in your spirit and who you are to stand up and get the word out.
[01:29:14.832 --> 01:29:17.053]  So let people laugh now at you.
[01:29:17.053 --> 01:29:18.513]  Later, they will thank you.
[01:29:18.513 --> 01:29:19.414]  God bless you, George.
[01:29:19.414 --> 01:29:20.094]  We're out of time.
[01:29:20.094 --> 01:29:23.216]  All right, I'm going to come back, play this audio video clip.
[01:29:23.696 --> 01:29:26.479]  Guess we're not simulcasting in prison punted on TV, so it's audio only.
[01:29:26.479 --> 01:29:30.183]  It is a video clip of a fake government newscast.
[01:29:30.183 --> 01:29:31.485]  Wait till you hear this.
[01:29:31.485 --> 01:29:37.451]  Did you know many vitamin and mineral supplements on the market are made from rocks and ground up shells?
[01:29:37.451 --> 01:29:38.232]  Think about that.
[01:29:38.232 --> 01:29:40.835]  Would you swallow a handful of shells you found at the beach?
[01:29:41.335 --> 01:29:44.537]  Our body wasn't designed to digest rocks and shells.
[01:29:44.537 --> 01:29:54.804]  Hello, my name is Dr. David Friedman, formulator of Chews for Health, a delicious tasting chewable dietary supplement derived from 16 fruits, vegetables and antioxidants.
[01:29:54.804 --> 01:30:00.628]  Unlike hard to digest pills, Chews for Health is a convenient chewable which allows for better digestion.
[01:30:00.628 --> 01:30:01.788]  The choice is yours.
[01:30:01.788 --> 01:30:07.012]  Swallow rocks and shells to supplement your diet or a natural chewable product you can better digest.
[01:30:07.392 --> 01:30:08.413]  Choose for health.
[01:30:08.413 --> 01:30:16.038]  The world's first superfruit, sea vegetable, antioxidant, chewable, whole food nutrition, not rocks and shells.
[01:30:16.038 --> 01:30:19.060]  1-800-210-1922.
[01:30:19.060 --> 01:30:23.542]  Call now and receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:30:23.542 --> 01:30:23.783]  1-800-210-1922.
[01:30:23.783 --> 01:30:24.863]  Or go to orderchoose.com.
[01:30:24.863 --> 01:30:28.566]  If you have over $10,000 in credit card debt, you need to hear this.
[01:30:28.566 --> 01:30:31.908]  Have you been watching the
[01:30:39.443 --> 01:30:39.843]  We're good.
[01:30:55.538 --> 01:30:55.778]  I think so.
[01:31:27.880 --> 01:31:37.690]  How would you like to finally be debt free without paying another cent to creditors and not have to file bankruptcy?
[01:31:37.690 --> 01:31:41.313]  DebtCrisisSolutions.com can help free you from the debt trap.
[01:31:41.313 --> 01:31:46.178]  This is not a debt settlement program which has tax consequences or debt consolidation.
[01:31:46.178 --> 01:31:49.661]  With our program, there are no more payments to creditors or collectors.
[01:31:49.881 --> 01:31:50.101]  I'm good.
[01:32:05.899 --> 01:32:09.202]  Finally, proven debt solutions that work for the people.
[01:32:09.202 --> 01:32:11.483]  Become debt free in 90 days.
[01:32:11.483 --> 01:32:13.885]  Doing nothing doesn't make the debt go away.
[01:32:13.885 --> 01:32:18.389]  Call Debt Crisis Solutions today and speak to an advisor absolutely free.
[01:32:18.389 --> 01:32:18.629]  Call 718-615-0123.
[01:32:18.629 --> 01:32:19.009]  That's 718-615-0123.
[01:32:19.009 --> 01:32:21.071]  Or visit them online at DebtCrisisSolutions.com.
[01:32:21.071 --> 01:32:22.311]  That's DebtCrisisSolutions.com today!
[01:32:31.178 --> 01:32:38.401]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[01:32:38.401 --> 01:32:42.943]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[01:32:42.943 --> 01:32:48.565]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[01:32:48.565 --> 01:32:55.628]  Using Plasma pH Drops is one of the best ways to make your water alkaline, to help you get rid of acid and regain your health and energy.
[01:32:56.088 --> 01:33:01.472]  Simply put, 10 drops per liter of water you drink to raise the pH to the ultimate level.
[01:33:01.472 --> 01:33:07.317]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[01:33:07.317 --> 01:33:12.781]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[01:33:13.101 --> 01:33:19.065]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:33:19.065 --> 01:33:21.827]  That's A-L-K-A Vision dot com.
[01:33:21.827 --> 01:33:22.567]  Or by calling 269-216-9767.
[01:33:22.567 --> 01:33:22.948]  269-216-9767 today!
[01:33:22.948 --> 01:33:24.429]  The GCN Radio Network.
[01:33:24.429 --> 01:33:26.810]  Providing the world with hard-hitting talk radio.
[01:33:26.810 --> 01:33:27.070]  GCN.
[01:33:27.070 --> 01:33:28.632]  Great talk radio starts here.
[01:33:45.678 --> 01:33:49.339]  You know, a lot of you think Homeland Security was set up in 2002.
[01:33:49.339 --> 01:33:58.981]  A brand new idea to keep you safe from those pesky LCIA attacks on the towers of the Pentagon.
[01:33:58.981 --> 01:33:59.761]  Well, guess what?
[01:33:59.761 --> 01:34:01.641]  Bill Clinton gave speeches about it in 93.
[01:34:01.641 --> 01:34:03.381]  NORTHCOM was set up in 95.
[01:34:03.381 --> 01:34:06.162]  That is the military dictatorship over the United States.
[01:34:06.162 --> 01:34:08.823]  They're now openly announcing and introducing it to slaves.
[01:34:08.823 --> 01:34:10.683]  And they'll use things like hyping up this...
[01:34:11.604 --> 01:34:14.086]  Birds, swine, slash human flu.
[01:34:14.086 --> 01:34:15.007]  They're calling it swine flu.
[01:34:15.007 --> 01:34:19.530]  It's bird, swine, human flu mixture.
[01:34:19.530 --> 01:34:24.834]  So I'm going to play that clip coming up and some more of your calls.
[01:34:27.025 --> 01:34:31.127]  Coming up here in just a few minutes, Grant, Kelly, Donald, and others.
[01:34:31.127 --> 01:34:33.868]  Calls from Nova Scotia to Austin, Texas.
[01:34:33.868 --> 01:34:42.051]  And I've got this audio clip of a fake newscast the Feds produced for part of their drill just months before 9-11.
[01:34:42.051 --> 01:34:46.633]  And it ties into the bird flu, it ties into smallpox, wait till you hear it.
[01:34:46.633 --> 01:34:52.135]  But I wanted to briefly, and I'll have him up later in the week on my show, medical doctor Bill Deagle.
[01:34:53.021 --> 01:34:56.962]  Because I've interviewed him before about the bird flu and how it's engineered.
[01:34:56.962 --> 01:35:06.285]  Other doctors and scientists and virologists have looked at it and said that they're hyping and building an infrastructure for population reduction through it.
[01:35:06.285 --> 01:35:09.686]  But specifically, Dr. Deagle, I said some quick questions for you and I appreciate
[01:35:10.267 --> 01:35:12.610]  Are you coming on the show today briefly?
[01:35:12.610 --> 01:35:24.828]  Looking at this, and I've talked to some other doctors and people, they're saying that if it's a regular mutation, it shouldn't be bird, pig, and human showing up right at once.
[01:35:26.008 --> 01:35:32.971]  Because they would have been tracking different strains of bird human flu, pig human flu, before they merged.
[01:35:32.971 --> 01:35:40.834]  And this is a merger of those that don't follow any original, kind of evolutionary, original chain.
[01:35:41.977 --> 01:36:03.503]  And then expanding on that, that if it was an isolated mutation, you know, say in a sewage yard or agricultural honeypot, say in central Mexico, that it would have mutated by the time it went through different generations of people and would have been made harmless or a variant, but to have the same strain popping up all over the world
[01:36:03.983 --> 01:36:18.820]  simultaneously points towards not just that it's designer but that it was actually transferred and vectored in an unnatural way not just via airlines and terrorism around the planet.
[01:36:18.820 --> 01:36:19.421]  What do you say to that?
[01:36:20.021 --> 01:36:22.445]  Yeah, it makes total sense.
[01:36:22.445 --> 01:36:33.119]  If you look at veterinarians in Ohio, and this is reports that are just recent, 20% carry swine flu antibodies in their blood, 5% are pig farmer workers.
[01:36:33.119 --> 01:36:34.581]  So it's not uncommon.
[01:36:34.581 --> 01:36:36.444]  In fact, pig flu doesn't usually kill pigs.
[01:36:37.159 --> 01:36:45.209]  The fact that this contains, it's like a steamer trunk on the genetics of the virus with different stamps for the locations where it's been.
[01:36:45.209 --> 01:36:53.799]  It means that the virus has Asian genes, avian genes, it has human genes, and it has pig flu genes, which means it comes from a lab.
[01:36:54.623 --> 01:37:00.789]  The fact that it already has the lethality that exceeds a normal flu means that it has lethal genes in it.
[01:37:00.789 --> 01:37:10.217]  So it means that it's acquired some of the genetics of, in all probability, the H5N1, which otherwise would never probably affect humans.
[01:37:10.217 --> 01:37:12.820]  Because until a few months ago, it couldn't even grow at less than 106 degrees.
[01:37:14.853 --> 01:37:22.240]  It also could attach to human cells because it missed a number of amino acids that allowed it to bind to the binding domain.
[01:37:22.240 --> 01:37:29.707]  So this virus is the bridge, in a sense, to create a new avian swine flu re-emergence.
[01:37:29.707 --> 01:37:37.394]  And even if this one passes out in a week or two, people should not put their guard down.
[01:37:38.081 --> 01:37:45.246]  This is, without any doubt, a release by the globalists that want to set the stage and insert in the chamber in the cake.
[01:37:45.246 --> 01:37:46.446]  And it's called the first phase.
[01:37:46.446 --> 01:37:50.008]  You insert this into the gene populations, the virus spreads.
[01:37:50.008 --> 01:37:52.970]  Even if it dies down, it's going to then recombine in the wild.
[01:37:52.970 --> 01:37:55.732]  That's called the bioreactor incubation phase.
[01:37:55.732 --> 01:37:57.173]  Let me back you up on that, doctor.
[01:37:57.173 --> 01:37:57.993]  It's up on Drudge.
[01:37:57.993 --> 01:37:59.855]  It's up on InfoWars.com and PrisonPlanet.com.
[01:38:00.715 --> 01:38:06.118]  Reuters has the quote from her press conference, and I've been looking for the YouTube, but Reuters has it.
[01:38:06.118 --> 01:38:20.946]  Janet Napolitano, the head of the federal takeover of America known as Homeland Security, she is saying that even if this burns out in the next few weeks, get ready for another big pandemic soon, and then they point at exactly what you just said.
[01:38:20.946 --> 01:38:28.230]  So not only will some of these variants mutate into harmless, you're saying some of it's going to mutate into even more deadly?
[01:38:28.530 --> 01:38:33.036]  Yeah, there are three major gene issues that are presenting H5N1 worldwide.
[01:38:33.036 --> 01:38:43.691]  Number one, it's become resistant to Tamifluorostimovir, which is the... Oseltamivir is the drug, of course, which the former members of the Bush administration had shares in.
[01:38:44.571 --> 01:38:49.612]  It is sensitive to that, according to their at least initial strains, if it's all one strain.
[01:38:49.612 --> 01:38:50.652]  But there's three changes.
[01:38:50.652 --> 01:39:01.874]  Firstly, in the PB2 gene, there's a gene deletion in the H5N1 that makes it completely bypass the immune system, so it is more lethal by 30 times the 1918 swine flu.
[01:39:01.874 --> 01:39:08.795]  It has a polybasic amino acid on the H gene, which we're going to find out in the next few days or weeks what the genetics are.
[01:39:08.795 --> 01:39:12.456]  If it has six polybasic amino acids, it means it acquired it from the H5N1.
[01:39:13.676 --> 01:39:17.818]  And then there's an NS1 gene change, which also makes it far more lethal.
[01:39:17.818 --> 01:39:35.968]  So if even just these three changes are present, we now know, besides the five amino acids in the binding domain, if those are present, which we know this new swine flu does have them, it's going to acquire the lethal genes in the wild because millions of birds all over the world are dying, including, I'm getting reports,
[01:39:36.468 --> 01:39:39.871]  From British Columbia, Washington State, Oregon State.
[01:39:39.871 --> 01:39:53.982]  We've got, Doctor, I'm sure you know, we've got mainstream articles about pigs all over the U.S., entire herds of pigs on pig farms, all dying, birds dying, and cows dying, which I don't understand that.
[01:39:53.982 --> 01:39:57.045]  This can, by the way, leap into cattle farms.
[01:39:57.045 --> 01:39:59.407]  I'm going to be on some other radio shows here this week.
[01:39:59.948 --> 01:40:06.782]  It's very dangerous because this can leap into cattle herds, wild animals, when it emerged after the
[01:40:08.267 --> 01:40:20.329]  A few years ago, in China, near Xinjiang, which is an old nuclear site in North China, it actually, and the king had game reserve, and got into surrounding communities within several hundred miles.
[01:40:20.329 --> 01:40:23.230]  The Chinese policy was a scorched earth policy.
[01:40:23.230 --> 01:40:25.190]  They literally came in and killed everything.
[01:40:25.190 --> 01:40:27.391]  Animals, humans, everything.
[01:40:27.391 --> 01:40:32.151]  I've reported to China that their approach was, we're going to completely stomp this out before it moves.
[01:40:32.151 --> 01:40:34.152]  But is it right to say this is a super virus?
[01:40:34.972 --> 01:40:35.773]  Well, it is.
[01:40:35.773 --> 01:40:40.116]  And the thing is, even if it doesn't emerge this time, it's going to come back.
[01:40:40.116 --> 01:40:42.237]  Well, what do you mean, doesn't emerge?
[01:40:42.237 --> 01:40:44.839]  I mean, it's clearly airborne human-to-human.
[01:40:44.839 --> 01:40:50.604]  Oh yeah, but I mean... Do you think we're having cover-ups of the real deaths in Mexico?
[01:40:50.604 --> 01:40:54.987]  Because I'm getting all over the call from Mexico City that it's just, people are sick all over.
[01:40:55.427 --> 01:41:01.769]  Well, my guess is that lethality right now is somewhere between 3 and 8 to 10 percent.
[01:41:01.769 --> 01:41:06.791]  But no matter how it is right now, it means that the virus is spreading very efficiently in humans.
[01:41:06.791 --> 01:41:09.752]  It's also probably getting into animal populations.
[01:41:09.752 --> 01:41:12.953]  And that means that it's inserting the genes where it's going to come back.
[01:41:13.713 --> 01:41:15.513]  In weeks or months, most likely.
[01:41:15.513 --> 01:41:22.875]  But what does it mean that they're saying the same virus is all over the world now in just a matter of this time?
