[00:00:07.393 --> 00:00:10.658]  I love you folks.
[01:18:17.978 --> 01:18:23.002]  And they did a study in Texas, and we even have some committee hearing clips in Endgame
[01:18:24.298 --> 01:18:27.680]  Where the state psychiatrist says, well, it's eugenics.
[01:18:27.740 --> 01:18:29.061]  They have bad gene pools.
[01:18:29.621 --> 01:18:34.704]  It's why we're putting upwards of 70% in the case of Texas on them.
[01:18:35.224 --> 01:18:36.765]  But as you said, some states even higher.
[01:18:36.785 --> 01:18:42.529]  I mean, just let that sink in for the listeners out there.
[01:18:42.549 --> 01:18:50.514]  75% of foster children on psychotropics and anti-psychotics, but don't stop there,
[01:18:51.522 --> 01:19:03.467]  The Texas report from WOAI-TV in San Antonio, itself from the state's own numbers, said they're on an average of seven drugs.
[01:19:04.827 --> 01:19:14.071]  And there were medical doctors on the TV program, that we play clips of here, saying they would see a healthy kid at say three years old that got grabbed by foster parents.
[01:19:15.066 --> 01:19:15.326]  I don't know.
[01:19:27.150 --> 01:19:38.700]  And you're talking about what conventional journalists are reporting, Alex, and so that makes it even more shocking because we know that there's this one-hand-feeds-the-other kind of attitude in the mainstream media.
[01:19:39.081 --> 01:19:44.726]  I mean, one of the guys in my film, Robert Whitaker, a former science journalist who basically is
[01:19:45.286 --> 01:19:46.767]  He's almost blackballed.
[01:19:46.807 --> 01:19:55.290]  He almost can't find a job in conventional journalism anymore because he co-wrote a series on psychiatric research for the Boston Globe.
[01:19:55.910 --> 01:20:05.873]  And part of what he told me in the interview was that it's literally one out of every 70 children in the United States who are on anti-psychotic medications alone.
[01:20:05.953 --> 01:20:10.855]  Of course, the number is higher if you include Ritalin and antidepressants and the like.
[01:20:10.935 --> 01:20:12.636]  So, this is not a lark.
[01:20:12.736 --> 01:20:13.676]  This isn't a fluke.
[01:20:14.076 --> 01:20:26.298]  This is something, as you say, that the medical doctors and the medical establishment sure as hell know what they're doing, and it's been going on now pretty ardently since about 1970.
[01:20:27.038 --> 01:20:28.499]  Yeah, this is THX 1138.
[01:20:28.779 --> 01:20:42.501]  This is Brave New World, and Aldous Huxley, in 62, shortly before his death at Berkeley, and folks can watch the film and the audio online, just Google Aldous Huxley Berkeley speech,
[01:20:43.496 --> 01:20:50.229]  He says that, hey, everything in my book is what the eugenic social planners were planning in 1930.
[01:20:52.361 --> 01:20:58.303]  And so everything I'm saying in the book is going to come true after 2000 is our plan.
[01:20:58.803 --> 01:21:05.566]  And by the way, my brother runs the United Nations UNESCO program as the Secretary General of UNESCO.
[01:21:06.046 --> 01:21:09.687]  These people mean business and they've now done it.
[01:21:11.248 --> 01:21:16.390]  I'm sure you saw the new freedom initiative that came out four years ago when the documents got leaked where they want to
[01:21:17.230 --> 01:21:22.712]  Force at least half the kids in the next phase on drugs and then after that everyone on drugs?
[01:21:23.853 --> 01:21:25.153]  I mean this is really happening.
[01:21:26.073 --> 01:21:43.320]  Well I think that the timing of Generation RX is really extraordinary because it was rolled out just around the same time that again our friends, our cohorts in the mainstream media, New York Times and LA Times and Washington Post were starting to
[01:21:43.900 --> 01:21:44.781]  We're good to go.
[01:22:01.174 --> 01:22:10.219]  Yeah, I found out that the school nurses get weird kickbacks in payola, and so they push it on the kids and say, oh here's a psychologist, here's a card.
[01:22:10.399 --> 01:22:14.922]  They're just like drug pushers, but they're not out on the playground selling the kids crack.
[01:22:15.242 --> 01:22:18.864]  They're doing it in the school, and they'll send the cops if you don't take it.
[01:22:19.554 --> 01:22:39.765]  Well, what's funny is that we say in the film, I think it's Dr. Julian Whitaker, my good friend, the medical doctor from Los Angeles, and he says, you know, it's comical because the very same drugs that they will arrest you for if you're walking down the street in front of a school are what the kids in the schools themselves are lining up to get from those very nurses.
[01:22:40.365 --> 01:22:45.309]  So, you know, you're exactly correct and this is not a surprise nor is it a secret.
[01:22:45.809 --> 01:22:59.198]  I mean, each kid gets four to five hundred dollars for the school itself and for the school district if they are on these drugs because they are classified in a certain kind of a way that gets
[01:22:59.298 --> 01:23:00.219]  Government dollars.
[01:23:00.359 --> 01:23:01.120]  Special needs.
[01:23:01.200 --> 01:23:06.244]  And now, some schools, a third or more of the schools special needs, and soon it's going to be half.
[01:23:06.724 --> 01:23:13.810]  And then, just like THX 1138, pretty soon, kids in wheelchairs with nozzles into their nose and drug injectors.
[01:23:15.752 --> 01:23:19.215]  I mean, it's so nightmarish the soft kill they're running.
[01:23:19.595 --> 01:23:21.877]  And then they say it's for eugenics in the state of Texas.
[01:23:21.897 --> 01:23:24.420]  They say they're giving us racial hygiene.
[01:23:25.200 --> 01:23:26.202]  Start with the film.
[01:23:26.262 --> 01:23:31.150]  Tell us about the film because I really want people to get this on DVD at InfoWars.com.
[01:23:31.170 --> 01:23:35.817]  I want them to have viewing parties, show it to local community groups, school boards.
[01:23:36.158 --> 01:23:38.702]  We've got to get Generation RX out to people.
[01:23:39.244 --> 01:23:40.465]  Well, thank you, Alex.
[01:23:40.565 --> 01:23:48.512]  The film really came as a result of, in 2004, I was filming in Washington, something completely unintended.
[01:23:48.532 --> 01:23:58.680]  I ended up at a Food and Drug Administration hearing where they were a bunch of people who were standing before the FDA committee talking about the side effects of Prozac.
[01:23:59.441 --> 01:24:06.267]  And as I was filming over the two-hour period or whatever, it kicked into me that, my God, I've heard this all before.
[01:24:07.057 --> 01:24:26.671]  And it turns out that I had originally heard it in a videotape from 1991 where the American citizens, 40, 50, 60 of them, were standing before the FDA a year after Prozac had been on the market saying, you know, my mother stabbed my father, my sister hung herself.
[01:24:27.231 --> 01:24:31.114]  Every imaginable, awful, frightening story that you can imagine.
[01:24:31.695 --> 01:24:41.562]  And so when I realized that nothing had changed in that period of time, in fact, it had gotten worse, and more kids had gotten on these medications, I said, nothing's changing.
[01:24:41.622 --> 01:24:43.884]  I need to produce a film about this.
[01:24:44.605 --> 01:24:52.491]  And so I got started on that path, and really, you know, uncovered all of the collusion
[01:24:53.166 --> 01:25:02.509]  And certainly all the negligent, and I say criminal, behavior at the Food and Drug Administration, where of course corruption is so endemic as it's always been.
[01:25:03.049 --> 01:25:12.212]  But people like Thomas Loughran at the FDA, who's the head of their psychopharmacology division, and who approved Zoloft for children.
[01:25:13.452 --> 01:25:20.515]  And Michael R. Taylor, who's back from Monsanto after a gig at the FDA in the early 1990s,
[01:25:21.975 --> 01:25:26.916]  When I interviewed him and who also tried to eliminate dietary supplements.
[01:25:27.637 --> 01:25:30.177]  And Robert Temple, another FDA official.
[01:25:30.577 --> 01:25:42.821]  So all of these men bounding together, banding together with the pharmaceutical companies to cover up the side effects and basically to implement their dastardly intentions on our kids.
[01:25:43.981 --> 01:25:46.542]  And boy, it's been a devastating blackout.
[01:25:46.642 --> 01:25:49.443]  And they have death education, teach them how to commit suicide.
[01:25:49.843 --> 01:25:50.803]  Those numbers explode.
[01:25:51.604 --> 01:26:01.714]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh nutritious vegetables will make it to your dinner table?
[01:26:02.174 --> 01:26:03.235]  Garden in a Can!
[01:26:03.596 --> 01:26:07.179]  Garden in a Can is your source for premium long-term storable seeds.
[01:26:07.740 --> 01:26:09.521]  Garden in a Can is ready when you are.
[01:26:09.762 --> 01:26:12.064]  Plant them now or store them for when you really need them.
[01:26:12.525 --> 01:26:21.521]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[01:26:22.193 --> 01:26:23.214]  Garden in a Can.
[01:26:23.614 --> 01:26:24.474]  It's that simple.
[01:26:24.815 --> 01:26:26.696]  Fresh, healthy, easy.
[01:26:27.216 --> 01:26:31.179]  Only $69.95 for over a half acre of safe fresh vegetables.
[01:26:31.559 --> 01:26:32.479]  Ready when you are.
[01:26:33.140 --> 01:26:36.762]  Stop procrastinating and start preparing with Garden in a Can.
[01:26:37.202 --> 01:26:40.304]  For more details visit GardenInACan.com today.
[01:26:40.684 --> 01:26:42.425]  That's GardenInACan.com or call 866-598-7396.
[01:26:42.446 --> 01:26:42.486]  866-598-7396.
[01:26:51.036 --> 01:26:56.338]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:26:56.839 --> 01:27:03.842]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:27:04.442 --> 01:27:10.585]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:27:11.025 --> 01:27:12.847]  Well, Obama's already fudging.
[01:27:12.987 --> 01:27:15.409]  He's fudged since day one in this election.
[01:27:15.489 --> 01:27:26.439]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:27:27.059 --> 01:27:28.360]  It's not about left or right.
[01:27:28.741 --> 01:27:30.142]  It's about a one-world government.
[01:27:30.602 --> 01:27:36.828]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:27:37.501 --> 01:27:45.269]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:27:45.770 --> 01:27:46.911]  The Obama Deception.
[01:27:47.331 --> 01:27:48.533]  The people strike back!
[01:27:50.273 --> 01:27:50.713]  Gold.
[01:27:51.054 --> 01:27:52.334]  It's like nothing else on Earth.
[01:27:52.594 --> 01:27:58.698]  From the Romans through the Renaissance, from the Industrial Age to the Space Age, gold has weathered the test of time.
[01:27:58.878 --> 01:28:02.701]  For 6,000 years, gold has remained the ultimate store of wealth.
[01:28:03.061 --> 01:28:04.942]  According to the World Gold Council and the U.S.
[01:28:05.002 --> 01:28:07.284]  Mint, demand is at an all-time high.
[01:28:07.424 --> 01:28:14.328]  The stage is being set for the reemergence of gold as the common-sense alternative to a fiat paper currency that gets weaker and
[01:28:14.468 --> 01:28:24.413]  Every day, Midas Resources is proud to offer the hard-hitting report that arms you with the truth you need to protect you and your family from the Fed's plans for your hard-earned money.
[01:28:24.573 --> 01:28:25.694]  Don't gamble with your future.
[01:28:25.874 --> 01:28:30.136]  Call Midas Resources today and ask for your free copy of As Good As Gold.
[01:28:30.296 --> 01:28:30.617]  Call 1-800-727-8000.
[01:28:31.297 --> 01:28:31.697]  We're good.
[01:28:49.836 --> 01:28:56.882]  As you already know, drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[01:28:57.223 --> 01:29:01.626]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[01:29:01.887 --> 01:29:06.751]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[01:29:07.091 --> 01:29:14.577]  Using plasma pH drops is one of the best ways to make your water alkaline to help you get rid of acid and regain your health and energy.
[01:29:14.817 --> 01:29:19.101]  Simply put 10 drops per liter of water you drink to raise the pH to the ultimate level.
[01:29:19.401 --> 01:29:25.306]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[01:29:25.586 --> 01:29:31.352]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[01:29:31.572 --> 01:29:36.937]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:29:37.137 --> 01:29:39.880]  That's A-L-K-A Vision dot com.
[01:29:40.160 --> 01:29:40.901]  Or by calling 269-216-9767.
[01:29:40.981 --> 01:29:41.702]  That's 269-216-9767 today!
[01:30:01.973 --> 01:30:10.103]  Kevin Miller, director and producer of the film, Generation RX, is our guest.
[01:30:12.423 --> 01:30:18.868]  Of course, in the early 80s it did come out that they knew it caused massive increases in suicides, just Prozac alone.
[01:30:19.729 --> 01:30:28.136]  And after decades of fighting, they now admit on the Prozac and other variants, serotonin reuptake inhibitors, that it does cause that.
[01:30:28.156 --> 01:30:29.276]  So it's an oxymoron.
[01:30:30.342 --> 01:30:41.408]  And nine times out of ten of the cases I've seen, they put them on one drug, then it doesn't work, they put them on two or three, four, and they end up in a mental institution, or committing suicide, or going crazy, or finally get off the drugs.
[01:30:41.488 --> 01:30:43.909]  But you have to get them off, you have to go off slowly.
[01:30:44.589 --> 01:30:45.910]  That can cause even bigger problems.
[01:30:47.631 --> 01:30:50.772]  But now they have drugs to treat the drugs.
[01:30:51.993 --> 01:30:55.174]  I see the TV ad saying, oh, you've got mental problems from your Prozac.
[01:30:55.194 --> 01:30:56.255]  Well, take this drug.
[01:30:56.775 --> 01:30:58.076]  It'll take care of the Prozac.
[01:30:59.522 --> 01:31:00.823]  It's just totally sick.
[01:31:02.183 --> 01:31:07.446]  Please continue with the story you were telling about all these men working together to carry out this great evil.
[01:31:08.106 --> 01:31:14.609]  Well, I think, Alex, it's just that the medical ethics have just completely gone out the window.
[01:31:14.669 --> 01:31:18.871]  If they ever existed, they are long in the distant past by now.
[01:31:21.004 --> 01:31:35.635]  Frankly, you know, these men, when you mentioned Prozac, the original study that we unearthed, and we found paperwork to track this, as you know, I mean, 1982 were the first tests that were done on Prozac, and they were done in Germany.
[01:31:36.475 --> 01:31:42.960]  And the German equivalent of the FDA basically said, you know, there's a real problem with this drug.
[01:31:43.564 --> 01:31:50.987]  In the first trial alone, 16 people tried to kill themselves, and we're talking about 16 out of the first 43 or something.
[01:31:51.187 --> 01:31:53.168]  And others attack people, but that's great.
[01:31:53.188 --> 01:31:57.450]  You put a bunch of kids on that and give them guns, then you have an excuse to ban the Second Amendment.
[01:31:57.910 --> 01:32:10.676]  Well, and you know, I've heard, I've been listening to your program for many years, and I heard someone attack you once about the fact that you mentioned that the Columbine killers and some of the other people have been on drugs.
[01:32:10.796 --> 01:32:11.216]  Let me just
[01:32:11.676 --> 01:32:15.779]  Put this nonsense on the other side to rest once and for all.
[01:32:16.319 --> 01:32:28.527]  It is absolutely a fact that at the bare minimum, 8 out of the last 12 school shooters around the country were indeed on these antidepressant drugs.
[01:32:29.008 --> 01:32:38.574]  It probably was at least 9 out of the last 12, but they sealed the records of one of the Columbine killers, and so none of us know for certain
[01:32:38.874 --> 01:32:47.282]  Yeah, but his friends said he was on Ritalin and Prozac, but you're right, they sealed it and then the other one was on it.
[01:32:47.762 --> 01:32:48.883]  That's exactly right.
[01:32:49.223 --> 01:32:51.505]  And we know that he was going to a psychiatrist.
[01:32:51.706 --> 01:32:58.572]  So, I mean, you know, how many troubled kids, as you said before, would not be prescribed these antidepressant drugs?
[01:32:59.198 --> 01:33:03.302]  So, you know, what they started with was something very commonsensical.
[01:33:03.342 --> 01:33:10.109]  They started with the ADHD aspect, and they really tried to just control the kid's behavior.
[01:33:10.389 --> 01:33:12.491]  Then all of a sudden there was a problem.
[01:33:12.531 --> 01:33:22.141]  There was the DEA of all agencies coming out and saying, wait a minute, there's a problem with this methylphenidate, with Ritalin, with these stimulant drugs.
[01:33:22.671 --> 01:33:31.276]  And they're causing this vast array of side effects, and violent side effects were among them, and addiction problems, and all the rest of it.
[01:33:31.836 --> 01:33:39.240]  And so, you know, then they went into a big PR campaign to basically combat the DEA.
[01:33:40.704 --> 01:33:53.861]  Uh, and, you know, this is the mid-1990s, and there was a 734% increase in the number of kids that were prescribed Ritalin for, quote, ADHD drug from 1990 to 1994 alone.
[01:33:58.076 --> 01:34:05.762]  And then, the kids that go on the Ritalin, then the kids that get on Ritalin tend to get depressed, so then they put them on Prozac-type drugs, don't they?
[01:34:05.782 --> 01:34:20.434]  And then, as kids start committing suicide and killing other people and hurting other people, there's mental illness at the school, everybody's got to be screened now by the New Freedom, and then lo and behold, the psychologists find that everybody needs to be put on drugs.
[01:34:20.882 --> 01:34:22.242]  Well, here's the crazy part of it.
[01:34:22.322 --> 01:34:24.163]  As you say, they put the kids on Ritalin.
[01:34:24.583 --> 01:34:26.363]  So, first they start them on a lower dose.
[01:34:26.443 --> 01:34:30.624]  They might be five years old or six years old or maybe even four years old.
[01:34:31.505 --> 01:34:36.866]  And then, after a while, they note that that same dose of Ritalin isn't, quote, working.
[01:34:36.946 --> 01:34:42.147]  The kid seems to be, you know, exercising his own ability and his own intellect.
[01:34:42.568 --> 01:34:44.088]  So, then they raise the dose.
[01:34:44.688 --> 01:34:49.190]  Well, then what happens is it kicks in with a side effect that's very well known.
[01:34:49.590 --> 01:34:53.632]  After they raise the dose of the Ritalin, the child has a psychotic reaction.
[01:34:54.292 --> 01:35:02.455]  So once the child has a psychotic reaction, they rush the kid to the doctor because he's talking crazy and he's a mile a minute and just can't be controlled.
[01:35:02.775 --> 01:35:08.677]  And the doctor, instead of saying, oh, that's a well-known side effect of methylphenidate, of Ritalin, we gave him too much.
[01:35:08.717 --> 01:35:10.258]  We need to take him off this drug.
[01:35:10.478 --> 01:35:12.539]  No, they don't say that, as you know, Alex.
[01:35:12.939 --> 01:35:14.800]  Then they say he's bipolar.
[01:35:15.600 --> 01:35:24.343]  Now he's bipolar, so now we put him on these powerful, potent, dangerous antipsychotic drugs for which there is no cure.
[01:35:25.023 --> 01:35:26.764]  This is what we're doing to our generation.
[01:35:41.621 --> 01:35:44.607]  We're on the march, the Empire's on the run.
[01:35:45.549 --> 01:35:48.254]  Alex Jones and the GCN Radio Network.
[01:35:51.069 --> 01:35:52.170]  This is Alex Jones.
[01:35:52.451 --> 01:35:54.233]  Have you heard of the Millionaire Patriot?
[01:35:54.433 --> 01:35:55.094]  Well, you should.
[01:35:55.434 --> 01:35:59.679]  He has a free handgun and five days of firearms training waiting for you.
[01:35:59.919 --> 01:36:00.420]  That's right.
[01:36:00.720 --> 01:36:09.190]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[01:36:09.390 --> 01:36:10.651]  All for pennies on the dollar.
[01:36:10.751 --> 01:36:11.893]  Plus, if you act fast.
[01:36:12.093 --> 01:36:17.695]  The Millionaire Patriot will give you a free Springfield Armory XV pistol in the caliber of your choice.
[01:36:18.076 --> 01:36:24.598]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:36:24.959 --> 01:36:30.141]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:36:30.481 --> 01:36:31.622]  This is real.
[01:36:31.942 --> 01:36:32.683]  Don't miss out.
[01:36:32.984 --> 01:36:41.372]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:36:41.552 --> 01:36:43.734]  Go to FrontSight.com today.
[01:36:43.914 --> 01:36:47.438]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:36:47.618 --> 01:36:50.541]  Go to FrontSight.com for your training and free gun.
[01:36:51.442 --> 01:36:53.003]  Hello friends, this is Alex Jones.
[01:36:53.123 --> 01:36:57.785]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:36:57.865 --> 01:37:00.627]  We need to be independent, and food and water is the key.
[01:37:00.827 --> 01:37:03.689]  You'll never have to stand in a bread line if you have your own bread.
[01:37:03.869 --> 01:37:09.712]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:37:09.952 --> 01:37:12.895]  No one is going to take care of your family in the final equation but you.
[01:37:13.195 --> 01:37:20.102]  You know, efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:37:20.182 --> 01:37:23.305]  And they do it at almost half the cost of last year's grocery prices.
[01:37:23.465 --> 01:37:23.665]  Call 1-800-409-5633.
[01:37:23.725 --> 01:37:25.347]  Or on the web, go to efoodsdirect.com.
[01:37:28.590 --> 01:37:34.676]  Visit efoodsdirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[01:37:34.856 --> 01:37:38.620]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:37:38.640 --> 01:37:39.982]  Again, 800-409-5633, or on the web at efoodsdirect.com.
[01:37:40.002 --> 01:37:40.482]  Take action today.
[01:37:40.522 --> 01:37:42.604]  The first step is getting storable food.
[01:37:51.394 --> 01:37:54.236]  Did you know that you can be tracked and traced when you're online?
[01:37:54.496 --> 01:38:02.382]  With identity theft and cyber crimes on the rise, your passwords, your identity, and even your physical location can be revealed to complete strangers.
[01:38:02.622 --> 01:38:06.305]  Would you like to surf the internet anonymously and not have to worry about these threats?
[01:38:06.565 --> 01:38:09.567]  Well, now you can by visiting patriotinternet.com.
[01:38:09.727 --> 01:38:13.370]  For about $2 per month, patriotinternet.com will conceal your identity.
[01:38:13.370 --> 01:38:13.670]  We're good.
[01:38:38.063 --> 01:38:40.805]  Freedom is just another word for nothing left to lose.
[01:38:40.825 --> 01:38:41.066]  Nothing.
[01:38:41.086 --> 01:38:42.587]  I mean nothing, honey, if it ain't free.
[01:39:05.603 --> 01:39:09.946]  I want to talk to our guest more about the film and the families he talks to and the information he brings out.
[01:39:09.966 --> 01:39:10.927]  It's so well done.
[01:39:11.627 --> 01:39:14.149]  Generation RX available at Infowars.com.
[01:39:15.170 --> 01:39:17.431]  But then I want to talk about solutions, where this is going.
[01:39:17.471 --> 01:39:21.334]  I mean, if we don't expose these people and fight them, they're going to make everybody take drugs.
[01:39:21.354 --> 01:39:23.976]  And they're now to the point of trying to make the kids take it.
[01:39:24.036 --> 01:39:29.760]  And I had a writer for Psychology Today calling me for some big cover story that's coming out soon.
[01:39:32.621 --> 01:39:39.548]  And I would bring up the fact that it's not normal to have more than two-thirds of the kids on these drugs, and he would just laugh at me.
[01:39:39.568 --> 01:39:41.751]  I mean, it's all just a big joke to these people.
[01:39:41.791 --> 01:39:42.932]  It's all just a big business.
[01:39:43.873 --> 01:39:45.374]  A very, very sickening guild.
[01:39:46.657 --> 01:39:52.002]  Folks, having 75% of kids on strong anti-psychotics and other drugs, that isn't normal.
[01:39:52.282 --> 01:39:53.984]  Having 5% on it isn't normal.
[01:39:54.565 --> 01:40:00.010]  Somebody shouldn't be on drugs unless they were already trying to kill people and already trying to chew their fingers off.
[01:40:00.690 --> 01:40:04.414]  Somebody shouldn't be on these dangerous drugs even if they think they're the Pope.
[01:40:04.974 --> 01:40:06.135]  They're nutty and that's the end of it.
[01:40:06.175 --> 01:40:11.040]  No, they say all normal behavior is abnormal because it's their business model.
[01:40:12.025 --> 01:40:12.986]  This is the new priesthood.
[01:40:13.006 --> 01:40:16.750]  We're going to go back to Kevin Miller here in just a moment with Generation RX.
[01:40:17.391 --> 01:40:20.854]  I do want to tell you about a few of our sponsors that have made today's show possible.
[01:40:22.896 --> 01:40:26.740]  One of them is something that every one of my listeners needs to have.
[01:40:27.001 --> 01:40:27.881]  I have one in my car.
[01:40:29.226 --> 01:40:47.855]  You should have one, whether it's just the little secret pen recorder, or whether it's the little bit more expensive in-car system that's hidden cameras in your car that you just hit a button, and the cameras start recording what the police or others are doing, and then you've got a secret record of what happened.
[01:40:48.456 --> 01:40:51.777]  And the website is diginet.net.
[01:40:51.957 --> 01:40:56.360]  That's D-I-G-A-N-E-T dot net.
[01:40:56.840 --> 01:40:57.460]  Diginet.net.
[01:40:59.594 --> 01:41:02.735]  And everybody should have one of the DigiPens.
[01:41:03.415 --> 01:41:05.676]  These are the best pens for the best price I've seen anywhere.
[01:41:06.036 --> 01:41:07.416]  So, Diginet.net.
[01:41:07.816 --> 01:41:10.457]  But I suggest, and I mean to get one, I've just been so busy.
[01:41:10.477 --> 01:41:11.197]  I know we all are.
[01:41:11.597 --> 01:41:19.379]  It's very, very affordable, very inexpensive to get two gig, four gig models for your car that'll record for hours.
[01:41:20.439 --> 01:41:22.940]  And it's just little hidden cameras going into a little
[01:41:24.797 --> 01:41:27.358]  A recorder unit and stored on a little memory disk.
[01:41:28.018 --> 01:41:32.480]  It's absolutely essential that we use Big Brother tools against the establishment.
[01:41:33.981 --> 01:41:37.322]  In this time and date, everybody needs to protect themselves.
[01:41:38.102 --> 01:41:44.345]  So, I'm thinking I have to have this on my car just when nuts show up in a parking lot and try to do weird stuff to me.
[01:41:44.365 --> 01:41:49.147]  I've had that happen a few times and then later I drive off and hear them tell people something completely untrue.
[01:41:50.166 --> 01:41:52.888]  I mean, it's just good to have this to protect yourself.
[01:41:52.928 --> 01:41:53.928]  Diginet.net.
[01:41:54.368 --> 01:41:55.609]  Diginet.net.
[01:41:56.670 --> 01:42:02.473]  And finally, I want to tell you about the great folks at Survival Seed Bank.
[01:42:04.096 --> 01:42:10.239]  In a real crisis, having non-hybrid seeds means having the ability to grow an endless supply of nutrient-dense food to feed your loved ones.
[01:42:10.299 --> 01:42:16.082]  There have been times in American history, Pilgrim for example, when seeds have the highest value of any barter item, even silver or gold.
[01:42:16.482 --> 01:42:21.684]  There's a war on against non-hybrid seeds, waged by the global elite, who want to control us by controlling the food supply.
[01:42:22.145 --> 01:42:27.227]  Governments are storing seeds, the UN is storing seeds, globalists of every stripe are storing seeds in the Arctic Circle.
[01:42:27.627 --> 01:42:28.628]  Why do you think they're doing this?
[01:42:29.068 --> 01:42:29.548]  You know why.
[01:42:29.628 --> 01:42:30.589]  Control and power.
[01:42:31.229 --> 01:42:35.311]  Solutions from science is trying to get the seeds out of the globalist's hands and into the hands of the people.
[01:42:35.711 --> 01:42:36.631]  This is the place to get them.
[01:42:36.891 --> 01:42:37.872]  Survival Seed Bank.
[01:42:38.672 --> 01:42:40.773]  Get them out of the hands of the elite and into the hands of the people.
[01:42:41.093 --> 01:42:42.633]  SurvivalSeedBank.com.
[01:42:42.653 --> 01:42:44.954]  That's SurvivalSeedBank.com or 877-327-0365.
[01:42:44.974 --> 01:42:45.014]  877-327-0365.
[01:42:45.054 --> 01:42:45.675]  SurvivalSeedBank.com.
[01:42:45.695 --> 01:42:46.635]  Okay, going back to our guest.
[01:42:55.118 --> 01:42:57.559]  With the film Generation RX.
[01:42:58.459 --> 01:43:19.086]  Mr. Miller, continuing where we left off after that last break, how they put you on the speed drugs, the amphetamine class, which then everybody knows speed freaks are nuts, they keep upping the dose, when they stop sleeping or act weird or are up sometimes and down other times, they don't go, hey, that's what speed freaks do!
[01:43:20.051 --> 01:43:25.972]  Causes heart palpitations, heart enlargement, brain shrinkage, all these physical problems, they admit.
[01:43:27.213 --> 01:43:31.734]  No, because they're a psychiatric guild, a drug-pushing guild.
[01:43:32.294 --> 01:43:34.294]  They don't say, hey, our drug did that.
[01:43:34.614 --> 01:43:38.195]  The very culprit says, oh yes, now we put you on Prozac.
[01:43:38.635 --> 01:43:39.356]  Please continue.
[01:43:39.376 --> 01:43:41.076]  Yeah, exactly.
[01:43:41.316 --> 01:43:48.998]  And once they have a psychotic reaction and they get put on an anti-psychotic medication, there basically is no cure.
[01:43:49.890 --> 01:43:50.491]  At that point.
[01:43:50.551 --> 01:43:55.897]  So they tell you straight up, you could be 16 years old, 12, 11, doesn't matter.
[01:43:55.977 --> 01:43:58.521]  They'll tell you that you're going to be on drugs the rest of your life.
[01:43:59.502 --> 01:44:07.872]  And you know, this is, this is one of the main things that really propelled me to produce this film.
[01:44:08.419 --> 01:44:11.620]  I could see nothing beyond the murder and the mayhem.
[01:44:11.720 --> 01:44:20.902]  I could see no sanity, literally, coming out of the medical establishment or the FDA or the American Psychiatric Association.
[01:44:21.942 --> 01:44:34.425]  And, you know, you start seeing, when you peel back the dirty layers, you start seeing how many people who are making the decisions on these drugs are getting payola from the drug companies themselves.
[01:44:35.188 --> 01:44:59.095]  I mean, how can it be, you know, I think we're around the same age, Alex, how can it be that, you know, in the record company executives from the 70s and 80s were thrown in prison for payola for getting a few dollars under the table to get a record played on the radio, and yet we've got researchers and scientists and doctors and decision makers who are getting millions
[01:45:00.362 --> 01:45:06.464]  of dollars under the table not reporting it and still walking around free as a bird.
[01:45:07.225 --> 01:45:23.871]  Well let me expand on that just on a separate issue but it's it's it's connects into this you can just google the term IRS agents cut from billionaires and there's all these news articles where they got rid of almost all over ninety percent
[01:45:24.964 --> 01:45:28.467]  of the corporate fraud investigators from the IRS.
[01:45:28.487 --> 01:45:30.248]  Now you can argue is it a fair tax or not.
[01:45:30.328 --> 01:45:31.589]  Obviously that's a scam too.
