[00:00:00.655 --> 00:00:01.636]  Initiate launch.
[02:23:05.627 --> 02:23:09.288]  That's 1-800-686-2237.
[02:23:13.169 --> 02:23:18.470]  With rising unemployment and an economy that continues to fail comes an increase in crime.
[02:23:18.910 --> 02:23:20.670]  Are you safe when you walk to your car?
[02:23:21.210 --> 02:23:22.691]  Are your kids safe when they go out?
[02:23:23.331 --> 02:23:24.991]  Everyone needs something to give that extra
[02:23:30.503 --> 02:23:30.863]  I think so.
[02:23:41.971 --> 02:23:42.752]  Great to see you!
[02:24:17.205 --> 02:24:19.366]  Again, zoom in on this for the viewers out there.
[02:24:19.846 --> 02:24:33.431]  You see all these TV ads telling you that porn serve isn't bad for you when there's all these mainline studies from universities, medical studies, showing that you eat it and then you're still hungry.
[02:24:33.471 --> 02:24:34.151]  So it makes you eat more.
[02:24:34.171 --> 02:24:34.952]  It makes you obese.
[02:24:35.792 --> 02:24:37.152]  It is linked to diabetes.
[02:24:37.192 --> 02:24:38.493]  It has all sorts of problems.
[02:24:40.006 --> 02:24:50.165]  And so they're running ads to condition the public, and then it turns out half of 55 major brands of food with corn syrup in it, that 55 they tested, half of them had high levels of mercury.
[02:24:51.343 --> 02:25:01.810]  And they just say here at the end of the article, the bad news is that nobody knows whether or not their soda or snack food contains HFCs made from ingredients like caustic soda contaminated with mercury.
[02:25:02.510 --> 02:25:03.691]  They use a toxic waste soda.
[02:25:04.091 --> 02:25:06.993]  The good news is that mercury-free HFC ingredients exist.
[02:25:07.353 --> 02:25:11.516]  Food companies just need a good push, a push, we gotta push them, to only use these ingredients.
[02:25:12.136 --> 02:25:12.757]  And it goes on.
[02:25:14.670 --> 02:25:20.352]  Products bought off the shelf in the autumn of 2008 had mercury in them.
[02:25:21.092 --> 02:25:23.573]  So, again, study finds high fructose corn syrup contains mercury.
[02:25:24.073 --> 02:25:27.454]  So, oh, honey, you're eating corn syrup.
[02:25:27.954 --> 02:25:29.275]  Well, what's your facts, Alex?
[02:25:30.055 --> 02:25:32.416]  Corn syrup comes from corn and is nutritious.
[02:25:32.436 --> 02:25:35.697]  Oh, God, you're so smart.
[02:25:35.997 --> 02:25:36.817]  I don't have any facts.
[02:25:36.857 --> 02:25:37.498]  I'm just an idiot.
[02:25:37.858 --> 02:25:39.438]  Some conspiracy theorist told me.
[02:25:39.518 --> 02:25:40.679]  I don't have any facts.
[02:25:40.959 --> 02:25:41.919]  I don't have any proof.
[02:25:42.959 --> 02:25:43.980]  It's good for me.
[02:25:44.600 --> 02:25:45.401]  I'm sorry.
[02:25:46.102 --> 02:25:46.944]  Okay, well, there you go.
[02:25:46.964 --> 02:25:49.407]  Study finds high fructose corn syrup contains mercury.
[02:25:49.667 --> 02:25:51.470]  This is from last week, folks.
[02:25:52.592 --> 02:25:57.719]  I mean, just Google bad effects of corn syrup, corn syrup diabetes, corn syrup liver.
[02:25:58.200 --> 02:26:00.122]  I just can't handle it anymore.
[02:26:02.881 --> 02:26:05.082]  Let's continue with a review of propaganda.
[02:26:05.122 --> 02:26:10.306]  Folks on radio hear the audio, which is most of the propaganda, but those watching prisonplanet.tv are getting the visual.
[02:26:11.026 --> 02:26:15.629]  Let's analyze the HULU commercial with Alec Baldwin.
[02:26:17.650 --> 02:26:26.295]  We can do this because this is all fair use, ladies and gentlemen, as we sit here and analyze this piece of propaganda.
[02:26:26.616 --> 02:26:27.376]  Here we go.
[02:26:27.396 --> 02:26:28.877]  Hello Earth.
[02:26:29.697 --> 02:26:31.719]  I'm Alec Baldwin, TV star.
[02:26:33.789 --> 02:26:35.430]  You know they say TV will rot your brain?
[02:26:37.312 --> 02:26:38.093]  That's absurd.
[02:26:38.673 --> 02:26:43.717]  TV only softens the brain, like a ripe banana, to take it all the way.
[02:26:44.298 --> 02:26:45.238]  We've created Hulu.
[02:26:45.959 --> 02:26:55.847]  Hulu beams TV directly to your portable computing devices, giving you more of the cerebral gelatinizing shows you want, anytime, anywhere, for free.
[02:26:55.867 --> 02:26:59.390]  I only hang out because I want your love!
[02:26:59.470 --> 02:27:01.211]  Get away!
[02:27:01.251 --> 02:27:02.072]  Mushy mush.
[02:27:02.993 --> 02:27:04.874]  And the best part is there's nothing you can do to stop it.
[02:27:05.194 --> 02:27:07.556]  I mean, what are you gonna do, turn off your TV and your computer?
[02:27:11.838 --> 02:27:17.342]  Once your brain's reduced to a cottage chase like mush, we'll scoop them out with a melon baller and gobble them right on up.
[02:27:18.102 --> 02:27:18.362]  Oops.
[02:27:19.183 --> 02:27:20.083]  I think I'm drooling a little.
[02:27:21.965 --> 02:27:22.645]  Because we're aliens.
[02:27:23.526 --> 02:27:24.446]  And that's how we roll.
[02:27:24.706 --> 02:27:26.748]  Hulu, an evil plot to destroy the world.
[02:27:26.988 --> 02:27:27.308]  Enjoy.
[02:27:29.861 --> 02:27:31.442]  This is hardcore evil.
[02:27:32.142 --> 02:27:36.764]  And I'm sure that, uh... Alec Baldwin is very useful to the New World Order.
[02:27:37.164 --> 02:27:38.985]  Hans Blix, come on in, buddy.
[02:27:40.566 --> 02:27:43.407]  Um... It's fun, it's cute.
[02:27:44.007 --> 02:27:45.888]  Okay, uh, do it right now.
[02:27:46.128 --> 02:27:49.230]  I'm gonna let the guys do this, and I want it on screen as you Google.
[02:27:50.030 --> 02:27:51.811]  On screen, please, for them.
[02:27:52.571 --> 02:27:54.172]  Put your Google on screen for them.
[02:27:54.192 --> 02:27:56.993]  We're gonna go back to three doors down brainwashing in a moment.
[02:27:57.833 --> 02:27:59.054]  And I want you to Google
[02:28:01.837 --> 02:28:03.383]  We did this on KLBJ about six months ago.
[02:28:03.403 --> 02:28:06.835]  It took you guys a few tries, but let me think of the exact key words to find it.
[02:28:07.930 --> 02:28:10.451]  Television viewing Alzheimer's.
[02:28:11.432 --> 02:28:13.253]  Television viewing Alzheimer's.
[02:28:13.893 --> 02:28:23.999]  Tens of thousands of peer-reviewed top studies that if you watch more than an hour of television a day, you get massive increases in Alzheimer's.
[02:28:24.139 --> 02:28:26.780]  It literally makes your brain rot.
[02:28:27.160 --> 02:28:27.681]  You know why?
[02:28:27.761 --> 02:28:31.743]  Because after age 30, you lose millions of brain cells a day, but
[02:28:32.483 --> 02:28:35.224]  You have extra brain space to create new neural pathways when you're learning.
[02:28:35.485 --> 02:28:43.929]  When you're watching television, it puts you, because of the flicker rate and other reasons, into a lower state of mind, a sleep stage.
[02:28:44.929 --> 02:28:47.231]  And then the brain starts desiccating quicker.
[02:28:47.251 --> 02:28:50.572]  You start losing more of the operable brain cells.
[02:28:51.453 --> 02:28:53.194]  TV viewing and Alzheimer's.
[02:28:55.080 --> 02:28:59.182]  Access my library, BBC News, TV links to Alzheimer's.
[02:28:59.922 --> 02:29:01.203]  On screen, please.
[02:29:01.643 --> 02:29:05.245]  Oh, and now there's 996,000 hits there for you.
[02:29:05.845 --> 02:29:06.805]  Please punch it back up.
[02:29:07.045 --> 02:29:07.926]  But it's funny!
[02:29:07.986 --> 02:29:09.286]  Ha ha, Alec Baldwin!
[02:29:09.486 --> 02:29:10.167]  Ha ha ha!
[02:29:10.407 --> 02:29:18.690]  So now when you tell somebody that TV literally destroys your cognitive abilities and literally causes you to become retarded,
[02:29:20.535 --> 02:29:22.379]  It won't matter, because... Oh!
[02:29:23.160 --> 02:29:25.765]  Alec Baldwin and the little alien tentacle!
[02:29:27.113 --> 02:29:29.074]  We're aliens and that's how we roll.
[02:29:29.094 --> 02:29:35.216]  Oh yes, it's a guild of psychopathic humans, who do believe they're another species, who are operating this system.
[02:29:35.236 --> 02:29:37.017]  But oh, there she is, having her brain sucked.
[02:29:37.577 --> 02:29:42.238]  Watching too much television and doing too little physical activity could link to Alzheimer's disease, according to U.S.
[02:29:42.298 --> 02:29:42.839]  researchers.
[02:29:43.539 --> 02:29:50.341]  And it goes on to talk about massive increases in people getting Alzheimer's in a direct correlation with watching more television.
[02:29:50.922 --> 02:29:54.283]  Oh, but Alec, bartering is very useful to them.
[02:29:55.023 --> 02:29:55.924]  We'll be right back.
[02:29:56.444 --> 02:29:58.045]  Stay with us, ladies and gentlemen.
[02:29:58.345 --> 02:30:00.006]  Transmission continues.
[02:30:01.647 --> 02:30:02.547]  We're on the march.
[02:30:03.048 --> 02:30:04.629]  The Empire's on the run.
[02:30:05.569 --> 02:30:08.331]  Alex Jones and the GCN Radio Network.
[02:30:12.673 --> 02:30:13.774]  Hi, this is Steve Shank.
[02:30:18.925 --> 02:30:19.445]  We're good to go!
[02:30:48.078 --> 02:30:51.561]  is for the time when food should be the last thing you have to worry about.
[02:30:52.041 --> 02:30:54.102]  The 3-Day Responder, $21.95.
[02:30:55.463 --> 02:30:58.686]  Sometimes the best things do come in the smallest packages.
[02:30:59.046 --> 02:31:01.208]  Call 800-409-5633 on the web efoodsdirect.com.
[02:31:01.508 --> 02:31:03.990]  That's 800-409-5633 on the web efoodsdirect.com.
[02:31:11.661 --> 02:31:18.044]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[02:31:18.404 --> 02:31:20.385]  The enemy struck America on September 11th.
[02:31:21.045 --> 02:31:22.086]  But who is the enemy?
[02:31:22.606 --> 02:31:23.106]  Bin Laden.
[02:31:23.406 --> 02:31:24.327]  This is his ammo.
[02:31:24.367 --> 02:31:25.727]  We have to look to the Middle East.
[02:31:25.767 --> 02:31:27.448]  We have to look to Osama Bin Laden.
[02:31:27.768 --> 02:31:34.511]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[02:31:34.911 --> 02:31:35.351]  Some U.S.
[02:31:35.391 --> 02:31:41.074]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[02:31:41.734 --> 02:31:45.257]  I'm aware that some Israeli citizens have been detained.
[02:31:45.617 --> 02:31:55.483]  ...Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[02:31:55.703 --> 02:31:56.464]  Fabled enemies.
[02:31:56.944 --> 02:32:04.209]  Get the DVD at InfoWars.com or see it in super high quality along with hundreds of other titles at PrisonPlanet.tv.
[02:32:04.709 --> 02:32:08.052]  Either you are with us or you are with the terrorists.
[02:32:11.454 --> 02:32:14.175]  Are you one of the millions of sinus and allergy sufferers?
[02:32:14.375 --> 02:32:15.495]  Is your nose stuffed up?
[02:32:15.515 --> 02:32:19.696]  Do you experience sinus headaches, allergy symptoms, infections, or post-nasal drip?
[02:32:19.716 --> 02:32:22.377]  Does your treatment improve your body's disease-fighting function?
[02:32:22.577 --> 02:32:24.278]  Or are you simply treating the symptoms?
[02:32:24.518 --> 02:32:34.761]  The SinuPlus Elite Advanced Sinus Irrigation System effectively cleanses your sinuses and upper airwaves of all fungi, bacteria, and pathogens, and clears your sinuses gently and pleasantly.
[02:32:34.941 --> 02:32:54.074]  Recommended by leading physicians and healthcare professionals for sinus and allergy symptoms, the Sinupulse Elite Advanced Sinus Irrigation System is a natural, very gentle, and soothing drug-free device to relieve symptoms caused by sinus infections, allergies, and the common cold, including post-nasal drip cough, congestion, sinus headaches, and irritated nasal passages.
[02:32:54.274 --> 02:32:56.235]  Sinupulse is available now by calling 888-212-8871.
[02:32:56.255 --> 02:32:56.656]  That's 888-212-8871.
[02:32:56.756 --> 02:32:58.257]  Or order online at NutraMedical.com.
[02:32:58.317 --> 02:32:59.217]  That's N-U-T-R-I-Medical.com.
[02:33:04.821 --> 02:33:05.201]  I think so.
[02:33:34.332 --> 02:33:34.752]  All right.
[02:33:36.933 --> 02:33:39.454]  I saw a computer company ad about a year ago.
[02:33:39.494 --> 02:33:40.615]  I don't watch much TV.
[02:33:40.675 --> 02:33:42.416]  It's all propaganda now.
[02:33:43.696 --> 02:33:50.099]  And it showed a guy with a laser pointer at a computer screen showing people some new high technology system.
[02:33:50.759 --> 02:33:57.102]  And the crowd was chimpanzees, not listening, throwing spitballs, throwing paper airplanes, you know, smoking cigarettes.
[02:33:57.963 --> 02:34:00.504]  And it was all about how you're a bunch of idiots and we're above you.
[02:34:01.044 --> 02:34:02.064]  And it was the same thing here.
[02:34:02.525 --> 02:34:05.446]  It's like you won't be able to resist our product.
[02:34:05.466 --> 02:34:10.488]  You're going to watch, you know, our entertainment TV shows now on your computer.
[02:34:11.008 --> 02:34:12.769]  And we have you and it's rotting your brain.
[02:34:13.249 --> 02:34:19.792]  So now when you talk about that, they're going to say you got that from the Super Bowl Alec Baldwin ad that's running everywhere.
[02:34:21.573 --> 02:34:26.615]  And you're not, it familiarizes you, it acclimates you, it makes you comfortable.
[02:34:26.655 --> 02:34:29.316]  This is all about institutionalizing you, domesticating you.
[02:34:30.359 --> 02:34:31.460]  And it's just everything.
[02:34:31.520 --> 02:34:33.601]  Today, I've always talked about analyzing commercials.
[02:34:33.641 --> 02:34:34.741]  Well, now we've got the TV show.
[02:34:35.261 --> 02:34:36.862]  Now we're in here, you know, simulcasting.
[02:34:36.902 --> 02:34:39.343]  I can show everyone this and folks can hear the audio.
[02:34:41.244 --> 02:34:49.688]  But that's why we need more funds so I can hire writers so they can sit here and watch what I cover on air and then go do an article about it and post the material.
[02:34:51.249 --> 02:34:54.010]  Three writers isn't enough, but as it is, we're not hiring writers.
[02:34:54.030 --> 02:34:54.591]  We don't have the money.
[02:34:55.526 --> 02:35:06.591]  We're hiring an extra IT person, some more sales folks because they pay for themselves, another radio producer, another video person, another video editor, and we're totally maxed there.
[02:35:07.692 --> 02:35:11.553]  Please buy the books and videos on the site because we're not funded by the New World Order.
[02:35:11.573 --> 02:35:14.535]  We're not funded by the corn syrup makers.
[02:35:17.396 --> 02:35:17.696]  What's up?
[02:35:17.736 --> 02:35:19.057]  You're trying to talk to me because I can't hear you.
[02:35:20.353 --> 02:35:26.895]  Yeah, we're going to go ahead and go to another clip now, the Three Doors Down video.
[02:35:28.016 --> 02:35:37.279]  It looks like what I saw in the movie theater last night was a different variant of this, so there must be multiple variants of Three Doors Down, and this particular one
[02:35:38.553 --> 02:35:43.778]  is equating being in the National Guard with being in the militia in the Revolutionary War.
[02:35:43.838 --> 02:35:45.380]  People know that's bedrock America.
[02:35:45.640 --> 02:35:47.242]  There's a hunger for revolution.
[02:35:47.462 --> 02:35:48.903]  So they're saying, yes, we're the revolution.
[02:35:49.264 --> 02:35:50.105]  Join the military.
[02:35:51.066 --> 02:35:53.448]  They don't tell you, though, the National Guard now has been totally federalized.
[02:35:53.468 --> 02:35:58.613]  You'll go overseas immediately, then be trained in kicking down doors and gun confiscation, and then come back here to the U.S.
[02:35:58.994 --> 02:35:59.654]  under NORTHCOM.
[02:36:00.675 --> 02:36:01.276]  Go ahead and roll it.
[02:36:07.088 --> 02:36:08.850]  Soldier, yeah baby!
[02:36:15.376 --> 02:36:19.220]  Join the military, we got vaccines full of mercury.
[02:36:19.320 --> 02:36:20.942]  We got corn syrup too.
[02:36:21.122 --> 02:36:23.404]  We're on the boundaries of your city's lights.
[02:36:23.624 --> 02:36:25.446]  We've got depleted uranium.
[02:36:25.466 --> 02:36:28.309]  Family members waiting for your cries.
[02:36:29.096 --> 02:36:30.217]  Rewind it, rewind it.
[02:36:30.717 --> 02:36:32.497]  Look, look, stop, stop, stop.
[02:36:32.838 --> 02:36:37.780]  Again, whenever you see a drug commercial for Prozac, it's clouds and you're sad, everything's unhappy.
[02:36:38.540 --> 02:36:45.003]  Then it cuts to a beautiful park with that magic golden hour about an hour before sunset and they're playing football in the park and...
[02:36:45.703 --> 02:36:48.906]  Outside the boundaries of your cities.
[02:36:49.286 --> 02:36:50.628]  You know, here's the psychology.
[02:36:50.668 --> 02:36:53.890]  You're in the garden of Eden.
[02:36:54.391 --> 02:36:56.893]  You're protecting your woman.
[02:36:57.113 --> 02:36:59.375]  But outside it's dangerous.
[02:36:59.656 --> 02:37:02.218]  Who protects this Eden?
[02:37:02.538 --> 02:37:03.459]  Our troops do.
[02:37:03.759 --> 02:37:04.480]  Yeah, yeah, yeah.
[02:37:04.780 --> 02:37:09.785]  But in reality, it's the troops that are bringing in the New World Order, the enforcement, to destroy our Eden.
[02:37:11.158 --> 02:37:12.459]  It's this basic human instinct.
[02:37:12.859 --> 02:37:19.662]  Your little village and the enemy tribe 20 miles away that raids you a couple times a year and kills your people and hauls your women off.
[02:37:19.942 --> 02:37:23.484]  And you're sitting there in the cave or in the hut looking at your woman, looking at your three children.
[02:37:23.684 --> 02:37:26.185]  You're out hunting all day and fishing, trying to bring them food in.
[02:37:26.545 --> 02:37:28.006]  You're always, you know, you've got your weapon there.
[02:37:28.026 --> 02:37:32.628]  You don't want to fight because the other tribe's bigger and they're stronger, but you've got to protect your family.
[02:37:32.688 --> 02:37:33.788]  It's a base instinct.
[02:37:34.068 --> 02:37:35.249]  So you've got to protect your women.
[02:37:35.649 --> 02:37:37.971]  I'm gonna be a citizen soldier.
[02:37:38.331 --> 02:37:42.174]  When in reality, the military is owned by the foreign banks that are destroying your family.
[02:37:43.695 --> 02:37:45.957]  Now play this devilish propaganda for folks.
[02:37:48.199 --> 02:37:51.201]  Oh yeah, oh my God.
[02:37:51.361 --> 02:37:53.323]  We put out propaganda for the government.
[02:37:53.983 --> 02:37:57.586]  Oh, playing football, protect America.
[02:37:59.281 --> 02:38:00.863]  Alright, here, pause again.
[02:38:18.723 --> 02:38:22.846]  See, you didn't bring this on yourself, but soldiers are stuck outside the city lights.
[02:38:22.906 --> 02:38:24.067]  They're stuck battling.
[02:38:24.327 --> 02:38:27.849]  You need to join the military to save Americans that are outgunned and outnumbered.
[02:38:28.650 --> 02:38:31.131]  Fighting hard to kill 1.3 million Iraqis.
[02:38:31.191 --> 02:38:33.193]  Fighting hard to ship in cocaine and heroin.
[02:38:33.453 --> 02:38:35.134]  Fighting hard to bring in that opium.
[02:38:35.374 --> 02:38:36.875]  Fighting hard to launder that money.
[02:38:37.095 --> 02:38:39.357]  Fighting hard to torture people in secret camps.
[02:38:39.777 --> 02:38:41.999]  Fighting hard to train to take over the U.S.
[02:38:42.499 --> 02:38:44.260]  filled with illegal aliens and felons.
[02:38:45.141 --> 02:38:47.222]  Criminals, they're fighting hard for you.
[02:38:47.322 --> 02:38:48.503]  You're not against America.
[02:38:48.683 --> 02:38:51.045]  I'm gonna call you right now.
[02:38:51.085 --> 02:38:55.248]  I'm a hundred percent a soldier.
[02:38:55.268 --> 02:38:55.868]  Keep going.
[02:38:55.908 --> 02:38:58.870]  See, get paused.
[02:38:59.250 --> 02:38:59.871]  See, get paused.
[02:39:00.271 --> 02:39:06.676]  See, just like Obama says we're gonna have National Compulsory Service, but the first thing they push is helping people in floods and hurricanes and soup kitchens.
[02:39:06.696 --> 02:39:07.476]  Well, who's against that?
[02:39:07.876 --> 02:39:09.518]  But the real mission's taking your guns.
[02:39:09.558 --> 02:39:12.239]  The bills are introduced to do it, and they've announced troops are in the U.S.
[02:39:12.259 --> 02:39:13.540]  to be used against us for that.
[02:39:14.641 --> 02:39:15.742]  And they did it in New Orleans.
[02:39:16.562 --> 02:39:17.143]  And Illinois.
[02:39:19.130 --> 02:39:21.274]  So this is a different version than I saw last night.
[02:39:25.341 --> 02:39:27.064]  There must be a whole bunch of these things out there.
[02:39:28.026 --> 02:39:29.729]  And what was the one you were... Well, keep going.
[02:39:34.847 --> 02:39:39.592]  See, now they're associating it with everything's an image, a meme, a archetype.
[02:39:40.373 --> 02:39:43.316]  Now you see one of the revolutionary Swamp Foxes.
[02:39:43.336 --> 02:39:44.677]  He's running from cannon fire.
[02:39:44.697 --> 02:39:45.438]  He's a militia.
[02:39:45.638 --> 02:39:50.423]  When in truth, the feds are demonizing militias, trying to outlaw them, trying to disarm the American people.
[02:39:51.044 --> 02:39:52.325]  But they show you that image.
[02:39:52.825 --> 02:39:54.666]  Oh, we're the guys that are with the Founding Fathers.
[02:39:54.886 --> 02:39:58.589]  When I have FEMA on video teaching the Founding Fathers we're terrorists, then America's bad.
[02:39:58.929 --> 02:39:59.769]  Oh, it's in road to tyranny.
[02:39:59.789 --> 02:40:00.970]  You want me to play that clip?
[02:40:01.310 --> 02:40:02.391]  You're out there doubting me?
[02:40:03.192 --> 02:40:05.893]  Oh, just like I told you Alzheimer's is being caused by watching TV?
[02:40:05.913 --> 02:40:07.734]  And all the mercury in your food?
[02:40:07.754 --> 02:40:11.777]  Would you like me to show FEMA saying the Founding Fathers were bad?
[02:40:13.098 --> 02:40:14.899]  We have time, we will do that, but it's in road to tyranny.
[02:40:16.272 --> 02:40:17.213]  So look at that.
[02:40:17.233 --> 02:40:19.054]  That's a minute man.
[02:40:19.714 --> 02:40:20.674]  That's been taboo.
[02:40:20.714 --> 02:40:22.916]  That's been bad in the media, but now it's okay.
[02:40:23.256 --> 02:40:24.376]  You can be a minute man.
[02:40:24.997 --> 02:40:26.097]  You can be a minute man.
[02:40:26.157 --> 02:40:30.000]  You can help take over Iraq and make sure all the kids get their shots so they can't have babies.
[02:40:30.540 --> 02:40:32.421]  But they'll tell you it was so they don't get smallpox.
[02:40:33.021 --> 02:40:34.242]  Let's go ahead and go back to the clip.
[02:40:40.189 --> 02:40:46.094]  We're good.
[02:40:51.151 --> 02:40:53.691]  Alright, hit pause.
[02:40:54.271 --> 02:40:54.731]  Hit pause.
[02:40:55.251 --> 02:40:59.412]  Notice how the guy running looks like or maybe the same guy playing football.
[02:40:59.832 --> 02:41:04.713]  We all know we're connected instinctively to our ancestors and that we are connected to those that come after us.
[02:41:04.753 --> 02:41:06.513]  We truly live forever through our progeny.
[02:41:07.094 --> 02:41:14.555]  So they're actually reaching into base human programming, not just with our heritage, but directly with it being the same person.
[02:41:16.112 --> 02:41:20.636]  Saying he fought before, be part of that great heritage.
[02:41:22.077 --> 02:41:24.419]  This is hardcore psych warfare.
[02:41:24.739 --> 02:41:26.941]  Continue with the Pentagon attack on the American people.
[02:41:26.961 --> 02:41:27.281]  Go ahead.
[02:41:32.745 --> 02:41:35.247]  I fired the shot that started the nation.
[02:41:36.788 --> 02:41:39.250]  I fired the shot that started the nation.
[02:41:40.748 --> 02:41:52.860]  They've introduced the gun control bills to literally ban all semi-autos, to make everybody be licensed in America, with psychological federal testing, where the feds can say you're on a terror or crime list with no judge, no jury, no arrest, and ban you owning any guns.
[02:41:53.121 --> 02:41:55.083]  It's all introduced, we covered it earlier in the show.
[02:41:57.125 --> 02:42:02.228]  They've introduced bills to build FEMA camps, they've already built the camps, but now they're saying they're going to merge local police with them.
[02:42:02.528 --> 02:42:07.251]  They're destroying what these guys went to war because the British were confiscating their guns!
[02:42:07.612 --> 02:42:12.014]  Now the very same New World Order is here doing it, claiming they're our ancestors!
[02:42:12.234 --> 02:42:13.515]  This is high treason!
[02:42:13.895 --> 02:42:15.697]  Our military isn't ours anymore!
[02:42:16.137 --> 02:42:18.438]  We are the Minutemen!
[02:42:18.618 --> 02:42:22.621]  We are the Sons of Liberty that fight the New World Order, not the people in the military!
[02:42:24.534 --> 02:42:28.136]  There are good people in the military who know what's going on and are upset.
[02:42:28.176 --> 02:42:29.236]  In fact, the majority of them.
[02:42:29.256 --> 02:42:32.257]  But they're being replaced with illegal aliens and crime syndicate operatives.
[02:42:32.277 --> 02:42:39.700]  And the biggest recruiting stations are in Mexico City, Manila, Philippines, and of course in the major cities in the Eastern Bloc, former Eastern Bloc, like Ukraine and Czech Republic.
[02:42:40.160 --> 02:42:40.741]  Check into it!
[02:42:41.841 --> 02:42:45.003]  They're signing deals to bring foreign troops into America, not just in the Combined Force.
[02:42:45.703 --> 02:42:45.883]  Now!
[02:42:47.250 --> 02:42:47.910]  Remember that.
[02:42:48.531 --> 02:42:50.052]  Remember who you work for.
[02:42:50.312 --> 02:42:59.477]  You work for the bankers that have hijacked America and now have to use the military to suppress the people so we don't get justice while your banker bosses take over the pension funds.
[02:43:00.457 --> 02:43:01.598]  Back it up about 20 seconds.
[02:43:01.618 --> 02:43:02.579]  I want to play this for folks.
[02:43:03.279 --> 02:43:04.560]  Oh, you started a nation.
[02:43:05.540 --> 02:43:05.900]  That's good.
[02:43:05.920 --> 02:43:06.320]  Hit play.
[02:43:06.360 --> 02:43:07.401]  You started a nation.
[02:43:08.061 --> 02:43:10.042]  You know, because you're in the New World Order military.
[02:43:10.622 --> 02:43:14.403]  No, you are the ones killing the country and killing other sovereign countries.
[02:43:14.683 --> 02:43:15.864]  You're country killers.
[02:43:16.084 --> 02:43:17.264]  You're freedom killers.
[02:43:17.905 --> 02:43:22.546]  You're training to take our guns and I've got video ten years ago of it and now it's openly announced.
[02:43:23.007 --> 02:43:23.747]  Play the video!
[02:43:26.878 --> 02:43:33.421]  All right, pause.
[02:43:51.350 --> 02:43:56.994]  The Minutemen are fighting the Redcoats and then it cuts to Apache helicopters blowing up cities.
[02:43:57.755 --> 02:44:01.759]  No, the Redcoats were the Apache helicopters blowing up cities.
[02:44:03.720 --> 02:44:09.625]  The ragtag people fighting them are the equivalent of 1776ers.
[02:44:10.426 --> 02:44:11.387]  Let's get that straight, too.
[02:44:11.847 --> 02:44:17.032]  We were the underdogs, the Iraqis are the underdogs, not the big giant behemoth blowing the hell out of everything in its way.
[02:44:18.527 --> 02:44:21.508]  This is disgusting, sickening, filthy propaganda.
[02:44:21.708 --> 02:44:27.731]  And everything the military works for now is destroying the Bill of Rights and Constitution that all the other veterans before him fought for.
[02:44:27.991 --> 02:44:31.613]  This is a disgrace and is an abomination to the Republic!
[02:44:32.473 --> 02:44:35.174]  I rebuke this accursed piece of propaganda!
[02:44:35.895 --> 02:44:37.575]  Don't let them continue with the evil!
[02:44:38.636 --> 02:44:47.960]  When there are people crying in the streets When they're starving for a meal to eat
[02:44:48.723 --> 02:44:49.283]  Stop right there!
[02:44:50.464 --> 02:44:53.005]  Why are the women starving for a meal to eat in all these countries?
[02:44:53.065 --> 02:45:00.388]  Because the globalists came in and blew up their water structures, their power plants, their roads, their bridges, their infrastructure, and put siege on them for decades.
[02:45:01.641 --> 02:45:04.464]  Women starving for something to eat!
[02:45:05.004 --> 02:45:06.025]  All this bull!
[02:45:06.606 --> 02:45:14.094]  I mean, you know, the Nazis had propaganda posters where it showed a Nazi soldier, you know, in Russia or Poland, handing someone a loaf of bread.
[02:45:14.854 --> 02:45:21.301]  There's literally pictures of them handing a woman a loaf, there's one like this below them, and they're going, Heil Hitler below it, handing the woman a piece of bread.
[02:45:25.683 --> 02:45:29.485]  And by the way, I know when I just did that the PSYOPs are going to go put that and say I was Howling Hitler.
[02:45:29.745 --> 02:45:32.906]  But then people are going to find out you lied about it and find out you're working for the government.
[02:45:33.126 --> 02:45:34.467]  And then they'll know how credible we are.
[02:45:34.627 --> 02:45:36.408]  So go ahead and run your PSYOP on that one too.
[02:45:36.948 --> 02:45:38.349]  You lying scum!
[02:45:38.389 --> 02:45:39.289]  You will be defeated!
[02:45:40.209 --> 02:45:42.010]  The Republic is going to kick your ass!
[02:45:42.030 --> 02:45:42.730]  Get that straight!
[02:45:43.531 --> 02:45:45.292]  The real 1776ers!
[02:45:45.512 --> 02:45:46.692]  Not this counterfeit!
[02:45:46.932 --> 02:45:48.093]  Now go back to the video!
[02:45:49.173 --> 02:45:52.594]  They simply need a place to make their beds.
[02:45:52.854 --> 02:45:57.255]  Right here underneath my wing, you can rest your head.
[02:45:58.095 --> 02:46:07.438]  And on that day, when you need your brothers and sisters to care, I'll be right here.
[02:46:08.258 --> 02:46:11.899]  Send us in soldiers, holding the line.
[02:46:12.788 --> 02:46:13.669]  Alright, stop right there.
[02:46:13.689 --> 02:46:14.710]  Another huge lie.
[02:46:14.730 --> 02:46:21.876]  It's saying, while the military is off feeding and helping people, actually blowing their countries up and then, it's like shooting somebody in the head and giving them a band-aid.
[02:46:23.517 --> 02:46:26.980]  While the troops, see they're sucking in good men and women who mean well to join the military.
