[00:00:00.433 --> 00:00:02.796]  Organicacede.com today!
[02:05:40.632 --> 02:05:40.832]  Well,
[02:06:08.755 --> 02:06:12.396]  It is being used fraudulently, there's no question about it.
[02:06:13.677 --> 02:06:19.639]  And it's being used for political purposes, and hopefully the American people have started to realize that.
[02:06:20.179 --> 02:06:31.783]  Certainly there are surveys that indicate that the common sense of the American people on climate change is starting to take hold, as it apparently is on health care revisions and
[02:06:32.682 --> 02:06:55.252]  The stimulus, so-called stimulus package, where there is a concerted effort in the new administration and the Congress that's supporting them, and what one might call a state-run media to support them, to move this country in directions that increase government control of just about every major facet of our lives.
[02:06:57.521 --> 02:06:58.161]  Absolutely.
[02:06:58.181 --> 02:07:04.223]  You know, they wouldn't let anybody see 300 pages of the 1300-page bill until right when they voted on it.
[02:07:04.243 --> 02:07:05.003]  Now we have it.
[02:07:05.604 --> 02:07:10.565]  Home inspections, federal power to kick you out of your house if they want, take over all the land.
[02:07:10.585 --> 02:07:17.147]  It allows 30-plus federal agencies to just levy taxes and fines outside Congress's power.
[02:07:17.207 --> 02:07:26.390]  It's kind of a letter of mark just being given to any agency or group to go out and piratically shake down the public.
[02:07:28.254 --> 02:07:30.776]  Well, it's not encouraging.
[02:07:30.836 --> 02:07:44.606]  Liberty is definitely threatened in this current political environment, and all of us who believe in liberty are going to have to begin to take steps to counter it.
[02:07:44.626 --> 02:07:53.612]  And it's encouraging to see the governors and the legislatures of a few states starting to push back in terms of gaining a
[02:07:56.426 --> 02:08:06.688]  Uh, a founder's interpretation of the 10th Amendment, namely that amendment that leaves everything not enumerated in the Constitution, uh, to the authority of the private sector or the state.
[02:08:07.908 --> 02:08:20.591]  Uh, and so, uh, that, that is, I think, a very, very encouraging trend, and I certainly hope that they'll continue in that direction to at least try to put the brakes on, uh, the legal brakes, the constitutional brakes on what happens.
[02:08:22.995 --> 02:08:23.976]  Well, I think you're right.
[02:08:23.996 --> 02:08:25.497]  I mean, the polls show you're right.
[02:08:25.977 --> 02:08:42.330]  That people are finally, you know, they've gone from 60 plus percent a few years ago believing man-made global warming was this big threat and we were all dead and carbon dioxide was deadly poison and would kill you in seconds, to now realizing that it is a fraud and a hoax and just a new tax.
[02:08:43.131 --> 02:08:46.533]  Now they've only got about 40 percent support and that's imploding quickly.
[02:08:46.994 --> 02:08:50.817]  But it seems like the federal government, and as you said, the state-controlled media, the big corporate media,
[02:08:51.517 --> 02:08:54.599]  They want this new tax, they want this control, and they don't care.
[02:08:54.619 --> 02:08:56.980]  It looks like they're going to just ram it through, maybe.
[02:08:58.361 --> 02:08:59.822]  Well, we'll see.
[02:09:00.843 --> 02:09:12.550]  There's a lot of resistance that's pushed back now, and the August recess could help us, as the common sense of the American people is put forward to their representatives.
[02:09:12.650 --> 02:09:16.512]  And we'll just see how we come out of this particular period.
[02:09:17.633 --> 02:09:20.134]  You mentioned the corporate media.
[02:09:20.375 --> 02:09:20.835]  I would not
[02:09:21.377 --> 02:09:25.120]  I don't necessarily blame it on being corporate media.
[02:09:25.200 --> 02:09:31.726]  It's just media that's in the tank for this socialistic change in our political system.
[02:09:32.827 --> 02:09:47.479]  And it's because just about everybody in the media now, reporters, analysts and otherwise, have come out of an elementary, secondary and college education.
[02:09:48.562 --> 02:09:53.605]  That has been dominated by people who have less respect for liberty than you are not.
[02:09:54.866 --> 02:09:55.447]  Well, yes, sir.
[02:09:55.467 --> 02:09:59.269]  Again, we're talking to astronaut, Apollo astronaut, Dr. Schmidt.
[02:10:00.410 --> 02:10:06.374]  My point was Rex Tillerson at ExxonMobil said, look, we've looked at this.
[02:10:06.394 --> 02:10:07.875]  This is just a tax on oil.
[02:10:08.655 --> 02:10:09.516]  This is a fraud.
[02:10:09.796 --> 02:10:13.879]  And then David Rockefeller, the majority owner at a board meeting, this was in the news, said, you're going to
[02:10:14.778 --> 02:10:15.838]  Come out and say it's real.
[02:10:16.279 --> 02:10:18.960]  And so even Rex Tillerson came out and said, OK, it's real.
[02:10:19.020 --> 02:10:27.544]  So when you see the NFL and every other big organization pushing it, when in the American Football League is the National Football League is pushing it.
[02:10:28.064 --> 02:10:29.725]  We know the establishments behind it.
[02:10:30.025 --> 02:10:33.746]  Are you saying that that's just the incredible peer pressure and hype?
[02:10:34.767 --> 02:10:39.329]  Or is some scientists are saying this is the new global religion?
[02:10:39.389 --> 02:10:41.290]  This is the new organizing force.
[02:10:42.591 --> 02:10:55.882]  Well, it has certain characteristics of a religion in that there's a great amount of faith that the climate modelers have the right answer.
[02:10:57.403 --> 02:11:10.293]  But it is also, I think, related to a much longer-term ideological battle that's been going on far before climate change came along.
[02:11:11.887 --> 02:11:37.212]  It's an ideological battle of those that believe that you should maximize human liberty under certain guidelines, such as our Constitution, and those who feel that you should give up human liberty for a variety of their particular ideological reasons.
[02:11:38.663 --> 02:11:39.864]  Well, I agree with you, Dr. Schmidt.
[02:11:39.884 --> 02:11:40.504]  We're about to break.
[02:11:40.524 --> 02:11:44.406]  We'll come back, get into some other issues as well, like health care with you.
[02:11:44.646 --> 02:11:49.249]  Then, of course, get into the moon itself and what it's like to be an astronaut who's been off the planet.
[02:11:52.471 --> 02:11:56.793]  I guess you're amongst people who've been the farthest away from the Earth of anybody else in the world.
[02:11:57.814 --> 02:12:00.275]  I know your mission was supposedly there the longest, right?
[02:12:00.295 --> 02:12:02.817]  If I'm not quoting that wrong.
[02:12:04.002 --> 02:12:08.305]  There's a guy named MZ in Santa Cruz, California who owns one of our affiliate radio stations.
[02:12:08.525 --> 02:12:10.947]  He got laid off from a job he loved many years ago.
[02:12:11.087 --> 02:12:20.614]  He was devastated, but it taught him a lesson very early in life that even when you do a great job for someone and your boss tells you how much he appreciates you every day, there is no job security.
[02:12:20.774 --> 02:12:26.661]  You are always in danger of losing your job unless you take charge of your livelihood and own your own business.
[02:12:26.962 --> 02:12:29.465]  Since you are the boss, nobody can fire you.
[02:12:29.665 --> 02:12:39.397]  So MZ has been his own boss for over 37 years and he is passionate about turning other people on to the joys and benefits of working for themselves and not for others.
[02:12:39.777 --> 02:12:50.183]  MZ wants to tell you about a low-cost home business opportunity involving the marketing of healthful dark chocolate that can help people lose weight and set you up with an impressive compounding monthly income.
[02:12:50.343 --> 02:12:54.286]  Visit chocolate.ownmyself.com and check out the opportunity.
[02:12:54.366 --> 02:12:57.207]  That's chocolate.ownmyself.com.
[02:12:57.367 --> 02:13:00.969]  It takes very little money and if you're interested, MZ wants to talk to you.
[02:13:01.129 --> 02:13:03.611]  Remember, chocolate.ownmyself.com.
[02:13:06.107 --> 02:13:07.148]  Hi, this is Ted Anderson.
[02:13:07.549 --> 02:13:13.055]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[02:13:13.615 --> 02:13:14.116]  That's right.
[02:13:14.436 --> 02:13:16.719]  Gold has been available to be placed in IRAs since 1986.
[02:13:17.279 --> 02:13:24.207]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[02:13:24.767 --> 02:13:30.448]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds, and CDs.
[02:13:30.468 --> 02:13:32.449]  You get no word about IRAs.
[02:13:32.889 --> 02:13:37.750]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[02:13:38.370 --> 02:13:43.372]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[02:13:44.172 --> 02:13:48.273]  Don't get left behind by rising inflation and low return on your paper investments.
[02:13:48.693 --> 02:13:48.973]  Call 800-686-2237.
[02:13:48.993 --> 02:13:50.875]  Make sure that you secure your future.
[02:13:50.955 --> 02:13:51.255]  Call 800-686-2237.
[02:13:51.556 --> 02:13:51.816]  That's 1-800-686-2237.
[02:14:04.955 --> 02:14:10.277]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:14:10.997 --> 02:14:16.338]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[02:14:16.879 --> 02:14:23.060]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:14:23.360 --> 02:14:25.181]  Well, Obama's already fudging.
[02:14:25.341 --> 02:14:27.722]  He's fudged since day one in this election.
[02:14:27.802 --> 02:14:31.803]  If you have a demagogue with a fanatical mass movement of personality cultists,
[02:14:32.083 --> 02:14:37.548]  Who is imposing the program of a group of extreme bankers and finance oligarchs.
[02:14:38.008 --> 02:14:38.749]  That's fascist.
[02:14:40.991 --> 02:14:42.272]  It's not about left or right.
[02:14:42.652 --> 02:14:44.073]  It's about a one world government.
[02:14:44.514 --> 02:14:50.739]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:14:51.405 --> 02:14:59.200]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:14:59.681 --> 02:15:00.823]  The Obama Deception.
[02:15:01.264 --> 02:15:02.466]  The people strike back!
[02:15:03.988 --> 02:15:13.117]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[02:15:13.277 --> 02:15:21.286]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[02:15:21.766 --> 02:15:25.947]  First, clinically detected parasites account for only 1% of all cases.
[02:15:26.007 --> 02:15:28.627]  Don't continue to suffer from pain due to misdiagnosis.
[02:15:28.767 --> 02:15:40.070]  Now you can fight internal parasites, heavy metal poisoning, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[02:15:40.350 --> 02:15:46.531]  FPP is used around the world, has numerous uses, and is now available to you from Freshwater Organics.
[02:15:46.771 --> 02:15:50.492]  FPP strengthens skin, hair, and bones, lowers cholesterol, and is an
[02:15:50.652 --> 02:15:54.275]  Ladies and gentlemen, I was having an amazing conversation just now with Dr. Schmidt.
[02:16:16.630 --> 02:16:17.671]  Apollo astronaut.
[02:16:17.691 --> 02:16:20.092]  We're going to get into all the space stuff in the next segment.
[02:16:20.592 --> 02:16:27.616]  And I brought up to him, Ecoscience, Population, Resources and Environment, by John P. Holdren, the White House
[02:16:29.483 --> 02:16:35.425]  Science czar, the guy that wants global warming taxes and to terraform the earth with particulate to save us.
[02:16:35.485 --> 02:16:36.925]  I mean, this is wild stuff.
[02:16:36.945 --> 02:16:40.607]  I mean, here's the Wall Street Journal saying they want to chemtrail us.
[02:16:40.667 --> 02:16:42.707]  I mean, it's just, it's crazy.
[02:16:43.767 --> 02:16:47.089]  Sir, we were talking during the break, what do you liken this to?
[02:16:47.129 --> 02:16:50.450]  This saying, drug the water supply, sterilize the men and women.
[02:16:50.490 --> 02:16:54.551]  He says in this book, take all the children at birth and raise them
[02:16:55.291 --> 02:17:01.856]  Well, I think that there are individuals, apparently among them, a very large number, who have taken
[02:17:25.233 --> 02:17:36.277]  Shall we say captured the environmental movement and turned it into what previously was considered a communist movement.
[02:17:37.397 --> 02:17:48.621]  And that's just something that people of common sense are going to have to continue to counter and wake up enough so that they take control of their government again.
[02:17:50.362 --> 02:17:53.623]  It certainly is extremely important that the United States
[02:17:54.794 --> 02:17:59.495]  Uh, maintain itself as the beacon of liberty on this planet.
[02:18:00.376 --> 02:18:12.379]  Uh, there are all sorts of issues, space is included in that, where, uh, if we are not, uh, taking a leadership role in preserving liberty, uh, then it will disappear.
[02:18:13.059 --> 02:18:21.962]  Because, uh, other nations, uh, have so far tolerated, uh, a, uh, a continued attack on liberty
[02:18:22.751 --> 02:18:27.562]  That has been going on now certainly since the turn of the century.
[02:18:34.734 --> 02:18:35.134]  Absolutely.
[02:18:35.595 --> 02:18:38.536]  I mean, Doctor, you're obviously very well read on just the current news.
[02:18:38.836 --> 02:18:48.922]  I'm sure you've seen the announcements where they're saying, oh, we're going to have a new Bank of the World, you're going to pay your carbon taxes, a new world order.
[02:18:49.462 --> 02:18:55.366]  Al Gore called for a world government two weeks ago to, quote, administer the environmental movement.
[02:18:55.706 --> 02:18:57.547]  I mean, clearly that's what Holdren says.
[02:18:57.607 --> 02:19:02.509]  He says a planetary government to micromanage and reduce our numbers by at least 80 percent
[02:19:05.652 --> 02:19:06.953]  What is your view on that?
[02:19:07.233 --> 02:19:09.414]  And when you were in government as a U.S.
[02:19:09.454 --> 02:19:12.156]  Senator, did you ever hear any talk like this?
[02:19:12.256 --> 02:19:14.337]  Or is this starting to gain steam now?
[02:19:15.038 --> 02:19:17.459]  I think it has been gaining steam.
[02:19:18.100 --> 02:19:26.925]  You saw a little of it in my time in the Senate back in the late 70s and early 80s.
[02:19:27.406 --> 02:19:34.550]  Partisanship was beginning to really raise its ugly head more extensively than ever, at least in modern times.
[02:19:36.505 --> 02:19:54.877]  But it has clearly taken off in recent decades, I think primarily because of the capture of the government school system by the opponents of liberty.
[02:19:56.318 --> 02:19:59.900]  And that is, I think, the fundamental reason why we are today.
[02:20:02.278 --> 02:20:10.740]  Does that mean that common sense has totally disappeared from the American people due to the education and the elementary and secondary school system?
[02:20:12.060 --> 02:20:20.141]  I don't think so, because you still see, particularly in current surveys, a great deal of common sense reappearing.
[02:20:21.062 --> 02:20:27.583]  But on the other hand, that has to be sufficient to take back control of the government.
[02:20:27.643 --> 02:20:29.163]  We let ourselves be lulled
[02:20:29.910 --> 02:20:53.194]  a sweep in the last election cycle, the last two election cycles, until all of a sudden we have a president and a majority in both houses of Congress that think identically about these matters and are willing to try to force down our throat a further erosion of American liberty.
[02:20:53.734 --> 02:20:57.155]  I notice, Dr. Smith... Even with the
[02:20:58.241 --> 02:21:02.565]  Decimation of our government run school system.
[02:21:03.646 --> 02:21:11.133]  I think the American people are showing human common sense and saying, hey, this isn't going to work.
[02:21:11.654 --> 02:21:14.616]  It never has and it won't work in the future unless we fix it.
[02:21:15.157 --> 02:21:19.641]  So we'll just have to continue to see if that common sense will prevail.
[02:21:20.401 --> 02:21:24.723]  Well, how obvious is it that all these other countries don't have to make carbon cuts?
[02:21:24.743 --> 02:21:31.226]  I mean, even if you believe in global warming and carbon dioxide is deadly, which is ridiculous, and they're trying to list it as a toxic waste.
[02:21:32.296 --> 02:21:38.240]  If we make the cuts, the businesses will just move to China and India and Mexico, and it'll boost carbon.
[02:21:38.680 --> 02:21:40.801]  I mean, it's just ridiculous any way you slice it.
[02:21:41.021 --> 02:21:46.865]  I want to get your take on that, Dr. Schmidt, Apollo astronaut on the other side, and we'll get into space technology.
[02:21:46.885 --> 02:21:47.826]  Should we go to the moon?
[02:21:48.086 --> 02:21:48.746]  Go to Mars?
[02:21:49.186 --> 02:21:49.867]  What's next?
[02:21:50.387 --> 02:21:52.028]  Why haven't we gone back in 40 years?
[02:21:52.448 --> 02:21:52.889]  Stay with us.
[02:21:54.470 --> 02:21:55.370]  We're on the march.
[02:21:55.851 --> 02:21:57.472]  The Empire's on the run.
[02:21:58.392 --> 02:22:01.074]  Alex Jones and the GCN Radio Network.
[02:22:03.916 --> 02:22:05.497]  Hello friends, this is Alex Jones.
[02:22:05.617 --> 02:22:10.259]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[02:22:10.339 --> 02:22:13.100]  We need to be independent, and food and water is the key.
[02:22:13.300 --> 02:22:16.141]  You'll never have to stand in a bread line if you have your own bread.
[02:22:16.341 --> 02:22:21.063]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[02:22:21.283 --> 02:22:22.203]  If you simply prepare.
[02:22:22.423 --> 02:22:25.345]  No one is going to take care of your family in the final equation but you.
[02:22:25.665 --> 02:22:32.548]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[02:22:32.648 --> 02:22:35.769]  And they do it at almost half the cost of last year's grocery prices.
[02:22:35.929 --> 02:22:36.189]  Call 1-800-409-5633.
[02:22:38.610 --> 02:22:40.852]  Or, on the web, go to eFoodsDirect.com.
[02:22:41.072 --> 02:22:47.136]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[02:22:47.336 --> 02:22:51.079]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[02:22:51.099 --> 02:22:52.420]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[02:22:52.440 --> 02:22:53.040]  Take action today.
[02:22:53.080 --> 02:22:54.901]  The first step is getting storable food.
[02:23:03.530 --> 02:23:08.697]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[02:23:08.837 --> 02:23:13.203]  Will you continue to be their profit center, buying their processed food that makes you sick?
[02:23:13.363 --> 02:23:15.226]  Go to the doctor and buy their drugs?
[02:23:15.646 --> 02:23:17.008]  You don't have to cooperate.
[02:23:17.268 --> 02:23:18.310]  There is a solution.
[02:23:18.530 --> 02:23:26.555]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[02:23:26.955 --> 02:23:34.020]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[02:23:34.420 --> 02:23:40.024]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[02:23:40.464 --> 02:23:46.048]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[02:23:46.468 --> 02:23:50.273]  Try all of their truly honest products that will keep you alive and healthy.
[02:23:50.613 --> 02:23:54.959]  Go to enerfood.com or give them a call right now.
[02:23:54.979 --> 02:23:56.821]  866-762-9238.
[02:23:58.083 --> 02:24:01.387]  Click on their banner at infowars.com to see all the available discounts.
[02:24:03.882 --> 02:24:06.445]  Most Americans know the significance of July 4th, 1776.
[02:24:08.007 --> 02:24:15.777]  However, few know the importance of September 17th, 1787, the day the Constitution was written and adopted by our founders.
[02:24:16.117 --> 02:24:22.545]  Unfortunately, over 200 years later, this sacred document is under attack, along with our beloved Republic.
[02:24:22.785 --> 02:24:29.472]  Throughout the span of history, brave men and women have rallied behind banners which have served as symbols of liberty against the forces of tyranny.
[02:24:29.912 --> 02:24:40.804]  Today, we have the Constitution Pride Flag to show our support for the Constitution, the Bill of Rights, freedom, liberty, and justice for we the people of the United States.
[02:24:41.264 --> 02:24:51.429]  Now available at www.1787flags.com Get your very own Constitution Pride flag today and receive a free pocket constitution with your order.
[02:24:52.070 --> 02:24:58.613]  www.1787flags.com The official website of the Constitution Pride flag.
[02:24:58.813 --> 02:25:00.394]  That's www.1787flags.com
[02:25:09.096 --> 02:25:10.837]  Monday through Friday from 11 a.m.
[02:25:10.857 --> 02:25:11.497]  to 3 p.m.
[02:25:11.537 --> 02:25:12.438]  Central Standard Time.
[02:25:12.478 --> 02:25:12.878]  We're here.
[02:25:12.918 --> 02:25:15.939]  I come back Sundays, abbreviated live show, 4 to 6 p.m.
[02:25:16.379 --> 02:25:17.480]  Central Standard Time.
[02:25:18.540 --> 02:25:23.563]  And parts of the show are re-aired on XM Radio and a lot of other A&M affiliates across the country.
[02:25:23.943 --> 02:25:26.364]  We're very thankful to all those great affiliates out there.
[02:25:27.304 --> 02:25:30.546]  We're talking to Harrison Hagen-Schmidt, or Jack Smith.
[02:25:31.468 --> 02:25:35.451]  He's an American geologist, former NASA astronaut, university professor, and former U.S.
[02:25:35.491 --> 02:25:35.811]  Senator.
[02:25:35.831 --> 02:25:39.534]  He is the last of the Apollo astronauts to arrive and set foot on the moon.
[02:25:41.184 --> 02:25:47.887]  And he is also the first and so far only person to have walked on the moon who has never been a member of the United States Armed Forces.
[02:25:48.888 --> 02:25:51.889]  Neil Armstrong left military service, and then it just goes through some of that trivia.
[02:25:52.370 --> 02:25:58.733]  And he's got a book, Return to the Moon, that's up on screen in the Human Settlement of Space.
[02:25:58.913 --> 02:26:01.354]  Return to the Moon is the name of the book.
[02:26:01.374 --> 02:26:03.856]  You can find it at Amazon and bookstores everywhere.
[02:26:03.916 --> 02:26:05.296]  In fact, I've even seen it in the bookstore.
[02:26:05.756 --> 02:26:06.997]  I've even seen it at my dad's house.
[02:26:07.017 --> 02:26:10.199]  But the point is, great book, be sure and get that.
[02:26:11.920 --> 02:26:30.575]  Just to modify one thing you said, I was the only non-military trained pilot to go to the moon, but I did receive outstanding training from the United States Air Force in jet aircraft and the United States Navy in helicopters.
[02:26:30.655 --> 02:26:34.038]  So I feel like I sort of had the best of all worlds.
[02:26:34.431 --> 02:26:35.292]  Well there you go.
[02:26:35.432 --> 02:26:41.838]  I keep telling my guys don't print me Wikipedia stuff because Wikipedia's got my name spelled wrong and half of it's not true about me.
[02:26:43.100 --> 02:26:47.604]  I hope your audience recognizes that Wikipedia has their biases as well.
[02:26:48.245 --> 02:26:54.871]  Trying to get anything in there to moderate their position on climate change is impossible.
[02:26:54.931 --> 02:26:57.534]  A number of people have tried to do it and it just doesn't happen.
[02:26:58.590 --> 02:27:03.472]  I was just joking too, it's actually not from Wikipedia, the guys are about to box me in the nose in there.
[02:27:04.212 --> 02:27:22.238]  Yeah, Wikipedia won't let you publish, I've talked to scientists who've tried, any material basically trying to debunk man-made global warming in just one case I found, and it's just despicable because they're the first thing that comes up with almost any scientific inquiry.
[02:27:22.258 --> 02:27:23.119]  Have you noticed that, Doctor?
[02:27:25.371 --> 02:27:29.373]  Yeah, well, Google's in that game as well, you know.
[02:27:30.214 --> 02:27:33.656]  The head of Google has a very close relationship with the President.
[02:27:36.017 --> 02:27:36.818]  I have seen that.
[02:27:37.398 --> 02:27:52.327]  Now, I want to get a little bit more into the environmental movement and then into the moon and the time we have left with you and also health care, but dealing with Holdren's book and all these other books written by people that just cram the universities and academia and social planning
[02:27:53.679 --> 02:28:21.509]  uh... this this this talk about the world being overpopulated when the west is actually as you know as a huge decline in its actual and uh... indigenous numbers and dealing with this whole eugenics movement this whole idea of the super race i can't think of anybody out there who would be the the archetypal superman if it isn't the astronauts uh... i mean did they ever talk to you guys about this type of stuff for when you were in the u.s.
[02:28:21.629 --> 02:28:21.949]  senate
[02:28:22.669 --> 02:28:24.930]  You said it seems to be building more steam now.
[02:28:25.951 --> 02:28:29.133]  Holdren and these guys are talking about forced abortions.
[02:28:29.173 --> 02:28:31.814]  Just this whole move towards eugenics.
[02:28:32.655 --> 02:28:33.775]  Are you concerned about that?
[02:28:35.216 --> 02:28:40.939]  Well, I'm concerned about any movement that might have legs to it.
[02:28:40.999 --> 02:28:46.623]  But I really think it is more visible now because
[02:28:48.297 --> 02:28:52.461]  The people who think this way have gained power.
[02:28:53.742 --> 02:28:59.867]  It does not mean that they are going to be supported by the vast majority of the American people.
[02:28:59.987 --> 02:29:08.094]  I just think you have to continue as the Founders did, to put your faith in the people and in their common sense.
[02:29:08.174 --> 02:29:14.780]  Now, thanks to talk radio, they are getting some education that they would not have gotten
[02:29:15.963 --> 02:29:32.556]  Otherwise, and it's up to you guys to expand your market and to make sure that the American people overall begin to understand why their common sense is what they should rely on and not on what they're told by the national media, the state-run media, so to speak.
[02:29:33.516 --> 02:29:44.665]  Now, I think the whole trend really began with the fall of the Soviet Union, because the great champion of
[02:29:46.395 --> 02:29:58.018]  of the opponents of liberty, namely communism, had to find some other place to go, and they basically went into the environmental movement.
[02:29:58.058 --> 02:30:13.882]  Now, that's not to say there aren't some major and significant environmental issues, particularly at the local level, but they converted environmental activism to a political movement, and some would say a religious movement.
[02:30:14.121 --> 02:30:17.324]  Yeah, and really what these are is parasites.
[02:30:17.344 --> 02:30:19.805]  I mean, they want to organize our lives, they want to run our lives.
[02:30:20.066 --> 02:30:26.471]  I'll never forget back in the mid-90s, they were stealing farmers' and ranchers' land in and around Austin in the name of environmentalism.
[02:30:26.491 --> 02:30:28.752]  They later built on it and sold it to themselves.
[02:30:28.773 --> 02:30:30.234]  They were just bank robbers, criminals.
[02:30:30.754 --> 02:30:36.976]  And I remember being in a meeting with these city council advisors and I said, this isn't freedom, and they said, everything's a planned economy.
[02:30:37.476 --> 02:30:38.796]  You know, somebody's got to do it.
[02:30:39.116 --> 02:30:42.097]  I mean, they really think it's their job to run our lives.
[02:30:42.437 --> 02:30:44.598]  How do we beat the forces of tyranny?
[02:30:45.518 --> 02:30:47.138]  Well, you have to do it by education.
[02:30:47.939 --> 02:30:55.221]  And by reminding the American people that their basic common sense instincts are correct.
[02:30:55.541 --> 02:30:56.381]  Their own private
[02:30:56.852 --> 02:31:04.278]  The property is important, their incomes are important, and they should not transfer that to the government.
[02:31:04.358 --> 02:31:11.625]  Their first chance to express themselves politically is coming up in the next congressional election.
[02:31:14.007 --> 02:31:23.535]  You all and all of us have to try to mobilize the most massive turnout of people who reject this current approach.
[02:31:24.687 --> 02:31:35.069]  And begin to turn it around and get back to what would be the basic, fundamental principles of constitutional government that we were founded upon.
[02:31:35.913 --> 02:31:46.299]  Well, I noticed you mentioned the last few administrations being a problem, and so I'm glad you're recognizing, obviously, that both parties are run by these special interests.
[02:31:46.939 --> 02:31:50.821]  Why would big, wealthy interests want to collectivize things?
[02:31:50.881 --> 02:31:54.623]  Is that because it creates monopolies, allows them to shut down their competition?
[02:31:54.663 --> 02:31:58.745]  I mean, it's not just a bunch of hippies and communists running around that are doing this.
[02:31:58.785 --> 02:32:00.846]  They've got a lot of powerful friends.
[02:32:01.987 --> 02:32:03.608]  Well, there's no question there's a lot of
[02:32:05.760 --> 02:32:07.440]  Money influence in this process.
[02:32:08.841 --> 02:32:20.203]  And I don't know what's motivating people who have basically been dependent on a free enterprise system to get where they are today.
[02:32:20.684 --> 02:32:28.926]  Now clearly, small business, medium-sized business, the kind of business that I'm involved in in various ways, they do not operate that way.
[02:32:29.766 --> 02:32:34.107]  But there are, particularly in the media and entertainment world,
[02:32:35.049 --> 02:32:58.125]  Corporations who have bought into and believe that their future is going to be tied to, their economic future, tied to this approach to attacking liberty and to building a more socialistic approach to providing for the needs of the American people.
[02:33:00.274 --> 02:33:02.735]  That is a very dangerous trend, there's no question about it.
[02:33:02.755 --> 02:33:18.425]  It's made it even worse by the way we've allowed the Congress not only to become permanent fixtures, very few Congressmen and Senators, if they run for re-election, ever get defeated.
[02:33:19.826 --> 02:33:24.369]  And that's in large part because the federal election laws have been
[02:33:27.133 --> 02:33:31.214]  Well, Dr. Schmidt, Apollo astronaut, Apollo 18 astronaut, I
[02:33:56.806 --> 02:33:58.907]  I'm sure you've probably seen the Cyberbullying Act.
[02:33:59.967 --> 02:34:01.948]  I've even got local newscasts pushing it now.
[02:34:02.008 --> 02:34:03.009]  The press is that bad.
[02:34:03.369 --> 02:34:04.289]  The Hate Crimes Act.
[02:34:04.429 --> 02:34:13.653]  It now says if your speech causes someone to do something violent, even if you're not calling for violence, they're going to come arrest you.
[02:34:14.513 --> 02:34:22.236]  And now the FBI is fluttering around saying if somebody makes a comment on a message board that's yours, we may come after you for what they said.
[02:34:22.256 --> 02:34:25.778]  I mean, this is really happening to people I know.
[02:34:26.992 --> 02:34:33.295]  Well, that's why we've got to make a change of direction in the United States government, a drastic change.
[02:34:34.716 --> 02:34:40.539]  And as I say, the next election is the key turning point.
[02:34:40.799 --> 02:34:43.861]  The next two elections are particularly key.
[02:34:44.761 --> 02:34:55.847]  If the powers that are currently in Washington maintain their control through this next election, the next two elections, then I'm not sure how you turn it around.
[02:34:56.897 --> 02:35:02.958]  Okay, in the 16 minutes or so we have left with you, I want to shift gears now and get into the moon.
[02:35:03.279 --> 02:35:09.420]  Return to the Moon, it has that really great other headline here about colonizing.
[02:35:09.460 --> 02:35:11.601]  In fact, guys, put that up on screen for the TV viewers.
[02:35:11.621 --> 02:35:13.541]  I don't think you used that word.
[02:35:13.621 --> 02:35:14.821]  I think I used settling.
[02:35:15.481 --> 02:35:18.222]  Sure, that's why I wanted to put it up on the screen so I could actually... There it is.
[02:35:18.462 --> 02:35:21.023]  The Human Settlement of Space, Return to the Moon.
[02:35:21.063 --> 02:35:23.423]  Tell us what that headline means for the book.
[02:35:24.484 --> 02:35:25.464]  Well, the...
