[00:00:00.979 --> 00:00:06.048]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[01:17:18.444 --> 01:17:25.445]  You know, ask him what's up with the WAMU and JPMorgan, a solvent entity being sucked up by JPMorgan.
[01:17:25.465 --> 01:17:31.627]  Well, I mean, he's on this show saying that they engineered the thing knowing it would collapse and that they're criminals.
[01:17:31.667 --> 01:17:35.107]  I mean, he's one of the strongest voices out there at his level.
[01:17:36.608 --> 01:17:40.069]  He is, but Alex, the guy that's holding back, he knows more.
[01:17:42.952 --> 01:17:43.992]  He knows a lot more.
[01:17:44.752 --> 01:17:47.613]  And I just wonder why he's scared or holding back.
[01:17:47.673 --> 01:17:48.613]  He's not like you.
[01:17:48.933 --> 01:17:52.114]  He doesn't go full bore and say, these are the facts.
[01:17:52.634 --> 01:17:53.854]  You can just see it.
[01:17:54.455 --> 01:17:55.495]  There's more to this.
[01:17:55.555 --> 01:18:00.076]  And I think he's pulling a Glenn Beck and he's desensitizing people on the issue.
[01:18:00.676 --> 01:18:03.897]  And it's kind of following what I'm saying.
[01:18:03.957 --> 01:18:04.777]  I'm just frustrated.
[01:18:05.888 --> 01:18:13.115]  No, I hear you, but instead of worrying about the bankers taking over and everything that's happening and admitting they're chemtrailing us now, just deny it all!
[01:18:13.675 --> 01:18:15.978]  You know, because you don't want them to say you wear a tinfoil hat.
[01:18:16.018 --> 01:18:19.841]  I mean, the governments have always... No, but it's like the Tea Parties, Alex.
[01:18:20.141 --> 01:18:21.463]  They're talking about taxation.
[01:18:21.483 --> 01:18:23.745]  The problem is the stinkin' Federal Reserve!
[01:18:24.946 --> 01:18:25.766]  No, no, I agree.
[01:18:25.966 --> 01:18:27.927]  But listen, more and more it's a process.
[01:18:28.327 --> 01:18:34.729]  More and more at those Tea Party meetings, they are talking about the private Federal Reserve and the New World Order.
[01:18:35.009 --> 01:18:42.631]  So what's happening, and that's the reason Fox News is having to at least pay lip service to FEMA, Cams, and New World Order and global currency now, is because
[01:18:43.371 --> 01:18:49.996]  Conservatives, Libertarians, and Liberals have been woken up by people like you and I and many others, and so they've lost all credibility.
[01:18:50.016 --> 01:18:55.600]  So you even hear a lot of this stuff on CNBC and CNN now, so they understand that we're effective.
[01:18:55.661 --> 01:19:03.647]  So, folks, you know, you should feel good to a certain extent that we've been able to reach as many people as we have been able to, but I appreciate your call.
[01:19:04.808 --> 01:19:05.928]  Will in Louisiana.
[01:19:05.968 --> 01:19:06.709]  Will, you're on the air.
[01:19:08.931 --> 01:19:09.051]  Hi.
[01:19:11.190 --> 01:19:12.091]  Yes, go ahead.
[01:19:12.131 --> 01:19:23.097]  What they're planning to do is take this currency loans, let's say the United States loans, Japanese, and then they pay us back that loan.
[01:19:40.792 --> 01:20:08.332]  uh... with japanese yen in their uh... exchange rate so they don't have to hold american dollars so there's no such thing as exchange rate hundreds of newspapers haven't announced that there's a world government uh... everything is fine i mean uh... you know no one's ever wanted to rule the world there are global elites uh... the council on foreign relations in literally hundreds of documents just the last few years uh... you know hasn't called for global governance i mean actually have
[01:20:09.653 --> 01:20:22.121]  But International Institutions and Global Governance Program World Order 21st Century, May 1st, 2008, with David Rockefeller saying they're going to engineer a planetary takeover by the UN by a world depression.
[01:20:22.161 --> 01:20:23.422]  I mean, that doesn't exist, sir.
[01:20:24.002 --> 01:20:30.086]  And if you think it exists, if you think the CFR exists, well, then you're an orange monkey wearing a tinfoil hat.
[01:20:30.146 --> 01:20:31.367]  That's all I can really say.
[01:20:32.321 --> 01:20:35.204]  But do you see how they don't have to hold American dollars now?
[01:20:35.244 --> 01:20:40.030]  They can just pay us back in... But see, according to the yuppies, none of this even exists.
[01:20:40.530 --> 01:20:41.792]  So why does it even matter?
[01:20:42.713 --> 01:20:44.014]  And then can I touch on one thing?
[01:20:44.034 --> 01:20:45.716]  The collateralized debt obligations?
[01:20:46.156 --> 01:20:46.757]  Sure, go ahead.
[01:20:47.618 --> 01:20:50.341]  And how they don't have to pay tax if they're a multinational.
[01:20:50.461 --> 01:20:52.784]  They're exempt from certain taxes.
[01:20:53.314 --> 01:20:55.195]  Yes.
[01:20:55.215 --> 01:20:57.296]  They pay less than 1% tax.
[01:20:57.516 --> 01:20:58.757]  Taxes are for little people.
[01:20:59.097 --> 01:21:02.358]  That's why the IRS has its investigators going after folks making 20 grand a year.
[01:21:02.698 --> 01:21:04.379]  They don't go after folks making a billion a year.
[01:21:06.620 --> 01:21:07.020]  Go ahead.
[01:21:08.881 --> 01:21:10.262]  Basically, that's all I wanted to touch on.
[01:21:10.282 --> 01:21:21.467]  I wanted to touch on synthetic currency loans and more information needs to be looked into on the tax structure within these derivatives and these collateralized debt obligations.
[01:21:22.796 --> 01:21:25.249]  Yeah, no, you're right, and they're all ready.
[01:21:27.122 --> 01:21:29.883]  Issuing the global currency and they admit that in major papers.
[01:21:29.943 --> 01:21:35.544]  But again, that doesn't exist according to the yuppies, who are actually a brainwashed cult of nuts.
[01:21:35.604 --> 01:21:36.744]  They're the tinfoil hat wearers.
[01:21:37.284 --> 01:21:39.625]  They believe the false reality because they're such cowards.
[01:21:40.125 --> 01:21:41.705]  And that's why they're going to lose everything they've got.
[01:21:42.185 --> 01:21:48.127]  But even when they lose everything they've got, they're such cowards, they're still going to worship the government and feel like they're members of the establishment.
[01:21:48.407 --> 01:21:51.047]  And the government's going to point them like a dangerous horde at us.
[01:21:51.207 --> 01:21:52.107]  We're on the march.
[01:21:52.588 --> 01:21:54.088]  The empire's on the run.
[01:21:55.103 --> 01:21:57.790]  Alex Jones and the GCN Radio Network.
[01:22:01.147 --> 01:22:02.568]  So you want to stop smoking?
[01:22:02.628 --> 01:22:03.728]  Well, here's what I want you to do.
[01:22:03.909 --> 01:22:06.670]  Go to a drugstore and take a stop smoking product off the shelf.
[01:22:06.790 --> 01:22:10.612]  Go to the cashier, tell him you don't want to pay for the product, you just want to take it home and try it.
[01:22:10.772 --> 01:22:14.314]  And if, and only if, you stop smoking, will you then come back and pay for it.
[01:22:14.534 --> 01:22:16.495]  Most likely, if you tried this, you'd be arrested.
[01:22:16.555 --> 01:22:20.498]  But as silly as this sounds, this is exactly what the Smokefree Free Trial Offer is.
[01:22:20.858 --> 01:22:23.639]  Smokefree is a complete, all-natural stop smoking system.
[01:22:23.759 --> 01:22:26.461]  And when you call today, they'll send you a 30-day supply, the program,
[01:22:26.741 --> 01:22:27.602]  Absolutely free!
[01:22:27.922 --> 01:22:41.371]  This program eliminates withdrawals and cravings and includes a 30 day supply of the smoke-free capsules, a guide to living smoke-free book, an audio support program, capsule holder, and a bottle of weight loss capsules just in case you're worried about gaining weight while you're trying to quit.
[01:22:41.571 --> 01:22:43.853]  To find out if you qualify for this free trial offer,
[01:22:44.113 --> 01:22:47.074]  Join the tens of thousands who have quit for life with Smokefree.
[01:22:47.274 --> 01:22:47.794]  Call 1-800-426-6186 today!
[01:22:47.814 --> 01:22:48.074]  That's 1-800-426-6186.
[01:22:48.094 --> 01:22:50.035]  This is a limited time offer, so call 1-800-426-6186 now!
[01:22:50.155 --> 01:22:51.735]  In the New World Order's war against humanity,
[01:23:04.443 --> 01:23:06.567]  Barack Obama is the tip of the spear.
[01:23:07.068 --> 01:23:14.100]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:23:14.637 --> 01:23:20.818]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:23:21.219 --> 01:23:23.059]  Well, Obama's already fudging.
[01:23:23.199 --> 01:23:25.620]  He's fudged since day one in this election.
[01:23:25.700 --> 01:23:36.622]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:23:37.262 --> 01:23:38.563]  It's not about left or right.
[01:23:38.943 --> 01:23:40.303]  It's about a one-world government.
[01:23:40.811 --> 01:23:47.159]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:23:47.719 --> 01:23:55.509]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:23:55.989 --> 01:23:57.131]  The Obama Deception.
[01:23:57.571 --> 01:23:58.753]  The people strike back.
[01:24:00.450 --> 01:24:01.971]  Alex Jones here with a question.
[01:24:02.151 --> 01:24:03.612]  What does humidity mean to you?
[01:24:03.892 --> 01:24:06.134]  Most people think of hot and sticky summer days.
[01:24:06.574 --> 01:24:11.317]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:24:11.718 --> 01:24:14.579]  That's why I'd like you to visit acolablue.com.
[01:24:14.900 --> 01:24:18.422]  Acolablue is a state-of-the-art atmospheric water generator.
[01:24:18.812 --> 01:24:30.806]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:24:31.367 --> 01:24:33.369]  Finally, drinking water that you control.
[01:24:33.389 --> 01:24:34.671]  I use one every day.
[01:24:35.111 --> 01:24:37.554]  Say goodbye to expensive water delivery services.
[01:24:37.854 --> 01:24:39.336]  Call Ecolablue right now at 1-800-691-6043.
[01:24:39.356 --> 01:24:39.676]  That's 1-800-691-6043.
[01:24:39.696 --> 01:24:41.698]  Or visit Ecolablue at ecoloblue.com today.
[01:25:05.959 --> 01:25:07.861]  Waging war on corruption.
[01:25:08.361 --> 01:25:11.163]  Alex Jones on the GCN Radio Network.
[01:25:17.568 --> 01:25:20.851]  Rob Doo, my producer, one of our producers, popping in.
[01:25:22.648 --> 01:25:29.672]  Real quick here on the show with us, and I'm going to your calls right now, here in just a moment.
[01:25:30.392 --> 01:25:31.913]  Got some key updates for folks.
[01:25:32.333 --> 01:25:39.857]  You found a 1930s newspaper editorial describing how the communists are actually in control of the banks.
[01:25:40.277 --> 01:25:42.038]  So the people knew what was going on.
[01:25:42.058 --> 01:25:43.079]  They're not really communists.
[01:25:43.099 --> 01:25:47.301]  They're criminals that tell the dumbed-down public, we're here to give you money and workers' paradise.
[01:25:47.981 --> 01:25:51.002]  And the first thing they do is steal all the money and set up a police state.
[01:25:51.482 --> 01:25:56.764]  But read for folks who are on the radio who can't see that on screen at PrisonPlanet.tv what it says.
[01:25:57.264 --> 01:26:15.770]  So it's a picture, it's an editorial cartoon and it's got a guy, his name is, I can't even read it now, but he's, they're all in Harvard type graduate uniforms and they're running down on this cart and they're shoveling money out of it and then over here, this is I guess Karl Marx, is that who that is?
[01:26:15.790 --> 01:26:16.110]  Yes, Karl Marx.
[01:26:17.050 --> 01:26:19.351]  It says, uh, plan of action for U.S.
[01:26:19.591 --> 01:26:28.872]  Spin, spin, spin under the guise of recovery, bust the government, blame the capitalists for the failure, junk the constitution, and declare a dictatorship.
[01:26:29.633 --> 01:26:38.914]  And, um, it says, uh, young, it has a thing here, it says, young pinkies from Columbia and Harvard depleting the resources of the soundest government in the world.
[01:26:38.934 --> 01:26:41.095]  And this is from, uh, 1933.
[01:26:41.415 --> 01:26:42.895]  And there it is on, on there.
[01:26:43.015 --> 01:26:43.895]  Absolutely.
[01:26:43.955 --> 01:26:45.956]  And I printed the article, it's here in my stack.
[01:26:46.716 --> 01:26:47.017]  What is it, 49%?
[01:26:47.657 --> 01:26:51.081]  I'm going from memory, let me get it.
[01:26:51.101 --> 01:26:57.388]  49% of Americans say they want socialism because they've been sold on, that means you get the rich people's money.
[01:26:57.488 --> 01:27:02.693]  No, that means the rich people, the IRS, take you if you mow lawns for a living's money.
[01:27:03.294 --> 01:27:06.496]  And that's what we just covered earlier with Professor Black.
[01:27:06.656 --> 01:27:08.397]  And they give it to offshore banks.
[01:27:08.797 --> 01:27:10.458]  And this is not socialism.
[01:27:10.958 --> 01:27:12.979]  And socialism never exists.
[01:27:13.139 --> 01:27:22.844]  Elites always, the big foundations, the big money, push it because they want to steal what you've got and feed it right into their gaping mouths.
[01:27:23.344 --> 01:27:25.725]  Guys, pull up that InfoWars.com headline.
[01:27:25.785 --> 01:27:27.986]  It's like history repeating itself.
[01:27:28.086 --> 01:27:29.007]  Yeah, it's out of a major
[01:27:29.927 --> 01:27:55.006]  A major, major polling agency did it, and 49 percent, and I love the graphic Nemo put up for the story, it's a picture, I'm going to make a t-shirt out of this, it's a picture of a guy in blue, no in red, with a gun up to a guy in blue's head who's got the bag of money in his hand, and it says socialism, that's all it is, but that's my point on that.
[01:27:55.347 --> 01:27:56.808]  Now, we've got a lot of exciting stuff happening.
[01:27:57.308 --> 01:28:10.239]  Activists, if you want to be in the new Obama film, get the Obama Deception, it is the new film right now, but on July 4th, a new Obama film is coming out, and then I'm going to take a rest from that for a while, but it's so important to discredit him and show he's a fraud, we're doing that.
[01:28:11.405 --> 01:28:14.106]  We're sending folks, and now they've asked me to speak, but I don't know if I'm going to go.
[01:28:15.006 --> 01:28:21.548]  April 19th, up at Lexington in Massachusetts, where the Revolutionary War started in 1775, with the gun confiscation.
[01:28:21.588 --> 01:28:26.149]  Today, they would just come take the guns and say, we're not taking your guns, but we're taking them.
[01:28:26.389 --> 01:28:32.231]  And the Patriots founders would have said, oh, yes, you're taking my guns at gunpoint, but you're not taking my guns.
[01:28:32.651 --> 01:28:35.814]  You know, but they weren't mind-controlled drinking fluoride then, so it wouldn't work.
[01:28:35.834 --> 01:28:38.337]  So we're going to have cameras up there, you're going to that.
[01:28:38.377 --> 01:28:39.298]  We can't be everywhere.
[01:28:39.718 --> 01:28:48.467]  Shoot video of tea parties, because I want to show the solution, the activism, while we're at it, we'll probably do a little vignette exposing Beck as an operative.
[01:28:48.947 --> 01:28:51.510]  But tell folks about some of the great ideas listeners have, and I'm going to the calls.
[01:28:51.650 --> 01:28:55.874]  Yeah, we got an email from a group in Arizona State University.
[01:28:56.054 --> 01:28:59.397]  Obama's speaking there on the 13th of May.
[01:28:59.977 --> 01:29:04.541]  And they're going to pass out, and I saw they showed the boxes of the Obama deceptions they've been copying.
[01:29:04.561 --> 01:29:07.544]  They're going to pass out 10,000 copies of the Obama deception.
[01:29:08.084 --> 01:29:10.286]  At the commencement speech, which, that's a great idea.
[01:29:10.706 --> 01:29:14.949]  Guys, and I think we're inviting, I invited the one guy who started this on the show.
[01:29:15.069 --> 01:29:15.569]  I sent him an email.
[01:29:15.589 --> 01:29:17.350]  Yeah, that will devastate them.
[01:29:18.311 --> 01:29:27.237]  And again, you can do this cheaply now, because at prisonplanet.tv, you can download DivX copies that play on almost all the new DVD players, and put the film in pretty good quality.
[01:29:27.277 --> 01:29:28.818]  It's not DVD quality, but it's close.
[01:29:29.178 --> 01:29:30.819]  You can blow up on the screen, it looks, you know, it's nice.
[01:29:31.119 --> 01:29:35.642]  It's not crystal clear like the, you know, high quality DVD folks can get, but point is, you can burn them to disk.
[01:29:36.083 --> 01:29:37.644]  Those things cost like 20 cents a piece.
[01:29:38.064 --> 01:29:39.085]  And put them in paper sleeves.
[01:29:39.325 --> 01:29:43.049]  And so what's 10,000 times 20 cents?
[01:29:43.990 --> 01:29:44.850]  Oh, that's $2,000?
[01:29:45.671 --> 01:29:48.574]  Is that right?
[01:29:48.594 --> 01:29:50.055]  Pretty good math.
[01:29:50.155 --> 01:29:50.836]  Yeah, you're good.
[01:29:51.496 --> 01:29:53.658]  And then more fluoride, and you stopped being able to do that.
[01:29:54.299 --> 01:29:55.040]  Okay, I was wrong.
[01:29:55.060 --> 01:29:56.061]  I knew I was going from memory.
[01:29:56.561 --> 01:29:59.864]  Just 53% say capitalism is better than socialism, so 47%
[01:30:03.834 --> 01:30:05.195]  I just need to find the poll, because I'm reading it wrong.
[01:30:05.215 --> 01:30:10.818]  The point is, only 53%, that's the headline, say capitalism better than socialism.
[01:30:11.478 --> 01:30:14.260]  That's because they're being manipulated about what socialism really means.
[01:30:14.320 --> 01:30:16.821]  That's probably the people that just have jobs.
[01:30:17.001 --> 01:30:16.821]  53%.
[01:30:17.682 --> 01:30:21.984]  Anyway, also the hostage dies as French attacks Somali pirates.
[01:30:22.064 --> 01:30:24.786]  This isn't the same ship that we were talking about, but...
[01:30:26.224 --> 01:30:33.272]  A French hostage and two pirates died Friday in a rescue operation off Somali's coastline, the French President's office in Paris said Friday.
[01:30:34.333 --> 01:30:41.421]  Four hostages, including a child, were freed from the hijacked yacht after almost a week in captivity, Nicolas Sarkozy's office said.
[01:30:42.310 --> 01:30:49.313]  So they decided to move in when pirates refused their offers and one hostage died and they killed two pirates.
[01:30:49.433 --> 01:30:51.174]  So things are getting out of control.
[01:30:51.254 --> 01:30:52.455]  Okay, thank you so much, Rob.
[01:30:52.475 --> 01:30:54.796]  Do keep picking New World or Hiney there.
[01:30:55.276 --> 01:30:56.777]  Okay, who's up next here, John?
[01:30:56.797 --> 01:30:58.778]  Who should I go to next?
[01:31:01.159 --> 01:31:02.560]  Daniel in Alabama, sir.
[01:31:02.600 --> 01:31:02.940]  Welcome.
[01:31:05.814 --> 01:31:06.815]  He's listening to his radio.
[01:31:27.159 --> 01:31:39.883]  Oh yeah, well see they put all these rules and harassment with regulators on the ammo companies and the military has been stockpiling and hoarding way over the amount they need.
[01:31:39.923 --> 01:31:40.703]  That is confirmed.
[01:31:40.944 --> 01:31:44.585]  And the military historically would always sell the brass.
[01:31:45.345 --> 01:31:51.008]  I was reading a Liberty Hill blog and they were talking about how Congress had shut all that down.
[01:31:51.028 --> 01:31:53.450]  I don't believe that and I'm going to tell you why.
[01:32:13.470 --> 01:32:18.536]  Up here at the local Walmart, my daughter wanted to do some target shooting and she was out of shells for her 22.
[01:32:18.976 --> 01:32:21.078]  And they had told us they were going to get in a big shipment.
[01:32:22.200 --> 01:32:26.905]  And then three days before the shipment was supposed to come in, they tell us they cancelled it.
[01:32:27.946 --> 01:32:30.949]  I mean, it's getting that bad, you can't even get shells for a 22 down here.
[01:32:32.139 --> 01:32:35.000]  I know, and they've been denying, denying, denying.
[01:32:35.020 --> 01:32:37.620]  They go, we don't want your guns, and I've seen the YouTube clip.
[01:32:37.640 --> 01:32:39.001]  We're trying to find it earlier and couldn't.
[01:32:39.361 --> 01:32:41.481]  Somebody emailed us.
[01:32:41.501 --> 01:32:42.561]  This is what he says word for word.
[01:32:42.601 --> 01:32:45.642]  He says, listen, we're not going to ban all your guns overnight.
[01:32:46.182 --> 01:32:51.584]  We're going to do it in steps, and we have a right under the Second Amendment to restrict your gun ownership.
[01:32:51.624 --> 01:32:52.424]  That's what it means.
[01:32:53.224 --> 01:32:54.424]  I mean, I've got the video.
[01:32:54.444 --> 01:32:57.245]  I've seen it of him saying that, but regardless, we have
[01:32:58.442 --> 01:33:03.925]  We have the state law he tried to pass in Illinois to ban all handguns.
[01:33:04.625 --> 01:33:05.986]  And he supported the D.C.
[01:33:06.006 --> 01:33:07.767]  gun ban for total ban of citizens.
[01:33:08.047 --> 01:33:09.428]  And now they've introduced the bills.
[01:33:09.748 --> 01:33:12.450]  And now Pelosi says they want national registration.
[01:33:12.670 --> 01:33:16.532]  That means a fine and a fee every year to have your gun.
[01:33:16.572 --> 01:33:17.293]  It's really a fine.
[01:33:17.833 --> 01:33:21.495]  And that you've got to go through federal licensing and it turns a right into a privilege.
[01:33:21.835 --> 01:33:23.116]  They are now pushing it!
[01:33:25.194 --> 01:33:25.435]  Go ahead.
[01:33:39.890 --> 01:33:43.273]  Our own national and state parks have been deeded over to the U.N.
[01:33:43.293 --> 01:33:44.754]  They don't even belong to us anymore.
[01:33:44.794 --> 01:33:47.096]  Sir, that's Executive Order 12,986.
[01:33:47.596 --> 01:33:50.539]  I made my first film in 97 about that.
[01:33:50.659 --> 01:33:54.342]  America destroyed by design.
[01:33:54.882 --> 01:33:55.523]  And the U.N.
[01:33:55.563 --> 01:34:00.767]  came to the Kentucky legislature and told them under IMF World Bank rules that they basically were under their control.
[01:34:00.787 --> 01:34:02.929]  And the legislature said no and kicked them out.
[01:34:03.309 --> 01:34:07.813]  But now they admit, I'm sure it's been confirmed, China's demanded our lands and roads.
[01:34:08.753 --> 01:34:13.554]  for collateral on the debt, and it just came in today, that was in my stack.
[01:34:14.035 --> 01:34:24.617]  Congress did pass the bill to accompany Bush's executive order of last year to hand all the infrastructure, including the roads, over to the foreigners.
[01:34:25.158 --> 01:34:26.498]  They do this in third world nations.
[01:34:27.458 --> 01:34:32.099]  Here it is, Senate votes to end moratorium and sell off our highways to foreign toll operators.
[01:34:32.579 --> 01:34:34.040]  Bill's now going to the House.
[01:34:36.365 --> 01:34:37.886]  And this is out of the Texas Senate.
[01:34:37.906 --> 01:34:38.947]  I got another one of the Feds.
[01:34:39.748 --> 01:34:45.812]  Voted 29-2 in favor of reauthorizing private toll contracts that essentially sell our highways to the highest bidder.
[01:34:46.613 --> 01:34:47.193]  So there you go.
[01:34:47.233 --> 01:34:48.334]  I appreciate your call, sir.
[01:34:48.814 --> 01:34:52.477]  Yeah, and again, it's all about lying with these criminals.
[01:34:54.058 --> 01:35:02.304]  They came out two months ago and said, so people shut up at the legislative session they had, they said, look, Trans-Texas Corridor and NAFTA Highway is dead.
[01:35:02.764 --> 01:35:03.625]  AP headline.
[01:35:05.202 --> 01:35:06.522]  And then three paragraphs down.
[01:35:06.542 --> 01:35:07.843]  In fact, pull that up.
[01:35:07.923 --> 01:35:09.243]  Trans-Texas Corridor is dead.
[01:35:11.504 --> 01:35:13.504]  Dozens of publications have similar headlines.
[01:35:13.865 --> 01:35:20.927]  And then a couple paragraphs down, it says, but they're going to break the project up into subgroups and just give it new names.
[01:35:21.127 --> 01:35:22.227]  The whole thing continues.
[01:35:22.827 --> 01:35:30.269]  And then in Indiana, Texas, New Jersey, Florida, they'll take a roads that say is worth $30 billion over the next 50 years in the lease.
[01:35:30.769 --> 01:35:32.590]  They'll say, $1 billion, you get it.
[01:35:33.755 --> 01:35:39.558]  And then they run a scam where they then use taxpayer money to actually upkeep the roads, and the bankers give nothing.
[01:35:41.400 --> 01:35:41.820]  Yeah, look at this.
[01:35:42.120 --> 01:35:43.661]  Trans-Texas Corridor is dead.
[01:35:43.821 --> 01:35:44.742]  Dallas Morning News.
[01:35:45.202 --> 01:35:45.662]  Click on it.
[01:35:45.882 --> 01:35:46.923]  Put it up on screen for me.
[01:35:46.963 --> 01:35:47.703]  I can read it from here.
[01:35:50.725 --> 01:35:57.149]  Dallas Morning News is loading right now on screen, and when it loads, I will, uh, there it is, loading up for everyone.
[01:35:58.339 --> 01:35:59.079]  Hey Alex, how you doing?
[01:35:59.119 --> 01:36:01.680]  And how does it feel to be Sarah Connors?
[01:36:19.144 --> 01:36:20.024]  From the Terminator.
[01:36:20.244 --> 01:36:22.445]  You're out there trying to fight the whole thing, and it's great.
[01:36:22.565 --> 01:36:23.006]  I love it.
[01:36:23.086 --> 01:36:24.886]  I love listening to everything you've got going on here.
[01:36:25.167 --> 01:36:28.048]  Yeah, except I can't have a baby that will do it in the future.
[01:36:28.408 --> 01:36:33.390]  It's all of us out there, Sarah Connor, but we're not waiting for the Terminators to land.
[01:36:33.410 --> 01:36:33.830]  They're here.
[01:36:33.850 --> 01:36:35.491]  I got you on that.
[01:36:35.531 --> 01:36:37.672]  Hey, listen, several things.
[01:36:38.212 --> 01:36:39.413]  I was trying to reach you the other day.
[01:36:39.433 --> 01:36:41.493]  I hope you guys got it.
[01:36:42.994 --> 01:36:47.376]  When they were talking about the whole thing with the electric grid.
[01:36:48.584 --> 01:36:50.745]  That cyber thing?
[01:36:51.765 --> 01:36:56.026]  Yes, where they said they've got to control the web and be able to shut it off.
[01:36:56.046 --> 01:37:02.889]  That's the legislation, but I tried to email you the link because I couldn't believe this.
[01:37:02.929 --> 01:37:04.589]  You were on there and I was trying to call in.
[01:37:04.609 --> 01:37:09.031]  I'm a stockbroker of 22 years.
[01:37:09.051 --> 01:37:10.811]  I've been working on Wall Street for 22 years.
[01:37:11.791 --> 01:37:15.233]  At any rate, on CNBC at 12.04pm,
[01:37:16.994 --> 01:37:18.899]  They turn around and all of a sudden there's a flash.
[01:37:19.220 --> 01:37:26.277]  Cyber spies are in the works from either China or Russia to shut down the electric grid.
[01:37:27.307 --> 01:37:31.428]  You know, this is all in line with Rockefeller's legislation.
[01:37:31.508 --> 01:37:38.430]  No, I did see it, and they're saying that China and Russia are doing it through the internet, and so he says we must get rid of the internet.
[01:37:38.450 --> 01:37:41.910]  That's a quote from Jay Rockefeller because of this.
[01:37:42.090 --> 01:37:53.153]  And again, right as this bill is introduced, right as they're taking the web over, Mother Jones admits it, so they can kill it in their own words for our safety, the Chinese and Russians attack.
[01:37:55.892 --> 01:38:01.114]  I mean, it makes me sick because I've never believed any of this stuff to tell you the truth.
[01:38:01.154 --> 01:38:05.176]  I mean, this last July, a year ago July, I went down to Washington, D.C.
[01:38:05.216 --> 01:38:06.016]  and saw Ron Paul.
[01:38:06.036 --> 01:38:07.337]  I went down and did the march down there.
[01:38:08.357 --> 01:38:10.638]  And, you know, none of that got on the air.
[01:38:10.678 --> 01:38:12.758]  But that was pretty interesting.
[01:38:12.778 --> 01:38:19.541]  But one of the things I thought was amazing was back in, you know, September 11th when that took place.
[01:38:20.089 --> 01:38:21.229]  I worked at 1 Penn Plaza.
[01:38:21.269 --> 01:38:22.490]  I was up on the 41st floor.
[01:38:22.510 --> 01:38:24.010]  I watched the whole thing from my office.
[01:38:24.050 --> 01:38:25.371]  I couldn't believe what I saw.
[01:38:26.311 --> 01:38:29.412]  And, you know, it was like, for me, I was sitting there going, you know, I can't believe this.
[01:38:29.452 --> 01:38:31.212]  I mean, I'm walking out of the office at 11 o'clock.
[01:38:31.292 --> 01:38:33.013]  I was the last one to leave the building.
[01:38:33.493 --> 01:38:36.714]  Pushed the elevator button, and I gotta tell you, this thought popped into my head.
[01:38:36.734 --> 01:38:41.556]  And the thought was basically, here, you know, Israel's got the United States in its back pocket now.
[01:38:42.136 --> 01:38:43.136]  And that was back then.
[01:38:44.637 --> 01:38:44.857]  You know?
[01:38:46.980 --> 01:38:49.662]  So I was just tripped out.
[01:38:49.682 --> 01:38:51.243]  I mean, this whole thing going forward.
[01:38:51.704 --> 01:39:00.911]  And one of the other things I wanted to mention was that, you know, this whole thing with the CDOs and the collapse of the financial system that we've been witnessing here.
[01:39:00.931 --> 01:39:07.397]  I mean, you know, 22 years ago, Michael Milliken created, you know, junk bonds.
[01:39:08.898 --> 01:39:12.761]  And the junk bonds that he created 22 years ago literally
[01:39:13.806 --> 01:39:21.252]  You know, wiped out the savings and loans, the thrift, the insurance companies, etc., etc., all the way up and took the market down from 87 to 91.
[01:39:23.113 --> 01:39:25.175]  This stuff that's going on today, it's the same thing.
[01:39:26.495 --> 01:39:27.076]  It's no different.
[01:39:28.678 --> 01:39:44.066]  Absolutely, and by engaging in the financial terrorism, saying we were going to have a depression, that destroyed confidence and then hit all the legitimate real stocks, so they can depress it and suck it up, and they write white papers about how they do this.
[01:39:44.106 --> 01:39:51.409]  What's happening here now, Alex, is that, if you go back to Michael Milken, okay, to me, that was like a test balloon.
[01:39:52.170 --> 01:39:53.991]  You know, it was like, here, let's see if this works.
[01:39:54.811 --> 01:39:56.692]  You know, let's throw this out there, let's see if this works.
[01:39:57.270 --> 01:40:05.055]  And they thought that it did work, and now it's like, you know, 22 years later, they turn around and say, okay, here, we're going to come up with these CDOs, CDSs, etc., etc., etc.
[01:40:05.075 --> 01:40:19.825]  We're going to sell them all around the world, and basically what that is, is I don't know if you're familiar with the collateralized mortgage obligation, but the bottom line is that what these guys would do is they take a loan, and then they break it up into various different pieces, or what's known as tranches.
[01:40:20.366 --> 01:40:25.169]  And they claim it has value, and they claim it's certified, and sell it as an asset when it's a debt.
[01:40:26.067 --> 01:40:26.647]  Imagine this.
[01:40:27.108 --> 01:40:29.429]  What they did, they went another step further.
[01:40:29.870 --> 01:40:34.273]  Now they turn around and they do fractional banking on all these assets.
[01:40:34.533 --> 01:40:35.194]  Oh yeah, I know.
