[00:00:07.332 --> 00:00:08.452]  9VoltLight.com.
[01:26:45.337 --> 01:27:02.762]  Well, I was talking to a top doctor who's treated a head of state, and this head of state said, you know, I was grown up to, you know, that we have to exterminate 80% of people to keep the resources, but I look at people and I know it's evil, and I don't want to be part of this.
[01:27:02.822 --> 01:27:06.223]  I mean, a lot of people in the system are having an awakening too, aren't they?
[01:27:06.323 --> 01:27:06.863]  Yes, they are.
[01:27:07.764 --> 01:27:10.846]  There's so much to be optimistic about.
[01:27:10.967 --> 01:27:12.208]  I mean, the challenges are there.
[01:27:12.228 --> 01:27:12.828]  Of course they are.
[01:27:12.868 --> 01:27:13.789]  They want to push this on.
[01:27:14.049 --> 01:27:23.977]  And they want to push it on faster and faster now because they are desperately trying to stop this awakening manifest to such an extent that their house of cards comes down.
[01:27:24.417 --> 01:27:27.119]  So those challenges are there and they're going to push on through Obama.
[01:27:27.139 --> 01:27:36.066]  But there's so much to be enthusiastic and encouraged about because there is fantastic changes going on in the awareness of so many people.
[01:27:36.972 --> 01:27:45.937]  David, as you said though, in the one minute before we come back, quickly, I'd say Obama has two or three, four months when he first gets in till people wake up to that phase of the illusion.
[01:27:45.957 --> 01:27:49.639]  So they want to start a big war, a biological release, or a financial collapse.
[01:27:50.319 --> 01:27:55.602]  What do we do to expose this guy and stop him being able to carry the ball for the new world order in the first few months?
[01:27:56.309 --> 01:28:04.293]  Well, what we've got to do is keep whacking this information out, and people who are listening to this information, don't be a cul-de-sac for information.
[01:28:04.714 --> 01:28:07.475]  When you receive the information, there is a responsibility.
[01:28:07.555 --> 01:28:09.436]  Pass it on, pass it on, pass it on.
[01:28:09.876 --> 01:28:15.679]  By word of mouth, you can inform vast numbers of people very quickly if enough people do it.
[01:28:15.939 --> 01:28:16.900]  That's what we need to do.
[01:28:17.080 --> 01:28:22.625]  You're right, and we have incredible power, but we better use it now because they are planning to shut down the old web.
[01:28:22.645 --> 01:28:27.209]  The inventor of the web said a few days ago that quote, it's going to die.
[01:28:27.229 --> 01:28:28.069]  They're letting it die.
[01:28:28.129 --> 01:28:28.830]  It's being killed.
[01:28:29.110 --> 01:28:30.952]  So we need to move right now.
[01:28:44.795 --> 01:28:45.416]  We're good.
[01:29:19.818 --> 01:29:22.800]  Every 22 seconds, a violent crime is committed.
[01:29:23.060 --> 01:29:25.081]  Are you concerned about your personal safety?
[01:29:25.401 --> 01:29:28.723]  Why wait for something bad to happen when you can take action now?
[01:29:29.003 --> 01:29:29.683]  Be smart.
[01:29:29.944 --> 01:29:30.644]  Be safe.
[01:29:30.924 --> 01:29:32.885]  Trust Pepper Spray instead of your luck.
[01:29:33.105 --> 01:29:38.668]  Pepperspray.com is the only website you'll ever need for all your non-lethal self-defense supplies.
[01:29:38.929 --> 01:29:48.614]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web, including mace, animal repellents, stun guns, and tasers.
[01:29:48.854 --> 01:29:54.761]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:29:55.001 --> 01:29:59.286]  Pepperspray.com is proud to feature Sabre brand pink ribbon pepper spray.
[01:29:59.466 --> 01:30:05.033]  For every Sabre pink ribbon pepper spray sold, a donation will be made to the National Breast Cancer Foundation.
[01:30:05.313 --> 01:30:09.475]  Enter the word Pepper in the coupon box and you'll receive 10% off your order.
[01:30:09.715 --> 01:30:10.835]  So what are you waiting for?
[01:30:11.015 --> 01:30:12.436]  Go to Pepperspray.com.
[01:30:12.596 --> 01:30:14.436]  That's Pepperspray.com.
[01:30:14.656 --> 01:30:15.777]  Or call 1-800-908-9988.
[01:30:18.278 --> 01:30:18.898]  Call today.
[01:30:19.838 --> 01:30:22.999]  Before you throw away your used batteries, you need to listen to this.
[01:30:23.339 --> 01:30:25.100]  Now going green can save money.
[01:30:25.260 --> 01:30:30.542]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:30:30.802 --> 01:30:38.527]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:30:38.848 --> 01:30:48.134]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:30:48.434 --> 01:30:51.478]  Increasing capacity and maintaining cell integrity.
[01:30:51.638 --> 01:30:56.544]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:30:56.824 --> 01:31:02.050]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:31:02.370 --> 01:31:03.071]  Save your money.
[01:31:03.492 --> 01:31:04.413]  Save the environment.
[01:31:04.773 --> 01:31:07.655]  Visit us online at r-charge.com.
[01:31:07.675 --> 01:31:09.877]  That's r-charge.com.
[01:31:10.037 --> 01:31:13.620]  Or call us at 989-637-4179.
[01:31:13.860 --> 01:31:16.442]  That's 989-637-4179.
[01:31:16.622 --> 01:31:19.224]  Be a part of the revolution today.
[01:31:21.506 --> 01:31:26.810]  With rising unemployment and an economy that continues to fail comes an increase in crime.
[01:31:27.250 --> 01:31:28.991]  Are you safe when you walk to your car?
[01:31:29.532 --> 01:31:31.013]  Are your kids safe when they go out?
[01:31:31.673 --> 01:31:32.654]  Everyone needs something
[01:31:37.756 --> 01:31:39.157]  MrDefense.com.
[01:31:39.638 --> 01:31:46.784]  DPS is the strongest pepper spray on the market and is the same spray used by hundreds of law enforcement agencies from around the world.
[01:31:47.204 --> 01:31:48.005]  Need something more?
[01:31:48.405 --> 01:31:52.048]  The Stinger keychain is a great way to surprise a potential attacker.
[01:31:52.549 --> 01:32:00.656]  Mr. Defense carries the largest selection of stun guns, air tasers, knives, swords, batons, survival spy and tactical gear.
[01:32:01.196 --> 01:32:03.738]  Mention this ad and receive 10% off your order.
[01:32:04.119 --> 01:32:05.300]  Visit MrDefense.com
[01:32:05.640 --> 01:32:06.682]  We're good to go.
[01:32:19.209 --> 01:32:22.812]  Do you have aches and pains or suffer from indigestion or inflammation?
[01:32:23.192 --> 01:32:25.874]  Are you tired of feeling restless from insomnia?
[01:32:26.174 --> 01:32:33.699]  These symptoms are produced by harmful toxins, but with the correct information, understanding, and care, you can cleanse them from your body.
[01:32:33.959 --> 01:32:38.923]  Allomaster.com would like to help you begin the road to recovery with aloe vera.
[01:32:39.063 --> 01:32:47.389]  For over 4,000 years, aloe vera has been known for its therapeutic and healing properties, and is widely recognized as the plant that helps alleviate minor burns.
[01:32:47.629 --> 01:32:55.552]  Allomaster.com picks the best aloe leaves and produces the most potent aloe vera concentrated juices and freeze-dried capsules you can find.
[01:32:55.832 --> 01:33:04.115]  Allomaster.com offers products with ten times the potency of ordinary aloe products, enhancing the benefits of this ancient cleansing plant.
[01:33:04.355 --> 01:33:08.077]  Turn over a new leaf and visit us today at Allomaster.com.
[01:33:08.177 --> 01:33:10.558]  That's A-L-O-E, Master.com.
[01:33:11.118 --> 01:33:14.980]  Or call us at 1-800-934-A-L-O-E.
[01:33:15.100 --> 01:33:18.622]  That's 1-800-934-2563 today.
[01:33:22.784 --> 01:33:25.125]  Are you tired of searching for great talk radio?
[01:33:25.245 --> 01:33:26.425]  Well, search no more.
[01:33:26.505 --> 01:33:29.327]  We are the GCN Radio Network.
[01:33:31.088 --> 01:33:33.409]  Coming to you from the capital of Texas.
[01:33:34.069 --> 01:33:37.411]  Broadcasting the truth coast to coast and worldwide.
[01:33:37.951 --> 01:33:40.052]  This is the Alex Jones Show.
[01:33:42.012 --> 01:33:47.135]  The New World Order with its programmers admit that they're colonizing our minds, our souls.
[01:33:47.895 --> 01:33:52.558]  They are keeping us weak, confused, dumbed down, infighting.
[01:33:54.078 --> 01:33:55.319]  But the awakening is happening.
[01:33:55.359 --> 01:33:58.881]  David Icke, amazing guest, is our guest right now.
[01:33:59.241 --> 01:34:01.042]  DavidIcke.com is the website.
[01:34:01.062 --> 01:34:02.082]  We'll put that up on screen.
[01:34:02.403 --> 01:34:05.364]  Let's go to Ryan, first time caller from Georgia.
[01:34:05.704 --> 01:34:06.905]  You're on the air with David Icke.
[01:34:07.617 --> 01:34:07.917]  Yes.
[01:34:07.957 --> 01:34:09.118]  How you doing, Alex?
[01:34:09.338 --> 01:34:17.085]  First off, I just really want to tell you I'm very appreciative of this waking me up and informing me of all the information that's currently going on.
[01:34:17.965 --> 01:34:31.035]  And second, I just really want to say by far, I've been wanting to say this for a long time, Lindsey Williams, David Icke, Steve Quill, and Tex Mars are by far your most important guests that you have on your show.
[01:34:31.856 --> 01:34:36.660]  And I would just really appreciate if you can even get them on even more because every time they speak,
[01:34:37.763 --> 01:34:47.167]  Uh, they get really straight into the point and they inform us with information of how these people are thinking and pretty much what their next steps are going to be.
[01:34:56.858 --> 01:34:58.059]  Yeah, well, that'd be great.
[01:34:58.079 --> 01:34:59.040]  Well, thanks very much, Ryan.
[01:34:59.500 --> 01:35:00.301]  Thanks very much for that.
[01:35:00.681 --> 01:35:03.484]  I'll give you an example of how things are moving on, though.
[01:35:04.324 --> 01:35:06.646]  I'm coming to America in about 10 days.
[01:35:06.666 --> 01:35:08.388]  I'm going to be there for about two and a half months.
[01:35:08.408 --> 01:35:12.231]  I'm talking in Los Angeles on the 16th for seven hours, and then I'm going down to speak in Mexico.
[01:35:12.991 --> 01:35:15.453]  After that, I'm going all over the world.
[01:35:15.993 --> 01:35:16.714]  I'm going to Greece.
[01:35:16.754 --> 01:35:17.654]  I'm going to Australia.
[01:35:17.754 --> 01:35:21.356]  I'm going to South America, to Brazil.
[01:35:21.497 --> 01:35:22.377]  I'm going to Croatia.
[01:35:22.397 --> 01:35:24.038]  I'm going to all these different places.
[01:35:24.799 --> 01:35:28.461]  A few years ago, crikey, I couldn't fill a phone box in England.
[01:35:28.601 --> 01:35:30.902]  This is the scale of the awakening that's going on.
[01:35:33.824 --> 01:35:41.388]  Well, David, I look at your website traffic, I look at my website traffic, it's all going straight up on the Google Trends and
[01:35:55.576 --> 01:35:57.957]  By the way, I talked to David a month and a half ago and he was on.
[01:35:57.997 --> 01:35:59.437]  He's agreed to come to Austin.
[01:36:00.018 --> 01:36:00.978]  I'm going to set that up.
[01:36:01.038 --> 01:36:09.120]  I have to probably talk to you in the next few days so I can go ahead and decide on a venue and set it up and get you over here for maybe a two-day event.
[01:36:09.441 --> 01:36:11.081]  The problem is getting a big enough venue.
[01:36:11.101 --> 01:36:12.442]  You can probably get 5,000 people.
[01:36:12.482 --> 01:36:12.982]  I can probably get 5,000.
[01:36:14.102 --> 01:36:16.823]  And so, but I need to find a time that's good for you.
[01:36:16.843 --> 01:36:19.983]  I need to nail that down and do that here in Austin, Texas.
[01:36:20.003 --> 01:36:21.244]  I think that's the place to do it.
[01:36:21.324 --> 01:36:22.664]  So I'll let that out of the bag.
[01:36:22.684 --> 01:36:26.865]  David's agreed to come here and speak with myself and he'll do his presentation.
[01:36:26.885 --> 01:36:29.786]  I'll do a briefer PowerPoint presentation.
[01:36:29.826 --> 01:36:34.747]  So that's coming up, the two of us teaming up, because we all have to come together during this critical time.
[01:36:34.787 --> 01:36:35.887]  I appreciate your call.
[01:36:36.027 --> 01:36:38.828]  Ryan, Anna in Idaho, you're on the air.
[01:36:38.888 --> 01:36:39.308]  Go ahead.
[01:36:41.248 --> 01:36:42.029]  Hello, can you hear me?
[01:36:42.329 --> 01:36:43.369]  Yes, Anna, you're on the air.
[01:36:44.278 --> 01:36:47.280]  I have to agree with the caller that was just on, Ryan.
[01:36:48.721 --> 01:36:53.064]  I love it when you have David Icke or Steve Quayle.
[01:36:53.084 --> 01:36:54.765]  I just wanted to say thank you.
[01:36:54.806 --> 01:36:55.686]  I'm a huge fan.
[01:36:56.707 --> 01:36:58.668]  I wish you could go on tour.
[01:36:58.708 --> 01:36:59.869]  I want to meet you in person.
[01:37:00.890 --> 01:37:02.391]  And that's all I wanted to say is thank you.
[01:37:02.731 --> 01:37:04.893]  Thank you to you and David and everything you do.
[01:37:05.393 --> 01:37:06.154]  Oh, thank you very much.
[01:37:06.174 --> 01:37:06.854]  What about Sawyer?
[01:37:08.635 --> 01:37:09.296]  Absolutely.
[01:37:09.916 --> 01:37:12.978]  Let's go ahead and talk to David in Montreal, Canada.
[01:37:12.998 --> 01:37:13.819]  You're on the air with David Icke.
[01:37:15.481 --> 01:37:15.781]  Yay!
[01:37:16.221 --> 01:37:16.582]  How's it going?
[01:37:17.162 --> 01:37:19.503]  I'm very happy to finally be able to speak to you both.
[01:37:20.063 --> 01:37:26.066]  I'm the webmaster of CriticalUnity.org and I syndicate a lot of both of your articles and videos on my site.
[01:37:26.786 --> 01:37:33.469]  As David mentioned, people need to take a good look at the big picture and not be intimidated by the elite's manipulation and scare tactics.
[01:37:34.069 --> 01:37:41.993]  The playing of the racial card is the only possible because racism was indirectly created by the elites by molding our worldviews
[01:37:42.654 --> 01:37:47.096]  As fascism unfolds, those who supported Obama, or any of these bloodlines, they're waking up.
[01:37:47.796 --> 01:37:50.597]  And we will stand against the corruption no matter what they throw at us.
[01:37:50.997 --> 01:37:53.478]  Our world, our lives, and our freedoms are at stake here.
[01:37:53.839 --> 01:38:04.483]  Because the people have been at the mercy of the malevolent... Sorry, I'm a bit nervous, but... We've been at the mercy of these malevolent... malevolent covers that have taken over our planet.
[01:38:05.503 --> 01:38:11.586]  The people are ready to hear the truth, but as long as the majority has no opportunity to even know about Infowars, DavidIke.com, or
[01:38:13.113 --> 01:38:13.876]  How will they wake up?
[01:38:14.438 --> 01:38:16.445]  Well, we're doing that now sir and I appreciate your call.
[01:38:16.465 --> 01:38:18.050]  I mean, I'm not exaggerating when I say.
[01:38:18.897 --> 01:38:28.221]  Without even looking, I can spend 10-15 minutes on YouTube and count up videos that people are posting of my TV show or audio, and it's over a million a week just with that.
[01:38:28.642 --> 01:38:35.465]  You know, I've produced films that have been seen, well, I can look on hit counters a piece tens of millions of times on the web, and that now is the new medium.
[01:38:35.505 --> 01:38:39.587]  And people have made tens of millions of copies of the tens of thousands of videos I've shipped out.
[01:38:39.667 --> 01:38:40.607]  Same thing with David.
[01:38:41.107 --> 01:38:43.688]  So, look at the newspapers failing.
[01:38:43.708 --> 01:38:46.890]  Look at mainstream media losing its ratings while Alternative explodes.
[01:38:47.291 --> 01:38:49.440]  So, the word is getting out, isn't it David?
[01:38:50.169 --> 01:39:01.659]  It is, and we're heading towards a real explosion because the curve in awakening is getting really exponential and starting to go upwards very fast.
[01:39:01.739 --> 01:39:09.245]  This is a great time, and you know, it's not a time to get fearful, and it's not a time to get depressed, although there are many reasons to do that.
[01:39:09.305 --> 01:39:10.426]  It's a collision course!
[01:39:10.486 --> 01:39:13.949]  Hold on, David, we're going to skip this one too in the time that we have.
[01:39:13.969 --> 01:39:16.692]  And just for Prison Planet, our TV viewers, for everybody else, we'll be right back.
[01:39:16.912 --> 01:39:17.252]  Stay with us.
[01:39:19.128 --> 01:39:22.051]  Okay, David, continue with what you were saying there.
[01:39:23.332 --> 01:39:36.445]  You know, the exponential curve is now heading straight upwards because as more and more people understand the basics of what is going on, they talk to more people and the whole thing expands.
[01:39:36.505 --> 01:39:39.288]  So you reach a point eventually when it's an explosion.
[01:39:39.708 --> 01:39:41.729]  And we're absolutely on the cusp of that now.
[01:39:41.789 --> 01:39:43.791]  In fact, we're already beginning to see some of it.
[01:39:44.191 --> 01:39:46.412]  So, you know, this is a wonderful time.
[01:39:47.253 --> 01:39:54.217]  This is not a time to get depressed and run away and try to find some, you know, some land to hide in away from everybody.
[01:39:54.277 --> 01:40:04.783]  This is a time to run straight at this, because these people, I absolutely have no doubt whatsoever, are starting to panic about what's happening in terms of public awareness of their game.
[01:40:06.292 --> 01:40:17.043]  If you go to Google Trends and look at DavidIke.com, Infowars.com, PrisonPlanet.com, Rents.com, all the hundreds of huge sites, my two are the biggest individually.
[01:40:17.103 --> 01:40:21.507]  Infowars is the largest alternative site, Prison Planet is the second largest, and there's Rents and Ike and others.
[01:40:22.904 --> 01:40:25.868]  If you look at them on the trends, it looks like this.
[01:40:25.888 --> 01:40:29.812]  I want to zoom in on this on the prisonplanet.tv camera over here if we can.
[01:40:30.493 --> 01:40:36.680]  And this is basically what the trend looks from 2003 when they started Google Trends, tracking all the sites, to 2008.
[01:40:36.921 --> 01:40:39.464]  You can go pull these up on a Google Trends site.
[01:40:39.904 --> 01:40:41.445]  Anyone can look at this for themselves.
[01:40:41.866 --> 01:40:52.474]  And the curve, the growth curve, is exactly the same for all of these alternative media, consciousness-expanding, you know, lie-breaking websites.
[01:40:52.614 --> 01:40:53.795]  It is hyperbolic.
[01:40:53.875 --> 01:40:55.196]  It is straight up David Icke.
[01:40:56.414 --> 01:41:12.569]  Yeah, so, you know, anyone that's sitting out there and is sort of frightened about doing anything or getting involved or all the rest of it, you know, there are millions and millions and billions and millions of people gathering now all over the world.
[01:41:12.609 --> 01:41:21.477]  We just need to get together and deal with this because we're in a position now where we're heading to a time when we can.
[01:41:22.278 --> 01:41:26.443]  I look back a few years and my goodness me, you thought, well, is anything going to change?
[01:41:26.523 --> 01:41:30.167]  But crikey, this is dreamland compared to where we were a few years ago.
[01:41:38.686 --> 01:41:38.906]  I think so.
[01:41:58.207 --> 01:42:08.290]  And I've apologized for that, but I'm going to do it again because you've been so big about it and for forgiving me, and also because I know that information is used out there still by people to try to drive a wedge, so I'll say it again.
[01:42:08.310 --> 01:42:08.570]  Yeah.
[01:42:08.910 --> 01:42:09.571]  I apologize.
[01:42:10.371 --> 01:42:11.491]  No problem, Alex.
[01:42:11.511 --> 01:42:17.853]  You know, we all have different opinions at different times, and they're not always correct, and they're not always... We all grow.
[01:42:17.873 --> 01:42:18.353]  We all grow.
[01:42:18.413 --> 01:42:19.614]  Yeah, of course we do.
[01:42:19.734 --> 01:42:26.236]  And what we need to do is drop anything that divides us, any fault lines, any of this nonsense, because
[01:42:26.676 --> 01:42:28.618]  Together, we're going to sort this.
[01:42:28.739 --> 01:42:29.700]  Divided, we're not.
[01:42:30.040 --> 01:42:31.902]  Well, I think all of us that are awakening are right.
[01:42:31.982 --> 01:42:33.604]  It's just we've got different perspectives.
[01:42:33.964 --> 01:42:34.465]  Exactly.
[01:42:34.585 --> 01:42:36.988]  And then I've just had a chance to move and see things from different angles.
[01:42:37.548 --> 01:42:44.236]  Let's go ahead and, I mean, what's different from what you're saying about an evil overarching force behind it all with what Christians are saying?
[01:42:44.296 --> 01:42:45.958]  Really, again, it's all perspective.
[01:43:19.494 --> 01:43:22.515]  Have you ever wanted to generate your own supply of electrical power?
[01:43:22.955 --> 01:43:26.257]  If so, this is going to be the most important message you will ever hear.
[01:43:26.737 --> 01:43:32.679]  Solar-powered generators are now available from Solutions from Science, one of GCN's oldest and most trusted sponsors.
[01:43:33.039 --> 01:43:37.181]  These emergency backup systems provide life-saving electrical power when you need it most.
[01:43:37.681 --> 01:43:43.404]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity for free.
[01:43:43.704 --> 01:43:46.765]  It's like having an electric power plant running quietly in your own home.
[01:43:46.785 --> 01:43:49.006]  Run sump pumps, shortwave radios,
[01:43:49.306 --> 01:43:51.527]  Computers, and even keep food from spoiling.
[01:43:51.767 --> 01:43:57.689]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[01:43:57.989 --> 01:44:02.610]  When the power goes out, you'll be ready with this solar power generator from Solutions from Science.
[01:44:02.950 --> 01:44:06.931]  Go to mysolarbackup.com and get off the grid today.
[01:44:07.291 --> 01:44:09.072]  That's mysolarbackup.com today.
[01:44:09.092 --> 01:44:09.632]  Or call 877-327-0365.
[01:44:09.652 --> 01:44:09.692]  877-327-0365.
[01:44:09.712 --> 01:44:10.352]  Don't wait.
[01:44:10.452 --> 01:44:10.853]  Call today.
[01:44:19.335 --> 01:44:23.139]  Do you have doubts about the stability of the dollar or your own financial future?
[01:44:23.539 --> 01:44:28.283]  Is a dismal growth rate or rapid inflation affecting the bottom line of your retirement savings account?
[01:44:28.543 --> 01:44:33.588]  Do you worry about uncontrollable economic events which could suddenly wipe out some or all of your hard-earned savings?
[01:44:33.868 --> 01:44:35.790]  You can turn adversity into opportunity.
[01:44:36.090 --> 01:44:44.376]  Individual retirement accounts and most 401Ks, 403Bs, SEPs and other retirement plans can be rolled over into self-directed accounts using gold and silver.
[01:44:44.396 --> 01:44:49.080]  There are definitely some do's and don'ts with this rollover process and that's where Midas Resources comes in.
[01:44:49.420 --> 01:44:50.200]  Call us at 1-866-MIDAS.
[01:44:51.241 --> 01:44:51.601]  Thank you.
[01:45:19.847 --> 01:45:23.150]  The United States is bankrupt and the bankers want you bankrupt also.
[01:45:23.411 --> 01:45:25.753]  How would you like to be debt free in 90 days?
[01:45:25.873 --> 01:45:26.534]  Guaranteed!
[01:45:26.934 --> 01:45:33.561]  DebtCrisisSolutions.com has helped tens of thousands out of debt since 1993 and will free you from the debt trap.
[01:45:33.861 --> 01:45:41.569]  DebtCrisisSolutions.com legally guarantees to put an end to wage garnishment, bank levies and liens and you won't pay one dime to creditors.
[01:45:41.809 --> 01:45:49.633]  With Debt Crisis Solutions Program, you'll also restore your credit history and be protected from legal action without making one more payment to creditors.
[01:45:49.893 --> 01:45:57.097]  DebtCrisisSolutions.com specializes in credit report restoration, preventing wage garnishment and bank levies, liens, and judgments.
[01:45:57.498 --> 01:45:59.619]  Doing nothing doesn't make the debt go away.
[01:45:59.819 --> 01:46:02.380]  Become debt-free in 90 days, guaranteed!
[01:46:02.560 --> 01:46:05.782]  Call Debt Crisis Solutions now for a free consultation at 718-615.
[01:46:08.263 --> 01:46:16.908]  The headlines are clear.
[01:46:17.208 --> 01:46:24.192]  The worldwide economic collapse is here.
[01:46:24.652 --> 01:46:27.234]  The military is being positioned for martial law.
[01:46:27.874 --> 01:46:29.515]  The mark of the beast is at hand.
[01:46:29.635 --> 01:46:32.777]  Governments are calling for a new world cashless economic system.
[01:46:32.797 --> 01:46:35.518]  Having a long-term food solution is your only hope.
[01:46:35.698 --> 01:46:36.599]  To stay free.
[01:46:37.589 --> 01:46:41.031]  Now, Survivalist Seeds introduces their Escape the Beast Kit.
[01:46:41.252 --> 01:46:44.594]  24 varieties of all-natural, non-genetically modified heirloom seeds.
[01:46:44.634 --> 01:46:47.336]  For true patriots and homesteaders wanting food insurance.
[01:46:47.476 --> 01:46:52.099]  That's over 5 pounds of rare historic seeds for a penny per seed.
[01:46:52.119 --> 01:46:55.181]  15,000 seeds that will feed a family healthy food for 7 years.
[01:46:55.221 --> 01:47:05.868]  Big John Lipscomb, host of Don't Tread on Me, is including an instructional DVD that will teach you how to earn big money selling the produce from his incredible heirloom seeds back to him, restaurants, and small delis.
[01:47:07.509 --> 01:47:08.770]  Thank you for listening to GCN.
[01:47:08.870 --> 01:47:10.011]  Visit GCNlive.com today.
[01:47:30.311 --> 01:47:32.292]  Final segment with David Icke.
[01:47:32.352 --> 01:47:36.855]  Only have time to make a few final calls with him because I have some special information I'm going to be covering.
[01:47:39.657 --> 01:47:41.898]  Let's go ahead and jam in.
[01:47:43.239 --> 01:47:44.500]  Who is up next here, John?
[01:47:44.520 --> 01:47:45.660]  I got confused with the calls.
[01:47:45.961 --> 01:47:46.961]  Mark and P.A.?
[01:47:47.201 --> 01:47:48.062]  Oh, John in Canada.
[01:47:48.402 --> 01:47:50.643]  John in Canada, you're on the air with David Icke.
[01:47:51.584 --> 01:47:53.145]  How's it going there, Alex?
[01:47:53.605 --> 01:47:54.005]  Good, sir.
[01:47:54.946 --> 01:47:55.466]  Awesome.
[01:47:55.867 --> 01:47:57.848]  I just want to thank you guys very much for
[01:47:58.717 --> 01:48:01.259]  Giving us an alternate source of international news right now.
[01:48:01.780 --> 01:48:03.161]  And I enjoy your show greatly.
[01:48:03.961 --> 01:48:11.948]  Alex, did you know that this last Christmas here in Canada was the first white one that we've had across the country since 1974?
[01:48:13.069 --> 01:48:13.990]  Yes.
[01:48:14.310 --> 01:48:22.156]  Global cooling is happening because the sun has, for the first time in 300 years of recording it, no sunspots, which are the huge flares.
[01:48:22.717 --> 01:48:25.019]  And so the Earth is rapidly cooling.
[01:48:26.269 --> 01:48:31.912]  This is another area, Alex and John, where Obama comes into play.
[01:48:32.412 --> 01:48:36.614]  It's another one of his solutions in the agenda behind him.
[01:48:37.155 --> 01:48:45.019]  You people will have noticed that his, if you like, environmental energy science advisor network of people are all
[01:48:46.299 --> 01:48:49.761]  Yeah, and we just missed the big carbon tax thing here with the last election.
[01:48:49.781 --> 01:48:52.342]  It was one of the main platforms for the Liberal Party.
[01:48:52.462 --> 01:48:57.424]  And I've talked to some people about the Liberal Party and how they're involved with
[01:49:14.286 --> 01:49:23.131]  It's not just the Liberal Party now either, it's also the Conservatives who are involved with the Power Corporation of Canada, who in turn is also linked with the genocide in Sudan.
[01:49:23.631 --> 01:49:34.857]  And every Prime Minister we've had in Canada almost since Trudeau, including Trudeau, has all been on the board of directors for the Power Corporation of Canada.
[01:49:35.497 --> 01:49:40.560]  And Paul Volcker actually was on the International Advisory Committee as well.
[01:49:42.785 --> 01:49:45.167]  You tell people this and they go, oh, that's just business.
[01:49:45.187 --> 01:49:47.048]  It's got nothing to do with politics.
[01:49:50.931 --> 01:49:54.634]  Business in terms of the Illuminati is control.
[01:49:54.714 --> 01:49:56.235]  I mean, that's what business is for.
[01:49:56.695 --> 01:49:57.936]  They're just arms of control.
[01:49:58.316 --> 01:50:08.503]  This is why when I hear people of the left dismissing the global conspiracy and saying globalization is just greedy corporations, it's not greedy corporations.
[01:50:08.724 --> 01:50:10.465]  Corporations are a vehicle.
[01:50:11.084 --> 01:50:11.925]  Hello, this is Mark.
[01:50:12.005 --> 01:50:12.825]  Hello, Mark.
[01:50:12.845 --> 01:50:13.285]  Hello.
[01:50:13.345 --> 01:50:17.648]  I want to thank both of you for opening my perceptions, as well as many others around the planet,
[01:50:41.223 --> 01:50:43.604]  To the truth of what is really happening.
[01:50:44.324 --> 01:50:50.966]  I'm pretty much a non-traditionalist, a non-conformist, but there are many out there who aren't.
[01:50:51.646 --> 01:50:57.067]  They're busy doing what they're doing.
[01:50:57.107 --> 01:50:59.708]  They want to believe in the good in government.
[01:50:59.728 --> 01:51:01.728]  They want to believe in the good in their community and all of this.
[01:51:02.328 --> 01:51:05.349]  The reality is these things are happening and they're not even aware of it.
[01:51:05.969 --> 01:51:08.210]  When I start to share these things, as well as others,
[01:51:09.013 --> 01:51:09.874]  I'm sure I'm not alone.
[01:51:10.034 --> 01:51:15.858]  When you share these ideas, these perceptions with people, at first they look at you like, oh, that can't be.
[01:51:16.038 --> 01:51:17.759]  Then they're in shock.
[01:51:17.899 --> 01:51:20.481]  Then they're like the deer in the headlights.
[01:51:20.501 --> 01:51:32.209]  What comes up to me, and I appreciate very much that you guys are opening our perceptions to these things that are happening and continuing to investigate and research and find out what they're continuing to do, but here's the thing.
[01:51:32.790 --> 01:51:37.873]  When it comes down to it, people are in shock at first, and then they don't know what to do.
[01:51:39.213 --> 01:51:55.660]  I've listened, I've watched your show or listened to your show, Alex, many, many times, and I've read your materials, Mr. Ike, and the thing about it is when you boil it all down, people don't know what to do, like taking simple steps of what to do to respond.
[01:51:55.680 --> 01:51:56.120]  Alright, I hear you.
[01:51:56.160 --> 01:51:57.480]  We have to end this here in just a moment.
[01:51:57.500 --> 01:51:58.681]  I'm going to let you go, and I'm sorry.
[01:51:59.061 --> 01:52:03.903]  No more time to go to Tim, Rob, and many others that are holding, and I want David to be able to close out in the last minute here.
[01:52:04.923 --> 01:52:07.325]  Last time we had David on, the time before that, he went through.
[01:52:07.385 --> 01:52:08.946]  Just say no to national ID cards.
[01:52:09.446 --> 01:52:11.207]  Say no to giving up your personal information.
[01:52:11.247 --> 01:52:12.268]  Start growing a garden.
[01:52:12.588 --> 01:52:15.070]  Start talking to your neighbors about the elite.
