[00:00:14.235 --> 00:00:15.537]  ReadyReserveFoods.com.
[01:11:01.598 --> 01:11:10.285]  In July 2006, the United States District Court for the Northern District of California, in which the suit was filed, rejected a federal government motion to dismiss the case.
[01:11:10.525 --> 01:11:14.448]  The motion to dismiss, which invoked the state's secret privilege.
[01:11:14.468 --> 01:11:15.489]  See, they tried to get rid of it.
[01:11:15.809 --> 01:11:18.171]  They said, because of state secrets, this has to go.
[01:11:18.972 --> 01:11:24.816]  Had argued that any court review of the alleged partnership between the federal government and AT&T would harm national security.
[01:11:25.116 --> 01:11:26.978]  Let's just invoke national security.
[01:11:26.998 --> 01:11:28.239]  You want to be safe, don't you?
[01:11:28.863 --> 01:11:33.385]  Remember, Obama talked about security and prosperity in his speech.
[01:11:33.425 --> 01:11:34.545]  In fact, you want to see the whole speech.
[01:11:35.445 --> 01:11:39.667]  It's over at theinfowarrior.com right now, with this clip we're about to play.
[01:11:40.727 --> 01:11:45.469]  The case was immediately appealed to the 9th Circuit, where it has been argued and still awaits a decision.
[01:11:46.529 --> 01:11:48.270]  Three and a half years later,
[01:11:49.432 --> 01:11:56.078]  We are awaiting a decision on whether it is unconstitutional for the government to track, trace, and database everything we do!
[01:11:56.419 --> 01:11:57.240]  Are you out of your mind?
[01:11:57.260 --> 01:11:58.621]  Of course it's unconstitutional!
[01:11:58.841 --> 01:11:59.962]  Of course it needs to stop!
[01:12:00.603 --> 01:12:12.594]  But the government loves you, and they will just come out more and more for this, more outward with the Cybersecurity Act, with the Cyberbullying Act, with now a Cybersecurity Coordinator, a new bureaucracy.
[01:12:12.894 --> 01:12:13.415]  But remember,
[01:12:14.108 --> 01:12:15.249]  Here it is, right here.
[01:12:15.329 --> 01:12:16.611]  They're already doing it.
[01:12:16.651 --> 01:12:18.133]  They're already spying on you.
[01:12:18.393 --> 01:12:19.074]  Hit the clip.
[01:12:19.494 --> 01:12:30.386]  To the Dirksen building in Washington tomorrow, the Senate Judiciary Committee will consider whether to protect some of America's most powerful corporate executives from the legal consequences of having spied on the rest of us in this country.
[01:12:31.016 --> 01:12:46.209]  On our third story tonight, an AT&T whistleblower today told members of Congress much more than that is at stake with the secret crimes that took place at room 641A of AT&T's Folsom Street facility in San Francisco, and potentially at others across the country.
[01:12:46.569 --> 01:12:52.354]  Specifically, retired 22-year AT&T technician Mark Klein says that despite Mr. Bush's claims, the U.S.
[01:12:52.374 --> 01:12:54.396]  government used AT&T's cooperation
[01:12:54.736 --> 01:13:01.762]  Despite not only on overseas communications, but to vacuum up virtually all of America's use of the internet for years.
[01:13:02.182 --> 01:13:04.784]  Email, Googling, web surfing, you name it.
[01:13:05.144 --> 01:13:09.628]  Thanks to AT&T secure rooms like 641A in San Francisco.
[01:13:09.908 --> 01:13:12.450]  Cisco accessible only to those cleared by the NSA.
[01:13:12.990 --> 01:13:37.497]  Client obtaining AT&T schematics showing how the company used splitters to send SecureRoom 641A, a duplicate of every fiber optic signal, routed through its facilities and involved not just AT&T customers but virtually every internet and telecommunications company and virtually all email and web traffic in the country without a warrant, without any mechanism for separating domestic from overseas, without separating suspect from citizen.
[01:13:38.177 --> 01:13:51.208]  We welcome now former AT&T technician Mark Klein, whose documentation and claims are now part of a class action lawsuit against AT&T, one of 38 telecom spy lawsuits AT&T so far declining to comment on the specifics of these allegations.
[01:13:51.368 --> 01:13:53.270]  Mr. Klein, great thanks for speaking out tonight.
[01:13:53.310 --> 01:13:54.110]  Thanks for inviting me.
[01:13:54.551 --> 01:13:57.513]  The Senate is considering granting the telecom executives immunity.
[01:13:58.334 --> 01:14:00.195]  You lobbied Congress today not to do so.
[01:14:00.215 --> 01:14:00.756]  How come?
[01:14:02.003 --> 01:14:10.947]  Well, if they give them immunity, it would probably shut down the lawsuit that I'm a witness for, and then the American people won't find out what's really going on.
[01:14:11.588 --> 01:14:14.469]  And so, that's why I'm here, to stop immunity.
[01:14:14.529 --> 01:14:18.031]  Congress should let the judicial process go forward.
[01:14:18.732 --> 01:14:19.473]  Two-parter here.
[01:14:19.833 --> 01:14:31.562]  First, can you explain to those of us who can use the internet but would not be able to tell the difference between its physical form and, you know, a box full of guitar strings, exactly what happened in that secure room or secret room 6418?
[01:14:32.723 --> 01:14:46.074]  I don't know what goes on in the secret room because I didn't have security clearance, but I know what went on outside because my job, I worked in the internet room, my job was to connect circuits into the splitter device
[01:14:46.673 --> 01:14:48.694]  Which was hardwired to the secret room.
[01:14:49.495 --> 01:14:57.020]  And effectively, the Splitter copied the entire data stream of those internet cables into the secret room.
[01:14:57.060 --> 01:15:03.524]  And we're talking about phone conversations, email, web browsing, everything that goes across the internet.
[01:15:04.064 --> 01:15:06.906]  And that device, the Splitters, is a dumb device.
[01:15:06.946 --> 01:15:08.908]  It doesn't do any selection at all.
[01:15:09.868 --> 01:15:13.413]  And the follow-up to that, as you mentioned, you didn't have the security, the NSA clearance.
[01:15:13.854 --> 01:15:17.519]  So give us an idea how you know all this, in addition, obviously, to your expertise as a technician.
[01:15:17.539 --> 01:15:25.090]  Well, as a technician, I had the engineering wiring documents, which told me how the splitter was wired to the secret room.
[01:15:25.931 --> 01:15:29.154]  And so I had to know that in order to do my job.
[01:15:29.694 --> 01:15:35.219]  And so I know that whatever went across those cables was copied.
[01:15:35.339 --> 01:15:39.322]  The entire data stream was copied into the secret room.
[01:15:40.012 --> 01:15:43.793]  The splitter device has no selective capability.
[01:15:43.813 --> 01:15:44.813]  It just copies everything.
[01:15:45.293 --> 01:15:49.594]  We're talking about domestic traffic as well as international traffic.
[01:15:49.914 --> 01:15:51.634]  And that's what got me upset to begin with.
[01:15:51.654 --> 01:15:53.975]  Yeah, I was just going to say, Mr. Cronin... Alright, let's pull the clip.
[01:15:54.015 --> 01:15:55.835]  I mean, it's pretty obvious what's going on.
[01:15:56.255 --> 01:16:02.017]  Alright, and again, this has gone on for at least three plus years.
[01:16:02.557 --> 01:16:04.937]  It's probably been going on long before that, folks.
[01:16:05.437 --> 01:16:08.358]  If you don't think that they have a mechanism out there,
[01:16:09.941 --> 01:16:13.746]  To literally database everything you do, you're not paying attention.
[01:16:14.306 --> 01:16:19.873]  And now they want to regulate what websites you can go to, what you can visit, the information on those sites, what you can say.
[01:16:20.073 --> 01:16:21.255]  Don't hurt anybody's feelings.
[01:16:21.595 --> 01:16:23.678]  You'll be charged with cyberbullying.
[01:16:23.958 --> 01:16:24.739]  We'll be back after this.
[01:16:24.759 --> 01:16:25.680]  It's the Alex Jones Show.
[01:16:25.900 --> 01:16:27.883]  PrisonPlanet.tv, InfoWars.com.
[01:16:32.614 --> 01:16:34.496]  The world appears to be on the brink of collapse.
[01:16:34.796 --> 01:16:41.704]  Experts say a pinch of heirloom vegetable seed could soon be the most valuable resource on Earth because it will provide healthy food now and every year after.
[01:16:41.924 --> 01:16:47.770]  Survivalistseeds.com now has the heirloom garden seed time capsule, allowing you to store your seeds for the future anywhere.
[01:16:47.910 --> 01:16:48.771]  Even underground.
[01:16:48.831 --> 01:17:01.059]  For 100 years, the Heirloom Garden Seed Time Capsule can withstand 3 tons of weight, is 100% roto-proof, waterproof, and comes with a whopping 6,000 healthy vegetable seeds from 20 varieties that will grow anywhere in the USA.
[01:17:01.219 --> 01:17:07.804]  Unless you trust the government, the Heirloom Garden Seed Time Capsule and Heirloom Seeds from survivalistseeds.com is your long-term food solution.
[01:17:08.004 --> 01:17:12.587]  Our competition charges $0.10 to $1.25 per seed for these same heirloom varieties.
[01:17:12.627 --> 01:17:20.293]  But you can now have a head of lettuce, a bundle of carrots, a basket of tomatoes, a giant watermelon, and 16 other varieties for about a penny a seed each!
[01:17:20.313 --> 01:17:21.033]  Be prepared!
[01:17:21.113 --> 01:17:26.257]  Buy your heirloom seeds today from SurvivalistSeeds.com and have food insurance for your family forever!
[01:17:26.357 --> 01:17:28.098]  Visit SurvivalistSeeds.com.
[01:17:28.178 --> 01:17:32.081]  SurvivalistSeeds.com is owned by Big John Lipscomb, host of the Don't Tread on Me radio show.
[01:17:32.421 --> 01:17:34.023]  Jim Newcomer from Midas Resources.
[01:17:34.243 --> 01:17:34.404]  May 29, 2009.
[01:17:34.464 --> 01:17:35.565]  Gold opened this morning at $9.7260.
[01:17:35.605 --> 01:17:39.229]  A one-ounce gold coin can be purchased for $1,000.21, $500.11 for a half-ounce, and $2.50.05 for the quarter-ounce.
[01:17:39.269 --> 01:17:40.090]  That's $1,021.511 and $2.50.05.
[01:17:51.984 --> 01:18:05.749]  How is it that we the people grow the cotton, weave it into fabric, engrave the ink, embed the strips and fibers that protect it from counterfeit, then cart the money off to a privately owned bank to have it lent back to us at interest, forcing us to pay taxes and servicing debt?
[01:18:05.990 --> 01:18:14.573]  Is this capitalism, or was Jefferson correct when he said, a central bank issuing a public currency is a greater menace to the liberties of the people than a standing army?
[01:18:14.853 --> 01:18:15.793]  Hi, Ted Anderson.
[01:18:15.913 --> 01:18:20.115]  I'm placing a silver dollar inside of a book that explains how the monetary system works.
[01:18:20.315 --> 01:18:21.395]  Call for your copy 1-800-686-2237.
[01:18:21.415 --> 01:18:23.236]  Isn't it time to understand the system?
[01:18:23.276 --> 01:18:23.436]  Call 800-686-2237.
[01:18:23.496 --> 01:18:23.816]  That's 800-686-2237.
[01:18:32.918 --> 01:18:39.903]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[01:18:40.143 --> 01:18:44.426]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[01:18:44.686 --> 01:18:49.809]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[01:18:50.310 --> 01:18:57.414]  Using Plasma pH Drops is one of the best ways to make your water alkaline, to help you get rid of acid and regain your health and energy.
[01:18:57.835 --> 01:19:02.738]  Simply put 10 drops per liter of water you drink to raise the pH to the ultimate level.
[01:19:03.198 --> 01:19:08.660]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[01:19:09.040 --> 01:19:14.562]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[01:19:14.842 --> 01:19:20.565]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:19:20.805 --> 01:19:23.306]  That's A-L-K-A Vision dot com.
[01:19:23.566 --> 01:19:24.286]  Or by calling 269-216-9767.
[01:19:24.306 --> 01:19:24.526]  269-216-9767 today!
[01:19:33.246 --> 01:19:38.710]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:19:38.750 --> 01:19:39.290]  and the world.
[01:19:39.531 --> 01:19:42.993]  And for the first time in their lives, they are feeling the need for preparedness.
[01:19:43.393 --> 01:19:49.638]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:19:49.898 --> 01:19:51.679]  Ready Reserve is the manufacturer.
[01:19:51.939 --> 01:19:57.163]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish.
[01:19:57.363 --> 01:19:59.905]  With double enameled cans and nitrogen packaging.
[01:20:00.145 --> 01:20:04.589]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:20:04.849 --> 01:20:10.394]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:20:10.654 --> 01:20:12.676]  Many companies do not even offer a catalog.
[01:20:12.836 --> 01:20:16.219]  We will be more than happy to send a catalog to you, free of charge.
[01:20:16.539 --> 01:20:16.839]  Dial 1-800-453-2202.
[01:20:16.859 --> 01:20:16.919]  1-800-453-2202.
[01:20:16.939 --> 01:20:18.641]  Or visit our website at readyreservefoods.com.
[01:20:24.986 --> 01:20:27.508]  You're listening to GCN, the Genesis Communications Radio Network.
[01:20:48.012 --> 01:20:56.819]  We are back live this final day of May talking cyber security and, you know, Obama worked in all the slickest of tricks into his speech.
[01:20:56.939 --> 01:20:58.740]  Oh, it's to protect you from Al-Qaeda.
[01:20:58.780 --> 01:21:00.782]  Don't you remember when Russia attacked Georgia?
[01:21:00.802 --> 01:21:05.926]  It's gonna be good, good when all the medical records are digitized and we have our smart grid.
[01:21:06.226 --> 01:21:09.649]  And don't worry, we would never spy on the American public.
[01:21:10.209 --> 01:21:19.477]  Meanwhile, they've been doing it through the past administration, and this administration is really just an extension of the Bush administration, making things much, much worse.
[01:21:19.517 --> 01:21:21.338]  The same agenda goes forward.
[01:21:21.839 --> 01:21:23.540]  Alex Jones on the line to discuss it with us.
[01:21:23.620 --> 01:21:23.880]  Alex?
[01:21:24.861 --> 01:21:29.325]  Yes, yes, from San Antonio now, calling into my own show here.
[01:21:29.365 --> 01:21:37.792]  Jason Hellman coming in via AT&T iPhone spy device, which they admit under 1996 telecommunications law is designed
[01:21:38.252 --> 01:21:39.092]  It's coming in rather well.
[01:21:39.172 --> 01:21:41.874]  AT&T provides the slaves with the best of service.
[01:22:04.574 --> 01:22:06.636]  I have been on all the radios since 1996.
[01:22:06.836 --> 01:22:08.337]  Everybody heard me in 1996 and 1997.
[01:22:08.377 --> 01:22:16.724]  Right here in Austin and all over the country talking about the Telecommunications Act of 1996.
[01:22:19.306 --> 01:22:21.027]  Okay, now 13 years ago.
[01:22:22.148 --> 01:22:26.191]  And that stated that federal law was 9 billion dollars of funds
[01:22:26.971 --> 01:22:34.678]  To make the phone companies and the telecommunications internet by law, everything recorded, everything tracked.
[01:22:34.798 --> 01:22:47.049]  Just like the emergency alert system of 1996, under an Emergency Preparedness Act, all radio, all TV, the final piece of device it wires through is a FEMA box.
[01:22:47.589 --> 01:22:54.291]  That they can remote control by shortwave radio, which dials in with their audio broadcast and takes over broadcast.
[01:22:54.911 --> 01:22:58.012]  So, and all engineers listening know about this.
[01:22:58.132 --> 01:23:01.673]  So, the Marshall Law NorthCom grid, they set up back in the 90s.
[01:23:01.693 --> 01:23:03.234]  They didn't set NorthCom up in 2002.
[01:23:05.331 --> 01:23:07.393]  They're out of Colorado Springs, Colorado.
[01:23:07.833 --> 01:23:08.893]  That is in control.
[01:23:08.974 --> 01:23:12.096]  And so, they always say, we took your rights away after 9-11.
[01:23:12.196 --> 01:23:15.217]  First Bush said, I promise we're not listing without warrants.
[01:23:15.298 --> 01:23:19.200]  Then it came out they were, but they made it partisan like Bush started it.
[01:23:19.820 --> 01:23:28.246]  The NSA, without warrants, has been listing the American people since the 1947 National Security Act and really before that.
[01:23:29.185 --> 01:23:43.918]  But they designed the entire infrastructure with the federal grants to industry and under law, where everything, you know, the joke of the World Wide Web that, you know, the shadow government set up was it was World Wide Wiretap.
[01:23:44.448 --> 01:23:46.609]  You know, that was the worldwide wiretap.
[01:23:46.869 --> 01:23:47.849]  That was the big choke.
[01:23:47.869 --> 01:23:50.170]  And that's why it's called FUSDEC.
[01:23:50.650 --> 01:23:52.710]  It is, they call it a control grid.
[01:23:52.750 --> 01:23:55.631]  MIT brags it is a control grid.
[01:23:56.171 --> 01:23:58.052]  And that's what they're saying with cyber security.
[01:23:58.612 --> 01:24:07.574]  French News Agency today said what I was saying on the show last Friday was that this is a global military dominant system, not by the US.
[01:24:07.594 --> 01:24:10.875]  The US is just a captured territory of the private banks.
[01:24:11.960 --> 01:24:25.708]  And so when they claim, oh, we just started spying on you without warrants to stop Al-Qaeda hitting you and hitting you hard... No, by law since 96, of course they had laws saying blacks weren't humans, and Native Americans should be killed, so forget their fraudulent laws.
[01:24:27.088 --> 01:24:35.213]  Everything is a giant wiretap where they're finding out what we think, what we're doing, and they're now announcing they're spying on us to create a chilling effect
[01:24:36.247 --> 01:24:37.067]  Oh sure they are!
[01:24:53.835 --> 01:24:58.896]  And then now it's just mainstream news in everybody's face, but it's all for your own good.
[01:24:58.956 --> 01:25:14.559]  And Hannah Montana, the cartoon character, is out promoting the Cyber Bullying Act that word-for-word says federal bans on free speech, anything the feds say that can hurt your feelings, federal felony charges.
[01:25:14.579 --> 01:25:19.500]  Go read the Cyber Bullying Act being promoted on all the kids' TV shows.
[01:25:20.300 --> 01:25:21.801]  It's all happening.
[01:25:21.841 --> 01:25:23.022]  The end of America.
[01:25:23.082 --> 01:25:25.323]  And a lot of you are like, I don't care if they take my rights.
[01:25:25.343 --> 01:25:27.505]  I just want to watch football and act tough.
[01:25:27.965 --> 01:25:37.171]  Well, they're taking your rights so they can take your pension funds and take your liberties and freedom so you can't resist and ever get the government back and bring the globalists to justice.
[01:25:37.431 --> 01:25:39.052]  This is a rearguard action.
[01:25:39.452 --> 01:25:41.514]  So the social engineers of the New World Order
[01:25:42.034 --> 01:25:45.397]  Can control society, Jason Vermas.
[01:25:45.417 --> 01:25:52.022]  And I'm going to be covering all this coming up on the show tomorrow, but I'm going to let you get back to breaking that down and covering the news.
[01:25:52.042 --> 01:25:54.684]  This is what the face scanning cameras on street corners are about.
[01:25:55.105 --> 01:26:01.130]  Why you can't smile now with your driver's license, because it might mess up the face scanners because you're not normally smiling.
[01:26:01.150 --> 01:26:02.131]  That's a reverse.
[01:26:02.151 --> 01:26:03.071]  You're going through scanners.
[01:26:03.091 --> 01:26:06.094]  You can smile and fool them because they're meant for your straight face.
[01:26:06.654 --> 01:26:12.100]  Uh, that's what the, uh, uh, the, the, the Heat Resonance ID scans they've got all of us are for.
[01:26:12.441 --> 01:26:14.603]  The trackers, that's what the license plate readers are for.
[01:26:14.904 --> 01:26:16.045]  Pentagon design.
[01:26:16.225 --> 01:26:18.448]  But the Pentagon works for offshore banks now.
[01:26:18.688 --> 01:26:19.569]  We've been seized.
[01:26:19.749 --> 01:26:20.951]  Go ahead and laugh, listeners.
[01:26:21.391 --> 01:26:23.393]  The bankers will take everything you've got.
[01:26:23.693 --> 01:26:24.694]  They are eugenicists.
[01:26:24.974 --> 01:26:26.035]  Jason Vermas, take it over.
[01:26:26.436 --> 01:26:39.809]  Yeah, they are taking everything they've got, and if you don't realize it, we're going to be playing a clip up in the next segment where this woman is now forced to take her children to the mobile medical vans, but it's okay, because they have fun colors and my children like them, and that's where...
[01:26:40.129 --> 01:26:42.151]  We'll get our swine flu vaccines.
[01:26:42.411 --> 01:26:47.595]  Meanwhile, we finally have somebody coming out in mainstream media saying the swine flu fear is out of proportion.
[01:26:48.175 --> 01:26:57.502]  An infectious disease expert says fears about the spread of swine flu are out of proportion to the threat posed by the disease and people who are not showing symptoms do not need to be quarantined.
[01:26:58.138 --> 01:26:59.678]  And this is out of ABC News.
[01:26:59.698 --> 01:27:01.499]  He's basically saying there's no need for quarantines.
[01:27:01.519 --> 01:27:02.419]  This is very mild.
[01:27:02.639 --> 01:27:04.539]  It's actually lighter than the regular flu.
[01:27:04.819 --> 01:27:06.259]  I don't know why they're hyping this up.
[01:27:06.459 --> 01:27:08.860]  There's no need to vaccinate yourself against it.
[01:27:09.080 --> 01:27:22.262]  And by the way, this week it comes out of the Mayo Clinic in Minnesota that if you take the regular flu vaccine, and let me hit you hard with this one, you take the regular flu vaccine, you are three times more likely to get the flu.
[01:27:22.682 --> 01:27:26.523]  Now who in their right mind would stick themselves with a needle that they pay for
[01:27:27.043 --> 01:27:29.924]  To be three times more likely to get sick.
[01:27:30.324 --> 01:27:34.366]  And even in the article, the mainstream tries to peddle it like it's no big deal.
[01:27:34.426 --> 01:27:35.846]  It's not in the headline.
[01:27:36.366 --> 01:27:37.387]  Oh, it's a good thing.
[01:27:37.427 --> 01:27:39.327]  You still want to take your flu vaccine.
[01:27:39.527 --> 01:27:40.448]  These people make me ill.
[01:27:40.848 --> 01:27:44.389]  They seriously, really, really make me ill.
[01:27:44.549 --> 01:27:46.950]  And that cyberbullying act is H.R. 1966.
[01:27:49.791 --> 01:27:51.133]  And, uh, let me just read some of this.
[01:27:51.453 --> 01:28:03.425]  Cyberbullying can cause physical harm, including depression, negatively impact academic performance, safety, and the well-being of children in school.
[01:28:03.705 --> 01:28:04.726]  It's for the kids!
[01:28:05.086 --> 01:28:06.007]  The children!
[01:28:06.027 --> 01:28:13.555]  It can force children to change schools, and in some cases, lead to extreme violent behavior, including murder and suicide.
[01:28:14.167 --> 01:28:15.667]  Well, a lot of things can do that.
[01:28:15.847 --> 01:28:16.988]  Should we ban all those, too?
[01:28:17.168 --> 01:28:19.989]  Hey, they're already banning dodgeball in a lot of school districts.
[01:28:20.189 --> 01:28:21.309]  That's how soft we are.
[01:28:21.689 --> 01:28:22.809]  That's how soft we've become.
[01:28:23.010 --> 01:28:29.791]  That was, like, what I was looking forward to as a child when I was in school, the 30 minutes of recess to go play a little dodgeball.
[01:28:29.811 --> 01:28:31.672]  Maybe we'd be lucky enough to do so in gym class.
[01:28:31.972 --> 01:28:34.193]  But we don't want to build character anymore.
[01:28:34.373 --> 01:28:35.853]  We don't want our kids physically fit.
[01:28:36.034 --> 01:28:39.815]  That's why we feed them high fructose corn syrup cut with mercury.
[01:28:39.975 --> 01:28:40.675]  It's not bad enough.
[01:28:40.875 --> 01:28:48.798]  The high fructose corn syrup shows that it is the cause of most of the diabetes and, you know, health issues out there for young people.
[01:28:48.838 --> 01:28:50.819]  Let's just dumb them down a little bit with a heavy metal.
[01:28:50.839 --> 01:28:51.639]  That's a good idea.
[01:28:52.020 --> 01:28:52.760]  That sounds great.
[01:28:53.320 --> 01:28:54.180]  You know, let's take a call.
[01:28:54.220 --> 01:28:55.921]  Let's go to Rod in Oregon.
[01:28:55.981 --> 01:28:56.721]  Rod, you're on the line.
[01:28:58.202 --> 01:28:58.502]  Yes, sir.
[01:28:58.542 --> 01:28:59.202]  Hey, Jason.
[01:28:59.442 --> 01:29:00.483]  Hey, great job, buddy.
[01:29:01.656 --> 01:29:12.228]  Hey, I don't want to take you off your agenda, but I guess I came in a little later, but I had a comment about these highway pirates that continue to, you know, beat people up.
[01:29:12.309 --> 01:29:20.218]  And I get the impression that most of these guys that are in this kind of a mindset grew up on violent video games and watching SWAT team movies.
[01:29:20.896 --> 01:29:23.760]  Well, that is definitely a possibility, sir, and I thank you for the call.
[01:29:23.800 --> 01:29:27.045]  But, you know, violence, you know, that was around before video games.
[01:29:27.105 --> 01:29:28.727]  It was around before television.
[01:29:28.747 --> 01:29:30.470]  And are they using predictive programming?
[01:29:30.490 --> 01:29:31.011]  You bet they are.
[01:29:31.031 --> 01:29:31.872]  That's the Alex Jones Show.
[01:29:31.892 --> 01:29:32.653]  We'll be back after this.
[01:29:34.151 --> 01:29:35.032]  Spring is here.
[01:29:35.272 --> 01:29:36.073]  Growing season.
[01:29:36.253 --> 01:29:38.234]  The economy is not getting any better.
[01:29:38.434 --> 01:29:39.835]  In fact, it's getting worse.
[01:29:40.156 --> 01:29:40.816]  Think about it.
[01:29:41.136 --> 01:29:44.979]  At this rate, how will your life be in a month or even a year?
[01:29:45.219 --> 01:29:48.682]  Maybe you've been putting things off, but the time to act is now.
[01:29:48.902 --> 01:29:51.484]  You need to get your seeds before it's too late.
[01:29:51.744 --> 01:30:03.613]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:30:03.933 --> 01:30:10.734]  Grow your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee, and tobacco.
[01:30:10.874 --> 01:30:17.476]  With detailed growing guides available to you at no charge, you can maximize your harvest and investment.
[01:30:17.736 --> 01:30:18.576]  And the best part?
[01:30:18.876 --> 01:30:20.916]  All orders ship within 24 hours.
[01:30:21.196 --> 01:30:23.857]  So head over to OrganicaSeed.com.
[01:30:24.057 --> 01:30:28.378]  That's O-R-G-A-N-I-C-A Seed dot com.
[01:30:28.618 --> 01:30:30.798]  OrganicaSeed.com today.
[01:30:32.799 --> 01:30:37.901]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:30:38.201 --> 01:30:46.464]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:30:46.764 --> 01:30:50.025]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[01:30:50.325 --> 01:30:53.267]  Do your herbal remedies have unwanted additives and fillers?
[01:30:53.548 --> 01:30:55.669]  Have you ever tested your body's pH level?
[01:30:56.050 --> 01:30:58.772]  Make the change to organic health and beauty products.
[01:30:59.032 --> 01:31:01.855]  Visit 2bnatural.com and order today!
[01:31:02.435 --> 01:31:10.862]  2bnatural.com carries exclusive all-natural chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[01:31:28.315 --> 01:31:30.217]  Visit 2benatural.com.
[01:31:30.418 --> 01:31:32.961]  That's T-O-B-E-natural.com.
[01:31:33.021 --> 01:31:45.538]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives, increasing capacity and maintaining cell integrity.
[01:31:45.798 --> 01:31:50.700]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:31:50.980 --> 01:31:56.202]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:31:56.522 --> 01:31:57.283]  Save your money.
[01:31:57.623 --> 01:31:58.603]  Save the environment.
[01:31:58.983 --> 01:32:01.784]  Visit us online at r-charge.com.
[01:32:01.964 --> 01:32:04.045]  That's r-charge.com.
[01:32:04.185 --> 01:32:04.866]  Or call us at 989-637-4179.
[01:32:04.966 --> 01:32:05.406]  That's 989-637-4179.
[01:32:05.446 --> 01:32:06.746]  Be a part of the revolution today!
[01:32:13.889 --> 01:32:20.715]  Finally in the news this evening, it's being reported that cyber spies from Russia and China have now penetrated our power grid.
[01:32:21.015 --> 01:32:31.985]  Even as energy experts are reporting that each summer we get closer and closer to the limits of our nation's power grid, some say that this summer's demand for electrical power may finally push the grid over its edge.
[01:32:32.185 --> 01:32:36.946]  Creating a cascade of power outages across the country, putting us all in the dark.
[01:32:37.206 --> 01:32:42.367]  Are you prepared for the next round of storm-related outages or government-created blackouts?
[01:32:42.587 --> 01:32:48.868]  Have you ever thought about taking steps to get off the grid and generate your own private supply of electrical power?
[01:32:49.089 --> 01:32:52.749]  If so, this will be the most important information you have ever heard.
[01:32:52.989 --> 01:32:55.590]  Solar-powered generators are finally available.
[01:32:55.690 --> 01:33:01.031]  They have no moving parts to wear out or break and require absolutely no gas whatsoever.
[01:33:01.351 --> 01:33:03.953]  Remember, the government doesn't own the sun.
[01:33:04.033 --> 01:33:06.235]  So go to MySolarBackup.com.
[01:33:06.255 --> 01:33:08.696]  That's MySolarBackup.com.
[01:33:08.756 --> 01:33:13.100]  Check out MySolarBackup.com before you lose your power.
[01:33:13.120 --> 01:33:16.262]  The GCN Radio Network.
[01:33:16.662 --> 01:33:19.524]  Providing the world with hard-hitting talk radio.
[01:33:20.085 --> 01:33:20.845]  GCN.
[01:33:21.265 --> 01:33:23.207]  Great talk radio starts here.
[01:33:27.922 --> 01:33:34.888]  Alright, we are back at the Alex Jones Show, and in a moment we're going to go to this clip of this woman who's really lost her entire way of life.
[01:33:35.248 --> 01:33:37.990]  Homes aren't selling, she's in one of the homes she's trying to sell.
[01:33:38.250 --> 01:33:47.498]  She is forced to get rid of her medical insurance, but it's okay because now we have mobile vans, and they're not just for the poor anymore, they're for the middle class that's dying.
[01:33:48.058 --> 01:33:49.219]  We've got Alex Jones on the line.
[01:33:49.319 --> 01:33:49.599]  Alex?
[01:33:50.960 --> 01:33:54.023]  Yeah, Jason, thanks for sitting in, but you know, most talk show hosts
[01:33:54.804 --> 01:33:57.405]  Don't like having to do their shows and can't wait to take off.
[01:33:57.485 --> 01:34:01.207]  Me, I've been calling it every day for Thursday and Friday today when you filled in.
[01:34:01.227 --> 01:34:01.867]  I appreciate it.
[01:34:01.887 --> 01:34:20.555]  But you know, I forgot to make the most important point about the fact that since 1996, they have openly, by federal law, turned the entire phone company systems, the cyber security systems, the telecommunications hubs, the internet hubs, into giant snoop grids.
[01:34:20.975 --> 01:34:22.556]  The phone company isn't tapped.
