[00:00:14.198 --> 00:00:15.479]  Today, that's 1-800-426-6186.
[01:10:03.794 --> 01:10:12.198]  I want to start out with the audio of the one minute government paid for video that we have up on InfoWars.com.
[01:10:12.198 --> 01:10:17.861]  This is AmeriCorps paramilitary propaganda ad.
[01:10:17.861 --> 01:10:21.822]  And when you watch this ad and you study it, it's absolutely horrifying.
[01:10:21.822 --> 01:10:25.324]  When you have the background knowledge of what you're witnessing, it's even more horrifying
[01:10:25.660 --> 01:10:32.062]  But anybody can watch this and say, what is this straight out of Soviet Russia or Communist China?
[01:10:32.062 --> 01:10:35.263]  I would say it's more into Communist China or Cuba.
[01:10:35.263 --> 01:10:36.823]  Communist Cuba.
[01:10:36.823 --> 01:10:43.965]  Now this uniform they're wearing, I saw different bills Bill Clinton got passed to start this in 1997.
[01:10:43.965 --> 01:10:47.186]  I talked about it in my film Police State 2000 in 1998. 99.
[01:10:52.156 --> 01:10:58.060]  But in some of the legislation they've passed, it says grey uniforms, and we have seen those.
[01:10:58.060 --> 01:11:03.964]  And that's going to be for more of the paramilitaries, more of the cream of the youth corps.
[01:11:03.964 --> 01:11:13.310]  Then the next category are going to wear red jackets with khaki shirts and khaki pants.
[01:11:13.310 --> 01:11:17.673]  That looks like something out of a science fiction dystopia.
[01:11:19.028 --> 01:11:20.628]  And I know this because in the U.S.
[01:11:20.628 --> 01:11:22.669]  we first learned of this about seven, eight years ago.
[01:11:22.669 --> 01:11:24.849]  In England we learned of this two years ago.
[01:11:24.849 --> 01:11:30.311]  They're also doing it in Japan, in Germany, in the Netherlands, in Ireland.
[01:11:30.311 --> 01:11:35.152]  And they're doing it with the Boy Scouts overseas, the Boy Scouts here.
[01:11:35.152 --> 01:11:38.673]  They're doing it with Secure Corps, Division of AmeriCorps.
[01:11:38.673 --> 01:11:47.255]  They're doing it with public school children, putting them in uniforms, but only
[01:11:47.813 --> 01:11:55.559]  You know, on the weekends when they take part in federally funded, under BATF, FBI grants, you name it.
[01:11:55.559 --> 01:12:14.072]  And so when I saw this video this morning put out by the federal government with taxpayer money, it shows them doing push-ups and squat thrust and, you know, basic military maneuvers out in a military training field with officers in front of them in their new fascist uniforms with arm patches, arm bands.
[01:12:14.072 --> 01:12:15.673]  I mean, it doesn't get any worse than this.
[01:12:16.796 --> 01:12:21.519]  And it horrified me because I keep seeing this same uniform pop up worldwide.
[01:12:21.519 --> 01:12:22.820]  This is global.
[01:12:22.820 --> 01:12:26.543]  So ladies and gentlemen, here is the audio of the video.
[01:12:26.543 --> 01:12:37.730]  I am change.
[01:12:37.730 --> 01:12:43.374]  I've been around since the beginning of time.
[01:12:43.374 --> 01:12:45.035]  Over the years I've had many faces.
[01:12:46.531 --> 01:12:52.613]  Over the years, I've had many looks.
[01:12:52.613 --> 01:12:55.054]  But, I've always had the same goals.
[01:12:55.054 --> 01:13:01.596]  To make this world a better place by helping those who need it most.
[01:13:01.596 --> 01:13:06.258]  To never turn my back when things get tough.
[01:13:06.258 --> 01:13:10.299]  And to show that positive can always overpower negative.
[01:13:10.299 --> 01:13:11.240]  Alright, that's enough.
[01:13:11.240 --> 01:13:12.400]  I can't listen anymore of it.
[01:13:13.126 --> 01:13:14.048]  Yeah, positive.
[01:13:14.048 --> 01:13:17.834]  That means I don't think, I'm just positive and follow orders.
[01:13:17.834 --> 01:13:20.138]  And they show pictures of Martin Luther King and Gandhi.
[01:13:20.138 --> 01:13:23.884]  Martin Luther King and Gandhi would have fought against what's happening right now, you better believe it.
[01:13:23.884 --> 01:13:24.886]  So this is almost like...
[01:13:25.783 --> 01:13:30.065]  If the Nazis roll themselves in happy, lovey, you know, liberal packaging.
[01:13:30.065 --> 01:13:46.511]  But when you study what the actual training is, it's to spy on neighbors, it's to have a national security force as big and strong as our military, and then you read specifically what the White House says, it's going to be compulsory at military camps, Rahm Emanuel's on record, it's been at change.gov.
[01:13:46.511 --> 01:13:52.794]  But they're in uniforms, chanting and marching and with flags and out there drilling.
[01:13:52.794 --> 01:13:55.495]  I mean, it's a field marshal basically running it.
[01:13:57.668 --> 01:14:03.292]  All of this going on, and this is just the public face of it to sell the population.
[01:14:03.292 --> 01:14:20.804]  When you get down to the nitty-gritty, it's what the New York Times reported on, but again, they reported it with a positive light as well, showing big-color photos of 14- to 17-year-old Cub Scouts, Boy Scouts, marching around with MP5 submachine guns, practicing, quote, taking on U.S.
[01:14:20.804 --> 01:14:21.264]  veterans.
[01:14:22.384 --> 01:14:47.564]  Then you see all the mainstream articles over the last few years about how they're training every local department in the country, the feds are, to prepare for improvised explosive devices, and they're telling local police, harden your local facilities, get ready for terrorism, the number one threat is in Al-Qaeda now, it's former military people and gun owners, and the DHS report says that, and libertarians, and don't tread on me people, and folks that won't turn their guns in.
[01:14:49.468 --> 01:15:07.013]  And then you find out that under Secure Corps, and I first saw this seven years ago in the Philadelphia Daily News, it said a division of AmeriCorps that you just heard the ad from, with them out marching around in red uniforms, you know, what is this, uh, Mortal Kombat or something?
[01:15:07.013 --> 01:15:09.774]  And they're almost dressed like the bad guy from Mortal Kombat.
[01:15:09.774 --> 01:15:11.114]  I mean, this is really good.
[01:15:11.114 --> 01:15:12.735]  These are actual commie outfits.
[01:15:13.462 --> 01:15:15.883]  I mean, talk about, this is unbelievable.
[01:15:15.883 --> 01:15:19.425]  I mean, you might as well rely on leather jackets and leather ball caps or something.
[01:15:19.425 --> 01:15:21.747]  I mean, it's just out of control.
[01:15:21.747 --> 01:15:23.628]  Arm bands, a whole nine yards.
[01:15:23.628 --> 01:15:26.149]  And the young, stupid kids love this, folks.
[01:15:26.149 --> 01:15:27.450]  They love playing with guns.
[01:15:27.450 --> 01:15:29.551]  They love being able to march around and drill.
[01:15:29.551 --> 01:15:30.972]  They love being made to feel important.
[01:15:32.972 --> 01:15:36.193]  And so they're now launching this with millions of youth nationwide.
[01:15:36.193 --> 01:15:39.314]  That means within two years, they'll be ready to move against the population.
[01:15:39.314 --> 01:15:41.235]  Four years, really ready to move.
[01:15:41.235 --> 01:15:48.237]  And you watch, when Barack Obama leaves in four to eight years, the next president, whether it's a Republican or Democrat, they're going to expand it.
[01:15:48.237 --> 01:15:53.338]  Because the presidents are now just front men and puppets.
[01:15:53.338 --> 01:15:57.940]  So I want to give you some of the background of this, but have you noticed it's not ITT technical anymore?
[01:15:58.675 --> 01:16:02.243]  It's ITT, law enforcement, security guards training.
[01:16:02.243 --> 01:16:03.466]  It's not how to fix computers.
[01:16:03.466 --> 01:16:04.829]  It's not how to make computers.
[01:16:04.829 --> 01:16:06.313]  It's how to be a cop or run a cop.
[01:16:06.860 --> 01:16:14.884]  And the public schools have these law enforcement semesters in high school and junior high where they train them to write dossiers on their parents.
[01:16:14.884 --> 01:16:24.469]  And now the New York Times reports as if it's a good thing that children are telling their parents to turn the faucet off and don't water the yard and bossing their parents around and paddling on their parents.
[01:16:24.469 --> 01:16:25.730]  Oh, isn't it cute?
[01:16:25.730 --> 01:16:26.971]  No, it's not cute.
[01:16:26.971 --> 01:16:28.972]  It's hardcore scientific tyranny.
[01:16:28.972 --> 01:16:29.432]  Stay with us.
[01:16:29.432 --> 01:16:31.413]  We'll break it down and take your calls on the other side.
[01:16:33.795 --> 01:16:37.198]  Would you give someone $100 for a $10 bill?
[01:16:37.198 --> 01:16:41.641]  If you're taking vitamins and minerals in a pill form, that's exactly what you're doing.
[01:16:41.641 --> 01:16:44.143]  Hello, my name is Dr. David Friedman.
[01:16:44.143 --> 01:16:50.408]  According to the physician's desk reference, many vitamins and minerals in a pill form are 10% absorbed.
[01:16:50.408 --> 01:16:56.773]  It doesn't take a mathematician to figure out for every $100 you spend on these pills, you're flushing $90 down the toilet.
[01:16:57.974 --> 01:17:00.235]  Start absorbing the nutrients you swallow.
[01:17:00.235 --> 01:17:07.600]  Introducing Chews for Health, a delicious tasting chewable containing 16 super fruits, seed vegetables, and antioxidants.
[01:17:07.600 --> 01:17:09.781]  You know, you work hard for your money.
[01:17:09.781 --> 01:17:12.343]  Isn't it time to start getting what you pay for?
[01:17:12.343 --> 01:17:12.983]  Order today!
[01:17:13.183 --> 01:17:13.423]  1-800-210-1922.
[01:17:13.423 --> 01:17:20.206]  With Choose for Health, your body gets to keep the nutrients you swallow.
[01:17:20.206 --> 01:17:26.688]  The first 300 callers are going to receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:17:26.688 --> 01:17:26.768]  1-800-210-1922.
[01:17:26.768 --> 01:17:27.668]  Or go to orderchoose.com.
[01:17:33.311 --> 01:17:35.492]  The world appears to be on the brink of collapse.
[01:17:35.492 --> 01:17:42.615]  Experts say a pinch of heirloom vegetable seed could soon be the most valuable resource on earth because it will provide healthy food now and every year after.
[01:17:42.615 --> 01:17:48.458]  Survivalistseeds.com now has the heirloom garden seed time capsule, allowing you to store your seeds for the future anywhere.
[01:17:48.598 --> 01:18:01.913]  Even underground for 100 years, the Heirloom Garden Seed Time Capsule can withstand 3 tons of weight, is 100% roto-proof, waterproof, and comes with a whopping 6,000 healthy vegetable seeds from 20 varieties that will grow anywhere in the USA.
[01:18:01.913 --> 01:18:03.135]  Unless you trust the government.
[01:18:03.575 --> 01:18:08.698]  The Garden Seed Time Capsule and Heirloom Seeds from SurvivalistSeeds.com is your long-term food solution.
[01:18:08.698 --> 01:18:13.321]  Our competition charges $0.10 to $1.25 per seed for these same heirloom varieties.
[01:18:13.321 --> 01:18:21.005]  But you can now have a head of lettuce, a bundle of carrots, a basket of tomatoes, a giant watermelon, and 16 other varieties for about a penny a seed each!
[01:18:21.005 --> 01:18:21.786]  Be prepared!
[01:18:21.786 --> 01:18:27.029]  Buy your heirloom seeds today from SurvivalistSeeds.com and have food insurance for your family forever!
[01:18:27.029 --> 01:18:28.850]  Visit SurvivalistSeeds.com.
[01:18:28.850 --> 01:18:32.772]  SurvivalistSeeds.com is owned by Big John Lipscomb, host of the Don't Tread on Me radio show.
[01:18:34.407 --> 01:18:38.492]  Have you ever felt like the United States government knows way too much about your financial affairs?
[01:18:38.492 --> 01:18:44.379]  I continue to hear stories about property seizures, frozen bank accounts, confiscation of stocks and bonds.
[01:18:44.379 --> 01:18:45.501]  It makes me wonder if the U.S.
[01:18:45.501 --> 01:18:49.546]  citizen will ever again have the right to life, liberty, and the pursuit of happiness.
[01:18:50.186 --> 01:19:03.993]  Unfortunately, with the Drug and Money Laundering Act, the IRS Revenue Ruling 6045 of 1984, and the Trading with the Enemy Act in Franklin D. Roosevelt's Executive Order of 1933, some precious metal holdings are subject to government intervention.
[01:19:03.993 --> 01:19:09.596]  For this reason, Midas Resources has prepared a report explaining the boundaries of trading precious metals privately.
[01:19:09.596 --> 01:19:15.479]  Whether if you have any intention of trading with Midas Resources or not, I have instructed my representatives to give this report out free.
[01:19:16.239 --> 01:19:17.520]  Call for your free copy at 1-800-686-2237.
[01:19:17.520 --> 01:19:18.881]  When investing, always proceed with caution.
[01:19:18.881 --> 01:19:19.221]  Again, call 1-800-686-2237.
[01:19:19.221 --> 01:19:20.882]  Exercise your legal right to trade metals privately.
[01:19:20.882 --> 01:19:20.942]  1-800-686-2237.
[01:19:36.493 --> 01:19:44.795]  You can do any size job by applying a top quality disinfectant, viricide, fungicide, mildew stat, and deodorizer in the form of an effective yet gentle fog.
[01:19:44.795 --> 01:19:53.598]  Our portable fogging device can conquer normal chores, plus provide unmatched protection for your family and workplace from viruses, bacteria, mold, and more.
[01:19:53.598 --> 01:20:00.400]  The Hazurig Kits hospital approved ingredients come in a highly concentrated form and each kit can make up to 32 gallons of protection.
[01:20:00.620 --> 01:20:07.324]  Reduced labor cost, outstanding product savings, and professional quality performance all save you more than the cost of this kit.
[01:20:07.324 --> 01:20:15.289]  For a limited time, GCN listeners who order online will receive double the active ingredients, which means you get up to 64 gallons of product absolutely free.
[01:20:15.289 --> 01:20:19.751]  Save money on daily tasks and be truly prepared for those urgent situations.
[01:20:19.751 --> 01:20:22.713]  For a short tell-all video, go to hazardrid.com.
[01:20:22.713 --> 01:20:26.595]  That's H-A-Z-A-R-I-D hazardrid.com.
[01:20:26.595 --> 01:20:27.016]  Or call 800-675-0323.
[01:20:29.517 --> 01:20:30.797]  Welcome back, ladies and gentlemen.
[01:20:30.797 --> 01:20:35.158]  Yeah, you know, I don't want to do a disservice here.
[01:20:35.158 --> 01:20:39.559]  I don't want to come on air and just calmly report on this and
[01:21:00.003 --> 01:21:01.865]  In a way condition people to accept it.
[01:21:01.865 --> 01:21:03.066]  This is a big deal.
[01:21:03.066 --> 01:21:05.107]  This is really bad.
[01:21:05.107 --> 01:21:14.275]  Let's say there's a list of a hundred things the government checks off to bring a nation to total tyranny and bondage and oppression.
[01:21:14.275 --> 01:21:25.845]  And one of the biggest ones you check off is indoctrinating the youth paramilitarily to train the central government, to serve the central government, to be trained by the central government.
[01:21:26.966 --> 01:21:35.053]  And that is what is happening now, and I keep telling people it's in government documents, it's being set up, it's being done.
[01:21:35.053 --> 01:21:44.342]  When I was in high school, they were just now, this is like 18 years ago, hard to believe I'm getting that old, they were already setting up
[01:21:45.560 --> 01:21:48.221]  That you could take a law enforcement semester.
[01:21:48.221 --> 01:21:50.821]  But then it was just learning about it, and I didn't do it.
[01:21:50.821 --> 01:21:55.422]  Now, they... I mean, I've gotten the grants, the federal grants to the schools.
[01:21:55.422 --> 01:21:59.003]  And the BATF, or the FBI, or the federal marshals, there's different grants.
[01:21:59.003 --> 01:22:06.565]  They federalize a local group of police officers, or sheriff's deputies, and then they go teach the federal curriculum.
[01:22:06.565 --> 01:22:10.126]  And it is, what is in your parents' medicine cabinet?
[01:22:10.126 --> 01:22:14.567]  And then it's, let's go out with M-16s, or toy M-16s at first, then real ones later.
[01:22:20.269 --> 01:22:22.471]  By the way, it's in the stack if I have time to get to it.
[01:22:22.471 --> 01:22:32.597]  Tennessee newspapers have given us credit, it's up on InfoWars.com, a link to the article, that we supposedly stopped illegal military checkpoints to be run in Tennessee.
[01:22:32.597 --> 01:22:44.064]  Well, it'd be nice to get the credit, and they have the governor's statements and others in there, but they, the governor and the state reps, said don't have the illegal military checkpoints without warrants.
[01:22:44.864 --> 01:22:50.205]  And it went ahead and happened, so we actually don't deserve the credit, but we did point it out.
[01:22:50.205 --> 01:22:52.926]  I don't even, the media's not even getting it right here.
[01:22:52.926 --> 01:22:57.786]  The point is, again, suddenly all over the country, the Army's running checkpoints.
[01:22:57.786 --> 01:23:03.087]  Suddenly they're just popping up with drills, and then the drills go live, and they're searching citizens.
[01:23:03.087 --> 01:23:08.769]  This is to acclimate and to test which cities, which counties, which states will go along with takeover.
[01:23:08.769 --> 01:23:11.049]  And then why would the military want to take over?
[01:23:11.716 --> 01:23:17.079]  Because they work under NORTHCOM, which is publicly chartered under the North American Union.
[01:23:17.079 --> 01:23:20.520]  That is public, declassified treaties.
[01:23:20.520 --> 01:23:24.482]  We are in the NAU.
[01:23:24.482 --> 01:23:27.103]  And under this new system, we don't have any rights or liberties.
[01:23:27.103 --> 01:23:30.025]  Now, they can tell me all day I don't have rights and liberties, but
[01:23:30.939 --> 01:23:32.959]  I have them because God gave them to me.
[01:23:32.959 --> 01:23:36.220]  I'm innately a free being, even if you're an atheist.
[01:23:36.220 --> 01:23:38.520]  Don't you believe that you're innately a free human?
[01:23:38.520 --> 01:23:46.922]  That the government, you know, can't stick you on the end of a pike out front the castle gates for no reason if they want to?
[01:23:46.922 --> 01:23:58.244]  Oh, it's so amazing, ladies and gentlemen, to have all of this happening, but up on InfoWars.com and PrisonPlanet.com, a story by Paul Joseph Watson and Kurt Nemo, governments ready youth corps to take on vets.
[01:23:58.948 --> 01:24:07.132]  Ten minutes into an errant mayhem in the town near Mexican border, and a gunman, a disgruntled Iraq war veteran, has already taken on two people.
[01:24:07.132 --> 01:24:10.093]  One slumped in the desk, the other covered in blood on the floor.
[01:24:10.093 --> 01:24:19.038]  And it goes, uh, the New York Times article reporting on how the Boy Scouts are being trained to take on domestic terrorists.
[01:24:19.038 --> 01:24:25.781]  Now, see, if this was just one drill, you'd say, oh, well, in that one scenario, the feds in the grant paid to have this.
[01:24:26.613 --> 01:24:31.636]  I have articles in Texas, Michigan, California, New York, everywhere.
[01:24:31.636 --> 01:24:38.360]  I have Hobbs Middle School article 1998.
[01:24:38.360 --> 01:24:42.282]  In fact, if folks don't believe this, Google it again like I did two weeks ago on the air.
[01:24:42.282 --> 01:24:46.064]  Hobbs Middle School Marines.
[01:24:46.064 --> 01:24:46.784]  Martial Law.
[01:24:46.784 --> 01:24:49.986]  Hobbs Middle School Marines Martial Law.
[01:24:49.986 --> 01:24:50.026]  1998.
[01:24:50.026 --> 01:24:53.028]  We have the article saved, and a listener faxed it to me.
[01:24:54.151 --> 01:25:00.175]  And I called the Marines up and I said, did you really go in and tell the kids it was martial law and put guns in their heads?
[01:25:00.175 --> 01:25:02.317]  And they said, yeah, we were ordered to do so.
[01:25:02.317 --> 01:25:04.558]  The Marines weren't even hiding this.
[01:25:04.558 --> 01:25:12.704]  This has been a long-term strategic operation to acclimate everybody, including the children, to go along with this.
[01:25:12.704 --> 01:25:19.509]  So they have drills where they come in and say, the police come in and say, unannounced, in Michigan, the AP reported, we're here to kill you.
[01:25:19.509 --> 01:25:22.731]  We're the homeschoolers against public education.
[01:25:22.731 --> 01:25:23.712]  And for the Second Amendment.
[01:25:24.400 --> 01:25:25.861]  I'm not kidding, that's a quote.
[01:25:25.861 --> 01:25:29.123]  And then the kids' parents say, what was this about?
[01:25:29.123 --> 01:25:30.684]  Oh, it's about homeschoolers attacking.
[01:25:30.684 --> 01:25:31.945]  Those darn homeschoolers!
[01:25:31.945 --> 01:25:44.054]  I mean, that'd be like if I didn't like black people and I dressed up, you know, in blackface and went over to my neighbor's house and beat them up and said, I'm a black guy, I don't like white people.
[01:25:44.054 --> 01:25:48.117]  That would be a false flag attack against black people.
[01:25:48.117 --> 01:25:54.121]  If I burned down the police station and then left evidence that somebody I didn't like did it, that would be a false flag.
[01:25:54.941 --> 01:25:56.563]  A staged terror attack.
[01:25:56.563 --> 01:26:04.910]  When the police attacked their own police in Denver and in Canada last year and in England at the G20 two weeks ago and then admit they did it.
[01:26:04.910 --> 01:26:09.193]  That's a false flag to make all the demonstrators look bad.
[01:26:09.193 --> 01:26:10.134]  Well, it's the same thing here.
[01:26:10.134 --> 01:26:15.138]  They have these drills everywhere where veterans go crazy and kill everybody.
[01:26:15.138 --> 01:26:18.481]  Or where homeschoolers come to the public school and kill people.
[01:26:18.481 --> 01:26:20.543]  Or where militia members come and kill people.
[01:26:21.198 --> 01:26:26.642]  That's how they demonize gun owners, veterans, and others to the local police.
[01:26:26.642 --> 01:26:28.323]  It's a simple false flag.
[01:26:28.323 --> 01:26:29.984]  It's basic psychology.
[01:26:29.984 --> 01:26:31.885]  Do you like being manipulated?
[01:26:31.885 --> 01:26:33.566]  Do you like being suckered?
[01:26:33.566 --> 01:26:36.668]  Do you like being fools?
[01:26:36.668 --> 01:26:43.433]  And now they've announced, you know, I said one million off of Rahm Emanuel's book he wrote three years ago and now he's chief of staff and
[01:26:44.508 --> 01:27:02.002]  Now the White House is saying 8 million, 7 to 8 million in the New York Times, youth corps with police powers, with environmental corps, armed corps, all these different surveillance squads, they're announcing it!
[01:27:02.002 --> 01:27:08.988]  And what are the number one new federal grants for people to get tuition in the schools?
[01:27:11.199 --> 01:27:22.927]  You know, when a kid has great grades, they get scholarships now to not be a nuclear physicist, to not be a biologist, to not be a teacher, to not be a physical therapist.
[01:27:22.927 --> 01:27:23.447]  No!
[01:27:23.447 --> 01:27:28.751]  The biggest piece of the pie now is law enforcement and surveillance and Patriot Act compliance.
[01:27:30.547 --> 01:27:31.227]  And what is it?
[01:27:31.227 --> 01:27:38.171]  Data mining, spying on neighbors, running people's backgrounds when they rent a car, get a hotel, how to be spies.
[01:27:38.171 --> 01:27:45.995]  That's why everywhere you go now, there's security guards and spies and you can't videotape here as you walk down the street, you know, videotaping a landmark.
[01:27:47.674 --> 01:27:49.495]  Acting like everybody's a terrorist.
[01:27:49.495 --> 01:27:51.137]  See, it's all for us.
[01:27:51.137 --> 01:27:52.718]  It's all for the people.
[01:27:52.718 --> 01:28:05.967]  Because big offshore banks, publicly and trilateral commissions, CFR, Club of Rome, Bilderberg Group, documents that we post on Infowars.com, that are now mainstream news, Politico, CBS News.
[01:28:06.838 --> 01:28:14.244]  All these major newspapers, Portugal Television, biggest papers in Greece are now quoting us because we get the documents.
[01:28:14.244 --> 01:28:16.165]  We send the teams to Bilderberg.
[01:28:16.165 --> 01:28:17.507]  I get arrested going to it.
[01:28:17.507 --> 01:28:18.567]  Jim Tucker does.
[01:28:18.567 --> 01:28:19.428]  Others do.
[01:28:19.428 --> 01:28:28.115]  More than a dozen reporters got arrested over the weekend in Greece just trying to cover these people meeting.
[01:28:28.115 --> 01:28:30.497]  And you know what their documents say?
[01:28:30.497 --> 01:28:34.900]  They are going to have a string of controlled financial implosions.
[01:28:34.900 --> 01:28:36.001]  Each one worse than the next.
[01:28:36.403 --> 01:28:42.626]  Government's going to pose as the savior during each one and use that to get more control for select group of corporations.
[01:28:42.626 --> 01:28:46.568]  They're going to hand what's left of the West industry over to select banks.
[01:28:46.568 --> 01:28:52.591]  Then they're going to bankrupt the world currencies total and have a new global digital currency.
[01:28:52.591 --> 01:29:04.237]  See, first they're going to go to regional currencies where you still have your dollar, still have your euro, but it will be digitized and set to the same rate every day, the same currency rate, in the name of stabilization.
[01:29:05.845 --> 01:29:09.686]  Then, they're gonna go right to thumb scans and retina scans.
[01:29:09.686 --> 01:29:10.986]  This has openly been announced.
[01:29:10.986 --> 01:29:13.547]  That's the new global currency.
[01:29:13.547 --> 01:29:18.969]  And if your retina's turned off, your thumbprint's turned off, no buying, no selling, total control.
[01:29:18.969 --> 01:29:21.609]  Think of what Hitler or Stalin would have done with that.
[01:29:21.609 --> 01:29:22.110]  Stay with us.
[01:29:22.110 --> 01:29:23.270]  Your call's straight ahead.
[01:29:33.820 --> 01:29:37.341]  Before you throw away your used batteries, you need to listen to this.
[01:29:37.341 --> 01:29:39.261]  Now, going green can save money.
[01:29:39.261 --> 01:29:44.803]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:29:44.803 --> 01:29:52.845]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:29:52.845 --> 01:30:02.127]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:30:02.427 --> 01:30:05.632]  Increasing capacity and maintaining cell integrity.
[01:30:05.632 --> 01:30:10.839]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:30:10.839 --> 01:30:16.366]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:30:16.366 --> 01:30:17.487]  Save your money.
[01:30:17.487 --> 01:30:18.409]  Save the environment.
[01:30:18.789 --> 01:30:21.793]  Visit us online at r-charge.com.
[01:30:21.793 --> 01:30:24.016]  That's r-charge.com.
[01:30:24.016 --> 01:30:24.797]  Or call us at 989-637-4179.
[01:30:24.797 --> 01:30:25.277]  That's 989-637-4179.
[01:30:25.277 --> 01:30:26.579]  Be a part of the revolution today!
[01:30:34.151 --> 01:30:37.594]  Silver is mankind's oldest natural antibiotic.
[01:30:37.594 --> 01:30:41.858]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:30:41.858 --> 01:30:53.510]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:30:53.510 --> 01:30:59.275]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:30:59.575 --> 01:31:00.215]  We're good to go.
[01:31:19.445 --> 01:31:19.685]  We're good.
[01:31:35.197 --> 01:31:36.318]  Spring is here.
[01:31:36.318 --> 01:31:37.279]  Growing season.
[01:31:37.279 --> 01:31:39.461]  The economy is not getting any better.
[01:31:39.461 --> 01:31:41.182]  In fact, it's getting worse.
[01:31:41.182 --> 01:31:42.163]  Think about it.
[01:31:42.163 --> 01:31:46.246]  At this rate, how will your life be in a month or even a year?
[01:31:46.246 --> 01:31:49.949]  Maybe you've been putting things off, but the time to act is now.
[01:31:49.949 --> 01:31:52.451]  You need to get your seeds before it's too late.
[01:31:52.771 --> 01:32:04.954]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:32:04.954 --> 01:32:15.597]  Grow your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee, and tobacco with detailed growing guides available to you at no charge.
[01:32:15.597 --> 01:32:18.458]  You can maximize your harvest and investment.
[01:32:18.758 --> 01:32:19.900]  And the best part?
[01:32:19.900 --> 01:32:22.244]  All orders ship within 24 hours.
[01:32:22.244 --> 01:32:25.108]  So head over to OrganicaSeed.com.
[01:32:25.108 --> 01:32:29.675]  That's O-R-G-A-N-I-C-A Seed dot com.
[01:32:29.675 --> 01:32:31.839]  OrganicaSeed.com today.
[01:32:33.286 --> 01:32:34.987]  Alex Jones here with a question.
[01:32:34.987 --> 01:32:36.727]  What does humidity mean to you?
[01:32:36.727 --> 01:32:39.408]  Most people think of hot and sticky summer days.
[01:32:39.408 --> 01:32:44.549]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:32:44.549 --> 01:32:47.730]  That's why I'd like you to visit acolablue.com.
[01:32:47.730 --> 01:32:51.251]  Acolablue is a state-of-the-art atmospheric water generator.
[01:32:51.630 --> 01:33:04.185]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:33:04.185 --> 01:33:06.507]  Finally, drinking water that you control.
[01:33:06.507 --> 01:33:07.929]  I use one every day.
[01:33:07.929 --> 01:33:10.392]  Say goodbye to expensive water delivery services.
[01:33:10.672 --> 01:33:12.193]  Call Ecolablue right now at 1-800-691-6043.
[01:33:12.193 --> 01:33:12.513]  That's 1-800-691-6043.
[01:33:12.513 --> 01:33:14.534]  Or visit Ecolablue at ecoloblue.com today.
[01:33:33.872 --> 01:33:36.433]  The GCN Radio Network.
[01:33:36.433 --> 01:33:40.074]  Providing the world with hard-hitting talk radio.
[01:33:40.074 --> 01:33:41.054]  GCN.
[01:33:41.054 --> 01:33:54.158]  Great talk radio starts here.
[01:33:54.158 --> 01:33:59.259]  Folks, it couldn't be creepier when you look at what the federal government's doing.
[01:33:59.259 --> 01:34:02.760]  All the warrantless wiretapping and the secret arrest and
[01:34:03.716 --> 01:34:05.177]  No rights for detainees.
[01:34:05.177 --> 01:34:08.718]  And if you read that Military Commissions Act, it says that's for U.S.
[01:34:08.718 --> 01:34:09.899]  citizens as well.
[01:34:09.899 --> 01:34:12.360]  They just strip you of your citizenship.
[01:34:12.360 --> 01:34:21.985]  And then you look at where the funding's going, I'd say 98% of anti-terrorists focused inward on the American people and the federalized local police.
[01:34:21.985 --> 01:34:25.926]  This is all for you, the youth corps, the Boy Scouts.
[01:34:25.926 --> 01:34:29.408]  And I don't want to just single out the Boy Scouts here, because I think it's been a very good organization overall.
[01:34:30.260 --> 01:34:45.175]  I'm talking about all the public schools, the private schools, they're all being recruited into these federal programs where the youth actually march around and train with guns and train for gun confiscation.
[01:34:45.175 --> 01:34:49.379]  And Obama keeps getting up and saying, oh, I don't want your guns, we're not coming after your guns.
[01:34:49.379 --> 01:34:54.144]  They've got eight different bills introduced that will basically completely ban the Second Amendment.
[01:34:55.921 --> 01:34:59.043]  They're trying to get us to sign on and they've already signed on.
[01:34:59.043 --> 01:35:09.450]  They want the Senate to ratify this small arms ban that states that it'll ban the Second Amendment right down to black powder.
[01:35:09.450 --> 01:35:10.931]  I mean, it's all happening.
