[00:00:00.149 --> 00:00:00.229]  3-3.
[02:15:06.662 --> 02:15:12.005]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[02:15:12.205 --> 02:15:19.950]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[02:15:20.250 --> 02:15:29.536]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[02:15:29.836 --> 02:15:32.859]  Increasing capacity and maintaining cell integrity.
[02:15:33.039 --> 02:15:37.924]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[02:15:38.224 --> 02:15:43.429]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[02:15:43.750 --> 02:15:44.470]  Save your money.
[02:15:44.871 --> 02:15:45.812]  Save the environment.
[02:15:46.172 --> 02:15:49.037]  Visit us online at r-charge.com.
[02:15:49.197 --> 02:15:51.281]  That's r-charge.com.
[02:15:51.421 --> 02:15:52.102]  Or call us at 989-637-4179.
[02:15:52.202 --> 02:15:52.643]  That's 989-637-4179.
[02:15:52.683 --> 02:15:53.985]  Be a part of the revolution today!
[02:16:03.260 --> 02:16:08.501]  The UN brags, these big corporations brag, they're going to charge you more for water, energy, everything.
[02:16:09.161 --> 02:16:12.582]  They're creating mega-monopolies, duopolies, oligopolies.
[02:16:12.602 --> 02:16:16.063]  Dr. Corsi, in the five minutes we've got left, this is widespread.
[02:16:16.103 --> 02:16:19.464]  It's not just Google, but they're the big global player, as you write in WorldNetDaily.
[02:16:19.904 --> 02:16:21.944]  Christian Science Monitor is saying how great it is.
[02:16:22.684 --> 02:16:28.546]  They're just doing this, and they explain that this computer system, through the electrical grid,
[02:16:29.446 --> 02:16:31.447]  He is going to be tracking everything you do.
[02:16:31.527 --> 02:16:35.029]  I mean, this is a total violation of the Fourth Amendment.
[02:16:35.049 --> 02:16:38.270]  A total Trojan horse of Big Brother Panopticon.
[02:16:38.810 --> 02:16:42.072]  It's a home invasion by the federal government, ultimately.
[02:16:42.492 --> 02:16:55.978]  And state governments, if they want to participate, into your home with Google providing the technology for the government to measure all your activities based on how much energy you're using and what type of energy you're using.
[02:16:56.018 --> 02:16:58.159]  Down to, is your television on?
[02:16:58.735 --> 02:16:59.735]  Is your stereo on?
[02:16:59.775 --> 02:17:00.855]  Is your computer on?
[02:17:01.436 --> 02:17:02.796]  Are you using your dishwasher?
[02:17:02.876 --> 02:17:05.536]  How much air conditioning or heat are you using?
[02:17:06.117 --> 02:17:19.700]  And then, Alex, it sets up the standard where the government can either impose surcharges, oh, you're using too much energy, your carbon footprint is too large, or to say that there's something defective in your home.
[02:17:19.720 --> 02:17:21.780]  Now, why do you live in such a big home?
[02:17:22.300 --> 02:17:23.980]  How about if we move a poor family in?
[02:17:24.621 --> 02:17:26.601]  Maybe you need to close down part of that home.
[02:17:27.216 --> 02:17:29.057]  We don't think your refrigerator's old enough.
[02:17:29.117 --> 02:17:30.277]  Why don't you buy a new one?
[02:17:30.957 --> 02:17:34.879]  I mean, these are the kinds of intrusions... Well, that's the idea with the cash for clunkers!
[02:17:35.479 --> 02:17:47.244]  Yes, well, the whole aim of government saying, well, we just want to provide you the information to be more efficient is a Trojan horse, because it looks like the government's there to help you.
[02:17:47.824 --> 02:17:53.646]  But once you let the government in the front door, you've let the government measure and monitor your home activity.
[02:17:54.548 --> 02:18:05.432]  And if your home is your castle, this is an invasion, a Fourth Amendment invasion, into what people have as their most sacred part of their life, namely the privacy of their home.
[02:18:05.712 --> 02:18:07.013]  And this is being done by stealth.
[02:18:07.073 --> 02:18:10.094]  I mean, 5 million homes in California are having it put in.
[02:18:10.114 --> 02:18:14.075]  20,000 families are having cameras put in their homes to watch their kids.
[02:18:14.095 --> 02:18:18.577]  They're now saying they may make it standard for all new parents to have cameras watching them in the home.
[02:18:18.917 --> 02:18:19.998]  I mean, this is worse than 1984.
[02:18:20.058 --> 02:18:23.699]  Well, Alex, the fundamental freedom
[02:18:24.356 --> 02:18:39.124]  In terms of not only the government imposition on our lives, monitoring, measuring, controlling, having a bureaucrat make a decision about what you do, whether it's right or wrong, all of that's got to be offensive to any American that cares about fundamental freedom.
[02:18:39.784 --> 02:18:51.811]  For the Fourth Amendment invasion, coming into your home with electronics, where the government can measure and impose taxes on you for energy use, or demand that you use your home in a particular way,
[02:18:52.409 --> 02:18:55.450]  It's completely antithetical to the free enterprise system.
[02:18:55.690 --> 02:18:59.451]  Well, Doc, you reach millions of people on your radio interviews and your column.
[02:19:00.071 --> 02:19:03.392]  Did you know that we did this off a Google Press release three years ago?
[02:19:03.672 --> 02:19:07.893]  That they bragged they're already testing using the camera and the microphone built in.
[02:19:07.913 --> 02:19:11.994]  If you have Google and you're using it to dial in.
[02:19:12.014 --> 02:19:13.915]  I'll have to research that further.
[02:19:13.935 --> 02:19:14.815]  I did not know that.
[02:19:15.155 --> 02:19:15.855]  Dial in with AI.
[02:19:18.942 --> 02:19:20.662]  And they say, don't worry, a human isn't listening.
[02:19:20.722 --> 02:19:22.243]  A computer listens for keywords.
[02:19:22.263 --> 02:19:25.983]  And they say, if a dog barks, then Google ads pop up for a dog.
[02:19:26.283 --> 02:19:30.884]  Headline, government industry to use computer microphones to spy on 150 million Americans.
[02:19:31.644 --> 02:19:40.106]  And they have a link to, in the story from three years ago, we have a link to Google admitting this.
[02:19:40.126 --> 02:19:41.666]  In fact, this is just one of Paul's articles.
[02:19:41.866 --> 02:19:48.167]  Well, this, I think, is one of the key issues of the technology being utilized by the government to control
[02:19:48.720 --> 02:19:49.760]  We're good to go.
[02:20:18.499 --> 02:20:19.900]  That your home be taken from you.
[02:20:20.701 --> 02:20:42.342]  These are the kinds of concerns that I have when we allow these powerful technologies that Google is developing, this energy meter, to be placed in our homes, ultimately whether we like it or not, as a condition of our receiving electricity that could ultimately be used to tax us or limit our freedoms and how we live our lives within our homes.
[02:20:43.055 --> 02:20:44.216]  Is there any way to stop this?
[02:20:44.236 --> 02:20:46.937]  I mean, obviously educating people, but how do you say no?
[02:20:46.957 --> 02:20:49.298]  I mean, they just came and plopped one on the building here.
[02:20:49.318 --> 02:20:54.620]  Well, I think the first issue is to fight it by letting people know that it's there.
[02:20:54.700 --> 02:21:08.967]  And then I think we've got to start demanding there be some legal action here, because unless they've got a search warrant, what is Google doing invading your business or your home to monitor or measure your energy consumption against your will?
[02:21:09.431 --> 02:21:10.952]  Well, it's like poisoning a well.
[02:21:11.392 --> 02:21:15.935]  They just put it into the technology, like the iPhones, and then we're all just surveilled.
[02:21:16.836 --> 02:21:18.877]  And we've got to be aware of this and start fighting it.
[02:21:18.977 --> 02:21:31.205]  I think the article I wrote in my Red Alert newsletter here, that energy police is really the issue, because the Google Power Meter is regulating your private home by government.
[02:21:31.874 --> 02:21:34.215]  Which ultimately is the beginning of a complete state.
[02:21:34.736 --> 02:21:35.016]  It is.
[02:21:35.536 --> 02:21:37.737]  Dr. Corsi, thank you so much for joining us.
[02:21:38.157 --> 02:21:40.679]  The new book, just out, America for Sale.
[02:21:40.979 --> 02:21:42.660]  It'll be on sale October 13th.
[02:21:42.780 --> 02:21:44.441]  It's at three stores right now in Amsterdam.
[02:21:44.921 --> 02:21:45.601]  We'll have you on.
[02:21:45.621 --> 02:21:46.062]  God bless.
[02:21:46.082 --> 02:21:46.442]  Take care.
[02:21:51.304 --> 02:21:52.205]  We're on the march.
[02:21:52.685 --> 02:21:54.306]  The empire's on the run.
[02:21:55.226 --> 02:21:57.928]  Alex Jones and the GCN Radio Network.
[02:22:00.657 --> 02:22:04.661]  Hello friends, this is Alex Jones, and I want each of you to ask yourself this question.
[02:22:04.901 --> 02:22:06.703]  Do you really know what's in your tap water?
[02:22:06.903 --> 02:22:15.191]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[02:22:15.432 --> 02:22:20.657]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[02:22:20.997 --> 02:22:22.619]  Now, what are you going to do about it?
[02:22:22.839 --> 02:22:29.161]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[02:22:29.361 --> 02:22:40.105]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[02:22:40.406 --> 02:22:40.906]  That's right.
[02:22:41.166 --> 02:22:43.487]  Clean water, right from the air you breathe.
[02:22:43.727 --> 02:22:45.307]  Order today by calling 1-800-691.
[02:22:47.268 --> 02:22:47.888]  We're good to go.
[02:23:14.991 --> 02:23:15.511]  We're good to go.
[02:23:39.667 --> 02:23:43.671]  From tainted vaccines to martial law can be found in this online video library.
[02:23:43.811 --> 02:23:48.376]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[02:23:48.696 --> 02:23:51.199]  The Info War is waiting for you to set it free.
[02:23:51.559 --> 02:23:53.241]  Join PrisonPlanet.tv.
[02:23:53.621 --> 02:23:55.403]  Burn the info bombs to disk.
[02:23:55.623 --> 02:23:57.425]  Put them on the file sharing networks.
[02:23:57.766 --> 02:23:59.207]  Bring down the New World Order.
[02:23:59.567 --> 02:24:00.328]  PrisonPlanet.tv.
[02:24:01.465 --> 02:24:06.808]  How many times have you been in a situation where having a hidden audio or video recorder would have made a difference in your life?
[02:24:07.348 --> 02:24:11.991]  In the past, owning a hidden video recorder has been expensive and too much of a bother to carry.
[02:24:12.471 --> 02:24:13.112]  That was then.
[02:24:13.692 --> 02:24:14.332]  This is now.
[02:24:14.993 --> 02:24:17.174]  Introducing DigiNet Spy Sunglasses.
[02:24:17.694 --> 02:24:23.356]  These sunglasses contain a small hidden camera that will record up to four hours of real-time audio and video.
[02:24:23.756 --> 02:24:32.600]  The DigiNet sunglasses are perfect for traffic stops, unlawful searches and seizures, town hall meetings, proving your innocence, or any other situation you'd like to record.
[02:24:32.980 --> 02:24:35.721]  And if sunglasses aren't for you, check out the DigiPen.
[02:24:36.441 --> 02:24:40.404]  It does the same great job as the sunglasses, but in the form of a functional pen.
[02:24:40.904 --> 02:24:41.945]  Video never lies.
[02:24:42.425 --> 02:24:43.586]  Watch Big Brother back.
[02:24:44.086 --> 02:24:45.527]  Visit diginet.net.
[02:24:45.867 --> 02:24:48.408]  That's D-I-G-A-N-E-T dot net.
[02:24:48.849 --> 02:24:51.050]  D-I-G-A-N-E-T dot net.
[02:24:51.450 --> 02:24:52.611]  Diginet dot net.
[02:24:53.131 --> 02:24:53.732]  Or call 1-888-344-6681.
[02:24:53.752 --> 02:24:54.192]  1-888-344-6681 today.
[02:25:05.820 --> 02:25:08.321]  Into this world we're born.
[02:25:08.341 --> 02:25:09.141]  To this world we're thrown.
[02:25:09.161 --> 02:25:13.563]  If you give the New World Order a ride, folks, it will hurt you bad.
[02:25:13.603 --> 02:25:16.684]  There is a murderer, a killer on the road.
[02:25:35.708 --> 02:25:36.849]  I think the song says it all.
[02:25:36.929 --> 02:25:37.349]  Crank it up.
[02:25:37.849 --> 02:25:39.290]  Let your children play.
[02:25:39.430 --> 02:25:43.772]  Okay, I've cleared the phone lines.
[02:26:00.191 --> 02:26:13.246]  Specifically, if you're a nurse, military person, police officer, medical worker, with inside info on the forced inoculations, we've confirmed with hospital letters, government letters, they're up on InfoWars.com, PrisonPundit.com.
[02:26:13.727 --> 02:26:19.714]  I want to hear your whistleblowing or what's happening at your public school, private school, whatever intel you've got.
[02:26:21.348 --> 02:26:23.889]  Specifically on the flu, those calls only please.
[02:26:24.329 --> 02:26:25.730]  Give folks a chance to get in.
[02:26:25.750 --> 02:26:25.810]  800-259-9231.
[02:26:25.830 --> 02:26:25.930]  800-259-9231.
[02:26:25.950 --> 02:26:27.010]  Here's that number.
[02:26:27.030 --> 02:26:28.991]  You're driving along in a squad car.
[02:26:29.011 --> 02:26:29.391]  You're a nurse.
[02:26:29.411 --> 02:26:30.372]  You're a military person.
[02:26:30.652 --> 02:26:31.832]  You've got key info.
[02:26:31.852 --> 02:26:31.892]  1-800-9231.
[02:26:42.483 --> 02:26:42.703]  I think?
[02:27:04.170 --> 02:27:06.453]  Hit the one button on the top, have it in your compartment.
[02:27:06.493 --> 02:27:08.015]  You see military checkpoint.
[02:27:08.035 --> 02:27:09.237]  They're all over the place now.
[02:27:09.678 --> 02:27:11.761]  I've run into these in Austin years ago.
[02:27:11.821 --> 02:27:12.642]  They do them illegally.
[02:27:13.864 --> 02:27:18.089]  We had a Marine Corps retired officer who ran a computer company in Austin, a listener,
[02:27:19.755 --> 02:27:22.517]  He was driving down I-35, had an illegal army checkpoint.
[02:27:22.537 --> 02:27:25.959]  That made him go public to me about secret army raids in the late 80s.
[02:27:26.759 --> 02:27:28.240]  That's in my film Road to Tyranny.
[02:27:28.780 --> 02:27:34.343]  This stuff's intensifying, though, and they're acclimating the police, the military, the citizenry to go along with this.
[02:27:34.824 --> 02:27:38.226]  And it's very, very, very serious.
[02:27:38.266 --> 02:27:39.767]  So that is coming up here in just a few minutes.
[02:27:39.807 --> 02:27:43.128]  I wanted to tell you about a couple of sponsors that made this ours possible.
[02:27:43.549 --> 02:27:45.290]  One of them is MySolarBackup.com.
[02:27:45.310 --> 02:27:46.871]  A lot of things can cut off your electrical power.
[02:27:47.211 --> 02:27:48.632]  Hurricane, snow, ice storms.
[02:27:49.412 --> 02:27:52.393]  Or the government regulating how much power you can have.
[02:27:52.413 --> 02:27:55.214]  Enron shutting off power on purpose to then jack up prices.
[02:27:56.754 --> 02:28:00.715]  All those examples we were just covering, you need to go to mysolarbackup.com.
[02:28:02.075 --> 02:28:07.057]  From our great sponsor Solutions from Science, you get an emergency power backup kit which consists of the power source, 800 watt
[02:28:08.450 --> 02:28:12.131]  Generator and a high-efficiency solar panel designed to provide endless electricity.
[02:28:12.471 --> 02:28:17.753]  Remember, too, that gas generators need gas, but in the blackout, gas pumps can't pump gas because they run on electricity.
[02:28:18.573 --> 02:28:21.133]  Everybody should just move towards getting self-sufficient.
[02:28:21.794 --> 02:28:22.794]  That's what the globalists hate.
[02:28:22.814 --> 02:28:23.654]  They want to control you.
[02:28:23.994 --> 02:28:26.755]  Go to mysolarbackup.com and check out this great starter unit.
[02:28:27.055 --> 02:28:28.155]  Great way to get into solar.
[02:28:28.175 --> 02:28:29.616]  877-327-0365, 877-327-0365, or one word, www.mysolarbackup.com.
[02:28:38.641 --> 02:28:41.262]  Also, another great sponsor we have is Silver Lungs.
[02:28:41.302 --> 02:28:49.666]  This is colloidal silver, a great colloidal silver generator in its own right, that then aerosolizes it where you inhale it.
[02:28:50.507 --> 02:28:57.110]  We've had a lot of, well just check out the medical information they have there in the testimonials and reports at silverlungs.com.
[02:28:57.150 --> 02:29:02.512]  That's S-I-L-V-E-R, lungs, silverlungs.com.
[02:29:03.393 --> 02:29:05.074]  Super high quality colloidal silver.
[02:29:05.774 --> 02:29:05.914]  I know.
[02:29:30.279 --> 02:29:37.124]  Want to get into this martial law video and then we're going to talk to Alan, New York nurse at church, told to take vaccine in just a few minutes.
[02:29:38.038 --> 02:29:46.663]  Whistleblowers, people whose children have been threatened, told to take it, any type of forced inoculation or intimidation or having it pushed on you, we want to hear about it.
[02:29:46.683 --> 02:29:55.588]  We confirmed from listeners with all these documents, we called the numbers, states, the feds, medical companies, big conglomerates, ordering people to take it or they're fired.
[02:29:56.208 --> 02:29:57.329]  Absolutely insane.
[02:29:58.150 --> 02:29:58.970]  So we've confirmed that.
[02:29:59.010 --> 02:30:03.973]  That's important to prove the government's lying and quietly doing this and telling people not to talk about it.
[02:30:03.993 --> 02:30:05.354]  But let's now
[02:30:06.946 --> 02:30:13.369]  Go to this video, violating posse commentatus at National Guard on the streets of Kingman, Arizona.
[02:30:14.209 --> 02:30:21.432]  Kingman, Arizona, Friday, the 18th of September at around 4, 45 p.m.
[02:30:21.472 --> 02:30:28.494]  downtown on Andy Devine National Guard performing police duty, providing security and directing traffic.
[02:30:28.835 --> 02:30:34.257]  And again, the Schenectady, New York, other areas.
[02:30:35.365 --> 02:30:37.646]  The mayor said, oh, we want troops in Alabama.
[02:30:37.686 --> 02:30:39.647]  Birmingham's talking about wanting troops on the streets.
[02:30:39.927 --> 02:30:41.748]  They're just announcing it to you.
[02:30:42.908 --> 02:30:45.269]  What is it the feds have been preparing for decades for?
[02:30:45.349 --> 02:30:46.489]  Why have they been gearing this up?
[02:30:46.549 --> 02:30:47.510]  We told you years ago.
[02:30:47.730 --> 02:30:48.750]  Banking fraud.
[02:30:48.870 --> 02:30:50.791]  Stealing everything through fiat fraud.
[02:30:50.831 --> 02:30:53.012]  The Federal Reserve has carried out the crime.
[02:30:53.352 --> 02:30:55.593]  Now they've got to suppress us for bringing them to justice.
[02:30:56.926 --> 02:31:01.129]  Says we support our soldiers and troops, we cannot support the unlawful deployment of our soldiers on U.S.
[02:31:01.169 --> 02:31:02.510]  soil to police the citizens.
[02:31:02.850 --> 02:31:04.751]  A clear violation of the Posse Comitatus Act.
[02:31:04.771 --> 02:31:06.052]  But yeah, they're not our troops anymore.
[02:31:07.333 --> 02:31:17.119]  And here is the un-American precedent in violating the law in the police state in Kingman, Arizona last week.
[02:31:17.159 --> 02:31:17.579]  Here it is.
[02:31:17.879 --> 02:31:18.360]  Play the video.
[02:31:20.353 --> 02:31:24.216]  Kingman, Arizona, Friday, 18, 2009, around 4.45 p.m.
[02:31:24.557 --> 02:31:26.858]  National Guard performing police duty.
[02:31:27.959 --> 02:31:29.761]  And again, they restate, they support the troops.
[02:31:29.801 --> 02:31:30.802]  Why do we have to always say that?
[02:31:30.842 --> 02:31:34.765]  Like we're bad, like we're an enemy army.
[02:31:34.925 --> 02:31:35.686]  Here they are driving.
[02:31:35.706 --> 02:31:37.407]  I think we have National Guard.
[02:31:38.048 --> 02:31:39.189]  I'm gonna ask them.
[02:31:47.017 --> 02:31:48.678]  Yes, I need to.
[02:31:48.938 --> 02:31:49.398]  I need to.
[02:31:49.418 --> 02:31:50.079]  Okay, let's go.
[02:31:50.479 --> 02:31:52.380]  This is off a video pin.
[02:31:52.400 --> 02:31:53.661]  So should they come back?
[02:31:53.781 --> 02:31:54.121]  No.
[02:31:54.722 --> 02:31:57.523]  So they just saw troops.
[02:31:57.543 --> 02:31:59.324]  They've got their little camera.
[02:31:59.624 --> 02:32:00.765]  I want to know.
[02:32:01.145 --> 02:32:02.466]  And why are they here?
[02:32:02.506 --> 02:32:04.907]  This is for traffic, but why are they here?
[02:32:04.947 --> 02:32:06.208]  I'm curious.
[02:32:06.288 --> 02:32:07.489]  It's our right to know.
[02:32:07.529 --> 02:32:09.050]  I'm sorry, I can't hear you.
[02:32:09.170 --> 02:32:13.012]  I'm going to ask you better English.
[02:32:16.923 --> 02:32:17.344]  Hi there.
[02:32:17.804 --> 02:32:21.268]  Just real curious, why is the National Guard out here?
[02:32:21.489 --> 02:32:24.593]  Uh, we're just helping with security and traffic and stuff for the races.
[02:32:24.873 --> 02:32:25.674]  Are you under the city?
[02:32:25.754 --> 02:32:27.056]  Are you working for the city right now?
[02:32:27.336 --> 02:32:28.597]  Are you working for the city?
[02:32:29.258 --> 02:32:31.461]  Are you under the control of the police though?
[02:32:31.701 --> 02:32:33.083]  I have no idea actually.
[02:32:33.203 --> 02:32:34.244]  I just do what I'm told.
[02:32:34.264 --> 02:32:35.206]  I just do what I'm told.
[02:32:35.506 --> 02:32:36.607]  I don't know, but we'll call you that.
[02:32:36.627 --> 02:32:37.187]  You're a surgeon?
[02:32:37.567 --> 02:32:38.368]  Okay, that's cool.
[02:32:38.408 --> 02:32:38.748]  Thank you.
[02:32:38.888 --> 02:32:40.830]  Have you ever done anything like this before?
[02:32:40.870 --> 02:32:41.350]  A fare?
[02:32:41.390 --> 02:32:42.271]  A National Guard?
[02:32:42.531 --> 02:32:42.691]  Nope.
[02:32:42.931 --> 02:32:43.952]  Five dollar change in my pocket.
[02:32:43.972 --> 02:32:45.033]  This is the way it is, you know?
[02:32:45.093 --> 02:32:48.475]  This is not for civilian... I mean, you're operating in a civilian environment.
[02:32:48.595 --> 02:32:49.896]  There's supposed to be a public address there.
[02:32:50.417 --> 02:32:53.559]  The Army or the National Guard shouldn't be here unless there's an emergency.
[02:32:54.139 --> 02:32:54.420]  You know?
[02:32:54.580 --> 02:32:55.160]  Anyway, thank you.
[02:32:55.180 --> 02:32:56.001]  I won't get for that.
[02:32:56.061 --> 02:32:56.921]  Not a good thing.
[02:32:57.021 --> 02:33:03.146]  And not against you, but it's not a good thing what's happening in this country when the military is teaming up with local police.
[02:33:03.246 --> 02:33:04.567]  We're not liking this at all.
[02:33:05.945 --> 02:33:06.425]  Nothing with you.
[02:33:06.465 --> 02:33:07.105]  Nothing with you.
[02:33:07.125 --> 02:33:07.406]  Thank you.
[02:33:07.426 --> 02:33:10.727]  We're not back to business at all.
[02:33:13.568 --> 02:33:15.408]  Back at the scene of the crime an hour later.
[02:33:15.788 --> 02:33:16.429]  More troops.
[02:33:16.809 --> 02:33:17.029]  Huh?
[02:33:17.729 --> 02:33:18.469]  I think not.
[02:33:21.010 --> 02:33:22.031]  I don't think so.
[02:33:22.411 --> 02:33:25.072]  I don't think so either.
[02:33:26.172 --> 02:33:27.112]  This is so criminal.
[02:33:28.413 --> 02:33:29.753]  It's all a part of acclimation.
[02:33:31.474 --> 02:33:32.654]  They've set up a checkpoint.
[02:33:33.615 --> 02:33:34.555]  They've got roadblocks.
[02:33:36.084 --> 02:33:38.105]  Acclimating everyone for the total takeover.
[02:33:38.125 --> 02:33:41.127]  They'll just do it year after year until you totally accept it.
[02:33:41.147 --> 02:33:42.387]  They're going to be coming in your homes.
[02:33:42.907 --> 02:33:46.689]  Fifteen million dollar fines for selling any recalled toys or products at a garage sale.
[02:33:47.250 --> 02:33:48.510]  Here come the troops over to them.
[02:33:48.570 --> 02:33:49.391]  Let me see.
[02:33:49.451 --> 02:33:50.071]  Hello there.
[02:33:50.131 --> 02:33:59.416]  National Guard just came here.
[02:33:59.436 --> 02:34:00.056]  Yeah, they just left.
[02:34:00.396 --> 02:34:01.277]  They just left.
[02:34:01.437 --> 02:34:02.277]  What are they doing here?
[02:34:05.779 --> 02:34:06.760]  There's security service.
[02:34:06.800 --> 02:34:07.540]  All right, that's enough.
[02:34:08.661 --> 02:34:09.101]  That's enough.
[02:34:09.141 --> 02:34:12.343]  You can watch the rest at InfoWars.com from the Mojave Minute Man.
[02:34:12.383 --> 02:34:13.644]  I want to get the Mojave Minute Man on.
[02:34:13.944 --> 02:34:16.285]  We have Tom in Arizona saying he's a witness at National Guard.
[02:34:16.305 --> 02:34:18.007]  And we're going to Alex in Florida.
[02:34:18.047 --> 02:34:19.648]  Children in school told to take shots.
[02:34:20.128 --> 02:34:23.190]  Allen in New York, nurse told to take vaccine.
[02:34:23.810 --> 02:34:24.711]  This is unbelievable.
[02:34:24.811 --> 02:34:28.833]  But Tom in Arizona, did you see this in Kingman, Arizona?
[02:34:28.853 --> 02:34:29.474]  Or where were you?
[02:34:29.954 --> 02:34:33.276]  Yes, I live in Kingman, Arizona, and they were there on Friday.
[02:34:34.418 --> 02:34:36.739]  And they were eyeballing me as I drove by.
[02:34:36.759 --> 02:34:39.500]  It was very uncomfortable.
[02:34:39.520 --> 02:34:41.181]  I did not see weapons.
[02:34:42.061 --> 02:34:47.444]  Have you seen Endgame, where I have troops come over with guns and they say, you turn your bleeping camera off?
[02:34:48.044 --> 02:34:48.624]  Absolutely.
[02:34:49.384 --> 02:34:49.604]  Yes.
[02:34:49.985 --> 02:34:52.626]  And I know the man that was videotaping that.
[02:34:53.406 --> 02:35:02.530]  And we had a protest a few weeks ago in Kingman, and none of the press showed up, even though they were all notified, for Oath Keepers.
[02:35:03.089 --> 02:35:05.151]  That's what that man is involved in.
[02:35:06.452 --> 02:35:11.836]  Also, I have to tell you that at UNLV in Las Vegas, forced inoculations.
[02:35:11.896 --> 02:35:13.837]  My daughter got inoculated.
[02:35:13.857 --> 02:35:18.561]  They forced her to go, if she wanted to go to the school, you gotta be inoculated.
[02:35:19.161 --> 02:35:27.568]  Now the Kingman police are out of their jurisdiction, all the way up by the dam, 40 miles north of the town, and they got the National Guard in Kingman.
[02:35:29.574 --> 02:35:31.495]  I also would like to tell you, are you still there?
[02:35:31.515 --> 02:35:32.556]  Listen, let me just stop you.
[02:35:32.696 --> 02:35:34.517]  I can't even pay attention to all that's happening.
[02:35:34.857 --> 02:35:39.821]  I just noticed we have a We Are Change Ohio with MPs coming up and talking to people.
[02:35:39.841 --> 02:35:43.903]  I mean, the military is totally taking over.
[02:35:43.943 --> 02:35:47.025]  This is Red Dawn, but they just do it and then nothing happens.
[02:35:47.085 --> 02:35:52.049]  And you're saying at the university they ordered your daughter and made her?
[02:35:52.449 --> 02:35:53.169]  She didn't run?
[02:35:53.189 --> 02:35:54.730]  Yes, yes.
[02:35:55.271 --> 02:35:57.172]  I don't know what inoculations she had to take.
[02:35:57.506 --> 02:36:01.609]  But she said they had her take a whole bunch of inoculations, even a tetanus shot.
[02:36:02.069 --> 02:36:03.050]  See, it's all beginning.
[02:36:03.350 --> 02:36:03.870]  Oh my God.
[02:36:03.910 --> 02:36:04.971]  Listen to this, Alex.
[02:36:05.011 --> 02:36:06.292]  This is very important.
[02:36:06.952 --> 02:36:14.277]  In the early 90s, my kids were sexually molested in Chicago, and she got hooked up with the political machine there.
[02:36:14.577 --> 02:36:15.477]  They covered it up.
[02:36:16.418 --> 02:36:18.559]  The psychiatrist's name, can I mention it?
[02:36:18.960 --> 02:36:20.861]  No, I don't want to get into stuff I can't document.
[02:36:22.489 --> 02:36:30.122]  Besides that, their solution was to cover it up and put all my kids on dexedrine saying they had ADHD for years.
[02:36:31.149 --> 02:36:33.111]  And you can imagine what effect that has on him.
[02:36:33.311 --> 02:36:35.613]  Well, sir, listen, I gotta get to the other calls on flu.
[02:36:35.653 --> 02:36:37.215]  Call me back when we're not in such a rush.
[02:36:37.755 --> 02:36:39.997]  Thank you for the great folks that are getting the video.
[02:36:40.277 --> 02:36:41.479]  We commend you and salute you.
[02:36:41.499 --> 02:36:42.580]  I don't doubt anything you're saying.
[02:36:42.980 --> 02:36:48.465]  I just have to be careful because you could be an operative calling in from... I don't think you are, but I just have to watch people of something unsubstantiated.
[02:36:48.825 --> 02:36:55.551]  Even when I used to show the Marines trying to confiscate our guns in my film, Martial Law, in the film Police State 2000, people thought it was fake.
[02:36:56.292 --> 02:36:58.514]  I mean, they just can't understand how real this is.
[02:36:58.614 --> 02:37:02.217]  They're just acclimating, acclimating, but it's all building through a crescendo.
[02:37:02.818 --> 02:37:05.039]  Guys, pull up that We Are Change Ohio video.
[02:37:06.981 --> 02:37:07.501]  Play that.
[02:37:07.521 --> 02:37:09.743]  I know it's got some music at the first.
[02:37:09.803 --> 02:37:11.084]  This is troops in Ohio.
[02:37:11.104 --> 02:37:11.965]  They're just everywhere.
[02:37:12.025 --> 02:37:12.506]  Here it is.
[02:37:13.326 --> 02:37:14.687]  First is the Kentucky Derby.
[02:37:16.149 --> 02:37:17.670]  Then it's New York.
[02:37:17.770 --> 02:37:19.251]  Then it's the NFL games.
[02:37:19.291 --> 02:37:20.753]  Then it's high school, college games.
[02:37:20.773 --> 02:37:21.613]  We have troops doing it.
[02:37:22.654 --> 02:37:23.495]  Now it's Ohio.
[02:37:27.244 --> 02:37:29.746]  This is Newport, Kentucky.
[02:37:30.346 --> 02:37:33.368]  Military checkpoints that appeared around downtown September 6th.
[02:37:34.089 --> 02:37:37.571]  Officially, this was done for traffic control.
[02:37:38.131 --> 02:37:40.153]  See, for the local Riverfest celebration.
[02:37:40.473 --> 02:37:41.414]  They use any excuse.
[02:37:41.434 --> 02:37:42.655]  Oh, the Army's just here.
