[00:00:04.696 --> 00:00:06.177]  Thank you, Mr. Chairman.
[02:58:26.739 --> 02:58:29.261]  Then they have the Earth First Battalion in the military.
[02:58:29.261 --> 02:58:30.803]  They've got a whitewash coming out.
[02:58:30.803 --> 02:58:34.626]  Men Who Stare at Goats with George Clooney about it.
[02:58:34.626 --> 02:58:36.828]  We'll be right back in one minute with more calls.
[02:58:36.828 --> 02:58:42.854]  Dr. Stan Monteith, I'm Alex Jones.
[02:58:42.854 --> 02:58:46.377]  You are listening to GCN.
[02:58:46.377 --> 02:58:48.659]  Visit GCNlive.com today.
[02:58:51.803 --> 02:58:54.825]  Hello, this is Alex Jones with some important questions.
[02:58:54.825 --> 02:59:00.150]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[02:59:00.150 --> 02:59:02.191]  My answer would be all I can get.
[02:59:02.191 --> 02:59:07.195]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[02:59:07.195 --> 02:59:08.096]  How much do you want?
[02:59:08.376 --> 02:59:09.497]  When do you want it?
[02:59:09.497 --> 02:59:11.379]  Now or after the battle starts?
[02:59:11.379 --> 02:59:12.459]  When will you need it?
[02:59:12.459 --> 02:59:14.661]  Can you buy it without proper identification?
[02:59:14.661 --> 02:59:16.002]  Will there be any food?
[02:59:16.002 --> 02:59:17.524]  Will it make your children sick?
[02:59:17.524 --> 02:59:22.788]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[02:59:22.788 --> 02:59:26.371]  You wipe out all these problems if you have a good food supply.
[02:59:26.371 --> 02:59:29.854]  Food is your ammunition to fight for your freedom and your life.
[02:59:30.194 --> 02:59:31.415]  How much will you need?
[02:59:31.415 --> 02:59:32.315]  We don't know.
[02:59:32.315 --> 02:59:33.416]  How much do you want?
[02:59:33.416 --> 02:59:34.356]  All you can get.
[02:59:34.356 --> 02:59:35.457]  I'm Alex Jones.
[02:59:35.457 --> 02:59:38.499]  I want all of you good guys to live to fight another day.
[02:59:38.499 --> 02:59:39.019]  Call 1-800-409-5633.
[02:59:39.019 --> 02:59:40.740]  Or check it out on the web at efoodsdirect.com.
[02:59:40.740 --> 02:59:41.700]  Again, that number, 1-800-409-5633.
[02:59:41.700 --> 02:59:42.901]  Waging war on corruption.
[02:59:42.901 --> 02:59:44.742]  Alex Jones on the GCM Radio Network.
[03:00:08.111 --> 03:00:09.352]  Monday through Friday from 11 a.m.
[03:00:09.352 --> 03:00:10.772]  to 3 p.m.
[03:00:10.772 --> 03:00:12.353]  Central Standard Time.
[03:00:12.353 --> 03:00:13.033]  We're here live.
[03:00:13.033 --> 03:00:23.457]  I'm going to break down, coming up, our maximum alert dealing with the troops being deployed all over the United States, what's happening with the flu, your calls, and a lot more.
[03:00:23.457 --> 03:00:26.938]  Dr. Stan Monteith of RadioLiberty.com is our guest.
[03:00:26.938 --> 03:00:30.319]  A lot of great books and videos and materials available at RadioLiberty.com.
[03:00:30.319 --> 03:00:32.300]  We're very thankful for him joining us.
[03:00:32.300 --> 03:00:34.381]  I want to get him back up about eugenics in the near future.
[03:00:35.387 --> 03:00:39.930]  In fact, Doc, I keep meaning to come out and interview you for a new eugenics film I'm working on.
[03:00:39.930 --> 03:00:42.471]  We need to set that up.
[03:00:42.471 --> 03:00:44.993]  I'm also interviewing Dr. Blaylock for it.
[03:00:44.993 --> 03:00:47.254]  Let's talk to Mike in Mass.
[03:00:47.254 --> 03:00:48.255]  Mike, you're on the air.
[03:00:48.255 --> 03:00:49.615]  Go ahead.
[03:00:49.615 --> 03:00:50.016]  Hi, Alex.
[03:00:50.016 --> 03:00:50.496]  Hi, Doc.
[03:00:50.496 --> 03:00:51.456]  How are you doing?
[03:00:51.456 --> 03:00:52.857]  I'm doing fine.
[03:00:52.857 --> 03:00:53.818]  That's good.
[03:00:53.818 --> 03:01:02.403]  I'm a nursing student in Massachusetts, and I brought up to my dean the first day of classes on the Massachusetts Bill 2028 about forced inoculations.
[03:01:03.050 --> 03:01:13.272]  And she told me that, well she advised me that, it'd be wise if I didn't tell the other students about this bill and the effects of it.
[03:01:13.272 --> 03:01:20.873]  Yeah, well they have the bill to come in your home and forcibly take your children and inoculate you, that's on mainstream news and you're not supposed to talk about it though?
[03:01:20.873 --> 03:01:22.614]  Because in America you're not allowed to?
[03:01:22.614 --> 03:01:28.475]  Exactly, but I took the liberty upon myself to take the video that was posted on your site
[03:01:29.019 --> 03:01:42.787]  I'm with the judge yesterday, and I went on Facebook, MySpace, Twitter, all those globalism websites, and used it against them and started spreading the word, and I call all Massachusetts residents to do the same.
[03:01:42.787 --> 03:01:43.847]  We have to use this technology.
[03:01:43.847 --> 03:01:47.749]  But hold on, who told you you're not supposed to talk to people?
[03:01:47.749 --> 03:01:50.551]  The dean of my department, of the nursing program.
[03:01:50.551 --> 03:01:55.153]  And in America, you can't talk about what's on the news or what's being debated in the newspaper.
[03:01:55.153 --> 03:01:56.594]  That's the new freedom.
[03:01:56.594 --> 03:01:57.095]  That's the freedom.
[03:01:58.574 --> 03:02:02.503]  I went against her orders, as a true patriot does.
[03:02:02.503 --> 03:02:04.427]  I mean, who are Dr. Monteith?
[03:02:04.427 --> 03:02:07.715]  Who are all these people that just gleefully serve evil?
[03:02:08.499 --> 03:02:17.627]  Well, unfortunately, a lot of them just want to go along and get along, but they think that, you know, well, if they just go along, that this is not going to affect them.
[03:02:17.627 --> 03:02:24.693]  They don't understand that if they serve these evil forces, eventually they themselves will be destroyed.
[03:02:24.693 --> 03:02:27.055]  And I saw Germany.
[03:02:27.055 --> 03:02:32.300]  I was a military officer, medical officer, and I was in Germany after the Second World War.
[03:02:32.300 --> 03:02:34.222]  I saw their cities in rubble.
[03:02:34.562 --> 03:02:41.564]  I mean, total destruction of many of the major cities over there because the good people did nothing.
[03:02:41.564 --> 03:02:47.006]  And that old adage is so true, all that's necessary for evil to triumph is that good people do nothing.
[03:02:47.006 --> 03:02:50.367]  But we have to be involved and we have to be involved now.
[03:02:50.367 --> 03:02:56.569]  And there is a growing awareness across the country, I know you sense it, I sense it, of the people who are on the front lines of this.
[03:02:58.314 --> 03:02:58.875]  What's going on?
[03:03:13.929 --> 03:03:15.950]  And they're putting on special seminars.
[03:03:15.950 --> 03:03:22.114]  How are we going to convince the people who are health care workers to take this vaccine?
[03:03:22.114 --> 03:03:23.795]  Because they don't want to take it.
[03:03:23.795 --> 03:03:26.777]  How are we going to get them to do something they don't want to do?
[03:03:26.777 --> 03:03:29.798]  Here's what you do, and they lay out a whole plan for them.
[03:03:29.798 --> 03:03:31.339]  Well, doctor, hold on.
[03:03:31.339 --> 03:03:32.700]  You said you could stay.
[03:03:32.700 --> 03:03:37.163]  Can you do one more long segment to finish up telling us about that, and then take some more calls?
[03:03:37.163 --> 03:03:37.503]  Okay.
[03:03:39.975 --> 03:03:43.241]  Again, I see this more and more as we're winning.
[03:03:43.241 --> 03:03:48.069]  People are waking up to vaccines, so they're trying through fear to push it on us.
[03:03:48.069 --> 03:03:52.096]  I see this almost as a failing forward or fleeing forward.
[03:03:52.096 --> 03:03:52.417]  Doctor?
[03:03:53.138 --> 03:03:53.879]  I agree with you.
[03:03:53.879 --> 03:04:01.026]  I think that this is the greatest issue from our point of view because now suddenly this is not what's going on over in Iraq.
[03:04:01.026 --> 03:04:05.451]  This is not the genocide that's being carried out over in Africa.
[03:04:05.451 --> 03:04:12.078]  This is going to affect people in this country and you know there's nothing to get your attention more than when your own ox gets gored.
[03:04:12.538 --> 03:04:17.622]  And I think a lot of health care workers are going to be up in arms about this, and I'm just... Oh, they are!
[03:04:17.622 --> 03:04:21.824]  I've got an article about big demonstrations forming around the country of health care workers.
[03:04:21.824 --> 03:04:23.826]  Anything else, Mike and Mass?
[03:04:23.826 --> 03:04:37.255]  Yeah, I just wanted to end with, if they do pass this bill in Massachusetts and police officers do house-to-house or business-to-business, there will be, you could say, a second shot heard around the world that's referring to the original American Revolution.
[03:04:37.745 --> 03:04:38.706]  Yeah, well that's the thing.
[03:04:38.706 --> 03:04:46.014]  If 1% of citizens don't take the shot and fight back, that's 3 million people firing weapons at police.
[03:04:46.014 --> 03:04:47.435]  We don't want this to happen.
[03:04:47.435 --> 03:04:49.517]  Because the new order wants to start this war.
[03:04:49.517 --> 03:04:54.262]  And I hope police and military know they're being marched in up against the spirit of 1776.
[03:04:54.262 --> 03:04:56.785]  And they're going to be crushed.
[03:04:56.785 --> 03:04:58.086]  But that's part of the plan.
[03:04:58.086 --> 03:04:59.208]  I'll explain when we get back.
[03:05:01.374 --> 03:05:05.618]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[03:05:05.618 --> 03:05:07.620]  Do you really know what's in your tap water?
[03:05:07.620 --> 03:05:16.149]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[03:05:16.149 --> 03:05:21.694]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[03:05:21.694 --> 03:05:23.316]  Now what are you going to do about it?
[03:05:23.536 --> 03:05:30.057]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[03:05:30.057 --> 03:05:41.100]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[03:05:41.100 --> 03:05:41.880]  That's right.
[03:05:41.880 --> 03:05:44.440]  Clean water, right from the air you breathe.
[03:05:44.440 --> 03:05:46.021]  Order today by calling 1-800-691-8255.
[03:05:48.601 --> 03:06:06.752]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[03:06:06.752 --> 03:06:11.274]  Will you continue to be their profit center, buying their processed food that makes you sick?
[03:06:11.274 --> 03:06:13.535]  Go to the doctor and buy their drugs?
[03:06:13.535 --> 03:06:15.176]  You don't have to cooperate.
[03:06:15.176 --> 03:06:16.197]  There is a solution.
[03:06:16.437 --> 03:06:24.866]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[03:06:24.866 --> 03:06:32.314]  Try their inner food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[03:06:32.314 --> 03:06:37.980]  It even won the award for best superfood of 2009 from our friend Mike Adams, the health ranger.
[03:06:38.340 --> 03:06:44.366]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[03:06:44.366 --> 03:06:48.511]  Try all of their truly honest products that will keep you alive and healthy.
[03:06:48.511 --> 03:06:55.978]  Go to enerfood.com or give them a call right now at 866-762-9238.
[03:06:55.978 --> 03:06:59.282]  Click on their banner at infowars.com to see all the available discounts.
[03:07:01.755 --> 03:07:03.436]  Alex Jones here with a question.
[03:07:03.436 --> 03:07:05.177]  What does humidity mean to you?
[03:07:05.177 --> 03:07:07.858]  Most people think of hot and sticky summer days.
[03:07:07.858 --> 03:07:13.001]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[03:07:13.001 --> 03:07:16.202]  That's why I'd like you to visit acolablue.com.
[03:07:16.202 --> 03:07:19.664]  Acolablue is a state-of-the-art atmospheric water generator.
[03:07:20.086 --> 03:07:32.629]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[03:07:32.629 --> 03:07:34.649]  Finally, drinking water that you control.
[03:07:34.649 --> 03:07:36.369]  I use one every day.
[03:07:36.369 --> 03:07:42.051]  Say goodbye to expensive water delivery services and storing five-gallon bottles of water in your home.
[03:07:42.051 --> 03:07:44.331]  The Ecola Blue 28 is shipped right to your home.
[03:07:44.631 --> 03:07:48.032]  Ready to make close to seven gallons a day right out of the box.
[03:07:48.032 --> 03:07:49.993]  They have a 30-day money-back guarantee.
[03:07:49.993 --> 03:07:51.574]  Call Ecolablue right now at 1-800-691-6043.
[03:07:51.574 --> 03:07:51.914]  That's 1-800-691-6043.
[03:07:51.914 --> 03:07:53.295]  Or visit Ecolablue at ecolablue.com today.
[03:07:53.295 --> 03:07:53.655]  Big brother.
[03:08:07.288 --> 03:08:10.809]  mainstream media, government cover-ups.
[03:08:10.809 --> 03:08:12.409]  You want answers?
[03:08:12.409 --> 03:08:13.950]  Well, so does he.
[03:08:13.950 --> 03:08:18.131]  He's Alex Jones on the GCN Radio Network.
[03:08:18.131 --> 03:08:22.492]  And now, live from Austin, Texas, Alex Jones.
[03:08:22.492 --> 03:08:29.033]  Dr. Monteith, we're going to continue with phone calls.
[03:08:29.033 --> 03:08:32.154]  But I wanted to ask you,
[03:08:33.701 --> 03:08:46.046]  If we know Bayer and Baxter knowingly shipped out HIV, hepatitis blood in their own documents in court, MSNBC has reported it, knowing it would kill the hemophiliacs and others that took the Factor VIII product.
[03:08:46.724 --> 03:08:49.486]  This was basically a matter of eugenics.
[03:08:49.486 --> 03:08:57.551]  You see, wouldn't the world, if you are a eugenicist, who believe in eugenics, wouldn't the world be better off if there weren't any hemophiliacs?
[03:08:57.551 --> 03:08:59.752]  Because then we wouldn't have the disease.
[03:08:59.752 --> 03:09:02.014]  They set out to kill the hemophiliacs.
[03:09:02.014 --> 03:09:04.676]  They killed almost half of them in the United States.
[03:09:04.676 --> 03:09:14.262]  They shipped factor VIII that they knew would kill the hemophiliacs to Canada, to France... Well, I want you to elaborate on that, but just to finish the full question.
[03:09:15.402 --> 03:09:24.330]  If we know they did that, and other companies have done thousands of other things, why do we then trust any vaccines they come out with, anything they say?
[03:09:24.330 --> 03:09:26.592]  Bayer worked with Hitler.
[03:09:26.592 --> 03:09:28.793]  It's all these companies.
[03:09:28.793 --> 03:09:33.718]  I mean, it's so elementary, and then they admit this flu isn't dangerous.
[03:09:33.718 --> 03:09:38.722]  I mean, compared to regular flu, 37% of people already have it, didn't even get sick.
[03:09:39.398 --> 03:09:45.101]  I mean, just how we... I mean, how is it... Why aren't people waking up quicker?
[03:09:45.101 --> 03:09:49.182]  Well, what we need to do is simply keep talking and talking about it.
[03:09:49.182 --> 03:10:04.209]  I'm sure you're well aware of the fact that Baxter says, you know, a massive batch of influenza vaccine to Europe that actually contains the deadly H1N5 or H5N1 of avian flu viruses.
[03:10:07.609 --> 03:10:13.074]  Our bodies would fight this off if we don't get infected by it unless they inject it into you.
[03:10:13.074 --> 03:10:23.403]  And they were going to give it to millions of people if it hadn't been for the Czechoslovakians who tested the vaccine before it was given and proudly killed all the ferrets that then checked the vaccine.
[03:10:23.403 --> 03:10:28.347]  They would have killed millions of people and I'm talking within the last several months.
[03:10:28.772 --> 03:10:37.555]  This happened, and Baxter said, oh gee, we just have no idea how the deadly virus got in our flu vaccine.
[03:10:37.555 --> 03:10:38.195]  Let me ask you this.
[03:10:38.195 --> 03:10:43.477]  This is why I think we're moving towards the climax in history.
[03:10:43.477 --> 03:10:51.299]  That would have been the greatest criminal act of all time, would have dwarfed anything that Adolf Hitler ever did.
[03:10:51.299 --> 03:10:54.260]  And we would have heard on the news that it was a muted
[03:10:54.992 --> 03:10:59.754]  Mutated bird flu killing everybody and we would have never known it was Baxter.
[03:10:59.754 --> 03:11:02.596]  But by the grace of God, a lab technician discovered it.
[03:11:02.596 --> 03:11:08.458]  And basically, this was the last couple of months and anybody can check these facts out.
[03:11:08.458 --> 03:11:15.762]  Fortunately, we have access to the internet and you can go to your search engine and put in Baxter, the avian flu.
[03:11:16.243 --> 03:11:17.323]  Well, let me go further, Doctor.
[03:11:17.323 --> 03:11:28.788]  Then it came out in a London Telegraph that of a hundred homeless that were given this shot, a bird flu vaccine, and told that it was regular flu vaccine, the city, one city in Poland, paid them.
[03:11:28.788 --> 03:11:31.149]  This happened all over Europe.
[03:11:47.774 --> 03:11:50.255]  21 of the 100 that were tested died.
[03:11:50.255 --> 03:11:52.237]  So this is a deadly weapon.
[03:11:52.237 --> 03:11:55.319]  And then no one from the vaccine makers got in trouble.
[03:11:55.319 --> 03:11:56.961]  They arrested the city officials.
[03:11:58.413 --> 03:12:08.356]  Well, I think it's about time the American people... I honestly believe that the one that they're going to give in Europe is going to be much more deadly than the one they give here in the United States.
[03:12:08.356 --> 03:12:13.317]  But I'm not certain of that, and you shouldn't take it anyway because it contains mercury.
[03:12:13.317 --> 03:12:15.898]  But you do not know what is in this.
[03:12:15.898 --> 03:12:18.458]  We can go back to the history of vaccines.
[03:12:18.458 --> 03:12:25.340]  We can start back, certainly, back in 1942 when they gave our military yellow fever vaccine.
[03:12:25.900 --> 03:12:39.629]  But they forgot to test it ahead of time, and of course, they got yellow jaundice because it had the hepatitis B. And actually about 300,000 American troops got the virus.
[03:12:39.629 --> 03:12:47.714]  Fortunately, only about 28,000 came down with the disease, and I don't know how many of them died, but... Only 28,000 had their liver eaten!
[03:12:47.714 --> 03:12:49.395]  How nice of the government!
[03:12:49.395 --> 03:12:54.758]  But what people do not know, and this is one of the most carefully kept secrets of modern times,
[03:12:55.592 --> 03:13:10.919]  Is that there are, and you can go to the World Health Organization website and get the information, 2 billion people, that is not million, that's 2 billion people have been infected with Hepatitis B throughout the world.
[03:13:10.919 --> 03:13:12.320]  How did they get it?
[03:13:12.320 --> 03:13:21.584]  The vast majority of them got from the World Health Organization vaccine immunization program where they just accidentally used dirty needles.
[03:13:22.634 --> 03:13:22.794]  Oh!
[03:13:22.794 --> 03:13:25.559]  Of course, that's the spin.
[03:13:25.559 --> 03:13:34.694]  I saw the BBC article about four years ago where it said in one African country, we don't know why 47% of the women all have HIV and we've had medical tests.
[03:13:35.504 --> 03:13:40.066]  A lot of these little 10-year-old girls have never had sexual intercourse.
[03:13:40.066 --> 03:13:45.087]  You know, they still have their hymen in place.
[03:13:45.087 --> 03:13:50.289]  And then the BBC said, oh, they must have used dirty needles, the UN inoculators.
[03:13:50.289 --> 03:13:51.109]  Bull!
[03:13:51.109 --> 03:13:55.851]  As you know, doctor, it's very hard to get HIV from a first needle stick.
[03:13:55.851 --> 03:14:01.293]  This was clearly, the researchers believe, injected into them in the different vaccines they were being given.
[03:14:01.293 --> 03:14:04.454]  Unfortunately, I think your true book here in the United States
[03:14:05.134 --> 03:14:10.918]  You know, basically, they gave an experimental hepatitis B vaccine.
[03:14:10.918 --> 03:14:13.720]  It was about 1976 or 77.
[03:14:13.720 --> 03:14:18.663]  Two cohorts of homosexuals have volunteered for this.
[03:14:18.663 --> 03:14:26.708]  This was a hepatitis B trial, you know, to see if the vaccine worked in New York, in San Francisco, and in Los Angeles.
[03:14:26.708 --> 03:14:34.814]  And a few years later, all the homosexuals there started, or most of them started, coming down with a strange new disease that turned out to be AIDS.
[03:14:35.666 --> 03:14:49.666]  In San Francisco, and we have the figures for it, 75% of the young, homosexual, idealistic people who are trying to stop the spread of hepatitis B in their community
[03:14:50.234 --> 03:14:56.900]  Seventy-five, seventy-seven percent of them came down with AIDS, and they're all, almost all dead today.
[03:14:56.900 --> 03:14:58.381]  And why did the government use them?
[03:14:58.381 --> 03:15:05.748]  Because they were very sexually promiscuous, and it was perfect to use them as the seed vector to spread it.
[03:15:05.748 --> 03:15:10.012]  And the cover, you say, oh, well, they're promiscuity doing that.
[03:15:10.012 --> 03:15:17.138]  And so, basically, of course, we thought, well, and I will have to admit, I was, I could not believe this initially.
[03:15:18.019 --> 03:15:20.882]  It was also meant to launch the global fear-mongering!
[03:15:40.276 --> 03:15:43.798]  This virus is designed to kill black.
[03:15:43.798 --> 03:15:50.302]  And in the United States today, almost half of the AIDS cases are in black.
[03:15:50.302 --> 03:15:55.285]  And almost half of the people who've died of AIDS are black in the United States.
[03:15:55.285 --> 03:15:57.967]  And as you said, doctor, they've done the studies.
[03:15:57.967 --> 03:16:00.448]  My dad's shown me these in medical journals.
[03:16:00.448 --> 03:16:01.869]  He's a physician.
[03:16:01.869 --> 03:16:07.693]  That you'll take a black that is less promiscuous in these average actuaries than whites.
[03:16:08.553 --> 03:16:18.666]  With the test subjects, they have a much higher rate of getting it, and they found in the studies, we can tell us about that, we'll keep you longer, we'll take some calls, that it's easier for blacks to get HIV.
[03:16:19.585 --> 03:16:25.550]  They know how to create diseases that are race-specific.
[03:16:25.550 --> 03:16:35.178]  In other words, if you want to infect blacks, they have slightly different genetic makeup, and you can actually engineer a disease, and this is an engineered disease.
[03:16:35.178 --> 03:16:36.999]  How do we know it was engineered?
[03:16:36.999 --> 03:16:40.122]  Because one of the fellows who was part of the engineering came forward.
[03:16:40.122 --> 03:16:44.646]  He was dying of pancreatic cancer, and he told a man named Gary Glum the story.
[03:16:45.146 --> 03:16:46.227]  We're good to go.
[03:17:03.286 --> 03:17:07.967]  I want to say this, I was listening to XM Left today, the liberal XM channel, I heard two black soldiers
[03:17:30.365 --> 03:17:37.593]  In a 20-minute drive into work calling up the liberal talk show host defending collateral damage in the million-debt Iraqis.
[03:17:38.467 --> 03:17:53.799]  And it came to my mind, I said, here are these black soldiers serving the new world order, thinking they're fighting for America, and meanwhile Tuskegee experiment, AIDS, this government wants to murder them, and they will go to the grave loving their murderers.
[03:17:53.799 --> 03:18:00.864]  And of course the thing is that they have targeted the blacks, that's of course why they put the abortion clinics into the black communities.
[03:18:01.484 --> 03:18:05.405]  Look at Obama taking the funding block off for abortions in Africa!
[03:18:05.405 --> 03:18:06.126]  Sure.
[03:18:06.126 --> 03:18:14.608]  I mean, people find it difficult to believe that there is a genocidal program, first for the black, but next for the white.
[03:18:14.608 --> 03:18:16.949]  And now they're getting around to the white part.
[03:18:16.949 --> 03:18:22.391]  And you go into countries like Zimbabwe and Africa today,
[03:18:23.052 --> 03:18:29.034]  And the average age of a black man, you know, the average man would die at 64.
[03:18:29.034 --> 03:18:31.655]  Today, the average age of a black man who dies is 34.
[03:18:31.655 --> 03:18:39.898]  They have the life, they've done this intentionally, they've done it with AIDS, they've done it with other programs that they have that kill off the blacks.
[03:18:39.898 --> 03:18:47.641]  And sir, that's another point, and correct me if I'm wrong, but I've had other medical doctors on and folks that study statistics.
[03:18:49.871 --> 03:18:51.805]  Before, around 40% of children
[03:18:54.224 --> 03:19:21.526]  would would would die before the age of five or six and so that would show that the average life expectancy was fifty five years old in frontier days but if you lived past five or six people actually were living longer eighty ninety in many cases on average you go to old graveyards you see half the graves are for three-year-olds four-year-olds five-year-olds two-year-olds but now if you take out the infant mortality rate being uh... lower today than it was a hundred fifty years ago
[03:19:23.408 --> 03:19:29.062]  Life expectancy has plunged, so has the Russians, the Africans, every country that takes vaccines.
[03:19:29.895 --> 03:19:30.836]  Absolutely.
[03:19:30.836 --> 03:19:45.624]  And the thing is, this is why Bill and Melinda Gates, who are totally dedicated to population control and are putting the seeds up above the Arctic Circle, that's why they're funding giving the vaccines to all those black children.
[03:19:45.624 --> 03:19:46.385]  Stay there.
[03:19:46.385 --> 03:19:47.525]  Let's talk about them.
[03:19:47.525 --> 03:19:53.029]  I'll just go ahead and keep you for another 20 minutes if you can do it, because I want to go to Chris, John, Steve, Mark, and Rob, and everybody else.
[03:19:53.029 --> 03:19:56.371]  Let's talk about Bill and Melinda Gates, the ghouls of Planned Parenthood.
[03:19:56.371 --> 03:19:56.771]  They run it.
[03:20:01.997 --> 03:20:08.902]  If you're tired of paying too much for gas, diesel, or heating oil, Future Fuel Technologies has the answer you're looking for.
[03:20:08.902 --> 03:20:11.024]  It's called FFT Fuel Saver.
[03:20:11.024 --> 03:20:15.247]  FFT Fuel Saver is made using a patented formula that helps fuel burn cleaner.
[03:20:29.070 --> 03:20:29.610]  We're good to go!
[03:20:58.905 --> 03:21:08.032]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[03:21:08.032 --> 03:21:13.917]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[03:21:13.917 --> 03:21:20.062]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[03:21:20.402 --> 03:21:22.363]  Well, Obama's already fudging.
[03:21:22.363 --> 03:21:24.843]  He's fudged since day one in this election.
[03:21:24.843 --> 03:21:38.027]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[03:21:38.027 --> 03:21:39.688]  It's not about left or right.
[03:21:39.688 --> 03:21:41.548]  It's about a one-world government.
[03:21:41.548 --> 03:21:47.770]  This film documents who Obama works for, the lies he is told, and his real agenda.
[03:21:48.453 --> 03:21:56.725]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[03:21:56.725 --> 03:21:58.307]  The Obama Deception.
[03:21:58.307 --> 03:21:59.508]  The people strike back!
[03:22:01.758 --> 03:22:02.779]  Gold isn't for you?
[03:22:02.779 --> 03:22:08.326]  Ted Anderson, President of Midas Resources, one of the world's premier gold and precious metal investing firms.
[03:22:08.326 --> 03:22:08.867]  I get it.
[03:22:08.867 --> 03:22:18.499]  You wouldn't buy gold if you believed that the government is doing a great job, that the Fed will stop handing out trillions of dollars like bailout candy, that Social Security would be there for you.
[03:22:18.499 --> 03:22:19.661]  That's not what's happening.
[03:22:19.901 --> 03:22:28.366]  You might even pass on gold if the stimulus package wouldn't fuel inflation, or that the dollar wouldn't lose value, or that your retirement would be secure.
[03:22:28.366 --> 03:22:31.748]  If all looks rosy to you, then now is not the time to buy gold.
[03:22:31.748 --> 03:22:36.031]  For the realists, there have never been more sobering reasons to diversify with gold.
[03:22:36.031 --> 03:22:37.631]  Since 2001, the U.S.
[03:22:37.631 --> 03:22:41.033]  dollar index has tanked 30% while gold has risen 300%.
[03:22:41.033 --> 03:22:45.196]  Right now, savvy investors are adding gold to their portfolios.
[03:22:45.396 --> 03:22:46.297]  You should, too.
[03:22:46.297 --> 03:22:47.438]  Find out what they know.
[03:22:47.438 --> 03:22:50.762]  Call us and I'll send you 10 reasons why gold will do very well, free.
[03:22:50.762 --> 03:22:50.822]  800-686-2237.
[03:22:50.822 --> 03:22:51.163]  800-686-2237.
[03:22:51.163 --> 03:22:51.343]  That's 800-686-2237.
[03:23:01.269 --> 03:23:03.031]  Say no to government vaccinations.
[03:23:03.031 --> 03:23:04.552]  Say no to toxic overload.
[03:23:04.552 --> 03:23:05.873]  Say no to chemicals.
[03:23:05.873 --> 03:23:07.815]  Say yes to liquid zeolite.
[03:23:07.815 --> 03:23:16.623]  When you have fatigue, problems concentrating, muscle weakness, headaches, digestion, memory loss, influenza, or joint pain, the solution may be as simple as detoxifying your body.
[03:23:16.623 --> 03:23:21.888]  Chemical-free liquid zeolite helps the body heal itself so that it can become stronger to fight off viruses.
[03:23:22.028 --> 03:23:23.830]  Why risk government vaccinations?
[03:23:23.830 --> 03:23:31.318]  Liquid Zeolite detoxifies the body by safely helping remove toxins and heavy metals, boosting energy levels, and promoting a strong immune system.
[03:23:31.318 --> 03:23:35.503]  Liquid Zeolite is tasteless, odorless, and so gentle you won't even know you're taking it.
[03:23:35.503 --> 03:23:38.026]  Feel great again in as little as three days to three weeks.
[03:23:38.226 --> 03:23:43.208]  Liquid Zeolite comes with a money-back guarantee, but it's only available at RestoreYourHealthNow.com.
[03:23:43.208 --> 03:23:47.110]  Learn how to get free bottles of Liquid Zeolite at RestoreYourHealthNow.com.
[03:23:47.110 --> 03:23:49.671]  That's RestoreYourHealthNow.com or call 1-800-976-0025.
[03:23:49.671 --> 03:23:49.751]  1-800-976-0025.
[03:23:49.751 --> 03:23:50.751]  100% natural, 100% safe, 100% amazing.
[03:23:50.751 --> 03:23:52.132]  Try Liquid Zeolite today!
[03:24:03.773 --> 03:24:31.161]  Ladies and gentlemen, when you discover that there's a technological enslavement system, a scientific dictatorship in place, and we have stacks of their textbooks here in the office, we show them to you daily on air, where they're talking about how we're stupid and how they control us, and they laugh about how they're killing us, it angers you.
