[00:00:07.333 --> 00:00:09.055]  BeNatural.com.
[01:07:59.795 --> 01:08:04.817]  In a real economy, you couldn't just in a few months go from a recession into a depression and everybody losing their jobs.
[01:08:05.433 --> 01:08:06.513]  This is globalism.
[01:08:06.533 --> 01:08:08.474]  This is how they get you dependent on them.
[01:08:08.534 --> 01:08:09.394]  They brag about it.
[01:08:09.654 --> 01:08:10.875]  They write textbooks on it.
[01:08:11.655 --> 01:08:13.375]  And I challenge folks to look at Iceland.
[01:08:14.256 --> 01:08:15.796]  One of the most wealthy countries in the world.
[01:08:16.256 --> 01:08:17.177]  Right there with Switzerland.
[01:08:18.117 --> 01:08:19.117]  Above the United States.
[01:08:19.197 --> 01:08:21.298]  In a matter of months, basically everybody's bankrupt.
[01:08:21.718 --> 01:08:23.939]  Food is bare on most of the shelves at the stores.
[01:08:24.319 --> 01:08:25.499]  People have been rioting for months.
[01:08:25.539 --> 01:08:27.920]  But it doesn't matter how many governments they take out of power.
[01:08:28.560 --> 01:08:29.540]  Their government's fallen there.
[01:08:29.580 --> 01:08:31.001]  Its governments are falling in Europe.
[01:08:31.521 --> 01:08:32.841]  Because the bankers already own it all.
[01:08:32.882 --> 01:08:34.382]  They're offshore and they control the military.
[01:08:35.023 --> 01:08:38.224]  The government can stand up and say, stop what you're doing, and they say, hey, we have the military!
[01:08:39.025 --> 01:08:41.226]  Because it's controlled under national security systems.
[01:08:41.946 --> 01:08:42.366]  Separate.
[01:08:42.626 --> 01:08:48.169]  Just like England, you know, they catch the MI5 spying on the parliament that supposedly runs the government.
[01:08:48.209 --> 01:08:49.049]  They run nothing!
[01:08:49.609 --> 01:08:54.752]  The continuity of government system was set up by the banks in the last 80 years in Western Europe and the U.S.
[01:08:56.012 --> 01:08:57.813]  So they can go around government.
[01:08:59.294 --> 01:09:01.275]  You've just got to stand up and say, this is illegitimate.
[01:09:01.315 --> 01:09:02.615]  The emperor is butt naked.
[01:09:02.975 --> 01:09:04.316]  The emperor has no clothes.
[01:09:06.485 --> 01:09:07.685]  Look at Argentina, folks.
[01:09:07.725 --> 01:09:13.467]  They were first world, as wealthy as the U.S., most wealthy nation in Central and South America.
[01:09:14.248 --> 01:09:20.910]  Overnight, the bankers came in, they dollarized, they let the bankers get them in debt, set up the system, the IMF World Bank documents came out in 2001.
[01:09:21.210 --> 01:09:28.952]  A year after, how they engineered the collapse, how they cut off the water and power to cause riots, how they, to destroy confidence.
[01:09:29.352 --> 01:09:34.414]  Then the bankers would come in, buy up everything, and the people are still in a depression nine years later.
[01:09:35.239 --> 01:09:36.259]  They're going to do that here.
[01:09:36.520 --> 01:09:37.340]  They're doing that here.
[01:09:38.080 --> 01:09:41.641]  And if you won't stand up and speak out against it, look in the mirror as things get worse.
[01:09:43.002 --> 01:09:43.902]  But I know a lot of you won't.
[01:09:43.922 --> 01:09:46.923]  You'll look at the government and hold your hand out and get your little national ID card.
[01:09:46.943 --> 01:09:52.085]  They'll put welfare creds on and you'll join the little tattletale squads and wear little uniforms.
[01:09:53.026 --> 01:09:55.067]  We're not just going into a third world despotism.
[01:09:55.107 --> 01:09:56.427]  We're going into a high-tech tyranny.
[01:09:56.707 --> 01:09:57.968]  It'll be worse than Argentina.
[01:09:59.828 --> 01:10:01.249]  Let's talk to Ed in Texas.
[01:10:02.009 --> 01:10:03.470]  In Austin, Texas to be precise.
[01:10:03.570 --> 01:10:03.930]  Ed, you're on.
[01:10:05.265 --> 01:10:06.446]  Hi Alex, good to hear you.
[01:10:07.326 --> 01:10:08.787]  Welcome.
[01:10:09.707 --> 01:10:14.829]  Kudos to that guy up in Alaska, and kudos to you of course.
[01:10:16.330 --> 01:10:18.531]  I just can't believe what I'm seeing, man.
[01:10:18.591 --> 01:10:26.874]  This guy is just giving the NWO a violent show in overdrive, man.
[01:10:27.195 --> 01:10:29.556]  The speed that this thing is picking up is unbelievable.
[01:10:31.837 --> 01:10:35.980]  I personally just heard something Friday at work that was pretty disturbing.
[01:10:36.300 --> 01:10:40.423]  Something, uh, mandatory payroll, uh, direct deposit.
[01:10:41.143 --> 01:10:41.404]  Yes.
[01:10:42.785 --> 01:10:46.927]  They're doing that to get you ready to do mandatory 401k so they can steal your money as well.
[01:10:47.308 --> 01:10:47.948]  Yeah, yeah.
[01:10:48.088 --> 01:10:51.090]  I mean, you know, I thought I was working to support myself.
[01:10:53.492 --> 01:10:56.313]  This is, sir, Homeland Security stated on C-SPAN.
[01:10:56.353 --> 01:10:58.615]  I'll never forget six years ago when Governor Ridge was the head.
[01:10:59.241 --> 01:11:00.202]  Absolutely, that's what's happening.
[01:11:23.646 --> 01:11:30.429]  What was it in the good book that it said that you won't be able to barter or trade or anything without this mark?
[01:11:30.549 --> 01:11:34.370]  Let he who has understanding reckon the number of the beast.
[01:11:34.390 --> 01:11:37.471]  4 to 666, you will neither bind or sell without it.
[01:11:38.072 --> 01:11:40.973]  Whether he be great or small, all will have to use it.
[01:11:42.093 --> 01:11:42.393]  Right.
[01:11:42.633 --> 01:11:45.975]  To all the Patriots out there listening, get ready to stand and deliver.
[01:11:46.015 --> 01:11:46.795]  We're going to have to.
[01:11:46.875 --> 01:11:48.156]  God bless you and keep you, Alex.
[01:11:48.196 --> 01:11:48.776]  Thank you very much.
[01:11:48.836 --> 01:11:49.456]  Thank you, my friend.
[01:11:49.476 --> 01:11:50.176]  Yeah, God bless you.
[01:11:50.216 --> 01:11:51.797]  The problem is Homeland Security.
[01:11:52.572 --> 01:11:57.214]  Under the clergy response team is paying secretly, now it's public, but it was secret.
[01:11:57.234 --> 01:12:01.596]  Think how dastardly, how wicked, how aggressive that is.
[01:12:03.157 --> 01:12:03.977]  How arbitrary.
[01:12:04.337 --> 01:12:07.939]  Just like they take your baby's blood for 36 years at birth and don't tell you now it's mainstream news.
[01:12:07.999 --> 01:12:09.040]  Put it in the DNA database.
[01:12:09.420 --> 01:12:10.040]  They're criminals.
[01:12:10.060 --> 01:12:11.701]  That was a violation of law every time.
[01:12:11.941 --> 01:12:13.061]  The government is rogue.
[01:12:14.002 --> 01:12:16.583]  They bought off the preachers and so they're going to stand down.
[01:12:17.293 --> 01:12:24.636]  They've been told not just stand down during this, they're going to tell their flock, oh Jesus is coming, stand down, go to the FEMA camps, take the shots, turn your guns in.
[01:12:24.896 --> 01:12:27.417]  That's what they're, we have the documents, that's what they're told to teach.
[01:12:28.197 --> 01:12:35.020]  You don't think the feds are out of control when they train 26,000 preachers in every town and city to run out and tell everybody stand down when this is happening?
[01:12:35.980 --> 01:12:41.082]  That is espionage, that is covert operation, that is, they have taken their time setting us up to fall.
[01:12:41.483 --> 01:12:42.263]  Do you understand?
[01:12:44.386 --> 01:12:47.267]  Let's talk to Maury in Cedar Park, also in Austin, Texas.
[01:12:47.287 --> 01:12:47.647]  Go ahead.
[01:12:48.507 --> 01:12:50.667]  Yeah, hi Alex.
[01:12:50.687 --> 01:12:54.748]  You know, I thought you were a kook about two years ago.
[01:12:55.428 --> 01:12:58.388]  And now, you've run me over completely.
[01:12:58.668 --> 01:13:00.429]  But I do have to ask you one question.
[01:13:00.969 --> 01:13:05.990]  What is the underlying foundation for how you become so adroit?
[01:13:08.850 --> 01:13:10.791]  That's one thing I don't understand.
[01:13:11.231 --> 01:13:12.671]  Why are you so
[01:13:14.798 --> 01:13:15.298]  History.
[01:13:15.658 --> 01:13:16.319]  History, sir.
[01:13:17.379 --> 01:13:27.686]  I'm sure you've heard the cliché that the more things change, the more they stay the same, or that those that don't know history are doomed to repeat it, or Lord Acton, power tends to corrupt, power corrupts absolutely.
[01:13:28.727 --> 01:13:36.232]  I happened, when I was about 12, 13, 14, to start reading history books because they were much more entertaining than science fiction or Louis L'Amour.
[01:13:36.952 --> 01:13:38.133]  Okay, I've always been an avid reader.
[01:13:38.413 --> 01:13:43.457]  When you read Rise and Fall of the Roman Empire, Rise and Fall of the Third Reich, when you read hundreds of books,
[01:13:44.261 --> 01:13:46.362]  Many of them written by people like Julius Caesar.
[01:13:47.122 --> 01:13:48.623]  I read Adolf Hitler's Mein Kampf.
[01:13:49.263 --> 01:13:49.844]  My struggle.
[01:13:49.944 --> 01:13:56.047]  When you read what these people have said, then you know what it is when history is repeating.
[01:13:56.507 --> 01:13:58.448]  Then I read government documents, sir.
[01:13:58.788 --> 01:14:04.791]  The Rand Corporation, the IMF, the World Bank, the World Trade Organization, the Club of Rome, the Council on Foreign Relations.
[01:14:05.091 --> 01:14:07.312]  They all write books and publications.
[01:14:07.352 --> 01:14:08.232]  I mean, one book.
[01:14:08.893 --> 01:14:11.694]  Men in Power is a political retrospective, one of hundreds I could plug.
[01:14:12.392 --> 01:14:14.513]  Written by Helmut Schmidt, former German Chancellor.
[01:14:15.474 --> 01:14:15.794]  Okay?
[01:14:16.734 --> 01:14:17.875]  Well, I have a follow-up question.
[01:14:17.895 --> 01:14:18.175]  No, no, no.
[01:14:18.215 --> 01:14:18.555]  Hold on.
[01:14:18.615 --> 01:14:20.456]  He says we're setting up a world government.
[01:14:20.476 --> 01:14:21.837]  He says they're going to bankrupt all of us.
[01:14:22.097 --> 01:14:23.678]  He wrote this in the early 90s.
[01:14:23.938 --> 01:14:27.059]  He says that they are setting up all this stuff.
[01:14:27.099 --> 01:14:28.660]  He's for it.
[01:14:28.700 --> 01:14:28.980]  I'm sorry.
[01:14:29.000 --> 01:14:29.401]  Go ahead.
[01:14:30.741 --> 01:14:40.386]  My question is, then, what you're saying is that you have to have a certain level of intelligence to make it in this world.
[01:14:40.406 --> 01:14:42.007]  Otherwise, you know,
[01:14:42.722 --> 01:14:42.942]  Not.
[01:14:45.463 --> 01:14:46.704]  Most people are intelligent.
[01:14:46.784 --> 01:14:52.427]  They are distracted by football and acting cool and just trying to make it every day and taking care of their children.
[01:14:52.447 --> 01:14:54.888]  And they've decided, America's just a playland.
[01:14:55.248 --> 01:14:56.649]  I just go to the mall, go to work.
[01:14:57.089 --> 01:14:58.470]  You know, I accept my environment.
[01:14:58.610 --> 01:15:00.691]  I don't interact with my environment.
[01:15:01.151 --> 01:15:04.313]  And they've decided it's weird to be involved or weird to be informed.
[01:15:04.873 --> 01:15:05.133]  Okay?
[01:15:06.782 --> 01:15:08.524]  Can I just add one other comment?
[01:15:08.564 --> 01:15:11.607]  Then I'll hang up.
[01:15:12.187 --> 01:15:15.150]  I am so appreciative of you.
[01:15:15.630 --> 01:15:18.913]  I am in awe, and I thank you.
[01:15:19.234 --> 01:15:20.254]  And that's about it.
[01:15:21.856 --> 01:15:22.657]  Well, God bless you, sir.
[01:15:22.677 --> 01:15:23.257]  I appreciate it.
[01:15:23.317 --> 01:15:25.019]  Please don't be in awe of me, sir.
[01:15:26.497 --> 01:15:42.511]  When I found out the Army and the Marines were creeping around Texas paying off police chiefs, sheriffs, mayors, fire chiefs, emergency managers, and I went and interviewed police chiefs and emergency managers and put it on local cable access TV and put it on my local FM show and then my syndicated show.
[01:15:43.800 --> 01:15:44.661]  And people laughed at me.
[01:15:44.741 --> 01:15:46.061]  I said, why are you laughing?
[01:15:46.101 --> 01:15:47.662]  I just interviewed the police chief.
[01:15:47.843 --> 01:15:51.665]  There's a covert secret military operation to overthrow the U.S.
[01:15:51.865 --> 01:15:53.526]  just like they've done in third world countries.
[01:15:53.906 --> 01:15:56.308]  And from there, I began to research and study.
[01:15:56.328 --> 01:15:58.629]  And I didn't know as much as I do 10 years ago.
[01:15:59.870 --> 01:16:00.130]  Okay?
[01:16:01.277 --> 01:16:03.858]  You know, I thought that they could be getting ready to do it then.
[01:16:03.878 --> 01:16:06.340]  No, no, they've taken long term to do this.
[01:16:07.220 --> 01:16:08.321]  Now they're announcing it.
[01:16:08.661 --> 01:16:11.502]  That's the final phase, because they announce it right before they do it.
[01:16:11.522 --> 01:16:13.003]  They're not denying any of it anymore.
[01:16:13.143 --> 01:16:13.963]  They're getting ready to move.
[01:16:15.284 --> 01:16:17.945]  What will happen when the grocery stores are empty?
[01:16:18.446 --> 01:16:20.707]  What are you going to do once your food is gone?
[01:16:21.354 --> 01:16:25.196]  What will you do when the dollar is worthless and your family needs to eat?
[01:16:25.616 --> 01:16:30.579]  Growing your own food is the only way to have real self-sufficiency and peace of mind.
[01:16:31.019 --> 01:16:38.864]  GetSeeds.net is offering an amazing special on 100 different varieties of heirloom vegetable seeds with a complete range of crops.
[01:16:39.264 --> 01:16:44.607]  That's 100 packets of non-hybrid seeds for only $49 with free shipping.
[01:16:44.847 --> 01:16:47.889]  You will have the comfort of knowing that you are truly prepared.
[01:16:48.289 --> 01:16:51.092]  These affordable prices are our way to pay it forward.
[01:16:51.252 --> 01:16:56.437]  So in turn, GetSeeds.net asks you to share these seeds of life with the less fortunate.
[01:16:56.677 --> 01:17:01.201]  Go to GetSeeds.net and get 100 seed packets for only $49 with free shipping.
[01:17:01.221 --> 01:17:01.522]  Or call 877-394-6657.
[01:17:01.542 --> 01:17:01.902]  That's 877-394-6657.
[01:17:01.942 --> 01:17:02.603]  Or go to GetSeeds.net.
[01:17:15.572 --> 01:17:19.016]  In these uncertain times, safety and precaution are key.
[01:17:19.536 --> 01:17:21.158]  Don't rely on others for protection.
[01:17:21.558 --> 01:17:24.882]  Protect yourself and your family with products from Pepperspray.com.
[01:17:25.142 --> 01:17:30.268]  Pepperspray.com carries the largest assortment of pepper spray and personal safety devices on the web.
[01:17:30.528 --> 01:17:33.932]  From home safety to nighttime safety, we have the products you need.
[01:17:34.272 --> 01:17:36.174]  Order the Discreet Pepper Mace Baton.
[01:17:36.534 --> 01:17:44.401]  Which relies on a powerful pepper formula that upon direct contact with an attacker's eyes, forces them to slam shut, causing an intense burning sensation.
[01:17:44.821 --> 01:17:50.787]  This refillable unit is designed to be carried as a key ring, easily accessible pepper spray, and a defensive baton.
[01:17:50.947 --> 01:17:54.450]  Pepperspray.com is offering a special for all GCN listeners.
[01:17:54.690 --> 01:17:57.713]  Order the Pepper Spray Baton and receive a free refill cartridge.
[01:17:57.933 --> 01:18:01.276]  Please click the GCN Category tab on our site for this offer.
[01:18:01.797 --> 01:18:03.780]  Visit us today at Pepperspray.com.
[01:18:04.020 --> 01:18:04.922]  That's Pepperspray.com.
[01:18:05.022 --> 01:18:05.483]  Or call 800-908-9988.
[01:18:05.683 --> 01:18:05.924]  That's 800-908-9988.
[01:18:15.000 --> 01:18:16.502]  Denny Anderson from Midas, February 27, 2009.
[01:18:16.602 --> 01:18:19.946]  Gold 958 ounce gold coins can be purchased for $9.8532, $4.9266 for half, $2.4633 for quarter.
[01:18:19.986 --> 01:18:20.427]  That's $9.8532, $4.9266, and $2.4633.
[01:18:32.879 --> 01:18:33.960]  We all want liberty.
[01:18:34.180 --> 01:18:35.381]  Some give their lives for it.
[01:18:35.542 --> 01:18:37.423]  A price that cannot be taken for granted.
[01:18:37.543 --> 01:18:39.685]  We forfeit bites and pieces of our freedom.
[01:18:39.805 --> 01:18:40.306]  For what?
[01:18:40.546 --> 01:18:46.291]  February 28th, Minnesota Campaign for Liberty will host Tom Woods, best-selling author of The Meltdown.
[01:18:46.391 --> 01:18:49.414]  Professor Butler, author of Trade on the Great Depression.
[01:18:49.594 --> 01:18:50.114]  We're good to go.
[01:19:13.999 --> 01:19:15.480]  Alex Jones here with a question.
[01:19:15.680 --> 01:19:17.121]  What does humidity mean to you?
[01:19:17.421 --> 01:19:19.643]  Most people think of hot and sticky summer days.
[01:19:20.103 --> 01:19:24.846]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:19:25.247 --> 01:19:28.088]  That's why I'd like you to visit acolablue.com.
[01:19:28.429 --> 01:19:31.951]  Acolablue is a state-of-the-art atmospheric water generator.
[01:19:32.330 --> 01:19:44.313]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:19:44.873 --> 01:19:46.874]  Finally, drinking water that you control.
[01:19:46.894 --> 01:19:48.194]  I use one every day.
[01:19:48.594 --> 01:19:51.055]  Say goodbye to expensive water delivery services.
[01:19:51.355 --> 01:19:52.496]  Thank you for listening to GCN.
[01:20:18.993 --> 01:20:21.355]  Be sure to visit GCNlive.com today.
[01:20:21.435 --> 01:20:25.839]  Yeah!
[01:20:26.139 --> 01:20:27.760]  We are back live!
[01:20:35.046 --> 01:20:37.028]  We're gonna defend the Republic!
[01:20:39.310 --> 01:20:41.492]  Globalists think they're taking down the USA.
[01:20:41.512 --> 01:20:43.994]  They love to rap while they're tearing the American flag.
[01:20:47.353 --> 01:20:56.675]  Don't you understand that that's a military tactic for the enemy to cloak themselves, to put on your uniforms, our uniform of the red, white, and blue?
[01:20:56.695 --> 01:21:10.797]  If they violate the Bill of Rights and Constitution and go after the Second Amendment and let foreign bankers loot us by design, they are treasonous, traitorous usurpers!
[01:21:14.158 --> 01:21:14.918]  Let's go to your calls.
[01:21:14.938 --> 01:21:15.838]  I'm gonna get into more of those.
[01:21:17.711 --> 01:21:18.992]  You know, I'm going to go back to something briefly.
[01:21:20.953 --> 01:21:27.977]  You know, Jason Bermas has moved down here and he's going to start a new radio show out of my studios on the Genesis Network, 9 to midnight central.
[01:21:28.977 --> 01:21:33.160]  And it's a test show tomorrow night, but it officially starts Tuesday on the 3rd.
[01:21:35.141 --> 01:21:36.922]  And you know, you think Jason knows everything.
[01:21:37.422 --> 01:21:38.182]  You think I know everything.
[01:21:38.242 --> 01:21:38.543]  I don't.
[01:21:38.903 --> 01:21:39.983]  You guys give me tips.
[01:21:40.023 --> 01:21:40.804]  We give him tips.
[01:21:41.164 --> 01:21:42.285]  It's constant research.
[01:21:43.105 --> 01:21:44.686]  I can't pull myself away from the research.
[01:21:44.726 --> 01:21:46.467]  I'm learning so much more exponentially every day.
[01:21:46.946 --> 01:21:52.429]  He walks in last Thursday at the office, and he says, Alex, look at this, Civilian Inmate Labor Camp Program.
[01:21:52.849 --> 01:21:54.690]  This is directly off the Army's website.
[01:21:54.710 --> 01:21:56.231]  They've had secret camps since 86.
[01:21:56.571 --> 01:21:57.051]  Look, read it.
[01:21:57.391 --> 01:21:58.412]  And they declassified it in 97.
[01:21:58.972 --> 01:22:05.055]  I said, Jason, that's in my book, Dissent and Tyranny, published 2002, with the Army website link.
[01:22:06.176 --> 01:22:07.016]  And he goes, really?
[01:22:07.877 --> 01:22:08.957]  I didn't know they were admitting it.
[01:22:10.058 --> 01:22:11.679]  See, don't think I know everything.
[01:22:11.699 --> 01:22:12.599]  Don't think Jason knows everything.
[01:22:12.899 --> 01:22:14.200]  We all are learning here.
[01:22:15.854 --> 01:22:21.918]  Now I think about my life and the things growing up, the books I happen to crack open and read, and the journeys that led me on.
[01:22:22.899 --> 01:22:23.559]  I'm still pretty young.
[01:22:23.579 --> 01:22:23.879]  I'm 35 now.
[01:22:24.000 --> 01:22:25.441]  I turned 35 a few weeks ago.
[01:22:26.301 --> 01:22:30.124]  I got involved in this when I was 21.
[01:22:30.384 --> 01:22:30.704]  21, folks.
[01:22:31.425 --> 01:22:34.507]  Got on air when I was 22.
[01:22:37.289 --> 01:22:42.372]  A lot of people criticize what I sing and do, or they nitpick, or they try to invent things that I've done, or twist things.
[01:22:44.170 --> 01:22:46.911]  I just want you to know it doesn't matter because I know I've done the right thing.
[01:22:47.091 --> 01:22:48.131]  I know I'm a good person.
[01:22:48.531 --> 01:22:49.431]  I know I'm for real.
[01:22:50.071 --> 01:22:53.692]  You know, the biggest thing they take away from us as a society is that there aren't good people.
[01:22:54.112 --> 01:22:55.953]  And there aren't folks that will stand up and fight back.
[01:22:56.273 --> 01:22:57.553]  The majority of people are good.
[01:22:57.593 --> 01:22:58.433]  They're just lazy.
[01:22:58.713 --> 01:22:59.433]  They're distracted.
[01:22:59.453 --> 01:23:00.033]  They're diverted.
[01:23:00.734 --> 01:23:04.654]  And they don't want to believe the truth because that kind of messes up their happy little illusion.
[01:23:05.815 --> 01:23:08.495]  But I want it on record that it has been a great honor.
[01:23:09.356 --> 01:23:11.536]  And I hope I live to be 100 years old, but it's been a great honor.
[01:23:11.937 --> 01:23:18.781]  You know what, if I was going home today and died in a car wreck, or if the feds set me up, or somebody, whatever, I'm getting a lot of death threats lately.
[01:23:19.802 --> 01:23:25.865]  I don't want people to feel bad for me, and that to be a sad thing, I want that to be a good thing.
[01:23:26.386 --> 01:23:32.289]  That's what Thomas Jefferson said, the blood of patriots and tyrants has to water the tree of liberty.
[01:23:33.940 --> 01:23:38.043]  And folks are always calling me, always emailing me, hey this person's attacking you, that person's attacking you.
[01:23:38.524 --> 01:23:39.705]  Oh Alex, you've got to defend yourself.
[01:23:40.125 --> 01:23:42.387]  Look, that's part of the wreckage of society.
[01:23:42.807 --> 01:23:47.611]  That's part of weak-minded people, jealous people, envious people.
[01:23:48.071 --> 01:23:50.393]  Don't let that be a distraction or a diversion to you.
[01:23:50.753 --> 01:23:53.996]  We're in the greatest point of change in history.
[01:23:54.261 --> 01:24:01.363]  Where the tyranny is attempting to set up a worldwide scientific dictatorship, but at the same time, humanity is waking up and resisting it everywhere.
[01:24:01.744 --> 01:24:04.785]  I don't have words to describe to you how this radio show is exploding.
[01:24:05.225 --> 01:24:07.766]  I don't have words to describe, and I'm just one little guy in this fight.
[01:24:08.686 --> 01:24:09.566]  It's because of you, the listeners.
[01:24:10.767 --> 01:24:14.088]  I was looking on our web statistics last night from our two biggest CDN servers.
[01:24:15.028 --> 01:24:20.570]  Guess how many, in the last year, guess how many hits InfoWars.com and PrisonPlanet.com have had?
[01:24:23.749 --> 01:24:24.269]  Billion.
[01:24:25.670 --> 01:24:27.271]  Ten billion.
[01:24:28.772 --> 01:24:33.655]  And over a hundred and seventy million individual visitors.
[01:24:34.195 --> 01:24:35.096]  And that isn't hype, folks.
[01:24:35.136 --> 01:24:35.877]  That's the real numbers.
[01:24:36.777 --> 01:24:41.120]  One hundred and seventy million different IP addresses.
[01:24:41.140 --> 01:24:41.960]  That is in each visit.
[01:24:42.300 --> 01:24:43.001]  That's IPs.
[01:24:44.822 --> 01:24:46.243]  You know what can happen with that kind of numbers?
[01:24:46.543 --> 01:24:47.624]  If we just double that number?
[01:24:47.664 --> 01:24:51.066]  If everybody tells folks about the radio show, about the websites, and we double it and double it again?
[01:24:52.745 --> 01:24:56.407]  And then that's just to my sites, our information, our stories, our videos, our materials.
[01:24:56.847 --> 01:25:02.150]  I've made films that have had over 50, 60 million documented viewings online for free.
[01:25:02.470 --> 01:25:03.050]  Just one film.
[01:25:04.531 --> 01:25:07.753]  Little clips of my simulcast, the weekday radio show where we do the video cam.
[01:25:09.013 --> 01:25:13.255]  I mean, routinely those videos, just little clips of the show, get hundreds of thousands of views a week.
[01:25:13.976 --> 01:25:17.137]  And there's hundreds and hundreds of clips a week, totaling tens of millions.
[01:25:17.538 --> 01:25:20.219]  It's insane, the responsibility I've got!
[01:25:20.814 --> 01:25:22.615]  But you have a responsibility, too!
[01:25:25.557 --> 01:25:27.418]  And I'll tell you one big reason I'm still alive.
[01:25:28.919 --> 01:25:31.821]  If the establishment were to kill Alex Jones, it would make me a martyr.
[01:25:32.682 --> 01:25:35.204]  And it... I use the mushroom analogy.
[01:25:36.004 --> 01:25:37.565]  You know, mushrooms have spores in them.
[01:25:38.406 --> 01:25:40.287]  And if you stomp on one, the spores are released.
[01:25:40.307 --> 01:25:42.248]  There's one called a snuff box in Texas.
[01:25:43.149 --> 01:25:45.370]  It's a little round, gray one, brown one on the ground.
[01:25:45.390 --> 01:25:47.492]  And you step on it, and it looks like old-fashioned snuff.
[01:25:47.852 --> 01:25:49.033]  This brown dust comes out.
[01:25:49.713 --> 01:25:50.514]  Millions of spores.
[01:25:52.257 --> 01:25:54.839]  And if you do that in your yard, the next time it rains you'll have thousands of them.
[01:25:55.720 --> 01:26:00.463]  Somebody stomps on me, it's like stomping on a mushroom, and all these spores just shoot out.
[01:26:00.683 --> 01:26:02.024]  Oh, I'm already shooting spores out.
[01:26:02.484 --> 01:26:03.225]  It's already viral.
[01:26:03.885 --> 01:26:09.129]  But it's like taking every spore in that mushroom and planting it lovingly in the dirt.
[01:26:10.109 --> 01:26:12.391]  Instead of just a few of my spores getting out, it would make me explode.
[01:26:13.371 --> 01:26:14.092]  But it's more than that.
[01:26:15.660 --> 01:26:19.041]  You know, they say there's no atheist in foxholes, folks, and I'm certainly no atheist.
[01:26:19.081 --> 01:26:21.322]  I believe in God, I love God, and I know I'm on a mission.
[01:26:21.342 --> 01:26:22.222]  I know we're all on a mission.
[01:26:22.422 --> 01:26:24.123]  We're all tested in this one life to live.
[01:26:25.703 --> 01:26:28.064]  The Devil's greatest trick was convincing the world he didn't exist.
[01:26:28.284 --> 01:26:30.585]  The New Order's greatest trick was convincing the world they didn't exist.
[01:26:31.185 --> 01:26:32.086]  Now they admit they exist.
[01:26:32.126 --> 01:26:32.346]  Why?
[01:26:32.366 --> 01:26:33.266]  They're making their move.
[01:26:34.086 --> 01:26:34.887]  They decloaked.
[01:26:35.067 --> 01:26:36.167]  It's a dangerous point for them.
[01:26:36.367 --> 01:26:36.987]  They had to do it.
[01:26:37.307 --> 01:26:38.588]  They turned off the cloaking device.
[01:26:41.409 --> 01:26:42.529]  I kept saying, look at that Shimmer.
[01:26:42.549 --> 01:26:43.090]  They're right there.
[01:26:43.110 --> 01:26:43.530]  They're right there.
[01:26:43.550 --> 01:26:44.230]  Here's their own documents.
[01:26:44.250 --> 01:26:45.150]  See that Shimmer right there?
[01:26:45.410 --> 01:26:45.930]  That's an enemy.
[01:26:46.090 --> 01:26:46.951]  And then, bzzzzz!
[01:26:47.551 --> 01:26:52.032]  Like in Predator, the clone, the cloaking device goes down, and there it is.
[01:26:52.712 --> 01:26:54.633]  And I'm saying, now you see what I'm talking about.
[01:26:54.653 --> 01:27:01.615]  I was pointing out the footprints and the Shimmer, and showing people, and people didn't want to believe it, and now it's decloaked.
[01:27:02.115 --> 01:27:03.715]  And the point is, those documents were always there.
[01:27:03.755 --> 01:27:04.776]  Those facts were always there.
[01:27:05.076 --> 01:27:09.257]  People now are just willing to listen, because they're seeing it being openly announced, and they're going through pain.
[01:27:10.165 --> 01:27:11.386]  And the pain has just begun.
[01:27:14.489 --> 01:27:17.292]  And so now is the time to warn people.
[01:27:17.772 --> 01:27:19.834]  Now is the time to reach out to people.
[01:27:21.115 --> 01:27:24.878]  You know, I told you that they were going to spend tens of trillions of dollars with the bailout because the bill said it.
[01:27:24.898 --> 01:27:25.819]  I'm no genius.
[01:27:25.839 --> 01:27:26.760]  I just took the time to read it.
[01:27:27.541 --> 01:27:31.364]  And I told you they'd use the money to buy up other banks and insurance companies and infrastructure.
[01:27:31.444 --> 01:27:31.985]  And they're doing it.
[01:27:33.874 --> 01:27:36.595]  And there's so many people out there that want to, quote, play it safe.
[01:27:36.615 --> 01:27:48.297]  So many other national talk show hosts, local talk show hosts in every area of the country, who I talk to privately at conventions and events, and, oh Alex, I know a lot of what you're saying is true, but I'm too scared to say it on air and, you know, I want to be mainline.
[01:27:48.877 --> 01:27:50.137]  I don't want to scare away any sponsors.
[01:27:50.377 --> 01:27:51.557]  There aren't going to be any sponsors.
[01:27:51.577 --> 01:27:53.358]  There aren't going to be as many radio shows.
[01:27:53.378 --> 01:28:00.679]  There aren't going to be as good a country and a free market and all the cornucopia of good things that have come from having somewhat of a free society.
[01:28:01.184 --> 01:28:03.385]  Sometimes playing it safe isn't playing it safe.
[01:28:03.745 --> 01:28:07.787]  In fact, a lot of times in history, playing it safe is what gets your butt in a sling.
[01:28:09.789 --> 01:28:10.809]  The country's too important.
[01:28:10.829 --> 01:28:11.589]  The country's too good.
[01:28:11.790 --> 01:28:19.794]  Humanity's too good for us to stand down and suck our thumbs and not be involved, ladies and gentlemen, and rationalize and live in denial.
[01:28:20.734 --> 01:28:21.435]  I'll go back to it.
