[00:00:05.714 --> 00:00:07.334]  Watch me!
[01:29:30.674 --> 01:29:41.742]  The Acola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[01:29:41.742 --> 01:29:42.502]  That's right.
[01:29:42.502 --> 01:29:45.084]  Clean water, right from the air you breathe.
[01:29:45.084 --> 01:29:46.685]  Order today by calling 1-800-691-6043.
[01:29:46.685 --> 01:29:46.885]  That's 1-800-691-6043.
[01:29:59.214 --> 01:30:03.296]  This is Alex Jones.
[01:30:03.296 --> 01:30:05.278]  Have you heard of the Millionaire Patriot?
[01:30:05.278 --> 01:30:06.258]  Well, you should.
[01:30:06.258 --> 01:30:10.762]  He has a free handgun and five days of firearms training waiting for you.
[01:30:10.762 --> 01:30:11.562]  That's right.
[01:30:11.562 --> 01:30:21.589]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit, all for pennies on the dollar.
[01:30:21.589 --> 01:30:22.730]  Plus, if you act fast,
[01:30:22.930 --> 01:30:28.913]  The Millionaire Patriot will give you a free Springfield Armory XV pistol in the caliber of your choice.
[01:30:28.913 --> 01:30:35.797]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:30:35.797 --> 01:30:40.980]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:30:41.320 --> 01:30:42.781]  This is real.
[01:30:42.781 --> 01:30:43.822]  Don't miss out.
[01:30:43.822 --> 01:30:52.409]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:30:52.409 --> 01:30:54.770]  Go to FrontSight.com today.
[01:30:54.770 --> 01:30:58.473]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:30:58.473 --> 01:31:01.375]  Go to FrontSight.com for your training and free gun.
[01:31:02.176 --> 01:31:07.401]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:31:07.401 --> 01:31:11.425]  Number one, new climate legislation could easily double or triple your electric bill.
[01:31:11.425 --> 01:31:17.331]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:31:17.331 --> 01:31:22.396]  It's true, total government control of electricity in the name of smart grid technology is coming.
[01:31:22.396 --> 01:31:22.897]  Number three,
[01:31:23.297 --> 01:31:29.599]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[01:31:29.599 --> 01:31:32.480]  The hurricane and dangerous summer storm season is here again.
[01:31:32.480 --> 01:31:37.021]  Every year, thousands of families lose their power from weather-related outages.
[01:31:37.021 --> 01:31:40.622]  A solar power generator provides powerful backup insurance and peace of mind.
[01:31:40.862 --> 01:31:46.587]  Folks, I really believe in the solar power generators offered by Solutions from Science, a longtime sponsor of ours.
[01:31:46.587 --> 01:31:51.291]  You can get more information at www.mysolarbackup.com.
[01:31:51.291 --> 01:31:53.073]  That's mysolarbackup.com.
[01:31:53.073 --> 01:31:55.635]  Remember, the government doesn't own the sun yet.
[01:31:55.635 --> 01:31:58.277]  So go to mysolarbackup.com or call toll free 877-327-0365.
[01:32:02.230 --> 01:32:03.912]  Hello friends, this is Alex Jones.
[01:32:03.912 --> 01:32:08.658]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:32:08.658 --> 01:32:11.622]  We need to be independent, and food and water is the key.
[01:32:11.622 --> 01:32:14.646]  You'll never have to stand in a bread line if you have your own bread.
[01:32:14.646 --> 01:32:20.514]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:32:20.734 --> 01:32:23.978]  No one is going to take care of your family in the final equation but you.
[01:32:23.978 --> 01:32:30.966]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:32:30.966 --> 01:32:34.249]  And they do it at almost half the cost of last year's grocery prices.
[01:32:34.249 --> 01:32:36.131]  Call 1-800-409-5633 or on the web go to efoodsdirect.com.
[01:32:39.375 --> 01:32:45.639]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-stride, and dehydrated foods they have to offer.
[01:32:45.639 --> 01:32:49.241]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:32:49.241 --> 01:32:50.942]  Again, 1-800-409-5633 or on the web at eFoodsDirect.com.
[01:32:50.942 --> 01:32:51.402]  Take action today.
[01:32:51.402 --> 01:32:53.183]  The first step is getting storable food.
[01:33:15.106 --> 01:33:18.532]  Global warming.
[01:33:19.480 --> 01:33:21.681]  Emerging Science and Understanding.
[01:33:21.681 --> 01:33:26.725]  We also have another film we carry, Global Warming or Global Government.
[01:33:26.725 --> 01:33:29.367]  You need to show these to your friends and family and neighbors.
[01:33:29.367 --> 01:33:34.410]  First, they get you all hyped up that humans are bad, it's for the Earth, we're going to save it.
[01:33:34.410 --> 01:33:38.373]  This is social workers, bureaucracy, feudalism, serfdom.
[01:33:38.373 --> 01:33:44.457]  They want to go to a post-industrial system of total bondage and slavery under environmental crimes.
[01:33:45.399 --> 01:33:53.846]  And it's not toxic waste dumping they're worried about, or open-air planting of cross-species genetic-engineered organisms that could cause a problem.
[01:33:53.846 --> 01:33:56.328]  It's not about real environmentalism or conservation.
[01:33:56.328 --> 01:33:58.069]  It's about control.
[01:33:58.069 --> 01:34:02.173]  Dr. Michael Kaufman, so much has happened since we had you on six months ago.
[01:34:02.173 --> 01:34:03.574]  Time just flies.
[01:34:03.574 --> 01:34:06.176]  They've passed the total carbon tax takeover.
[01:34:06.176 --> 01:34:07.437]  It was worse than we feared.
[01:34:07.437 --> 01:34:09.658]  They kept the bill secret until after it passed.
[01:34:10.419 --> 01:34:16.545]  Total federalization, home inspections, shutting down selectively, whatever they want.
[01:34:16.545 --> 01:34:22.951]  Every federal agency and sub-agencies with the power to levy carbon taxes arbitrarily.
[01:34:22.951 --> 01:34:26.934]  It seems the new direction in government is just to give dictatorial power to the agency.
[01:34:26.934 --> 01:34:33.801]  They've got gun bills introduced to let the Attorney General ban any guns he wants at his stroke of a pen, if he just states it.
[01:34:34.481 --> 01:34:37.802]  That allow him to put anybody on a no-fly list or no-gun-by list.
[01:34:37.802 --> 01:34:39.622]  No judge, no jury, no conviction.
[01:34:39.622 --> 01:34:42.222]  It's the same thing with this global carbon system.
[01:34:42.222 --> 01:34:46.043]  They just set up offshore authorities and then we're ruled by them.
[01:34:46.043 --> 01:34:47.223]  Dr. Kaufman.
[01:34:47.223 --> 01:34:55.805]  Absolutely, because we have no way of actually addressing somebody that's offshore that does not have any accountability to us whatsoever.
[01:34:55.805 --> 01:34:57.445]  And that's why they're doing it.
[01:34:57.445 --> 01:34:59.925]  Because they want to basically control the U.S.
[01:34:59.925 --> 01:35:00.466]  economy.
[01:35:00.466 --> 01:35:02.746]  Remember, we talked about this on your program before.
[01:35:03.386 --> 01:35:09.553]  For every bit of carbon dioxide that's emitted, it has a corresponding impact on our economy.
[01:35:09.553 --> 01:35:11.174]  It's almost a one-to-one ratio.
[01:35:11.174 --> 01:35:19.503]  So if we reduce our carbon emissions by 20%, we reduce our economy about by 20%.
[01:35:19.503 --> 01:35:21.866]  It's a terrible, terrible thing.
[01:35:21.866 --> 01:35:24.528]  They're trying to get renewable energy to take its place.
[01:35:25.249 --> 01:35:26.591]  But sir, the government...
[01:35:40.632 --> 01:35:48.657]  But see, the government then directs the switch over in the economy and the profits only go to a select few, so it vertically integrates.
[01:35:48.657 --> 01:35:51.279]  But they know carbon's not bad, Dr. Kaufman.
[01:35:51.279 --> 01:35:53.380]  They know it's what plants breathe.
[01:35:53.380 --> 01:35:59.985]  That's why they diabolically chose carbon to tax, knowing it's a carbon cycle and we're carbon-based life forms.
[01:36:00.575 --> 01:36:01.175]  Absolutely.
[01:36:01.175 --> 01:36:13.139]  And this new DVD that you mentioned, Global Warming and Emerging Science, has new footage in it from the old DVD that clearly, I mean absolutely and positively shows that man cannot be causing global warming.
[01:36:13.139 --> 01:36:25.143]  In fact, a new study was just released yesterday that basically says that all of the carbon dioxide in the last, you know, 600,000 years couldn't be responsible for the warming and the cooling.
[01:36:25.143 --> 01:36:26.744]  There is no correlation whatsoever.
[01:36:26.744 --> 01:36:28.164]  It calls into serious doubt.
[01:36:28.164 --> 01:36:29.845]  This is peer-reviewed in Nature Science.
[01:36:30.405 --> 01:36:31.086]  We're good to go.
[01:36:52.020 --> 01:36:54.883]  It's over 1,000, almost 1,500 pages long.
[01:36:54.883 --> 01:36:56.344]  Nobody had a chance to read it.
[01:36:56.344 --> 01:37:01.128]  It's the most expensive bill this country has ever passed.
[01:37:01.128 --> 01:37:07.393]  It was rammed through Congress, and what it contains will blow your mind.
[01:37:07.393 --> 01:37:13.038]  Basically, everything that you said in introducing this whole subject is true, plus a lot.
[01:37:13.038 --> 01:37:15.660]  I mean, you're only touching the surface areas.
[01:37:15.660 --> 01:37:18.343]  It will destroy this nation as we know it now.
[01:37:18.823 --> 01:37:24.144]  That's exactly what the Club of Rome, that's exactly what Holdren called for.
[01:37:24.144 --> 01:37:27.445]  Let's first get into academia.
[01:37:27.445 --> 01:37:31.226]  I mean, you have worked around these phony environmentalists, you've been around them.
[01:37:31.226 --> 01:37:45.029]  In my experience, the majority, the vast majority of them do believe in neo-eugenics, they do believe in sterilization, they do believe in one-child policies, and now they're openly pushing it, saying babies are bad, they have a bad
[01:37:45.489 --> 01:37:49.493]  Carbon footprint, I'm going to show some headlines to people here in a moment.
[01:37:49.493 --> 01:37:56.939]  And really, these are just control freaks who want a managed, collectivist economy, and they're making their move right now.
[01:37:56.939 --> 01:38:06.708]  And now we have the President's Technology Advisor's textbook, 1,100 pages, saying forcibly drug the water, have CPS take all the children.
[01:38:06.708 --> 01:38:09.270]  We wonder why the government seems so out of control and nuts.
[01:38:09.270 --> 01:38:10.412]  They're not nuts.
[01:38:10.412 --> 01:38:11.793]  They know what they're doing.
[01:38:12.253 --> 01:38:13.254]  Well, they're nuts.
[01:38:13.254 --> 01:38:14.395]  They're absolutely insane.
[01:38:14.395 --> 01:38:15.835]  There's no question about that.
[01:38:15.835 --> 01:38:17.417]  But they are doing it deliberately, yes.
[01:38:17.417 --> 01:38:21.039]  There's no question about it, for exactly the reasons you're discussing.
[01:38:21.039 --> 01:38:32.967]  In fact, I am literally astonished that anybody in their right mind would even consider doing what is being done right now, because there is no justification for it whatsoever, other than the political justification.
[01:38:33.627 --> 01:38:37.630]  of destroying us and rebuilding it in their image under their control.
[01:38:37.630 --> 01:38:38.230]  That's the whole purpose.
[01:38:38.230 --> 01:38:39.151]  No, they're communists.
[01:38:39.151 --> 01:38:39.971]  They're communists.
[01:38:39.971 --> 01:38:42.353]  I mean, they are scum.
[01:38:42.353 --> 01:38:45.775]  I'm sorry to interrupt, but yes, destroying us, rebuilding us in their image.
[01:38:45.775 --> 01:38:47.216]  It's really happening.
[01:38:47.216 --> 01:38:50.078]  They're taking over health care, industries.
[01:38:50.078 --> 01:38:51.519]  They're seizing everything.
[01:38:51.519 --> 01:38:57.924]  I mean, they are going to destroy the economy, and the only jobs you're going to get is from them on welfare or through a government contract.
[01:38:58.484 --> 01:39:06.111]  Dr. Michael Kaufman, I wanted to continue to talk about the film Global Warming, Emerging Science and Understanding here in this final segment.
[01:39:06.111 --> 01:39:10.915]  We're carrying this and your other documentary on global warming or global governance.
[01:39:10.915 --> 01:39:15.720]  Everyone needs to see this just because our listeners
[01:39:17.125 --> 01:39:21.187]  And they know all about this, their friends, their family, other school teachers.
[01:39:21.187 --> 01:39:22.768]  People don't know.
[01:39:22.768 --> 01:39:25.890]  And so we need to reach out and educate the public.
[01:39:25.890 --> 01:39:31.094]  Even if they pass these global carbon taxes, we've got to fight it and expose it so we can repeal it.
[01:39:31.094 --> 01:39:31.694]  Dr. Kaufman.
[01:39:32.299 --> 01:39:46.258]  Absolutely, there is no question about that and one of the reasons we did this second DVD was to bring brand new information into the debate as well as format it in a way that you can give to your friends and neighbors in a very easy to understand format.
[01:39:47.319 --> 01:39:49.820]  You can give it to your six school science teachers.
[01:39:49.820 --> 01:39:56.082]  It's designed for classroom showing to combat Al Gore's inconvenient truth.
[01:39:56.082 --> 01:39:58.123]  It's designed to share with other people.
[01:39:58.123 --> 01:40:03.605]  You can make copies of it, not to sell it, but to make copies to give to your friends and neighbors.
[01:40:04.165 --> 01:40:11.487]  And to your school teachers and so forth, to try to spread this word, because once they see this, and it's extremely well done, folks.
[01:40:11.487 --> 01:40:17.089]  This is an order of magnitude better than my first documentary, and it is very conclusive.
[01:40:17.089 --> 01:40:23.131]  I have gotten nothing but rave reviews from a variety of sources, including kids down to about 10 years old.
[01:40:23.131 --> 01:40:30.053]  So, it is really a dynamic video that just takes the starch right out of the need for even having cap-and-trade legislation.
[01:40:30.373 --> 01:40:31.093]  Absolutely.
[01:40:31.093 --> 01:40:32.574]  Let me just ask you a side issue.
[01:40:32.574 --> 01:40:36.856]  What feedback have you gotten now two years into Endgame being out?
[01:40:36.856 --> 01:40:41.819]  Because Endgame is, I think, my best film, my most important film.
[01:40:41.819 --> 01:40:48.623]  Obama Deception is my biggest film, because it shatters the left-right paradigm and shows his real agenda, and it covers some eugenics.
[01:40:48.623 --> 01:40:52.345]  But what feedback have you gotten being in Endgame?
[01:40:52.345 --> 01:40:54.606]  Very heavy feedback, Alex.
[01:40:55.186 --> 01:41:04.515]  From a lot of people calling to find out exactly, because I'm only on there for maybe five minutes totally, finding out my view on what the whole DVD is about.
[01:41:04.515 --> 01:41:10.100]  And again, I'm not an expert on eugenics, so I have to say basically I know about as much as you do on that issue.
[01:41:10.100 --> 01:41:13.383]  But nonetheless, people are very interested in it.
[01:41:13.383 --> 01:41:19.908]  When I say that it's actually worse than what you portrayed on that, but we can't really say that it's bad enough, what we say on that DVD.
[01:41:21.070 --> 01:41:27.920]  Uh, they, we need to understand it and believe it and people walk away with their head, I get interrupted on the streets.
[01:41:27.920 --> 01:41:31.144]  Uh, people who normally have seen Endgame and so forth and ask me questions.
[01:41:31.144 --> 01:41:33.407]  It's been an extremely effective DVD.
[01:41:34.076 --> 01:41:37.538]  Well, we need to make your new film as prolific as Endgame.
[01:41:37.538 --> 01:41:44.343]  Global Warming, Emerging Science and Understanding available at InfoWars.com or by calling toll free 888-253-3139, 888-253-3139.
[01:41:44.343 --> 01:41:56.372]  Well, I'm going to be really hammering the eugenics issue, the global carbon tax issue, as we try to defeat what's happening in the Senate.
[01:41:56.932 --> 01:42:03.722]  It looks like we may be able to stop it because they were able to hide the bill, 300 pages of it, until it passed.
[01:42:03.722 --> 01:42:08.890]  Now, though, it is public and I think it may get beaten, but they're not going to stop there.
[01:42:08.890 --> 01:42:10.332]  So we're definitely in a serious fight.
[01:42:10.919 --> 01:42:30.205]  Yes, we definitely are, and we need to keep the fight up, not only with global warming, that's where I'm focusing right now, my efforts, because you can only do one thing at a time, but this water issue is a crisis, the healthcare issue is a crisis, all of these things, we need to be active, and just call on your Senators and Congressmen and say, no, we're not going to vote for that.
[01:42:30.205 --> 01:42:34.607]  If you do, I'm not going to, I'm going to do everything I can to see that you're not elected again.
[01:42:35.687 --> 01:42:46.977]  And I think I would really encourage some states where they really have an ability to get in there and recall some of their senators and congressmen when they vote for this garbage without even reading it.
[01:42:46.977 --> 01:42:47.617]  Well, I agree.
[01:42:47.617 --> 01:42:51.220]  You know, that ties into the eugenics, the government-run health care.
[01:42:51.220 --> 01:42:56.865]  They want to carry their eugenics out against us, including forced abortions, as the White House chief says, science chief.
[01:42:56.865 --> 01:42:58.867]  Dr. Kaufman, great having you with us.
[01:42:58.867 --> 01:43:00.148]  Thank you for having me back.
[01:43:00.148 --> 01:43:01.449]  We'll talk to you again soon.
[01:43:02.145 --> 01:43:06.389]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[01:43:06.389 --> 01:43:08.390]  Do you really know what's in your tap water?
[01:43:08.390 --> 01:43:16.918]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:43:16.918 --> 01:43:22.462]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:43:22.462 --> 01:43:24.084]  Now what are you going to do about it?
[01:43:24.324 --> 01:43:30.829]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:43:30.829 --> 01:43:41.898]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[01:43:41.898 --> 01:43:42.658]  That's right.
[01:43:42.658 --> 01:43:45.240]  Clean water, right from the air you breathe.
[01:43:45.240 --> 01:43:47.042]  Order today by calling 1-800-691-6043.
[01:43:47.042 --> 01:43:47.302]  That's 1-800-691-6043.
[01:43:47.302 --> 01:43:48.523]  Or visit Ecola Blue
[01:44:02.293 --> 01:44:08.157]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[01:44:08.157 --> 01:44:09.458]  Inner Health Botanicals.
[01:44:09.458 --> 01:44:13.741]  This company produces the highest quality superfood around called Inner Food.
[01:44:13.741 --> 01:44:21.906]  My wife just loves the stuff and now the health ranger Mike Adams has awarded Inner Food his editor's choice award for best superfood of 2009.
[01:44:23.027 --> 01:44:25.908]  Inner Food is loaded with 20 great organic ingredients.
[01:44:25.908 --> 01:44:27.649]  No fillers, no sweeteners.
[01:44:27.649 --> 01:44:30.650]  It would be impossible to blend this up for a better price.
[01:44:30.650 --> 01:44:32.371]  And their formula really works.
[01:44:32.371 --> 01:44:35.172]  This is the real thing for the great health you need.
[01:44:35.172 --> 01:44:36.673]  Try the NutriCafe.
[01:44:36.673 --> 01:44:41.435]  Their great organic coffee infused with polysaccharides that boosts the immune system.
[01:44:41.435 --> 01:44:43.856]  A truly healthy coffee that tastes great.
[01:44:43.856 --> 01:44:46.317]  And take it from me folks, it really does taste great.
[01:44:46.317 --> 01:44:48.418]  Don't forget to try their other great products.
[01:44:48.418 --> 01:44:49.538]  Go to www.
[01:44:51.019 --> 01:44:58.564]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:45:08.371 --> 01:45:12.294]  New climate legislation could easily double or triple your electric bill.
[01:45:12.294 --> 01:45:17.517]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:45:17.517 --> 01:45:18.158]  It's true.
[01:45:18.158 --> 01:45:23.502]  Total government control of electricity in the name of smart grid technology is coming.
[01:45:23.502 --> 01:45:29.806]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[01:45:29.806 --> 01:45:32.428]  The hurricane and dangerous summer storm season is here again.
[01:45:32.688 --> 01:45:36.051]  Every year thousands of families lose their power from weather related outages.
[01:46:02.028 --> 01:46:03.390]  This is Alex Jones.
[01:46:03.390 --> 01:46:05.392]  Have you heard of the Millionaire Patriot?
[01:46:05.392 --> 01:46:06.373]  Well, you should.
[01:46:06.373 --> 01:46:10.858]  He has a free handgun and five days of firearms training waiting for you.
[01:46:10.858 --> 01:46:11.679]  That's right.
[01:46:11.679 --> 01:46:22.852]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit, all for pennies on the dollar, plus if you act fast.
[01:46:23.032 --> 01:46:29.015]  The Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[01:46:29.015 --> 01:46:35.918]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:46:35.918 --> 01:46:41.100]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:46:41.440 --> 01:46:42.900]  This is real.
[01:46:42.900 --> 01:46:43.941]  Don't miss out.
[01:46:43.941 --> 01:46:52.503]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:46:52.503 --> 01:46:54.884]  Go to FrontSight.com today.
[01:46:54.884 --> 01:46:58.565]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:46:58.565 --> 01:47:01.466]  Go to FrontSight.com for your training and free gun.
[01:47:20.837 --> 01:47:25.099]  And I tend to go after the police a lot and I've said this last year since I figured it out.
[01:47:25.099 --> 01:47:25.979]  I'm growing.
[01:47:25.979 --> 01:47:26.860]  I'm learning all the time.
[01:47:26.860 --> 01:47:28.801]  I'm not perfect.
[01:47:28.801 --> 01:47:32.122]  That plays into the globalist plan.
[01:47:32.122 --> 01:47:33.963]  That plays into it.
[01:47:33.963 --> 01:47:39.545]  Because they go give the police training and a culture that then makes the public not like them.
[01:47:39.545 --> 01:47:42.187]  Then they say, see to the cops, the public doesn't like you.
[01:47:43.174 --> 01:47:48.076]  And then that further compacts the police into their area, and then the citizens into their area.
[01:47:48.076 --> 01:47:50.637]  It's another divide and conquer.
[01:47:50.637 --> 01:48:02.582]  So when Anderson Cooper, who's admittedly CIA, oh, I was CIA, he said, but then I went and joined CNN, the heir to the Astor fortune, a disgusting globalist, a piece of trash, on record.
[01:48:02.582 --> 01:48:10.365]  When he does all these constant TV shows about cops in Texas robbing people, and there are some bad towns and counties that are doing this,
[01:48:11.570 --> 01:48:22.477]  Instead of having a newscast about how the state government and the state police are supposed to go after these people, CNN kind of halfway legitimizes it, but then says the feds need to federalize.
[01:48:22.477 --> 01:48:27.641]  When you don't have Texas towns running giant white slavery rings like DynCorp and Halliburton are.
[01:48:27.981 --> 01:48:30.723]  See, you got the big federal international evil.
[01:48:30.723 --> 01:48:35.566]  It loves to show you the little local corruption as a pretext to come in and take over.
[01:48:35.566 --> 01:48:38.108]  And they love to show the police beating people.
[01:48:38.108 --> 01:48:42.210]  They love to show out-of-control thug cops choking teenagers for no reason.
[01:48:42.210 --> 01:48:43.571]  And it's wrong.
[01:48:43.571 --> 01:48:44.772]  It's wrong that they're doing that.
[01:48:44.772 --> 01:48:47.374]  But the issue is, why are they showing it so much?
[01:48:48.663 --> 01:48:53.584]  Because, ladies and gentlemen, they want us at each other's throats.
[01:48:53.584 --> 01:49:04.086]  They are planning on instigating a revolution in this country that is going to slaughter the police and military, and then after everything breaks down, just like in Argentina and other countries, and I've had economists on from there, same thing.
[01:49:04.086 --> 01:49:11.388]  Local cops and military get shot up, the citizens get shot up, and then six months later, everybody's tired of rioting, and then the globalists come in.
[01:49:12.088 --> 01:49:16.591]  I was talking to a friend of mine the other day and he said, have you seen the CIA declassified report?
[01:49:16.591 --> 01:49:17.232]  And I said, no.
[01:49:17.232 --> 01:49:18.193]  I googled it.
[01:49:18.193 --> 01:49:21.515]  Another CIA training manual release from 63.
[01:49:21.515 --> 01:49:25.318]  How to torture people, how to break them, how to control local populations.
[01:49:25.318 --> 01:49:29.441]  And I sat there for two hours and read the whole document.
[01:49:29.441 --> 01:49:32.543]  And it was everything I'm already seeing the feds do.
[01:49:32.543 --> 01:49:39.048]  I just wish we could end this nightmare and arrest all these bankers and eugenicist trash!
[01:49:39.048 --> 01:49:39.969]  I'm sick of them!
[01:49:41.075 --> 01:49:44.492]  And I'm sick of how the whole thing's run by psychologists and psychiatrists.
[01:49:45.396 --> 01:49:56.239]  Who know how to manipulate us, and they're playing games with us, and manipulating our society, and manipulating our social system, and the way men operate, and the way women operate.
[01:49:56.239 --> 01:49:57.980]  They know how we operate!
[01:49:57.980 --> 01:50:00.081]  They know how we work, folks!
[01:50:00.081 --> 01:50:09.864]  And they're manipulating us, just like we're in a Petri dish, and they got a microscope studying us, and looking at us, and understanding how we operate.
[01:50:09.864 --> 01:50:10.744]  That's what they're doing!
[01:50:12.069 --> 01:50:22.059]  I just when you know about this level of evil, you know about these criminals operating in plain view, you know they're poisoning the water, you know they're poisoning the food on record.
[01:50:22.059 --> 01:50:26.184]  It's just you expect to see things instantly change.
[01:50:26.184 --> 01:50:27.825]  But that's not how things work.
[01:50:27.825 --> 01:50:29.407]  They didn't build their system overnight.
[01:50:29.407 --> 01:50:32.771]  We're not going to dismantle their system and get the Republic back overnight.
[01:50:33.251 --> 01:50:44.801]  But number one, having the attitude to win, the attitude to take action, having the facts, getting involved, you will get better at what you're doing by stepping up, by taking action.
[01:50:44.801 --> 01:50:46.723]  And so I can't expose all the eugenics.
[01:50:46.723 --> 01:50:53.869]  I mean, literally, I have seven stacks in here, this tall, each one, pure mainstream news, pushing eugenics, telling you how great it is to be sterilized.
[01:50:54.585 --> 01:50:56.746]  And I've covered probably 30 or 40 of those today.
[01:50:56.746 --> 01:50:58.567]  The point is, go look at it for yourself.
[01:50:58.567 --> 01:51:00.167]  It's a bottomless pit.
[01:51:00.167 --> 01:51:09.031]  They're committing crimes and evil and micromanaging control-free garbage so fast, I can't even track it!
[01:51:09.031 --> 01:51:14.113]  It's just, it's just, a criminal society has taken over, they use scientific techniques
[01:51:15.615 --> 01:51:17.978]  And we're all in the same boat.
[01:51:17.978 --> 01:51:19.981]  They are screwing all of us.
[01:51:19.981 --> 01:51:24.346]  I don't care who you are or what you are or what color you are or where you live.
[01:51:25.333 --> 01:51:45.793]  But I know this, I'm getting letters from Brazil, and letters from South Korea, and letters from Japan, and letters from Russia, and calls from Russia, and I talk to contractors, and I talk to workers, and I talk to family who are on cruise ships in other parts of the world, and who are at factories in other parts of the world, and have people walk up to them and say, have you heard of Infowars.com?
[01:51:45.793 --> 01:51:46.934]  Have you heard of Alex Jones?
[01:51:47.955 --> 01:51:57.203]  The responsibility of the fact that I'm trying to play down the people we reach, but I know the establishment knows, I'm reaching tens of millions now every month, new.
[01:51:57.203 --> 01:51:59.885]  I mean, we've hit mega viral level.
[01:51:59.885 --> 01:52:03.468]  My radio show and the films are just a tiny little node.
[01:52:03.468 --> 01:52:08.192]  It's like a virus, but a good virus that just you introduce a few viruses and then it turns into billions.
[01:52:09.333 --> 01:52:11.114]  I'm under total surveillance.
[01:52:11.114 --> 01:52:13.295]  I've got all sorts of black ops being pulled on me.
[01:52:13.295 --> 01:52:16.697]  I just ignore it and trust in God, you know, to go through the storm.
[01:52:16.697 --> 01:52:18.378]  I'm happy I've done this.
[01:52:18.378 --> 01:52:19.698]  You're only alive once.
[01:52:19.698 --> 01:52:23.360]  But the issue is we're making history right now.
[01:52:23.360 --> 01:52:28.983]  And the establishment is launching all sorts of COINTELPRO, whisper campaigns, black ops attacks.
[01:52:28.983 --> 01:52:33.125]  They're pulling out all the stops on me, trying to set me up.
[01:52:33.125 --> 01:52:36.307]  And I just want folks to know whatever happens to me, it's a victory.
[01:52:37.208 --> 01:52:41.611]  The testament to what I've been able to do with your help taking action.
[01:52:41.611 --> 01:52:43.052]  The testament.
[01:52:43.052 --> 01:52:51.697]  These type of stories that this writer John in Tampa Bay tells me where all the cops he sees are awake.
[01:52:51.697 --> 01:53:00.663]  I mean it's just I was talking to a friend last night who was in Oregon visiting family
[01:53:01.451 --> 01:53:04.773]  I believe she told me in the story, but she was visiting some friends in Florida.
[01:53:04.773 --> 01:53:07.754]  I mean, and I was thinking of Florida, and let me go back to the exact story.
[01:53:07.754 --> 01:53:08.274]  Hold on.
[01:53:08.274 --> 01:53:10.415]  Kind of download that here mentally.
[01:53:10.415 --> 01:53:11.956]  I was talking to a friend last night.
[01:53:11.956 --> 01:53:13.517]  We were having dinner.
[01:53:13.517 --> 01:53:21.381]  My wife and I and some friends, and this friend was talking about how she was in, no, it was her mother.
[01:53:21.381 --> 01:53:28.044]  Our friend's mother was traveling, visiting family in Oregon, and she went to the Buffalo Bill Show.
[01:53:29.324 --> 01:53:32.381]  Uh, because I guess there's a company that does that around the country.
[01:53:33.212 --> 01:53:39.297]  And they were at the Buffalo Bill Show and they were just talking to some young man who was part of the Buffalo Bill Show.
[01:53:39.297 --> 01:53:42.199]  And he said, oh, have you heard of Infowars.com and Alex Jones?
[01:53:42.199 --> 01:53:45.762]  And then the mother of one of my friends was like, absolutely.
