[00:00:12.599 --> 00:00:14.121]  Or call 888-766-6066.
[01:08:48.985 --> 01:08:51.567]  Yeah, this is the Chemtrail Capital of the World.
[01:08:51.927 --> 01:08:58.691]  Anyway, Alex, I just wanted to talk to you real quick about Mayor Anthony Villaraigosa.
[01:08:59.071 --> 01:09:00.632]  He's teaming up with the L.A.
[01:09:00.672 --> 01:09:06.235]  County Sheriffs to do a basically a grab on Mother's Day.
[01:09:07.496 --> 01:09:10.918]  They're asking Los Angelinos to hand in their guns for
[01:09:12.680 --> 01:09:16.663]  Yeah, and they did this in Canada, they did this in England, they did this in Australia.
[01:09:17.143 --> 01:09:30.874]  They just keep saying, hand in your guns for money, hand in your guns for money, and they show the images of people handing their guns in on the news, and the news implies guns are illegal, and that's always a prelude to real gun bans in Australia, in England, in Germany.
[01:09:31.294 --> 01:09:34.537]  And yes, what was it, six billion dollars
[01:09:35.337 --> 01:09:52.141]  Of the 787 billion is being given to local police departments for anti-gun programs, and the feds are having county and city governments, and this is treason, this violates a bunch of state and federal laws, go around state legislatures and pass gun bans on city-by-city basis.
[01:09:52.401 --> 01:09:54.582]  This is another way they're coming after our guns!
[01:09:54.782 --> 01:09:58.023]  Well, that stinking criminal president, and he is, it's high treason!
[01:09:58.223 --> 01:10:03.046]  When he goes against the Bill of Rights, he sits up there saying that he is an anti-gun.
[01:10:03.286 --> 01:10:05.328]  At least be honest about it, scumbag!
[01:10:05.348 --> 01:10:06.449]  Right.
[01:10:06.509 --> 01:10:07.289]  It's incredible.
[01:10:07.769 --> 01:10:13.433]  The mayor actually said he's asking Angelenos to, quote, turn in their guns.
[01:10:13.693 --> 01:10:18.176]  And this is all in an effort to get guns off the streets and, quote, prevent gang violence.
[01:10:18.236 --> 01:10:20.278]  But, you know, I don't see how... Oh, look at Mexico.
[01:10:20.298 --> 01:10:21.819]  Highest crime rate in the world.
[01:10:22.219 --> 01:10:23.920]  Highest crime rate in the world in Mexico.
[01:10:24.000 --> 01:10:25.000]  Total gun ban!
[01:10:25.200 --> 01:10:28.922]  They want us to live like people do in Chicago and Mexico City and New York City.
[01:10:29.262 --> 01:10:34.004]  All the highest crime rates in the world, city by city, nation by nation, because they're disarmed!
[01:10:34.145 --> 01:10:39.907]  And they always got thug, corrupt politicians and military police ruling over them with criminals running wild!
[01:10:40.487 --> 01:10:41.248]  I'm sorry, go ahead.
[01:10:41.828 --> 01:10:48.571]  Well, I'm just going to ask all my friends to enter this action by going to their local gun shop on Mother's Day and purchasing a gun.
[01:10:49.552 --> 01:10:50.252]  Absolutely!
[01:10:51.241 --> 01:10:55.046]  Become free human beings, at least get a taser or some mace and start protecting yourself.
[01:10:55.186 --> 01:10:58.951]  These people train their daughters to be victims, send them off to college, be raped and killed.
[01:10:59.251 --> 01:11:02.095]  I've heard literally, and I appreciate your call, scores of phone calls.
[01:11:03.271 --> 01:11:07.752]  Scores of phone calls from 9-1-1 where it's 5, 10, 15 minutes, and they're not blaming the police.
[01:11:07.772 --> 01:11:09.073]  It's not their duty to protect you.
[01:11:09.093 --> 01:11:10.173]  Have you actually read the law?
[01:11:10.493 --> 01:11:11.914]  And they can't protect you every time.
[01:11:12.274 --> 01:11:22.417]  And they're going, he's busting in, he's coming through the window now, and this will go on for five minutes, and then, he's raping me, oh, ah, how about he comes through, boom, boom, boom, boom, you die!
[01:11:22.617 --> 01:11:23.337]  You like that?
[01:11:25.038 --> 01:11:25.578]  Yeah!
[01:11:26.338 --> 01:11:28.639]  I mean, I got two daughters, let me tell you something!
[01:11:28.779 --> 01:11:30.800]  They're not gonna lay around, even if they didn't have a gun!
[01:11:30.940 --> 01:11:32.121]  They're going with a butcher knife!
[01:11:32.261 --> 01:11:33.702]  They're gonna attack you, bastard!
[01:11:33.962 --> 01:11:34.682]  You got that?!
[01:11:35.543 --> 01:11:37.424]  But now the cops show up, the woman's raped and dead.
[01:11:38.184 --> 01:11:50.971]  Because, oh, they were taught how to be feminist by the CIA-run Miss Magazine, or Let's Declassify, to break up the family, so the state could raise all the kids, and the women would be working all the time, so they could have double taxes to break up the family and control it.
[01:11:51.271 --> 01:11:52.151]  Oh, it's so liberal!
[01:11:52.491 --> 01:11:53.332]  Oh, it's so good!
[01:11:57.376 --> 01:11:59.598]  I am fired up today, ladies and gentlemen, now.
[01:12:00.638 --> 01:12:02.960]  And listen, I always say Obama's a puppet.
[01:12:03.040 --> 01:12:03.961]  I say Bush is a puppet.
[01:12:04.001 --> 01:12:05.281]  I try not to hate him individually.
[01:12:05.582 --> 01:12:09.464]  When I say scumbag criminals, Obama's just the titular head of that.
[01:12:09.504 --> 01:12:10.345]  He's the front man.
[01:12:10.985 --> 01:12:15.769]  And we need to not even get into hate of Obama, even though I catch myself doing it, because he's just a front man.
[01:12:15.809 --> 01:12:16.609]  He's just a puppet.
[01:12:16.629 --> 01:12:25.115]  The globalists want us to hate Bush, to hate him, instead of ever hating the Federal Reserve, the bankers, the Rothschilds, the Rockefellers, the Queen of England, the New World Order, the known, all this.
[01:12:25.595 --> 01:12:31.059]  But I mean the scumbag criminals engaged in high treason coming after our... I mean the federal government illegally.
[01:12:31.299 --> 01:12:32.681]  That violates federal and state law.
[01:12:32.761 --> 01:12:34.322]  Tenth Amendment, Ninth Amendment state laws.
[01:12:35.532 --> 01:12:41.515]  Bypasses the state legislatures, which are moving towards pro-Second Amendment everywhere because the majority of people are waking up.
[01:12:41.775 --> 01:12:47.118]  They're moving to counties and cities and literally giving them federal money to pass laws against the Second Amendment.
[01:12:47.358 --> 01:12:48.599]  Now that's hot treason!
[01:12:48.899 --> 01:12:54.982]  Everything our veterans fought and died for, everything Land of the Free, Home of the Brave is about, is under attack, and I'm sick of it!
[01:12:55.022 --> 01:12:56.843]  Let's talk to Tracy in Minnesota.
[01:12:56.863 --> 01:12:57.684]  You're on the air, Tracy.
[01:12:58.712 --> 01:12:59.432]  Hi Alex.
[01:12:59.692 --> 01:13:04.754]  God bless you and your family for your work and them putting up with you and I just love everything.
[01:13:04.774 --> 01:13:05.674]  Hey, I'm not a slave!
[01:13:05.814 --> 01:13:07.495]  Again, people get excited about sports.
[01:13:07.535 --> 01:13:08.395]  That's mental illness.
[01:13:08.595 --> 01:13:09.236]  They yell and scream.
[01:13:09.256 --> 01:13:10.736]  People say, oh that's a good old boy.
[01:13:10.916 --> 01:13:15.238]  But you get excited about defending liberty, not having a bunch of bloodthirsty communists sucking you dry.
[01:13:15.418 --> 01:13:16.378]  You're some kind of weirdo.
[01:13:16.658 --> 01:13:16.898]  No!
[01:13:17.078 --> 01:13:18.099]  You haven't gelded me.
[01:13:18.279 --> 01:13:19.179]  I'm not your slave.
[01:13:19.379 --> 01:13:20.419]  I'm not under your control.
[01:13:20.619 --> 01:13:21.780]  I've broken your conditioning.
[01:13:21.920 --> 01:13:22.320]  Go ahead.
[01:13:22.700 --> 01:13:32.026]  No, your animation and your energy is just, you know what, it's gotten my eight-year-old's attention and he loves you and it's getting information out there that I just, I love you.
[01:13:32.167 --> 01:13:35.789]  I wanted to tell you about, we had a tax cut rally up here.
[01:13:35.809 --> 01:13:38.451]  Well, Bob is going around with a pair of scissors wanting to chop everybody's...
[01:13:39.111 --> 01:13:41.333]  The thingy's off, and I'm not going along with it.
[01:13:41.353 --> 01:13:41.613]  No.
[01:13:41.893 --> 01:13:42.674]  I'm not yelled at.
[01:13:42.714 --> 01:13:43.374]  Go ahead, ma'am.
[01:13:43.835 --> 01:13:44.515]  No, no, no, no.
[01:13:44.555 --> 01:13:46.036]  I'm teaching my kids a lot.
[01:13:46.236 --> 01:13:47.517]  You're helping me teach my kids.
[01:13:47.537 --> 01:13:48.158]  Let's just say that.
[01:13:48.578 --> 01:13:55.523]  But, um, no, we had a tax cut rally up here at the Capitol, and, you know, it's so funny because it just finally hit me.
[01:13:55.543 --> 01:13:59.285]  You go, I got these tea parties, these fake tea parties, whatever you want to call them.
[01:13:59.626 --> 01:14:05.750]  Then you got the, and the feds, and then, boom, they try to, like, hit us with, oh, stay inside, put the masks on.
[01:14:05.930 --> 01:14:06.950]  Martial law is good.
[01:14:06.990 --> 01:14:09.671]  We've got to confiscate your firearms and give you forced inoculations.
[01:14:10.652 --> 01:14:11.972]  Here's the key point I haven't made.
[01:14:12.212 --> 01:14:14.173]  They say they're going to lock all the U.S.
[01:14:14.213 --> 01:14:17.014]  cities down, but the border and all the planes keep flying.
[01:14:17.274 --> 01:14:18.395]  We're going to lock down U.S.
[01:14:18.435 --> 01:14:22.456]  cities, maybe, and make you take shots, but the border stays wide open.
[01:14:22.896 --> 01:14:23.216]  Right!
[01:14:23.396 --> 01:14:30.019]  And so right there you have... I'm thinking now, oh well, they're thinking, okay, shut down the cities, shut down the protests.
[01:14:30.519 --> 01:14:31.120]  I mean, obviously it's bad.
[01:14:31.140 --> 01:14:31.560]  Exactly!
[01:14:31.600 --> 01:14:39.648]  No, no, and look, this is a beta test for when there's real rebellion against the private bankers hijacking the nation and openly announcing they're going to use North Com and the Army against us.
[01:14:39.848 --> 01:14:46.314]  They'll just release flu each time or say a new flu's out and, you know, if a squirrel dies or something, they'll lock the whole country down.
[01:14:46.494 --> 01:14:48.296]  We'll burn the Bill of Rights and Constitution.
[01:14:48.536 --> 01:14:49.257]  Everything's over.
[01:14:49.277 --> 01:14:49.797]  Great!
[01:14:50.778 --> 01:14:59.400]  Right, and we had, about two or three days ago, we finally had our first case of the, you know, swine flu in Cold Spring, Minnesota.
[01:14:59.560 --> 01:15:01.740]  And, I don't, we're not scared.
[01:15:01.820 --> 01:15:04.681]  Two days later, 5,000 people show up at the state capitol.
[01:15:04.701 --> 01:15:06.321]  It hit me, like, we're not scared!
[01:15:06.801 --> 01:15:07.341]  Exactly.
[01:15:07.381 --> 01:15:08.961]  God bless you, and that's the spirit.
[01:15:09.222 --> 01:15:11.022]  That is the spirit that will defeat the globalists.
[01:15:11.042 --> 01:15:11.802]  Time for one more now.
[01:15:11.822 --> 01:15:13.582]  Let's jam in one more.
[01:15:13.662 --> 01:15:14.443]  Matt in Houston.
[01:15:14.823 --> 01:15:16.623]  In H-Town, you're on the air, baby!
[01:15:18.092 --> 01:15:20.775]  Hi Alex, I'm a long-time listener, first-time caller.
[01:15:20.935 --> 01:15:22.937]  Have you broken your conditioning?
[01:15:23.958 --> 01:15:24.459]  Yes, sir.
[01:15:24.559 --> 01:15:24.799]  Good!
[01:15:24.879 --> 01:15:29.784]  I got this done a week ago, and I've been preparing for a while.
[01:15:29.804 --> 01:15:31.006]  Good.
[01:15:31.326 --> 01:15:32.828]  I've watched the Obama Deception.
[01:15:32.868 --> 01:15:34.469]  I've shared it with people that I work with.
[01:15:34.630 --> 01:15:36.171]  I'm handing out my flash drives.
[01:15:36.231 --> 01:15:37.272]  I have a DVD burner.
[01:15:37.793 --> 01:15:39.555]  I can burn up to 12 copies at a time.
[01:15:40.599 --> 01:15:41.620]  I'm very hyped up.
[01:15:41.961 --> 01:15:42.741]  I'm very excited.
[01:15:43.202 --> 01:15:46.165]  I'm not going to take the vaccination.
[01:15:46.785 --> 01:15:47.366]  Yeah!
[01:15:47.526 --> 01:15:48.267]  That's the spirit!
[01:15:48.307 --> 01:15:49.128]  I can feel it!
[01:15:49.468 --> 01:15:50.669]  I can feel the liberty!
[01:15:51.210 --> 01:15:52.151]  I like you.
[01:15:53.131 --> 01:15:58.076]  Sir, what I want to tell you about is breaking news from Canada.
[01:15:58.657 --> 01:16:03.702]  The Canadian Food Inspection Agency says that they've detected the swine flu.
[01:16:07.635 --> 01:16:09.496]  Oh, I got upset.
[01:16:09.557 --> 01:16:11.658]  In my pants, I heard the word bird flu.
[01:16:11.918 --> 01:16:13.259]  I landed all my firearms down.
[01:16:13.279 --> 01:16:14.320]  What are you saying they found?
[01:16:14.500 --> 01:16:15.701]  Bird flu or the piggy flu?
[01:16:17.022 --> 01:16:18.763]  Uh, Porky Pig.
[01:16:19.244 --> 01:16:20.765]  Porky Pig is on the loose.
[01:16:21.385 --> 01:16:22.366]  Porky Pig!
[01:16:24.187 --> 01:16:25.288]  Lock the city down.
[01:16:25.508 --> 01:16:26.569]  Turn your guns in.
[01:16:26.629 --> 01:16:27.990]  Take forced inoculations.
[01:16:28.310 --> 01:16:29.831]  Oh my God, there's been one death!
[01:16:30.632 --> 01:16:31.172]  Help me!
[01:16:31.373 --> 01:16:31.773]  Please!
[01:16:33.374 --> 01:16:33.755]  Good day.
[01:16:33.835 --> 01:16:35.436]  Jim Newcomer from ITAS Resources.
[01:16:35.557 --> 01:16:37.138]  May 1st, 2009.
[01:16:37.219 --> 01:16:38.700]  Gold opened this morning at $8.8520.
[01:16:39.181 --> 01:16:42.885]  A one-ounce gold coin can be purchased for $9.1106, $4.5553 for half-ounce, and $2.2777 for quarter-ounce.
[01:16:42.925 --> 01:16:43.185]  That's $9.1106.
[01:16:48.331 --> 01:16:57.976]  70% of China's 1 trillion reserves are in dollar, now purchasing 250,000 barrels of oil per day from Iran in euro.
[01:16:58.056 --> 01:17:01.558]  Japanese refiners buy 550,000 barrels, switching dollar to yen.
[01:17:01.618 --> 01:17:02.518]  Bad news for U.S.
[01:17:02.558 --> 01:17:03.019]  currency.
[01:17:03.219 --> 01:17:05.300]  China and Japan hold large positions in dollar.
[01:17:05.480 --> 01:17:07.441]  Dollars fall into 65% of euro.
[01:17:07.601 --> 01:17:08.621]  Erosion accelerates.
[01:17:08.801 --> 01:17:11.243]  Countries despise imperialistic policy of U.S.
[01:17:11.403 --> 01:17:13.204]  Loss of confidence causing more selling.
[01:17:13.384 --> 01:17:15.645]  GAO is warning about the debts spiraling out of control.
[01:17:15.945 --> 01:17:16.866]  Why attack Iran?
[01:17:16.966 --> 01:17:19.847]  Jerome O. Corsi's Iran Leads Attack Against the U.S.
[01:17:19.887 --> 01:17:21.248]  Dollar document spells it out.
[01:17:21.388 --> 01:17:23.329]  Call 800-686-2237.
[01:17:23.789 --> 01:17:27.111]  The value of your hard earned money is being destroyed in a global game of chess.
[01:17:27.271 --> 01:17:30.573]  Call 800-686-2237 for Corsi's report today.
[01:17:30.693 --> 01:17:30.913]  That's 800-686-2237.
[01:17:34.062 --> 01:17:39.528]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:17:39.568 --> 01:17:40.108]  and the world.
[01:17:40.368 --> 01:17:43.832]  And for the first time in their lives, they are feeling the need for preparedness.
[01:17:44.232 --> 01:17:50.478]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:17:50.739 --> 01:17:52.520]  Ready Reserve is the manufacturer.
[01:17:52.761 --> 01:17:58.006]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish.
[01:17:58.186 --> 01:17:58.766]  We're good to go.
[01:18:31.183 --> 01:18:45.275]  Today, we cannot afford to ignore the current state of our country, the economy, job layoffs, mass foreclosures, and now we are all at risk of being exposed to this new flu pandemic.
[01:18:45.495 --> 01:18:50.079]  The Center for Disease Control has declared a public health emergency across the United States.
[01:18:50.339 --> 01:18:51.801]  What can you do to prepare yourself?
[01:18:52.001 --> 01:18:54.163]  The answer is ZeroFlu.com.
[01:18:54.463 --> 01:18:58.028]  ZeroFlu.com offers you the very best at air purifiers.
[01:18:58.229 --> 01:19:10.967]  These revolutionary air purifiers protect up to 3,000 square feet of your home and stop 99.9% of airborne allergens, influenza, bacteria, viruses, pollen, dust, pet dander, black mold, MRSA, and more.
[01:19:11.187 --> 01:19:13.448]  Not only from the air, but from all surfaces.
[01:19:13.608 --> 01:19:16.370]  With no filters to replace ever, you save money.
[01:19:16.510 --> 01:19:17.690]  Prepare yourself today.
[01:19:17.850 --> 01:19:19.971]  To learn more, visit ZeroFlu.com.
[01:19:20.052 --> 01:19:21.612]  That's ZeroFlu.com.
[01:19:21.772 --> 01:19:22.493]  Or call 888-766-6066.
[01:19:22.513 --> 01:19:22.973]  888-766-6066 today.
[01:19:23.013 --> 01:19:23.533]  ZeroFlu.com.
[01:19:23.553 --> 01:19:25.854]  Protecting you and your family, one day at a time.
[01:19:34.244 --> 01:19:35.104]  You are a rebel.
[01:19:35.404 --> 01:19:35.805]  Admit it.
[01:19:36.145 --> 01:19:38.926]  You refuse to read the directions when assembling a new item.
[01:19:39.126 --> 01:19:41.187]  You won't ask for directions when you're lost.
[01:19:41.507 --> 01:19:45.208]  Once in a while, you drive in the carpool lane with only you in the car.
[01:19:45.448 --> 01:19:47.129]  Your neighbors call you a crackpot.
[01:19:47.489 --> 01:19:49.730]  And you can count your real friends on one hand.
[01:19:49.850 --> 01:19:50.290]  Well, join
[01:19:50.350 --> 01:19:50.650]  I think so.
[01:20:21.974 --> 01:20:24.436]  Are you tired of searching for great talk radio?
[01:20:24.496 --> 01:20:25.377]  Search no more!
[01:20:25.417 --> 01:20:26.839]  We are the GCN Radio Network.
[01:20:48.659 --> 01:20:52.141]  There must be some kind of way out of here, since the gentleman is a thief.
[01:20:52.161 --> 01:20:54.222]  There's too much confusion.
[01:20:54.302 --> 01:20:56.023]  I can't get no relief.
[01:20:56.083 --> 01:20:57.464]  Yeah, I'm sick of it.
[01:20:57.484 --> 01:20:58.605]  I'm not putting up with it anymore.
[01:20:58.925 --> 01:20:59.765]  I am mad as hell.
[01:21:00.626 --> 01:21:03.467]  There must be some kind of way out of here.
[01:21:03.548 --> 01:21:04.128]  I know this.
[01:21:04.448 --> 01:21:05.869]  Me and mine, we're not slaves.
[01:21:08.772 --> 01:21:09.693]  I'm not a slave.
[01:21:09.953 --> 01:21:11.214]  My family aren't slaves.
[01:21:11.574 --> 01:21:13.496]  I know slavery when I see it.
[01:21:13.716 --> 01:21:23.704]  And a bunch of dirtbag corporatists coming in here with a bunch of fancy song and dance and looting the nation and stealing $12.8 trillion in the last six months to line their dirtbag pockets.
[01:21:23.924 --> 01:21:30.369]  And now they're menacing us with the military and Obamanoids running around on the streets saying gun owners are the number one terror threat in America.
[01:21:30.669 --> 01:21:31.650]  You're the terrorists!
[01:21:32.291 --> 01:21:32.911]  You bankers.
[01:21:32.951 --> 01:21:33.532]  You criminals.
[01:21:34.693 --> 01:21:35.033]  Alright.
[01:21:36.866 --> 01:21:39.167]  Alright, I'm going to blitz through calls because it's coming up to the gun stuff.
[01:21:39.207 --> 01:21:41.148]  Next segment I promise, but I want to take more of your calls.
[01:21:41.168 --> 01:21:43.910]  Just these callers keep bringing up issues that fire me up to no end.
[01:21:44.690 --> 01:21:45.491]  And I guess it's wrong.
[01:21:45.511 --> 01:21:47.572]  You know, the Founding Fathers got fired up too about freedom.
[01:21:47.592 --> 01:21:49.613]  They were evil, I guess, according to the FEMA reports.
[01:21:50.153 --> 01:21:52.575]  I've got FEMA on tape saying the Founding Fathers were terrorists and bad.
[01:21:53.115 --> 01:21:56.637]  Maybe, maybe, maybe loving freedom and not wanting to be a slave and having red blood is bad.
[01:21:57.449 --> 01:21:59.970]  Unless you're yelling at a stupid sports game, then it's okay.
[01:22:00.010 --> 01:22:00.790]  That's allowed.
[01:22:01.170 --> 01:22:05.491]  That's all that is, see, is like a little avenue to discharge all your real energy.
[01:22:05.511 --> 01:22:12.053]  Because you sit there like a spectator, dressed up like a clown, instead of really getting fired up in the game of life, which is war!
[01:22:12.353 --> 01:22:13.373]  War against tyranny!
[01:22:13.573 --> 01:22:15.394]  Tyranny's always waging war against liberty!
[01:22:15.694 --> 01:22:16.594]  You figure that out yet?
[01:22:17.675 --> 01:22:21.236]  There's a war going on for your mind, and your wallet, and your children, and everything.
[01:22:21.556 --> 01:22:22.516]  You gonna stand up to it?
[01:22:22.996 --> 01:22:24.457]  John in Toronto, Canada.
[01:22:24.477 --> 01:22:26.037]  You're on the air worldwide, John.
[01:22:27.992 --> 01:22:28.972]  John, come ahead.
[01:22:28.992 --> 01:22:32.133]  Okay, John just made the jump into hyperspace.
[01:22:32.154 --> 01:22:34.374]  Let's talk to John from an undisclosed location.
[01:22:35.715 --> 01:22:36.775]  From Planet Pop-Tart.
[01:22:36.795 --> 01:22:37.615]  You're on the air, John.
[01:22:37.655 --> 01:22:38.056]  Go ahead.
[01:22:38.076 --> 01:22:39.336]  How's it going?
[01:22:39.516 --> 01:22:39.856]  Good, sir.
[01:22:40.456 --> 01:22:47.559]  First, let me just say I prefer to say undisclosed just because I don't believe in the man-made boundaries that we have drawn in the lines, which have done nothing but
[01:22:48.419 --> 01:22:50.721]  You know, diminish our progress as humans.
[01:22:50.741 --> 01:22:51.962]  Do you believe in a global government?
[01:22:52.002 --> 01:22:53.824]  Great, with a big fat... Not at all.
[01:22:53.884 --> 01:22:56.005]  Mousetongue running at the top with machine guns.
[01:22:56.045 --> 01:22:56.226]  Okay.
[01:22:56.706 --> 01:22:57.967]  Let me just say to you this way.
[01:22:58.007 --> 01:23:02.791]  I was questioned in your direction by a very well-known member of InfoWars.
[01:23:03.872 --> 01:23:09.657]  But he's simply steel firearms for many years, and I'm sure you can piece it together and understand who I'm talking about.
[01:23:10.638 --> 01:23:14.981]  And with this said... Riddle me this, riddle me that, and I don't know what you're... Just tell me, sir.
[01:23:15.021 --> 01:23:15.542]  What's going on?
[01:23:16.144 --> 01:23:16.845]  Nature's law.
[01:23:17.785 --> 01:23:20.587]  Nature always goes in hand with irony.
[01:23:21.127 --> 01:23:23.969]  What we're talking about is parasites, people that are feeding.
[01:23:24.802 --> 01:23:26.683]  Let's take the common flea, for example.
[01:23:26.743 --> 01:23:30.264]  What they do is they feed, but without that feeder, they have nothing, no power.
[01:23:30.724 --> 01:23:34.845]  And we're talking about these people that are running the world at this point and controlling us.
[01:23:35.425 --> 01:23:40.827]  However, the only reason why they can do this is because we have allowed them to feed off of us.
[01:23:40.887 --> 01:23:46.889]  And we follow their orders, and we do what they say, and they've turned our jobs and our schools and everything into prisons.
[01:23:46.949 --> 01:23:47.449]  I agree with you.
[01:23:47.469 --> 01:23:47.789]  Great point.
[01:23:48.391 --> 01:23:56.055]  And the time that we can get this to turn is when, perfect point, that previous caller called in about the census taker, you know, came to his yard.
[01:23:56.495 --> 01:23:59.197]  Why is that guy the only guy sitting there arguing with them?
[01:23:59.537 --> 01:24:03.259]  How many neighbors did he have looking out their blinds going, oh my god, what's going on?
[01:24:03.779 --> 01:24:05.020]  That guy fought as one.
[01:24:05.660 --> 01:24:07.021]  Now this is what needs to change.
[01:24:07.581 --> 01:24:14.810]  Because the way I see it is when that consensus guy comes and forces himself on that property, it shouldn't be... Yeah, that's a giant question.
[01:24:14.850 --> 01:24:15.772]  That's a baby trick.
[01:24:15.792 --> 01:24:19.256]  It should be every neighbor in that neighborhood coming down.
[01:24:19.877 --> 01:24:22.220]  We're talking about ten pawns versus one king.
[01:24:22.920 --> 01:24:23.381]  I hear you.
[01:24:23.521 --> 01:24:24.562]  People gotta take action.
[01:24:25.102 --> 01:24:29.405]  That was a baby tick coming out to scout blood meals for the larger megaticks.
[01:24:29.926 --> 01:24:31.527]  And they're violating your Fifth Amendment, folks.
[01:24:31.907 --> 01:24:35.190]  But you violate your Fifth Amendment when you fill out an income tax form we didn't have until 1913.
[01:24:35.410 --> 01:24:36.251]  You waive your rights.
[01:24:36.511 --> 01:24:37.372]  You violate your rights.
[01:24:37.472 --> 01:24:41.135]  They threaten you with penalties if you don't incriminate yourself and fill out these forms.
[01:24:41.455 --> 01:24:44.998]  The government says it's exempt from mistakes, but you're not exempt from mistakes.
[01:24:46.339 --> 01:24:48.560]  It goes on and on and on and on.
[01:24:49.421 --> 01:24:50.462]  And speak of the devil,
[01:24:51.391 --> 01:24:56.654]  They're trying to make school teachers, and then real estate agents, and then CPAs, and then everybody.
[01:24:57.054 --> 01:25:03.177]  Under Homeland Security, they're going to make everyone in the nation have a national ID card, locally standardized ID, to have a job.
[01:25:03.217 --> 01:25:03.797]  That's official.
[01:25:05.458 --> 01:25:06.699]  And they're phasing it in right now.
[01:25:06.799 --> 01:25:09.520]  So I got a news tip mailed to me here at this station.
[01:25:09.840 --> 01:25:12.022]  And yes, I was aware of this, but I'm glad the person mailed it to me.
[01:25:12.062 --> 01:25:15.824]  It says, America's privacy threatened by new global fingerprint database.
[01:25:15.944 --> 01:25:20.166]  CPA group allows foreign data minor full access to American fingerprints.
[01:25:21.403 --> 01:25:30.988]  Not only are they making all the CPA people now fingerprint to have a CPA job like you're a prisoner in a database, that's being shared internationally to track and trace you.
[01:25:31.008 --> 01:25:34.190]  And it's the same, they make you thumbprint to get school lunches in most schools.
[01:25:34.750 --> 01:25:36.051]  And even if you're paying for it yourself.
[01:25:36.511 --> 01:25:38.352]  This is the control grid to track and trace.
[01:25:38.392 --> 01:25:39.533]  They just turn your thumbprint off.
[01:25:40.073 --> 01:25:44.035]  They admit, the governments admit they're conditioning the public to do this to buy and sell.
[01:25:44.255 --> 01:25:46.756]  Whether you believe in revelations or not, this is a bad idea.
[01:25:46.977 --> 01:25:49.538]  Imagine if Hitler would have had this, nobody would have gotten away from him.
[01:25:51.135 --> 01:26:00.501]  Even the American Institute for Certified Public Accountants, under pressure from outraged citizens of CPAs from across the country, has recently admitted to collecting the fingerprints of American citizens who take the CPA exam.
[01:26:00.521 --> 01:26:10.887]  And it doesn't matter, it says people in a news article bring their social security card, driver's license, passport, everything, and they say, no, you must give us your biometric fingerprint.
[01:26:11.227 --> 01:26:12.888]  Now, see, I have this Lou Dobbs piece.
[01:26:13.516 --> 01:26:23.326]  Now, I reported this a couple weeks ago about, and some of the governors of America, about this new treaty to ban reloading, saying it's terrorism and explosives to reload your home.
[01:26:23.967 --> 01:26:27.491]  Or private companies have to get a UN license, international license.
[01:26:27.871 --> 01:26:31.515]  It'll ban cleaning your guns, disassembling guns, changing barrels.
[01:26:31.855 --> 01:26:35.980]  It will restrict the shipping of guns outside the US and guns into the United States.
[01:26:37.202 --> 01:26:40.283]  But people don't believe us, even when we link to the treaty.
[01:26:40.483 --> 01:26:47.444]  So I wanted to, right now, before I come back and go to calls, maybe I can settle down if we play this, go ahead and get into this and we'll continue with the calls after it.
[01:26:47.464 --> 01:26:49.004]  I'm going to play just a little bit of this.
[01:26:49.024 --> 01:26:52.025]  The whole clip's linked up on InfoWars.com from YouTube right now.
[01:26:52.745 --> 01:26:56.506]  And you can go there and link through the treaty itself as well.
[01:26:56.926 --> 01:26:59.226]  Rights under assault, foreign access to U.S.
[01:26:59.246 --> 01:26:59.887]  gun registry.
[01:27:00.387 --> 01:27:02.467]  And they make you fingerprint to be a gun dealer.
[01:27:02.887 --> 01:27:04.087]  And then that goes in the U.N.
[01:27:04.107 --> 01:27:04.608]  database.
[01:27:04.908 --> 01:27:06.808]  In 2000, they signed a world treaty.
[01:27:07.048 --> 01:27:13.675]  We're all driver's license, all IDs, all this stuff is a worldwide database set by the U.N.
[01:27:14.035 --> 01:27:14.536]  The U.N.
[01:27:14.576 --> 01:27:17.518]  is in control of the swine flu response.
[01:27:18.119 --> 01:27:20.942]  And they're bragging, oh this is good for global government, a good test.
[01:27:21.683 --> 01:27:23.304]  As the nations follow their orders.
[01:27:23.384 --> 01:27:24.345]  And who owns the U.N.?
[01:27:24.586 --> 01:27:25.707]  The private bankers!
[01:27:26.423 --> 01:27:28.544]  Who are openly setting up the Bank of the World!
[01:27:28.965 --> 01:27:31.766]  Who just stole your $12.8 trillion out of the U.S.
[01:27:31.826 --> 01:27:34.068]  alone, another $10 trillion out of other nations!
[01:27:34.568 --> 01:27:36.209]  Private banks tax you!
[01:27:36.650 --> 01:27:38.231]  Private banks have taken over!
[01:27:38.591 --> 01:27:39.291]  Here's Lou Dobbs.
[01:27:39.331 --> 01:27:40.392]  Well, you know what?
[01:27:40.412 --> 01:27:41.733]  Yeah, we'll start it now and come back in a minute.
[01:27:41.753 --> 01:27:42.013]  Here it is.
