[00:00:04.821 --> 00:00:05.461]  It is Monday.
[03:08:14.471 --> 03:08:17.132]  We're analyzing ours, finding similar things.
[03:08:17.132 --> 03:08:18.493]  We have a limited crew.
[03:08:18.493 --> 03:08:20.034]  They just got back Saturday.
[03:08:20.034 --> 03:08:21.815]  We've already posted a lot of videos.
[03:08:21.815 --> 03:08:23.916]  This video is from another activist.
[03:08:23.916 --> 03:08:27.998]  Clearly police officers breaking people's cameras, trying to stir up trouble.
[03:08:27.998 --> 03:08:32.440]  I can't play the audio because there's so much cussing, but these are just two of the three
[03:08:33.340 --> 03:08:34.521]  And big, huge cops.
[03:08:34.521 --> 03:08:37.162]  They put their biggest cops in to pose as anarchists.
[03:08:37.162 --> 03:08:49.350]  And we're gonna try to match this up with other video of big, scrapping guys who will throw stuff at police so the police have a pretext to then fire and attack the general crowd.
[03:08:49.350 --> 03:08:53.733]  And, uh, I remember... Pardon me?
[03:08:55.612 --> 03:08:58.178]  Yeah, breaking demonstrators' cameras, absolutely.
[03:08:58.178 --> 03:09:00.082]  That's in the video.
[03:09:00.082 --> 03:09:03.529]  We can't play it because there's so much cussing, but look at these cops.
[03:09:03.529 --> 03:09:04.552]  I mean, look at these guys.
[03:09:04.552 --> 03:09:05.754]  Now, we caught them in Denver.
[03:09:07.236 --> 03:09:11.961]  Last year, mainstream news, Denver Post headline, police caught attacking their own police.
[03:09:11.961 --> 03:09:15.345]  We caught them in Canada at the SPP meeting last year.
[03:09:15.345 --> 03:09:21.091]  They were caught, but the BBC admitted it, in England, and they killed a guy, beat him to death.
[03:09:21.091 --> 03:09:22.953]  These guys need to be criminally charged.
[03:09:22.953 --> 03:09:24.915]  We need to find out who they are.
[03:09:24.915 --> 03:09:27.457]  But it's, I mean, they put these big giant cops in.
[03:09:27.457 --> 03:09:29.760]  Mike Adams, your comment on agent provocateurs?
[03:09:31.118 --> 03:09:36.501]  This is a preview of things to come, Alex, and great work on your part and the contributors who are sending this in.
[03:09:36.501 --> 03:09:38.462]  I can't wait to look at this myself.
[03:09:38.462 --> 03:09:42.824]  But this is what's going to be happening in more cities across the U.S.
[03:09:42.824 --> 03:09:49.467]  And this is a test to see how people react, to see whether they can do this covertly and be exposed.
[03:09:49.467 --> 03:09:58.791]  So the fact that you are exposing them is probably going to help save lives down the road, because it's going to help suppress that kind of tactic from being used excessively.
[03:09:58.791 --> 03:10:00.092]  I mean, they're going to try it anyway.
[03:10:00.552 --> 03:10:08.557]  But the thing is, we keep exposing them and other people do, and then the Royal Mounted Police admit it, the Denver Police admit it, and no one gets in trouble!
[03:10:08.557 --> 03:10:24.527]  That's why Luke Rudowsky was there, and Rob Dewar, there were others saying, don't be violent, you'll have a couple thousand people, or in this case, a couple hundred, you'll have fifteen people led by cops, they'll yell and scream and tell Luke, shut up, when he calls out against violence, and then it's cops!
[03:10:24.527 --> 03:10:26.509]  I mean, how evil are these police?
[03:10:27.594 --> 03:10:37.462]  What we've got to do is get some long-range cameras going from people who are away from the immediate fray and who are not in the fight.
[03:10:37.462 --> 03:10:38.522]  That happened in Greece this year.
[03:10:38.522 --> 03:10:42.385]  In fact, pull up Greek TV agent provocateurs.
[03:10:42.385 --> 03:10:50.091]  Uniformed police directing regular cops busting out windows at another global meeting to then blame it on the general protesters.
[03:10:50.091 --> 03:10:50.652]  Sorry, go ahead.
[03:10:51.121 --> 03:10:51.781]  Yeah.
[03:10:51.781 --> 03:10:52.802]  No, no, you're exactly right.
[03:10:52.802 --> 03:10:58.765]  I mean, this is like a local law enforcement false flag operation, and they're going to keep doing it for as long as they can get away with it.
[03:10:58.765 --> 03:11:05.529]  But in the video that you're seeing right now, Alex, can you make out the faces very clearly of those responsible?
[03:11:05.529 --> 03:11:09.471]  No, they're wearing masks, but it's big, strapping cops.
[03:11:09.471 --> 03:11:11.353]  I mean, they stick out like a sore thumb.
[03:11:11.353 --> 03:11:12.293]  It's always the same.
[03:11:12.293 --> 03:11:16.155]  I mean, it's big guys, 230, 240 pounds.
[03:11:16.155 --> 03:11:18.957]  They always dress the same, ball caps and their face covered.
[03:11:21.274 --> 03:11:22.557]  They're breaking people's cameras.
[03:11:22.557 --> 03:11:24.141]  They're starting fights.
[03:11:24.141 --> 03:11:25.384]  They're just absolute scum.
[03:11:26.616 --> 03:11:28.758]  Pittsburgh has been turned into a police state.
[03:11:28.758 --> 03:11:34.162]  I mean, the city was a fortress, and this is a sign of things to come.
[03:11:34.162 --> 03:11:37.064]  This is important breaking news, so go ahead and roll with it, Alex.
[03:11:37.064 --> 03:11:38.305]  No, no, no, no, no, no.
[03:11:38.305 --> 03:11:39.126]  We're talking flu.
[03:11:39.126 --> 03:11:40.207]  That's more important.
[03:11:40.207 --> 03:11:43.049]  Just, I'm going to cover this with Paul Watson briefly after you leave.
[03:11:43.049 --> 03:11:44.450]  Get him to do a big report on it.
[03:11:44.450 --> 03:11:45.691]  Because it's not enough to just show this.
[03:11:45.691 --> 03:11:49.274]  I'm going to get him to show the Denver stuff and everything else so people forget.
[03:11:49.274 --> 03:11:51.156]  So we want to remind him.
[03:11:51.156 --> 03:11:53.437]  Tanya in Georgia, you're on the air with Mike Adams.
[03:11:53.437 --> 03:11:53.798]  Go ahead.
[03:11:55.078 --> 03:11:56.238]  Hi Alex and Mike.
[03:11:56.238 --> 03:12:00.460]  I just want to let you know that I have an insert from my local Walgreens.
[03:12:00.460 --> 03:12:04.461]  It's from the Novartis vaccine for the regular seasonal flu.
[03:12:04.461 --> 03:12:18.705]  It says 2009-2010 formula and right in this document it says it is that fluorine has not been evaluated for carcinogenic or mutagenic potential or for impairment of fertility.
[03:12:19.540 --> 03:12:24.361]  So Alex, you've been saying all along that they're putting steroids in it, and it says right here, you know, we are.
[03:12:24.361 --> 03:12:25.461]  This could make you fertile.
[03:12:25.461 --> 03:12:26.581]  Oh yeah, look, look.
[03:12:26.581 --> 03:12:30.122]  I mean, it's come out with the IEDs and the vaccines, and they always know.
[03:12:30.122 --> 03:12:39.424]  They design it, and now explain what the Fluvorin is, and this Endrolucan-2 that they're adding, Mike Adams, but ma'am, I need to go to Walgreens.
[03:12:39.424 --> 03:12:42.844]  Every time I pull up an internet site, it's Walgreens ads for the flu.
[03:12:42.844 --> 03:12:46.645]  I need to get their insert, but will you scan that and email it?
[03:12:47.145 --> 03:12:50.870]  Yeah, I'd prefer to fax it if that's fine and there's a lot of other information in here too.
[03:12:50.870 --> 03:12:53.393]  They say they've been putting H1N1 in the vaccine since 1977.
[03:13:04.284 --> 03:13:06.467]  And they have a long list of side effects that have been reported.
[03:13:06.467 --> 03:13:07.948]  This is a very informative insert.
[03:13:07.948 --> 03:13:15.878]  Okay, read it to us, read it to us, because I knew all this was in there, and I guess I haven't thought big genius, because I'm not, to go out and get the insert.
[03:13:15.878 --> 03:13:23.327]  I mean, they admit in their literature online they're doing this, but Mike, were you aware of those statements on the Norvitis statement?
[03:13:24.244 --> 03:13:25.346]  Yeah, absolutely.
[03:13:25.346 --> 03:13:27.711]  Remember, those are the ones that are required by federal law.
[03:13:27.711 --> 03:13:31.860]  There's a lot of information that's not required that they're withholding.
[03:13:31.860 --> 03:13:34.766]  So, as she reads the list, keep in mind what you're not hearing, too.
[03:13:35.666 --> 03:13:42.850]  Yeah, thanks for holding so long to tell us this, Marianne, or what caller is this?
[03:13:42.850 --> 03:13:43.811]  Tanya.
[03:13:43.811 --> 03:13:46.993]  Okay, Tanya, they just changed my list and it erased your name.
[03:13:46.993 --> 03:13:48.594]  Tanya in Georgia.
[03:13:48.594 --> 03:13:53.077]  Tanya, recap, I'm going to sit back, so is Mike Adams.
[03:13:53.077 --> 03:13:57.239]  Read the cover sheet, what it says, and read us those parts.
[03:13:57.239 --> 03:14:01.002]  Well, it's really, really long, so I'm just going to go through a few points that I was highlighting for you.
[03:14:01.877 --> 03:14:10.201]  The first thing that I noticed is that it says, fluvorin has not been evaluated for carcinogenic or mutagenic potential, or for impairment of fertility.
[03:14:10.201 --> 03:14:23.647]  And then later on, where it's talking about who should and should not get the shot, it says nobody under the age of four, and it also says that it is also not known whether fluvorin can cause fetal harm when administered to a pregnant woman, or can affect reproductive capacity.
[03:14:26.454 --> 03:14:30.575]  It's expectant mothers that are one of the groups being targeted for this virus, by the way.
[03:14:30.575 --> 03:14:31.856]  I just wanted to interject.
[03:14:31.856 --> 03:14:33.516]  Right, and this is regular.
[03:14:33.516 --> 03:14:39.818]  This is just a regular seasonal flu, which hasn't been as controversial, so some of the pregnant women might not even be as scared of this one.
[03:14:39.818 --> 03:14:46.800]  And it also says in here that whoever's giving the vaccine is supposed to tell the person that they're giving the shot to the benefits and the risks.
[03:14:46.800 --> 03:14:54.683]  Now, I think if they told somebody, hey, this can make you sterile, you know, this has theramerosol in it, which it also says it does, that, you know, people might not take it.
[03:14:54.683 --> 03:14:55.943]  And I don't think they're telling people that.
[03:14:56.417 --> 03:14:57.618]  How did you get the insert?
[03:14:57.618 --> 03:14:59.139]  You asked for it at Walgreens?
[03:14:59.139 --> 03:15:00.320]  Yeah, and let me tell you, it's funny.
[03:15:00.320 --> 03:15:04.123]  I walked into Walgreens and I said, what kind of shot are you getting?
[03:15:04.123 --> 03:15:05.024]  What company is it from?
[03:15:05.024 --> 03:15:05.964]  And they didn't know.
[03:15:05.964 --> 03:15:07.586]  And I said, well, do you have an insert?
[03:15:07.586 --> 03:15:08.306]  And they said, what?
[03:15:08.306 --> 03:15:11.128]  And I go, you know, like a little paper that comes in with your shipment.
[03:15:11.128 --> 03:15:12.489]  So she goes back and she's looking.
[03:15:12.489 --> 03:15:13.630]  I'm assuming this is the pharmacist.
[03:15:13.630 --> 03:15:14.871]  There was two women back there.
[03:15:14.871 --> 03:15:15.572]  They're looking around.
[03:15:15.572 --> 03:15:19.395]  They come back with this piece of paper they pulled out of the bottom of the box of vials.
[03:15:19.395 --> 03:15:20.876]  All folded up, very tiny.
[03:15:20.876 --> 03:15:22.337]  Unfold it right in front of me and say, here.
[03:15:22.765 --> 03:15:26.288]  Let me start, you know, I'm looking at it and it's really long, and I said, can I just take this with me?
[03:15:26.288 --> 03:15:27.508]  And they said, oh yeah, sure, take it.
[03:15:27.508 --> 03:15:28.930]  Like, they had no interest in it.
[03:15:28.930 --> 03:15:35.915]  Well, this is important, and I've read that this stuff's in there, but it's another thing to actually have the insert.
[03:15:35.915 --> 03:15:37.155]  I'm gonna give you our facts.
[03:15:37.155 --> 03:15:44.681]  The problem is, on those tiny, you know, regular-sized sheet of paper, they fold it up tiny to go in the vial, and it's tiny, tiny wording.
[03:15:44.681 --> 03:15:46.482]  I don't know if that'll fax, but you can try.
[03:15:46.482 --> 03:15:48.023]  I blew it up.
[03:15:48.023 --> 03:15:48.644]  Oh, you blew it up.
[03:15:48.644 --> 03:15:48.764]  It's 866...
[03:15:50.925 --> 03:15:52.767]  8-9-4-17-67.
[03:15:52.767 --> 03:15:57.670]  That's 8-6-6-8-9-4-17-67.
[03:15:57.670 --> 03:16:01.593]  Will you go ahead and fax that to us as soon as possible?
[03:16:01.593 --> 03:16:07.857]  Is there no way that, because if you blew it up, can you scan it and email it to Watson?
[03:16:07.857 --> 03:16:09.358]  Because people need to see that.
[03:16:09.918 --> 03:16:10.299]  Yeah, I got it.
[03:16:10.299 --> 03:16:14.504]  I'm going to leave my house right now and go fax it to you, but I had one other question for Mike.
[03:16:29.326 --> 03:16:40.320]  Also in this insert it says that it's very important that you shake the vial in between each dosage and I'm wondering if if they don't shake it does that mean that you can get like an even higher amount of mercury than what they're saying?
[03:16:41.397 --> 03:17:03.164]  Yes, absolutely, and this is one of the reasons why you've got to be very careful if you even get a vaccine, of where you get it, because many of the people administering these vaccines, especially in these retail outlets, they are probably shaking up the vaccine, which means you could get a concentration of the thimerosal or other chemicals that's up to 200 times higher than what it's supposed to be.
[03:17:03.524 --> 03:17:10.408]  So your baby could get the one shot that's 200 times more toxic than the next baby that they actually shook the vial for.
[03:17:10.408 --> 03:17:13.290]  And that's one of the reasons why vaccines are so dangerous.
[03:17:13.290 --> 03:17:18.873]  The people giving these shots are not following the rules, and they probably didn't even read the insert that you read.
[03:17:18.873 --> 03:17:19.914]  No, I don't think they did read it.
[03:17:19.914 --> 03:17:20.714]  I don't think they did.
[03:17:20.714 --> 03:17:24.917]  I'm going to leave right now and go ahead and pack this team and let you move on, but I just wanted to make sure that you were aware that this was coming to you.
[03:17:25.782 --> 03:17:36.051]  You know, the reason that they include that language in that insert, Alex, is so that if infertility problems become widespread, they can say, well, we warned you.
[03:17:36.051 --> 03:17:39.114]  You know, they can just disavow any responsibility.
[03:17:40.205 --> 03:17:44.529]  But then meanwhile, the nightly news says it doesn't sterilize you.
[03:17:44.529 --> 03:17:53.418]  Sure, the White House science czar says he wants to sterilize you through vaccines in your water, but that's okay.
[03:17:53.418 --> 03:17:56.361]  And then you read the insert, oh, it might sterilize you.
[03:17:56.361 --> 03:17:57.402]  Well, that's okay.
[03:17:57.402 --> 03:18:00.425]  You know, the government's good people.
[03:18:00.425 --> 03:18:01.386]  These are good people.
[03:18:01.386 --> 03:18:03.067]  We ought to, you know, be sterilized.
[03:18:06.123 --> 03:18:12.426]  I had a reporter from a mainstream network news organization call me maybe two weeks ago.
[03:18:12.426 --> 03:18:15.288]  He wanted to interview me about swine flu vaccine.
[03:18:15.288 --> 03:18:18.930]  Obviously he was looking for an alternative viewpoint.
[03:18:18.930 --> 03:18:27.354]  He swore to me up and down that he had been told by the drug companies themselves that there was no thimerosal used in any of the swine flu vaccine.
[03:18:28.337 --> 03:18:30.858]  And I tried to educate this reporter.
[03:18:30.858 --> 03:18:31.959]  I said, no, you're wrong.
[03:18:31.959 --> 03:18:34.000]  There's thimerosal in there.
[03:18:34.000 --> 03:18:35.621]  And he said, no, there isn't.
[03:18:35.621 --> 03:18:36.741]  It's not being used.
[03:18:36.741 --> 03:18:45.886]  And to this day, that network, which I don't want to name, but they've been reporting stories on the swine flu vaccine and claiming there's no thimerosal in it.
[03:18:45.886 --> 03:18:53.130]  Even though I can pull up a hundred releases from the medical companies admitting they put a higher dose of the thimerosal in this one.
[03:18:55.336 --> 03:19:03.382]  You know, what has happened to the skepticism and just the common sense of our mainstream journalists these days?
[03:19:03.382 --> 03:19:06.864]  Or when they get caught lying, it's like, oh, you lied to me, that's good.
[03:19:06.864 --> 03:19:09.386]  I would be mad at you if you didn't lie to me.
[03:19:09.386 --> 03:19:11.067]  It's like it's cute and funny.
[03:19:11.067 --> 03:19:13.409]  Oh, Bayer, you knowingly gave me AIDS in the shot.
[03:19:13.409 --> 03:19:14.129]  Oh, thank you.
[03:19:14.129 --> 03:19:15.810]  And it's like, Bayer is trusted.
[03:19:15.810 --> 03:19:16.611]  They like to murder.
[03:19:18.655 --> 03:19:20.516]  Oh, Gardasil's killing a bunch of people!
[03:19:20.516 --> 03:19:21.557]  Oh, how good!
[03:19:21.557 --> 03:19:24.799]  Oh, it's so... How dare you talk bad about them!
[03:19:24.799 --> 03:19:30.944]  Well, listen, Mike Adams, Health Ranger, NaturalNews.com, great job today.
[03:19:30.944 --> 03:19:37.728]  Thank you for all your insight, and I hope to come visit you sometime down in Ecuador, or next time you fly back through into the States, through Texas.
[03:19:37.728 --> 03:19:38.329]  Come and see us.
[03:19:38.329 --> 03:19:40.530]  We really appreciate your time.
[03:19:40.530 --> 03:19:42.071]  Thank you, Alex, and all listeners.
[03:19:42.071 --> 03:19:42.412]  Thank you.
[03:19:42.412 --> 03:19:43.612]  It's been an honor.
[03:19:43.612 --> 03:19:44.813]  Man, it's just been great having you.
[03:19:44.813 --> 03:19:46.815]  By the way, I know a lot of people have these inserts.
[03:19:47.879 --> 03:19:52.128]  Scan them, send them to ridersandinfowars.com with a brief description.
[03:19:52.128 --> 03:19:53.712]  We need to get that up.
[03:19:53.712 --> 03:19:55.496]  I mean, that's simple stuff I forget to do.
[03:19:55.496 --> 03:19:56.538]  We'll be right back.
[03:19:56.538 --> 03:19:56.819]  Thank you.
[03:20:01.468 --> 03:20:08.415]  This is Alex Jones and I want to tell you about Graf Undersafes, the makers of the highest quality safes and vault doors available on the market today.
[03:20:08.415 --> 03:20:11.278]  Graf Undersafes are known as the Rolls-Royce of safes.
[03:20:11.278 --> 03:20:15.923]  Since 1968, they have operated based on their original principle, quality above all else.
[03:20:15.923 --> 03:20:20.427]  Whether it's a custom-fitted vault door safe, you can rest assured that your valuables will be protected.
[03:20:20.427 --> 03:20:22.309]  Do not buy into the illusion of security.
[03:20:22.409 --> 03:20:22.929]  We're good to go!
[03:20:41.903 --> 03:20:42.143]  I think so.
[03:21:01.375 --> 03:21:03.558]  May I have everybody's attention, please?
[03:21:03.558 --> 03:21:05.981]  I've come with a message of information.
[03:21:05.981 --> 03:21:08.585]  9-11 was an inside job.
[03:21:08.585 --> 03:21:09.806]  Do you like being a puppet, sir?
[03:21:09.806 --> 03:21:11.529]  Do you like being a puppet for the New World Order?
[03:21:11.529 --> 03:21:14.412]  How do the American people know that 9-11 was a stage?
[03:21:14.412 --> 03:21:18.538]  Was it engineered by you, David Rockefeller, the Trilateral Commission, the CFR?
[03:21:27.695 --> 03:21:32.561]  Seven years after the attacks of September 11th, a global awakening has taken place.
[03:21:36.363 --> 03:21:37.844]  How dare you?
[03:21:37.844 --> 03:21:43.890]  If you know that there's treason going on, you can be held accountable for treason yourself.
[03:21:43.890 --> 03:21:46.752]  All hell is breaking loose on 6th Avenue.
[03:21:46.752 --> 03:21:52.977]  And if the government has not told the truth in five years, we will be here on the 10th anniversary of... Truth Rising.
[03:21:52.977 --> 03:21:56.080]  Download the film at prisonplanet.tv right now.
[03:21:56.080 --> 03:21:58.342]  Or get the DVD at infowars.com.
[03:21:58.342 --> 03:22:00.824]  It's now time to take the revolution to the next level.
[03:22:01.587 --> 03:22:02.227]  G'day!
[03:22:02.227 --> 03:22:03.948]  Jim Newcomer from Midas Resources.
[03:22:03.948 --> 03:22:04.308]  August 31st, 2009.
[03:22:04.308 --> 03:22:05.389]  Gold opened this morning at $9.5470.
[03:22:05.389 --> 03:22:08.670]  A one-ounce gold coin can be purchased for $9.8195, $4.9098 for a half-ounce, or $2.4549 for a quarter-ounce.
[03:22:08.670 --> 03:22:09.271]  That's $9.8195, $4.9098, and $2.4549.
[03:22:20.586 --> 03:22:34.239]  How is it that we the people grow the cotton, weave it into fabric, engrave the ink, embed the strips and fibers that protect it from counterfeit, then cart the money off to a privately owned bank to have it lent back to us at interest, forcing us to pay taxes to service the debt?
[03:22:34.239 --> 03:22:42.807]  Is this capitalism, or was Jefferson correct when he said, a central bank issuing a public currency is a greater menace to the liberties of the people than a standing army?
[03:22:43.047 --> 03:22:44.148]  Hi, Ted Anderson.
[03:22:44.148 --> 03:22:48.510]  I'm placing a silver dollar inside of a book that explains how the monetary system works.
[03:22:48.510 --> 03:22:49.610]  Call for your copy 1-800-686-2237.
[03:22:49.610 --> 03:22:51.451]  Isn't it time to understand the system?
[03:22:51.451 --> 03:22:51.692]  Call 800-686-2237.
[03:22:51.692 --> 03:22:51.992]  That's 800-686-2237.
[03:23:01.940 --> 03:23:07.101]  Hi, it's MZ wondering how many of us Alex Jones fans intend to take the swine flu vaccine.
[03:23:07.101 --> 03:23:10.602]  I'm not, don't trust it, but then I don't want to get the disease either.
[03:23:10.602 --> 03:23:16.323]  So I use PureWorks, a unique disinfectant that comes in foam or spray form.
[03:23:16.323 --> 03:23:18.883]  PureWorks is not your typical hand disinfectant.
[03:23:18.883 --> 03:23:23.424]  There is no alcohol to dry your skin and it lasts for hours, not minutes.
[03:23:23.424 --> 03:23:26.145]  Use PureWorks to protect yourself from disease and infection.
[03:23:26.605 --> 03:23:32.333]  You can find out all about it and order it online at NoGerms.info.
[03:23:32.333 --> 03:23:34.596]  That's NoGerms.info.
[03:23:34.596 --> 03:23:43.167]  Don't introduce potentially dangerous chemicals or toxins into your body to keep you well when they could actually cause the sickness you want to avoid.
[03:23:43.167 --> 03:23:44.169]  Don't pick your nose.
[03:23:44.509 --> 03:23:49.092]  Don't shake hands and don't handle banisters, rails, and doorknobs.
[03:23:49.092 --> 03:23:54.214]  Do try PureWorks, available online at wholesale pricing to Alex Jones listeners.
[03:23:54.214 --> 03:23:55.955]  Go to no germs dot info.
[03:23:55.955 --> 03:23:58.176]  That's no germs dot info.
[03:23:58.176 --> 03:23:59.897]  Be well and stay well.
[03:23:59.897 --> 03:24:00.618]  Best MZ.
[03:24:07.866 --> 03:24:11.809]  They play us off black, white, old, young against each other.
[03:24:11.809 --> 03:24:14.071]  They divide us along religion.
[03:24:14.071 --> 03:24:17.354]  They divide us across party.
[03:24:17.354 --> 03:24:26.603]  Well, the establishment is a scientific dictatorship who studies what makes humans tick and uses that material, that data, to control us.
[03:24:29.068 --> 03:24:41.981]  Saturday, September 26, three undercover officers attempt to infiltrate a march against police brutality at the University of Pittsburgh, but fail miserably due to their horrendous
[03:24:43.171 --> 03:24:44.832]  Disguise attempts.
[03:24:44.832 --> 03:24:47.432]  During the march, one of them breaks a photographer's camera.
[03:24:47.432 --> 03:24:52.714]  This is just one example of a larger pattern of attempts to silence the media during the G20 protest.
[03:24:52.714 --> 03:24:57.235]  And if you would have dare broke a cop's camera, they'd charge you with assault with a deadly weapon or something.
[03:24:57.235 --> 03:25:02.197]  But it's okay for them to beat up women and use police dogs and break the law and smash your camera.
[03:25:04.178 --> 03:25:07.460]  Because they work for a lawless criminal corporate takeover.
[03:25:07.460 --> 03:25:09.962]  And they love the vaccines they get shot full of.
[03:25:09.962 --> 03:25:11.864]  They love their kids being retarded.
[03:25:11.864 --> 03:25:12.984]  They love the tyranny.
[03:25:12.984 --> 03:25:14.806]  They love having bankruptcy.
[03:25:14.806 --> 03:25:15.206]  They love it.
[03:25:15.206 --> 03:25:19.089]  That's why they have the highest suicide rates, highest rates of drug use.
[03:25:19.089 --> 03:25:21.931]  They're unhappy because they work for the dark side.
[03:25:21.931 --> 03:25:29.296]  I'm not saying all police, but certainly the police they shipped in from Miami-Dade County, and the Border Patrol they shipped in, and the National Guard.
[03:25:29.296 --> 03:25:31.198]  These were un-American pieces of trash.
[03:25:32.782 --> 03:25:35.444]  That video is up on InfoWars.com.
[03:25:35.444 --> 03:25:39.986]  We'll roll some of that in the background without the audio because of all the cussing.
[03:25:39.986 --> 03:25:43.388]  Poor people, as folks watch at PrisonPlanet.tv.
[03:25:43.388 --> 03:25:46.990]  But let's go to Mary Anne in Maryland.
[03:25:46.990 --> 03:25:47.971]  Mary Anne, you're on the air.
[03:25:50.370 --> 03:25:51.250]  Alex?
[03:25:51.250 --> 03:25:52.171]  Hi.
[03:25:52.171 --> 03:25:53.571]  Hi there.
[03:25:53.571 --> 03:26:02.453]  Listen, first I wanted to tell you that I really appreciate all your work and I do pass on to my friends and family.
[03:26:02.453 --> 03:26:06.835]  But I wanted to talk to you about a couple things that are going on in Maryland.
[03:26:06.835 --> 03:26:19.458]  I was a teacher for 10 years and every year the regular flu shot was offered to us for free on several specific dates at the beginning of the school year.
[03:26:20.371 --> 03:26:24.875]  And, you know, there was a lot of pressure from your peers to get this shot.
[03:26:24.875 --> 03:26:26.597]  I never got the shot.
[03:26:26.597 --> 03:26:31.181]  But, you know, people would be like, you're going to get sick, blah, blah, blah.
[03:26:31.181 --> 03:26:34.984]  Well, there's something going on at the University of Maryland right now.
[03:26:34.984 --> 03:26:41.610]  I'm not sure if you know that, but it has been quote, unquote, rumored that 557 cases of swine flu are going on since classes began.
[03:26:48.725 --> 03:26:51.018]  And the students are actually...
[03:26:52.495 --> 03:26:55.616]  Pressuring each other to go and get the swine flu vaccine.
[03:26:55.616 --> 03:26:56.997]  Yeah, it's all mind control.
[03:26:56.997 --> 03:27:00.179]  No, I have seen that at other big universities.
[03:27:00.179 --> 03:27:02.960]  One in Washington State had 2,000 cases.
[03:27:02.960 --> 03:27:05.081]  And a lot of times it's even fake announcements.
[03:27:05.081 --> 03:27:10.103]  They're just doing it as a psy-op to test, forcing everyone to stampede.
[03:27:10.103 --> 03:27:13.605]  And that's why little kids come up to my house and they go, look, I got the shot.
[03:27:13.605 --> 03:27:14.505]  Have you had the shot?
[03:27:14.505 --> 03:27:17.947]  And my little kids are asking me now, why aren't we getting shots?
[03:27:17.947 --> 03:27:19.047]  And I said, you don't want them, honey.
[03:27:19.047 --> 03:27:19.628]  They're bad for you.
[03:27:19.628 --> 03:27:20.548]  And they go, but
[03:27:20.868 --> 03:27:21.608]  I want one.
[03:27:21.608 --> 03:27:23.309]  The neighbor kids got them.
[03:27:23.309 --> 03:27:28.650]  So now they've got kids from not wanting shots to thinking, oh, it's a prize I get.
[03:27:28.650 --> 03:27:31.951]  But you read the inserts to know it sterilizes you, but that's okay.
[03:27:31.951 --> 03:27:33.551]  They told you so.
[03:27:33.551 --> 03:27:37.052]  I know, but see, this is like really super weird.
[03:27:37.052 --> 03:27:42.813]  This is totally going along with everything you talk about because... 1984.
[03:27:42.813 --> 03:27:47.454]  Yes, people who do not get the shot have to wear a face mask.
[03:27:48.430 --> 03:27:52.413]  So, it's obvious to other people that they haven't gotten a shot.
[03:27:52.413 --> 03:27:53.814]  Yeah, it's all part of hysteria.
[03:27:53.814 --> 03:27:59.198]  It's the new, it's part of being classified, wearing a yellow star, being in a terror database.
[03:27:59.198 --> 03:28:05.944]  It's all about the new medical tyranny of just like THX 1138 when he's helping the kid put the injector back on his arm.
[03:28:05.944 --> 03:28:07.605]  Oh, you've had your 20 shots this week.
[03:28:07.605 --> 03:28:09.046]  You're of the Lord.
[03:28:09.046 --> 03:28:10.927]  You're of the government.
[03:28:10.927 --> 03:28:13.069]  Obama loves the little children.
[03:28:13.069 --> 03:28:16.051]  Red, yellow, black and white, they are equal in our leader's sight.
[03:28:16.932 --> 03:28:19.173]  You see, you're starting to understand now.
[03:28:19.173 --> 03:28:24.856]  Yes, they're making people wear these at universities and at police departments, and there's no law.
[03:28:24.856 --> 03:28:26.757]  They just make you do it.
[03:28:26.757 --> 03:28:32.039]  And, uh, when you pay to go to college, you pay to go be brainwashed and taught how to worship government.
[03:28:32.039 --> 03:28:34.020]  That's it, basically.
[03:28:34.020 --> 03:28:37.942]  Well, I mean, and I went to... I've been through graduate school at Johns Hopkins.
[03:28:37.942 --> 03:28:38.823]  It's happening there.
[03:28:38.823 --> 03:28:43.225]  So you're saying, well, people need to go shoot video of this.
[03:28:43.225 --> 03:28:43.485]  Yeah.
[03:28:44.156 --> 03:28:59.936]  Well, unfortunately, I had to stop teaching because I'm disabled now, but they're also at the University of Maryland Medical Center saying that young children need to be given two doses of the swine flu vaccine.
[03:29:01.537 --> 03:29:03.119]  Two or three.
[03:29:03.119 --> 03:29:04.460]  Two or three.
[03:29:04.460 --> 03:29:06.542]  See, they said four to give people.
[03:29:06.542 --> 03:29:07.082]  Oh, that's a lot.
[03:29:07.082 --> 03:29:08.363]  They said, oh, it's only two now.
[03:29:08.363 --> 03:29:10.806]  And people went, oh.
[03:29:10.806 --> 03:29:13.408]  Don't worry, there won't be any more pain for the children.
[03:29:13.408 --> 03:29:16.471]  There won't be any more high intelligence or frustration.
[03:29:16.471 --> 03:29:19.634]  You'll just learn how to take your shots.
[03:29:19.634 --> 03:29:22.356]  Come on, the government's good.
[03:29:22.356 --> 03:29:27.040]  But I do have one question for you, and that is regarding Navarro Chip.
[03:29:28.436 --> 03:29:35.860]  I read an article a very long time ago that it was so small that it could be injected through a hypodermic needle.
[03:29:35.860 --> 03:29:40.622]  And I'm wondering if this is part of that.
[03:29:40.622 --> 03:29:42.483]  Let me break it down on the other side.
[03:29:42.483 --> 03:29:47.525]  I'll briefly do that, take more calls, get into some financial news, and more of what happened to the G20.
[03:29:47.525 --> 03:29:48.106]  Stay with us.
[03:29:48.106 --> 03:29:48.806]  I'm Alex Jones.
