[00:00:09.810 --> 00:00:10.250]  Oh, Willie.
[01:49:52.245 --> 01:49:53.446]  The people strike back.
[01:49:55.208 --> 01:49:55.589]  We're good.
[01:50:08.507 --> 01:50:08.807]  I think so.
[01:50:36.727 --> 01:50:40.348]  Stop procrastinating and start preparing with Garden In A Can!
[01:50:40.788 --> 01:50:43.889]  For more details visit GardenInACan.com today!
[01:50:44.269 --> 01:50:46.009]  That's GardenInACan.com!
[01:50:46.409 --> 01:50:46.809]  Or call 866-598-7396!
[01:50:46.829 --> 01:50:46.869]  866-598-7396!
[01:51:37.861 --> 01:51:40.262]  Alright I want to thank the final sponsor of the day.
[01:51:40.282 --> 01:51:48.724]  Then in the next segment we're going to have Jim Newcomer of Midas Resources come on and tell you about the great deals they have in gold and silver.
[01:51:49.864 --> 01:51:50.644]  Precious metals.
[01:51:51.125 --> 01:51:52.325]  I mean as gold shoots up
[01:51:54.173 --> 01:51:56.534]  And you know, I really have to make this analogy again.
[01:51:56.554 --> 01:52:07.077]  When I started listening to Alex Jones, when I got beyond just 9-11 Truth and I had come across his documentaries and I was listening to him on the radio, gold was being sold between somewhere $2.75 an ounce and $3.30 an ounce.
[01:52:09.835 --> 01:52:14.038]  It's now, I mean, you know, it's at its low point $890, $880.
[01:52:14.278 --> 01:52:15.820]  At its high point $965, $975.
[01:52:16.600 --> 01:52:18.261]  It's gone to over $1000.
[01:52:19.182 --> 01:52:21.964]  It's literally more than tripled in value in six years.
[01:52:22.264 --> 01:52:26.307]  Think of any other investment out there, folks, that has done the same.
[01:52:26.527 --> 01:52:27.408]  You can't find one.
[01:52:27.448 --> 01:52:28.189]  I promise you that.
[01:52:29.392 --> 01:52:33.114]  eFoodsDirect.com, eFoodsDirect.com.
[01:52:33.134 --> 01:52:35.416]  Okay, so we don't have to remind you that you need food to survive.
[01:52:35.496 --> 01:52:41.580]  Our biggest sponsor, eFoodsDirect.com, is the longest continually operating storable foods company in the country.
[01:52:42.500 --> 01:52:46.043]  They also happen to be true patriots and have supported the Freedom Movement for years and years.
[01:52:46.063 --> 01:52:55.509]  With the looming food shortages in current economy, it is imperative that you make sure your family is prepared with non-GMO, good, clean, storable foods.
[01:52:56.360 --> 01:52:57.681]  Hey Jason, how are you?
[01:52:57.701 --> 01:52:58.562]  Hey John, how are you doing?
[01:52:58.602 --> 01:53:01.485]  Hey Alex, why don't you turn off the radio and go fishing, man?
[01:53:16.621 --> 01:53:19.383]  I don't know how his family puts up with him knowing he must be in my father's country.
[01:53:46.809 --> 01:53:49.091]  James Wesley Rawls on the show.
[01:53:49.131 --> 01:53:55.457]  He's the author of the book Patriots Surviving the Economic Collapse.
[01:53:56.118 --> 01:53:57.559]  That does sound familiar.
[01:53:57.579 --> 01:54:00.622]  I think that, uh, I think Jones has had him on.
[01:54:00.682 --> 01:54:05.586]  I know I haven't had him on, but, uh, you know, I can't keep up over every show in the past three years.
[01:54:05.886 --> 01:54:09.630]  I'll look into it, but I'm almost 100% positive Jones has him on the program before.
[01:54:11.064 --> 01:54:12.565]  You do great with guests.
[01:54:12.645 --> 01:54:13.726]  I love to hear them on your show.
[01:54:14.386 --> 01:54:15.767]  But it's a great book everyone to get.
[01:54:15.787 --> 01:54:25.634]  It's written in a novel format, but it's a guide, and it gives great equipment that everybody should have in their groups of five, you know, in their family of five that want to survive in rough times.
[01:54:26.254 --> 01:54:33.079]  And I was wondering if you could touch on if you heard about Geithner over in China, because China's really upset about the printing frenzy going on over at the Federal Reserve.
[01:54:33.663 --> 01:54:41.265]  Well, I know that China's been openly talking about dumping the dollar, and I was aware that Geithner was going over there for a couple days to have a conference with Chinese leaders.
[01:54:41.325 --> 01:54:47.987]  I had not seen any mainstream media covering that conference and what has been said, but China's obviously very upset.
[01:54:48.407 --> 01:54:51.088]  Russia has dropped the dollar as its reserve currency.
[01:54:51.128 --> 01:54:52.469]  Apparently, they're using rubles.
[01:54:52.989 --> 01:54:55.570]  Brazil is in line to do the same.
[01:54:55.790 --> 01:54:59.611]  Peter Schiff is out there saying, you know, basically what Lindsey Williams said on my program.
[01:55:00.231 --> 01:55:00.552]  I don't
[01:55:15.308 --> 01:55:20.552]  I'll tell you what, Putin is a total establishment, total KGB.
[01:55:22.152 --> 01:55:23.914]  There's warring sects.
[01:55:24.174 --> 01:55:28.116]  Putin doesn't want to see Russia be a second world nation in the New World Order.
[01:55:28.156 --> 01:55:33.039]  He wants to see Russia be a first world nation in the New World Order.
[01:55:33.319 --> 01:55:34.680]  Putin's been around a long time.
[01:55:35.020 --> 01:55:38.002]  You look at some 1980s photographs when he was in the KGB.
[01:55:38.283 --> 01:55:44.567]  He's sitting there posing as a photographer as Reagan and Gorbachev have a photo op with a little boy.
[01:55:44.868 --> 01:55:46.689]  You know, I mean, that's how they embed these guys.
[01:55:46.729 --> 01:55:50.472]  And then later on, you know, through his ruthlessness, he rises to the top.
[01:55:50.692 --> 01:55:53.914]  He's well aware of a plan for, you know, a global government.
[01:55:53.975 --> 01:55:54.755]  He's part of that.
[01:55:54.775 --> 01:55:55.616]  But at the same time,
[01:55:55.936 --> 01:56:00.140]  You know, he wants his role not to be squelched by NATO, not to be coerced.
[01:56:00.160 --> 01:56:12.832]  You know, he's not happy that Georgia, you know, sneak attacks South Ossetia while they're running drills with Israel and the United States, and then all of a sudden he has to stop the murdering, and everybody says, Russia attacked Georgia, Russia attacked Georgia.
[01:56:13.052 --> 01:56:14.534]  I'm sure he's not happy about that.
[01:56:14.774 --> 01:56:18.057]  But at the same time, while that's going on, who's he sitting next to at the Olympics?
[01:56:18.618 --> 01:56:19.038]  Oh, it's GW!
[01:56:20.279 --> 01:56:21.679]  So something's going on there.
[01:56:22.079 --> 01:56:32.881]  I mean, these are the heads of criminal cartel families that don't want to jeopardize, you know, the big cartel, the big crime organization, but still are vying for top spots.
[01:56:33.121 --> 01:56:34.201]  I thank you for the call, Dalton.
[01:56:35.122 --> 01:56:40.322]  Newcomer on the other side, Midas Resources, I'm Jason Bermas.
[01:56:40.362 --> 01:56:41.823]  This is the Alex Jones Show.
[01:56:41.843 --> 01:56:45.523]  The latest information over at InfoWars.com and PrisonPlanet.tv.
[01:56:45.863 --> 01:56:46.804]  We're on the march.
[01:56:47.264 --> 01:56:48.764]  The Empire's on the run.
[01:56:49.779 --> 01:56:52.560]  Alex Jones and the GCN Radio Network.
[01:56:55.742 --> 01:56:57.322]  Hello friends, this is Alex Jones.
[01:56:57.442 --> 01:57:02.044]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:57:02.184 --> 01:57:04.946]  We need to be independent, and food and water is the key.
[01:57:05.146 --> 01:57:08.027]  You'll never have to stand in a bread line if you have your own bread.
[01:57:08.207 --> 01:57:12.909]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:57:13.129 --> 01:57:14.070]  If you simply prepare.
[01:57:14.270 --> 01:57:17.232]  No one is going to take care of your family in the final equation but you.
[01:57:17.512 --> 01:57:24.418]  You know, efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:57:24.518 --> 01:57:27.620]  And they do it at almost half the cost of last year's grocery prices.
[01:57:27.780 --> 01:57:27.980]  Call 1-800-409-5633.
[01:57:28.040 --> 01:57:29.662]  Or on the web, go to efoodsdirect.com.
[01:57:32.864 --> 01:57:34.485]  In the New World Order's war against humanity,
[01:57:59.497 --> 01:58:01.621]  Barack Obama is the tip of the spear.
[01:58:02.122 --> 01:58:09.157]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:58:09.688 --> 01:58:15.911]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:58:16.271 --> 01:58:18.111]  Well, Obama's already fudging.
[01:58:18.252 --> 01:58:20.672]  He's fudged since day one in this election.
[01:58:20.753 --> 01:58:31.537]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:58:32.336 --> 01:58:33.617]  It's not about left or right.
[01:58:33.997 --> 01:58:35.397]  It's about a one world government.
[01:58:35.857 --> 01:58:42.220]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:58:42.760 --> 01:58:50.563]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:58:51.023 --> 01:58:52.163]  The Obama Deception.
[01:58:52.603 --> 01:58:53.784]  The people strike back.
[01:58:55.825 --> 01:59:03.749]  The people need an answer right now for you to bring the hemp back to America.
[01:59:03.809 --> 01:59:07.111]  Bring the hemp back to America.
[01:59:07.931 --> 01:59:11.473]  Bring the hemp back to America.
[01:59:11.573 --> 01:59:15.875]  Don't waste our time any longer.
[01:59:15.935 --> 01:59:23.419]  The people need an answer right now for you to bring the hemp back to America.
[01:59:24.440 --> 01:59:33.723]  This is brought to you by HempUSA.org, supplier of fine hemp products.
[01:59:45.003 --> 01:59:51.067]  Sponsoring the Genesis Communications Radio Network, the leader in alternative talk radio.
[01:59:51.308 --> 01:59:52.809]  Cyrus Jones from 1810 to 1913,
[02:00:12.959 --> 02:00:17.103]  Made his great-grandchildren believe you could live to a hundred and three.
[02:00:18.945 --> 02:00:22.569]  A hundred and three is forever when you're just a little kid.
[02:00:24.230 --> 02:00:27.734]  So, Cyrus Jones, live forever.
[02:00:29.396 --> 02:00:33.520]  Grave digger, when you dig my grave.
[02:00:35.982 --> 02:00:41.026]  Alright folks, we are back at the Alex Jones Show, and I'm Jason Vermas sitting in.
[02:00:41.406 --> 02:00:46.169]  If you missed any of the show, just jam-packed Alex Jones, Luke Rockwell, tons of calls.
[02:00:46.790 --> 02:00:50.953]  The EMT being assaulted by a police officer is just unbelievable.
[02:00:50.993 --> 02:00:53.795]  Stories over at InfoWars and Prison Planet right now.
[02:00:54.958 --> 02:01:00.700]  But right now we're joined by Jim Newcomer of Midas Resources to tell us about what's happening with gold.
[02:01:00.760 --> 02:01:08.143]  It's on the rise again and the great deals that you can get because they locked in lower prices just a week ago when they're passing the savings on to you.
[02:01:08.564 --> 02:01:09.704]  Jim, how are you doing this evening?
[02:01:09.964 --> 02:01:10.824]  I'm doing fine, Jason.
[02:01:10.864 --> 02:01:11.585]  It's nice to hear you.
[02:01:12.284 --> 02:01:12.964]  Nice to hear you, too.
[02:01:13.184 --> 02:01:24.970]  So why don't you tell people the great deals that are over at Midas right now, and why it's so important, really, to get into the gold and precious metals market, as this is the only thing that has really retained value over the last 6,000 years.
[02:01:25.590 --> 02:01:28.791]  The precious metals have been the standard since the beginning of time.
[02:01:29.231 --> 02:01:35.274]  You know, they used to say that a $20 gold piece would exchange for a toga and sandals in the Roman days.
[02:01:35.814 --> 02:01:40.917]  That same one ounce of gold, or one ounce piece, that same one ounce piece would buy a fine suit of clothes in 1929.
[02:01:42.632 --> 02:01:44.593]  In 1933, when they confiscated the medals.
[02:01:45.194 --> 02:01:46.374]  At that point, it was worth $20.65.
[02:01:48.415 --> 02:01:49.816]  The same is true today.
[02:01:49.876 --> 02:01:57.501]  At least it is here in Minneapolis, where, you know, a one-ounce gold piece is going to run about $1,000 to $1,100, and we can buy a pretty fine suit of clothes up here.
[02:01:57.541 --> 02:01:58.721]  I don't know about the rest of the country.
[02:01:58.761 --> 02:02:02.824]  Maybe out there in Hollywood or New York City or something, you're not going to get that fine a suit.
[02:02:02.904 --> 02:02:07.567]  But it always retains its value, and that's the important thing to remember about precious medals.
[02:02:08.287 --> 02:02:10.308]  A lot of people will look at it as an investment.
[02:02:10.388 --> 02:02:11.809]  It truly isn't an investment.
[02:02:12.372 --> 02:02:17.175]  Since it doesn't pay interest, and you don't get any actual gains with it.
[02:02:17.235 --> 02:02:18.976]  What it is, it's financial insurance.
[02:02:19.436 --> 02:02:21.497]  There's no dividend, but it is financial insurance.
[02:02:21.657 --> 02:02:27.440]  In that, as the dollar devalues, the value of the metal will always increase proportionately.
[02:02:28.041 --> 02:02:31.343]  So, if the dollar is cut in half, the value of the precious metal is going to double.
[02:02:32.043 --> 02:02:34.084]  And that's the thing that people have to keep in mind.
[02:02:34.124 --> 02:02:40.628]  That's the reason why, for generations, for centuries really, people in the know have put reserve money
[02:02:41.198 --> 02:02:49.724]  Money that they're not going to be using in the next five, ten years, whatever, into precious metals, because they know that they can't lose value, no matter what happens to the economy.
[02:02:50.224 --> 02:03:06.715]  And quite frankly, even if it falls a little bit, as metals often do, it's still going to maintain the same purchasing power that it did when it was at the higher rate, because it is truly a commodity that will always exchange for X amount of goods and services, no matter what the value of that commodity is at.
[02:03:07.515 --> 02:03:09.096]  So, we're talking today, we had
[02:03:10.540 --> 02:03:16.343]  You had mentioned that Ted had purchased these or made commitments on these medals prior to him leaving for Europe.
[02:03:16.363 --> 02:03:17.463]  He should be back next week.
[02:03:17.483 --> 02:03:26.207]  He's over there, again, looking for additional coins and things that we can offer to your listeners on the Alex Jones Special at great prices.
[02:03:26.488 --> 02:03:28.288]  But today we have the $20 Liberty.
[02:03:28.328 --> 02:03:31.110]  This is a pre-1907 coin.
[02:03:31.390 --> 02:03:33.131]  Now, a lot of people ask, well, where did it come from?
[02:03:33.191 --> 02:03:35.452]  They confiscated all the gold in 1933.
[02:03:36.032 --> 02:03:37.653]  Fact of the matter is, these are coins
[02:03:38.359 --> 02:03:43.402]  that were transferred from our Federal Reserve to foreign central banks to pay for foreign debt.
[02:03:44.202 --> 02:04:01.131]  When the gold was confiscated in this country in 1933 and our government offered $20.65 for a $20 gold piece, these foreign bankers took a look at the money they had sitting on their shelves over there and said, well, wait a minute, the world rate or the world market value is at $35.
[02:04:02.052 --> 02:04:06.314]  So they recognized the scam that our government was perpetrating and they just held on to it.
[02:04:06.943 --> 02:04:08.524]  So they're all in real good shape.
[02:04:08.544 --> 02:04:12.265]  They were transferred from the Federal Reserve to central banks and literally sat on the shelf.
[02:04:13.185 --> 02:04:17.406]  In the early 1970s, when the ownership of gold was freed up, they started coming back in.
[02:04:18.027 --> 02:04:19.807]  But we do have the $20 Liberty Series.
[02:04:20.187 --> 02:04:21.448]  That's pre-1907.
[02:04:21.488 --> 02:04:25.449]  It's the most commonly traded coin in the private gold market.
[02:04:26.509 --> 02:04:28.570]  And that's at $16.27 today.
[02:04:29.090 --> 02:04:31.891]  The $10 Liberty, which is a half ounce coin, is at $7.99.
[02:04:31.931 --> 02:04:32.331]  In addition,
[02:04:34.724 --> 02:04:42.390]  The ever popular Lakota National Silver Rounds are offered at $20.50 or a roll price of $410.
[02:04:43.971 --> 02:04:48.094]  We also have the Franklin Half Dollar offered at $8.80 or the roll price of $176.
[02:04:48.134 --> 02:04:53.919]  This is a great coin should it collapse completely that would be used for barter.
[02:04:54.099 --> 02:04:55.300]  Everybody recognizes it.
[02:04:55.400 --> 02:04:58.642]  Everybody would know what the value of it was if that did occur.
[02:04:58.762 --> 02:05:02.505]  In addition, the two foreign coins, the British Sovereign, that's at $278.90 today.
[02:05:04.076 --> 02:05:10.160]  That's the coin that was carried by the Allied Flyers from World War II through the Iraqi War over there.
[02:05:10.220 --> 02:05:15.143]  That was the coin that they used, was in their survival kit, they used to buy themselves out of harm's way.
[02:05:15.883 --> 02:05:20.966]  And the 20 franc coin, which is either Belgian, Swiss, or French, at 225.90.
[02:05:21.427 --> 02:05:22.808]  That's a fifth ounce coin.
[02:05:23.568 --> 02:05:29.992]  So, I think that, you know, folks out there, if you have any questions about the precious metals at all, call and talk to the brokers.
[02:05:30.032 --> 02:05:31.373]  We have 32 of them here.
[02:05:31.393 --> 02:05:32.394]  Call 800.
[02:05:33.707 --> 02:05:35.948]  Call 800-686-2237.
[02:05:36.448 --> 02:05:37.509]  Ask for the Alex special.
[02:05:37.569 --> 02:05:39.369]  These are all for the Alex Jones listeners.
[02:05:39.869 --> 02:05:40.790]  But remember, call 800-686-2237.
[02:05:40.850 --> 02:05:45.752]  And there's somebody going to be here to help you.
[02:05:45.812 --> 02:05:46.652]  Call this afternoon.
[02:05:46.692 --> 02:05:47.352]  Call this evening.
[02:05:47.372 --> 02:05:48.913]  I'm sure there'll be people here until midnight.
[02:05:49.393 --> 02:05:51.134]  But get call now.
[02:05:51.294 --> 02:05:54.255]  The demand for these medals is growing rapidly.
[02:05:54.695 --> 02:05:56.416]  And it's not going to be available forever.
[02:05:57.017 --> 02:06:12.508]  And Jim, before you go, I just want to reiterate the fact that, you know, back in the day when I started listening to Alex Jones, when I was just becoming informed, just becoming a fan, they were pitching gold back in 2003 at $275 to, you know, $330, $340 an ounce.
[02:06:12.848 --> 02:06:16.971]  And today, you know, like I said, at the lowest, you're going to see it a little less than $800.
[02:06:17.531 --> 02:06:21.334]  When you see it sold on eBay, you're talking about $1,000, $1,100 for an ounce of gold.
[02:06:21.554 --> 02:06:24.376]  It has basically tripled in value in six years.
[02:06:24.856 --> 02:06:27.457]  What else out there has done so?
[02:06:27.497 --> 02:06:33.519]  And like you said, it's not really a tripling in value, because the dollar has been devalued that much in these past six years.
[02:06:33.639 --> 02:06:35.479]  And people don't realize that.
[02:06:35.499 --> 02:06:37.080]  Why don't you just explain that phenomenon?
[02:06:37.780 --> 02:06:53.165]  Well, if you take a dollar, and today it buys X amount of goods and services, and you go out and print more money and flood it into the market, like the Treasury has done, now you have twice as much money competing for that commodity, no matter what the commodity is.
[02:06:53.789 --> 02:07:03.916]  In the case of gold, it means that by doubling the currency out in circulation, you have twice as much currency, the value of those commodities will double in price, in comparison to the currency.
[02:07:04.537 --> 02:07:06.578]  So, that's pretty much what's happening today.
[02:07:06.618 --> 02:07:14.885]  There's been so much currency introduced into the system now, my lord, it's more than actually was printed since the country was founded.
[02:07:15.545 --> 02:07:19.548]  And we're getting ourselves into a situation that's, it's just untenable.
[02:07:19.861 --> 02:07:21.142]  The dollar has to collapse.
[02:07:21.162 --> 02:07:24.803]  You had talked earlier, I think, about the Chinese and the situation that they're in.
[02:07:25.124 --> 02:07:26.924]  They have an awful lot of our debt.
[02:07:27.285 --> 02:07:27.765]  A ton of it.
[02:07:28.465 --> 02:07:31.106]  And they could collapse our economy at any minute if they wanted to.
[02:07:31.787 --> 02:07:34.668]  We're also their largest market, so I think they're a little hesitant to do it.
[02:07:35.048 --> 02:07:36.709]  But they are getting away from the dollar.
[02:07:37.309 --> 02:07:38.850]  The Europeans are getting away from the dollar.
[02:07:38.950 --> 02:07:39.410]  Everybody is.
[02:07:39.431 --> 02:07:44.333]  The European banks, central banks, are holding 60% of their assets, I believe, in hard metals.
[02:07:44.753 --> 02:07:45.213]  In gold.
[02:07:45.433 --> 02:07:47.394]  So, these people are concerned.
[02:07:47.434 --> 02:07:48.515]  And these are people in the know.
[02:07:50.751 --> 02:07:55.236]  Alright, well, other than that, why don't you talk a little bit about silver and the Lakota rounds that you have.
[02:07:55.256 --> 02:07:58.399]  I mean, the Lakota tribe are printing up their own currency, basically.
[02:07:58.439 --> 02:08:01.842]  They have these, you know, $50-ounce rounds of silver.
[02:08:01.882 --> 02:08:02.763]  I know you guys have that.
[02:08:02.943 --> 02:08:06.307]  What are some of the silver deals that you have over at Midas right now?
[02:08:06.647 --> 02:08:11.672]  Okay, well, we have all types of silver available, from junk silver all the way up to Lakota rounds, regular rounds.
[02:08:12.188 --> 02:08:17.632]  We had included the Lakota rounds on this at $410 a roll.
[02:08:18.093 --> 02:08:21.015]  The Lakotas, because they're a sovereign nation, can print their own currency.
[02:08:21.055 --> 02:08:22.616]  So they came out with these Lakota rounds.
[02:08:22.656 --> 02:08:23.537]  It's a beautiful coin.
[02:08:23.997 --> 02:08:26.859]  It's marked at $50 on the back of the coin.
[02:08:27.620 --> 02:08:31.543]  We're selling them at, what's the price, $20.50 apiece.
[02:08:31.583 --> 02:08:32.404]  You can't find them.
[02:08:32.444 --> 02:08:35.506]  If you go into eBay or anywhere else, you're not going to find them at that price.
[02:08:35.966 --> 02:08:39.269]  And this is a coin that Ted had made a commitment to previously.
[02:08:39.841 --> 02:08:41.583]  But silver has done extremely well.
[02:08:41.643 --> 02:08:45.667]  Right now the gold to silver ratio is about 63.
[02:08:46.268 --> 02:08:49.852]  That's to say that it would take 63 ounces of silver to buy an ounce of gold.
[02:08:50.232 --> 02:08:54.297]  Normally, that ratio is below 20 in normal times.
[02:08:54.377 --> 02:08:58.761]  It hasn't been for a long time, so silver is set to really explode here in the future.
[02:08:59.502 --> 02:09:00.463]  Even if we had a 30 to 1 ratio,
[02:09:01.696 --> 02:09:02.996]  Silver would be selling at $30 to $35.
[02:09:03.936 --> 02:09:09.578]  So silver is a great way to get into the precious metals initially, and to continue from there.
[02:09:09.598 --> 02:09:12.518]  All right, why don't you give out the number for people one more time.
[02:09:12.558 --> 02:09:14.879]  It's MidasResources.com, and the number is?
[02:09:14.899 --> 02:09:15.259]  800-686-2237.
[02:09:15.339 --> 02:09:19.359]  And call anytime.
[02:09:19.419 --> 02:09:21.580]  If you're going home, talk to your husband or wife.
[02:09:21.980 --> 02:09:22.940]  Call us here this evening.
[02:09:23.080 --> 02:09:23.860]  Somebody will be here.
[02:09:24.260 --> 02:09:25.100]  And the number again is 800-686-2237.
[02:09:28.109 --> 02:09:29.210]  All right, thank you so much, Jim.
[02:09:29.230 --> 02:09:30.190]  I really appreciate it.
[02:09:30.410 --> 02:09:31.771]  You're welcome.
[02:09:32.051 --> 02:09:40.535]  We're going to jump right back into your calls in a moment, but I'm reading this Google story and hidden in the article is the point that I really wanted to make.
[02:09:40.575 --> 02:09:42.316]  I talked about Google Maps and Google Earth.
[02:09:42.356 --> 02:09:43.857]  Well, how about RFIDs?
[02:09:44.237 --> 02:09:51.401]  Well, that's what one of these third-party softwares, Wellstar, which operates five non-profit hospitals in the Atlanta area,
[02:09:52.583 --> 02:10:09.868]  Zanon and his colleagues are developing RFID location-based services that will use Google Maps API as well as integrated patient census API that provides hospital administrators operating data straight to location targeted search result pages.
[02:10:09.888 --> 02:10:12.509]  See this is getting around giving you a verichip.
[02:10:12.749 --> 02:10:15.970]  You know earlier I discussed the story where it was edible
[02:10:16.770 --> 02:10:19.412]  Edible RFID chips that can track and trace you.
[02:10:19.712 --> 02:10:21.314]  And this is mainline news.
[02:10:21.654 --> 02:10:23.175]  Oh, that doesn't exist, Jason.
[02:10:23.195 --> 02:10:26.198]  There's no edible RFID chips.
[02:10:26.238 --> 02:10:27.258]  That's just crazy.
[02:10:27.599 --> 02:10:28.519]  You're just saying that.
[02:10:28.559 --> 02:10:29.961]  You just like to make stuff up.
[02:10:30.381 --> 02:10:31.342]  Well, here it is right here.
[02:10:31.802 --> 02:10:34.524]  RFID threat as scientists develop edible tag for pills.
[02:10:34.844 --> 02:10:42.631]  RFID tags on packs could be a thing of the past after American scientists revealed an edible tag that can be used to track and trace
[02:10:43.211 --> 02:10:45.852]  And authenticate individual pills.
[02:10:46.012 --> 02:10:49.332]  They're talking about putting RFIDs in the medications they give you.
[02:10:49.612 --> 02:10:54.633]  Talk about Brave New World wrapped in a 1984 Orwellian package.
[02:10:54.853 --> 02:10:54.953]  Oh.
[02:10:55.353 --> 02:10:55.654]  My.
[02:10:55.934 --> 02:10:56.274]  God.
[02:10:56.714 --> 02:10:58.194]  Alright, let's go to callers.
[02:10:58.914 --> 02:10:59.774]  Betty, you're on the air.
[02:11:01.295 --> 02:11:01.975]  Hi, Jason.
[02:11:02.255 --> 02:11:02.615]  How are you?
[02:11:03.095 --> 02:11:04.315]  I'm calling from Toronto.
[02:11:05.636 --> 02:11:07.516]  I'm just honored to be able to speak with you.
[02:11:09.756 --> 02:11:12.397]  On the subject of torture and war criminals,
[02:11:13.637 --> 02:11:26.724]  I would like everyone to know, who's listening to this program, that tomorrow afternoon, George W. Bush and Bill Clinton are appearing at the Toronto Convention Centre, compliments of Stephen Harper.
[02:11:27.805 --> 02:11:28.865]  Oh, isn't that lovely?
[02:11:28.905 --> 02:11:31.747]  And they're going to be together, all three of them, hand in hand?
[02:11:31.847 --> 02:11:32.968]  Nobody is aware of this.
[02:11:33.068 --> 02:11:36.830]  When I've told my family, when I've told anyone, they've said, this is absolutely impossible.
[02:11:37.847 --> 02:11:39.288]  Well, they don't understand what I think.
[02:11:39.328 --> 02:11:42.851]  They think that Bill Clinton and George Bush aren't the best of buddies behind the scenes.
[02:11:43.111 --> 02:11:52.639]  I remember maybe back in 2003 when I was really, you know, waiting for the 9-11 Commission to start their hearings and really get... figuring out for myself there was no right or left.
[02:11:52.659 --> 02:11:59.325]  You know, there was just these two parties acting to oppose each other and I saw the dedication of the Bill Clinton library
[02:11:59.745 --> 02:12:01.486]  In DC and who's in the front row?
[02:12:01.506 --> 02:12:08.770]  It's the entire Bush family and it's just giggles and smiles and laughter and everybody's happy and everybody's best friends.
[02:12:08.810 --> 02:12:09.631]  I mean, it's all a show.
[02:12:09.671 --> 02:12:11.312]  They don't really oppose each other on anything.
[02:12:11.352 --> 02:12:21.258]  And you can watch speeches of Bill Clinton talking about the quote-unquote New World Order by name and, you know, praising it, you know, and saying, oh, George, you know, H.W.
[02:12:21.358 --> 02:12:22.398]  Bush is a great man.
[02:12:22.458 --> 02:12:23.119]  I mean, these things.
[02:12:23.699 --> 02:12:28.362]  I mean, it's unbelievable to me that people buy into the fact that there's there's some kind of difference between the two.
[02:12:28.462 --> 02:12:28.802]  Continue.
[02:12:30.441 --> 02:12:35.802]  Well, they're there tomorrow, and they're rubbing shoulders, and we're calling for the arrest of war criminals on our soil.
[02:12:37.043 --> 02:12:37.983]  And as well you should.
[02:12:38.043 --> 02:12:39.223]  I mean, you know what?
[02:12:39.343 --> 02:12:40.704]  I'd love to get some tape in there.
[02:12:41.064 --> 02:12:45.925]  Info warriors out there, if you're in Toronto and you can go to this thing, please bring a camera.
[02:12:45.985 --> 02:12:47.346]  Please ask some tough questions.
[02:12:47.586 --> 02:12:49.846]  I don't know if you have to do it, you know, confrontation style.
[02:12:50.566 --> 02:12:51.507]  We are change style.
[02:12:51.767 --> 02:12:52.107]  But, you know,
[02:12:52.867 --> 02:12:54.348]  Confront these guys on something.
[02:12:54.368 --> 02:13:04.532]  You know, ask, why is it that you guys are up here on tour talking together when you were supposedly had so many different ideals and so many different policies and you were so ardent against one another?
[02:13:04.852 --> 02:13:06.593]  No, they're part of the same ball club.
[02:13:06.793 --> 02:13:07.753]  I thank you for the call, Betty.
[02:13:07.993 --> 02:13:10.134]  Let's go to Benjamin in Texas.
[02:13:10.234 --> 02:13:11.115]  Benjamin, you're on the line.
[02:13:12.735 --> 02:13:13.316]  Yes, Benjamin.
[02:13:13.516 --> 02:13:14.336]  Hey, what's going on, man?
[02:13:14.716 --> 02:13:15.196]  How you doing, man?
[02:13:15.556 --> 02:13:19.098]  Hey, we're just watching some Flapjack on the Cartoon Network.
[02:13:19.622 --> 02:13:21.542]  Um, really, realistically, where do we start?
[02:13:21.562 --> 02:13:27.704]  You know, we can talk about these, like, evil, uh, uh, the evil appointment of this lady to Supreme Court.
[02:13:27.724 --> 02:13:36.706]  I mean, talk about it, Alex, so eloquently put, one time, the, uh, cult of double-worshipping pedophiles that run, like, CPS rings.
[02:13:36.806 --> 02:13:42.547]  I mean, actually, actually, I remember, um, I wanted to get your take on the Kevin Trudeau interview with Alex.
[02:13:43.291 --> 02:13:43.731]  The other day.
[02:13:44.151 --> 02:13:44.371]  Sure.
[02:13:44.611 --> 02:13:47.512]  Um, you know, I mean, do I agree with everything that Kevin Trudeau has to say?
[02:13:47.532 --> 02:13:51.133]  But before I get into Kevin Trudeau, let me just say, where do we start?
[02:13:51.454 --> 02:13:56.755]  Well, you know, I had a caller in the first hour calling me up from a story maybe a month ago out in Albany.
[02:13:56.775 --> 02:13:57.655]  They were trying to make it.
[02:13:57.675 --> 02:13:59.456]  So you had to register all your ammunition.
[02:13:59.676 --> 02:14:00.356]  Where did they start?
