[00:00:00.009 --> 00:00:01.150]  Great videos we carry.
[01:06:52.278 --> 01:06:56.281]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[01:06:56.522 --> 01:06:58.303]  Do you really know what's in your tap water?
[01:06:58.523 --> 01:07:06.810]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:07:07.051 --> 01:07:12.295]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:07:12.615 --> 01:07:14.217]  Now what are you going to do about it?
[01:07:14.457 --> 01:07:20.779]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:07:20.979 --> 01:07:31.723]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[01:07:32.024 --> 01:07:32.524]  That's right.
[01:07:32.804 --> 01:07:35.085]  Clean water, right from the air you breathe.
[01:07:35.365 --> 01:07:36.945]  Order today by calling 1-800-691-8255.
[01:07:38.886 --> 01:07:39.507]  We're good to go.
[01:07:52.315 --> 01:07:57.858]  This is Alex Jones, and I want to tell you again about a company that has supported us in the truth movement for years.
[01:07:58.158 --> 01:07:59.339]  Inner Health Botanicals.
[01:07:59.479 --> 01:08:03.441]  This company produces the highest quality superfood around, called Inner Food.
[01:08:03.742 --> 01:08:05.303]  My wife just loves the stuff.
[01:08:05.603 --> 01:08:11.906]  And now, the health ranger Mike Adams has awarded Inner Food his Editor's Choice Award for Best Superfood of 2009.
[01:08:13.047 --> 01:08:15.588]  Inner Food is loaded with 20 great organic ingredients.
[01:08:15.908 --> 01:08:17.389]  No fillers, no sweeteners.
[01:08:17.649 --> 01:08:20.430]  It would be impossible to blend this up for a better price.
[01:08:20.650 --> 01:08:22.091]  And their formula really works.
[01:08:22.371 --> 01:08:24.912]  This is the real thing for the great health you need.
[01:08:25.192 --> 01:08:26.453]  Try the NutriCafe.
[01:08:26.693 --> 01:08:31.075]  Their great organic coffee infused with polysaccharides that boosts the immune system.
[01:08:31.455 --> 01:08:33.656]  A truly healthy coffee that tastes great.
[01:08:33.856 --> 01:08:36.137]  And take it from me folks, it really does taste great.
[01:08:36.337 --> 01:08:38.078]  Don't forget to try their other great products.
[01:08:38.418 --> 01:08:39.999]  Go to www.
[01:08:41.440 --> 01:08:43.762]  We're good to go.
[01:08:52.642 --> 01:08:55.123]  Mankind's oldest natural antibiotic.
[01:08:55.303 --> 01:08:59.384]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:08:59.544 --> 01:09:10.987]  Utopia, Texas, is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:09:11.207 --> 01:09:17.048]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:09:17.108 --> 01:09:17.468]  I think so.
[01:09:41.068 --> 01:09:51.094]  That's U-T-O-P-I-A, silver.com, or call 888-213-4338, 888-213-4338, and help us win this battle.
[01:09:52.015 --> 01:09:59.720]  The Genesis Communications Radio Network proudly presents the Alex Jones Show, because there's a war on for your mind.
[01:10:08.946 --> 01:10:25.666]  Okay, finishing up with Daryl Rundis and then we're going to go on to your phone calls here and a bunch of other things.
[01:10:27.950 --> 01:10:30.191]  Daryl, you were talking about your Facebook.
[01:10:30.251 --> 01:10:32.012]  Fire that out for folks that want to find it.
[01:10:32.532 --> 01:10:34.373]  And also, when are you going to launch this website?
[01:10:34.393 --> 01:10:39.476]  So I'm going to have you on to talk about the new... Yeah, we're looking at T-minus 24 days.
[01:10:39.656 --> 01:10:42.697]  So we're ready to go with YouDo News at the end of July.
[01:10:43.177 --> 01:10:44.118]  And we're really excited about it.
[01:10:44.138 --> 01:10:55.023]  We've had some tremendous breakthroughs syncing up all the CDNs and making sure that it's going to be hacker-proof and it's going to be able to handle the bandwidth that we're going to need to stream all those videos.
[01:10:56.564 --> 01:10:57.805]  Well, I'm excited to push it.
[01:10:57.886 --> 01:10:59.127]  YouDoNews.com.
[01:10:59.167 --> 01:11:00.208]  Very, very exciting, Darrell.
[01:11:00.549 --> 01:11:04.133]  Yeah, in fact, I want to finish this last scripture because, once again, it's very telling.
[01:11:04.233 --> 01:11:05.414]  And I'm going to go back to verse 11.
[01:11:05.474 --> 01:11:09.279]  It says, for this... Well, start over, because some stations don't carry that last five minutes.
[01:11:09.439 --> 01:11:09.800]  Okay.
[01:11:09.880 --> 01:11:16.888]  Well, it says, the coming of the lawless one will be in accordance with the work of faith displayed in all kinds of counterfeit, miracle times and wonders.
[01:11:17.603 --> 01:11:18.784]  And that's the bottom line.
[01:11:18.844 --> 01:11:22.906]  I mean, there's a lot of people out there who call themselves Christians, but they're
[01:11:45.885 --> 01:11:46.905]  You know, they're buying the lie.
[01:11:46.965 --> 01:11:48.386]  They delight in the wickedness.
[01:11:48.486 --> 01:11:54.428]  They're not believing that child protective services, you know, will show up and take your kids without any warrant, without any notice.
[01:11:54.468 --> 01:12:01.290]  That, you know, the cap-and-tack, or they should call it the cap-and-control bill, you know, is being passed even as we speak.
[01:12:01.330 --> 01:12:05.671]  The hate crimes legislation, the cyberbullying bill, all these things are designed
[01:12:06.249 --> 01:12:10.334]  I'm just going to go to your calls for the rest of the show and hit a few important news items here.
[01:12:32.116 --> 01:12:33.517]  It's almost like running in place.
[01:12:33.597 --> 01:12:36.078]  I know we're having a big effect and we're reaching a lot of people.
[01:12:37.859 --> 01:12:39.540]  But it's almost like ridiculous.
[01:12:39.600 --> 01:12:43.362]  I've got to beg and plead and document and show people.
[01:12:43.722 --> 01:12:46.243]  I mean, there's openly a world government being set up.
[01:12:46.263 --> 01:12:48.385]  They're openly robbing and stealing everything.
[01:12:48.685 --> 01:12:50.646]  They're involved in every corruption you can imagine.
[01:12:50.666 --> 01:12:52.627]  They've been caught lying millions of times.
[01:12:54.108 --> 01:12:57.329]  And a lot of people are waking up and getting involved, but a lot of other people aren't.
[01:12:57.349 --> 01:12:58.290]  They're fighting us.
[01:12:59.210 --> 01:13:00.511]  And it's because the New World Order
[01:13:01.977 --> 01:13:05.438]  Joseph Goebbels said good propaganda just speaks to people's laziness.
[01:13:06.078 --> 01:13:08.659]  They speak to what people want to hear and want to believe.
[01:13:10.139 --> 01:13:11.679]  And people want to believe everything's fine.
[01:13:11.699 --> 01:13:12.959]  They want to believe their government's good.
[01:13:12.980 --> 01:13:17.000]  They want to believe everything's... I mean, it's upsetting to know they're criminal.
[01:13:17.040 --> 01:13:18.701]  It's upsetting to know it's out of control.
[01:13:21.101 --> 01:13:23.622]  It's very disconcerting to know
[01:13:25.805 --> 01:13:37.694]  That the media hypes up abuses by terrorists or political groups they don't like, but doesn't hype up, they're grabbing people to put them in prison, kidnapping people's kids.
[01:13:38.034 --> 01:13:41.217]  People take it that their kids were taken for no reason, like it's no big deal.
[01:13:41.237 --> 01:13:45.380]  I mean, our very survival instincts have been drummed out of us.
[01:13:51.656 --> 01:13:52.857]  It's just outrageous.
[01:13:52.917 --> 01:14:04.505]  If we're already putting up with this, and the establishment is just full steam ahead, coming after our liberties, I mean, how bad is it going to get?
[01:14:04.525 --> 01:14:10.509]  And Thomas Jefferson said tyranny will be as bad as you let it become.
[01:14:10.529 --> 01:14:14.111]  That's paraphrasing.
[01:14:14.171 --> 01:14:18.734]  The level of tyranny you will live under will be the exact amount you basically accept and put up with.
[01:14:21.579 --> 01:14:23.381]  And people think the economy's bad now.
[01:14:23.401 --> 01:14:28.286]  600,000 people on average losing their jobs every month, month after month.
[01:14:28.866 --> 01:14:32.330]  You think the economy's bad now with California going into default and collapsing?
[01:14:33.491 --> 01:14:35.433]  This is the beginning, ladies and gentlemen.
[01:14:36.294 --> 01:14:39.277]  And it's horrible to see society falling apart.
[01:14:39.857 --> 01:14:45.503]  And then the so-called safety net is really like a big bug zapper to fry everybody.
[01:14:48.524 --> 01:14:49.485]  All right, let's go to the calls.
[01:14:50.065 --> 01:14:51.406]  Gary and Mash, you're on the air.
[01:14:52.186 --> 01:14:53.367]  Alex, how are you doing today?
[01:14:53.667 --> 01:14:54.688]  Good, thanks for holding, Gary.
[01:14:54.728 --> 01:14:55.028]  Welcome.
[01:14:55.668 --> 01:14:57.109]  Hey, thanks for having me on.
[01:14:57.189 --> 01:15:00.431]  It was quite a long hold, and I did some research while I was holding.
[01:15:00.951 --> 01:15:05.614]  I want to cover a couple topics, and if we could have a little bit of an interactive dialogue, I'd really appreciate it.
[01:15:05.634 --> 01:15:06.134]  Okay, go ahead.
[01:15:06.154 --> 01:15:07.675]  Okay, first topic.
[01:15:07.955 --> 01:15:13.959]  On July 4th, the SyFy Channel ran 42 episodes of The Twilight Zone.
[01:15:14.597 --> 01:15:19.522]  And one of the episodes, not that I watched them all, I only caught one episode, but it was amazing.
[01:15:19.602 --> 01:15:21.324]  It was called The Obsolete Man.
[01:15:21.364 --> 01:15:22.025]  Have you heard of that?
[01:15:23.426 --> 01:15:23.907]  Say it again?
[01:15:23.927 --> 01:15:29.473]  Okay, it's called The Obsolete Man, and the star of the show was Burgess Meredith.
[01:15:30.711 --> 01:15:32.493]  1961, June 2nd, 1961.
[01:15:32.893 --> 01:15:35.655]  No, I've played the obsolete man here before.
[01:15:35.795 --> 01:15:37.976]  It's a socialist, communist society.
[01:15:38.376 --> 01:15:42.399]  They call him in and they go, you are obsolete as a librarian.
[01:15:43.039 --> 01:15:53.366]  And then basically he shows the whole guy up by wanting his execution to be on television and shows what a coward the state was and so they remove him as well.
[01:15:54.358 --> 01:16:08.945]  Exactly, and the guy who was in charge of the state, who he locked in the room with him, the librarian starts reading from the Bible, Psalm 23, Psalm 53, and the guy from the state's just sitting there getting more and more nervous, his leg is shaking, he starts smoking, and finally he bites his lip.
[01:16:08.965 --> 01:16:09.805]  What's his name?
[01:16:09.965 --> 01:16:12.486]  He goes, Mr... Whatever his name is.
[01:16:12.506 --> 01:16:14.687]  Now pull up the twilight zone.
[01:16:14.707 --> 01:16:18.249]  Mr. Wordsworth was the... Mr. Wordsworth!
[01:16:19.136 --> 01:16:22.438]  You are obsolete!
[01:16:23.238 --> 01:16:28.921]  He's like getting on, yeah, yeah, yeah, pull up The Obsolete Man, Twilight Zone, and we'll play a clip of that.
[01:16:29.001 --> 01:16:30.902]  Okay, you want to have a dialogue, but go ahead.
[01:16:30.922 --> 01:16:31.882]  Yes, I've seen the episode.
[01:16:32.402 --> 01:16:35.744]  Yeah, he says, in the name of God, let me out of here!
[01:16:36.464 --> 01:16:41.647]  And right then, Wordsworth obliges, lets the guy in charge of the state out of the room.
[01:16:42.187 --> 01:16:47.810]  Wordsworth himself gets all blown up and killed, but then when the chancellor gets back into the state,
[01:16:48.445 --> 01:16:54.468]  All of the people strip him of his power because one of their big laws was God doesn't exist.
[01:16:55.009 --> 01:17:01.252]  And because he asked for God's help to get out of that room before it blew up, he himself was named a criminal.
[01:17:03.353 --> 01:17:07.535]  Which, ladies and gentlemen, this has happened in hundreds of other countries.
[01:17:07.675 --> 01:17:12.618]  As soon as they pass a hate crime bill, the Soviet Union invented this 80 years ago.
[01:17:13.937 --> 01:17:14.338]  80 plus.
[01:17:14.899 --> 01:17:20.087]  As soon as they do this hate crime, hate speech, this has all been done in the Soviet Union.
[01:17:21.049 --> 01:17:26.578]  As soon as they get rid of the Bill of Rights, as soon as they start violating free speech, it's all gone.
[01:17:27.335 --> 01:17:29.836]  You know, now a lot of cities don't even give you a free speech zone.
[01:17:29.876 --> 01:17:31.256]  They just say protest or ban.
[01:17:31.936 --> 01:17:33.597]  And then now, oh, you can't write that.
[01:17:33.637 --> 01:17:34.417]  You can't say that.
[01:17:34.457 --> 01:17:35.938]  I mean, it's in the New York Times.
[01:17:36.318 --> 01:17:37.518]  It's in the Washington Post.
[01:17:37.898 --> 01:17:39.859]  Calling for restrictions on free speech.
[01:17:40.539 --> 01:17:47.381]  The CEO of News Corporation, Rupert Murdoch's head guy, said arrest bloggers last week.
[01:17:49.102 --> 01:17:53.423]  And, yeah, it's a great point you make.
[01:17:54.364 --> 01:17:55.084]  Your other point was?
[01:17:55.618 --> 01:17:56.699]  Yeah, other point.
[01:17:56.799 --> 01:17:59.841]  I think that your frustration, we share your frustration.
[01:18:00.562 --> 01:18:02.003]  We need to have an action plan.
[01:18:02.043 --> 01:18:03.284]  I want to propose a few things.
[01:18:03.785 --> 01:18:18.356]  Get some more actors and actresses on your show as much as possible because our dumbed down, floor-eyed drinking society needs to hear from those that they look up to that you are for real, that this thing is happening, and that we've got to do something to stop it.
[01:18:18.877 --> 01:18:19.337]  Number one.
[01:18:19.817 --> 01:18:20.318]  Number two.
[01:18:21.192 --> 01:18:24.314]  Get some uncorruptibles out there running for Congress.
[01:18:24.354 --> 01:18:27.275]  Let's find out who they are, starting with our friend Ron Paul.
[01:18:27.535 --> 01:18:28.616]  Who does Ron Paul like?
[01:18:28.976 --> 01:18:35.820]  Because whoever he likes... Well, the minute you have an uncorruptible, that's when the COINTELPRO comes out and says, oh, that's the government agent.
[01:18:36.080 --> 01:18:36.860]  It's Ron Paul.
[01:18:37.080 --> 01:18:39.501]  If we just get rid of him, the whole world will be saved.
[01:18:39.822 --> 01:18:41.783]  And Alex Jones, he's the bad one.
[01:18:41.823 --> 01:18:45.925]  Ron Paul's bad, and Alex Jones is, but David Rockefeller, he's not bad.
[01:18:47.892 --> 01:18:50.014]  That's basically what we hear constantly.
[01:18:50.694 --> 01:18:52.775]  Anybody who stands up to corruption, that's them!
[01:18:53.075 --> 01:18:53.896]  They're the government!
[01:18:53.936 --> 01:18:54.356]  Get him!
[01:18:54.676 --> 01:18:55.117]  Get him!
[01:18:55.137 --> 01:19:04.703]  Alex, you've got to get your DVDs out to the military and the police, because if their eyes open, if they wake up, if they get unplugged from the Matrix, they're going to join us.
[01:19:05.023 --> 01:19:09.165]  That's the quickest, best solution right there, and I heartily agree with you.
[01:19:09.185 --> 01:19:14.469]  And when Mark Dice had the idea to mail my films, Terror Storm and others, to the troops, which people did,
[01:19:16.133 --> 01:19:20.619]  Uh, Michael Reagan called for his murder and said, I will pay for his assassination.
[01:19:20.760 --> 01:19:23.083]  Called for, contracted for murder.
[01:19:23.523 --> 01:19:26.928]  And the FBI said, you're allowed to contract for murder against 9-11 truthers.
[01:19:28.891 --> 01:19:29.391]  Craziness.
[01:19:29.572 --> 01:19:31.074]  Alex, one other thing I want to cover quick.
[01:19:31.613 --> 01:19:33.594]  And I know you've got other callers waiting, I'll make it quick.
[01:19:34.374 --> 01:19:43.338]  It's amazing what's going on with Chemtrails, because first off, I think for the 4th of July they did us a favor, and for one week they stopped Chemtrailing Boston, so the fireworks were great.
[01:19:44.178 --> 01:19:45.318]  Oh, that was nice of them.
[01:19:45.558 --> 01:19:46.599]  That was nice of them, I know.
[01:19:46.659 --> 01:19:46.899]  See?
[01:19:47.059 --> 01:19:48.820]  Don't say the government didn't do something for you.
[01:19:49.460 --> 01:19:52.881]  Government's got a couple websites that are up now, they'll probably go away soon.
[01:19:53.001 --> 01:19:57.223]  I am shocked at how much data they're releasing on these programs that we all thought were top secret.
[01:19:57.948 --> 01:20:00.049]  ASP.BNL.GOV.
[01:20:00.209 --> 01:20:01.510]  Grab every file you can.
[01:20:01.530 --> 01:20:03.731]  ASP.BNL.GOV.
[01:20:04.691 --> 01:20:05.051]  Hold on.
[01:20:06.272 --> 01:20:08.833]  ASP.BNL.COM?
[01:20:09.353 --> 01:20:10.413]  It's ASP.BNL.GOV.
[01:20:10.513 --> 01:20:11.574]  It's all up there right now.
[01:20:12.025 --> 01:20:22.088]  Oh yeah, we just... Oh yeah, atmospheric science program, science team meeting, climate change science program synthesis, and assessment report for aerosols released.
[01:20:22.848 --> 01:20:25.369]  It's almost like space aliens control the planet.
[01:20:26.129 --> 01:20:30.110]  I'm saying this hypothetically, and they come on the news and go, the Earth is dying!
[01:20:30.470 --> 01:20:32.311]  We must make the atmosphere methane!
[01:20:32.331 --> 01:20:33.871]  And then you see, like, their gills.
[01:20:34.171 --> 01:20:35.332]  We breathe methane!
[01:20:35.672 --> 01:20:36.352]  So do you!
[01:20:36.412 --> 01:20:38.133]  We are from planet Google Gob!
[01:20:38.153 --> 01:20:39.153]  I mean, you know...
[01:20:39.713 --> 01:20:42.738]  They're like, we must change the atmosphere or the Earth will die!
[01:20:42.758 --> 01:20:47.025]  And they're teaching kids, the atmosphere is off-gassing into space!
[01:20:47.365 --> 01:20:48.867]  You'll soon boil alive!
[01:20:49.188 --> 01:20:53.334]  Unless we spray barium salt and aluminum dioxide on you!
[01:20:55.591 --> 01:20:57.633]  One last thing, you're always saying Google it.
[01:20:58.094 --> 01:21:02.438]  Try to say Dogpilot or something else, because Google's on the inside of their program now.
[01:21:02.779 --> 01:21:07.884]  Let's find some other search engines we can trust, because at some point, everything we do through Google's going to be cracked.
[01:21:07.964 --> 01:21:11.008]  Certainly, I know Google was set up by the CIA, is the government.
[01:21:11.048 --> 01:21:12.329]  It's the best search engine out there.
[01:21:12.369 --> 01:21:15.372]  I've found people know what Google means.
[01:21:16.013 --> 01:21:19.795]  It's now in the Encyclopedia and Dictionary, the word Google, it means search it.
[01:21:20.375 --> 01:21:24.958]  And so yes, that's why I've been trying to say Google it, search engine it.
[01:21:25.258 --> 01:21:27.760]  But I'll say search engine it and get emails going, what is that?
[01:21:28.600 --> 01:21:33.183]  And then it's a conspiracy theory that search engines exist, and I'm a conspiracy theorist.
[01:21:33.203 --> 01:21:39.026]  Kind of like when I say summer exists now, and we have normal climate change, they go, haha, this guy says there's
[01:21:41.360 --> 01:21:42.201]  Actual seasons!
[01:21:42.801 --> 01:21:44.822]  Everybody knows that's an Al-Qaeda code.
[01:21:44.842 --> 01:21:48.844]  Everybody knows that's anti-Semitic code to say that there's seasons.
[01:21:49.425 --> 01:21:51.106]  Ban climate denial!
[01:21:51.246 --> 01:21:51.986]  Arrest him!
[01:21:52.887 --> 01:21:56.629]  Hi, this is John Swenson again at Midas Resources and let me ask just one question.
[01:21:57.370 --> 01:22:00.431]  What would you list as the things that the federal government does really well?
[01:22:01.092 --> 01:22:03.433]  The armed forces and printing bogus money doesn't count.
[01:22:03.993 --> 01:22:09.937]  Now take that blank page of yours and list the ways that you have to protect your assets and escape the paper markets.
[01:22:10.560 --> 01:22:18.644]  The only real option is precious metals for your retirement, your kid's education, or just plain survival when the whole Obama mess comes crashing down.
[01:22:19.565 --> 01:22:26.629]  You are the only one you can count on for a stimulus package, and I'd like to discuss a proven strategy to create that safety net for you and your family.
[01:22:27.199 --> 01:22:31.382]  Please give me a call at 800-686-2237, extension 128.
[01:22:31.622 --> 01:22:36.365]  That's 800-686-2237, extension 128.
[01:22:37.245 --> 01:22:40.527]  And together we can develop a Make Sense program before the clock runs out.
[01:22:41.147 --> 01:22:42.728]  Once more, John Swenson at 800-686-2237, extension 128.
[01:22:42.808 --> 01:22:44.469]  And take charge of your future and thank you.
[01:22:52.751 --> 01:22:55.354]  Hello, this is Alex Jones with some important questions.
[01:22:55.754 --> 01:23:00.739]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:23:01.099 --> 01:23:02.841]  My answer would be all I can get.
[01:23:03.141 --> 01:23:07.906]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:23:09.738 --> 01:23:09.838]  No.
[01:23:29.480 --> 01:23:30.060]  It is a big idea.
[01:23:30.080 --> 01:23:31.460]  A new world order in the near future.
[01:23:58.493 --> 01:24:01.214]  Earth is dominated by a powerful new government.
[01:24:01.754 --> 01:24:03.315]  It's known as the Builder Bird.
[01:24:04.396 --> 01:24:06.657]  Put their objective be world domination.
[01:24:07.177 --> 01:24:09.638]  For thousands of years their dark order grew.
[01:24:10.358 --> 01:24:17.681]  Now as they hail the birth of the new world order, their great dream of exterminating 80% of humanity is at hand.
[01:24:20.717 --> 01:24:25.680]  For the first time in history, the elite's plan for world government is blown wide open.
[01:24:26.161 --> 01:24:29.643]  You will learn the secret that drives the entire New World Order agenda.
[01:24:30.023 --> 01:24:32.505]  Bill Burdick is making great progress toward a world government.
[01:24:32.585 --> 01:24:33.726]  Most people have no idea.
[01:24:33.746 --> 01:24:34.506]  They're not after money.
[01:24:34.526 --> 01:24:35.627]  They have all the money they need.
[01:24:35.827 --> 01:24:36.548]  They're after power.
[01:24:36.568 --> 01:24:37.668]  That's what they're after these days.
[01:24:37.949 --> 01:24:46.194]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[01:24:46.654 --> 01:24:49.016]  Endgame, blueprint for global enslavement.
[01:24:49.476 --> 01:24:50.537]  You have been warned.
[01:24:51.431 --> 01:24:52.491]  Economy have you down?
[01:24:52.671 --> 01:24:54.211]  Scared you might lose your job?
[01:24:54.372 --> 01:24:56.252]  Worried how you will provide for your family?
[01:24:56.452 --> 01:24:58.352]  Do you worry where your money will come from?
[01:24:58.572 --> 01:25:01.553]  You know that the economy is getting worse, but there is hope!
[01:25:01.873 --> 01:25:06.134]  Robert Beatles' new book, Here's What You Do, tells you what to do and how to do it!
[01:25:06.394 --> 01:25:09.734]  Even a 10-year-old can figure it out after reading this 72-page book!
[01:25:09.954 --> 01:25:10.674]  And the best part?
[01:25:10.854 --> 01:25:12.615]  This book is priced under $10!
[01:25:12.895 --> 01:25:14.535]  Don't be the victim, be a victor!
[01:25:14.795 --> 01:25:16.715]  Go to here'swhatyoudo.net.
[01:25:16.915 --> 01:25:18.536]  That's here'swhatyoudo.net.
[01:25:18.776 --> 01:25:20.076]  Again, here'swhatyoudo.net.
[01:25:20.956 --> 01:25:22.457]  Wondering about your retirement portfolio?
[01:25:22.577 --> 01:25:26.880]  Is your financial advisor experienced enough to combat rising interest rates, taxes, inflation?
[01:25:27.100 --> 01:25:31.203]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[01:25:31.223 --> 01:25:35.426]  With 45 years of experience and concise investment recommendations, who needs sugar-coated excuses?
[01:25:35.606 --> 01:25:38.067]  Get the cold, hard facts and a proven investment strategy.
[01:25:38.188 --> 01:25:42.210]  For a free introductory copy to The International Forecaster, call 877-479-8178 or go to theinternationalforecaster.com.
[01:25:42.250 --> 01:25:42.530]  That's 877-479-8178.
[01:25:42.550 --> 01:25:42.590]  877-479-8178.
[01:25:55.961 --> 01:26:02.567]  You're traveling to another dimension.
[01:26:03.408 --> 01:26:05.990]  A dimension not only of sight and sound, but of mind.
[01:26:06.691 --> 01:26:09.914]  A journey into a wondrous land whose boundaries are that of imagination.
[01:26:10.314 --> 01:26:11.515]  That's the signpost up ahead.
[01:26:11.555 --> 01:26:13.237]  Your next stop, the Twilight Zone.
[01:26:18.266 --> 01:26:19.147]  Wordsworth.
[01:26:19.627 --> 01:26:20.528]  Romney.
[01:26:21.249 --> 01:26:22.510]  Obsolescence.
[01:26:24.692 --> 01:26:25.732]  He's waiting, Chancellor.
[01:26:25.752 --> 01:26:26.833]  Alright, I'm in.
[01:26:30.036 --> 01:26:31.017]  Wordsworth.
[01:26:31.797 --> 01:26:32.818]  Romney.
[01:26:33.919 --> 01:26:35.100]  Obsolescence.
[01:26:39.104 --> 01:26:41.346]  You walk into this room at your own risk.
[01:26:42.086 --> 01:26:43.507]  Because it leads to the future.
[01:26:44.248 --> 01:26:46.490]  Not a future that will be, but one that might be.
[01:26:47.705 --> 01:26:48.765]  This is not a new world.
[01:26:49.946 --> 01:26:53.226]  It is simply an extension of what began in the old one.
[01:26:54.347 --> 01:27:01.849]  It has patterned itself after every dictator who has ever planted the ripping imprint of a boot on the pages of history since the beginning of time.
[01:27:02.769 --> 01:27:09.691]  It has refinements, technological advances, and a more sophisticated approach to the destruction of human freedom.
[01:27:10.811 --> 01:27:15.352]  But like every one of the super states that preceded it, it has one iron rule.
[01:27:16.554 --> 01:27:18.836]  Logic is an enemy and truth is a menace.
[01:27:24.141 --> 01:27:25.982]  This is Mr. Romney Wordsworth.
[01:27:26.863 --> 01:27:32.528]  In his last 48 hours on Earth, he's a citizen of the state, but will soon have to be eliminated.
[01:27:33.529 --> 01:27:35.130]  Because he's built out of flesh.
[01:27:35.991 --> 01:27:37.112]  And because he has a mind.
[01:27:38.293 --> 01:27:42.877]  Mr. Romney Wordsworth, who will draw his last breaths in the Twilight Zone.
[01:27:51.283 --> 01:27:55.225]  Wordsworth, Romney, field investigation finding obsolescence.
[01:27:55.446 --> 01:27:56.966]  Do you know why you're here, Mr. Wordsworth?
[01:27:57.647 --> 01:27:58.187]  Yes, sir.
[01:27:58.387 --> 01:28:00.048]  I'd ask you to speak up a little, if you will.
[01:28:00.649 --> 01:28:02.250]  Yes, sir, I know why I'm here.
[01:28:02.790 --> 01:28:07.252]  You've been under investigation, Mr. Wordsworth, for the mandatory period of one year and eleven months.
[01:28:07.353 --> 01:28:08.613]  You're found to be obsolete.
[01:28:08.753 --> 01:28:12.135]  The purpose of this hearing is to make a finding in the matter and make a sentence accordingly.
[01:28:12.155 --> 01:28:13.036]  Do you understand that?
[01:28:13.056 --> 01:28:14.657]  Yes, I understand that.
[01:28:15.097 --> 01:28:16.778]  Your occupation, Mr. Wordsworth?
[01:28:16.798 --> 01:28:19.760]  A librarian, sir.
[01:28:25.191 --> 01:28:25.652]  A what?
[01:28:26.693 --> 01:28:27.774]  A librarian, sir.
[01:28:29.916 --> 01:28:31.057]  Has this man had counsel?
[01:28:31.217 --> 01:28:31.778]  Yes, sir, he has.
[01:28:31.818 --> 01:28:32.879]  Are you sure he knows his rights?
[01:28:32.899 --> 01:28:34.380]  He's been given orientation, sir.
[01:28:36.182 --> 01:28:38.444]  Mr. Wordsworth, I'm told that you've had counsel.
[01:28:38.524 --> 01:28:40.707]  Stand back in the light, Mr. Wordsworth!
[01:28:43.340 --> 01:28:51.406]  I'm told you've had counsel and been given orientation, Mr. Wordsworth, but I'm still not sure in my own mind that you understand the purpose of this hearing.
[01:28:52.007 --> 01:28:56.170]  The field investigators in your sector have classified you as obsolete.
[01:28:56.530 --> 01:28:59.072]  This finding carries with it serious implications.
[01:28:59.092 --> 01:29:01.054]  Do you understand that, Mr. Wordsworth?
[01:29:03.515 --> 01:29:05.417]  Now I ask you again, your occupation?
[01:29:07.014 --> 01:29:08.334]  I am a librarian, sir.
[01:29:08.854 --> 01:29:10.015]  That is my occupation.
[01:29:10.055 --> 01:29:10.895]  That is my profession.
[01:29:11.435 --> 01:29:15.336]  If you people choose to call that obsolete... Request clarification of the term?
[01:29:15.616 --> 01:29:15.896]  Yes.
[01:29:16.236 --> 01:29:18.657]  The term, Mr. Wordsworth, you people.
[01:29:18.717 --> 01:29:20.217]  You make reference to the state?
[01:29:20.297 --> 01:29:21.617]  I make reference to the state.
[01:29:21.937 --> 01:29:25.078]  And you persist in declaring your occupation as being that of a librarian.
[01:29:25.118 --> 01:29:25.718]  Is that correct?
[01:29:25.798 --> 01:29:26.558]  That is correct, sir.
[01:29:27.338 --> 01:29:28.439]  A librarian.
[01:29:31.059 --> 01:29:34.260]  Having to do with
[01:29:36.764 --> 01:29:37.085]  Yes, sir?
[01:29:37.645 --> 01:29:37.985]  Books.
[01:29:41.007 --> 01:29:45.769]  Since there are no more books, Mr. Wordsworth, there are no more libraries.
[01:29:46.230 --> 01:29:50.412]  And of course it follows that there is very little call for the services of a library.
[01:29:51.212 --> 01:29:52.773]  Case in point, a minister.
[01:29:53.714 --> 01:29:57.876]  A minister would tell us that his function is that of preaching the word of God.
[01:29:59.377 --> 01:30:03.119]  And of course it follows that since the state has proven that there is no God,
[01:30:03.815 --> 01:30:07.197]  That would make the function of a minister somewhat academic as well.
[01:30:07.217 --> 01:30:08.598]  There is a God.
[01:30:12.581 --> 01:30:16.123]  You are in error, Mr. Wordsworth.
