[00:00:01.869 --> 00:00:02.489]  Engage!
[01:45:54.878 --> 01:45:56.259]  Call and get a free brochure today.
[01:45:56.339 --> 01:45:57.099]  Don't procrastinate.
[01:45:57.139 --> 01:45:59.000]  Don't wait on your family's future and security.
[01:45:59.360 --> 01:46:00.441]  efoodsdirect.com.
[01:46:00.461 --> 01:46:02.182]  That's efoodsdirect.com.
[01:46:02.202 --> 01:46:02.342]  1-800-409-5633.
[01:46:02.382 --> 01:46:08.065]  And as I said, check them out on the web at efoodsdirect.com.
[01:46:08.185 --> 01:46:08.445]  Okay.
[01:46:09.665 --> 01:46:11.288]  I've got these guys on here with us.
[01:46:11.308 --> 01:46:14.493]  I've got Walter Williams, the economist, coming on at the start of the next hour.
[01:46:14.793 --> 01:46:18.679]  He's only got ten minutes of air time with our guys, so I appreciate him joining us.
[01:46:18.759 --> 01:46:21.384]  Bruno Braweiler.
[01:46:25.069 --> 01:46:31.291]  uh... joins us as well and uh... Stuart Howe and uh... there's a whole bunch of folks one of the most active We Are Change.
[01:46:31.311 --> 01:46:32.651]  These are just grassroots groups.
[01:46:32.951 --> 01:46:34.411]  You believe 9-11 is an inside job?
[01:46:34.451 --> 01:46:35.452]  Government sponsored terror?
[01:46:35.692 --> 01:46:36.852]  You want to defeat the New World Order?
[01:46:36.872 --> 01:46:38.012]  You can create your own We Are Change.
[01:46:38.252 --> 01:46:39.433]  There's no central group.
[01:46:39.933 --> 01:46:42.293]  I get calls saying, are you the head of We Are Change?
[01:46:42.313 --> 01:46:43.214]  Are you secretly running?
[01:46:43.594 --> 01:46:43.734]  No!
[01:46:44.594 --> 01:46:46.415]  I don't even know 99% of these people.
[01:46:46.455 --> 01:46:50.098]  These are volunteers out asking real questions at media events.
[01:46:50.178 --> 01:46:52.320]  General Meyers is quite a snake.
[01:46:52.660 --> 01:46:54.261]  Stuart Howe, Bruno, Jeremy.
[01:46:54.961 --> 01:46:55.842]  I've got this video.
[01:46:55.862 --> 01:46:56.943]  We posted it days ago.
[01:46:56.963 --> 01:47:02.347]  I know it's at WeAreChangeLA.org.
[01:47:03.207 --> 01:47:04.768]  But we're going to play some of it after the break.
[01:47:04.788 --> 01:47:07.510]  But in a nutshell, why was it so important?
[01:47:07.831 --> 01:47:09.392]  Whoever wants to speak up first, go ahead.
[01:47:10.332 --> 01:47:12.814]  Maybe Stuart wasn't there, but Bruno was.
[01:47:12.834 --> 01:47:13.495]  I know Jeremy was.
[01:47:14.315 --> 01:47:16.796]  But you guys have been at many other events as well, confronting people.
[01:47:17.536 --> 01:47:18.516]  Why was this important?
[01:47:18.556 --> 01:47:19.536]  Who is General Myers?
[01:47:19.576 --> 01:47:20.317]  For people that don't know.
[01:47:20.337 --> 01:47:22.357]  This is Jeremy.
[01:47:22.397 --> 01:47:23.037]  Go for it, Jeremy.
[01:47:23.658 --> 01:47:27.319]  Thank you very much, Alex, for having us on, and I appreciate all the good work that you're doing.
[01:47:28.099 --> 01:47:37.822]  Richard Myers was the acting head of the Joint Chiefs of Staff on 9-11 while the real head was out of town, like many other important people on that day.
[01:47:38.522 --> 01:47:43.043]  And since that day, he's changed his story numerous times.
[01:47:43.556 --> 01:47:51.741]  About where he was when the building that he operates out of the Pentagon was hit.
[01:47:54.043 --> 01:48:00.226]  And he doesn't appear to desire to really clear his whole role in all of this up.
[01:48:00.567 --> 01:48:09.172]  He doesn't want to come really clean about all of these memetic war games and terror drills that were occurring at the same time that the terror attacks actually were pulled off.
[01:48:09.995 --> 01:48:15.096]  So at this point, at the very least, he's considered a suspect in the 9-11 blackout.
[01:48:15.196 --> 01:48:15.776]  I'll say it.
[01:48:15.916 --> 01:48:17.256]  No way he wasn't involved.
[01:48:17.597 --> 01:48:20.077]  He was in there making sure NORAD stood down.
[01:48:20.397 --> 01:48:21.077]  That's on record.
[01:48:21.257 --> 01:48:21.737]  I'll say it.
[01:48:21.777 --> 01:48:23.038]  General Myers is complicit.
[01:48:23.778 --> 01:48:24.378]  Hold on, hold on.
[01:48:24.418 --> 01:48:24.898]  One at a time.
[01:48:24.918 --> 01:48:28.699]  We got two folks talking and I'm getting a little bit of static on these lines.
[01:48:28.799 --> 01:48:30.279]  Who was jumping in there?
[01:48:35.765 --> 01:48:36.666]  Bruno, this is Bruno.
[01:48:36.746 --> 01:48:40.109]  I just want to agree that we need to call the criminals out for who they are.
[01:48:40.289 --> 01:48:44.592]  He's a 9-11 criminal, and that's how we labeled the video.
[01:48:44.893 --> 01:48:47.234]  You know, General Myers is a 9-11 criminal.
[01:48:48.055 --> 01:48:48.215]  Yeah.
[01:48:48.435 --> 01:48:51.678]  Who's got the crackly line there, or is somebody on the same line together?
[01:48:51.698 --> 01:48:54.841]  I'm not sure.
[01:48:54.861 --> 01:48:56.462]  That's Bruno's line.
[01:48:56.522 --> 01:48:57.843]  Bruno, I'm going to let you go in a moment.
[01:48:57.863 --> 01:49:03.868]  I want to have you guys back up for a full hour soon, because your line's bad, but we'll come back to the other two guys after the break.
[01:49:03.908 --> 01:49:04.649]  Bruno, are you still there?
[01:49:06.502 --> 01:49:09.164]  I was going to let him go after he finishes his point.
[01:49:09.184 --> 01:49:09.544]  Go ahead.
[01:49:11.986 --> 01:49:15.429]  You know, I think we need to call out all the criminals for who they are.
[01:49:15.549 --> 01:49:16.430]  Call them criminals.
[01:49:17.590 --> 01:49:20.152]  We've reached a threshold in the 9-11 Truth Movement.
[01:49:20.633 --> 01:49:21.994]  People, it's growing quickly.
[01:49:22.014 --> 01:49:23.975]  These people are getting scared.
[01:49:23.995 --> 01:49:26.337]  Let's just call them what they are.
[01:49:26.377 --> 01:49:28.879]  They're treasonous, traitors, 9-11 criminals.
[01:49:28.899 --> 01:49:31.421]  Let's not be nice about it anymore.
[01:49:33.336 --> 01:49:35.197]  Yeah, there's no doubt they stood down, Norad.
[01:49:35.217 --> 01:49:38.760]  There's no doubt they ran the exact drills, the exact targets, being hit at the exact time.
[01:49:39.060 --> 01:49:40.501]  Bruno, you had a lot of courage.
[01:49:40.961 --> 01:49:44.744]  So did Jeremy and Stuart Howe as well, counting countless others confronting them.
[01:49:45.244 --> 01:49:50.507]  I mean, to go into this crowd and then these neocons assault you as you agree to leave.
[01:49:50.748 --> 01:49:55.631]  They hit you, punch you, and cuss at you, and hit you hard with pleasure and enjoyment.
[01:49:58.061 --> 01:50:11.686]  Yeah, it's sick, but we kind of knew that was going to happen when we went in, and it's just part of, you know, the intensity of the moment, it's so rewarding just to stand up and tell the truth.
[01:50:12.326 --> 01:50:17.668]  And I handed out Oath Keeper cards to many people, veterans in the audience, before I stood up.
[01:50:19.669 --> 01:50:26.351]  If people aren't aware of what Oath Keepers are, you should look it up, because police officers and military are responding really positively to that.
[01:50:27.545 --> 01:50:32.730]  Well, if I've ever seen spook and bad intelligence people, those were old retired spooks that were attacking you.
[01:50:34.231 --> 01:50:35.352]  And just shameful people.
[01:50:38.995 --> 01:50:39.796]  Stay there, gentlemen.
[01:50:39.816 --> 01:50:48.324]  I want to come back to you and briefly get into what happened while you were there and tell folks to go to the website w-a-c-l-a-dot-o-r-g.
[01:50:48.704 --> 01:50:51.226]  My site's at PrisonPlanet.tv, InfoWars.com.
[01:50:51.827 --> 01:50:52.708]  I am Alex Jones.
[01:50:54.042 --> 01:50:58.547]  And I was there at the beginning of the 9-11 Truth Movement, and I pray to be there at the end when these criminals are brought to justice.
[01:50:59.147 --> 01:51:03.232]  Stay with us.
[01:51:04.293 --> 01:51:05.114]  Newsflash!
[01:51:05.134 --> 01:51:07.957]  Unemployment is soaring over 10%.
[01:51:08.317 --> 01:51:12.342]  The dollar is plummeting, and banks are beginning to close their doors.
[01:51:13.759 --> 01:51:17.681]  Financial experts are saying we are headed for an economic depression.
[01:51:17.721 --> 01:51:21.963]  The world is on the brink of total meltdown.
[01:51:22.364 --> 01:51:29.167]  Unless you expect the government to bail you out, you must be able to grow your own healthy food.
[01:51:29.367 --> 01:51:37.451]  Survivalistseeds.com has just released a brand new heirloom seed pack at a dramatically reduced price.
[01:51:37.692 --> 01:51:41.513]  So you and your family have a long-term food solution.
[01:51:42.994 --> 01:51:47.879]  The choice between starvation and freedom is made by you right now.
[01:51:47.959 --> 01:51:50.282]  Go to survivalistseeds.com.
[01:51:50.462 --> 01:51:52.744]  That's survivalistseeds.com.
[01:51:52.764 --> 01:51:55.507]  Because you are almost out of time.
[01:52:00.677 --> 01:52:02.018]  Hey folks, Alex Jones here.
[01:52:02.198 --> 01:52:07.181]  I'm sending out a special alert to all those out there listening with credit card debt and struggling to make payments.
[01:52:07.581 --> 01:52:09.663]  I'm going to give you a very important phone number.
[01:52:10.003 --> 01:52:17.327]  Due to a declining economy and credit crisis, you now have the power to settle your debt and lower your payments by up to 60% or more by calling
[01:52:18.268 --> 01:52:18.869]  We're good to go.
[01:52:36.387 --> 01:52:38.889]  If being prepared doesn't apply to you, disregard the next minute.
[01:53:04.369 --> 01:53:06.990]  We're way beyond a question of if and when it's upon us.
[01:53:07.430 --> 01:53:11.972]  When you can't safely touch anything and a cough or sneeze can shut down your school or business.
[01:53:12.332 --> 01:53:19.455]  How would you or could you disinfect a school bus, office, locker room, place of worship or your entire home and do it in just minutes?
[01:53:20.135 --> 01:53:28.899]  Go to hazard.com and see the 8 minute video that is guaranteed to show how our unique application process can do really big jobs that you never could do before.
[01:53:29.399 --> 01:53:31.580]  H-A-Z-A-R-I-D.
[01:53:32.250 --> 01:53:35.911]  Total protection kits kill viruses, bacteria, mold, and much more.
[01:53:36.512 --> 01:53:38.833]  And they do it for less cost than what you're currently using.
[01:53:39.433 --> 01:53:42.474]  Don't risk facing shipping bottlenecks and possible shortages.
[01:53:43.014 --> 01:53:48.296]  Act now to assure prompt delivery and to receive our two-for-one double product special.
[01:53:48.456 --> 01:53:49.937]  You can't buy Hazurid in stores.
[01:53:50.417 --> 01:53:53.198]  Order online at Hazurid.com or call 800-675-0323.
[01:53:53.258 --> 01:53:53.438]  That's 800-675-0323.
[01:54:11.094 --> 01:54:14.806]  Yeah, next week I'm gonna have the folks from We Are Change LA on for a full hour.
[01:54:14.826 --> 01:54:16.532]  I gotta get Luke on too from New York.
[01:54:16.552 --> 01:54:17.796]  Just all of them are so great.
[01:54:22.910 --> 01:54:25.171]  In closing, we let Bruno go because of his bad line.
[01:54:25.211 --> 01:54:28.052]  Bruno really got roughed up by these guys, but they were so cowardly.
[01:54:28.592 --> 01:54:31.112]  They're saying, get out, but they're trying to hold him there for the police.
[01:54:31.172 --> 01:54:31.573]  Get out!
[01:54:31.593 --> 01:54:36.994]  Then they hold you so they can get you for trespassing at a public event, or he actually bought a ticket for it, and then shoving him.
[01:54:37.514 --> 01:54:44.916]  Finishing up, Bruno is gone, but Jeremy and Stuart Howe, both very articulate, great research.
[01:54:44.956 --> 01:54:46.197]  I'm familiar with both of your work.
[01:54:46.537 --> 01:54:47.477]  Met Stuart a few times.
[01:54:48.117 --> 01:54:50.278]  Finish up with what happened in this event.
[01:54:51.513 --> 01:55:03.477]  So this is Jeremy and so Bruno stood up and called out General Richard Myers and asked him how we could trust him when he clearly contradicted his own stories around 9-11.
[01:55:04.197 --> 01:55:17.362]  And then quickly he was booed and a man who, a private individual, was the primary one to try to push him out as he tried to warn people about their freedoms being taken away.
[01:55:18.022 --> 01:55:21.123]  And then he was taken out and then a few moments later
[01:55:21.644 --> 01:55:30.489]  I couldn't handle it because they were applauding and they were apologizing to the alleged general for him having to deal with this.
[01:55:30.549 --> 01:55:34.591]  And so I couldn't take it, so I stood up and I said, that man was telling the truth.
[01:55:35.191 --> 01:55:36.532]  He has changed his story.
[01:55:36.612 --> 01:55:50.179]  And at that point, the same private individual came over and dragged me out into the aisle and then gave me a chokehold and pulled me out while I asked whether this was America and whether he was a patriot.
[01:55:51.142 --> 01:56:00.686]  And then when we finally got out, he said, he told me, there were children in there, like I, he was disturbed that I had made him do violence in front of the children.
[01:56:01.446 --> 01:56:03.947]  So it was, it was very, it was a very interesting sort of moment.
[01:56:03.967 --> 01:56:08.949]  No, that's always the mental illness of a tyrant, is to then say, you hurt children.
[01:56:09.489 --> 01:56:11.090]  Oh, I just took you to a FEMA camp.
[01:56:11.130 --> 01:56:12.331]  You made me do this.
[01:56:12.791 --> 01:56:13.851]  You're so bad.
[01:56:13.871 --> 01:56:15.792]  What a little punk, you know?
[01:56:17.335 --> 01:56:30.782]  What was great was that once we got outside, one lone, proud citizen came out and verified to the police that I had been choked and that many of the people in the audience had been clapping.
[01:56:31.862 --> 01:56:37.385]  And not that he agreed with my action, but he stood up for my right to take that action.
[01:56:38.326 --> 01:56:44.652]  So it's always the lone individual who stands up who becomes the bastion of freedom in the future.
[01:56:44.672 --> 01:56:53.380]  Now, the cops are going to take you to jail for daring to buy a ticket and then go in and ask a question at an event, and you were going to go to jail for being choked.
[01:56:53.860 --> 01:56:59.225]  That's how the twisted justice works now in this country, but people are standing up and saying no.
[01:57:00.498 --> 01:57:00.738]  Right.
[01:57:01.218 --> 01:57:11.424]  And I, we realized later that I didn't, I failed to give the direct command to the police officers to go in and apprehend the man saying that I wanted to press charges.
[01:57:11.584 --> 01:57:15.326]  You've got to tell him, you must, you know, I'm filing a complaint, I've been assaulted.
[01:57:16.086 --> 01:57:17.227]  You've got to tell him to go after him.
[01:57:17.467 --> 01:57:20.508]  Real fast, anything from Stewart about what's happening?
[01:57:22.049 --> 01:57:23.009]  Thanks, Alex.
[01:57:23.069 --> 01:57:27.852]  Yeah, you know, I was in the periphery on this one, but I'm just so proud of everybody in change.
[01:57:28.895 --> 01:57:32.878]  It's just we all have our opportunities to stand up when we can, how we can.
[01:57:32.898 --> 01:57:35.420]  The way you put it before we came on, I thought was great.
[01:57:35.440 --> 01:57:36.922]  You know, this is real.
[01:57:37.722 --> 01:57:43.947]  And we're just, we're genuine people doing our best because of the weight and the gravity of the importance of what's going on.
[01:57:44.067 --> 01:57:50.913]  So, you know, I'm just, like, thrilled about what's going on, not only with us out here, but across the country.
[01:57:50.933 --> 01:57:57.198]  You know, at every opportunity, people are standing up and saying the emperor wears no clothes, and we're just doing our best, man.
[01:57:58.362 --> 01:58:03.386]  And what it comes down to in the final equation is, you know you're good out there.
[01:58:03.486 --> 01:58:05.848]  You know, those of you listening, that you are a patriot.
[01:58:05.888 --> 01:58:06.929]  You're not New World Order.
[01:58:06.949 --> 01:58:08.950]  That, you know, that you have great ideas.
[01:58:09.230 --> 01:58:10.111]  Become leaders.
[01:58:10.171 --> 01:58:11.212]  Go to press conferences.
[01:58:11.332 --> 01:58:12.313]  Ask real questions.
[01:58:12.653 --> 01:58:13.514]  Start a blog.
[01:58:13.874 --> 01:58:14.835]  Get involved.
[01:58:15.555 --> 01:58:19.978]  All that evil men and tyrants need to flourish is for good men and women to do nothing.
[01:58:20.379 --> 01:58:23.121]  Well, the website's W-A-C-L-A dot org.
[01:58:23.301 --> 01:58:24.982]  WACLA dot org.
[01:58:25.242 --> 01:58:26.543]  WeAreChangeLA dot org.
[01:58:27.344 --> 01:58:28.765]  Thank you so much for joining us.
[01:58:28.785 --> 01:58:34.308]  I want to have you guys all on for a full hour next week to break down all the great work you're doing and talk more.
[01:58:34.388 --> 01:58:35.148]  Thanks for coming on.
[01:58:35.989 --> 01:58:36.609]  Thank you, Alex.
[01:58:37.090 --> 01:58:37.390]  You bet.
[01:58:37.410 --> 01:58:38.891]  We'll be right back with Walter Williams.
[01:58:38.911 --> 01:58:39.391]  Stay with us.
[01:58:42.313 --> 01:58:45.694]  Thank you for listening to GCN.
[01:58:45.715 --> 01:58:47.756]  Visit GCNlive.com today.
[01:58:50.560 --> 01:58:56.127]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[01:58:56.427 --> 01:58:57.589]  Inner Health Botanicals.
[01:58:57.729 --> 01:59:01.714]  This company produces the highest quality superfood around, called Inner Food.
[01:59:02.014 --> 01:59:03.576]  My wife just loves the stuff.
[01:59:03.877 --> 01:59:08.723]  And now, the health ranger Mike Adams has awarded Inner Food his Editor's Choice Award.
[01:59:09.059 --> 01:59:09.559]  We're good to go.
[01:59:29.705 --> 01:59:31.887]  A truly healthy coffee that tastes great.
[01:59:32.107 --> 01:59:33.107]  And take it from me, folks.
[01:59:33.347 --> 01:59:34.388]  It really does taste great.
[01:59:34.588 --> 01:59:36.329]  Don't forget to try their other great products.
[01:59:36.670 --> 01:59:42.153]  Go to www.enerfood.com.
[01:59:42.353 --> 01:59:46.836]  That's www.enerfood.com.
[01:59:47.016 --> 01:59:49.958]  Or just click on their banner on infowars.com for special pricing.
[01:59:53.520 --> 01:59:55.462]  Waging war on corruption.
[01:59:55.902 --> 01:59:58.684]  Alex Jones on the GCN Radio Network.
[02:00:10.810 --> 02:00:14.774]  Liberty vs. the Tyranny of Socialism is his new book.
[02:00:14.814 --> 02:00:15.855]  He's a best-selling author.
[02:00:16.235 --> 02:00:24.943]  You've heard him fill in for some of the biggest talk shows in the country, the biggest, Rush Limbaugh, and do his own show from time to time, WalterEWilliams.com.
[02:00:25.383 --> 02:00:30.348]  And I was telling him during the break when we first got him online that I like him a lot more than I like Rush Limbaugh.
[02:00:30.948 --> 02:00:42.336]  Because I like the fact that he's a professor, that he covers economics, and that he really exposes, when I hear him on air, the hypocrisy of the Republican Party, which needs to be done more and more.
[02:00:42.356 --> 02:00:45.598]  So for the next 30 minutes, Walter E. Williams joins us.
[02:00:45.638 --> 02:00:55.445]  We then go live to a press conference from the Texas Capitol, where they're openly trying to have the governor sign a bill where no more Fourth Amendment, the CPS will be able to take your children without even a fake order.
[02:00:55.846 --> 02:00:57.367]  Those are already flimsy from a judge.
[02:00:58.107 --> 02:01:00.630]  But a host of issues to talk about with Walter E. Williams today.
[02:01:00.970 --> 02:01:02.372]  Sir, thank you for coming on with us.
[02:01:02.492 --> 02:01:03.513]  Well, thank you, thank you.
[02:01:04.394 --> 02:01:05.655]  It's great to have you here with us.
[02:01:05.755 --> 02:01:09.619]  For those that may not know who you are, most probably do, tell us a little bit about yourself.
[02:01:10.300 --> 02:01:12.362]  Well, I'm a professor of economics.
[02:01:12.523 --> 02:01:17.848]  I've been teaching at George Mason University in Fairfax, Virginia for going on 30 years.
[02:01:19.236 --> 02:01:30.040]  And my big job is trying to convince my fellow Americans on the moral superiority of individual liberty and its main ingredient, limited government.
[02:01:30.160 --> 02:01:30.880]  It's a hard job.
[02:01:32.301 --> 02:01:33.621]  What do you think of Ron Paul?
[02:01:34.722 --> 02:01:37.103]  I think he's a great guy.
[02:01:37.263 --> 02:01:45.946]  I think he's one of the few, and perhaps you can only name five, four or five congressmen, that if the founders were to come back, they would speak to.
[02:01:45.986 --> 02:01:48.187]  He's one of the few that they would have respect for.
[02:01:49.724 --> 02:01:52.765]  So you think he's founding Father Caliber, or they would just talk to him?
[02:01:53.726 --> 02:01:57.868]  Well, I think they would talk to him.
[02:01:58.348 --> 02:02:09.193]  Most congressmen, they have utter contempt for the Constitution of the United States and the moral principles that were the bedrock at our founding.
[02:02:09.853 --> 02:02:13.635]  And when I say that, a lot of people say, well, what are you talking about?
[02:02:13.675 --> 02:02:16.236]  Well, if you read through the Constitution,
[02:02:17.999 --> 02:02:27.504]  The founders gave the Congress 21 things to do, and it's listed in Article 1, Section 8 of the United States Constitution, and if it's not there, they can't do it.
[02:02:27.964 --> 02:02:46.053]  And to give you an idea of how far we've strayed, James Madison, who is the acknowledged father of the Constitution, he said in 1794, when Congress appropriated $15,000 to help some French refugees, he said, and I'm virtually quoting him, and all these quotes are available on my website at waltdwilliams.com,
[02:02:47.622 --> 02:02:59.325]  He says, I cannot undertake to lay my finger on that article in the Constitution that allows Congress to take the money of their constituents for the purposes of benevolence.
[02:03:00.085 --> 02:03:06.987]  Now, if you look at the federal budget today, two-thirds or three-quarters of it is for the purpose of benevolence.
[02:03:07.027 --> 02:03:15.409]  That is, the major function of the United States Congress today is that of taking the rightful property of one American
[02:03:16.138 --> 02:03:19.280]  And giving it to another American to whom it does not belong.
[02:03:20.001 --> 02:03:30.908]  Now I'm talking about farm subsidies, business bailouts, food stamps, welfare, prescription drugs, you just name it, on and on.
[02:03:31.608 --> 02:03:35.110]  Congress is engaged in what, if you and I did it, we'd go to jail.
[02:03:35.150 --> 02:03:38.232]  That is taking the property of one person and giving it to another.
[02:03:38.873 --> 02:03:40.434]  It's nothing more than legalized theft.
[02:03:41.138 --> 02:03:46.582]  And now it becomes more and more obvious with government just running wild at every level.
[02:03:46.642 --> 02:03:51.006]  Isn't the government just becoming a gang with a flag, with a bunch of enforcers?
[02:03:52.907 --> 02:03:57.371]  They're becoming Congress and the White House, and they've been this way for a long time.
[02:03:57.471 --> 02:03:59.012]  It's just escalated recently.
[02:03:59.032 --> 02:04:01.154]  They're just a group of thugs.
[02:04:04.428 --> 02:04:05.649]  Well, there's no doubt of that.
[02:04:05.669 --> 02:04:09.831]  I mean, we see all these reports where Congress is exempt from most of the laws they pass on us.
[02:04:10.212 --> 02:04:11.853]  Isn't that one of the hallmarks of tyranny?
[02:04:12.888 --> 02:04:15.049]  That is absolutely right.
[02:04:15.149 --> 02:04:28.997]  When people talk about rule of law and equality for the law, it means that the same rules, the same laws that you and I must obey also apply to people in government.
[02:04:29.017 --> 02:04:30.537]  They must also obey them.
[02:04:30.597 --> 02:04:35.260]  That is, if something is immoral for you and I to do, it's immoral for government to do.
[02:04:36.900 --> 02:04:37.381]  Amazing.
[02:04:37.401 --> 02:04:39.663]  We've got 25 minutes left with him after this break.
[02:04:39.703 --> 02:04:40.984]  He's Walter E. Williams.
[02:04:41.585 --> 02:04:43.306]  And the website is WalterEWilliams.com.
[02:04:43.327 --> 02:04:44.007]  Can't forget that.
[02:04:44.488 --> 02:04:46.089]  We have links to it up on our websites.
[02:04:46.730 --> 02:04:49.012]  Just absolutely great to have him on.
[02:04:49.032 --> 02:04:54.277]  I remember listening to him when I was in college, way back in the early 1990s.
[02:04:54.317 --> 02:04:56.019]  Just great to have him on with us.
[02:04:56.700 --> 02:04:58.221]  We'll be right back after this quick break.
[02:04:58.241 --> 02:04:58.622]  Stay with us.
[02:05:00.711 --> 02:05:05.692]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[02:05:05.912 --> 02:05:09.693]  Number one, new climate legislation could easily double or triple your electric bill.
[02:05:09.933 --> 02:05:15.535]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[02:05:15.835 --> 02:05:16.275]  It's true.
[02:05:16.475 --> 02:05:20.696]  Total government control of electricity in the name of smart grid technology is coming.
[02:05:20.896 --> 02:05:27.258]  Number three, in some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[02:05:27.438 --> 02:05:27.878]  Number four,
[02:05:28.098 --> 02:05:30.761]  The hurricane and dangerous summer storm season is here again.
[02:05:31.002 --> 02:05:34.265]  Every year, thousands of families lose their power from weather-related outages.
[02:05:34.285 --> 02:05:38.410]  Folks, I really believe in the solar power generators offered by Solutions from Science.
[02:05:43.556 --> 02:05:44.857]  A long time sponsor of ours.
[02:05:45.097 --> 02:05:49.658]  You can get more information at www.mysolarbackup.com.
[02:05:49.798 --> 02:05:51.339]  That's mysolarbackup.com.
[02:05:51.579 --> 02:05:53.920]  Remember, the government doesn't own the sun yet.
[02:05:54.140 --> 02:05:56.781]  So go to mysolarbackup.com or call toll free 877-327-0365.
[02:06:00.680 --> 02:06:02.242]  Hello friends, this is Alex Jones.
[02:06:02.362 --> 02:06:07.027]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[02:06:07.107 --> 02:06:09.870]  We need to be independent, and food and water is the key.
[02:06:10.070 --> 02:06:12.933]  You'll never have to stand in a bread line if you have your own bread.
[02:06:13.113 --> 02:06:17.838]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[02:06:18.058 --> 02:06:18.999]  If you simply prepare.
[02:06:19.179 --> 02:06:22.142]  No one is going to take care of your family in the final equation but you.
[02:06:22.422 --> 02:06:29.328]  You know, efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[02:06:29.408 --> 02:06:32.551]  And they do it at almost half the cost of last year's grocery prices.
[02:06:32.711 --> 02:06:32.952]  Call 1-800-409-5633.
[02:06:32.972 --> 02:06:34.593]  Or on the web, go to efoodsdirect.com.
[02:06:37.836 --> 02:06:43.900]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[02:06:44.100 --> 02:06:47.862]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[02:06:47.882 --> 02:06:49.123]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[02:06:49.143 --> 02:06:49.723]  Take action today.
[02:06:49.743 --> 02:06:51.104]  The first step is getting storable food.
[02:07:00.640 --> 02:07:02.142]  Alex Jones here with a question.
[02:07:02.322 --> 02:07:03.784]  What does humidity mean to you?
[02:07:04.064 --> 02:07:06.307]  Most people think of hot and sticky summer days.
[02:07:06.747 --> 02:07:11.493]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[02:07:11.893 --> 02:07:14.737]  That's why I'd like you to visit acolablue.com.
[02:07:15.097 --> 02:07:18.541]  Acolablue is a state-of-the-art atmospheric water generator.
[02:07:18.979 --> 02:07:30.966]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[02:07:31.526 --> 02:07:33.528]  Finally, drinking water that you control.
[02:07:33.548 --> 02:07:34.848]  I use one every day.
[02:07:35.249 --> 02:07:37.710]  Say goodbye to expensive water delivery services.
[02:07:38.010 --> 02:07:40.491]  He's the T-Rex of political talk, Alex Jones, on the GCN Radio Network.
[02:08:11.462 --> 02:08:21.745]  Well, he is a professor of economics, best-selling author, nationally syndicated radio talk show host in his part-time, and a syndicated columnist.
[02:08:21.785 --> 02:08:26.127]  Walterewilliams.com, his latest column out today is Americans Love Government.
[02:08:26.806 --> 02:08:39.729]  But I was making the point during the break to him, isn't that because we've been domesticated, brought up in it, not knowing how good it is without this giant government, and people don't know that in every case in history, government grows till it destroys the society.
[02:08:40.009 --> 02:08:41.230]  Can you speak to that, sir?
[02:08:41.250 --> 02:08:41.870]  Yes, I can.
[02:08:42.210 --> 02:08:46.451]  That is, if you look at the federal government now as a percentage of our GDP,
[02:08:47.931 --> 02:09:01.341]  The federal government spends something like 22% of our GDP, and state and local governments spend up to, I think the total amount goes to near 40% of the GDP is spent by government in our country.
[02:09:01.821 --> 02:09:10.428]  Now, from 1787, the inception of our nation, from 1787 until the 1920s, the federal government spent only 3% of the GDP, except during wartime,
[02:09:17.239 --> 02:09:30.856]  And the state and local government spent around 9% of the GDP, and so making for a total of 12% of the GDP, as opposed to close to 40%, was being spent by government.
[02:09:31.216 --> 02:09:33.940]  And keep in mind that in 1787, we were a third world nation.
[02:09:36.209 --> 02:09:42.798]  And by 1920, we were the most powerful nation on the face of Earth, and we were rich.
[02:09:43.038 --> 02:09:47.524]  That is, we went through this whole interval without a big government.
[02:09:48.783 --> 02:10:04.054]  And it turns out something else that's significant that Americans just plain don't know is that the idea that Congress and the White House should be involved with the economy, stimulating the economy, New Deal, this is a new idea.
[02:10:04.114 --> 02:10:12.660]  That is, we've had recessions and depressions that went from one year to seven years throughout our whole history.
[02:10:12.680 --> 02:10:18.104]  As a matter of fact, in 1920 there was a sharp, very, very sharp downturn in the economy.
[02:10:18.624 --> 02:10:22.486]  There was no government program, and we went off after that.
[02:10:22.526 --> 02:10:25.288]  In 1922, we went through the Roaring Twenties.
[02:10:25.668 --> 02:10:28.129]  In the 1790s, there was a Great Depression.
[02:10:28.149 --> 02:10:33.692]  As a matter of fact, it was, I think, like seven years, and there was no government program.
