[00:00:00.908 --> 00:00:11.013]  Prepare yourself for a talk radio experience like no other.
[01:21:17.892 --> 01:21:23.016]  What you bought, you said some of the Sovereigns at $205 and right now they're selling for $245.
[01:21:23.016 --> 01:21:23.816]  You're still selling them at $205?
[01:21:23.816 --> 01:21:25.817]  What was the number you told me?
[01:21:25.817 --> 01:21:27.959]  No, what I have is I have the Frank right now.
[01:21:27.959 --> 01:21:30.920]  They're at $202, but repricing them.
[01:21:30.920 --> 01:21:33.242]  They're at $225 at the current market price.
[01:21:33.775 --> 01:21:35.637]  I also have the British Sovereign.
[01:21:35.637 --> 01:21:38.040]  They're at $2.50 currently right now.
[01:21:38.040 --> 01:21:42.805]  If I went back to the marketplace, which I will be having to do tomorrow, they'll be at $2.75.
[01:21:42.805 --> 01:21:48.090]  I mean, the prices have gone up over 11% just within the last week.
[01:21:48.090 --> 01:21:53.616]  And the reason why that's happening is because we have so many foreigners right now trying to buy gold and they're pushing the marketplace.
[01:21:53.616 --> 01:21:54.617]  Yeah, that's on the news.
[01:21:54.617 --> 01:21:55.678]  A bunch of them on the newswire.
[01:21:55.678 --> 01:21:56.399]  Just Google gold.
[01:21:56.769 --> 01:22:00.471]  That all over the world, the markets are sold out of physical gold.
[01:22:00.471 --> 01:22:03.572]  Folks, call and get a free copy of the International Forecaster.
[01:22:03.572 --> 01:22:08.894]  Or you can also go to TheInternationalForecaster.com and sign up for the online version there as well.
[01:22:08.894 --> 01:22:14.497]  But if you want a hard copy of this or to find out about that gold deal that elapses in less than 12 hours, 1-800-686-2237.
[01:22:14.497 --> 01:22:22.300]  800-686-2237 to get a free copy of the International Forecaster and find out about that gold deal.
[01:22:22.300 --> 01:22:23.661]  What about silver, Ted?
[01:22:23.661 --> 01:22:24.681]  It's made a major move up.
[01:22:25.350 --> 01:22:26.671]  Silver's in the same position.
[01:22:26.671 --> 01:22:32.313]  I just haven't had a chance to see what the new prices are going to be on that, because silver's gone up two bucks an ounce.
[01:22:32.313 --> 01:22:44.718]  Presently, right now, I'm still working on a supply of Walking Liberty halves at $8.40 apiece, but the silver dollars have shot through $20 apiece, and the halves are up, too.
[01:22:44.718 --> 01:22:46.239]  And I just have to revise them.
[01:22:46.239 --> 01:22:49.420]  I know that'll be in the marketplace in somewhere around $8.
[01:22:49.420 --> 01:22:53.042]  But for folks that don't know, right now they can get last week's prices 11% cheaper, $800.
[01:22:54.724 --> 01:22:56.286]  6-8-6, 2-2-3-7.
[01:22:56.286 --> 01:23:04.372]  Let's come back with both of you and talk about how... Gentlemen, I know you need no reminder that Valentine's Day is right around the corner.
[01:23:04.372 --> 01:23:06.774]  Obviously, you have the perfect gift in mind.
[01:23:06.774 --> 01:23:13.359]  Well, just in case you might, ahem, know someone that may need some gift ideas, tell them about EnduringRose.com.
[01:23:13.359 --> 01:23:15.841]  We all know that flowers are a woman's favorite gift.
[01:23:16.201 --> 01:23:18.061]  But they only last a short time.
[01:23:18.061 --> 01:23:23.203]  EnduringRose.com has taken this gift and made it into one that will endure and last forever.
[01:23:23.203 --> 01:23:30.144]  Dipped in 24 karat gold, these real roses, single rose, or bouquets preserve your message of love for a lifetime.
[01:23:30.144 --> 01:23:36.045]  You can also shop for other ridiculously romantic gifts like jewelry and adorable stuffed animals.
[01:23:36.045 --> 01:23:38.746]  You can't go wrong at EnduringRose.com.
[01:23:38.746 --> 01:23:43.007]  Oh, and tell them there's a military discount and they can get free shipping on qualified orders.
[01:23:43.587 --> 01:23:46.328]  That website again is EnduringRose.com.
[01:23:46.328 --> 01:23:49.469]  E-N-D-U-R-I-N-G Rose dot com.
[01:23:49.469 --> 01:23:49.849]  Or call 702-453-7455.
[01:23:49.849 --> 01:23:50.169]  That's 702-453-7455.
[01:24:00.000 --> 01:24:03.484]  Stop wasting your time struggling with everything you're trying to learn.
[01:24:03.484 --> 01:24:05.627]  Learning should be a pleasure not torture.
[01:24:05.627 --> 01:24:12.275]  The School of Phenomenal Memory gives you the training and tools you need to memorize any type of information quickly and efficiently.
[01:24:12.275 --> 01:24:15.239]  Just as you need to exercise to get your body into shape, you need to
[01:24:19.258 --> 01:24:19.778]  We're good to go!
[01:24:48.148 --> 01:25:02.711]  Do you have doubts about the stability of the dollar or your own financial future?
[01:25:02.711 --> 01:25:07.712]  Is a dismal growth rate or rampant inflation affecting the bottom line of your retirement savings accounts?
[01:25:07.712 --> 01:25:13.034]  Do you worry about uncontrollable economic events which could suddenly wipe out some or all of your hard-earned savings?
[01:25:13.034 --> 01:25:14.954]  You can turn adversity into opportunity.
[01:25:15.154 --> 01:25:23.561]  Individual retirement accounts and most 401Ks, 403Bs, SEFs and other retirement plans can be rolled over into self-directed accounts using gold and silver.
[01:25:23.561 --> 01:25:28.605]  There are definitely some do's and don'ts with this rollover process and that's where Midas Resources comes in.
[01:25:28.605 --> 01:25:34.810]  Call us at 1-866-323-5665 and we can help you with this process.
[01:25:34.810 --> 01:25:39.734]  History has shown that metals will maintain your buying power even if other financial assets are failing.
[01:25:40.234 --> 01:25:45.196]  It's not a question of if you'll need precious metals in your portfolio, it's a question of when.
[01:25:45.196 --> 01:25:50.499]  So whether you're planning for an economic rainy day or a Category 5 hurricane, the solution is the same.
[01:25:50.499 --> 01:25:54.961]  Call us today at 1-866-323-5665.
[01:25:54.961 --> 01:25:57.962]  1-866-323-5665.
[01:25:57.962 --> 01:26:03.805]  Doctors around the world claim that cancer and other diseases cannot live in a pH-balanced alkaline environment.
[01:26:03.805 --> 01:26:08.887]  But as you know, most people are overly acidic due to stress, acidic diet, and lack of exercise.
[01:26:09.207 --> 01:26:14.592]  pH balance is the foundation of energy abundance and perfect health, as well as prevention of disease.
[01:26:14.592 --> 01:26:20.498]  People who alkalize the water they drink experience normalized blood sugar, mental clarity, and loss of weight.
[01:26:20.498 --> 01:26:26.724]  It was intended for human beings to drink alkaline water, but due to modern way of life, most people are overly acidic.
[01:26:26.724 --> 01:26:30.227]  The fact is that disease simply cannot exist in an alkaline environment.
[01:26:30.507 --> 01:26:35.331]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[01:26:35.331 --> 01:26:36.371]  Do your part.
[01:26:36.371 --> 01:26:38.993]  Alkalize and supercharge your body now.
[01:26:38.993 --> 01:26:48.200]  AlkaVision Plasma pH Drops contain a special mineral salt concentrate that raises the pH of the water you drink up to the pH of 10 with only 10 drops.
[01:26:48.200 --> 01:26:54.664]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to alkavision.com.
[01:26:54.664 --> 01:26:56.065]  Again, that's alkavision.com.
[01:27:01.503 --> 01:27:04.245]  Are you tired of searching for Great Talk Radio?
[01:27:04.245 --> 01:27:05.526]  Well, search no more.
[01:27:05.526 --> 01:27:12.952]  We are the GCN Radio Network.
[01:27:12.952 --> 01:27:14.413]  Okay, I know we got bloated phone lines.
[01:27:14.413 --> 01:27:19.277]  We're going to go through your calls, but I promise to break down what's happening with the banking.
[01:27:19.277 --> 01:27:22.219]  Ladies and gentlemen, they're stealing the value of your paper.
[01:27:22.219 --> 01:27:25.822]  They're terrorizing you and saying, oh, we'll protect your investments.
[01:27:25.822 --> 01:27:27.023]  Just give us unlimited power.
[01:27:27.023 --> 01:27:28.204]  Let us set up this world government.
[01:27:28.934 --> 01:27:29.374]  System.
[01:27:29.374 --> 01:27:31.055]  You should read their own documents.
[01:27:31.055 --> 01:27:31.915]  They have no intention.
[01:27:31.915 --> 01:27:33.075]  They intend to steal it from you.
[01:27:33.075 --> 01:27:34.675]  That's what the police state's about.
[01:27:34.675 --> 01:27:37.076]  In case you try to go take control of the government.
[01:27:37.076 --> 01:27:39.317]  Again, this is Bloomberg Financial reporting.
[01:27:39.317 --> 01:27:41.637]  Congress has been told they're under war powers.
[01:27:41.637 --> 01:27:46.298]  Separate Fed governors have been told you're not allowed to even know what's going on in the private Federal Reserve.
[01:27:46.298 --> 01:27:47.999]  Only the New York Fed is running this.
[01:27:47.999 --> 01:27:52.060]  I want to go back to Bob Chapman of TheInternationalForecaster.com.
[01:27:52.060 --> 01:27:56.581]  Bob, specifically, why do we even have former Fed governors and current Fed governors
[01:27:57.051 --> 01:27:59.592]  Complaining in the press that everything's secret.
[01:27:59.592 --> 01:28:07.334]  I mean, I guess in this final round of risk here, it's so criminal what's going on, they've got to keep it secret from their own people?
[01:28:07.334 --> 01:28:08.334]  That's right.
[01:28:08.334 --> 01:28:10.455]  They've been left out of the loop.
[01:28:10.455 --> 01:28:14.516]  And they're upset about that because they thought they were insiders.
[01:28:14.516 --> 01:28:19.457]  And, you know, they're excited about their past affiliations with the Fed.
[01:28:19.457 --> 01:28:22.118]  And their ego has been hurt.
[01:28:22.118 --> 01:28:24.699]  And that's why you're getting the comments you're getting.
[01:28:24.699 --> 01:28:26.319]  And you'll continue to get them.
[01:28:27.352 --> 01:28:36.516]  Until, finally, people within government and behind government will tell these individuals, you either shut up or you've got a serious problem.
[01:28:36.516 --> 01:28:45.239]  How many, I mean, looking at the trillions of dollars in pension funds and 401ks and the stock market dropping last week, how bad are these losses going to get?
[01:28:45.239 --> 01:28:47.640]  And on average, what's going to happen to somebody's retirement?
[01:28:47.640 --> 01:28:50.461]  Somebody, say, has a million dollars that's saved or $500,000.
[01:28:50.461 --> 01:28:53.522]  Well, I'll briefly finish up what we were talking about.
[01:28:54.572 --> 01:29:04.861]  They allowed these international corporations to bring back $360 billion and pay a 5.25% tax on it when the normal tax would have been 33%.
[01:29:04.861 --> 01:29:06.783]  Another sweetheart deal.
[01:29:06.783 --> 01:29:17.052]  And so, you know, everything goes to the corporation and nothing to the worker because they want to do everything in manufacturing and other things offshore because it's much cheaper.
[01:29:17.987 --> 01:29:25.152]  The trillions that they're secretly spending, they're admittedly using a lot of that to buy up more raw assets, infrastructure.
[01:29:25.152 --> 01:29:26.252]  They're not spending them.
[01:29:26.252 --> 01:29:28.514]  So they're still operating to blow it all out.
[01:29:28.514 --> 01:29:30.755]  They're not trying to fix anything.
[01:29:30.755 --> 01:29:32.576]  No, that's correct.
[01:29:32.576 --> 01:29:35.879]  And so let's get back to the corporations.
[01:29:35.879 --> 01:29:41.682]  And so they've cut back on the different benefits of the pensioners.
[01:29:41.682 --> 01:29:45.665]  You know, you don't have to pay for half your medical or you don't get any medical.
[01:29:46.463 --> 01:29:52.145]  And we may have to cut back on your retirement because of the contracts that we've had to sign.
[01:29:52.145 --> 01:29:55.546]  And they go one step further.
[01:29:55.546 --> 01:30:08.490]  And that is that about 70% right now of the S&P 500 companies are underfunded for their pensions.
[01:30:08.490 --> 01:30:09.570]  And that ranges anywhere
[01:30:10.374 --> 01:30:14.155]  Between about 65% and 100%.
[01:30:14.155 --> 01:30:22.078]  And that's not just the plunging economy, it's because they may have said it had $50 stock, now it's $1.
[01:30:22.078 --> 01:30:22.878]  That's correct.
[01:30:22.878 --> 01:30:25.139]  They own stocks and they own bonds.
[01:30:25.139 --> 01:30:29.100]  The Dow has come down from $14,100 to approximately $8,000.
[01:30:29.100 --> 01:30:35.923]  You know, my question is, and this is what I believe, I think the market's going to $4,000.
[01:30:35.923 --> 01:30:38.944]  And if I'm right, they're not going to have a heck of a lot of money left.
[01:30:40.285 --> 01:30:46.469]  And if that's the case, your benefits are going to get cut by 50 or 75 percent, whatever the case.
[01:30:46.469 --> 01:30:49.410]  And by that time, we'll be fully into depression.
[01:30:49.410 --> 01:30:52.292]  We've started depression now.
[01:30:52.292 --> 01:30:55.334]  This week is the beginning of the depression.
[01:30:55.334 --> 01:30:58.195]  Why did The Economist two weeks ago say we were in a depression?
[01:30:58.195 --> 01:31:00.357]  That's pretty bold.
[01:31:00.357 --> 01:31:02.438]  Well, I didn't hear it.
[01:31:02.438 --> 01:31:04.639]  A couple of them alluded to it.
[01:31:04.639 --> 01:31:05.760]  They were afraid to say it.
[01:31:05.760 --> 01:31:07.381]  Well, that was the headline.
[01:31:07.381 --> 01:31:09.382]  The Economist came out and said we're in a depression.
[01:31:10.140 --> 01:31:14.602]  You know, when you're an independent, you can say what you feel like saying, as long as it's based on facts.
[01:31:14.602 --> 01:31:18.284]  Bob, briefly, I'm moving quicker because I want to cover a lot with your expertise.
[01:31:18.284 --> 01:31:33.871]  Why are you now saying, because, I mean, you said six months ago that by this time we'd be at 8,000, you were right there, that you've been right all along, I mean, almost on everything you've said, but I've been saying depression by the middle of this year, you'd said no, Alex, two years.
[01:31:33.871 --> 01:31:36.192]  Why are you now revising?
[01:31:36.192 --> 01:31:39.254]  Because the damage has been so done, and the expedition,
[01:31:39.793 --> 01:31:42.155]  Expeditious action that they've taken.
[01:31:42.155 --> 01:31:46.479]  The unemployment is going to be unbelievable.
[01:31:46.479 --> 01:31:52.945]  The amount of foreclosures are far greater than what is being admitted to by the banks.
[01:31:52.945 --> 01:31:55.548]  The system is far worse off.
[01:31:55.548 --> 01:32:00.252]  We're looking at what the government calls U6 unemployment, which is medium unemployment figures.
[01:32:05.260 --> 01:32:08.662]  And they're putting them out at around 13 percent.
[01:32:08.662 --> 01:32:10.623]  I'm calling them 15 and a half.
[01:32:10.623 --> 01:32:11.383]  Okay.
[01:32:11.383 --> 01:32:16.205]  How bad then, physically, on the streets of the United States and worldwide is this going to look?
[01:32:16.205 --> 01:32:18.926]  And when do you see the bottom of this?
[01:32:18.926 --> 01:32:21.287]  Well, the bottom's a long ways away.
[01:32:21.287 --> 01:32:28.731]  And I think during this year, that 15 and a half figure will climb up over 20 to 22.
[01:32:28.731 --> 01:32:31.172]  And the following year it should go up over 30.
[01:32:31.172 --> 01:32:33.253]  What's going to happen when the public finds out
[01:32:33.669 --> 01:32:40.575]  That they've been hoodwinked by Obama, and that he worked for the very same bankers that Bush worked for, and that it's all been a screwjob.
[01:32:40.575 --> 01:33:01.011]  Well, they're going to be deeply disturbed, but what's going to really call the public to action is my house is gone, my cars are gone, I don't have a job, I'm living in a shelter someplace like a beast, all of our belongings are in the shopping cart, and the only thing I've got left to protect myself is an AR-15.
[01:33:02.615 --> 01:33:05.436]  And this is when it's going to pop.
[01:33:05.436 --> 01:33:06.537]  And when is that?
[01:33:06.537 --> 01:33:09.698]  Probably a couple of years down the line.
[01:33:09.698 --> 01:33:11.159]  But that's what we're headed for.
[01:33:11.159 --> 01:33:14.160]  That's what the Pentagon says in their new Army War College report.
[01:33:14.160 --> 01:33:19.923]  So the Pentagon agrees with you, but they work, a lot of great men and women in there, but they work for the bankers that have done this.
[01:33:19.923 --> 01:33:29.587]  I mean, the FBI training manuals, the media, the demonization by Hollywood of patriots that talked about a new world order and a banking collapse, and the FBI training manuals I have.
[01:33:29.940 --> 01:33:32.722]  That they give local police saying the New World Order doesn't exist.
[01:33:32.722 --> 01:33:42.388]  How are they going to square that propaganda saying it doesn't exist, while Henry Kissinger and every other globalist, including Obama, is on TV saying this is the New World Order?
[01:33:42.388 --> 01:33:43.209]  Well, they can't.
[01:33:43.209 --> 01:33:46.030]  And, you know, they've opened a window.
[01:33:46.030 --> 01:33:50.433]  That's the window of opportunity for themselves to institute this New World Order.
[01:33:50.433 --> 01:33:56.077]  And when you open the window up, you allow other things to fly out, like the Patriots.
[01:33:56.077 --> 01:33:57.818]  And so they're going to have their hands full, because
[01:33:58.539 --> 01:34:07.526]  The public of the world, and specifically we're talking about America, people are going to be searching for answers that aren't listening to a program like this.
[01:34:07.526 --> 01:34:11.829]  Later on, they'll say, gee, how did this happen, and what do I do about it?
[01:34:11.829 --> 01:34:13.951]  My court system doesn't work anymore.
[01:34:13.951 --> 01:34:21.397]  All the people I get to vote for, for the most part, are people who are put up and funded by these international bankers.
[01:34:21.397 --> 01:34:23.579]  And so, what can I do?
[01:34:23.579 --> 01:34:26.361]  And, you know, the answer is, well, not very much.
[01:34:27.108 --> 01:34:29.629]  And they'll say, well, gee, I can't feed my family.
[01:34:29.629 --> 01:34:34.531]  So they get out of the store, if there's still food there, and they have to take food for their family.
[01:34:34.531 --> 01:34:36.972]  And that starts the problems.
[01:34:36.972 --> 01:34:37.712]  Well, that's the issue.
[01:34:37.712 --> 01:34:44.395]  I still see all these yuppies that think they're part of the elite, and I meet them on the street and stuff, and they still believe in the system.
[01:34:44.395 --> 01:34:45.836]  They say, oh, we've got to do another bailout.
[01:34:45.836 --> 01:34:47.176]  We have to do the first bailout.
[01:34:47.176 --> 01:34:53.539]  That small minority that believes in the system, they don't understand that it's a bunch of kleptocrats that are in control.
[01:34:53.539 --> 01:34:56.840]  Ted Anderson, 30 years in financing gold and silver.
[01:34:57.610 --> 01:35:02.413]  I mean, we're not happy.
[01:35:02.413 --> 01:35:05.455]  I know that this is a bull market for gold and silver.
[01:35:05.455 --> 01:35:07.576]  We wish we'd been wrong about all this.
[01:35:07.576 --> 01:35:10.778]  Any comments you've got to make on what Bob Chapman's saying?
[01:35:10.778 --> 01:35:11.178]  Oh, yeah.
[01:35:11.178 --> 01:35:20.324]  Well, I'm just listening to the whole conversation and how it's going, and I know a lot of people are getting lost with the information because they just don't understand what it all means.
[01:35:20.324 --> 01:35:23.546]  Right now, we're looking at, I mean, wealth is disappearing.
[01:35:23.546 --> 01:35:24.286]  I shouldn't say wealth.
[01:35:24.745 --> 01:35:26.586]  Money supply is disappearing.
[01:35:26.586 --> 01:35:35.113]  I was talking to Bob earlier and he was saying between 13 to 15 trillion dollars has gone out of the economy just like evaporated into thin air.
[01:35:35.113 --> 01:35:40.396]  I've looked at other... And again, allowing the globalists to set up a worldwide fiat system.
[01:35:40.396 --> 01:35:43.138]  People said, oh, let it be fiat that, you know, they care about the economy.
[01:35:43.138 --> 01:35:46.501]  No, we gave criminal bankers the power to loot everything.
[01:35:46.501 --> 01:35:47.081]  They did it.
[01:35:47.081 --> 01:35:49.343]  Bob Chapman.
[01:35:49.343 --> 01:35:50.023]  They did it.
[01:35:50.023 --> 01:35:53.486]  And, you know, Ted, you had that special book there.
[01:35:53.942 --> 01:36:02.168]  The creature from Jekyll Island, you should talk about that, because people who don't know anything about this, once they read that book, they'll understand what's being done to them.
[01:36:02.168 --> 01:36:05.951]  By the way, for folks that don't know, Ted offers the book at cost.
[01:36:05.951 --> 01:36:12.735]  You get a free silver dollar that's over $20 in the market, with the book that's $24 for... for what, Ted?
[01:36:12.735 --> 01:36:16.318]  Yeah, well, the book is $24 if you buy it in the bookstore.
[01:36:16.318 --> 01:36:20.341]  The silver dollars are now about $22.50, and then the shipping is $6.40.
[01:36:22.503 --> 01:36:24.044]  I sell the thing for, I think it's $24.45.
[01:36:24.044 --> 01:36:27.507]  So you're losing $30 on that?
[01:36:27.507 --> 01:36:30.089]  Oh yeah, I'm selling it for less than cost.
[01:36:30.089 --> 01:36:34.252]  But the thing about it is, Alex, people need to understand, that's the biggest problem right now.
[01:36:34.252 --> 01:36:43.839]  We've got a lot of people listening to this show, and they're very interested in hearing what they're hearing, but they can't put all the pieces together in their mind as to how it works.
[01:36:43.839 --> 01:36:48.082]  And if they knew how it worked, they'd be going, oh yeah, I could finger right on it.
[01:36:48.082 --> 01:36:49.903]  It's reading like a mystery novel, you know?
[01:36:50.549 --> 01:36:56.080]  Yeah, well, folks can call and get that book and that silver dollar together as a combo or the free newsletter, International Forecaster, 800-686-2237.
[01:36:59.884 --> 01:37:02.045]  Your engine is the heart of your vehicle.
[01:37:02.045 --> 01:37:05.348]  Wouldn't it be nice to be able to determine whether it's going to go the long run?
[01:37:05.348 --> 01:37:08.670]  Or should you dump your vehicle before you experience a major expense?
[01:37:08.670 --> 01:37:13.133]  The military has developed such a technology, and it's called Oil Analysis.
[01:37:13.133 --> 01:37:21.358]  By taking a mere 4-ounce sample during an oil change, you can get an easy-to-read, complete report by an independent laboratory covering engine wear,
[01:37:23.759 --> 01:37:28.260]  You could expect to pay hundreds of dollars or more for someone to look inside your engine.
[01:37:28.260 --> 01:37:34.122]  But now, for only $14.95, we will send you a test kit with easy-to-follow directions.
[01:37:34.122 --> 01:37:36.342]  Yes, just $14.95.
[01:37:36.342 --> 01:37:42.064]  Then you can speak directly with one of our experts on your engine's condition and how to make it last longer.
[01:37:42.064 --> 01:37:44.345]  Act now, and we'll pay the shipping to you.
[01:37:44.345 --> 01:37:46.926]  Visit OilCompanySecret.com.
[01:37:46.926 --> 01:37:49.226]  That's OilCompanySecret.com.
[01:37:49.226 --> 01:37:49.586]  Or call 888-873-7375.
[01:37:51.647 --> 01:37:51.888]  That's 888-873-7371.
[01:37:51.888 --> 01:37:51.928]  888-873-7371.
[01:37:58.632 --> 01:38:01.954]  Hello, this is Tom with HempUSA.org.
[01:38:01.954 --> 01:38:09.698]  Most of you have been hearing my ads for the past few months, and it's no secret that the economy is failing and prices are rising in all sectors.
[01:38:09.698 --> 01:38:17.522]  If you've been thinking of a nutrient-dense daily food source and a storable food for yourself and family, the time to act is now.
[01:38:17.522 --> 01:38:23.826]  At HempUSA.org, we still believe that food will be your greatest asset in these trying times ahead.
[01:38:24.446 --> 01:38:31.215]  Please call 1-908-691-2608 and see what our powder seeds and oil can do for you.
[01:38:31.215 --> 01:38:34.019]  Beware, be smart, and be ready.
[01:38:34.019 --> 01:38:35.601]  Call 908-691-2608 or visit us at hempusa.org.
[01:38:40.367 --> 01:38:46.715]  Families need this high quality natural food source for its low price and long storage shelf life.
[01:38:46.715 --> 01:38:50.679]  This incredible food source should be a staple part of your diet every day.
[01:38:50.679 --> 01:38:52.562]  Call 908-691-2608 or visit us at hempusa.org today!
[01:38:58.530 --> 01:39:02.752]  Are you one of the people who think, I have plenty of time, nothing's ever gonna happen bad to me.
[01:39:02.752 --> 01:39:08.194]  Do you believe that when your cupboards are bare, our corporate controlled government will jump right in to feed you and yours?
[01:39:08.194 --> 01:39:11.096]  Do you have at least a year's supply of food for your family?
[01:39:11.096 --> 01:39:13.897]  This is Kurt, the armchair survivalist, heard on this network.
[01:39:13.897 --> 01:39:16.058]  Survival Enterprises sells real food, canned,
[01:39:18.812 --> 01:39:26.934]  Cheese eggs, freeze-dried fruits and vegetables, Mountain House freeze-dried meals, MREs, a full nutritional line, the British Birkfeld water filter, and more.
[01:39:26.934 --> 01:39:29.915]  If you want to prepare now, go to BeforeIt'sTooLate.us.
[01:39:29.915 --> 01:39:32.096]  That's BeforeIt'sTooLate.us.
[01:39:32.096 --> 01:39:34.377]  Or call 1-800-753-1981.
[01:39:34.377 --> 01:39:37.658]  That's 1-800-753-1981.
[01:39:37.658 --> 01:39:41.919]  Or you can put your head in the sand and be just another sheeple in the corporate controlled flock.
[01:39:41.919 --> 01:39:45.300]  But remember, those who don't learn from history are bound to repeat it.
[01:39:47.084 --> 01:39:48.629]  I don't give a shit what you say!
[01:39:57.663 --> 01:40:01.164]  Before you throw away your used batteries, you need to listen to this.
[01:40:01.164 --> 01:40:03.085]  Now, going green can save money.
[01:40:03.085 --> 01:40:08.647]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:40:08.647 --> 01:40:16.670]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:40:16.670 --> 01:40:19.991]  Invented by legendary audio genius John Bedini, this unique
[01:40:19.991 --> 01:40:29.477]  The unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives, increasing capacity and maintaining cell integrity.
[01:40:29.477 --> 01:40:34.661]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:40:34.661 --> 01:40:40.184]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:40:40.184 --> 01:40:41.305]  Save your money.
[01:40:41.305 --> 01:40:42.246]  Save the environment.
[01:40:42.606 --> 01:40:44.046]  Visit us online at r-charge.com.
[01:40:44.046 --> 01:40:44.927]  That's r-charge.com.
[01:40:44.927 --> 01:40:45.627]  Or call us at 989-637-4179.
[01:40:45.627 --> 01:40:46.167]  That's 989-637-4179.
[01:40:46.167 --> 01:40:48.047]  Be a part of the revolution today.
[01:40:48.047 --> 01:40:49.187]  Thank you for listening to GCN.
[01:40:49.187 --> 01:40:50.408]  Visit GCNlive.com today.
[01:41:10.114 --> 01:41:12.816]  All right, I want to say bye to Ted Anderson and Bob Chapman.
[01:41:12.816 --> 01:41:14.957]  Appreciate them both popping in.
[01:41:14.957 --> 01:41:16.558]  And I got almost cut off by that break.
[01:41:16.558 --> 01:41:31.228]  If you want to get a free copy of Bob Chapman's newsletter, or check out the Chris from Jekyll Island, the colleague of Bob Chapman, G. Everett Griffin's book on these private Federal Reserve bankers and how they operate, you can call 800-686-2237.
[01:41:31.228 --> 01:41:34.590]  And again, Ed's got brokers there until midnight tonight.
[01:41:35.411 --> 01:41:39.795]  For the gold he got and silver he got back when the gold was $815 an ounce.
[01:41:39.795 --> 01:41:40.656]  It's now over $900.
[01:41:40.656 --> 01:41:43.398]  He'll have to reprice that tomorrow, so here's your chance.
[01:41:43.398 --> 01:41:44.259]  800-686-2237.
[01:41:44.259 --> 01:41:48.703]  I rarely have Ted up on the Sunday Show, but it's just so important.
[01:41:48.703 --> 01:41:51.986]  I want people to have an opportunity with deals this good.
[01:41:51.986 --> 01:41:54.408]  800-686-2237.
[01:41:54.408 --> 01:41:56.449]  Like a free newsletter.
[01:41:56.449 --> 01:41:57.430]  800-686-2237.
[01:41:57.430 --> 01:42:01.574]  Ted, closing comment, and then the Bob Chapman closing comment.
[01:42:01.574 --> 01:42:02.875]  I'm going to blitzkrieg through these calls.
[01:42:03.703 --> 01:42:05.283]  Yeah, I can just say real quick.
[01:42:05.283 --> 01:42:07.364]  I mean, the market has just been crazy.
[01:42:07.364 --> 01:42:10.685]  If you're interested in getting into the precious metals, you should call now.
[01:42:10.685 --> 01:42:14.005]  But mainly, more importantly, educate yourself.
[01:42:14.005 --> 01:42:14.746]  Say, understand.
[01:42:14.746 --> 01:42:19.587]  I mean, this economic system that we're in is heading towards a collapse.
[01:42:19.587 --> 01:42:25.488]  And if you can see the telltale signs and you know what they mean, you can take some precautions.
[01:42:25.488 --> 01:42:29.089]  Well, it's not even telltale now, is it, Bob Chapman?
[01:42:29.089 --> 01:42:29.769]  It's not even what?
[01:42:30.253 --> 01:42:31.394]  It's not even telltale.
[01:42:31.394 --> 01:42:34.536]  I mean, it's a huge brass band right in front of you.
[01:42:34.536 --> 01:42:36.758]  It's so loud.
[01:42:36.758 --> 01:42:37.539]  That's right.
[01:42:37.539 --> 01:42:38.900]  Absolutely.
[01:42:38.900 --> 01:42:50.268]  And, you know, you don't get deals like this in this kind of a market very often in the inventory that Ted has.
[01:42:50.268 --> 01:42:54.572]  You know, whether it was professional acumen or luck, it doesn't make any difference.
[01:42:54.572 --> 01:42:55.572]  He's got the product.
[01:42:55.572 --> 01:42:56.353]  He's got it cheap.
[01:42:57.413 --> 01:43:01.036]  And, or should I say, inexpensive, and very few others have.
[01:43:27.341 --> 01:43:28.001]  And you too, Ted.
[01:43:28.001 --> 01:43:29.222]  Thanks for the time.
[01:43:29.222 --> 01:43:30.482]  Yeah, thanks for having us.
[01:43:30.482 --> 01:43:30.762]  You bet.
[01:43:30.762 --> 01:43:31.782]  Take care, man.
[01:43:31.782 --> 01:43:32.543]  All right, now listen.
[01:43:32.543 --> 01:43:33.123]  Here's the deal.
[01:43:33.123 --> 01:43:36.324]  I've got, what, like eight phone calls here?
[01:43:36.324 --> 01:43:38.584]  And I want to go to them.
[01:43:38.584 --> 01:43:39.865]  And I'm going to take them.
[01:43:39.865 --> 01:43:41.705]  But have your question, your comment ready.
[01:43:41.705 --> 01:43:43.746]  I'm giving each of you about one minute, OK?
[01:43:43.746 --> 01:43:46.867]  We'll go to Pam, Tom, Ollie, Scott, Russ, Steve, and one other.
[01:43:46.867 --> 01:43:48.967]  Let's go ahead and go to Pam in Canada.
[01:43:48.967 --> 01:43:49.567]  You're on the air.
[01:43:49.567 --> 01:43:51.828]  Thanks for holding.
