[00:00:00.369 --> 00:00:06.454]  We are changed.
[02:14:07.381 --> 02:14:13.565]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:14:13.865 --> 02:14:15.686]  Well, Obama's already fudging.
[02:14:15.846 --> 02:14:18.228]  He's fudged since day one in this election.
[02:14:18.308 --> 02:14:29.195]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[02:14:31.480 --> 02:14:32.740]  It's not about left or right.
[02:14:33.140 --> 02:14:34.541]  It's about a one world government.
[02:14:35.001 --> 02:14:41.362]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:14:41.922 --> 02:14:49.684]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:14:50.164 --> 02:14:51.325]  The Obama Deception.
[02:14:51.745 --> 02:14:52.925]  The people strike back.
[02:14:54.634 --> 02:14:56.135]  Alex Jones here with a question.
[02:14:56.335 --> 02:14:57.777]  What does humidity mean to you?
[02:14:58.077 --> 02:15:00.319]  Most people think of hot and sticky summer days.
[02:15:00.759 --> 02:15:05.503]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[02:15:05.903 --> 02:15:08.745]  That's why I'd like you to visit acolablue.com.
[02:15:09.085 --> 02:15:12.548]  Acolablue is a state-of-the-art atmospheric water generator.
[02:15:12.992 --> 02:15:24.977]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[02:15:25.537 --> 02:15:27.518]  Finally, drinking water that you control.
[02:15:27.538 --> 02:15:28.839]  I use one every day.
[02:15:29.259 --> 02:15:31.720]  Say goodbye to expensive water delivery services.
[02:15:32.080 --> 02:15:35.602]  The Genesis Communications Radio Network proudly presents The Alex Jones Show!
[02:16:01.738 --> 02:16:04.040]  Because there's a war on for your mind.
[02:16:11.526 --> 02:16:30.160]  Joe, when I was thinking about you a few weeks ago, the big question I wanted to ask you about was the MIAC report, which I'm sure you've read and seen, and all these other federal reports that are put out where they say mainline libertarians, constitutionalists, those protesting the Fed, it turns out we have the Army spying on us.
[02:16:32.124 --> 02:16:36.445]  You're mentioned in some of these documents, other people are mentioned, there's a whole bunch of them here.
[02:16:37.465 --> 02:16:40.186]  They mention the We the People Foundation, which is just out educating.
[02:16:41.366 --> 02:16:58.789]  And then everywhere we go, we have police and security guards come up in D.C., New York, just happened in Kansas City, they're 150 yards away from the private Federal Reserve building, and the federal security guards in little Nazi outfits come over and say, we're going to arrest you if you don't tell us who you are and then leave.
[02:16:59.817 --> 02:17:02.018]  It's just, it's just, this isn't freedom.
[02:17:03.899 --> 02:17:09.020]  What's the process with the police and military right now with these reports?
[02:17:09.041 --> 02:17:10.121]  A. Are they buying them?
[02:17:11.862 --> 02:17:25.787]  And then B. How do they deal with the reports saying there's no such thing as a new world order, global government, the conspiracy theorists, terrorists believe they're going to set up a bank of the world, and then meanwhile that's being announced all over the news that it is happening.
[02:17:26.747 --> 02:17:29.128]  I mean, how do police and military deal with the doublespeak?
[02:17:30.558 --> 02:17:36.360]  Well, as I'm sure you're aware, Alex, there's a hierarchy in most law enforcement agencies, right?
[02:17:36.380 --> 02:17:43.143]  You've got the people at the top who are, you know, I shouldn't be broad-brushing, but I mean largely bought and paid for.
[02:17:43.163 --> 02:17:47.084]  Then you have the rank-and-file people who live regular lives like you and me.
[02:17:47.965 --> 02:17:59.009]  And what the Ivory Tower hierarchy wants is that the rank-and-file will just read these memos, these pamphlets, these training manuals.
[02:17:59.671 --> 02:18:02.713]  And that's their only source of information.
[02:18:03.533 --> 02:18:07.896]  And that's, I think, what the hierarchy wants, and it's what they expect.
[02:18:08.556 --> 02:18:21.744]  But fortunately, with the Internet, and because there are still plenty of rank-and-file people that have brains and use them, they go out and they find other information, or their friends and relatives and neighbors share information with them.
[02:18:22.565 --> 02:18:27.528]  And they just use their own, you know, God-given cognitive skills to say, wait a second.
[02:18:29.090 --> 02:18:32.292]  Somebody's lying to me, and that's exactly what happened to me.
[02:18:34.254 --> 02:18:39.818]  Fortunately for me, I had a number of years outside the IRS before I went in there.
[02:18:40.258 --> 02:18:48.505]  So when I went in there, it was such a culture shock, unlike people that might graduate from college and go right into the IRS and spend a career there.
[02:18:49.005 --> 02:18:50.326]  So I had a perspective.
[02:18:50.805 --> 02:19:04.568]  Just because I was out in the real world, you know, researching tax law, dealing with clients who were having, you know, tax struggles, or finding that the IRS was absolutely destroying them for no good reason.
[02:19:05.208 --> 02:19:10.470]  I mean, when I first got my job at the IRS, part of my background investigation was an audit.
[02:19:10.710 --> 02:19:18.632]  They audited me for three years, and the auditor actually tried to accuse me of cheating on about $10,000 worth of tax.
[02:19:20.694 --> 02:19:32.208]  So I had to put my thinking cap on and fight an IRS auditor just to get a job with the IRS, and I ended up getting a $1,000 refund because I found out I was even too conservative.
[02:19:32.849 --> 02:19:38.616]  But they told me before the audit that they're going to treat you just like they do every other taxpayer, and boy, they sure did.
[02:19:39.016 --> 02:19:40.117]  They wanted to rip me off.
[02:19:40.782 --> 02:19:42.223]  But I mean, that's not the case now.
[02:19:42.643 --> 02:19:45.424]  Geithner was told, you've got to pay back this hundred-and-something thousand.
[02:19:45.444 --> 02:19:47.265]  He says, no, I'm not going to do it.
[02:19:47.705 --> 02:20:07.555]  And now they have a Treasury Secretary who doesn't pay taxes, and it's come out that most of Obama's administration just doesn't bother to pay, and that under the last few administrations, they've gotten rid of most of the IRS enforcers against big international corporations where all the money's at, and they're pointing them at blue-collar people, I guess just to waste their time.
[02:20:09.225 --> 02:20:24.872]  Sure, to make you chase your tail, and they know that they can make the average person's life miserable, but as you're well aware and have said many times, you know, isn't that what socialism and communism and all these collectivist political systems are about?
[02:20:24.932 --> 02:20:27.173]  It's about double standards, right?
[02:20:27.213 --> 02:20:27.473]  Yes.
[02:20:27.593 --> 02:20:32.815]  The people, they get into power claiming that we're going to make everything equal and everybody happy,
[02:20:33.328 --> 02:20:39.172]  And then as soon as they're in power, they don't walk the walk, they don't live the way everyone else lives.
[02:20:39.312 --> 02:20:44.415]  And that's the lie that you are so good at telling people, and God bless you for doing it.
[02:20:44.575 --> 02:20:46.737]  Well, I'm not that good at it, Joe.
[02:20:46.877 --> 02:20:50.239]  What I'm not good at is controlling myself, though.
[02:20:50.279 --> 02:20:51.960]  I mean, I'm getting sick of these people.
[02:20:53.421 --> 02:20:56.543]  For me, Alex, I just love listening to you.
[02:20:57.406 --> 02:21:10.813]  You get people's heart pounding and you know, darn it, I think you've got to use something to get people out of their easy chair and I think I can tell you're sincere and I think most people can tell that.
[02:21:10.853 --> 02:21:12.374]  You can tell when someone's sincere.
[02:21:12.774 --> 02:21:19.177]  You're sincerely upset, you're sincerely worried about your fellow man and so am I and that's why we do what we do.
[02:21:20.398 --> 02:21:23.760]  Let's come back and get into solutions and where all this goes and take some calls.
[02:21:26.226 --> 02:21:27.747]  I'm just getting more and more upset.
[02:21:28.767 --> 02:21:30.308]  And by upset, it's a quickening.
[02:21:30.348 --> 02:21:32.029]  I know they're getting ready to stage more terror.
[02:21:32.049 --> 02:21:34.410]  I can just see all the pieces coming together.
[02:21:34.430 --> 02:21:40.232]  And I just can't believe we have to be ruled by scumbag, control-freak criminals, Joe.
[02:21:40.593 --> 02:21:41.613]  Joe Banzer's our guest.
[02:21:41.993 --> 02:21:42.994]  He's a great American hero.
[02:21:43.014 --> 02:21:43.954]  We'll talk to him when we get back.
[02:21:43.974 --> 02:21:44.835]  Long segment coming up.
[02:21:45.315 --> 02:21:46.235]  We're on the march.
[02:21:46.695 --> 02:21:48.316]  The empire's on the run.
[02:21:49.237 --> 02:21:51.918]  Alex Jones and the GCN Radio Network.
[02:21:55.427 --> 02:22:01.956]  Did you know that the new energy czar wants to control how much power your electrical company allows you to have?
[02:22:02.276 --> 02:22:02.877]  It's true.
[02:22:03.218 --> 02:22:08.425]  Total government control of electricity in the name of smart grid technology is coming.
[02:22:08.805 --> 02:22:10.187]  Not if, but when.
[02:22:12.705 --> 02:22:16.128]  Let you folks know that I got my solar backup generator hooked up and running.
[02:22:16.348 --> 02:22:17.929]  To tell you the truth, it's awesome!
[02:22:18.150 --> 02:22:23.414]  Not only was it easy to install, but it's powering my fridge, lights, TV, and shortwave radio.
[02:22:24.155 --> 02:22:26.697]  I now know that I'm one step closer to getting off the grid.
[02:22:26.997 --> 02:22:27.798]  Thanks for all your help!
[02:22:28.158 --> 02:22:35.443]  This generator is solar powered, complete with battery backup, has no moving parts to wear out or break, and requires no gas.
[02:22:35.603 --> 02:22:39.306]  Don't wait for the Energy Czar to cut your power or raise your rates.
[02:22:39.586 --> 02:22:41.788]  Produce your own electricity for free.
[02:22:42.028 --> 02:22:44.090]  Go to MySolarBackup.com.
[02:22:44.290 --> 02:22:46.611]  That's MySolarBackup.com.
[02:22:46.872 --> 02:22:47.352]  Or call 877-327-0365.
[02:22:47.372 --> 02:22:47.412]  877-327-0365.
[02:22:55.555 --> 02:23:00.862]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:23:01.362 --> 02:23:08.351]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[02:23:08.951 --> 02:23:15.119]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:23:15.519 --> 02:23:17.360]  Well, Obama's already fudging.
[02:23:17.500 --> 02:23:19.921]  He's fudged since day one in this election.
[02:23:20.002 --> 02:23:30.947]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[02:23:31.568 --> 02:23:32.868]  It's not about left or right.
[02:23:33.249 --> 02:23:34.649]  It's about a one-world government.
[02:23:35.110 --> 02:23:41.333]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:23:42.003 --> 02:23:49.774]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:23:50.275 --> 02:23:51.416]  The Obama Deception.
[02:23:51.857 --> 02:23:53.059]  The people strike back!
[02:23:55.205 --> 02:23:57.847]  Companies continue to lay off thousands of people.
[02:23:58.428 --> 02:24:01.410]  Unemployment is the highest it's been in over 30 years.
[02:24:01.770 --> 02:24:05.193]  Statistics prove that in a recession, crime rates go up.
[02:24:05.554 --> 02:24:11.739]  Everyone needs something for that extra edge to prevent becoming a victim in these difficult and trying times.
[02:24:12.139 --> 02:24:17.183]  You need to prepare yourself with DPS pepper spray, available at MrDefense.com.
[02:24:17.363 --> 02:24:24.049]  DPS is the strongest pepper spray in the market and is the same spray used by hundreds of law enforcement agencies from around the world.
[02:24:24.369 --> 02:24:25.249]  Need something more?
[02:24:25.449 --> 02:24:29.111]  The Scorpion Stun Gun is a great way to take down a potential attacker.
[02:24:29.411 --> 02:24:37.454]  Mr. Defense also carries the largest selection of air tasers, knives, self-defense keychains, swords, batons, survival, spy, and tactical gear.
[02:24:37.714 --> 02:24:42.056]  Mention this ad and receive 10% off of your order and a free self-defense keychain.
[02:24:42.276 --> 02:24:43.877]  Visit MrDefense.com.
[02:24:43.978 --> 02:24:45.759]  That's MRDefense.com or call 1-800-313-6400.
[02:24:45.779 --> 02:24:47.361]  That's 1-800-313-6400 for all of your self-defense needs today!
[02:25:03.642 --> 02:25:10.847]  I'll tell you about a few of our sponsors.
[02:25:10.867 --> 02:25:12.208]  We're going right back to Joe Bannister.
[02:25:12.308 --> 02:25:15.310]  One of them is My Solar Backup.
[02:25:15.330 --> 02:25:17.152]  A lot of things can cut off your electrical power.
[02:25:17.172 --> 02:25:21.194]  Hurricanes, snow, ice storms, listeners should move before it's getting off the grid.
[02:25:21.615 --> 02:25:22.856]  And here's a good way to do just that.
[02:25:24.684 --> 02:25:25.865]  The Solar Power Generator.
[02:25:25.885 --> 02:25:30.529]  It's designed to provide 1,800 watts of power on demand in the event of any disaster or outage.
[02:25:31.049 --> 02:25:39.456]  Yet, you get an emergency power backup kit, which consists of a power source 1,800 power plant, a high-efficiency solar panel designed to provide endless electricity.
[02:25:40.373 --> 02:25:45.536]  Remember, too, that gas generators need gas, but in the blackout gas pumps can't pump gas because they run on electricity.
[02:25:46.136 --> 02:25:49.778]  The solar generator is like having a silent power plant hidden in your home.
[02:25:50.179 --> 02:25:52.140]  It's the perfect emergency backup for troubled times.
[02:25:52.160 --> 02:25:53.961]  The government doesn't own the sun yet, folks.
[02:25:54.341 --> 02:25:55.362]  So make your move today.
[02:25:55.422 --> 02:25:57.343]  MySolarBackup.com or 877-327-0365.
[02:25:57.363 --> 02:25:57.403]  877-327-0365.
[02:26:05.047 --> 02:26:06.468]  One other sponsor I want to tell you about.
[02:26:06.488 --> 02:26:08.930]  Again, it's all about preparedness in these insane times.
[02:26:09.450 --> 02:26:11.732]  You will never stand in a bread line if you have your own bread.
[02:26:13.113 --> 02:26:16.416]  The system on record, the UN has said they will use food as a weapon.
[02:26:17.546 --> 02:26:19.789]  There is no doubt these criminals may go for broke.
[02:26:19.909 --> 02:26:24.995]  They're going for broke, but it may get into a completely insane situation with the economy alone.
[02:26:25.435 --> 02:26:27.518]  I believe everybody should get high quality, storable foods.
[02:26:27.538 --> 02:26:29.180]  This is where I got my storable foods.
[02:26:29.680 --> 02:26:34.065]  I bought them from a couple different places and liked this one the best and found out they were the biggest and oldest company out there.
[02:26:34.386 --> 02:26:36.088]  So eFoodsDirect.com, the number...
[02:26:36.668 --> 02:26:44.950]  To give them a call is 800-409-5633, 1-800-409-5633, or again, efoodsdirect.com.
[02:26:45.030 --> 02:26:47.951]  Call, get a free brochure, catalog, whatever you do, get prepared.
[02:26:48.431 --> 02:26:53.332]  Speaking of websites, books, materials, information, Joe Bannister, you've done just so much great work.
[02:26:53.833 --> 02:26:59.194]  Where's the best place for folks to check out the work and material that you've put out and done?
[02:27:00.998 --> 02:27:12.328]  Well, a lot of it's just, you know, I just kind of go out and speak when I'm invited, so there's a lot of videos up on YouTube, etc., but FreedomAboveFortune.com has always been my website.
[02:27:14.089 --> 02:27:30.022]  There's a mailing list that people can join there, you know, if they are concerned about lists, you know, go get a throw-down address on Yahoo and join the list, but I mean, I do send out alerts and updates as to what's going on, at least from my neck of the woods.
[02:27:30.823 --> 02:27:36.326]  And so FreedomAboveFortune.com along the left hand side, there's all kinds of good information there.
[02:27:36.806 --> 02:27:43.869]  I'm planning on releasing some videos about protecting your rights and the IRS and their bag of dirty tricks.
[02:27:43.989 --> 02:27:46.170]  You know, what kind of dirty tricks they pull out of people.
[02:27:46.900 --> 02:28:02.210]  Hey, when you beat them, when they arrested you or indicted you for telling people about the fraud and it went to trial, can you just briefly recap what happened there and then what they did when you beat them?
[02:28:04.191 --> 02:28:06.172]  Well, they started investigating me.
[02:28:06.272 --> 02:28:07.533]  I resigned in 99.
[02:28:07.673 --> 02:28:09.754]  They started investigating me criminally in 2001.
[02:28:11.505 --> 02:28:17.171]  November of 2004, I was indicted and arrested by, you know, agents I used to work with.
[02:28:18.332 --> 02:28:21.715]  Two hour car ride up to Sacramento to the U.S.
[02:28:21.755 --> 02:28:22.776]  Marshals lockup.
[02:28:24.318 --> 02:28:25.559]  Did they put you in handcuffs?
[02:28:26.820 --> 02:28:27.360]  They cuffed me.
[02:28:27.401 --> 02:28:29.422]  They cuffed me in the front and gave me some water.
[02:28:29.483 --> 02:28:30.684]  They were real kind to me.
[02:28:30.704 --> 02:28:31.284]  What did they say?
[02:28:31.324 --> 02:28:32.766]  Hey Joe, we're here to arrest you.
[02:28:32.786 --> 02:28:33.546]  You've been talking.
[02:28:33.566 --> 02:28:34.788]  You're not allowed to do that in America.
[02:28:35.521 --> 02:28:47.670]  Yeah, well, they came into my house with guns drawn, and my attitude, which is so funny when they put my name in these reports and things, I kind of thought of it like a training exercise.
[02:28:48.190 --> 02:29:04.942]  I laughed, because when I was at the IRS, Alex, as I said, I was at least a Second Amendment supporter, I was aware of that, and so I had bumper stickers in my cubicle that said, you know, fear the government that fears your guns, and the experts agree gun control works with the pictures of Stalin and Mao.
[02:29:05.583 --> 02:29:09.405]  And so whenever we'd have training exercises, they'd make me the tax protester.
[02:29:10.965 --> 02:29:14.327]  And I would get hit with the soap pellets.
[02:29:14.667 --> 02:29:20.410]  So when they came to arrest me, I really just kind of pictured myself in another training exercise.
[02:29:21.150 --> 02:29:23.051]  I showed my hands.
[02:29:23.411 --> 02:29:26.012]  I knew the drill because I'd trained it many times.
[02:29:26.873 --> 02:29:27.593]  And off I went.
[02:29:27.733 --> 02:29:31.935]  But the prosecutor tried to keep me in jail, saying that I was a flight risk.
[02:29:31.995 --> 02:29:33.756]  And the judge looked at him like he was a nut.
[02:29:34.343 --> 02:29:36.204]  Because there was no evidence that I was.
[02:29:36.764 --> 02:29:41.607]  So the judge released me and I had about seven months to prepare for my trial, which was in June of 2005.
[02:29:42.268 --> 02:29:51.533]  I was charged with conspiring to defraud the United States of America and for preparing three false amended tax returns.
[02:29:52.474 --> 02:29:56.596]  They didn't address my personal situation whatsoever.
[02:29:56.656 --> 02:30:03.040]  They were trying to join me to a client and claim that our efforts to get a refund
[02:30:03.507 --> 02:30:08.528]  from the IRS was a conspiracy and involved false tax returns.
[02:30:08.608 --> 02:30:20.851]  Now the thing is that the IRS lays out what it claims is the correct way to do things with them and that is to pay the tax first and sue for a refund.
[02:30:21.331 --> 02:30:31.174]  Well we went chapter and verse in exactly what they lay out to sue for a refund and that's what myself and my client were prosecuted for.
[02:30:31.755 --> 02:30:36.417]  To conspire against the United States for following the IRS's rulebook and seeking a refund.
[02:30:37.437 --> 02:30:47.720]  And the jury, they're in Sacramento, California, I learned talking to them after I was acquitted, they were just astounded that this case was even brought against me.
[02:30:48.541 --> 02:30:54.223]  Because all of the evidence kept showing what a good guy I was.
[02:30:54.323 --> 02:30:57.784]  I mean, what a good CPA I was, I was going to bat for my client.
[02:30:58.382 --> 02:31:03.944]  Everything that I submitted was right out of their own manuals, right out of the regulations, right out of the statutes.
[02:31:05.024 --> 02:31:10.826]  And they said, well, Joe, why did they bring up so much evidence that made you look so good?
[02:31:10.866 --> 02:31:23.129]  I said, well, most of their evidence, their documentary evidence, came from me, because they issued me a grand jury subpoena, and a CPA does not have Fifth Amendment protection in their workpapers.
[02:31:23.870 --> 02:31:28.051]  So I had to give them these stacks of workpapers from my efforts.
[02:31:28.570 --> 02:31:30.090]  And that's what they used in the trial.
[02:31:30.890 --> 02:31:39.052]  They also used a two-hour video, which is probably on the internet, where I spoke to the employees of my client's business.
[02:31:39.692 --> 02:31:46.753]  And I just went through a two-hour litany of the reason that I left the IRS and what I learned.
[02:31:47.393 --> 02:31:55.995]  And the government used that tape in the trial, and I guess because they were so devoid of anything, you know,
[02:31:56.801 --> 02:31:57.984]  Any evidence?
[02:31:58.064 --> 02:32:01.911]  They were trying to convince the jury that this video showed me in the act.
[02:32:03.554 --> 02:32:07.482]  And the jury wanted to see the video a second time during deliberations because
[02:32:08.055 --> 02:32:10.356]  They could see that I was sincere.
[02:32:10.936 --> 02:32:14.498]  I was, you know, I was looking at actual documents.
[02:32:14.678 --> 02:32:17.519]  I mean, there was just no BS about my presentation.
[02:32:17.759 --> 02:32:26.703]  Well, for those that don't know, they've written the income tax code, and correct me if I'm wrong, but I'm interviewing you and other experts, where the big banks and offshore corporations get out of paying it.
[02:32:26.723 --> 02:32:28.044]  So there's loopholes in there for them.
[02:32:28.624 --> 02:32:32.305]  It's all paid into the IRS to go on interest to the debt of the private bankers.
[02:32:32.566 --> 02:32:34.106]  We didn't have it until 1913.
[02:32:34.146 --> 02:32:35.407]  It was only about one percent.
[02:32:36.127 --> 02:32:37.228]  Until the fifties.
[02:32:37.968 --> 02:32:39.610]  We built this country without it.
[02:32:40.050 --> 02:32:41.991]  Now it's the parasite dragging us down.
[02:32:42.011 --> 02:32:48.576]  And as the public begins to learn about this, what are they going to do?
[02:32:49.156 --> 02:32:49.777]  Sorry, go ahead, Jim.
[02:32:52.079 --> 02:32:54.200]  Well, yeah, I mean, it is the parasite.
[02:32:54.240 --> 02:32:59.504]  I mean, interestingly, there's a website called hearliberty.com, like H-E-A-R.
[02:33:00.154 --> 02:33:03.636]  And there's a T. Coleman Andrews interview that U.S.
[02:33:03.696 --> 02:33:16.762]  News & World Report did in 1956, and Mr. Andrews was a former IRS commissioner, and you should read how he lambasted the very agency that he was commissioner of and the income tax.
[02:33:18.062 --> 02:33:23.945]  You know, at least back in the 50s, there were still people that were in government that recognized communism when they saw it.
[02:33:25.962 --> 02:33:34.225]  So, yeah, it's like the chameleon keeps changing its spots, or changing its colors, but it can't change them fast enough.
[02:33:34.245 --> 02:33:35.986]  You know, the American people are catching on.
[02:33:36.306 --> 02:33:37.807]  Well, look at what government's doing now.
[02:33:38.367 --> 02:33:43.589]  It's openly being run by private banks who are literally stolen $12.8 trillion.
[02:33:43.609 --> 02:33:48.931]  Just the number is almost the GDP, $13 trillion is the GDP.
[02:33:49.651 --> 02:33:53.353]  And they're saying, Obama says, I'm cutting government in half.
[02:33:54.392 --> 02:33:55.152]  Bush tripled it.
[02:33:55.232 --> 02:33:57.973]  He's going to more than double it in one year.
[02:33:57.993 --> 02:34:03.775]  I mean, just the level of lying.
[02:34:05.315 --> 02:34:07.976]  Folks would think that I couldn't be amazed anymore by the lying.
[02:34:08.536 --> 02:34:14.078]  I am really getting speechless, Joe Bannister, because it's so ridiculous how corrupt they are.
[02:34:14.098 --> 02:34:23.701]  But then if you study, I guess, criminology like you've done, and I've done it as a layman, when criminals and psychos don't get caught and get away with it, don't they always just get wilder and wilder?
[02:34:24.791 --> 02:34:38.816]  That's exactly right, and I think the American people, we all collectively, you and I and many people, all your production team, we're working our butts off as much as we can, and when our eyes were opened, we get to work.
[02:34:38.856 --> 02:34:44.098]  But other people's eyes are opened and they go back to their easy chair, and this is a group effort.
[02:34:46.788 --> 02:34:50.210]  People who are just sitting around doing nothing, you've got to do something.
[02:34:51.491 --> 02:34:54.052]  My recommendation, as always first, is prayer.
[02:34:55.373 --> 02:35:02.456]  I believe that collectively we've offended God greatly and we need to get back to where we're not doing that.
[02:35:03.016 --> 02:35:07.058]  But also watch out for discouragement.
[02:35:07.118 --> 02:35:12.241]  When you feel like the discouragement is coming on, that's the evil forces trying to disarm you.
[02:35:13.170 --> 02:35:16.552]  Uh, and it's gonna, everybody's gonna feel that discouragement, but, you know, reject it.
[02:35:17.032 --> 02:35:17.372]  I agree.
[02:35:17.392 --> 02:35:17.893]  Let's move forward.
[02:35:18.333 --> 02:35:18.673]  I agree.
[02:35:18.713 --> 02:35:20.814]  Let's just... Go ahead.
[02:35:21.975 --> 02:35:38.643]  Uh, and I, as I say, I do listen to your show pretty frequently, and you mentioned Hogan's Heroes, and I, I, I talk to people about Hogan's Heroes because, look at it this way, you have these prisoners of war, the Germans thought that they were this compliant, these compliant slaves who were
[02:35:39.255 --> 02:35:40.415]  Immobilized, correct?
[02:35:40.996 --> 02:35:42.176]  And then what would happen at night?
[02:35:42.596 --> 02:35:47.518]  They'd go out into the German countryside and wreak havoc to the Nazi war effort.
[02:35:48.919 --> 02:36:02.024]  You know, there's Americans out there that may be stuck in a job where they can't take on the IRS, they can't do any of this stuff, but every person can find something that they can do to join this effort to wreak havoc
[02:36:03.720 --> 02:36:10.083]  I'm convinced everyone can play a role, but stealth is the key.
[02:36:10.103 --> 02:36:15.907]  People like you and me, stealth isn't an option, but there's plenty of people that can use stealth.
[02:36:15.947 --> 02:36:21.930]  Don't wear your support for Ron Paul on your sleeve or your bumper sticker like Ann Coulter does.
[02:36:22.050 --> 02:36:26.273]  Just do the job that needs to get done and do it in stealth.
[02:36:27.208 --> 02:36:30.509]  Speaking of the devil, that's another example of wannabe co-opting.
[02:36:30.930 --> 02:36:33.331]  Suddenly, she's all for Ron Paul, so is Lynne Beck.
[02:36:33.811 --> 02:36:37.472]  That shows that we are becoming the majority.
[02:36:37.853 --> 02:36:39.113]  They can see our growth curve.
[02:36:39.333 --> 02:36:43.135]  We're a huge minority now, but they understand it's just going to keep growing and growing.
[02:36:43.775 --> 02:36:49.278]  We are going to be the majority, we're almost there, because everything we talked about is coming true.
[02:36:49.578 --> 02:36:59.664]  What do you think the average police officer, and I've talked to a lot of them, I know what their view is, but I mean, your take on talking to them, or your average federal person, they tell them for decades there's no new world order.
[02:37:01.585 --> 02:37:03.306]  And it doesn't exist and it's not happening.
[02:37:04.947 --> 02:37:06.108]  And then suddenly,
[02:37:08.354 --> 02:37:12.622]  They come right out on the news and say there is a world government, but it's going to save you from the economic downturn.
[02:37:13.283 --> 02:37:16.269]  I've been told that that's really what's waking government people up.
[02:37:16.569 --> 02:37:19.895]  It's, wait a minute, you said none of this existed, and now you're telling me it's good.
[02:37:21.494 --> 02:37:50.353]  Right, and I think, you know, maybe you've already done it or you're in the process of doing it, but I mean, what needs to be done is a viral, you know, DVD where you can show that, you know, when you said what you said 10 years ago, 15 years ago, and show that progression, both what you've been saying, you know, and people trying to expose the truth about the New World Order, and what the other side has been saying, so that within 45 or 90 minutes, people can see
[02:37:51.203 --> 02:37:51.423]  I don't
[02:38:11.621 --> 02:38:15.224]  Don't care about the rank-and-file and largely they don't even care about the citizens.
[02:38:15.444 --> 02:38:18.486]  They just care about their own pension and paycheck and their own careers.
[02:38:18.846 --> 02:38:33.457]  Exactly and that becomes a culture of protecting the other corrupt people until the crimes get worse and worse but nobody can blow the whistle because it'll bring us all down and that's what causes societies to implode and fall in on themselves and yes
[02:38:34.238 --> 02:38:38.039]  We have hundreds of shows I've done, thousands of radio shows, hundreds of TV shows.
[02:38:38.699 --> 02:38:59.322]  I just haven't had the crew to go back and watch all of that, listen to all of that, but I've thought about making that film, showing the predictions I made, the predictions other people made, and then, what's even harder, I remember seeing it and reading it, going back and finding all the news reports where they said that we were lying, and then, so show how they were lying, how we were telling the truth, and how it's all basically happening now.
[02:38:59.943 --> 02:39:02.063]  That would be extremely, extremely effective.
[02:39:02.643 --> 02:39:04.644]  It's like I predicted what Glenn Beck was going to do the other night.
[02:39:04.664 --> 02:39:07.165]  It wasn't hard to do, but that really impresses people.
[02:39:08.486 --> 02:39:10.386]  They think it's like magic or something, and it's not.
[02:39:10.466 --> 02:39:13.848]  I mean, these people have like a shake and bake.
[02:39:14.228 --> 02:39:17.990]  You know, it's like the directions to making pancakes on the back of a box.
[02:39:18.030 --> 02:39:19.610]  I mean, I know what they're going to do.
[02:39:19.991 --> 02:39:23.292]  I want to bring just Ted Anderson up for about three minutes here real fast, Joe Bannister.
[02:39:23.312 --> 02:39:30.035]  We're going to come back in the final segment and jam in a few phone calls, but I do want to plug your website, and that's freedomabovefortune.com, correct?
[02:39:30.700 --> 02:39:31.241]  That's correct.
[02:39:31.281 --> 02:39:31.801]  Thank you, Alex.
[02:39:32.121 --> 02:39:32.562]  Oh, you bet.
[02:39:32.582 --> 02:39:33.823]  We've got that up on screen, folks.
[02:39:33.843 --> 02:39:34.503]  We need to support you.
[02:39:34.523 --> 02:39:35.824]  Very, very valiant.
[02:39:36.325 --> 02:39:45.733]  And I'm also told that you are going to be going out to the big event that's coming up this next weekend in Lexington, Massachusetts.
[02:39:46.153 --> 02:39:47.615]  I believe you're on the list to speak, aren't you?
[02:39:49.056 --> 02:39:53.239]  No, but I'll be at the April 15th TruthAttack.org.
[02:39:53.960 --> 02:39:54.420]  That's it.
[02:39:54.440 --> 02:39:54.941]  I get it all.
[02:39:54.981 --> 02:39:55.802]  It all runs together.
[02:39:56.482 --> 02:39:58.264]  Where is that TruthAttack.org thing going to be?
[02:39:59.299 --> 02:40:01.420]  Well, it's all over the country.
[02:40:01.440 --> 02:40:03.121]  750 post offices last year.
[02:40:03.181 --> 02:40:07.483]  I'm going to be in the Reno and Carson City, Nevada post offices on the 15th.
