[00:00:00.782 --> 00:00:03.355]  The Alex Jones Show!
[02:17:58.886 --> 02:18:03.811]  Now, that may sound like a racist statement, but it's just an ugly historical legal reality.
[02:18:04.052 --> 02:18:06.394]  Yeah, but the blacks don't have to follow it either.
[02:18:06.414 --> 02:18:11.339]  Just because somebody passes a fraud, hey, just because somebody says blacks are slaves doesn't mean it's the case.
[02:18:11.819 --> 02:18:17.445]  I know, but see, that's why the Civil Rights Act, the 14th Amendment was a component to that.
[02:18:17.847 --> 02:18:24.429]  And what happened was, you know, they make clear distinction there between them and free white citizens, and it's all racist, I know that.
[02:18:24.490 --> 02:18:29.992]  And it goes back to saying, it goes back to the earlier Supreme Court ruling that blacks were two-thirds human.
[02:18:30.012 --> 02:18:30.612]  Thanks for the call.
[02:18:31.412 --> 02:18:32.132]  You're absolutely right.
[02:18:32.172 --> 02:18:34.093]  I mean, that's what these sickos do.
[02:18:34.973 --> 02:18:36.234]  And it's historical fact.
[02:18:36.294 --> 02:18:37.614]  As usual, you don't want to believe it.
[02:18:37.654 --> 02:18:38.635]  Yuppies, fine.
[02:18:38.995 --> 02:18:42.676]  Fine, and your television isn't listening to you and tracking everything you're doing either.
[02:18:42.696 --> 02:18:44.157]  It's just the Chicago Sun-Times.
[02:18:48.880 --> 02:18:51.603]  I had a yuppie send me a mean email Tuesday about when I talk about this.
[02:18:51.783 --> 02:18:52.884]  You're a crazy nut!
[02:18:53.325 --> 02:18:54.366]  I'm a software engineer.
[02:18:54.386 --> 02:18:55.226]  There's no such thing.
[02:18:55.287 --> 02:18:56.688]  Oh, no, it's just totally admitted.
[02:18:56.768 --> 02:18:57.449]  Oh, yeah, sure.
[02:18:57.469 --> 02:19:00.191]  Oh, it's just public.
[02:19:00.211 --> 02:19:06.398]  But again, you'll read the Chicago Sun-Times article and go, okay, well, it's good my TV's watching me and listening to me.
[02:19:06.958 --> 02:19:07.899]  It's good now.
[02:19:08.980 --> 02:19:11.363]  That Alex Jones is still bad.
[02:19:12.368 --> 02:19:14.029]  I like George Bush.
[02:19:14.089 --> 02:19:17.631]  And by the way, Mr. Jones, Bush says it's not an amnesty.
[02:19:17.931 --> 02:19:18.911]  You're a liar.
[02:19:19.111 --> 02:19:20.312]  Well, I've read the bill.
[02:19:20.372 --> 02:19:22.113]  It's the biggest amnesty ever.
[02:19:23.033 --> 02:19:25.554]  And I don't care what you say because I read it.
[02:19:26.254 --> 02:19:27.615]  Because I'm about facts.
[02:19:28.576 --> 02:19:30.036]  And about getting you to wake up.
[02:19:31.097 --> 02:19:33.158]  Slap you upside the head, you fools.
[02:19:34.678 --> 02:19:37.140]  You're like somebody in a bed while your house is burning.
[02:19:37.180 --> 02:19:39.040]  I come in and say, get out of your house.
[02:19:39.140 --> 02:19:40.121]  It's about to fall.
[02:19:41.005 --> 02:19:41.605]  Shut up!
[02:19:42.146 --> 02:19:43.386]  It's my heater.
[02:19:43.486 --> 02:19:44.086]  It's warm.
[02:19:44.166 --> 02:19:44.787]  I like it.
[02:19:46.728 --> 02:19:49.869]  Hi, this is Jack Brownrigg with a gold alert from Midas Resources.
[02:19:50.309 --> 02:19:52.350]  Folks, it's time to shed your complacency.
[02:19:52.690 --> 02:19:55.291]  Gold has seldom, if ever, been a better buy.
[02:19:55.651 --> 02:20:00.213]  Midas Resources is now in a position to potentially show you considerable profits.
[02:20:00.413 --> 02:20:02.194]  But you have to act now.
[02:20:02.374 --> 02:20:08.577]  We have $10 collector gold coins at the closest price to melt I have seen in my 24 years in the business.
[02:20:08.957 --> 02:20:15.479]  These are the same coins that are likely to soon command substantial premium prices as they have in the past.
[02:20:15.719 --> 02:20:22.942]  We can deliver them to you now with minimal downside risk, or we can let you buy them later at a considerable higher price.
[02:20:23.382 --> 02:20:25.663]  Don't buy them later, folks.
[02:20:26.023 --> 02:20:26.844]  Do it now.
[02:20:27.104 --> 02:20:35.267]  That's $10 collector gold coins, $10 and $20 collector gold coins, at the nearest of melt in my 24 years in this business.
[02:20:35.347 --> 02:20:36.447]  Call Midas Resources.
[02:20:36.817 --> 02:20:36.917]  800-686-2237.
[02:20:36.977 --> 02:20:37.518]  That's Midas at 800-686-2237.
[02:20:45.815 --> 02:20:50.478]  Hey folks, Michael Trudeau here to tell you about the first ever half-price package sale at the ARC Institute.
[02:20:50.558 --> 02:20:57.463]  You'll get 25 big packets of ARC's most popular non-hybrid heirloom vegetable seeds, plus four of their most popular self-reliance books.
[02:20:57.683 --> 02:21:00.204]  Learn how to grow your own delicious veggies and build your ARC.
[02:21:00.424 --> 02:21:05.588]  Imagine green beans, carrots, peas and cucumbers, tomatoes, cabbage, squash, herbs and more.
[02:21:05.788 --> 02:21:09.790]  Then, harvest your seeds to grow year after year for old-time self-reliance.
[02:21:10.111 --> 02:21:13.833]  In Living Well on Wheat, learn how to cook, eat and survive on the golden grains.
[02:21:14.113 --> 02:21:17.094]  Preserve your good food for years with the USDA Canning Guide.
[02:21:17.314 --> 02:21:23.376]  In surviving a bioterrorist attack, you'll learn how to protect yourself and your family now from the attacks our government says are coming.
[02:21:23.456 --> 02:21:24.517]  Not if, but when.
[02:21:24.757 --> 02:21:31.259]  Normally selling for $140 plus shipping, get this whole package now for only $69 and shipping is free.
[02:21:31.519 --> 02:21:32.780]  At half price, supplies are limited.
[02:21:32.940 --> 02:21:34.320]  For credit card orders, call today, 1-800-255-1912.
[02:21:36.681 --> 02:21:37.082]  We're good to go.
[02:21:45.755 --> 02:21:49.639]  Black Berkey replacement elements are ideal for use in any gravity filter.
[02:21:49.879 --> 02:21:55.304]  These self-sterilizing filters can transform raw pond and lake water into delicious crystal clear drinking water.
[02:21:55.584 --> 02:22:05.954]  Ideal for travel or outdoor events and perfect in the event of hostile filtration environments such as local or national emergencies because they remove both harmful chemicals and pathogenic bacteria from water.
[02:22:06.134 --> 02:22:10.458]  So powerful they can remove pathogenic bacteria, cysts, parasites to non-detectable levels.
[02:22:10.658 --> 02:22:19.003]  Trihalomethane and volatile organic chemicals such as atrazine, benzene, chlorine, chloroform, and NTBE are removed to below detectable limits.
[02:22:19.283 --> 02:22:25.646]  They reduce nitrate and unwanted metals such as lead, mercury, aluminum, copper, and foul taste like chlorine and sulfur odors.
[02:22:25.766 --> 02:22:30.229]  Yet the Black Berkey filter elements leave in the helpful and beneficial minerals that your body needs.
[02:22:30.449 --> 02:22:34.671]  Normally $48 each, get a two-pack for only $91 or a four-pack for only $173.
[02:22:34.931 --> 02:22:39.314]  Get the powerful Black Berkey replacement filters now by calling New Millennium at 8
[02:22:39.534 --> 02:22:40.395]  We're good to go.
[02:23:00.652 --> 02:23:05.354]  But now, there's an easy, all-natural solution to this embarrassing sexual problem.
[02:23:05.855 --> 02:23:14.519]  Introducing ProCylon, an all-natural blend of vitamins and herbs scientifically formulated to help promote sexual vigor and support sexual performance in men.
[02:23:14.859 --> 02:23:19.062]  ProCylon is an all-natural formula that boosts your stamina and sex drive.
[02:23:19.322 --> 02:23:21.523]  The results men get are incredible.
[02:23:21.963 --> 02:23:25.625]  ProCylon will dramatically improve your stamina, urge, and ability.
[02:23:26.065 --> 02:23:26.746]  Guaranteed.
[02:23:27.126 --> 02:23:29.968]  Call now for your risk-free trial of Persylon at 1-800-701-4640.
[02:23:30.008 --> 02:23:36.353]  It's easy, completely confidential, and it'll work for you, guaranteed.
[02:23:36.373 --> 02:23:36.813]  Call 1-800-701-4640.
[02:23:36.833 --> 02:23:37.113]  That's 1-800-701-4640.
[02:23:54.282 --> 02:23:56.242]  All right, I'll try to settle down here a little bit.
[02:23:56.262 --> 02:24:00.303]  We're just going to take a few more calls, and we're going to get to all this news that we haven't covered yet.
[02:24:02.484 --> 02:24:05.544]  Let's go ahead and talk to Todd in Georgia, or is it Ted?
[02:24:05.564 --> 02:24:06.444]  Go ahead, caller.
[02:24:07.205 --> 02:24:20.127]  Yes, I'm plugging a VHS that's concerning the so-called New York intellectuals, including Irving Kristol.
[02:24:21.369 --> 02:24:27.533]  And it makes some interesting points concerning the neoconservative movement.
[02:24:28.493 --> 02:24:37.899]  It also concerns a man named Irving Howe, socialist, a man named Nathan Glazer, and one named Daniel Bell, as well as Irving Kristol.
[02:24:38.999 --> 02:24:48.705]  And, of course, Irving Kristol, in the process of this VHS, they're claiming their place in history is what this is all about.
[02:24:49.389 --> 02:24:54.430]  And in doing so, I think they're revealing some things that we've been trying to get out for so many years.
[02:24:54.550 --> 02:24:55.571]  Well, do me a favor.
[02:24:55.871 --> 02:24:56.551]  Send that to me.
[02:24:57.271 --> 02:25:03.973]  Ron Paul gave a speech on July 10th last year where he laid out the ultimate enemies of America are the neocons.
[02:25:04.273 --> 02:25:06.533]  We've been betrayed by Bush, their New World Order.
[02:25:07.233 --> 02:25:10.874]  And he laid all this out in a speech and then got threatened by some of the people over it.
[02:25:11.154 --> 02:25:13.475]  And that's in my film, Matrix of Evil, where he talks about that.
[02:25:13.855 --> 02:25:16.536]  Well, I got this copy from the library.
[02:25:18.939 --> 02:25:20.220]  The thing is available.
[02:25:20.240 --> 02:25:21.741]  Well, what's the name of the video?
[02:25:22.061 --> 02:25:31.125]  Arguing the World, a film by Joseph Dorman, D-O-R-M-A-N.
[02:25:32.405 --> 02:25:43.210]  And in the process of it, they also point out the fact that participatory democracy cannot be tolerated because people are not capable of
[02:25:43.857 --> 02:25:45.478]  Of determining their own needs.
[02:25:45.638 --> 02:25:49.199]  Yeah, that's what the neocons say, is that they want to set up a dictatorship.
[02:25:49.900 --> 02:25:52.881]  These are official documents written by the White House Cabinet, folks.
[02:25:53.001 --> 02:26:02.265]  Well, the thing that I'm speaking of is written by, it's published by the humanities, what do they call it?
[02:26:04.166 --> 02:26:05.007]  Arts and Humanities.
[02:26:05.407 --> 02:26:06.407]  Arts and Humanities.
[02:26:10.993 --> 02:26:15.355]  And I don't see it on the... Well, sir, will you slap that in the VCR and make me a copy?
[02:26:16.315 --> 02:26:20.537]  To be honest with you, I haven't been able to make a copy.
[02:26:21.397 --> 02:26:24.079]  I don't think it's copyrighted, but I haven't been able to make a copy.
[02:26:24.339 --> 02:26:27.100]  Well, if the back's busted out, you just put a piece of tape over it.
[02:26:27.360 --> 02:26:29.001]  There's a little square hole in the back of the VCR.
[02:26:29.121 --> 02:26:30.421]  That might be my problem, yeah.
[02:26:30.741 --> 02:26:32.402]  You put a piece of scotch tape over it.
[02:26:32.462 --> 02:26:32.722]  Yeah.
[02:26:33.303 --> 02:26:36.544]  Well, I don't think you'd have any problem getting it from your library.
[02:26:37.768 --> 02:26:39.429]  I'm sure they'd be glad to play.
[02:26:39.449 --> 02:26:40.069]  Here's the problem.
[02:26:40.089 --> 02:26:44.171]  When I get off the air here, I'm doing five shows today, including my own TV show.
[02:26:44.191 --> 02:26:49.193]  Then I'm going to work until about 2 in the morning on a new film, and then I'll get about five hours sleep.
[02:26:49.213 --> 02:26:51.974]  So I just... Please, folks, if you get stuff like this, send it to me.
[02:26:53.295 --> 02:26:56.016]  Well, can I make a couple more points on it?
[02:26:56.056 --> 02:26:56.836]  Sure, go ahead.
[02:26:57.036 --> 02:27:03.639]  I've also been reading a book by Irving Kristol, who's a very interesting man and has been very influential.
[02:27:03.679 --> 02:27:04.940]  It mentions in this tape that...
[02:27:06.007 --> 02:27:10.968]  The influence that he's had with Newt Gingrich and Ronald Reagan.
[02:27:11.508 --> 02:27:14.189]  Yeah, he was the head of the Communist Fourth International.
[02:27:15.329 --> 02:27:15.949]  I don't doubt it.
[02:27:16.450 --> 02:27:17.310]  No, that's public.
[02:27:17.370 --> 02:27:24.972]  That's the big Toronto newspaper headline, The Ghost of Trotsky Walks the Halls of the White House.
[02:27:25.012 --> 02:27:29.713]  Well, it mentions in this tape, it mentions the fact that these people are Trotskyists.
[02:27:31.353 --> 02:27:34.934]  And it mentions their admiration for Leon Trotsky.
[02:27:35.580 --> 02:27:37.041]  And what a wonderful man he was.
[02:27:37.681 --> 02:27:42.143]  Yeah, that's your conservative leaders getting rid of the borders, grabbing your guns, arming China.
[02:27:43.223 --> 02:27:52.446]  They don't mention all the people that he killed, all the hundreds of thousands of people that Leon Trotsky murdered with his army.
[02:27:52.747 --> 02:27:55.167]  Well, they like to do that here, and that's what they're trying to set up.
[02:27:55.327 --> 02:27:59.089]  He was the head of the Russian Army, the Communist Army.
[02:28:00.834 --> 02:28:02.055]  Soviet Army at one time.
[02:28:02.255 --> 02:28:02.695]  I hear you.
[02:28:02.735 --> 02:28:03.335]  Thanks for the call.
[02:28:03.395 --> 02:28:04.455]  It's good to hear from you, sir.
[02:28:05.316 --> 02:28:06.436]  Arguing the world.
[02:28:07.416 --> 02:28:07.776]  Right.
[02:28:08.256 --> 02:28:14.438]  Look, the average person isn't going to listen to Ron Paul when he tells you who runs the White House.
[02:28:14.498 --> 02:28:15.579]  It's just public fact.
[02:28:15.679 --> 02:28:16.059]  Okay.
[02:28:16.679 --> 02:28:18.379]  It's just so horrible, who can believe it?
[02:28:18.640 --> 02:28:19.980]  Let's talk to Al in Texas.
[02:28:20.120 --> 02:28:20.720]  Al, go ahead.
[02:28:20.940 --> 02:28:22.661]  Good morning, Alex, and thank you for your work.
[02:28:22.921 --> 02:28:23.141]  You bet.
[02:28:24.546 --> 02:28:25.907]  I may have talked to you about this before.
[02:28:25.927 --> 02:28:31.609]  I know I mailed you some information at one time, and I know you've heard this before, and I know what your general response is.
[02:28:32.090 --> 02:28:35.531]  I had sent you the packet on Lyndon LaRouche, his campaign package.
[02:28:35.771 --> 02:28:37.812]  LaRouche in 2004, do you remember that?
[02:28:38.172 --> 02:28:39.213]  Yeah.
[02:28:39.233 --> 02:28:40.633]  Booklet, $100 price tag for the country.
[02:28:40.673 --> 02:28:41.374]  Lyndon LaRouche, yeah.
[02:28:41.414 --> 02:28:41.594]  Right.
[02:28:42.134 --> 02:28:42.654]  LaRouche, right.
[02:28:42.774 --> 02:28:47.336]  And we're looking for – we're stuck in a real tight spot.
[02:28:47.796 --> 02:28:49.157]  We don't have leaders –
[02:28:49.864 --> 02:29:11.463]  Who have the awareness, the education, the backup system, the intelligence agencies, or call them counterintelligence agencies, who have the facts, who have the wisdom, who have the spiritual insight for true leadership and to act from a position of power, to sit down with our Congress and train them, teach them, show them.
[02:29:11.883 --> 02:29:15.186]  LaRouche knows that there's been a coup d'etat on our government.
[02:29:15.226 --> 02:29:17.388]  He knows that 9-11 was a part of that coup.
[02:29:18.160 --> 02:29:19.941]  He knows that they're dumbing down our kids.
[02:29:20.121 --> 02:29:22.362]  He knows that we need to re-educate the people.
[02:29:22.422 --> 02:29:27.043]  Okay, just stay there, and we'll talk about Little LaRouche, okay?
[02:29:28.003 --> 02:29:29.144]  I'll break it down for you.
[02:29:30.244 --> 02:29:33.305]  Not my opinion, as usual, absolute documented fact.
[02:29:33.786 --> 02:29:34.506]  We'll be right back.
[02:29:34.646 --> 02:29:35.046]  Stay there.
[02:29:36.727 --> 02:29:37.647]  We're on the march.
[02:29:38.107 --> 02:29:39.728]  The Empire's on the run.
[02:29:39.748 --> 02:29:43.329]  Alex Jones and the GCN Radio Network.
[02:29:46.408 --> 02:29:48.849]  You hear a lot about the quality of air outside these days.
[02:29:48.949 --> 02:29:49.449]  Pollution.
[02:29:49.489 --> 02:29:49.749]  Pollen.
[02:29:49.809 --> 02:29:50.910]  Is it as healthy as you'd like it?
[02:29:50.990 --> 02:29:51.370]  Allergies.
[02:29:51.510 --> 02:29:51.830]  Asthma.
[02:29:51.850 --> 02:29:52.390]  Probably not.
[02:29:52.670 --> 02:29:53.311]  Listen to this.
[02:29:53.531 --> 02:30:02.494]  Did you know, according to the American Lung Association, combined with the EPA, the air quality inside your home is actually 6 to 10 times worse than the air outside?
[02:30:02.514 --> 02:30:03.374]  6 to 10 times?
[02:30:03.414 --> 02:30:04.555]  How could I be, you ask?
[02:30:04.595 --> 02:30:04.815]  Worse.
[02:30:09.761 --> 02:30:13.305]  Where do you think all those fumes go?
[02:30:13.626 --> 02:30:15.228]  Well, I'll tell you where they go.
[02:30:15.488 --> 02:30:18.011]  They go into you, into your children.
[02:30:18.031 --> 02:30:19.533]  Am I scaring you?
[02:30:19.853 --> 02:30:20.754]  Remember this word.
[02:30:21.155 --> 02:30:21.896]  Puritech.
[02:30:21.916 --> 02:30:23.437]  P-U-R-I-T-E-C.
[02:30:23.497 --> 02:30:25.640]  Puritech makes the pure ear system.
[02:30:25.840 --> 02:30:27.381]  Jack Brownrigg for Midas Resources.
[02:30:27.401 --> 02:30:32.182]  Last summer, we did some two-year comparisons between the equity markets and gold.
[02:30:32.222 --> 02:30:32.902]  Let's update.
[02:30:55.322 --> 02:30:59.084]  January of 2002 to January of 2004, the Dow was up a whopping 2.2%.
[02:30:59.444 --> 02:31:03.165]  The Nasdaq in that same time frame is flat.
[02:31:03.846 --> 02:31:04.786]  Two years ago, the U.S.
[02:31:04.826 --> 02:31:07.127]  dollar was worth 17% more than a euro.
[02:31:07.667 --> 02:31:08.568]  Today, the U.S.
[02:31:08.588 --> 02:31:10.809]  dollar is worth 28% less than a euro.
[02:31:11.209 --> 02:31:12.750]  Guess which one has gold backing?
[02:31:13.310 --> 02:31:15.311]  January of 2002, gold spot was 283.
[02:31:16.651 --> 02:31:21.514]  January of 2004, it's well over $400 at a 13-year high, up near 40%.
[02:31:22.514 --> 02:31:23.274]  Gold is moving.
[02:31:23.514 --> 02:31:24.675]  Equities are treading waters.
[02:31:25.086 --> 02:31:27.709]  To say little of the billions lost in market scandals.
[02:31:28.270 --> 02:31:29.632]  Put your money in a safe haven.
[02:31:30.072 --> 02:31:31.814]  Physical possession, private gold.
[02:31:32.215 --> 02:31:34.197]  Remember, gold cannot go bankrupt.
[02:31:34.597 --> 02:31:36.700]  Call Midas Resources today, 800-686-2237.
[02:31:38.883 --> 02:31:41.025]  Protect yourself, protect your loved ones.
[02:31:41.406 --> 02:31:41.706]  Call 800-686-2237.
[02:31:46.630 --> 02:31:48.992]  So what's in your shampoo, bath soap, and dish soap?
[02:31:49.232 --> 02:31:53.076]  Chlorides, dyes, ethanol, sulfates, sodiums, formaldehydes, etc.
[02:31:53.396 --> 02:31:54.217]  Read the labels.
[02:31:54.657 --> 02:31:58.801]  Inhaling exposure can lead to coughing, wheezing, shortness of breath, headache, and nausea.
[02:31:59.001 --> 02:32:03.184]  Also may be irritating to the skin and mucous membranes and cause you to seek medical help.
[02:32:03.565 --> 02:32:08.429]  Perfumes, also known as fragrance on a label, can indicate the presence of thousands of separate ingredients.
[02:32:08.809 --> 02:32:12.391]  Now just by one example, here's what's in my Cal-Ben Pure Soap Shampoo.
[02:32:12.572 --> 02:32:17.915]  It's all natural, earth-friendly, it contains extra virgin cocoa butter oils and vegetable protein oils.
[02:32:18.195 --> 02:32:20.917]  No harsh chemicals, no animal tallow or testing.
[02:32:21.217 --> 02:32:22.118]  So what are you waiting for?
[02:32:22.418 --> 02:32:33.165]  Call now, 1-800-340-7091 and find out how a family of four can save over $1,000 per year on all their cleaning products with Cal-Ben Pure Soaps.
[02:32:33.525 --> 02:32:34.946]  Call Cal-Ben toll-free at 1-800-340-7091.
[02:32:34.966 --> 02:32:35.967]  That's 800-340-7091, or visit calbenpuresoap.com.
[02:32:35.987 --> 02:32:36.728]  Monday through Friday...
[02:32:57.006 --> 02:32:58.948]  Monday through Friday from 11 a.m.
[02:32:58.988 --> 02:32:59.588]  until 2 p.m.
[02:32:59.668 --> 02:33:01.389]  Central Time, back from 9 to midnight.
[02:33:01.910 --> 02:33:13.518]  Please tell your friends, your family, your neighbors, your email list, that folks can listen on your local FM stations, Global Shortwave, the Internet, at Infowars.com and PrisonPlanet.com.
[02:33:14.039 --> 02:33:19.002]  My Global Shortwave frequencies are 12.172 and 93.20 during the day, and from 9 to midnight at 5.085 and 68.90.
[02:33:26.571 --> 02:33:31.155]  We'll be in the first hour tomorrow re-airing that interview with Andres Von Bulow.
[02:33:31.175 --> 02:33:34.958]  Then I'll be live the second and third hours with more guests and a lot of stuff lined up.
[02:33:35.679 --> 02:33:37.800]  I've got to go through these last four calls I have time to go to.
[02:33:37.820 --> 02:33:41.683]  Just bam, bam, bam here because I've got some news we've got to get to here.
[02:33:42.684 --> 02:33:44.526]  Going to Al in Texas.
[02:33:44.806 --> 02:33:46.527]  Al, are you still there?
[02:33:46.547 --> 02:33:47.648]  Yeah, I'm still here, Alex.
[02:33:47.668 --> 02:33:49.069]  You brought up Lyndon LaRouche.
[02:33:49.570 --> 02:33:49.750]  Right.
[02:33:49.770 --> 02:33:55.134]  Lyndon LaRouche addresses the problem of the New World Order, how they carried out 9-11.
[02:33:56.830 --> 02:34:00.372]  The Billaburgers, the Trotskyites, he's got the whole deal down.
[02:34:01.313 --> 02:34:07.296]  Yeah, he exposes it, but then his answer is this big cooperative global system.
[02:34:07.377 --> 02:34:21.225]  See, five years ago I started seeing the policy papers by the globalists, the public stuff, that said, the people know there's a New World Order now, we can't keep denying it, let's give them a false left-wing New World Order.
[02:34:22.097 --> 02:34:26.262]  In a right-wing New World Order, and give them a choice within that when it's not even a real choice.
[02:34:26.582 --> 02:34:26.782]  Right.
[02:34:26.802 --> 02:34:27.723]  To bypass debate.
[02:34:28.324 --> 02:34:30.146]  Lyndon LaRouge does that.
[02:34:30.827 --> 02:34:37.093]  Lyndon LaRouge is kind of like Soros, who's over here criticizing Bush, but is in his hip pocket.
[02:34:38.135 --> 02:34:43.921]  Now, whereas LaRouge will go after Bush and Soros and talk about this whole system, the New World Order...
[02:34:45.737 --> 02:34:49.619]  The New World Order, and he'll talk about the Rothschilds and the rest of it.
[02:34:50.639 --> 02:34:53.801]  Again, his solutions are still this big global government.
[02:34:53.981 --> 02:35:02.705]  Yes, but he is a good man with a good system, and we have a global problem, and it is going to take a global solution.
[02:35:04.726 --> 02:35:05.967]  We're doing great, Alex.
[02:35:06.007 --> 02:35:06.927]  You and me are fighting.
[02:35:07.788 --> 02:35:08.969]  Our friends are out there fighting.
[02:35:09.389 --> 02:35:13.691]  It is going to take people in positions of power to manipulate...
[02:35:14.232 --> 02:35:18.113]  This out-of-control global system to put it into the control of the general welfare.
[02:35:18.133 --> 02:35:19.313]  Yeah, but see, that's what LaRouche says.
[02:35:19.393 --> 02:35:20.754]  This big crash is coming.
[02:35:20.794 --> 02:35:22.494]  We'll have emergency restructuring.
[02:35:22.514 --> 02:35:24.214]  That's what the globalists are going to do.
[02:35:24.254 --> 02:35:27.795]  They're going to give us a savior to put us deeper into this.
[02:35:28.456 --> 02:35:29.316]  Right, well, he's not enough.
[02:35:29.336 --> 02:35:32.036]  Sir, I've been reading and watching LaRouche for at least 12 years.
[02:35:32.116 --> 02:35:33.197]  Oh, yeah, they put him in prison.
[02:35:33.217 --> 02:35:35.477]  They blacklisted him, blackballed him.
[02:35:35.517 --> 02:35:35.937]  They hate him.
[02:35:35.957 --> 02:35:36.578]  They're scared of him.
[02:35:38.258 --> 02:35:40.178]  I'm just telling you his solutions are wrong.
[02:35:41.579 --> 02:35:42.039]  Well, I've...
[02:35:42.952 --> 02:35:43.252]  I don't know.
[02:35:43.292 --> 02:35:46.613]  I think we have a big problem, and it is going to... I just think he needs a closer look.
[02:35:46.673 --> 02:35:47.834]  Okay, here's the deal.
[02:35:48.194 --> 02:35:56.117]  I saw LaRouche say that Bill Clinton was an evil Bilderberg Group New World Order takeover artist, and three years later, Bill Clinton's good, has always been good.
[02:35:56.457 --> 02:35:58.277]  The evil British agent is Al Gore.
[02:35:58.657 --> 02:36:00.778]  I've seen him flip-flop and change things.
[02:36:00.878 --> 02:36:02.679]  Well, the man lied about his cigars.
[02:36:02.719 --> 02:36:05.580]  Look what we're being lied to about now, relatively speaking.
[02:36:05.660 --> 02:36:08.041]  I think you might have a point.
[02:36:09.710 --> 02:36:11.811]  You know, we're looking at a totally different degree.
[02:36:11.851 --> 02:36:21.815]  They tried to burn Clinton on a sexual tryst because they couldn't go after him for China or anything else because the Republicans were all involved in that.
[02:36:22.355 --> 02:36:25.316]  It's not that Bill Clinton was good and they only went after him for sex.
[02:36:26.597 --> 02:36:28.717]  Well, I just don't think we've seen the last of this, man.
[02:36:28.737 --> 02:36:34.059]  I think as things get worse and worse and people are really looking for someone who has some answers, they're going to need that.
[02:36:34.159 --> 02:36:34.880]  Yeah, I see a question.
[02:36:37.106 --> 02:36:40.108]  I'm not as slick as Leland LaRouche, but I don't know how long you've been listening to this show.
[02:36:40.569 --> 02:36:41.129]  Several years.
[02:36:43.371 --> 02:36:45.912]  Do you find what I say to come true and be accurate?
[02:36:47.213 --> 02:36:52.857]  In that he understands large government systems and large government corruption.
[02:36:52.877 --> 02:36:54.118]  But I'm talking about myself.
[02:36:54.138 --> 02:36:55.759]  Do you respect what I have to say?
[02:36:55.979 --> 02:36:56.400]  Oh, yes.
[02:36:56.780 --> 02:36:58.781]  I'm telling you, Leland LaRouche is no good.
[02:37:00.162 --> 02:37:01.143]  I'm just telling you that.
[02:37:01.949 --> 02:37:04.710]  I'm just telling you, I see all the info.
[02:37:04.750 --> 02:37:06.850]  I could do a three-hour show on it.
[02:37:07.030 --> 02:37:07.210]  Yeah.
[02:37:07.511 --> 02:37:11.572]  Well, you know, anybody that I look at, I would think, great, Alex for president.
[02:37:11.592 --> 02:37:13.532]  Well, you know, Alex has a lot of things that we don't like.
[02:37:13.572 --> 02:37:15.393]  He has a lot of things we do like and that we do need.
[02:37:15.593 --> 02:37:19.514]  When I start putting things on the scale on who we have out there who really has...
[02:37:20.578 --> 02:37:24.122]  Sir, sir, I'm telling you, and thanks for the call.
[02:37:24.662 --> 02:37:25.804]  I appreciate the call.
[02:37:25.984 --> 02:37:30.528]  I'm telling you, you're looking at the top of the pyramid, thinking it's going to get fixed there, and it's not.
[02:37:30.568 --> 02:37:36.294]  It's going to get fixed in our hearts and our minds, where the power lays at, the city, the county, the state.
[02:37:37.055 --> 02:37:39.678]  You can forget changing things up at the top.
[02:37:39.938 --> 02:37:40.779]  That is gone.
[02:37:41.761 --> 02:37:42.281]  You understand?
[02:37:42.302 --> 02:37:48.006]  I mean, slavery wasn't, you know, the classical slavery in this country wasn't ended from the top down.
[02:37:49.167 --> 02:37:51.089]  The beginning of the end started at the bottom.
[02:37:52.670 --> 02:37:55.953]  So I'm just saying, this presidential election means nothing.
[02:37:57.274 --> 02:37:59.135]  We don't even have voting machines anymore.
[02:38:00.476 --> 02:38:03.378]  We don't even have real voting anymore in this country in most areas.
[02:38:05.040 --> 02:38:07.662]  I don't think you're addressing how serious it's gotten.
[02:38:09.302 --> 02:38:10.203]  Just a few more calls here.
[02:38:10.223 --> 02:38:11.103]  I've got to hurry, folks.
[02:38:11.123 --> 02:38:12.604]  Dave in Colorado.
[02:38:12.624 --> 02:38:13.184]  Go ahead, Dave.
[02:38:13.204 --> 02:38:15.625]  How are you doing, Alex?
[02:38:15.765 --> 02:38:21.908]  I've talked to you before, and I thank you for everything you're doing.
[02:38:22.008 --> 02:38:22.789]  It's great.
[02:38:22.809 --> 02:38:24.710]  Well, please, folks, stop thanking me, but thank you.
[02:38:24.750 --> 02:38:27.871]  Go ahead.
[02:38:27.891 --> 02:38:27.971]  Okay.
[02:38:28.031 --> 02:38:30.673]  Here's kind of the way I'm looking at this.
[02:38:31.733 --> 02:38:37.436]  You know, we've seen so many of these crooks exposed.
[02:38:38.946 --> 02:38:43.088]  And yet, I see nobody doing anything about it.
[02:38:43.408 --> 02:38:54.073]  I see none of the law taking its course, and these people going to court and paying for their crimes.
[02:38:54.573 --> 02:38:56.194]  That's because they run the system.
[02:38:56.534 --> 02:38:58.235]  Yeah, I know.
[02:38:58.335 --> 02:39:01.637]  We've reached maximum decadence threshold.
[02:39:01.817 --> 02:39:03.938]  We're now falling into the pit.
