[00:00:05.805 --> 00:00:07.366]  Hello, my friends!
[02:18:29.333 --> 02:18:32.315]  Injuve is all natural and comes in easy to swallow soft gels.
[02:18:32.515 --> 02:18:35.099]  Call 1-800-707-3953 and get one bottle free when you buy two.
[02:18:35.159 --> 02:18:37.742]  Remember, call 1-800-707-3953 and get your free bottle of injuve when you buy two.
[02:18:37.762 --> 02:18:38.183]  Call today!
[02:18:45.868 --> 02:18:48.730]  Are terrorist cells or prime terror targets located near you?
[02:18:49.091 --> 02:18:51.993]  Where are military bases and hazardous waste sites located?
[02:18:52.193 --> 02:18:58.418]  How do you find the best area for solar, average rainfall, fish contamination advisories, and major transportation routes?
[02:18:58.778 --> 02:19:06.084]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[02:19:06.284 --> 02:19:10.347]  Find everything from housing prices and taxes to brewing environmental catastrophes.
[02:19:10.627 --> 02:19:16.169]  Locate billion-dollar disaster-prone areas, the safest cities, ideal solar locations, and much, much more.
[02:19:16.369 --> 02:19:29.493]  Complete with over 3 gigabytes of detailed information on each of the 3,000-plus counties in the U.S., including 550 high-resolution, full-color maps and full-color photographs, as well as detailed information and analysis that you need.
[02:19:29.673 --> 02:19:33.494]  Get this hard-to-find information by ordering Food and Places U.S.A.
[02:19:33.694 --> 02:19:38.236]  now for only $29, plus shipping and handling, by calling New Millennium at 888
[02:19:38.916 --> 02:19:43.650]  803-4438 or order on the web at Berkeywater.com
[02:19:45.166 --> 02:19:48.748]  Every hour of every day, someone out there is suffering from hemorrhoids.
[02:19:49.069 --> 02:19:51.570]  The pain, worry, and embarrassment can be devastating.
[02:19:51.750 --> 02:20:00.096]  For almost a decade, our customers have used Hemtab's natural formula to treat the problem at its source, to provide long-lasting relief in even the most severe of cases.
[02:20:00.356 --> 02:20:03.298]  My husband had been suffering from a painful hemorrhoid for years.
[02:20:03.658 --> 02:20:06.360]  After the doctor recommended surgery, we didn't know what to do.
[02:20:06.720 --> 02:20:10.483]  I ordered Hemtab online, and soon after taking Hemtab, the pain was gone.
[02:20:10.703 --> 02:20:12.664]  A few days later, the hemorrhoid began to shrink.
[02:20:12.945 --> 02:20:13.385]  Miracle?
[02:20:13.625 --> 02:20:14.746]  Hem-miracle, we call it.
[02:20:15.066 --> 02:20:15.746]  Thanks, Hemtab.
[02:20:15.907 --> 02:20:17.588]  If you're suffering, there's no need to wait.
[02:20:17.728 --> 02:20:20.529]  We know how the discomfort of hemorrhoids can interrupt your life.
[02:20:20.810 --> 02:20:24.992]  Hemtab is the effective alternative that you can trust to help you take control of your health.
[02:20:25.252 --> 02:20:30.235]  Take control of your health today by calling Hemtab toll-free at 1-888-437-2259 or visit Hemtab.com.
[02:20:30.255 --> 02:20:32.417]  Get relief to your door as soon as 48 hours.
[02:20:32.457 --> 02:20:33.277]  Call 1-888-437-2259 or Hemtab.com.
[02:20:33.297 --> 02:20:34.638]  Hemtab, the effective alternative.
[02:20:45.410 --> 02:20:46.891]  To the farthest corners of the Earth.
[02:20:47.171 --> 02:20:51.772]  Explorers are willing to put all their wealth and skill into mapping every corner of the world, and they did.
[02:20:52.113 --> 02:20:54.454]  But you can still hold the world in the palm of your hand.
[02:20:54.674 --> 02:20:56.194]  Achieve financial independence.
[02:20:56.574 --> 02:21:01.636]  Unlike explorers of yesteryear, you'll have a map to follow instead of relying on a compass and a North Star.
[02:21:01.976 --> 02:21:03.197]  Get the Red Book of U.S.
[02:21:03.257 --> 02:21:05.958]  Coins and you'll begin your journey to total financial freedom.
[02:21:06.358 --> 02:21:12.301]  Right now, Midas Resources is offering the 2005 edition of the Red Book, along with a silver dollar for only $22.95.
[02:21:12.362 --> 02:21:13.082]  Call them today at 1-800-686-2237.
[02:21:13.122 --> 02:21:13.562]  That's 800-686-2237.
[02:21:13.642 --> 02:21:17.364]  I can tell you there'll be storms ahead, but with real money as your base, liberty will be your fate.
[02:21:25.929 --> 02:21:31.393]  Leave the fiat currency behind and call Midas Resources to get your Red Book along with that silver dollar for only $22.95.
[02:21:31.433 --> 02:21:33.454]  Get the map.
[02:21:33.494 --> 02:21:35.876]  Start your journey to financial independence today.
[02:21:36.096 --> 02:21:37.077]  The time is now.
[02:21:37.457 --> 02:21:38.398]  Call 800-686-2237.
[02:21:40.339 --> 02:21:43.521]  Get your Red Book now and you'll weather any storm that comes your way.
[02:21:49.085 --> 02:21:49.865]  All right, my friends.
[02:21:49.925 --> 02:21:53.688]  I'm just going to take four more calls from Regina and Dave and
[02:21:54.887 --> 02:21:59.891]  Harold, because I got a ton of news here we haven't gotten to yet in a few stories.
[02:22:00.311 --> 02:22:01.092]  I want to recap.
[02:22:01.792 --> 02:22:03.774]  Right now, going back to Elias in Michigan.
[02:22:03.814 --> 02:22:04.734]  Finish up what you were saying?
[02:22:04.875 --> 02:22:05.835]  Thank you, thank you.
[02:22:05.855 --> 02:22:06.736]  Yeah, on to Iraq.
[02:22:06.756 --> 02:22:10.679]  The news comes out that there was possibly 100,000, 200,000 civilian deaths there.
[02:22:10.779 --> 02:22:12.961]  I don't know whether you believe that or not.
[02:22:19.386 --> 02:22:20.967]  I don't know what I heard on your program.
[02:22:21.287 --> 02:22:21.787]  Uh, yes.
[02:22:21.947 --> 02:22:25.528]  Conservatively, there have been a million and a half deaths under the sanctions.
[02:22:25.908 --> 02:22:26.769]  No, I don't mean that.
[02:22:26.849 --> 02:22:27.509]  I mean simply.
[02:22:27.529 --> 02:22:31.050]  No, I mean... This is so-called war that they have indulged in.
[02:22:31.350 --> 02:22:33.531]  There have been over a hundred thousand civilian deaths.
[02:22:34.491 --> 02:22:35.512]  Our government says 25,000.
[02:22:35.672 --> 02:22:40.613]  Yeah, well, you know... The Arabs... That is not reasonable at all.
[02:22:41.034 --> 02:22:41.874]  Our government... Okay.
[02:22:42.074 --> 02:22:44.875]  Yeah, but of course people believe it because they want to believe the government.
[02:22:45.315 --> 02:22:45.435]  See?
[02:22:46.135 --> 02:22:47.656]  Everybody wants to believe what the government says.
[02:22:48.297 --> 02:22:50.579]  A million and a half died under the sanctions.
[02:22:50.599 --> 02:22:51.460]  Oh, well, we know that.
[02:22:51.560 --> 02:22:52.581]  Yes, that's a long tail.
[02:22:53.121 --> 02:22:53.742]  Europe says 100,000.
[02:22:53.802 --> 02:22:57.165]  Our government says 25,000.
[02:22:57.605 --> 02:22:58.606]  And the Arabs say 200,000.
[02:22:58.686 --> 02:22:59.947]  What do you think?
[02:23:01.408 --> 02:23:03.590]  Uh, I think the 100,000 number is pretty accurate.
[02:23:03.630 --> 02:23:07.554]  I mean, they call it precision bombing when they've got A-10 warthogs.
[02:23:07.594 --> 02:23:11.177]  Well, it's not very precise when you're just machine gun people standing around on the street.
[02:23:12.398 --> 02:23:13.279]  I hear you, thanks.
[02:23:13.599 --> 02:23:21.384]  You know, they're just afraid of them, you know, they're afraid they might have something, so best to just cut them in half, you know, and hopefully that they will get it, you know.
[02:23:21.745 --> 02:23:22.805]  Thanks for the call, Elias.
[02:23:23.966 --> 02:23:29.410]  Yeah, just to restate that, 5,000 civilian deaths is too much.
[02:23:29.430 --> 02:23:31.432]  10,000 is too much.
[02:23:31.592 --> 02:23:33.193]  Our government says 25,000.
[02:23:33.673 --> 02:23:35.635]  The European monitors and press says 100,000.
[02:23:35.675 --> 02:23:37.776]  The Arabs say 200,000 since the war started.
[02:23:42.104 --> 02:23:43.185]  Two and a half years ago.
[02:23:44.646 --> 02:23:45.927]  I don't know, but I know this.
[02:23:46.008 --> 02:24:05.864]  When they've got Puff the Magic Dragon C-130s with twin howitzers and Vulcan guns, Gatling guns, flying around blasting the city for five days straight, and F-15s and F-16s dropping 1,000 and 2,000 pound bombs, and when they've got tanks lined up opening fire on the city,
[02:24:06.610 --> 02:24:34.009]  or a five-day bombardment before all this that's not precision and I've seen the video from Al Jazeera and other places of just dead bodies as far as the eye can see dead bloated toddlers and babies and dead women and I've seen the footage of people running to the streets to go see a fight or some smoking vehicles and obviously they're not combatants and this is part of a bloodlust our government kills them which only creates more resistance so
[02:24:36.999 --> 02:24:39.181]  Again, folks, our government put Saddam in.
[02:24:39.301 --> 02:24:43.145]  Our government told Saddam to invade Kuwait.
[02:24:43.205 --> 02:24:44.866]  Told him to go ahead and attack Iran.
[02:24:45.567 --> 02:24:47.608]  Our government put Manuel Moriega in.
[02:24:47.688 --> 02:24:49.270]  Our government put Mao Zedong in.
[02:24:49.350 --> 02:24:50.951]  Our government put Fidel Castro in.
[02:24:51.231 --> 02:24:52.232]  This is all admitted!
[02:24:54.074 --> 02:24:57.657]  And they do it over and over and over and over and over and over again.
[02:24:58.217 --> 02:25:00.679]  Creating crises to offer a solution.
[02:25:00.999 --> 02:25:02.741]  Regina in Pennsylvania, welcome.
[02:25:03.587 --> 02:25:06.750]  Hi Alex, I just want to stand up for the doctor there.
[02:25:07.010 --> 02:25:08.591]  I really feel for that man.
[02:25:08.631 --> 02:25:13.095]  He sounds like he's been trying to raise his family and he didn't get a chance to listen to you about the Patriot Act.
[02:25:13.835 --> 02:25:20.160]  And I just feel like in my heart that we need to pray for him and we are all so separated.
[02:25:20.501 --> 02:25:24.504]  When an individual goes down, he's just silenced and we don't hear from him again.
[02:25:25.494 --> 02:25:33.079]  Are you talking about the doctor last hour who the police admit did not threaten anybody, but they say complaining is an act of terrorism.
[02:25:33.119 --> 02:25:34.260]  It's actually in the newspaper.
[02:25:34.640 --> 02:25:37.202]  And he was arrested for complaining to the VA.
[02:25:37.762 --> 02:25:41.085]  Right, and I think this is just like this election here.
[02:25:41.105 --> 02:25:45.708]  You know, they're saying that the born-again Christians or whatever won an election.
[02:25:45.728 --> 02:25:48.209]  I think the pharmaceutical companies won an election.
[02:25:48.389 --> 02:25:51.972]  And you know, I thank the Lord for Tuck Baldwin exposing
[02:25:52.762 --> 02:25:55.165]  The confusion in the Specter mantra up here.
[02:25:55.205 --> 02:25:58.249]  If anybody wants to read that, go right for it.
[02:25:58.469 --> 02:25:59.390]  Don't waste your time.
[02:25:59.511 --> 02:26:02.254]  For those that just joined us, tell them about what Specter's doing.
[02:26:02.955 --> 02:26:11.606]  Well, Specter was supported by George Bush and Senator Rick Santorum, our great pro-family, pro-life, you know,
[02:26:12.168 --> 02:26:14.690]  Senator up here in Pennsylvania during the election.
[02:26:14.870 --> 02:26:19.032]  Specter is against a real conservative who is running against Specter.
[02:26:19.413 --> 02:26:27.198]  Specter is pro-abort, pro-everything, and Specter says he's going to block all the nominations if they're not pro-abort, and Bush loves him.
[02:26:27.838 --> 02:26:36.944]  Well, he also is for therapeutic clinic, which means that he's for, you know, using the human baby in research, and I believe I sent you some information from Children of God for Life.
[02:26:36.964 --> 02:26:39.826]  If you ever get a chance to look at that and get her on
[02:26:40.273 --> 02:26:43.335]  I think that's the real battle here concerning what happened in Pennsylvania.
[02:26:43.355 --> 02:26:48.979]  And then you had this, because the fetal tissue being in the vaccinations, they have shut us up on that.
[02:26:49.559 --> 02:26:50.940]  And she's bringing it out.
[02:26:51.060 --> 02:26:54.803]  I feel that we just have to bring and rally together because... Yeah, that's another thing.
[02:26:54.863 --> 02:26:58.125]  Dozens of these major vaccines are made out of dead babies for us.
[02:26:58.165 --> 02:26:58.866]  Right, right.
[02:26:58.906 --> 02:27:00.507]  And so Spectre was great for that.
[02:27:00.527 --> 02:27:05.230]  So you get the busy family people, all busy when we should be running after the free trade of the Americas.
[02:27:05.816 --> 02:27:08.817]  And the reason I'm calling is I wanted to try to get into this guy.
[02:27:08.837 --> 02:27:13.618]  I'm not sure how much John Hamill could help him, but John Hamill, are you familiar with him?
[02:27:13.638 --> 02:27:14.798]  I mean, he's one like you.
[02:27:14.838 --> 02:27:15.998]  He does his own research.
[02:27:16.559 --> 02:27:19.339]  Just call the doctor up and give him the advice, Regina.
[02:27:19.359 --> 02:27:19.959]  Thanks for the call.
[02:27:20.880 --> 02:27:28.281]  And speaking of that, I'm going to read part of this Kominsky article and part of that Baldwin article after we finish up with callers and hit some other news, because I never got to it yesterday.
[02:27:28.301 --> 02:27:28.741]  Stay with us.
[02:27:36.155 --> 02:27:39.165]  We're on the march, the empire's on the run.
[02:27:40.068 --> 02:27:42.756]  Alex Jones and the GCN Radio Network.
[02:27:46.428 --> 02:27:53.393]  If you're interested in saving money on your prescription drugs, call Canada right now and talk to a pharmacist to save your money.
[02:27:53.613 --> 02:27:57.596]  You can talk to a real pharmacist at Granville Pharmacy in Vancouver at 1-877-766-1666.
[02:27:57.616 --> 02:28:04.520]  You can save up to 50% on your prescription medications.
[02:28:04.660 --> 02:28:09.704]  If you're looking to save money on your prescription medications, you can call Canada right now at 1-877-766-1666.
[02:28:15.561 --> 02:28:15.841]  U.S.
[02:28:15.881 --> 02:28:16.942]  Gold and Silver Coins.
[02:28:17.022 --> 02:28:18.143]  Tired of guessing what they are?
[02:28:18.303 --> 02:28:19.064]  Which are collectible?
[02:28:19.124 --> 02:28:19.844]  Which are bullion?
[02:28:19.904 --> 02:28:22.046]  Get your answers where the experts get theirs.
[02:28:22.366 --> 02:28:24.527]  The 2005 Red Book Guide to U.S.
[02:28:24.567 --> 02:28:24.948]  Coins.
[02:28:25.148 --> 02:28:30.892]  As a special offer, Midas Resources will send you a 2005 Red Book and a Genuine Silver Dollar for only $22.95.
[02:28:30.972 --> 02:28:32.013]  Call Midas today at 800-686-2237.
[02:28:32.053 --> 02:28:32.793]  Learn what real money is.
[02:28:32.813 --> 02:28:33.394]  Feel real money.
[02:28:33.414 --> 02:28:35.535]  Get your 2005 Red Book and Genuine Silver Dollar today at 1-800-686-2237.
[02:28:45.686 --> 02:28:50.290]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[02:28:50.510 --> 02:28:54.953]  It provides you with purified water, light, power, and communications ability.
[02:28:55.133 --> 02:29:09.144]  The Security Pack includes a Berkey Light Water Purifier, an LED Base, two Berkey Sport Filtration Bottles, the Berkey Battery Adapter, the Berkey MP Solar Charger, as well as a backup set of two Black Berkey Purification Elements.
[02:29:09.384 --> 02:29:28.580]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies and cell phones, as well as power for small applications.
[02:29:28.800 --> 02:29:32.403]  Get the one-stop solution for your emergency and everyday needs.
[02:29:32.563 --> 02:29:33.804]  The Berkey Security Pack.
[02:29:33.984 --> 02:29:35.205]  A retail value of $518 for only $399.
[02:29:38.067 --> 02:29:39.571]  By calling New Millennium at 888-803-44448.
[02:29:39.591 --> 02:29:40.753]  Not yet available in Iowa.
[02:29:46.508 --> 02:29:54.671]  You love your pet, and when your dog or cat starts to suffer from the debilitating effects of arthritis, you want to do everything possible to bring back their energy and spirit.
[02:29:54.891 --> 02:30:02.194]  Now, both you and your pet can benefit from a revolutionary natural approach to overcoming arthritic problems induced by aging with Pet Wonder.
[02:30:02.354 --> 02:30:11.518]  Pet Wonder contains glucosamine sulfate, chondroitin sulfate, and shark cartilage, the three top natural ingredients for fighting arthritic problems, particularly inflammation and pain.
[02:30:11.758 --> 02:30:19.165]  Pet Wonder has no side effects, caused a fraction of many pharmaceutical or veterinarian procedures, and results are often seen in just a few days.
[02:30:19.446 --> 02:30:24.751]  Pet Wonder can help change the degeneration of your pet's health and rejuvenate both its health and happiness.
[02:30:24.911 --> 02:30:27.293]  Your pet will thank you for the added energy and spirit.
[02:30:27.473 --> 02:30:28.034]  Call 800-882-PETWONDER.
[02:30:29.555 --> 02:30:32.477]  3213 for more information or to order Pet Wonder.
[02:30:32.638 --> 02:30:36.821]  It will turn your pet into the puppy or kitten it once was.
[02:30:36.921 --> 02:30:41.044]  Call 800-882-3213 today or visit the web at PetWonder.com.
[02:30:41.164 --> 02:30:42.825]  That's PetWonder.com.
[02:30:46.788 --> 02:30:51.892]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:30:52.592 --> 02:30:54.834]  Because there's a war on for your mind.
[02:30:56.053 --> 02:30:59.276]  Dave in Maryland, your calls are coming up after I finish this news.
[02:31:00.637 --> 02:31:01.778]  And that'll be it for calls.
[02:31:01.838 --> 02:31:02.979]  Always enjoy all your calls.
[02:31:03.099 --> 02:31:04.840]  Gotta make some time for the news here.
[02:31:05.361 --> 02:31:06.381]  We haven't gotten to yet.
[02:31:07.142 --> 02:31:09.024]  This is from the FDA website.
[02:31:09.144 --> 02:31:12.807]  It's on infowars.com and prisonplanet.tv.
[02:31:12.827 --> 02:31:17.470]  FDA announcing major initiatives for dietary supplements.
[02:31:18.131 --> 02:31:24.396]  In the coming 12 months we will be under a level of attack that we haven't seen since the early 90s when Bill Clinton raided
[02:31:25.299 --> 02:31:28.440]  Hundreds of vitamin sellers with armed police.
[02:31:28.940 --> 02:31:37.884]  We're going to have to fight for the domestic front as well as the international front if we wish to maintain our access to dietary supplements, which have already been banned in many areas of Europe.
[02:31:38.444 --> 02:31:47.688]  Many of the avenues by which the FDA will be attacking in the coming year will be via pharma-created loopholes in the Dietary Supplement Health Act and Education Act of 1994.
[02:31:50.020 --> 02:31:53.849]  They've got a link to the FDA, and I went and read it this morning, and they're going to do it again.
[02:31:53.989 --> 02:31:59.342]  Try to shut down the most basic of vitamin sales, so go check that out.
[02:32:00.425 --> 02:32:03.988]  Interesting little article here out of Local 6 News out of Miami.
[02:32:04.469 --> 02:32:08.112]  Liquified heroin discovered in fruit juice boxes in Florida.
[02:32:08.552 --> 02:32:15.898]  Nearly 100 fruit juice boxes containing liquid heroin were intercepted Wednesday in a shipment from Columbia, federal officials say.
[02:32:16.419 --> 02:32:17.400]  It was called HIT.
[02:32:18.100 --> 02:32:20.042]  You get a HIT, kill you if you drank it.
[02:32:21.008 --> 02:32:27.210]  And the juice boxes were part of a private shipment that wasn't destined for the United States food supply.
[02:32:27.270 --> 02:32:32.351]  Immigration and Customs Enforcement agents said the juice would be deadly if consumed.
[02:32:33.352 --> 02:32:33.672]  Yes.
[02:32:34.632 --> 02:32:39.774]  Hillary's friends are saying that her presidential bid is already heating up.
[02:32:39.874 --> 02:32:44.055]  The ink was barely dry on John Kerry's concession speech when Hillary Clinton
[02:32:44.998 --> 02:32:47.960]  Again, laying the groundwork for her own presidential bid.
[02:32:48.100 --> 02:32:50.361]  Clinton insiders have told U.S.
[02:32:50.441 --> 02:32:51.621]  News and World Report.
[02:32:52.182 --> 02:32:59.325]  Associates say that she already has organized a team to target fundraising prospects, create voter lists, and draw up campaign agenda.
[02:32:59.626 --> 02:33:01.647]  The magazine reports in this week's edition.
[02:33:02.687 --> 02:33:05.729]  And that's who you're going to have running against Arnold Schwarzenegger.
[02:33:06.849 --> 02:33:12.172]  And then conservatives will go, well, most of us are against Arnold being president, but he's better than Hillary.
[02:33:16.203 --> 02:33:29.693]  Just absolutely amazing to see the type of things that they're doing, the type of things that they're setting up and that they're getting away with.
[02:33:31.154 --> 02:33:42.203]  And I just hope that everybody out there realizes that a choice between Arnold Schwarzenegger and a choice between Hillary Clinton is no choice at all.
[02:33:44.887 --> 02:33:46.528]  Continuing here with the news.
[02:33:46.548 --> 02:33:48.969]  This is out of the New Zealand Herald.
[02:33:49.149 --> 02:33:52.051]  Fingerprint protest worker fired.
[02:33:53.791 --> 02:33:55.272]  And more and more people call this show.
[02:33:55.292 --> 02:33:57.953]  Work at department stores, grocery stores, banks.
[02:33:58.854 --> 02:34:01.115]  Everywhere you have to thumb scan to clock in.
[02:34:01.775 --> 02:34:05.817]  And then next it's going to be you have to thumb scan to activate your national ID card.
[02:34:05.837 --> 02:34:07.518]  That's the admitted federal plan.
[02:34:07.918 --> 02:34:13.181]  David Barnes has fortified his job at an Auckland printing works.
[02:34:14.289 --> 02:34:14.830]  Fortified.
[02:34:15.110 --> 02:34:16.591]  I can't seem to read, folks.
[02:34:16.951 --> 02:34:27.340]  David Barnes has forfeited his job at an Auckland Printing Works rather than become a marked commodity by surrendering his fingerprints to his employer.
[02:34:29.322 --> 02:34:33.346]  And if just 10% of us would say no, folks, and start suing, they wouldn't be able to do this.
[02:34:34.627 --> 02:34:37.870]  Where does it all end, he said yesterday, of his dismissal as a
[02:34:39.540 --> 02:34:42.381]  Maintenance Engineer for P.M.P.
[02:34:42.801 --> 02:34:44.521]  Print in Worry.
[02:34:45.342 --> 02:34:54.204]  Ultimately, we'll be no more than producers and consumers in an extremely regulated Big Brother society that I don't wish to be a part of.
[02:34:54.884 --> 02:35:07.448]  Mr. Barnes 52 was sacked last month for alleged serious misconduct for refusing to allow his fingerprints to be scanned into a machine for identification when clocking on and off.
[02:35:08.607 --> 02:35:12.811]  He said this would have violated his religious and ethical beliefs.
[02:35:13.792 --> 02:35:29.206]  About 30% of the 160 or so staff at the site have been similarly reluctant to provide their prints, he said, but although another man quit, the rest gave in after what he claimed was merely token resistance by their union, of which he is not a member.
[02:35:32.305 --> 02:35:34.806]  I've talked to H-E-B employees here in Austin.
[02:35:34.826 --> 02:35:43.730]  By the way, H-E-B food stores in Houston and College Station and some of the stores three years ago, when you go to the self-checkout, they have a thumb scanner there and you have to do that.
[02:35:43.750 --> 02:35:47.671]  I have a clip of that from the news in Police State 3 Total Enslavement.
[02:35:50.292 --> 02:35:52.053]  And it hooks into the driver's license database.
[02:35:52.233 --> 02:35:58.836]  But they're starting all over the state, it's the biggest chain here in the state, making their employees do it.
[02:36:00.453 --> 02:36:04.617]  And we've had a lot of employees who are listeners, including high-level managers who refused.
[02:36:05.038 --> 02:36:09.442]  They give them a waiver form, but then they start getting demoted later.
[02:36:11.424 --> 02:36:13.606]  So it's just amazing.
[02:36:15.868 --> 02:36:19.791]  And you know, if they sell it, it's got, you know, this will stop fraud clocking in and out.
[02:36:20.993 --> 02:36:24.356]  Well, they could have it where the thing took a digital photo of you for the records.
[02:36:25.954 --> 02:36:26.914]  Just as quick and easy.
[02:36:27.375 --> 02:36:33.477]  No, they want that thumbprint because of the new national sales tax that Karl Rove has now been on Meet the Press proposing.
[02:36:34.757 --> 02:36:36.758]  You know, Bush is going to fix the income tax.
[02:36:36.818 --> 02:36:38.718]  Yeah, keep the income tax, but lower it.
[02:36:38.999 --> 02:36:45.881]  Give you a new national sales tax that brings federal control into every single business in the country.
[02:36:46.281 --> 02:36:48.682]  And tracks and traces what you buy, what you sell, what you do.
[02:36:49.798 --> 02:36:56.182]  You'll have to swipe your card and thumbprint, because quote, the poor people can't pay sales tax, so it's going to be a graduated sales tax.
[02:36:56.582 --> 02:37:05.768]  That's the official plan, but my praise goes to this gentleman over there in Kiwiland.
[02:37:07.229 --> 02:37:10.571]  Ashcroft may be first of cabinet chiefs to leave.
[02:37:10.651 --> 02:37:13.712]  This is out of the Associated Press.
[02:37:13.732 --> 02:37:16.174]  Attorney General John Ashcroft, who
[02:37:17.086 --> 02:37:22.007]  Use of tough tactics to fight terrorism has made him a lightning rod for critics of the Bush administration.
[02:37:22.327 --> 02:37:23.648]  He's expected to step down soon.
[02:37:23.728 --> 02:37:33.950]  Aides said last week Ashcroft could depart before Bush is inaugurated, January 20th, for a second term, making him among the first cabinet officials to depart.
[02:37:34.670 --> 02:37:43.392]  Aides has spoken on a condition of anonymity, cautioned that Ashcroft hasn't submitted his formal resignation, and said that if Bush asks him, he might remain for a while.
[02:37:46.523 --> 02:37:51.964]  And no word yet on who we could see as the replacement.
[02:37:52.004 --> 02:37:56.285]  But again, Bill Clinton did this, Bush is probably going to do this.
[02:37:56.925 --> 02:38:04.827]  People who become unpopular, they just give you new people so you have to learn their names and then have to build up resistance to the personality again.
[02:38:05.147 --> 02:38:06.688]  But Ashcroft is just a puppet.
[02:38:06.768 --> 02:38:08.028]  Ashcroft ran nothing.
[02:38:09.139 --> 02:38:18.907]  And Ashcroft's a member of the Brotherhood, this bizarre so-called Christian organization that believes in the teachings of Frederick Nietzsche, who is an avowed Satanist.
[02:38:20.168 --> 02:38:23.150]  Now that's, by the way, been in Harper's Magazine and other publications.
[02:38:23.270 --> 02:38:25.132]  It's a bizarre cult.
[02:38:26.853 --> 02:38:32.077]  A winning team, a New World Order, Sydney Morning Herald, talks about Bush's New World Order.
[02:38:33.619 --> 02:38:34.559]  Here's another article.
[02:38:34.680 --> 02:38:37.482]  This is out of the Cincinnati Inquirer.
[02:38:38.536 --> 02:38:42.237]  And every time I say the Inquirer, I get emails going the National Inquirer.
[02:38:42.557 --> 02:38:45.078]  No, there are hundreds of papers called the Inquirer.
[02:38:45.498 --> 02:38:46.479]  I'm not talking down.
[02:38:46.539 --> 02:38:51.901]  Most of the listeners know this, but the National Inquirer is not the Cincinnati Inquirer.
[02:38:52.261 --> 02:38:54.862]  It's the respected daily paper of Cincinnati.
[02:38:58.043 --> 02:39:01.924]  Alone in Ohio, officials cited homeland security.
[02:39:03.144 --> 02:39:05.185]  Cited concerns about potential terrorism.
[02:39:05.225 --> 02:39:07.786]  Warren County officials locked down the
[02:39:08.647 --> 02:39:15.590]  County administration building on election night and blocked anyone from observing the vote count as the nation awaited Ohio's returns.
[02:39:15.950 --> 02:39:19.091]  And it turns out Kerry did win the state.
[02:39:19.111 --> 02:39:21.512]  400,000 challenged provisional ballots.
[02:39:22.073 --> 02:39:23.493]  They told you it was 170.
[02:39:23.793 --> 02:39:25.194]  Bush won by a little over 100,000.
[02:39:25.554 --> 02:39:27.595]  Most of those were Democratic votes.
[02:39:27.915 --> 02:39:28.895]  Kerry would have won.
[02:39:29.636 --> 02:39:31.176]  Same stuff happened in New Mexico.
[02:39:31.657 --> 02:39:32.457]  Again, folks,
[02:39:33.146 --> 02:39:34.389]  Kerry wasn't meant to win.
[02:39:34.689 --> 02:39:35.731]  Kerry didn't challenge.
[02:39:35.792 --> 02:39:36.693]  Kerry capitulated.
[02:39:36.954 --> 02:39:40.020]  By me stating the truth, it doesn't mean I'm for Kerry.
[02:39:40.060 --> 02:39:41.383]  It just means I'm stating the facts.
[02:39:42.485 --> 02:39:43.708]  It doesn't matter who won.
[02:39:45.491 --> 02:39:56.097]  County officials say they took the action Tuesday night for Homeland Security, although state elections officials said they don't know of any other Ohio County that closed off its elections board.
[02:39:56.177 --> 02:40:00.039]  Many organizations protested, saying it violated the law and the public's rights.
[02:40:00.439 --> 02:40:11.625]  The Warren results, delayed for hours because of long lines that extended voting, passed the schedule, closed the polls, were part of the latest tallies that helped clench President Bush's election.
[02:40:12.326 --> 02:40:12.866]  So, these are
[02:40:13.607 --> 02:40:14.568]  They locked it down.
[02:40:14.608 --> 02:40:19.831]  It usually goes Democrat, but after the special tampering, suddenly he got a lot of extra needed votes out of that.
[02:40:23.233 --> 02:40:28.917]  The lawyer for the Inquirer said this is a process that should be done in complete transparency, and it wasn't.
[02:40:29.878 --> 02:40:32.960]  But the emergency management head said it's to fight terror.
[02:40:34.781 --> 02:40:36.262]  Everything is to fight terror now.
[02:40:38.869 --> 02:40:51.403]  Let me read just quickly, and I will get to these two final calls, but let me just re-read this because I kind of sped over it yesterday and I'm told we have one of those twice yearly satellite hiccups while I was reading this, so I want to get this out.
[02:40:52.765 --> 02:40:54.106]  This is Chuck Baldwin.
[02:40:55.988 --> 02:41:00.193]  Christians and conservatives can go back to sleep now because the boogeyman is gone.
[02:41:00.916 --> 02:41:10.823]  On November 2nd, millions of evangelical Christians and social conservatives awakened from their traditional four-year hibernation just in time to re-elect President George W. Bush.
[02:41:11.184 --> 02:41:12.865]  What horrid event awakened them?
[02:41:13.185 --> 02:41:16.167]  It was the presence of a big bad boogeyman named John Kerry.
[02:41:16.748 --> 02:41:18.669]  Boogeyman Kerry was a dreadful monster.
[02:41:18.709 --> 02:41:19.430]  He drank blood.
[02:41:20.385 --> 02:41:22.307]  He bit the heads off of birds.
[02:41:22.327 --> 02:41:23.368]  He mutilated animals.
[02:41:23.628 --> 02:41:25.489]  He huffed and puffed and blew down houses.
