[00:00:00.792 --> 00:00:01.395]  Sunday Night!
[01:11:37.351 --> 01:11:39.453]  And so their whole program is falling apart.
[01:11:39.833 --> 01:11:42.155]  But we've got to continue to push it over the top.
[01:11:45.981 --> 01:11:58.271]  Neil Oliver said in that clip we played earlier, he's like, listen, as populists, as conservatives, as Christians, as constitutionalists, as normal people, we want to just move on to the next thing.
[01:11:58.291 --> 01:11:59.012]  We're not victims.
[01:11:59.032 --> 01:12:00.433]  We don't want to whine all day about something.
[01:12:00.793 --> 01:12:07.919]  Well, you better understand that if we don't expose the globalists, they're going to bring back a new lockdown, a new virus, new forced shots.
[01:12:08.339 --> 01:12:11.122]  If you don't expose the climate change people, they never go away.
[01:12:13.459 --> 01:12:18.102]  You've got to hammer it, and hammer it, and hammer it, and hammer it.
[01:12:18.202 --> 01:12:27.368]  I could sit here on this show, and I could play you 50 crime videos we've got that are incredible, that are horrifying, but entertaining.
[01:12:27.708 --> 01:12:28.489]  If it bleeds, it leads.
[01:12:29.009 --> 01:12:36.474]  And I'd probably have more viewers if I just showed you all the black shooters this week that did mass shootings that the media covered up.
[01:12:37.304 --> 01:12:43.168]  And I'm not against black folks, but it's important to show whites aren't the main group doing it, the media is lying, why are young black males doing this?
[01:12:43.308 --> 01:12:56.717]  It's interesting, it helps some, but it's not really what I'm covering because I'm getting into cutting off the power, opening the borders, starting World War III, pedophilia, attacking the family, the big globalist operations.
[01:12:57.077 --> 01:13:07.861]   Because as bad as it is in the last week that young black mass shooters have killed over 100 people, A hundred people compared to thousands this week that died of fentanyl.
[01:13:09.041 --> 01:13:11.362]  See, I look at things like, what's really killing people?
[01:13:13.203 --> 01:13:15.924]  For three years, they cut off the third world's operations.
[01:13:15.964 --> 01:13:16.924]  They cut off their energy.
[01:13:17.505 --> 01:13:20.146]  They killed 80 plus million people with starvation, the UN admits.
[01:13:20.426 --> 01:13:22.247]  Now they're flooding us with the survivors.
[01:13:23.327 --> 01:13:25.888]  Why don't we talk about the 80 plus million dead from starvation?
[01:13:26.348 --> 01:13:28.909]  Why don't we talk about the 35 million dead from the poison shots?
[01:13:28.949 --> 01:13:29.950]  New numbers came out a month ago.
[01:13:31.442 --> 01:13:32.923]  Why don't you talk about Palestine?
[01:13:33.343 --> 01:13:35.164]  Okay, they've killed 50,000 people.
[01:13:35.184 --> 01:13:39.247]  I think Israel's gotten out of hand and created Hamas and stood down.
[01:13:39.327 --> 01:13:40.148]  It's a staged event.
[01:13:40.168 --> 01:13:40.628]  That's wrong.
[01:13:40.988 --> 01:13:42.589]  Okay, 20,000 dead kids.
[01:13:42.950 --> 01:13:44.311]  I'm really concerned about them.
[01:13:44.531 --> 01:13:45.892]  Let's per capita talk about it.
[01:13:46.412 --> 01:13:56.779]  If we're talking about the 35 million dead people, millions of them kids, I should give that hours per show and what's happening in Israel, 10 seconds.
[01:13:57.947 --> 01:14:02.211]  But see, they want us covering what they want us to cover.
[01:14:03.332 --> 01:14:04.833]  Sorry for the 20,000 dead kids.
[01:14:05.394 --> 01:14:06.815]  Sorry for the 10,000 dead women.
[01:14:09.978 --> 01:14:11.980]  The issue is, why is it on every channel?
[01:14:12.040 --> 01:14:24.171]  Because they want me focused on that instead of the poison shots, the energy being cut off, the fertilizer being cut off, the food shortages worldwide, the UN bases with replacement migration to flood the West.
[01:14:25.782 --> 01:14:30.224]  They want us focused on that, and they want us focused on that alone.
[01:14:30.564 --> 01:14:35.266]  So you have to ask yourself, when you're being told to focus on something, why are they doing it?
[01:14:35.586 --> 01:14:36.426]  My job is easy.
[01:14:37.346 --> 01:14:42.288]  I look at whatever's killing the most people, that we can stop, and I expose that first.
[01:14:43.129 --> 01:14:50.551]  And I spend way more time per capita on the Palestinians and all the rest of it, just because I know that's what you're focused on.
[01:14:50.571 --> 01:14:54.473]  But again, ask yourself, why are you only focused on that?
[01:14:56.792 --> 01:15:03.016]  And I focus a lot on World War III, which we're basically already into, because it could kill 90% of us, or more.
[01:15:04.377 --> 01:15:12.982]  I mean, I'm focused on, from my own research, my own intellectual understanding, my own geopolitical acumen, what is really important.
[01:15:13.782 --> 01:15:17.725]  And that's why the CIA tunes in, and they're like, get this son of a bitch off air.
[01:15:18.125 --> 01:15:27.198]   Because if the other government leaders start listening, which they are, and if all the other big talk show hosts start listening, which they are, I don't just know they listen.
[01:15:27.518 --> 01:15:29.019]  I talk to people every day.
[01:15:29.039 --> 01:15:31.119]  Do you name them?
[01:15:32.299 --> 01:15:34.880]  Think of the top 20 populist talk show hosts in the world.
[01:15:37.001 --> 01:15:38.741]  Think about the leaders of movements in Europe.
[01:15:38.801 --> 01:15:39.161]  Think about them.
[01:15:39.241 --> 01:15:39.701]  I talk to them.
[01:15:41.062 --> 01:15:45.023]  And when I talk to them, I say, hey, I know you're smart and I know you know all this.
[01:15:45.423 --> 01:15:48.663]  We're going to lose civilization if you don't stand up and if you don't fight back.
[01:15:49.204 --> 01:15:50.124]  This isn't about credit.
[01:15:50.164 --> 01:15:52.524]  It's not about who.
[01:15:52.604 --> 01:16:05.743]   And Elon Musk has come out and said just last week, Chair must act, that there is an extinctionist death cult that wants to destroy humanity.
[01:16:07.746 --> 01:16:11.412]  And that the death cult must be stopped if they want to depopulate us.
[01:16:12.631 --> 01:16:17.214]  How big is that, that Elon Musk sounds just like Alex Jones?
[01:16:17.254 --> 01:16:25.399]  See, the issues we were covering in the wilderness a decade ago, 20 years ago, 30 years ago, were little niche things, but they weren't niche things.
[01:16:25.459 --> 01:16:28.941]  They were the big, central, real issues.
[01:16:29.121 --> 01:16:29.722]  I was right.
[01:16:33.744 --> 01:16:51.880]   And so, if the public begins to care about this, If the public begins to understand this, if the public begins to see what the New World Order is doing, then they'll recognize each globalist attack and then it's game over for them.
[01:16:53.021 --> 01:17:02.146]  Because there's thousands of flavors of political systems and ideologies and side issues and, you know, I could talk about, and I love Jason Bermas, but he was on the show Friday.
[01:17:04.189 --> 01:17:05.130]  Or was it Thursday?
[01:17:05.150 --> 01:17:09.534]  He did an hour on Conor McGregor and is he raping women?
[01:17:11.656 --> 01:17:18.662]  He did an hour a few years ago and I called him up and I said, dude, I'm not covering up rape, but we're not a tabloid channel.
[01:17:20.404 --> 01:17:25.829]  You don't think I couldn't cover Conor McGregor or I couldn't cover Hollywood?
[01:17:26.793 --> 01:17:29.035]  And have a bunch of viewers?
[01:17:29.656 --> 01:17:31.357]  It does nothing!
[01:17:31.517 --> 01:17:33.279]  It does nothing!
[01:17:33.599 --> 01:17:39.144]  But people have their weird fetishes for the UFC, and they kind of make a stir in the UFC, and I'm not mad at Jason.
[01:17:39.505 --> 01:17:40.826]  It's just that that's not my show!
[01:17:41.687 --> 01:17:42.547]  That's not what we're doing!
[01:17:42.747 --> 01:17:50.915]  We're trying to stop nuclear war, and the next big virus, and the open borders, and the fentanyl, and the mass pedophilia, and the mass castration of children.
[01:17:53.860 --> 01:17:57.824]  Instead we get one hour on Conor McGregor.
[01:17:58.144 --> 01:18:01.788]  What's wrong with you, Jason, that you're focused on Conor McGregor?
[01:18:03.908 --> 01:18:17.118]  I watched it this weekend, 45 minutes of it, about this woman, and this woman, and that, and I'm like, okay, okay, on a scale of things, let's say he did, let's say Conor McGregor raped 20 women.
[01:18:17.378 --> 01:18:19.560]  I don't know that, whatever, it's all a big tabloid thing.
[01:18:19.940 --> 01:18:24.324]  Okay, okay, he raped some women, alright, that's down there, that's an important point, we need to focus a lot of time on that.
[01:18:24.784 --> 01:18:26.145]  Okay, and the Israelis killed 50,000 people.
[01:18:27.970 --> 01:18:29.211]  Okay, and a bunch of them were kids.
[01:18:29.251 --> 01:18:29.991]  Okay, that's here.
[01:18:30.051 --> 01:18:32.552]  And then Fentanyl killed 150,000 this year.
[01:18:33.012 --> 01:18:33.593]  That's down here.
[01:18:33.613 --> 01:18:36.674]  And then we've got vaccines killed 35 million.
[01:18:36.714 --> 01:18:37.394]  That's up here.
[01:18:37.414 --> 01:18:39.715]  And then World War III killed everybody.
[01:18:39.755 --> 01:18:40.896]  That's way up here.
[01:18:41.696 --> 01:18:44.217]  And the economy and the dollar dying, that's way up here.
[01:18:45.218 --> 01:18:55.068]   And I'm just like, The thing is, I love the other talk shows we have, but I think at a certain point, I'm just going to do my own show.
[01:18:55.088 --> 01:18:56.410]  In fact, I'll announce it now.
[01:18:57.070 --> 01:19:05.317]  I love all the other hosts, I love them all, but what I don't want is, I have to sit there and then worry about what they say and what they do instead of me.
[01:19:06.098 --> 01:19:07.839]  I want to cover stopping World War III.
[01:19:08.500 --> 01:19:15.166]  I want to cover three, five, excuse me, ballistic missiles blowing up beaches and killing Russians today.
[01:19:16.969 --> 01:19:23.535]  I think China announcing that they may invade Taiwan in the next three months, I think that's a big deal.
[01:19:24.456 --> 01:19:26.338]  I think GMO in our food is a big deal.
[01:19:26.638 --> 01:19:28.240]  I think glyphosate in our food is a big deal.
[01:19:28.500 --> 01:19:29.802]  And I'm not attacking Jason.
[01:19:30.182 --> 01:19:30.843]  I love Jason Burmess.
[01:19:30.863 --> 01:19:31.924]  I've known him for 18 years.
[01:19:34.850 --> 01:19:39.912]  The point is, I just can't get excited about Dancing With The Stars.
[01:19:40.693 --> 01:19:46.416]  I just can't get excited about what some UFC fighter does because it doesn't matter.
[01:19:46.656 --> 01:19:47.676]  I've been invited to the UFC.
[01:19:47.936 --> 01:19:51.078]  I've been invited to stand around and everybody screams for me and everything.
[01:19:51.098 --> 01:19:55.180]  Maybe I should do it, but at a certain level, it's like not where I am, people.
[01:19:56.656 --> 01:19:57.837]  And I'm getting into philosophy here.
[01:19:57.857 --> 01:19:59.458]  We'll go to break and come back and cover it.
[01:19:59.478 --> 01:19:59.858]  You know what?
[01:20:00.158 --> 01:20:03.400]  We'll cover Conor McGregor on the rest of my show forever.
[01:20:03.540 --> 01:20:04.561]  It's all we're going to cover.
[01:20:04.741 --> 01:20:07.603]  And when the nuclear bombs are raining down, we'll talk about Conor McGregor.
[01:20:08.343 --> 01:20:10.084]  Did he pull a girl's pants down in a hotel room?
[01:20:11.725 --> 01:20:12.126]  Seriously?
[01:20:15.588 --> 01:20:19.971]  So, we're told to focus on Conor McGregor and on Israel.
[01:20:21.334 --> 01:20:22.816]  Because the media tells us to.
[01:20:23.296 --> 01:20:25.119]  I'm saying, what are the big issues?
[01:20:25.579 --> 01:20:27.001]  What are the big things we face?
[01:20:27.181 --> 01:20:29.344]  That's what I'm trying to say.
[01:20:29.724 --> 01:20:30.806]  This is my show.
[01:20:31.166 --> 01:20:32.468]  This is what I want to cover.
[01:20:33.629 --> 01:20:34.130]  And I get it.
[01:20:34.489 --> 01:20:40.319]   All the other talk show hosts, they can go off somewhere else, host another show, and talk about the UFC till their
[01:20:40.319 --> 01:20:40.889]  eyes bleed.
[01:20:40.889 --> 01:20:56.289]  Alright, I'm not gonna rant anymore about...
[01:20:56.289 --> 01:21:00.889]   87 million people starved to death in the three years of the lockdown.
[01:21:00.940 --> 01:21:02.841]  UN's own report, nobody talks about it.
[01:21:03.381 --> 01:21:06.962]  The UN begs for money to feed people they're starving with the lockdown.
[01:21:07.002 --> 01:21:08.463]  The virus didn't do it, the lockdown did it.
[01:21:08.763 --> 01:21:09.863]  Nobody cares 87 million.
[01:21:10.884 --> 01:21:18.406]  If a big asteroid was coming towards the earth and we knew it was going to hit us in six months, we're going to launch missiles, launch stuff to knock it off course, blow it up?
[01:21:19.006 --> 01:21:20.607]  No, let's just talk about Conor McGregor.
[01:21:21.798 --> 01:21:24.940]  And we're on the verge of nuclear war with Russia.
[01:21:25.041 --> 01:21:26.482]  Every mainline analyst agrees.
[01:21:28.123 --> 01:21:32.486]  So it's not some hypothetical asteroid.
[01:21:34.608 --> 01:21:36.830]  It's the real deal happening.
[01:21:36.950 --> 01:21:39.472]  I'm just saying, what are our priorities?
[01:21:39.492 --> 01:21:44.776]  They're going to try to steal the election to stop Trump, who will end the war overnight by cutting off U.S.
[01:21:44.796 --> 01:21:47.017]  funding in Ukraine.
[01:21:48.038 --> 01:21:51.179]  That is the big, and all I'm saying is we need priorities.
[01:21:51.199 --> 01:21:52.360]  Let me explain something.
[01:21:52.380 --> 01:22:00.963]  I can get up here, like I said, and show you fight videos, and crime videos, and sports videos, and have an incredibly successful show.
[01:22:01.303 --> 01:22:04.744]  I can show you clips of bikini models, and believe me, I like it.
[01:22:06.024 --> 01:22:07.305]  I screw around sometimes and do it.
[01:22:08.570 --> 01:22:14.776]  But all I'm saying is can we get our heads screwed on straight and focus on the real issue?
[01:22:15.037 --> 01:22:20.876]   Because unlike a hypothetical giant asteroid that's about to hit the earth and cause the extinction like with the
[01:22:20.876 --> 01:22:27.726]   dinosaurs Nuclear war is a real thing that is now not a possibility
[01:22:27.726 --> 01:22:38.476]   but a probability And I'm not gonna sit here when I got four children
[01:22:38.476 --> 01:22:48.476]  [BLANK_AUDIO]
[01:22:39.664 --> 01:22:42.586]  I love your kids as much as mine because they're going to live in the world with your kids.
[01:22:43.306 --> 01:22:44.266]  I'm not going to sit here.
[01:22:44.286 --> 01:22:46.708]  I mean, I can give you, you know what?
[01:22:46.788 --> 01:22:48.509]  I might actually do it as a test just to show you.
[01:22:49.029 --> 01:22:53.831]  I could come in here tomorrow and every two minutes play another incredible clip, give analysis.
[01:22:53.871 --> 01:22:55.172]  It'll be entertaining as hell.
[01:22:55.432 --> 01:22:56.433]  You'll be riveted to it.
[01:22:56.473 --> 01:22:57.213]  It'll be amazing.
[01:22:57.894 --> 01:22:58.614]  But I refuse to do it.
[01:23:00.984 --> 01:23:02.665]  Because it's a lie, folks.
[01:23:03.385 --> 01:23:09.548]  I refuse to spend more than 5% of our time on Palestine, and I'm sad for what's happening, and it's terrible.
[01:23:09.968 --> 01:23:10.268]  50,000 dead.
[01:23:11.189 --> 01:23:14.270]  What about the 80-plus million dead from starvation with the COVID lockdown?
[01:23:14.810 --> 01:23:18.112]  What about, again, the hundreds of thousands of fentanyl deaths a year?
[01:23:18.572 --> 01:23:20.373]  What about all the transgender surgeries?
[01:23:20.433 --> 01:23:23.615]  What about all this real stuff going on?
[01:23:24.055 --> 01:23:25.235]  And veterans sleeping on the street.
[01:23:25.515 --> 01:23:28.217]  Nobody wants to talk about all this stuff that's killing us.
[01:23:29.413 --> 01:23:32.054]  and they out of control inflation.
[01:23:32.054 --> 01:23:39.773]  And I'm just saying, how do we set priorities here?
[01:23:39.773 --> 01:23:49.773]  [BLANK_AUDIO]
[01:23:40.997 --> 01:23:42.397]  Because I can do a tabloid show all day.
[01:23:43.057 --> 01:23:43.917]  I can become the Daily Mail.
[01:23:46.518 --> 01:23:47.018]  Not going to do it.
[01:23:48.339 --> 01:23:54.320]  And so, by extension, my broadcasts are not going to be that.
[01:23:58.546 --> 01:24:01.985]   I'm not trying to make waves and impress some people in the UFC.
[01:24:01.985 --> 01:24:09.586]  I know how these people's brains work.
[01:24:09.835 --> 01:24:10.575]  That's what's so frustrating.
[01:24:10.595 --> 01:24:11.496]  I'm going to stop right now.
[01:24:12.317 --> 01:24:13.678]  I'm obsessing on that one point.
[01:24:14.378 --> 01:24:27.789]  It's just... What does one lunatic, Conor McGregor, who's obviously completely out of his mind, on a complete power trip, what does that matter in the scheme of things?
[01:24:29.485 --> 01:24:32.107]  If he was sent to Mars tomorrow, does that stop World War III?
[01:24:32.127 --> 01:24:32.567]  No, it doesn't.
[01:24:34.388 --> 01:24:34.949]  That's my point.
[01:24:35.309 --> 01:24:37.050]  Like, we're in a lot of trouble, folks.
[01:24:38.011 --> 01:24:41.953]  The big banks are going under, regional banks are going under, the dollar's being dumped.
[01:24:42.274 --> 01:24:48.498]  I mean, I know what it means if we lose the dollar, which is a horrible globalist system, but we lose it, we're effed.
[01:24:51.019 --> 01:24:57.404]  And I just, I'm just, our politicians aren't serious, the public's not serious, we're not serious.
[01:24:58.274 --> 01:24:59.435]  Let me tell you who is serious though.
[01:25:01.716 --> 01:25:02.357]  Look at these articles.
[01:25:02.557 --> 01:25:03.778]  We'll put the hero on screen.
[01:25:04.939 --> 01:25:06.180]  I should be talking about this guy every day.
[01:25:06.860 --> 01:25:08.101]  Because this is who he should be like.
[01:25:08.361 --> 01:25:11.784]  And they're trying to put him in prison for 10 years because of what he's done.
[01:25:11.844 --> 01:25:15.283]   because they want to intimidate other people so they can commit these crimes in secret.
[01:25:15.283 --> 01:25:27.123]   Doctor could face up to 10 years in prison for exposing transgender child mutilation at Texas
[01:25:27.123 --> 01:25:30.403]  Hospital.
[01:25:30.623 --> 01:25:35.527]  So he finds out they're secretly, illegally cutting little boys' genitals off.
[01:25:38.029 --> 01:25:38.990]  He didn't put out their names.
[01:25:39.610 --> 01:25:40.611]  He didn't violate their HIPAA.
[01:25:41.392 --> 01:25:44.094]  He just went public and said we're doing this here at this hospital.
[01:25:44.535 --> 01:25:45.155]  For big money.
[01:25:45.455 --> 01:25:51.981]  Remember the different heads of universities saying we're going to make billions of years, billions a year, cutting little boys' penises off.
[01:25:55.387 --> 01:25:57.068]  That's a real issue, folks.
[01:25:57.108 --> 01:26:01.112]  That's something they're setting up and rolling out against all of us right now.
[01:26:01.252 --> 01:26:03.634]  Our sons, our daughters, our future.
[01:26:06.897 --> 01:26:08.478]  We got tens of thousands of kids.
[01:26:08.498 --> 01:26:10.320]  They want it to be hundreds of thousands of millions a year.
[01:26:11.160 --> 01:26:13.482]  Millions a year they want to have their genitals cut off.
[01:26:14.223 --> 01:26:16.125]  Can I get a little interest in that?
[01:26:19.306 --> 01:26:24.028]  A few years ago, Texas Children's Hospital made no secret of its support for transgender medicine.
[01:26:24.488 --> 01:26:36.173]  Its doctors proudly administered puberty blockers, cross-sex hormones, and other medical interventions to children who self-identified as trans, which gives them cancer, medical problems, and stunts their growth.
[01:26:37.273 --> 01:26:37.914]  Mental problems.
[01:26:38.034 --> 01:26:38.875]  Massive suicide.
[01:26:39.435 --> 01:26:41.537]  Then, the tone shifted.
[01:26:41.637 --> 01:26:48.064]  In the face of public pressure, the CEO, Mark Wallace, announced that he was shutting down the child gender clinic.
[01:26:48.724 --> 01:26:59.996]  But doctors in the hospital, including Richard Roberts, David Paul, and Christy Raylan, never stopped.
[01:27:01.087 --> 01:27:06.669]  The public would not have known if not for the courageous surgeon Ethan Haim.
[01:27:07.090 --> 01:27:08.690]  But let's not talk about Ethan Haim.
[01:27:09.611 --> 01:27:13.752]  Let's talk about the latest crime video or Conor McGregor.
[01:27:13.792 --> 01:27:15.733]  Let's just stop here and talk about Conor McGregor.
[01:27:16.974 --> 01:27:25.317]  The public would not have known if not for courageous surgeon Ethan Haim who felt morally obligated to expose the subterfuge.
[01:27:26.998 --> 01:27:28.619]  He contacted me about the hospital.
[01:27:31.377 --> 01:27:40.765]  And how they lied about terminating the transgender medicine program and the doctors were, in fact, continuing to perform sex change operations on children as young as 11.
[01:27:40.865 --> 01:27:45.288]  And I've read the documents for the promoting as young as 7.
[01:27:46.189 --> 01:27:47.910]  The story rocketed across the world.
[01:27:47.930 --> 01:27:49.732]  The hospital immediately went on the defensive.
[01:27:50.112 --> 01:27:56.858]  Within a week, Texas legislators passed a bill confirming that transgender medical procedures for minors were illegal.
[01:27:57.675 --> 01:28:02.675]   But the story also attracted attention from another powerful source, federal prosecutors.
[01:28:02.675 --> 01:28:08.675]   The Department of Justice has not shied away from targeting political opponents of the Biden administration.
[01:28:08.675 --> 01:28:18.194]   Former President Trump conservative school board protesters, persons parading outside abortion clinics, and now doctors
[01:28:18.194 --> 01:28:21.675]  who dissent from transgender ideology are being arrested.
[01:28:24.675 --> 01:28:27.675]  This is the big story folks.
[01:28:27.675 --> 01:28:31.675]   On the morning of June 2023, we're only learning about it now,
[01:28:31.675 --> 01:28:36.675]   that Hain was to graduate from the Texas Children's Hospital Residency Program.
[01:28:36.794 --> 01:28:38.315]  Federal agents knocked on his door.
[01:28:39.055 --> 01:28:41.857]  They had identified him as a potential leaker.
[01:28:42.837 --> 01:28:47.999]  Presumably through forensic examination of the hospital's computer system, thereafter, Assistant U.S.
[01:28:48.039 --> 01:28:55.263]  Attorney Tina Ansari began threatening Haim with prosecution.
[01:28:57.426 --> 01:28:58.827]  And now they're moving to prosecuting.
[01:29:00.888 --> 01:29:02.249]  He didn't put out kids' names.
[01:29:02.589 --> 01:29:04.430]  He said it's supposedly illegal.
[01:29:04.489 --> 01:29:11.489]  They're cutting little boys penises off in here.
[01:29:11.489 --> 01:29:17.210]  Now, answer eyes may good on those threats.
[01:29:17.357 --> 01:29:18.297]  Earlier this week, U.S.
[01:29:18.357 --> 01:29:26.442]  Marshals appeared at Hames' home and summoned him to court to face an indictment on four felony counts of violating HIPAA.
[01:29:27.383 --> 01:29:29.765]  We're just saying they're illegally cutting kids' genitals off.
[01:29:30.766 --> 01:29:35.350]  His initial appearance is for next Monday, where he will learn more about the charges against him.
[01:29:35.390 --> 01:29:36.191]  That's tomorrow.
[01:29:36.712 --> 01:29:43.558]  According to one of Haim's attorneys, Marcel Burke, he is anxious to get to trial, to get his side of the story told.
[01:29:43.578 --> 01:29:47.461]  He is confident this will result in the correct decision being made.
[01:29:49.864 --> 01:29:52.286]  All he did was say they're still doing it.
[01:29:54.650 --> 01:29:55.150]  There's another one.
[01:29:55.771 --> 01:29:57.693]  Surgeon spoke against gender-affirming care.
[01:29:57.733 --> 01:29:59.094]  He faces federal charges.
[01:30:01.156 --> 01:30:04.458]  A surgeon out of Texas Hospital for treating trans kids.
[01:30:04.518 --> 01:30:06.120]  Now he faces federal charges.
[01:30:07.481 --> 01:30:08.602]  There's a picture of the hero.
[01:30:08.802 --> 01:30:15.802]  DOJ targets whistleblower over secret child gender prosecutions.
[01:30:15.802 --> 01:30:21.561]  But what's the real story about Conor McGregor?
[01:30:21.514 --> 01:30:23.278]  And where there's smoke, there's fire.
[01:30:23.859 --> 01:30:26.624]  Reportedly roughing up women and doing all this stuff.
[01:30:27.967 --> 01:30:29.570]  Yeah, he's powerful, so he's protected.
[01:30:31.633 --> 01:30:41.601]  Well, what about these big hospitals at industrial scale doing this to children at 100,000 times, a million times what Conor McGregor is alleged to do?
[01:30:42.021 --> 01:30:44.383]  Why are we talking about him?
[01:30:44.763 --> 01:30:48.686]  Why are we talking all day about Palestine and 50,000 dead?
[01:30:48.987 --> 01:30:50.207]  I don't support what Israel's doing.
[01:30:50.648 --> 01:30:51.669]  I know Israel stood down.
[01:30:51.689 --> 01:30:53.130]  I know Israel created Hamas.
[01:30:55.507 --> 01:30:57.709]  I know it's an excuse to keep Netanyahu in power.
[01:30:57.749 --> 01:30:58.470]  I've said all that.
[01:30:58.810 --> 01:31:07.158]  At the same time, why am I supposed to spend every hour, every minute, every day talking about it when it's 20,000 dead kids?
[01:31:08.519 --> 01:31:10.301]  Not the millions killed a year here by abortion.
[01:31:10.740 --> 01:31:18.100]   See, they choose what you're supposed to focus on and I will not be part of the system directing
[01:31:18.100 --> 01:31:21.301]  me to cover what they want, when they want, how they want.
[01:31:21.301 --> 01:31:31.779]  This man is a hero.
[01:31:31.779 --> 01:31:41.779]  [BLANK_AUDIO]
[01:31:34.494 --> 01:31:38.737]  And I want his lawyers on.
[01:31:38.757 --> 01:31:41.558]  I want to support him.
[01:31:42.378 --> 01:31:42.799]  Ethan Haim.
[01:31:44.087 --> 01:31:48.631]  I want to get behind him because it's illegal and they're still doing it.
[01:31:48.952 --> 01:31:50.213]  He exposed a crime.
[01:31:50.553 --> 01:31:51.394]  He's protected.
[01:31:51.494 --> 01:31:53.236]  He didn't say the names of the children.
[01:31:53.516 --> 01:32:04.246]  He didn't release their medical files, which he could have out of the law, because under whistleblowing, if something's illegal, and they're doing something to a kid, you release it.
[01:32:04.867 --> 01:32:07.950]  If the government won't do anything, that's what whistleblowing is.
[01:32:11.083 --> 01:32:14.626]  87 million dead from starvation, the UN admits, under three years of lockdown.
[01:32:14.906 --> 01:32:15.767]  It's a footnote.
[01:32:16.367 --> 01:32:20.070]  And they beg for money and get contributions when their policies did it.
[01:32:21.331 --> 01:32:25.395]  87 million dead from starvation from the COVID lockdown, not COVID.
[01:32:25.655 --> 01:32:27.056]  35 million dead from the poison shots.
[01:32:29.058 --> 01:32:32.220]  Are you going to tell me about 50,000 dead in Palestine?
[01:32:32.701 --> 01:32:33.201]  Okay, great.
[01:32:33.962 --> 01:32:37.726]   Let's, before you put on your Judgment hat?
[01:32:37.807 --> 01:32:38.107]  Great.
[01:32:38.789 --> 01:32:40.312]  I'm going to cover Palestine 24-7.
[01:32:40.893 --> 01:32:42.797]  I'll never talk about anything else again.
[01:32:43.418 --> 01:32:44.360]  Not the Goliath of State.
[01:32:44.420 --> 01:32:45.282]  Not the GMO.
[01:32:45.362 --> 01:32:45.722]  No.
[01:32:46.063 --> 01:32:47.246]  No, I'm not going to do that.
[01:32:47.927 --> 01:32:56.054]  I challenge all of you that sit there and chase the stories the corporate media tells you to cover to start covering the real issues.
[01:32:56.134 --> 01:32:57.535]  That's why they want us off air.
[01:32:57.835 --> 01:33:01.318]  Because we don't follow the narrative of what everybody else is covering.
[01:33:01.598 --> 01:33:06.022]  Sometimes it's important we do to give what's really happening and to bring on guests and analysis.
[01:33:06.462 --> 01:33:10.145]  But most of the time we're covering things they don't want us to talk about.
[01:33:10.165 --> 01:33:11.446]  In fact, let's play this clip again.
[01:33:11.466 --> 01:33:16.370]  This is Neil Oliver, really smart Scottish TV host.
[01:33:17.145 --> 01:33:18.805]  Explaining about COVID.
[01:33:19.005 --> 01:33:20.446]  We can't forget this.
[01:33:20.746 --> 01:33:23.706]  They're going to come back with new lockdowns and new poison shots.
[01:33:24.026 --> 01:33:37.329]  We have to focus on this because in their own documents, in the Rockefeller and CIA documents, like lockstep, their total world government takeover plan is going to use a virus and a cyber crash, which you know is coming.
[01:33:38.969 --> 01:33:45.070]  Yeah, how's it going to work if you're talking about Conor McGregor all day, but you don't expose the cyber attack when the lights go off?
[01:33:46.496 --> 01:34:02.087]  That's all I'm saying is, on a scale of Conor McGregor raping women, purportedly, versus 87 million dead from starvation and 35 million dead from the shots, I just, I just, I'm a proportionate person.
[01:34:02.508 --> 01:34:03.328]  I'm proportionate.
[01:34:05.230 --> 01:34:06.410]  Like if I woke up at 3 a.m.
[01:34:06.430 --> 01:34:21.725]   and smelled smoke and looked out my window and saw the neighborhood on fire, And then I ran to the front door to my phone to call the fire department and I bumped my knee and cut my knee on the stairs.
[01:34:22.085 --> 01:34:27.468]  I'm not going to call the ambulance and say I cut my knee and call my mommy and say I cut my knee.
[01:34:27.688 --> 01:34:30.809]  I'm going to ignore my bleeding knee and I'm going to go see if I can help my neighbors.
[01:34:30.949 --> 01:34:32.290]  I'm saying it's proportionate.
[01:34:32.530 --> 01:34:34.691]  And I don't get why people don't get proportion.
[01:34:34.851 --> 01:34:35.211]  But I get it.
[01:34:35.231 --> 01:34:39.393]  We're all raised on TV, all raised on culture, flooded news, flooded entertainment.
[01:34:39.613 --> 01:34:40.694]  People just take it all the same.
[01:34:41.334 --> 01:34:48.976]  You see some horror movie with a demon sucking somebody's blood out, and you go watch another movie with a bunch of porn, and you see something else, and people just can't differentiate.
[01:34:48.996 --> 01:34:49.696]  Well, let me tell you something.
[01:34:50.136 --> 01:34:51.157]  I can differentiate.
[01:34:51.797 --> 01:34:52.917]  And that's maybe my curse.
[01:34:52.937 --> 01:34:55.538]  Because I sit and look at the world and I go, what's the most dangerous thing?
[01:34:55.818 --> 01:34:57.178]  What's the highest death count?
[01:34:57.198 --> 01:34:58.338]  What's really hurting people?
[01:34:58.639 --> 01:34:59.639]  We're all in this together.
[01:34:59.839 --> 01:35:04.020]  And I get obsessed about what's really going on, not the BS.
[01:35:09.019 --> 01:35:13.340]  So I'm not trying to hurt people I'm criticizing here, I'm just saying grow up!
