[00:00:00.000 --> 00:00:09.759]   *silence* *sad music*
[01:31:58.024 --> 01:31:59.905]  I will, I will, I will, I will, I will, I will, I will.
[01:32:00.205 --> 01:32:01.926]  Krasnosti, just say Adam Lanza.
[01:32:04.167 --> 01:32:06.308]  Brian, Brian, let Krasnosti answer the question.
[01:32:06.368 --> 01:32:08.629]  Brian, will you say the name Adam Lanza?
[01:32:10.191 --> 01:32:12.774]  Brian, go ahead and answer my question as well, because I think we need to give him an answer.
[01:32:12.814 --> 01:32:14.255]  Will you say Adam Lanza?
[01:32:14.595 --> 01:32:15.376]  Yeah, yeah.
[01:32:15.436 --> 01:32:16.878]  Alex, I think I asked him a question.
[01:32:16.898 --> 01:32:17.498]  Well, let him say it.
[01:32:17.518 --> 01:32:18.099]  Stop, stop, stop.
[01:32:18.199 --> 01:32:18.600]  He said it.
[01:32:18.620 --> 01:32:19.100]  Say it again.
[01:32:19.140 --> 01:32:19.661]  Say it again.
[01:32:19.961 --> 01:32:21.923]  Adam Lanza killed the kids, right?
[01:32:23.685 --> 01:32:23.825]  Yep.
[01:32:24.505 --> 01:32:25.667]  Say Adam Lanza, Adam.
[01:32:26.768 --> 01:32:27.929]  Or, Brian.
[01:32:29.290 --> 01:32:31.372]  Adam, say, say Adam Lanza.
[01:32:31.392 --> 01:32:31.953]  Can you say it?
[01:32:36.041 --> 01:32:37.362]  Adam Lanza is a horrible person.
[01:32:37.402 --> 01:32:38.922]  He's a horrible person.
[01:32:38.862 --> 01:32:42.662]  And what I'm saying is that yes, Alex, come on.
[01:32:42.662 --> 01:32:44.661]  Just say, my audio cut out.
[01:32:44.661 --> 01:32:46.661]  Will you say, they cut it off.
[01:32:46.661 --> 01:32:48.461]  Just say Adam Lanza for me.
[01:32:48.461 --> 01:32:49.461]  I don't understand your point of yes please.
[01:32:49.461 --> 01:32:50.461]  Who is worse?
[01:32:50.461 --> 01:32:51.461]  I'm gonna ask you again.
[01:32:51.461 --> 01:32:52.461]  I'll let you talk.
[01:32:52.461 --> 01:32:53.461]  I'll let you talk.
[01:32:53.461 --> 01:32:54.461]  Let me ask.
[01:32:54.461 --> 01:32:55.462]  Adam Lanza is a horrible person.
[01:32:55.462 --> 01:32:56.462]  He's a horrible person.
[01:32:56.462 --> 01:32:57.462]  What did he do?
[01:32:57.462 --> 01:32:58.462]  He's a murderer.
[01:32:58.462 --> 01:32:59.462]  Wait.
[01:32:59.462 --> 01:33:00.462]  Yeah.
[01:33:00.462 --> 01:33:01.462]  He killed the Sandy Hook kids.
[01:33:01.462 --> 01:33:09.261]   And then you took the deaths of the kids and used it to get your show popular by spouting
[01:33:09.261 --> 01:33:15.662]   lies and putting the parents of these dead kids in a situation where they feared for
[01:33:15.662 --> 01:33:16.662]  their lives.
[01:33:17.421 --> 01:33:20.242]  No, the internet already didn't believe it.
[01:33:20.282 --> 01:33:20.982]  I just discovered it.
[01:33:21.022 --> 01:33:21.382]  It's not true.
[01:33:22.843 --> 01:33:23.763]  Okay, okay, but you told her!
[01:33:23.603 --> 01:33:24.603]  It's not true.
[01:33:24.603 --> 01:33:25.603]  It's not true.
[01:33:25.603 --> 01:33:29.603]  The internet was already going wild with all these theories.
[01:33:29.603 --> 01:33:30.603]  Okay, but who cares?
[01:33:30.603 --> 01:33:31.603]  Hold on, Brian.
[01:33:31.603 --> 01:33:32.603]  It's not who cares.
[01:33:32.603 --> 01:33:33.603]  It's irrelevant to the discussion.
[01:33:33.603 --> 01:33:34.603]   So if the internet is wild enough to be a threat, then why is it not a threat?
[01:33:34.949 --> 01:33:36.949]  It provides context to the discussion.
[01:33:36.949 --> 01:33:38.949]  So does that mean Alex was right in lying?
[01:33:38.949 --> 01:33:43.949]   I know you think you can just talk over me, Brian, and try to make me shut up, but I'm talking right now.
[01:33:43.949 --> 01:33:46.949]  You just spoke over me as I was in the middle.
[01:33:46.949 --> 01:33:51.949]   No, I was responding. And what I'm saying is it is entirely relevant to the discussion.
[01:33:52.345 --> 01:33:57.910]  Because Alex was reporting on what was already going on during that time period all over social media.
[01:33:58.210 --> 01:34:02.193]  And that is why what I brought up earlier is very relevant to the discussion.
[01:34:02.434 --> 01:34:18.435]   When you have trolls out there, and I believe psyops actors out there like Jonathan Lee Riches, who literally went and showed up to the Sandy Hook shootings memorial site and was interviewed by several credible media outlets, You can use me.
[01:34:18.475 --> 01:34:19.536]  You can use me if you want.
[01:34:19.395 --> 01:34:25.715]   and his crazy things, that actually had a rippling effect on social media where people started questioning,
[01:34:25.715 --> 01:34:26.755]  what's going on here?
[01:34:26.755 --> 01:34:28.036]  Are there crisis actors?
[01:34:28.036 --> 01:34:29.234]  Like that's what people were saying.
[01:34:29.234 --> 01:34:30.074]  Something seems up here.
[01:34:30.074 --> 01:34:33.395]  Okay, so Miley, can I ask you a question?
[01:34:33.395 --> 01:34:34.475]  Go ahead.
[01:34:34.475 --> 01:34:35.795]  Can I ask you a question?
[01:34:35.795 --> 01:34:40.996]   So if, say somebody in here, say Sarah, and I'm sorry I'm using Sarah.
[01:34:40.996 --> 01:34:43.395]  You can use me if you want, that's all right.
[01:34:43.395 --> 01:34:44.234]  Say Chase.
[01:34:45.027 --> 01:34:46.067]  I saw it.
[01:34:46.447 --> 01:34:47.768]  No, you're right.
[01:34:47.808 --> 01:34:48.268]  You're right.
[01:34:48.288 --> 01:34:49.368]  Joe Biden is steady and brave.
[01:34:49.408 --> 01:34:50.068]  Crash the scene.
[01:34:50.168 --> 01:34:53.349]  I don't want to talk to Crash the scene.
[01:34:53.369 --> 01:34:55.849]  I don't want to talk to Crash the scene anymore.
[01:34:55.869 --> 01:34:56.990]  Let's go to a new poll.
[01:34:57.030 --> 01:34:57.730]  I'm going to leave.
[01:34:57.810 --> 01:34:58.090]  I'm not mad.
[01:34:57.909 --> 01:35:02.349]   neighborhood. And I know that for a fact. Now, does that make me saying that?
[01:35:02.349 --> 01:35:06.069]  No, you're right. Joe Biden is studying brave. Krasnostine.
[01:35:06.069 --> 01:35:09.949]   Does that make me not liable for defamation because Chase said that?
[01:35:09.949 --> 01:35:12.470]   I don't want to talk to Krasnostine anymore. Let's go to a new poll. I'm going to leave.
[01:35:12.470 --> 01:35:14.670]  I'm not mad. I can't handle it.
[01:35:14.670 --> 01:35:21.189]   How about if many credible media outlets started posting interviews saying this is Miley's
[01:35:21.189 --> 01:35:24.989]  relative and he's a credible witness on the subject?
[01:35:25.665 --> 01:35:27.867]  And then you read those and you believed it.
[01:35:27.927 --> 01:35:32.370]  Now everyone on the internet is reading this stuff and getting whipped up into not knowing what's going on.
[01:35:32.390 --> 01:35:36.513]  I mean, that's more along the lines of what we're talking about.
[01:35:37.333 --> 01:35:38.875]  We're not talking about a random guy.
[01:35:41.178 --> 01:35:47.940]  The world doesn't know how definitions work, so if you say something as a fact, it doesn't matter who else said it.
[01:35:48.100 --> 01:35:55.902]  If you say it's a fact, rather than say, oh, Miley said this, or oh, Chase said this, then there's definitely a definition.
[01:35:56.042 --> 01:35:59.603]  I want to know this, Brian.
[01:36:00.423 --> 01:36:05.845]  Before you told all these people that the Russian dossier was fake, did you have first-hand knowledge?
[01:36:06.105 --> 01:36:06.925]  Did you see it?
[01:36:08.104 --> 01:36:12.359]  Or were you going based off of what other credible media outlets were reporting?
[01:36:13.871 --> 01:36:16.513]  Wait, before I said the Russian dossier was fake?
[01:36:16.573 --> 01:36:25.759]  No, when you were saying that, oh, you know, this is a real thing, the Russian dossier, were you going off of media outlets and their reports?
[01:36:26.199 --> 01:36:27.440]  Wait, I never said that!
[01:36:28.240 --> 01:36:28.781]  I never said that!
[01:36:28.801 --> 01:36:33.584]  Did you see it first-hand yourself and see that it was 100% real because you saw it first-hand?
[01:36:33.604 --> 01:36:35.625]  Alright, Lord Krasnospin's been here long enough.
[01:36:35.685 --> 01:36:36.546]  I never said that.
[01:36:36.646 --> 01:36:39.267]  I never said the Russian dossier was real.
[01:36:39.507 --> 01:36:41.709]  Alright, Lord Krasnospin... Six years ago.
[01:36:41.989 --> 01:36:46.611]  I never said that.
[01:36:47.011 --> 01:36:53.353]  Alex, I know you don't want Krasinskian to talk, but like, I mean, I know you feel like he's talked a lot, but then everyone's asking him questions.
[01:36:53.393 --> 01:36:55.674]  Like now Millie's asked him a question and he's responding.
[01:36:55.754 --> 01:36:56.635]  I asked him a question.
[01:36:56.655 --> 01:36:59.836]  Uh, you, I think a few other people mentioned him and asked him questions.
[01:36:59.856 --> 01:37:06.458]  So like a good way of making sure someone doesn't like be so heavily in a conversation is to not ask him so many questions.
[01:37:06.478 --> 01:37:07.859]  Like now Millie's asked him a question.
[01:37:07.679 --> 01:37:08.679]  He's going to respond, right?
[01:37:08.679 --> 01:37:09.679]  Sully...
[01:37:09.679 --> 01:37:17.278]  I can't hear Solomon if he's speaking.
[01:37:17.891 --> 01:37:19.332]  Yeah, he said go ahead, Brian.
[01:37:19.372 --> 01:37:21.812]  So go ahead, Brian, finish up your point.
[01:37:21.832 --> 01:37:23.133]  And we'll move on.
[01:37:26.334 --> 01:37:27.094]  Can you hear me, Brian?
[01:37:27.114 --> 01:37:30.635]  Brian, you're supposed to finish your point.
[01:37:30.454 --> 01:37:33.734]   We'll try and bring it back. Go ahead Chase, make it, you had your hand up.
[01:37:33.734 --> 01:37:37.333]  Yeah, I just, really quick, there's a couple of things here.
[01:37:37.570 --> 01:37:41.511]  So one of the issues that came up in this conversation is fairly poignant.
[01:37:41.531 --> 01:37:55.597]  So the argument is that because of Alex Jones's large audience and because he speculated as to the details of Sandy Hook those years ago, it resulted in death threats for the family and emotional damages.
[01:37:55.637 --> 01:37:57.278]  That's the general argument here, right?
[01:37:58.064 --> 01:38:02.526]  And there's a couple of things I just want to throw out there as additional variables.
[01:38:02.726 --> 01:38:07.188]  First thing is, you know, I was in the courtroom on Friday and Alex Jones is the one that needs a bodyguard.
[01:38:07.608 --> 01:38:10.489]  And you don't see plaintiffs walking into the courtroom with their own bodyguards.
[01:38:10.509 --> 01:38:30.445]   So this argument they actually genuinely feared for their Lives is something I'm very skeptical about maybe it was different five years ago or six years ago when this was a hotter topic Or something like that, so I don't deny that you know maybe they got some flack from the audience But I just don't really buy that there's a legitimate fear of for the lives the second thing I want to draw everyone's attention to is
[01:38:31.005 --> 01:38:35.767]  The estate of Adam Lanza was sued for 1.5 million dollars.
[01:38:36.427 --> 01:38:39.589]  And so Alex Jones has been sued for 1.5 billion dollars.
[01:38:39.969 --> 01:38:48.913]  According to the court of law, if you just look at the numbers, he's somehow a thousand times more monetarily culpable than the actual killer of those kids, which I find incredibly bizarre.
[01:38:48.933 --> 01:38:50.932]   Now you could say, well, Adam Lanza didn't have any money.
[01:38:50.932 --> 01:38:54.573]  That's why Alex Jones also doesn't have $1.5 billion.
[01:38:54.573 --> 01:39:00.373]   And I just think there's something very malicious going on with the way that this has been litigated that is unjust.
[01:39:00.373 --> 01:39:04.533]   And this is not me apologizing for any mistakes that Alex might've made or saying that he was right
[01:39:04.533 --> 01:39:09.533]  or just trying to be totally an apologetic person.
[01:39:09.157 --> 01:39:09.817]  Let's go to Joah.
[01:39:09.637 --> 01:39:14.197]   here. I'm just saying this is so obviously screwed up regardless of whether or not Alex
[01:39:14.197 --> 01:39:18.236]   made some genuine mistakes that I think people should really try to look at it from that
[01:39:18.236 --> 01:39:20.877]  perspective. That's all I wanted to add to the group.
[01:39:20.877 --> 01:39:27.037]   Let's go to, thanks for that, Jess. Let's go to Joe. Go ahead, Joe.
[01:39:27.037 --> 01:39:31.237]  Someone came up here and said that, look, Alex was targeted.
[01:39:31.166 --> 01:39:36.889]  There was a book that said no one was shot at Sandy Hook, and they didn't go after them.
[01:39:37.189 --> 01:39:38.489]  Well, they did go after them.
[01:39:38.750 --> 01:39:40.770]  They were also found liable of defamation.
[01:39:40.790 --> 01:39:45.052]  This is not a targeted attack against Alex.
[01:39:45.633 --> 01:39:47.033]  Like, I used to like Alex Show.
[01:39:47.133 --> 01:39:55.017]  I stopped liking it when, you know, you say colloidal silver is the cure for COVID, but then you're selling it yourself.
[01:39:56.187 --> 01:39:57.127]  I feel like it's just me.
[01:39:57.187 --> 01:39:59.108]  You lying scumbag.
[01:39:59.568 --> 01:40:01.248]  Another leftist turd.
[01:40:01.828 --> 01:40:06.849]  Dude, we sell colloidal silver as an antibiotic, as a topical.
[01:40:06.929 --> 01:40:07.969]  It's a well-known thing.
[01:40:08.029 --> 01:40:12.450]  It's sold in CVS, Whole Foods, Walgreens.
[01:40:12.990 --> 01:40:15.711]  I love to be like, don't sell colloidal silver!
[01:40:15.771 --> 01:40:18.351]  Did the Attorney General say you need to stop selling it as a cure?
[01:40:18.411 --> 01:40:19.612]  Oh yeah, you're right, you're right.
[01:40:20.292 --> 01:40:20.872]  Right, I'm right.
[01:40:21.403 --> 01:40:21.723]  Shut up!
[01:40:21.763 --> 01:40:22.244]  Let me finish!
[01:40:22.324 --> 01:40:23.765]  Alright, I'm gonna hang up.
[01:40:23.825 --> 01:40:26.828]  If I can't respond, I'm gonna hang up.
[01:40:26.888 --> 01:40:27.668]  Okay, okay.
[01:40:27.728 --> 01:40:29.690]  Alex, let Alex respond, Joe.
[01:40:29.710 --> 01:40:32.592]  Joe, let him respond.
[01:40:32.652 --> 01:40:34.814]  I want to respond to your live chat.
[01:40:34.834 --> 01:40:35.575]  Joe, let him respond.
[01:40:35.615 --> 01:40:36.195]  Go ahead, Alex.
[01:40:37.617 --> 01:40:39.338]  This is a perfect microcosm.
[01:40:40.279 --> 01:40:41.360]  I've been on air 30 years.
[01:40:43.121 --> 01:40:47.865]  And, like, 28 years ago, I got approached by sponsors at a global silver.
[01:40:48.446 --> 01:40:50.067]  Now, that's before it was in Whole Foods.
[01:40:51.044 --> 01:40:54.127]  And before it was in CVS and Walgreens and Vons.
[01:40:55.247 --> 01:40:58.250]  Silver is now in hospitals sprayed better than Iodine.
[01:40:59.331 --> 01:41:03.554]  And so he calls in and goes, Oh, you're running a scam.
[01:41:04.255 --> 01:41:06.216]  You sell colloidal silver.
[01:41:06.236 --> 01:41:09.939]  Colloidal silver is sold at Whole Foods.
[01:41:10.920 --> 01:41:12.501]  We were right before that.
[01:41:12.961 --> 01:41:16.404]  It's an incredible antibiotic, antiviral, antibacterial.
[01:41:16.845 --> 01:41:18.606]  We just sell, I private labeled.
[01:41:19.936 --> 01:41:28.336]   the same colloidal silver made by Whole Foods. It's the same top manufacturer, 300 parts per million.
[01:41:28.336 --> 01:41:35.056]   So this guy pops in, he says, "You're a scammer. You're selling colloidal silver. Ladies and
[01:41:35.056 --> 01:41:38.975]  gentlemen, go to Walgreens." That's not what I said, Alex.
[01:41:38.975 --> 01:41:46.176]   No, no, no. You just said, go ahead. You just said, no, I didn't say silver would cure COVID.
[01:41:46.401 --> 01:41:48.521]  Letitia James... I have your quote.
[01:41:48.581 --> 01:41:50.262]  Let me finish, let me finish, let me finish.
[01:41:50.682 --> 01:41:53.583]  You said the government doesn't want you to know about the cure, which is colloidal silver.
[01:41:53.603 --> 01:41:54.823]  Let me finish, let me finish.
[01:41:55.343 --> 01:41:56.043]  Now make your point.
[01:41:56.283 --> 01:41:58.024]  Yeah, the government doesn't want you to know.
[01:41:58.084 --> 01:42:12.308]  Letitia James, put in by George Soros in New York, that's run the prosecution against Trump, came out and never filed charges, she claimed she would, claiming, I was claiming a COVID cure, I never did.
[01:42:13.649 --> 01:42:15.951]  Topically, sunlight kills COVID.
[01:42:16.292 --> 01:42:17.633]  So does water.
[01:42:18.474 --> 01:42:22.238]  I sell colloidal silver products and never claim that.
[01:42:22.318 --> 01:42:24.881]  You just tried another lie.
[01:42:25.822 --> 01:42:27.684]  Silver is just another antibiotic.
[01:42:28.428 --> 01:42:34.593]  Everybody knows that and you literally just sit there with your federal feed attacking us.
[01:42:34.613 --> 01:42:39.498]  Maybe you shouldn't have said the government doesn't want you to know about the cure for coronavirus.
[01:42:40.178 --> 01:42:41.339]  It's colloidal silver.
[01:42:41.359 --> 01:42:42.080]  You're a liar!
[01:42:42.120 --> 01:42:42.580]  You're a liar!
[01:42:42.400 --> 01:42:51.919]   if we're a liar, you're a liar, you're a liar, I never said that you are a dirty government
[01:42:51.919 --> 01:42:55.919]  liar who sent an email by the deep state.
[01:42:55.919 --> 01:42:57.919]  I never got charged with defamation so.
[01:42:57.919 --> 01:43:02.000]   Oh yeah, oh another court never did, because you're a nobody.
[01:43:02.033 --> 01:43:06.534]  You serve the system, that's why you were never attacked, and now you try this attack.
[01:43:06.934 --> 01:43:08.454]  Silver is amazing, folks.
[01:43:08.794 --> 01:43:10.194]  Don't listen to this dirtbag.
[01:43:10.895 --> 01:43:11.675]  It's amazing.
[01:43:11.755 --> 01:43:12.535]  Don't listen to him.
[01:43:12.875 --> 01:43:14.015]  Good job.
[01:43:14.055 --> 01:43:14.435]  Good job.
[01:43:14.475 --> 01:43:19.036]  He never mentioned... I'm going to go to... one second, guys.
[01:43:19.076 --> 01:43:19.677]  You're disgusted.
[01:43:19.837 --> 01:43:20.317]  Dr. Michael.
[01:43:20.537 --> 01:43:21.297]  Dr. Michael, go ahead.
[01:43:22.898 --> 01:43:27.701]  Yes, I mean, just in response to this latest comment here about silver.
[01:43:28.302 --> 01:43:37.828]  Here is the federal government telling us that the coronavirus vaccine was safe and effective, proven to be utterly untrue.
[01:43:37.869 --> 01:43:45.474]  It's in fact, it has a negative efficacy over six months and has no ability to stop any spread.
[01:43:46.118 --> 01:43:50.724]  In fact, it hasn't even the ability to keep the people who take it from getting COVID.
[01:43:50.784 --> 01:43:55.610]  So why isn't he referring to that, which was a massive government program and rollout?
[01:43:55.871 --> 01:43:57.713]  You're the one that lied about the book.
[01:43:57.773 --> 01:43:59.315]  The book authors didn't get charged.
[01:43:59.596 --> 01:44:00.837]  I didn't lie.
[01:44:00.977 --> 01:44:04.867]   I recognized that the book authors We're sued for $450,000.
[01:44:05.227 --> 01:44:11.191]  That's a far cry from 1.4 billion dollars.
[01:44:11.331 --> 01:44:16.315]  Doctor, you did initially state that nobody had gone after the author of that book.
[01:44:16.755 --> 01:44:17.475]  And they did.
[01:44:18.316 --> 01:44:23.520]  I meant to say that nobody had sued them for the likes of what Alex Jones was sued for.
[01:44:24.280 --> 01:44:26.261]  1.4 billion dollars.
[01:44:26.421 --> 01:44:26.802]  Fine.
[01:44:26.822 --> 01:44:28.383]  Listen, let me just say this in closing.
[01:44:28.403 --> 01:44:29.003]  I'm going to leave.
[01:44:29.784 --> 01:44:30.905]  Take all your shots.
[01:44:31.765 --> 01:44:32.846]  World government's good.
[01:44:33.917 --> 01:44:35.498]  Drag Queen Story Time is good.
[01:44:36.118 --> 01:44:37.378]  It's all good.
[01:44:37.398 --> 01:44:39.039]  Do what the government says.
[01:44:39.099 --> 01:44:39.959]  They love you.
[01:44:40.540 --> 01:44:41.700]  They care about you.
[01:44:41.720 --> 01:44:43.681]  Be like the Krasnyskys.
[01:44:43.761 --> 01:44:44.901]  Give in to world government.
[01:44:45.762 --> 01:44:47.422]  Cut your son's genitals off.
[01:44:47.502 --> 01:44:48.703]  Cut your daughter's breasts off.
[01:44:49.263 --> 01:44:50.384]  Just do whatever they say.
[01:44:50.404 --> 01:44:51.964]  It's going to be a lot better.
[01:44:51.984 --> 01:44:54.305]  Just do what they say.
[01:44:54.425 --> 01:44:55.486]  Everything's okay.
[01:44:56.006 --> 01:44:57.446]  Worship world government.
[01:44:57.867 --> 01:44:59.487]  Don't follow me at Real Alex Jones.
[01:45:00.088 --> 01:45:01.608]  Just worship world government.
[01:45:02.088 --> 01:45:02.749]  Worship it.
[01:45:02.569 --> 01:45:03.569]  It's so good.
[01:45:03.569 --> 01:45:13.769]   I mean, how about when, when Como publicly ridiculed Joe Rogan for using ivermectin?
[01:45:13.721 --> 01:45:17.225]  I mean, the media kind of came out and said that, and that was a blatant lie.
[01:45:17.725 --> 01:45:24.671]  And they knew that Ivermectin was prescribed, and they basically made it out to be some crazy, you know, conspiracy theory.
[01:45:24.711 --> 01:45:26.092]  You're a terrorist!
[01:45:26.913 --> 01:45:31.473]  Take the shots, join Jesus, leave the earth, just die.
[01:45:31.473 --> 01:45:33.473]  It's not bein' like this.
[01:45:33.473 --> 01:45:35.473]  Just join the Karazhstins.
[01:45:35.473 --> 01:45:37.473]  Just take the shots.
[01:45:37.056 --> 01:45:37.756]  Roll back.
[01:45:37.776 --> 01:45:38.556]  It's so good.
[01:45:39.077 --> 01:45:40.698]  Give the Krazensteins the Earth.
[01:45:41.478 --> 01:45:42.418]  Give them the Earth.
[01:45:42.479 --> 01:45:43.719]  Krazensteins rule us.
[01:45:44.680 --> 01:45:45.360]  Oh my God.
[01:45:45.680 --> 01:45:46.121]  Sully.
[01:45:48.082 --> 01:45:51.163]  Alex, this sounds like you're kind of... No, it's beautiful!
[01:45:51.544 --> 01:45:54.645]  Hey Krazenstein, you love the 35 million dead.
[01:45:54.985 --> 01:45:56.146]  You love all the dead.
[01:45:56.186 --> 01:45:57.167]  You love the poison.
[01:45:57.467 --> 01:45:58.507]  You love Pfizer.
[01:45:58.547 --> 01:45:59.168]  You love it.
[01:45:59.228 --> 01:46:01.249]  You love the new world.
[01:46:01.269 --> 01:46:01.789]  It's on you.
[01:46:01.809 --> 01:46:03.170]  The death is on you.
[01:46:05.299 --> 01:46:06.741]  Why are the dead on me?
[01:46:06.581 --> 01:46:09.020]  Here goes the Mingala now.
[01:46:09.020 --> 01:46:12.181]  Baby Presidine Mingala.
[01:46:12.181 --> 01:46:14.260]  Why are the dead on me?
[01:46:14.260 --> 01:46:15.860]  Can you explain that to me?
[01:46:15.860 --> 01:46:20.860]  Record level deaths according to overall comorbidity.
[01:46:21.043 --> 01:46:22.184]  40 plus percent increase.
[01:46:22.584 --> 01:46:23.785]  But what's it have to do with you?
[01:46:23.805 --> 01:46:25.126]  You love the system.
[01:46:25.486 --> 01:46:26.787]  You're part of the system.
[01:46:27.247 --> 01:46:29.169]  You sit there worshipping it.
[01:46:29.469 --> 01:46:32.091]  So I want to say Krasenstein loves it.
[01:46:32.431 --> 01:46:33.892]  He loves the New World Order.
[01:46:34.232 --> 01:46:35.633]  He loves the globalists.
[01:46:35.653 --> 01:46:38.675]  I just want to say, in your... Based on what?
[01:46:38.695 --> 01:46:39.996]  What do you mean?
[01:46:40.357 --> 01:46:41.778]  Tell us, should we take the tenth?
[01:46:42.258 --> 01:46:44.380]  Krasenstein, should we take the tenth?
[01:46:45.180 --> 01:46:51.087]  You're just making stuff up right now.
[01:46:53.470 --> 01:46:56.914]  I think it's up to whatever people want to do.
[01:46:57.394 --> 01:46:59.697]  I think it's up to whatever we do.
[01:46:59.737 --> 01:47:01.319]  Nobody made us take it.
[01:47:02.100 --> 01:47:03.782]  Nobody tried to make us take it.
[01:47:04.255 --> 01:47:06.736]  Nobody tried to lie to you?
[01:47:06.796 --> 01:47:09.057]  He wants to deny he did it to you.
[01:47:09.377 --> 01:47:12.058]  He wants you to forget what he did when he did it.
[01:47:12.098 --> 01:47:13.199]  Hey, Krasistein!
[01:47:13.399 --> 01:47:14.099]  Krasistein!
[01:47:14.459 --> 01:47:16.840]  You ever took any Pfizer money, Krasistein?
[01:47:17.280 --> 01:47:19.241]  You ever took any Pfizer money, Krasistein?
[01:47:20.321 --> 01:47:22.342]  No, I've never been paid by any pharmaceutical company.
[01:47:22.362 --> 01:47:23.603]  You ever took a little Moderna money?
[01:47:23.963 --> 01:47:24.423]  How about you?
[01:47:24.443 --> 01:47:26.284]  A little money, Krasistein?
[01:47:26.464 --> 01:47:27.644]  Did Pfizer pay you?
[01:47:27.724 --> 01:47:32.186]  I don't think anyone pays him to be this stupid, Alex, unfortunately.
[01:47:32.930 --> 01:47:38.132]  Well, let me ask you, Alex, have you ever taken any money from any pharmaceutical company?
[01:47:38.492 --> 01:47:39.072]  No, I'm not.
[01:47:40.493 --> 01:47:41.293]  Absolutely not.
[01:47:41.873 --> 01:47:43.654]  So back to... Oh, hey.
[01:47:44.454 --> 01:47:44.914]  Me neither.
[01:47:44.954 --> 01:47:46.755]  So we have something in common.
[01:47:46.895 --> 01:47:47.415]  Me neither.
[01:47:47.515 --> 01:47:47.995]  I'm a lawyer.
[01:47:48.015 --> 01:47:49.036]  Do you want to go hang out?
[01:47:49.056 --> 01:47:51.696]  All right.
[01:47:51.716 --> 01:47:52.757]  I've had fun for two hours.
[01:47:52.777 --> 01:47:54.878]  I'm going to leave and hang out with my family.
[01:47:54.918 --> 01:47:56.038]  Follow me at Relox Jones.
[01:47:56.693 --> 01:47:58.014]  You guys, I'm the devil.
[01:47:58.134 --> 01:47:58.934]  I'm the bad guy.
[01:47:59.154 --> 01:48:00.155]  WMDs don't matter.
[01:48:00.575 --> 01:48:01.836]  World government doesn't matter.
[01:48:02.416 --> 01:48:03.476]  Open borders don't matter.
[01:48:03.717 --> 01:48:05.277]  Alex Jones is the bad guy.
[01:48:05.457 --> 01:48:06.038]  I agree.
[01:48:06.518 --> 01:48:06.978]  I'm here.
[01:48:07.138 --> 01:48:07.779]  I'm the bad guy.
[01:48:07.819 --> 01:48:08.999]  Don't follow me on Alex Jones.
[01:48:09.319 --> 01:48:09.619]  No, no.
[01:48:09.659 --> 01:48:10.560]  Follow Alex Jones.
[01:48:10.660 --> 01:48:12.201]  Let me go to Trickstep, right?
[01:48:12.241 --> 01:48:15.502]  Trickstep, you said that you are a CT defendant.
[01:48:16.003 --> 01:48:18.484]  Everything Alex is saying is correct.
[01:48:18.624 --> 01:48:19.124]  Do jump in.
[01:48:19.144 --> 01:48:20.185]  What is it you wanted to say?
[01:48:23.197 --> 01:48:36.164]  Yeah, I was the CT defendant that was actually dismissed by the plaintiffs, which according to state law that was brought up to the Connecticut Supreme Court, should have legally dropped the entire case from the state of Connecticut to begin with.
[01:48:36.765 --> 01:48:54.310]   And for the record here in the phone call, Alex, this is the first time I believe I've ever talked to you regarding anything, and I'm going to say, for the record, we have never met Uh, in which the plaintiffs, uh, originally in the case in Connecticut, said that apparently we did a marketing scheme.
[01:48:55.451 --> 01:48:56.711]  Uh, that is unfactual.
[01:48:57.251 --> 01:49:00.013]  Yeah, I don't know who you are, so we're supposedly in business?
[01:49:01.633 --> 01:49:02.914]  Uh, apparently so, Alex.
[01:49:03.274 --> 01:49:11.217]  And, uh, regarding Wolfgang Halbig, again, he was just a small, tiny acquaintance on a bigger version of a controversy.
[01:49:12.057 --> 01:49:15.739]  But with the people that were following me, uh, what, what are we going back now?
[01:49:16.199 --> 01:49:16.859]  Seven years ago?
[01:49:17.930 --> 01:49:54.773]   In a FOIA office who got me on camera that decided to say hey this guy's doing a marketing scheme so for the record for everybody I know some of the individuals in this case and I am the Connecticut taxpayer and never had a say in the entire Sandy Hook case to begin with but yet the entire media across the board said me and him are business partners Yet not a single ounce of evidence has ever been produced from the original complaint, which should have killed this lawsuit dead in its tracks to begin with.
[01:49:55.433 --> 01:50:02.916]  So everybody who is a near hearsayer up in here that I've been listening to for six years, none of you know what you're talking about.
[01:50:03.777 --> 01:50:05.938]  None of you are probably even a Connecticut taxpayer.
[01:50:06.518 --> 01:50:18.610]   And for the record, my voice is just as important in this case because this case should have gotten dismissed The instant that the plaintiffs voluntarily removed me from it.
[01:50:19.870 --> 01:50:22.131]  Well, I don't know who you are, so what are you saying happens?
[01:50:24.132 --> 01:50:25.052]  What am I saying happen?
[01:50:26.313 --> 01:50:30.895]  Is someone made up a case against Alex Jones and myself.
[01:50:32.736 --> 01:50:33.236]  They made it up.
[01:50:33.256 --> 01:50:34.196]  But who are you?
[01:50:34.276 --> 01:50:36.897]  Because Alex Jones is saying he doesn't know who you are.
[01:50:38.818 --> 01:50:41.079]  I was the Connecticut defendant in the Connecticut court case.
