[00:00:08.158 --> 00:00:08.658]  That's right.
[01:19:23.124 --> 01:19:28.429]  Totally corrupt, committing stolen valor, advocating for minding your own business when we know that the leftist is the most
[01:19:29.867 --> 01:19:33.009]  Invasive political policy in the history of the United States of America.
[01:19:33.049 --> 01:19:34.609]  We know that he lets cities burn.
[01:19:34.930 --> 01:19:39.532]  That's why he wants us to mind our own business, so we can burn down the entire country without any political backlash.
[01:19:39.632 --> 01:19:41.273]  Stay with us for more on the other side, folks.
[01:19:49.731 --> 01:19:51.312]  Welcome back to the Alex Jones Show.
[01:19:51.372 --> 01:19:58.278]  I am Chase Geyser, your host for the next 27 minutes and then the following two hours on our Sunday Night Live weekly broadcast.
[01:19:58.298 --> 01:20:01.000]  We have been tearing into Kamala Harris and Tim Waltz.
[01:20:01.020 --> 01:20:08.846]  It's very easy to do because there is clip after clip, policy after policy, and item after item that we can explore proving that they are evil, stupid,
[01:20:09.486 --> 01:20:09.646]  I think?
[01:20:39.386 --> 01:20:40.647]  We're good to go.
[01:20:52.419 --> 01:20:54.141]  Is your concern that it's... Oh, go ahead.
[01:20:54.181 --> 01:20:58.004]  But I do want to ask this question quickly, Sergeant Major, and I appreciate your time.
[01:20:59.185 --> 01:21:10.935]  But is your concern about the manner in which he did not speak to you or his decision to retire, which he, as we've talked about, he would have been entitled to do, which causes the most concern?
[01:21:10.955 --> 01:21:17.160]  Because that is the focus that so many people are wondering about, whether he has done something wrong... Is she wearing camouflage?
[01:21:17.400 --> 01:21:19.402]  First of all, this... Oh, my God, I haven't seen that.
[01:21:22.583 --> 01:21:25.767]  No, he did something wrong in services as stated before.
[01:21:25.787 --> 01:21:26.648]  He's like a floating head.
[01:21:27.788 --> 01:21:34.252]  He knew the policies and procedures and how we go to leadership and address issues or discuss issues and concerns out there.
[01:21:34.873 --> 01:21:37.595]  Again, backing up, he had told me, no, I'm going forward.
[01:21:37.935 --> 01:21:39.876]  We're going to go with the battalion and go from there.
[01:21:40.597 --> 01:21:42.958]  So I'm under the believing he told me he was going forward.
[01:21:43.018 --> 01:21:44.940]  I'm underneath that believing that he's going forward.
[01:21:45.180 --> 01:21:50.063]  He went around me, which he should have addressed it with me so we could help do some things out there.
[01:21:50.864 --> 01:21:55.247]  Sergeant Major, this was really... Excuse me, I don't want to cut you off, sir.
[01:21:55.327 --> 01:21:56.668]  Finish your point, please, Sergeant Major.
[01:21:59.932 --> 01:22:11.700]  He went around me and the fact is that there's a possibility he probably would have realized I would have probably know it's too late you're going forward because we had already received our notice notification of sourcing and there's one other little
[01:22:13.877 --> 01:22:15.577]  He's trying to find a way to get him off the air.
[01:22:44.079 --> 01:22:44.839]  He was going forward.
[01:22:45.200 --> 01:22:46.620]  Yeah, he knew he was going forward.
[01:22:46.860 --> 01:22:48.201]  Had he gotten his orders yet?
[01:22:48.661 --> 01:22:50.162]  No, at that time he had not.
[01:22:51.082 --> 01:23:02.128]  As far as being a command sergeant major, he, as soon as he retired, or I'm going to go with the term retired, which he did, which, and he was eligible after 20 years to get a full retirement.
[01:23:03.148 --> 01:23:05.309]  He was taken out of the academy at that time.
[01:23:06.790 --> 01:23:09.772]  Here's another thing about- Well, Sergeant Major, I do want to hear that.
[01:23:11.215 --> 01:23:12.896]  I do want to hear what you have to say, Sergeant Major.
[01:23:13.517 --> 01:23:17.860]  I know I want to be sensitive of your time and your audio is beginning to break up just a little bit.
[01:23:17.880 --> 01:23:18.841]  She just mixed that up.
[01:23:19.718 --> 01:23:20.599]  We're good to go.
[01:23:20.619 --> 01:23:21.139]  We're good to go.
[01:23:21.159 --> 01:23:21.479]  We're good to go.
[01:23:21.499 --> 01:23:21.879]  We're good to go.
[01:23:21.899 --> 01:23:22.260]  We're good to go.
[01:23:22.280 --> 01:23:22.720]  We're good to go.
[01:23:22.740 --> 01:23:23.300]  We're good to go.
[01:23:23.400 --> 01:23:23.761]  We're good to go.
[01:23:23.781 --> 01:23:24.341]  We're good to go.
[01:23:24.361 --> 01:23:24.741]  We're good to go.
[01:23:24.761 --> 01:23:25.161]  We're good to go.
[01:23:25.181 --> 01:23:25.562]  We're good to go.
[01:23:25.582 --> 01:23:25.942]  We're good to go.
[01:23:25.962 --> 01:23:26.282]  We're good to go.
[01:23:26.302 --> 01:23:26.642]  We're good to go.
[01:23:26.662 --> 01:23:27.043]  We're good to go.
[01:23:27.063 --> 01:23:27.483]  We're good to go.
[01:23:27.503 --> 01:23:28.103]  We're good to go.
[01:23:28.123 --> 01:23:28.684]  We're good to go.
[01:23:28.704 --> 01:23:29.384]  We're good to go.
[01:23:29.404 --> 01:23:29.885]  We're good to go.
[01:23:29.925 --> 01:23:30.385]  We're good to go.
[01:23:30.405 --> 01:23:30.885]  We're good to go.
[01:23:30.965 --> 01:23:32.066]  We're good to go.
[01:23:32.106 --> 01:23:32.506]  We're good to go.
[01:23:32.526 --> 01:23:33.387]  We're good to go.
[01:23:33.407 --> 01:23:33.987]  We're good to go.
[01:23:34.027 --> 01:23:34.407]  We're good to go.
[01:23:34.427 --> 01:23:35.308]  We're good to go.
[01:23:35.348 --> 01:23:35.688]  We're good to go.
[01:23:35.708 --> 01:23:36.529]  We're good to go.
[01:23:36.569 --> 01:23:37.269]  We're good to go.
[01:23:37.289 --> 01:23:38.010]  We're good to go.
[01:23:38.050 --> 01:23:38.850]  We're good to go.
[01:23:38.890 --> 01:23:39.651]  We're good to go.
[01:23:39.671 --> 01:23:40.191]  We're good to go.
[01:23:40.231 --> 01:23:40.952]  We're good to go.
[01:23:41.012 --> 01:23:41.192]  We're
[01:23:49.377 --> 01:23:50.078]  I don't know.
[01:24:10.740 --> 01:24:28.225]  Because of these false claims of stolen valor, now that we have a real example of actual documented stolen valor going on from Waltz over the course of decades, they're trying to undermine it and just totally ignore it and pretend it's a non-issue and it didn't even happen, yet they'll use the same exact point, the same exact issue erroneously on the right.
[01:24:28.325 --> 01:24:34.607]  This is the double standard, the injustice that is leftist political policy.
[01:24:35.447 --> 01:24:37.368]  Here in clip number 61, listen to what J.R.
[01:24:37.388 --> 01:24:38.768]  Majewski has to say about his experience.
[01:24:41.261 --> 01:24:45.685]  Why is the Kamala Harris campaign attacking me on Twitter?
[01:24:47.006 --> 01:24:47.627]  I'll tell you why.
[01:24:48.447 --> 01:24:56.074]  Because Kamala's vice presidential nominee, her running mate, well, he's been accused of committing stolen valor.
[01:24:56.094 --> 01:24:57.035]  That's right.
[01:24:57.655 --> 01:25:08.805]  Tim Walz, who was in the army, has repeatedly throughout his career lied and insinuated that he deployed in Afghanistan and Iraq
[01:25:09.639 --> 01:25:11.040]  During Operation Enduring Freedom.
[01:25:11.560 --> 01:25:14.021]  And, well, the records don't show that.
[01:25:14.601 --> 01:25:22.325]  And he's actually said that he's, well... Make sure that those weapons of war that I carried in war is the only place where those weapons are at.
[01:25:22.665 --> 01:25:25.726]  I, on the other hand, well, I was endorsed by President Trump and J.D.
[01:25:25.766 --> 01:25:26.106]  Vance.
[01:25:27.047 --> 01:25:32.909]  And I was on my way to defeating a 40-year Democratic incumbent in a congressional race.
[01:25:33.990 --> 01:25:36.131]  And the Democratic Party lied about me.
[01:25:36.897 --> 01:25:48.564]  They stole my military records, they forged my signature, and they fabricated a story about me saying that I never served in Afghanistan because I didn't have a medal that wasn't even created while I was in the military.
[01:25:49.125 --> 01:25:50.986]  Now, J.R., you know, they hit J.R.
[01:25:51.026 --> 01:25:52.407]  very hard, I have to tell you.
[01:25:52.467 --> 01:25:53.367]  These are friends of mine.
[01:25:54.168 --> 01:25:54.548]  J.R.
[01:25:54.568 --> 01:26:00.772]  was a hero and is a hero, and they hit him very hard with false stuff that he wasn't a hero.
[01:26:01.172 --> 01:26:02.093]  This candidate, J.R.
[01:26:02.113 --> 01:26:05.215]  Majewski, has misrepresented his military record.
[01:26:06.690 --> 01:26:08.934]  And after the election, they found out he was.
[01:26:09.596 --> 01:26:09.896]  J.R.
[01:26:09.916 --> 01:26:13.964]  Majewski gave Congresswoman Marcy Kaptur one of her tightest races in 2022.
[01:26:14.605 --> 01:26:17.371]  I was attacked by a political machine.
[01:26:23.733 --> 01:26:29.897]  News Eye team has confirmed that the Air Force recently awarded him the Global War on Terrorism Expeditionary Medal.
[01:26:30.057 --> 01:26:34.039]  How much do you think the military document issue played a role in the race?
[01:26:34.380 --> 01:26:37.161]  It was significantly impactful.
[01:26:37.341 --> 01:26:46.087]  This is the reality of politics and the American citizen should not have to be dissuaded from running for politics because of this.
[01:26:47.771 --> 01:26:52.617]  And on behalf of our country, I'd like to apologize to J.R.
[01:26:52.677 --> 01:26:54.980]  Majewski, because you were treated very unfairly.
[01:26:55.040 --> 01:26:56.182]  So, okay?
[01:26:56.822 --> 01:26:58.324]  You were treated very unfairly.
[01:26:58.625 --> 01:27:01.048]  But he is a hero, and everybody now knows it.
[01:27:01.228 --> 01:27:02.509]  Thank you, J.R., very much.
[01:27:02.529 --> 01:27:03.471]  Appreciate it.
[01:27:04.571 --> 01:27:09.333]  And they did lie about his stolen valor in order to undermine his candidacy, because that's what leftists do.
[01:27:09.373 --> 01:27:20.996]  They lie when it's convenient, they advocate for democracy when it's convenient, and then they totally subvert democracy when it's inconvenient by just ushering in a new candidate and blackmailing the candidate who actually received the votes in the primary.
[01:27:21.016 --> 01:27:25.917]  I mean, this is unbelievable, the level of gaslighting we're seeing from the left.
[01:27:26.017 --> 01:27:27.798]  It is akin to like Soviet-level stuff.
[01:27:27.878 --> 01:27:29.518]  It is CCP-level stuff.
[01:27:29.538 --> 01:27:31.359]  Frankly, these folks are all communists.
[01:27:31.379 --> 01:27:32.319]  They're evil communists.
[01:27:32.899 --> 01:27:34.080]  At least we have people like J.D.
[01:27:34.100 --> 01:27:37.301]  Vance and Trump who are willing to come out and call them on their crap.
[01:27:38.022 --> 01:28:02.235]  I just hope the American people have the wisdom and prudence and character to interpret the truth of objective reality rather than just continue to live in their brainwashed stagnant state of this BS anti-fascist mentality thinking that a vote for Donald Trump is somehow a vote for fascism when we see example after example from the left of how their policies are literally fascist.
[01:28:02.515 --> 01:28:17.363]  When they're pressuring major tech platforms like Twitter, like Instagram, like Facebook, like Snapchat, like YouTube and others, using the CIA, they're pressuring these organizations, these private businesses, to censor and violate your First Amendment rights to freedom of speech.
[01:28:17.883 --> 01:28:18.764]  That is fascism!
[01:28:19.184 --> 01:28:33.956]  When the central government has so much leverage and control over private business that it can weaponize the private sector against its own people for the sake of achieving a political agenda at the expense of the rights, interests, wants, and needs of its own people, that is fascism.
[01:28:33.996 --> 01:28:39.760]  So I'm telling you right now that if you're not voting for Donald Trump because you think he's fascist, take a look at these leftist policies.
[01:28:39.800 --> 01:28:45.645]  Take a long, hard, close look at which policy was the one responsible for mask mandates.
[01:28:45.925 --> 01:28:48.067]  Which party was the one responsible
[01:28:48.547 --> 01:28:49.067]  I don't know.
[01:29:13.285 --> 01:29:17.247]  Imprisonment and persecution of political opponents comes exclusively from the left.
[01:29:17.527 --> 01:29:20.348]  The fact that Edward Snowden had to flee to Russia came from the left.
[01:29:20.388 --> 01:29:26.711]  The fact that Julian Assange was stuck in an embassy for years, imprisoned for years unjustly, came from the left.
[01:29:26.791 --> 01:29:28.792]  And now these wars are coming from the left.
[01:29:28.852 --> 01:29:30.433]  This war in Ukraine is from the left.
[01:29:30.693 --> 01:29:33.054]  This war between Israel and Hamas is from the left.
[01:29:33.314 --> 01:29:36.296]  This tension between China and Taiwan is from the left.
[01:29:37.657 --> 01:29:44.181]  We have conflict after conflict, economic crisis after economic crisis, and injustice after injustice, all from the left.
[01:29:44.241 --> 01:29:47.764]  I put to you now, the left is fascist, actually fascist.
[01:29:47.784 --> 01:30:07.357]  So if you're anti-fascist, if you think that you're standing up for individual rights and justice and tolerance and acceptance of communities and the government staying out of your business, then you better think again if you're planning on voting for Kamala Harris, because this is a woman who brags about the fact that with a flick of her pen, she could imprison anybody with a misdemeanor charge that she has this power.
[01:30:08.137 --> 01:30:17.924]  She brags about her policies of keeping people in prison in California beyond the length of their sentence so that they could be used as slave labor.
[01:30:19.064 --> 01:30:24.668]  She brags about how great the border is when it's sponsored the invasion of our people.
[01:30:24.708 --> 01:30:35.155]  She claims to be an advocate for victims of sexual assault while she's allowed tens of millions of people to come into the United States illegally, many of them from terrorist countries, many of them committing robberies, murders, and rapes.
[01:30:37.222 --> 01:30:40.766]  She brags about imprisoning people for small marijuana charges.
[01:30:40.786 --> 01:30:46.171]  She brags about arresting and charging single mothers for their truant children in California.
[01:30:46.211 --> 01:30:47.192]  You realize she did that, right?
[01:30:47.232 --> 01:30:51.296]  When, you know, in California, you have to work three jobs as a single mom in order to make ends meet remotely.
[01:30:52.315 --> 01:31:02.345]  And sometimes when you're working three jobs as a single mom, you lose track of what your kid's doing, or maybe since dad isn't around, your kid's starting to act up and you don't know it, and you're the one that's going to be prosecuted for this situation.
[01:31:02.605 --> 01:31:05.548]  This is the type of world that Kamala Harris believes in.
[01:31:05.668 --> 01:31:13.956]  She is abundantly evil, and she is the embodiment and the manifestation of all leftist idealism and policy, and she is a fascist.
[01:31:13.976 --> 01:31:16.298]  She's a fascist and a communist at the same time.
[01:31:17.574 --> 01:31:23.516]  In the 20th century, it was the fascists who actually put down the communists in Germany, and the fascists ended up being evil.
[01:31:23.536 --> 01:31:25.717]  The communists ended up being even more evil.
[01:31:25.737 --> 01:31:27.837]  We see this from the Great Leap Forward and from the Holocaust.
[01:31:28.097 --> 01:31:41.842]  Millions upon millions die from both fascism and communism, but what these new globalists have done, the Kamala Harrises and the Joe Bidens and the Soroses and others, what they have done is they have somehow figured out a way to merge that which was incompatible into a new compatible form.
[01:31:42.082 --> 01:31:50.426]  They have merged fascism with communism into one singular political movement and philosophy and they call it globalism or they call it progressivism.
[01:31:51.267 --> 01:31:52.467]  They call it unity.
[01:31:52.487 --> 01:31:53.508]  They call it tolerance.
[01:31:53.768 --> 01:31:54.909]  They give it all these names.
[01:31:55.129 --> 01:32:01.032]  But what it is, is the worst of fascism coupled with the worst of communism all in one political ideal.
[01:32:01.352 --> 01:32:02.793]  That is what we are witnessing right now.
[01:32:02.893 --> 01:32:06.815]  And I think JD Vance did a great job of putting it to
[01:32:09.278 --> 01:32:13.225]  Putting the truth out there on CNN in combating Kamala Harris and Tim Waltz.
[01:32:13.245 --> 01:32:16.130]  Let's run clips three and four back-to-back as one clip.
[01:32:16.150 --> 01:32:17.532]  This is clips three and four.
[01:32:17.873 --> 01:32:23.001]  Watch as JD Vance shreds fundamentally fake Kamala Harris and Tim Waltz in CNN interview.
[01:32:23.953 --> 01:32:28.134]  Dana, I criticized his lying about his own record, okay?
[01:32:28.494 --> 01:32:32.815]  This is a guy who was captured on video saying, I carried a gun in war.
[01:32:32.995 --> 01:32:33.935]  He never went to war.
[01:32:34.275 --> 01:32:46.478]  This is a guy who's been captured on video as other people say, he's an Afghanistan veteran, he's a veteran of a war, nodding along in agreement instead of saying, no, no, no, I did serve my country, I did it honorably, but I never went to a war zone.
[01:32:46.758 --> 01:32:49.159]  I'm not criticizing Tim Walz's service.
[01:32:49.579 --> 01:32:53.821]  I'm criticizing the fact that he lied about his service for political gain, Dana.
[01:32:53.941 --> 01:32:57.282]  Now ask me three questions about comments that I made three years ago.
[01:32:57.882 --> 01:33:03.105]  I wonder what Kamala Harris thinks about the fact that she supported policies that opened the American Southern border.
[01:33:03.125 --> 01:33:08.587]  I wonder what Kamala Harris thinks about the fact that she lied to the American people about Joe Biden's middle...
[01:33:09.167 --> 01:33:09.547]  I don't know.
[01:33:29.165 --> 01:33:30.466]  How are we going to lower inflation?
[01:33:30.726 --> 01:33:33.068]  How are we going to reduce the cost of food and housing?
[01:33:33.108 --> 01:33:34.750]  How are we going to close down that southern border?
[01:33:35.030 --> 01:33:36.491]  We've talked so little about that.
[01:33:36.751 --> 01:33:39.814]  We've talked a lot more about a sarcastic remark I made three years ago.
[01:33:40.114 --> 01:33:42.416]  I think we should talk about the issues that most Americans care about.
[01:33:42.476 --> 01:33:45.118]  Kamala Harris is whatever she says she is.
[01:33:45.579 --> 01:33:49.082]  But I believe, importantly, that President Trump is right that she's a chameleon.
[01:33:49.482 --> 01:33:51.784]  She pretends to be one thing in front of one audience.
[01:33:51.824 --> 01:33:54.046]  She pretends to be something different in front of another audience.
[01:33:54.386 --> 01:33:57.109]  Look, Dana, she's not running a political campaign.
[01:33:57.490 --> 01:33:59.212]  She's running a movie.
[01:33:59.532 --> 01:34:01.735]  She only speaks to voters behind a teleprompter.
[01:34:02.176 --> 01:34:03.117]  Everything is scripted.
[01:34:03.137 --> 01:34:04.939]  She doesn't have her policy positions out there.
[01:34:05.259 --> 01:34:08.203]  She hasn't answered why she wanted to ban fracking, but now she doesn't.
[01:34:08.443 --> 01:34:10.205]  She wanted to fund police, but now she doesn't.
[01:34:10.465 --> 01:34:12.468]  She wanted to open the border, but now she doesn't.
[01:34:12.868 --> 01:34:20.132]  She should have to answer for why she presents a different set of policies to one audience and a different set of policies to another audience.
[01:34:20.393 --> 01:34:22.034]  And I think that's what President Trump is getting at.
[01:34:22.074 --> 01:34:23.735]  This is a fundamentally fake person.
[01:34:24.035 --> 01:34:25.696]  She's different depending on who she's in front of.
[01:34:26.276 --> 01:34:28.737]  I criticize people for not having kids.
[01:34:29.138 --> 01:34:31.419]  I criticize people for being anti-child.
[01:34:31.479 --> 01:34:32.920]  And I do think that Kamala Harris...
[01:34:33.080 --> 01:34:35.261]  If you're pro-abortion and you're pro-depopulation, you're inherently anti-child.
[01:34:35.281 --> 01:34:36.022]  He's absolutely right.
[01:34:36.042 --> 01:34:40.084]  The fact that the CNN anchor couldn't even see this is just... I can't even fathom the audacity, the stupidity of it.
[01:34:59.241 --> 01:35:00.222]  Go back to the COVID era.
[01:35:00.322 --> 01:35:01.923]  One thing that really frustrated me, please.
[01:35:01.983 --> 01:35:03.064]  Are you going to debate Tim Walz?
[01:35:03.185 --> 01:35:03.525]  Of course.
[01:35:03.665 --> 01:35:04.626]  I want to debate Tim Walz.
[01:35:04.686 --> 01:35:05.567]  I think it's important.
[01:35:05.627 --> 01:35:10.371]  And I think that it goes to a very fundamental difference between the Trump fans ticket and our opposition.
[01:35:10.711 --> 01:35:12.693]  We believe in talking to the media.
[01:35:12.953 --> 01:35:14.235]  We believe in answering questions.
[01:35:14.335 --> 01:35:15.396]  We believe in debating.
[01:35:15.716 --> 01:35:16.697]  I think it's really important.
[01:35:17.077 --> 01:35:20.700]  I mean, look, I'm asking the American people to make me their vice president.
[01:35:20.980 --> 01:35:27.746]  It's really important to stand before the American people to make that case, and I'm going to keep on doing it in whatever form I get the opportunity.
[01:35:27.766 --> 01:35:28.567]  We look forward to it.
[01:35:28.647 --> 01:35:30.688]  Thank you so much for sitting down and taking my questions.
[01:35:30.708 --> 01:35:31.469]  He's absolutely right.
[01:35:31.489 --> 01:35:32.770]  Kamala Harris is totally fake.
[01:35:32.790 --> 01:35:33.791]  Tim Walz is totally fake.
[01:35:33.851 --> 01:35:40.997]  I mean, we just went over the fact that she's stealing Trump's policy for no tax on tips, and this is just hitting the desk, busted.
[01:35:41.077 --> 01:35:43.719]  Biden admin imposed a new tax scheme on tips.
[01:35:44.099 --> 01:35:56.823]  Before copycat Kamala stole Trump's no-tax-on-tips plan, the Biden administration rolled out a new tax rule on service industry tips over a year before Kamala Harris stole former President Trump's proposal to eliminate taxes on tips.
[01:35:57.203 --> 01:36:07.446]  Shortly after Trump in June unveiled his proposal to abolish taxes on tips earned by service industry and hospitality workers, Harris announced on Saturday in Las Vegas that she would do the same if elected in November.
[01:36:08.026 --> 01:36:11.427]  Trump, of course, lambasted Harris on True Social for blatantly stealing his policy
[01:36:11.527 --> 01:36:11.827]  I don't know.
[01:36:30.444 --> 01:36:46.218]  So, if we're going to have Kamala Harris as President of the United States and she's going to make false claims about wanting to adopt Trump policies, even though she could actually work right now as the Vice President of the United States to implement these policies, then how are we supposed to expect her to handle our foreign policy any better?
[01:36:46.539 --> 01:36:52.604]  How are we supposed to expect her not to sell us out to foreign interests when she's selling us out to her own interests right now?
[01:36:52.624 --> 01:36:55.587]  I mean, we have a World War III watch happening right now.
[01:36:56.067 --> 01:37:03.832]  Here at Infowars, as Russia begins heavy retaliation on Ukrainian capital as Zelensky breaks silence on the Kursk invasion.
[01:37:04.093 --> 01:37:15.941]  And I just want to show you what our own defense industry department is saying, what our own intelligence community is saying, what our own military industrial complex is saying about this escalation happening between Russia and Ukraine.
[01:37:16.141 --> 01:37:17.142]  This is clip number 20.
[01:37:17.482 --> 01:37:23.466]  But now in the sixth day of the Kursk invasion, Ukraine's President Volodymyr Zelensky, who I like to refer to as Voldemort Zelensky,
[01:37:23.846 --> 01:37:30.727]  Explained the following on Sunday breaking his silence and giving his first official confirmation of the daring cross-border ground operation He says quote today.
[01:37:30.767 --> 01:37:49.211]  I received several reports from commander-in-chief Sir skele, excuse me regarding the front lines and our actions to push the war onto the aggressors territory at it Ukraine is proving that it can indeed restore justice and ensure the necessary pressure on the aggressor But this is clip number 20 of our own intelligence military community responding to this escalation.
[01:37:49.231 --> 01:37:49.251]  I
[01:37:50.595 --> 01:37:51.055]  Yeah, thanks.
[01:37:51.095 --> 01:38:00.943]  So just on the Ukraine attacks into Russia, are you concerned that Russia will escalate tensions over this attack, including with the U.S., nuclear threats, anything like that?
[01:38:02.485 --> 01:38:08.349]  No, because at the end of the day, Ukraine is fighting for its sovereign territory that its neighbor invaded.
[01:38:08.810 --> 01:38:18.157]  So if we want to de-escalate tensions, as we've said from the beginning, the best way to do that is Putin can make that decision today to withdraw troops from Ukraine.
[01:38:20.399 --> 01:38:35.727]  Ukraine is going to do everything it can to continue to take back its sovereign territory, and that's what we're seeing they're doing in this, what you're referring to in this, you know, Kursk Oblast.
[01:38:35.747 --> 01:38:42.191]  We're going to continue to support Ukraine with the capabilities and the systems that they need.
[01:38:42.931 --> 01:38:45.212]  We don't feel like this is escalatory in any way.
[01:38:45.872 --> 01:38:48.554]  Ukraine is doing what it needs to do to be successful on the battlefield.
[01:38:50.009 --> 01:38:50.509]  Unbelievable.
[01:38:50.529 --> 01:38:51.009]  Now this is clip 18.
[01:38:51.089 --> 01:38:53.950]  I want to throw this up and I'll talk over it because it may be b-roll.
[01:38:54.611 --> 01:39:04.314]  But this is, this is video of these escalations, these Russian targets in clip number 18 being hit by Ukraine offenses.
[01:39:04.594 --> 01:39:11.177]  And the more we fund this, the more weapons we give them, the more soldiers we give them, the more problematic this is, this is going to be for us.
[01:39:11.217 --> 01:39:13.778]  I mean, this is, this is definitely an escalation into World War III.
[01:39:15.828 --> 01:39:22.679]  When you have Russian Territory, Sovereign Territory, Sovereign Territory being attacked by Ukrainian Nazis.
[01:39:22.979 --> 01:39:25.804]  Nazis who we gave 63, what was it, 63 billion dollars?
[01:39:28.527 --> 01:39:35.832]  On Hitler's birthday this year, I am just sick and tired of our own government, our own political class, continuing to sell us out.
[01:39:36.373 --> 01:39:40.776]  And it's not just that they're selling us out or compromising our interests for a little bit of kickback here and there.
[01:39:40.816 --> 01:39:42.597]  It's not a minuscule amount of corruption.
[01:39:42.617 --> 01:39:50.363]  You have to keep in mind, the more powerful the federal government becomes, the more painful and felt corruption is at the highest levels.
[01:39:50.403 --> 01:39:57.648]  Back in, you know, the 19th century in the United States of America, the federal government was much less powerful than it is today.
[01:39:58.248 --> 01:40:00.189]  It's not that people were less corrupt back then.
[01:40:00.229 --> 01:40:02.189]  People have always been the same level of corrupt.
[01:40:02.409 --> 01:40:07.430]  But the more powerful and control a government has, the more that corruption is felt by the people.
[01:40:07.450 --> 01:40:13.932]  Whether it's a fascist government, whether it's a communist government, the more control this government has, the more painful corruption becomes.
[01:40:14.012 --> 01:40:17.553]  And now we are arriving at a place where our government is so abundantly powerful,
[01:40:17.913 --> 01:40:18.093]  I'm good.
[01:40:41.015 --> 01:40:41.455]  We're good to go.
[01:41:04.281 --> 01:41:07.664]  That there's more and more evidence coming out that our very own elections aren't even democratic.
[01:41:07.744 --> 01:41:12.308]  Our own democratic processes in our constitutional republic are totally undermined.
[01:41:12.328 --> 01:41:18.214]  We've got Smartmatic Voting Machines president and two executives indicted on bribery, money laundering charges.
[01:41:18.234 --> 01:41:18.834]  This is clip number 35.
[01:41:18.894 --> 01:41:30.285]  The co-founder and president of electronic voting machine company Smartmatic, Roger Alejandro Piñata Martinez, was indicted on Thursday along with two other executives and a former chairman of the Commission of Elections.
[01:41:32.466 --> 01:41:47.272]  Smartmatic has provided election technology and support services in Venezuela since 2004.
[01:41:49.493 --> 01:41:59.638]  Even in moments of deep political conflict and division, we have been satisfied that the voting process and the count has been completely accurate.
[01:42:01.440 --> 01:42:14.631]  It is therefore with the deepest regret that we have to report that the turnout numbers on Sunday 30th of July for the Constituent Assembly in Venezuela were tampered with.
[01:42:15.051 --> 01:42:26.140]  Based on the robustness of our system, we know without any doubt that the turnout of the recent election for a National Constituent Assembly was manipulated.
[01:42:26.801 --> 01:42:30.084]  It is important to highlight that similar manipulations
[01:42:31.027 --> 01:42:31.608]  We're good to go.
[01:42:54.875 --> 01:42:57.517]  To make it evident when results are manipulated.
[01:42:58.117 --> 01:43:02.841]  However, there must be people auditing the system and watching for that evidence.
[01:43:03.982 --> 01:43:11.848]  During the National Constituent Assembly elections, there were no auditors from the opposition parties, as they did not want to participate.
[01:43:14.209 --> 01:43:16.691]  So how do you come up with the one million?
[01:43:17.332 --> 01:43:21.535]  An audit would allow everyone to know the exact participation.
[01:43:22.887 --> 01:43:29.750]  We estimate the difference between the actual participation and the one announced by the authorities is at least one million votes.
[01:43:31.831 --> 01:43:39.414]  It is important to point out that this would not have occurred if the auditors of all political parties... So we know that these machines are a major risk.
[01:43:39.694 --> 01:43:44.176]  And it's dangerous to say anything about it because you're liable to get sued by Dominion or Smartmatic or these other companies.
[01:43:44.216 --> 01:43:47.017]  I mean, that's basically the reason that Tucker Carlson is no longer at Fox News.
[01:43:47.297 --> 01:43:49.418]  Of course, it backfired and he's more powerful now than ever.
[01:43:51.377 --> 01:43:58.482]  But speaking of lawsuits and attempts to silence the truth, I want to encourage everyone to go to InfoWarsStore.com right now.
[01:43:58.542 --> 01:44:13.432]  If you're wondering what you can do to save the country, to save humanity from these leftists, these globalists, these liars who want to subjugate you and depopulate you, one of the best things you can do is go into InfoWarsStore.com right now and buying any number of our great products to invest in your health and keep us on the air.
[01:44:13.472 --> 01:44:16.614]  Please go to InfoWarsStore.com right now and be the reason we are still on the air.
[01:44:21.877 --> 01:44:27.060]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:44:27.520 --> 01:44:31.762]  Visit InfoWars.com forward slash show and share the link today.
[01:44:33.737 --> 01:44:35.839]  I do want to tell you about InfoWars MD.
[01:44:36.259 --> 01:44:43.685]  Discover the newest line of supplements from InfoWars designed to boost vitality and enhance overall well-being, available exclusively at InfoWarsStore.com.
[01:44:43.705 --> 01:44:51.691]  Whether you're looking to support immune health, improve cognitive function, or increase energy levels, our meticulously crafted formulas cater to diverse needs.
[01:44:51.871 --> 01:44:55.954]  We have Ageless Vitality Collagen, Superfood Greens, Mushroom Max,
[01:44:56.454 --> 01:45:06.080]  Turmeric 95, Better Mood Plus, Libido RX, CBD, full spectrum 10 and 25 milligram gummies, as well as so much more.
[01:45:06.460 --> 01:45:08.961]  The premium InfoWars Lifeline.
[01:45:09.001 --> 01:45:13.604]  It's InfoWars MD and it's available now 25% off at InfoWarsStore.com.
[01:45:13.984 --> 01:45:17.286]  I suggest the collagen and just search it yourself.
[01:45:17.346 --> 01:45:25.471]  I'm not going to make any medical claims here, but search the importance of collagen in the aging process and see why taking collagen as a supplement
[01:45:25.811 --> 01:45:29.765]  It can be perhaps the most powerful thing you do to reverse the signs of aging.
