[00:00:03.001 --> 00:00:03.581]  We're live.
[01:08:54.588 --> 01:08:55.248]  She's so bad.
[01:08:55.989 --> 01:08:57.369]  She's so pathetic.
[01:08:58.230 --> 01:08:59.570]  It's just so fucking bad.
[01:08:59.670 --> 01:09:01.111]  I just can't imagine.
[01:09:01.151 --> 01:09:06.474]  Can you imagine that guy dealing with Putin and the president of China, who's a fierce person?
[01:09:06.494 --> 01:09:07.634]  He's a fierce man.
[01:09:07.934 --> 01:09:09.215]  A very tough guy.
[01:09:10.076 --> 01:09:15.178]  And they see him, they probably... But they just announced he's probably quitting.
[01:09:19.977 --> 01:09:29.639]  But let's talk about, good job crew for finding that so quick, let's talk about the deep state which is the permanent bureaucracy and big tech and the media and their lies.
[01:09:29.939 --> 01:09:30.819]  Remember they denied all this?
[01:09:30.859 --> 01:09:42.402]  Well look at this, former FBI and Twitter lawyer Jim Baker joins election task force advocating for social media censorship and the Democrats are calling for deep fakes of Biden being young and smart.
[01:09:43.202 --> 01:09:47.223]  Now this is a really important article I want to hit and I want people to give me attention on this, okay?
[01:09:49.608 --> 01:09:51.249]  And I meant to play this last week.
[01:09:51.330 --> 01:09:55.193]  I had it on Wednesday, before I took off 4th of July the next day.
[01:09:56.434 --> 01:10:02.960]  But the head of the Heritage Foundation, who used to be milquetoast, but now people are so awake they can be hardcore, which is good.
[01:10:03.320 --> 01:10:04.701]  We start to win, we expect to see that.
[01:10:05.642 --> 01:10:12.588]  Comes out and says, we're in the middle of the second American Revolution, hopefully the left isn't violent and it'll be bloodless.
[01:10:13.289 --> 01:10:21.445]   So we're in the middle Of the Second American Revolution, hopefully the left won't be violent and it'll be peaceful.
[01:10:22.265 --> 01:10:26.808]  The entire media then spun that.
[01:10:26.828 --> 01:10:32.853]  This type of heritage foundation head talks about revolution.
[01:10:33.013 --> 01:10:33.393]  It's everywhere.
[01:10:37.910 --> 01:10:40.271]  Because I go through these articles and wish, oh, I wish I had this clip.
[01:10:40.291 --> 01:10:41.291]  I know I sent it Wednesday.
[01:10:41.331 --> 01:10:42.512]  It's not the court's fault.
[01:10:42.912 --> 01:10:43.872]  I didn't send it again today.
[01:10:44.672 --> 01:10:45.673]  But you all heard the clip.
[01:10:45.693 --> 01:10:46.393]  It's been all over the news.
[01:10:46.873 --> 01:10:47.774]  I just wanted to show you something.
[01:10:47.894 --> 01:10:57.077]  I'm not like the media, the corporate media, the enemy of the people that just says, Alex Jones says, you know, kill all the Mexicans like the ADL did 10 years ago.
[01:10:57.117 --> 01:10:57.777]  And I threaten to sue them.
[01:10:57.797 --> 01:10:58.418]  They retracted it.
[01:10:58.938 --> 01:11:00.258]  Or Trump hates all Mexicans.
[01:11:01.059 --> 01:11:01.679]  Where's the clip?
[01:11:03.219 --> 01:11:03.940]  Yeah, there's the headline.
[01:11:04.280 --> 01:11:07.581]  Heritage Foundation president raises alarm with cryptic threat.
[01:11:11.479 --> 01:11:19.848]  Heritage Foundation head talks about Second American Revolution, and notice, put the headline back up, they have it, quotes him, he said, peaceful.
[01:11:21.930 --> 01:11:23.992]  Bloodless of the left allows it to be.
[01:11:27.095 --> 01:11:28.717]  So why is this story important?
[01:11:29.718 --> 01:11:34.023]  Trump doesn't control or run a lot of stuff, obviously, he's an executive.
[01:11:35.034 --> 01:11:36.234]  He just gives out policy.
[01:11:36.274 --> 01:11:40.616]  But there are people in his administration that started this 2025 project.
[01:11:41.136 --> 01:11:44.398]  The Heritage Foundation is milquetoast Republicans.
[01:11:45.118 --> 01:11:45.538]  They're good.
[01:11:45.598 --> 01:11:46.278]  They're getting better.
[01:11:46.758 --> 01:11:49.559]  They fund Tucker Carlson, who's doing a great job.
[01:11:50.460 --> 01:11:52.240]  These are good people, okay?
[01:11:52.260 --> 01:11:53.241]  They're not even hardcore enough.
[01:11:53.261 --> 01:11:54.101]  I'm not saying Tucker isn't.
[01:11:54.121 --> 01:11:55.862]  I'm saying the Heritage Foundation is not.
[01:11:56.702 --> 01:12:04.185]  Trump hears there's a firestorm on CNN, MSNBC, all the corporate channels.
[01:12:05.734 --> 01:12:16.179]  And he comes out Saturday, yesterday, and says, I don't know who the 2025 group is, and I'm not saying they're bad, but I don't endorse them and I don't run them.
[01:12:16.659 --> 01:12:25.083]  So he hears heat on this Heritage Foundation full commitment with a Trump plan that I've read.
[01:12:25.763 --> 01:12:26.904]  It's 90 pages long.
[01:12:26.984 --> 01:12:28.305]  It's most of it's excellent.
[01:12:28.325 --> 01:12:33.167]  I mean, I would say it makes the Heritage Foundation go from like a C minus to an A plus in my view.
[01:12:34.301 --> 01:12:36.222]  It's got a lot of great common sense ideas.
[01:12:36.683 --> 01:12:42.607]  And the Heritage Foundation head says, we're in the middle of the second American Revolution, and it's going to be peaceful, the Democrats don't get violent.
[01:12:43.228 --> 01:12:44.188]  Totally real comment.
[01:12:45.209 --> 01:12:55.757]  And Trump gets told by his advisors and people who really just don't want competition, in his new White House, that goes on, oh God, these are radicals, sir.
[01:12:56.157 --> 01:12:58.038]  You've got to come out and distance yourself.
[01:12:59.179 --> 01:13:01.241]  No, do like TPUSA did.
[01:13:02.580 --> 01:13:03.961]  And invite me to their big event.
[01:13:04.601 --> 01:13:05.661]  That's what the public wants.
[01:13:05.741 --> 01:13:09.503]  Stop letting the Democrats dictate your response.
[01:13:09.863 --> 01:13:16.366]  Stop letting the Democrats control what you say by, oh my god, it's totally evil.
[01:13:16.646 --> 01:13:19.588]  Trump wants to support a controlled border.
[01:13:20.528 --> 01:13:21.869]  Trump doesn't run away from that.
[01:13:22.229 --> 01:13:23.410]  Why do we run away from that?
[01:13:24.010 --> 01:13:26.871]  Stop letting them define the debate.
[01:13:27.151 --> 01:13:28.632]  Did you guys find the Heritage Foundation clip?
[01:13:31.260 --> 01:13:37.222]  Because you just go to X and you type in Heritage Foundation Revolution.
[01:13:37.723 --> 01:13:39.803]  And it'll... Right there.
[01:13:39.823 --> 01:13:40.384]  It doesn't matter.
[01:13:40.404 --> 01:13:41.344]  Everybody knows it was said.
[01:13:42.044 --> 01:13:42.844]  I'm not going to obsess.
[01:13:44.165 --> 01:13:44.465]  Okay.
[01:13:47.026 --> 01:13:50.748]  So... That's... Just add it in post.
[01:13:50.828 --> 01:13:53.549]  We're going to upload this letter to man.video on X. Damn it.
[01:13:53.649 --> 01:13:54.229]  Add it in post.
[01:13:54.249 --> 01:13:55.309]  We'll have that!
[01:13:56.409 --> 01:14:12.009]   So, that's where we are, is the institutional cowardice of the Republican Party.
[01:14:12.009 --> 01:14:22.010]  [BLANK_AUDIO]
[01:14:13.187 --> 01:14:16.309]  That, oh my God, CNN attacked us, good!
[01:14:16.810 --> 01:14:20.072]  You should do whatever they attack, because that's what they fear!
[01:14:21.593 --> 01:14:24.075]  They're attacking Trump all the time, do we run away from Trump?
[01:14:24.536 --> 01:14:26.817]  They're attacking me all the time, do we run away from Alex Jones?
[01:14:27.038 --> 01:14:29.199]  They're attacking Tucker Carlson all day, do we run away?
[01:14:29.459 --> 01:14:32.382]  Oh God, we're being attacked by our enemies, we better quit!
[01:14:34.864 --> 01:14:41.966]  I mean, the milquetoast interview of the head of the Heritage Foundation is like, we're in a revolution, we hope it's peaceful.
[01:14:42.227 --> 01:14:44.087]  That's what America is, is a revolution.
[01:14:44.287 --> 01:14:45.848]  That's in the Declaration of Independence.
[01:14:46.148 --> 01:14:48.349]  That makes perfect and total sense.
[01:14:48.449 --> 01:14:49.209]  I'm gonna find the clip.
[01:14:49.789 --> 01:14:50.990]  Watch this, ladies and gentlemen.
[01:14:51.750 --> 01:14:55.291]  I will find the Heritage Foundation clip right now.
[01:14:55.311 --> 01:15:00.733]  They start playing the Jeopardy music, ladies and gentlemen.
[01:15:02.372 --> 01:15:06.355]  Do-do-do-do-do-do-do-do-do-do-do.
[01:15:07.316 --> 01:15:08.197]  I'm just going to try.
[01:15:08.437 --> 01:15:11.920]  I'm going to try Trump Revolution.
[01:15:12.660 --> 01:15:13.000]  I bet.
[01:15:14.422 --> 01:15:18.645]  We have the clip, ladies and gentlemen.
[01:15:21.381 --> 01:15:22.442]  I know, wait 30 seconds.
[01:15:22.462 --> 01:15:23.723]  You got it downloading it.
[01:15:23.843 --> 01:15:25.805]  I just, I got a rule here.
[01:15:26.625 --> 01:15:27.666]  And this is kind of a thing.
[01:15:27.846 --> 01:15:32.229]  If I send clips on a Thursday, I need them on a Sunday.
[01:15:32.450 --> 01:15:33.090]  And it's okay.
[01:15:33.390 --> 01:15:35.452]  But I will always show you a clip.
[01:15:36.192 --> 01:15:40.476]  I will not sit here and tell you there's a clip and not show you the clip.
[01:15:41.556 --> 01:15:48.562]  If I tell you Fauci said, don't worry, we'll be able to get rid of Trump with a new pandemic that's going to hit imminently, I'm going to show you the clip.
[01:15:50.583 --> 01:15:56.927]  Or if I tell you Joe Biden said blacks are super predators and that black men should basically all be put in prison, I'm going to show you the clip.
[01:15:56.947 --> 01:15:57.728]  I've shown it many times.
[01:15:58.388 --> 01:16:00.289]  I want to show you the clip.
[01:16:01.310 --> 01:16:03.091]  I want to show you the clip.
[01:16:03.571 --> 01:16:04.192]  Show the clip.
[01:16:05.593 --> 01:16:06.133]  Show the clip.
[01:16:07.694 --> 01:16:08.114]  Here it is.
[01:16:08.294 --> 01:16:08.755]  Start it over.
[01:16:09.015 --> 01:16:09.635]  Oh my God!
[01:16:09.655 --> 01:16:10.136]  Start it over!
[01:16:10.376 --> 01:16:10.996]  Oh my God!
[01:16:11.156 --> 01:16:11.817]  I'm about to get it!
[01:16:11.997 --> 01:16:12.297]  Clip!
[01:16:12.397 --> 01:16:13.138]  Give me the clip!
[01:16:15.099 --> 01:16:18.341]  In spite of all this nonsense from the left, we are going to win.
[01:16:19.133 --> 01:16:21.135]  We're in the process of taking this country back.
[01:16:21.535 --> 01:16:23.377]  No one in the audience should be despairing.
[01:16:23.417 --> 01:16:24.678]  No one should be discouraged.
[01:16:24.718 --> 01:16:27.621]  We ought to be really encouraged by what happened yesterday.
[01:16:28.001 --> 01:16:35.508]  And in spite of all of the injustice, which of course friends and audience of this show, of our friend Steve, know, we are going to prevail.
[01:16:36.089 --> 01:16:39.072]  That Supreme Court ruling yesterday on immunity is vital.
[01:16:39.702 --> 01:16:49.046]  The reason that so many anchors on MSNBC, for example, are losing their minds daily is because our side is winning.
[01:16:49.106 --> 01:16:59.730]  And so I come full circle on this response and just want to encourage you with some substance that we are in the process of the second American revolution, which will remain bloodless if the left allows it to be.
[01:17:00.891 --> 01:17:02.071]  Which is totally true.
[01:17:03.012 --> 01:17:06.253]  The guy, it's the Heritage Foundation, Trump.
[01:17:08.462 --> 01:17:13.403]  And again, Trump's really smart, he's got good instincts, he doesn't understand Republican machinery.
[01:17:14.043 --> 01:17:18.484]  They come to him with a 2025 initiative, and go, sir!
[01:17:19.364 --> 01:17:28.046]  And I saw the articles, they used some aide that was part of it to confuse him, and they go, sir, his other aides that want all the power, they're gonna lose the country doing that.
[01:17:29.046 --> 01:17:35.028]  Sir, there's an upstart group saying things about revolution and violence in your name.
[01:17:35.468 --> 01:17:36.828]  You need to decry them.
[01:17:38.442 --> 01:17:39.483]  Trump's like, who are they?
[01:17:39.543 --> 01:17:39.883]  What, what?
[01:17:40.503 --> 01:17:43.345]  Well, sir, they're just, they're bad people.
[01:17:44.305 --> 01:17:53.570]  Okay, let me put out a post on True Social that, I don't know who you are, I'm not saying you're bad, I wish you luck, but I'm not with you.
[01:17:55.451 --> 01:18:01.634]  Now they'd have come in and said, sir, the Heritage Foundation's totally behind you and has a big battle plan to defeat the globalists and take over the country.
[01:18:01.654 --> 01:18:02.554]  We finally are winning.
[01:18:02.774 --> 01:18:13.350]   The establishment Republicans are now joining us He go, well that's great, but instead they don't want the Heritage Foundation involved in the second administration.
[01:18:13.951 --> 01:18:19.596]  It all goes down to this chicken crap, chicken shit planet.
[01:18:20.748 --> 01:18:21.569]  BS, man.
[01:18:21.589 --> 01:18:23.811]  Because I've read the 90-page report.
[01:18:24.131 --> 01:18:25.552]  You know who bankrolled Sugar Carlson?
[01:18:25.792 --> 01:18:27.994]  Those guys.
[01:18:28.294 --> 01:18:29.255]  You think they woke up?
[01:18:29.295 --> 01:18:30.076]  Think they're hardcore?
[01:18:30.456 --> 01:18:32.437]  They've been waiting for us to get hardcore.
[01:18:32.538 --> 01:18:37.722]  I'm not saying they're perfect by any means, but when I see Elon Musk joining us, I'm not going to go, oh, God, screw Elon Musk.
[01:18:38.002 --> 01:18:43.707]  He reached 200 million people a day plus, exposing that he's calling for Fauci's arrest, for God's sakes.
[01:18:44.027 --> 01:18:46.149]  He's calling for the Epstein list to be released.
[01:18:46.789 --> 01:18:48.811]  Well, he's not been perfect in the past.
[01:18:48.951 --> 01:18:49.912]  Oh, shut up!
[01:18:50.919 --> 01:18:52.301]  This is what victory looks like.
[01:18:52.581 --> 01:19:01.891]  People want freedom, they want prosperity, they want security, and then we start winning and Elon Musk and the Heritage Foundation sound just like me.
[01:19:02.912 --> 01:19:06.035]  These policies will destroy the New World Order!
[01:19:07.077 --> 01:19:11.642]  The New World Order is openly coming after Elon Musk now and the Heritage Foundation.
[01:19:13.510 --> 01:19:15.211]  And the articles didn't say Heritage Foundation.
[01:19:15.512 --> 01:19:18.554]  Some unknown group called 2025.
[01:19:19.054 --> 01:19:26.420]  It's just a giant report they put out and tens of millions they spent to do it and sponsor, you know, me going on Tucker Carlson's show.
[01:19:26.440 --> 01:19:28.582]  That's who bankrolled that to get me out there.
[01:19:28.962 --> 01:19:33.045]  And then they sit there and go, oh yeah, the Heritage Foundation is now sponsoring Alex Jones.
[01:19:33.085 --> 01:19:34.486]  That shows their New World Order.
[01:19:34.746 --> 01:19:34.886]  What?
[01:19:34.966 --> 01:19:38.069]  I mean, you know, it is just not, they're not sponsoring me directly.
[01:19:38.089 --> 01:19:39.370]  What I'm saying is they're sponsoring Tucker.
[01:19:39.770 --> 01:19:40.791]  Just think about this.
[01:19:41.291 --> 01:19:43.193]  Just think, use your heads, people.
[01:19:44.710 --> 01:19:48.935]  But see, the Republican establishment cuts and runs and Trump is surrounded by these people.
[01:19:49.215 --> 01:19:49.796]  Great job, Cruz.
[01:19:49.615 --> 01:19:51.615]  Chris, sorry I'm ranting.
[01:19:51.615 --> 01:19:58.615]   *crowd cheering* *crowd chanting*
[01:19:58.615 --> 01:20:04.615]   *crowd chanting* *crowd chanting*
[01:20:04.615 --> 01:20:10.615]   *crowd chanting* *crowd chanting*
[01:20:10.615 --> 01:20:17.615]   *crowd chanting* The answer to 1984...
[01:20:18.090 --> 01:20:17.429]  1776!
[01:20:18.831 --> 01:20:32.582]  So this fight for America is key, not just for us, but the entire world.
[01:20:33.183 --> 01:20:42.450]   Because if this republic falls, the entire world falls to the UN and the globalists and Well, we got news for them!
[01:20:42.289 --> 01:20:47.289]   take everything you've got, including your children, away from you.
[01:20:47.289 --> 01:20:52.889]   And whether it's Klaus Schwab or Bill Gates or Yuval Noah Harari, they represent the globalist
[01:20:52.889 --> 01:20:57.889]  ruling class of the planet who say the future is not human.
[01:20:57.889 --> 01:20:59.890]  Well, we got news for them.
[01:20:59.890 --> 01:21:02.890]  The future is not globalist!
[01:21:02.890 --> 01:21:08.890]  [Cheers]
[01:21:08.890 --> 01:21:10.890]  The future is human.
[01:21:11.539 --> 01:21:17.360]  The lies they spread about Alex, they've tried to take him out more than they've tried to take any of us out.
[01:21:17.920 --> 01:21:18.981]  But let me tell you what it is.
[01:21:19.041 --> 01:21:31.964]  What they'll never say is that Alex Jones has spent 30 years being the loudest voice for freedom, for liberty, and for anti-war that this world has seen.
[01:21:32.244 --> 01:21:35.885]  He stood against them, and that's why they're against him.
[01:21:37.436 --> 01:21:43.799]  They have tried to burn him to the ground, but he won't stop fighting!
[01:21:44.519 --> 01:21:46.100]  Let's launch Team Humanity!
[01:21:49.122 --> 01:21:50.362]  Team Humanity!
[01:21:53.644 --> 01:21:54.844]  Team Humanity!
[01:21:57.425 --> 01:22:00.787]  Are you gonna let them brainwash and take your children?
[01:22:02.788 --> 01:22:13.056]  The answer to their 1984 anti-human dehumanization world is humanity coming together and celebrating freedom that God gave us and saying no!
[01:22:13.236 --> 01:22:14.777]  The answer to 1984 is 1776!
[01:22:14.857 --> 01:22:21.482]  So I have a message to the globalists.
[01:22:21.542 --> 01:22:29.168]  I don't know how all this is going to end, but if you want to fight, you better believe you've got one!
[01:22:32.697 --> 01:22:34.901]  They declared war on us!
[01:22:35.882 --> 01:22:36.923]  They're attacking us.
[01:22:37.263 --> 01:22:38.304]  They're surveilling us.
[01:22:38.644 --> 01:22:39.665]  They're censoring us.
[01:22:40.005 --> 01:22:43.707]  They're cutting off our energy, our water, our communications, our freedom.
[01:22:44.007 --> 01:22:48.490]  We're simply recognizing it and saying, we're not going to roll over and die.
[01:22:48.891 --> 01:22:51.592]  Our God is the God of the universe that created it all.
[01:22:51.833 --> 01:22:54.334]  And your little God, Satan, is a loser.
[01:22:54.895 --> 01:23:00.178]  There is a global, worldwide, political realignment against the New World Order.
[01:23:00.378 --> 01:23:10.507]   The New World Order is a couple thousand arrogant People led by King Charles, who sits around and talks about how he wants to depopulate people, and so did his father, Prince Philip.
[01:23:11.048 --> 01:23:20.737]  And I'm telling them right now, we are not rolling over and dying for you inbred globalists!
[01:23:20.556 --> 01:23:23.556]  We will not divide and conquer us any longer.
[01:23:23.556 --> 01:23:27.556]  And as long as we never give up, we are invincible.
[01:23:27.556 --> 01:23:30.556]  [cheers and applause]
[01:23:30.556 --> 01:23:33.556]  [music]
[01:23:33.556 --> 01:23:36.556]  [chanting]
[01:23:36.556 --> 01:23:39.556]  [music]
[01:23:39.556 --> 01:23:42.556]  [cheers and applause]
[01:23:42.556 --> 01:23:45.556]  [chanting]
[01:23:45.556 --> 01:23:47.556]  [music]
[01:23:47.556 --> 01:23:49.556]  Clashin' artillery.
[01:23:49.962 --> 01:23:50.562]  Genius.
[01:23:51.503 --> 01:23:53.825]  They literally melt down the rock on their heads.
[01:23:55.927 --> 01:24:09.299]  Old-fashioned artillery.
[01:24:09.179 --> 01:24:19.739]  genius. There they are, the American people waking up.
[01:24:20.539 --> 01:24:22.080]  The people of the world waking up as well.
[01:24:23.001 --> 01:24:25.282]  Big news across the board, coming up.
[01:24:26.483 --> 01:24:31.726]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:24:32.167 --> 01:24:36.489]  Visit InfoWars.com forward slash show and share the link today.
[01:24:39.511 --> 01:24:40.432]  Humanity wants to sleep.
[01:24:42.663 --> 01:24:43.724]  Maddie was in a coma.
[01:24:44.104 --> 01:24:44.984]  The enemy was winning.
[01:24:45.064 --> 01:24:45.945]  Now we're awakening.
[01:24:46.465 --> 01:24:49.987]  And now the real fight for the future of humanity is here.
[01:24:50.007 --> 01:24:57.391]  Follow us at Real Alex Jones on X. Rocked you like a hurricane.
[01:24:58.012 --> 01:24:59.653]  Monday through Friday from 11 a.m.
[01:24:59.673 --> 01:25:00.353]  to 3 p.m.
[01:25:00.433 --> 01:25:00.833]  Central.
[01:25:00.873 --> 01:25:03.555]  Back Sundays 4 to 6 p.m.
[01:25:03.595 --> 01:25:10.459]  with all the other great broadcasters like Owen Boyer, Harrison Smith, Chase Geyser and so many others.
[01:25:11.840 --> 01:25:14.562]  Coming to you from deep in the heart of Texas.
[01:25:14.582 --> 01:25:16.463]  Resisting worldwide.
[01:25:18.805 --> 01:25:22.887]  All right, Hurricane Beryl is barreling in.
[01:25:22.907 --> 01:25:32.874]  Supposed to make landfall sometime tomorrow in Port Aransas, Texas and Carine, right over Houston.
[01:25:36.440 --> 01:25:39.122]  And here's what I've got to say about the situation.
[01:25:39.942 --> 01:25:46.506]  Every time there's a bad weather event, the left says it's global warming, and people that are awake say it's weather control.
[01:25:46.746 --> 01:25:47.707]  Now let's talk Turkey.
[01:25:48.988 --> 01:25:53.771]  In 1978 and 79, there were two different UN world treaties on weather modification and control.
[01:25:55.172 --> 01:26:00.335]  I can play you, but I've already played it probably 300 times, so I'm a little neurotic about always showing a clip.
[01:26:02.659 --> 01:26:03.520]  Fine, I'm doing it again.
[01:26:03.540 --> 01:26:04.241]  I can't help it.
[01:26:05.041 --> 01:26:06.042]  The OCD's taking over.
[01:26:06.062 --> 01:26:06.843]  I need to be OCD.
[01:26:07.243 --> 01:26:10.286]  Pull up, CIA director admits chemtrails.
[01:26:10.687 --> 01:26:11.187]  Weather weapons.
[01:26:11.627 --> 01:26:16.132]  It's like an hour-long C-SPAN thing before the last year of Obama, but he says it.
[01:26:16.992 --> 01:26:19.355]  John Brennan, globalist par excellence.
[01:26:20.475 --> 01:26:34.088]  He says, yeah, we're controlling the weather, we're doing a geoengineering spring, we add the chemicals to the jet fuel, the companies aren't even involved, and we're dimming the Earth, and BBC reports the Earth's 27% darker than it was in 1980 than it is now.
[01:26:34.708 --> 01:26:35.069]  Look it up.
[01:26:35.249 --> 01:26:36.530]  Everything I say, you just write down.
[01:26:36.550 --> 01:26:40.194]  The crew just sits there as I say this, just pulls it up, just type it in, just do it, just do it.
[01:26:41.255 --> 01:26:42.095]  I'm not lying to you.
[01:26:42.356 --> 01:26:43.517]  Don't believe me, just check it out.
[01:26:45.776 --> 01:26:50.137]  Sometimes I get a number flipped or something wrong, you know, 5% of the time, but we're trying to tell the truth here.
[01:26:50.397 --> 01:26:50.857]  Big difference.
[01:26:51.258 --> 01:26:51.898]  We're not trying to lie.
[01:26:53.478 --> 01:26:59.220]  And so, I, when it was declassified 15, 16, 17 years ago, God, time flies.
[01:27:02.521 --> 01:27:04.141]  And the father of U.S.
[01:27:04.181 --> 01:27:07.622]  weather weapons was exposed in a good way in Fox News.
[01:27:09.403 --> 01:27:09.863]  Ben Lennox.
[01:27:11.343 --> 01:27:14.484]  In World War II, he'd already flown a whole bunch of missions.
[01:27:17.498 --> 01:27:18.719]  Bombing enemy targets.
[01:27:18.839 --> 01:27:27.565]  But then, as an officer, in the last year, he was the first person to fly aircraft into hurricanes and typhoons.
[01:27:28.906 --> 01:27:32.729]  And again, a typhoon is in the Pacific, a hurricane is in the Atlantic or the Caribbean.
[01:27:33.029 --> 01:27:34.810]  And one turns one way, one turns the other.
[01:27:34.830 --> 01:27:37.953]  In fact, in the Northern Hemisphere, toilets go clockwise.
[01:27:37.993 --> 01:27:39.654]  Southern Hemisphere, they go counterclockwise.
[01:27:40.575 --> 01:27:44.838]  Well, typhoons get up to 170 miles an hour.
[01:27:45.399 --> 01:27:47.340]  Hurricanes get up to 150 miles an hour.
[01:27:48.401 --> 01:27:59.590]  But the issue here is that we've always had them, all the agents wrote about them, and actually we've had not a very busy hurricane season for over 15 years, 16 years.
[01:28:00.611 --> 01:28:09.258]  Now, though, they're starting to intensify and the corporate media says, you know, polar bears can't swim and all this other BS and everybody's dying and the ice caps have melted.
[01:28:09.278 --> 01:28:09.879]  None of that's true.
[01:28:11.852 --> 01:28:26.157]  But every time there's a hurricane, they say, this is man-made by you, because you've got a gas-powered stove, you've got a fireplace, you've got a diesel truck, you're bad, you're the man-made global warming.
[01:28:26.237 --> 01:28:26.937]  You did it!
[01:28:29.278 --> 01:28:39.822]  Meanwhile, we have this giant, huge Department of Energy, that's just one of the funds, that's up to $10 billion a year, because the program's admitted.
[01:28:40.782 --> 01:28:45.525]  They just don't give the details of geoengineering and aerosol spraying campaign.
[01:28:45.885 --> 01:28:49.987]  There it is, CIA director on the geopolitical risks of climate geoengineering.
[01:28:50.628 --> 01:28:53.650]  And now they admit Bill Gates is captaining it, and they got all this stuff going on.
[01:28:55.170 --> 01:29:11.168]   But the point is, Ben Livingston, by the early 1960s, commanded this giant weather control operation, and he flew Aircraft into hurricanes off the coast of Florida more than 10 times.
[01:29:11.188 --> 01:29:12.129]  This was declassified.
[01:29:13.069 --> 01:29:14.630]  And I called him before they told him don't talk to me.
[01:29:14.971 --> 01:29:17.172]  Flew him from the Panhandle.
[01:29:17.192 --> 01:29:18.133]  He was already like 90 years old.
[01:29:18.273 --> 01:29:20.334]  I think he's alive now.
[01:29:20.354 --> 01:29:20.915]  He's 105 or 107.
[01:29:22.055 --> 01:29:26.738]  He came here with his wife, did the interview, just typed in Weather Wars, Alex Jones, Ben Livingston.
[01:29:27.139 --> 01:29:29.000]  We reposted it on X. We should repost it.
[01:29:29.060 --> 01:29:30.621]  It's an amazing two-hour interview.
[01:29:32.622 --> 01:29:33.203]  Video interview.
[01:29:34.215 --> 01:29:35.976]  And then I called him a month later, he said, come back on.
[01:29:35.996 --> 01:29:37.256]  He goes, no, I got a call from the Pentagon.
[01:29:37.296 --> 01:29:37.897]  I can't come on.
[01:29:38.957 --> 01:29:40.638]  I know it's declassified, but I can't talk to you.
[01:29:40.978 --> 01:29:42.479]  It hung a phone up on me.
[01:29:43.299 --> 01:29:47.941]  But I got him to the Radisson in Austin and interviewed him in his hotel room before they got to him.
[01:29:48.981 --> 01:29:56.845]  And he admitted how they would take the Ho Chi Minh Trail with no clouds in the sky and in a day have thunderstorms dumping five feet of water on the Viet Cong.
[01:29:58.476 --> 01:30:20.643]  But he said by the early 1960s, they had it certified, the Pentagon, Stanford Research Institute, and DARPA, that they could, now listen to this, watch the interview, create hurricanes, weaken hurricanes, kill hurricanes, and the most important part, steer and control them.
[01:30:22.683 --> 01:30:27.345]  So they could kill them, they could create them, they could make them stronger, weaker, they could steer them.
[01:30:29.238 --> 01:30:37.544]  So, because that exists, and there's all this geoengineering, all this weather modification, because the government says chemtrails don't exist, well, that's a layman's term.
[01:30:37.924 --> 01:30:40.886]  But geoengineering, terraforming does.
[01:30:42.127 --> 01:30:43.688]  They go, oh, that's just ice crystals.
[01:30:43.848 --> 01:30:50.732]  We all grew up, until the mid-90s, a jet flew over, it would leave ice crystals, and they would disappear in like a minute.
[01:30:50.772 --> 01:30:52.754]  You'd watch it form, and you'd watch it disappear.
[01:30:54.289 --> 01:31:01.374]  Children are growing up watching when they're not added to the fuel that the engines put out.
[01:31:01.895 --> 01:31:05.157]  They aerosolize the nuclei to create the nuclei to form the cloud banks.
[01:31:06.578 --> 01:31:07.879]  Some days, none of it's happening.
[01:31:07.959 --> 01:31:08.880]  It's not just atmospherics.
[01:31:08.920 --> 01:31:10.081]  They're not doing it then.
[01:31:11.425 --> 01:31:12.527]  Other times they are doing it.
[01:31:12.607 --> 01:31:27.268]  And the companies just take the jet fuel they're given, they only got four or five big jet fuel makers, and they put it in there and they add the barium salts, the aluminum dioxide, the other isotopes, some are nuclear, atomic, radioactive, and they spray it on us.
[01:31:28.590 --> 01:31:43.195]  So, I don't know if this hurricane coming to Texas has steered or not, but I know Houston has been hit with record floods in the last three years in a row, and now a hurricane is barreling down on it right now.
[01:31:43.475 --> 01:31:47.656]  Just a few months ago, it blew out hundreds of buildings' windows.
[01:31:48.477 --> 01:31:51.678]  They had 120 mile-an-hour winds.
[01:31:52.218 --> 01:31:53.358]  The average was 80 miles.
[01:31:53.879 --> 01:31:54.919]  Never before seen.
[01:31:56.741 --> 01:32:02.525]  So there's something going on, and it's not because cows are farting, and it's not because any of that.
[01:32:03.005 --> 01:32:06.728]  It is because the atmosphere is being jacked with and is admitted.
[01:32:07.168 --> 01:32:13.593]  So to sit there and say, Oh, you can't say it could be weather weapons when they admit this is all going on is preposterous.
[01:32:14.733 --> 01:32:19.036]  The CIA director is like, well, we do have this technology, but we got to really be careful because other governments get mad.
[01:32:19.376 --> 01:32:20.276]  Well, that's why they keep it secret.
[01:32:20.296 --> 01:32:23.078]  But the Chinese are in the news clearing the skies for their parades.
[01:32:23.138 --> 01:32:23.838]  The Russians do it.
[01:32:24.259 --> 01:32:30.442]  You know, small companies can take, you know, you pay them and they make sure it snows to give snow at the ski resorts.
