[00:00:59.-200 --> 00:00:03.799]  [MUSIC PLAYING]
[01:10:55.311 --> 01:10:56.892]  I'm not going to play the video.
[01:10:56.912 --> 01:11:00.315]  I'm not going to torture you with this voice but I got the transcript right here.
[01:11:00.355 --> 01:11:01.456]  You can pull it up for yourself.
[01:11:01.476 --> 01:11:02.317]  It's on Gateway Pundit.
[01:11:02.817 --> 01:11:03.858]  It's on InfoWars.com.
[01:11:05.464 --> 01:11:12.751]  House Democrat leader Hakeem Jeffries threatens MAGA extremists on Supreme Court, warns Congress must get them under control.
[01:11:13.211 --> 01:11:16.514]  He wants a Solicitor General to harass them and put them under control of Congress.
[01:11:16.915 --> 01:11:22.627]   That's a congressional takeover of another branch of government, the Judiciary, that's legislative.
[01:11:23.448 --> 01:11:32.074]  They also are trying to strip Trump of the emergency powers of the Insurrection Act when they staged riots when he's re-elected in 162 days.
[01:11:32.834 --> 01:11:35.236]  That's a coup over the military war powers.
[01:11:36.117 --> 01:11:44.262]  And they want to pack the court, he says, 15, 20, 30, who knows, up from nine judges with all their people so they can do whatever they want.
[01:11:45.603 --> 01:11:46.984]  This is dictatorial tyranny.
[01:11:48.493 --> 01:11:53.194]  This is the desperate actions of a group that knows it's losing control over the people.
[01:11:55.395 --> 01:11:56.815]  And what are they so pissed off about?
[01:11:57.635 --> 01:12:01.276]  Well, neighbors took photos and it was given to the FBI and now they have it.
[01:12:01.636 --> 01:12:09.318]  Why, they caught Justice Alito's wife during the 2000 election flying an upside down flag.
[01:12:09.358 --> 01:12:10.379]  She's disrespectful.
[01:12:10.459 --> 01:12:11.359]  She hates America.
[01:12:11.679 --> 01:12:15.580]  No, flying a flag upside down means you are in distress.
[01:12:17.304 --> 01:12:19.145]  And if we're not in distress, what are we in?
[01:12:19.446 --> 01:12:22.668]  I like Alito way more now, and he's one of the best members.
[01:12:22.728 --> 01:12:24.229]  It goes Clarence Thomas, Alito, after that.
[01:12:24.909 --> 01:12:26.010]  And then it just gets worse from there.
[01:12:27.371 --> 01:12:31.374]  Wife of Justice Alito called upside-down flag, signal of distress.
[01:12:31.734 --> 01:12:34.036]  The Washington Post in a tax here says nobody's ever heard that.
[01:12:34.356 --> 01:12:36.938]  That's the official military signal for it.
[01:12:37.538 --> 01:12:42.282]  Sotomayor, the communist, admits some Supreme Court decisions have driven her to tears.
[01:12:43.632 --> 01:12:47.356]  Biden faces a small but growing group of unconfirmed delegates at the DNC convention.
[01:12:47.776 --> 01:12:51.439]  That's why he's having a virtual convention where they'll replace him with Gavin Newsom.
[01:12:51.800 --> 01:12:53.281]  We've been telling you for two years.
[01:12:54.682 --> 01:12:59.847]  James Carville calls Democrat message message full of sh-t.
[01:12:59.867 --> 01:13:02.009]  Democrat message is full of bleep.
[01:13:02.730 --> 01:13:07.855]  James Carville erupts at the left for focusing on Gaza while ignoring the economy.
[01:13:08.055 --> 01:13:08.836]  Yeah, you bet.
[01:13:10.523 --> 01:13:13.646]  Biden gets mad when no one claps for him and says, you can clap for that.
[01:13:15.628 --> 01:13:18.150]  When he's at West Point Cadets, oh, they don't love you.
[01:13:18.651 --> 01:13:19.432]  And it gets better.
[01:13:19.452 --> 01:13:22.735]  Defendant's laptop is real.
[01:13:22.955 --> 01:13:24.136]  Oh, a judge said so.
[01:13:24.216 --> 01:13:26.819]  They admitted it four years ago.
[01:13:27.654 --> 01:13:34.100]  Biden's DOJ to submit Hunter Biden's laptop as evidence in gun trial, because now they want to get rid of Biden.
[01:13:34.820 --> 01:13:36.221]  Now he's served his usefulness.
[01:13:36.241 --> 01:13:40.445]  Now he can be blamed for what's been done when he's a mindless trip-keeper dementia puppet.
[01:13:40.966 --> 01:13:47.551]  Now they're ready to burn him, which is another lesson on serving evil that always eats its own.
[01:13:49.473 --> 01:13:53.817]  Why would you be part of something so treacherous and so ridiculous as this?
[01:13:57.145 --> 01:13:59.286]  I'm going to talk about why we're losing.
[01:13:59.466 --> 01:14:03.006]  Oh, we're winning hearts and minds, but we're barely winning that.
[01:14:03.146 --> 01:14:06.687]  I'm not going to give you sunshine prognostications.
[01:14:07.087 --> 01:14:08.928]  I'm going to give you my analysis of where we are.
[01:14:09.228 --> 01:14:13.809]  But if people get hardcore and get out of their comfort zone and get serious, we can win.
[01:14:13.829 --> 01:14:16.790]  And that's coming up after the break here in five, six minutes.
[01:14:16.810 --> 01:14:20.951]  We got a break with Steve Bannon, who's on the show Tuesday at noon.
[01:14:22.534 --> 01:14:24.435]  But let's look at the treason on the border.
[01:14:24.815 --> 01:14:35.479]  By the way, I have over 50 articles just yesterday and today that I personally printed off because I wanted to be reminded, because there's no way to like have the links, you forget them, you can't find them, they change the headlines.
[01:14:36.099 --> 01:14:42.402]  This is just a small snapshot of the treason against the taxpayer.
[01:14:44.700 --> 01:14:51.803]  40 plus dim mayors beg Joe Biden to create jobs program, wait for it, for illegal aliens.
[01:14:51.843 --> 01:14:55.284]  We have the video, we have the letters, we have it all.
[01:14:56.165 --> 01:15:00.386]  Oh, we got 25 million illegals, that's what it is, not 10 million, since you got in.
[01:15:00.406 --> 01:15:02.187]  Tucker Carlson's done the analysis.
[01:15:02.807 --> 01:15:03.487]  Congress has done it.
[01:15:04.048 --> 01:15:04.948]  What are we going to do?
[01:15:06.028 --> 01:15:12.351]  There's no jobs, we're running out of welfare, the schools aren't even open, there's no after school programs, we're housing illegals at the public schools.
[01:15:15.114 --> 01:15:15.835]  Give us money!
[01:15:17.216 --> 01:15:18.858]  The Democrats take a slice of off the top.
[01:15:20.320 --> 01:15:21.081]  Great replacement.
[01:15:21.101 --> 01:15:25.726]  Senator Schumer calls for amnesty of millions of illegals to offset declining U.S.
[01:15:25.766 --> 01:15:26.347]  population.
[01:15:26.367 --> 01:15:28.429]  There's video of him admitting it.
[01:15:28.749 --> 01:15:29.991]  The great replacement.
[01:15:30.791 --> 01:15:31.873]  Now get ready for this headline.
[01:15:33.311 --> 01:15:38.055]  At least 90% of welfare recipients are migrants.
[01:15:38.295 --> 01:15:42.718]  Illegal aliens told they had a free lunch to come here and they've got to incentivize them to come here.
[01:15:43.039 --> 01:15:47.862]  They get $93,000 a year, free health care, they don't push the poison shots on them.
[01:15:48.302 --> 01:16:01.302]  Just in one main town alone, on the average in the 800 plus blue cities, over 70%, 72% of the welfare goes to illegal aliens now.
[01:16:01.302 --> 01:16:06.302]  At least 90% of welfare recipients in main city are migrants.
[01:16:07.054 --> 01:16:15.979]  A city in Maine is considering issuing a new ordinance to allow private dwellings, churches, and community centers to be turned into emergency homeless shelters as the city is flooded with migrants.
[01:16:16.399 --> 01:16:26.944]  The new ordinance would not force private owners in Westbrook to give over space, like they've done in Europe, to house the homeless, but it would allow homes and churches to become homeless shelters in the owner's wish.
[01:16:28.285 --> 01:16:30.126]  And they'll get a piece of the federal money.
[01:16:31.963 --> 01:16:32.543]  Continuing.
[01:16:32.743 --> 01:16:34.964]  One in seven American kids lives in poverty.
[01:16:35.044 --> 01:16:36.484]  Not enough food to eat.
[01:16:37.364 --> 01:16:39.745]  But the illegal aliens, they get first dibs.
[01:16:40.925 --> 01:16:41.685]  Shock video.
[01:16:41.745 --> 01:16:45.986]  Illegals pelt border agents with rocks, bottles during skirmish in Texas.
[01:16:48.586 --> 01:16:49.687]  Let's play this video.
[01:16:51.107 --> 01:16:56.908]  When border jumpers are shocked by the lack of security and vetting at border checkpoints, you know we're screwed.
[01:16:58.206 --> 01:17:02.890]  Fox News, and there's all these videos where they're from Europe, Asia, Latin America, everywhere.
[01:17:02.911 --> 01:17:04.652]  They're like, listen, there's no security.
[01:17:04.892 --> 01:17:06.874]  We saw terrorists, guys with drugs and weapons.
[01:17:06.914 --> 01:17:07.815]  You should watch out!
[01:17:09.457 --> 01:17:12.900]  When the illegal aliens tell you to watch out, you know you've got a problem.
[01:17:13.981 --> 01:17:18.886]  Illegals, sick of waiting for Border Patrol, hop, lift ride in California.
[01:17:20.424 --> 01:17:24.865]  Illegal boarding crossers, arrested for six assaults, trapping a 12-year-old girl in Wisconsin.
[01:17:25.305 --> 01:17:29.386]  He'll end up in jail over and over and over and over.
[01:17:29.686 --> 01:17:30.246]  Here's the clip.
[01:17:31.767 --> 01:17:32.787]  Did you have to pay a cartel?
[01:17:33.587 --> 01:17:33.827]  Yes.
[01:17:34.167 --> 01:17:34.467]  How much?
[01:17:34.907 --> 01:17:35.728]  Around $10,000.
[01:17:36.628 --> 01:17:35.728]  $10,000?
[01:17:36.908 --> 01:17:37.108]  Yes.
[01:17:37.488 --> 01:17:39.989]  In fact, the American people is right, completely true.
[01:17:40.689 --> 01:17:42.409]  Who come into this country, they don't know.
[01:17:42.469 --> 01:17:44.690]  Okay, I'm good, but how if they're not good?
[01:17:44.730 --> 01:17:46.310]  How if they're killers, psychopaths, elves?
[01:17:47.428 --> 01:17:50.373]  No guarantee of that.
[01:17:50.653 --> 01:17:51.595]  No security check.
[01:17:52.075 --> 01:17:52.817]  No background check.
[01:17:53.458 --> 01:17:54.960]  No security check, no background check.
[01:17:54.980 --> 01:17:56.582]  You're worrying about who's crossing the border?
[01:17:56.662 --> 01:17:58.044]  Yes, yes, yes.
[01:17:58.105 --> 01:18:00.849]  Of course, maybe because people are not looking normal.
[01:18:02.796 --> 01:18:05.198]  But let's remember who's running all of this.
[01:18:05.778 --> 01:18:16.667]  A pedophile, criminal drug addict in his own right, his drug addict son, the perfect front people, because Klaus Schwab and Bill Gates, they can sit back and not get the blame, but here's the good news.
[01:18:17.287 --> 01:18:18.108]  They are getting the blame.
[01:18:18.328 --> 01:18:20.330]  The people understand this is deliberate.
[01:18:20.690 --> 01:18:22.492]  So the New World Order wrecks things.
[01:18:24.153 --> 01:18:26.715]  That's bad, but not as bad if we wake up and take things back.
[01:18:26.995 --> 01:18:35.014]   But if they wreck things and we don't know they did it, we don't know that the authors of the angrier world Then they get total control.
[01:18:35.074 --> 01:18:38.818]  But instead, it's the best house in the bad neighborhood, as I love to say.
[01:18:39.599 --> 01:18:41.581]  We have a real footing to fight them.
[01:18:41.962 --> 01:18:44.265]  Here's a little clip remembering Hunter Biden's laptop.
[01:18:45.931 --> 01:18:51.931]  The hunters in the basement with a silver spoon, the hookers and drugs were gonna be there soon.
[01:18:51.931 --> 01:18:54.931]  When you're coming home, dad, I don't know when.
[01:18:54.931 --> 01:19:00.931]  I'll be good and high by then, dad. Yeah, I'll be good and high by then.
[01:19:00.931 --> 01:19:07.931]  Picking through drugs, smoking anything that even remotely resembled crack cocaine.
[01:19:07.931 --> 01:19:09.931]  I'm very proud of my son.
[01:19:09.631 --> 01:19:10.351]  He's fixed it.
[01:19:10.211 --> 01:19:17.211]  He came around just the other day, he said "I got me a deal where we can both get paid, can I trade on your name?"
[01:19:17.211 --> 01:19:20.211]  I said "Sure, okay, will anyone know?"
[01:19:20.211 --> 01:19:30.211]   He said "No, no way" and as he walked away he looked kind of dim and said "I'm gonna be like him, yeah, you know I'm gonna be like him"
[01:19:30.211 --> 01:19:36.211]   He's, he's fixed it, he's worked on it And hunters in the basement with a silver spoon
[01:19:36.211 --> 01:19:41.211]   Ukrainian brides were gonna be there soon When you're coming home dad, I don't know when
[01:19:41.211 --> 01:19:47.211]   I'll put aside your ten percent and And then you have these white people that are saying "What happened to our country?"
[01:19:47.861 --> 01:19:49.924]  We used to have baseball and ice cream.
[01:19:51.265 --> 01:19:55.130]  And we used to have a national religion.
[01:19:55.170 --> 01:19:56.352]  We used to celebrate Easter.
[01:19:58.889 --> 01:20:06.211]  Ladies and gentlemen, the great liberation of America begins on November 5th, 2024.
[01:20:06.872 --> 01:20:11.133]  It will be the most important day in the history of our country.
[01:20:11.653 --> 01:20:16.395]  And the forgotten man and woman will be forgotten no longer.
[01:20:17.155 --> 01:20:18.335]  I want to thank you.
[01:20:18.715 --> 01:20:19.896]  I want your support.
[01:20:20.236 --> 01:20:26.478]  And again, you can either nominate us and put us in the position or give us your votes.
[01:20:27.871 --> 01:20:48.423]  I would say nominate or give us your votes, but we want libertarian votes because you stand for what we stand for and don't waste a vote and don't allow the worst president in the history of our country to come back and do the final destruction of America.
[01:20:48.463 --> 01:20:49.964]  Thank you very much, everybody.
[01:20:50.004 --> 01:20:50.744]  God bless you.
[01:20:51.145 --> 01:20:51.785]  God bless you.
[01:20:53.118 --> 01:20:57.580]  And by the way, why isn't Joe Biden here speaking to you tonight?
[01:20:58.021 --> 01:20:58.601]  You know why?
[01:20:59.782 --> 01:21:00.662]  Why isn't he?
[01:21:00.702 --> 01:21:02.983]  Because he can't put two sentences together.
[01:21:03.023 --> 01:21:07.866]  That's why he's not here.
[01:21:08.426 --> 01:21:10.747]  Well, not the last speaking, but one of the biggest speakings.
[01:21:12.188 --> 01:21:15.650]  All right, I want to play a Steve Bannon clip, and I want to play a Nick Fuentes clip here.
[01:21:15.670 --> 01:21:16.770]  I want to talk about both these clips.
[01:21:17.631 --> 01:21:21.173]  But Steve Bannon, the full interview he did is up on InfoWars.com.
[01:21:21.213 --> 01:21:21.873]  It's a short clip.
[01:21:22.461 --> 01:21:25.463]  But I suggest you go to InfoWars.com and watch the whole interview.
[01:21:25.923 --> 01:21:36.430]  He's absolutely right because people don't want to admit how bad things are because it's so fantastical.
[01:21:37.310 --> 01:21:41.193]  But if you have a real problem and want to admit what the problem is, you have no shot at it.
[01:21:41.213 --> 01:21:45.896]  If you're intimidated by the corporate media, you're intimidated by the left, you're intimidated by what they're going to say about you, you're going to lose.
[01:21:47.437 --> 01:21:49.158]  They fear us because we say the truth.
[01:21:49.218 --> 01:21:50.339]  We say what's really happening.
[01:21:51.468 --> 01:21:53.893]  Justice be done or the heavens fall, we just tell it like it is.
[01:21:53.914 --> 01:21:54.876]  We call balls and strikes.
[01:21:55.858 --> 01:21:57.421]  So Steve is on target, here's the club.
[01:21:58.443 --> 01:22:00.087]  What the f*** did you do to stop it?
[01:22:00.147 --> 01:22:01.149]  Here's what he did to stop it.
[01:22:01.490 --> 01:22:01.771]  Nothing.
[01:22:02.469 --> 01:22:03.430]  You know why they did nothing?
[01:22:03.830 --> 01:22:05.371]  Because it's too f***ing hard to do it.
[01:22:05.991 --> 01:22:06.731]  They're gutless.
[01:22:07.212 --> 01:22:19.818]  The reason this country in the West is in the shape it's in is because the conservatives who talked a good game about doing better didn't have the f***ing balls to sit there and fight and say no.
[01:22:20.599 --> 01:22:23.921]  And this is why you have moms going to school boards to throw this pornography out.
[01:22:24.221 --> 01:22:30.044]  The reason we're winning in the United States, we're not depending upon a conservative elite who are gutless and feckless.
[01:22:30.524 --> 01:22:33.767]  We're depending upon mothers and fathers and school boards.
[01:22:33.787 --> 01:22:42.313]  We're depending upon working class people taking their extra time to go to precinct strategy because they said, hey, we're prepared to stand and fight and not let our country be taken.
[01:22:42.713 --> 01:22:43.794]  And that's what's important.
[01:22:44.135 --> 01:22:45.756]  Everything else is just conversation.
[01:22:46.076 --> 01:22:55.964]  You have to have the political will and the muscle to sit there and say, they can call me a racist, they can call me a nativist, they can call me a xenophobe, a sexist, a homophobe, all of it.
[01:22:56.224 --> 01:23:00.127]  When they get to that name calling, that means they've lost the argument and we're winning.
[01:23:00.527 --> 01:23:03.309]  Now, I know our hardcore audience is going, okay, we already know this.
[01:23:03.128 --> 01:23:06.088]  that puss out of the system, and the Conservatives aren't prepared to do that.
[01:23:06.088 --> 01:23:10.048]   They'll curl up in the fetal position, because they're not going to be acceptable at the clubs.
[01:23:10.048 --> 01:23:16.288]   You have to get over, you have to understand, we're un-clubbable, and we're un-clubbable, and we're fucking proud of it, okay?
[01:23:16.288 --> 01:23:24.408]   And we're going to save our country, and eventually, leaders will step up in England and come to the forefront and save the United Kingdom.
[01:23:24.408 --> 01:23:30.168]   Now I know our hardcore audience is going, okay, we already know this, thank you for telling us that the sky's blue.
[01:23:30.168 --> 01:23:31.689]  You are not like the rest of the public.
[01:23:31.721 --> 01:23:32.662]  They're starting to wake up.
[01:23:32.682 --> 01:23:35.884]  They know something's wrong, but they still don't want to rock the boat.
[01:23:35.964 --> 01:23:37.665]  The boat's getting capsized.
[01:23:38.446 --> 01:23:39.286]  We're on the rocks.
[01:23:39.326 --> 01:23:40.427]  We're getting destroyed.
[01:23:42.508 --> 01:23:45.890]  The only way out of this is committing to tell the truth and not caring about being attacked.
[01:23:46.171 --> 01:23:48.192]  Then there'll be so many of us telling the truth they can't stop us.
[01:23:48.232 --> 01:23:50.073]  We've already reached that point.
[01:23:50.333 --> 01:23:58.859]  Globalists are resigning from all the major banks and the WUF and the UN and the New World Order and Victoria Newland and all of it.
[01:23:59.949 --> 01:24:01.630]  They are losing, we are winning.
[01:24:02.651 --> 01:24:16.500]  Now they want to fail forward into World War III and hope that that's so climactic and so destructive and the Armageddon will make us forget what they've done with the poison shots, the open borders, the fentanyl, the drag queen bed of all time, and all the rest of it.
[01:24:17.501 --> 01:24:18.621]  But Steve Bannon's so right.
[01:24:19.382 --> 01:24:22.024]  And he's stating something so obvious, but others aren't doing it.
[01:24:22.044 --> 01:24:25.266]  It's like, wow, that's powerful, because it is, because the truth is powerful.
[01:24:28.749 --> 01:24:42.073]  Three years ago, they sent the FBI and had helicopters in Virginia land at school board meetings in the football field to intimidate parents that said, we don't want critical race theory teaching our seven-year-old they're bad because they're white.
[01:24:42.413 --> 01:24:50.576]  We don't want transgenders in the bathroom that had raped two girls and that Obama, it came out in secret emails, was running the White House trying to defend that.
[01:24:51.796 --> 01:24:56.378]  Because if anybody finally stands up, guys pull up Bugs Life, the grasshopper speech.
[01:24:57.913 --> 01:25:01.057]  If you let one ant stand up, they'll all stand up.
[01:25:02.299 --> 01:25:05.402]  And the grasshopper comes to his boss, he says, sir, we've got plenty of food.
[01:25:06.524 --> 01:25:08.947]  Why do we need to keep bullying the ants?
[01:25:10.909 --> 01:25:11.971]  And he says, oh, really?
[01:25:12.011 --> 01:25:12.772]  How about one ant?
[01:25:12.792 --> 01:25:13.593]  He throws a little piece of...
[01:25:15.578 --> 01:25:17.019]  Corn at him or a little piece of wheat at him.
[01:25:17.499 --> 01:25:18.499]  He goes, oh, did that hurt?
[01:25:18.519 --> 01:25:18.960]  He goes, no.
[01:25:18.980 --> 01:25:20.680]  He goes, how about 10,000 of them?
[01:25:21.281 --> 01:25:27.543]  He goes, if we let one ant stand up, they might all stand up, and then that's the end of us.
[01:25:29.184 --> 01:25:32.285]  They're criminals, they're arrogant, they're out of control.
[01:25:32.345 --> 01:25:43.050]  I got a stack of news, I'll hit it in a minute, of the CIA in Congress caught creating the COVID virus, creating the vaccine, all of it, lying to Trump about it, which is just the truth.
[01:25:43.070 --> 01:25:43.750]  I'm not defending Trump.
[01:25:44.191 --> 01:25:44.831]  He won't admit he's wrong.
[01:25:46.693 --> 01:25:49.754]  And censoring the media and trying to bring in total control.
[01:25:51.034 --> 01:25:54.255]  Our acquiescence is believing we're a free country allowed them to get this point.
[01:25:54.555 --> 01:25:58.937]  Now that we admit we're losing our freedom, we're in trouble, we can start fixing things.
[01:25:58.997 --> 01:26:03.158]  They're selling incredibly unpopular criminal bullshit.
[01:26:04.278 --> 01:26:05.999]  It's easy to beat this, folks.
[01:26:06.499 --> 01:26:08.239]  They're selling sand in the Sahara.
[01:26:08.499 --> 01:26:11.500]  We're selling big jugs of ice-cold ice water.
[01:26:13.261 --> 01:26:14.521]  And sunscreen for free.
[01:26:16.863 --> 01:26:25.414]  They want you to give up all your freedom, roll over, be a slave, have nothing, own nothing, eat bugs, so they can be God and fly around on private jets while you have nothing.
[01:26:25.655 --> 01:26:27.337]  And we're like, hey, you can just promote freedom.
[01:26:27.357 --> 01:26:27.898]  Everything's great.
[01:26:27.918 --> 01:26:30.020]  We'll go to space and have a perfect future.
[01:26:30.841 --> 01:26:32.544]  Things won't be perfect, but the future will be beautiful.
[01:26:34.727 --> 01:26:35.667]  It's that simple.
[01:26:36.387 --> 01:26:40.508]  They were so scared of people at city councils getting involved.
[01:26:40.528 --> 01:26:49.310]  And all over the country, something like 80% of the city council meetings and the school board meetings, outside a few key blue cities where they have election fraud, we're winning everywhere.
[01:26:52.371 --> 01:26:53.091]  We're winning!
[01:26:54.971 --> 01:26:59.492]  But we're an eight-cylinder engine operating on four damn cylinders.
[01:27:00.392 --> 01:27:02.593]  We're operating on the people that are awake.
[01:27:02.633 --> 01:27:03.793]  And I'm going to say something about Trump right now.
[01:27:08.556 --> 01:27:09.157]  I know Trump.
[01:27:09.237 --> 01:27:10.199]  I know Trump very well.
[01:27:10.219 --> 01:27:11.280]  I know his number.
[01:27:11.841 --> 01:27:13.003]  He believes in prosperity.
[01:27:13.444 --> 01:27:14.445]  He works for the system.
[01:27:14.846 --> 01:27:17.329]  They hate him because he wants to be the president, and he is the president.
[01:27:17.770 --> 01:27:20.374]  And they're scared of populists, and they see him as the big goner.
[01:27:22.571 --> 01:27:24.552]  But let's not think Trump's going to save us.
[01:27:25.272 --> 01:27:30.914]  We are going to put Trump in and put his feet to the fire and do the best we can with him, but he won't save us.
[01:27:30.974 --> 01:27:40.698]  It's going to be going to city council and school boards and running for office and raising your children and working hard and being aware of what's happening that will beat these people.
[01:27:40.998 --> 01:27:44.740]  It'll be you educating your children about what's really going on that will work.
[01:27:46.061 --> 01:27:53.369]  All the left taught in the 60s and 70s, Dr. Spock, the best-selling books, don't tell your kids what to do, don't give them your values, let them be themselves.
[01:27:53.669 --> 01:27:55.551]  That means let the government make them who they are.
[01:27:55.811 --> 01:27:58.514]  No, your children want to be told about the new world order.
[01:27:58.914 --> 01:28:01.817]  Your children want to... I've got four children.
[01:28:01.837 --> 01:28:03.479]  21, 20, 16, and 7.
[01:28:07.677 --> 01:28:09.619]  I don't even have to tell them what to do.
[01:28:09.919 --> 01:28:11.080]  They watch their daddy.
[01:28:11.360 --> 01:28:12.401]  They know what's going on.
[01:28:12.841 --> 01:28:15.743]  They get on me and say I'm not hardcore enough.
[01:28:16.404 --> 01:28:20.324]  My 16 year old daughter's in my face saying I'm too nice to Elon Musk.
[01:28:20.324 --> 01:28:28.884]  No they want, I want to do what my grandfather's taught me.
[01:28:28.884 --> 01:28:31.536]   I'll- I'll- I'll- I never was against my father.
[01:28:32.637 --> 01:28:34.598]  I never thought my father was a dumbass.
[01:28:34.698 --> 01:28:36.780]  I never thought my father didn't know what he was doing.
[01:28:37.802 --> 01:28:39.543]  I didn't like it when he told me what I was doing was wrong!
[01:28:42.065 --> 01:28:50.692]  When he came to my room when I was 17 and found a $300 bill for an abortion, he said, you do that one more time, I want you out of my house.
[01:28:50.732 --> 01:28:52.633]  How dare you murder my grandchildren?
[01:28:53.714 --> 01:28:55.135]  I said, well, dad, you don't want a kid.
[01:28:55.155 --> 01:28:56.276]  He said, damn, I don't.
[01:28:57.850 --> 01:29:01.653]  Next time you get somebody pregnant, you have the kid, or I never want to talk to you again.
[01:29:02.394 --> 01:29:06.877]  And he slapped me full power across the face and knocked my ass back five feet.
[01:29:07.577 --> 01:29:10.200]  My dad would usually punch me only a few times.
[01:29:12.461 --> 01:29:15.263]  One time when I was about 12, I put my hands on my mother at the dinner table.
[01:29:15.644 --> 01:29:16.725]  She came over and was doing something.
[01:29:16.745 --> 01:29:18.186]  I put my hand on her and squeezed her arm.
[01:29:18.426 --> 01:29:21.028]  And my dad turned that table over and punched me right in the jaw.
[01:29:21.929 --> 01:29:23.350]  Got me in a headlock and choked me out.
[01:29:23.790 --> 01:29:24.811]  He slammed my head in the ground.
[01:29:24.831 --> 01:29:28.053]  He said, I'll kill you the next time you disrespect your mother.
[01:29:29.393 --> 01:29:33.556]  The point is, I respect my father and your parents are going to respect you.
[01:29:35.437 --> 01:29:38.239]  And you're going to respect your parents or you're going to fucking die!
[01:29:38.259 --> 01:29:42.101]  This isn't a game, people.
[01:29:42.141 --> 01:29:45.683]  This is a new world order that thinks we're weak, coming in to take everything we've got.
[01:29:45.703 --> 01:29:48.305]  All right, play the Bugs Life clip.
[01:29:48.345 --> 01:29:48.625]  Here it is.
[01:29:50.253 --> 01:29:53.255]  But there was that ant that stood up to me.
[01:29:53.496 --> 01:29:55.537]  Yeah, but we can forget about him!
[01:29:55.577 --> 01:29:57.579]  Yeah, it was just one ant.
[01:29:57.699 --> 01:29:58.419]  Ooh!
[01:29:58.559 --> 01:29:59.140]  One ant.
[01:29:59.520 --> 01:30:01.342]  Yeah, you're right.
[01:30:01.702 --> 01:30:03.263]  It's just one ant.
[01:30:04.104 --> 01:30:04.964]  Yeah, boss.
[01:30:05.325 --> 01:30:06.205]  They're puny.
[01:30:06.505 --> 01:30:07.746]  Hmm, puny?
[01:30:08.487 --> 01:30:12.870]  Say, let's pretend this brain is a puny little ant.
[01:30:12.890 --> 01:30:14.692]  Did that hurt?
[01:30:15.673 --> 01:30:16.353]  Nope.
[01:30:16.393 --> 01:30:17.674]  Well, how about this one?
[01:30:18.515 --> 01:30:19.175]  Are you kidding?
[01:30:20.556 --> 01:30:22.556]  Oh, how about this?
[01:30:22.556 --> 01:30:40.996]  You let one ant stand up to us, then they all might stand up.
[01:30:41.581 --> 01:30:46.045]  Those puny little ants outnumber us a hundred to one.
[01:30:46.565 --> 01:30:50.609]  And if they ever figure that out, there goes our way of life!
[01:30:51.429 --> 01:30:52.711]  It's not about food.
[01:30:53.431 --> 01:30:56.134]  It's about keeping those ants in line.
[01:30:56.914 --> 01:30:58.496]  That's why we're going back!
[01:30:59.717 --> 01:31:01.717]  Does anybody else wanna stay?
[01:31:01.717 --> 01:31:07.217]  He's quite the motivational speaker, isn't he?
[01:31:07.217 --> 01:31:10.217]  Let's ride!
[01:31:10.217 --> 01:31:18.217]  Alright, and I've got an update, uh, on-on stuff.
[01:31:18.472 --> 01:31:22.293]  I saw today that RFK accepted his nomination virtually.
[01:31:22.694 --> 01:31:23.834]  I guess he was there on Friday.
[01:31:23.874 --> 01:31:24.054]  Great.
[01:31:24.074 --> 01:31:25.195]  I thought it was weird he wasn't there.
[01:31:25.215 --> 01:31:25.915]  I don't know what to make of it.
[01:31:26.275 --> 01:31:29.937]  But if people want to sit there and defend RFK, we'll just get into him being pro-gun control.
[01:31:30.157 --> 01:31:34.019]  We'll just get into him saying he wants to take the guns from people.
[01:31:34.359 --> 01:31:36.440]  We'll get into him supporting all of that.
[01:31:36.501 --> 01:31:39.102]  We'll get into him saying he wants to arrest people.
[01:31:40.674 --> 01:31:42.075]  That deny climate change.
[01:31:42.696 --> 01:31:42.956]  Okay?
[01:31:42.976 --> 01:31:45.779]  In fact, I'm going full warpath on RFK Jr.
[01:31:45.939 --> 01:31:46.479]  How about that?
[01:31:46.980 --> 01:31:47.540]  Starting tomorrow.
[01:31:48.841 --> 01:31:49.322]  So get ready.
[01:31:51.397 --> 01:31:53.939]  Because all he's going to do is suck votes from Trump.
[01:31:54.179 --> 01:31:56.902]  He admits he funded people to attack Trump at that event.
[01:31:57.322 --> 01:32:00.485]  And so I reported on him taking the nomination virtually.
[01:32:00.745 --> 01:32:01.526]  That is a fact.
[01:32:02.166 --> 01:32:06.991]  But because you guys want to defend RFK, full war guaranteed all week long.
[01:32:07.191 --> 01:32:07.711]  Get ready.
[01:32:07.931 --> 01:32:12.435]  Clips of him saying arrest people that disagree with climate change up your rear end.
[01:32:12.455 --> 01:32:13.076]  Get ready for it.
[01:32:14.437 --> 01:32:26.201]  I'm sick of the Libertarians, I'm sick of everybody on the fence, I'm sick of people bleeding votes away from Republicans, when Republicans are the best house in a bad neighborhood, and Trump is giving the New World Order a run for their money.
[01:32:27.381 --> 01:32:33.623]  So I pledge to you, total attack on RFK Jr., starting tomorrow, you got what you want, you're getting it now!
[01:32:34.483 --> 01:32:39.525]  With your plastic chickens, and your dumbass Libertarians, and all the rest of them.
[01:32:39.645 --> 01:32:40.645]  Burn in frickin' hell.
[01:32:41.445 --> 01:32:42.706]  I'm trying to stop World War III.
