[00:00:07.543 --> 00:00:08.624]  ...government cover-ups.
[02:14:31.874 --> 02:14:32.795]  It's so disgusting.
[02:14:35.131 --> 02:14:36.572]  I mean, yeah, of course they're sickos.
[02:14:36.612 --> 02:14:37.592]  Destroying America?
[02:14:37.672 --> 02:14:39.373]  Oh, you gotta be a sicko to get off on that.
[02:14:39.593 --> 02:14:40.953]  They get off on doing bad.
[02:14:40.993 --> 02:14:41.554]  They like it.
[02:14:41.914 --> 02:14:44.315]  Oh, look, we're killing America.
[02:14:44.635 --> 02:14:45.935]  And the Bill of Rights with it.
[02:14:46.596 --> 02:14:54.379]  They want a North American Union because they can create new governmental bodies, which they have, and then under the new charters, you don't have any due process or rights, which you don't!
[02:14:55.450 --> 02:14:58.633]  And they teach the numbskull police that you don't have any rights.
[02:14:58.653 --> 02:15:00.534]  Well, it's a new policy, you know.
[02:15:01.295 --> 02:15:01.775]  No.
[02:15:01.855 --> 02:15:03.016]  And you police?
[02:15:03.417 --> 02:15:05.899]  This is police state so they can take what you got, too.
[02:15:06.559 --> 02:15:11.723]  And your little police unions aren't going to be able to save you once we go to full bore third world status.
[02:15:14.366 --> 02:15:16.767]  You don't know it, but I'm the best friend you've got.
[02:15:16.828 --> 02:15:22.092]  People like me will talk straight to you and tell you how pathetic your system is and how you work for a bunch of criminals.
[02:15:23.590 --> 02:15:32.797]  I know, we don't smile at you and massage you and tell you how you're in a brotherhood and how we're doing all this to keep you safe and it's all about you.
[02:15:33.238 --> 02:15:40.243]  Lots of little seminars where you walk around like a bunch of little twits being conned.
[02:15:40.303 --> 02:15:41.424]  I mean, it's pathetic!
[02:15:43.366 --> 02:15:45.687]  You are going to be forced to take those smallpox shots.
[02:15:45.727 --> 02:15:50.211]  Experimental shots that they admitted were going to kill tens of thousands of the millions that were going to take it.
[02:15:50.251 --> 02:15:52.553]  Fourteen million emergency workers, responders,
[02:15:53.709 --> 02:15:59.411]  There was $14 million they were going to make take it, and the LA Times reported that less than $4,000 did by the end of it.
[02:15:59.751 --> 02:16:07.555]  And I had police chiefs, and I had sheriffs, and I had, you know, from Florida and Arkansas, I had fire department chiefs going, I don't know what I'm going to do.
[02:16:07.575 --> 02:16:10.076]  They've said I'm fired, and the whole department's fired if we don't take it.
[02:16:10.376 --> 02:16:11.536]  There's no local law.
[02:16:11.576 --> 02:16:13.997]  They just say the insurance demands it, but I haven't seen a letter.
[02:16:14.297 --> 02:16:15.818]  So Mr. Jones, we heard your show.
[02:16:15.858 --> 02:16:16.698]  We know you're telling the truth.
[02:16:16.718 --> 02:16:18.079]  We read what those scientists are saying.
[02:16:19.257 --> 02:16:22.960]  And this was before Tommy Thompson came out and said he was against it, when he first said you had to take it.
[02:16:23.240 --> 02:16:26.623]  This was before all the science, you know, the news saying it, and the doctors.
[02:16:27.503 --> 02:16:28.564]  They said, we're not going to do it!
[02:16:30.145 --> 02:16:31.306]  Again, I heard about that first hour.
[02:16:32.367 --> 02:16:33.287]  You see, I'm your friend.
[02:16:33.327 --> 02:16:35.469]  I'll tell you, hey, don't be a moron!
[02:16:37.270 --> 02:16:38.771]  Stop playing in traffic!
[02:16:41.153 --> 02:16:45.316]  I use the analogy of, it'd be like being firefighters, and this house is on fire.
[02:16:45.336 --> 02:16:46.356]  It's a four alarm fire.
[02:16:46.376 --> 02:16:48.358]  There's fire shooting out of this big house.
[02:16:49.346 --> 02:17:00.651]  You run up there, and you kick down the door, and there's flames shooting out of different rooms, and you walk in, and there's a lady sitting there watching her favorite game show, and there's smoke billowing around her, and you say, Get up, ma'am!
[02:17:00.671 --> 02:17:01.512]  The house is on fire!
[02:17:01.532 --> 02:17:02.292]  Are you okay?
[02:17:03.173 --> 02:17:04.773]  And you think she's passed out from smoke.
[02:17:04.793 --> 02:17:06.714]  She goes, No, no, there's no fire.
[02:17:06.754 --> 02:17:07.495]  There's no fire.
[02:17:07.515 --> 02:17:09.676]  And you're like, Yeah, there's a fire.
[02:17:10.916 --> 02:17:14.118]  And frankly, when they won't get up, you just grab them by the hair and drag them out of there.
[02:17:15.549 --> 02:17:18.591]  You gotta control yourself not to slap them upside the head outside!
[02:17:18.611 --> 02:17:21.734]  I mean, seriously, the country's going down here!
[02:17:21.994 --> 02:17:22.914]  Don't you get it?
[02:17:23.835 --> 02:17:25.096]  Don't you understand?
[02:17:25.116 --> 02:17:30.840]  I mean, I'm totally freaked out!
[02:17:30.860 --> 02:17:31.941]  This is all I think about!
[02:17:31.981 --> 02:17:33.202]  This is real, folks!
[02:17:35.203 --> 02:17:40.047]  This isn't phony candy butt liberal gibbering on television.
[02:17:40.067 --> 02:17:43.850]  This isn't phony Republican peanut head type behavior.
[02:17:45.382 --> 02:17:48.283]  This isn't a false political paradigm you've been fed, okay?
[02:17:48.304 --> 02:18:13.116]  This is the end of the country, serious people launching a last-ditch effort to save it, the Bill of Rights being overturned, an elite poisoning the water and the vaccines and the food, totally, psychopathically writing public journals how they're doing it to you, wall-to-wall craziness, microphones and video cameras on all the new computer standard, watching and listening to you, pell-mill insanity just running in the streets,
[02:18:14.558 --> 02:18:17.539]  Sodom and Gomorrah, dogs and cats living together.
[02:18:17.579 --> 02:18:18.840]  That's a line from Ghostbusters.
[02:18:18.900 --> 02:18:21.961]  I mean, it's just end of world type stuff.
[02:18:22.101 --> 02:18:23.122]  End of America.
[02:18:24.142 --> 02:18:25.703]  But again, end of our world.
[02:18:25.783 --> 02:18:26.603]  End of our freedom.
[02:18:26.723 --> 02:18:27.664]  End of real liberty.
[02:18:28.064 --> 02:18:29.584]  I mean, this is so sick.
[02:18:30.105 --> 02:18:32.306]  It's because Al-Qaeda might get us.
[02:18:32.686 --> 02:18:34.186]  What a load of baloney.
[02:18:35.847 --> 02:18:38.188]  Al-Qaeda is CIA-da.
[02:18:38.948 --> 02:18:40.009]  Al-CIA-da.
[02:18:41.009 --> 02:18:42.750]  Al-Qaeda is Al-CIA-da.
[02:18:44.102 --> 02:18:45.322]  Maybe you didn't get me.
[02:18:45.823 --> 02:18:47.663]  Al-Qaeda is Al-Cieda.
[02:18:47.943 --> 02:18:52.805]  And the few people they march out with beards to say they're terrorists have been tortured within inches of their lives.
[02:18:54.726 --> 02:19:02.768]  Or they're real terrorists who were funded by Mossad, Shin Bet, MI6, MI5, CIA, Defense Intelligence, CENTCOM.
[02:19:03.069 --> 02:19:03.829]  Criminals!
[02:19:04.509 --> 02:19:05.649]  You're criminals!
[02:19:06.090 --> 02:19:06.890]  You're criminals!
[02:19:06.910 --> 02:19:07.890]  You're not our government!
[02:19:11.533 --> 02:19:16.114]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[02:19:16.334 --> 02:19:20.776]  It provides you with purified water, light, power, and communications ability.
[02:19:20.956 --> 02:19:34.980]  The Security Pack includes a Berkey Light Water Purifier, an LED Base, two Berkey Sport Filtration Bottles, the Berkey Battery Adapter, the Berkey MP Solar Charger, as well as a backup set of two Black Berkey Purification Elements.
[02:19:35.200 --> 02:19:54.407]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
[02:19:54.607 --> 02:19:58.229]  Get the one-stop solution for your emergency and everyday needs.
[02:19:58.389 --> 02:20:01.050]  The Berkey Security Pack, a retail value of $518 for only $399.
[02:20:03.891 --> 02:20:05.352]  By calling New Millennium at 888-803-4438.
[02:20:05.412 --> 02:20:06.653]  Not yet available in Iowa.
[02:20:06.673 --> 02:20:07.653]  Ted Anderson from Midas.
[02:20:07.713 --> 02:20:08.534]  Today is October 17, 2006.
[02:20:08.654 --> 02:20:09.174]  Gold opened at $592.20.
[02:20:09.314 --> 02:20:11.775]  And one ounce gold coins can be purchased for $624.38.
[02:20:11.895 --> 02:20:13.496]  Again, that's $624.38 to purchase one ounce gold coins.
[02:20:24.884 --> 02:20:27.587]  Do you ever wonder why deficit spending never goes away?
[02:20:28.007 --> 02:20:32.651]  Would you believe me if I told you that fiscal responsibility would lead to a second Great Depression?
[02:20:33.052 --> 02:20:34.473]  Believe it or not, this is true.
[02:20:34.914 --> 02:20:38.057]  Our economy gets its currency from a private banking cartel.
[02:20:38.417 --> 02:20:43.882]  We the people labor to create the money only to turn it over to this institution for a seal of approval.
[02:20:44.302 --> 02:20:49.948]  They in turn lend it back to us and we the people are forced to labor to service the interest on this debt.
[02:20:50.348 --> 02:20:55.252]  Midas Resources is offering the creature from Jekyll Island a second look at the Federal Reserve.
[02:20:55.652 --> 02:20:55.952]  Call 800-686-2237.
[02:20:55.972 --> 02:20:58.454]  If you haven't read this book, get a copy today.
[02:20:58.474 --> 02:20:58.875]  800-686-2237.
[02:20:58.895 --> 02:21:01.016]  If you have, pick up a copy for your friend or relative.
[02:21:01.056 --> 02:21:01.357]  Call 1-800-686-2237.
[02:21:11.537 --> 02:21:15.118]  Are you looking for a one-stop shop to find all your favorite books and videos?
[02:21:15.378 --> 02:21:16.239]  Look no further!
[02:21:16.539 --> 02:21:19.100]  Northern Voice Bookstore has everything you need.
[02:21:19.540 --> 02:21:27.963]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[02:21:28.203 --> 02:21:40.629]  You can order everything you need on the web 24 hours a day at NorthernVoiceBookstore.com or send $2 for our latest catalog to Northern Voice Bookstore, Post Office Box 281, Wildwood PA 15091.
[02:21:40.929 --> 02:21:45.611]  Northern Voice Bookstore offers a broad range of different perspectives
[02:21:45.711 --> 02:21:45.991]  I think so.
[02:22:11.590 --> 02:22:16.331]  For centuries, salt products have been known to help people stay well in body, mind, and spirit.
[02:22:16.611 --> 02:22:23.073]  Soleil Wellness is a unique company that scoured the world to find the best salt-based products to help you and your family.
[02:22:23.413 --> 02:22:31.575]  Safe, easy-to-use, environmentally friendly products that fit into any lifestyle, decor, and can be used by anyone at any age.
[02:22:31.875 --> 02:22:35.096]  Soleil Wellness has a unique selection of salt-based products.
[02:22:35.316 --> 02:22:38.497]  Not only Himalayan Gourmet Salt and Healy Bath Salts,
[02:22:38.817 --> 02:22:46.879]  Soleil Simple Natural Cleaning Products, Ionizing Salt Crystal Lamps, Respiratory Relieving Salt Pipes, Pain Relieving Pillows, and more!
[02:22:47.219 --> 02:22:50.319]  All designed to keep you and your family balanced and well.
[02:22:50.599 --> 02:22:52.040]  Visit Soleil Wellness today!
[02:22:52.400 --> 02:22:54.380]  Online at natural-salt-lamps.com.
[02:22:54.420 --> 02:22:56.181]  That's natural-salt-lamps.com.
[02:22:56.201 --> 02:22:56.741]  Or call 312-224-2710.
[02:22:56.921 --> 02:22:57.221]  That's 312-224-2710.
[02:23:08.643 --> 02:23:09.083]  Hi Alex.
[02:23:09.143 --> 02:23:14.445]  May I start off by saying I'm a long time watcher of your films.
[02:23:14.525 --> 02:23:15.625]  A friend turned me on about an hour ago.
[02:23:15.645 --> 02:23:16.025]  About a year ago.
[02:23:16.065 --> 02:23:19.726]  And I've been, ever since then, I've become one of the kooks that South Park refers to.
[02:23:38.516 --> 02:23:47.586]  Yesterday, I got an email through MySpace about something devastating that happened over the weekend in my hometown.
[02:23:48.327 --> 02:23:51.530]  I would like to read some of that letter for you, if I could.
[02:23:51.750 --> 02:23:53.392]  Sure, what happened?
[02:23:54.133 --> 02:23:57.797]  Let me start off about the letter by saying, set it straight, it's a ban.
[02:23:59.867 --> 02:24:07.089]  Half of Set It Straight was arrested today for protesting the Redding Police Department shutting down the show in the middle of our set.
[02:24:07.429 --> 02:24:17.811]  We were playing a skate demo at the Redding Skate Park when six cop cars showed up and demanded everyone to vacate, including the kids skating, who had nothing to do with anything.
[02:24:18.111 --> 02:24:19.631]  They shut down the park as well.
[02:24:19.731 --> 02:24:22.312]  May I point out that the skate park is at
[02:24:22.717 --> 02:24:23.117]  Yes, we are.
[02:24:38.167 --> 02:24:46.356]  With permits, the Redding Parks and Recreation Committee came out and unlocked the power box and set up trash cans around the area we were playing.
[02:25:01.109 --> 02:25:08.031]  The show was 100% legit, so we didn't stop playing, finished our set, and took our sweet time breaking down.
[02:25:08.471 --> 02:25:16.073]  But when they surrounded our friend who was riding the park and hit his bike with their batons, things got lame.
[02:25:16.253 --> 02:25:17.093]  He was arrested.
[02:25:17.293 --> 02:25:18.234]  No explanation.
[02:25:18.314 --> 02:25:19.934]  Harry, Ben, John, and Tim.
[02:25:20.376 --> 02:25:20.877]  We're good to go.
[02:25:36.796 --> 02:25:40.478]  Later, they also arrested Brittany and Sarah for standing too close.
[02:25:40.518 --> 02:25:52.585]  Well, sir, they try to go to national parks and have the rainbow gathering, and I have the police aiming machine guns at peaceful hippies, threatening to shoot them for no reason, just for sitting there in the woods.
[02:25:52.645 --> 02:25:56.106]  I mean, it's getting, it's just, it's just, it's so pathetic.
[02:25:56.427 --> 02:25:58.448]  Land of the slave bootlickers.
[02:25:58.928 --> 02:26:00.369]  Not land of the free, home of the brave.
[02:26:00.429 --> 02:26:02.570]  Land of the pathetic jellyfish.
[02:26:03.030 --> 02:26:05.014]  And that's exactly how I feel.
[02:26:05.094 --> 02:26:07.578]  It's really upsetting me.
[02:26:08.640 --> 02:26:10.703]  So what's the news saying?
[02:26:11.104 --> 02:26:12.145]  That's what I'm getting ready to get to.
[02:26:12.165 --> 02:26:13.107]  Are they claiming you're Al Qaeda?
[02:26:16.494 --> 02:26:20.336]  Got most of it on video mode of his digital camera, which is below.
[02:26:20.756 --> 02:26:23.197]  You can find that at YouTube by typing in YouTube.
[02:26:23.237 --> 02:26:23.877]  Set it straight.
[02:26:23.937 --> 02:26:24.697]  Gets arrested.
[02:26:24.777 --> 02:26:25.438]  Well, do me a favor.
[02:26:25.518 --> 02:26:29.559]  Post it right now on... Are you a friend of my site?
[02:26:30.760 --> 02:26:31.460]  On MySpace?
[02:26:31.560 --> 02:26:31.820]  Yeah.
[02:26:32.040 --> 02:26:36.122]  I have one that's Alex Jones... Oh, wow.
[02:26:36.162 --> 02:26:36.822]  I just went back.
[02:26:37.673 --> 02:26:44.816]  I have two sites that claim to be... Well, sir, just email it to us instead of trying to give some hundred foot long address and we'll do a story on it or something, okay?
[02:26:44.916 --> 02:26:45.176]  Alright.
[02:26:46.076 --> 02:26:46.796]  Finish up, man.
[02:26:46.816 --> 02:26:47.717]  I've got a loaded phone, sir.
[02:26:47.917 --> 02:26:48.677]  I'm almost done.
[02:26:49.017 --> 02:26:52.258]  I'm almost done.
[02:26:52.278 --> 02:26:56.160]  Look, if you think that's bad, sir, they're going to conscript you and send you off to fight in foreign lands.
[02:26:56.180 --> 02:26:57.960]  They're going to have one-child policies.
[02:26:58.460 --> 02:27:01.121]  All the heroes on TV are going to be cops in black masks.
[02:27:01.481 --> 02:27:02.522]  It's just the country's gone.
[02:27:03.682 --> 02:27:08.586]  My favorite part is where one of the officers jokes that Harry's taxes pay his salary.
[02:27:09.046 --> 02:27:10.847]  What a... I'm not going to say that word.
[02:27:11.328 --> 02:27:20.835]  After the arrests, the multiple threats from RPD cops, Harry's dad, myself, and a few others went to Redding's Channel 7 News, which I might add is ABC News.
[02:27:21.357 --> 02:27:27.462]  A small story aired tonight highlighting each side of the story, but the overwhelming theme was the sergeant's quote.
[02:27:27.942 --> 02:27:29.243]  They didn't have a permit.
[02:27:29.343 --> 02:27:31.845]  Bans of this nature lead to beatings and stabbings.
[02:27:32.345 --> 02:27:38.130]  At the station, one of the cops said to Harry, you're that band that played last week where someone got stabbed.
[02:27:38.250 --> 02:27:40.772]  He told them that definitely wasn't us.
[02:27:41.012 --> 02:27:42.613]  The cop replied, yes it was.
[02:27:43.192 --> 02:27:48.138]  Awesome, when one of the sponsors, the owner of Johnny Rags... Hey, listen, I gotta let you go, bro.
[02:27:48.538 --> 02:27:49.580]  I gotta get to the other callers.
[02:27:50.240 --> 02:27:55.747]  And again, this is a frustration point for me because I'm almost to the point of just not having calls most shows.
[02:27:56.448 --> 02:28:04.696]  Because I want to hear all this, and I want to hear all the different angles, but then everybody else gets frustrated because we can't get them on to then tell their stories.
[02:28:05.757 --> 02:28:07.979]  I would just put it down to, you know, a bunch of bad stuff.
[02:28:08.019 --> 02:28:09.701]  And again, it's crime stuff.
[02:28:10.201 --> 02:28:15.406]  It's like Chertoff saying we've got to regulate and control the web because people might become radical on it.
[02:28:16.172 --> 02:28:19.093]  Or we've got to tax and regulate the web because it's creating hate.
[02:28:19.473 --> 02:28:26.494]  And so you all, you know, oh we had a stabbing at one of these things and so now we're going to just ban them even when you have a permit.
[02:28:26.834 --> 02:28:28.194]  It's we're going to keep you safe.
[02:28:28.674 --> 02:28:30.534]  Now we don't need to be kept safe anymore from you.
[02:28:30.955 --> 02:28:33.355]  Somebody does commit a crime, then you throw the book at them.
[02:28:34.735 --> 02:28:39.536]  Thank you sir for the info, but just send us the info if you want because it's a long story obviously.
[02:28:39.556 --> 02:28:40.816]  I just gave you four minutes.
[02:28:41.476 --> 02:28:45.477]  Alright, we're going to come back and try to get this, I wanted to take a bunch of calls, but
[02:28:46.187 --> 02:28:47.067]  Try to keep it short, folks.
[02:28:47.087 --> 02:28:47.908]  We'll get to the next person.
[02:28:48.468 --> 02:28:50.889]  Brian, John, Johnny, Ed, and others.
[02:28:51.589 --> 02:28:54.390]  And I do want to get into all the other news I've mentioned but haven't detailed yet.
[02:28:54.830 --> 02:28:56.051]  We've got 30 minutes left.
[02:28:56.071 --> 02:28:56.551]  Stay with us.
[02:28:56.611 --> 02:28:58.331]  Infowars.com is the website.
[02:29:01.693 --> 02:29:02.573]  We're on the march.
[02:29:03.073 --> 02:29:04.674]  The Empire's on the run.
[02:29:05.614 --> 02:29:08.295]  Alex Jones and the GCN Radio Network.
[02:29:12.702 --> 02:29:15.263]  Hey folks, Alex Jones here with an important question.
[02:29:15.423 --> 02:29:17.584]  When was the last time you used pure soap?
[02:29:17.865 --> 02:29:27.950]  I mean the hard to find kind that's all natural and not full of corrosive toxins and chemicals and detergents that just dry out your skin and have been connected to very serious health problems?
[02:29:28.270 --> 02:29:30.591]  Let me tell you something about the Cal Bend Pure Soap Company.
[02:29:30.771 --> 02:29:34.872]  There's a 100% unconditional guarantee on all their wonderful products.
[02:29:35.072 --> 02:29:40.794]  They're all natural, they're triple concentrated, they're factory direct, factory owned and operated since 1947.
[02:29:42.055 --> 02:29:45.696]  Earth friendly, pure soaps for bathing, laundry and kitchen.
[02:29:45.876 --> 02:29:49.217]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[02:29:49.537 --> 02:29:54.459]  Now for the first time, Calvin Pure Soap is available factory direct to you and your family.
[02:29:54.719 --> 02:29:58.383]  Save up to 85% off supermarket and retail store prices.
[02:29:58.563 --> 02:30:01.085]  Call today for a Calvin Soap catalog at 1-800-340-7091.
[02:30:01.105 --> 02:30:02.506]  That's 1-800-340-7091 or on the web at CalvinPureSoap.com.
[02:30:11.818 --> 02:30:17.043]  Nuclear reactors provide economical energy, but would you be prepared during an accident?
[02:30:17.203 --> 02:30:25.292]  During nuclear disasters, great amounts of radioactive iodine are released into the atmosphere, which are then readily absorbed into the body.
[02:30:25.552 --> 02:30:32.599]  Medical course potassium iodate gives you virtually complete protection from the most feared consequence of a nuclear accident.
[02:30:33.540 --> 02:30:40.044]  Potassium iodate can protect against radioactive poisoning by filling the thyroid with good iodine.
[02:30:40.224 --> 02:30:45.308]  This shields the thyroid and prevents it from absorbing the harmful radioactive iodine.
[02:30:45.428 --> 02:30:54.294]  Potassium iodate is better than the iodide form because it is not as likely to cause upset stomachs in children, the elderly, the sick and pets.
[02:30:54.574 --> 02:30:57.857]  Order the official potassium iodate for only $24 and save $5.
[02:30:59.838 --> 02:31:00.078]  I think?
[02:31:13.416 --> 02:31:17.538]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[02:31:17.758 --> 02:31:19.519]  Well, the glass has a natural resonance.
[02:31:19.779 --> 02:31:26.083]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[02:31:26.363 --> 02:31:32.486]  Using a similar principle, Royal Raymond Rife discovered that diseased organisms can be destroyed using different resonant frequencies.
[02:31:32.726 --> 02:31:34.587]  The BioSolutions Frequency Instrument
[02:31:34.847 --> 02:31:35.208]  I think so.
[02:31:57.348 --> 02:31:59.910]  The Genesis Communications Radio Network proudly presents
[02:32:18.501 --> 02:32:20.842]  Because there's a war on for your mind.
[02:32:20.862 --> 02:32:23.304]  We're going to go right back to your calls.
[02:32:24.465 --> 02:32:36.493]  I just want to ask all the listeners who I just love to death and I thank for fighting side by side with me in this fight against the globalists to please go to Infowars.com and PrisonPlanet.com.
[02:32:36.553 --> 02:32:43.798]  Up at the top of each page we have a big link to a high quality version of TerrorStorm for free
[02:32:44.947 --> 02:32:45.909]  On Google Video.
[02:32:46.069 --> 02:32:51.137]  Now, cruddy, low bandwidth copies have already been in the Top 100 three times.
[02:32:52.443 --> 02:32:55.065]  We know they've erased us out of it twice, we believe three times.
[02:32:55.645 --> 02:32:57.506]  This time we got a high-res one in the top 100.
[02:32:57.586 --> 02:33:00.227]  We need to push it all the way up to the top.
[02:33:00.307 --> 02:33:00.708]  Why?
[02:33:00.768 --> 02:33:10.453]  Because tens of millions of people every single day go to Google Video and most of them peruse and find their viewing selections in the top 100.
[02:33:10.573 --> 02:33:13.375]  It's like going to your cable box and flipping through the channels.
[02:33:13.415 --> 02:33:15.356]  They go and look like the TV Guide there.
[02:33:16.216 --> 02:33:20.699]  This is basically like, you know, getting our book in stores or something on the end cap by the register.
[02:33:21.457 --> 02:33:25.563]  We are now up at the front of the NCAP, but not right in front of the register.
[02:33:26.524 --> 02:33:31.251]  And we want to, in the marketplace of ideas, have a chance to be seen.
[02:33:31.771 --> 02:33:35.096]  Now, it's because millions of people have seen it, that it's up there.
[02:33:37.034 --> 02:33:37.774]  I've counted it up.
[02:33:37.834 --> 02:33:40.635]  It's over 5 million views as of a few days ago.
[02:33:41.055 --> 02:33:42.156]  That isn't enough, folks.
[02:33:42.196 --> 02:33:45.337]  If we get up in the top, we could have 20 million, 30 million views.
[02:33:45.697 --> 02:33:46.977]  It will stick in the top.
[02:33:47.237 --> 02:33:49.338]  Again, they keep cheating and knocking us out.
[02:33:49.578 --> 02:33:52.239]  We're going to make them do it again in front of everybody.
[02:33:52.899 --> 02:33:55.680]  It's been a major issue out there on the web.
[02:33:55.740 --> 02:33:57.320]  A lot of tech people have been tracking it.
[02:33:57.660 --> 02:33:59.241]  It's been picked up by some tech journals.
[02:33:59.681 --> 02:34:03.502]  It is a big controversy right now that Google has done this.
[02:34:03.782 --> 02:34:04.802]  And they admit they have.
[02:34:05.503 --> 02:34:06.683]  They claim it's an accident.
[02:34:09.156 --> 02:34:12.931]  They weren't doing it to any other Patriot videos until two weeks ago, and I pointed that out.
[02:34:12.971 --> 02:34:14.256]  Now they're doing it to a bunch of the others.
[02:34:15.954 --> 02:34:18.075]  Why did Terror Storm scare them so bad?
[02:34:18.395 --> 02:34:23.176]  Go to PrisonPlanet.com and look for the link to the particular high-res one.
[02:34:23.396 --> 02:34:34.760]  Because people are hitting 20 different versions of it, and so they're all, you know, got hundreds of thousands of views a piece, but we need to hit one of the videos, one place, one address to drive it to the roof.
[02:34:35.140 --> 02:34:37.880]  Again, go repost it on all the message boards everywhere.
[02:34:38.261 --> 02:34:38.721]  Help us.
[02:34:38.861 --> 02:34:39.561]  This is the link.
[02:34:40.640 --> 02:34:46.306]  Before, I was just, get whatever link you can, because now we're focusing on this one link.
[02:34:47.687 --> 02:34:51.491]  And it's on PrisonPlanet.com and InfoWars.com as well as JonesReport.com.
[02:34:51.511 --> 02:34:52.972]  Go get that link that says High Res.
[02:34:52.992 --> 02:34:54.313]  It's a call to action.
[02:34:54.854 --> 02:34:55.995]  Email your email list.
[02:34:56.035 --> 02:35:01.941]  Tell them to tell two people to go watch it, that Google's been cheating it, knocking it out of the top 100 because they're afraid of it.
[02:35:02.361 --> 02:35:03.943]  And again, explain to people why.
[02:35:04.663 --> 02:35:06.263]  I think we do that on the little post we've got.
[02:35:06.503 --> 02:35:07.684]  People go, well, why do you want to be in the top 100?
[02:35:07.764 --> 02:35:08.784]  I mean, so what?
[02:35:08.804 --> 02:35:09.444]  You want a trophy?
[02:35:09.884 --> 02:35:10.244]  No!
[02:35:10.364 --> 02:35:11.724]  That's where the people are!
[02:35:12.024 --> 02:35:16.485]  The general dumbbells that are going on to the Google 100 to look at girls in bikinis.
[02:35:16.525 --> 02:35:17.845]  That's normally the top thing, you know.
[02:35:18.165 --> 02:35:20.066]  Girl volleyball players or stuff like that.
[02:35:22.026 --> 02:35:23.786]  Nothing wrong with liking that kind of stuff.
[02:35:23.846 --> 02:35:26.967]  I mean, the point is, this is life and death that we're talking about here.
[02:35:26.987 --> 02:35:28.767]  Alright, let's go back to the calls.
[02:35:29.667 --> 02:35:31.168]  Let's go ahead and talk to...
[02:35:33.217 --> 02:35:34.538]  Brian and Teos, go ahead.
[02:35:35.719 --> 02:35:37.020]  I'm in Austin, Texas, man.
[02:35:37.220 --> 02:35:37.701]  How's it going?
[02:35:37.921 --> 02:35:38.542]  Hello, my friend.
[02:35:39.703 --> 02:35:42.425]  Real quick comment and one short question.
[02:35:42.665 --> 02:35:50.852]  I'd just like to put it into context for the listeners, the new pecking order of Life in America with more than a citizen staying on the new totem pole.
[02:35:51.192 --> 02:35:54.315]  You're familiar with Austin, you live here.
[02:35:54.755 --> 02:35:56.877]  We have these salamanders that live here.
[02:35:58.727 --> 02:35:59.507]  Morton Springs.
[02:35:59.567 --> 02:36:02.569]  I think we have less rights than the salamanders now.
[02:36:02.929 --> 02:36:04.009]  They're protected by the state.
[02:36:04.029 --> 02:36:09.852]  That's just because they use the salamander to claim they're protecting them to steal our property and then hand it over to themselves.
[02:36:09.872 --> 02:36:11.172]  They've been caught now in triplicate.
[02:36:12.913 --> 02:36:18.775]  The salamanders first, then the bureaucrat, then the illegal aliens, then the police, then citizens.
[02:36:19.515 --> 02:36:20.796]  Okay, quick question.
[02:36:20.856 --> 02:36:21.436]  I'll let you get off.
[02:36:22.637 --> 02:36:24.337]  What do you think about the military using
[02:36:26.365 --> 02:36:28.815]  The Illegal Aliens has...
[02:36:30.497 --> 02:36:36.961]  20 plus percent of the troops in Iraq are illegal aliens who have been legalized the day they sign up.
[02:36:36.981 --> 02:36:37.941]  That's mainstream news.
[02:36:38.182 --> 02:36:40.663]  And the government actually looks for aggravated felons.
[02:36:40.843 --> 02:36:47.447]  Yes, aggravated felons who are also foreigners to be our military and they're going to be our domestic gods.
[02:36:47.727 --> 02:36:49.448]  They're going to break off part of the U.S.
[02:36:49.628 --> 02:36:50.468]  as the Southwest.
[02:36:50.688 --> 02:36:53.310]  That's part of the Ford Foundation plan, North American Union.
[02:36:53.630 --> 02:36:55.431]  America is going to be a complete joke.
[02:36:55.791 --> 02:36:58.813]  It's going to be a racist, a racial state in the Southwest.
[02:36:59.574 --> 02:37:07.780]  Do you think that they can use that for a door opener for drink cards to be issued?
[02:37:07.860 --> 02:37:09.201]  That's the guest worker program.
[02:37:09.301 --> 02:37:12.283]  It's a super national ID card for North American Union.
[02:37:13.103 --> 02:37:16.646]  You hear it's a guest worker program, the actual plan, the bill, the document.
[02:37:17.316 --> 02:37:18.217]  Even Lou Dobbs is covered.
[02:37:18.237 --> 02:37:21.039]  This is what it says, is that it's for Americans too.
[02:37:21.499 --> 02:37:30.826]  Our standardized new Real ID card, National ID, they passed last year through the state level is the same identifiers, the same computer system as the guest worker program.
[02:37:30.846 --> 02:37:33.548]  We're all getting our new North American card.
[02:37:34.128 --> 02:37:38.151]  Our toll roads in Texas are going to pay for the new roads in Mexico.
[02:37:38.211 --> 02:37:38.952]  That's in the plan.
