[00:00:00.407 --> 00:00:00.887]  Your debt.
[01:15:26.606 --> 01:15:31.548]  Okay, I'm going to go to Randy first, then Robert, then Mark, then Woody, then Kerry.
[01:15:31.908 --> 01:15:34.550]  From New Mexico to Red Rock.
[01:15:35.090 --> 01:15:38.311]  We're going to talk to everybody on the other side immediately.
[01:15:38.592 --> 01:15:39.312]  Coming out of break.
[01:15:40.993 --> 01:15:41.473]  And a lot more.
[01:15:51.952 --> 01:15:53.553]  The statistics are heart-wrenching.
[01:15:53.874 --> 01:16:02.481]  According to the CWC, of the 43 million people who have served in the major wars, from the Revolutionary War to the Gulf War, 3 million never made it home alive.
[01:16:02.841 --> 01:16:08.566]  Most likely, each one of us can say we either knew someone who served, or know a brave soul who is currently serving our country.
[01:16:08.946 --> 01:16:16.391]  Now there is a unique way to pay tribute to the courageous men and women who spend their lives protecting our freedom, and to those who have lost their lives doing so.
[01:16:16.711 --> 01:16:22.094]  Davis Products is offering high-quality, solid-cast aluminum memorial markers for your American flag.
[01:16:22.374 --> 01:16:26.297]  Each memorial marker is specifically designed to represent one of 15 wars.
[01:16:26.597 --> 01:16:32.821]  All markers include a 3-8-inch pointed and threaded aluminum rod, painted and highlighted for an appearance that is unforgettable.
[01:16:33.101 --> 01:16:35.865]  What better way to pay homage to our enlisted loved ones?
[01:16:36.145 --> 01:16:40.430]  Davis Products Memorial Markers are only $9 a piece and can be ordered by calling 814-827-4946.
[01:16:40.490 --> 01:16:40.810]  That's 814-827-4946.
[01:16:40.931 --> 01:16:42.032]  Or visit davis-products.com.
[01:16:42.152 --> 01:16:42.913]  That's davis-products.com.
[01:16:52.032 --> 01:16:54.673]  Is your child disrespectful, defiant, or obnoxious?
[01:16:54.993 --> 01:16:57.193]  Does everything turn into an argument with your kid?
[01:16:57.513 --> 01:16:59.213]  I'm behavioral therapist James Lehman.
[01:16:59.434 --> 01:17:03.574]  I'll help you turn your child's behavior around right now with the Total Transformation.
[01:17:04.074 --> 01:17:08.995]  After the Total Transformation, there's no more arguing, no more lecturing, no more backtalking.
[01:17:09.335 --> 01:17:11.256]  Now when I ask him to do something, he does it.
[01:17:11.636 --> 01:17:16.757]  We've learned verbiage from the Total Transformation program, and it's almost like magic.
[01:17:17.097 --> 01:17:19.539]  If you say those words, they stop arguing.
[01:17:19.620 --> 01:17:24.905]  Defiance, back-talking, lying, acting out in school, even problems with ADD and ADHD.
[01:17:25.125 --> 01:17:28.628]  The Total Transformation will help you solve even the worst behavior problems.
[01:17:29.008 --> 01:17:33.513]  I guarantee your child will listen to you again, and you'll get peace and sanity back in your home.
[01:17:33.913 --> 01:17:38.197]  Call now and get how to turn your child's attitude around in one minute or less, free with your order.
[01:17:38.217 --> 01:17:38.597]  1-800-DONATE.
[01:17:39.138 --> 01:17:39.298]  1-800-373-0402 1-800-373-0402
[01:17:51.808 --> 01:17:54.210]  Now I have my own successful online business.
[01:17:54.551 --> 01:17:57.933]  It's already brought in over $175,000 for me.
[01:17:57.953 --> 01:18:03.298]  I grossed over $321,000 and I was able to quit my 9-to-5.
[01:18:04.018 --> 01:18:04.879]  You've heard all the buzz.
[01:18:05.159 --> 01:18:10.924]  Everyday people are putting the internet to work, making serious money from the comfort of their own homes with online auctions.
[01:18:11.364 --> 01:18:12.745]  So much money so easily.
[01:18:12.805 --> 01:18:14.286]  They're actually quitting their jobs.
[01:18:14.587 --> 01:18:15.427]  And so can you.
[01:18:15.527 --> 01:18:17.669]  With a free CD from Internet Speedway.
[01:18:17.749 --> 01:18:19.791]  Yours absolutely free just for calling.
[01:18:19.971 --> 01:18:23.053]  This free CD shows how easy it is to generate real wealth quickly.
[01:18:23.253 --> 01:18:26.796]  With online auctions at sites like the Internet's largest marketplace, eBay.
[01:18:26.976 --> 01:18:30.599]  And you never have to see, store, or even pay for the products you're selling.
[01:18:30.899 --> 01:18:34.841]  I did over $40,000 in sales last month and I have my own business now.
[01:18:35.041 --> 01:18:36.382]  It's like a dream come true.
[01:18:36.682 --> 01:18:37.942]  The strategies are simple.
[01:18:38.082 --> 01:18:40.223]  The money is real and the CD is free.
[01:18:40.383 --> 01:18:41.184]  Call 1-800-889-2994 now to get your free CD.
[01:18:41.204 --> 01:18:41.444]  Call 1-800-889-2994.
[01:18:41.464 --> 01:18:41.524]  1-800-889-2994.
[01:18:51.028 --> 01:18:56.851]  Hey ladies, if you love to shop, then visit HerbalHealer.com to browse through their online catalog.
[01:18:56.951 --> 01:19:02.393]  You'll find thousands of effective, alternative, and natural products for you and the whole family.
[01:19:02.574 --> 01:19:09.837]  Besides the amazing products you'll find, this shopping is guilt-free because you're investing in your health, and your health is priceless.
[01:19:10.197 --> 01:19:17.325]  While online, sign up to receive the Herbal Healer newsletter which will keep you informed on the latest and greatest products in education.
[01:19:17.545 --> 01:19:29.638]  Did you know that Herbal Healer offers not only natural medicine but also tension-relieving herbal teas, cookbooks, aromatherapy, products for pampering, and more great products to help you soothe and relax after a long day.
[01:19:30.078 --> 01:19:32.760]  Want to learn more for yourself and to help others in the future?
[01:19:33.000 --> 01:19:35.362]  Join the Herbal Healer Correspondence Program.
[01:19:35.502 --> 01:19:38.444]  You can work at your own pace from the comfort of your own home.
[01:19:38.584 --> 01:19:42.567]  This accredited, exciting program can help you gain skills and knowledge.
[01:19:42.707 --> 01:19:45.029]  Can you believe you can find all this at one stop?
[01:19:45.269 --> 01:19:49.792]  HerbalHealer.com Celebrating 18 years of dedication.
[01:19:49.812 --> 01:19:59.459]  This is GCN, the Genesis Communications Radio Network.
[01:20:04.207 --> 01:20:06.168]  It's not about right versus left.
[01:20:06.688 --> 01:20:08.809]  It's about right versus wrong.
[01:20:09.509 --> 01:20:11.470]  This is the Alex Jones Show.
[01:20:12.130 --> 01:20:15.452]  Call Alex now, toll free, at 877-590-5525.
[01:20:15.472 --> 01:20:18.793]  Now live from Austin, Texas, here's Alex Jones.
[01:20:26.795 --> 01:20:28.016]  All right, the final segment.
[01:20:28.036 --> 01:20:29.117]  I'm going to blitz through a bunch of news.
[01:20:29.217 --> 01:20:31.018]  Right now, let's just get through all these great calls.
[01:20:31.038 --> 01:20:31.999]  We've been holding patiently.
[01:20:32.039 --> 01:20:33.180]  I've been on a roll today here.
[01:20:33.781 --> 01:20:36.383]  Let's go ahead and talk to Robert in Leander, Texas.
[01:20:36.863 --> 01:20:37.363]  Welcome, sir.
[01:20:37.383 --> 01:20:37.964]  You're on the air.
[01:20:39.165 --> 01:20:40.846]  Alex, I'm a friend of Galen Ross's.
[01:20:40.886 --> 01:20:41.567]  He says hello.
[01:20:42.207 --> 01:20:43.148]  Well, I say hi to him.
[01:20:43.168 --> 01:20:48.993]  You know, it's more dangerous right now for us than it was just a few months ago.
[01:20:49.593 --> 01:20:53.937]  In a way, you know, we had the robber plunderers, and now we've got...
[01:20:54.710 --> 01:20:57.092]  We've got the real big brother in charge at this point.
[01:20:57.132 --> 01:20:58.753]  People think they voted for change.
[01:20:58.813 --> 01:20:59.674]  Well, they're going to get it.
[01:20:59.934 --> 01:21:05.238]  Well, that's how they double-team us, and then in a few years we'll vote for Republicans, and it'll be meet the new boss, same as the old boss.
[01:21:05.599 --> 01:21:09.622]  The Democrats are now swearing to pass their hate crimes bill that restricts free speech.
[01:21:09.942 --> 01:21:16.767]  They're swearing to vote with Bush and abolish the borders completely with the total amnesty plan and to continue the North American Union.
[01:21:17.148 --> 01:21:20.050]  And they've had, now again, Lee Hamilton and others...
[01:21:20.571 --> 01:21:20.971]  We're good to go.
[01:21:32.859 --> 01:21:39.261]  The Iraq Study Group that says that they actually want to stay in Iraq, build up troops first, and then build down.
[01:21:39.641 --> 01:21:42.142]  Then Bush and the neocons attack them.
[01:21:42.522 --> 01:21:44.062]  The liberals start praising them.
[01:21:44.302 --> 01:21:47.223]  Conservatives think, oh, they must be bad.
[01:21:47.723 --> 01:21:49.284]  See, that's how they fool everybody.
[01:21:49.304 --> 01:21:57.846]  But really, the Iraq Study Group is the very group appointed by Bush, and they're recommending to just keep it in a process to keep the war going on.
[01:21:58.046 --> 01:22:00.127]  And now the Democrats have all been neutralized.
[01:22:00.407 --> 01:22:12.412]  Thinking they've won some victory, and by having the neocons attack them, Democrats get fooled, that is, Democratic constituents, and think that the Iraq Study Group's plans are actually good, but they haven't actually read the fine print.
[01:22:12.653 --> 01:22:14.293]  Am I being articulate there, or does that make sense?
[01:22:14.753 --> 01:22:19.636]  Well, you know, that's absolutely correct, and it's Tiffany Oxberg.
[01:22:19.676 --> 01:22:21.717]  I mean, that's only one little thing.
[01:22:21.757 --> 01:22:24.058]  People, there's so much.
[01:22:24.478 --> 01:22:25.878]  It's called good cop, bad cop.
[01:22:25.998 --> 01:22:26.719]  It's overwhelming.
[01:22:27.159 --> 01:22:27.719]  It's overwhelming.
[01:22:27.939 --> 01:22:29.220]  Now, did you hear Harry Reid...
[01:22:30.157 --> 01:22:38.702]  The day after it was official that they were going to have the Senate and the House, that they were going to make mandatory flu shots.
[01:22:39.429 --> 01:22:41.910]  Yes, I did hear him say mandatory flu shots.
[01:22:41.990 --> 01:22:43.852]  No vaccine in America is mandatory.
[01:22:44.112 --> 01:22:55.218]  And because masses of people, around 25%, are now refusing them all, they're panicking and trying to... Hey, look, they tried to make police, firemen, and EMS workers, remember in 2002, take smallpox?
[01:22:55.818 --> 01:22:57.419]  Almost all of them refused.
[01:22:57.679 --> 01:23:01.181]  So go ahead, go ahead and try to make us take what's full of all this mercury.
[01:23:01.541 --> 01:23:03.643]  And by the way, folks, they didn't take the mercury out.
[01:23:03.963 --> 01:23:04.223]  In fact...
[01:23:04.651 --> 01:23:09.114]  I actually have the article right here, Associated Press, from three days ago.
[01:23:09.134 --> 01:23:10.655]  And I'll pull it out in a moment and read it.
[01:23:12.616 --> 01:23:13.436]  Anything else, my friend?
[01:23:13.896 --> 01:23:14.337]  Well, no.
[01:23:14.817 --> 01:23:15.477]  I'm just curious.
[01:23:15.497 --> 01:23:18.919]  Do you think that that's to enrich Big Pharma?
[01:23:18.939 --> 01:23:20.960]  Or are they just going to plunder us a little bit more?
[01:23:21.161 --> 01:23:21.521]  All of it.
[01:23:21.541 --> 01:23:21.881]  No, no, no.
[01:23:21.901 --> 01:23:24.583]  They make money while they damage us.
[01:23:24.723 --> 01:23:25.903]  And I appreciate your call.
[01:23:26.083 --> 01:23:30.306]  And for those that don't know, for those that don't know, my friends...
[01:23:31.099 --> 01:23:38.922]  Mercury has been connected to going from 1 in 24,000 having autism 25 years ago to below 1 in 168 now.
[01:23:39.223 --> 01:23:40.623]  Before you never saw autistic children.
[01:23:40.643 --> 01:23:43.284]  Now every public school has whole rooms full of these poor children.
[01:23:43.524 --> 01:23:47.426]  It normally pops up at the third round of shots at 18 months, at a year and a half.
[01:23:47.446 --> 01:23:49.387]  That's when it builds up to super toxic levels.
[01:23:49.807 --> 01:23:51.848]  And I actually have the Associated Press here.
[01:23:52.688 --> 01:23:54.029]  Where is my AP article?
[01:23:54.972 --> 01:24:03.917]  Where they come right out and admit that it's causing just incredible brain damage, but say that they're not going to reduce it.
[01:24:04.097 --> 01:24:05.398]  Remember, they told you they took it out.
[01:24:05.778 --> 01:24:08.520]  AP, FDA rejects new limits on mercury in vaccines.
[01:24:08.820 --> 01:24:11.762]  Group petitioned government to restrict use of controversial preservatives.
[01:24:12.162 --> 01:24:20.067]  Federal health officials won't put new restrictions on the use of mercury-based preservatives in vaccines and other medicines, denying a petition that sought the limits for health concerns.
[01:24:20.647 --> 01:24:21.167]  We're good to go.
[01:24:37.114 --> 01:24:41.895]  Okay, but normally the onset comes a few years later when they're four or five because it has to build up.
[01:24:42.195 --> 01:24:46.756]  There's a gene that if you don't have it, then the intestines don't block the mercury.
[01:24:46.936 --> 01:24:51.337]  So you have naturally occurring out there, which is very rare, mercury poisoning.
[01:24:51.977 --> 01:24:59.058]  But even if you have the gene, which most of us have, to block the mercury, it doesn't matter if they inject it into you because it goes into your brain.
[01:24:59.898 --> 01:25:03.759]  Let's go ahead now and take another call here.
[01:25:04.099 --> 01:25:04.519]  Let's talk...
[01:25:06.590 --> 01:25:09.992]  My phone list is changing here in front of me.
[01:25:10.553 --> 01:25:12.674]  Let's go ahead and talk to Randy.
[01:25:12.914 --> 01:25:14.855]  But then it shows, oh, on toll-free one.
[01:25:14.875 --> 01:25:15.416]  That's how I get confused.
[01:25:15.436 --> 01:25:17.637]  You have toll-free one and then the other line one.
[01:25:17.657 --> 01:25:18.257]  I get confused.
[01:25:18.578 --> 01:25:20.499]  Randy from Connecticut, you're on the air.
[01:25:20.539 --> 01:25:20.939]  Go ahead.
[01:25:21.820 --> 01:25:23.020]  Hey, Alex.
[01:25:23.161 --> 01:25:24.421]  I'm a first-time caller.
[01:25:25.102 --> 01:25:28.504]  I'm calling in on this report that I saw a few days ago.
[01:25:28.524 --> 01:25:31.626]  New Haven police are giving away gift cards.
[01:25:32.116 --> 01:25:32.897]  For your guns.
[01:25:33.477 --> 01:25:38.823]  Yes, and again, all over the world, they did it first in Canada and Germany, and England's doing it.
[01:25:39.283 --> 01:25:47.010]  Everywhere, before they ban them, they have gift cards and pay you $50, $200, you know, it depends, but between $50 and $200.
[01:25:47.991 --> 01:25:48.532]  We're good to go.
[01:26:16.135 --> 01:26:17.376]  I mean, this is insane.
[01:26:17.516 --> 01:26:20.238]  It's ridiculous, and it's like... Oh, I've seen it on the news.
[01:26:20.318 --> 01:26:24.360]  A bunch of old ladies, they're giving away... It's just horrible.
[01:26:24.761 --> 01:26:25.561]  Hey, fools!
[01:26:25.661 --> 01:26:28.183]  You can take them into a gun shop and get tens of thousands!
[01:26:29.524 --> 01:26:30.984]  Oh, but they're evil!
[01:26:31.004 --> 01:26:31.965]  I better not do that!
[01:26:33.146 --> 01:26:39.070]  Yeah, they have this person in the article talking about how, basically, oh, guns kill people.
[01:26:39.150 --> 01:26:39.630]  So this is...
[01:26:40.123 --> 01:26:42.007]  Yeah, they're bad.
[01:26:42.068 --> 01:26:43.210]  We're doing something good.
[01:26:43.250 --> 01:26:44.032]  We're taking them.
[01:26:44.072 --> 01:26:44.894]  It's all a drill.
[01:26:44.914 --> 01:26:45.796]  Get everybody ready for it.
[01:26:45.816 --> 01:26:48.302]  It's Pavlovian Psychological Conditioning.
[01:26:49.008 --> 01:26:54.310]  Right, yeah, and wrapping this whole innocent thing, like trying to get violence off the streets.
[01:26:54.350 --> 01:26:58.492]  Come on, Second Amendment, we all deserve to have guns to protect us.
[01:26:58.512 --> 01:27:15.179]  Well, I hear you, and there's a federal case right now, which looks like it, and the Supreme Court's saying they may rule, of course, because eight of them are reported by Republicans, a bunch of gun grabbers like Pataki and Bush, who was for the assault offense ban, and they're about to say it is not an individual right.
[01:27:16.064 --> 01:27:25.309]  And a lot of these so-called conservatives will line up and go, I'm turning my gun in, and the neocon I listen to told me it's patriotic, and I'm turning my gun in for America.
[01:27:25.570 --> 01:27:28.091]  You're a liberal if you don't turn your gun in!
[01:27:28.511 --> 01:27:31.293]  You're a liberal if you don't like Dick Cheney and the CFR!
[01:27:31.573 --> 01:27:33.814]  You're a liberal if you ain't forgetting about our borders!
[01:27:34.755 --> 01:27:37.476]  I'm sick of you people, you America-killing trash!
[01:27:37.757 --> 01:27:39.858]  The Democrats and Republicans are a bunch of scum!
[01:27:40.438 --> 01:27:41.619]  I want this country back!
[01:27:42.159 --> 01:27:43.580]  I want my children to go up free!
[01:27:44.688 --> 01:27:47.550]  Bush has tripled the size of the Bureau of Alcohol, Tobacco, and Firearms.
[01:27:47.710 --> 01:27:49.170]  And I was in a big local gun shop.
[01:27:49.871 --> 01:27:50.211]  This happened.
[01:27:50.231 --> 01:27:50.891]  It was in McBride.
[01:27:50.911 --> 01:27:51.572]  It's a great gun shop.
[01:27:52.052 --> 01:27:59.956]  And I'm in there to buy the similar shotgun to what Chaney had to do my ballistics test to show that he had to shoot that fella a lot closer for it to penetrate into the heart.
[01:28:00.176 --> 01:28:02.157]  So we went out and did a test with some police and others.
[01:28:02.497 --> 01:28:06.059]  And I was in there to get it, and a guy walks over behind the counter, and he goes, Let me tell you something, Alex.
[01:28:06.079 --> 01:28:09.381]  I don't appreciate you on the radio saying Bush was for the assaultman's ban.
[01:28:09.601 --> 01:28:10.321]  He was not.
[01:28:10.882 --> 01:28:11.802]  And I go, No, he was.
[01:28:11.842 --> 01:28:13.463]  And all of a sudden, the manager walks over and goes...
[01:28:14.580 --> 01:28:15.521]  No, he's right.
[01:28:16.181 --> 01:28:17.162]  Whatever the guy's name was.
[01:28:17.222 --> 01:28:19.585]  And two other guys walked over and told him, no, he's right, he was.
[01:28:19.605 --> 01:28:20.666]  And the guy was like, huh?
[01:28:21.006 --> 01:28:21.487]  Huh?
[01:28:21.507 --> 01:28:22.308]  That's right.
[01:28:22.368 --> 01:28:22.868]  Huh?
[01:28:23.269 --> 01:28:23.789]  Huh?
[01:28:24.129 --> 01:28:25.571]  Listen, we do our homework.
[01:28:25.831 --> 01:28:28.094]  I'll be up at one this morning studying.
[01:28:28.494 --> 01:28:29.435]  You don't study.
[01:28:29.615 --> 01:28:31.177]  You don't know what you're talking about.
[01:28:31.357 --> 01:28:32.518]  You're not conservatives.
[01:28:32.658 --> 01:28:33.259]  You're scum.
[01:28:35.037 --> 01:28:35.917]  I'm tired of it!
[01:28:35.977 --> 01:28:40.999]  I have people on message boards saying, and isn't Dick Cheney saying it when he's saying get rid of America?
[01:28:41.179 --> 01:28:42.580]  When he's saying he's CFR?
[01:28:42.740 --> 01:28:44.260]  When he's saying he kept it secret?
[01:28:45.681 --> 01:28:46.801]  Okay, I've got to settle down now.
[01:28:47.862 --> 01:28:48.602]  I'm just sick of it.
[01:28:48.622 --> 01:28:50.043]  I want to defend this country!
[01:28:50.383 --> 01:28:51.723]  You get excited about football.
[01:28:52.123 --> 01:28:53.564]  I get excited about defending the country.
[01:28:53.844 --> 01:28:57.445]  See, my instincts to get excited are about defending my family.
[01:28:57.485 --> 01:29:01.907]  It's not about squirting it off into some simulated tribal stuff.
[01:29:02.187 --> 01:29:03.468]  Okay, they're manipulating you.
[01:29:03.508 --> 01:29:04.328]  It's brainwashing.
[01:29:05.408 --> 01:29:07.409]  Ah, you don't get it, some of you out there.
[01:29:07.429 --> 01:29:10.691]  Let's go ahead and talk to Kerry in New Mexico.
[01:29:10.711 --> 01:29:11.831]  Thanks for holding.
[01:29:11.851 --> 01:29:13.132]  You're on the air worldwide.
[01:29:13.152 --> 01:29:15.573]  Yeah, Alex, how you doing?
[01:29:15.653 --> 01:29:16.373]  Fired up, brother.
[01:29:16.393 --> 01:29:16.973]  What's on your mind?
[01:29:17.474 --> 01:29:17.974]  I'm doing great.
[01:29:18.014 --> 01:29:19.295]  I'm a new member of Prison Planet.
[01:29:19.375 --> 01:29:23.757]  Ordered some books, videos, and trying to get up to speed with what you're talking about.
[01:29:23.777 --> 01:29:25.057]  You know what?
[01:29:25.077 --> 01:29:26.238]  I wasn't watching the clock right.
[01:29:26.278 --> 01:29:26.618]  I'm sorry.
[01:29:26.678 --> 01:29:27.118]  Stay there.
[01:29:27.138 --> 01:29:28.519]  I'll come right back to you.
[01:29:28.659 --> 01:29:29.339]  I dropped him.
[01:29:29.359 --> 01:29:30.119]  I hit the wrong button.
[01:29:30.140 --> 01:29:31.020]  Call right back in.
[01:29:32.225 --> 01:29:32.946]  I am so sorry.
[01:29:32.966 --> 01:29:33.886]  He goes to the front of the line.
[01:29:34.146 --> 01:29:35.728]  Call us right back, Kerry.
[01:29:35.748 --> 01:29:36.608]  Try to keep one open for him.
[01:29:36.988 --> 01:29:40.231]  And then we'll get to Woody, Mark, and others, and I'll blitz through a bunch of news.
[01:29:40.751 --> 01:29:46.435]  Look, you'd be mad, too, if you knew the truth, you knew about the tyranny, and there's all these dumbbells out there who won't wake up or see it.
[01:29:46.855 --> 01:29:48.316]  I'm here trying to warn you!
[01:29:48.776 --> 01:29:50.117]  What would you do if you knew the truth?
[01:29:50.137 --> 01:29:50.938]  You'd warn people!
[01:29:52.432 --> 01:29:55.553]  We understand that decisions related to health can be overwhelming.
[01:29:55.813 --> 01:30:02.616]  That is why at ResearchedHerbs.com we take pride in offering you herbs whose safety and effectiveness have been proven time and time again.
[01:30:03.056 --> 01:30:16.401]  For example, did you know that Live52, the top-selling natural herbal supplement for liver diseases since 1930, is backed by over 300 research studies and clinical trials and prescribed by more than 200,000 health professionals worldwide?
[01:30:16.721 --> 01:30:20.143]  In fact, the effectiveness of all the herbs featured on ResearchedHerbs.com
[01:30:20.796 --> 01:30:21.797]  We're good to go.
[01:30:51.523 --> 01:30:53.804]  Attention, attention everyone!
[01:30:53.904 --> 01:30:56.225]  A brand new invention just released.
[01:30:56.285 --> 01:31:00.807]  It's called Wrist Ease, the new patented portable ergonomic wrist support.
[01:31:01.387 --> 01:31:07.869]  Wrist Ease comforts your wrists from the sometimes painful tasks of typing, writing, using a mouse, or adding machine.
[01:31:08.369 --> 01:31:20.494]  Unlike most conventional wrist pads that are either attached to a mouse pad or lay flat in front of your keyboard, Wrist Ease is totally portable and ideal for laptop users and technicians who are constantly on the go.
[01:31:21.014 --> 01:31:24.816]  WristEase is perfect for children doing homework or playing video games.
[01:31:25.257 --> 01:31:31.340]  WristEase provides the proper comfort and support for all ages and makes a great stocking stuffer.
[01:31:31.761 --> 01:31:37.784]  Honest, WristEase provides comfort for victims of carpal tunnel syndrome and other repetitive injuries.
[01:31:38.124 --> 01:31:41.006]  You can order WristEase now at WristEase.com.
[01:31:41.366 --> 01:31:47.670]  That's WristEase, W-R-I-S-T-E-A-S-E, WristEase.com.
[01:31:47.790 --> 01:31:50.292]  Once again, WristEase.com.
[01:31:52.354 --> 01:31:54.035]  Shelly, you look exhausted.
[01:31:54.095 --> 01:31:54.935]  What's wrong?
[01:31:55.195 --> 01:31:56.196]  I'm so tired.
[01:31:56.256 --> 01:31:58.758]  I just get so hot at night and can't sleep.
[01:31:58.878 --> 01:31:59.959]  I have tried everything.
[01:32:00.019 --> 01:32:01.780]  All kinds of fans, sheets, pillows.
[01:32:01.920 --> 01:32:03.081]  You name it, I've tried it.
[01:32:03.201 --> 01:32:05.502]  My husband has always been a hot sleeper.
[01:32:05.662 --> 01:32:07.223]  He's never had a good night's sleep.
[01:32:07.444 --> 01:32:09.505]  Then we discovered something that really helps.
[01:32:09.605 --> 01:32:11.847]  It's called the Bed Fan Personal Cooling System.
[01:32:12.027 --> 01:32:12.547]  The what?
[01:32:12.807 --> 01:32:14.889]  The Bed Fan Personal Cooling System.
[01:32:15.009 --> 01:32:20.292]  It will keep you cool all night long and will work for everyone that sleeps hot, no matter what the reason.
[01:32:21.533 --> 01:32:22.414]  Bedfan.com.
[01:32:22.654 --> 01:32:23.775]  How well are you sleeping?
[01:32:23.995 --> 01:32:25.636]  Are you getting the rest your body needs?
[01:32:26.016 --> 01:32:30.339]  Sleep disorder centers across the country recommend that you must stay cool to get a good night's sleep.
[01:32:30.600 --> 01:32:33.902]  The Bedfan will keep you cool and give you the restful sleep you deserve.
[01:32:34.122 --> 01:32:37.285]  With our 30-day 100% guarantee, you risk nothing.
[01:32:37.645 --> 01:32:38.505]  Are you a hot sleeper?
[01:32:38.746 --> 01:32:39.967]  Is your partner a hot sleeper?
[01:32:39.987 --> 01:32:43.209]  Or are you looking for the perfect gift for that person who has everything?
[01:32:43.469 --> 01:32:44.770]  The Bedfan is the answer.
[01:32:44.970 --> 01:32:45.791]  Visit Bedfan.com.
[01:32:45.811 --> 01:32:47.372]  That's Bedfan.com.
[01:32:50.791 --> 01:32:51.352]  We're good to go.
[01:33:03.625 --> 01:33:07.889]  The Nationalist Times is a 20-page newspaper featuring outstanding writers and columnists who don't believe in taboos or sacred cows.
[01:33:24.222 --> 01:33:24.762]  Thanks for having me.
[01:33:53.368 --> 01:33:54.709]  You are listening to GCN.
[01:33:54.769 --> 01:34:03.674]  Visit GCNlive.com today.
[01:34:04.354 --> 01:34:05.915]  Agree or disagree?
[01:34:07.016 --> 01:34:08.857]  Alex wants to hear from you right now at 877-590-5525.
[01:34:08.877 --> 01:34:10.398]  Now, here's Alex Jones.
[01:34:17.887 --> 01:34:19.067]  Yeah, you might want to hold those calls.
[01:34:19.087 --> 01:34:20.748]  We can take the calls we've got left.
[01:34:21.008 --> 01:34:24.049]  We can jam them all in, and I want to hit some final news as well, as promised.
[01:34:24.830 --> 01:34:28.091]  But let's go back to Kerry, calling from New Mexico.
[01:34:28.151 --> 01:34:28.491]  Go ahead.
[01:34:28.511 --> 01:34:30.452]  Sorry for cutting you off.
[01:34:30.472 --> 01:34:31.492]  Hey, out of here, sir.
[01:34:31.612 --> 01:34:39.135]  What I was wondering is, has anybody looked into filing a legal complaint against these people for treason and submitted it to a judge?
[01:34:41.039 --> 01:34:44.181]  Yes, it's been tried, and the courts are so corrupt, nothing happens.
[01:34:44.201 --> 01:35:00.332]  I mean, imagine, the CFR is an organization of 3,000-plus of America's elite, meeting, openly pushing to get rid of our borders and our sovereignty, total treason, and they get up there publicly and admit it, and nothing happens to them, because they know the public isn't watching C-SPAN or reading their own public documents.
[01:35:00.672 --> 01:35:03.474]  They know the public's sucking their thumbs, becoming slaves.
[01:35:04.274 --> 01:35:06.756]  But the good news is, more and more people are starting to listen.
[01:35:07.136 --> 01:35:09.498]  The problem is, the courts are just so incredibly corrupt.
[01:35:10.859 --> 01:35:17.444]  We should impeach Bush, the Democratic Congress, any of these traitors that are involved in the North American Union or amnesty or any of it.
[01:35:19.025 --> 01:35:19.306]  All right.
[01:35:19.326 --> 01:35:20.306]  I appreciate your comment.
[01:35:20.567 --> 01:35:20.887]  You bet.
[01:35:20.907 --> 01:35:23.129]  I appreciate you, sir, holding to ask those questions.
[01:35:23.489 --> 01:35:25.370]  Let's talk to Mark in Austin.
[01:35:26.511 --> 01:35:27.512]  You're on the air, sir.
[01:35:27.552 --> 01:35:27.892]  Welcome.
[01:35:28.673 --> 01:35:28.893]  Yeah.
[01:35:28.933 --> 01:35:29.534]  Hey, Alex.
[01:35:30.414 --> 01:35:33.637]  The must-arrest laws with the domestic violence,
[01:35:34.215 --> 01:35:35.276]  I'm sure you're familiar with that.
[01:35:35.676 --> 01:35:37.257]  Yeah, let me break it down for folks that don't know.
[01:35:37.477 --> 01:35:50.844]  When the police go to a house for any call by a neighbor or anything else, even if no one's hurt, someone must be arrested, and that's been done because they get federal money every time somebody is arrested.
[01:35:50.884 --> 01:35:55.366]  It's literally a bounty to get people into the system.
[01:35:55.386 --> 01:35:55.686]  Go ahead.
[01:35:56.006 --> 01:35:56.487]  Exactly.
[01:35:56.527 --> 01:35:59.328]  It happened to me, and people think it just happens in poor neighborhoods.
[01:35:59.368 --> 01:36:00.969]  No, I live in a nice neighborhood, trust me.
[01:36:01.497 --> 01:36:03.619]  And absolutely, virtually nothing happened.
[01:36:03.659 --> 01:36:04.440]  The cops came out.
[01:36:04.460 --> 01:36:05.441]  We were having an argument.
[01:36:05.822 --> 01:36:06.602]  I went to jail.
[01:36:06.883 --> 01:36:08.504]  But it's not just getting arrested.
[01:36:08.925 --> 01:36:11.147]  It's the way you get railroaded through the system.
[01:36:11.287 --> 01:36:13.249]  It becomes between you and the state.
[01:36:13.269 --> 01:36:13.870]  Well, let me stop you.
[01:36:13.890 --> 01:36:14.651]  It's totally criminal.
[01:36:14.671 --> 01:36:20.957]  They give you a yellow form personal recognizance bond for people even arrested for no seatbelts or domestic violence.
[01:36:20.977 --> 01:36:21.478]  It doesn't matter.
[01:36:22.149 --> 01:36:37.541]  And it says, and they trick you, Americans are so dumbed down, they hand you a yellow form and it says that you're being convicted of drug dealing, family violence, you agree to take nine classes, $3,000 plus worth, and then you don't know you signed a probation form and they've tricked you.
[01:36:37.781 --> 01:36:39.903]  That's how criminal this system is.
