[00:00:26.592 --> 00:00:29.534]  It is Friday.
[02:14:33.964 --> 02:14:45.687]  And this last January 1st, we had James B. Steinberg become the dean of that school, and he is the scribe or the recording secretary now of Bilderberg, and he's trilateral, too.
[02:14:45.707 --> 02:14:47.988]  So, I mean, it is just a cauldron of...
[02:14:48.168 --> 02:14:56.272]  So instead of getting their spooks just out of Yale and Princeton and Harvard, now Texas A&M, great university, great school, great people.
[02:14:56.312 --> 02:14:57.033]  I'm not knocking it.
[02:14:57.053 --> 02:14:58.133]  I've got a lot of family who went there.
[02:14:58.573 --> 02:15:00.854]  Total New World Order hive of brainwashing and evil.
[02:15:01.255 --> 02:15:02.795]  Total Nazi-ville.
[02:15:02.956 --> 02:15:04.797]  UT totally taken over by these criminals.
[02:15:05.317 --> 02:15:16.943]  Well, my school down there, formerly Southwest Texas State, now Texas State, has a 300-acre fair training camp with Bechtel and Wackenhut and Halliburton and DPS and everyone.
[02:15:16.963 --> 02:15:17.243]  You know, it's...
[02:15:20.216 --> 02:15:27.543]  What is it like for you, who was in the military, to now, and I believe you said you served in Iraq, right?
[02:15:27.623 --> 02:15:29.405]  Or did I not hear you say that?
[02:15:31.687 --> 02:15:31.928]  Mike?
[02:15:32.548 --> 02:15:33.870]  Yeah.
[02:15:34.230 --> 02:15:35.792]  When you first called in, did you serve in Iraq?
[02:15:36.300 --> 02:15:37.661]  Yes, I've been there a year and a half.
[02:15:37.841 --> 02:15:38.721]  I was there a year and a half.
[02:15:38.821 --> 02:15:46.566]  What is it like to hear people say we can't leave until we've had victory, but then to know that the battle plan is to have a quagmire that makes the most profit?
[02:15:46.766 --> 02:15:47.946]  You weren't sent there to win.
[02:15:49.027 --> 02:15:51.128]  Yeah, the goal was never to win.
[02:15:51.148 --> 02:15:53.949]  There is no winning now, I believe.
[02:15:53.969 --> 02:15:55.450]  I just think we need to pull out.
[02:15:55.670 --> 02:16:00.133]  But now I know the Democrats and Republicans are working together because they just said they want to send more troops.
[02:16:00.173 --> 02:16:01.333]  They're in agreement with each other.
[02:16:01.474 --> 02:16:04.095]  And I don't know how long you've been listening, but did I not say that would happen?
[02:16:05.054 --> 02:16:05.935]  Yes, oh yeah.
[02:16:06.155 --> 02:16:09.317]  And the reason I keep saying we told you, we told you, is because we have their blueprint.
[02:16:09.778 --> 02:16:10.518]  It isn't hard.
[02:16:11.179 --> 02:16:19.945]  It's like if I have the script of a play, and I say the next line is going to say, you too, Brutus, and then they go, you too, Brutus, it's not like I'm doing a magic trick here, folks.
[02:16:20.766 --> 02:16:22.767]  It's not like I've been pulling stuff out of a hat.
[02:16:23.087 --> 02:16:24.669]  They're telling you they're going to kill the country.
[02:16:24.689 --> 02:16:25.749]  They're killing it right now.
[02:16:26.030 --> 02:16:29.172]  You've got these idiots running around saying it's patriotic to go along with it.
[02:16:30.063 --> 02:16:34.006]  I think the only solution is a second American Revolution, but that's my opinion.
[02:16:34.346 --> 02:16:38.389]  I believe the only solution to all the problems that America's got is a revolution.
[02:16:38.670 --> 02:16:40.211]  Well, I know this.
[02:16:40.331 --> 02:16:41.031]  I know this.
[02:16:42.592 --> 02:16:48.317]  They come to take your guns, then they've made the choice and they've forced you to fight back.
[02:16:48.337 --> 02:16:49.217]  Kevin, you wanted to say something?
[02:16:49.438 --> 02:16:49.918]  Is it Mike?
[02:16:49.998 --> 02:16:50.518]  Is that correct?
[02:16:50.979 --> 02:16:51.219]  Yes.
[02:16:51.479 --> 02:16:52.680]  Hey, Mike, what did you do in Iraq?
[02:16:52.700 --> 02:16:53.701]  What was your job description?
[02:16:54.461 --> 02:16:56.603]  I was a motor transport operator, truck driver.
[02:16:56.623 --> 02:16:57.804]  So you were driving, and...
[02:16:58.484 --> 02:17:02.388]  You know, something we miss in the media here, they do not show it to us, but I want to hear from you.
[02:17:02.808 --> 02:17:04.590]  You guys are driving down the road in trucks.
[02:17:04.610 --> 02:17:07.832]  You know, we know back from the old days of ambushes in Vietnam.
[02:17:07.852 --> 02:17:08.573]  We're almost out of time.
[02:17:08.593 --> 02:17:09.594]  You throw out candy.
[02:17:09.614 --> 02:17:10.595]  The kids gather around.
[02:17:10.635 --> 02:17:13.117]  The day the kids don't come around, you know you're in for an ambush.
[02:17:13.477 --> 02:17:18.902]  What was it like looking down at those little children running around, the ones that, you know, tattered clothes, starving?
[02:17:19.263 --> 02:17:21.905]  How did that affect you, looking at the faces of those little children?
[02:17:22.878 --> 02:17:23.719]  Well, it was horrible.
[02:17:23.759 --> 02:17:35.530]  You know, you felt like you were doing a good thing, you know, getting rid of Saddam, but when you find out there's all these other agendas besides, you know, just getting rid of Saddam, you know, it's just, it's a horrible thing.
[02:17:35.670 --> 02:17:40.034]  Who the globalists put in there to begin with, I mean, do the troops know that he was our boy?
[02:17:40.054 --> 02:17:42.516]  What's that?
[02:17:42.997 --> 02:17:45.099]  Do the troops know that Saddam was our minion?
[02:17:47.235 --> 02:17:48.456]  No, I don't believe that.
[02:17:49.676 --> 02:17:51.918]  A lot of people don't know a lot of this stuff.
[02:17:52.138 --> 02:17:53.719]  They'll just call you a kook or whatever.
[02:17:53.759 --> 02:17:57.262]  And the people are destroyed for lack of knowledge.
[02:17:57.502 --> 02:18:00.244]  We're glad you're back home in America to defend the country.
[02:18:00.584 --> 02:18:01.325]  And I think you're right.
[02:18:01.345 --> 02:18:02.826]  It probably is going to come to resistance.
[02:18:03.526 --> 02:18:04.487]  Violent resistance.
[02:18:04.507 --> 02:18:05.468]  We'll be back with more calls.
[02:18:09.511 --> 02:18:09.951]  Gold.
[02:18:10.292 --> 02:18:11.572]  It's like nothing else on Earth.
[02:18:11.833 --> 02:18:17.897]  From the Romans through the Renaissance, from the Industrial Age to the Space Age, gold has weathered the test of time.
[02:18:18.097 --> 02:18:21.939]  For 6,000 years, gold has remained the ultimate store of wealth.
[02:18:22.280 --> 02:18:24.161]  According to the World Gold Council and the U.S.
[02:18:24.221 --> 02:18:26.502]  Mint, demand is at an all-time high.
[02:18:26.662 --> 02:18:33.487]  The stage is being set for the reemergence of gold as the common-sense alternative to a fiat paper currency that gets weaker and weaker.
[02:18:33.747 --> 02:18:34.668]  We're good to go.
[02:18:51.684 --> 02:18:54.745]  If you have ever thought about owning gold, you must read this report.
[02:18:54.865 --> 02:18:55.945]  Call Midas today at 800-686-2237.
[02:19:08.809 --> 02:19:14.091]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[02:19:14.291 --> 02:19:16.372]  Your source for free solar electricity.
[02:19:16.612 --> 02:19:23.715]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[02:19:23.855 --> 02:19:35.380]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is unavailable.
[02:19:35.780 --> 02:19:43.166]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide for flexible source of auxiliary backup power.
[02:19:43.426 --> 02:19:48.410]  Simply place the Berkey Solar Charger in the sun, plug in your application, and you have power.
[02:19:48.550 --> 02:19:53.574]  Disconnect your application, the system automatically begins charging its own rechargeable batteries.
[02:19:53.854 --> 02:19:59.179]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-4438.
[02:20:02.421 --> 02:20:03.981]  And tell them Alex Jones sent you.
[02:20:04.262 --> 02:20:07.722]  That's toll-free, 888-803-4438.
[02:20:09.723 --> 02:20:12.204]  David J. Smith for Newswatch Magazine.
[02:20:12.944 --> 02:20:18.165]  Have you ever been told that communism has collapsed and no longer a threat to our national sovereignty?
[02:20:19.025 --> 02:20:25.847]  If so, why are communists overthrowing African and South and Central American governments to install a communist regime?
[02:20:26.943 --> 02:20:35.546]  If so, why has Cuba and China agreed with other communist countries to surround the United States in preparation for an attack to end capitalism?
[02:20:36.626 --> 02:20:44.649]  We'd like to help you understand why these things are happening by offering you an absolutely free one-year subscription to Newswatch Magazine.
[02:20:46.090 --> 02:20:47.930]  Just call our toll-free number, 1-800-516-8736.
[02:20:47.950 --> 02:20:48.271]  That's 1-800-
[02:20:56.997 --> 02:20:59.539]  516-8736.
[02:21:00.299 --> 02:21:00.940]  Call now.
[02:21:01.080 --> 02:21:06.344]  Operators are standing by to receive your order for a free subscription to Newswatch Magazine.
[02:21:09.255 --> 02:21:13.237]  I found this company online, and they had this really unique variety of salt wellness products.
[02:21:13.477 --> 02:21:17.020]  I read some of the articles and ended up ordering this beautiful salt lamp.
[02:21:17.280 --> 02:21:21.382]  According to the company, they said that the salt crystal lamps gently purify indoor air.
[02:21:21.662 --> 02:21:22.603]  I was so amazed.
[02:21:22.823 --> 02:21:25.664]  I put it in the baby's room, and it made a perfect nightlight.
[02:21:25.865 --> 02:21:27.746]  Both my husband and I could tell the difference.
[02:21:28.126 --> 02:21:33.329]  Soleilwellness.com is a unique company that offers salt wellness products from around the world.
[02:21:33.789 --> 02:21:39.713]  So, I went back to the site and ordered their Soleil Simple Natural Cleaning Products, also made with Himalayan salt.
[02:21:39.973 --> 02:21:41.714]  I figured it would clean really well.
[02:21:41.955 --> 02:21:45.137]  The natural cleaning products worked wonderfully, and there was no scent.
[02:21:45.337 --> 02:21:49.219]  This company has so many products my whole family can enjoy and feel better with.
[02:21:49.480 --> 02:21:51.001]  Plus, the service was great.
[02:21:51.321 --> 02:21:56.464]  If you're interested in natural, homeopathic, time-tested remedies, visit SoleilWellness.com.
[02:21:56.504 --> 02:22:00.327]  That's S-O-L-E-I-L-L-E-N-E-S dot com, or call 312-224-2710.
[02:22:03.609 --> 02:22:19.363]  312-224-2710 There are many here among us that think that life is but a joke.
[02:22:19.403 --> 02:22:21.225]  They're going to find out it's serious.
[02:22:21.265 --> 02:22:21.545]  Crank it up.
[02:22:28.250 --> 02:22:38.577]  There must be some kind of way out of here Say the joker to the thief There's too much confusion
[02:22:41.447 --> 02:22:42.668]  We're good to go.
[02:23:06.653 --> 02:23:17.078]  Two riders were approaching, and the wind began to howl.
[02:23:17.739 --> 02:23:27.103]  No reason to get excited, but baby kind is bold.
[02:23:27.284 --> 02:23:33.527]  There are many here among us, who feel that life is but a joke.
[02:23:34.486 --> 02:23:40.650]  But you and I... This is not our fate.
[02:23:40.930 --> 02:23:50.495]  It is getting late.
[02:23:50.535 --> 02:23:53.657]  Let us stop talking falsely now.
[02:23:53.677 --> 02:23:55.278]  Let's bring it right out in the open.
[02:23:55.818 --> 02:23:59.620]  Let's admit this country is on its knees for the new world order.
[02:23:59.640 --> 02:24:02.462]  They're getting ready to decapitate this nation.
[02:24:05.103 --> 02:24:08.004]  And you're out there thinking you've got to have victory in Iraq.
[02:24:08.084 --> 02:24:10.706]  It was never meant to give anybody a victory.
[02:24:12.406 --> 02:24:14.107]  Here's the best part right here with a guitar.
[02:24:14.607 --> 02:24:16.788]  I'm sorry, I just got to play it.
[02:24:16.868 --> 02:24:17.969]  I'm sorry.
[02:24:37.123 --> 02:24:38.364]  Oh, Jimi Hendrix.
[02:24:38.624 --> 02:24:39.385]  What a treasure.
[02:24:40.546 --> 02:24:43.069]  Let's go ahead and go to Kevin in Kansas.
[02:24:43.749 --> 02:24:44.730]  Bill, Andrew, others.
[02:24:45.011 --> 02:24:45.871]  Go ahead, Kevin.
[02:24:45.891 --> 02:24:46.932]  Thanks for holding her on the air.
[02:24:46.952 --> 02:24:48.634]  Hey, thanks, Alex.
[02:24:48.654 --> 02:24:49.735]  How's it going today?
[02:24:50.236 --> 02:24:52.518]  I'm having a holly jolly Christmas.
[02:24:52.578 --> 02:24:54.180]  It's the best time of the year.
[02:24:55.243 --> 02:24:55.964]  Absolutely.
[02:24:55.984 --> 02:25:05.071]  I'll tell you, the one thing that people still can do is they can prepare and they can work on prevention along with the financial situation.
[02:25:05.111 --> 02:25:12.336]  The other crisis at hand is the health crisis and the likely quarantines that are just around the bend.
[02:25:12.937 --> 02:25:13.917]  Well, I'm going to cover that.
[02:25:13.937 --> 02:25:15.819]  They're actually hyping bird flu again.
[02:25:15.859 --> 02:25:18.020]  It'll be hyped forever until they actually launch it.
[02:25:18.461 --> 02:25:22.684]  And I've got concentration camp news and Kevin's got 9-11 news in the next segment.
[02:25:23.228 --> 02:25:31.932]  Yeah, I sent an email in to your department to see if I can get some advertising there on a natural product to boost people's immune system.
[02:25:32.413 --> 02:25:36.435]  It's absolutely critical that people get their immune systems built up.
[02:25:36.735 --> 02:25:44.979]  You've got to do the prevention or it's going to be too late and people have got to use something besides these antibiotics that aren't working.
[02:25:45.583 --> 02:25:45.923]  No.
[02:25:46.024 --> 02:25:53.851]  Well, that's why they told 14 million emergency workers, firemen, police, doctors, nurses, school teachers to take it, and they just, what, 4,000 took it?
[02:26:04.213 --> 02:26:06.254]  Remember three years ago the whole program fell apart?
[02:26:06.274 --> 02:26:07.514]  It was in the LA Times?
[02:26:08.034 --> 02:26:12.515]  And that's because deep down people know not to trust the government, especially people who work for the government.
[02:26:13.056 --> 02:26:21.738]  I mean, and then they had to admit that the smallpox vaccine wouldn't even cover weaponized smallpox and would actually cause smallpox in the population.
[02:26:22.718 --> 02:26:25.239]  Well, a lot of these things have mutated and they've changed.
[02:26:26.719 --> 02:26:31.621]  And we know, I mean, just speak to anybody in the field, pharmacists, nurses, anybody.
[02:26:32.401 --> 02:26:32.861]  They know that
[02:26:33.274 --> 02:26:35.115]  Today's antibiotics are not working.
[02:26:35.135 --> 02:26:36.056]  They're ineffective.
[02:26:36.736 --> 02:26:44.221]  They also know that, God forbid, you have to go to the hospital and you pick up one of those staph infections, you're lucky to walk away.
[02:26:44.241 --> 02:26:44.841]  Well, that's the thing.
[02:26:44.881 --> 02:26:47.663]  There's flesh-eating bacteria everywhere, but not just flesh-eating.
[02:26:47.683 --> 02:26:49.204]  There's really bad strep.
[02:26:49.784 --> 02:26:52.926]  And, I mean, I've got a bunch of friends in the last two years that have died.
[02:26:53.266 --> 02:26:54.467]  We're talking 45, 55, 65, 76, you know, stuff like that.
[02:26:57.609 --> 02:27:01.532]  And they go in healthy as a horse to have knee surgery, and they die of infections.
[02:27:01.972 --> 02:27:03.854]  They go have gut surgery, routine.
[02:27:04.334 --> 02:27:15.603]  I mean, hell, I've got a hernia that I'm afraid to go have surgery done on that I got trying to get back in shape lifting weights years ago because I'm afraid to go have surgery in these hospitals.
[02:27:16.263 --> 02:27:19.025]  I want to find some private plastic surgeon on his own.
[02:27:19.466 --> 02:27:21.167]  I've just been too busy to go get it done.
[02:27:21.347 --> 02:27:25.090]  Try to avoid a place that has high traffic.
[02:27:27.127 --> 02:27:31.270]  Especially old big city hospitals like Breckenridge.
[02:27:31.310 --> 02:27:33.911]  I wouldn't get within a thousand feet of that.
[02:27:34.292 --> 02:27:37.213]  But on a Sunday when I cut my finger off one time, I had to go there.
[02:27:38.394 --> 02:27:40.135]  It's incredible.
[02:27:41.296 --> 02:27:42.337]  Listen, I appreciate your call.
[02:27:42.357 --> 02:27:44.178]  They had this red carpet for the illegal aliens.
[02:27:44.218 --> 02:27:45.799]  I had to start yelling after an hour.
[02:27:46.820 --> 02:27:47.320]  That's not true.
[02:27:47.340 --> 02:27:49.521]  About 45 minutes going, look, you will give me service.
[02:27:49.541 --> 02:27:50.502]  You will give me service now.
[02:27:51.332 --> 02:27:53.454]  All right, because I wanted to keep my finger.
[02:27:53.974 --> 02:27:56.256]  But it's kind of neat to have a finger that's numb on one side.
[02:27:56.296 --> 02:27:57.637]  I could do parlor tricks with that.
[02:27:59.898 --> 02:28:00.819]  We're on the march.
[02:28:01.299 --> 02:28:02.900]  The Empire's on the run.
[02:28:03.821 --> 02:28:06.543]  Alex Jones and the GCN Radio Network.
[02:28:10.293 --> 02:28:12.615]  Hello friends, Alex Jones here with an important question.
[02:28:12.875 --> 02:28:14.897]  When was the last time you used pure soap?
[02:28:15.057 --> 02:28:22.102]  I mean real hard to find all natural pure soap that contains no dyes, perfumes, deodorants, detergents, or other dangerous toxins.
[02:28:22.362 --> 02:28:30.889]  The Calvin Pure Soap Company, for the past 57 years, has been making triple concentrated pure soaps exclusively for healthcare professionals and hospitals.
[02:28:31.269 --> 02:28:35.953]  Now for the first time, Calbin Pure Soap is available factory direct to you and your family.
[02:28:36.113 --> 02:28:40.157]  That's great news because Calbin Pure Soap is made from all natural ingredients.
[02:28:40.337 --> 02:28:42.799]  It's earth-friendly and completely environmentally safe.
[02:28:42.959 --> 02:28:47.303]  So if you want yesterday's values today for good old-fashioned pure soap, call 1-800-340-7091.
[02:28:50.706 --> 02:28:54.249]  Save up to 85% off supermarket and retail store prices.
[02:28:54.429 --> 02:28:56.891]  Call today for a Calvin Soap catalog at 1-800-340-7091.
[02:28:56.911 --> 02:28:57.852]  That's 1-800-340-7091 or on the web at CalvinPureSoap.com.
[02:28:57.892 --> 02:29:00.654]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[02:29:10.598 --> 02:29:11.579]  Good morning, honey.
[02:29:11.919 --> 02:29:17.926]  Wow, the weather is beautiful, the cabin is terrific, and it's the first day of our vacation.
[02:29:18.206 --> 02:29:18.807]  Yeah.
[02:29:19.207 --> 02:29:20.628]  Honey, is there something wrong?
[02:29:20.989 --> 02:29:24.392]  Yeah, I just realized we forgot to pack the travel burkey system.
[02:29:24.853 --> 02:29:26.354]  I can't drink this cabin water.
[02:29:26.795 --> 02:29:28.496]  And what am I going to do when I'm out on the lake?
[02:29:28.877 --> 02:29:30.659]  Now the whole vacation is ruined.
[02:29:30.859 --> 02:29:31.720]  Honey, cheer up.
[02:29:32.120 --> 02:29:34.382]  I brought our Sport Berkey purifiers.
[02:29:34.643 --> 02:29:34.943]  What?
[02:29:35.383 --> 02:29:45.873]  Yeah, I know you're picky about not having pathogenic bacteria, organic chemicals, heavy metals or foul tastes and odors in the water, so I packed our Sport Berkey purifiers.
[02:29:46.153 --> 02:29:50.998]  You know, this is a terrific cabin, and wow, have you noticed the beautiful weather?
[02:29:51.318 --> 02:29:52.519]  Don't ruin your vacation.
[02:29:52.599 --> 02:29:55.182]  Get a Travel Berkey today for only $209, or get a Sport Berkey for only $39.
[02:29:55.222 --> 02:29:55.422]  Call 888-803-4438.
[02:29:55.442 --> 02:29:55.622]  That's 888-803-4438.
[02:29:55.642 --> 02:29:56.703]  Or order on the web at berkeywater.com.
[02:29:56.723 --> 02:29:58.064]  Travel Berkey, not available in Iowa.
[02:30:09.269 --> 02:30:14.031]  Times are tough right now, but there are a lot of different ways to get ourselves out of this mess.
[02:30:14.271 --> 02:30:18.253]  Providing for our own food, water, and power are a good start.
[02:30:18.513 --> 02:30:24.816]  As you may have heard by now, Ken's Solar has been configuring alternative energy packages for over a decade.
[02:30:25.056 --> 02:30:29.438]  One of Ken's most popular items right now is the new solar-powered generator.
[02:30:29.618 --> 02:30:34.900]  For a lot less than you'd expect, this portable system can chop up nearly a third of your electric bill.
[02:30:35.180 --> 02:30:40.684]  Getting yourself onto solar power is one of the most liberating things you can do for yourself and your family.
[02:30:40.864 --> 02:30:48.610]  The solar-powered generator will run your lights, fan, electric blanket, your refrigerator, and a whole slew of household items.
[02:30:48.930 --> 02:30:57.576]  Visit Ken's website at Kensolar.com for free downloads, free videos and how-tos, and, of course, the new solar-powered generator.
[02:30:57.816 --> 02:31:00.180]  Get a solar-powered generator now from KenSolar.com.
[02:31:00.200 --> 02:31:00.761]  That's KenSolar.com.
[02:31:20.976 --> 02:31:21.797]  We're good to go.
[02:31:21.877 --> 02:31:22.938]  We're good to go.
[02:31:49.296 --> 02:31:54.078]  Let's just lay down to the New World Order.
[02:32:18.024 --> 02:32:19.626]  Let's just be peaceful.
[02:32:21.268 --> 02:32:27.756]  All right, I've got to ram through these calls, because I've got a ton of news, three clips I want to place, concentration camp news.
[02:32:28.937 --> 02:32:36.586]  Quickly, quickly, quickly, quickly, let's go to Bill in Chicago.
[02:32:36.646 --> 02:32:36.947]  Go ahead.
[02:32:37.503 --> 02:32:39.644]  Alex, I have an update on Beach Grove for you.
[02:32:39.705 --> 02:32:42.787]  I talked to a city worker on Wednesday about Beach Grove.
[02:32:42.807 --> 02:32:47.630]  They have free tours to go through there.
[02:32:47.650 --> 02:32:48.850]  You're on a cell phone, aren't you?
[02:32:48.871 --> 02:32:51.132]  No, I'm on a cordless.
[02:32:51.539 --> 02:32:53.820]  Yeah, you're too far away from the jack, my friend.
[02:32:54.180 --> 02:32:55.280]  I'm right here.
[02:32:55.340 --> 02:32:55.920]  I'm right by it.
[02:32:55.940 --> 02:32:56.961]  Okay, go ahead.
[02:32:57.161 --> 02:32:58.061]  I left my number.
[02:32:58.261 --> 02:32:59.201]  Can you hear me better now?
[02:32:59.241 --> 02:32:59.762]  Yeah, go ahead.
[02:32:59.782 --> 02:33:00.382]  Okay.
[02:33:00.722 --> 02:33:02.522]  I called Beach Grove on Wednesday.
[02:33:02.562 --> 02:33:03.923]  I talked to a city worker.
[02:33:03.943 --> 02:33:07.624]  They said as of November 12th, they're allowing tourists to go through it.
[02:33:08.584 --> 02:33:11.525]  When I asked the gentleman about the wind socket, he couldn't answer it.
[02:33:11.545 --> 02:33:15.046]  When I asked him why the marine locomotive was there, he couldn't answer it.
[02:33:15.086 --> 02:33:17.527]  Tell people what Beach Grove is.
[02:33:18.123 --> 02:33:22.647]  Beach Grove is an Amtrak station that is being converted into a FEMA camp.
[02:33:23.188 --> 02:33:25.270]  It roughly covers all of District 2.
[02:33:25.810 --> 02:33:30.755]  I talked to Tim Schwaller down there, and in fact, Alex Jones... Yeah, there's the famous photos out of there.
[02:33:31.836 --> 02:33:38.643]  He did tell me that he has photos from 1920 where the fence is the same direction, where it's pointed inward.
[02:33:39.207 --> 02:33:42.669]  And that it takes a lot of red tape to get them to reverse the fence.
[02:33:42.869 --> 02:33:49.314]  Now, I've installed fence for three years, and I know that if I mess up a job, I have to go out for free and fix it.
[02:33:49.654 --> 02:33:50.634]  They deny that.
[02:33:50.694 --> 02:33:51.395]  Listen, I understand.
[02:33:51.415 --> 02:33:52.416]  I appreciate your call.
[02:33:52.636 --> 02:33:55.017]  Let me just do camps now.
[02:33:57.099 --> 02:33:58.359]  Where is it here in my stack?
[02:33:59.060 --> 02:34:00.341]  Oh, now I can't find it.
[02:34:00.361 --> 02:34:02.682]  There's a bunch of articles that got plopped down here.
[02:34:04.443 --> 02:34:06.244]  Literally wallowing in information.
[02:34:06.264 --> 02:34:06.304]  Um...
[02:34:08.258 --> 02:34:09.178]  I'll find it in a minute.
[02:34:10.059 --> 02:34:13.080]  Folks, the Houston Chronicle admits camps for American dissidents.
[02:34:13.100 --> 02:34:14.940]  You saw them put people in camps in New Orleans.
[02:34:15.161 --> 02:34:16.661]  You saw them come and take guns.
[02:34:17.061 --> 02:34:22.503]  National talk show hosts Mike Gallagher, Laura Ingram, Bill O'Reilly, they've all been calling for putting people in camps.
[02:34:22.763 --> 02:34:29.366]  We have transcripts, audio clips, and news articles on prisonplanet.com and infowars.com with them saying it right now.
[02:34:30.126 --> 02:34:35.648]  And so everybody goes out, and I'm not knocking you for doing this, and they spend all their time on these facilities that could be dual use.
[02:34:36.576 --> 02:34:43.038]  They got Pier 57 that holds thousands in New York right now as an admitted mass holding facility.
[02:34:43.298 --> 02:34:45.819]  They got one at the old Robert Mueller Airport here in Austin.
[02:34:45.859 --> 02:34:48.679]  I got a newscast of them admitting it with bolts and chains in the floor.
[02:34:48.699 --> 02:34:50.920]  It's in my film, Police State to the Takeover.
[02:34:51.680 --> 02:35:02.463]  They've got an article here admitting that they're holding a bunch of illegal aliens at an emergency facility, which they admit could be dual use for American citizens in Taylor.
[02:35:03.664 --> 02:35:04.684]  In fact, let me just, I found it.
[02:35:05.552 --> 02:35:10.796]  Privatized immigrant detention facilities for families were revealed to be modern-day concentration camps.
[02:35:10.916 --> 02:35:20.762]  One of the more disturbing stories that surfaced after the swift meat plant raids was how too many children were left without a parent and or farmed out to friends and families.
[02:35:20.802 --> 02:35:23.104]  That was a problem with no immediate word.
[02:35:23.124 --> 02:35:24.865]  This is what happens when you get communities here.
[02:35:25.646 --> 02:35:27.907]  You've got to deal with it, but at the same time, it's painful.
[02:35:29.008 --> 02:35:33.171]  With no immediate word on how they would be reconnected with their families.
[02:35:34.055 --> 02:35:36.278]  This is from Latina Lista.
[02:35:36.298 --> 02:35:39.521]  That's a big Hispanic website and newspaper magazine.
[02:35:39.981 --> 02:35:58.258]  But, if news filtering out of one of the newly designated immigrant detention centers from families is any indication, no undocumented parent is going to open their mouth and claim their children if the whole family is going to be subjected to what is becoming known as the first known concentration camp on American soil in the 21st century.
[02:35:59.299 --> 02:36:12.830]  The T. Don Hutto Residential Center, we're going to go out there after Christmas, folks, in Taylor, Texas, on the outskirts of Austin, Texas, is a private detention facility operated by Corrections Corporation of America.
[02:36:13.470 --> 02:36:16.933]  See, folks, this was in the Houston Chronicle, just not the locations.
[02:36:16.953 --> 02:36:17.894]  They're all over Texas.
[02:36:18.875 --> 02:36:23.498]  We have more... Texas is number three in the world for prisons.
[02:36:23.658 --> 02:36:24.219]  The U.S.
[02:36:24.239 --> 02:36:25.800]  is number one, then China.
[02:36:26.100 --> 02:36:28.182]  Texas taken out of that is number three.
[02:36:29.551 --> 02:36:37.953]  It says, it and a smaller center in Pennsylvania are the only two facilities in the country that are authorized to hold non-Mexican immigrant families and children on non-criminal charges.
[02:36:38.273 --> 02:36:39.094]  What does it mean?
[02:36:39.774 --> 02:36:54.138]  And it goes on to say that 400 are held there now, at least 200 are children, and it says all of the families that can be held there for whatever length of time without due process and being conducted in a timely manner.
[02:36:54.538 --> 02:36:55.398]  And I'm going to go out there.
[02:36:56.258 --> 02:36:59.159]  And it goes, the age of the children is from infants on up.
[02:36:59.340 --> 02:37:09.124]  Folks, in Police State 2000, we show Marines, we show Colonel Love, admit that this is for American citizens during terrorist attacks.
[02:37:09.164 --> 02:37:10.465]  We ought to get that audio and play it.
[02:37:11.085 --> 02:37:19.269]  For those that will never get the video, never watch it on Google, never buy it from us, it's now on the DVD box set, all three Police State films, for $34.95.
[02:37:19.329 --> 02:37:19.969]  You ought to buy it.
[02:37:20.209 --> 02:37:21.350]  It's a total education.
[02:37:21.957 --> 02:37:22.737]  And it shows them.
[02:37:23.038 --> 02:37:23.878]  Women go here.
[02:37:24.238 --> 02:37:25.139]  Children go there.
[02:37:25.499 --> 02:37:26.279]  Men go here.
[02:37:26.639 --> 02:37:27.640]  Okay?
[02:37:27.660 --> 02:37:31.001]  They're practicing with role players, and they're interrogating Americans.
[02:37:31.241 --> 02:37:32.142]  Where'd you get the gun?
[02:37:32.182 --> 02:37:33.002]  Where'd you get the helmet?
[02:37:33.222 --> 02:37:33.883]  Where are you from?
[02:37:33.983 --> 02:37:34.763]  San Francisco.
[02:37:35.023 --> 02:37:36.144]  Why are you fighting us?
[02:37:37.404 --> 02:37:37.804]  Okay?
[02:37:37.824 --> 02:37:39.325]  They let me videotape it.
[02:37:41.506 --> 02:37:49.530]  We got Marines bragging about how they've got sound cannons to knock us down, and it shows them doing mock executions of American prisoners.
[02:37:50.302 --> 02:37:53.183]  Marines put you down on your knees and they blow your head off.
[02:37:55.044 --> 02:37:55.585]  Okay?
[02:37:57.245 --> 02:37:58.826]  It isn't a conspiracy theory.
[02:37:58.886 --> 02:38:00.047]  It isn't over the next hill.
[02:38:01.467 --> 02:38:06.230]  I have these people calling for me, Alex Jones, to be put in camps on national radio.
[02:38:06.390 --> 02:38:06.730]  Okay?
[02:38:09.091 --> 02:38:13.633]  Kevin, let's get to your 9-11 news and then I'll get to the calls because I don't want to not get to this news.
[02:38:16.135 --> 02:38:17.675]  We've got to go do a story on this.
[02:38:19.409 --> 02:38:21.772]  In fact, I don't think this can wait.
[02:38:21.792 --> 02:38:22.873]  I'll probably just do it this weekend.
