[00:00:00.069 --> 00:00:00.689]  Cover-ups.
[02:27:24.744 --> 02:27:25.184]  Go ahead.
[02:27:27.385 --> 02:27:33.108]  Well, if we, like, say down the road, you know, we try to resist the carbon tax, blah, blah, blah.
[02:27:33.624 --> 02:27:35.485]  Which, you know, John McCain is for.
[02:27:37.766 --> 02:27:46.631]  Do you think there's a possibility that they could use NORTHCOM troops, possibly with UN troops, to enforce that under that law?
[02:27:47.151 --> 02:27:47.571]  Was it 87-297?
[02:27:47.731 --> 02:27:50.013]  Say that again?
[02:27:51.033 --> 02:27:51.854]  To enforce what?
[02:27:53.194 --> 02:27:56.256]  To enforce complying with the carbon tax, like if people resist.
[02:27:57.870 --> 02:28:04.015]  Oh absolutely, but instead they're just saying the EPA, separate from Congress, can do whatever it wants.
[02:28:04.676 --> 02:28:12.763]  And of course the Constitution says Congress makes the laws, and it's the power, and then the executive executes it.
[02:28:13.123 --> 02:28:16.106]  And so that's upside down, or butt backwards as they say.
[02:28:16.146 --> 02:28:18.748]  They have a more graphic way of saying it.
[02:28:19.569 --> 02:28:22.512]  But we're a family show here, broadcast.
[02:28:23.332 --> 02:28:26.033]  But absolutely, everything's being done by executive fiat.
[02:28:26.313 --> 02:28:27.433]  But not just at the federal level.
[02:28:27.473 --> 02:28:30.514]  States, cities, counties are acting like a bunch of brigands.
[02:28:31.014 --> 02:28:34.555]  And we've got to stand up to the thugs and say, you are not my owner.
[02:28:35.055 --> 02:28:35.956]  I am not a slave.
[02:28:37.196 --> 02:28:41.037]  Yeah, well, you know, the Constitution is just a dang piece of paper anyways, right?
[02:28:41.724 --> 02:28:44.447]  Well, that is what congressmen are now saying on video.
[02:28:44.507 --> 02:28:51.613]  That congressman, what, last week from Illinois, on video, says he doesn't care about it.
[02:28:52.254 --> 02:28:54.596]  And George Bush said it's a GD piece of paper.
[02:28:55.056 --> 02:28:55.257]  Right.
[02:28:55.377 --> 02:28:56.197]  And we have to remember that.
[02:28:56.257 --> 02:28:59.781]  Everything Obama's executing is all part of the same plan Bush was executing.
[02:29:00.121 --> 02:29:01.743]  And the same plan Clinton was executing.
[02:29:02.143 --> 02:29:05.226]  Because these politicians come and go, the globalists are there running it.
[02:29:06.607 --> 02:29:06.747]  Right.
[02:29:06.967 --> 02:29:10.551]  And I wanted to share a police state experience with you, if I could, real quick.
[02:29:10.571 --> 02:29:11.131]  Sure, real fast.
[02:29:11.151 --> 02:29:11.812]  Christopher, go ahead.
[02:29:12.833 --> 02:29:13.934]  Okay, well, I was coming to work.
[02:29:13.974 --> 02:29:16.757]  I work on a military base, and I was coming through the main gate.
[02:29:17.878 --> 02:29:22.923]  And, you know, I went through, got to my shop, and then I get a...
[02:29:23.641 --> 02:29:27.384]  I get called into the office by my supervisor and he asks... Tell you what, stay there.
[02:29:27.424 --> 02:29:29.446]  We're going to come back to Christopher to finish the story.
[02:29:29.686 --> 02:29:34.349]  Then Justin, Lynn, Rob, Brian, and others, and a news blitz as well.
[02:29:35.170 --> 02:29:37.632]  It's the day you pay the Federal Reserve your money.
[02:29:37.692 --> 02:29:40.855]  It's the day you bend over and the globalists have their way with you.
[02:29:42.096 --> 02:29:43.016]  We're on the march.
[02:29:43.497 --> 02:29:45.098]  The empire's on the run.
[02:29:46.019 --> 02:29:48.701]  Alex Jones and the GCN Radio Network.
[02:29:55.669 --> 02:29:56.570]  Tyranny is here.
[02:29:56.930 --> 02:30:00.493]  The grim future foretold in 1984 has become reality.
[02:30:00.853 --> 02:30:03.095]  It really says that the state is God.
[02:30:03.255 --> 02:30:08.539]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:30:08.959 --> 02:30:15.204]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[02:30:15.624 --> 02:30:21.146]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:30:21.607 --> 02:30:25.288]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[02:30:25.768 --> 02:30:29.770]  Prepare to enter the secretive world of emergency dictatorship.
[02:30:30.070 --> 02:30:35.892]  Body scanners, sound cameras, citizen spies, stage terror, and cameras on every street corner.
[02:30:36.012 --> 02:30:38.934]  It's only the beginning of the New World Order's hellish plan.
[02:30:39.554 --> 02:30:40.974]  The police state isn't coming.
[02:30:41.535 --> 02:30:41.975]  It's here.
[02:30:42.635 --> 02:30:49.659]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[02:30:51.760 --> 02:30:57.142]  When you're out on the road, the last place you want to be is on the road.
[02:30:58.403 --> 02:31:03.165]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[02:31:03.546 --> 02:31:10.249]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[02:31:12.270 --> 02:31:14.494]  They sew pride in every stitch.
[02:31:14.594 --> 02:31:18.662]  Guarantee you love the way they fit.
[02:31:20.769 --> 02:31:24.632]  They put a diamond gusset in the crotch, where you need it most.
[02:31:25.352 --> 02:31:28.475]  Blue diamond gussets, got it.
[02:31:29.175 --> 02:31:30.016]  Others don't.
[02:31:30.416 --> 02:31:32.317]  We turn jeans inside out.
[02:31:32.557 --> 02:31:34.079]  Diamond gusset jeans.
[02:31:34.359 --> 02:31:36.921]  Made in the USA with unparalleled quality.
[02:31:37.241 --> 02:31:43.485]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[02:31:43.865 --> 02:31:46.067]  Order yours at gusset.com.
[02:31:46.567 --> 02:31:48.609]  Diamond gusset jeans, got it.
[02:31:48.929 --> 02:31:49.449]  Others don't.
[02:31:51.616 --> 02:31:58.221]  Silver.com believes, as the Declaration of Independence states, that our rights come from God, not from government.
[02:31:58.401 --> 02:32:07.327]  The only lawful purpose of any government is to protect and secure the rights of the people, and no man or government has the authority to take what has been given to us by God.
[02:32:07.588 --> 02:32:10.770]  Among these rights are life, liberty, property, and the pursuit of happiness.
[02:32:11.150 --> 02:32:15.931]  America's government has ceased to be the protector of liberty and of the people's God-given rights.
[02:32:16.171 --> 02:32:22.933]  But we, the people, can return America to greatness if we are willing to stand up and reassert our stolen rights.
[02:32:23.373 --> 02:32:27.254]  We ask that you join Utopia Silver in changing America's course in history.
[02:32:27.334 --> 02:32:31.555]  To save on health care and improve your health, call Utopia Silver at 888-213-4338.
[02:32:32.115 --> 02:32:38.336]  For a limited time, new customers will receive 50% off all colloidal silver and colloidal gold supplements.
[02:32:38.516 --> 02:32:40.938]  Visit us today at utopiasilver.com.
[02:32:40.998 --> 02:32:42.799]  That's U-T-O-P-I-A silver.
[02:32:42.980 --> 02:32:44.401]  Utopiasilver.com.
[02:32:44.521 --> 02:32:44.881]  Or call 888-213-4338.
[02:32:44.901 --> 02:32:45.221]  That's 888-213-4338.
[02:33:06.880 --> 02:33:22.471]  Before I go back to Christopher, Justin, Lynn, Rob, Brian and others and get to a bunch of important news interspersed, I want to give a program note for PrisonPlanet.TV viewers that are watching us live and are going to be watching Invisible Empire coming up here in about 30 minutes at PrisonPlanet.TV.
[02:33:23.132 --> 02:33:25.373]  This has happened the last few films we launch.
[02:33:25.413 --> 02:33:32.679]  We have CDNs, several CDNs, so there's never a problem serving out thousands of copies of the film in the first hour when people hit it.
[02:33:33.772 --> 02:33:43.317]  But the static site is on one server, and it's a beefy server, but it always gets sluggish or shuts down when we have the big, dynamic, fancy site.
[02:33:43.397 --> 02:33:48.900]  So for a day or so, when we do launch a new film, we go to a plan B, and we're setting that up right now.
[02:33:49.240 --> 02:33:50.601]  Be ready in the next 30 minutes.
[02:33:51.721 --> 02:34:01.526]  We're just a static page with a member login, passcode, and Wes, make sure there's a sign-in page, too, on that, or get McAdoo to do that, because that's important.
[02:34:04.895 --> 02:34:21.163]  And once that happens, people will be able to go into those boxes and just put your username, passcode, or sign in, and then you'll just have right there on the front page is all the different versions of the film for anybody that wants to be able to see it.
[02:34:21.683 --> 02:34:23.144]  Anybody that wants to be able to
[02:34:25.871 --> 02:34:26.352]  Download it.
[02:34:26.592 --> 02:34:30.636]  We're going to have downloads of it, streams, flash, a whole bunch of different formats.
[02:34:31.016 --> 02:34:31.837]  They're all there.
[02:34:31.857 --> 02:34:33.438]  And that only usually happens for a few hours.
[02:34:33.498 --> 02:34:35.861]  Everybody hits it and wants it right at once.
[02:34:36.761 --> 02:34:37.983]  So that is going on.
[02:34:39.744 --> 02:34:41.446]  But again, I want to go back to your phone calls.
[02:34:42.167 --> 02:34:45.329]  Invisible Empire No More Defined premiering today in about 30 minutes.
[02:34:45.670 --> 02:34:48.472]  And then next Wednesday, Police Day 4, The Rise of FEMA, my new film.
[02:34:49.213 --> 02:34:50.294]  Let's go ahead and
[02:34:51.957 --> 02:34:54.198]  Go ahead and take another phone call here.
[02:34:54.579 --> 02:35:02.043]  Let's go back to Christopher who was telling a story in Arizona about he works on a military base, he drives through the gate, goes into the shop where he's working.
[02:35:03.084 --> 02:35:04.385]  Please continue, Christopher.
[02:35:05.706 --> 02:35:20.335]  Yes, well my supervisor basically told me that there's a federal agent, some type of investigator, who came in behind me and he'd called our higher-ups and told them, so they, you know, crap rolls downhill, so then it came to me.
[02:35:21.038 --> 02:35:29.865]  But basically it's because I have your, uh, you know, 9-11 was an inside job bumper sticker and live free or die on my, uh, on the back of my Durango.
[02:35:30.045 --> 02:35:31.886]  And I guess he's pulling it right behind me.
[02:35:32.487 --> 02:35:36.530]  And he saw that and, you know, he had to, he had to stop Al-Qaeda, so he called my shop.
[02:35:37.330 --> 02:35:38.211]  I just wanted to share that.
[02:35:38.712 --> 02:35:47.999]  Well, we get reports, and some of it's come out in the newspaper, where, uh, one famous case that was in the news several times, uh, Kelly Rushing.
[02:35:49.372 --> 02:35:52.393]  In, uh, Lyon County, Kentucky.
[02:35:53.053 --> 02:35:53.933]  It was in the newspaper.
[02:35:54.013 --> 02:35:57.734]  He was calling me, telling me, and I couldn't believe the story.
[02:35:57.774 --> 02:35:58.734]  Well-spoken guy.
[02:35:59.455 --> 02:36:01.455]  He was putting two films on one VHS tape.
[02:36:01.595 --> 02:36:03.216]  This was about six years ago.
[02:36:03.796 --> 02:36:05.916]  Ron Paul's neocon speech.
[02:36:05.936 --> 02:36:07.777]  It was about 45 minutes on the floor of Congress.
[02:36:07.837 --> 02:36:08.477]  Very powerful.
[02:36:08.877 --> 02:36:12.038]  Exposing how they're a bunch of Trotskyites on record.
[02:36:12.678 --> 02:36:13.798]  The main Republican leadership.
[02:36:13.838 --> 02:36:14.998]  I mean, that's really true, folks.
[02:36:15.379 --> 02:36:16.419]  Google Trotskyites.
[02:36:18.749 --> 02:36:21.630]  And Neocons, and you'll get Toronto Star Associated Press.
[02:36:22.350 --> 02:36:23.270]  It's very, very sick.
[02:36:23.290 --> 02:36:24.570]  That's how they took conservatives over.
[02:36:25.130 --> 02:36:30.431]  That was the first part, and Road to Tyranny was on the second part on the slow play on the VHS tapes.
[02:36:30.451 --> 02:36:32.212]  It was about four hours of video on there.
[02:36:32.872 --> 02:36:34.632]  And he gave hundreds of these out in the community.
[02:36:35.433 --> 02:36:37.593]  And back then, I was still naive six years ago.
[02:36:37.613 --> 02:36:46.935]  It's not that I didn't believe him, but I got in the phone book at my house and started calling people with the name Rushing.
[02:36:48.505 --> 02:36:51.807]  And they're like, yeah, no, that's my cousin, or no, that's my brother.
[02:36:51.827 --> 02:36:57.571]  Then I randomly called people on the same streets, and they said, oh, sure, that's a great family here in town.
[02:36:57.611 --> 02:37:00.572]  Kelly's a wonderful, upstanding member of the community and church and everything.
[02:37:00.993 --> 02:37:02.414]  And I'd say, have you heard about his arrest?
[02:37:02.474 --> 02:37:03.654]  Yes, we saw it in the paper.
[02:37:04.275 --> 02:37:05.215]  And I went in the paper.
[02:37:06.796 --> 02:37:14.381]  And so then I went and looked that up, and there it was in the Lyon County paper that he saw a state police officer.
[02:37:16.255 --> 02:37:19.496]  And drove up to him and said, sir, this is a video about what's happening to our country.
[02:37:20.596 --> 02:37:25.137]  And the police officer then found his address off of his license plate and his name.
[02:37:27.018 --> 02:37:32.659]  When he pulled out of his house, got him, arrested him, put him in the back, called his wife and laughed and said, I have the VHS bandit with me.
[02:37:33.459 --> 02:37:34.659]  And Kelly said, why are you doing this?
[02:37:34.679 --> 02:37:36.840]  And he said, that's an anti-law enforcement video.
[02:37:36.860 --> 02:37:38.320]  You're not allowed to give that out in America.
[02:37:39.601 --> 02:37:40.781]  And I couldn't believe this.
[02:37:40.801 --> 02:37:41.601]  This was in the paper.
[02:37:41.641 --> 02:37:42.801]  And they charged him.
[02:37:43.922 --> 02:37:44.782]  They charged him
[02:37:45.956 --> 02:37:46.877]  Two different counts.
[02:37:48.879 --> 02:37:50.981]  The Ron Paul video, he was charged.
[02:37:51.001 --> 02:37:53.664]  You're not allowed to give people a video of C-SPAN.
[02:37:53.684 --> 02:37:56.246]  I mean, this happened.
[02:37:57.087 --> 02:38:03.354]  And he was charged for terroristic threats for that and terroristic threats against law enforcement for road to tyranny that has no threats in it.
[02:38:04.406 --> 02:38:30.931]  And I got the judge's number, called his home, had it on speaker, my wife's sitting there, so the judge didn't make something up, and I said, hello sir, hello your honor, this is Alex Jones, I'm a radio talk show host, I saw this in the newspaper, is it true, and I've since seen this countless times, that you've arrested Kelly Rushing, and next week is his trial, and you're gonna have this trial go forward, a jury trial, and he's facing five years in prison, and he said, yes, but I'm not gonna talk about the trial with you.
[02:38:31.451 --> 02:38:32.251]  And it went to trial,
[02:38:34.685 --> 02:38:36.486]  And he was found not guilty by the jury.
[02:38:37.346 --> 02:38:38.427]  They weren't that brainwashed.
[02:38:39.027 --> 02:38:42.209]  And then a week later, he was driving home and the police pulled him over.
[02:38:42.309 --> 02:38:43.370]  By the way, he didn't drink.
[02:38:43.990 --> 02:38:45.411]  They laughed at him.
[02:38:45.431 --> 02:38:47.432]  The state police did and said, we're arresting you for drinking.
[02:38:47.932 --> 02:38:50.073]  These are warped individuals, folks.
[02:38:50.233 --> 02:38:50.634]  Warped.
[02:38:51.417 --> 02:39:02.625]  And I have the footage in Road to Tyranny, that very video, where state police in Virginia, in a rural area, pull over Abby Newman, naval veteran, no criminal record, in town buying canning supplies.
[02:39:03.085 --> 02:39:04.166]  She's at a warrantless checkpoint.
[02:39:04.206 --> 02:39:05.787]  She says, you're not going to search my car without a warrant.
[02:39:06.067 --> 02:39:08.208]  They get her out, put her in handcuffs, open the back up.
[02:39:08.568 --> 02:39:10.730]  They find a Patriot Games with Harrison Ford.
[02:39:10.750 --> 02:39:11.671]  They get scared of that.
[02:39:11.971 --> 02:39:13.132]  The word Patriot scared them.
[02:39:13.412 --> 02:39:14.292]  This is on video.
[02:39:14.853 --> 02:39:16.794]  They find a Police State 2000 video.
[02:39:17.134 --> 02:39:17.795]  They get scared.
[02:39:17.815 --> 02:39:19.476]  And then they find a pocket Constitution.
[02:39:19.956 --> 02:39:20.877]  And the state police
[02:39:21.877 --> 02:39:24.159]  It's about two hours into the almost three hour film.
[02:39:24.999 --> 02:39:25.540]  Road to Tyranny.
[02:39:26.220 --> 02:39:31.503]  They start, oh, oh, they start making, oh, oh, I can't believe she's got this.
[02:39:31.543 --> 02:39:32.404]  Is she allowed?
[02:39:32.464 --> 02:39:33.324]  Do we arrest her?
[02:39:33.865 --> 02:39:39.048]  And the commander comes over and they go, it may be illegal or she may be allowed to have this.
[02:39:40.430 --> 02:39:42.452]  And they're sitting there on squad car video.
[02:39:42.472 --> 02:39:43.814]  I mean, it's Orwellian.
[02:39:44.275 --> 02:39:45.216]  It's like a joke.
[02:39:45.516 --> 02:39:46.838]  It's absurdist.
[02:39:47.679 --> 02:39:48.760]  Like you're on another planet.
[02:39:49.180 --> 02:39:51.283]  Going, I don't know, she's one of them.
[02:39:51.303 --> 02:39:55.288]  And they're like, you're under arrest for contraband.
[02:39:58.234 --> 02:40:02.658]  I mean, they're literally making noises like, we got one with the Constitution.
[02:40:03.279 --> 02:40:06.222]  It's the scariest thing I've ever seen.
[02:40:06.242 --> 02:40:07.523]  We ought to actually queue the video up.
[02:40:07.543 --> 02:40:08.564]  The show's almost over.
[02:40:08.584 --> 02:40:09.325]  I want to go to some calls.
[02:40:09.365 --> 02:40:12.308]  But you can't believe it till you see it.
[02:40:13.229 --> 02:40:15.731]  And they arrested her and charged her, and she went to court.
[02:40:15.791 --> 02:40:19.896]  And they got up there and said, we got pocket constitutions, your honor.
[02:40:20.646 --> 02:40:22.870]  The judge is like, this actually happened.
[02:40:22.890 --> 02:40:25.996]  It was like, well that's what you swear an oath to and they threw it out.
[02:40:27.018 --> 02:40:29.181]  But not in Lyon County, Kentucky.
[02:40:31.570 --> 02:40:34.071]  I mean, they had the trial.
[02:40:34.771 --> 02:40:37.352]  They'll take your property, they'll take your guns in a minute, folks.
[02:40:37.472 --> 02:40:39.373]  I mean, they are ready to go after the American people.
[02:40:39.653 --> 02:40:44.515]  Now, there are a lot of cops that are salt of the earth and aren't like that, but more and more, they're just lunatics.
[02:40:44.595 --> 02:40:45.976]  I mean, nuttier than a fruitcake.
[02:40:46.336 --> 02:40:51.138]  So what did your supervisor do to you, or is that caller already gone in Arizona?
[02:40:53.119 --> 02:40:54.919]  Christopher, tell us exactly what happened.
[02:40:55.760 --> 02:40:57.881]  So, I mean, did your supervisor, is he going to fire you?
[02:40:57.941 --> 02:41:00.021]  Or, I mean, you're not allowed to have free speech?
[02:41:00.141 --> 02:41:01.182]  I mean, what's going on?
[02:41:02.136 --> 02:41:03.037]  No, nothing like that.
[02:41:03.117 --> 02:41:11.644]  Well, one, you know, first of all, that agent, he didn't have, you know, the sense of courage and duty to question me himself.
[02:41:11.684 --> 02:41:17.228]  He just, you know, like a little coward, you know, a little tail between the legs, called my shop, you know, and I never saw him.
[02:41:17.328 --> 02:41:19.030]  I didn't even know he was behind me.
[02:41:19.750 --> 02:41:27.837]  But it was just, my supervisor, he was cool about it, you know, he just said... So what agent, I mean, an agent of what called you?
[02:41:29.255 --> 02:41:32.858]  I'm not sure what he was, but it's some type of federal investigator.
[02:41:32.898 --> 02:41:38.342]  They come on post, you know, every now and then to do, you know, their little investigation, whatever they do.
[02:41:38.362 --> 02:41:38.902]  I'm not sure.
[02:41:40.163 --> 02:41:41.384]  Well, let me just add to that.
[02:41:41.404 --> 02:41:42.665]  I mean, let me just add to that.
[02:41:45.987 --> 02:41:51.331]  They are now teaching police and military that even American flag bumper stickers are bad.
[02:41:51.351 --> 02:41:52.672]  Did you see that in the MIAC report?
[02:41:53.973 --> 02:41:55.354]  I've read about that, yes.
[02:41:56.169 --> 02:41:57.790]  I mean, you can't make this up.
[02:41:58.310 --> 02:41:58.990]  It's disgusting.
[02:41:59.470 --> 02:42:00.851]  Well, they would just love to arrest you.
[02:42:00.871 --> 02:42:02.911]  I mean, they, they, they, this, they're scum.
[02:42:04.072 --> 02:42:11.974]  That's why I, you know, I rarely go over the speed limit, because once they get you in that system, you're there, and you can't get out, you know, without a hard, hard struggle.
[02:42:14.195 --> 02:42:15.655]  Absolutely, I appreciate it.
[02:42:15.675 --> 02:42:15.996]  Go ahead.
[02:42:17.056 --> 02:42:23.318]  Well, I just wanted to, uh, point out, uh, a ban to you that, you know, you might play on your show during the intermissions.
[02:42:24.620 --> 02:42:24.940]  Okay.
[02:42:25.000 --> 02:42:26.181]  It's a metal band.
[02:42:26.221 --> 02:42:27.621]  You ever hear of Fear Factory?
[02:42:28.642 --> 02:42:29.222]  No, I haven't.
[02:42:29.242 --> 02:42:29.942]  I'll have to check it out.
[02:42:29.982 --> 02:42:31.363]  Thank you, Christopher.
[02:42:31.383 --> 02:42:32.163]  I appreciate your call.
[02:42:32.223 --> 02:42:33.084]  Justin in California.
[02:42:33.104 --> 02:42:33.864]  We gotta move quick now.
[02:42:33.884 --> 02:42:34.484]  I'm long-winded.
[02:42:34.984 --> 02:42:35.685]  Justin, go ahead.
[02:42:36.065 --> 02:42:36.685]  Hello there.
[02:42:36.885 --> 02:42:38.986]  I saw your iPad mental video.
[02:42:39.206 --> 02:42:39.586]  You're right.
[02:42:39.606 --> 02:42:41.107]  You're gonna have millions of viewers on that one.
[02:42:42.828 --> 02:42:43.608]  We've talked before.
[02:42:43.668 --> 02:42:44.849]  I'm a fellow broadcaster here.
[02:42:45.309 --> 02:42:52.632]  A couple weeks ago, a thought came into my mind, and I gotta tell you, I was delighted yesterday when I heard you say that there's a war going on between truth and lies.
[02:42:53.493 --> 02:42:57.138]  If you'll bear with me for 90 seconds, I've got something that was given to me I'll share with you.
[02:42:57.158 --> 02:42:57.959]  Here we go.
[02:42:57.979 --> 02:42:58.279]  Go ahead.
[02:42:59.100 --> 02:43:07.471]  Even though I'm against overtaxing the people of America, I've come up with a tax that will not only save America, but it'll change the whole world for the better when initiated globally.
[02:43:07.871 --> 02:43:09.533]  I call it the Truth Tax.
[02:43:10.624 --> 02:43:13.949]  The truth tax will be focused only on the mentally corrupt politicians.
[02:43:14.550 --> 02:43:26.148]  This new tax would demand a $10,000 truth tax fee be paid by all local, state, and federal government officials and their representatives every time they knowingly tell a lie to the citizens of America.
[02:43:26.648 --> 02:43:42.394]  Now I know without any doubt when the True Tax is initiated with a one-year retroactive rule, that instantly the True Tax would accumulate enough money to pay off all of the 28 trillion dollar debt our political leaders have created using lies to steal the wealth of the citizens of America.
[02:43:43.041 --> 02:43:52.368]  Now, a new collection agency will need to be created called the GEA, or Get Even Agents, will be used to monitor and collect the truth facts from deceptive politicians.
[02:43:53.009 --> 02:44:05.619]  The GEA team should be created by hiring homeless veterans and training them to monitor and find the very same politicians who shoved them into unauthorized wars and left real American heroes homeless on the streets.
[02:44:06.179 --> 02:44:12.782]  Please email all government reps and take the time to send a letter to all of them with tell the truth written on the outside of the letter.
[02:44:13.262 --> 02:44:24.907]  If we all send letters through the mail with tell the truth written on them, we will fill up the mail rooms of all government reps and they'll get a clear message that the American people demand the truth from our government now.
[02:44:25.427 --> 02:44:28.849]  The truth tax, when initiated, will save America from falling into hell.
[02:44:29.289 --> 02:44:31.730]  All Americans must demand the truth tax now.
[02:44:43.554 --> 02:44:45.074]  Justin, great points.
[02:44:45.215 --> 02:44:46.215]  I appreciate your call.
[02:44:46.275 --> 02:44:52.177]  I would just add, I mean, it's a good idea and it's also a good illustration of how much they lie, but don't give them ideas.
[02:44:52.897 --> 02:44:59.159]  The government will create its own truth commission and arrest us for saying global warming isn't real and put taxes on us.
[02:45:01.380 --> 02:45:04.782]  Or they'll arrest Ron Paul or put taxes on him.
[02:45:04.822 --> 02:45:05.663]  See, that's how it works.
[02:45:05.763 --> 02:45:07.184]  They judge.
[02:45:07.264 --> 02:45:08.745]  They set up the phony panels.
[02:45:09.285 --> 02:45:14.868]  Like, if you say the sky is blue, they'll put a $10,000 fine on you and say, no, you don't see a blue sky.
[02:45:15.389 --> 02:45:16.789]  The government says it's red.
[02:45:18.931 --> 02:45:21.652]  But that's a great idea, Justin.
[02:45:21.672 --> 02:45:22.513]  I appreciate your call.
[02:45:23.053 --> 02:45:25.395]  Oh, by the way, another program note here.
[02:45:26.443 --> 02:45:37.021]  If you just tuned in or you're a radio listener and not a PrisonPlanet.tv viewer, and you want to be able to see, you know, unedited in one piece, the torture of a iPad,
[02:45:39.252 --> 02:45:40.313]  Psychological test.
[02:45:40.733 --> 02:45:41.954]  Group psychology test.
[02:45:42.395 --> 02:45:45.458]  It's up on InfoWars.com right now.
[02:45:45.518 --> 02:45:46.198]  It just went up.
[02:45:46.559 --> 02:45:48.460]  It just went live at YouTube.
[02:45:49.001 --> 02:45:52.724]  And it's important to take that link from InfoWars.com and PrisonPlanet.com.
[02:45:52.764 --> 02:45:54.246]  It's posted both places now.
[02:45:54.786 --> 02:45:59.010]  And get it out to everyone you know, because they'll see somebody tortures an iPad.
[02:45:59.210 --> 02:46:01.452]  There's all this big hype and hysteria over iPad.
[02:46:01.832 --> 02:46:05.616]  And all these people that don't care about the truth of the Patriot Movement, they may get
[02:46:08.777 --> 02:46:13.118]  into looking at this information and start thinking about the real world what's really happening.
[02:46:13.519 --> 02:46:16.199]  We may get a lot of people out of the matrix with this video.
[02:46:16.339 --> 02:46:19.760]  Just one more salvo, one more idea, one more action we've taken.
[02:46:20.681 --> 02:46:22.841]  As I torture the iPad to death.
[02:46:22.921 --> 02:46:26.002]  Find out why I did it at InfoWars.com.
[02:46:26.042 --> 02:46:28.203]  If you just joined us, go to InfoWars.com.
[02:46:28.223 --> 02:46:30.344]  It'll be up today, tomorrow, throughout the weekend.
[02:46:31.224 --> 02:46:39.316]  Infowars.com, send it to the media, and then ask the media, why did you get upset over the torture of an iPad but not torture of children?
[02:46:39.697 --> 02:46:44.143]  So the torture of an iPad, I tortured one to death yesterday here in my office.
[02:46:44.203 --> 02:46:45.125]  Will I be arrested?
[02:46:45.585 --> 02:46:46.166]  Who knows?
[02:46:48.188 --> 02:46:49.349]  So the torture of an iPad.
[02:46:49.409 --> 02:46:50.110]  Infowars.com.
[02:46:50.150 --> 02:46:54.493]  If you want to read the article about it and watch the video in one piece and share it.
[02:46:55.174 --> 02:46:57.616]  We've got a bet going here in the office.
[02:46:57.636 --> 02:47:02.760]  I don't do a lot of wage earning, but we did have a pool of $20 with the guys last night.
[02:47:02.780 --> 02:47:05.062]  Anybody else wants to get involved here in the office, by the way, can.
[02:47:05.823 --> 02:47:08.405]  I'm guessing in seven days it'll have 400,000 views.
[02:47:08.465 --> 02:47:12.328]  It's whoever gets closest numerically.
[02:47:13.149 --> 02:47:14.349]  And that can be below or above.
[02:47:14.409 --> 02:47:15.510]  It's not like the price is right.
[02:47:15.530 --> 02:47:16.770]  It can just be whoever's the closest.
[02:47:17.150 --> 02:47:17.390]  I said 400,000.
[02:47:17.570 --> 02:47:18.951]  Some said a million.
[02:47:18.991 --> 02:47:20.231]  Some said 200,000.
[02:47:21.391 --> 02:47:22.152]  But we'll see.
[02:47:22.292 --> 02:47:33.995]  Seven days from now, from the time this was launched at about 2.40 or so Central Time until next Thursday at this same time, we will see who is going to win this.
[02:47:34.855 --> 02:47:36.816]  Let's go ahead and talk to Lynn in Oregon.
[02:47:36.836 --> 02:47:37.396]  You're on the air.
[02:47:37.456 --> 02:47:37.796]  Go ahead.
[02:47:37.816 --> 02:47:38.537]  Howdy, Alex.
[02:47:38.557 --> 02:47:38.597]  Hi.
[02:47:41.927 --> 02:47:43.307]  Well, I'll try to go fast.
[02:47:43.567 --> 02:48:02.014]  I'm a 7th generation Texan here stuck in Oregon and what we have a problem with here is that it's kind of hard to align with very liberal areas and we're trying to find ways to try to get out and connect with other people that are more liberal but we can align with them.
[02:48:02.955 --> 02:48:05.616]  And where we can align with them is on the drug war.
[02:48:06.756 --> 02:48:21.264]  And what we've done here in this area, we've just gotten a booth at the Global Cannabis March that Oregon Normal is throwing in downtown Portland at Pioneer Courtyard Square.
[02:48:22.025 --> 02:48:28.068]  And what we've done is we've burned over about 150 copies of How the Weed Won the West and The American Drug War.
[02:48:29.171 --> 02:48:37.758]  And we're going to be giving out those CDs at that march, and then hopefully we can connect with the more, you know, the more liberal people.
[02:48:37.778 --> 02:48:41.721]  You need to just reach out to him and say, liberal, conservative, it's a controlled paradigm.
[02:48:41.801 --> 02:48:42.382]  Wake up!
[02:48:43.122 --> 02:48:46.865]  The health care plan is nothing but a payoff to big corporations.
[02:48:46.905 --> 02:48:51.869]  And it's good that that news is getting out, because even mainline pundits are now having to admit that.
[02:48:51.949 --> 02:48:52.830]  Very exciting, Lynn.
[02:48:52.850 --> 02:48:53.490]  Good to hear from you.
[02:48:54.231 --> 02:48:55.932]  Brian in Canada, who disagrees.
[02:48:55.952 --> 02:48:56.653]  Go ahead, Brian.
[02:48:58.376 --> 02:49:00.057]  Colorado, yeah.
