[00:00:00.009 --> 00:00:00.489]  We're live, my friends.
[01:11:43.104 --> 01:11:44.504]  Already knew it was vaccine-induced.
[01:11:45.264 --> 01:11:47.585]  And I told number one, you can't eat any GMO food.
[01:11:47.625 --> 01:11:52.286]  That helps trigger it, because it accelerates the autoimmune problem, just like if you already have allergies.
[01:11:52.727 --> 01:11:54.507]  Other, you know, eating GMO accelerates it.
[01:11:54.527 --> 01:11:55.087]  That's admitted.
[01:11:56.028 --> 01:11:56.808]  And I said, let me tell you.
[01:11:58.516 --> 01:12:11.305]  You go to the hospital and you show them that you don't make a lot of money, and that you're a charity case, and they're going to deny you, but then you point out that you know that the illegal aliens don't have to show an ID, insurance, nothing, they're instantly given coverage, because they know about this trick.
[01:12:11.345 --> 01:12:12.545]  La Raza and Metcalf tell them.
[01:12:12.686 --> 01:12:13.726]  They don't tell anybody else.
[01:12:13.906 --> 01:12:15.187]  For those inside the race, everything.
[01:12:15.227 --> 01:12:16.228]  For those outside the race, nothing.
[01:12:17.253 --> 01:12:30.979]  Illegal aliens come here, they have ads in Mexican newspapers, say come here, they fly in, two days before they're supposed to have the baby, their water breaks, whole thing's paid for, they're made citizens, the welfare, full welfare's paid, and then they're taught, help bring down America.
[01:12:31.619 --> 01:12:33.060]  Help bring in the North American Union.
[01:12:33.320 --> 01:12:35.061]  Help vote for anti-gun movements.
[01:12:36.513 --> 01:12:40.595]  Now see, I said I'd take calls, but this one issue... I may talk the rest of the... No, I'll get to your calls.
[01:12:40.795 --> 01:12:42.256]  But I mean, I could talk all day about this.
[01:12:42.736 --> 01:12:43.556]  There's USA Today.
[01:12:43.916 --> 01:12:44.136]  U.S.
[01:12:44.156 --> 01:12:45.877]  shifts approach on deporting illegal immigrants.
[01:12:46.117 --> 01:12:47.718]  Goes on to say they're not deporting them anymore.
[01:12:48.098 --> 01:12:49.539]  That's already been the policy for over a year.
[01:12:49.759 --> 01:12:50.359]  Now it's public.
[01:12:50.519 --> 01:12:52.040]  I'm right again, because I do the research.
[01:12:53.100 --> 01:12:54.001]  And I explained to him.
[01:12:55.141 --> 01:13:00.244]  I said, doctors are supposed to do one-third of their cases as charity.
[01:13:01.404 --> 01:13:04.926]  They'll have to look at your credit, look at your money, and
[01:13:05.779 --> 01:13:08.821]  You meant to pay a little bit, but I said they cannot deny you the care.
[01:13:08.861 --> 01:13:09.502]  He didn't believe me.
[01:13:10.082 --> 01:13:11.403]  I finally got him into the doctors.
[01:13:11.903 --> 01:13:14.925]  They were going to do the surgery that cost more than $20,000 in Austin.
[01:13:15.145 --> 01:13:16.847]  He decided to go to New York to be with his family.
[01:13:17.427 --> 01:13:27.474]  He went to New York, had the top Crohn's doctor in the country do the surgery, remove part of his intestines, and five years later he's well and healthy and works out every day.
[01:13:28.234 --> 01:13:28.835]  And he isn't dead.
[01:13:30.290 --> 01:13:31.651]  And he went in there, he couldn't believe it.
[01:13:31.671 --> 01:13:32.932]  He said, it's absolutely true.
[01:13:33.332 --> 01:13:34.053]  I didn't know this.
[01:13:34.473 --> 01:13:36.354]  The hospital admits citizens aren't told.
[01:13:36.474 --> 01:13:37.335]  It's a big secret.
[01:13:37.875 --> 01:13:39.056]  That it's all paid for.
[01:13:40.237 --> 01:13:40.918]  All paid for!
[01:13:42.520 --> 01:13:43.461]  All paid for!
[01:13:44.421 --> 01:13:56.885]  Because the hospital, under regulations and common law, under precedent, and under the state medical examiner boards, is supposed to give you that health care if you can't afford it.
[01:13:57.386 --> 01:13:59.446]  Doctors were taught that in medical school.
[01:13:59.786 --> 01:14:00.767]  Now they're not.
[01:14:05.409 --> 01:14:06.549]  Do you understand that?
[01:14:10.416 --> 01:14:20.882]  It's so frustrating every day to get emails and calls of panicked people saying, I can't get in college because I won't take these 27 different vaccines that are ordering, or my child's being kicked out of school.
[01:14:21.502 --> 01:14:23.943]  There is no law you've got to take vaccines.
[01:14:24.344 --> 01:14:26.765]  They have a waiver that you're supposed to sign.
[01:14:26.825 --> 01:14:27.946]  It's a regulation.
[01:14:28.286 --> 01:14:30.227]  At the universities, it's all lies.
[01:14:30.567 --> 01:14:32.148]  They count on you being ignorant.
[01:14:33.012 --> 01:14:41.458]  Oh, you know all the college football scores, but you don't understand any of this, and no one else will tell you, and why, I don't know.
[01:14:41.718 --> 01:14:47.502]  There's probably a bunch of idiots out there, rather than look into what I've just revealed to you, they're just gonna say I'm a liar!
[01:14:47.702 --> 01:14:48.462]  It couldn't be true!
[01:14:48.642 --> 01:14:50.604]  The illegal aliens get everything for free!
[01:14:54.622 --> 01:14:59.685]  Why do you think you see illegal aliens driving around in brand new Dodge pickup trucks, $45,000?
[01:15:00.365 --> 01:15:05.688]  They don't pay taxes, their wives get welfare, on top of the construction crews they run.
[01:15:09.990 --> 01:15:12.772]  I've got statistics on that, how rich the illegal aliens are getting.
[01:15:15.575 --> 01:15:17.536]  Now, I don't dislike the illegal aliens.
[01:15:18.416 --> 01:15:24.218]  But the point is, they're getting free health care, and you're not getting the free health care.
[01:15:24.698 --> 01:15:26.139]  It's called charity care.
[01:15:26.779 --> 01:15:27.139]  Okay?
[01:15:27.179 --> 01:15:28.160]  You can get a lever.
[01:15:28.440 --> 01:15:29.620]  You can get lungs.
[01:15:29.940 --> 01:15:31.461]  You can get brain surgery.
[01:15:31.761 --> 01:15:37.345]  You can get everything, but under this new health care bill, they have bioethicist boards that can start denying it.
[01:15:37.886 --> 01:15:41.048]  And they're gonna give you morphine instead to kill you better than a hammer.
[01:15:41.468 --> 01:15:45.031]  So, your brother is supposed to get full treatment!
[01:15:45.451 --> 01:15:46.592]  Full treatment!
[01:15:47.093 --> 01:15:52.136]  I'm sick of how much knowledge I've got, and I gotta watch all these people who aren't ever told the truth!
[01:15:52.517 --> 01:15:53.958]  We'll be right back with more Veritas.
[01:15:55.111 --> 01:15:59.354]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:15:59.674 --> 01:16:00.275]  Number one.
[01:16:00.575 --> 01:16:03.737]  New climate legislation could easily double or triple your electric bill.
[01:16:03.998 --> 01:16:04.578]  Number two.
[01:16:04.878 --> 01:16:09.422]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:16:09.762 --> 01:16:10.202]  It's true.
[01:16:10.502 --> 01:16:15.066]  Total government control of electricity in the name of smart grid technology is coming.
[01:16:15.386 --> 01:16:15.926]  Number three.
[01:16:16.207 --> 01:16:19.489]  In some areas of the country, the power grid is dangerously overloaded.
[01:16:19.789 --> 01:16:23.492]  And now, new socialist legislation is only compounding the problem.
[01:16:23.692 --> 01:16:24.233]  Number 4.
[01:16:24.493 --> 01:16:26.855]  Dangerous weather is always a threat to local grids.
[01:16:27.235 --> 01:16:30.639]  Every year, thousands of families lose their power from weather-related outages.
[01:16:30.919 --> 01:16:31.139]  Number 5.
[01:16:31.720 --> 01:16:35.623]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:16:35.863 --> 01:16:40.628]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:16:40.908 --> 01:16:44.930]  You can get more information at www.mysolarbackup.com.
[01:16:45.070 --> 01:16:46.651]  That's mysolarbackup.com.
[01:16:46.871 --> 01:16:48.952]  Remember, the government doesn't own the sun.
[01:16:49.112 --> 01:16:51.713]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:16:51.733 --> 01:16:54.114]  Listen up friends, this is Alex Jones with key information.
[01:16:57.956 --> 01:17:01.478]  The mainstream media is now admitting that we're going into a depression.
[01:17:01.739 --> 01:17:04.400]  Don't be dependent on the government for you and your family.
[01:17:04.621 --> 01:17:09.644]  You need to get your own supply of high-quality, storable foods from efoodsdirect.com.
[01:17:10.004 --> 01:17:15.588]  They're the best company out there, the longest continually operating, with a ton of great food to choose from.
[01:17:15.948 --> 01:17:17.969]  It's all fresh, made on a monthly basis.
[01:17:18.289 --> 01:17:21.290]  Not some old cruddy food they're selling you like some of the other guys.
[01:17:21.610 --> 01:17:25.891]  Try their new Evacuation Pack, a two-week supply of delicious, easy-to-fix food.
[01:17:26.151 --> 01:17:34.254]  It comes with all the equipment you need to prepare it, with open talk of a strike on Iran in the next three months, the crisis in the Gulf, and possible evacuations.
[01:17:34.634 --> 01:17:36.475]  Get yourself and your family ready today.
[01:17:36.835 --> 01:17:38.896]  The place to go is efoodsdirect.com.
[01:17:39.217 --> 01:17:46.701]  Go to their website online right now, efoodsdirect.com forward slash Alex, or call 800-409-5633.
[01:17:47.061 --> 01:17:52.084]  Again, on the web, efoodsdirect.com forward slash Alex, or give them a call at 800-409-5633.
[01:17:59.019 --> 01:17:59.960]  Tyranny is here.
[01:18:00.280 --> 01:18:03.922]  The grim future foretold in 1984 has become reality.
[01:18:04.202 --> 01:18:06.424]  It really says that the state is God.
[01:18:06.444 --> 01:18:11.888]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:18:12.308 --> 01:18:18.532]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:18:18.972 --> 01:18:24.517]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:18:24.918 --> 01:18:28.621]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[01:18:29.141 --> 01:18:33.105]  Prepare to enter the secretive world of emergency dictatorship.
[01:18:33.425 --> 01:18:38.930]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:18:39.370 --> 01:18:42.333]  It's only the beginning of the New World Order's hellish plan.
[01:18:42.933 --> 01:18:44.375]  The police state isn't coming.
[01:18:44.895 --> 01:18:45.336]  It's here.
[01:18:45.996 --> 01:18:53.021]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:18:55.523 --> 01:19:09.992]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:19:11.013 --> 01:19:14.676]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:19:15.683 --> 01:19:27.695]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:19:28.455 --> 01:19:35.722]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:19:36.403 --> 01:19:46.010]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:19:46.770 --> 01:19:50.032]  As well, we are always ready to answer any questions you may have.
[01:19:50.693 --> 01:19:53.895]  That's www.SilverLungs.com.
[01:19:56.157 --> 01:19:57.317]  Coast to Coast.
[01:19:57.698 --> 01:19:58.979]  Direct from Austin.
[01:19:59.739 --> 01:20:02.961]  You're listening to the Alex Jones Broadcasting Network.
[01:20:11.900 --> 01:20:22.788]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[01:20:27.011 --> 01:20:29.733]  You're listening to the Alex Jones Show.
[01:20:33.596 --> 01:20:38.340]  I got really angry in the last segment because it illustrates everything we talk about here six days a week.
[01:20:40.563 --> 01:20:43.565]  Matt Ryan, one of my producers, wasn't aware of this.
[01:20:43.625 --> 01:20:45.466]  The rest of the crew out there wasn't aware of it.
[01:20:45.626 --> 01:20:46.907]  Shows I haven't done my job.
[01:20:47.588 --> 01:20:51.850]  But they went and searched Charity Care and pulled up laws in all 50 states.
[01:20:52.251 --> 01:20:57.274]  Let's put up New Jersey for people and I'll read you the state law there on Charity Care.
[01:20:57.294 --> 01:21:00.476]  We'll put it up on the TV screen for PrisonPlanet.tv viewers.
[01:21:01.738 --> 01:21:04.862]  Where does funding for hospital care payment assistance come from?
[01:21:05.242 --> 01:21:13.491]  The source of funding for hospital care payment assistance is through the Health Care Subsidy Fund administered by public law 1997 Chapter 263.
[01:21:13.551 --> 01:21:15.353]  That's New Jersey.
[01:21:15.794 --> 01:21:18.977]  We can search the term Texas Charity Care Law.
[01:21:19.598 --> 01:21:20.539]  But it's more than that.
[01:21:21.383 --> 01:21:26.888]  The hospitals charge you two, three times what it really costs for profit when you have insurance.
[01:21:27.809 --> 01:21:36.396]  And then they put it in a fund, but also the doctors are required under their license to give at least a third of the care at reduced or free.
[01:21:39.980 --> 01:21:44.484]  And these funds, there's the Texas Health Resources, Charity Care Law,
[01:21:46.713 --> 01:22:05.194]  Enacted May 1993 by the Texas Legislature to establish minimum levels of charity care that must be provided by nonprofit hospitals to retain their tax-exempt status and to establish uniform planning, budgeting, and reporting requirements through the Charity Care and Community Benefits Activities of Nonprofit Texas Health and Safety Code Section 311.045.
[01:22:08.851 --> 01:22:18.993]  And let me tell you what Mecha and La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la
[01:22:41.229 --> 01:22:46.973]  And I see a barge dead in the water in the middle of the lake by the dam.
[01:22:47.533 --> 01:22:49.694]  And they're waving for help with smoke coming out of their engine.
[01:22:49.814 --> 01:22:52.036]  There's big waves out there in the middle of the day from all the boats.
[01:22:52.356 --> 01:22:52.956]  We pull up.
[01:22:53.497 --> 01:22:54.738]  Kevin says, I got a bad feeling.
[01:22:54.778 --> 01:22:55.258]  Don't help them.
[01:22:55.378 --> 01:22:56.158]  I got a bad feeling.
[01:22:56.178 --> 01:22:56.639]  Don't help them.
[01:22:57.019 --> 01:22:58.000]  It's a bunch of Arabs.
[01:22:58.020 --> 01:22:59.080]  They don't even really speak English.
[01:22:59.100 --> 01:22:59.581]  They need help.
[01:22:59.901 --> 01:23:00.621]  I jump off.
[01:23:00.761 --> 01:23:01.482]  I swim over.
[01:23:01.842 --> 01:23:02.823]  I climb up on the side.
[01:23:02.843 --> 01:23:03.543]  A big wave hits.
[01:23:03.603 --> 01:23:04.103]  I fall.
[01:23:04.364 --> 01:23:05.624]  My hand falls in the door.
[01:23:05.945 --> 01:23:08.246]  My fingers flopping around with blood shooting out.
[01:23:10.250 --> 01:23:13.473]  Get it together, climb up the boat, gun it into the marina.
[01:23:13.874 --> 01:23:15.695]  People are yelling at me for the no-wake zone.
[01:23:15.715 --> 01:23:16.736]  I tell them where they can go.
[01:23:16.756 --> 01:23:19.179]  I say, I want to ride my own car.
[01:23:19.199 --> 01:23:20.260]  He goes, no, call an ambulance.
[01:23:20.280 --> 01:23:23.142]  The ambulance takes 30 minutes to get there, drives 15 miles an hour.
[01:23:23.523 --> 01:23:25.805]  I get to the hospital on a Sunday.
[01:23:27.226 --> 01:23:28.047]  It was Brackenridge.
[01:23:29.288 --> 01:23:29.969]  I pull in.
[01:23:30.810 --> 01:23:32.612]  It's a waiting room full of illegal aliens.
[01:23:34.096 --> 01:23:37.419]  And they're, oh, my stomach hurts, oh, I got a toothache, all this business.
[01:23:37.559 --> 01:23:38.540]  They're going in, they're going in.
[01:23:38.560 --> 01:23:39.441]  About an hour goes by.
[01:23:39.842 --> 01:23:42.204]  My dad gets there, he goes, yeah, you gotta get that reattached quick.
[01:23:42.264 --> 01:23:43.705]  It's still numb from it.
[01:23:44.686 --> 01:23:45.908]  Because it didn't get attached quick enough.
[01:23:46.708 --> 01:23:49.911]  And I start politely going over saying, listen, I need to get my finger sewed on here.
[01:23:50.677 --> 01:23:51.157]  You see this?
[01:23:51.437 --> 01:23:52.318]  I need to get it taken care of.
[01:23:52.378 --> 01:23:54.218]  All the skin ripped off, just dangling.
[01:23:55.099 --> 01:23:56.199]  And finally, I should listen.
[01:23:56.599 --> 01:24:01.501]  I'm a radio talk show host, and I know you got charity care, and I got insurance here.
[01:24:01.761 --> 01:24:11.345]  You've taken over an hour to run this, and I'm watching these illegals go in for nothing, for nothing, while blood just, I had a big towel wrapped around blood, just running down my arm.
[01:24:11.705 --> 01:24:13.866]  My finger dangling by a little piece of meat.
[01:24:15.166 --> 01:24:16.287]  A little piece of meat!
[01:24:18.493 --> 01:24:21.595]  But because I had insurance, I was treated like a piece of trash.
[01:24:22.776 --> 01:24:26.238]  And my finger is still screwed up today because the nerves died in it.
[01:24:27.119 --> 01:24:27.299]  Now...
[01:24:28.666 --> 01:24:29.627]  That's what's going on here.
[01:24:29.647 --> 01:24:31.008]  You know what it's like having a numb finger?
[01:24:31.208 --> 01:24:34.431]  You don't feel it when it's under stuff, you don't feel it when you twist it, you don't feel it.
[01:24:34.831 --> 01:24:36.212]  It's not good to not have your nerves.
[01:24:36.513 --> 01:24:44.419]  But the point here is, I was watching Illegal Aliens with no ID, no nothing, Rolls-Royce care.
[01:24:44.699 --> 01:24:52.046]  But they saw a big fat scumbag American come in that government hospital with money, and I was a piece of trash.
[01:24:53.612 --> 01:25:01.236]  The illegal aliens are told how to get everything free, and then you're told, oh, there's no health care for you when the whole system's there by law!
[01:25:01.656 --> 01:25:08.019]  And then they pass it with bioethicists running it, where it raises the premiums on everybody and allows them to reduce care.
[01:25:08.039 --> 01:25:09.279]  The death panels are real.
[01:25:10.880 --> 01:25:12.181]  It's already coming out in the news.
[01:25:12.281 --> 01:25:13.101]  Oh, you're an old lady?
[01:25:13.241 --> 01:25:14.062]  You're over 60?
[01:25:15.182 --> 01:25:16.883]  This is what the writers of the bill admitted.
[01:25:16.903 --> 01:25:18.604]  You don't need to have your eyes fixed.
[01:25:19.004 --> 01:25:20.525]  We need to have the money for somebody else.
[01:25:23.874 --> 01:25:24.474]  Oh, God.
[01:25:24.494 --> 01:25:27.417]  It's total fraud.
[01:25:28.398 --> 01:25:32.902]  Everything's a scam because Americans are such gullible, sheep-like people.
[01:25:33.162 --> 01:25:45.915]  If you knew about liberty and about the laws and about money, that those of you that have insurance are already paying by increased prices to pay for the stinking health care for everyone.
[01:25:49.241 --> 01:25:50.303]  Do you understand that?
[01:25:50.484 --> 01:25:56.496]  You've already paid the money in taxes and increased healthcare prices to pay for everybody's healthcare!
[01:25:57.588 --> 01:26:06.172]  But that isn't going to happen because these big, fat, greedy hospitals with the insurance companies lobbied to be able to raise your health care prices and give you cruddy care.
[01:26:06.332 --> 01:26:07.892]  They wrote the stinking bill.
[01:26:08.192 --> 01:26:13.154]  And did the stinking Republicans go after the legislation on those grounds that would have shot it down?
[01:26:13.194 --> 01:26:13.335]  No.
[01:26:13.515 --> 01:26:15.415]  They said, Obama's a socialist.
[01:26:15.676 --> 01:26:18.957]  Obama wants to give everybody something free.
[01:26:19.317 --> 01:26:20.698]  Obama's not a socialist.
[01:26:20.718 --> 01:26:23.679]  He's a global, corporate, New World Order pimp.
[01:26:25.523 --> 01:26:29.809]  The insurance companies wrote it to give everybody cruddy care and increase prices!
[01:26:31.372 --> 01:26:36.159]  The heads of the insurance lobby were in the Wall Street Journal admitting they wrote the stinking bill!
[01:26:37.381 --> 01:26:39.845]  And of course it doesn't cover pre-existing conditions.
[01:26:41.257 --> 01:26:58.169]  They don't want you to know this, and I think about how many citizens have got legs cut off, arms cut off, heart attacks, skin cancer, Crohn's disease, whatever it is, and they try to go in to get health care, and they're turned away at the hospital.
[01:27:00.111 --> 01:27:04.374]  Now, if you come in with your leg cut off right there on the spot, they'll go ahead and get you in.
[01:27:05.182 --> 01:27:09.684]  But if you come in there with, oh, you got cancer, sorry, you got some money?
[01:27:10.304 --> 01:27:11.625]  Go out and raise the money.
[01:27:12.265 --> 01:27:19.588]  Go out and beg for money for six months while the cancer's eating your lungs, or eating your liver, or eating your brain, and then maybe.
[01:27:19.748 --> 01:27:22.870]  I'll never forget three or four years ago I was watching House of Commons on C-SPAN.
[01:27:23.730 --> 01:27:33.213]  And Blair got up, then Prime Minister, and Member of Parliament after Parliament got up and said, Mrs. Such-and-Such from this area waited 19 months for brain surgery.
[01:27:33.573 --> 01:27:38.175]  It was almost 100% operable if it was done within two months, but she waited and died.
[01:27:38.255 --> 01:27:40.436]  Tony Blair admitted, yes, that's too long to wait, it's wrong.
[01:27:41.916 --> 01:27:47.898]  Case after case, where they have some of the most expensive health care in the world, and when Brits need health care, they come here.
[01:27:48.138 --> 01:27:49.919]  When Canadians need health care, they come here.
[01:27:53.041 --> 01:27:53.922]  And now it's admitted.
[01:27:54.122 --> 01:27:56.984]  Oh, they're actually just giving old people who are sick in England morphine.
[01:27:57.665 --> 01:27:58.486]  They just kill them.
[01:27:59.306 --> 01:28:00.487]  They don't give them any care.
[01:28:00.908 --> 01:28:02.229]  And that's what you've got.
[01:28:02.309 --> 01:28:10.456]  Our old, wonderful health care system is being removed and a new health care system is being brought in.
[01:28:11.820 --> 01:28:16.122]  Where government appointed bioethicist boards.
[01:28:16.162 --> 01:28:17.083]  That's what it's called.
[01:28:17.123 --> 01:28:17.603]  You can go look.
[01:28:17.863 --> 01:28:22.786]  You can see Rahm Emanuel's brother, the doctor who runs it, saying, yeah, we're going to deny people care.
[01:28:23.306 --> 01:28:26.568]  You can read Tom Daschle's book.
[01:28:26.988 --> 01:28:30.330]  It was the model of the health care bill saying, old people don't get eye surgery.
[01:28:30.550 --> 01:28:32.231]  You're above 60, you don't get it.
[01:28:33.411 --> 01:28:38.114]  You're going to pay insurance by law, and then the insurance is going to be denied for your surgery.
[01:28:38.414 --> 01:28:40.115]  You're going blind, get a cane.
[01:28:41.311 --> 01:28:42.632]  Get a stinkin' cane!
[01:28:44.133 --> 01:28:49.197]  These are a bunch of cold-blooded eugenicists that'll screw up and rob anything that isn't nailed down!
[01:28:49.217 --> 01:28:51.818]  Alright, I'm gonna take your calls when we get back.
[01:28:52.219 --> 01:28:52.739]  Stay with us.
[01:28:55.141 --> 01:28:59.144]  Alex Jones here with urgent information concerning TrendsResearch.com.
[01:28:59.604 --> 01:29:06.509]  The Trends Journal distills the voluminous ongoing research of the Trends Research Institute into a concise, readily accessible form.
[01:29:07.069 --> 01:29:10.532]  By tracking 300 separately defined domestic and international trends,
[01:29:11.112 --> 01:29:15.416]  The Trends Journal establishes the connections that others fail to see or misinterpret.
[01:29:15.657 --> 01:29:22.844]  Gerald Salente's Trends Journal allows you to anticipate change, recognize the implications, and take protective strategies.
[01:29:23.504 --> 01:29:30.712]  Individual readers from every walk of life can put the Trends Journal Trends Forecast and Trends Analysis to practical use.
[01:29:31.292 --> 01:29:33.855]  Extra information to keep you well informed throughout the year.
[01:29:34.075 --> 01:29:41.101]  When any current event of major social, economic, or political significance occurs, Trends Journal notifies its subscribers of their implications.
[01:29:41.602 --> 01:29:45.586]  When you subscribe to the Trends Journal, you'll also receive Trends Alerts.
[01:29:45.866 --> 01:29:47.708]  Visit TrendsResearch.com today.
[01:29:48.028 --> 01:29:50.030]  That's TrendsResearch.com.
[01:29:50.350 --> 01:29:51.852]  Subscribe to the Trends Journal.
[01:29:52.212 --> 01:29:53.934]  This information is too important to wait.
[01:29:54.875 --> 01:29:59.098]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:29:59.418 --> 01:30:00.018]  Number 1.
[01:30:00.338 --> 01:30:03.480]  New climate legislation could easily double or triple your electric bill.
[01:30:03.761 --> 01:30:04.321]  Number 2.
[01:30:04.621 --> 01:30:09.164]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:30:09.504 --> 01:30:09.965]  It's true.
[01:30:10.245 --> 01:30:14.808]  Total government control of electricity in the name of smart grid technology is coming.
[01:30:15.128 --> 01:30:15.668]  Number 3.
[01:30:15.948 --> 01:30:19.230]  In some areas of the country, the power grid is dangerously overloaded.
[01:30:19.531 --> 01:30:23.233]  And now, new socialist legislation is only compounding the problem.
[01:30:23.433 --> 01:30:23.994]  Number 4.
[01:30:24.234 --> 01:30:26.597]  Dangerous weather is always a threat to local grids.
[01:30:26.997 --> 01:30:30.381]  Every year, thousands of families lose their power from weather-related outages.
[01:30:30.681 --> 01:30:30.881]  Number 5.
[01:30:31.462 --> 01:30:35.386]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:30:35.627 --> 01:30:40.392]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:30:40.652 --> 01:30:44.699]  You can get more information at www.mysolarbackup.com.
[01:30:44.839 --> 01:30:46.401]  That's mysolarbackup.com.
[01:30:46.622 --> 01:30:48.705]  Remember, the government doesn't own the sun.
[01:30:48.885 --> 01:30:51.229]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:30:54.764 --> 01:30:58.686]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[01:30:58.926 --> 01:31:04.969]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[01:31:05.349 --> 01:31:12.432]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[01:31:12.732 --> 01:31:17.274]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[01:31:17.594 --> 01:31:26.056]  Get a free, detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[01:31:26.256 --> 01:31:30.037]  Let's talk to the owner of 5 Star Soap, Marty Schachter, and see what he has to say.
[01:31:30.517 --> 01:31:36.699]  As founder and owner for over 63 years, people keep asking me, how's business?
[01:31:37.259 --> 01:31:40.720]  I'm happy to say our business is going down the drain.
[01:31:41.180 --> 01:31:41.580]  Call us.
[01:31:42.040 --> 01:31:48.491]  At 1-800-340-7091 or visit our website 5starsoap.com for buying our 1-2 month soap sampler.
[01:31:48.611 --> 01:31:49.072]  Thank you!
[01:31:54.588 --> 01:31:58.429]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:31:58.689 --> 01:32:04.391]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:32:04.671 --> 01:32:08.472]  Go to HomeGain.com and see what I'm talking about.
[01:32:08.852 --> 01:32:15.174]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:32:15.574 --> 01:32:18.455]  This is a great way to be able to monitor the value of your home.
[01:32:18.895 --> 01:32:20.396]  And again, it's absolutely free.
[01:32:20.976 --> 01:32:22.617]  There are tons of tools to help you.
[01:32:23.018 --> 01:32:26.520]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:32:26.820 --> 01:32:33.385]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:32:33.605 --> 01:32:36.708]  For 10 years, these folks have been helping home sellers and buyers.
[01:32:37.168 --> 01:32:39.129]  Visit their link at InfoWars.com.
[01:32:39.509 --> 01:32:44.550]  Look for Max, the Orange Home Game Gorilla, to help you with any real estate needs you might have.
[01:32:44.930 --> 01:32:45.951]  You'll love this site.
[01:32:46.171 --> 01:32:47.571]  It's HomeGame.com.
[01:32:48.031 --> 01:32:50.592]  H-O-M-E-G-A-I-N.com.
[01:32:50.912 --> 01:32:51.732]  Check them out today.
[01:32:56.094 --> 01:32:57.254]  Coast to Coast.
[01:32:57.634 --> 01:32:59.015]  Direct from Austin.
[01:32:59.675 --> 01:33:02.896]  You're listening to the Alex Jones Broadcasting Network.
[01:33:14.497 --> 01:33:15.558]  All right, we're back live.
[01:33:15.938 --> 01:33:22.543]  And look, you yell and scream and get angry about your football team, but you don't get angry about your country being robbed by a bunch of criminals.
[01:33:23.443 --> 01:33:25.084]  And that's why you're going to get robbed even more.
[01:33:25.565 --> 01:33:30.888]  You've got to start getting angry about the public being ignorant and America being destroyed by design.
[01:33:31.509 --> 01:33:32.870]  Now, I'm going to take your phone calls.
[01:33:33.750 --> 01:33:35.632]  I want to get into this huge China news.
[01:33:36.857 --> 01:33:38.978]  Rethinks his controversial one-child policy.
[01:33:39.018 --> 01:33:40.199]  A lot of key info here.
