[00:00:02.152 --> 00:00:04.660]  I'm good.
[01:11:37.105 --> 01:11:39.167]  You know, again, I'll tell you the story two years ago.
[01:11:39.187 --> 01:11:42.030]  I pull up at the office, my IT guy is being arrested.
[01:11:42.070 --> 01:11:44.412]  I get out, the cops bow up and say, what do you want?
[01:11:44.652 --> 01:11:45.553]  I said, well, I work here.
[01:11:45.573 --> 01:11:47.334]  And they said, oh, you're Alex Jones.
[01:11:47.635 --> 01:11:48.836]  And I said, why are you arresting him?
[01:11:48.896 --> 01:11:50.217]  Expired driver's license.
[01:11:50.457 --> 01:11:52.419]  I said, if he was an illegal alien, you'd let him go.
[01:11:52.479 --> 01:11:55.642]  And the cops, one of them was high-ranking, he goes, you know, Alex, you're right.
[01:11:56.163 --> 01:11:59.386]  And we don't like it, but we're ordered to release him because the judges just let him go.
[01:12:00.046 --> 01:12:01.067]  Okay, that's wrong.
[01:12:01.327 --> 01:12:02.508]  That's discriminatory.
[01:12:02.848 --> 01:12:08.432]  And by the way, a lot of people in Mexico on record, Mecha La Raza, think the Southwest belongs to Mexico.
[01:12:08.692 --> 01:12:18.119]  When I was in high school, I was taught at Anderson High that Texas belongs to Mexico, and my forefathers that fought for this state's sovereignty were racist scum.
[01:12:18.379 --> 01:12:22.242]  And that's all a lie, when over a third of the people that fought for Texas were Hispanic.
[01:12:22.422 --> 01:12:24.523]  And the guy that wrote the Constitution was Hispanic.
[01:12:24.703 --> 01:12:25.844]  They've stolen your history.
[01:12:26.004 --> 01:12:27.666]  They've lied to you, buddy boy.
[01:12:27.686 --> 01:12:29.427]  Now go ahead, Cliff, you got a minute.
[01:12:30.677 --> 01:12:36.743]  Well, the ten city concentration camps suggested by Rob Redding on your program is disgusting.
[01:12:37.604 --> 01:12:45.051]  And I think the increased police state tactics, whether by the feds or the states, is going in the wrong direction.
[01:12:45.511 --> 01:12:47.233]  The real criminals are on Wall Street.
[01:12:47.293 --> 01:12:48.154]  I mean, you know that.
[01:12:48.274 --> 01:12:50.937]  Washington, D.C., in corporate boardrooms.
[01:12:51.117 --> 01:12:51.577]  Oh, really?
[01:12:51.617 --> 01:12:52.338]  Oh, Cliff, hold on!
[01:12:52.358 --> 01:12:52.498]  Cliff!
[01:12:53.379 --> 01:12:53.679]  Cliff!
[01:12:53.820 --> 01:12:54.120]  Cliff!
[01:12:54.260 --> 01:12:54.520]  Cliff!
[01:12:54.680 --> 01:12:57.443]  Have you gone to the Metcha or La Raza funding board?
[01:12:58.084 --> 01:13:01.888]  Over 300 Fortune 500 fund the daylights out of it.
[01:13:02.008 --> 01:13:06.172]  All the big foundations, all the big universities, 800 plus sanctuary cities.
[01:13:06.472 --> 01:13:08.794]  The man is for getting rid of our border.
[01:13:08.895 --> 01:13:12.839]  Because let me tell you something, when they get rid of our republic, which don't worry, it's probably going to happen.
[01:13:13.564 --> 01:13:19.225]  When they get rid of it and they get rid of the dollars, the world reserve currency, your life and my life as we know it is over.
[01:13:20.225 --> 01:13:26.626]  Those very Wall Street crooks that are overthrowing our country in a corporate takeover, I've got their SPP documents.
[01:13:26.926 --> 01:13:30.027]  Cliff, I actually sit around reading thousands of pages of documents.
[01:13:30.507 --> 01:13:31.607]  It's in my film, Endgame.
[01:13:31.887 --> 01:13:38.708]  Whatistheendgame.com has an online bibliography for it where you can read where the North American Union says they want open borders.
[01:13:39.008 --> 01:13:41.709]  Wall Street wants to gut this country!
[01:13:43.589 --> 01:13:44.350]  Don't you understand?
[01:13:44.410 --> 01:13:47.230]  I take moral stances against the globalists.
[01:13:47.651 --> 01:13:48.651]  Cliff, you got anything else?
[01:13:49.771 --> 01:13:58.234]  Well, just that immigrant bashing, it's just like attacking the so-called mosquito welfare parasites instead of the vampires in society.
[01:13:58.754 --> 01:13:59.194]  You know what?
[01:13:59.514 --> 01:14:01.475]  The welfare people are Renfield.
[01:14:02.635 --> 01:14:03.816]  You ever read Count Dracula?
[01:14:04.136 --> 01:14:04.816]  Bram Stoker's?
[01:14:06.051 --> 01:14:06.471]  You ever read it?
[01:14:07.092 --> 01:14:07.472]  You ever read it?
[01:14:07.732 --> 01:14:07.892]  Read?
[01:14:08.432 --> 01:14:08.593]  No.
[01:14:08.993 --> 01:14:09.833]  Okay, you go read it.
[01:14:10.474 --> 01:14:10.774]  Okay?
[01:14:11.194 --> 01:14:12.135]  They're Renfield.
[01:14:12.155 --> 01:14:13.415]  They're a slave to this.
[01:14:13.555 --> 01:14:16.017]  They're being used as the modern slave class.
[01:14:20.319 --> 01:14:24.862]  Don't you understand that... Let him go.
[01:14:24.942 --> 01:14:25.622]  I'm done with him.
[01:14:26.323 --> 01:14:26.583]  Okay?
[01:14:28.393 --> 01:14:28.953]  I'm done!
[01:14:29.594 --> 01:14:30.375]  Look, we're cooked.
[01:14:30.655 --> 01:14:32.356]  There's probably no way to fix it, okay?
[01:14:32.997 --> 01:14:34.978]  And don't worry, we're going to be just totally overrun.
[01:14:35.018 --> 01:14:35.919]  The country's going to collapse.
[01:14:36.279 --> 01:14:38.981]  These illegal aliens lobby for socialism.
[01:14:39.161 --> 01:14:43.725]  Have you been to one of their stinking rallies when they're wearing Che Guevara and hammer and sickle signs everywhere?
[01:14:43.985 --> 01:14:45.627]  Do you understand that's all funded by the banks?
[01:14:45.947 --> 01:14:50.751]  They want to socialize loss and privatize profit.
[01:14:51.591 --> 01:14:57.055]  Do you understand that they're using this to take over our country?
[01:14:57.910 --> 01:14:58.910]  Do you understand that?
[01:14:58.930 --> 01:15:08.473]  Do you understand the key in Europe and the key here is open borders to bring people in to bankrupt the governments to the bankers?
[01:15:09.434 --> 01:15:10.894]  It is elementary.
[01:15:11.214 --> 01:15:12.315]  It is so simple.
[01:15:12.375 --> 01:15:13.255]  It is stated.
[01:15:15.176 --> 01:15:15.956]  It is stated.
[01:15:16.792 --> 01:15:19.434]  Cliff, that that is the plan.
[01:15:19.834 --> 01:15:22.016]  Do you understand we're bankrupt?
[01:15:22.436 --> 01:15:25.038]  Do you understand there's no such thing as a free lunch?
[01:15:25.499 --> 01:15:26.900]  Do you understand that?
[01:15:26.960 --> 01:15:29.142]  I cannot believe the ignorance level.
[01:15:29.162 --> 01:15:31.063]  I'm sorry I spent so long with that last call.
[01:15:31.083 --> 01:15:32.885]  We're going to try to hurry through your calls in the next segment.
[01:15:34.766 --> 01:15:35.807]  It's just so frustrating.
[01:15:37.386 --> 01:15:39.448]  I mean, holy mackerel, ladies and gentlemen.
[01:15:40.289 --> 01:15:43.512]  These illegal alien groups, I mean, I've read their literature.
[01:15:43.573 --> 01:15:44.333]  I know what they're for.
[01:15:44.373 --> 01:15:45.815]  They're funded by the big banks.
[01:15:46.676 --> 01:15:48.137]  They have no idea about freedom.
[01:15:48.898 --> 01:15:49.178]  Okay?
[01:15:49.238 --> 01:15:51.080]  I'm trying my best to reach out to those groups.
[01:15:51.180 --> 01:15:52.682]  I want them to have a good life.
[01:15:52.962 --> 01:15:54.684]  But they cannot have my private property.
[01:15:54.904 --> 01:15:56.206]  They cannot have my guns.
[01:15:56.646 --> 01:15:58.929]  I'm not going to pay for them to have all their free health care.
[01:16:01.584 --> 01:16:05.428]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:16:05.688 --> 01:16:11.394]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:16:11.675 --> 01:16:15.479]  Go to HomeGain.com and see what I'm talking about.
[01:16:15.859 --> 01:16:22.186]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:16:22.566 --> 01:16:25.449]  This is a great way to be able to monitor the value of your home.
[01:16:25.889 --> 01:16:27.491]  And again, it's absolutely free.
[01:16:27.991 --> 01:16:29.633]  There are tons of tools to help you.
[01:16:30.033 --> 01:16:33.517]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:16:33.817 --> 01:16:40.383]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:16:40.604 --> 01:16:43.707]  For 10 years, these folks have been helping home sellers and buyers.
[01:16:44.167 --> 01:16:46.090]  Visit their link at InfoWars.com.
[01:16:46.511 --> 01:16:51.599]  Look for Max, the Orange Home Gain Gorilla, to help you with any real estate needs you might have.
[01:16:51.920 --> 01:16:52.961]  You'll love this site.
[01:16:53.162 --> 01:16:54.544]  It's HomeGain.com.
[01:16:55.045 --> 01:16:57.589]  H-O-M-E G-A-I-N.com.
[01:16:57.909 --> 01:16:58.691]  Check them out today.
[01:17:01.124 --> 01:17:01.825]  Listen up, folks.
[01:17:01.865 --> 01:17:02.625]  This is important.
[01:17:02.805 --> 01:17:03.626]  Alex Jones here.
[01:17:03.906 --> 01:17:12.052]  Now you can get free shipping on the storable, easy-to-fix, delicious food from efoodsdirect.com from July 4th through July 14th.
[01:17:12.252 --> 01:17:17.837]  We have looming evacuations in the Southeast, unemployment insurance running out, and predictions of huge inflation.
[01:17:18.097 --> 01:17:20.138]  So we all need to get as much food as we can.
[01:17:20.419 --> 01:17:23.401]  Every one of you needs to buy as much storable food as possible.
[01:17:23.581 --> 01:17:28.504]  This is the perfect time to do just that with eFoodsDirect and take advantage of their free shipping special.
[01:17:28.745 --> 01:17:38.431]  When you order from eFoodsDirect.com from July 4th through July 14th, every dollar you spend will buy the food and eFoodsDirect will pay for the shipping in the continental United States.
[01:17:38.912 --> 01:17:43.395]  This is Alex Jones wishing you and your family true independence this 4th of July.
[01:17:43.615 --> 01:17:48.822]  With great food and free shipping through July 14th from efoodsdirect.com.
[01:17:48.982 --> 01:17:52.126]  You can order on the website efoodsdirect.com or simply call 800-409-5633.
[01:17:52.146 --> 01:17:54.249]  That's 800-409-5633 or on the web at efoodsdirect.com forward slash ship free.
[01:18:02.025 --> 01:18:07.747]  The Fall of America and the Western World is an all-new 10-hour documentary and survival guide rolled into one.
[01:18:08.467 --> 01:18:12.908]  In this film, you will see the reasons why our government is failing and what you can do to prepare.
[01:18:13.728 --> 01:18:27.272]  Featuring Dr. Paul Craig Roberts, Joseph Farah, David Icke, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Z, Doug Casey, David McElhaney, and myself, Alex Jones.
[01:18:28.052 --> 01:18:32.495]  Protect yourself and get the tools you need to protect your family from these difficult times.
[01:18:33.076 --> 01:18:38.980]  The Fall of America and the Western World at www.thefallofamerica.net.
[01:18:39.520 --> 01:18:42.702]  Or click on the banners at Infowars.com and PrisonPlanet.com.
[01:18:43.303 --> 01:18:47.486]  Again, that website's www.thefallofamerica.net.
[01:18:48.006 --> 01:18:48.446]  Or call 800-655-1577.
[01:18:48.466 --> 01:18:50.688]  Prepare yourself and the ones you love today.
[01:18:50.748 --> 01:18:51.268]  Fallofamerica.net.
[01:19:00.401 --> 01:19:04.644]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:19:04.964 --> 01:19:05.565]  Number 1.
[01:19:05.865 --> 01:19:09.027]  New climate legislation could easily double or triple your electric bill.
[01:19:09.288 --> 01:19:09.848]  Number 2.
[01:19:10.148 --> 01:19:14.712]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:19:15.052 --> 01:19:15.492]  It's true.
[01:19:15.792 --> 01:19:20.356]  Total government control of electricity in the name of smart grid technology is coming.
[01:19:20.676 --> 01:19:21.196]  Number 3.
[01:19:21.497 --> 01:19:24.779]  In some areas of the country, the power grid is dangerously overloaded.
[01:19:25.079 --> 01:19:28.762]  And now, new socialist legislation is only compounding the problem.
[01:19:28.982 --> 01:19:29.523]  Number 4.
[01:19:29.763 --> 01:19:32.126]  Dangerous weather is always a threat to local grids.
[01:19:32.526 --> 01:19:35.910]  Every year, thousands of families lose their power from weather-related outages.
[01:19:36.210 --> 01:19:36.430]  Number 5.
[01:19:37.011 --> 01:19:40.935]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:19:41.156 --> 01:19:45.921]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:19:46.201 --> 01:19:50.243]  You can get more information at www.mysolarbackup.com.
[01:19:50.363 --> 01:19:51.944]  That's mysolarbackup.com.
[01:19:52.164 --> 01:19:54.245]  Remember, the government doesn't own the sun.
[01:19:54.405 --> 01:19:56.986]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:19:57.006 --> 01:20:03.410]  Coast to Coast.
[01:20:03.770 --> 01:20:05.191]  Direct from Austin.
[01:20:05.811 --> 01:20:09.052]  You're listening to the Alex Jones Broadcasting Network.
[01:20:16.693 --> 01:20:19.074]  Monday through Friday, we go live at 11 a.m.
[01:20:19.574 --> 01:20:21.455]  Come back Sundays, 4 to 6 p.m.
[01:20:22.096 --> 01:20:23.196]  Six days a week, live.
[01:20:23.216 --> 01:20:26.998]  The websites are InfoWars.com and PrisonPlanet.com.
[01:20:27.819 --> 01:20:40.365]  Look, I'm against seizing 83 federal highways and giving them to British, Spanish, and Australian companies to put toll roads on them to loot our society.
[01:20:41.573 --> 01:20:42.854]  I'm against the fake drug war.
[01:20:43.034 --> 01:20:46.637]  I'm against the fact that over four million Americans are in prison, most of them non-violent.
[01:20:47.217 --> 01:20:50.360]  I'm against the offshore Wall Street banks looting our country.
[01:20:51.080 --> 01:20:56.825]  And just during the break, I was watching Bill O'Reilly, a clip they showed me of him promoting open borders and amnesty.
[01:20:59.067 --> 01:21:00.408]  I mean, I'm not for it.
[01:21:00.488 --> 01:21:01.789]  Don't you understand that?
[01:21:02.209 --> 01:21:03.930]  Look, I'm not stupid, okay?
[01:21:04.751 --> 01:21:06.372]  I know about La Reconquista.
[01:21:06.412 --> 01:21:08.153]  I know about La Infisora.
[01:21:09.082 --> 01:21:10.043]  I know all about it.
[01:21:10.463 --> 01:21:13.285]  I know that in Mexico they lost these wars with the U.S.
[01:21:13.806 --> 01:21:16.388]  and they teach people down there that the U.S.
[01:21:16.408 --> 01:21:20.831]  belongs to Mexico, the southwestern states from Texas to California.
[01:21:21.572 --> 01:21:23.793]  I mean, ladies and gentlemen, do you want to be kidnapped?
[01:21:23.813 --> 01:21:25.394]  Do you want your police chief to be shot?
[01:21:25.755 --> 01:21:28.157]  Do you want to... I mean, it is a failed state.
[01:21:28.797 --> 01:21:30.279]  Mexico is in flames.
[01:21:30.399 --> 01:21:32.881]  It's collapsing into the United States.
[01:21:32.901 --> 01:21:36.185]  It's like a house on fire, and our house is next to it, and our house is on fire.
[01:21:36.605 --> 01:21:40.369]  And Arizona and other states are saying, let's try to at least control the flames.
[01:21:40.630 --> 01:21:43.232]  And people say, don't be a racist, don't control the flames.
[01:21:43.613 --> 01:21:45.575]  No country has borders this open.
[01:21:45.875 --> 01:21:47.177]  It's a disgusting joke!
[01:21:51.107 --> 01:21:53.027]  The country is going bankrupt.
[01:21:53.127 --> 01:21:56.009]  The government wants people on welfare to be dependent.
[01:21:56.389 --> 01:21:59.070]  And so when you talked about the vampires that are on Wall Street, I agree.
[01:21:59.110 --> 01:21:59.990]  It's not free market.
[01:22:00.730 --> 01:22:01.871]  It's not even capitalism.
[01:22:01.931 --> 01:22:02.911]  It's just fraud.
[01:22:03.171 --> 01:22:07.553]  Madoff created a hundred and something billion in fake derivatives and fake investments.
[01:22:08.073 --> 01:22:15.376]  The Wall Street Journal and the Washington Post reported 600 trillion that JPMorgan Chase, Goldman Sachs, Bank of America and others have made.
[01:22:16.590 --> 01:22:18.191]  And they are for open borders.
[01:22:18.271 --> 01:22:20.012]  They are for dissolving this union.
[01:22:20.272 --> 01:22:23.854]  They are for dominating the government so they can use the government to loot you.
[01:22:25.955 --> 01:22:28.136]  It is so elementary, caller.
[01:22:28.777 --> 01:22:32.439]  It is so simple to understand this.
[01:22:33.219 --> 01:22:35.721]  Now, there are a lot of great people that come here from Mexico.
[01:22:35.761 --> 01:22:36.741]  Hard-working, good people.
[01:22:36.761 --> 01:22:38.002]  And they come here legally, that's fine.
[01:22:38.482 --> 01:22:39.503]  We have one of the most liberal
[01:22:41.443 --> 01:23:04.158]  Citizens systems in the world, but we just can't have unlimited numbers in the countless videos of in Arizona and California of an auto Repair shop has an American flag flying the illegals are so angry about it They pull it down and stomp on it or in San Francisco, and it turned out the kids most of them were Hispanic one of the six kids sent home for were Hispanic and
[01:23:04.417 --> 01:23:05.158]  You can pull it up.
[01:23:05.758 --> 01:23:11.004]  And they wore American flags, old Navy shirts, and said, we want to be Americans, and they were suspended.
[01:23:11.765 --> 01:23:12.626]  They were sent home.
[01:23:12.946 --> 01:23:19.733]  You're not allowed to wear an American flag because these illegal aliens are threatened by it, because they've been taught to hate this country.
[01:23:21.195 --> 01:23:25.259]  Look, we have armies to protect our borders, not to go kill Arabs 8,000 miles away.
[01:23:27.639 --> 01:23:31.461]  I mean, do you understand Mexico lost wars with the United States?
[01:23:31.481 --> 01:23:35.844]  Do you understand I had ancestors that fought and died for Texas?
[01:23:35.864 --> 01:23:38.165]  I mean, do you understand that?
[01:23:38.185 --> 01:23:42.248]  Do you understand Mexico is hateful of this country?
[01:23:42.808 --> 01:23:45.150]  They don't like this country, the government itself.
[01:23:46.470 --> 01:23:48.852]  It called Iran last year in the U.S.
[01:23:48.892 --> 01:23:50.853]  said, well, this belonged to Mexico anyways.
[01:23:50.933 --> 01:23:51.533]  No, it didn't.
[01:23:51.794 --> 01:23:55.616]  There's six flags over Texas because six different countries had it.
[01:23:57.247 --> 01:23:59.188]  There were the Spanish, there were the French.
[01:24:01.329 --> 01:24:06.412]  Mexico had all these different Austrian kings and Napoleon's cousin and all these people running it.
[01:24:06.752 --> 01:24:07.493]  It's a sick joke.
[01:24:07.733 --> 01:24:09.314]  Mexico once had Guatemala.
[01:24:09.494 --> 01:24:11.395]  Does that mean Guatemala belongs to Mexico?
[01:24:11.935 --> 01:24:15.457]  Mexico is a corrupt joke and I have allegiance to the Republic.
[01:24:15.818 --> 01:24:17.018]  I choose to be an American.
[01:24:17.439 --> 01:24:21.881]  I choose to stand for the Bill of Rights and Constitution that these globalist scumbags are against.
[01:24:22.401 --> 01:24:24.543]  You need to choose a side and decide what you're for.
[01:24:25.890 --> 01:24:27.852]  Listen, I could care less what color you are.
[01:24:27.872 --> 01:24:28.613]  You know what I love?
[01:24:28.833 --> 01:24:37.901]  When I have a movie showing, or I go in an event, or I go to a rally in Texas, more than half the people there that are supporters of my show, they're not fans, they're patriots.
[01:24:38.341 --> 01:24:39.222]  They're liberty lovers.
[01:24:39.442 --> 01:24:42.505]  They're Hispanic Americans, and they're as red-blooded as it gets.
[01:24:42.745 --> 01:24:48.570]  And they're sick and tired of the media running a hoax saying that, you know, all Hispanics are for open borders.
[01:24:48.790 --> 01:24:50.012]  Go look at the Gallup polls.
[01:24:51.055 --> 01:24:55.758]  The lowest are in the 70s, the highest are right up at 90% of Hispanic Americans.
[01:24:56.119 --> 01:24:57.860]  Red-blooded patriots.
[01:24:58.120 --> 01:24:59.081]  And they know the truth.
[01:24:59.101 --> 01:25:00.041]  They're not stupid.
[01:25:00.362 --> 01:25:02.543]  They know illegal aliens are driving down their wages.
[01:25:03.144 --> 01:25:06.806]  They don't hate the illegal aliens, but they know they're being used as tools.
[01:25:07.367 --> 01:25:12.991]  They know that the vast majority of illegals vote for big government, because big government's there giving them a free ride.
[01:25:17.782 --> 01:25:26.259]  And I'll tell you statistically, you can pull these numbers up, you know who the greatest per capita group who get Congressional Medal of Valor, Congressional Medal of Honor?
[01:25:27.102 --> 01:25:28.463]  Medals are Hispanic Americans.
[01:25:28.503 --> 01:25:32.686]  They could be Cuban, they could be Mexican, they could be Venezuelan, they could be Guatemalan.
[01:25:33.326 --> 01:25:38.589]  They are patriots and they understand what's going on and the vast majority of Hispanics see right through this hoax.
[01:25:38.809 --> 01:25:44.853]  And so the Fortune 500 and the corporate media are funding giant La Raza, Mecha meetings all over the country.
[01:25:45.093 --> 01:25:46.134]  They're in the public schools.
[01:25:46.174 --> 01:25:47.395]  When I went to Anderson High,
[01:25:48.607 --> 01:25:55.074]  I was taught in my history class, and I was taught in the art class, and they took us to a field trip to UT for an entire day.
[01:25:55.495 --> 01:25:56.976]  UT had us lunch, everything.
[01:25:57.297 --> 01:26:06.827]  And I was sitting there, and they were saying, America's bad, the Southwest belongs to Mexico, America's evil, the Marines went down and took over Mexico City, all this baloney.
[01:26:07.367 --> 01:26:10.150]  And I know enough history to say, yeah, but Mexico attacked Oklahoma.
[01:26:10.993 --> 01:26:12.554]  And then started pushing into the U.S.
[01:26:12.574 --> 01:26:13.054]  So the U.S.
[01:26:13.094 --> 01:26:14.655]  went down there and didn't keep Mexico.
[01:26:14.676 --> 01:26:15.056]  The U.S.
[01:26:15.076 --> 01:26:15.536]  pulled out.
[01:26:16.277 --> 01:26:17.537]  I mean, this is what's taught.
[01:26:18.198 --> 01:26:27.244]  Why do you think the federal government that controls education is teaching people in public schools that the United States belongs to Mexico?
[01:26:27.444 --> 01:26:29.325]  Because the globalists aren't going to give the U.S.
[01:26:29.345 --> 01:26:30.206]  to Mexico.
[01:26:30.486 --> 01:26:32.207]  The big banks run Mexico.
[01:26:32.247 --> 01:26:32.928]  They've looted it.
[01:26:33.188 --> 01:26:35.309]  The same bankers that have ruined Mexico have done this.
[01:26:35.329 --> 01:26:40.713]  So when I say the illegals are like Count Dracula's Renfield, the bankers are Count Dracula.
[01:26:41.173 --> 01:26:48.283]  But the illegals are Renfield, slaves to this system, fed by the system, controlled by the system.
[01:26:49.384 --> 01:26:53.810]  And I try my best to reach out to the illegals, but folks, I've got footage of it in my film, Battle for the Republic.
[01:26:54.625 --> 01:26:56.667]  Just search engine the term, babble for the Republic.
[01:26:57.167 --> 01:26:57.787]  Alex Jones.
[01:26:58.028 --> 01:27:02.071]  And you'll see the many 18-minute documentary that was an extra on Endgame.
[01:27:02.511 --> 01:27:11.918]  And I show the illegals in Seattle and in Austin and in LA and other areas with images of blonde-haired, blue-eyed people's heads cut off with bullets in their heads.
[01:27:12.138 --> 01:27:15.881]  You know, Fox News will show you Black Panther saying, you gotta kill a white cracker.
[01:27:15.901 --> 01:27:18.042]  In fact, cue that up for me when we come back, then I'll just go to calls then.
[01:27:19.283 --> 01:27:22.025]  Say we gotta kill white women, we gotta kill their babies.
[01:27:22.606 --> 01:27:23.807]  The media will show you that.
[01:27:24.977 --> 01:27:31.598]  But they will... I'm somebody who has protested the Ku Klux Klan more than 20 times.
[01:27:32.218 --> 01:27:33.439]  That footage is on YouTube.
[01:27:33.519 --> 01:27:34.579]  Alex Jones protests the Klan.
[01:27:34.599 --> 01:27:35.099]  Go search it.
[01:27:35.679 --> 01:27:36.579]  I go and bullhorn them.
[01:27:36.599 --> 01:27:37.900]  This is going back 15 years ago.
[01:27:38.720 --> 01:27:39.160]  And you know what?
[01:27:39.200 --> 01:27:40.780]  I've bullhorned Mecha and La Raza.
[01:27:41.780 --> 01:27:44.221]  And I've bullhorned the new Black Panther Party.
[01:27:44.261 --> 01:27:44.861]  I've done it all.
[01:27:45.321 --> 01:27:49.162]  Any group that's saying kill this group, kill that group, I go up against them.
[01:27:50.401 --> 01:27:52.764]  But I'll tell you, this is as degenerate as the Ku Klux Klan is.
[01:27:53.104 --> 01:27:55.147]  They're not calling for killing people like they were in the 60s.
[01:27:56.914 --> 01:28:04.480]  And I have got the footage from these rallies where they've got the images of white people dead saying we gotta kill the white people, we gotta drive them back to Europe.
[01:28:04.781 --> 01:28:08.043]  And I happen to know that it rallies with 100,000 people.
[01:28:08.604 --> 01:28:13.808]  And with rallies with 6,000 people in Austin, we walk right up to people and we say, does this belong to Mexico?
[01:28:13.868 --> 01:28:14.709]  Are you gonna take it over?
[01:28:14.749 --> 01:28:15.490]  And they say, yes.
[01:28:16.010 --> 01:28:20.234]  And they've got big Mexican flags going, Mexico, Mexico, Mexico.
[01:28:20.294 --> 01:28:21.495]  In fact, we'll see if I can cue that up.
[01:28:23.277 --> 01:28:24.517]  And that is offensive to me.
[01:28:25.478 --> 01:28:27.138]  If Mexico was more free than the U.S.
[01:28:27.178 --> 01:28:29.619]  and like Switzerland or something, maybe I'd be like, going, yeah.
[01:28:30.199 --> 01:28:31.580]  Hell, I wish Mexico was free.
[01:28:31.960 --> 01:28:33.660]  They got triple the resources of the U.S.
[01:28:33.700 --> 01:28:34.281]  It's beautiful.
[01:28:35.001 --> 01:28:37.182]  If Mexico was a free country, I might live down there.
[01:28:37.842 --> 01:28:41.463]  I could care less if I lived around a bunch of brown people, white people, green people.
[01:28:41.663 --> 01:28:42.743]  It's what's in their brains.
[01:28:43.083 --> 01:28:44.244]  The character of their deeds.
[01:28:45.290 --> 01:28:47.431]  And so, hey, I'm the bad guy.
[01:28:47.791 --> 01:28:49.092]  I can't wear an American flag.
[01:28:49.372 --> 01:28:50.992]  Kids gotta be suspended for wearing it.
[01:28:51.212 --> 01:28:53.613]  American flags are being torn down and burned everywhere.
[01:28:53.994 --> 01:28:55.074]  And I'm the bad guy.
[01:28:55.334 --> 01:28:58.235]  The big corporations want to destroy America so they can control it.
[01:28:58.456 --> 01:28:59.276]  Your call straight ahead.
[01:29:01.493 --> 01:29:03.095]  Hello friends, this is Alex Jones.
[01:29:03.135 --> 01:29:05.937]  You've heard me talk about Calden 5 Star Soaps for years.
[01:29:06.518 --> 01:29:11.423]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:29:11.723 --> 01:29:14.906]  You can buy factory direct, shipped via UPS right to your door.
[01:29:15.166 --> 01:29:17.508]  Check them out on the web at 5starsoap.com.
[01:29:18.129 --> 01:29:19.010]  Or call 800-340-7091.
[01:29:21.673 --> 01:29:22.614]  Take my word for it.
[01:29:22.814 --> 01:29:25.136]  Once you've used pure soap, you won't buy anything else.
[01:29:25.457 --> 01:29:31.663]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:29:31.983 --> 01:29:33.385]  Buy American and stay clean.
[01:29:33.485 --> 01:29:36.668]  As well as support InfoWars, visit 5StarsSoap.com today.
[01:29:36.768 --> 01:29:37.168]  Or call 1-800-340-7091.
[01:29:37.229 --> 01:29:38.530]  Well, Marty, what do you have to say?
[01:29:41.795 --> 01:29:49.039]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[01:29:49.720 --> 01:29:53.062]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[01:29:53.122 --> 01:29:53.402]  Thank you!
[01:30:01.158 --> 01:30:03.459]  They helped to create a New World Order.
[01:30:03.539 --> 01:30:05.760]  We are part of a New World Order.
[01:30:05.860 --> 01:30:08.621]  A New World Order based upon collective action.
[01:30:09.081 --> 01:30:13.802]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[01:30:14.162 --> 01:30:18.364]  The New World Order really is a tool for addressing a new world of possibilities.
[01:30:18.684 --> 01:30:21.008]  It means all the world under their control.
[01:30:21.028 --> 01:30:23.572]  The United Nations would take over America.
[01:30:23.912 --> 01:30:26.496]  The Trilateral Commission would control the world.
[01:30:26.836 --> 01:30:34.428]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[01:30:34.764 --> 01:30:40.028]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[01:30:40.148 --> 01:30:42.430]  Global governance with the establishment of the G20.
[01:30:42.470 --> 01:30:46.433]  So it's going to be an inner ruling elite and then everyone else.
[01:30:46.693 --> 01:30:47.593]  And I got news for you.
[01:30:47.774 --> 01:30:49.074]  You're everyone else.
[01:30:49.094 --> 01:30:50.115]  Invisible Empire.
[01:30:50.596 --> 01:30:54.979]  Secure your copy today at InfoWars.com or PrisonPlanet.com.
[01:30:55.359 --> 01:30:58.621]  Or watch it online in the highest quality at PrisonPlanet.tv.
[01:31:01.035 --> 01:31:01.776]  Listen up, folks.
[01:31:01.796 --> 01:31:02.556]  This is important.
