[00:00:01.320 --> 00:00:03.700]  Other networks lie to you about what's happening now.
[01:10:02.479 --> 01:10:24.739]  If you're trying to build a country in a place like Afghanistan, where people are marrying and having children with their cousins, or in a place like Iran, or in a place like the West Bank, or the Gaza Strip, It's going to be very difficult to find competent, healthy, rational people to run that mess.
[01:10:25.340 --> 01:10:37.039]  I mean, if 40% of the people in the United States of America were having children with their cousins, we would have an abundance of more problems compared to what we have now.
[01:10:37.159 --> 01:10:43.880]  I mean, we've got problems now with an average IQ of like 100 or 98 or whatever it is in the United States.
[01:10:43.960 --> 01:10:57.079]  Just imagine if that went down to 85. I almost panic every time that I drive around in Austin, Texas because I see so many retards on the road that I'm shocked.
[01:10:57.380 --> 01:11:02.779]  Like the decisions they make about when to change lanes, never using their turn signal, pulling out and parking in the middle of the road sometimes.
[01:11:04.220 --> 01:11:08.560]  I'm just like absolutely appalled and shocked by how dumb people are.
[01:11:09.060 --> 01:11:16.720]  That's the crazy thing about the average IQ being 100 because it means that half the people have an IQ below 100 and...
[01:11:17.420 --> 01:11:18.539]  Look, I'm no genius.
[01:11:18.979 --> 01:11:20.859]  I'm not trying to say that I'm the smartest guy around.
[01:11:21.000 --> 01:11:22.579]  I'm not, by any means.
[01:11:24.640 --> 01:11:33.880]  But the questions you have to get wrong on an IQ test in order to score below 100 would shock most of you.
[01:11:35.100 --> 01:11:51.390]  And though the average IQ in the United States of America is 100, I'm sure that the average IQ is at least one standard deviation above that for those who listen to Infowars, because it takes a certain kind of intelligence To seek the truth, to have curiosity about the truth, to be critical of the established systems.
[01:11:51.390 --> 01:11:56.350]  I think that very dumb people are vulnerable, are subject to coercion.
[01:11:56.430 --> 01:12:00.630]  And I also think that incredibly bright people are more vulnerable as well.
[01:12:01.789 --> 01:12:06.529]  There's like a range, like anybody less than an IQ of 100, vulnerable to coercion.
[01:12:06.850 --> 01:12:12.430]  Then like 100 to 120, less vulnerable than any other segment.
[01:12:12.630 --> 01:12:15.149]  And then 120 and up, even more vulnerable.
[01:12:15.820 --> 01:12:27.939]  Because when you're really, really, really, really smart, you can make a better argument for the wrong thing or the incorrect thing than a person who's just regular, smart, or average can for the right thing.
[01:12:29.359 --> 01:12:33.260]  That's why there's a lot of smart people that are flat earthers, despite the fact that it's the dumbest thing ever.
[01:12:33.859 --> 01:12:43.800]  Because the really smart flat earthers who just happen to go down the wrong rabbit hole on YouTube and get convinced, they could beat the vast majority of people in a debate about whether the earth is flat or round.
[01:12:44.400 --> 01:12:47.779]  Because they get into the details of how a compass works and how gyroscopes work.
[01:12:47.840 --> 01:12:50.960]  And they talk about Pythagoras and geometry and trigonometry.
[01:12:51.119 --> 01:12:53.460]  And then at least most people are just like, look, I don't know about all that.
[01:12:53.600 --> 01:12:54.600]  I just believe that the earth is round.
[01:12:54.720 --> 01:12:55.800]  And trust me, folks, the earth is round.
[01:12:56.439 --> 01:13:10.399]  But there are really, really smart people that believe that it's flat because their IQ has propelled them beyond the correct level of intuition and understanding and just perspective into a fundamental argument for the wrong thing.
[01:13:10.680 --> 01:13:12.520]  A lot of Jehovah's Witnesses are brilliant.
[01:13:12.939 --> 01:13:18.399]  A lot of Mormons are brilliant, despite the fact that both of their religions, in my opinion, their theologies, are way off base.
[01:13:18.920 --> 01:13:23.979]  Because they can make better theological arguments than a normie can about what the Bible means.
[01:13:24.039 --> 01:13:28.920]  I've experienced that myself in my life, where I've interacted with different radical sects of Christianity.
[01:13:29.039 --> 01:13:30.779]  And by radical, I'm not using it as a negative connotation.
[01:13:30.840 --> 01:13:35.279]  They just believe things about Christianity that are radically different from the official creed.
[01:13:35.920 --> 01:13:46.739]  And they'll make every case about the original meaning of this Hebrew word in the Old Testament and the original meaning of this Greek word in the New Testament and whether or not the Trinity is real and whether or not you really go to hell and even whether or not Satan is real.
[01:13:47.560 --> 01:13:55.880]  Because they're so smart that they can drum up a more sophisticated argument for the stupid thing than a normal person can for the correct thing.
[01:13:57.939 --> 01:14:01.039]  It'd be like if you were to send me back to argue with Plato.
[01:14:01.720 --> 01:14:03.720]  About whether or not it's possible to go to the moon.
[01:14:03.840 --> 01:14:05.539]  He just might not believe it whatsoever.
[01:14:05.739 --> 01:14:07.199]  I'd be like, no, we definitely landed on the moon.
[01:14:07.539 --> 01:14:09.739]  First, I'd have to explain to him rockets and how they work.
[01:14:09.800 --> 01:14:11.439]  He'd be like, what are you talking about?
[01:14:11.760 --> 01:14:13.100]  It's just way too detached.
[01:14:16.279 --> 01:14:19.619]  And our people are vulnerable to this.
[01:14:20.460 --> 01:14:36.800]  Because despite the fact that the left and the globalists are populated, By an incredibly stupid class of middle management, the ones at the top aren't dumb.
[01:14:37.819 --> 01:14:40.239]  The Klaus Schwab's are not dumb.
[01:14:40.520 --> 01:14:43.779]  The George Soros's are not dumb.
[01:14:44.199 --> 01:14:45.600]  Yes, the Joe Biden's are dumb.
[01:14:45.800 --> 01:14:47.100]  The Jasmine Crockett's are dumb.
[01:14:47.359 --> 01:14:49.579]  The AOC's are dumb as hell, but they're middle management folks.
[01:14:49.720 --> 01:14:52.739]  They are not conspiring and managing this conspiracy.
[01:14:53.020 --> 01:14:55.899]  They are just following orders for the conspirators.
[01:14:57.000 --> 01:15:04.460]  And I can't name a list, I can't put together a list of who it is who's really calling the shots, but it's probably about a thousand people worldwide.
[01:15:04.779 --> 01:15:12.880]  The highest levels, the elite bankers, the elite technocrats like Sam Altman, the Larry Finks and others, the Bill Gateses.
[01:15:13.479 --> 01:15:15.020]  I mean, Bill Gates is an evil bastard.
[01:15:15.119 --> 01:15:16.159]  I'd never describe him as dumb.
[01:15:16.399 --> 01:15:18.300]  I'd never describe Hillary Clinton as dumb.
[01:15:18.520 --> 01:15:24.439]  She's dumb because she's chosen evil over good and that's foolish, but there's a difference really between being foolish and being dumb.
[01:15:25.260 --> 01:15:29.819]  I mean, Jim Morrison wasn't dumb, but he was foolish, winding up dead in a bathtub.
[01:15:29.920 --> 01:15:31.380]  You can talk about whether or not he was killed or not.
[01:15:31.460 --> 01:15:33.439]  I think he just had a heroin overdose in France, like they said.
[01:15:34.899 --> 01:15:38.920]  Certainly a lot of very bright people out there have been incredibly foolish and reckless.
[01:15:39.819 --> 01:15:40.720]  Happens all the time.
[01:15:43.000 --> 01:15:52.020]  But the elites that are running this globalist operation are incredibly bright and incredibly Machiavellian and utilitarian and manipulative and soulless.
[01:15:53.220 --> 01:15:54.600]  And they have...
[01:15:56.759 --> 01:16:11.340]  Accrued their sort of parish, their parishioners, members of their cult, through the massive amount of power at their disposal, through the media manipulation, through the emotional arguments, the guilt tripping.
[01:16:11.779 --> 01:16:14.579]  Anybody who's done any research on marketing or sales.
[01:16:15.290 --> 01:16:26.810]  Understands that at a fundamental level, when it comes to marketing, people make buying decisions based off of the emotional appeal of a product or service, and they justify it later based off of the rational features or specs on the product.
[01:16:29.390 --> 01:16:31.189]  It's the same thing with ideologies.
[01:16:31.630 --> 01:16:38.430]  People buy in to an ideology because of the way that it makes them feel emotionally, and then they rationalize that later.
[01:16:39.770 --> 01:16:41.689]  That's why college kids are all leftists.
[01:16:41.949 --> 01:16:55.170]  Because they hear reports or they see posts on social media or they interact with people who are like, look, I just think it's really unfair that billionaires have 40% of all the money while people are homeless.
[01:16:55.550 --> 01:16:59.289]  And emotionally, without looking into it, it's like, yeah, gee, that does make a lot of sense.
[01:16:59.409 --> 01:17:08.010]  It's kind of disgusting that people in $5,000 suits are literally walking over junkies in New York who just need their help and attention.
[01:17:08.189 --> 01:17:17.470]  And so they become leftists because they buy in emotionally, and then later on they rationalize it because all the courses and the curriculum and the books that they're exposed to do the rationalization.
[01:17:17.529 --> 01:17:19.489]  So they buy in on the emotional argument.
[01:17:21.029 --> 01:17:24.609]  Then they indoctrinate themselves rather than educate themselves over years.
[01:17:24.729 --> 01:17:33.069]  And then you have generations of people who have been raised by the state because no two parents can afford to homeschool their children or send them to private schools.
[01:17:33.130 --> 01:17:37.390]  So they have to outsource them to public school and just trust or hope that the public school is doing the right thing.
[01:17:37.710 --> 01:17:43.689]  Ever since the 70s, ever since the Department of Education was established, we've been outsourcing the raising of our children to the state.
[01:17:43.810 --> 01:17:46.989]  And the state has been hijacked by Marxists, leftists, globalists.
[01:17:47.069 --> 01:17:47.770]  It's all the same thing.
[01:17:49.550 --> 01:17:52.449]  So they get them emotionally when they're children and when they're young.
[01:17:52.829 --> 01:18:04.569]  And then when they go up into adulthood, they justify their initial emotional response with all this indoctrination, with these sophisticated, tricky arguments that are just BS. It's the equivalent of setting them down the wrong rabbit hole on YouTube about Flat Earth.
[01:18:08.529 --> 01:18:10.770]  But that's what InfoWars is supposed to fight against.
[01:18:11.449 --> 01:18:23.750]  That's what's so powerful about Infowars, because we're not just sitting here making drab and boring arguments about the technical details of how Austrian economics is more efficient than Keynesian economics.
[01:18:24.369 --> 01:18:33.489]  We're not sitting up here with some boring-ass chart talking about the fallacies of fractional reserve banking or fiat currency.
[01:18:34.829 --> 01:18:42.369]  We are fighting on the emotional front to those of you who have always intuitively known and understood that something is deeply wrong here.
[01:18:42.909 --> 01:18:45.550]  That something incredibly corrupt is happening.
[01:18:47.109 --> 01:18:58.810]  That maybe I shouldn't trust my government because after all, every major atrocity that's ever happened in the history of mankind has been conducted by a government.
[01:19:00.100 --> 01:19:01.460]  You go back to ancient Greece.
[01:19:01.720 --> 01:19:02.939]  You go back to ancient Rome.
[01:19:03.180 --> 01:19:04.439]  You go back to ancient Egypt.
[01:19:05.739 --> 01:19:06.979]  You go back to Persia.
[01:19:07.180 --> 01:19:08.180]  You go back to Russia.
[01:19:08.600 --> 01:19:09.880]  You go back to Nazi Germany.
[01:19:11.359 --> 01:19:16.979]  And you go into the United States and you see these people on behalf of the CIA just being lined up and killed.
[01:19:18.239 --> 01:19:23.739]  And so once you understand that something is wrong and you have the character and the courage to say, you know what?
[01:19:26.300 --> 01:19:41.149]  I am willing To experience the burden, to carry the burden, to experience the psychological and spiritual and emotional pain of staring into the abyss so long as it means that I do understand and know the truth.
[01:19:41.789 --> 01:19:48.229]  So you are the strong people within America and the world because it's painful to listen to Infowars.
[01:19:48.470 --> 01:19:50.369]  It's painful to hear the truth.
[01:19:50.609 --> 01:19:54.649]  It's painful to see how dark and evil the world is.
[01:19:54.939 --> 01:20:05.979]  And if you have children, it's painful to see footage of other children their age just being shot in the street or holding up their dead father's head as they scream into the sky with who knows who's going to help them or if they're going to get any help whatsoever.
[01:20:06.140 --> 01:20:07.159]  They'll probably just end up trafficked.
[01:20:08.539 --> 01:20:19.300]  But you have the courage and the conviction and the wisdom to understand that knowing the truth, though it's more painful than the bliss of ignorance.
[01:20:20.680 --> 01:20:25.479]  Is ultimately the wisdom, is the path to a better outcome.
[01:20:25.779 --> 01:20:32.420]  You have decided to do the hard thing now for the sake of a better outcome later because you are not a sociopath.
[01:20:33.230 --> 01:20:44.109]  And that's why the sociopaths and supervillains of the world want to shut us down, take over our minds and our bodies, ensure that they can guarantee immortality for themselves at the expense of the lives of innocent people worldwide.
[01:20:44.529 --> 01:20:51.850]  Go now to thealexjonesstore.com and get a bottle of MKUltra to make sure the globalists will never win and that Alex Jones will always be on the air.
[01:20:56.090 --> 01:20:58.029]  Oh, we just got so much to cover, folks.
[01:20:58.779 --> 01:21:08.680]  FBI Director Cash Patel is initiating an investigation into allegations that in 2015, then-FBI Director James Comey authorized an off-the-books honeypot operation targeting Donald Trump's 2016 presidential campaign.
[01:21:09.199 --> 01:21:26.680]  Within 90 days of becoming the director of the FBI in 2013, we know that he put InfoWars under a Type 3 assessment category, labeling us as a white, racially motivated extremist organization, and authorizing the FBI under the Obama administration four years to spy on this crew.
[01:21:27.880 --> 01:21:32.420]  Alex Jones, the hosts, with undercover operatives.
[01:21:32.960 --> 01:21:34.680]  They can follow us in public places.
[01:21:34.880 --> 01:21:35.300]  They have.
[01:21:37.000 --> 01:21:39.199]  And we're going to be breaking some major news this week.
[01:21:39.359 --> 01:21:53.159]  Whenever Alex is ready, it's probably the biggest story that InfoWars has ever broken, aside from maybe Bohemian Grove or something massive like that, about the extent to which we have uncovered that the deep state has been targeting InfoWars.
[01:21:53.710 --> 01:21:56.229]  It's everything you already know, but just shocking to see admitted.
[01:21:56.609 --> 01:22:00.729]  Elon Musk, USA should exit NATO. Doesn't make sense for America to pay for the defense of Europe, of course.
[01:22:01.510 --> 01:22:07.510]  Migrants across the West openly support the new Syrian regime and what they're doing to Syria's Christian minority.
[01:22:10.649 --> 01:22:20.149]  Apparently the true culprit behind 25 years of mass immigration to the UK is not successive labor and Tory governments, which deliberately and relentlessly pursued an open border policy, but in fact, Vladimir Putin.
[01:22:23.399 --> 01:22:24.560]  And so much more.
[01:22:24.939 --> 01:22:35.300]  But I was talking a lot about how those who are leading this globalist leftist movement are actually, they're evil geniuses at the highest levels.
[01:22:35.920 --> 01:22:43.859]  But they weaponize an entire political class, a middle management class of grunts or goons to just do their bidding.
[01:22:43.960 --> 01:22:54.529]  I mean, look, they IQ tested because MKUltra was starting at the end of World War II. They tested the IQs of All the Nazi leadership, and you can look this up.
[01:22:54.609 --> 01:22:55.430]  This is public information.
[01:22:55.569 --> 01:22:57.850]  In fact, guys, there might be a Wikipedia page about this.
[01:22:57.970 --> 01:22:59.430]  I can print it during the break and show it later.
[01:22:59.590 --> 01:23:04.130]  But their average IQs of the highest echelons of the Nazi party threw the roof.
[01:23:07.029 --> 01:23:16.850]  But their bidding was done by the masses that they manipulated, by the grunts and the goons on the ground who just thought, okay, I'll guard this camp.
[01:23:17.449 --> 01:23:18.630]  I'll follow these orders.
[01:23:18.989 --> 01:23:20.489]  I'll invade Russia in the winter.
[01:23:20.829 --> 01:23:22.310]  Despite the fact that it makes no sense.
[01:23:23.970 --> 01:23:26.789]  And so who then are the goons in our establishment?
[01:23:26.989 --> 01:23:28.949]  Well, it's the AOCs.
[01:23:29.350 --> 01:23:31.369]  It's the Elizabeth Warrens.
[01:23:31.449 --> 01:23:32.770]  It's the Bernie Sanderses.
[01:23:33.470 --> 01:23:35.229]  But this is a clip that just blows my mind.
[01:23:35.329 --> 01:23:38.369]  Clip 121. AOC on young boys.
[01:23:38.569 --> 01:23:38.949]  Let's watch.
[01:23:41.970 --> 01:23:42.869]  One, two, one.
[01:23:45.210 --> 01:23:45.630]  Right?
[01:23:45.890 --> 01:23:46.789]  How many of you?
[01:23:47.090 --> 01:23:48.310]  How many of us?
[01:23:48.840 --> 01:24:01.619]  Have had a family member or like someone that you care about that you've lost to this kind of like Trump dark web?
[01:24:01.920 --> 01:24:09.979]  How many young boys do you know that gets sucked up into like this Andrew Tate stuff?
[01:24:10.399 --> 01:24:15.760]  I feel genuinely really, I don't even feel defensive about it or angry about it.
[01:24:16.000 --> 01:24:18.539]  I feel like really bummed.
[01:24:18.810 --> 01:24:36.569]  That the right wing is like really dooming a lot of little, trying to doom a lot of little boys into unhappiness and like conditioning a lot of men into loneliness because of these ideas that they have around other people.
[01:24:36.789 --> 01:24:40.109]  Like, it's really sad to be, like, it's genuinely sad.
[01:24:40.829 --> 01:24:44.850]  And, you know, I think...
[01:24:47.710 --> 01:24:51.369]  So there's AOC there, looking like she could eat an apple through a picket fence.
[01:24:52.229 --> 01:24:53.770]  Looking like she could eat pickles right out of the jar.
[01:24:53.829 --> 01:24:55.649]  She's pretty, but Jesus, those are some chompers.
[01:24:59.710 --> 01:25:17.590]  Yeah, the dumbest person in Nazi leadership had an IQ of 106, highest 143. That's on the screen just to circle back, but she's up there talking about how This whole trad movement.
[01:25:18.210 --> 01:25:21.010]  And I don't really have an opinion one way or the other on Andrew Tate.
[01:25:22.250 --> 01:25:26.890]  I'm not sure that I agree with everything that he does, but at the same time, I'm not sure that many of these allegations are against him or true.
[01:25:27.050 --> 01:25:27.449]  I don't know.
[01:25:28.409 --> 01:25:30.869]  People I respect say both sides.
[01:25:31.750 --> 01:25:34.289]  So I reserve judgment on him because I don't know the man.
[01:25:34.430 --> 01:25:35.350]  I haven't looked into his cases.
[01:25:35.350 --> 01:25:36.090]  I don't care.
[01:25:36.430 --> 01:25:41.489]  I care to the extent that I don't want an innocent person to suffer from lawfare.
[01:25:43.030 --> 01:25:47.010]  And I also care to the extent that I don't want a guilty person to get away with it if he really did those terrible things.
[01:25:47.250 --> 01:25:47.689]  I don't know.
[01:25:48.590 --> 01:25:49.869]  Reserving judgment, totally neutral.
[01:25:50.390 --> 01:25:52.829]  I've been entertained by a lot of Andrew Tate's comments.
[01:25:52.989 --> 01:25:54.350]  I've disagreed with a lot of them too.
[01:25:54.710 --> 01:25:58.529]  But he's never said anything that I've heard that made me think this is a terrible person.
[01:25:58.750 --> 01:26:01.770]  He's probably said things that you could show me that would make me think that.
[01:26:01.850 --> 01:26:02.250]  I don't know.
[01:26:03.130 --> 01:26:04.649]  But I'm sure vice versa is true.
[01:26:04.729 --> 01:26:06.949]  I'm sure you could find clips of me and be like, wow, what a shithead.
[01:26:09.130 --> 01:26:17.159]  But this is a person, AOC. Saying that Andrew Tate is setting up a generation of men for loneliness and misery and pain.
[01:26:19.659 --> 01:26:32.779]  That this trad movement, that conservatism, that republicanism, that ideas like the nuclear family and getting married and being committed to your spouse and having children is setting men up for pain and misery.
[01:26:34.359 --> 01:26:45.430]  And she totally disregards the outcome for Of the ideology and philosophy of what leftism has been pushing.
[01:26:45.609 --> 01:27:06.729]  So if we're going to take Andrew Tate and traditional culture and values as right-wing ideology, and we're going to say that it's going to have negative outcomes for people, which doesn't even make sense because we had great outcomes with it before and we had consensus around it 50 years ago, and say that leftism and feminism is really the way to make men abundantly happy.
[01:27:07.319 --> 01:27:18.640]  Then we have to look at what this leftism and this feminism and this affirmation through the LGBTQIA plus community has done for men.
[01:27:18.840 --> 01:27:23.380]  So let's look at clip number 76 here and see what AOC's philosophy produces in men.
[01:27:24.779 --> 01:27:35.859]  So a lot of people criticize me for dating a trans woman in 2025 of all years, saying that I am a homosexual for doing so.
[01:27:36.039 --> 01:27:43.659]  And I think it's very bigoted, but like surface level to say such a thing like that.
[01:27:43.819 --> 01:27:47.199]  Because women have many features.
[01:27:47.579 --> 01:27:49.199]  They have beautiful eyes.
[01:27:49.359 --> 01:27:53.659]  The thing that I love about my trans girlfriend is her beautiful eyes.
[01:27:54.489 --> 01:28:00.090]  Her beautiful lips, her beautiful chest, her beautiful arms.
[01:28:00.449 --> 01:28:15.229]  But just because one part is not approved in societal standards, it must mean that I'm a homosexual for being in love with a woman.
[01:28:16.750 --> 01:28:23.470]  Are you telling me that this much real estate you can't overlook?
[01:28:23.869 --> 01:28:25.250]  In a relationship?
[01:28:25.909 --> 01:28:39.050]  That if this much real estate on her beautiful body is wrong to you, wrong by societal standards, that must mean you have a totally different sexual orientation?
[01:28:40.130 --> 01:28:41.550]  I don't believe it.
[01:28:41.710 --> 01:28:45.029]  I think society has gone mad.
[01:28:45.210 --> 01:28:46.449]  I think it's insane.
[01:28:46.649 --> 01:28:53.350]  I think it's absolutely abhorrent that this much real estate...
[01:28:54.000 --> 01:28:56.340]  You can't push it to the side.
[01:28:56.520 --> 01:28:58.199]  You can't overlook that.
[01:28:58.359 --> 01:29:04.880]  I did not fall in love with this woman because what she has in her genes.
[01:29:05.079 --> 01:29:06.380]  I fell in love with her heart.
[01:29:06.380 --> 01:29:07.779]  You don't push it to the side, you tuck it, boy.
[01:29:08.680 --> 01:29:10.560]  I'm not saying that I'm not...
[01:29:10.880 --> 01:29:15.319]  Into physical features, but I fell in love with many physical features.
[01:29:15.479 --> 01:29:22.039]  And you think that one physical feature that I'm not into is going to make me not be in love with my girlfriend?
[01:29:22.340 --> 01:29:26.739]  That is the most narcissistic thing that you could say.
[01:29:27.479 --> 01:29:28.039]  Narcissistic?
[01:29:30.399 --> 01:29:33.399]  Dude, you're in love with a person with a wiener.
[01:29:33.539 --> 01:29:36.260]  So there's nothing more homosexual than that.
[01:29:37.340 --> 01:29:46.340]  And the funny thing is, he's inadvertently being offensive to the left by implying that it's wrong to be homosexual or that it's a dig at him to call him homosexual.
[01:29:47.199 --> 01:29:48.600]  No one ever said there was anything wrong with that, dude.
[01:29:48.699 --> 01:29:53.779]  We're just saying that's pretty gay that you're in an intimate relationship with someone who's also a man, biologically speaking.
[01:29:54.260 --> 01:29:58.680]  And look, I hope they're happy and I hope everything works out.
[01:30:00.159 --> 01:30:05.680]  But it seems to me that that's probably a very miserable person who's doing a lot of psychological coping.
[01:30:07.720 --> 01:30:11.279]  And deep down understands that something is seriously wrong.
[01:30:13.920 --> 01:30:16.699]  And so that's the outcome of this leftist ideology.
[01:30:17.199 --> 01:30:28.140]  That's the outcome of identity politics and collectivism and subjectivism where you just totally disregard objective reality and use phrases like your truth and my truth and it's totally incompatible.
[01:30:28.560 --> 01:30:40.479]  And then your whole life becomes this downward spiral of having to cope with a reality that doesn't align with your ideology because reality is what reality is and your ideology is not accurately framing it.
[01:30:40.640 --> 01:30:46.560]  And so you have to compensate for the cognitive dissonance by coping psychologically and then you'll wind up...
[01:30:48.910 --> 01:31:01.430]  And having to make videos to justify it when people call you gay because, look, I'm telling you, the left path, the left fork of the road is ugly for anyone who walks it.
[01:31:01.609 --> 01:31:05.229]  The only people that it serves are the globalist elite.
[01:31:06.310 --> 01:31:08.689]  But AOC, I guess, is just too dumb to realize this.
[01:31:08.770 --> 01:31:11.409]  This is clip number 36, yet another example of AOC being a moron.
[01:31:12.369 --> 01:31:41.289]  And I want you to understand, I want everyone to understand, that tax cuts, First of all,
[01:31:41.430 --> 01:31:45.210]  AOC, you don't even need taxes because you're hijacked government.
[01:31:45.529 --> 01:31:49.529]  Has been simply printing the money that it spends anyway.
[01:31:50.510 --> 01:31:52.170]  So you don't even need tax revenue.
[01:31:53.489 --> 01:32:04.789]  Second of all, if your taxes, if the tax cuts are going to some billionaire's G-Wagon, that doesn't even make sense because billionaires don't have income.
[01:32:05.069 --> 01:32:08.130]  They don't pay income tax, they pay capital gains tax.
[01:32:09.670 --> 01:32:15.800]  They're not billionaires because they have a salary, they're billionaires because they own Billions of dollars of shares of stock.
[01:32:16.159 --> 01:32:18.039]  And when they sell the stock, that's when they get paid.
[01:32:18.159 --> 01:32:19.420]  And there's no income tax for that.
[01:32:19.520 --> 01:32:20.979]  There's just capital gains tax.
[01:32:21.659 --> 01:32:28.628]  So when we talk about lowering income tax, the people that it helps are the people paying income tax, which is the middle class.
[01:32:28.719 --> 01:32:36.809]  And I don't know.
[01:32:36.960 --> 01:32:38.779]  Honestly, I think she just doesn't get it.
[01:32:38.840 --> 01:32:40.659]  I don't really get the sense from her that she's a bad person.
[01:32:40.800 --> 01:32:42.239]  I think she's just an idiot.
[01:32:44.320 --> 01:32:45.819]  But she's not calling the shots.
[01:32:46.159 --> 01:32:52.220]  She was literally interviewed by a committee and hired to run for office, selected.
[01:32:52.439 --> 01:32:55.979]  She was selected to run for office and be the representative that she is.
[01:32:56.159 --> 01:32:57.439]  She follows orders.
[01:33:00.340 --> 01:33:08.000]  And she came in with a video about a year ago, I think you guys might remember it, where she highlighted all the things that she had accomplished and she'd been in Congress.
[01:33:08.359 --> 01:33:12.319]  And it was like a three-minute video that she had pinned to the top of her account for a long time.
[01:33:12.670 --> 01:33:16.430]  Where she went on for three minutes and said absolutely nothing whatsoever.
[01:33:18.970 --> 01:33:21.170]  So she's not a mastermind behind this.
[01:33:21.310 --> 01:33:24.609]  It's the Bill Gates's, the Soros's.
[01:33:24.710 --> 01:33:33.250]  In fact, let's look at clip number 103. Number 103 is Tucker Carlson talking about how Soros has been funding the cartels.
[01:33:33.409 --> 01:33:35.550]  This is a conversation he had recently with Ken Paxton.
[01:33:35.630 --> 01:33:36.529]  Let's watch 103, please.
[01:33:37.700 --> 01:33:43.640]  Every big construction site in this country has prostitution run by the cartels, often of children.
[01:33:43.880 --> 01:33:45.199]  I don't see anyone doing anything about it.
[01:33:45.319 --> 01:33:46.079]  It makes you wonder.
[01:33:46.220 --> 01:33:50.420]  Mexico is utterly corrupt because of cartel money.
[01:33:50.739 --> 01:33:53.420]  Politicians, judges, journalists, all on the payroll.
[01:33:53.539 --> 01:33:55.159]  You see this in other Latin American countries.
[01:33:55.340 --> 01:33:56.760]  Our politicians are not that expensive.
[01:33:56.939 --> 01:33:58.760]  You could do that in a state like Texas, right?
[01:33:58.880 --> 01:34:00.159]  George Soros has figured this out.
[01:34:00.279 --> 01:34:02.319]  He's gone in and elected DAs in Democratic counties.
[01:34:02.579 --> 01:34:04.960]  Austin, Houston, Dallas, San Antonio.
[01:34:05.159 --> 01:34:07.220]  So 70% of our population control.
[01:34:08.019 --> 01:34:13.079]  He went in and knocked off Democratic DAs because we can't get elected Republicans in those areas.
[01:34:13.319 --> 01:34:17.539]  So he went in and knocked off DAs who were actually prosecuting and replaced them with Soros DAs.
[01:34:17.619 --> 01:34:19.100]  Our legislature could fix that.
[01:34:19.220 --> 01:34:19.800]  They haven't.
[01:34:19.880 --> 01:34:23.560]  They could come in and say, AG, you have concurrent jurisdiction to go after these crimes.
[01:34:23.720 --> 01:34:27.680]  But because they haven't done that, crime is proliferating in all of our cities.
[01:34:27.800 --> 01:34:30.500]  Financial crimes, other types of crimes, they will not prosecute crimes.
[01:34:30.619 --> 01:34:32.520]  And so the cartels have an open invitation.
[01:34:32.739 --> 01:34:34.619]  So do other cartels from other countries.
[01:34:35.470 --> 01:34:37.869]  You see how that's a sophisticated scheme right there?
[01:34:38.829 --> 01:34:45.250]  That's a Soros scheme right there, buying up the media, buying up the DAs, and he's been doing it for decades, and he's had brilliant success.
[01:34:45.630 --> 01:34:53.010]  Now Alex Jones, not Alex Jones, now Alex Soros is taking over the George Soros empire, and it's just continuing on in the same path.
[01:34:53.369 --> 01:34:55.189]  And it's not just Soros, it's Bill Gates.
[01:34:55.329 --> 01:34:57.529]  Bill Gates is another example of an evil genius.
[01:34:57.979 --> 01:35:08.020]  Who is weaponizing a political class of middle management like AOC to manifest, conduct, execute, and actualize a much more sophisticated conspiracy.
[01:35:08.020 --> 01:35:14.439]  So it looks stupid because the only people we really see talking about it are the idiots executing it.
[01:35:14.520 --> 01:35:21.819]  But it's actually an incredibly brilliant conspiracy to conglomerate all political power into a political class worldwide.
[01:35:21.819 --> 01:35:31.750]  Let's look at 40. Are we really going to make it from a fossil-based fuel society into a renewable society?
[01:35:31.750 --> 01:35:35.149]  Where do you see the new real breakthroughs?
[01:35:35.229 --> 01:35:51.670]  Well, the rich countries have to play a central role, both funding R&D and having policies, in some cases carbon taxes, will be used to drive the demand for these clean products.
[01:35:52.199 --> 01:36:18.680]  And only by doing that in an aggressive way will the economic costs be brought down enough that we can turn to all the middle-income countries and say, okay, change your whole cement industry, change your whole steel industry, and yet it's not holding you back from your economic growth.
[01:36:19.599 --> 01:36:23.779]  The number of companies working on these things is very exciting.
[01:36:25.020 --> 01:36:26.779]  And some of them will fail.
[01:36:27.020 --> 01:36:28.239]  A lot of them will fail.
[01:36:28.840 --> 01:36:37.039]  But we only need a reasonable number, a few dozen of them, to make it through.
[01:36:37.159 --> 01:36:38.739]  And that's what we have to accelerate.
[01:36:39.079 --> 01:36:40.619]  Human ingenuity is great.
[01:36:40.960 --> 01:36:43.140]  We create the right incentive system.
[01:36:44.990 --> 01:36:49.170]  Private sector companies engaged in this in a deep way.
[01:36:49.930 --> 01:36:52.850]  That's what the solution looks like.
[01:36:53.409 --> 01:36:58.510]  And you gotta keep in mind that all this climate stuff is totally a scam.
[01:36:58.930 --> 01:37:01.710]  Now, I don't doubt that the climate changes naturally.
[01:37:01.869 --> 01:37:02.829]  In fact, I know that it does.
[01:37:03.390 --> 01:37:07.329]  Cycling in and out of dark ages and ice ages naturally happens.
[01:37:07.510 --> 01:37:12.590]  I don't even doubt that human beings, through their actions, can have some impact on the climate.
