# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:31.280 --> 00:00:32.859]  Tomorrow's news today.
[03:08:04.159 --> 03:08:07.280]  The United States basically accepted a new definition of national security.
[03:08:07.600 --> 03:08:19.200]  And instead of trying to preserve the Constitution, they decided that no American dies from terrorism, which is sort of just the camel's nose under the tent, to be able to do ubiquitous surveillance of all people and do all kinds of crazy things, including looking to you.
[03:08:19.280 --> 03:08:20.319]  And of course, look into me.
[03:08:20.559 --> 03:08:30.079]  And I actually just had Elon Musk announce, I think, yesterday or the day before, that they won a court case about a gag order that they had investigating me and Garrett O'Boyle, another FBI whistleblower.
[03:08:30.159 --> 03:08:31.280]  So, we know they've weaponized it.
[03:08:31.520 --> 03:08:32.079]  Well, that's huge.
[03:08:32.159 --> 03:08:32.639]  I didn't know that.
[03:08:32.719 --> 03:08:34.239]  Oh, Elon Musk intervened in my case.
[03:08:34.399 --> 03:08:36.319]  Democrats trying to shut me down six months ago.
[03:08:36.479 --> 03:08:37.120]  What happened with you?
[03:08:38.639 --> 03:08:43.200]  So, this is an ongoing case, and we may have talked about it previously, but they didn't actually put our names out there.
[03:08:43.360 --> 03:08:44.879]  It's in Elon's timeline at the moment.
[03:08:45.120 --> 03:08:49.280]  The crazy piece was that essentially the FBI started investigating.
[03:08:49.360 --> 03:08:51.200]  They took information to a grand jury.
[03:08:51.520 --> 03:08:58.799]  And not only did they look at my Gmail, which you and I have talked about, they also went looking for my social media, which I didn't start until after I left the FBI.
[03:08:58.879 --> 03:09:01.040]  And there's a really good separation between there.
[03:09:01.360 --> 03:09:04.159]  They went after all of that for some criminal case.
[03:09:04.239 --> 03:09:05.040]  It's not real clear to me.
[03:09:05.120 --> 03:09:06.319]  They didn't tell me what it was.
[03:09:06.639 --> 03:09:20.399]  And Elon Musk and X Corporation fought it in DC of all places, and actually just won in the Court of Appeals there, that they would be able to notify guys like me, guys like you, should the FBI go after there and request some of their social media.
[03:09:20.879 --> 03:09:25.680]  They just recently got notified after the fact from Google of new criminal investigations against us.
[03:09:26.319 --> 03:09:26.959]  Exactly right.
[03:09:27.120 --> 03:09:27.200]  Yeah.
[03:09:27.520 --> 03:09:31.040]  So what they would normally do is they would put a gag order on it while they're investigating.
[03:09:31.280 --> 03:09:32.479]  They wouldn't tell you about it.
[03:09:32.639 --> 03:09:40.159]  What this Circuit Court of Appeals decision in D.C. said was that X Corporation actually has the right to go out there and notify us in real time.
[03:09:40.399 --> 03:09:48.879]  If the FBI requests our information through a subpoena, that the government either has to provide significant information to keep it under wraps or they have to tell us about it.
[03:09:49.200 --> 03:09:52.079]  Or at least the corporation has the ability to tell us about it.
[03:09:52.399 --> 03:09:54.239]  And there's certain companies that have been really good about it.
[03:09:54.479 --> 03:09:56.719]  X has been good about trying to push forward for this.
[03:09:56.879 --> 03:09:58.799]  Of all things, T-Mobile was really, really good.
[03:09:58.959 --> 03:10:05.040]  If you ever lapsed for like a day in your paperwork on keeping something under wraps, they would go, including national security stuff.
[03:10:05.120 --> 03:10:07.040]  T-Mobile would notify their customers right away.
[03:10:07.200 --> 03:10:09.280]  So I don't know why they're the one, but they're the one that did.
[03:10:09.680 --> 03:10:11.840]  So for whatever it's worth, that's kind of an interesting thing.
[03:10:12.399 --> 03:10:19.200]  That second changeover, I think, happened probably in mid to late 2016 at the tail end of the Obama administration.
[03:10:19.520 --> 03:10:21.680]  They actually authorized something that most people are not aware of.
[03:10:21.760 --> 03:10:25.280]  They updated the national security collection priorities.
[03:10:25.440 --> 03:10:28.000]  It's under Executive Order 12333.
[03:10:28.719 --> 03:10:31.040]  And it allowed the FBI for the first time.
[03:10:31.280 --> 03:10:33.280]  So when I joined the FBI, this was already in effect.
[03:10:33.520 --> 03:10:40.000]  But for the first time in either September or October of 2016, the FBI got raw FISA material.
[03:10:40.319 --> 03:10:44.079]  And that was the lead up to why Crossfire Hurricane was so wild.
[03:10:44.559 --> 03:10:51.680]  They were allowed to basically take the NSA's database, which was constantly doing collections, but the NSA doesn't have any enforcement arm.
[03:10:51.760 --> 03:10:56.959]  They're just people that are looking, reading, assessing, and putting out reports on what they think is going on, you know, aggregating.
[03:10:57.200 --> 03:11:00.079]  But you're not giving investigators without warrants, whatever they want.
[03:11:00.399 --> 03:11:01.200]  That's exactly right.
[03:11:01.440 --> 03:11:08.799]  And not only are they investigators without warrants, but they're people who have the ability to construct a criminal case if they see criminal activity because they have all construction in there.
[03:11:09.120 --> 03:11:09.760]  Exactly it.
[03:11:09.920 --> 03:11:10.239]  Yep.
[03:11:10.399 --> 03:11:12.000]  So that's the scariest thing that can happen.
[03:11:12.559 --> 03:11:15.120]  And the stuff that happened in Crossfire Hurricane, it hasn't been rectified.
[03:11:15.200 --> 03:11:16.399]  Like nobody really, like nobody really.
[03:11:16.639 --> 03:11:19.360]  So by the grace of God, how have you and I not been indicted?
[03:11:19.440 --> 03:11:20.879]  Because we don't obviously do anything wrong.
[03:11:21.120 --> 03:11:23.840]  I've got FBI guys, CIA caught on undercover tapes.
[03:11:23.920 --> 03:11:25.440]  Oh, we investigated for a decade, couldn't find anything.
[03:11:25.600 --> 03:11:31.360]  Well, no kidding, but it still doesn't mean I'm not nervous because they've indicted a lot of innocent people, Kyle.
[03:11:32.639 --> 03:11:33.680]  No, you're exactly correct.
[03:11:33.760 --> 03:11:36.479]  And look, this is something that you got two options, Alex.
[03:11:36.559 --> 03:11:39.360]  And I think we probably both laid it on the same option.
[03:11:39.600 --> 03:11:44.000]  Option one is you walk around paranoid every day and you eventually lose your mind because you're looking over your shoulder.
[03:11:44.159 --> 03:11:45.920]  You think the government's coming for you at any moment.
[03:11:46.159 --> 03:11:51.040]  You know, my wife and I had the same conversation that probably everybody would when we went public with our whistleblower story.
[03:11:51.280 --> 03:11:53.440]  She goes, you know, are the Clinton desk squads coming for us?
[03:11:53.520 --> 03:11:55.360]  And I laughed it off and we both kind of chuckled.
[03:11:55.440 --> 03:11:57.440]  Then I put a rifle next to my bed before I went to sleep.
[03:11:57.680 --> 03:11:59.680]  And then the next day, I started getting text messages from my buddies.
[03:11:59.840 --> 03:12:01.920]  They're like, hey, man, have you insulated?
[03:12:02.239 --> 03:12:03.920]  Do you have tripwires around your property?
[03:12:04.079 --> 03:12:06.639]  And I started going like, crap, like, is this really a probability?
[03:12:06.879 --> 03:12:09.920]  You can sit there and fixate on that and you can go down all the rabbit holes.
[03:12:10.079 --> 03:12:11.600]  And I'm a former surveillance guy.
[03:12:11.680 --> 03:12:14.559]  I did that for three years, watching bad guys out in the wild.
[03:12:14.879 --> 03:12:19.920]  And when you do that, you get good at one, being a surveillance guy, two, seeing other people do surveillance.
[03:12:20.079 --> 03:12:22.639]  And the more good you are at it, sometimes you see what we call ghosts.
[03:12:22.879 --> 03:12:25.680]  You go out there and you think somebody's surveilling you because they're doing something.
[03:12:26.000 --> 03:12:31.200]  And if you don't watch them long enough to see them do whatever the normal activity was, you might think that you're being followed.
[03:12:31.280 --> 03:12:32.319]  And you eventually kind of lose it.
[03:12:32.399 --> 03:12:35.760]  You have to have the effect of constantly going, I better be good when I'm not doing anything wrong.
[03:12:35.920 --> 03:12:38.799]  I'm like, even though I know I'm not bad, I'm still like, I got to be really good.
[03:12:38.879 --> 03:12:39.760]  I got to be really good.
[03:12:40.079 --> 03:12:42.799]  And I'm like, you know, doing a good job, accountants, right?
[03:12:42.879 --> 03:12:44.319]  You're making sure I'm overpaying taxes, right?
[03:12:44.399 --> 03:12:49.200]  You know, it's, it's, it's, it's, it's a, but away from us at the micro, let's go to the macro here.
[03:12:49.520 --> 03:12:57.520]  Your general assessment, which has been dead on so far, you know, you were saying Trump and all of them are being set up with bad advice.
[03:12:57.840 --> 03:13:00.079]  How the hell did they get him 18 days ago to come out?
[03:13:00.399 --> 03:13:01.360]  You and I said day one.
[03:13:01.520 --> 03:13:02.639]  You came on like day two of it.
[03:13:02.799 --> 03:13:04.239]  We said, no, he's behind it.
[03:13:04.559 --> 03:13:05.440]  You were like, are you sure?
[03:13:05.520 --> 03:13:06.000]  I said, yeah.
[03:13:06.159 --> 03:13:07.520]  He came out and said, yeah, I'm behind it.
[03:13:07.840 --> 03:13:10.239]  How would they get him to Streisand effect like this?
[03:13:10.559 --> 03:13:13.200]  And then now he's partially backed off.
[03:13:13.440 --> 03:13:17.680]  Now the Democrat judge doesn't want the Epstein stuff released in the first case.
[03:13:18.479 --> 03:13:24.399]  From all your sources and your just overall gestalt of this dead recording, Kyle Serafin, you've been really accurate so far.
[03:13:24.559 --> 03:13:27.360]  I know you're speculating, but maybe you're not from sources.
[03:13:27.760 --> 03:13:31.280]  I haven't talked to you than text in a week.
[03:13:31.600 --> 03:13:32.799]  What is going on with Trump?
[03:13:32.879 --> 03:13:35.680]  And now the congressional hearings, the Republicans are coming now.
[03:13:36.639 --> 03:13:37.840]  What is going on?
[03:13:38.719 --> 03:13:40.639]  It seems like they're trying to throw a wet blanket on it.
[03:13:40.879 --> 03:13:43.840]  It seems like they said, hey, we're going to give you, look, remember the first time that they did this.
[03:13:43.920 --> 03:13:45.440]  They came out and said, give us a couple of weeks.
[03:13:45.520 --> 03:13:46.959]  We're going to give you this wave of transparency.
[03:13:47.440 --> 03:13:49.440]  In a couple of days, you're going to see all this stuff.
[03:13:49.760 --> 03:13:54.799]  Now we're promising four months ago to be privately, then three months ago on air, we're not getting Epstein files.
[03:13:55.120 --> 03:13:59.440]  It just was obvious to me because they were extending the deadline and they were trying to run out the clock.
[03:13:59.520 --> 03:14:00.559]  I mean, they're treating this in some ways.
[03:14:00.719 --> 03:14:06.799]  You got a lot of media people in Trump's orbit, a lot of media people in Trump's cabinet and the sub-cabinet people, you know, Bongino is a media guy.
[03:14:06.959 --> 03:14:08.319]  Patel is a media person.
[03:14:08.559 --> 03:14:12.559]  Even Bondi has a sense of being on Fox enough times that she understands what the media cycle is like.
[03:14:12.719 --> 03:14:18.559]  And if you can get people to just pay attention to something else, if you can do it like a laser pointer where you just shine the dot somewhere else and people attack you.
[03:14:18.959 --> 03:14:22.399]  So the big question is, why did Trump try to gaslight us?
[03:14:22.959 --> 03:14:27.440]  I think that they overestimated the play that they had because you've got people that are very popular.
[03:14:27.680 --> 03:14:33.200]  You had folks from both sides of the aisle, whether it be an RFK Jr., you had a Tulsi Gabbard, you know, convert from the Democrat side.
[03:14:33.360 --> 03:14:36.079]  You've got guys like Dan Bongino out there messaging about Epstein.
[03:14:36.159 --> 03:14:39.200]  When you have those people, they have a cult of following where people trust them.
[03:14:39.360 --> 03:14:42.000]  And I think they overestimated how much trust these people had.
[03:14:43.680 --> 03:14:51.680]  I think they just missed the boat on how much Americans are not satisfied with our institutions, that we don't give anybody a carte blanche.
[03:14:51.760 --> 03:14:55.040]  By the way, the way that you get credibility in any space and you do it and I do it.
[03:14:55.120 --> 03:14:56.479]  And I know Dan Boncino used to do it.
[03:14:56.639 --> 03:14:57.920]  You tell people, don't trust me.
[03:14:58.159 --> 03:14:59.040]  Trust the results.
[03:14:59.280 --> 03:15:00.959]  Go look for the quote unquote receipts.
[03:15:01.040 --> 03:15:03.360]  Go find the documents, the paperwork that backs it up.
[03:15:03.680 --> 03:15:13.520]  So, if you're out there telling people that I'm going to show you something and you don't show it to them, and then you do it again and you don't show it to them, at some point in time, we think the musician or the musician doesn't have his trick in order, right?
[03:15:13.600 --> 03:15:14.959]  He's just not able to pull it off.
[03:15:15.280 --> 03:15:18.079]  And so, I think that's why they went for the grand jury information.
[03:15:18.319 --> 03:15:21.440]  They floated that because they know they're not going to get that, not in New York and not in Florida.
[03:15:21.520 --> 03:15:24.879]  It doesn't matter if it's a Trump-appointed judge or a Democrat judge.
[03:15:25.280 --> 03:15:27.600]  And then they say, see, we asked Florida, they didn't.
[03:15:27.840 --> 03:15:35.600]  So what do you make of the Republicans joining Democrats in a vote yesterday to go ahead with subpoenaing the DOJ in Congress?
[03:15:36.239 --> 03:15:42.559]  Which is also irrelevant because, listen, there's a dozen ways, as you know, if you go out and FOIA the FBI, there's a law that says they got to give you stuff.
[03:15:42.799 --> 03:15:48.879]  If you go FOIA stuff from the CIA, they're supposed to give you stuff, but there's 11 different exceptions or 14 different FOIA exceptions.
[03:15:49.040 --> 03:15:49.840]  So they use all of them.
[03:15:49.920 --> 03:15:51.680]  And they're going to do the same thing on the subpoenas.
[03:15:51.760 --> 03:15:53.040]  They're going to claim national security.
[03:15:53.200 --> 03:15:54.719]  They're going to claim ongoing investigation.
[03:15:54.799 --> 03:15:56.000]  They're going to claim sources and methods.
[03:15:56.239 --> 03:16:00.479]  At the end of the day, the files that exist at the FBI belong to the executive branch.
[03:16:00.639 --> 03:16:03.360]  So Congress can say whatever the hell they want and they can't compel it.
[03:16:03.680 --> 03:16:05.200]  Okay, so they're not going to be able to question then.
[03:16:05.360 --> 03:16:08.879]  Why did Trump do the worst possible Stretzand effect?
[03:16:09.680 --> 03:16:10.879]  You predicted it before, Abby.
[03:16:11.040 --> 03:16:12.799]  So they're going to be given bad advice to cover up.
[03:16:14.479 --> 03:16:15.520]  Yeah, there's two possibilities.
[03:16:15.840 --> 03:16:23.280]  Either someone deliberately misled him or he miss, you know, overestimated his ability to pull people with him just on strength of personality.
[03:16:23.680 --> 03:16:24.559]  So why cover it up?
[03:16:24.719 --> 03:16:26.479]  Do you think Trump's done something wrong?
[03:16:27.280 --> 03:16:28.799]  I still don't at the end of the day.
[03:16:28.959 --> 03:16:31.680]  I don't think it's there because I think it would have been leaked a long time ago.
[03:16:31.840 --> 03:16:37.600]  But I do bet that the more that he does this, it more indicates that there's probably some sort of peripheral smear that would go on.
[03:16:37.840 --> 03:16:54.159]  The idea that somebody went in and doctored the documents, Alex, you got to believe two very contradictory things to think that the DOJ altered documents to incriminate Donald Trump, but they didn't alter the documents that would incriminate Brennan and Clapper and Comey and all these guys, that they left evidence laying around to go and get themselves caught.
[03:16:54.319 --> 03:16:55.600]  So that doesn't make any sense to me.
[03:16:55.840 --> 03:17:00.319]  But what could happen is, is Donald Trump is pointed in some unfavorable light.
[03:17:00.639 --> 03:17:06.000]  And simply being associated with this man, Jeffrey Epstein, at this point, it's political kryptonite.
[03:17:06.079 --> 03:17:07.040]  It's, you know, everybody is.
[03:17:07.360 --> 03:17:08.079]  No, I totally agree.
[03:17:08.239 --> 03:17:09.360]  That's what I said two weeks ago.
[03:17:09.840 --> 03:17:10.879]  I figured this out three or four days in.
[03:17:11.040 --> 03:17:11.760]  It was my speculation.
[03:17:11.840 --> 03:17:16.879]  Seeing it, it's a recycle in 2016 that Milani is a hooker, which we know wasn't true.
[03:17:17.200 --> 03:17:19.680]  Under Epstein, a modeling agency, which wasn't true.
[03:17:19.920 --> 03:17:21.680]  The Jane Does that weren't real.
[03:17:22.799 --> 03:17:24.399]  And then Trump goes against the files.
[03:17:24.559 --> 03:17:25.280]  They come back in May.
[03:17:25.360 --> 03:17:27.600]  I think the Wall Street Journal is accurate and say, you're in it.
[03:17:27.760 --> 03:17:30.000]  He just throws a fit and says, shut it down.
[03:17:31.360 --> 03:17:36.000]  Yeah, I think, like I said, touching it is absolutely the worst case scenario.
[03:17:36.319 --> 03:17:39.120]  And he did the worst thing you could do, which would have just been ignoring it.
[03:17:39.360 --> 03:17:40.719]  Unfortunately, he started talking about it.
[03:17:40.799 --> 03:17:41.360]  He called people weak.
[03:17:41.680 --> 03:17:48.639]  Keene and I said that three months ago when Bongino and Patel, dear in the headlights, look like hostages go on TV.
[03:17:48.799 --> 03:17:50.959]  And I said then, that's Trump ordering him to do that.
[03:17:51.200 --> 03:17:57.440]  I mean, they'd already, well, we now know in May when they did that, they had brought the files back and said, sir, your enemy.
[03:17:57.520 --> 03:18:00.719]  And they dutiful soldiers went out and did that.
[03:18:01.520 --> 03:18:02.399]  So now we pretty much know that.
[03:18:02.559 --> 03:18:03.760]  You know what the worst thing is, though, Alex?
[03:18:03.920 --> 03:18:10.000]  The worst is, is that apparently Pam Bondi didn't get that message because she was out there touting it over and over again about the tens of thousands of hours.
[03:18:10.079 --> 03:18:12.479]  And, you know, there is material there, whether you like it or not.
[03:18:12.719 --> 03:18:13.920]  I've talked to my guys after the fact.
[03:18:14.000 --> 03:18:14.639]  They're not political.
[03:18:14.719 --> 03:18:17.360]  They're not, they're not, there's, there's material that exists.
[03:18:17.680 --> 03:18:24.079]  But a lot of the stuff that they were doing was using AI to scrub through and try to like redact victim names and so on and so forth.
[03:18:24.239 --> 03:18:26.879]  So they were trying to do the thing that is required by federal law.
[03:18:27.200 --> 03:18:29.120]  And Bondi was out there promising something.
[03:18:29.360 --> 03:18:38.079]  You could tell that when Patel and Bongino were on Fox News, the multiple interviews, both together and separately, neither of them wanted to touch it because they knew what the marching orders were.
[03:18:38.239 --> 03:18:39.520]  They knew they weren't supposed to talk about it.
[03:18:39.600 --> 03:18:43.840]  And they knew at the end of the day, they were going to really disappoint a podcast audience and people that they've been talking to for years.
[03:18:44.079 --> 03:18:44.159]  Sure.
[03:18:44.239 --> 03:18:46.879]  That's why the body language was like they were walking a plank.
[03:18:46.959 --> 03:18:47.760]  So that's right.
[03:18:47.920 --> 03:18:49.520]  It's almost endearing of Trump, though.
[03:18:49.600 --> 03:18:50.399]  And I'm not an apologist.
[03:18:50.479 --> 03:18:52.879]  I'm telling you that early thing, that it's so badly coordinated.
[03:18:52.959 --> 03:18:53.840]  Who's really a cover up?
[03:18:54.000 --> 03:18:56.000]  It wouldn't be such a Keystone cop.
[03:18:57.360 --> 03:18:58.639]  That's a good argument.
[03:18:59.440 --> 03:19:01.120]  I like to think that Trump is smarter than that.
[03:19:01.280 --> 03:19:02.559]  I mean, he's the oldest he's ever been.
[03:19:02.639 --> 03:19:03.760]  So we got to be honest about that.
[03:19:03.920 --> 03:19:05.040]  People do make mistakes.
[03:19:05.280 --> 03:19:08.159]  They do mis, you know, misread the room on occasion.
[03:19:08.319 --> 03:19:09.200]  Everyone's done it.
[03:19:09.760 --> 03:19:10.959]  So he could do that.
[03:19:11.280 --> 03:19:12.959]  You'd think that he's got smarter people around him.
[03:19:13.200 --> 03:19:14.799]  So can Trump tell you from this?
[03:19:15.120 --> 03:19:18.000]  And then what would be the right thing for Trump to do?
[03:19:18.319 --> 03:19:19.600]  The right thing is still the right thing.
[03:19:19.920 --> 03:19:21.680]  It was the same right thing that it should have been a long time ago.
[03:19:21.760 --> 03:19:23.520]  They should have a press conference with the right people.
[03:19:23.680 --> 03:19:24.879]  You should have Bongino and Patel.
[03:19:25.040 --> 03:19:26.000]  You should have Bondi there.
[03:19:26.159 --> 03:19:28.319]  You should probably bring in the evidence technicians that grabbed it.
[03:19:28.559 --> 03:19:33.440]  You should bring in people from previous administrations if they're willing to come down and do it as long as it takes.
[03:19:33.600 --> 03:19:34.319]  A couple hours.
[03:19:34.799 --> 03:19:38.319]  Have the Office of General Counsel sit there and vet in and out of bounds.
[03:19:38.479 --> 03:19:40.319]  We can't talk about this because of the following reasons.
[03:19:40.559 --> 03:19:43.360]  But let people ask all the questions they have and let them wear it out.
[03:19:43.520 --> 03:19:45.680]  It's the same thing you do when your kid's throwing a temper tantrum.
[03:19:45.760 --> 03:19:46.479]  You let them wear it out.
[03:19:46.559 --> 03:19:47.360]  It's like, okay, fine.
[03:19:47.520 --> 03:19:48.399]  Bring all your questions.
[03:19:48.559 --> 03:19:50.239]  We're going to be as transparent as humanly possible.
[03:19:50.319 --> 03:19:51.760]  We're going to put all the people in front of you.
[03:19:52.000 --> 03:19:53.440]  You're not going to want to air this whole thing.
[03:19:53.520 --> 03:19:54.959]  It's going to be boring television.
[03:19:55.280 --> 03:19:57.440]  And we're going to tell you yes, no, in and out of bounds.
[03:19:57.520 --> 03:19:58.799]  Here's the evidence tech that gathered it.
[03:19:58.879 --> 03:20:00.000]  Here's the person that checked it in.
[03:20:00.239 --> 03:20:02.079]  Here's the agent that did the interviews.
[03:20:02.319 --> 03:20:02.959]  This is what they saw.
[03:20:03.040 --> 03:20:03.760]  This is what they didn't see.
[03:20:03.920 --> 03:20:05.040]  There are no co-conspirators.
[03:20:05.120 --> 03:20:08.079]  There are some, but they were not implicated in any meaningful way.
[03:20:08.319 --> 03:20:11.680]  We couldn't get a positive ID on someone we thought might have been involved, whatever.
[03:20:12.639 --> 03:20:13.120]  That's the problem.
[03:20:13.280 --> 03:20:15.760]  Trump never apologizes or admits he's wrong.
[03:20:15.840 --> 03:20:17.200]  It's also part of his strength.
[03:20:17.520 --> 03:20:22.319]  But he has to understand that when he came out and attacked his constituents and said, you're not part of MAGA if you do this.
[03:20:22.559 --> 03:20:23.440]  There's nothing here.
[03:20:23.680 --> 03:20:25.520]  He's come out and say, hey, I want to clarify.
[03:20:25.840 --> 03:20:27.440]  I'm not saying Epstein wasn't bad.
[03:20:27.600 --> 03:20:33.520]  I'm saying that all this hype of me connected and all this other stuff, that is another Democrat hoax.
[03:20:34.000 --> 03:20:38.719]  He needs to do that because that slap in the face with his constituents is not going away.
[03:20:39.040 --> 03:20:39.520]  I agree.
[03:20:39.760 --> 03:20:43.920]  Again, the two people that are running the Bureau right now went out and talked about it a lot for several years.
[03:20:44.079 --> 03:20:45.120]  I think that's problematic.
[03:20:45.280 --> 03:20:48.000]  And then they got on the right sheet of music when they started working there.
[03:20:48.079 --> 03:20:52.799]  Maybe they looked in and said, holy crap, we convicted a woman of crimes that happened 21 years ago.
[03:20:52.959 --> 03:20:54.399]  We have no evidence of it continuing.
[03:20:54.559 --> 03:20:55.120]  Maybe that's the case.
[03:20:55.200 --> 03:20:56.079]  Like, you know, I don't know.
[03:20:56.319 --> 03:20:57.600]  We haven't seen the entire thing.
[03:20:57.920 --> 03:21:06.159]  And then you have an attorney general that was actually throwing more gasoline on the fire saying that, you know, the list is on my desk and I'm about to release it and you're going to be shocked and humahi and said the whole thing.
[03:21:06.399 --> 03:21:10.799]  So you've created this bizarre, like left hand's not explaining to the right hand what the play is.
[03:21:10.959 --> 03:21:13.120]  And so they've played against each other and you got chaos.
[03:21:13.200 --> 03:21:14.719]  And I know it's upset people like Owen.
[03:21:14.879 --> 03:21:15.920]  It upset me looking at it.
[03:21:16.079 --> 03:21:18.159]  It just looks like it's very poorly planned.
[03:21:18.479 --> 03:21:19.920]  Maybe that's the genius of it, Alex.
[03:21:20.000 --> 03:21:20.479]  Maybe you're right.
[03:21:20.799 --> 03:21:22.879]  Or maybe they just screwed up, which happens.
[03:21:23.200 --> 03:21:24.399]  No, I don't think it's genius.
[03:21:25.680 --> 03:21:33.200]  I mean, all I know is it sucked all the oxygen out of the room for everything else that's going on and people are not letting it go.
[03:21:33.440 --> 03:21:38.879]  When people are told, shut up, it doesn't go away.
[03:21:39.520 --> 03:21:40.719]  We're going to go to break either.
[03:21:41.280 --> 03:21:41.520]  Go ahead.
[03:21:41.680 --> 03:21:44.479]  Yeah, I was going to say, you can't make it go away because there's three things that are involved.
[03:21:45.040 --> 03:21:49.360]  It's the instinct that there's injustice and that the rich and the elite have a different sense of justice.
[03:21:49.680 --> 03:21:54.319]  The idea that there may be corruption and people who are very powerful have access to tools or government.
[03:21:54.639 --> 03:21:56.159]  And the last thing is that you've hurt children.
[03:21:56.479 --> 03:22:04.719]  And so when you put hurting kids, corruption, and elite tiers of justice put together, all of those things are, you can't take that away.
[03:22:04.879 --> 03:22:07.920]  You can't make Americans unsee that after you've been talking about it for years.
[03:22:08.159 --> 03:22:09.360]  So they're not going to just let it go.
[03:22:10.879 --> 03:22:13.120]  So when we come back, I want to move into other subjects.
[03:22:13.680 --> 03:22:17.280]  We have the Democrats with Republicans voting to subpoena all this.
[03:22:17.920 --> 03:22:22.239]  And we have this becoming even a bigger issue if that's possible.
[03:22:22.719 --> 03:22:28.959]  And then we have all these other activities and things that Trump is saying and doing.
[03:22:30.399 --> 03:22:36.399]  I want to talk to you about how you see this ending or there's any way to get out of this.
[03:22:36.479 --> 03:22:42.639]  Because even Rasmussen polling, who's very respected, said this has already hit Trump massive point loss for the Republican Party.
[03:22:42.879 --> 03:22:52.559]  By and large, the things that you buy for like wellness or lifestyle or just like, you know, you don't want to feel like detoxification support, those are all very potent antioxidants.
[03:22:52.639 --> 03:22:58.879]  Like everything that we sell, like what's in this ultimate life force formula, the NAC in here is a precursor to glutathione.
[03:22:59.040 --> 03:23:00.000]  It's the precursor.
[03:23:00.159 --> 03:23:03.840]  They tried to take that off Amazon during the pandemic because it's so effective at what it does.
[03:23:04.088 --> 03:23:05.578]  It's incredible for lung health.
[03:23:05.599 --> 03:23:13.200]  But you look at that ingredient, you look at other So your body uses it as fuel to break down.
[03:23:13.280 --> 03:23:17.440]  It breaks down the NAC and then it turns it into the master antioxidant for your whole body.
[03:23:17.920 --> 03:23:20.799]  And if you don't have the NAC, you can't produce it for as much.
[03:23:21.120 --> 03:23:21.360]  I see.
[03:23:21.520 --> 03:23:21.760]  I see.
[03:23:22.079 --> 03:23:24.479]  So it's the necessary fuel for a very important product.
[03:23:24.719 --> 03:23:27.760]  But let me drop some gold on the Rumble chat.
[03:23:28.000 --> 03:23:31.600]  You can take this stuff, you can take 1,000 milligrams of L-tyrozine.
[03:23:31.840 --> 03:23:34.799]  You'll increase your dopamine synthesis by about 30% in your brain.
[03:23:35.040 --> 03:23:35.760]  What's the benefit of that?
[03:23:35.920 --> 03:23:39.040]  You have more dopamine because it's more fuel for the dopamine process.
[03:23:39.200 --> 03:23:41.680]  So you have more energy, more focus, more clarity, more motivation.
[03:23:41.840 --> 03:23:46.319]  Is dopamine specifically linked to focus or is it also linked to things like just happiness?
[03:23:46.559 --> 03:23:47.920]  I'm sure you can make an argument for both.
[03:23:48.559 --> 03:23:53.760]  All these things are precursors for cellular processes and processes your body is already going to do.
[03:23:53.840 --> 03:23:55.760]  Like if you go work out, you're going to get a pump.
[03:23:56.000 --> 03:24:02.319]  But if you take the pump supplement, you're going to get a bigger pump because you have more vascular dilation, you have better arterial function.
[03:24:03.200 --> 03:24:07.280]  If you're someone that's got aches and pains, find a solid anti-inflammatory.
[03:24:07.520 --> 03:24:09.680]  I mean, this is for like lung and COVID.
[03:24:09.760 --> 03:24:12.319]  This is really strong, but this is really good for inflammation.
[03:24:12.479 --> 03:24:12.879]  Ultimate life.
[03:24:13.280 --> 03:24:16.079]  Yeah, I mean, the NAC alone and everything else in the formula.
[03:24:16.479 --> 03:24:18.639]  And we have ultimate turmeric as well on the bottom.
[03:24:18.799 --> 03:24:21.200]  Turmeric is a great catch-all.
[03:24:21.520 --> 03:24:28.000]  Like that, that's, if you were going to start with anything and they're kind of on the fence, I would get the turmeric and I would see how you feel.
[03:24:28.318 --> 03:24:37.677]  especially like if you're a Northern European, especially you have sleep apnea, could really possibly, you know, support some oxygen, you know, blood thickness type of stuff.
[03:24:37.948 --> 03:24:43.439]  Thank you.
[03:24:43.440 --> 03:24:48.399]  With certainty, I think we knew it before, in all fairness, Tulsi, but now you have certainty.
[03:24:48.559 --> 03:24:49.920]  She has all the documents.
[03:24:50.000 --> 03:24:51.680]  She has everything that you need.
[03:24:52.000 --> 03:24:59.680]  And she found out that Barack Hussein Obama led a group of people and they cheated in the elections and they cheated without question.
[03:25:00.000 --> 03:25:00.959]  It's not even a quote.
[03:25:01.120 --> 03:25:03.520]  Would you say there's even a little question there, Tulsi?
[03:25:03.760 --> 03:25:04.719]  She says no.
[03:25:05.280 --> 03:25:08.959]  And you found things that nobody thought we'd ever find.
[03:25:09.600 --> 03:25:12.239]  And very happy and very honored to have you with us.
[03:25:12.399 --> 03:25:14.159]  She's right now by far, Speaker.
[03:25:14.319 --> 03:25:16.799]  She's hotter than you right now, Speaker.
[03:25:17.120 --> 03:25:19.920]  She's the hottest person in the room right now, Speaker.
[03:25:20.239 --> 03:25:21.440]  So Tulsi, great job.
