# Transcription model: large-v3
[00:00:27.980 --> 00:00:30.780]  InfoWars. InfoWars.
[02:43:02.299 --> 02:43:06.600]  And honestly, I think this explains why Elon Musk went full MAGA, in part.
[02:43:07.459 --> 02:43:15.459]  Other than Alex Jones, Elon Musk was one of the first people in this space talking about how depopulation was a crisis and the greatest existential threat to humanity.
[02:43:16.100 --> 02:43:17.959]  And remember, early on, I love Steve Bannon.
[02:43:18.000 --> 02:43:19.440]  I think he's a brilliant political analyst.
[02:43:19.638 --> 02:43:27.518]  But for a long time, Steve Bannon did criticize Elon Musk as being a technocrat in the hands of the CCP because of his business deals and his dependence on them.
[02:43:27.557 --> 02:43:42.157]  But if you look at what's happening with this administration and you look at what Elon Musk has been saying for years now, where he's talking about how depopulation is a major crisis and China is facing this depopulation crisis, it's going to implode.
[02:43:42.157 --> 02:43:56.638]  He knows that all the components and materials that he needs to make humans interplanetary, we need to diversify where we source that material and those components if he wants to accomplish his goal.
[02:43:56.638 --> 02:43:58.257]  So he went full MAGA.
[02:44:00.360 --> 02:44:01.040]  Have children.
[02:44:01.430 --> 02:44:05.149]  We need to diversify away from China because they're not going to be able to meet the demand, folks.
[02:44:05.229 --> 02:44:07.270]  Alright, we have a report from Alex Jones.
[02:44:07.430 --> 02:44:08.409]  Then we're going to go to a short break.
[02:44:08.610 --> 02:44:11.389]  And on the other side of that break, I'm going to hit it hard for the final hour of the broadcast.
[02:44:15.530 --> 02:44:23.569]  All right, the Connecticut Supreme Court did what we knew it would do, being bought and paid for by the Democratic Party, and said, we don't care that you've got your appeal.
[02:44:23.670 --> 02:44:30.469]  We don't care that you were found guilty by a judge totally illegally and she violated due process, the right of the press, and the First Amendment cut and dried.
[02:44:31.209 --> 02:44:31.989]  We don't care.
[02:44:32.610 --> 02:44:33.370]  We don't care.
[02:44:34.989 --> 02:44:37.829]  So the Supreme Court doesn't hear that case.
[02:44:37.930 --> 02:44:39.950]  They'll just chase me around forever for this non-existent money.
[02:44:39.989 --> 02:44:41.510]  That's why I laughed at their billion-and-a-half-dollar judgment.
[02:44:41.989 --> 02:44:43.090]  They said, that's not enough.
[02:44:43.149 --> 02:44:43.569]  We want...
[02:44:43.819 --> 02:44:46.340]  2.75 trillion, the GDP of India.
[02:44:46.500 --> 02:44:48.420]  Every time I say that, people think I'm joking until you look it up.
[02:44:48.559 --> 02:44:55.600]  It's all just Wizard of Oz, I'm the Great Mighty Oz, boom, bow before me.
[02:44:56.020 --> 02:45:00.420]  They raised hundreds of millions off me on record, running PR, fundraisers.
[02:45:00.420 --> 02:45:02.020]  They got $4 million in Justice Department money.
[02:45:02.059 --> 02:45:03.899]  Those documents are coming out today on Tucker Carlson.
[02:45:04.079 --> 02:45:06.739]  We're breaking all the actual documents themselves tomorrow.
[02:45:08.780 --> 02:45:11.739]  They sit in the U.S. Treasury Department to try to close the doors.
[02:45:11.940 --> 02:45:14.959]  The court orders repeatedly got caught, had fake auctions, got caught.
[02:45:15.239 --> 02:45:16.319]  And they just don't stop.
[02:45:16.379 --> 02:45:16.959]  They don't stop.
[02:45:18.899 --> 02:45:23.819]  And it's only been the federal court that didn't allow them to do all their shenanigans.
[02:45:23.860 --> 02:45:29.899]  But now if they won't make a deal to do a settlement, which they have always said they don't want money, then it gets kicked back to state court.
[02:45:30.040 --> 02:45:32.299]  And they're in the news saying we want to shut it down to state court.
[02:45:32.579 --> 02:45:34.440]  And then they'll go, we want money.
[02:45:34.479 --> 02:45:36.040]  He won't give us money as if you're dumb.
[02:45:36.680 --> 02:45:38.159]  They want me off the air.
[02:45:38.260 --> 02:45:39.680]  They want to harass me forever.
[02:45:40.059 --> 02:45:42.260]  Well, that's not going to happen.
[02:45:42.340 --> 02:45:45.500]  I'm going to do more podcasts, more interviews, more shows.
[02:45:45.620 --> 02:45:47.360]  It doesn't matter what you do to InfoWars.
[02:45:47.680 --> 02:45:52.479]  And unless you're supporting our sponsor, TheAlexJonesStore.com, then I don't know that they can't shut down.
[02:45:52.659 --> 02:45:53.459]  It's owned by Bigley.
[02:45:54.079 --> 02:45:56.680]  Established company with all sorts of sponsors and shows they sponsor.
[02:45:56.860 --> 02:45:59.479]  We got all sorts of other sponsors and folks that are going to come in.
[02:45:59.860 --> 02:46:04.979]  As long as you support them and get great supplements like the Best Methylene Blue and the Best Irish Sea Moss.
[02:46:05.629 --> 02:46:07.590]  The very best wine selection of Patriot Apparel.
[02:46:07.690 --> 02:46:12.790]  We will have the funds through our sponsor to run the network, to run the system that they own and run.
[02:46:13.569 --> 02:46:16.549]  And that we will just continue on from there.
[02:46:17.090 --> 02:46:19.750]  And I've got all sorts of people offering me jobs and stuff.
[02:46:19.989 --> 02:46:21.569]  But I just, I live in Texas.
[02:46:21.629 --> 02:46:22.430]  My parents live there.
[02:46:22.450 --> 02:46:23.069]  It's where I'm from.
[02:46:23.409 --> 02:46:24.489]  And our crew is there.
[02:46:24.549 --> 02:46:25.329]  We've got a badass crew.
[02:46:26.430 --> 02:46:28.889]  So, we're going to continue on one way or another.
[02:46:28.989 --> 02:46:30.069]  We could be shut down in days.
[02:46:30.850 --> 02:46:31.590]  Probably weeks.
[02:46:32.389 --> 02:46:34.090]  We're going to, we already had a big...
[02:46:34.569 --> 02:46:39.930]  The stuff we're filing, we already filed one lawsuit, is the big Democrat law firm, Paul Weiss.
[02:46:40.209 --> 02:46:44.350]  They just got sanctioned by Trump and confessed to lawfare, but they pulled a fast one.
[02:46:44.770 --> 02:46:58.170]  I guess the negotiator that, you know, told Trump, didn't tell Trump that they wrote off the pro bono $40 million they were going to do as their unofficial fine for what they did, confessing, to suing Trump and suing me.
[02:46:58.229 --> 02:46:59.090]  That's their write-off.
[02:46:59.170 --> 02:47:02.649]  I don't think Trump got told, oh, we're going to write this off as pro bono or...
[02:47:03.129 --> 02:47:04.610]  Trump's like, oh, they got to do pro bono.
[02:47:04.610 --> 02:47:10.510]  He thinks like criminal pro bono, you know, helping people that don't have defense or whatever, or civil pro bono.
[02:47:10.549 --> 02:47:11.309]  No, no, no, no.
[02:47:11.370 --> 02:47:12.870]  It's suing you and me, Trump.
[02:47:14.090 --> 02:47:15.770]  That's what Paul Weiss did.
[02:47:15.870 --> 02:47:16.829]  That's in the court documents.
[02:47:16.909 --> 02:47:19.649]  We're going to get him out on Monday and Tuesday, but I want you to do Tucker.
[02:47:19.889 --> 02:47:20.969]  We have it all filed.
[02:47:21.090 --> 02:47:22.290]  The files are all public.
[02:47:22.549 --> 02:47:24.729]  The Justice Department, $4 million funding it.
[02:47:26.190 --> 02:47:29.069]  It's already out in the public domain, but we put it all together in a big report.
[02:47:30.110 --> 02:47:34.690]  Absolutely scandalous, and they thought because of their big story, I did all this to the families of kids, which I did none of it.
[02:47:35.049 --> 02:47:36.729]  They just raised money off this story.
[02:47:36.829 --> 02:47:39.450]  They're being victimized, and I'm doing this to them so they can play victim and raise money.
[02:47:41.709 --> 02:47:43.629]  It's just totally insane.
[02:47:44.170 --> 02:47:47.309]  And it's all coming out, and they just can't help but keep doubling down.
[02:47:48.190 --> 02:47:51.950]  They just can't stop what they're doing.
[02:47:52.489 --> 02:47:55.829]  And so, serious conspiracy against rights, serious violation.
[02:47:56.780 --> 02:48:00.459]  A very, very serious violation of process violations.
[02:48:02.239 --> 02:48:03.719]  It's just staggering.
[02:48:04.180 --> 02:48:05.020]  Racketeering, in my view.
[02:48:05.799 --> 02:48:06.920]  Thank you for your support.
[02:48:07.180 --> 02:48:07.579]  We're winning.
[02:48:07.700 --> 02:48:08.639]  We're fighting through this.
[02:48:08.819 --> 02:48:11.239]  They just don't know when to quit, and we don't know how to quit.
[02:48:11.639 --> 02:48:13.139]  You know what happens there.
[02:48:13.260 --> 02:48:14.159]  God bless you all.
[02:48:14.159 --> 02:48:26.479]  I mean, look at...
[02:48:26.489 --> 02:48:27.850]  Get gold right now.
[02:48:28.149 --> 02:48:29.549]  Holy mackerel.
[02:48:29.670 --> 02:48:32.389]  I mean, it is up just enormously.
[02:48:32.850 --> 02:48:34.530]  So yeah, I'm pitching it to you right now.
[02:48:34.610 --> 02:48:38.649]  I mean, I'm handing out Gatorade at a marathon.
[02:48:38.989 --> 02:48:41.149]  I mean, I'm handing out ice water in the Sahara.
[02:48:41.530 --> 02:48:50.010]  I mean, it is such a, the top rated, the biggest company, because they're the best, and he's a patriot, and he keeps his show on the air.
[02:48:50.629 --> 02:48:55.110]  Are you, I mean, look, they're getting the most calls and stuff they've ever had.
[02:48:56.279 --> 02:48:57.840]  So, and I knew this was coming.
[02:48:58.540 --> 02:49:01.879]  And I was telling you last year and a half, I said, get in now, get in now.
[02:49:01.959 --> 02:49:03.579]  And you're like, whoa, now it's really luck.
[02:49:03.680 --> 02:49:04.979]  It's going to go up, people.
[02:49:05.040 --> 02:49:08.479]  Or, I'm an upside-down world.
[02:49:08.639 --> 02:49:11.760]  I mean, there's nothing sure in this world but your relationship with Jesus Christ.
[02:49:12.040 --> 02:49:12.559]  All right?
[02:49:13.139 --> 02:49:20.100]  Other than that, though, gold and silver in investments, and I get it, and have had it for emergency backup, a hedge against insanity.
[02:49:21.200 --> 02:49:29.510]  Okay? Here's where all eyes now are on gold and silver.
[02:49:29.670 --> 02:49:32.909]  Because gold went over $3,000 an ounce, it's at an all-time high.
[02:49:33.069 --> 02:49:38.510]  That's a very strong technical and psychological threshold number, that $3,000.
[02:49:38.729 --> 02:49:44.290]  So now that the world is looking at gold, the world is also going to be looking at silver.
[02:49:44.489 --> 02:49:47.790]  So even the massive growth that we've already seen...
[02:49:48.000 --> 02:49:49.840]  I'm guessing it's just the beginning.
[02:49:50.079 --> 02:49:54.579]  Every podcast in the Patriot world has some kind of a gold dealer sponsoring them, right?
[02:49:54.659 --> 02:49:56.340]  It's like, oh, we're selling these shipwrecked coins.
[02:49:56.540 --> 02:49:58.479]  They sell semi-numismatic coins.
[02:49:58.559 --> 02:49:59.319]  They sell rare things.
[02:49:59.399 --> 02:50:00.600]  They sell things with a story.
[02:50:00.840 --> 02:50:04.799]  And I'm warning you, just because gold is good, not all gold is good.
[02:50:04.840 --> 02:50:06.760]  Just because silver is good, not all silver is good.
[02:50:07.180 --> 02:50:15.020]  I've seen literally, Alex, hundreds, hundreds of invoices from people who have purchased from other dealers that have been on these things.
[02:50:15.520 --> 02:50:17.700]  And they're paying $60 to $80 an ounce.
[02:50:17.799 --> 02:50:20.319]  Let me explain how this works because it's not good.
[02:50:20.780 --> 02:50:28.840]  So a dealer will actually commission like the Canadian Royal Mint and people will think, oh, this is a Canadian Royal Mint coin.
[02:50:29.000 --> 02:50:32.520]  No, Canadian Royal Mint makes Canadian Maple Leafs, one ounce.
[02:50:32.620 --> 02:50:41.459]  If you have some kind of a two ounce or one and a quarter ounce wildlife coin that you're paying $60 or $80 an ounce for, here's what happens when you liquidate it.
[02:50:41.850 --> 02:50:45.329]  See, you bought it for $80 an ounce when silver was, let's say, $28.
[02:50:45.850 --> 02:50:48.549]  That's when I was looking at a ton of these invoices.
[02:50:49.170 --> 02:50:51.370]  So what happens when you liquidate it?
[02:50:51.409 --> 02:50:52.889]  You send it to the depository.
[02:50:52.889 --> 02:50:54.549]  The depository says, we don't want this crap.
[02:50:55.090 --> 02:50:57.489]  We're going to give you 4% less than spot.
[02:50:57.590 --> 02:51:00.190]  We're going to melt it down into a coin or a bar.
[02:51:00.389 --> 02:51:04.389]  So you paid $80 and you get the same price as bullion when you liquidate it.
[02:51:04.450 --> 02:51:10.690]  What that tells me is silver really has to move to $80 an ounce for you to break even.
[02:51:11.319 --> 02:51:15.979]  This is the worst stuff, but people love to sell them because they're higher commission.
[02:51:16.239 --> 02:51:17.219]  I don't play that game.
[02:51:17.479 --> 02:51:24.100]  So if you think you've been ripped off on something like that because this story sadly resonates with you, call our office.
[02:51:24.729 --> 02:51:29.469]  And we'll see if we can unwind it for you and do something to get you into a better spot.
[02:51:29.690 --> 02:51:32.129]  You said two weeks ago, I think it'll be above 3,000 in two weeks.
[02:51:32.209 --> 02:51:34.290]  Now it's over 333 right now.
[02:51:34.450 --> 02:51:35.489]  3,033.
[02:51:36.010 --> 02:51:41.889]  Gut level, you're not predicting it, but just as a man, as an economist, where do you think gold is in a month?
[02:51:42.469 --> 02:51:45.809]  3,100 in a month, like in the next three to four weeks.
[02:51:45.850 --> 02:51:49.510]  And then I think it gets to 3,200 by the beginning of the summer.
[02:51:49.569 --> 02:51:51.729]  And we could literally see 4,000.
[02:51:52.190 --> 02:51:55.850]  As momentum starts to gather and as the eyes of the world get on it.
[02:51:55.930 --> 02:52:01.270]  And then silver, you know, probably 50 to 75. People need to call you.
[02:52:01.270 --> 02:52:02.350]  Do a free consultation.
[02:52:02.530 --> 02:52:03.370]  Leave your name and number.
[02:52:03.450 --> 02:52:07.069]  720-605-300-KPM.com forward slash gold.
[02:52:07.290 --> 02:52:08.090]  Do the form.
[02:52:08.170 --> 02:52:08.829]  They'll call you back.
[02:52:09.010 --> 02:52:09.950]  They'll do a free consultation.
[02:52:10.389 --> 02:52:12.309]  They can roll over your IRAs, 401ks.
[02:52:12.430 --> 02:52:13.549]  Do it now, folks.
[02:52:13.950 --> 02:52:15.290]  I only steer you in the right direction.
[02:52:15.510 --> 02:52:16.030]  It's a no-brainer.
[02:52:16.129 --> 02:52:17.450]  Dr. Kirk Elliott, thank you so much.
[02:52:17.549 --> 02:52:17.930]  My pleasure.
[02:52:18.030 --> 02:52:18.350]  See ya.
[02:52:18.430 --> 02:52:19.489]  It's good to be right, isn't it?
[02:52:19.510 --> 02:52:28.340]  Wow. And that takes me to my next question, which is Senator Cory Booker, his 25-plus hour speech on the floor this week.
[02:52:28.379 --> 02:52:32.280]  You actually jumped in at one point to ask him a question to give him a little break from speaking.
[02:52:32.399 --> 02:52:36.299]  I want to play part of his statement back to you and get your reaction on the other side.
[02:52:37.059 --> 02:52:39.200]  I confess that I have been imperfect.
[02:52:39.799 --> 02:52:43.299]  By the way, this is the only time I think anyone ever saw a clip of this.
[02:52:43.558 --> 02:52:48.358]  I confess that the Democratic Party has made terrible mistakes that
[02:52:49.558 --> 02:52:51.667]  given lane to this demagogue.
[02:52:52.670 --> 02:53:03.950]  Do you agree with Senator Booker that the Democratic Party, in his words, gave a lane to President Trump?
[02:53:04.370 --> 02:53:05.909]  Well, I definitely agree with him.
[02:53:05.989 --> 02:53:09.690]  I think we were guilty of not thinking big and not acting big.
[02:53:09.829 --> 02:53:14.629]  One thing that we see, you know, with the Trump administration is you can move the country far and fast.
[02:53:15.340 --> 02:53:17.959]  If you have the courage of your convictions, if you're willing to be bold.
[02:53:18.040 --> 02:53:24.799]  Now, they're being bold in a horribly dangerous, destructive direction, which is really hurting working families.
[02:53:25.200 --> 02:53:29.840]  But that's no excuse for Democrats not being bold in our own ideas and pushing the country forward.
[02:53:30.719 --> 02:53:33.940]  We're going to have to do that, and there's nothing that succeeds like winning.
[02:53:34.180 --> 02:53:36.540]  We just won a big, important race in Wisconsin.
[02:53:36.819 --> 02:53:38.239]  That is a real shot in the arm.
[02:53:38.700 --> 02:53:42.739]  The energy you're seeing now manifest around the country in these mass demonstrations.
[02:53:43.739 --> 02:53:46.479]  Show that, you know, the Democratic Party is waking up.
[02:53:46.659 --> 02:53:53.639]  And I think Cory Booker did a lot to help Democrats in Washington in particular wake up and see these are not normal times.
[02:53:54.000 --> 02:53:57.079]  We're not going to be able to fight what they're doing in a normal fashion.
[02:53:57.719 --> 02:54:07.540]  But in addition to pushing back aggressively and hard and hours in a row like Cory Booker, we're going to have to be pushing hard on our own big ideas.
[02:54:07.760 --> 02:54:08.079]  All right.
[02:54:08.100 --> 02:54:10.659]  Adam Shifty Shifts, can you believe this guy?
[02:54:11.950 --> 02:54:14.110]  He's got the smallest neck I've ever seen.
[02:54:15.950 --> 02:54:17.090]  And the biggest head.
[02:54:17.129 --> 02:54:18.370]  We called him Watermelon Head.
[02:54:18.829 --> 02:54:24.110]  I'd say, how could that big fat face stand on a neck that looked like this finger?
[02:54:24.450 --> 02:54:25.250]  How could it?
[02:54:25.649 --> 02:54:26.889]  It was the weirdest thing.
[02:54:26.930 --> 02:54:29.149]  It's a mystery.
[02:54:29.770 --> 02:54:31.290]  Nobody can understand it.
[02:54:31.829 --> 02:54:34.909]  But he's one of the most dishonest human beings I've ever seen.
[02:54:35.010 --> 02:54:36.950]  And, you know, how we can allow...
[02:54:37.479 --> 02:54:40.659]  People like that to run an office is a shame, but we did.
[02:54:40.819 --> 02:54:42.659]  He was in charge of the witch hunt, you know?
[02:54:42.700 --> 02:54:45.459]  He was in charge of the fake witch hunt with Russia, Russia, Russia.
[02:54:45.760 --> 02:54:47.040]  It was a made-up story.
[02:54:47.799 --> 02:54:48.420]  Made up.
[02:54:48.579 --> 02:54:49.280]  Think of it.
[02:54:49.459 --> 02:54:51.639]  They make up a story, they know it's made up.
[02:54:52.459 --> 02:54:54.879]  It's gone on for a year and a half, two years.
[02:54:55.159 --> 02:54:56.399]  Russia, Russia, Russia.
[02:54:56.420 --> 02:54:57.559]  I knew nothing about it.
[02:54:57.620 --> 02:55:04.700]  The only thing I knew was that I taxed the pipeline that I told you about, that I put all sorts of sanctions and everything else.
[02:55:05.239 --> 02:55:08.120]  They never had a problem like they had with me.
[02:55:08.520 --> 02:55:10.219]  But it was Russia, Russia, Russia.
[02:55:10.420 --> 02:55:12.819]  Constant. As a method of...
[02:55:12.819 --> 02:55:18.920]  What they did is that was the complaint about why she lost an election.
[02:55:19.120 --> 02:55:21.600]  Because Crooked Hillary was expected to win the election.
[02:55:21.920 --> 02:55:24.059]  But they didn't see what we saw.
[02:55:24.139 --> 02:55:26.620]  We saw the biggest crowds in history gathering.
[02:55:26.799 --> 02:55:29.100]  Only superseded by the crowds we just had.
[02:55:29.760 --> 02:55:32.299]  But here's a guy that goes out.
[02:55:32.829 --> 02:55:35.870]  And he goes to an intelligence hearing or whatever you might call it.
[02:55:35.909 --> 02:55:36.909]  And it's supposed to be secret.
[02:55:36.989 --> 02:55:37.670]  He'd walk out.
[02:55:38.170 --> 02:55:45.209]  He'd either make a call off the record, off the record, just crooked Adam Schiff, shifty Schiff.
[02:55:45.790 --> 02:55:46.909]  He's a shifty Adam.
[02:55:47.649 --> 02:55:50.489]  Or he'd just go out blatantly and have a news conference.
[02:55:50.930 --> 02:55:55.770]  And because it had to do with me and my family, he'd go out and have a news conference.
[02:55:56.569 --> 02:56:02.530]  And he said, Now, you've got to remember, he knows it's a hoax because he made it up with Crooked Hillary.
[02:56:02.729 --> 02:56:07.430]  So he knows it's a hoax because we're dealing with human beings on the other side.
[02:56:07.909 --> 02:56:21.809]  He'd say, Donald Trump Jr., the son of the President of the United States, will spend many years in prison because of what he's done with Russia.
[02:56:22.069 --> 02:56:25.270]  Now, think of that statement on a human basis.
[02:56:26.229 --> 02:56:31.170]  Alright, ladies and gentlemen, I am Chase Geiser, your host for the remainder of the Alex Jones Show.
[02:56:31.229 --> 02:56:35.129]  Alex Jones will be back in studio tonight, broadcasting live tomorrow.
[02:56:35.389 --> 02:56:39.590]  Owen Schroyer is coming up in 56 minutes to host the War Room from 3 to 6 p.m. Central.
[02:56:41.010 --> 02:56:49.469]  On the other side of this short break, I'll be breaking down all of the latest news and doing some analysis on some of these crazy clips that you might not have seen, but I found in my feed.
[02:56:49.649 --> 02:56:53.149]  Everything I had planned for the first couple of hours will finally be revealed!
[02:56:53.850 --> 02:56:55.649]  In the remaining hour of The Alex Jones Show.
[02:56:55.709 --> 02:57:05.329]  In the meantime, please go to thealexjonesstore.com and be the reason it's possible for us to broadcast the truth and awaken humanity in the face of all-out satanic assault.
[02:57:05.610 --> 02:57:07.090]  Stay with us for more on the other side.
[02:57:07.129 --> 02:57:09.270]  Go to thealexjonesstore.com right now!
[02:57:11.010 --> 02:57:16.250]  It's time to take a hard, uncomfortable look at violence in the UK.
[02:57:16.549 --> 02:57:16.889]  That's right.
[02:57:17.110 --> 02:57:18.389]  Let's get uncomfortable.
[02:57:18.569 --> 02:57:20.090]  Uncomfortable conversation time.
[02:57:20.569 --> 02:57:22.909]  This is the face of knife crime.
[02:57:23.920 --> 02:57:25.360]  A little white, child!
[02:57:25.620 --> 02:57:26.760]  Oh, wowie-zowie.
[02:57:27.079 --> 02:57:28.399]  I'm so uncomfortable.
[02:57:28.700 --> 02:57:29.819]  So discomforting, yes.
[02:57:30.020 --> 02:57:30.879]  Is this really true?
[02:57:31.100 --> 02:57:39.840]  Not in a statistical sense, or in any kind of relevant spiritual sense, or even in a singular anecdotal sense, but in every other way.
[02:57:40.559 --> 02:57:43.399]  This is the face of knife crime.
[02:57:43.780 --> 02:57:46.319]  Brave! Yes, well, so very gritty and real.
[02:57:46.420 --> 02:57:47.360]  I'm very uncomfortable.
[02:57:47.680 --> 02:57:49.659]  And we're not stopping there.
[02:57:49.780 --> 02:57:53.260]  Next, we're producing an uncomfortable special on the face.
[02:57:53.739 --> 02:57:55.299]  Of acid attacks in the UK.
[02:57:56.159 --> 02:57:57.840]  Wow. Oh, how bold.
[02:57:58.079 --> 02:57:59.340]  I'm so uncomfortable.
[02:58:00.200 --> 02:58:02.420]  This is who's committing the acid attacks?
[02:58:02.739 --> 02:58:03.659]  According to the data?
[02:58:03.819 --> 02:58:04.700]  Or the victims?
[02:58:04.899 --> 02:58:05.760]  Or public perception?
[02:58:06.440 --> 02:58:09.299]  No. But in some other equally real sense?
[02:58:09.799 --> 02:58:11.260]  Perhaps. Gritty.
[02:58:11.479 --> 02:58:13.680]  Real. People need to see this.
[02:58:13.860 --> 02:58:15.000]  I'm so uncomfortable.
[02:58:15.299 --> 02:58:21.219]  And finally, for our last piece, where would we be without a gritty and realistic depiction?
[02:58:21.879 --> 02:58:23.139]  Of rape gangs.
[02:58:24.399 --> 02:58:26.000]  My, what an uncomfortable reality.
[02:58:26.020 --> 02:58:26.899]  Very important.
[02:58:27.159 --> 02:58:29.399]  My discomfort knows no bounds.
[02:58:29.659 --> 02:58:31.079]  Is this really what happens?
[02:58:31.399 --> 02:58:34.620]  Has it ever happened even a single time in the history of our nation?
[02:58:34.899 --> 02:58:40.360]  No. Has anything even close to approximating the territory of such a thing happened?
[02:58:40.780 --> 02:58:42.360]  Again, obviously not.
[02:58:42.540 --> 02:58:48.659]  But does it hurt people's feelings when crimes on television are portrayed according to statistical reality?
[02:58:49.020 --> 02:58:50.959]  A resounding yes.
[02:58:51.680 --> 02:58:53.639]  Wow, what an incredible presentation.
[02:58:54.120 --> 02:58:55.280]  But I have an idea.
[02:58:55.520 --> 02:58:58.379]  What if we portrayed these crimes based on the statistics?
[02:59:00.979 --> 02:59:03.120]  Is anyone else really uncomfortable right now?
[02:59:03.440 --> 02:59:11.319]  And the reason I wanted to show you that clip from Freedom Tunes is not just because every single cartoon that they put out is absolutely hilarious and totally on point.
[02:59:11.500 --> 02:59:19.739]  Some of my favorites go back to when Kamala Harris was running for president and they accurately depicted her disposition.
[02:59:21.670 --> 02:59:30.069]  But the reason I wanted to show that is because I want to talk a little bit about Hollywood and the CCP, China, and how it's infiltrated Hollywood in a very large scale.
[02:59:30.590 --> 02:59:39.090]  Now, obviously that cartoon was about what's going on in the UK and how Netflix needs to depict things in the UK, but it all really ties back to the central issue of depopulation.
[02:59:39.590 --> 02:59:41.170]  Europe's got a depopulation issue.
[02:59:41.790 --> 02:59:43.889]  Germany's too small to even raise a standing army.
[02:59:44.809 --> 02:59:46.870]  They're trying to raise like 100,000 troops or something.
[02:59:46.909 --> 02:59:48.209]  It's just astronomically small.
[02:59:48.920 --> 03:00:06.479]  And as a result of this depopulation, which has happened as a result of global inflation over the course of the decades, countries in the West, Europe, have decided, and the United States at one point at least, decided to import the replacement migration for the population that they aren't breeding.
[03:00:07.819 --> 03:00:17.059]  So all over Europe, you've got these asylum seekers, these refugees, they're all flooding in to replace the fact that the British aren't having British children and the Irish aren't having Irish children and the Poles aren't having Polish children.
[03:00:17.629 --> 03:00:19.090]  The Germans aren't having German children.
[03:00:19.629 --> 03:00:25.870]  And this is supposed to be the future tax-paying base for the political classes, the political elite in these countries.
[03:00:26.989 --> 03:00:31.270]  Fortunately, though, these countries are, in large, run based on democratic processes.
[03:00:31.649 --> 03:00:35.870]  So ultimately, what's going to happen is the type of people leading these countries are the type of people coming into them.
[03:00:37.209 --> 03:00:43.909]  In the United States, I showed you a clip in the first hour of the show today of Jasmine Crockett talking about how we have to have illegal immigrants because we ain't picking cotton anymore.
[03:00:44.290 --> 03:00:45.709]  Chuck Schumer said the same thing.
[03:00:46.090 --> 03:00:48.809]  We have to import the labor force because our population is going down.
[03:00:49.889 --> 03:01:06.870]  And China, finally, has the greatest population crisis of them all, where they're only having one child per woman, which is less than half the necessary sustainability rate, meaning that in the next 10 years, their labor force is going to be drastically smaller.
[03:01:07.069 --> 03:01:14.709]  They're not going to be able to meet the demand of the international global markets, and supply chains are going to crumble unless we pivot now and diversify how we source things now.
[03:01:17.840 --> 03:01:29.760]  And as a result of their desperation and our dependence on them, Hollywood has become basically Marxist.
[03:01:30.520 --> 03:01:31.879]  It's neo-Marxist.
[03:01:31.879 --> 03:01:35.180]  It's globalist in the sense that it's fascist and Marxist.
[03:01:36.739 --> 03:01:40.840]  It's totally compliant with all the messages and ideology of the CCP.
[03:01:41.180 --> 03:01:56.920]  And it's satanic because somehow, in some sick way, It thinks that total depopulation is good despite the fact that it's the antithesis of the first story of the Bible,
[03:01:57.000 --> 03:02:01.079]  the first act of God really in the first week to create man, create life.
[03:02:01.200 --> 03:02:11.299]  We're supposed to be fruitful and multiply so everything that is abundantly evil is totally antithetical to good by definition and therefore must want the depopulation of human beings all over the place.
[03:02:14.379 --> 03:02:26.100]  Third world countries, second world countries, white people, they love depopulating white people because they've married Western civilization to the white race psychologically so they can just bring down all of our values.
[03:02:26.159 --> 03:02:32.700]  But here is Ian Carroll in clip letter L talking about how Hollywood might as well put Satan on the stage.
[03:02:32.739 --> 03:02:33.079]  Let's watch.
[03:02:33.530 --> 03:02:37.409]  Satanic panic has also seeped into mainstream Christian nationalism in the US.
[03:02:37.590 --> 03:02:44.969]  The movement deems any cultural or political institutions that don't reflect evangelical Christian values as satanic or antichrist.
[03:02:45.149 --> 03:02:49.930]  This includes everything from school kids learning about LGBTQ issues to vaccines to drag queens.
[03:02:50.149 --> 03:02:54.790]  But remember, this is an article about those Grammys doing their whole distraction thing.
[03:02:54.909 --> 03:02:56.409]  I was not raised Christian.
[03:02:56.569 --> 03:02:59.489]  This is not like my natural state of affairs.
[03:02:59.770 --> 03:03:02.209]  I'm not naturally out here talking about Satanism.
[03:03:03.120 --> 03:03:04.840]  But Satan is on the stage.
[03:03:05.440 --> 03:03:12.719]  So... These are some more photos from that same performance.
[03:03:13.559 --> 03:03:20.299]  And in the second clip there, you'll notice earlier in the evening on Sunday, Smith and Petras also won the award for Best Pop Duo.
[03:03:20.819 --> 03:03:26.500]  Petras, who accepted the award, made Grammy history by becoming the first transgender woman to win an award.
[03:03:28.239 --> 03:03:29.979]  Yes, if you're...
[03:03:30.200 --> 03:03:32.959]  If you're reading the screen, the Grammys were sponsored by Pfizer.
[03:03:35.979 --> 03:03:49.399]  Naturally, the actual real humans on the internet on places like Twitter had a different opinion of like, yo, I know we on the right probably use the word satanic too often, but this performance from Sam Smith is literally a tribute to Satan.
[03:03:50.079 --> 03:03:57.000]  And so you see how depopulation is almost the root of all the evil that we face in the world.
[03:03:57.020 --> 03:04:03.500]  Really, it's the fact that The dollar is a fiat currency and it's the global reserve currency so we have inflation.
[03:04:03.620 --> 03:04:07.680]  And inflation causes all these problems, predominantly depopulation.
[03:04:07.700 --> 03:04:08.700]  Thank you.
[03:04:08.700 --> 03:04:12.479]  Thank you.
[03:04:12.500 --> 03:04:16.420]  This is why we have to solve this depopulation problem.
