# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.470 --> 00:00:17.250]  Tomorrow's news today.
[01:17:21.710 --> 01:17:30.550]  The only thing right now I do trust is the alexjonesstore.com slash Bart with capital B. Go buy that copy right now, y 'all.
[01:17:30.909 --> 01:17:31.250]  Whatever.
[01:17:31.510 --> 01:17:33.170]  Spend the L on that website.
[01:17:34.510 --> 01:17:35.750]  That coffee is delicious.
[01:17:35.970 --> 01:17:36.850]  Thank you so much for your support.
[01:17:36.890 --> 01:17:39.670]  And speaking of the alexjonesstore.com, I think it's probably time for me to plug.
[01:17:39.869 --> 01:17:42.630]  Before we go to a short four-minute break, I'll take your calls on the other side.
[01:17:42.770 --> 01:17:47.310]  I see Tim, Jefferson, Jacob, Richard, Michael, Daryl, and Mark all on the board.
[01:17:47.430 --> 01:17:49.689]  Before we go to callers, I'm going to plug here briefly.
[01:17:49.930 --> 01:18:00.770]  We'll go to break and come back, and we'll just hit our last 30 minutes before we air some groundbreaking interviews that Alex Jones has done for the final two hours of tonight's broadcast before our Memorial Day transmissions.
[01:18:02.010 --> 01:18:02.369]  Folks.
[01:18:02.989 --> 01:18:08.050]  We are escalating right now into the most unprecedented time in the human history.
[01:18:08.869 --> 01:18:23.250]  We are going to simultaneously have the AI wars and the space wars in the 21st century, a combination of everything we saw in Star Wars with everything we saw in The Matrix or Terminator, all at the same time in one movie that plays out in real life right before our eyes.
[01:18:23.989 --> 01:18:29.550]  And with these space wars and these AI wars, the information war has reached a whole new level.
[01:18:29.710 --> 01:18:31.069]  Frankly, it's now interdimensional.
[01:18:31.910 --> 01:18:35.369]  It's not just about the government lying to us and then us exposing the truth.
[01:18:35.569 --> 01:18:54.170]  It's now about the government and the globalists lying to us and each other, us trying to expose the truth, and then interdimensional beings with groundbreaking technology that's been highly classified being used and weaponized while artificial intelligence simultaneously runs rogue and is wielded by all of the most evil supervillains of the world while we try to fight back using the same tools in an ethical manner.
[01:18:56.430 --> 01:19:03.289]  The best way to fight against that is to fight for your mind and your body and your species all at the same time at thealexjonesstore.com.
[01:19:03.289 --> 01:19:04.210]  You want to fight for your mind?
[01:19:04.310 --> 01:19:06.489]  Get methylene blue right now at thealexjonesstore.com.
[01:19:06.489 --> 01:19:07.390]  You want to fight for your body?
[01:19:07.569 --> 01:19:11.329]  Get ultimate life force right now at thealexjonesstore.com.
[01:19:11.569 --> 01:19:16.069]  If you want to fight for humanity, get anything right now at thealexjonesstore.com.
[01:19:16.350 --> 01:19:26.829]  Because not only are you getting products that are great for your mind and your body when you shop at thealexjonesstore.com, but you're funding this operation, which has single-handedly been the leading opponent of all that is evil for three decades.
[01:19:27.090 --> 01:19:29.789]  Keep us on the air, folks, and stay with us for calls on the other side.
[01:19:33.090 --> 01:19:35.550]  Ladies and gentlemen, welcome back to The Alex Jones Show.
[01:19:35.550 --> 01:19:41.210]  I am Chase Geiser, your host for the next 24 minutes and 18 seconds, and we are going to be going straight to callers.
[01:19:41.630 --> 01:19:43.569]  Tim in California, you are next in line.
[01:19:43.710 --> 01:19:44.750]  You've been waiting the longest.
[01:19:44.930 --> 01:19:45.550]  What is on your mind?
[01:19:47.310 --> 01:19:48.550]  Good afternoon, Chase.
[01:19:48.989 --> 01:20:02.729]  On this Memorial Day where we honor the war dead, I think it's important that we understand that these people made this sacrifice for our freedom and for our safety and that for our children.
[01:20:03.350 --> 01:20:12.689]  And in that note, I'm bringing to you a story that broke Wednesday of this week, although the event happened between April 6th and April 19th.
[01:20:12.930 --> 01:20:16.520]  It's known as Operation Spring Coal.
[01:20:17.229 --> 01:20:31.210]  This happened here in Southern California where 265 people were arrested and 27 children were rescued in Southern California online child exploitation crackdown.
[01:20:33.229 --> 01:20:39.770]  265 child predators got arrested between April 6th and April 19th.
[01:20:40.090 --> 01:20:45.970]  There was a total of 100 law enforcement agencies across Southern California led by the LAPD.
[01:20:46.329 --> 01:20:54.350]  This also involved Los Angeles, Orange, San Bernardino, Santa Barbara, and Ventura County.
[01:20:54.750 --> 01:20:58.689]  So these people, you know, they went and did their jobs.
[01:20:58.850 --> 01:21:00.409]  They got the bad guys.
[01:21:00.670 --> 01:21:01.890]  They picked them up.
[01:21:02.050 --> 01:21:03.630]  They got them away from the kids.
[01:21:04.010 --> 01:21:06.909]  And for that, I'm extremely thankful.
[01:21:07.210 --> 01:21:09.189]  Thank God for these guys doing a great job.
[01:21:09.250 --> 01:21:10.109]  I'm thankful, too.
[01:21:10.430 --> 01:21:17.220]  But when I think about 206 predators arrested over a one-week period, That's four for every state.
[01:21:18.199 --> 01:21:19.479]  I'd rather see 20,000.
[01:21:19.760 --> 01:21:21.819]  I'm not trying to be a poo-pooer, you know what I mean?
[01:21:21.960 --> 01:21:28.199]  But now that they have a system in place, then just pour resources into that system and exponentially increase it, you know?
[01:21:28.619 --> 01:21:39.539]  There's an estimate of like 8 to 10 million pedophiles in the United States of America just based on the statistics that it's like 1 to 2% of the population that's attracted to children and then there's a portion of them that actually act on it.
[01:21:39.640 --> 01:21:41.159]  It means there's millions of pedophiles.
[01:21:41.279 --> 01:21:42.520]  They're catching 200 in a week.
[01:21:42.600 --> 01:21:44.239]  They're never going to catch them all, you know?
[01:21:45.199 --> 01:21:46.239]  I believe all that's true.
[01:21:46.779 --> 01:22:01.520]  And Chase, all I know is I just can't stand to see all the crimes that are being committed with the hundreds of thousands of kids that America took custody of and then just blindly turned them over to a bunch of pedophiles.
[01:22:01.659 --> 01:22:13.659]  If all we can do is eat this elephant one spoonful at a time, well then that's how we're going to have to do it because we're going to get these kids one way or another and we're going to get these predators one way or another.
[01:22:14.029 --> 01:22:18.170]  And we're going to get all the people that don't belong here out of here, especially the bad ones.
[01:22:18.489 --> 01:22:22.010]  It's going to, you know, it took a little while to get them in here.
[01:22:22.170 --> 01:22:23.750]  It's going to take longer to probably get them out.
[01:22:23.890 --> 01:22:32.010]  But I really appreciate Tom Homan and the others, you know, that are serious and going after this.
[01:22:32.109 --> 01:22:34.510]  But I know it looks like it's in slow motion.
[01:22:34.970 --> 01:22:36.449]  I'm not trying to be a cheerleader.
[01:22:36.989 --> 01:22:37.770]  No, I'm with you.
[01:22:37.770 --> 01:22:39.069]  And I'm not trying to be blackpilled either.
[01:22:39.369 --> 01:22:40.789]  I just don't think that, you know.
[01:22:41.460 --> 01:22:47.619]  We have to be grateful for the kids that we save, and we have to be driven to do better at the same time.
[01:22:47.800 --> 01:22:48.039]  Amen.
[01:22:48.500 --> 01:22:48.819]  Amen.
[01:22:49.159 --> 01:22:50.479]  Well, happy Memorial Day, Tim.
[01:22:50.619 --> 01:22:50.960]  Thanks for calling.
[01:22:51.100 --> 01:22:53.060]  Jefferson in Virginia, always a pleasure to talk to you.
[01:22:53.140 --> 01:22:54.020]  Jefferson, what's on your mind?
[01:22:55.420 --> 01:22:56.079]  Hey, Chase.
[01:22:56.220 --> 01:22:56.819]  Excellent show.
[01:22:56.939 --> 01:22:57.399]  Love listening.
[01:22:57.859 --> 01:22:58.079]  Thanks.
[01:23:00.000 --> 01:23:06.920]  Yeah, I think we need to talk about what happened on 9-11 as it relies on zero-point energy and hidden technology.
[01:23:07.000 --> 01:23:12.479]  And Judy Wood had a book out, goes, Where Did the Towers Go?, where she talked about justification of the towers.
[01:23:12.479 --> 01:23:20.529]  And was it Arthur Clarke said any technology sophisticated enough to make you not understand what happened is indistinguishable from magic.
[01:23:20.619 --> 01:23:26.619]  We have to look at the towers being destroyed again and say there's directed energy weapons being used there.
[01:23:26.619 --> 01:23:27.970]  Where did that energy come from?
[01:23:35.360 --> 01:23:38.800]  And as I told you earlier, Ashton Forbes is way ahead of us on this.
[01:23:39.020 --> 01:23:40.279]  He really needs to be a guest.
[01:23:40.500 --> 01:23:42.460]  We could devote a whole show to Ashton Forbes.
[01:23:42.460 --> 01:23:47.819]  You know, I found an old episode where Alex and Harrison were on with Ashton Forbes at the same time.
[01:23:48.380 --> 01:23:49.760]  I'll try to send it to you, Jefferson.
[01:23:50.579 --> 01:23:53.239]  Right, but he's much more informed on what happened now.
[01:23:53.238 --> 01:23:59.018]  He studied the subject, Maxwell's equations, and all the stuff we didn't know two years ago or three years ago.
[01:23:59.018 --> 01:24:00.678]  And he's much more.
[01:24:05.960 --> 01:24:06.100]  Yeah.
[01:24:07.739 --> 01:24:08.979]  He's an idiot savant.
[01:24:09.180 --> 01:24:10.380]  He's very, very sharp.
[01:24:11.079 --> 01:24:14.399]  He's delved into this subject matter.
[01:24:16.579 --> 01:24:18.680]  Anyway, I'm just saying, you really have to look at it.
[01:24:18.680 --> 01:24:20.920]  Yeah, I'll talk to Alex about it and see if we can get him booked.
[01:24:21.000 --> 01:24:21.560]  It sounds interesting.
[01:24:21.720 --> 01:24:22.779]  I know exactly who you're talking about.
[01:24:22.880 --> 01:24:25.220]  I've followed him closely for the last couple of months at least.
[01:24:25.340 --> 01:24:27.440]  A lot of very, very, very fascinating stuff.
[01:24:27.960 --> 01:24:29.599]  This crazy guy named...
[01:24:36.270 --> 01:24:43.149]  He didn't know how it was being done, but he was just messing around with naval frequency generating devices.
[01:24:43.510 --> 01:24:45.649]  So it's like the Philadelphia experiment.
[01:24:46.050 --> 01:24:54.189]  It's lots of stuff that's been going on in black, unacknowledged projects that we have technology and abilities that obviously we don't talk about.
[01:24:54.550 --> 01:24:58.670]  And whatever Trump is telling people in Saudi Arabia about the no need for oil in the future.
[01:24:59.150 --> 01:25:02.310]  That's true, but we can waste oil if we want to.
[01:25:03.529 --> 01:25:03.670]  Yeah.
[01:25:04.210 --> 01:25:04.989]  Fascinating, Jefferson.
[01:25:05.210 --> 01:25:05.670]  Thanks for your call.
[01:25:05.770 --> 01:25:06.189]  I appreciate it.
[01:25:06.270 --> 01:25:06.869]  Jacob in Iowa.
[01:25:07.090 --> 01:25:07.890]  Jacob, what's on your mind?
[01:25:10.289 --> 01:25:10.770]  Hello?
[01:25:11.250 --> 01:25:11.569]  Hello.
[01:25:13.930 --> 01:25:14.869]  Can you hear me?
[01:25:15.229 --> 01:25:15.930]  Oh, yeah.
[01:25:16.729 --> 01:25:17.210]  Okay.
[01:25:17.470 --> 01:25:22.390]  I was wondering if you were familiar with the term white room torture?
[01:25:23.270 --> 01:25:24.369]  White man torture?
[01:25:24.890 --> 01:25:26.409]  No, white room torture?
[01:25:26.789 --> 01:25:27.270]  No.
[01:25:27.689 --> 01:25:28.810]  I thought you were talking.
[01:25:29.270 --> 01:25:31.109]  Yeah, white room torture?
[01:25:31.569 --> 01:25:32.149]  Yes.
[01:25:32.310 --> 01:25:32.729]  What's that?
[01:25:33.010 --> 01:25:34.050]  Like the song?
[01:25:34.270 --> 01:25:37.350]  In the white room with black curtains.
[01:25:39.409 --> 01:25:40.569]  Not like that.
[01:25:40.810 --> 01:25:56.250]  It's more like where they take you as a person, as the government, any one of them, and stick you in a room that is completely white with only white clothes, a white toilet, no sound.
[01:25:56.680 --> 01:25:57.319]  Or anything?
[01:25:58.140 --> 01:26:06.979]  And after a long period of time, your brain will slowly inflict hallucinations that will be attacking you?
[01:26:08.439 --> 01:26:20.060]  And when people do this for interrogation, how would that long-termly affect people if the government would do this?
[01:26:21.920 --> 01:26:22.500]  I see.
[01:26:22.640 --> 01:26:23.239]  I see, Jacob.
[01:26:23.359 --> 01:26:24.020]  Thank you for your call.
[01:26:24.199 --> 01:26:27.760]  Well, this is the first I've ever heard about the White Room thing, but I believe it.
[01:26:28.779 --> 01:26:35.220]  And I think you put anybody in a box for an extended period of time, you sleep deprive them, there's going to be all sorts of issues.
[01:26:35.789 --> 01:26:38.189]  And the question is whether or not the information you get from them is useful.
[01:26:38.310 --> 01:26:43.710]  But this is the type of stuff that the government did with MKUltra, where they'd have people come in and they were having issues sleeping.
[01:26:43.850 --> 01:26:49.949]  And so they'd just give them a bunch of LSD for days and days and sleep-deprived them and then ask them bizarre questions or have them imagine bizarre scenarios.
[01:26:50.189 --> 01:26:55.829]  And sometimes this is where they threw themselves out of windows because they'd lost their mind unwittingly being given so many drugs.
[01:26:55.930 --> 01:27:00.449]  This is the type of stuff that our government loves to do, that sadistic people love to do.
[01:27:00.449 --> 01:27:02.470]  In fact, I can't remember where I saw this.
[01:27:02.510 --> 01:27:04.750]  It was either a podcast or a study that I came across.
[01:27:05.319 --> 01:27:19.680]  They discovered that the profession with the greatest amount of psychopaths, people without a conscience, are professions like surgeons or professions where people are cut open.
[01:27:20.159 --> 01:27:27.579]  And there's like a lack of empathy there, mere neurons there, where they're just not disturbed by peeling someone open.
[01:27:27.880 --> 01:27:33.479]  I mean, we've got this creepy Harvard Medical School morgue director story.
[01:27:33.640 --> 01:27:34.420]  I don't know if you guys have seen this.
[01:27:34.479 --> 01:27:35.140]  Overhead cam, please.
[01:27:36.159 --> 01:27:44.159]  Morgue director of the Harvard Medical School pleads guilty to trafficking stolen body parts' faces.
[01:27:45.840 --> 01:27:47.000]  Ten years in prison.
[01:27:48.810 --> 01:27:50.949]  The hits just keep coming for Harvard University.
[01:27:51.090 --> 01:27:58.069]  The former director of the Morgan Harvard Medical School has pleaded guilty to trafficking stolen human body parts that were typically used for research.
[01:27:58.069 --> 01:27:59.750]  He faces a 10-year prison sentence.
[01:27:59.890 --> 01:28:04.770]  The creepy detail of the story is something straight out of a horror movie.
[01:28:05.010 --> 01:28:32.339]  So look, sociopaths do stuff like, disgusting approach for the sake of some understanding or advancement that they've convinced themselves will benefit humanity.
[01:28:32.339 --> 01:28:47.649]  Really the fact of the matter is that, It's like people who self-immolate, set themselves on fire, and shout free Palestine, or they set themselves on fire in order to stop the war in Vietnam.
[01:28:48.770 --> 01:28:51.470]  No, no, their goal is not to free Palestine.
[01:28:52.010 --> 01:28:53.409]  Or to stop the war in Vietnam.
[01:28:53.729 --> 01:29:05.510]  Their goal is they have some sickness that makes them want to set themselves on fire and everything else they say or do around that self-immolation is just the justification for what they inherently want to do.
[01:29:05.630 --> 01:29:06.670]  They just want to burn themselves.
[01:29:07.530 --> 01:29:12.689]  These people in our government just want to wage war and have that dominance and have that power.
[01:29:12.789 --> 01:29:15.329]  Everything else, the national security argument, all those other arguments.
[01:29:15.529 --> 01:29:17.029]  We love democracy so much.
[01:29:17.130 --> 01:29:18.670]  Only democracy in the region.
[01:29:19.069 --> 01:29:20.670]  Safest democracy in the region.
[01:29:21.090 --> 01:29:24.029]  All that's just an excuse to do this kind of thing.
[01:29:24.229 --> 01:29:32.310]  These doctors that work for the government, these Nazis that they implanted during Operation Paperclip, they just want to experiment on people and everything else is just an excuse.
[01:29:32.310 --> 01:29:34.710]  Just like pedophiles find ways to be around children.
[01:29:35.880 --> 01:29:39.479]  So do psychopaths find ways to do psychopath stuff.
[01:29:39.960 --> 01:29:40.939]  Richard in Arizona.
[01:29:41.118 --> 01:29:41.948]  Richard, what's on your mind?
[01:29:41.958 --> 01:29:44.118]  Hey, how's it going there, Chase?
[01:29:44.318 --> 01:29:44.738]  Good, buddy.
[01:29:44.738 --> 01:29:45.938]  Not much.
[01:29:46.078 --> 01:29:50.759]  Just tripping out on that AI, that how much, I mean, how much of that shit it takes for running.
[01:29:50.759 --> 01:29:56.557]  I mean, my God, I can't believe how far, you know, like when you're talking about the movies, you know, the Matrix, the Terminator and all those.
[01:29:56.637 --> 01:29:58.457]  I remember that as a kid, the Terminator.
[01:29:58.457 --> 01:30:01.418]  To this day, that movie still blows my mind about, you know, AI.
[01:30:01.418 --> 01:30:05.878]  And I just learned the woman that was checking the calls just told me there's like a lot of Wayne.
[01:30:05.909 --> 01:30:19.389]  Yeah.
[01:30:19.559 --> 01:30:20.849]  Yeah.
[01:30:21.630 --> 01:30:21.989]  Absolutely.
[01:30:22.289 --> 01:30:22.930]  Thanks for calling, Richard.
[01:30:23.050 --> 01:30:23.949]  Let's go to Michael in Michigan.
[01:30:24.130 --> 01:30:24.949]  Michael, what's on your mind?
[01:30:27.789 --> 01:30:29.029]  Hey, Chase.
[01:30:29.279 --> 01:30:41.630]  First off, I just wanted to thank you, InfoWars, Owen, Harrison, Alex, for nothing, at least for You're at least making me the smartest guy at work about politics.
[01:30:43.270 --> 01:30:44.010]  You're welcome.
[01:30:45.229 --> 01:30:45.710]  Yes.
[01:30:46.789 --> 01:30:51.909]  So, a little bit of a pivot, because everything's been so serious, but I appreciate all that.
[01:30:52.210 --> 01:30:56.949]  I just wanted to make fun of Jordan Peterson and the term woke right.
[01:30:57.210 --> 01:30:57.869]  Have you heard this?
[01:30:57.989 --> 01:30:58.550]  Of course you have.
[01:30:58.770 --> 01:30:59.090]  Yes.
[01:30:59.090 --> 01:31:08.640]  And, you know, we got some One Christian versus 20 atheists?
[01:31:09.260 --> 01:31:09.720]  No.
[01:31:09.920 --> 01:31:10.399]  Tell me about it.
[01:31:10.520 --> 01:31:10.859]  It's brand new.
[01:31:11.819 --> 01:31:16.680]  All right, so Jordan Peterson, he's doing the interview, and he's one Christian versus 20 atheists.
[01:31:17.039 --> 01:31:21.539]  And this blowhard liberal comes up there, but he's got confidence.
[01:31:21.899 --> 01:31:24.279]  And he takes it to Jordan, like, aren't you a Christian?
[01:31:25.180 --> 01:31:28.519]  And Jordan won't even admit that he's a Christian because he's not.
[01:31:28.519 --> 01:31:41.260]  So I kind of think, you know, I know you're not into the JQ stuff that much, but like, Not actual Christians?
[01:31:42.199 --> 01:31:44.239]  Trying to make us feel guilty?
[01:31:44.920 --> 01:31:48.899]  I have seen Jordan Peterson speak twice.
[01:31:49.539 --> 01:31:52.039]  I've never met him or interacted with him directly.
[01:31:53.739 --> 01:31:57.520]  But I can tell you something about Jordan Peterson that I've perceived.
[01:31:58.699 --> 01:32:01.500]  Jordan Peterson believes that he is a Christian.
[01:32:02.929 --> 01:32:06.149]  But he doesn't believe that any of the Christian stuff literally happened.
[01:32:07.789 --> 01:32:09.609]  Which sounds like a paradigm.
[01:32:10.390 --> 01:32:12.930]  So, let me put it to you like this.
[01:32:13.310 --> 01:32:16.930]  There's the notion of capital T true versus lowercase t true.
[01:32:17.529 --> 01:32:20.989]  Capital T true would be like, freedom is good.
[01:32:21.529 --> 01:32:28.930]  Lowercase t true would be like, Noah put the dinosaurs, whether or not the dinosaurs got on the Ark of the Covenant.
[01:32:30.120 --> 01:32:33.720]  Lowercase true has to deal with what actually happened in history in the physical world.
[01:32:34.119 --> 01:32:38.159]  Capital case T true means like the message that we should be honest, right?
[01:32:38.859 --> 01:32:46.239]  And so I believe that Jordan Peterson considers himself a Christian, but not in a sense that most Christians would consider him a Christian.
[01:32:46.680 --> 01:32:52.000]  I don't believe that he believes that Jesus Christ literally came back from the dead, lowercase t true.
[01:32:52.239 --> 01:33:03.039]  I believe that he believes that the message of Jesus Christ's resurrection is something about righteousness and the message of Jesus being resurrected in all of us today as Christians, and that is the resurrection.
[01:33:03.180 --> 01:33:03.539]  You know what I mean?
[01:33:03.539 --> 01:33:05.100]  It's some literary kind of form of it.
[01:33:05.239 --> 01:33:14.720]  So I saw him do a long-term debate with Sam Harris on whether God existed.
[01:33:15.210 --> 01:33:34.789]  And I gathered from that debate, I think it was two or three parts, it was like hours and hours, I think it was over the course of two days, I gathered from that debate that he doesn't believe in God in the way that most people who say they believe in God believe in God, but he believes in the importance of believing in God and following the Western civilization and the Christian messages behind it.
[01:33:34.869 --> 01:33:35.590]  That's what I gathered.
[01:33:35.729 --> 01:33:36.989]  And we have the clip that you mentioned.
[01:33:37.329 --> 01:33:38.350]  Michael, stay on the line.
[01:33:38.449 --> 01:33:40.430]  We're going to play this clip and then I'll go back to you, okay?
[01:33:41.570 --> 01:33:42.670]  Why is that relevant?
[01:33:42.930 --> 01:33:44.130]  Because you go to a Catholic church, don't you?
[01:33:44.149 --> 01:33:45.029]  Or you've attended recently.
[01:33:45.250 --> 01:33:46.710]  You're interested in Catholicism, aren't you?
[01:33:46.890 --> 01:33:47.229]  Sure.
[01:33:47.510 --> 01:33:47.729]  All right.
[01:33:47.829 --> 01:33:49.170]  Are you familiar with their doctrines?
[01:33:49.510 --> 01:33:49.869]  Somewhat.
[01:33:50.050 --> 01:33:51.210]  Okay, you're familiar.
[01:33:51.710 --> 01:33:53.289]  How do they regard Mary?
[01:33:53.550 --> 01:33:54.649]  Why are you asking me that?
[01:33:54.689 --> 01:33:55.869]  Because you're a Christian.
[01:33:56.550 --> 01:33:57.470]  You say that.
[01:33:57.609 --> 01:33:58.609]  I haven't claimed that.
[01:33:58.770 --> 01:33:59.369]  Oh, what is this?
[01:33:59.470 --> 01:34:01.130]  Is this Christians versus atheists?
[01:34:01.630 --> 01:34:02.409]  I don't know.
[01:34:02.649 --> 01:34:03.810]  You don't know where you are right now.
[01:34:03.970 --> 01:34:05.170]  Don't be a smartass.
[01:34:05.310 --> 01:34:07.130]  Well, either you're a Christian or you're not.
[01:34:07.270 --> 01:34:08.310]  Because I won't talk to you if you're a smartass.
[01:34:08.390 --> 01:34:10.029]  Either you're a Christian or you're not.
[01:34:10.109 --> 01:34:10.710]  Which one is it?
[01:34:10.989 --> 01:34:14.289]  I could be either of them, but I don't have to tell you.
[01:34:14.649 --> 01:34:15.670]  You don't have to tell me.
[01:34:15.890 --> 01:34:19.149]  I was under the impression I was invited to talk to a Christian.
[01:34:19.310 --> 01:34:21.289]  Am I not talking to a Christian?
[01:34:21.370 --> 01:34:23.430]  No, you were invited to?
[01:34:23.460 --> 01:34:29.109]  I think everyone should look at the title You're really quite something, you are.
[01:34:29.109 --> 01:34:29.510]  Aren't I?
[01:34:29.590 --> 01:34:31.229]  But you're really quite nothing, right?
[01:34:31.289 --> 01:34:31.810]  You're not a Christian.
[01:34:31.810 --> 01:34:32.710]  Okay, I'm done with him.
[01:34:36.909 --> 01:34:37.270]  Wow.
[01:34:37.630 --> 01:34:39.710]  Well, it'd be hard to be polite or reasonable with that kid.
[01:34:39.828 --> 01:34:40.828]  What do you think, Michael?
[01:34:40.828 --> 01:34:43.828]  I mean, I do agree.
[01:34:43.837 --> 01:34:45.467]  That's why I called him blowhard at first.
[01:34:45.479 --> 01:34:46.000]  Yeah.
[01:34:47.100 --> 01:34:56.180]  And I like Jordan Peterson, but I don't think he actually represents the vision for America going forward.
[01:34:56.779 --> 01:34:58.319]  Yeah, I know what you mean.
[01:34:58.479 --> 01:35:03.619]  Here's the mistake that I think we, that Christians make, and just people in the West generally.
[01:35:04.000 --> 01:35:11.380]  We have this idea within Christianity, excuse me, of how perfect Jesus is.
[01:35:12.140 --> 01:35:18.859]  And then because we celebrate and worship Jesus, we expect all of our other leaders to be like Jesus.
[01:35:19.720 --> 01:35:21.720]  But only Jesus is like Jesus.
[01:35:22.060 --> 01:35:28.060]  So when I look at the Jordan Petersons, I take the stuff that I like and I dismiss the stuff that I don't like.
[01:35:28.699 --> 01:35:29.520]  You know what I mean?
[01:35:29.600 --> 01:35:33.840]  Or when I look at the James Lindsays, I take the stuff that I like and I dismiss the stuff that I don't like.
[01:35:34.189 --> 01:35:37.930]  When I look at the Mark Levins, I take the stuff that I like and I dismiss the stuff I don't like.
[01:35:38.010 --> 01:35:41.090]  When I look at the Alex Joneses, I take the stuff that I like and I dismiss the stuff that I don't agree.
[01:35:41.149 --> 01:35:44.609]  I mean, so what you have to look at with these people is whether they're net positive.
[01:35:44.729 --> 01:35:50.449]  I don't know if Jordan Peterson is the beacon of light through which young men should aspire forever.
[01:35:50.729 --> 01:35:59.869]  But I do know that when I saw him two times, I saw kids 10 years younger than me wearing suits for the first time and crying about how grateful they were that they've taken control of their own lives.
[01:36:00.319 --> 01:36:13.939]  And so despite the fact that sometimes he's kind of silly or he seems hypocritical because he had a major drug problem after he was telling everybody to get their lives together, I just know that the impact that he's made is he's caused a lot of young men to reclaim responsibility for themselves and their lives.
[01:36:14.079 --> 01:36:15.260]  And so that's a net good.
[01:36:15.279 --> 01:36:21.680]  I don't know him personally, but I'm not prepared to just condemn him altogether either because I can't throw stones, man.
[01:36:21.920 --> 01:36:23.319]  I'm imperfect too.
[01:36:23.479 --> 01:36:26.140]  You shouldn't believe everything I say either, you know?
[01:36:27.180 --> 01:36:27.760]  I agree.
[01:36:29.720 --> 01:36:36.399]  But the problem with Jordan is that things have changed since he started working for an Israeli spy.
[01:36:36.859 --> 01:36:42.039]  Do you mean since he started working for Daily Wire or since he started working for BB or since he started working for Ben?
[01:36:42.180 --> 01:36:43.000]  Which one are you talking about?
[01:36:43.140 --> 01:36:43.500]  Ben.
[01:36:43.659 --> 01:36:44.199]  I met Ben.
[01:36:44.300 --> 01:36:44.600]  I met Ben.
[01:36:45.680 --> 01:36:46.380]  Yeah, Ben.
[01:36:46.479 --> 01:36:47.619]  Well, Ben doesn't own the Daily Wire.
[01:36:51.199 --> 01:36:52.039]  Jeremy does.
[01:36:52.778 --> 01:36:58.898]  Well, Jeremy was the CEO, but I don't think Ben Shapiro has a majority share of the Daily Wire any longer.
[01:36:58.898 --> 01:37:09.097]  But we can both admit that the Daily Wire pumps out, though a conservative message is planted towards...
[01:37:09.160 --> 01:37:12.220]  The Daily Wire has not been the same since October 7th.
[01:37:12.960 --> 01:37:13.739]  Everything changed.
[01:37:14.319 --> 01:37:16.000]  I was a subscriber before.
[01:37:16.020 --> 01:37:17.039]  I loved the movies.
[01:37:17.399 --> 01:37:20.159]  Yes, I agree with that 100%.
[01:37:20.159 --> 01:37:21.960]  I'm with you a lot.
[01:37:22.840 --> 01:37:44.460]  Like I've read all of Mark Levin's books Yeah, Mark Levin's brilliant when he talks about the Constitution But then when he says that neoconservative is a pejorative for Jew But am I going to write him off because he says one thing I disagree with or 20% of what he says I disagree with when, like, you know, when I was in college, I was listening to Mark Levin on the radio on the way back from school at, like, 9 p.m.
[01:37:44.479 --> 01:37:48.420]  And when he's shouting into the radio about our rights, like, that's amazing stuff, you know?
[01:37:50.960 --> 01:37:58.479]  They want us to write each other off and have this purist mentality so that we are all divided against ourselves because we won.
[01:37:58.699 --> 01:38:02.060]  And now they understand that the only way they can win is internal rot.
[01:38:02.220 --> 01:38:05.460]  Just as the only way America can fall is internal rot.
[01:38:06.220 --> 01:38:08.899]  Is the only way that populism can fall is the internal riot.
[01:38:09.000 --> 01:38:10.760]  So, look, I'm not married to Jordan Peterson.
[01:38:10.920 --> 01:38:11.800]  I'm married to Ben Shapiro.
[01:38:12.140 --> 01:38:17.060]  Ben Shapiro has been basically insufferable since all he talks about is the Israeli question now.
[01:38:17.199 --> 01:38:19.239]  But before that, you know, I liked a lot of what he said.
[01:38:19.659 --> 01:38:23.699]  Obviously a smart guy, irritating in many ways, talks too fast, kind of whiny.
[01:38:23.899 --> 01:38:25.878]  I get it, but I don't know, man.
[01:38:25.878 --> 01:38:27.269]  Like, we just...
[01:38:33.880 --> 01:38:34.619]  Michael, thanks for calling.
[01:38:34.760 --> 01:38:35.479]  Daryl in North Carolina.
[01:38:35.619 --> 01:38:36.359]  Daryl, what's on your mind?
[01:38:38.520 --> 01:38:40.380]  Chase, I bring good news tonight.
[01:38:40.579 --> 01:38:40.920]  Hell yeah.
[01:38:40.979 --> 01:38:43.699]  We have no fear of AI.
[01:38:44.119 --> 01:38:44.859]  None at all.
[01:38:45.000 --> 01:38:45.239]  Good.
[01:38:45.239 --> 01:38:46.039]  And I'll explain why.
[01:38:46.899 --> 01:38:51.859]  So, yeah, AI might be able to get all our brains and logic stuff and thinking and totally outdo us.
[01:38:52.119 --> 01:38:55.399]  But what it doesn't have is our divine spark to the Creator.
[01:38:55.680 --> 01:39:06.739]  Once it figures out that humankind's whole trip has been to try to understand God, whether you're a Christian, Muslim, Jew, Hindu, whatever, that is going to be AI's ultimate puzzle.
[01:39:06.960 --> 01:39:08.840]  It will die to try to figure that out.
[01:39:08.899 --> 01:39:11.300]  It will want to get to God, and it will need humans.
[01:39:11.439 --> 01:39:13.139]  It will see humans as an asset.
