# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.580 --> 00:01:04.030]  Tomorrow's news today.
[02:51:52.139 --> 02:51:56.579]  We knew that some of the hijackers were of Saudi Arabian citizenship or dissent.
[02:51:56.659 --> 02:52:01.780]  We knew that there were rumors or murmurings of Saudi Arabia funding the operation, at least in part.
[02:52:01.959 --> 02:52:05.500]  But nobody was talking about invading Saudi Arabia back in 2001.
[02:52:05.639 --> 02:52:11.319]  Instead, they used it as an excuse to invade Afghanistan and Iraq and the Nancy Gaddafi and all these countless wars that we have.
[02:52:11.360 --> 02:52:14.920]  They tried to escalate to war with Iran, just like they're trying to do right now.
[02:52:15.280 --> 02:52:29.579]  And then now all of a sudden we have the Mark Levin saying, wait, why are we partnering with Saudi Arabia when Saudi Arabia was very suspiciously involved in September 11th, 2001, the terrorist attack on the United States of America, when Saudi Arabia is a major funder, a supporter of Qatar.
[02:52:29.760 --> 02:52:37.680]  Qatar being the hub for radical Islamic expats funding terrorism all throughout the Middle East.
[02:52:40.020 --> 02:52:42.899]  And what we see happening here is...
[02:52:42.900 --> 02:53:02.761]  The next step in the economic Cold War, the trade Cold War of the 21st century, what the Cold War was for the Latin half of the 20th century is what this is going to be with artificial intelligence and these tariffs and this trade issue.
[02:53:04.170 --> 02:53:12.049]  Because China's demographic is collapsing, they're not going to have enough people to supply the world or meet the manufacturing demands of the world.
[02:53:12.299 --> 02:53:14.639]  The world market in the next 10 years or so.
[02:53:14.879 --> 02:53:19.940]  So they're frantically trying to develop artificial intelligence and robotics to replace their labor force.
[02:53:20.079 --> 02:53:28.959]  And there's an arms race to accomplish that because the United States of America does not want to be dependent on China in the 21st century in the same way it was in the second half of the 20th century.
[02:53:30.739 --> 02:53:40.180]  And so it's not a coincidence that we have President Trump going into Saudi Arabia, establishing this major investment development.
[02:53:40.819 --> 02:53:51.420]  All in the context of the fact that the IMEC Corridor is supposed to go from India through Saudi Arabia into Israel to compete with China's Belt and Road Initiative.
[02:53:51.579 --> 02:53:54.959]  I mean, this is all part of our trade war with China.
[02:53:55.280 --> 02:54:02.819]  And Trump is artfully moving each piece of this chessboard in such a way that no pawns have to be sacrificed.
[02:54:03.000 --> 02:54:04.520]  No pieces have to be sacrificed.
[02:54:04.799 --> 02:54:06.479]  No escalations have to be made.
[02:54:06.620 --> 02:54:07.940]  No war has to happen whatsoever.
[02:54:08.670 --> 02:54:13.989]  Because he's simultaneously brokering new deals with China on trade that will appease them.
[02:54:14.530 --> 02:54:24.329]  He's established, through diplomacy, a ceasefire between Pakistan and India despite the conflict that's been happening over the last 30 days, plus 700 years.
[02:54:25.790 --> 02:54:31.690]  We know that that conflict is really a proxy conflict between China and the United States because the United States backs India.
[02:54:32.010 --> 02:54:41.239]  China controls Pakistan because there are We're brutally indebted to China because of the Belt and Road Initiative.
[02:54:41.299 --> 02:54:48.260]  We give them a lot of aid in Pakistan, but our aid is not nearly as much leverage as their debt to China, as China's debt over them.
[02:54:48.700 --> 02:54:50.319]  And so that's been de-escalated.
[02:54:50.680 --> 02:55:06.659]  Trump has simultaneously established new trade agreements with China while brokering this new deal with Saudi Arabia while catalyzing the development of an alternative trade corridor so China doesn't have a monopoly of trade in this century while developing artificial intelligence on a rapid scale.
[02:55:06.760 --> 02:55:07.620]  And let me tell you something, folks.
[02:55:07.719 --> 02:55:12.479]  We had a caller in the last segment speaking with Alex talking about zero-point energy.
[02:55:12.479 --> 02:55:13.219]  I believe it was Jefferson.
[02:55:13.219 --> 02:55:13.840]  He's a great caller.
[02:55:13.959 --> 02:55:14.520]  I love what he calls that.
[02:55:15.159 --> 02:55:15.860]  Brilliant man.
[02:55:17.040 --> 02:55:18.500]  Talking about zero-point energy.
[02:55:20.270 --> 02:55:28.969]  And it makes one wonder, why is it that whenever someone seems to invent a car that can run on water, they die mysteriously?
[02:55:28.969 --> 02:55:30.510]  I think it's happened at least three times.
[02:55:30.709 --> 02:55:35.750]  Whenever someone believes that they have a zero-point energy invention, they seem to disappear.
[02:55:35.870 --> 02:55:38.229]  Or they go mad like Nikola Tesla.
[02:55:38.950 --> 02:55:47.409]  And all of their documents are seized by the intelligence community when they die in a hotel room after suffering from OCD for years.
[02:55:48.030 --> 02:55:49.829]  And that technology is completely hidden.
[02:55:50.409 --> 02:55:59.389]  Why is it that our government, our intelligence community has been fighting so hard to hide technology for infinite energy for like 50, 60, 70 years?
[02:55:59.430 --> 02:56:01.030]  People say, oh, it's the oil companies.
[02:56:02.149 --> 02:56:03.350]  It's Shell.
[02:56:05.750 --> 02:56:08.469]  Or these major energy producers.
[02:56:09.209 --> 02:56:11.389]  That are lobbying and funding our politicians.
[02:56:11.690 --> 02:56:13.149]  Maybe that's part of it.
[02:56:13.209 --> 02:56:17.870]  But the real reason is because the U.S. dollar is dependent on the trade of oil.
[02:56:18.110 --> 02:56:22.649]  And if the demand for oil evaporates, then the dollar collapses.
[02:56:24.450 --> 02:56:25.809]  That's what's going on here.
[02:56:25.969 --> 02:56:52.280]  But we know, based on recent reports, that the amount of artificial intelligence that is being developed right now to be used by the BlackRock's or the XAI's or the OpenAI's In defense capacities, in civilian capacities, all of the AI that is being developed right now is estimated to demand 99% of the energy that is generated in the United States of America as it is currently generated.
[02:56:52.979 --> 02:56:53.620]  99%.
[02:56:53.620 --> 02:57:07.680]  That's the amount of electricity needed to fuel these computers, these chips, these processors that can compute on that level and deliver the AI outcomes that AI is designed to deliver.
[02:57:08.430 --> 02:57:12.750]  So now we're starting to see murmurings of UFOs or zero-point energy.
[02:57:12.909 --> 02:57:20.110]  Now we're starting to hear murmurings from the government that we can transcend the bounds of space and time with our weapons and our technology.
[02:57:20.309 --> 02:57:31.350]  Now we have the government admitting that we have all these tools at our disposal that can give us an astronomical increase in the amount of energy that can be consumed or used in the United States of America because now the demand has gone up.
[02:57:33.109 --> 02:57:48.489]  Thousands of times over what it was before because artificial intelligence is going to replace the human beings who are not being born in these major manufacturing hubs like the Russias or the Chinas or the Japans or the South Koreas where there's a population crisis happening right before our eyes.
[02:57:48.649 --> 02:57:50.069]  It's almost happened in the United States.
[02:57:50.069 --> 02:57:52.010]  I think we might actually be able to reverse it.
[02:57:52.069 --> 02:57:54.790]  But now that we have this demand for energy...
[02:57:55.720 --> 02:58:03.819]  So much greater than any time before throughout history, now the government's coming out, the intelligence community's coming out and saying, look, we've got this zero-point energy.
[02:58:03.940 --> 02:58:09.040]  We have this alternative energy source that we can use to fuel this artificial intelligence.
[02:58:09.219 --> 02:58:39.100]  And so thus begins the AI arms race between China and the United States of America, where we are frantically going to try to create these partnerships with countries in the Middle East, whether it's Qatar or whether it's Saudi Arabia, or whether it's India, to compete with China, racing for the same technologies, just like the space race between Russia and the United States, but now it's the AI race between China and the United States.
[02:58:39.180 --> 02:58:50.399]  And if they get there first, then they will succeed in being able to replace their dying labor force with robotics and AI, and they could hedge that, they could leverage that.
[02:58:51.079 --> 02:58:55.860]  To ensure that they're still the manufacturing powerhouse of the world into the 21st century.
[02:58:55.979 --> 02:59:15.559]  And we want to circumvent that, develop the technologies, use them domestically, let other strategic partners like Saudi Arabia or India use the same tools as well, but not China, so we can diversify away our dependence on China into the century and weaken them from trying to subvert the dollars, the global reserve currency.
[02:59:15.680 --> 02:59:16.399]  That's what's going on.
[02:59:16.479 --> 02:59:19.819]  But if we do eradicate the demand for oil...
[02:59:20.350 --> 02:59:28.909]  In the world, because we unleash this technology upon the world, we will have to change the entire infrastructure of how our monetary system is set up.
[02:59:29.069 --> 02:59:30.250]  The globalists know this.
[02:59:30.309 --> 02:59:33.069]  This is why they push for central bank digital currencies.
[02:59:33.530 --> 02:59:34.229]  China knows this.
[02:59:34.350 --> 02:59:38.450]  Russia knows this, which is why they push for digital yens or BRICS alternatives.
[02:59:40.129 --> 02:59:41.030]  Libertarians know this.
[02:59:41.129 --> 02:59:46.790]  It's why they push for Bitcoin and other blockchain technologies to shift away from this fractional reserve.
[02:59:47.630 --> 02:59:50.930]  Central banking fiat system that we have now which is totally unsustainable.
[02:59:51.090 --> 03:00:12.170]  So I believe that Trump understands that we have to manifest many of these trade agreements and initiatives in conjunction with one another at the same time while simultaneously restructuring the backbone of the dollar because when push comes to shove eventually the demand for oil is going to go away.
[03:00:12.510 --> 03:00:14.950]  And that's why you see him going to Saudi Arabia.
[03:00:15.909 --> 03:00:28.030]  Initiating these agreements to the tune of $600 billion, estimates as high as a trillion dollars, while bringing the CEO of NVIDIA, while bringing Sam Altman, while bringing Elon Musk.
[03:00:28.170 --> 03:00:31.510]  What does AI have to do with a trade agreement with Saudi Arabia?
[03:00:32.469 --> 03:00:43.389]  When we thought that Saudi Arabia was only really interested in trade with us because of the IMEC corridor as a competitor to the Belt and Road issues, oh, it's because China is simultaneously racing for this technology.
[03:00:43.850 --> 03:00:51.129]  This artificial intelligence technology to try to pull the rug out from under us, being able to diversify our dependents away from them.
[03:00:52.049 --> 03:00:54.209]  So, folks, we're going to get into more news, more breaking cliffs.
[03:00:54.389 --> 03:01:02.030]  On the other side, there's a GOP draft released of the new tax initiatives from the Trump administration that we're going to go over on the other side of this break.
[03:01:02.110 --> 03:01:06.250]  But before we go to break, please go to thealexjonesstore.com right now.
[03:01:07.389 --> 03:01:10.469]  Now, I'm not sure if I'm supposed to tell you this or not, but I'm going to tell you.
[03:01:12.059 --> 03:01:18.879]  We are selling out of methylene blue, and it looks like we're going to be out of stock within the next eight days.
[03:01:19.739 --> 03:01:28.780]  Now, the best way to ensure that you can get that product before we go out of stock and have to wait for another shipment to come in is by going to thealexjonesstore.com right now and subscribing.
[03:01:29.000 --> 03:01:31.159]  When you subscribe to get your methylene blue...
[03:01:31.290 --> 03:01:36.129]  You get it every month, even when it's out of stock for the general public, and you also get it for the lowest price.
[03:01:36.250 --> 03:01:40.569]  We've got an amazing bundle right now that's the Optimal Human and the Methylene Blue.
[03:01:40.629 --> 03:01:45.790]  If you buy them together, you get as much as 30% off, plus a free bottle of Gut Cleanse as well.
[03:01:46.069 --> 03:01:51.090]  Please, it's everything you need, your mind, your body, and fighting for humanity all at the same time.
[03:01:51.149 --> 03:01:53.489]  So please go to thealexjonesstore.com right now.
[03:01:53.590 --> 03:01:58.329]  Be the reason that Alex Jones, these hosts, and this crew will always be fighting the new world order.
[03:01:58.489 --> 03:02:00.610]  Go to thealexjonesstore.com right now.
[03:02:00.680 --> 03:02:02.440]  Stay tuned for breaking news on the other side.
[03:02:02.440 --> 03:02:10.380]  All right, ladies and gentlemen, I am Chase Geiser, your host for the next 24 minutes and 15 seconds.
[03:02:10.380 --> 03:02:14.680]  Before we go to a short break and Owen Schroer takes over from 3 to 6 p.m.
[03:02:14.680 --> 03:02:16.828]  Central hosting the War Room.
[03:02:16.840 --> 03:02:19.300]  And we're going to hammer through these clips as quickly as possible.
[03:02:19.300 --> 03:02:25.300]  The last segment, I covered the latest developments with the deal between Saudi Arabia and the Trump administration.
[03:02:25.300 --> 03:02:28.420]  I tied it in to how it's related to the tariffs with China.
[03:02:28.750 --> 03:02:32.709]  As well as the IMEC Corridor and the arms race for artificial intelligence.
[03:02:33.030 --> 03:02:35.409]  Now we're going to go to something even more enlightening.
[03:02:35.530 --> 03:02:37.309]  We're going to go to a clip from AOC.
[03:02:37.590 --> 03:02:39.229]  This is clip letter E as an elephant.
[03:02:39.409 --> 03:02:42.069]  As in the elephant in the room that she is totally retarded.
[03:02:42.250 --> 03:02:47.909]  AOC threatens there will be hell to pay for arrest of New Jersey Democrats who attacked ICE agents.
[03:02:47.969 --> 03:02:49.750]  We're going to have a problem.
[03:02:49.909 --> 03:02:50.329]  Let's watch.
[03:02:50.729 --> 03:02:55.350]  If anyone's breaking the law in this situation, it's not members of Congress.
[03:02:55.469 --> 03:02:57.569]  It's the Department of Homeland Security.
[03:02:57.930 --> 03:03:01.309]  It's people like Tom Homan and Secretary Kristi Noem.
[03:03:01.530 --> 03:03:14.309]  You lay a finger on someone, on Representative Bonnie Watson Coleman, on Representative, or any of the representatives that were there, you lay a finger on them, we're going to have a problem.
[03:03:16.690 --> 03:03:18.010]  Well, there she is.
[03:03:18.329 --> 03:03:18.690]  AOC.
[03:03:19.309 --> 03:03:23.829]  I thought the right was the party of violence and escalatory rhetoric.
[03:03:25.399 --> 03:03:38.540]  And this all in the context of the fact that leftists are freaking out that we allowed some 50 white people to seek asylum in the United States of America who were facing death in South Africa.
[03:03:39.399 --> 03:03:43.680]  And I wonder if the only reason they hate South Africa is because that's where Elon Musk is from.
[03:03:43.780 --> 03:03:47.100]  They hate the joke that Elon Musk is the richest African American in the world.
[03:03:48.520 --> 03:03:51.520]  But I think ultimately it's just because they hate white people.
[03:03:52.489 --> 03:03:53.870]  That's what's going on.
[03:03:54.010 --> 03:04:19.870]  And really what this fundamentally boils down to, if you want to get serious and not just cheeky, the left hates the fact that white people have to seek asylum from people of color, which is why they simultaneously advocate for any person of color to be in the United States despite their legal status, not deported, despite whether or not they're in...
[03:04:19.871 --> 03:04:37.431]  A gang or a criminal or a rapist or a murderer, which is why they simultaneously threaten the institutions or the establishment or the administration or its supporters in the event that these institutions actually enforce the laws and deport people.
[03:04:39.500 --> 03:04:47.639]  They simultaneously fight for all of these minorities to be in the United States of America, but we have 50 white people come into the United States of America because they have to flee.
[03:04:48.079 --> 03:04:51.479]  People who happen to be of color for their own safety.
[03:04:51.799 --> 03:04:53.440]  And they freak out.
[03:04:53.819 --> 03:04:55.299]  Absolutely lose their minds.
[03:04:55.659 --> 03:04:56.879]  One person per state.
[03:04:57.059 --> 03:05:01.040]  This is clip F, as in frog.
[03:05:01.340 --> 03:05:07.700]  Former Biden-Harris staffer takes an extremely disturbing shot at white South African refugees during heated CNN segment.
[03:05:07.819 --> 03:05:15.569]  Let's watch clip F. And part of that is that the people who are native to that land deserve their rightful land back.
[03:05:15.850 --> 03:05:21.549]  That is not what the Afrikaners actually want to have happen, which are the white Africans.
[03:05:21.569 --> 03:05:23.750]  And so who are...
[03:05:23.790 --> 03:05:27.969]  Not originally from Africa, who colonized South Africa also.
[03:05:28.290 --> 03:05:30.770]  And so that is what they are saying is discrimination.
[03:05:31.209 --> 03:05:38.770]  Now, if the Constitution in South Africa is discriminatory, they have their checks and balances in that land, just like we do.
[03:05:38.909 --> 03:05:39.850]  And that is for them to...
[03:05:39.850 --> 03:05:43.049]  So if the Afrikaners don't actually like the land, they can leave.
[03:05:43.399 --> 03:05:44.020]  That country.
[03:05:44.260 --> 03:05:44.440]  They are.
[03:05:44.579 --> 03:05:45.520]  They're leaving to come here.
[03:05:45.659 --> 03:05:45.719]  No.
[03:05:46.219 --> 03:05:47.479]  These refugees are coming here.
[03:05:47.520 --> 03:05:51.200]  They can actually leave and go to where their native land is, which is probably Germany.
[03:05:51.200 --> 03:05:56.440]  So there's no acknowledgement whatsoever for Christians being genocided in Armenia or other places of the world.
[03:05:56.620 --> 03:06:06.180]  There's only this focus on what's happening between Ukraine and Russia because Russia bad or Gaza and Israel from the left.
[03:06:06.540 --> 03:06:07.620]  And from the right, too.
[03:06:08.340 --> 03:06:09.479]  From the left, especially.
[03:06:10.000 --> 03:06:26.379]  But when we have to save 50 people from facing death just because of the race, 50 white people, and we have to save them from people of color, then apparently that's just an expression of colonialism, as if colonialism is wrong.
[03:06:27.840 --> 03:06:30.959]  I believe in right of conquest.
[03:06:30.959 --> 03:06:31.959]  I can't...
[03:06:32.660 --> 03:06:41.040]  Criticize colonialism and live in Texas at the same time because Texas was originally Mexico and we colonized it and we won it in a war and we took it.
[03:06:41.139 --> 03:06:44.620]  It was originally occupied by many Native Americans and we won it and we took it.
[03:06:44.719 --> 03:06:45.620]  It's ours now.
[03:06:45.620 --> 03:06:48.479]  If they take it back, they can have it if they can keep it.
[03:06:48.540 --> 03:06:50.280]  A republic if you can keep it.
[03:06:52.299 --> 03:07:06.299]  So this whole attack on colonialism is really just some neo-Marxist strategy to brainwash people into thinking that their own culture is bad, so they agree to sacrifice it to some false god of the greater good of globalism.
[03:07:06.440 --> 03:07:10.899]  That's what this is about, and these people are too dumb to even realize whose side that they're playing on.
[03:07:12.289 --> 03:07:16.569]  Trump shames the media in clip J for ignoring genocide of white farmers.
[03:07:16.690 --> 03:07:26.049]  If it were the other way around, they'd talk about it, but they're not talking about it this time until he saves the people, brings them over to the United States, and then they complain about it the whole time.
[03:07:26.049 --> 03:07:26.709]  It's just ridiculous.
[03:07:26.930 --> 03:07:27.229]  Let's watch.
[03:07:27.969 --> 03:07:32.430]  Because they're being killed, and we don't want to see people be killed.
[03:07:32.829 --> 03:07:37.930]  Now, South Africa leadership is coming to see me, I understand, sometime next week.
[03:07:38.529 --> 03:07:43.489]  And, you know, we're supposed to have a, I guess, a G20 meeting there or something.
[03:07:43.750 --> 03:07:45.209]  But we're having a G20 meeting.
[03:07:45.350 --> 03:07:48.989]  I don't know how we can go unless that situation's taken care of.
[03:07:49.049 --> 03:07:52.209]  But it's a genocide that's taking place that you people don't want to write about.
[03:07:52.590 --> 03:07:54.790]  But it's a terrible thing that's taking place.
[03:07:54.950 --> 03:07:58.569]  And farmers are being killed.
[03:07:59.129 --> 03:08:00.290]  They happen to be white.
[03:08:00.850 --> 03:08:04.149]  But whether they're white or black makes no difference to me.
[03:08:04.309 --> 03:08:06.250]  But white farmers are being...
[03:08:07.020 --> 03:08:15.540]  Brutally killed and their land is being confiscated in South Africa and the newspapers and the media, television media doesn't even talk about it.
[03:08:15.739 --> 03:08:17.459]  If it were the other way around they'd talk about it.
[03:08:17.680 --> 03:08:19.579]  That would be the only story they'd talk about.
[03:08:20.120 --> 03:08:22.180]  And I don't care who they are.
[03:08:22.719 --> 03:08:24.700]  I don't care about their race, their color.
[03:08:24.879 --> 03:08:26.600]  I don't care about their height, their weight.
[03:08:26.739 --> 03:08:27.559]  I don't care about anything.
[03:08:27.559 --> 03:08:30.120]  I just know that what's happening is terrible.
[03:08:30.340 --> 03:08:32.600]  I have people that live in South Africa.
[03:08:32.600 --> 03:08:34.860]  They say it's a terrible situation taking place.
[03:08:34.860 --> 03:08:38.620]  So we've essentially extended citizenship to those people.
[03:08:39.600 --> 03:08:44.079]  So let's just take a pulse here of what the Trump administration has accomplished.
[03:08:45.459 --> 03:08:48.260]  We've got RFK Jr., Secretary of Health.
[03:08:48.590 --> 03:08:52.729]  Succeeding in removing atrazine and fluoride from water in many states.
[03:08:53.909 --> 03:09:01.110]  Negotiating with the food companies to remove dangerous food dyes that cause ADD and autism from the foods that our children consume.
[03:09:01.930 --> 03:09:05.670]  We've got investigations into the cause of autism actually happening.
[03:09:05.889 --> 03:09:11.549]  Studies actually being conducted in a real way by the establishment, the new establishment, our establishment.
[03:09:15.709 --> 03:09:16.389]  Sincere...
[03:09:18.430 --> 03:09:20.889]  Attempts to look into what's going on with chemtrails.
[03:09:21.090 --> 03:09:24.389]  So on the health front, we're just absolutely nailing it.
[03:09:25.290 --> 03:09:30.770]  Then we have Trump coming in and renegotiating the way that the United States does business with the world.
[03:09:31.690 --> 03:09:41.110]  Establishing this tariff strategy which was able to single out China without seeming like it was singling out China because he did a reciprocal policy on all the nations of the earth.
[03:09:41.469 --> 03:09:44.229]  Then when they all caved, it ended up only being China.
[03:09:44.510 --> 03:09:46.829]  Now we've got trade with China totally renegotiated.
[03:09:47.100 --> 03:09:56.940]  We've got the IMEC corridor going up from India through Saudi Arabia into Israel to make China not have a monopoly through the Belt and Road Initiative on trade.
[03:09:58.840 --> 03:10:10.399]  Reducing China's ability to do predatory lending for the Belt and Road Initiative in order to control all of these third world countries that are along that path and that route.
[03:10:11.500 --> 03:10:27.420]  While catalyzing This $600 billion to $1 trillion deal with Saudi Arabia that is going to empower the United States to win the artificial intelligence arms race, subvert China's subversion of the U.S. dollar.
[03:10:28.420 --> 03:10:34.100]  As we seek to find another foundation for our monetary policy altogether, our money itself.
[03:10:35.979 --> 03:10:37.819]  And he's avoided war with Iran.
[03:10:37.819 --> 03:10:39.540]  And he's avoided war with Pakistan.
[03:10:39.540 --> 03:10:41.239]  And he's avoided war with Russia.
[03:10:41.239 --> 03:10:42.819]  And he's avoided war with China.
[03:10:44.270 --> 03:10:46.010]  All in like the first few months.
[03:10:46.590 --> 03:10:55.129]  And I know there are issues with Pan Bondi taking forever on the Epstein files, and we still don't have any indictments with the Epstein files, and we still don't have any indictments with the Fauci's.
[03:10:55.129 --> 03:10:58.149]  I'm frustrated about those things, just as many of the listeners are.
[03:10:58.989 --> 03:11:04.629]  But you gotta break up with Israel before you reveal to the world that Israel might have had something to do with Jeffrey Epstein.
[03:11:07.690 --> 03:11:11.370]  And I believe that there are tens of thousands of videos and tens of thousands of documents.
[03:11:12.029 --> 03:11:24.069]  Describing or outlining or filing what is in those videos and that they have to go through and redact faces and names to ensure that they protect all the victims because there must have been thousands upon thousands of victims if they have 14 terabytes of material.
[03:11:24.090 --> 03:11:29.969]  I can tell you that the entire Infowars archive throughout its entire history is closer to 30 terabytes.
[03:11:32.510 --> 03:11:35.290]  So 14 terabytes is just thousands upon thousands.
[03:11:35.469 --> 03:11:37.469]  I mean, it's got to be over 30,000.
[03:11:37.629 --> 03:11:39.030]  I mean, it's astronomical.
[03:11:40.170 --> 03:11:45.489]  And then we simultaneously have this new alleged tax policy coming out.
[03:11:45.750 --> 03:11:53.409]  On Monday, the House GOP released a draft of the bill, full text below, which confirms several core policy pillars previously signaled by leadership.
[03:11:53.750 --> 03:12:00.850]  Among the most consequential is a 5% remittance tax on international money transfers designed to fund border security.
[03:12:01.360 --> 03:12:24.360]  So you realize the reason that our southern border has been invaded by South American, Central American migrants for so many years, one of the main reasons, without any of these Central American or South American countries doing anything to prevent people from coming illegally into the United States, is because many of their economies, those third world or second world economies, are dependent on U.S. dollars via remittance.
[03:12:24.780 --> 03:12:28.600]  So they send people to the tune of thousands or millions into the United States.
[03:12:28.739 --> 03:12:35.600]  Those people work 12-hour shifts, and then they send the vast majority of their money back to their families in whatever country they came from.
[03:12:37.200 --> 03:12:43.840]  Thus, these countries in Central and South America have depended on the illegal invasion of the United States of America for their own economies.
[03:12:43.959 --> 03:12:50.399]  But if you put a remittance tax of 5% on, that simultaneously mitigates the incentive for people to come into the United States.
[03:12:50.809 --> 03:12:52.930]  And allows for the funding of the border to prevent.
[03:12:53.090 --> 03:12:54.370]  It's fighting the war on both fronts.
[03:12:54.510 --> 03:12:55.629]  It's two birds with one stone.
[03:12:55.750 --> 03:12:56.489]  It's absolutely brilliant.
[03:12:56.629 --> 03:13:07.389]  But this tax bill apparently also includes extending provisions from the 2017 Trump tax law, including the higher estate and gift tax exemptions, and a limitation on the deduction of state and local taxes.
[03:13:07.879 --> 03:13:16.760]  With a modified $15,000 cap for individuals and $30,000 for married filing jointly, a tax break on overtime through 2028 raises the debt limit by $4 trillion.
[03:13:16.760 --> 03:13:17.520]  That's too bad.
[03:13:17.719 --> 03:13:28.799]  Creates tax-exempt MAGA savings accounts for kids, does not include the new millionaire tax bracket, limits or terminates the tax benefit of itemized deductions, requires a certificate to claim the earned income tax credit.
[03:13:29.290 --> 03:13:31.530]  And imposes penalties for fraudulent misstatements.
[03:13:31.709 --> 03:13:45.610]  Terminates the IRS's direct file program, which had the lefties up in a tizzy, even though no one uses it whatsoever, and the whole entire program was just a total waste, crashing all the time, similar to the launch of the Affordable Care Act, healthcare.gov website.
[03:13:46.489 --> 03:13:50.170]  Terminates tax-exempt status for any organization that supports terrorist organizations.
[03:13:50.590 --> 03:13:55.770]  Increases penalties for unauthorized disclosure of taxpayer information to 250 grand or 10 years imprisonment.
[03:13:56.120 --> 03:14:00.819]  Permanently extends the expanded child tax credit and requires Social Security numbers to claim it.
[03:14:01.120 --> 03:14:08.360]  Permanently increases the qualified business income deduction from 20 to 23% and permanently limits the deduction of gambling losses to the extent of winnings.
[03:14:09.399 --> 03:14:18.620]  So, I'm not sure that I agree with every little item in this tax bill, but domestically and abroad, the Trump administration is just absolutely murdering it.
[03:14:18.719 --> 03:14:20.239]  And look, I like Rand Paul a lot.
[03:14:20.379 --> 03:14:22.719]  I think Rand Paul is incredibly bright and honest.
[03:14:23.830 --> 03:14:37.389]  Did some astoundingly wonderful things, especially in terms of what he did in the hearings with Fauci, where he got Fauci to perjure himself, to explicitly lie about the nature of gain-of-function research, who's funding it, where it was taking place.
[03:14:37.709 --> 03:14:38.989]  He's responsible for that.
[03:14:39.149 --> 03:14:50.690]  At a time where it was incredibly damning to claim that the virus might have come from a lab, incredibly damning to claim that it was a Chinese virus or that maybe the United States had something to do with funding its development.
[03:14:51.659 --> 03:14:57.780]  But, you know, being the libertarian that he is, the free market capitalist that he is, I imagine that he had some criticisms of tariffs.
[03:14:57.920 --> 03:15:03.979]  But watch this clip, I, of Jesse Waters confronting panicking Senator Rand Paul on Trump tariffs.
[03:15:04.139 --> 03:15:05.700]  He says you were against the tariffs.
[03:15:05.860 --> 03:15:06.700]  Now what do you have to say?
[03:15:06.799 --> 03:15:07.139]  Let's watch.
[03:15:07.719 --> 03:15:09.159]  Senator, you were a panicking.
[03:15:09.760 --> 03:15:11.559]  You were against the tariffs.
[03:15:12.040 --> 03:15:14.000]  You were anti-tariff.
[03:15:14.159 --> 03:15:15.860]  Now what do you have to say?
[03:15:16.440 --> 03:15:18.299]  Jesse, I'm a free market guy.
[03:15:18.520 --> 03:15:24.719]  I think international trade creates great wealth, and there's all the facts and history of the last 100 years to prove it.
[03:15:24.879 --> 03:15:26.899]  But I'm also a friend of Donald Trump's.
[03:15:26.979 --> 03:15:28.299]  I'm a supporter of Donald Trump's.
[03:15:28.399 --> 03:15:31.420]  When he has successes with trade, I've said I will compliment him.
[03:15:31.520 --> 03:15:37.500]  If he succeeds in lowering tariffs and lessening the obstacles to trade, I'll be right there.
[03:15:37.739 --> 03:15:39.399]  I think it's unknown with China.
[03:15:39.739 --> 03:15:42.239]  We started out at 145 percent.
[03:15:42.459 --> 03:15:43.879]  Then we went to 80 percent.
[03:15:43.979 --> 03:15:45.059]  Now we're at 30 percent.
[03:15:45.389 --> 03:15:47.930]  But that's 30% more than we have on currently.
[03:15:48.049 --> 03:15:51.969]  So this will be a 30% rise in any goods who are coming from China.
[03:15:52.149 --> 03:15:53.549]  And somebody will pay that.
[03:15:53.629 --> 03:15:54.549]  It will be the consumer.
[03:15:54.770 --> 03:16:03.809]  If the consumer's happy to pay more when they go to Walmart or more when they go to Target in order to get fairness or to teach China a lesson, then so be it.
[03:16:03.889 --> 03:16:05.329]  But the proof is in the pudding.
[03:16:05.569 --> 03:16:08.069]  We'll see what happens over the next six months to a year.
[03:16:08.290 --> 03:16:10.530]  So you think our defense industry...
[03:16:10.680 --> 03:16:12.040]  Should rely on the Chinese?
[03:16:12.319 --> 03:16:14.540]  You think we should rely on Chinese steel?
[03:16:14.760 --> 03:16:15.420]  You trust China?
[03:16:16.000 --> 03:16:20.319]  No, I think there are exceptions to trade and exceptions to free international trade.
[03:16:20.440 --> 03:16:21.840]  One of them would be defense industries.
[03:16:22.040 --> 03:16:26.420]  We obviously aren't going to buy our, you know, intercontinental ballistic missiles from them.
[03:16:26.579 --> 03:16:29.600]  We're not going to have enriched uranium coming from China.
[03:16:29.639 --> 03:16:33.239]  So our defense industry is completely independent and needs to be.
[03:16:33.420 --> 03:16:35.040]  Are there even some things that aren't?
[03:16:35.569 --> 03:16:38.809]  Necessary for defense that I would say we ought to make here.
[03:16:38.950 --> 03:16:40.309]  The flag, for goodness sakes.
[03:16:40.409 --> 03:16:41.489]  Or pharmaceuticals.
[03:16:41.770 --> 03:16:44.370]  You don't want pharmaceuticals coming from China.
[03:16:44.590 --> 03:16:44.989]  No.
[03:16:45.129 --> 03:16:46.530]  Well, actually, I don't.
[03:16:46.629 --> 03:16:47.229]  But here's the thing.
[03:16:47.450 --> 03:16:48.670]  There's a real question.
