# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.000 --> 00:00:32.320]  InfoWars, tomorrow's news.
[02:49:01.120 --> 02:49:05.440]  Always buy bullion and do it with somebody who doesn't charge you when you liquidate.
[02:49:05.760 --> 02:49:06.639]  Oh, I forgot that part.
[02:49:06.879 --> 02:49:08.239]  You're the only big company that does that.
[02:49:08.399 --> 02:49:09.120]  That is massive.
[02:49:09.280 --> 02:49:10.559]  No charge and liquidation.
[02:49:10.879 --> 02:49:11.360]  Massive.
[02:49:11.680 --> 02:49:16.399]  And again, ladies and gentlemen, you can look at the wholesale price.
[02:49:16.479 --> 02:49:17.520]  Every day of silver and gold.
[02:49:17.680 --> 02:49:18.879]  When you buy it, you know.
[02:49:19.120 --> 02:49:26.239]  These other places, I'm sorry, there's 90% of them go from scams to absolutely criminal in my view.
[02:49:26.479 --> 02:49:29.760]  That's why we don't have gold sponsors and stuff because there's so few that are good.
[02:49:30.000 --> 02:49:34.719]  Plus, I got out of it 14 years ago, right at the top, told everybody, nope, now's not the time.
[02:49:35.040 --> 02:49:36.639]  And then two years ago was the time.
[02:49:36.719 --> 02:49:38.159]  We've been proven right, only exploded.
[02:49:38.399 --> 02:49:39.360]  The best investment there is.
[02:49:39.600 --> 02:49:46.479]  All I'm going to do is steer you right, folks, because I treat you like I want to be treated on the supplements, on the products, on the sponsors, only the best.
[02:49:46.639 --> 02:49:51.920]  And that's Kirk Elliott Precious Metals, kpm.com forward slash gold, 720-6005-3000.
[02:49:52.319 --> 02:49:54.479]  Call now for your free consultation.
[02:49:55.440 --> 02:49:57.520]  Soron Madani.
[02:49:59.040 --> 02:50:01.280]  Soron Madani.
[02:50:01.520 --> 02:50:02.479]  I'm sorry.
[02:50:03.120 --> 02:50:15.840]  Zoran Madani does these things where he dresses up like a girl, axol, non-threatening, communist, super jihadi, absolute American hater, wants to disarm the police, have world government, wins the Democrat primary, and he's all, I'm liberal.
[02:50:16.079 --> 02:50:18.879]  Oh, I'm going to pass all these anti-free speech laws, protect Jews.
[02:50:19.760 --> 02:50:22.399]  This is all part of the globalist calergy plan.
[02:50:22.719 --> 02:50:25.120]  Like London, all these other capitals run by the Muslims.
[02:50:25.360 --> 02:50:28.479]  So everybody's obsessed with Israel all day, which I have big criticisms of.
[02:50:29.120 --> 02:50:31.360]  No, I'm even more worried about the Muslims.
[02:50:31.840 --> 02:50:34.159]  And so all this non-threatening crap is their standard PR.
[02:50:34.239 --> 02:50:35.360]  It's a takeover plan.
[02:50:35.680 --> 02:50:38.079]  Laura Loomer, closing comments on this.
[02:50:40.559 --> 02:50:45.120]  We're witnessing the destruction of Western civilization in real time.
[02:50:45.360 --> 02:50:49.040]  And you and I have been at the forefront of exposing this for many years now, Alex.
[02:50:49.120 --> 02:50:54.719]  And unfortunately, the GOP has done nothing to designate the Muslim Brotherhood as a terrorist organization.
[02:50:54.959 --> 02:50:58.559]  This was something that we were told was going to happen during the first Trump administration.
[02:50:58.879 --> 02:51:00.319]  It didn't happen for some reason.
[02:51:00.559 --> 02:51:20.799]  I'm hoping that this will be a campaign promise that is gone through with and fulfilled during the second Trump administration, because all of these proxies, all of these Palestinian groups that are chanting globalized ENT FADA and causing chaos in the streets of American cities,
[02:51:20.959 --> 02:51:32.879]  especially in Texas, they've identified, national security officials have identified, Alex, that the largest Hamas and Hezbollah terror cells are actually out of Texas, out of Dallas and Houston, believe it or not.
[02:51:32.959 --> 02:51:36.000]  So if you're in Texas, you are surrounded by these proxies.
[02:51:36.079 --> 02:51:38.959]  And there are over 2 million Iranian proxies living in our country.
[02:51:39.280 --> 02:51:41.680]  And Zoran Mandami is capitalizing on that.
[02:51:42.000 --> 02:51:46.000]  He made campaign commercials in foreign languages.
[02:51:46.319 --> 02:51:51.440]  He appealed mostly to the immigrant community, the Indian community, the Muslim community.
[02:51:51.760 --> 02:52:00.799]  And he truly wants to turn New York City into a city controlled by immigrants, a city overrun by crime, a city overrun by illegal aliens.
[02:52:00.959 --> 02:52:02.719]  He said he wants to defund the police.
[02:52:03.040 --> 02:52:06.319]  He wants to completely eradicate ICE from New York City.
[02:52:06.479 --> 02:52:09.360]  He's not going to comply with federal immigration enforcement.
[02:52:09.680 --> 02:52:20.319]  He wants to castrate children by giving $65 million of funds to what he calls gender-affirming care, which is just another fancy little term for chemical castration.
[02:52:20.639 --> 02:52:24.000]  This guy is trying to destroy the United States of America.
[02:52:24.239 --> 02:52:34.159]  He's coming in friendly, pretending like he's an ally of the LGBTQ, pretending like, you know, he cares about cracking down on anti-Semitism and cares about Christians.
[02:52:34.319 --> 02:52:40.959]  No, when he talks about hate crime legislation, as he did, he said he's going to put millions of dollars.
[02:52:41.120 --> 02:52:44.959]  Most of the budget is going to be allocated to cracking down on hate crimes.
[02:52:45.120 --> 02:52:48.719]  That means that he's going to basically be implementing Islamic blasphemy laws.
[02:52:48.799 --> 02:52:50.479]  You're not going to be able to criticize Islam.
[02:52:50.719 --> 02:52:55.120]  You're going to go to jail if you misgender somebody, just like we're seeing in London.
[02:52:55.440 --> 02:52:57.520]  They elected Sadiq Khan, right?
[02:52:57.600 --> 02:52:59.440]  They had an Islamic takeover of London.
[02:52:59.600 --> 02:53:01.040]  So many Muslims were able to vote.
[02:53:01.120 --> 02:53:02.639]  They put a Muslim mayor in London.
[02:53:02.719 --> 02:53:03.760]  And now you have stabbings.
[02:53:03.840 --> 02:53:08.079]  You have women that are having acid thrown on their faces on the side of the street.
[02:53:08.399 --> 02:53:09.440]  You have honor killings.
[02:53:09.520 --> 02:53:10.479]  You have terrorist attacks.
[02:53:10.639 --> 02:53:14.159]  You have bombings at concerts where little 13-year-old girls are going to blow up.
[02:53:15.040 --> 02:53:15.440]  I totally agree.
[02:53:15.520 --> 02:53:16.799]  It's your standard operating procedure.
[02:53:16.879 --> 02:53:20.079]  Laura Loomer on X. Where else can people find you and find your book?
[02:53:20.639 --> 02:53:22.959]  Well, they can follow me on X at Laura Loomer.
[02:53:23.040 --> 02:53:26.879]  My show is on Rumble every Tuesday and Thursday, rumble.com slash Laura Loomer.
[02:53:26.959 --> 02:53:28.079]  My show is called Loomer Unleashed.
[02:53:28.159 --> 02:53:34.879]  And then you can go to my website, loomered.com, where you can read my exclusive investigative reports and follow what I'm doing there.
[02:53:35.040 --> 02:53:35.520]  But I appreciate that.
[02:53:35.760 --> 02:53:36.719]  So much for the work you do.
[02:53:36.959 --> 02:53:38.239]  That's why I didn't want to get in a fight with you.
[02:53:38.319 --> 02:53:39.680]  And I hope we can fix it with you and Tutor.
[02:53:39.760 --> 02:53:41.840]  And by the way, I'd love to come on your show anytime you want.
[02:53:42.079 --> 02:53:43.920]  Laura Loomer, thank you so much.
[02:53:44.239 --> 02:53:45.360]  You have an open invitation.
[02:53:45.520 --> 02:53:45.760]  Thank you.
[02:53:46.079 --> 02:53:46.319]  Set it up.
[02:53:46.399 --> 02:53:47.440]  Let's do it this week or next week.
[02:53:47.600 --> 02:53:48.319]  I just got loomered.
[02:53:48.479 --> 02:53:48.719]  Thank you.
[02:53:48.879 --> 02:53:49.040]  All right.
[02:53:49.120 --> 02:53:49.600]  Thank you, Laura.
[02:53:49.920 --> 02:53:50.319]  Thank you.
[02:53:50.639 --> 02:53:51.360]  Thanks, Alex.
[02:53:51.440 --> 02:53:51.680]  Bye.
[02:53:51.840 --> 02:53:53.040]  It's crazy.
[02:53:53.360 --> 02:53:53.760]  All right.
[02:53:54.000 --> 02:53:56.000]  Very polarizing figure, just like I am.
[02:53:56.319 --> 02:53:58.079]  Definitely one of the most censored people ever.
[02:53:58.399 --> 02:53:59.520]  So she defended me.
[02:54:00.000 --> 02:54:00.559]  I like her.
[02:54:00.719 --> 02:54:04.959]  I get mad at her sometimes because she has a tendency to infight.
[02:54:05.520 --> 02:54:07.120]  You'd say she does it when she thinks it's right.
[02:54:07.440 --> 02:54:09.600]  I just, you know, Tucker's as good as it gets.
[02:54:09.760 --> 02:54:11.280]  So that's where it's at.
[02:54:11.600 --> 02:54:14.799]  Now, Errol Musk is a fascinating person.
[02:54:15.120 --> 02:54:20.000]  We got a one-minute break before we join 450 plus radio stations and TV stations to carry the show.
[02:54:20.319 --> 02:54:24.799]  And so the fourth hour launches in T minus 60 seconds.
[02:54:24.959 --> 02:54:28.239]  Share the live feed from Infowars.com forward slash show.
[02:54:28.319 --> 02:54:31.680]  Band.video at Infowars.com forward slash show.
[02:54:31.840 --> 02:54:33.280]  You are the Paul Revere's.
[02:54:33.520 --> 02:54:35.760]  We're going to talk to Elon Musk's father straight ahead.
[02:54:36.000 --> 02:54:36.239]  All right.
[02:54:36.319 --> 02:54:41.520]  We're into the fourth hour here on this live Thursday, June 26, 2025 transmission.
[02:54:41.840 --> 02:54:48.399]  And I wanted to get Errol Musk, an engineer, scientist, computer programmer, former city council member.
[02:54:48.479 --> 02:54:49.920]  I mean, just, he's done so much stuff.
[02:54:50.239 --> 02:55:01.680]  He's addressed Stanford and Harvard Universities, debated Oxford University, a forum for the future 2050 in Russia to their main intelligentsia recently that I also spoke via video link to.
[02:55:02.239 --> 02:55:09.440]  And I aired his speech here, but also really thought it was amazing on all the different things he covered.
[02:55:10.559 --> 02:55:18.719]  And he's an officer commanding the 19th Electronic Warfare overall winner SADF shooting competitions.
[02:55:19.040 --> 02:55:20.559]  I mean, it just goes on and on.
[02:55:21.360 --> 02:55:22.639]  His bio is so interesting.
[02:55:22.719 --> 02:55:26.559]  So we've only got with the breaks we have here like 45, 50 minutes to talk to him.
[02:55:26.639 --> 02:55:28.319]  So he can go wherever he wants.
[02:55:28.879 --> 02:55:34.799]  And, you know, You can't overshadow the father with the son because it's the father that you get the son from.
[02:55:35.120 --> 02:55:38.719]  But I'm sure sometimes he's probably, you know, he's a very interesting person in his own right.
[02:55:39.040 --> 02:55:40.719]  Always probably gets the Elon Musk questions.
[02:55:40.799 --> 02:55:44.239]  But I want to bring up Elon Musk later, but I just can't help it up front.
[02:55:44.319 --> 02:55:58.159]  I know you guys have had your differences like any father and son, but it must just still be amazing to have one of the most enigmatic Maverick sons, and you're a Maverick yourself, and to just watch all of this going on.
[02:55:59.360 --> 02:56:00.799]  It's got to be surreal.
[02:56:01.280 --> 02:56:09.040]  And then we'll get into all your views on space travel and AI and some of the amazing things you talked about when you were at that big conference in Russia.
[02:56:09.360 --> 02:56:14.000]  But just, you know, Errol Musk, how surreal is just the year 2025 in general?
[02:56:14.159 --> 02:56:15.360]  Thanks for joining us.
[02:56:17.440 --> 02:56:18.959]  How surreal is the year being?
[02:56:21.520 --> 02:56:22.159]  What is the question?
[02:56:22.559 --> 02:56:24.159]  No, no, I'm just saying, what is it?
[02:56:24.479 --> 02:56:25.840]  What do you make of the world today?
[02:56:26.000 --> 02:56:26.799]  What's the state of the world?
[02:56:26.879 --> 02:56:29.280]  Is it just surreal consciousness?
[02:56:30.479 --> 02:56:34.719]  Well, you know, in many ways, I see things coming right.
[02:56:35.280 --> 02:56:39.280]  I see things moving in the right direction in many ways.
[02:56:39.760 --> 02:56:44.399]  Last year, this time, you know, I made a couple of trips to the U.S. last year.
[02:56:44.479 --> 02:56:45.600]  I've got a lot of family there.
[02:56:45.760 --> 02:56:51.200]  And people were very despondent under the Biden time.
[02:56:51.520 --> 02:57:01.280]  You know, this previous administration was basically giving people the idea that they have to actually find a place to leave, go away from America.
[02:57:01.920 --> 02:57:03.600]  They were considering leaving the country.
[02:57:03.840 --> 02:57:10.479]  You know, they were semigrating from California to Texas and so on, at least.
[02:57:10.799 --> 02:57:17.120]  And this year, when I went, I spent April, the whole of April from California to Texas.
[02:57:17.440 --> 02:57:20.559]  And the mood was totally different.
[02:57:20.879 --> 02:57:28.239]  You know, I like to say that 80% of the people, I'm supposed to say 80% of the people were very happy or behind Trump.
[02:57:28.399 --> 02:57:37.840]  In fact, 100% of the people that I met were very happy and feeling much better about things and very behind Trump.
[02:57:38.159 --> 02:57:39.680]  That was recently.
[02:57:41.200 --> 02:57:46.719]  So I'd written some questions last night and, of course, forgot them on the kitchen table.
[02:57:47.040 --> 02:57:48.239]  And that was really my first question.
[02:57:48.319 --> 02:57:55.280]  You just reminded me, are you optimistic about the future as obviously a futurist and very interesting person?
[02:57:55.600 --> 02:57:59.280]  Are you overall optimistic or are you negative about the future?
[02:58:00.159 --> 02:58:01.360]  No, no, I'm optimistic.
[02:58:01.920 --> 02:58:05.120]  I would say that the world is waking up.
[02:58:06.719 --> 02:58:10.000]  A few years ago, you were a lone voice in the wilderness.
[02:58:10.719 --> 02:58:22.159]  Now everybody takes your word and people like you and they listen because they realize that the things you were saying a few years ago are accurate, were true.
[02:58:23.200 --> 02:58:26.079]  And now people are much more wide awake and much more aware.
[02:58:26.639 --> 02:58:40.479]  And it's not only the older people, even the youngsters, the 20-year-olds, the 25-year-olds, the 30-year-olds, they're aware of fake media and they're aware of that they're being misled and so forth and so on.
[02:58:40.799 --> 02:58:44.719]  And, you know, this is quite a big divide all over the world.
[02:58:45.040 --> 02:58:51.040]  And people are between those who still don't see the picture and those who do see the picture.
[02:58:51.360 --> 02:58:55.120]  And the numbers that are seeing the picture now are huge.
[02:58:55.440 --> 02:59:03.200]  I mean, even myself, you know, like about before 10 years ago, I actually used to watch CNN.
[02:59:03.760 --> 02:59:06.079]  And I would watch BBC.
[02:59:06.559 --> 02:59:16.079]  And about 2015, I seem to remember looking at CNN and that, I thought there's something wrong with what these people are saying.
[02:59:16.399 --> 02:59:20.479]  You know, within myself, I started to say, wait, there's something wrong here.
[02:59:20.559 --> 02:59:22.639]  This doesn't add up the things they're saying.
[02:59:22.959 --> 02:59:26.479]  And of course, slowly, you know, we all sort of woke up.
[02:59:27.120 --> 02:59:29.120]  I certainly woke up to the reality.
[02:59:29.200 --> 02:59:40.000]  And so did Elon, Elon and Kimball, my sons, because up to that time, they considered me evil for even suggesting that Trump was a good choice.
[02:59:40.959 --> 02:59:45.280]  And, you know, told me to my face, you know, that I'm an idiot.
[02:59:45.760 --> 02:59:48.559]  And now, since then, they've changed as well.
[02:59:48.799 --> 03:00:03.440]  And they are, apart from the recent argument between the two, the domestic quarrel that was recently between Trump and Elon, they totally behind Trump, totally behind what's going on.
[03:00:03.760 --> 03:00:04.879]  And that's great.
[03:00:06.479 --> 03:00:08.639]  Well, that was my first question that I forgot.
[03:00:08.719 --> 03:00:10.479]  And then you magically brought it up.
[03:00:10.799 --> 03:00:16.079]  So I'm very optimistic overall as well, because we've been so asleep for so long.
[03:00:16.239 --> 03:00:25.200]  Now the awakening's here and all the kleptocratic, frozen, stagnant establishments are just in total crisis.
[03:00:25.440 --> 03:00:34.319]  I really think the establishment should stop fighting the will of humanity's destiny and success and should instead try to align themselves and have a pro-human future.
[03:00:34.479 --> 03:00:40.559]  We have this depopulationist, transhumanist, globalist cult telling us, you just roll over, the future is not human.
[03:00:40.719 --> 03:00:41.840]  You all know Harari.
[03:00:42.159 --> 03:00:46.159]  But I see humanity in the 11th hour roaring back from that.
[03:00:46.479 --> 03:00:49.280]  And there's so many ways to go at this.
[03:00:49.520 --> 03:01:00.159]  But I noticed when you were in Russia, just like Tucker said, I haven't been there, but people that have seen go there, they say the cities, St. Petersburg, Moscow, the nicest you've ever seen, just so innovative, so clean.
[03:01:00.399 --> 03:01:01.600]  And they go, oh, you're Russian agents.
[03:01:01.680 --> 03:01:02.319]  No, it's a fact.
[03:01:02.639 --> 03:01:04.639]  Now, sure, when they were under communism, it was terrible.
[03:01:04.719 --> 03:01:08.559]  And Boris Yeltsin came here and saw a grocery store and started crying.
[03:01:08.879 --> 03:01:12.799]  And that's why Tucker obviously went and pointed out, hey, it's not like that anymore.
[03:01:13.120 --> 03:01:27.040]  Just as an example of humanity coming back from darkness, to paraphrase you, you said that Moscow and St. Petersburg when you're in Russia was one of the most, if not the most spectacular human centers you'd seen.
[03:01:27.280 --> 03:01:29.600]  Can you kind of repeat or expand on that?
[03:01:30.559 --> 03:01:31.520]  Yes, yes.
[03:01:31.760 --> 03:01:51.760]  I also, it was my first trip to Moscow, and I had in the 80s been to East Germany on business, believe it or not, the East Germans, or DDR, it used to be called, actually was prepared to sell things to South Africa at that time, you know.
[03:01:52.079 --> 03:01:58.159]  And so I did see that, and it was pretty miserable in East Germany, I must say.
[03:01:58.479 --> 03:02:04.239]  Although the people in East Germany in those days were absolutely wonderful and good looking.
[03:02:04.559 --> 03:02:05.840]  I'll never forget that.
[03:02:06.159 --> 03:02:11.040]  And then now, this trip to Moscow, I also wasn't sure what to expect.
[03:02:11.360 --> 03:02:19.440]  You know, I expected a sort of miserable airport, and I expected sort of shadows and alleys and weird-looking dark places.
[03:02:19.680 --> 03:02:21.120]  I don't know what I had in my mind.
[03:02:21.440 --> 03:02:24.159]  But when I got there, I couldn't believe it.
[03:02:24.479 --> 03:02:27.200]  The airport, the airport was staggering.
[03:02:27.520 --> 03:02:31.360]  I mean, probably one of the most beautiful airports I've ever seen.
[03:02:31.840 --> 03:02:36.479]  The service, everything was just so good.
[03:02:36.959 --> 03:02:40.559]  There was just no way to put it in any other way.
[03:02:40.719 --> 03:02:47.920]  The two of us, I had my assistant strategist with me, Nathan.
[03:02:48.000 --> 03:02:51.360]  Nathan Brown is a PhD in business now.
[03:02:51.840 --> 03:02:57.040]  And he was with me and he was, you know, we just couldn't believe it.
[03:02:57.280 --> 03:03:01.680]  And Moscow is by far the most beautiful capital city in the world.
[03:03:02.000 --> 03:03:02.799]  I mean, by far.
[03:03:02.959 --> 03:03:04.719]  We're not talking about by a little bit.
[03:03:05.040 --> 03:03:07.120]  It puts DC in the shade.
[03:03:07.440 --> 03:03:09.760]  And DC, I always thought, was rather nice.
[03:03:10.079 --> 03:03:13.920]  And certainly London is tatty by comparison.
[03:03:14.239 --> 03:03:15.840]  Moscow is stunning.
[03:03:16.959 --> 03:03:18.239]  It is so clean.
[03:03:18.559 --> 03:03:22.000]  And not only that, they seem to have a monopoly on good looks.
[03:03:22.319 --> 03:03:24.000]  Everybody is good looking.
[03:03:24.479 --> 03:03:26.479]  Every woman looks like a fashion model.
[03:03:26.799 --> 03:03:27.680]  I mean, I'm not joking.
[03:03:27.840 --> 03:03:30.159]  It's not like some look like a fashion model.
[03:03:30.399 --> 03:03:32.639]  Oh, listen, I've watched raw footage out of Russia.
[03:03:32.719 --> 03:03:33.840]  I don't know if there's one to go.
[03:03:34.159 --> 03:03:37.680]  And like, you just see the people and they're not eating GMO.
[03:03:37.760 --> 03:03:45.360]  They're not, it looks like the footage of eight millimeter people in the 50s in the U.S. It's like going back to the future.
[03:03:45.680 --> 03:03:48.719]  It's just, it's amazing.
[03:03:49.360 --> 03:03:50.319]  It is amazing.
[03:03:50.639 --> 03:03:54.399]  And the, you know, the mothers of their children everywhere.
[03:03:54.719 --> 03:04:04.879]  You know, it's mothers and children everywhere you look, you know, running around with their children running with them and beautifully dressed and off doing shopping or whatever it is.
[03:04:05.200 --> 03:04:12.719]  It's so, I'm so unused to seeing that kind of thing where, you know, small children with their mom running about.
[03:04:13.040 --> 03:04:15.280]  And, you know, it was just terrific.
[03:04:15.600 --> 03:04:18.799]  I mean, the whole thing is a scam.
[03:04:19.360 --> 03:04:19.920]  The scam.
[03:04:21.120 --> 03:04:23.280]  There's Moscow that you're looking at it.
[03:04:23.760 --> 03:04:28.079]  The whole thing about Russia, from what I can see, is a scam.
[03:04:28.559 --> 03:04:31.680]  They're bullshitting us about Moscow and about Russia.
[03:04:31.920 --> 03:04:34.959]  We have been bullshitted, excuse my language.
[03:04:36.799 --> 03:04:40.079]  Russia is an incredibly beautiful place.
[03:04:40.399 --> 03:04:43.120]  The food is unbelievably good.
[03:04:45.040 --> 03:04:54.399]  And the prices are like a third of what you pay in the US, which I do believe I understand that because also here in South Africa, food is cheaper.
[03:04:54.559 --> 03:04:56.639]  It's about the same price as food in South Africa.
[03:04:57.520 --> 03:05:00.319]  But quality, really quality food.
[03:05:00.639 --> 03:05:06.879]  And I can't think of a single thing that I could say about Moscow that would be bad.
[03:05:06.959 --> 03:05:08.000]  I can't think of anything that could be.
[03:05:08.159 --> 03:05:11.120]  Well, that was Tucker's point that Senator Ted Cruz attacked last week.
[03:05:11.360 --> 03:05:12.479]  He said, oh, you're a Russian agent.
[03:05:12.799 --> 03:05:14.000]  He said, no, I just went there.
[03:05:14.239 --> 03:05:15.440]  We're being screwed by inflation.
[03:05:15.520 --> 03:05:17.440]  We're being screwed by all these wars, globalism.
[03:05:17.760 --> 03:05:19.280]  And we're told this is so horrible.
[03:05:19.680 --> 03:05:28.799]  But it's like it's the converse of how Yeltsin comes here in 1990 and cries when he sees all the food because they were literally in food lines, couldn't even get stale bread.
[03:05:29.440 --> 03:05:31.120]  And then now it's flipping the other way.
[03:05:31.520 --> 03:05:32.959]  And Americans should see this.
[03:05:33.120 --> 03:05:34.399]  They should know this.
[03:05:35.680 --> 03:05:36.159]  Yes.
[03:05:36.399 --> 03:05:39.200]  Well, I can't imagine what Tucker was talking about.
[03:05:39.520 --> 03:05:48.879]  Although if I look back to the DDR in those days, but I sat in a DDR for about a week and the food and everything, it was reasonable.
[03:05:49.520 --> 03:05:52.559]  It was just a bit tatty in those days, the DDR.
[03:05:52.719 --> 03:05:59.600]  I didn't see the people, oddly enough, I'm talking about the East German Republic in the 80s was quite, the people were very happy.
[03:05:59.760 --> 03:06:00.959]  That's the one thing I noticed.
[03:06:01.120 --> 03:06:02.399]  They were always smiling.
[03:06:02.719 --> 03:06:11.200]  And for some reason, I don't know, but now in Russia, coming back to Russia now, the people were incredibly kind.
[03:06:11.440 --> 03:06:23.760]  And they would rush up to a person if they recognized me and say, you know, without any sort of shyness or anything, you know, they'd say, you know, oh, I'd like my photo with you and all that sort of thing.
[03:06:24.079 --> 03:06:34.799]  And, you know, a lot of them speak English, which helps a lot because they, and not only that, some of them, many of them speak like four languages, which is quite amazing.
[03:06:35.120 --> 03:06:37.920]  And I can't say enough about it.
[03:06:39.680 --> 03:06:41.520]  The thing about Russia is a lie.
[03:06:41.760 --> 03:06:43.360]  It's a big lie.
[03:06:44.879 --> 03:06:45.440]  Incredible.
[03:06:45.600 --> 03:06:47.520]  I just want to give you the floor and invite you back again.
[03:06:47.840 --> 03:06:50.239]  We've still got like 40 minutes left here.
[03:06:50.559 --> 03:06:52.879]  Errol Musk, very interesting person, obviously.
[03:06:53.200 --> 03:06:54.239]  But I want to ask you this question.
[03:06:54.399 --> 03:06:55.840]  This is a wild card.
[03:06:56.959 --> 03:07:08.399]  Verna von Braun wrote a book about somebody from the world, the Earth, that sends messages to Mars, builds a colony and becomes the leader of Mars named Elon.
[03:07:08.719 --> 03:07:09.520]  And then you've got your son.
[03:07:09.600 --> 03:07:11.920]  You're wearing your Occupy Mars shirt.
[03:07:12.479 --> 03:07:14.959]  Was there any connection or did you read that novel?
[03:07:15.200 --> 03:07:17.040]  Or why did you name him Elon?
[03:07:17.120 --> 03:07:23.920]  And it's just very interesting twist of fate that his name's Elon and he's already kind of known as the king of Mars.
[03:07:25.120 --> 03:07:40.079]  Well, yes, when I was a young boy of about 12, 12, 13, I was on the Moon Watch team for American satellites and we had a man who lectured us or mentored us or looked after us.
[03:07:40.479 --> 03:07:43.920]  Jack Bennett, he actually had a comet named after him later on.
[03:07:44.799 --> 03:07:49.840]  And he would read us these books by Werner von Braun and Professor Oberst.
[03:07:50.159 --> 03:07:54.799]  The books were written by two people, Werner von Braun and Professor Oberst.
[03:07:55.120 --> 03:07:58.079]  And Professor Oberst was Werner von Braun's teacher.
[03:07:58.399 --> 03:08:08.319]  And then they would, the books were in German, but there were a lot of illustrations, you know, color illustrations about, you know, showing you rockets on Mars and all that sort of stuff.
[03:08:08.559 --> 03:08:10.239]  And yes, I did see all that stuff.
[03:08:10.319 --> 03:08:13.760]  And I did see the term Elon.
[03:08:13.920 --> 03:08:23.200]  And when my child was, you know, when my son was born, something happened, which was quite odd.
[03:08:23.840 --> 03:08:32.479]  In the family on his mother's side, there was somebody by the name of John Haldeman, John Elon Haldeman, and some grandfather or something.
[03:08:32.799 --> 03:08:37.360]  So I remember the name Elon, and then I said, oh, well, I'd like him to be called Elon.
[03:08:37.440 --> 03:08:39.440]  So, yeah, that is the connection.
[03:08:40.959 --> 03:08:41.360]  Wow.
[03:08:41.680 --> 03:08:46.559]  And then he is the guy with the total focus is his heart.
[03:08:46.639 --> 03:08:47.120]  You're super interested.
[03:08:47.200 --> 03:08:48.479]  You're heard not talking about your son.
[03:08:49.760 --> 03:08:53.040]  you know, the media tries to say there's this big giant wedge and all this stuff.
[03:08:53.200 --> 03:08:56.639]  Every time I see you say great things about your son, obviously, you've got to be extremely proud.
[03:08:56.719 --> 03:08:58.000]  You got a lot of other children as well.
[03:08:58.319 --> 03:09:02.479]  Uh, what is it like as a father to see not as one of the most famous people alive today?
[03:09:02.799 --> 03:09:10.959]  I think if we can look back over time, even ask the ancients, if we look at everybody in history, your son's in the top, top 10 most interesting people ever.
[03:09:11.200 --> 03:09:12.799]  What's that like as a father?
[03:09:14.079 --> 03:09:15.600]  Well, you know, it's great.
[03:09:15.840 --> 03:09:34.719]  I mean, we've all tried, you know, in the family, all the males in the family, we all think we sort of generals, you know, and we all, you know, so we like very independent kind of guys, very, I suppose the term is, you know, upstarts or something.
[03:09:35.040 --> 03:09:37.680]  And so, but it's great to see what Elon has managed to do.
[03:09:37.920 --> 03:09:42.399]  I think the words Maverick, Maverick does his own thing, but yeah, yeah, Maverick.
[03:09:42.639 --> 03:09:43.840]  But an upstart's not always successful.
[03:09:44.000 --> 03:09:45.280]  You're saying Mavericks.
[03:09:45.920 --> 03:09:46.719]  Yeah, that's true.
[03:09:46.799 --> 03:09:47.760]  That's, that's true.
[03:09:47.840 --> 03:09:48.959]  It's called Maverick.
[03:09:49.200 --> 03:09:53.840]  And yeah, yeah, Elon is, we are a family of sort of Mavericks.
[03:09:54.000 --> 03:09:59.920]  And, you know, we all think we know better, which is not good.
[03:10:00.239 --> 03:10:02.399]  But yeah, we are.
[03:10:02.639 --> 03:10:08.879]  So as far as Elon's concerned and Kimmel, Kimmel, you know, he's also broken so many milestones.
[03:10:09.040 --> 03:10:10.479]  I mean, my younger son as well.
[03:10:10.639 --> 03:10:17.440]  And my daughter, you know, she's got her own film studio making movies called Passion Flicks.
[03:10:17.760 --> 03:10:19.440]  It's like Netflix, but it's Passion Flick.
[03:10:19.600 --> 03:10:20.639]  She makes full-length movies.
[03:10:20.799 --> 03:10:22.399]  She owns the whole operation.
[03:10:22.719 --> 03:10:23.600]  It's quite amazing.
[03:10:23.840 --> 03:10:28.719]  So, yeah, my kids are, you know, proud is not the right word.
[03:10:29.040 --> 03:10:31.360]  You know, they are very pleasing to me.
[03:10:31.680 --> 03:10:32.479]  Satisfying.
[03:10:33.920 --> 03:10:34.559]  Satisfying.
[03:10:37.440 --> 03:10:37.760]  Yeah.
[03:10:38.479 --> 03:10:38.879]  Yes.
[03:10:39.120 --> 03:10:42.319]  Well, we need more people like them, like Trump said.
[03:10:43.280 --> 03:10:45.440]  Oh, we need more people like you, Alex.
[03:10:47.040 --> 03:10:48.000]  Well, I'm trying.
[03:10:49.040 --> 03:10:50.159]  There's so much to talk about.
[03:10:50.399 --> 03:10:52.879]  So you're very optimistic about the future of humanity.
[03:10:53.200 --> 03:10:56.639]  You think we're taking the right fork in the road to use your son's parlance?
[03:10:58.239 --> 03:11:00.879]  Why else are you optimistic, Errol?
[03:11:01.840 --> 03:11:11.120]  Well, you know, here in Africa, where I'm sitting at the moment, I travel a lot, so I'm out of the country a lot of the time for what it's worth, but I am in South Africa at the moment.
[03:11:11.440 --> 03:11:20.719]  Most of the, or nearly all the African countries around me have contacted me saying they want to be aligned with Donald Trump.
