[00:00:00.110 --> 00:00:06.719]  It's Friday.
[02:50:12.050 --> 02:50:14.090]  I will return soon to speak with you.
[02:50:14.190 --> 02:50:15.829]  I have other work in other realms.
[02:50:15.969 --> 02:50:16.190]  Goodbye.
[02:50:17.229 --> 02:50:17.690]  Oh, all right.
[02:50:17.750 --> 02:50:18.350]  Bye, Froggy.
[02:50:18.489 --> 02:50:18.889]  Be gay.
[02:50:19.569 --> 02:50:21.329]  Now, now, that was not me.
[02:50:21.450 --> 02:50:22.690]  That was actually a frog that just appeared.
[02:50:22.829 --> 02:50:23.670]  Like Jen Psaki.
[02:50:23.870 --> 02:50:24.190]  Oh, wow.
[02:50:24.389 --> 02:50:24.690]  Hold on.
[02:50:24.729 --> 02:50:26.329]  Are you saying that's not Jen Psaki right there?
[02:50:27.870 --> 02:50:29.370]  I don't know, but she's disgusting.
[02:50:29.590 --> 02:50:30.670]  Please do not put her on.
[02:50:30.770 --> 02:50:31.829]  I cannot stand that woman.
[02:50:32.690 --> 02:50:35.170]  Her and Samantha Power, who's the worst redhead?
[02:50:35.690 --> 02:50:38.090]  They both remind me of Peppermint Patty on crack.
[02:50:38.350 --> 02:50:39.129]  So stop it, Alex.
[02:50:39.250 --> 02:50:40.049]  Stop torturing me.
[02:50:40.450 --> 02:50:40.790]  I will.
[02:50:40.790 --> 02:50:41.270]  I'm sorry.
[02:50:42.579 --> 02:50:46.760]  So you've been reaching literally hundreds of millions of people, hundreds of millions of views.
[02:50:46.940 --> 02:50:48.459]  People really like your work, Edgar.
[02:50:48.620 --> 02:50:49.479]  What's next for you?
[02:50:50.780 --> 02:50:51.680]  You know what?
[02:50:51.959 --> 02:50:58.340]  I just got off of talking to Ilhan Omar, and I think I have the addiction to politicians now.
[02:50:58.360 --> 02:51:00.819]  I think I should really start doing more journalism-ing.
[02:51:01.840 --> 02:51:06.639]  So I'll see if my brave editor-in-chief, Dylan, will let me do it.
[02:51:06.899 --> 02:51:11.139]  But he keeps trying to fire me, and I keep trying to prevent him.
[02:51:11.360 --> 02:51:12.760]  So, we'll see if I'm allowed.
[02:51:12.780 --> 02:51:16.459]  You know, you're pretty quick on your feet there, Edgar.
[02:51:16.620 --> 02:51:20.000]  You want to do a little bit of improv, too, for us?
[02:51:21.079 --> 02:51:23.120]  Well, what have I been doing so far, Alex?
[02:51:23.319 --> 02:51:23.799]  Come on.
[02:51:25.159 --> 02:51:26.659]  Do you want me to tell you a joke?
[02:51:26.860 --> 02:51:27.399]  Okay, sure.
[02:51:27.719 --> 02:51:30.540]  What's the last sound you hear before a pubic hair hits the ground?
[02:51:30.860 --> 02:51:31.260]  What?
[02:51:34.620 --> 02:51:35.760]  You are something else.
[02:51:35.840 --> 02:51:35.920]  You're welcome.
[02:51:36.819 --> 02:51:40.979]  Well, listen, I would love any time you've got breaking news to join us.
[02:51:41.319 --> 02:51:45.520]  And I was not trying to quit my day job.
[02:51:45.520 --> 02:51:49.180]  I just thought that you should have a little visit with our frog.
[02:51:49.680 --> 02:51:52.120]  It was terrible, but thank you.
[02:51:52.420 --> 02:51:53.420]  The voice was good.
[02:51:54.700 --> 02:51:55.319]  Was it?
[02:51:55.620 --> 02:51:56.600]  I thought it was pretty good.
[02:51:56.639 --> 02:51:57.059]  Really?
[02:51:57.799 --> 02:51:59.319]  Okay, sir, I'll take your word on it.
[02:51:59.559 --> 02:52:01.739]  I think Jen Psaki could have done a better job.
[02:52:02.319 --> 02:52:02.739]  You're right.
[02:52:03.159 --> 02:52:04.739]  Actually, Jen Psaki did do that.
[02:52:05.719 --> 02:52:06.340]  Did she?
[02:52:06.739 --> 02:52:07.260]  That's right.
[02:52:08.020 --> 02:52:09.680]  Now I got a weird taste in my mouth.
[02:52:09.819 --> 02:52:11.799]  Every time you say her name, it just goes bleh.
[02:52:12.020 --> 02:52:15.579]  How are you—but seriously, what's your report card on Trump, day 39?
[02:52:16.340 --> 02:52:17.200]  Oh, boy.
[02:52:17.579 --> 02:52:21.639]  Let me tell you, I am dealing with Trump's wreckage right now.
[02:52:21.780 --> 02:52:29.299]  I have hired— Two out-of-work federal employees from USAID. They were do-nothings, and I hired them as unpaid interns.
[02:52:29.520 --> 02:52:30.500]  And they're here, Alex.
[02:52:30.659 --> 02:52:35.180]  They're here offscreen to let me know whenever I say a bad word.
[02:52:35.180 --> 02:52:37.979]  I'm told I can say bad words on InfoWars.
[02:52:38.180 --> 02:52:41.299]  So I told them, you know, we're not allowed to say bad words at The Daily Caller.
[02:52:41.459 --> 02:52:48.799]  So I told them to throw crap at me if ever I say any bad word, like retarded or something like that.
[02:52:49.440 --> 02:52:50.299]  Oh, shoot.
[02:52:50.899 --> 02:52:52.579]  Okay, sorry.
[02:52:53.208 --> 02:52:54.878]  Can you say retarded?
[02:52:54.878 --> 02:53:06.338]  Can we try again in a minute?
[02:53:06.479 --> 02:53:07.459]  I need some time.
[02:53:08.360 --> 02:53:15.899]  Are you allowed to say trans men are men and biological men?
[02:53:17.170 --> 02:53:24.909]  Well, you know, yeah, because of the way I'm dressed, blue and pink, I can pass as trans, and I'm allowed to do anything I want and say anything I want.
[02:53:25.049 --> 02:53:26.670]  So, yeah, I can do that.
[02:53:26.909 --> 02:53:29.190]  But that's retarded, and I never would!
[02:53:29.950 --> 02:53:30.770]  Oh, damn it!
[02:53:30.850 --> 02:53:31.110]  Stop it!
[02:53:32.030 --> 02:53:33.270]  These interns suck!
[02:53:33.889 --> 02:53:34.809]  They're unpaid.
[02:53:35.350 --> 02:53:36.590]  Guess you get what you pay for.
[02:53:37.290 --> 02:53:38.409]  Anyway, sorry, sir.
[02:53:38.690 --> 02:53:39.389]  What was the question?
[02:53:40.420 --> 02:53:46.100]  Well, I'm just really proud of you, and I'm glad you're going to have a longer life now, because we're probably not going to die in a nuclear war.
[02:53:46.239 --> 02:53:47.799]  The odds are getting better every day.
[02:53:48.559 --> 02:53:50.899]  But I might get my ass beat, though, sir.
[02:53:51.219 --> 02:53:51.979]  Gray for me.
[02:53:52.239 --> 02:53:55.540]  My latest adventure in front of the Treasury building, they beat me up.
[02:53:55.639 --> 02:53:56.520]  It was terrible.
[02:53:58.059 --> 02:54:01.879]  Well, expanding on that, I am worried about him trying to kill Trump or Elon.
[02:54:02.780 --> 02:54:03.659]  Yes, yes.
[02:54:03.659 --> 02:54:04.600]  They hate him.
[02:54:04.780 --> 02:54:06.020]  They hate anyone who's effective.
[02:54:06.020 --> 02:54:07.219]  We've learned that, Alex.
[02:54:07.440 --> 02:54:09.540]  They just want to suck.
[02:54:10.409 --> 02:54:12.870]  Democrats and liberals, I don't understand it.
[02:54:13.170 --> 02:54:14.969]  Anything that doesn't suck, they hate.
[02:54:15.110 --> 02:54:16.489]  They're consumed with hatred.
[02:54:16.770 --> 02:54:22.909]  They actually see someone doing what Clinton promised, doing what Obama promised, and they can't stand it.
[02:54:23.049 --> 02:54:23.829]  They go nuts.
[02:54:24.030 --> 02:54:24.770]  They go crazy.
[02:54:25.030 --> 02:54:28.149]  Well, let me stop you for a minute, because seriously, Jen Psaki is actually here.
[02:54:28.290 --> 02:54:29.709]  She wanted to say just a short word.
[02:54:29.770 --> 02:54:30.149]  Here it is.
[02:54:30.649 --> 02:54:31.309]  Oh, God.
[02:54:31.649 --> 02:54:32.790]  Seriously, here's Jen Psaki.
[02:54:32.950 --> 02:54:33.329]  All right, sir.
[02:54:33.629 --> 02:54:34.309]  Very well, sir.
[02:54:37.059 --> 02:54:37.979]  Charming as ever.
[02:54:38.260 --> 02:54:40.120]  Just one big clown fart after another.
[02:54:40.399 --> 02:54:40.959]  Thank you, Jen.
[02:54:41.700 --> 02:54:43.700]  That's all she does, just over and over again.
[02:54:44.540 --> 02:54:45.559]  In closing...
[02:54:45.559 --> 02:54:47.700]  Yeah, yeah, she's one big fart in an elevator, isn't she?
[02:54:47.819 --> 02:54:49.420]  She certainly is, but she is beautiful.
[02:54:49.659 --> 02:54:50.620]  And also, Kareem Jean-Pierre.
[02:54:50.700 --> 02:54:51.940]  The two of them are terrible.
[02:54:52.079 --> 02:54:53.239]  They should be on a desert island.
[02:54:53.500 --> 02:54:54.860]  Oh, wait, Alex.
[02:54:55.239 --> 02:54:56.360]  I've got a question for you.
[02:54:56.579 --> 02:54:56.860]  Sure.
[02:54:57.479 --> 02:55:01.940]  All right, if you were on a desert island and you had to choose one beverage, which one would it be?
[02:55:02.180 --> 02:55:03.639]  Choice A is Bud Light.
[02:55:03.879 --> 02:55:06.360]  Choice B is Dylan Mulvaney's breast milk.
[02:55:09.840 --> 02:55:11.959]  Well, uh...
[02:55:11.959 --> 02:55:12.739]  Choose wisely.
[02:55:13.120 --> 02:55:15.879]  A man can produce milk.
[02:55:16.120 --> 02:55:17.219]  Dylan Mulvaney can be a woman.
[02:55:17.700 --> 02:55:20.620]  And so I guess milk would be more nutritious than Bud Light.
[02:55:20.799 --> 02:55:22.200]  I would suckle Dylan Mulvaney.
[02:55:23.260 --> 02:55:24.959]  You are disgusting, man.
[02:55:25.200 --> 02:55:25.899]  But okay.
[02:55:26.409 --> 02:55:27.250]  You did logic.
[02:55:27.450 --> 02:55:28.329]  You did logic me.
[02:55:28.549 --> 02:55:30.729]  So, hey, that's off, sir.
[02:55:31.229 --> 02:55:36.069]  If it was that or die, I would suckle Dylan Mulvaney.
[02:55:37.469 --> 02:55:42.829]  You know, sir, this conversation is leaving me feeling kind of soiled.
[02:55:44.110 --> 02:55:45.950]  And I was about to cuss.
[02:55:46.090 --> 02:55:47.569]  Sorry, the interns were about to throw some crap.
[02:55:47.870 --> 02:55:48.510]  I don't know.
[02:55:48.549 --> 02:55:49.270]  Let me revise that.
[02:55:49.290 --> 02:55:54.110]  Dylan Mulvaney would be on so much estrogen, and it would probably be poisonous.
[02:55:55.680 --> 02:55:56.719]  Actually, let me revise that.
[02:55:56.799 --> 02:55:57.120]  Bud Light.
[02:55:58.559 --> 02:55:59.000]  Yeah.
[02:55:59.299 --> 02:55:59.959]  You know what?
[02:56:01.100 --> 02:56:03.040]  All I know is he's kind of retarded.
[02:56:03.540 --> 02:56:04.360]  Oh, jeez.
[02:56:04.540 --> 02:56:04.819]  Stop it.
[02:56:04.959 --> 02:56:06.020]  Stop doing crap, interns.
[02:56:06.639 --> 02:56:07.000]  Sorry.
[02:56:07.659 --> 02:56:10.799]  Edgar the Puppet, you're on YouTube at Ask America with Edgar.
[02:56:11.020 --> 02:56:12.959]  You're on X at Puppet Edgar.
[02:56:13.739 --> 02:56:14.979]  Yes, Ask Puppet Edgar.
[02:56:15.139 --> 02:56:16.659]  And you also work with The Daily Caller?
[02:56:17.239 --> 02:56:17.920]  I do.
[02:56:18.139 --> 02:56:20.760]  I'm their DEI hire.
[02:56:20.979 --> 02:56:21.239]  Yes.
[02:56:21.760 --> 02:56:22.200]  Amazing.
[02:56:22.780 --> 02:56:24.379]  All right, Edgar, anything closing comments?
[02:56:24.379 --> 02:56:25.120]  We appreciate you coming on.
[02:56:25.960 --> 02:56:26.540]  Let's see.
[02:56:26.680 --> 02:56:27.479]  Closing comments.
[02:56:28.299 --> 02:56:29.920]  No, everything's retarded.
[02:56:30.299 --> 02:56:31.020]  Hail Trump!
[02:56:31.659 --> 02:56:32.620]  Stop doing crap!
[02:56:33.120 --> 02:56:33.540]  Stop it!
[02:56:33.899 --> 02:56:35.000]  Edgar, God bless you.
[02:56:35.159 --> 02:56:36.260]  We had a little celebration here.
[02:56:37.059 --> 02:56:41.079]  I want to come on anytime you need a puppet to voice things.
[02:56:41.340 --> 02:56:43.760]  As long as you keep that gay frog away, everything will be fine.
[02:56:44.239 --> 02:56:45.340]  The frog is not gay.
[02:56:46.139 --> 02:56:47.040]  Yeah, as if.
[02:56:47.620 --> 02:56:48.319]  Okay, thank you.
[02:56:49.899 --> 02:56:50.719]  Bye-bye, Edgar.
[02:56:50.799 --> 02:56:51.340]  We appreciate you.
[02:56:51.459 --> 02:56:52.180]  All right, seriously.
[02:56:52.809 --> 02:56:56.170]  We're going to come back and be really serious, but it's a great guest.
[02:56:56.270 --> 02:56:57.110]  We appreciate him coming on.
[02:56:57.629 --> 02:56:58.670]  Oh, I misgendered it.
[02:56:58.989 --> 02:56:59.489]  Whatever it is.
[02:57:00.010 --> 02:57:01.229]  But thank you, Edgar.
[02:57:03.350 --> 02:57:05.889]  Owen's going to be loaded for bear at 3 p.m.
[02:57:05.909 --> 02:57:07.149]  coming up in about 35 minutes.
[02:57:07.329 --> 02:57:10.069]  I got Jay Dyer, who's a total expert on The Globalist.
[02:57:11.049 --> 02:57:13.950]  We'll get his assessment of how things are going for the New World Order today.
[02:57:14.670 --> 02:57:15.670]  I know what's happened.
[02:57:15.809 --> 02:57:16.530]  Total devastation.
[02:57:16.649 --> 02:57:17.110]  Total history.
[02:57:17.229 --> 02:57:17.729]  Praise God.
[02:57:17.889 --> 02:57:18.530]  This is the...
[02:57:18.530 --> 02:57:21.190]  I mean, my children being born have been the greatest days of my life.
[02:57:22.180 --> 02:57:45.920]  And I have to say, when I really felt the Holy Spirit full power, I felt it so young, but getting the big downloads when I was like 25, but this accomplishment and satisfaction, I was already saying, you know, the flashpoints here, we've crossed the event horizon, this is a total global revolution, renaissance, it's just...
[02:57:47.659 --> 02:57:50.420]  The disturbance in the force was the greatest I've ever felt.
[02:57:50.600 --> 02:57:51.860]  I mean, it was just times a hundred.
[02:57:52.059 --> 02:57:55.479]  I mean, this is just like a trillion pound weight was lifted off of me.
[02:57:55.639 --> 02:57:58.520]  And I just, I thank you all for doing this and standing with us.
[02:57:58.659 --> 02:58:01.200]  These accomplishments are all because of you, God working through you.
[02:58:02.600 --> 02:58:06.000]  I need your support, plus the products are great.
[02:58:06.440 --> 02:58:09.260]  We've extended the biggest sale in the history of the alexjonesstore.com.
[02:58:09.360 --> 02:58:13.040]  Free supplement bottles with every order, no matter how small.
[02:58:13.219 --> 02:58:14.899]  Free baseball caps with bigger orders.
[02:58:15.489 --> 02:58:18.430]  All the amazing supplements massively discounted up to 60%.
[02:58:18.430 --> 02:58:23.870]  And then I got even more good news because there's a lot of green foods out there.
[02:58:23.969 --> 02:58:26.709]  And this one is the best I've ever had.
[02:58:26.709 --> 02:58:28.069]  And it gives you incredible energy.
[02:58:28.870 --> 02:58:30.129]  But we didn't really promote it.
[02:58:30.290 --> 02:58:35.870]  And it's become, when it's in, hands down the bestseller at thealexjonestore.com.
[02:58:35.969 --> 02:58:37.250]  And it funds this operation.
[02:58:38.170 --> 02:58:43.370]  Gut health, brain power, stress management, immunity, nutrient-rich superfoods, adaptogens.
[02:58:43.930 --> 02:58:45.129]  It's just...
[02:58:45.000 --> 02:58:45.940]  Everybody loves it.
[02:58:46.840 --> 02:58:48.399]  And of course, it's Optimal Human.
[02:58:48.780 --> 02:58:53.219]  It is finally back because we have the cleanest, best stuff.
[02:58:53.799 --> 02:59:01.559]  And unlike the other stuff being private label, top stuff, which is already all rated, they developed this with a big company, made it even stronger.
[02:59:01.780 --> 02:59:13.180]  So it's got the very best concentrated super nutrients, all the vitamins, all the minerals, everything, with the key adaptogens and natural energy boosters, which is just insanely good.
[02:59:13.520 --> 02:59:16.139]  And so this is the best.
[02:59:16.579 --> 02:59:17.700]  And it's back.
[02:59:17.959 --> 02:59:20.659]  So Optimal Human is now back.
[02:59:21.219 --> 02:59:24.399]  And again, the reason they can't keep it in is it's got so many ingredients.
[02:59:24.639 --> 02:59:30.540]  And then when they have top labs test them, that it'd be totally clean, even at California levels, which is almost impossible.
[02:59:30.719 --> 02:59:38.020]  It just takes forever to get the supplies that you've made because it's the best.
[02:59:38.690 --> 02:59:40.950]  So get your Optimal Human right now.
[02:59:41.110 --> 02:59:45.430]  And if you subscribe, it never runs out because they hold it back for you and you get giant discounts with 50% off.
[02:59:46.610 --> 02:59:52.709]  Superfood greens, functional mushrooms, 10 billion plus probiotic digestive enzymes.
[02:59:52.950 --> 02:59:53.969]  It just goes on and on.
[02:59:55.229 --> 02:59:57.290]  This is the kitchen sink.
[02:59:58.190 --> 02:59:59.649]  No fillers, totally concentrated.
[03:00:00.149 --> 03:00:01.370]  One tiny little scoop a day.
[03:00:01.930 --> 03:00:03.049]  Optimal Human back in stock.
[03:00:03.469 --> 03:00:07.670]  And we've extended the big mega sale until Monday, and it absolutely will end then.
[03:00:07.930 --> 03:00:09.049]  Thank you all for your support.
[03:00:09.170 --> 03:00:10.790]  We cannot do this without you.
[03:00:13.010 --> 03:00:15.709]  The Irish Seamoss is the strongest best out there.
[03:00:15.969 --> 03:00:17.790]  The Chilogy is the strongest best out there.
[03:00:17.870 --> 03:00:18.809]  Just look into those things.
[03:00:18.870 --> 03:00:19.329]  We don't know what they are.
[03:00:19.750 --> 03:00:21.770]  These are the things God gave us that are just...
[03:00:21.770 --> 03:00:24.750]  I can't say what's better, Irish Seamoss or Chilogy.
[03:00:24.829 --> 03:00:25.469]  They do different things.
[03:00:25.590 --> 03:00:27.069]  I mean, Chilogy, they don't even know how it's made.
[03:00:27.649 --> 03:00:28.510]  It's in mountains.
[03:00:29.069 --> 03:00:38.649]  And it's, you know, they think it comes from oil for over millions of years, had diatomes and other things living in it, and it just creates all these special amino acids and basically natural peptides that nothing else has.
[03:00:38.770 --> 03:00:39.309]  Totally insane.
[03:00:39.729 --> 03:00:41.270]  Irish Seamoss, totally insanely good.
[03:00:42.250 --> 03:00:43.389]  Irish Seamoss, we have the best.
[03:00:43.569 --> 03:00:44.290]  It just is.
[03:00:45.049 --> 03:00:47.149]  Thealexjonesstore.com, thealexjonesstore.com.
[03:00:47.229 --> 03:00:48.569]  So many deals, so many specials.
[03:00:48.840 --> 03:00:50.579]  When you subscribe, you get 50% off on the product.
[03:00:50.700 --> 03:00:53.340]  When you become a VIP member, you get $40 to spend on the store every month for it.
[03:00:53.680 --> 03:00:55.239]  And all the other specials, it's all there.
[03:00:55.520 --> 03:00:57.340]  Funding the Second American Revolution, winning worldwide.
[03:00:57.620 --> 03:01:02.600]  And for the next two weeks, when you buy anything, you get overlapping to win either one of the two vehicles for $20,000.
[03:01:03.100 --> 03:01:03.879]  All right now.
[03:01:05.780 --> 03:01:10.819]  All right, one of the best experts on the Gloveless hierarchy in their new older system, Jay Dyer, is our guest.
[03:01:10.860 --> 03:01:12.340]  He's taking over the next 30 minutes.
[03:01:12.959 --> 03:01:16.819]  I'm going to go in with Owen after I reset mentally and get on my knees and say a prayer here in a moment.
[03:01:19.709 --> 03:01:23.450]  I told you right when it happened at 1130. I said they're all going to turn on Zelensky.
[03:01:23.850 --> 03:01:25.389]  All the neocons are going to run.
[03:01:25.629 --> 03:01:26.510]  Total devastation.
[03:01:26.649 --> 03:01:27.329]  They've all done it.
[03:01:27.389 --> 03:01:28.170]  They've all come out.
[03:01:28.889 --> 03:01:30.209]  Lindsey Graham says he's irredeemable.
[03:01:31.809 --> 03:01:35.850]  Secretary Marco Rubio has terminated U.S. support for Ukraine's energy grid restoration.
[03:01:35.989 --> 03:01:39.409]  Zelensky disrespected the United States and the overall office, on and on and on.
[03:01:41.329 --> 03:01:44.629]  Germany's likely new chancellor says he stands with Zelensky.
[03:01:44.889 --> 03:01:45.250]  Good.
[03:01:45.329 --> 03:01:46.190]  You don't have the money, the weapons.
[03:01:46.329 --> 03:01:46.670]  You're an idiot.
[03:01:47.100 --> 03:01:49.500]  Schultz to attend Ukraine meeting hosted by British Prime Minister.
[03:01:49.659 --> 03:01:50.760]  They're all going to organize now.
[03:01:50.920 --> 03:01:54.319]  The real threats where the globalists have left is the UK and their command base.
[03:01:54.479 --> 03:01:56.120]  So we're taking America back.
[03:01:56.120 --> 03:01:56.959]  We're very close.
[03:01:57.659 --> 03:02:01.000]  We enter the maximum moment of danger for false flags right now.
[03:02:01.219 --> 03:02:03.579]  Everybody better be praying for Trump and praying for peace.
[03:02:04.260 --> 03:02:08.819]  Jay Dyer of Jay's Analysis, best-selling author, researcher, takes over now.
[03:02:10.360 --> 03:02:13.040]  Jay, just humor me, and I appreciate you coming on.
[03:02:13.239 --> 03:02:18.340]  Just in summation, do you overall agree with my analysis, and did you feel the disturbance of the force at 1130 Central today?
[03:02:19.600 --> 03:02:22.079]  Yeah, I listened to the whole earlier show.
[03:02:22.079 --> 03:02:24.559]  I felt like you had a lot of insights.
[03:02:24.979 --> 03:02:34.879]  Probably you have connections and sources as to what's happening with the Epstein files, and I feel like they probably put her into a trap.
[03:02:35.939 --> 03:02:39.559]  Bondi, that is, by letting her think that she was going to have access to this.
[03:02:39.680 --> 03:02:40.620]  And then they withheld it.
[03:02:40.719 --> 03:02:42.280]  They said, we got to be entrenched.
[03:02:42.420 --> 03:02:44.319]  We got to stay where we are.
[03:02:44.620 --> 03:02:46.239]  The FBI in New York I'm speaking of.
[03:02:46.340 --> 03:02:56.639]  And so I think that this inner shadow government coup that we see that's now out in the open, everybody can see clear as day that this is how they run these operations.
[03:02:56.840 --> 03:03:02.629]  And today, what I was going to talk about actually perfectly parallels with that because This is a pattern.
[03:03:02.629 --> 03:03:17.270]  There's a technique, a strategy, a structure to how a shadow government, an intelligence breakaway arm, a security deep state, how they run, how they do the false flags, how they do these coups.
[03:03:17.350 --> 03:03:17.750]  Absolutely.
[03:03:17.750 --> 03:03:20.149]  You got the floor, and I want you to join me again.
[03:03:20.600 --> 03:03:23.940]  If you can do it tomorrow, we're going to do a special three, four-hour show at 11 a.m.
[03:03:24.079 --> 03:03:24.299]  Central.
[03:03:24.520 --> 03:03:27.620]  I'd like to get a full deep dive with you, but to look for that, folks.
[03:03:27.799 --> 03:03:28.680]  Jay, you take over.
[03:03:28.760 --> 03:03:30.899]  Owen Schroyer in 25 minutes.
[03:03:31.000 --> 03:03:31.180]  Thank you.
[03:03:32.079 --> 03:03:36.780]  Yeah, I want to talk about examples in the past of how these shadow government coups work in other countries.
[03:03:37.440 --> 03:03:39.340]  Ukraine's a great example, but there's many more.
[03:03:39.459 --> 03:03:48.520]  You can even look to the IRA in the UK in terms of how the British intelligence superstructure ran a divided country.
[03:03:49.000 --> 03:04:02.700]  That they managed for many centuries by design, using the older Roman imperial model of keeping the tribes and the satellite countries at war with one another, so that they couldn't unite.
[03:04:02.979 --> 03:04:18.500]  And what's happening is that the FBI, the deep state, the CIA, these groups that are obviously under the command of Obama and other former presidents and leaders, that breakaway structure is trying now to have this internal coup and division from within.
[03:04:18.840 --> 03:04:24.280]  They're obviously aligned, as Alex said, with members of the British Secret Security Services.
[03:04:24.280 --> 03:04:30.379]  They're aligned with the global elites in the EU. It's obvious who's involved in this coup.
[03:04:30.819 --> 03:04:34.000]  And they want to express their power.
[03:04:34.159 --> 03:04:35.459]  They want to make these veiled threats.
[03:04:35.600 --> 03:04:45.059]  They want to try to kick off, pop off something probably in the near future to undermine the reforms and the actions that Trump and Doge are taking.
[03:04:46.250 --> 03:04:51.469]  Great example of this, let's talk about Ukraine, because this is where Zelensky comes from, right?
[03:04:51.809 --> 03:05:13.229]  If we go back to the 80s and the 90s, Manuel Noriega, he wrote in his memoirs that two State Department officials that worked with the CIA, they were sent to negotiate with him and to engineer his downfall from power in Panama in 1989. These two figures were William Walker and Michael Kozak.
[03:05:13.440 --> 03:05:24.780]  And I went and found even the old Guardian articles that talked about a lot of this from the year 2000. Walker appears in Kosovo in 1999 as the head of the Kosovo Verification Mission.
[03:05:25.059 --> 03:05:33.420]  He oversaw an official creation of a bogus atrocity that was the reason for the U.S. ambassador to Belarus.
[03:05:34.659 --> 03:05:41.860]  Michael Kozak becomes the ambassador to Belarus in 2001, and they do an operation called Operation White Stork.
[03:05:44.960 --> 03:05:54.299]  Now, the reason I'm bringing this up, you might not remember this, people might not be aware of it, it's the exact same pattern and structure they do in all the color revolutions.
[03:05:54.559 --> 03:05:59.639]  So in Operation White Stork, you can look up the old Guardian articles on this from that time.
[03:06:00.319 --> 03:06:11.479]  They even brazenly admit in 2001 Guardian articles that Kozak says that he was in Belarus doing the exact same regime change operation that he did.
[03:06:12.270 --> 03:06:25.469]  In 1989, in Panama, he says that these are, quote, to promote democracy throughout the world, and that this promotion of democracy is essentially the technique of a coup d'etat.
[03:06:26.110 --> 03:06:29.850]  They use non-government organizations as cover, NGOs.
[03:06:30.069 --> 03:06:33.010]  This is his own descriptions in the Guardian article.
[03:06:33.350 --> 03:06:36.610]  They then control the media, which reports on...
[03:06:36.780 --> 03:06:41.620]  The coup operations, the rigging of the voting, they rigged the elections, he says.
[03:06:41.719 --> 03:06:42.100]  Now, wait a minute.
[03:06:42.139 --> 03:06:49.399]  I thought rigged elections don't exist, even though we know that the election was rigged against Trump, and Trump actually won.
[03:06:50.020 --> 03:06:54.959]  And I think it's obvious that they rigged, they tried to rig the previous election, but it was too much of a landslide.
[03:06:55.500 --> 03:07:03.180]  The same people that are involved in 2000 in the Serbian people power revolution, where they overthrew Slobodan Milosevic.
[03:07:03.360 --> 03:07:05.360]  Now, the point is not that...
[03:07:05.260 --> 03:07:08.899]  Any of these characters running these countries aren't necessarily angels or good guys.
[03:07:09.040 --> 03:07:11.540]  The point is that this is how they run these operations.
[03:07:11.840 --> 03:07:22.399]  And in this case, the Serbian operation to overthrow Milozovic was run through the OSCE. This is the Organization for Security and Cooperation in Europe.
[03:07:22.819 --> 03:07:27.299]  And that operation is a CIA color revolution front.
[03:07:27.540 --> 03:07:31.059]  You probably remember the discussions that many people have had.
[03:07:31.440 --> 03:07:36.100]  Tucker's had people on, like Beatty, talking about color revolutions.
[03:07:36.299 --> 03:07:38.479]  Eflame Ingdal has written books about color revolutions.
[03:07:38.639 --> 03:07:45.639]  This is the model of democratic regime change that Gene Sharp created at the Einstein Institute.
[03:07:46.340 --> 03:07:59.940]  But if we go deeper into this, what we learn is that MI6 officers in the Yugoslav military and CIA men were helping to put together a coup that U.S. naval intelligence could run.
[03:08:00.239 --> 03:08:04.360]  To get rid of the president of Serbia.
[03:08:05.940 --> 03:08:09.600]  Together with NATO, they were able to bug the embassy.
[03:08:09.600 --> 03:08:15.500]  They were able to essentially set up a staged operation where they could make Milošević look like...
[03:08:16.170 --> 03:08:18.430]  Far worse than he even really was.
[03:08:18.610 --> 03:08:25.829]  But they utilized a made-up, organized crime syndicate army known as the KLA, the Kosovo Liberation Army.
[03:08:26.069 --> 03:08:43.350]  And the Kosovo Liberation Army, if you read high-level intelligence analysts like Mark Curtis in his book Secret Affairs, there's an entire chapter on how they overthrew Milozovic and used the KLA. It was the KLA that was trained by the CIA and people from the State Department.
[03:08:43.930 --> 03:08:45.790]  They were trained by people from the Pentagon.
[03:08:45.790 --> 03:08:56.370]  They were trained by British intelligence and even Irish operatives who had actually been involved in undermining, getting rid of the IRA in Ireland.
[03:08:56.569 --> 03:09:05.129]  So it's very clear the pattern of what occurs when they have the regime change, the coups, these kinds of things, and they use the proxy armies.
[03:09:05.510 --> 03:09:11.489]  Usually it's the CIA that's going and training these proxy armies, and they use, of course, U.S. military.
[03:09:12.380 --> 03:09:14.899]  Marines and others, Green Berets, to train these people.
[03:09:15.000 --> 03:09:17.579]  And this has been going on for many, many decades.
[03:09:18.040 --> 03:09:22.239]  And same with British intelligence, RAF. They go and they train the jihadis.
[03:09:22.360 --> 03:09:25.000]  They train the revolutionaries to overthrow.
[03:09:25.540 --> 03:09:26.440]  Now, guess what?
[03:09:26.500 --> 03:09:27.879]  They did the exact same thing.
[03:09:28.180 --> 03:09:31.100]  And they have, by the way, their spooks in the media.
[03:09:31.319 --> 03:09:37.780]  They have their controlled media operatives ready to give the planned story when these events happen.
[03:09:39.340 --> 03:09:53.139]  And so the entire operation with the KLA and the overthrow of Milozovic was run directly through NGOs, was run directly by people like Walker and Kozak that we're talking about.
[03:09:53.340 --> 03:09:57.059]  And they would just set up these fake front operations and entities.
