[00:00:00.069 --> 00:00:00.450]  Free!
[01:14:59.560 --> 01:15:05.961]  Oh yeah, when I was in Europe and reading the European papers, most of the financial news was about what's going on in China.
[01:15:06.021 --> 01:15:12.903]  And I tell you what, France is, they may brag about the fact they're going to take China on on robots, but they are way, way, way behind.
[01:15:13.263 --> 01:15:15.863]  As a matter of fact, China was number one, the U.S.
[01:15:15.903 --> 01:15:19.504]  was number three, I believe, and I think Japan was two.
[01:15:20.364 --> 01:15:21.344]  Japan and the U.S.
[01:15:21.384 --> 01:15:22.465]  are very close to each other.
[01:15:22.625 --> 01:15:26.866]  China was way ahead and growing at a much, much faster rate.
[01:15:26.946 --> 01:15:28.946]  If you want to know the model,
[01:15:29.266 --> 01:15:33.147]  If you want to know the model of the world, folks, China, they admit, is the globalist model.
[01:15:33.507 --> 01:15:48.230]  Suicide nets at the Apple factories, forced abortions at the Apple factories, total tyranny, forced drugging, children chained up on light poles to defecate on the street and get one meal a day while their parents work in factories with engineering degrees.
[01:15:48.630 --> 01:15:50.530]  And ladies, this is mainstream news.
[01:15:50.870 --> 01:15:52.511]  This is what we're competing against.
[01:15:52.871 --> 01:15:53.891]  This is our future.
[01:15:54.131 --> 01:15:58.012]  Except soon, now Foxconn, the Apple company that they use,
[01:15:59.112 --> 01:16:00.354]  Announced this year.
[01:16:00.374 --> 01:16:00.954]  You can pull it up.
[01:16:00.974 --> 01:16:08.761]  We'll pull it up the next segment and show people they plan to replace all of their 10 million workers with robots and have already done it with a million workers.
[01:16:10.199 --> 01:16:16.302]  General, what do you think about the FBI saying that there was a terror alert on Monday about a potential forfeiture situation?
[01:16:16.342 --> 01:16:19.684]  The police are shoving people, shoving Alex, shoving the crowd.
[01:16:19.764 --> 01:16:21.365]  Here we go, folks, I'm being assaulted!
[01:16:21.405 --> 01:16:27.689]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[01:16:27.789 --> 01:16:33.652]  Is this another false flag stage attack to take our civil liberties and put more homeless security by sticking their hands down on the streets?
[01:16:33.832 --> 01:16:37.574]  It's up to us to set brush fires in the minds of men and women everywhere.
[01:16:37.774 --> 01:16:40.676]  And that's what PrisonPlanet.TV is designed to do.
[01:16:40.736 --> 01:16:48.861]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[01:16:49.141 --> 01:16:51.182]  What we see now is a war against reality.
[01:16:51.242 --> 01:16:52.283]  It's a war against the truth.
[01:16:52.643 --> 01:17:01.393]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.TV and share their membership with up to 11 friends and family.
[01:17:01.594 --> 01:17:04.036]  Visit InfoWarsNews.com today.
[01:17:04.257 --> 01:17:08.542]  Become a member, share your membership, and help take the info war to the next level.
[01:17:09.935 --> 01:17:10.716]  I don't know what it is.
[01:17:10.936 --> 01:17:12.697]  Ralph just won't pay any attention to me.
[01:17:12.817 --> 01:17:16.761]  When he comes home from work, all he ever does is play video games and go to sleep.
[01:17:16.941 --> 01:17:18.202]  It's like I don't even exist.
[01:17:18.542 --> 01:17:20.364]  Oh Betty, that's just awful.
[01:17:20.484 --> 01:17:21.685]  Does this seem familiar?
[01:17:21.865 --> 01:17:24.467]  If the answer to this question is yes, then listen carefully.
[01:17:24.587 --> 01:17:29.832]  Toxic pesticides, GMO foods and additives, BPA plastics, contaminated water supplies.
[01:17:30.032 --> 01:17:34.916]  Many of these toxic additives are deliberately engineered to attack and weaken human masculinity.
[01:17:35.056 --> 01:17:37.538]  It's part of the eugenics population control movement.
[01:17:37.759 --> 01:17:38.219]  Look it up.
[01:17:38.439 --> 01:17:45.127]  If men are more interested in online gaming than they are in their wives, a serious population crisis is soon to follow.
[01:17:45.307 --> 01:17:50.433]  Energize the man in your life with Super Male Vitality from InfoWarsLife.com.
[01:17:50.593 --> 01:17:54.297]  It's designed to aid the body in ways that help invigorate your natural systems.
[01:17:54.477 --> 01:18:01.403]  Without artificial testosterone, completely free of GMOs, harmful additives, gluten and is made right here in the USA.
[01:18:01.564 --> 01:18:06.208]  Get your super male vitality right now at InfoWarsLife.com or call 1-888-253-3139.
[01:18:09.671 --> 01:18:13.672]  A chemical spill contaminating the water supply in nine West Virginia counties.
[01:18:13.712 --> 01:18:17.874]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[01:18:18.094 --> 01:18:21.495]  What are the health effects of having these drugs in our drinking water?
[01:18:21.735 --> 01:18:24.616]  It's forced medical treatment without the consent of residents.
[01:18:24.776 --> 01:18:32.119]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins and heavy metals in your tap water.
[01:18:32.359 --> 01:18:36.000]  On average, the county says it sprays with glyphosate at least once a week.
[01:18:36.240 --> 01:18:40.521]  Few filters cut out the glyphosate that is found in water supplies worldwide.
[01:18:40.681 --> 01:18:46.602]  Remove pesticides, herbicides, chloramines, hydrofluorosilicic acid, sodium hexafluorosilicate.
[01:18:46.642 --> 01:18:50.423]  Fluoride is in tea, it's in coffee, it's in water, it's in bread, it's in toothpaste.
[01:18:50.583 --> 01:18:53.123]  It is our responsibility to protect our families.
[01:18:53.323 --> 01:18:54.663]  The establishment's not going to do it.
[01:18:54.823 --> 01:18:56.044]  It's time to take action.
[01:18:56.184 --> 01:18:57.844]  It's time to filter our water.
[01:18:58.004 --> 01:19:05.192]  Visit InfowarsStore.com and use promo code WATER to get 10% off their entire family of incredible products.
[01:19:05.412 --> 01:19:06.594]  Or call toll free at 888-253-3139.
[01:19:09.758 --> 01:19:12.140]  This is Scottish John for InfoWars.com.
[01:19:12.240 --> 01:19:18.745]  I know that most of you here in this commercial already know about the New World Order, eugenics, and all the other issues covered here at InfoWars.
[01:19:18.945 --> 01:19:21.547]  The question is, do your friends and family know?
[01:19:21.707 --> 01:19:23.488]  If not, then I want to know why.
[01:19:23.668 --> 01:19:25.890]  Oh, I know it's tough to talk about this with some people.
[01:19:25.970 --> 01:19:30.173]  They might call you names, or they just want to talk about sports, or soap operas.
[01:19:30.433 --> 01:19:31.454]  I say, so what?
[01:19:31.614 --> 01:19:33.595]  There's a battle going on out there right now.
[01:19:33.815 --> 01:19:36.917]  The ammunition is information, and the soldiers are you.
[01:19:37.178 --> 01:19:41.300]  It's time to transform your game from passive listener to active participant.
[01:19:41.440 --> 01:19:47.184]  We from Scotland have had our skin in this game for the greater part of the last thousand years, and I'm still fighting.
[01:19:47.284 --> 01:19:50.326]  If we don't all stand up right now, we're gonna lose everything.
[01:19:50.526 --> 01:19:52.208]  The Info War is worldwide.
[01:19:52.348 --> 01:19:56.470]  Tell your friends about Info Wars and let them know that Info Wars doesn't print bull.
[01:19:56.671 --> 01:20:00.293]  It's real journalism and news backed up by documented facts.
[01:20:00.353 --> 01:20:07.435]  Step up and take your friends and family to InfoWars.com, PrisonPlanet.tv and PlanetInfoWars.com.
[01:20:07.615 --> 01:20:09.256]  The truth will set them free.
[01:20:10.936 --> 01:20:12.096]  Coast to Coast.
[01:20:12.476 --> 01:20:13.917]  Direct from Austin.
[01:20:14.537 --> 01:20:17.818]  You're listening to the Alex Jones Broadcasting Network.
[01:20:17.838 --> 01:20:21.759]  What's his name?
[01:20:43.049 --> 01:20:44.309]  There is a war.
[01:20:44.750 --> 01:20:45.850]  It's happening now.
[01:20:46.631 --> 01:20:48.472]  It will decide the fate of humanity.
[01:20:48.972 --> 01:20:50.773]  The time to choose sides has come.
[01:20:51.594 --> 01:20:53.095]  We are the resistance.
[01:20:53.495 --> 01:20:55.296]  We are the Infowars.
[01:20:56.235 --> 01:20:57.516]  Welcome back to the Alex Jones Show.
[01:20:57.596 --> 01:21:03.558]  I'm David Knight and I have on Skype Alex Jones on this June 8th edition of the Alex Jones Show.
[01:21:03.578 --> 01:21:11.921]  Now we were talking just before the break and we've been talking this whole program about the effect of uncontrolled immigration on unemployment.
[01:21:12.722 --> 01:21:13.842]  But what about the future?
[01:21:14.342 --> 01:21:15.603]  Well we say that's going to be coming.
[01:21:15.643 --> 01:21:18.484]  The threat in the future is not necessarily going to be people taking
[01:21:21.206 --> 01:21:27.968]  And they've openly said, and now it's being announced in the news, I told people 10 years ago that MIT and others said, first the cars will roll out limited,
[01:21:49.281 --> 01:21:51.583]  Then we'll show the robot cars are better than humans.
[01:21:52.024 --> 01:21:55.587]  Then we'll give you higher insurance if you don't let the robot drive.
[01:21:55.927 --> 01:21:58.149]  Then we'll phase out humans driving entirely.
[01:21:58.530 --> 01:22:08.258]  And Bill Joy wrote in 2000 April issue of Wire Magazine, billionaire owner of Sun Microsystems, that again he went to a meeting of 200 plus top tech owners.
[01:22:09.059 --> 01:22:10.660]  And they made the decision at the meeting.
[01:22:10.680 --> 01:22:17.146]  They said, no, the consensus is we're just not going to let humanity live and just play games and watch movies all day.
[01:22:17.446 --> 01:22:19.388]  We're going to phase out humanity as we know it.
[01:22:19.708 --> 01:22:20.829]  We're going to merge with machines.
[01:22:21.309 --> 01:22:24.512]  And again, the architecture has already been decided.
[01:22:24.552 --> 01:22:26.194]  The future has already been decided.
[01:22:26.614 --> 01:22:28.055]  No one's being consulted.
[01:22:28.075 --> 01:22:31.218]  They've got us fighting with each other over what color we are.
[01:22:31.678 --> 01:22:35.922]  When the decision has been made publicly, Zbigniew Brzezinski,
[01:22:37.763 --> 01:22:38.744]  All of them have written.
[01:22:38.944 --> 01:22:41.786]  Ray Kurzweil, Bill Joy, all of them.
[01:22:41.807 --> 01:22:43.548]  I mean, it's in all the tech magazines now.
[01:22:43.868 --> 01:22:47.611]  When I was first telling people this 18, 19 years ago, folks thought I was nuts.
[01:22:48.452 --> 01:22:54.617]  Now it's out in the open, people are just being acclimated like wall martians, you know, wandering around.
[01:22:54.637 --> 01:23:01.823]  And I'm frantic because everything I warn people about is now becoming passe and just happening.
[01:23:02.964 --> 01:23:03.104]  And
[01:23:04.901 --> 01:23:07.103]  Again, it's an anti-human move.
[01:23:07.483 --> 01:23:10.526]  We should be using machines to empower us to go to the stars.
[01:23:11.106 --> 01:23:13.008]  They decided humans will never even go to space.
[01:23:13.908 --> 01:23:15.630]  Homo sapiens sapiens will never even go to space.
[01:23:15.650 --> 01:23:18.692]  The globalists openly say that, that they're going to merge the machines and they'll go to space.
[01:23:19.513 --> 01:23:20.834]  Well, I mean, who made them God?
[01:23:21.214 --> 01:23:24.056]  And then all the tech they build has back doors to control us.
[01:23:24.517 --> 01:23:31.923]  So I hope people out there on the immigration issue understand, we feel for those in Latin America under globalist enslavement.
[01:23:31.963 --> 01:23:32.924]  We covered that earlier.
[01:23:33.763 --> 01:23:39.373]  And the Bloomberg article admitting that they're cutting the drinking water off to pay the globalist debts that were set up as frauds.
[01:23:40.458 --> 01:24:09.540]  They're imploding the third world to then implode the first world, where only the globalists in government and university and institution reservations are above the law, tax-exempt, with the high technology, where everybody else is in total squalor, to remove the wealth out of the system, so that we're totally dependent on them, and only looking for food to eat, and on government assistance to get the food, while robot factories... I need to explain this to people, because this is the key to everything.
[01:24:10.205 --> 01:24:28.210]  First, they use third world labor and Chinese slave goods to leverage out the whole world, destroy the artisan class, the middle class factory worker section, the local, decentralized, privately held factory system in the West, in Europe, in the United States, in Canada, in Australia.
[01:24:29.477 --> 01:24:44.050]  Then they roll in giant third world collapse populations because the race at the bottom actually brought them down a level, forced them off their agri-areas from Africa to Latin America to Asia on record, agenda 21, into the big cities to work as slaves.
[01:24:44.531 --> 01:24:48.214]  Now those factories are imploding, there's no jobs, they're being replaced with robots.
[01:24:48.575 --> 01:24:50.797]  In the next phase you flood the first world.
[01:24:51.837 --> 01:24:52.938]  This is the stated plan, folks.
[01:24:53.098 --> 01:24:54.138]  I'm giving it to you right now.
[01:24:54.699 --> 01:25:02.643]  Flooding the first world with the third world population, who you radicalize into socialism to overthrow the old west, collapsing that.
[01:25:02.723 --> 01:25:05.705]  Then you seal the borders, keep those contained.
[01:25:06.864 --> 01:25:20.477]  Once you have the political unit controlled, and then you start killing off the giant third world countries with bioweapon releases, you use the backlash against the immigrants in the phase two to then fortress your country.
[01:25:21.297 --> 01:25:26.802]  Then that fortress is used to keep the bioweapon out when you wipe out the third world in phase three.
[01:25:27.423 --> 01:25:35.112]  Then after you've wiped out the third world and killed, say, 7 billion people by that time, so it'll be about 9 billion when they run the coal operation in their own admissions.
[01:25:35.372 --> 01:25:36.674]  We're 7.5 bill right now.
[01:25:36.694 --> 01:25:40.498]  About 20, 20, 20, 20 fives when they do the mass extermination of the third world.
[01:25:40.878 --> 01:25:44.462]  Then a hyper-police state comes in, in the first world that's left.
[01:25:45.465 --> 01:25:47.047]  And of course, V for Vendetta is all about this.
[01:25:47.087 --> 01:25:51.692]  I told you about the mass plague operation before that movie, but I know the Wachowski brothers are listeners.
[01:25:51.732 --> 01:25:52.353]  That's on record.
[01:25:52.633 --> 01:25:56.798]  But the whole point is, is they inculcated that and that they use a bio-plague to bring in the tyranny.
[01:25:57.178 --> 01:25:58.379]  And then England prevails.
[01:25:58.740 --> 01:25:59.761]  England's the only country left.
[01:25:59.781 --> 01:26:03.685]  That's a icon for the first world.
[01:26:04.166 --> 01:26:04.506]  And then...
[01:26:05.367 --> 01:26:23.535]  Then they finally start selective bioweapon releases within the first world to reduce it down to 100 million that David Rockefeller, Prince Philip, Prince Bernhard, Prince Charles, Bill Gates, Warren Buffett, who's the big one, the CNN guy, Ted Turner,
[01:26:24.315 --> 01:26:25.356]  They're all eugenicists.
[01:26:25.376 --> 01:26:26.557]  They're all in eugenics meetings.
[01:26:26.597 --> 01:26:28.258]  That's ABC News, CBS News.
[01:26:28.638 --> 01:26:30.219]  That's the cult, and this is the plan.
[01:26:30.619 --> 01:26:51.053]  So, they're going to phase us out with robots and human labor, cull us down, get us to where we do everything we're told, just to be able to get the government check, even if we work in a private factory, we'll be controlled by that, and then they're going to release the final bioweapon plagues, or have robots basically sent out to cull the rest of us that are left.
[01:26:51.073 --> 01:26:53.475]  Because the big lie for the bureaucratic class is,
[01:26:54.155 --> 01:26:54.241]  Yeah.
[01:26:54.557 --> 01:26:55.978]  There's not going to be 100 million left.
[01:26:56.498 --> 01:27:00.359]  They only tell the bureaucrats and the Dr. Eric Piankas and people that are going along with it.
[01:27:00.779 --> 01:27:03.880]  They only tell them that so they feel like they can be part of this plan.
[01:27:04.121 --> 01:27:07.322]  When you read the deeper writings, they say humans are a plague.
[01:27:07.702 --> 01:27:09.042]  All humans will be exterminated.
[01:27:09.422 --> 01:27:13.564]  Only the one supreme God being, Ray Kurzweil, says he will become God.
[01:27:13.584 --> 01:27:17.025]  He doesn't believe in God now, but believes he will become God.
[01:27:17.265 --> 01:27:24.128]  There will only be one being left because the final computer human beings will fight with each other over supremacy.
[01:27:24.548 --> 01:27:26.449]  Now, that sounds insane because it is insane.
[01:27:26.809 --> 01:27:36.034]  I'm not saying that's going to happen, but I'm saying this is the program, this is the plan that we've laid out today, and that's why I start hyperventilating, because it's all public.
[01:27:36.174 --> 01:27:38.556]  It's all public, and it's unfolding now.
[01:27:39.096 --> 01:27:41.897]  So the immigration issue is only one piece of it.
[01:27:41.937 --> 01:27:47.741]  They use our goodwill, our caring for the third world, our caring for third world people, wanting to help them to help them.
[01:27:47.941 --> 01:27:49.501]  We can't help 7 billion people.
[01:27:49.942 --> 01:27:51.723]  We have to get liberty in their countries.
[01:27:52.523 --> 01:27:57.665]  But see, if they can't use the West as a steam valve, those countries will have revolutions and reform themselves.
[01:27:58.105 --> 01:28:01.247]  The globalists are steering us into disaster by design.
[01:28:01.727 --> 01:28:03.027]  That's what I'm trying to break down.
[01:28:03.067 --> 01:28:04.668]  You're living in a science fiction movie.
[01:28:04.988 --> 01:28:09.790]  I'm begging everyone out there, please listen to me and realize how much danger you're in.
[01:28:10.150 --> 01:28:11.631]  Spread the word about the broadcast.
[01:28:12.913 --> 01:28:16.916]  I know that we have the documents, we have the proof, we have the facts at Infowars.com.
[01:28:16.956 --> 01:28:19.178]  You've seen it all start to unfold and come through.
[01:28:19.598 --> 01:28:20.559]  I'm not a pessimist.
[01:28:20.980 --> 01:28:24.542]  I believe if we admit how serious things are, we have a chance to stop it.
[01:28:25.283 --> 01:28:32.068]  And I believe that if we get past the fear and realize that we can change the world and realize the globalist program, we can reverse all this.
[01:28:32.108 --> 01:28:41.056]  But the plan is so over the top, so evil, so out of control, only admitting how diabolical it is can allow us to stand up against it.
[01:28:41.836 --> 01:28:45.979]  People have to realize there's no future if we don't turn this around.
[01:28:46.219 --> 01:28:47.820]  David Knight's coming up with the calls.
[01:28:47.940 --> 01:28:53.183]  I'll be back this entire week live in studio in Austin, all three hours each day, 11 a.m.
[01:28:53.283 --> 01:28:53.884]  to 2 p.m.
[01:28:54.144 --> 01:28:55.905]  Great job to the crew and our affiliates.
[01:28:56.225 --> 01:29:01.208]  Please support our sponsors and Infowarslife.com that David will tell you about.
[01:29:01.528 --> 01:29:04.430]  We come back right after this break and your phone calls.
[01:29:04.690 --> 01:29:06.311]  What's immigration doing for you?
[01:29:06.892 --> 01:29:07.772]  We'll be right back.
[01:29:07.792 --> 01:29:08.233]  Stay with us.
[01:29:10.765 --> 01:29:12.526]  Hi, I'm Dr. Edward Grew.
[01:29:13.047 --> 01:29:20.011]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[01:29:20.471 --> 01:29:30.898]  The new Survival Shield X2 is mined from 7,000 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[01:29:31.319 --> 01:29:40.545]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[01:29:41.265 --> 01:29:44.688]  It's the strongest nascent iodine on the market today.
[01:29:45.329 --> 01:29:48.752]  It delivers 650 micrograms per drop.
[01:29:49.092 --> 01:29:50.653]  Experience the new formula.
[01:29:51.154 --> 01:29:53.136]  Experience the ancient purity.
[01:29:53.736 --> 01:29:54.697]  Shield your family.
[01:29:55.057 --> 01:29:56.438]  Survival Shield X2.
[01:29:56.879 --> 01:29:59.481]  Available now at InfoWarsLife.com.
[01:30:00.041 --> 01:30:04.025]  X2 from InfoWarsLife.com or call toll free 888-253-3139.
[01:30:10.186 --> 01:30:11.246]  In the near future.
[01:30:11.526 --> 01:30:15.167]  When you realize how fake it all is, the football, the basketball.
[01:30:15.187 --> 01:30:15.668]  Security alert.
[01:30:16.028 --> 01:30:17.008]  Security alert.
[01:30:17.248 --> 01:30:18.988]  This is Homeland Security.
[01:30:19.249 --> 01:30:19.869]  Analysis.
[01:30:20.129 --> 01:30:20.789]  InfoWars.
[01:30:20.849 --> 01:30:22.810]  Building invidious media operations.
[01:30:22.830 --> 01:30:27.811]  You let the worst people get controlled and tell us that we are the ones responsible.
[01:30:27.831 --> 01:30:28.771]  Crime Directive.
[01:30:28.851 --> 01:30:30.272]  Discredit Alex Jones.
[01:30:30.412 --> 01:30:33.192]  Jones is the wildly popular conspiracy theorist.
[01:30:33.252 --> 01:30:36.333]  A popular conspiracy theory talk show called InfoWars.
[01:30:36.513 --> 01:30:38.674]  Alex Jones is now in an Austin jail.
[01:30:38.814 --> 01:30:40.315]  These people are assaulting us.
[01:30:40.335 --> 01:30:42.677]  Targeting of patriots engaged.
[01:30:43.157 --> 01:30:44.838]  They are never going to stop.
[01:30:45.118 --> 01:30:49.001]  They're never going to deviate from their program until we stop them.
[01:30:49.161 --> 01:30:52.343]  Block free iPhone ads at InfoWars.com.
[01:30:52.744 --> 01:30:55.405]  Block free podcast and video feed.
[01:30:56.106 --> 01:30:56.846]  Imperative.
[01:30:57.107 --> 01:30:58.988]  Destroy RealPlanet TV.
[01:30:59.048 --> 01:31:03.551]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[01:31:03.831 --> 01:31:05.933]  Intellectually, it's begun and you can feel it.
[01:31:08.743 --> 01:31:11.586]  This is Leanne McAdoo for InfoWarsLife.com.
[01:31:11.866 --> 01:31:17.772]  I'm here with Dr. Edward Group, Master Herbologist and Chief Formulator behind the InfoWarsLife products.
[01:31:17.973 --> 01:31:22.397]  Dr. Group, what have you been hearing from women who've started taking Super Female Vitality?
[01:31:22.497 --> 01:31:29.064]  You know, we've heard the reviews and feedback from Super Male Vitality from emails to even excited callers on the radio.
[01:31:29.344 --> 01:31:31.245]  Now, the answer for women is here.
[01:31:31.386 --> 01:31:42.914]  A new formulation specifically designed for the female body, Super Female Vitality, delivers 10 key herbs that work synergistically to revitalize the unique biology of women.
[01:31:43.034 --> 01:31:45.035]  I'm so glad that you guys made this for women.
[01:31:45.055 --> 01:31:50.599]  When he brought me home the bottle of Super Female, I had tons of energy, tons of motivation, a lot of drive.
[01:31:50.639 --> 01:31:51.980]  My husband thinks I've been in a better mood.
[01:31:52.000 --> 01:31:54.462]  Our relationship, all I can say is this is a lot better now.
[01:31:54.762 --> 01:31:58.905]  I've just started taking Super Female Vitality from InfoWarsLife.com.
[01:31:59.125 --> 01:32:08.553]  Supplies are limited, so secure yours today at InfoWarsLife.com, InfoWarsStore.com, or dial 1-888-253-3139.
[01:32:08.893 --> 01:32:13.076]  A chemical spill contaminating the water supply in nine West Virginia counties.
[01:32:13.116 --> 01:32:17.019]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[01:32:17.259 --> 01:32:20.701]  What are the health effects of having these drugs in our drinking water?
[01:32:20.941 --> 01:32:23.823]  It's forced medical treatment without the consent of residents.
[01:32:23.983 --> 01:32:31.348]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins and heavy metals in your tap water.
[01:32:31.548 --> 01:32:35.190]  On average, the county says it sprays with glyphosate at least once a week.
[01:32:35.450 --> 01:32:39.711]  Few filters cut out the glyphosate that is found in water supplies worldwide.
[01:32:39.891 --> 01:32:45.813]  Remove pesticides, herbicides, chloramines, hydrofluorosilicic acid, sodium hexafluorosilicate.
[01:32:45.853 --> 01:32:49.773]  Fluoride is in tea, it's in coffee, it's in water, it's in bread, it's in toothpaste.
[01:32:49.793 --> 01:32:52.334]  It is our responsibility to protect our families.
[01:32:52.534 --> 01:32:53.874]  The establishment's not going to do it.
[01:32:54.034 --> 01:32:55.255]  It's time to take action.
[01:32:55.395 --> 01:32:57.115]  It's time to filter our water.
[01:32:57.235 --> 01:33:04.357]  Visit Infowarsstore.com and use promo code WATER to get 10% off their entire family of incredible products.
[01:33:04.597 --> 01:33:08.159]  Our call toll free, 888-253-3139.
[01:33:10.920 --> 01:33:13.802]  Coast to Coast, direct from Austin.
[01:33:14.502 --> 01:33:18.605]  You're listening to the Alex Jones Broadcasting Network.
[01:33:22.747 --> 01:33:30.471]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:33:34.244 --> 01:33:36.866]  Welcome back to the Alex Jones Show on this Sunday, June 8, 2014.
[01:33:37.406 --> 01:33:45.711]  Now in the last segment, Alex is breaking down the globalist plan to take down not only our country, but the entire world.
[01:33:45.771 --> 01:33:48.192]  And we've seen this plan unfolding.
[01:33:48.232 --> 01:33:49.493]  I want to get your take on it.
[01:33:49.533 --> 01:33:50.654]  I want your calls.
[01:33:50.694 --> 01:33:51.574]  That's 877-789-ALEX or 877-789-2539.
[01:33:51.594 --> 01:33:53.975]  Now tomorrow, Alex is going to be talking to Dinesh D'Souza.
[01:34:01.920 --> 01:34:07.766]  Of course, he's a filmmaker, documentarian, and he's the one that Obama is trying to put in jail.
[01:34:07.846 --> 01:34:17.375]  As his producer said, the same guy who produced Schindler's List said, this administration sees its opponents not as dissenters, but as enemies.
[01:34:17.915 --> 01:34:20.878]  If they can't refute you, they try to lock you up.
[01:34:21.624 --> 01:34:26.747]  Now that's the guy who produced the new documentary that Dinesh D'Souza is doing.
[01:34:26.787 --> 01:34:29.810]  He produced his previous film, I believe, but he also produced Schindler's List.
[01:34:29.830 --> 01:34:31.250]  That's Gerald Mullen.
[01:34:31.791 --> 01:34:39.236]  And Dinesh D'Souza is going to be Alex's guest tomorrow when he returns to the radio show live here in Austin for this next week.
[01:34:39.276 --> 01:34:42.198]  He's been on vacation the last week or so, a well-deserved vacation.
[01:34:42.258 --> 01:34:45.260]  He's going to be back this entire week, all three hours, every day.
[01:34:45.820 --> 01:34:50.183]  And he'll also be joined tomorrow with George Humphries, a guest that he's had on in the past.
[01:34:50.223 --> 01:34:51.544]  Very interesting show tomorrow.
[01:34:51.544 --> 01:34:51.584]  No.
[01:34:52.505 --> 01:34:55.146]  But as I point out, give us your take on what's happening.
[01:34:55.246 --> 01:34:58.028]  It's 877-789-ALEX, that's 2539.
[01:34:58.408 --> 01:35:05.712]  We've been talking about the planned balkanization of America, the implosion of the economy, the destruction of privacy and due process.
[01:35:05.732 --> 01:35:16.338]  We talked about what's going on with the NSA and the courts, as well as the fact that we now are looking at the strong possibility, being hinted at by many economists, many financial writers,
[01:35:17.392 --> 01:35:17.572]  That's
[01:35:34.480 --> 01:35:40.823]  It's much cleverer than what the American government did at the time that they were fighting the American Indians.
[01:35:40.883 --> 01:35:54.329]  When they fought the Indians out west, what they did is they conquered these individual tribes, they took their children and shipped them back east to schools, separated them from their families, from their culture, from any roots that they might have, in order to make them
[01:35:55.669 --> 01:36:03.036]  Tied into the American government in a way that they never would be if they weren't separated from their children, if they weren't educated in isolation by the state.
[01:36:03.657 --> 01:36:04.878]  Now they're much more clever about it.
[01:36:04.958 --> 01:36:06.739]  That was done by force.
[01:36:06.960 --> 01:36:10.103]  Now what they're doing is they're doing it by incentive.
[01:36:10.967 --> 01:36:18.093]  They've gone into these third world countries, as we pointed out, destroyed the economy, and Hugo Chavez's socialist utopia.
[01:36:18.994 --> 01:36:31.024]  The bankers get 700% return on their investment, and the people there don't get water and medicine because, of course, Barclays brags that they're going to pay their sovereign debt before the people get to eat.
[01:36:31.525 --> 01:36:32.946]  That's what socialism does for you.
[01:36:32.966 --> 01:36:37.169]  That's how it works hand-in-glove with the globalist agenda.
[01:36:38.086 --> 01:36:42.348]  Now, as Alex was just saying, the globalists are stepping up their endgame.
[01:36:42.848 --> 01:36:43.708]  They're getting closer.
[01:36:43.828 --> 01:36:46.509]  We're seeing that much of their plan is working.
[01:36:47.129 --> 01:36:52.511]  We need to fight back against it, but we also need to fight back individually, to take care of our own families, to take care of ourselves.
[01:36:52.531 --> 01:36:53.712]  There are certain things that we can do.
[01:36:53.832 --> 01:36:54.272]  One of those
[01:36:54.992 --> 01:36:58.637]  is to support our sponsor for this hour, My Patriot Supply.
[01:36:59.157 --> 01:37:05.064]  And the day is coming when America, the America that we know and love, will then be a distant memory.
[01:37:05.104 --> 01:37:10.972]  But Patriots everywhere are getting prepared and they're doing it with one of my favorite companies, MyPatriotSupply.com.
[01:37:12.293 --> 01:37:33.591]  MyPatriotSupply.com offers high-quality survival gear and is the home of the Patriot Pantry line of emergency food storage that's delicious, easy to prepare, put together with GMO-free crops, storable for up to 25 years, and MyPatriotSupply has developed space-saving and secure food storage bins unlike flimsy plastic pails that you find almost everywhere else.
[01:37:34.252 --> 01:37:37.853]  Visit MyPatriotSupply.com slash Alex today for special offers.
[01:37:38.313 --> 01:37:41.294]  That's MyPatriotSupply.com forward slash Alex.
[01:37:41.874 --> 01:37:46.255]  The globalists are coming and you need to be prepared.
[01:37:46.335 --> 01:37:50.437]  Fight back and get prepared at MyPatriotSupply.com slash Alex today.
[01:37:50.457 --> 01:37:52.497]  We've got a couple of calls here.
[01:37:52.537 --> 01:37:54.858]  Let's go to Fred in Pennsylvania.
[01:37:54.938 --> 01:37:55.158]  Fred?
[01:37:59.045 --> 01:38:00.906]  Yes, go ahead.
[01:38:01.447 --> 01:38:13.274]  I want to talk about the Chinese long-term plan of moving population, ten population, which is what China, the Chinese ethnic group is, into five areas.
[01:38:13.834 --> 01:38:16.176]  Manchuria is really the homeland of the Manchus.
[01:38:16.896 --> 01:38:17.597]  They're not Han.
